"pgfamstd","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2018","no migration background","West Germany","1474","0.106961051550933","0.10197892408407","0.111943179017796","4"
"Divorced","2018","no migration background","East Germany","521","0.110770742849214","0.102179898745896","0.119361586952531","4"
"Divorced","2018","direct migration background","West Germany","459","0.0963129665320525","0.0897987236651902","0.102827209398915","4"
"Divorced","2018","indirect migration background","West Germany","90","0.0463579216455886","0.0363275609382295","0.0563882823529477","4"
"Divorced","2018","direct migration background","East Germany","45","0.0784294979577382","0.0615801668878061","0.0952788290276704","4"
"Divorced","2018","indirect migration background","East Germany","6","","","","4"
"Married","2018","no migration background","West Germany","8183","0.497463083331339","0.48940315432162","0.505523012341058","1"
"Married","2018","no migration background","East Germany","2684","0.447780766893384","0.434169300524384","0.461392233262384","1"
"Married","2018","direct migration background","West Germany","4955","0.620117532259311","0.609400509053426","0.630834555465197","1"
"Married","2018","direct migration background","East Germany","586","0.504188262418366","0.472852993147657","0.535523531689075","1"
"Married","2018","indirect migration background","West Germany","585","0.295201764041377","0.273442021713858","0.316961506368896","1"
"Married","2018","indirect migration background","East Germany","42","0.289825960466641","0.211231100522698","0.368420820410583","1"
"Married, but separated","2018","no migration background","West Germany","367","0.0245603267517546","0.0220652490187465","0.0270554044847627","2"
"Married, but separated","2018","no migration background","East Germany","118","0.0231079811257002","0.0189953409371927","0.0272206213142078","2"
"Married, but separated","2018","direct migration background","West Germany","419","0.0398794212417187","0.0355587636188485","0.044200078864589","2"
"Married, but separated","2018","direct migration background","East Germany","72","0.072931129842165","0.0566347501962537","0.0892275094880762","2"
"Married, but separated","2018","indirect migration background","West Germany","37","0.0163596070773359","0.0103080590898157","0.0224111550648561","2"
"Married, but separated","2018","indirect migration background","East Germany","2","","","","2"
"Single","2018","no migration background","West Germany","3919","0.283453734136128","0.276188827917537","0.290718640354719","3"
"Single","2018","no migration background","East Germany","1443","0.328047557490017","0.31519604907249","0.340899065907544","3"
"Single","2018","direct migration background","West Germany","1840","0.196012817594967","0.187247264210442","0.204778370979493","3"
"Single","2018","direct migration background","East Germany","258","0.32223293759645","0.292943983819632","0.351521891373268","3"
"Single","2018","indirect migration background","West Germany","962","0.631869174166779","0.608861297176002","0.654877051157555","3"
"Single","2018","indirect migration background","East Germany","77","0.638054607724599","0.554802822153508","0.721306393295691","3"
"Widowed","2018","no migration background","West Germany","840","0.0875618042298453","0.0830053618567869","0.0921182466029037","5"
"Widowed","2018","no migration background","East Germany","361","0.0902929516416853","0.0824479301589381","0.0981379731244325","5"
"Widowed","2018","direct migration background","West Germany","206","0.0476772623719501","0.0429722553844919","0.0523822693594082","5"
"Widowed","2018","direct migration background","East Germany","17","","","","5"
"Widowed","2018","indirect migration background","West Germany","14","","","","5"
"Widowed","2018","indirect migration background","East Germany","1","","","","5"
"Divorced","2019","no migration background","West Germany","1523","0.10777928297938","0.102858368906207","0.112700197052554","4"
"Divorced","2019","no migration background","East Germany","559","0.117858358774135","0.109109620794437","0.126607096753834","4"
"Divorced","2019","direct migration background","West Germany","418","0.0936338026668103","0.0867976298055296","0.100469975528091","4"
"Divorced","2019","direct migration background","East Germany","43","0.0806206660278126","0.0617784722281589","0.0994628598274664","4"
"Divorced","2019","indirect migration background","East Germany","4","","","","4"
"Divorced","2019","indirect migration background","West Germany","104","0.0510631731192364","0.040389973919219","0.0617363723192538","4"
"Married","2019","no migration background","West Germany","8711","0.504444029585114","0.496509981384049","0.512378077786178","1"
"Married","2019","direct migration background","West Germany","4524","0.632858888950999","0.62154752943103","0.644170248470968","1"
"Married","2019","no migration background","East Germany","2810","0.448673440265403","0.435178663898454","0.462168216632351","1"
"Married","2019","direct migration background","East Germany","482","0.555453283601652","0.521062396418829","0.589844170784476","1"
"Married","2019","indirect migration background","West Germany","635","0.320128846435263","0.297508576815574","0.342749116054951","1"
"Married","2019","indirect migration background","East Germany","59","0.335309621384154","0.254772921591064","0.415846321177244","1"
"Married, but separated","2019","no migration background","West Germany","317","0.0206948468352726","0.018435764221588","0.0229539294489573","2"
"Married, but separated","2019","no migration background","East Germany","110","0.0209806239102456","0.0170919556384054","0.0248692921820859","2"
"Married, but separated","2019","direct migration background","West Germany","347","0.0376186721521798","0.0331536853436166","0.042083658960743","2"
"Married, but separated","2019","direct migration background","East Germany","57","0.0678155475267952","0.0504144568252415","0.085216638228349","2"
"Married, but separated","2019","indirect migration background","West Germany","26","","","","2"
"Married, but separated","2019","indirect migration background","East Germany","2","","","","2"
"Single","2019","no migration background","West Germany","3866","0.282570766999431","0.275425883781939","0.289715650216923","3"
"Single","2019","no migration background","East Germany","1398","0.323306020052741","0.310614924739611","0.335997115365871","3"
"Single","2019","direct migration background","East Germany","205","0.275431575868972","0.244513854972181","0.306349296765763","3"
"Single","2019","direct migration background","West Germany","1514","0.187925116057434","0.178757945575867","0.197092286539001","3"
"Single","2019","indirect migration background","East Germany","67","0.592544986763752","0.508722291284106","0.676367682243399","3"
"Single","2019","indirect migration background","West Germany","853","0.606415164247228","0.58272728011604","0.630103048378415","3"
"Widowed","2019","no migration background","West Germany","838","0.084511073600802","0.0800971446093074","0.0889250025922965","5"
"Widowed","2019","no migration background","East Germany","341","0.0891815569974752","0.08144853070509","0.0969145832898604","5"
"Widowed","2019","direct migration background","West Germany","173","0.0479635201725765","0.0429490254935599","0.0529780148515932","5"
"Widowed","2019","direct migration background","East Germany","15","","","","5"
"Widowed","2019","indirect migration background","West Germany","16","","","","5"
"Widowed","2019","indirect migration background","East Germany","","","","","5"
