"pgfamstd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2000","direct migration background","higher education","10","","","","5"
"Widowed","2000","indirect migration background","in school","","","","","5"
"Widowed","2000","indirect migration background","inadequately","","","","","5"
"Widowed","2000","no migration background","higher vocational","71","0.0659655223101895","0.0540030679207675","0.0779279766996115","5"
"Widowed","2000","indirect migration background","higher education","","","","","5"
"Divorced","2001","direct migration background","inadequately","7","","","","4"
"Divorced","2001","no migration background","in school","","","","","4"
"Divorced","2001","no migration background","vocational + Abi","30","0.0524114319812767","0.0367719015734929","0.0680509623890604","4"
"Divorced","2001","no migration background","higher vocational","105","0.0956126401856587","0.0806058787658531","0.110619401605464","4"
"Divorced","2001","no migration background","higher education","223","0.0867855112525262","0.0769324751577456","0.0966385473473068","4"
"Divorced","2001","direct migration background","in school","","","","","4"
"Divorced","2001","direct migration background","general elemantary","31","0.0583426791012422","0.041872515233306","0.0748128429691783","4"
"Divorced","2001","indirect migration background","inadequately","1","","","","4"
"Divorced","2001","indirect migration background","general elemantary","5","","","","4"
"Divorced","2001","no migration background","inadequately","7","","","","4"
"Divorced","2001","no migration background","general elemantary","120","0.0653232960110494","0.0547297903732315","0.0759168016488673","4"
"Divorced","2001","no migration background","middle vocational","729","0.0803404228127002","0.0750640547686878","0.0856167908567126","4"
"Divorced","2001","direct migration background","middle vocational","58","0.065581170682388","0.0509054856252877","0.0802568557394882","4"
"Divorced","2001","direct migration background","vocational + Abi","12","","","","4"
"Divorced","2001","direct migration background","higher vocational","12","","","","4"
"Divorced","2001","direct migration background","higher education","24","","","","4"
"Divorced","2001","indirect migration background","in school","","","","","4"
"Divorced","2001","indirect migration background","middle vocational","10","","","","4"
"Divorced","2001","indirect migration background","vocational + Abi","","","","","4"
"Divorced","2001","indirect migration background","higher vocational","5","","","","4"
"Divorced","2001","indirect migration background","higher education","1","","","","4"
"Married","2001","no migration background","in school","","","","","1"
"Married","2001","no migration background","inadequately","27","","","","1"
"Married","2001","indirect migration background","inadequately","1","","","","1"
"Married","2001","indirect migration background","general elemantary","65","0.255767880715432","0.200104536280351","0.311431225150513","1"
"Married","2001","indirect migration background","middle vocational","113","0.348595066257574","0.296054991114392","0.401135141400755","1"
"Married","2001","no migration background","general elemantary","898","0.416935632072429","0.395797446561829","0.43807381758303","1"
"Married","2001","no migration background","middle vocational","6493","0.590606370999194","0.581061411726623","0.600151330271765","1"
"Married","2001","no migration background","vocational + Abi","410","0.46301745237451","0.42802458299046","0.498010321758559","1"
"Married","2001","no migration background","higher vocational","1074","0.658278082368647","0.63407374509585","0.682482419641444","1"
"Married","2001","no migration background","higher education","2168","0.618498360792637","0.601497240327472","0.635499481257803","1"
"Married","2001","direct migration background","in school","1","","","","1"
"Married","2001","direct migration background","inadequately","175","0.7885657385207","0.733339549219941","0.843791927821459","1"
"Married","2001","direct migration background","general elemantary","573","0.646938823680527","0.613356179985033","0.680521467376021","1"
"Married","2001","direct migration background","middle vocational","818","0.69972647146654","0.672552026290815","0.726900916642265","1"
"Married","2001","direct migration background","vocational + Abi","209","0.723540925079955","0.668860925193975","0.778220924965935","1"
"Married","2001","direct migration background","higher vocational","133","0.784555703504354","0.721824226712728","0.847287180295981","1"
"Married","2001","direct migration background","higher education","273","0.71623312773854","0.669983343857665","0.762482911619414","1"
"Married","2001","indirect migration background","in school","","","","","1"
"Married","2001","indirect migration background","vocational + Abi","12","","","","1"
"Married","2001","indirect migration background","higher vocational","18","","","","1"
"Married","2001","indirect migration background","higher education","28","","","","1"
"Married, but separated","2001","indirect migration background","middle vocational","5","","","","2"
"Married, but separated","2001","indirect migration background","vocational + Abi","1","","","","2"
"Married, but separated","2001","indirect migration background","higher vocational","2","","","","2"
"Married, but separated","2001","direct migration background","higher education","14","","","","2"
"Married, but separated","2001","indirect migration background","in school","","","","","2"
"Married, but separated","2001","indirect migration background","inadequately","1","","","","2"
"Married, but separated","2001","indirect migration background","general elemantary","2","","","","2"
"Married, but separated","2001","indirect migration background","higher education","1","","","","2"
"Married, but separated","2001","no migration background","in school","1","","","","2"
"Married, but separated","2001","no migration background","inadequately","4","","","","2"
"Married, but separated","2001","no migration background","general elemantary","32","0.0186440774433996","0.0128450031720719","0.0244431517147272","2"
"Married, but separated","2001","no migration background","higher vocational","36","0.0226577970158598","0.0150635582387327","0.0302520357929869","2"
"Married, but separated","2001","no migration background","higher education","73","0.0271853542245866","0.0214936462144447","0.0328770622347285","2"
"Married, but separated","2001","direct migration background","in school","","","","","2"
"Married, but separated","2001","direct migration background","inadequately","3","","","","2"
"Married, but separated","2001","direct migration background","general elemantary","25","","","","2"
"Married, but separated","2001","direct migration background","higher vocational","2","","","","2"
"Married, but separated","2001","no migration background","middle vocational","212","0.0208055859491613","0.0180349535063206","0.0235762183920019","2"
"Married, but separated","2001","no migration background","vocational + Abi","7","","","","2"
"Married, but separated","2001","direct migration background","middle vocational","36","0.0336767746027425","0.0229821766128822","0.0443713725926029","2"
"Married, but separated","2001","direct migration background","vocational + Abi","4","","","","2"
"Single","2001","no migration background","in school","435","0.999054899913064","0.996170613228503","1.00193918659763","3"
"Single","2001","no migration background","inadequately","43","0.449128246600318","0.345203926544853","0.553052566655782","3"
"Single","2001","no migration background","general elemantary","665","0.254703885365306","0.236024733134338","0.273383037596273","3"
"Single","2001","no migration background","middle vocational","2037","0.210143333966032","0.202234974000552","0.218051693931512","3"
"Single","2001","no migration background","vocational + Abi","306","0.410142174134361","0.375624487861894","0.444659860406828","3"
"Single","2001","no migration background","higher vocational","196","0.156736651250002","0.138183444891724","0.17528985760828","3"
"Single","2001","no migration background","higher education","582","0.231451652523316","0.216690311843573","0.246212993203059","3"
"Single","2001","direct migration background","in school","46","0.982063116236518","0.944119181983165","1.02000705048987","3"
"Single","2001","direct migration background","inadequately","7","","","","3"
"Single","2001","direct migration background","general elemantary","95","0.150945775150223","0.125790070494448","0.176101479805997","3"
"Single","2001","direct migration background","middle vocational","140","0.155871178463392","0.134366879760581","0.177375477166202","3"
"Single","2001","direct migration background","vocational + Abi","22","","","","3"
"Single","2001","direct migration background","higher vocational","13","","","","3"
"Single","2001","direct migration background","higher education","45","0.141025060177548","0.105319154574272","0.176730965780823","3"
"Single","2001","indirect migration background","in school","67","1","1","1","3"
"Single","2001","indirect migration background","inadequately","10","","","","3"
"Single","2001","indirect migration background","general elemantary","163","0.69824443873002","0.639681417500034","0.756807459960007","3"
"Single","2001","indirect migration background","middle vocational","183","0.564043868692605","0.509369675120276","0.618718062264933","3"
"Single","2001","indirect migration background","vocational + Abi","26","","","","3"
"Single","2001","indirect migration background","higher vocational","13","","","","3"
"Single","2001","indirect migration background","higher education","26","","","","3"
"Widowed","2001","no migration background","in school","","","","","5"
"Widowed","2001","no migration background","inadequately","7","","","","5"
"Widowed","2001","no migration background","general elemantary","375","0.244393109107816","0.225969810931026","0.262816407284606","5"
"Widowed","2001","no migration background","higher education","90","0.0360791212069338","0.0295521945428879","0.0426060478709797","5"
"Widowed","2001","direct migration background","in school","","","","","5"
"Widowed","2001","direct migration background","inadequately","18","","","","5"
"Widowed","2001","direct migration background","general elemantary","54","0.103962041235667","0.0825154193240482","0.125408663147286","5"
"Widowed","2001","direct migration background","middle vocational","41","0.0451444047849376","0.0328358000805977","0.0574530094892775","5"
"Widowed","2001","direct migration background","vocational + Abi","10","","","","5"
"Widowed","2001","direct migration background","higher vocational","5","","","","5"
"Widowed","2001","indirect migration background","in school","","","","","5"
"Widowed","2001","indirect migration background","inadequately","1","","","","5"
"Widowed","2001","direct migration background","higher education","9","","","","5"
"Widowed","2001","indirect migration background","general elemantary","1","","","","5"
"Widowed","2001","indirect migration background","middle vocational","5","","","","5"
"Widowed","2001","indirect migration background","vocational + Abi","2","","","","5"
"Widowed","2001","no migration background","middle vocational","724","0.0981042862729123","0.0923302882783183","0.103878284267506","5"
"Widowed","2001","no migration background","vocational + Abi","27","","","","5"
"Widowed","2001","no migration background","higher vocational","64","0.0667148291798331","0.0539806647705419","0.0794489935891243","5"
"Widowed","2001","indirect migration background","higher vocational","","","","","5"
"Widowed","2001","indirect migration background","higher education","","","","","5"
"Divorced","2002","direct migration background","general elemantary","28","","","","4"
"Divorced","2002","direct migration background","middle vocational","51","0.0573044453777276","0.0430687725238853","0.0715401182315699","4"
"Divorced","2002","indirect migration background","general elemantary","7","","","","4"
"Divorced","2002","indirect migration background","middle vocational","10","","","","4"
"Divorced","2002","direct migration background","inadequately","8","","","","4"
"Divorced","2002","direct migration background","vocational + Abi","11","","","","4"
"Divorced","2002","direct migration background","higher vocational","16","","","","4"
"Divorced","2002","direct migration background","higher education","26","","","","4"
"Divorced","2002","indirect migration background","in school","","","","","4"
"Divorced","2002","indirect migration background","inadequately","1","","","","4"
"Divorced","2002","indirect migration background","vocational + Abi","","","","","4"
"Divorced","2002","indirect migration background","higher vocational","5","","","","4"
"Divorced","2002","indirect migration background","higher education","1","","","","4"
"Divorced","2002","no migration background","in school","","","","","4"
"Divorced","2002","no migration background","vocational + Abi","40","0.0557174860882442","0.0406479522467181","0.0707870199297702","4"
"Divorced","2002","no migration background","higher vocational","112","0.0940845953797213","0.0795223774515503","0.108646813307892","4"
"Divorced","2002","no migration background","higher education","275","0.0915177355285879","0.0826905960018121","0.100344875055364","4"
"Divorced","2002","direct migration background","in school","","","","","4"
"Divorced","2002","no migration background","inadequately","6","","","","4"
"Divorced","2002","no migration background","general elemantary","119","0.0718974832632071","0.0605565378250465","0.0832384287013678","4"
"Divorced","2002","no migration background","middle vocational","733","0.0836985452181165","0.0783378398919093","0.0890592505443237","4"
"Married","2002","no migration background","in school","","","","","1"
"Married","2002","no migration background","inadequately","29","","","","1"
"Married","2002","indirect migration background","inadequately","","","","","1"
"Married","2002","indirect migration background","general elemantary","57","0.288741775047722","0.226247408825252","0.351236141270191","1"
"Married","2002","indirect migration background","middle vocational","123","0.365641077306573","0.313280861614968","0.418001292998178","1"
"Married","2002","no migration background","general elemantary","826","0.408467515761884","0.386886966042335","0.430048065481432","1"
"Married","2002","no migration background","middle vocational","6493","0.58954063365232","0.580018467627656","0.599062799676984","1"
"Married","2002","no migration background","vocational + Abi","483","0.458322345684048","0.425587593028139","0.491057098339957","1"
"Married","2002","direct migration background","in school","1","","","","1"
"Married","2002","no migration background","higher vocational","1138","0.666392698696014","0.642874322576773","0.689911074815254","1"
"Married","2002","no migration background","higher education","3003","0.616213041174112","0.601325612935239","0.631100469412985","1"
"Married","2002","direct migration background","inadequately","157","0.799571354161525","0.742499011658298","0.856643696664751","1"
"Married","2002","direct migration background","general elemantary","520","0.636807621199676","0.601433031915789","0.672182210483564","1"
"Married","2002","direct migration background","middle vocational","765","0.701474723388763","0.673446557410174","0.729502889367353","1"
"Married","2002","direct migration background","vocational + Abi","200","0.730702991347262","0.675494172237501","0.785911810457023","1"
"Married","2002","direct migration background","higher vocational","126","0.727151365233702","0.658133518753383","0.796169211714021","1"
"Married","2002","direct migration background","higher education","297","0.718756134136438","0.674417546521541","0.763094721751335","1"
"Married","2002","indirect migration background","in school","","","","","1"
"Married","2002","indirect migration background","vocational + Abi","12","","","","1"
"Married","2002","indirect migration background","higher vocational","19","","","","1"
"Married","2002","indirect migration background","higher education","36","0.60094733085787","0.482803938077325","0.719090723638416","1"
"Married, but separated","2002","no migration background","in school","","","","","2"
"Married, but separated","2002","no migration background","inadequately","2","","","","2"
"Married, but separated","2002","no migration background","general elemantary","31","0.0161776047272322","0.0106388784382436","0.0217163310162208","2"
"Married, but separated","2002","no migration background","middle vocational","217","0.0212651082876285","0.0184724993275499","0.0240577172477072","2"
"Married, but separated","2002","no migration background","higher education","67","0.0189393210902036","0.0147664086689309","0.0231122335114762","2"
"Married, but separated","2002","direct migration background","in school","","","","","2"
"Married, but separated","2002","direct migration background","inadequately","5","","","","2"
"Married, but separated","2002","direct migration background","general elemantary","20","","","","2"
"Married, but separated","2002","direct migration background","middle vocational","39","0.0399061938184356","0.0279174107905107","0.0518949768463606","2"
"Married, but separated","2002","indirect migration background","middle vocational","5","","","","2"
"Married, but separated","2002","indirect migration background","vocational + Abi","1","","","","2"
"Married, but separated","2002","indirect migration background","higher vocational","1","","","","2"
"Married, but separated","2002","no migration background","vocational + Abi","11","","","","2"
"Married, but separated","2002","no migration background","higher vocational","35","0.0231584813500103","0.0156562312783921","0.0306607314216285","2"
"Married, but separated","2002","direct migration background","vocational + Abi","7","","","","2"
"Married, but separated","2002","direct migration background","higher education","16","","","","2"
"Married, but separated","2002","indirect migration background","in school","1","","","","2"
"Married, but separated","2002","indirect migration background","inadequately","1","","","","2"
"Married, but separated","2002","indirect migration background","general elemantary","3","","","","2"
"Married, but separated","2002","indirect migration background","higher education","","","","","2"
"Married, but separated","2002","direct migration background","higher vocational","2","","","","2"
"Single","2002","no migration background","in school","483","1","1","1","3"
"Single","2002","no migration background","inadequately","42","0.418793407410112","0.313910718660002","0.523676096160222","3"
"Single","2002","no migration background","general elemantary","661","0.268534952621403","0.249077246411696","0.28799265883111","3"
"Single","2002","no migration background","middle vocational","2113","0.209517556825935","0.201639844505383","0.217395269146488","3"
"Single","2002","no migration background","vocational + Abi","327","0.407480835550941","0.37519902514177","0.439762645960111","3"
"Single","2002","no migration background","higher vocational","190","0.149169085236832","0.131399164647849","0.166939005825816","3"
"Single","2002","no migration background","higher education","647","0.23552262734821","0.22253266870726","0.24851258598916","3"
"Single","2002","direct migration background","in school","52","0.990665105009762","0.964775328138002","1.01655488188152","3"
"Single","2002","direct migration background","inadequately","5","","","","3"
"Single","2002","direct migration background","general elemantary","85","0.152540126628343","0.126093484414865","0.178986768841822","3"
"Single","2002","direct migration background","middle vocational","130","0.159075255627497","0.136673709516057","0.181476801738938","3"
"Single","2002","direct migration background","vocational + Abi","21","","","","3"
"Single","2002","direct migration background","higher vocational","10","","","","3"
"Single","2002","direct migration background","higher education","45","0.113376746525744","0.0821101148945331","0.144643378156956","3"
"Single","2002","indirect migration background","in school","79","0.973719851776726","0.938666139722858","1.00877356383059","3"
"Single","2002","indirect migration background","inadequately","8","","","","3"
"Single","2002","indirect migration background","general elemantary","135","0.659966142891524","0.594638902110806","0.725293383672243","3"
"Single","2002","indirect migration background","middle vocational","183","0.559901083526008","0.505932972889054","0.613869194162961","3"
"Single","2002","indirect migration background","vocational + Abi","25","","","","3"
"Single","2002","indirect migration background","higher vocational","15","","","","3"
"Single","2002","indirect migration background","higher education","29","","","","3"
"Widowed","2002","no migration background","in school","","","","","5"
"Widowed","2002","no migration background","inadequately","6","","","","5"
"Widowed","2002","no migration background","general elemantary","356","0.234922443626274","0.216309741478868","0.25353514577368","5"
"Widowed","2002","no migration background","higher education","107","0.0378072748588861","0.0319684176620054","0.0436461320557669","5"
"Widowed","2002","direct migration background","in school","","","","","5"
"Widowed","2002","direct migration background","inadequately","14","","","","5"
"Widowed","2002","direct migration background","general elemantary","57","0.108619882226358","0.0857320294157506","0.131507735036965","5"
"Widowed","2002","direct migration background","middle vocational","39","0.0422393817875766","0.0299201003454709","0.0545586632296822","5"
"Widowed","2002","direct migration background","vocational + Abi","9","","","","5"
"Widowed","2002","direct migration background","higher vocational","6","","","","5"
"Widowed","2002","direct migration background","higher education","11","","","","5"
"Widowed","2002","indirect migration background","in school","","","","","5"
"Widowed","2002","indirect migration background","inadequately","1","","","","5"
"Widowed","2002","indirect migration background","general elemantary","","","","","5"
"Widowed","2002","indirect migration background","middle vocational","4","","","","5"
"Widowed","2002","indirect migration background","vocational + Abi","1","","","","5"
"Widowed","2002","no migration background","middle vocational","696","0.0959781560159996","0.0902762578668122","0.101680054165187","5"
"Widowed","2002","no migration background","vocational + Abi","29","","","","5"
"Widowed","2002","no migration background","higher vocational","69","0.0671951393374225","0.0547072577311896","0.0796830209436554","5"
"Widowed","2002","indirect migration background","higher vocational","","","","","5"
"Widowed","2002","indirect migration background","higher education","","","","","5"
"Divorced","2003","direct migration background","general elemantary","27","","","","4"
"Divorced","2003","direct migration background","middle vocational","53","0.0677424863871841","0.051944073090384","0.0835408996839842","4"
"Divorced","2003","indirect migration background","general elemantary","6","","","","4"
"Divorced","2003","indirect migration background","middle vocational","13","","","","4"
"Divorced","2003","direct migration background","inadequately","8","","","","4"
"Divorced","2003","direct migration background","vocational + Abi","12","","","","4"
"Divorced","2003","direct migration background","higher vocational","12","","","","4"
"Divorced","2003","direct migration background","higher education","25","","","","4"
"Divorced","2003","indirect migration background","in school","","","","","4"
"Divorced","2003","indirect migration background","inadequately","1","","","","4"
"Divorced","2003","indirect migration background","vocational + Abi","","","","","4"
"Divorced","2003","indirect migration background","higher vocational","5","","","","4"
"Divorced","2003","indirect migration background","higher education","1","","","","4"
"Divorced","2003","no migration background","in school","2","","","","4"
"Divorced","2003","no migration background","vocational + Abi","43","0.0647878062329835","0.0485796748743901","0.0809959375915768","4"
"Divorced","2003","no migration background","higher vocational","115","0.096804880766116","0.0818560226830246","0.111753738849207","4"
"Divorced","2003","no migration background","higher education","257","0.0903737623522442","0.0813971363755883","0.0993503883289002","4"
"Divorced","2003","direct migration background","in school","","","","","4"
"Divorced","2003","no migration background","inadequately","9","","","","4"
"Divorced","2003","no migration background","general elemantary","117","0.0740162324239807","0.0622415071540903","0.085790957693871","4"
"Divorced","2003","no migration background","middle vocational","724","0.0858751256202207","0.0803310657799659","0.0914191854604755","4"
"Married","2003","no migration background","in school","1","","","","1"
"Married","2003","indirect migration background","inadequately","2","","","","1"
"Married","2003","no migration background","higher vocational","1084","0.651127369954518","0.627031920816123","0.675222819092914","1"
"Married","2003","no migration background","higher education","2842","0.598220185077783","0.582871009714787","0.613569360440779","1"
"Married","2003","direct migration background","in school","","","","","1"
"Married","2003","direct migration background","middle vocational","725","0.705475817486569","0.676819755766108","0.734131879207029","1"
"Married","2003","direct migration background","vocational + Abi","182","0.695078045660701","0.635709934183947","0.754446157137454","1"
"Married","2003","direct migration background","higher vocational","114","0.730922790991117","0.658236203260432","0.803609378721802","1"
"Married","2003","direct migration background","higher education","285","0.727899216765165","0.682735029745894","0.773063403784435","1"
"Married","2003","indirect migration background","in school","","","","","1"
"Married","2003","indirect migration background","middle vocational","125","0.374023547876437","0.321817647296432","0.426229448456442","1"
"Married","2003","no migration background","inadequately","28","","","","1"
"Married","2003","no migration background","general elemantary","765","0.397946373135811","0.375931536218997","0.419961210052625","1"
"Married","2003","no migration background","middle vocational","6115","0.583656921778767","0.573902625388853","0.593411218168681","1"
"Married","2003","no migration background","vocational + Abi","480","0.477751071569007","0.444860543691107","0.510641599446906","1"
"Married","2003","indirect migration background","general elemantary","55","0.270662103888856","0.207319588507962","0.334004619269749","1"
"Married","2003","indirect migration background","vocational + Abi","15","","","","1"
"Married","2003","indirect migration background","higher vocational","18","","","","1"
"Married","2003","direct migration background","inadequately","138","0.797486687939519","0.736897762794221","0.858075613084816","1"
"Married","2003","direct migration background","general elemantary","489","0.649919086883783","0.613583434789582","0.686254738977983","1"
"Married","2003","indirect migration background","higher education","31","0.563368669706622","0.441858704318186","0.684878635095058","1"
"Married, but separated","2003","no migration background","in school","","","","","2"
"Married, but separated","2003","no migration background","inadequately","2","","","","2"
"Married, but separated","2003","no migration background","general elemantary","26","","","","2"
"Married, but separated","2003","no migration background","higher vocational","37","0.0266746964919169","0.0185286412482548","0.0348207517355789","2"
"Married, but separated","2003","no migration background","higher education","79","0.0239235806549654","0.019139313085894","0.0287078482240369","2"
"Married, but separated","2003","direct migration background","in school","","","","","2"
"Married, but separated","2003","direct migration background","inadequately","3","","","","2"
"Married, but separated","2003","direct migration background","vocational + Abi","8","","","","2"
"Married, but separated","2003","no migration background","middle vocational","225","0.0234484065691731","0.0204541037617539","0.0264427093765923","2"
"Married, but separated","2003","no migration background","vocational + Abi","10","","","","2"
"Married, but separated","2003","direct migration background","general elemantary","23","","","","2"
"Married, but separated","2003","direct migration background","middle vocational","34","0.0343484032052069","0.0228991155671372","0.0457976908432767","2"
"Married, but separated","2003","direct migration background","higher vocational","2","","","","2"
"Married, but separated","2003","direct migration background","higher education","15","","","","2"
"Married, but separated","2003","indirect migration background","in school","","","","","2"
"Married, but separated","2003","indirect migration background","inadequately","","","","","2"
"Married, but separated","2003","indirect migration background","general elemantary","4","","","","2"
"Married, but separated","2003","indirect migration background","middle vocational","6","","","","2"
"Married, but separated","2003","indirect migration background","vocational + Abi","1","","","","2"
"Married, but separated","2003","indirect migration background","higher vocational","2","","","","2"
"Married, but separated","2003","indirect migration background","higher education","2","","","","2"
"Single","2003","no migration background","in school","492","0.986561809159495","0.976418537816536","0.996705080502454","3"
"Single","2003","no migration background","inadequately","45","0.433261894911994","0.330887042048853","0.535636747775135","3"
"Single","2003","no migration background","general elemantary","649","0.284896141105787","0.264595327071748","0.305196955139825","3"
"Single","2003","no migration background","middle vocational","2055","0.20897759136874","0.200932412464562","0.217022770272918","3"
"Single","2003","no migration background","vocational + Abi","326","0.381205579813678","0.349225168213449","0.413185991413907","3"
"Single","2003","no migration background","higher vocational","195","0.151829395759228","0.133687271345414","0.169971520173042","3"
"Single","2003","no migration background","higher education","628","0.247604610828651","0.234091265166172","0.26111795649113","3"
"Single","2003","direct migration background","in school","51","1","1","1","3"
"Single","2003","direct migration background","inadequately","5","","","","3"
"Single","2003","direct migration background","general elemantary","71","0.137093751587795","0.110893242270293","0.163294260905298","3"
"Single","2003","direct migration background","middle vocational","122","0.15212932972797","0.129551289598057","0.174707369857884","3"
"Single","2003","direct migration background","vocational + Abi","21","","","","3"
"Single","2003","direct migration background","higher vocational","9","","","","3"
"Single","2003","direct migration background","higher education","38","0.133985852000545","0.0994169456731419","0.168554758327949","3"
"Single","2003","indirect migration background","in school","71","1","1","1","3"
"Single","2003","indirect migration background","inadequately","9","","","","3"
"Single","2003","indirect migration background","general elemantary","124","0.68601970256517","0.619853428170704","0.752185976959636","3"
"Single","2003","indirect migration background","middle vocational","182","0.540239513420064","0.486468265492596","0.594010761347532","3"
"Single","2003","indirect migration background","vocational + Abi","27","","","","3"
"Single","2003","indirect migration background","higher vocational","16","","","","3"
"Single","2003","indirect migration background","higher education","30","0.414233418188734","0.293551288385156","0.534915547992311","3"
"Widowed","2003","no migration background","vocational + Abi","27","","","","5"
"Widowed","2003","no migration background","higher vocational","72","0.0735636570282207","0.0603656593393351","0.0867616547171062","5"
"Widowed","2003","no migration background","higher education","113","0.0398778610863567","0.0337516828325574","0.046004039340156","5"
"Widowed","2003","direct migration background","in school","","","","","5"
"Widowed","2003","direct migration background","inadequately","15","","","","5"
"Widowed","2003","direct migration background","general elemantary","52","0.110150587578487","0.0863015551350114","0.133999620021963","5"
"Widowed","2003","direct migration background","middle vocational","38","0.0403039631930697","0.0279400574369712","0.0526678689491682","5"
"Widowed","2003","no migration background","in school","","","","","5"
"Widowed","2003","no migration background","inadequately","6","","","","5"
"Widowed","2003","no migration background","general elemantary","342","0.232168151211681","0.213178368680679","0.251157933742683","5"
"Widowed","2003","no migration background","middle vocational","692","0.0980419546630993","0.0921577116254854","0.103926197700713","5"
"Widowed","2003","direct migration background","vocational + Abi","8","","","","5"
"Widowed","2003","direct migration background","higher vocational","6","","","","5"
"Widowed","2003","direct migration background","higher education","10","","","","5"
"Widowed","2003","indirect migration background","in school","","","","","5"
"Widowed","2003","indirect migration background","inadequately","","","","","5"
"Widowed","2003","indirect migration background","general elemantary","","","","","5"
"Widowed","2003","indirect migration background","middle vocational","4","","","","5"
"Widowed","2003","indirect migration background","vocational + Abi","2","","","","5"
"Widowed","2003","indirect migration background","higher vocational","","","","","5"
"Widowed","2003","indirect migration background","higher education","","","","","5"
"Divorced","2004","direct migration background","general elemantary","30","0.0815504836432897","0.0599382999419058","0.103162667344674","4"
"Divorced","2004","direct migration background","middle vocational","47","0.0627337189277368","0.0473142895619184","0.0781531482935552","4"
"Divorced","2004","indirect migration background","general elemantary","7","","","","4"
"Divorced","2004","indirect migration background","middle vocational","10","","","","4"
"Divorced","2004","no migration background","in school","1","","","","4"
"Divorced","2004","no migration background","general elemantary","119","0.0749715744192766","0.0627342641379203","0.0872088847006328","4"
"Divorced","2004","no migration background","middle vocational","737","0.0893057190966702","0.0835758221012832","0.0950356160920571","4"
"Divorced","2004","direct migration background","inadequately","7","","","","4"
"Divorced","2004","direct migration background","vocational + Abi","13","","","","4"
"Divorced","2004","direct migration background","higher vocational","10","","","","4"
"Divorced","2004","direct migration background","higher education","25","","","","4"
"Divorced","2004","indirect migration background","in school","","","","","4"
"Divorced","2004","indirect migration background","inadequately","","","","","4"
"Divorced","2004","indirect migration background","vocational + Abi","","","","","4"
"Divorced","2004","indirect migration background","higher vocational","8","","","","4"
"Divorced","2004","indirect migration background","higher education","","","","","4"
"Divorced","2004","no migration background","higher vocational","109","0.09651208440184","0.0813599970004703","0.11166417180321","4"
"Divorced","2004","no migration background","higher education","260","0.0956936486146878","0.0864326982991505","0.104954598930225","4"
"Divorced","2004","no migration background","vocational + Abi","49","0.0778561570559569","0.0602625431901832","0.0954497709217305","4"
"Divorced","2004","direct migration background","in school","","","","","4"
"Divorced","2004","no migration background","inadequately","9","","","","4"
"Married","2004","indirect migration background","in school","","","","","1"
"Married","2004","indirect migration background","inadequately","2","","","","1"
"Married","2004","no migration background","in school","","","","","1"
"Married","2004","no migration background","middle vocational","5878","0.577595056908825","0.567670820432608","0.587519293385041","1"
"Married","2004","no migration background","vocational + Abi","470","0.456937962198713","0.424229315053459","0.489646609343967","1"
"Married","2004","no migration background","higher vocational","1061","0.659617064057015","0.635303407592383","0.683930720521648","1"
"Married","2004","no migration background","higher education","2770","0.582922236910386","0.567399437836456","0.598445035984317","1"
"Married","2004","direct migration background","in school","","","","","1"
"Married","2004","direct migration background","general elemantary","460","0.651314966453505","0.613681873147497","0.688948059759513","1"
"Married","2004","direct migration background","middle vocational","696","0.681596487460611","0.651972815815012","0.711220159106211","1"
"Married","2004","direct migration background","vocational + Abi","179","0.719302556060722","0.660719921034523","0.777885191086921","1"
"Married","2004","direct migration background","higher vocational","112","0.743642335687878","0.671317196295319","0.815967475080437","1"
"Married","2004","direct migration background","higher education","276","0.737403627469331","0.691947353205947","0.782859901732715","1"
"Married","2004","indirect migration background","general elemantary","57","0.25533502935146","0.193495372689373","0.317174686013547","1"
"Married","2004","indirect migration background","higher education","31","0.575618697153976","0.450558809906312","0.70067858440164","1"
"Married","2004","indirect migration background","vocational + Abi","16","","","","1"
"Married","2004","indirect migration background","higher vocational","17","","","","1"
"Married","2004","indirect migration background","middle vocational","126","0.359962161986682","0.307858224806914","0.412066099166451","1"
"Married","2004","no migration background","general elemantary","702","0.377948775127405","0.35541729807445","0.40048025218036","1"
"Married","2004","no migration background","inadequately","25","","","","1"
"Married","2004","direct migration background","inadequately","129","0.808692078853723","0.747166411136567","0.87021774657088","1"
"Married, but separated","2004","no migration background","in school","","","","","2"
"Married, but separated","2004","no migration background","inadequately","2","","","","2"
"Married, but separated","2004","no migration background","general elemantary","28","","","","2"
"Married, but separated","2004","no migration background","higher vocational","35","0.0255477923560618","0.0174516636087045","0.033643921103419","2"
"Married, but separated","2004","no migration background","higher education","87","0.0292583749963803","0.0239527917402563","0.0345639582525043","2"
"Married, but separated","2004","direct migration background","in school","","","","","2"
"Married, but separated","2004","direct migration background","inadequately","4","","","","2"
"Married, but separated","2004","direct migration background","vocational + Abi","5","","","","2"
"Married, but separated","2004","direct migration background","higher vocational","3","","","","2"
"Married, but separated","2004","direct migration background","higher education","14","","","","2"
"Married, but separated","2004","indirect migration background","in school","","","","","2"
"Married, but separated","2004","indirect migration background","inadequately","","","","","2"
"Married, but separated","2004","indirect migration background","general elemantary","3","","","","2"
"Married, but separated","2004","indirect migration background","middle vocational","5","","","","2"
"Married, but separated","2004","indirect migration background","vocational + Abi","1","","","","2"
