"erwst","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Non-working","2003","16-34 y.","Part Time","561","0.308840019944488","0.287037353082971","0.330642686806004","5"
"Non-working","2003","16-34 y.","Not Working","1542","0.92590516694781","0.913278495502351","0.938531838393269","5"
"Non-working","2003","35-65 y.","Part Time","660","0.221241002021546","0.206987981900406","0.235494022142687","5"
"Non-working","2003","35-65 y.","Not Working","3001","0.977108124883576","0.97181855719404","0.982397692573112","5"
"Non-working","2003","66 and older","Full Time","5","","","","5"
"Non-working","2003","66 and older","Part Time","78","0.496104844732362","0.419112524221485","0.57309716524324","5"
"Non-working","2003","66 and older","Not Working","3491","0.998799757907844","0.997651873539402","0.999947642276287","5"
"Other","2003","35-65 y.","Full Time","45","0.00919777877948101","0.00685494865674746","0.0115406089022146","6"
"Other","2003","16-34 y.","Full Time","405","0.145461492586597","0.131663237684798","0.159259747488395","6"
"Other","2003","35-65 y.","Part Time","431","0.141208530262223","0.129250851601408","0.153166208923038","6"
"Other","2003","16-34 y.","Not Working","72","0.0456551484898326","0.0355925716091999","0.0557177253704653","6"
"Other","2003","16-34 y.","Part Time","465","0.257718761757322","0.237078709091446","0.278358814423197","6"
"Other","2003","35-65 y.","Not Working","36","0.0135340614952228","0.00944745046740128","0.0176206725230443","6"
"Other","2003","66 and older","Full Time","5","","","","6"
"Other","2003","66 and older","Part Time","47","0.318946645818727","0.247177104364155","0.390716187273299","6"
"Other","2003","66 and older","Not Working","2","","","","6"
"Part-time","2003","16-34 y.","Not Working","20","","","","2"
"Part-time","2003","35-65 y.","Full Time","241","0.0363705789469029","0.0317761031689859","0.0409650547248199","2"
"Part-time","2003","16-34 y.","Full Time","63","0.0315817542927785","0.0247373771578849","0.0384261314276721","2"
"Part-time","2003","16-34 y.","Part Time","353","0.205950891215937","0.186867345902973","0.225034436528901","2"
"Part-time","2003","35-65 y.","Part Time","1555","0.445789774924151","0.428722080075909","0.462857469772393","2"
"Part-time","2003","35-65 y.","Not Working","14","","","","2"
"Part-time","2003","66 and older","Full Time","4","","","","2"
"Part-time","2003","66 and older","Part Time","31","0.159822143742171","0.103394141473165","0.216250146011177","2"
"Part-time","2003","66 and older","Not Working","1","","","","2"
"Full-time","2004","35-65 y.","Full Time","5688","0.925182103578335","0.918591612343567","0.931772594813103","1"
"Full-time","2004","16-34 y.","Full Time","1779","0.776183477463475","0.759193905205318","0.793173049721633","1"
"Full-time","2004","16-34 y.","Part Time","341","0.219409985414908","0.199380681471608","0.239439289358209","1"
"Full-time","2004","16-34 y.","Not Working","28","","","","1"
"Full-time","2004","35-65 y.","Part Time","638","0.202056481994602","0.188165976711136","0.215946987278069","1"
"Full-time","2004","35-65 y.","Not Working","18","","","","1"
"Full-time","2004","66 and older","Full Time","32","0.704333894332569","0.571002660268878","0.837665128396261","1"
"Full-time","2004","66 and older","Part Time","11","","","","1"
"Full-time","2004","66 and older","Not Working","","","","","1"
"Non-working","2004","35-65 y.","Full Time","153","0.0275973172082447","0.0234937841610408","0.0317008502554486","5"
"Non-working","2004","16-34 y.","Full Time","109","0.0457944886127211","0.0372736617018863","0.054315315523556","5"
"Non-working","2004","16-34 y.","Part Time","503","0.298069881177349","0.275932198747156","0.320207563607542","5"
"Non-working","2004","16-34 y.","Not Working","1582","0.929600948956229","0.917418823443597","0.941783074468861","5"
"Non-working","2004","35-65 y.","Part Time","583","0.212879943125462","0.19871928502885","0.227040601222074","5"
"Non-working","2004","35-65 y.","Not Working","2871","0.976670952855498","0.971212810839233","0.982129094871762","5"
"Non-working","2004","66 and older","Full Time","5","","","","5"
"Non-working","2004","66 and older","Part Time","72","0.43899862304717","0.366900171143589","0.511097074950751","5"
"Non-working","2004","66 and older","Not Working","3588","0.999028521958209","0.998009446589333","1.00004759732709","5"
"Other","2004","16-34 y.","Full Time","376","0.15350739216658","0.13881371790173","0.168201066431429","6"
"Other","2004","35-65 y.","Full Time","31","0.00676140769951042","0.00470860701822029","0.00881420838080056","6"
"Other","2004","16-34 y.","Not Working","66","0.0415902444724719","0.0320828232085064","0.0510976657364375","6"
"Other","2004","35-65 y.","Part Time","490","0.156967550624614","0.144383436121621","0.169551665127607","6"
"Other","2004","16-34 y.","Part Time","475","0.286568462914217","0.264684976396561","0.308451949431873","6"
"Other","2004","35-65 y.","Not Working","34","0.0117004637307981","0.00781208974934656","0.0155888377122496","6"
"Other","2004","66 and older","Full Time","","","","","6"
"Other","2004","66 and older","Part Time","67","0.3640359568724","0.294132151368249","0.43393976237655","6"
"Other","2004","66 and older","Not Working","2","","","","6"
"Part-time","2004","16-34 y.","Not Working","18","","","","2"
"Part-time","2004","35-65 y.","Full Time","250","0.0404591715139098","0.0355235522518904","0.0453947907759291","2"
"Part-time","2004","16-34 y.","Full Time","48","0.0245146417572239","0.0182112060249959","0.030818077489452","2"
"Part-time","2004","16-34 y.","Part Time","321","0.195951670493525","0.176741035115075","0.215162305871975","2"
"Part-time","2004","35-65 y.","Part Time","1499","0.428096024255321","0.4109790211315","0.445213027379143","2"
"Part-time","2004","35-65 y.","Not Working","15","","","","2"
"Part-time","2004","66 and older","Full Time","8","","","","2"
"Part-time","2004","66 and older","Part Time","32","0.158876341565629","0.105766875320943","0.211985807810314","2"
"Part-time","2004","66 and older","Not Working","","","","","2"
"Full-time","2005","16-34 y.","Full Time","1616","0.766994122986836","0.748943371840348","0.785044874133324","1"
"Full-time","2005","16-34 y.","Part Time","333","0.219295711832266","0.199096988321095","0.239494435343437","1"
"Full-time","2005","16-34 y.","Not Working","30","0.0143417914980746","0.00856101362237714","0.0201225693737722","1"
"Full-time","2005","35-65 y.","Full Time","5448","0.912837633884648","0.905644980674111","0.920030287095186","1"
"Full-time","2005","35-65 y.","Part Time","522","0.175931935026654","0.162372164618007","0.1894917054353","1"
"Full-time","2005","35-65 y.","Not Working","20","","","","1"
"Full-time","2005","66 and older","Full Time","27","","","","1"
"Full-time","2005","66 and older","Part Time","5","","","","1"
"Full-time","2005","66 and older","Not Working","","","","","1"
"Non-working","2005","35-65 y.","Full Time","164","0.0287696010984809","0.0245071844311364","0.0330320177658255","5"
"Non-working","2005","66 and older","Part Time","87","0.45518016770714","0.384183934258318","0.526176401155963","5"
"Non-working","2005","16-34 y.","Full Time","108","0.0571468165537656","0.0472354421886865","0.0670581909188446","5"
"Non-working","2005","16-34 y.","Part Time","516","0.3224364581366","0.299619241908473","0.345253674364726","5"
"Non-working","2005","16-34 y.","Not Working","1521","0.937239812342735","0.925447773819494","0.949031850865976","5"
"Non-working","2005","35-65 y.","Part Time","572","0.213515640168632","0.198922177681105","0.228109102656159","5"
"Non-working","2005","35-65 y.","Not Working","2645","0.973343350796627","0.967281027961197","0.979405673632057","5"
"Non-working","2005","66 and older","Full Time","5","","","","5"
"Non-working","2005","66 and older","Not Working","3589","0.999326223952365","0.998477646763401","1.00017480114133","5"
"Other","2005","16-34 y.","Full Time","331","0.147979845990286","0.132818350445544","0.163141341535028","6"
"Other","2005","16-34 y.","Part Time","478","0.28050284077137","0.258572330034886","0.302433351507854","6"
"Other","2005","16-34 y.","Not Working","59","0.0389590501635444","0.029551066923657","0.0483670334034317","6"
"Other","2005","35-65 y.","Full Time","47","0.0110462900276049","0.0083811253389508","0.0137114547162589","6"
"Other","2005","35-65 y.","Part Time","505","0.174331852967703","0.160820787674097","0.187842918261309","6"
"Other","2005","35-65 y.","Not Working","29","","","","6"
"Other","2005","66 and older","Full Time","3","","","","6"
"Other","2005","66 and older","Part Time","54","0.295880396573463","0.230807745125142","0.360953048021785","6"
"Other","2005","66 and older","Not Working","2","","","","6"
"Part-time","2005","16-34 y.","Not Working","15","","","","2"
"Part-time","2005","35-65 y.","Full Time","249","0.0473464749892657","0.0419309674790941","0.0527619824994374","2"
"Part-time","2005","16-34 y.","Full Time","52","0.0278792144691124","0.0208498476960068","0.0349085812422181","2"
"Part-time","2005","16-34 y.","Part Time","285","0.177764989259764","0.159101765186356","0.196428213333172","2"
"Part-time","2005","35-65 y.","Part Time","1430","0.436220571837012","0.418559944025036","0.453881199648987","2"
"Part-time","2005","35-65 y.","Not Working","18","","","","2"
"Part-time","2005","66 and older","Full Time","3","","","","2"
"Part-time","2005","66 and older","Part Time","43","0.212771940707846","0.15442411875951","0.271119762656182","2"
"Part-time","2005","66 and older","Not Working","1","","","","2"
"Full-time","2006","16-34 y.","Full Time","1621","0.760186835022664","0.742084170114206","0.778289499931121","1"
"Full-time","2006","16-34 y.","Part Time","290","0.199369204255434","0.17925774082657","0.219480667684298","1"
"Full-time","2006","16-34 y.","Not Working","35","0.0234837605945159","0.0164802065876666","0.0304873146013652","1"
"Full-time","2006","35-65 y.","Full Time","5759","0.917595196057885","0.910779025686309","0.92441136642946","1"
"Full-time","2006","35-65 y.","Part Time","544","0.182156378776296","0.168959487496424","0.195353270056169","1"
"Full-time","2006","35-65 y.","Not Working","26","","","","1"
"Full-time","2006","66 and older","Full Time","44","0.857108930972961","0.768558022987253","0.945659838958668","1"
"Full-time","2006","66 and older","Part Time","10","","","","1"
"Full-time","2006","66 and older","Not Working","1","","","","1"
"Non-working","2006","16-34 y.","Not Working","1577","0.871787314432399","0.85632531346844","0.887249315396358","5"
"Non-working","2006","16-34 y.","Full Time","102","0.0457145477616304","0.0368590659489839","0.054570029574277","5"
"Non-working","2006","16-34 y.","Part Time","487","0.339959389308977","0.316114388620809","0.363804389997145","5"
"Non-working","2006","35-65 y.","Full Time","167","0.0302196026550536","0.0259761468657149","0.0344630584443922","5"
"Non-working","2006","35-65 y.","Part Time","588","0.193975128200461","0.180455599351504","0.207494657049418","5"
"Non-working","2006","35-65 y.","Not Working","2812","0.968021405294542","0.961618952362878","0.974423858226207","5"
"Non-working","2006","66 and older","Full Time","7","","","","5"
"Non-working","2006","66 and older","Part Time","100","0.388164101427184","0.325319603261256","0.451008599593112","5"
"Non-working","2006","66 and older","Not Working","4197","0.999504401068156","0.998831379028433","1.00017742310788","5"
"Other","2006","35-65 y.","Full Time","47","0.0105381825539575","0.0080070144740092","0.0130693506339058","6"
"Other","2006","16-34 y.","Not Working","165","0.0908536012948651","0.077561828481198","0.104145374108532","6"
"Other","2006","16-34 y.","Full Time","346","0.161519787157405","0.145916895033038","0.177122679281772","6"
"Other","2006","16-34 y.","Part Time","460","0.277804797131973","0.255257439132761","0.300352155131186","6"
"Other","2006","35-65 y.","Part Time","570","0.188736344902104","0.175357362222768","0.202115327581441","6"
"Other","2006","35-65 y.","Not Working","32","0.0117469501591979","0.00782618462957574","0.0156677156888201","6"
"Other","2006","66 and older","Full Time","6","","","","6"
"Other","2006","66 and older","Part Time","73","0.309775010391079","0.250145584140101","0.369404436642058","6"
"Other","2006","66 and older","Not Working","2","","","","6"
"Part-time","2006","16-34 y.","Not Working","19","","","","2"
"Part-time","2006","35-65 y.","Full Time","279","0.0416470187331044","0.0366948741649544","0.0465991633012545","2"
"Part-time","2006","16-34 y.","Full Time","68","0.0325788300583008","0.025051839600806","0.0401058205157956","2"
"Part-time","2006","16-34 y.","Part Time","279","0.182866609303616","0.163407983106342","0.202325235500889","2"
"Part-time","2006","35-65 y.","Part Time","1584","0.435132148121138","0.418181030939688","0.452083265302588","2"
"Part-time","2006","35-65 y.","Not Working","31","0.00986019165133147","0.0062646430329607","0.0134557402697022","2"
"Part-time","2006","66 and older","Full Time","3","","","","2"
"Part-time","2006","66 and older","Part Time","48","0.271450295227357","0.214102483140198","0.328798107314516","2"
"Part-time","2006","66 and older","Not Working","1","","","","2"
"Full-time","2007","16-34 y.","Full Time","1538","0.798438251177587","0.780709806465033","0.816166695890142","1"
"Full-time","2007","16-34 y.","Part Time","277","0.185772255200442","0.165600329382229","0.205944181018656","1"
"Full-time","2007","16-34 y.","Not Working","33","0.0239982774337315","0.016669086895413","0.0313274679720501","1"
"Full-time","2007","35-65 y.","Full Time","5453","0.92586452108285","0.919157773616413","0.932571268549287","1"
"Full-time","2007","35-65 y.","Part Time","507","0.17941134173673","0.165865079586168","0.192957603887292","1"
"Full-time","2007","35-65 y.","Not Working","26","","","","1"
"Full-time","2007","66 and older","Full Time","41","0.790139068859443","0.681529328126972","0.898748809591915","1"
"Full-time","2007","66 and older","Part Time","8","","","","1"
"Full-time","2007","66 and older","Not Working","3","","","","1"
"Non-working","2007","16-34 y.","Not Working","1457","0.847415358403267","0.830194917698766","0.864635799107769","5"
"Non-working","2007","16-34 y.","Full Time","75","0.0381730275508609","0.0297051866458362","0.0466408684558857","5"
"Non-working","2007","16-34 y.","Part Time","409","0.306254816161512","0.282347796349658","0.330161835973366","5"
"Non-working","2007","35-65 y.","Full Time","115","0.0186959045708986","0.015228534222389","0.0221632749194081","5"
"Non-working","2007","35-65 y.","Part Time","492","0.171525791750912","0.158217080993404","0.184834502508419","5"
"Non-working","2007","35-65 y.","Not Working","2452","0.966779478532741","0.959816883563367","0.973742073502115","5"
"Non-working","2007","66 and older","Full Time","3","","","","5"
"Non-working","2007","66 and older","Part Time","96","0.418436446102673","0.3531024267335","0.483770465471846","5"
"Non-working","2007","66 and older","Not Working","4124","0.997502900646617","0.995981151982","0.999024649311234","5"
"Other","2007","35-65 y.","Full Time","48","0.0122260595604231","0.00941288151305527","0.015039237607791","6"
"Other","2007","16-34 y.","Full Time","284","0.131709440881159","0.116764751129279","0.146654130633039","6"
"Other","2007","16-34 y.","Not Working","161","0.105060524942593","0.0903760879210516","0.119744961964135","6"
"Other","2007","16-34 y.","Part Time","441","0.304360845291617","0.280495353542812","0.328226337040421","6"
"Other","2007","35-65 y.","Part Time","511","0.177103525956511","0.163625757893647","0.190581294019374","6"
"Other","2007","35-65 y.","Not Working","37","0.0119501515270956","0.00772851992986655","0.0161717831243246","6"
"Other","2007","66 and older","Full Time","2","","","","6"
"Other","2007","66 and older","Part Time","73","0.342614710726221","0.279759826994258","0.405469594458185","6"
"Other","2007","66 and older","Not Working","4","","","","6"
"Part-time","2007","16-34 y.","Not Working","24","","","","2"
"Part-time","2007","35-65 y.","Full Time","246","0.0432135147858281","0.038008253964618","0.0484187756070382","2"
"Part-time","2007","16-34 y.","Full Time","70","0.0316792803903926","0.023939240884804","0.0394193198959813","2"
"Part-time","2007","16-34 y.","Part Time","301","0.203612083346429","0.182726428718076","0.224497737974782","2"
"Part-time","2007","35-65 y.","Part Time","1572","0.471959340555847","0.454334802248568","0.489583878863127","2"
"Part-time","2007","35-65 y.","Not Working","30","0.0140420518954892","0.00947065761367371","0.0186134461773047","2"
"Part-time","2007","66 and older","Full Time","8","","","","2"
"Part-time","2007","66 and older","Part Time","42","0.222065070905825","0.167017546101319","0.27711259571033","2"
"Part-time","2007","66 and older","Not Working","1","","","","2"
"Full-time","2008","16-34 y.","Full Time","1443","0.784335256122783","0.765649298912954","0.803021213332612","1"
"Full-time","2008","16-34 y.","Part Time","301","0.233029060100245","0.21017940174771","0.25587871845278","1"
"Full-time","2008","16-34 y.","Not Working","32","0.0290989673461751","0.0204653325575272","0.0377326021348229","1"
"Full-time","2008","35-65 y.","Full Time","5214","0.93324316124664","0.926697073964441","0.939789248528838","1"
"Full-time","2008","35-65 y.","Part Time","456","0.158708504751034","0.145363301381746","0.172053708120321","1"
"Full-time","2008","35-65 y.","Not Working","30","0.0198920864060933","0.0140955285736784","0.0256886442385081","1"
"Full-time","2008","66 and older","Full Time","41","0.758548763387626","0.648409906781452","0.8686876199938","1"
"Full-time","2008","66 and older","Part Time","11","","","","1"
"Full-time","2008","66 and older","Not Working","","","","","1"
"Non-working","2008","16-34 y.","Not Working","1255","0.854493890669265","0.836382053766456","0.872605727572075","5"
"Non-working","2008","16-34 y.","Full Time","67","0.035401500219557","0.0270057592917654","0.0437972411473487","5"
"Non-working","2008","16-34 y.","Part Time","350","0.261000238557666","0.237263130006438","0.284737347108893","5"
"Non-working","2008","35-65 y.","Full Time","100","0.01744082175214","0.0140076199447662","0.0208740235595138","5"
"Non-working","2008","35-65 y.","Part Time","432","0.16102279038393","0.147599140909557","0.174446439858303","5"
"Non-working","2008","35-65 y.","Not Working","2139","0.953707992720813","0.944985235714389","0.962430749727238","5"
"Non-working","2008","66 and older","Full Time","7","","","","5"
"Non-working","2008","66 and older","Part Time","88","0.384902560007214","0.3220198090682","0.447785310946229","5"
"Non-working","2008","66 and older","Not Working","4066","0.99881382778045","0.997756619992504","0.999871035568396","5"
"Other","2008","16-34 y.","Full Time","287","0.149069006257527","0.132887618919953","0.165250393595101","6"
"Other","2008","16-34 y.","Part Time","406","0.303416473090913","0.278568475719107","0.328264470462719","6"
"Other","2008","16-34 y.","Not Working","155","0.108351849312444","0.0923863566629604","0.124317341961927","6"
"Other","2008","35-65 y.","Full Time","45","0.0100918271494612","0.00747051428459515","0.0127131400143273","6"
"Other","2008","35-65 y.","Part Time","497","0.196948949572403","0.18242448074516","0.211473418399647","6"
"Other","2008","35-65 y.","Not Working","38","0.0157109584368694","0.0105485100627867","0.0208734068109522","6"
"Other","2008","66 and older","Full Time","4","","","","6"
"Other","2008","66 and older","Part Time","87","0.409731367097055","0.346175063338615","0.473287670855494","6"
"Other","2008","66 and older","Not Working","4","","","","6"
"Part-time","2008","16-34 y.","Not Working","14","","","","2"
"Part-time","2008","16-34 y.","Full Time","64","0.0311942374001329","0.0232959951933739","0.0390924796068919","2"
"Part-time","2008","16-34 y.","Part Time","258","0.202554228251176","0.180831896049535","0.224276560452818","2"
"Part-time","2008","35-65 y.","Full Time","226","0.0392241898517592","0.0341329386746321","0.0443154410288864","2"
"Part-time","2008","35-65 y.","Part Time","1495","0.483319755292633","0.465069033332777","0.501570477252489","2"
"Part-time","2008","35-65 y.","Not Working","22","","","","2"
"Part-time","2008","66 and older","Full Time","6","","","","2"
"Part-time","2008","66 and older","Part Time","44","0.178311997180895","0.128843589847825","0.227780404513964","2"
"Part-time","2008","66 and older","Not Working","2","","","","2"
"Full-time","2009","16-34 y.","Full Time","1325","0.793622031408334","0.774578965263588","0.812665097553079","1"
"Full-time","2009","16-34 y.","Part Time","251","0.203361021452032","0.180885624519056","0.225836418385008","1"
"Full-time","2009","16-34 y.","Not Working","21","","","","1"
"Full-time","2009","35-65 y.","Full Time","4828","0.922744618826409","0.915496766118014","0.929992471534804","1"
"Full-time","2009","35-65 y.","Part Time","485","0.190693577486493","0.176013534663743","0.205373620309243","1"
"Full-time","2009","35-65 y.","Not Working","18","","","","1"
"Full-time","2009","66 and older","Full Time","47","0.79892506566188","0.702229153510779","0.895620977812981","1"
"Full-time","2009","66 and older","Part Time","13","","","","1"
"Full-time","2009","66 and older","Not Working","","","","","1"
"Non-working","2009","16-34 y.","Not Working","1117","0.870834908100247","0.852418544934602","0.889251271265892","5"
"Non-working","2009","16-34 y.","Full Time","84","0.0390908519745473","0.029971224813492","0.0482104791356026","5"
"Non-working","2009","16-34 y.","Part Time","338","0.261158846816305","0.236630366215782","0.285687327416827","5"
"Non-working","2009","35-65 y.","Full Time","124","0.0270194287011841","0.0226179926765632","0.0314208647258049","5"
"Non-working","2009","66 and older","Full Time","9","","","","5"
"Non-working","2009","35-65 y.","Part Time","417","0.169793139722393","0.15576319292077","0.183823086524016","5"
"Non-working","2009","35-65 y.","Not Working","1878","0.970149768738064","0.962571386211071","0.977728151265058","5"
"Non-working","2009","66 and older","Part Time","81","0.340117461243237","0.281274272395397","0.398960650091077","5"
"Non-working","2009","66 and older","Not Working","3900","0.99942118034743","0.998666715351407","1.00017564534345","5"
"Other","2009","16-34 y.","Full Time","276","0.139916615517522","0.123593491658766","0.156239739376279","6"
"Other","2009","16-34 y.","Part Time","394","0.337740140996072","0.311331363746618","0.364148918245525","6"
"Other","2009","16-34 y.","Not Working","120","0.0922021440104054","0.0763156353676552","0.108088652653156","6"
"Other","2009","35-65 y.","Full Time","35","0.00965603025262203","0.00700144566745185","0.0123106148377922","6"
"Other","2009","35-65 y.","Part Time","475","0.186778906965572","0.172215230315322","0.201342583615822","6"
"Other","2009","35-65 y.","Not Working","22","","","","6"
"Other","2009","66 and older","Full Time","6","","","","6"
"Other","2009","66 and older","Part Time","100","0.416807222570265","0.355569066699831","0.4780453784407","6"
"Other","2009","66 and older","Not Working","3","","","","6"
"Part-time","2009","16-34 y.","Not Working","16","","","","2"
"Part-time","2009","16-34 y.","Full Time","50","0.0273705010995967","0.0196931138992129","0.0350478882999805","2"
"Part-time","2009","16-34 y.","Part Time","249","0.197739990735592","0.175499336215664","0.21998064525552","2"
"Part-time","2009","35-65 y.","Full Time","226","0.0405799222197846","0.0352236303387067","0.0459362141008626","2"
"Part-time","2009","35-65 y.","Part Time","1374","0.452734375825542","0.434133918759115","0.471334832891969","2"
"Part-time","2009","35-65 y.","Not Working","19","","","","2"
"Part-time","2009","66 and older","Full Time","4","","","","2"
"Part-time","2009","66 and older","Part Time","55","0.209046574781995","0.158540292575518","0.259552856988471","2"
"Part-time","2009","66 and older","Not Working","1","","","","2"
"Full-time","2010","16-34 y.","Full Time","1856","0.77358460745007","0.757189111800346","0.789980103099795","1"
"Full-time","2010","16-34 y.","Part Time","335","0.186241565691095","0.169260459024591","0.2032226723576","1"
"Full-time","2010","16-34 y.","Not Working","53","0.036345632275243","0.0289000277629925","0.0437912367874936","1"
"Full-time","2010","35-65 y.","Full Time","6055","0.91873841271709","0.912189472629212","0.925287352804968","1"
"Full-time","2010","35-65 y.","Part Time","638","0.167045707499439","0.15562367597508","0.178467739023798","1"
"Full-time","2010","35-65 y.","Not Working","29","","","","1"
"Full-time","2010","66 and older","Full Time","45","0.631576154029452","0.514308526001958","0.748843782056947","1"
"Full-time","2010","66 and older","Part Time","12","","","","1"
"Full-time","2010","66 and older","Not Working","","","","","1"
"Non-working","2010","16-34 y.","Not Working","2092","0.850707559941009","0.836529322109351","0.864885797772668","5"
"Non-working","2010","16-34 y.","Full Time","224","0.0362367263339127","0.0289156096187458","0.0435578430490797","5"
"Non-working","2010","16-34 y.","Part Time","727","0.321720035418444","0.301343822040279","0.342096248796609","5"
"Non-working","2010","35-65 y.","Full Time","224","0.0237366659522502","0.0200880699518352","0.0273852619526653","5"
"Non-working","2010","66 and older","Full Time","8","","","","5"
"Non-working","2010","35-65 y.","Not Working","2474","0.962661495913011","0.95540328074573","0.969919711080292","5"
"Non-working","2010","35-65 y.","Part Time","667","0.158467660311369","0.147285625572051","0.169649695050686","5"
"Non-working","2010","66 and older","Part Time","89","0.38051243576428","0.319342062336603","0.441682809191956","5"
"Non-working","2010","66 and older","Not Working","3768","0.999964885800473","0.999775708604705","1.00015406299624","5"
"Other","2010","16-34 y.","Full Time","333","0.158838171790614","0.144518439982801","0.173157903598428","6"
"Other","2010","16-34 y.","Part Time","534","0.312763423971087","0.292540635289642","0.332986212652532","6"
"Other","2010","16-34 y.","Not Working","226","0.0980415181592297","0.0862107896003662","0.109872246718093","6"
"Other","2010","35-65 y.","Full Time","43","0.00665922501118347","0.00470985892725244","0.00860859109511449","6"
"Other","2010","35-65 y.","Part Time","798","0.212603055246323","0.200074623181745","0.225131487310901","6"
"Other","2010","35-65 y.","Not Working","46","0.0132962860082179","0.00891125028052984","0.0176813217359059","6"
"Other","2010","66 and older","Full Time","4","","","","6"
"Other","2010","66 and older","Part Time","95","0.383800130778467","0.322529300126418","0.445070961430517","6"
"Other","2010","66 and older","Not Working","1","","","","6"
"Part-time","2010","16-34 y.","Not Working","56","0.0149052896245178","0.0100844530858816","0.019726126163154","2"
"Part-time","2010","16-34 y.","Full Time","90","0.0313404944254026","0.0245146535411514","0.0381663353096538","2"
"Part-time","2010","16-34 y.","Part Time","423","0.179274974919374","0.162543331335578","0.196006618503169","2"
"Part-time","2010","35-65 y.","Full Time","365","0.0508656963194764","0.0455993579284789","0.0561320347104739","2"
"Part-time","2010","35-65 y.","Part Time","1994","0.461883576942869","0.446617779603556","0.477149374282182","2"
"Part-time","2010","35-65 y.","Not Working","72","0.016253163208739","0.0114122733316744","0.0210940530858036","2"
"Part-time","2010","66 and older","Full Time","8","","","","2"
"Part-time","2010","66 and older","Part Time","46","0.184190375590975","0.135351204202431","0.233029546979518","2"
"Part-time","2010","66 and older","Not Working","","","","","2"
"Full-time","2011","16-34 y.","Full Time","1908","0.780671526936094","0.764464154717821","0.796878899154366","1"
"Full-time","2011","16-34 y.","Part Time","448","0.229669424627348","0.212049040601148","0.247289808653549","1"
"Full-time","2011","16-34 y.","Not Working","49","0.0308800245528217","0.0242985194417021","0.0374615296639412","1"
"Full-time","2011","35-65 y.","Full Time","7388","0.919500862228477","0.913567583724264","0.92543414073269","1"
"Full-time","2011","66 and older","Full Time","42","0.663517801515086","0.546840828847955","0.780194774182218","1"
"Full-time","2011","66 and older","Part Time","14","","","","1"
"Full-time","2011","35-65 y.","Part Time","942","0.199523415259031","0.188623422095399","0.210423408422663","1"
"Full-time","2011","35-65 y.","Not Working","37","0.0132728039258386","0.00931512816276424","0.017230479688913","1"
"Full-time","2011","66 and older","Not Working","","","","","1"
"Non-working","2011","16-34 y.","Not Working","2276","0.853129664807481","0.839662623368669","0.866596706246292","5"
"Non-working","2011","66 and older","Full Time","11","","","","5"
"Non-working","2011","16-34 y.","Full Time","118","0.0409098777256316","0.0331514319605481","0.0486683234907151","5"
"Non-working","2011","16-34 y.","Part Time","602","0.296193923672115","0.277067235008001","0.315320612336228","5"
"Non-working","2011","35-65 y.","Full Time","177","0.0224082116132009","0.019180420507119","0.0256360027192827","5"
"Non-working","2011","35-65 y.","Not Working","3005","0.955900960706636","0.948800584893339","0.963001336519933","5"
"Non-working","2011","35-65 y.","Part Time","768","0.16114232744456","0.15111456745348","0.17117008743564","5"
"Non-working","2011","66 and older","Part Time","155","0.483248217227557","0.428835337872994","0.53766109658212","5"
"Non-working","2011","66 and older","Not Working","4821","0.999338053267204","0.998612336485187","1.00006377004922","5"
"Other","2011","16-34 y.","Full Time","383","0.152137527970323","0.13807019352071","0.166204862419935","6"
"Other","2011","16-34 y.","Part Time","559","0.269523195559899","0.250935459424739","0.28811093169506","6"
"Other","2011","16-34 y.","Not Working","257","0.0938411043148194","0.0827468947356823","0.104935313893957","6"
"Other","2011","35-65 y.","Full Time","70","0.0100446540281412","0.00786995909001034","0.012219348966272","6"
"Other","2011","35-65 y.","Part Time","857","0.178555605763223","0.168110067986553","0.189001143539892","6"
"Other","2011","35-65 y.","Not Working","84","0.0188646702036637","0.0141597811302632","0.0235695592770641","6"
"Other","2011","66 and older","Full Time","4","","","","6"
"Other","2011","66 and older","Part Time","92","0.320713275419372","0.26989023786063","0.371536312978114","6"
"Other","2011","66 and older","Not Working","4","","","","6"
"Part-time","2011","16-34 y.","Not Working","72","0.0221492063248781","0.0165501735153167","0.0277482391344396","2"
"Part-time","2011","35-65 y.","Not Working","86","0.0119615651638616","0.00820196856961735","0.0157211617581059","2"
"Part-time","2011","66 and older","Full Time","6","","","","2"
"Part-time","2011","66 and older","Part Time","63","0.170430943798404","0.129488281200454","0.211373606396354","2"
"Part-time","2011","16-34 y.","Full Time","95","0.0262810673679521","0.0200153725829753","0.0325467621529289","2"
"Part-time","2011","16-34 y.","Part Time","580","0.204613456140638","0.187713661568442","0.221513250712833","2"
"Part-time","2011","35-65 y.","Full Time","442","0.0480462721301808","0.0433822476911339","0.0527102965692278","2"
"Part-time","2011","35-65 y.","Part Time","2597","0.460778651533186","0.44718348011016","0.474373822956212","2"
"Part-time","2011","66 and older","Not Working","","","","","2"
"Full-time","2012","16-34 y.","Full Time","1833","0.775072868924155","0.758488811318614","0.791656926529695","1"
"Full-time","2012","16-34 y.","Part Time","351","0.211813435299414","0.194069749344522","0.229557121254306","1"
"Full-time","2012","16-34 y.","Not Working","58","0.0363211018922776","0.0288671584977272","0.0437750452868279","1"
"Full-time","2012","35-65 y.","Full Time","7254","0.920520256714574","0.914571100186109","0.926469413243038","1"
