"transab_cat2","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2000","no degree/no degree yet","no migration background","18","","",""
"Very high transfer dependency","2000","no degree/no degree yet","direct migration background","36","0.0980879478680548","0.0680640319330024","0.128111863803107"
"Very high transfer dependency","2000","no degree/no degree yet","indirect migration background","1","","",""
"Very low transfer dependency","2001","lower secondary degree","no migration background","6925","0.918233355248237","0.912099173600937","0.924367536895537"
"Very low transfer dependency","2001","lower secondary degree","direct migration background","668","0.878690611640098","0.855689818596652","0.901691404683543"
"Very low transfer dependency","2001","lower secondary degree","indirect migration background","253","0.877205050972038","0.839560902406335","0.914849199537741"
"Very low transfer dependency","2001","secondary school degree","no migration background","5175","0.895813148054789","0.888020409773645","0.903605886335933"
"Very low transfer dependency","2001","secondary school degree","direct migration background","232","0.844961163777647","0.802792144838618","0.887130182716675"
"Very low transfer dependency","2001","secondary school degree","indirect migration background","183","0.886290546715152","0.843148299032853","0.929432794397452"
"Very low transfer dependency","2001","college entrance qualification","no migration background","3727","0.948020987354488","0.941114924441682","0.954927050267294"
"Very low transfer dependency","2001","college entrance qualification","direct migration background","266","0.879103099162586","0.842212564194136","0.915993634131035"
"Very low transfer dependency","2001","college entrance qualification","indirect migration background","142","0.929062364650895","0.889651580469907","0.968473148831882"
"Very low transfer dependency","2001","Other degree","no migration background","78","0.840522726401516","0.769471408705497","0.911574044097536"
"Very low transfer dependency","2001","Other degree","direct migration background","975","0.7628600533078","0.739167461913411","0.78655264470219"
"Very low transfer dependency","2001","Other degree","indirect migration background","18","","",""
"Very low transfer dependency","2001","no degree/no degree yet","no migration background","450","0.879322973516617","0.85118900567734","0.907456941355894"
"Very low transfer dependency","2001","no degree/no degree yet","direct migration background","192","0.692067319606993","0.637506133093402","0.746628506120584"
"Very low transfer dependency","2001","no degree/no degree yet","indirect migration background","64","0.8865521149948","0.814294675457051","0.958809554532548"
"Low transfer dependency","2001","lower secondary degree","no migration background","393","0.0411446084421914","0.0366980394458038","0.0455911774385789"
"Low transfer dependency","2001","lower secondary degree","direct migration background","66","0.0629144513561566","0.0458086888625081","0.080020213849805"
"Low transfer dependency","2001","lower secondary degree","indirect migration background","21","","",""
"Low transfer dependency","2001","secondary school degree","no migration background","482","0.0650182615501863","0.0587290796267009","0.0713074434736716"
"Low transfer dependency","2001","secondary school degree","direct migration background","38","0.0901981774825061","0.0568227255067658","0.123573629458246"
"Low transfer dependency","2001","secondary school degree","indirect migration background","13","","",""
"Low transfer dependency","2001","college entrance qualification","no migration background","155","0.0296977136662157","0.0244166357294347","0.0349787916029968"
"Low transfer dependency","2001","college entrance qualification","direct migration background","19","","",""
"Low transfer dependency","2001","college entrance qualification","indirect migration background","9","","",""
"Low transfer dependency","2001","Other degree","no migration background","12","","",""
"Low transfer dependency","2001","Other degree","direct migration background","154","0.115999564394542","0.0981617275470202","0.133837401242064"
"Low transfer dependency","2001","Other degree","indirect migration background","1","","",""
"Low transfer dependency","2001","no degree/no degree yet","no migration background","34","0.0629692377734163","0.0419901973855097","0.083948278161323"
"Low transfer dependency","2001","no degree/no degree yet","direct migration background","48","0.170419927596262","0.125980230722426","0.214859624470098"
"Low transfer dependency","2001","no degree/no degree yet","indirect migration background","7","","",""
"High transfer dependency","2001","lower secondary degree","no migration background","152","0.0158281447752444","0.0130340412774404","0.0186222482730483"
"High transfer dependency","2001","lower secondary degree","direct migration background","18","","",""
"High transfer dependency","2001","lower secondary degree","indirect migration background","6","","",""
"High transfer dependency","2001","secondary school degree","no migration background","117","0.0155877622243299","0.0124279934363157","0.018747531012344"
"High transfer dependency","2001","secondary school degree","direct migration background","6","","",""
"High transfer dependency","2001","secondary school degree","indirect migration background","8","","",""
"High transfer dependency","2001","college entrance qualification","no migration background","43","0.0110284853410598","0.00777942805963473","0.0142775426224848"
"High transfer dependency","2001","college entrance qualification","direct migration background","6","","",""
"High transfer dependency","2001","college entrance qualification","indirect migration background","3","","",""
"High transfer dependency","2001","Other degree","no migration background","4","","",""
"High transfer dependency","2001","Other degree","direct migration background","35","0.0365758424429538","0.0261191651915171","0.0470325196943905"
"High transfer dependency","2001","Other degree","indirect migration background","","","",""
"High transfer dependency","2001","no degree/no degree yet","no migration background","14","","",""
"High transfer dependency","2001","no degree/no degree yet","direct migration background","20","","",""
"High transfer dependency","2001","no degree/no degree yet","indirect migration background","2","","",""
"Very high transfer dependency","2001","lower secondary degree","no migration background","195","0.024793891534327","0.0213128230582045","0.0282749600104496"
"Very high transfer dependency","2001","lower secondary degree","direct migration background","22","","",""
"Very high transfer dependency","2001","lower secondary degree","indirect migration background","12","","",""
"Very high transfer dependency","2001","secondary school degree","no migration background","130","0.0235808281706952","0.0197102789688689","0.0274513773725216"
"Very high transfer dependency","2001","secondary school degree","direct migration background","7","","",""
"Very high transfer dependency","2001","secondary school degree","indirect migration background","4","","",""
"Very high transfer dependency","2001","college entrance qualification","no migration background","44","0.0112528136382367","0.0079712507230511","0.0145343765534223"
"Very high transfer dependency","2001","college entrance qualification","direct migration background","9","","",""
"Very high transfer dependency","2001","college entrance qualification","indirect migration background","9","","",""
"Very high transfer dependency","2001","Other degree","no migration background","8","","",""
"Very high transfer dependency","2001","Other degree","direct migration background","74","0.084564539854704","0.0690658217488363","0.100063257960572"
"Very high transfer dependency","2001","Other degree","indirect migration background","","","",""
"Very high transfer dependency","2001","no degree/no degree yet","no migration background","17","","",""
"Very high transfer dependency","2001","no degree/no degree yet","direct migration background","15","","",""
"Very high transfer dependency","2001","no degree/no degree yet","indirect migration background","1","","",""
"Very low transfer dependency","2002","lower secondary degree","no migration background","6672","0.911785724682739","0.905299857954567","0.918271591410911"
"Very low transfer dependency","2002","lower secondary degree","direct migration background","622","0.88074893559333","0.856994087055031","0.904503784131628"
"Very low transfer dependency","2002","lower secondary degree","indirect migration background","209","0.827731504988836","0.781201242444954","0.874261767532718"
"Very low transfer dependency","2002","secondary school degree","no migration background","5498","0.881069465620447","0.87299821646757","0.889140714773323"
"Very low transfer dependency","2002","secondary school degree","direct migration background","230","0.814169791065546","0.768113553210046","0.860226028921047"
"Very low transfer dependency","2002","secondary school degree","indirect migration background","190","0.879783701282932","0.836109203307837","0.923458199258027"
"Very low transfer dependency","2002","college entrance qualification","no migration background","4845","0.936993904704525","0.930329408092472","0.943658401316578"
"Very low transfer dependency","2002","college entrance qualification","direct migration background","265","0.836332555465564","0.794536480900148","0.87812863003098"
"Very low transfer dependency","2002","college entrance qualification","indirect migration background","168","0.915231330586818","0.875202330530676","0.955260330642959"
"Very low transfer dependency","2002","Other degree","no migration background","89","0.856653832516621","0.78962692758946","0.923680737443783"
"Very low transfer dependency","2002","Other degree","direct migration background","975","0.788246111798277","0.764994537564714","0.81149768603184"
"Very low transfer dependency","2002","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","2002","no degree/no degree yet","no migration background","496","0.830431577687771","0.799489584626009","0.861373570749532"
"Very low transfer dependency","2002","no degree/no degree yet","direct migration background","184","0.709688649642996","0.65375749717972","0.765619802106273"
"Very low transfer dependency","2002","no degree/no degree yet","indirect migration background","74","0.77127379100004","0.683519369475362","0.859028212524718"
"Low transfer dependency","2002","lower secondary degree","no migration background","357","0.0436777828380613","0.0390038269854484","0.0483517386906742"
"Low transfer dependency","2002","lower secondary degree","direct migration background","60","0.0718011968586084","0.0528785705012769","0.0907238232159399"
"Low transfer dependency","2002","lower secondary degree","indirect migration background","24","","",""
"Low transfer dependency","2002","secondary school degree","no migration background","418","0.068115584888869","0.0618336524287258","0.0743975173490122"
"Low transfer dependency","2002","secondary school degree","direct migration background","29","","",""
"Low transfer dependency","2002","secondary school degree","indirect migration background","13","","",""
"Low transfer dependency","2002","college entrance qualification","no migration background","174","0.0371399893155598","0.0319530621698748","0.0423269164612448"
"Low transfer dependency","2002","college entrance qualification","direct migration background","24","","",""
"Low transfer dependency","2002","college entrance qualification","indirect migration background","9","","",""
"Low transfer dependency","2002","Other degree","no migration background","4","","",""
"Low transfer dependency","2002","Other degree","direct migration background","111","0.101118149339444","0.0839599539671533","0.118276344711734"
"Low transfer dependency","2002","Other degree","indirect migration background","2","","",""
"Low transfer dependency","2002","no degree/no degree yet","no migration background","42","0.0930167603860665","0.0690668384155601","0.116966682356573"
"Low transfer dependency","2002","no degree/no degree yet","direct migration background","36","0.147297939942021","0.103627775927309","0.190968103956732"
"Low transfer dependency","2002","no degree/no degree yet","indirect migration background","5","","",""
"High transfer dependency","2002","lower secondary degree","no migration background","146","0.0201898660522481","0.0169733192626106","0.0234064128418856"
"High transfer dependency","2002","lower secondary degree","direct migration background","12","","",""
"High transfer dependency","2002","lower secondary degree","indirect migration background","7","","",""
"High transfer dependency","2002","secondary school degree","no migration background","144","0.0263866728765869","0.0223902212100899","0.0303831245430839"
"High transfer dependency","2002","secondary school degree","direct migration background","7","","",""
"High transfer dependency","2002","secondary school degree","indirect migration background","2","","",""
"High transfer dependency","2002","college entrance qualification","no migration background","41","0.011312222045787","0.0084114658459135","0.0142129782456605"
"High transfer dependency","2002","college entrance qualification","direct migration background","6","","",""
"High transfer dependency","2002","college entrance qualification","indirect migration background","4","","",""
"High transfer dependency","2002","Other degree","no migration background","7","","",""
"High transfer dependency","2002","Other degree","direct migration background","36","0.0401105488300865","0.0289433137577704","0.0512777839024026"
"High transfer dependency","2002","Other degree","indirect migration background","","","",""
"High transfer dependency","2002","no degree/no degree yet","no migration background","13","","",""
"High transfer dependency","2002","no degree/no degree yet","direct migration background","14","","",""
"High transfer dependency","2002","no degree/no degree yet","indirect migration background","5","","",""
"Very high transfer dependency","2002","lower secondary degree","no migration background","170","0.0243466264269514","0.0208219491212028","0.0278713037327"
"Very high transfer dependency","2002","lower secondary degree","direct migration background","21","","",""
"Very high transfer dependency","2002","lower secondary degree","indirect migration background","13","","",""
"Very high transfer dependency","2002","secondary school degree","no migration background","119","0.0244282766140974","0.0205791250700916","0.0282774281581032"
"Very high transfer dependency","2002","secondary school degree","direct migration background","8","","",""
"Very high transfer dependency","2002","secondary school degree","indirect migration background","8","","",""
"Very high transfer dependency","2002","college entrance qualification","no migration background","46","0.0145538839341282","0.0112690487755562","0.0178387190927001"
"Very high transfer dependency","2002","college entrance qualification","direct migration background","6","","",""
"Very high transfer dependency","2002","college entrance qualification","indirect migration background","5","","",""
"Very high transfer dependency","2002","Other degree","no migration background","5","","",""
"Very high transfer dependency","2002","Other degree","direct migration background","64","0.0705251900321928","0.055953944001362","0.0850964360630236"
"Very high transfer dependency","2002","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","2002","no degree/no degree yet","no migration background","14","","",""
"Very high transfer dependency","2002","no degree/no degree yet","direct migration background","19","","",""
"Very high transfer dependency","2002","no degree/no degree yet","indirect migration background","4","","",""
"Very low transfer dependency","2003","lower secondary degree","no migration background","6299","0.907136523535581","0.900323194776305","0.913949852294856"
"Very low transfer dependency","2003","lower secondary degree","direct migration background","572","0.855338521722123","0.828938677213764","0.881738366230482"
"Very low transfer dependency","2003","lower secondary degree","indirect migration background","200","0.799118919662332","0.749253730050835","0.848984109273829"
"Very low transfer dependency","2003","secondary school degree","no migration background","5221","0.871995185600013","0.863505408220395","0.880484962979631"
"Very low transfer dependency","2003","secondary school degree","direct migration background","214","0.870516871372489","0.82898261696034","0.912051125784637"
"Very low transfer dependency","2003","secondary school degree","indirect migration background","178","0.843378308041239","0.793747465286078","0.893009150796399"
"Very low transfer dependency","2003","college entrance qualification","no migration background","4653","0.937320514813729","0.930557267167944","0.944083762459514"
"Very low transfer dependency","2003","college entrance qualification","direct migration background","264","0.869614747355093","0.830859833438442","0.908369661271744"
"Very low transfer dependency","2003","college entrance qualification","indirect migration background","171","0.920327323504247","0.881824094533296","0.958830552475197"
"Very low transfer dependency","2003","Other degree","no migration background","84","0.816324329604275","0.742955196248797","0.889693462959752"
"Very low transfer dependency","2003","Other degree","direct migration background","904","0.766015571824769","0.741098638220775","0.790932505428763"
"Very low transfer dependency","2003","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","2003","no degree/no degree yet","no migration background","497","0.805744050576273","0.773574444499921","0.837913656652625"
"Very low transfer dependency","2003","no degree/no degree yet","direct migration background","164","0.647930120200439","0.586734733567832","0.709125506833045"
"Very low transfer dependency","2003","no degree/no degree yet","indirect migration background","61","0.768256109852002","0.675211396287289","0.861300823416716"
"Low transfer dependency","2003","lower secondary degree","no migration background","347","0.0429581917390442","0.0381983884929672","0.0477179949851212"
"Low transfer dependency","2003","lower secondary degree","direct migration background","75","0.0926902337146503","0.070925633953944","0.114454833475357"
"Low transfer dependency","2003","lower secondary degree","indirect migration background","23","","",""
"Low transfer dependency","2003","secondary school degree","no migration background","442","0.0716335448061094","0.0650804862632841","0.0781866033489348"
"Low transfer dependency","2003","secondary school degree","direct migration background","26","","",""
"Low transfer dependency","2003","secondary school degree","indirect migration background","17","","",""
"Low transfer dependency","2003","college entrance qualification","no migration background","195","0.0411129428926529","0.0355727928185282","0.0466530929667776"
"Low transfer dependency","2003","college entrance qualification","direct migration background","11","","",""
"Low transfer dependency","2003","college entrance qualification","indirect migration background","12","","",""
"Low transfer dependency","2003","Other degree","no migration background","13","","",""
"Low transfer dependency","2003","Other degree","direct migration background","112","0.112086486101683","0.0935193774834148","0.130653594719952"
"Low transfer dependency","2003","Other degree","indirect migration background","2","","",""
"Low transfer dependency","2003","no degree/no degree yet","no migration background","43","0.0956916839559529","0.071772002829573","0.119611365082333"
"Low transfer dependency","2003","no degree/no degree yet","direct migration background","41","0.197172608279253","0.146195576547542","0.248149640010965"
"Low transfer dependency","2003","no degree/no degree yet","indirect migration background","10","","",""
"High transfer dependency","2003","lower secondary degree","no migration background","136","0.0177545326001287","0.0146545076571083","0.020854557543149"
"High transfer dependency","2003","lower secondary degree","direct migration background","17","","",""
"High transfer dependency","2003","lower secondary degree","indirect migration background","9","","",""
"High transfer dependency","2003","secondary school degree","no migration background","128","0.0233757616731885","0.0195362787418027","0.0272152446045743"
"High transfer dependency","2003","secondary school degree","direct migration background","3","","",""
"High transfer dependency","2003","secondary school degree","indirect migration background","9","","",""
"High transfer dependency","2003","college entrance qualification","no migration background","44","0.00969289892587751","0.0069591394142971","0.0124266584374579"
"High transfer dependency","2003","college entrance qualification","direct migration background","3","","",""
"High transfer dependency","2003","college entrance qualification","indirect migration background","3","","",""
"High transfer dependency","2003","Other degree","no migration background","5","","",""
"High transfer dependency","2003","Other degree","direct migration background","30","0.0349003695943932","0.0240988861164599","0.0457018530723265"
"High transfer dependency","2003","Other degree","indirect migration background","1","","",""
"High transfer dependency","2003","no degree/no degree yet","no migration background","20","","",""
"High transfer dependency","2003","no degree/no degree yet","direct migration background","11","","",""
"High transfer dependency","2003","no degree/no degree yet","indirect migration background","3","","",""
"Very high transfer dependency","2003","lower secondary degree","no migration background","189","0.0321507521252463","0.0280098022202562","0.0362917020302365"
"Very high transfer dependency","2003","lower secondary degree","direct migration background","18","","",""
"Very high transfer dependency","2003","lower secondary degree","indirect migration background","16","","",""
"Very high transfer dependency","2003","secondary school degree","no migration background","158","0.0329955079206889","0.0284564287123011","0.0375345871290766"
"Very high transfer dependency","2003","secondary school degree","direct migration background","8","","",""
"Very high transfer dependency","2003","secondary school degree","indirect migration background","2","","",""
"Very high transfer dependency","2003","college entrance qualification","no migration background","42","0.0118736433677405","0.00885127941775317","0.0148960073177278"
"Very high transfer dependency","2003","college entrance qualification","direct migration background","12","","",""
"Very high transfer dependency","2003","college entrance qualification","indirect migration background","4","","",""
"Very high transfer dependency","2003","Other degree","no migration background","5","","",""
"Very high transfer dependency","2003","Other degree","direct migration background","63","0.0869975724791546","0.0704104194514486","0.103584725506861"
"Very high transfer dependency","2003","Other degree","indirect migration background","1","","",""
"Very high transfer dependency","2003","no degree/no degree yet","no migration background","21","","",""
"Very high transfer dependency","2003","no degree/no degree yet","direct migration background","18","","",""
"Very high transfer dependency","2003","no degree/no degree yet","indirect migration background","5","","",""
"Very low transfer dependency","2004","lower secondary degree","no migration background","5985","0.900845609513357","0.893650490219162","0.908040728807552"
"Very low transfer dependency","2004","lower secondary degree","direct migration background","539","0.827364031370889","0.798310068719529","0.85641799402225"
"Very low transfer dependency","2004","lower secondary degree","indirect migration background","194","0.676757233649687","0.618895413512808","0.734619053786565"
"Very low transfer dependency","2004","secondary school degree","no migration background","5057","0.871159601055238","0.862526410965825","0.87979279114465"
"Very low transfer dependency","2004","secondary school degree","direct migration background","213","0.897203148562741","0.859632686940228","0.934773610185254"
"Very low transfer dependency","2004","secondary school degree","indirect migration background","175","0.855857077538049","0.807658936072948","0.90405521900315"
"Very low transfer dependency","2004","college entrance qualification","no migration background","4603","0.92588410302651","0.918547877075331","0.933220328977689"
"Very low transfer dependency","2004","college entrance qualification","direct migration background","242","0.844732224428312","0.802463053139482","0.887001395717143"
"Very low transfer dependency","2004","college entrance qualification","indirect migration background","172","0.851968965482519","0.80186665993432","0.902071271030719"
"Very low transfer dependency","2004","Other degree","no migration background","90","0.823321891366458","0.753000885938876","0.89364289679404"
"Very low transfer dependency","2004","Other degree","direct migration background","844","0.77197748440128","0.746708295955814","0.797246672846746"
"Very low transfer dependency","2004","Other degree","indirect migration background","13","","",""
"Very low transfer dependency","2004","no degree/no degree yet","no migration background","495","0.826957887093174","0.796038436370481","0.857877337815867"
"Very low transfer dependency","2004","no degree/no degree yet","direct migration background","176","0.740479815503728","0.684071090757075","0.796888540250381"
"Very low transfer dependency","2004","no degree/no degree yet","indirect migration background","76","0.83214631067616","0.755358429087792","0.908934192264527"
"Low transfer dependency","2004","lower secondary degree","no migration background","335","0.0473786155170016","0.0422640565837298","0.0524931744502733"
"Low transfer dependency","2004","lower secondary degree","direct migration background","68","0.104598198801262","0.081071418469256","0.128124979133269"
"Low transfer dependency","2004","lower secondary degree","indirect migration background","22","","",""
"Low transfer dependency","2004","secondary school degree","no migration background","432","0.0683396323683804","0.0618374141726578","0.0748418505641031"
"Low transfer dependency","2004","secondary school degree","direct migration background","27","","",""
"Low transfer dependency","2004","secondary school degree","indirect migration background","17","","",""
"Low transfer dependency","2004","college entrance qualification","no migration background","196","0.0478795805564931","0.0419001502427925","0.0538590108701938"
"Low transfer dependency","2004","college entrance qualification","direct migration background","21","","",""
"Low transfer dependency","2004","college entrance qualification","indirect migration background","13","","",""
"Low transfer dependency","2004","Other degree","no migration background","12","","",""
"Low transfer dependency","2004","Other degree","direct migration background","118","0.107048369925096","0.0884273224477473","0.125669417402445"
"Low transfer dependency","2004","Other degree","indirect migration background","","","",""
"Low transfer dependency","2004","no degree/no degree yet","no migration background","39","0.0876299057931563","0.0645185266727897","0.110741284913523"
"Low transfer dependency","2004","no degree/no degree yet","direct migration background","37","0.185917604887049","0.135856718154651","0.235978491619447"
"Low transfer dependency","2004","no degree/no degree yet","indirect migration background","5","","",""
"High transfer dependency","2004","lower secondary degree","no migration background","137","0.0226019058094457","0.0190237016563766","0.0261801099625149"
"High transfer dependency","2004","lower secondary degree","direct migration background","14","","",""
"High transfer dependency","2004","lower secondary degree","indirect migration background","15","","",""
"High transfer dependency","2004","secondary school degree","no migration background","121","0.0209349262884459","0.0172456778126334","0.0246241747642583"
"High transfer dependency","2004","secondary school degree","direct migration background","8","","",""
"High transfer dependency","2004","secondary school degree","indirect migration background","5","","",""
"High transfer dependency","2004","college entrance qualification","no migration background","46","0.0123063722188607","0.00921881617192184","0.0153939282657996"
"High transfer dependency","2004","college entrance qualification","direct migration background","4","","",""
"High transfer dependency","2004","college entrance qualification","indirect migration background","7","","",""
"High transfer dependency","2004","Other degree","no migration background","6","","",""
"High transfer dependency","2004","Other degree","direct migration background","36","0.0373864901665723","0.0259607739012226","0.0488122064319221"
"High transfer dependency","2004","Other degree","indirect migration background","2","","",""
"High transfer dependency","2004","no degree/no degree yet","no migration background","18","","",""
"High transfer dependency","2004","no degree/no degree yet","direct migration background","7","","",""
"High transfer dependency","2004","no degree/no degree yet","indirect migration background","3","","",""
"Very high transfer dependency","2004","lower secondary degree","no migration background","171","0.0291738691601957","0.0251222876058392","0.0332254507145522"
"Very high transfer dependency","2004","lower secondary degree","direct migration background","29","","",""
"Very high transfer dependency","2004","lower secondary degree","indirect migration background","20","","",""
"Very high transfer dependency","2004","secondary school degree","no migration background","175","0.0395658402879359","0.034542525372529","0.0445891552033428"
"Very high transfer dependency","2004","secondary school degree","direct migration background","3","","",""
"Very high transfer dependency","2004","secondary school degree","indirect migration background","7","","",""
"Very high transfer dependency","2004","college entrance qualification","no migration background","53","0.0139299441981362","0.0106477273208013","0.0172121610754711"
"Very high transfer dependency","2004","college entrance qualification","direct migration background","15","","",""
"Very high transfer dependency","2004","college entrance qualification","indirect migration background","1","","",""
"Very high transfer dependency","2004","Other degree","no migration background","5","","",""
"Very high transfer dependency","2004","Other degree","direct migration background","61","0.0835876555070515","0.0669183829244151","0.100256928089688"
"Very high transfer dependency","2004","Other degree","indirect migration background","3","","",""
"Very high transfer dependency","2004","no degree/no degree yet","no migration background","23","","",""
"Very high transfer dependency","2004","no degree/no degree yet","direct migration background","12","","",""
"Very high transfer dependency","2004","no degree/no degree yet","indirect migration background","7","","",""
"Very low transfer dependency","2005","lower secondary degree","no migration background","5591","0.89141037771711","0.88368717034209","0.89913358509213"
"Very low transfer dependency","2005","lower secondary degree","direct migration background","482","0.806968934875472","0.775068144761777","0.838869724989168"
"Very low transfer dependency","2005","lower secondary degree","indirect migration background","201","0.817252595256433","0.769443008097215","0.865062182415651"
"Very low transfer dependency","2005","secondary school degree","no migration background","4806","0.861995134407646","0.852912077924086","0.871078190891207"
"Very low transfer dependency","2005","secondary school degree","direct migration background","200","0.85640667739201","0.812132885990672","0.900680468793348"
"Very low transfer dependency","2005","secondary school degree","indirect migration background","170","0.884361377327348","0.840151796092902","0.928570958561793"
"Very low transfer dependency","2005","college entrance qualification","no migration background","4422","0.92717598128495","0.919759812595696","0.934592149974205"
"Very low transfer dependency","2005","college entrance qualification","direct migration background","226","0.826148653841001","0.780519408848875","0.871777898833126"
"Very low transfer dependency","2005","college entrance qualification","indirect migration background","165","0.823694432338154","0.769791355532445","0.877597509143864"
"Very low transfer dependency","2005","Other degree","no migration background","89","0.791857196346757","0.71700354270547","0.866710849988044"
"Very low transfer dependency","2005","Other degree","direct migration background","772","0.746625878470963","0.719532501414996","0.77371925552693"
"Very low transfer dependency","2005","Other degree","indirect migration background","15","","",""
"Very low transfer dependency","2005","no degree/no degree yet","no migration background","487","0.797463957051176","0.764813197345434","0.830114716756918"
"Very low transfer dependency","2005","no degree/no degree yet","direct migration background","149","0.684983804022653","0.623178632359553","0.746788975685753"
"Very low transfer dependency","2005","no degree/no degree yet","indirect migration background","78","0.785426902679765","0.704148422408789","0.866705382950741"
"Low transfer dependency","2005","lower secondary degree","no migration background","329","0.0527910399645403","0.0472400850546109","0.0583419948744697"
"Low transfer dependency","2005","lower secondary degree","direct migration background","65","0.11792959404338","0.091860709088174","0.143998478998587"
"Low transfer dependency","2005","lower secondary degree","indirect migration background","18","","",""
"Low transfer dependency","2005","secondary school degree","no migration background","445","0.0761362258232149","0.0691517784431291","0.0831206732033008"
"Low transfer dependency","2005","secondary school degree","direct migration background","25","","",""
"Low transfer dependency","2005","secondary school degree","indirect migration background","19","","",""
"Low transfer dependency","2005","college entrance qualification","no migration background","189","0.043303659637413","0.0374945369412454","0.0491127823335807"
"Low transfer dependency","2005","college entrance qualification","direct migration background","21","","",""
"Low transfer dependency","2005","college entrance qualification","indirect migration background","14","","",""
"Low transfer dependency","2005","Other degree","no migration background","9","","",""
"Low transfer dependency","2005","Other degree","direct migration background","116","0.112397473754782","0.0927223245895298","0.132072622920034"
"Low transfer dependency","2005","Other degree","indirect migration background","","","",""
"Low transfer dependency","2005","no degree/no degree yet","no migration background","52","0.10528601277541","0.0803507441245178","0.130221281426303"
"Low transfer dependency","2005","no degree/no degree yet","direct migration background","32","0.155581498629012","0.10735607298794","0.203806924270084"
"Low transfer dependency","2005","no degree/no degree yet","indirect migration background","6","","",""
"High transfer dependency","2005","lower secondary degree","no migration background","137","0.0219553038674983","0.0183177136831163","0.0255928940518804"
"High transfer dependency","2005","lower secondary degree","direct migration background","18","","",""
"High transfer dependency","2005","lower secondary degree","indirect migration background","10","","",""
"High transfer dependency","2005","secondary school degree","no migration background","132","0.0225970061016251","0.0186832415768742","0.0265107706263759"
"High transfer dependency","2005","secondary school degree","direct migration background","6","","",""
"High transfer dependency","2005","secondary school degree","indirect migration background","7","","",""
"High transfer dependency","2005","college entrance qualification","no migration background","46","0.0122628977314233","0.00912182183834635","0.0154039736245002"
"High transfer dependency","2005","college entrance qualification","direct migration background","10","","",""
"High transfer dependency","2005","college entrance qualification","indirect migration background","8","","",""
"High transfer dependency","2005","Other degree","no migration background","6","","",""
"High transfer dependency","2005","Other degree","direct migration background","40","0.0517966032219805","0.0379917470221179","0.065601459421843"
"High transfer dependency","2005","Other degree","indirect migration background","2","","",""
"High transfer dependency","2005","no degree/no degree yet","no migration background","13","","",""
"High transfer dependency","2005","no degree/no degree yet","direct migration background","15","","",""
"High transfer dependency","2005","no degree/no degree yet","indirect migration background","5","","",""
"Very high transfer dependency","2005","lower secondary degree","no migration background","177","0.0338432784508514","0.0293545359203566","0.0383320209813462"
"Very high transfer dependency","2005","lower secondary degree","direct migration background","23","","",""
"Very high transfer dependency","2005","lower secondary degree","indirect migration background","22","","",""
"Very high transfer dependency","2005","secondary school degree","no migration background","156","0.0392716336675136","0.0341563208266457","0.0443869465083816"
"Very high transfer dependency","2005","secondary school degree","direct migration background","10","","",""
"Very high transfer dependency","2005","secondary school degree","indirect migration background","5","","",""
"Very high transfer dependency","2005","college entrance qualification","no migration background","59","0.0172574613462132","0.0135406584997385","0.0209742641926878"
"Very high transfer dependency","2005","college entrance qualification","direct migration background","8","","",""
"Very high transfer dependency","2005","college entrance qualification","indirect migration background","5","","",""
"Very high transfer dependency","2005","Other degree","no migration background","9","","",""
"Very high transfer dependency","2005","Other degree","direct migration background","62","0.0891800445522743","0.0714266827102454","0.106933406394303"
"Very high transfer dependency","2005","Other degree","indirect migration background","3","","",""
"Very high transfer dependency","2005","no degree/no degree yet","no migration background","30","0.0527791777650513","0.0346138379324754","0.0709445175976272"
"Very high transfer dependency","2005","no degree/no degree yet","direct migration background","21","","",""
"Very high transfer dependency","2005","no degree/no degree yet","indirect migration background","9","","",""
"Very low transfer dependency","2006","lower secondary degree","no migration background","6108","0.890207239820621","0.88277769529364","0.897636784347602"
"Very low transfer dependency","2006","lower secondary degree","direct migration background","463","0.818035709276249","0.786473211827753","0.849598206724746"
"Very low transfer dependency","2006","lower secondary degree","indirect migration background","185","0.704241144930779","0.647781153758657","0.760701136102902"
"Very low transfer dependency","2006","secondary school degree","no migration background","5243","0.861137784017837","0.852401750579713","0.869873817455962"
"Very low transfer dependency","2006","secondary school degree","direct migration background","200","0.828658652619608","0.781379236835633","0.875938068403583"
"Very low transfer dependency","2006","secondary school degree","indirect migration background","176","0.851149279972797","0.803235713557478","0.899062846388115"
"Very low transfer dependency","2006","college entrance qualification","no migration background","4777","0.924772215041722","0.917542574273504","0.932001855809939"
"Very low transfer dependency","2006","college entrance qualification","direct migration background","233","0.782687536912312","0.734207580644641","0.831167493179983"
"Very low transfer dependency","2006","college entrance qualification","indirect migration background","186","0.849507015492235","0.801262441511814","0.897751589472655"
"Very low transfer dependency","2006","Other degree","no migration background","114","0.751552363277705","0.682169532596475","0.820935193958935"
"Very low transfer dependency","2006","Other degree","direct migration background","781","0.724637085420611","0.697304078343247","0.751970092497974"
"Very low transfer dependency","2006","Other degree","indirect migration background","14","","",""
"Very low transfer dependency","2006","no degree/no degree yet","no migration background","527","0.81674860821546","0.786047714656022","0.847449501774898"
