"transab_cat2","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2004","Employed","middle vocational","464","0.0677649980453154","0.0616975661635544","0.0738324299270764","1"
"Low transfer dependency","2004","Not Employed","higher education","39","0.0402810482146261","0.0280642059141063","0.0524978905151459","1"
"Low transfer dependency","2004","Employed","in school","7","","","","1"
"Low transfer dependency","2004","Employed","inadequately","17","","","","1"
"Low transfer dependency","2004","Employed","general elemantary","115","0.099503662824039","0.0821955950980857","0.116811730549992","1"
"Very high transfer dependency","2004","Not Employed","inadequately","17","","","","3"
"Very high transfer dependency","2004","Not Employed","general elemantary","94","0.072995963565276","0.0595134673281496","0.0864784598024025","3"
"Very high transfer dependency","2004","Employed","middle vocational","67","0.0134746844604275","0.0106914300186354","0.0162579389022196","3"
"Very high transfer dependency","2004","Employed","vocational + Abi","5","","","","3"
"Very high transfer dependency","2004","Not Employed","middle vocational","254","0.0694440618682058","0.0617080430550149","0.0771800806813966","3"
"Very high transfer dependency","2004","Not Employed","vocational + Abi","25","","","","3"
"Very high transfer dependency","2004","Employed","higher vocational","1","","","","3"
"Very high transfer dependency","2004","Employed","higher education","9","","","","3"
"Very high transfer dependency","2004","Not Employed","in school","22","","","","3"
"Very high transfer dependency","2004","Not Employed","higher vocational","25","","","","3"
"Very high transfer dependency","2004","Not Employed","higher education","39","0.0481014848493131","0.0348057876200314","0.0613971820785948","3"
"Very high transfer dependency","2004","Employed","in school","1","","","","3"
"Very high transfer dependency","2004","Employed","inadequately","3","","","","3"
"Very high transfer dependency","2004","Employed","general elemantary","24","","","","3"
"Very low transfer dependency","2004","Not Employed","vocational + Abi","234","0.840500158709295","0.798066146014444","0.882934171404147","0"
"Very low transfer dependency","2004","Not Employed","higher vocational","436","0.900048715598782","0.873572748710632","0.926524682486932","0"
"Very low transfer dependency","2004","Not Employed","higher education","896","0.88198092108607","0.861934250388088","0.902027591784052","0"
"Very low transfer dependency","2004","Employed","in school","83","0.852392103068628","0.780301091116025","0.92448311502123","0"
"Very low transfer dependency","2004","Employed","inadequately","73","0.749705819809414","0.664803626847355","0.834608012771474","0"
"Very low transfer dependency","2004","Employed","higher education","3167","0.945066202947796","0.937296954722626","0.952835451172965","0"
"Very low transfer dependency","2004","Not Employed","in school","461","0.81528983370869","0.782528986706333","0.848050680711047","0"
"Very low transfer dependency","2004","Not Employed","inadequately","108","0.739395984081767","0.669148373413267","0.809643594750266","0"
"Very low transfer dependency","2004","Not Employed","general elemantary","1193","0.838907544995552","0.819854046829088","0.857961043162017","0"
"Very low transfer dependency","2004","Not Employed","middle vocational","3507","0.850271768185796","0.839413527982789","0.861130008388802","0"
"Very low transfer dependency","2004","Employed","general elemantary","952","0.814026403303145","0.791528970274299","0.836523836331992","0"
"Very low transfer dependency","2004","Employed","middle vocational","5934","0.896273572334941","0.888913120117813","0.903634024552068","0"
"Very low transfer dependency","2004","Employed","vocational + Abi","805","0.899385332149005","0.879453481987988","0.919317182310023","0"
"Very low transfer dependency","2004","Employed","higher vocational","1079","0.953823215373698","0.941645913911665","0.966000516835731","0"
"High transfer dependency","2005","Employed","inadequately","4","","","","2"
"High transfer dependency","2005","Not Employed","vocational + Abi","12","","","","2"
"High transfer dependency","2005","Not Employed","higher vocational","11","","","","2"
"High transfer dependency","2005","Not Employed","higher education","16","","","","2"
"High transfer dependency","2005","Employed","in school","2","","","","2"
"High transfer dependency","2005","Employed","higher education","27","","","","2"
"High transfer dependency","2005","Employed","general elemantary","37","0.0379080119244673","0.026295822262848","0.0495202015860866","2"
"High transfer dependency","2005","Employed","vocational + Abi","9","","","","2"
"High transfer dependency","2005","Not Employed","in school","16","","","","2"
"High transfer dependency","2005","Not Employed","inadequately","13","","","","2"
"High transfer dependency","2005","Not Employed","general elemantary","56","0.0385037353907575","0.0282475708908817","0.0487598998906334","2"
"High transfer dependency","2005","Not Employed","middle vocational","117","0.0284379382804058","0.0232424584399861","0.0336334181208255","2"
"High transfer dependency","2005","Employed","middle vocational","127","0.0220343367573911","0.0184045897499257","0.0256640837648566","2"
"High transfer dependency","2005","Employed","higher vocational","9","","","","2"
"Low transfer dependency","2005","Not Employed","inadequately","21","","","","1"
"Low transfer dependency","2005","Not Employed","general elemantary","95","0.0703329116991512","0.0567026946387107","0.0839631287595918","1"
"Low transfer dependency","2005","Not Employed","middle vocational","266","0.0589492651980851","0.0515874136861476","0.0663111167100226","1"
"Low transfer dependency","2005","Not Employed","vocational + Abi","27","","","","1"
"Low transfer dependency","2005","Employed","vocational + Abi","52","0.0661516957432094","0.0493735886675707","0.0829298028188481","1"
"Low transfer dependency","2005","Employed","higher vocational","59","0.0531954433690296","0.0399631738491179","0.0664277128889413","1"
"Low transfer dependency","2005","Employed","higher education","109","0.0406250516445267","0.0337363153630624","0.047513787925991","1"
"Low transfer dependency","2005","Not Employed","in school","49","0.104395516766","0.0787945205483824","0.129996512983618","1"
"Low transfer dependency","2005","Not Employed","higher vocational","33","0.0676447401612908","0.0445692932066088","0.0907201871159727","1"
"Low transfer dependency","2005","Employed","middle vocational","450","0.0695128843468093","0.0632243071322548","0.0758014615613637","1"
"Low transfer dependency","2005","Not Employed","higher education","55","0.0426545700586287","0.0301299312699766","0.0551792088472808","1"
"Low transfer dependency","2005","Employed","in school","7","","","","1"
"Low transfer dependency","2005","Employed","inadequately","14","","","","1"
"Low transfer dependency","2005","Employed","general elemantary","116","0.122731182731992","0.102779288989556","0.142683076474429","1"
"Very high transfer dependency","2005","Not Employed","inadequately","28","","","","3"
"Very high transfer dependency","2005","Not Employed","general elemantary","98","0.0736451656771863","0.0597225590347112","0.0875677723196614","3"
"Very high transfer dependency","2005","Not Employed","middle vocational","246","0.071436607728134","0.0633863918439757","0.0794868236122924","3"
"Very high transfer dependency","2005","Not Employed","vocational + Abi","20","","","","3"
"Very high transfer dependency","2005","Employed","middle vocational","75","0.016038788335381","0.0129325174330726","0.0191450592376893","3"
"Very high transfer dependency","2005","Employed","vocational + Abi","8","","","","3"
"Very high transfer dependency","2005","Employed","higher vocational","5","","","","3"
"Very high transfer dependency","2005","Employed","higher education","8","","","","3"
"Very high transfer dependency","2005","Not Employed","in school","29","","","","3"
"Very high transfer dependency","2005","Not Employed","higher vocational","12","","","","3"
"Very high transfer dependency","2005","Not Employed","higher education","36","0.0576284099776914","0.0431847418191381","0.0720720781362447","3"
"Very high transfer dependency","2005","Employed","in school","1","","","","3"
"Very high transfer dependency","2005","Employed","inadequately","8","","","","3"
"Very high transfer dependency","2005","Employed","general elemantary","25","","","","3"
"Very low transfer dependency","2005","Not Employed","vocational + Abi","224","0.816681935525636","0.771601928034373","0.861761943016898","0"
"Very low transfer dependency","2005","Not Employed","higher vocational","399","0.875806176431874","0.845502425106522","0.906109927757225","0"
"Very low transfer dependency","2005","Not Employed","higher education","893","0.882129076438717","0.862143462085701","0.902114690791733","0"
"Very low transfer dependency","2005","Employed","in school","88","0.875631647910767","0.810295922397882","0.940967373423651","0"
"Very low transfer dependency","2005","Employed","inadequately","65","0.699949920721642","0.605791806465438","0.794108034977846","0"
"Very low transfer dependency","2005","Employed","higher education","3011","0.940695808307553","0.932454129048521","0.948937487566585","0"
"Very low transfer dependency","2005","Employed","vocational + Abi","774","0.909399457469852","0.890022880927548","0.928776034012157","0"
"Very low transfer dependency","2005","Employed","higher vocational","1032","0.937757432790199","0.923512645844544","0.952002219735854","0"
"Very low transfer dependency","2005","Not Employed","in school","454","0.785651983829347","0.751293605958982","0.820010361699713","0"
"Very low transfer dependency","2005","Not Employed","inadequately","87","0.59666448581547","0.517895857410524","0.675433114220416","0"
"Very low transfer dependency","2005","Not Employed","general elemantary","1103","0.817518187232905","0.796929993319967","0.838106381145843","0"
"Very low transfer dependency","2005","Not Employed","middle vocational","3303","0.841176188793375","0.82975154604617","0.85260083154058","0"
"Very low transfer dependency","2005","Employed","general elemantary","861","0.805420979603606","0.781349665913501","0.829492293293711","0"
"Very low transfer dependency","2005","Employed","middle vocational","5631","0.892413990560419","0.884752281687572","0.900075699433266","0"
"High transfer dependency","2006","Not Employed","vocational + Abi","13","","","","2"
"High transfer dependency","2006","Not Employed","higher vocational","12","","","","2"
"High transfer dependency","2006","Not Employed","higher education","13","","","","2"
"High transfer dependency","2006","Employed","in school","","","","","2"
"High transfer dependency","2006","Not Employed","inadequately","14","","","","2"
"High transfer dependency","2006","Not Employed","general elemantary","68","0.0453819922979731","0.0349320907778869","0.0558318938180594","2"
"High transfer dependency","2006","Not Employed","middle vocational","132","0.0290714334747098","0.0241484660273584","0.0339944009220611","2"
"High transfer dependency","2006","Employed","inadequately","8","","","","2"
"High transfer dependency","2006","Not Employed","in school","17","","","","2"
"High transfer dependency","2006","Employed","middle vocational","166","0.0270801049650363","0.0231644272585854","0.0309957826714872","2"
"High transfer dependency","2006","Employed","vocational + Abi","10","","","","2"
"High transfer dependency","2006","Employed","higher education","15","","","","2"
"High transfer dependency","2006","Employed","general elemantary","59","0.0593438208927473","0.044751090300219","0.0739365514852755","2"
"High transfer dependency","2006","Employed","higher vocational","16","","","","2"
"Low transfer dependency","2006","Not Employed","middle vocational","275","0.0612476403470628","0.0542214436642125","0.068273837029913","1"
"Low transfer dependency","2006","Not Employed","vocational + Abi","29","","","","1"
"Low transfer dependency","2006","Not Employed","inadequately","17","","","","1"
"Low transfer dependency","2006","Not Employed","general elemantary","99","0.0561771944529824","0.0446165814251127","0.0677378074808521","1"
"Low transfer dependency","2006","Not Employed","in school","38","0.0684534257349215","0.0476497653429123","0.0892570861269308","1"
"Low transfer dependency","2006","Not Employed","higher vocational","24","","","","1"
"Low transfer dependency","2006","Employed","middle vocational","434","0.0677104115457791","0.0616493824552021","0.073771440636356","1"
"Low transfer dependency","2006","Employed","vocational + Abi","68","0.0868151957054562","0.0685514473528098","0.105078944058103","1"
"Low transfer dependency","2006","Employed","higher vocational","71","0.06074622719892","0.0468681886605166","0.0746242657373234","1"
"Low transfer dependency","2006","Employed","higher education","117","0.0346287654950113","0.0284848304161212","0.0407727005739014","1"
"Low transfer dependency","2006","Not Employed","higher education","37","0.0231385051557499","0.0145053554277398","0.03177165488376","1"
"Low transfer dependency","2006","Employed","in school","4","","","","1"
"Low transfer dependency","2006","Employed","inadequately","13","","","","1"
"Low transfer dependency","2006","Employed","general elemantary","94","0.1023641918643","0.0836419663858738","0.121086417342727","1"
"Very high transfer dependency","2006","Not Employed","inadequately","33","0.248239338900283","0.178405723859512","0.318072953941054","3"
"Very high transfer dependency","2006","Not Employed","general elemantary","121","0.0888963196187683","0.0746079920346397","0.103184647202897","3"
"Very high transfer dependency","2006","Not Employed","middle vocational","304","0.0768770725223554","0.0690710771681647","0.0846830678765461","3"
"Very high transfer dependency","2006","Not Employed","vocational + Abi","22","","","","3"
"Very high transfer dependency","2006","Employed","middle vocational","100","0.0202462884612753","0.0168486716768023","0.0236439052457484","3"
"Very high transfer dependency","2006","Employed","vocational + Abi","9","","","","3"
"Very high transfer dependency","2006","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2006","Employed","higher education","13","","","","3"
"Very high transfer dependency","2006","Not Employed","in school","33","0.09135943426214","0.0676231553181928","0.115095713206087","3"
"Very high transfer dependency","2006","Not Employed","higher vocational","18","","","","3"
"Very high transfer dependency","2006","Not Employed","higher education","46","0.0730555771720338","0.0581125473103959","0.0879986070336717","3"
"Very high transfer dependency","2006","Employed","in school","3","","","","3"
"Very high transfer dependency","2006","Employed","inadequately","7","","","","3"
"Very high transfer dependency","2006","Employed","general elemantary","35","0.0371193653236847","0.0254426725697236","0.0487960580776458","3"
"Very low transfer dependency","2006","Not Employed","vocational + Abi","234","0.797866806387024","0.752271097035885","0.843462515738163","0"
"Very low transfer dependency","2006","Not Employed","higher vocational","463","0.874222544937484","0.845639057062252","0.902806032812715","0"
"Very low transfer dependency","2006","Not Employed","higher education","1069","0.889843940763706","0.871865739103711","0.9078221424237","0"
"Very low transfer dependency","2006","Employed","in school","60","0.938192708325414","0.880532451405925","0.995852965244903","0"
"Very low transfer dependency","2006","Not Employed","in school","478","0.788622011935596","0.754986022855518","0.822258001015673","0"
"Very low transfer dependency","2006","Not Employed","inadequately","83","0.506095426776184","0.425273880735899","0.586916972816468","0"
"Very low transfer dependency","2006","Not Employed","general elemantary","1236","0.809544493630276","0.789830585164024","0.829258402096529","0"
"Very low transfer dependency","2006","Not Employed","middle vocational","3763","0.832803853655872","0.821869714522435","0.843737992789309","0"
"Very low transfer dependency","2006","Employed","inadequately","64","0.624919962007551","0.525989883924566","0.723850040090536","0"
"Very low transfer dependency","2006","Employed","higher education","3257","0.950025987195011","0.942704137811018","0.957347836579003","0"
"Very low transfer dependency","2006","Employed","vocational + Abi","826","0.878351829103441","0.857148710195619","0.899554948011262","0"
"Very low transfer dependency","2006","Employed","higher vocational","1048","0.922054568438392","0.906478759726005","0.93763037715078","0"
"Very low transfer dependency","2006","Employed","general elemantary","819","0.801172621919268","0.776521624371633","0.825823619466902","0"
"Very low transfer dependency","2006","Employed","middle vocational","5901","0.884963195027909","0.877266146321583","0.892660243734236","0"
"High transfer dependency","2007","Not Employed","vocational + Abi","6","","","","2"
"High transfer dependency","2007","Not Employed","higher vocational","11","","","","2"
"High transfer dependency","2007","Not Employed","higher education","20","","","","2"
"High transfer dependency","2007","Employed","in school","","","","","2"
"High transfer dependency","2007","Not Employed","inadequately","9","","","","2"
"High transfer dependency","2007","Not Employed","general elemantary","49","0.0395773189998288","0.0292459129232347","0.0499087250764229","2"
"High transfer dependency","2007","Not Employed","middle vocational","110","0.0267817957188988","0.0218592144694281","0.0317043769683695","2"
"High transfer dependency","2007","Employed","inadequately","6","","","","2"
"High transfer dependency","2007","Employed","middle vocational","149","0.028752291748587","0.0245866220858304","0.0329179614113436","2"
"High transfer dependency","2007","Employed","vocational + Abi","13","","","","2"
"High transfer dependency","2007","Not Employed","in school","15","","","","2"
"High transfer dependency","2007","Employed","higher education","23","","","","2"
"High transfer dependency","2007","Employed","general elemantary","49","0.0658838835851697","0.0495395776166083","0.0822281895537311","2"
"High transfer dependency","2007","Employed","higher vocational","9","","","","2"
"Low transfer dependency","2007","Not Employed","in school","50","0.111637917063207","0.0859198858788535","0.13735594824756","1"
"Low transfer dependency","2007","Not Employed","inadequately","18","","","","1"
"Low transfer dependency","2007","Not Employed","general elemantary","102","0.0618937047748206","0.0491247806292971","0.0746626289203441","1"
"Low transfer dependency","2007","Not Employed","middle vocational","240","0.0515113406839697","0.0447717203397137","0.0582509610282257","1"
"Low transfer dependency","2007","Not Employed","vocational + Abi","16","","","","1"
"Low transfer dependency","2007","Not Employed","higher vocational","20","","","","1"
"Low transfer dependency","2007","Employed","middle vocational","406","0.0713212083393015","0.0649057793727121","0.0777366373058909","1"
"Low transfer dependency","2007","Employed","vocational + Abi","56","0.0603009379971587","0.0445464343568503","0.0760554416374672","1"
"Low transfer dependency","2007","Employed","higher vocational","48","0.038814016698981","0.0270637581459146","0.0505642752520473","1"
"Low transfer dependency","2007","Employed","higher education","83","0.0298951243138163","0.0240248990897412","0.0357653495378913","1"
"Low transfer dependency","2007","Not Employed","higher education","41","0.0302967667190546","0.0204075305197975","0.0401860029183117","1"
"Low transfer dependency","2007","Employed","in school","3","","","","1"
"Low transfer dependency","2007","Employed","inadequately","13","","","","1"
"Low transfer dependency","2007","Employed","general elemantary","102","0.124021247198382","0.102305674415939","0.145736819980826","1"
"Very high transfer dependency","2007","Not Employed","in school","31","0.0765426142703913","0.0548307595439665","0.0982544689968161","3"
"Very high transfer dependency","2007","Not Employed","inadequately","27","","","","3"
"Very high transfer dependency","2007","Not Employed","general elemantary","111","0.0917501185290507","0.0764529506021346","0.107047286455967","3"
"Very high transfer dependency","2007","Not Employed","middle vocational","264","0.072589851937657","0.0646786619949102","0.0805010418804038","3"
"Very high transfer dependency","2007","Not Employed","vocational + Abi","20","","","","3"
"Very high transfer dependency","2007","Employed","middle vocational","93","0.017054165293051","0.0138266848601686","0.0202816457259334","3"
"Very high transfer dependency","2007","Employed","vocational + Abi","6","","","","3"
"Very high transfer dependency","2007","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2007","Employed","higher education","8","","","","3"
"Very high transfer dependency","2007","Not Employed","higher vocational","23","","","","3"
"Very high transfer dependency","2007","Not Employed","higher education","49","0.0801411871041519","0.0644760695237733","0.0958063046845305","3"
"Very high transfer dependency","2007","Employed","in school","1","","","","3"
"Very high transfer dependency","2007","Employed","inadequately","6","","","","3"
"Very high transfer dependency","2007","Employed","general elemantary","29","","","","3"
"Very low transfer dependency","2007","Not Employed","vocational + Abi","251","0.84584833111487","0.804502222168194","0.887194440061547","0"
"Very low transfer dependency","2007","Not Employed","higher vocational","437","0.849317838980928","0.817675149601382","0.880960528360475","0"
"Very low transfer dependency","2007","Not Employed","higher education","1044","0.864605496653682","0.844865153428854","0.88434583987851","0"
"Very low transfer dependency","2007","Employed","in school","46","0.92244764010009","0.848311245801759","0.99658403439842","0"
"Very low transfer dependency","2007","Not Employed","in school","480","0.778444231135977","0.744529206809592","0.812359255462363","0"
"Very low transfer dependency","2007","Not Employed","inadequately","83","0.5848143710638","0.502302206181861","0.667326535945738","0"
"Very low transfer dependency","2007","Not Employed","general elemantary","1106","0.8067788576963","0.785856548338623","0.827701167053977","0"
"Very low transfer dependency","2007","Not Employed","middle vocational","3518","0.849117011659475","0.838203315869839","0.86003070744911","0"
"Very low transfer dependency","2007","Employed","inadequately","54","0.659122040811531","0.554597823738606","0.763646257884455","0"
"Very low transfer dependency","2007","Employed","higher education","3119","0.956506244026411","0.949475478733704","0.963537009319117","0"
"Very low transfer dependency","2007","Employed","general elemantary","705","0.777640842226382","0.750244442329358","0.805037242123405","0"
"Very low transfer dependency","2007","Employed","middle vocational","5534","0.882872334619061","0.874856250089626","0.890888419148495","0"
"Very low transfer dependency","2007","Employed","vocational + Abi","802","0.90923314117962","0.890220188121659","0.928246094237581","0"
"Very low transfer dependency","2007","Employed","higher vocational","978","0.944558480279378","0.930637128649189","0.958479831909567","0"
"High transfer dependency","2008","Not Employed","vocational + Abi","10","","","","2"
"High transfer dependency","2008","Not Employed","higher vocational","6","","","","2"
"High transfer dependency","2008","Not Employed","higher education","11","","","","2"
"High transfer dependency","2008","Employed","in school","2","","","","2"
"High transfer dependency","2008","Not Employed","middle vocational","78","0.0224015770120344","0.0177246241418862","0.0270785298821825","2"
"High transfer dependency","2008","Employed","inadequately","7","","","","2"
"High transfer dependency","2008","Employed","general elemantary","33","0.0299614225135988","0.0182999812273012","0.0416228637998964","2"
"High transfer dependency","2008","Employed","middle vocational","131","0.0329465069520363","0.028381430785942","0.0375115831181306","2"
"High transfer dependency","2008","Employed","higher education","19","","","","2"
"High transfer dependency","2008","Not Employed","in school","6","","","","2"
"High transfer dependency","2008","Not Employed","inadequately","9","","","","2"
"High transfer dependency","2008","Not Employed","general elemantary","41","0.0254807659392086","0.016752110032712","0.0342094218457052","2"
"High transfer dependency","2008","Employed","vocational + Abi","11","","","","2"
"High transfer dependency","2008","Employed","higher vocational","12","","","","2"
"Low transfer dependency","2008","Not Employed","in school","33","0.0974036688555396","0.0709607759955168","0.123846561715562","1"
"Low transfer dependency","2008","Not Employed","inadequately","13","","","","1"
"Low transfer dependency","2008","Not Employed","general elemantary","88","0.0726002649727368","0.0582272289776149","0.0869733009678588","1"
"Low transfer dependency","2008","Not Employed","middle vocational","196","0.0540245288213934","0.0468799129714318","0.0611691446713551","1"
"Low transfer dependency","2008","Not Employed","vocational + Abi","19","","","","1"
"Low transfer dependency","2008","Employed","middle vocational","347","0.0576529602845577","0.0516917515135561","0.0636141690555593","1"
"Low transfer dependency","2008","Employed","vocational + Abi","43","0.0362165298131815","0.0235520281181783","0.0488810315081847","1"
"Low transfer dependency","2008","Employed","higher vocational","33","0.0367641817940035","0.024835350153108","0.0486930134348989","1"
"Low transfer dependency","2008","Employed","higher education","90","0.0361212852767124","0.0294883754725669","0.0427541950808579","1"
"Low transfer dependency","2008","Not Employed","higher vocational","20","","","","1"
"Low transfer dependency","2008","Not Employed","higher education","39","0.0288430167197745","0.0192158821899151","0.0384701512496339","1"
"Low transfer dependency","2008","Employed","in school","3","","","","1"
"Low transfer dependency","2008","Employed","inadequately","7","","","","1"
"Low transfer dependency","2008","Employed","general elemantary","92","0.123466013194674","0.100963314513399","0.145968711875948","1"
"Very high transfer dependency","2008","Not Employed","in school","19","","","","3"
"Very high transfer dependency","2008","Not Employed","inadequately","29","","","","3"
"Very high transfer dependency","2008","Not Employed","general elemantary","105","0.10198200617075","0.0852190649742097","0.118744947367291","3"
"Very high transfer dependency","2008","Not Employed","middle vocational","234","0.0702041635407363","0.0621296069201929","0.0782787201612798","3"
"Very high transfer dependency","2008","Not Employed","vocational + Abi","15","","","","3"
"Very high transfer dependency","2008","Employed","middle vocational","74","0.0133702056738245","0.0104327978470458","0.0163076135006032","3"
"Very high transfer dependency","2008","Employed","vocational + Abi","6","","","","3"
"Very high transfer dependency","2008","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2008","Employed","higher education","15","","","","3"
"Very high transfer dependency","2008","Not Employed","higher vocational","12","","","","3"
"Very high transfer dependency","2008","Not Employed","higher education","35","0.0647538635778308","0.0505982797643115","0.0789094473913502","3"
"Very high transfer dependency","2008","Employed","in school","","","","","3"
"Very high transfer dependency","2008","Employed","inadequately","4","","","","3"
"Very high transfer dependency","2008","Employed","general elemantary","31","0.0422227391184278","0.0284670619314255","0.05597841630543","3"
"Very low transfer dependency","2008","Not Employed","vocational + Abi","212","0.811794285486841","0.763912812061982","0.859675758911699","0"
"Very low transfer dependency","2008","Not Employed","higher vocational","419","0.89685037282267","0.868964527198133","0.924736218447207","0"
"Very low transfer dependency","2008","Not Employed","higher education","1076","0.892896147809398","0.8751078250261","0.910684470592695","0"
"Very low transfer dependency","2008","Employed","in school","60","0.871525212644758","0.790178436851608","0.952871988437908","0"
"Very low transfer dependency","2008","Not Employed","middle vocational","3338","0.853369730625836","0.842190191907944","0.864549269343727","0"
"Very low transfer dependency","2008","Employed","inadequately","50","0.593517684717826","0.47677456508618","0.710260804349471","0"
"Very low transfer dependency","2008","Employed","higher education","2916","0.945802075802499","0.937753801730026","0.953850349874971","0"
"Very low transfer dependency","2008","Not Employed","in school","425","0.843806356230473","0.81143002756247","0.876182684898476","0"
"Very low transfer dependency","2008","Not Employed","inadequately","63","0.576180530945532","0.485468392185817","0.666892669705247","0"
"Very low transfer dependency","2008","Not Employed","general elemantary","1018","0.799936962917304","0.77777760166156","0.822096324173049","0"
"Very low transfer dependency","2008","Employed","general elemantary","665","0.8043498251733","0.777214244560794","0.831485405785805","0"
"Very low transfer dependency","2008","Employed","middle vocational","5321","0.896030327089581","0.888224250932999","0.903836403246164","0"
"Very low transfer dependency","2008","Employed","vocational + Abi","776","0.946556494091444","0.931310150874603","0.961802837308285","0"
"Very low transfer dependency","2008","Employed","higher vocational","908","0.944192982013144","0.929641945269829","0.958744018756458","0"
"High transfer dependency","2009","Not Employed","vocational + Abi","9","","","","2"
"High transfer dependency","2009","Not Employed","higher vocational","6","","","","2"
"High transfer dependency","2009","Not Employed","higher education","11","","","","2"
"High transfer dependency","2009","Not Employed","middle vocational","53","0.0149749027716148","0.0109717919201378","0.0189780136230919","2"
"High transfer dependency","2009","Employed","in school","","","","","2"
"High transfer dependency","2009","Not Employed","inadequately","5","","","","2"
"High transfer dependency","2009","Not Employed","general elemantary","34","0.0313875599700218","0.0210364090411778","0.0417387108988658","2"
"High transfer dependency","2009","Employed","inadequately","7","","","","2"
"High transfer dependency","2009","Not Employed","in school","10","","","","2"
"High transfer dependency","2009","Employed","general elemantary","34","0.0431489475428173","0.0285972233328336","0.057700671752801","2"
"High transfer dependency","2009","Employed","middle vocational","109","0.0215420008559819","0.0177179386995314","0.0253660630124325","2"
"High transfer dependency","2009","Employed","higher education","19","","","","2"
"High transfer dependency","2009","Employed","vocational + Abi","9","","","","2"
"High transfer dependency","2009","Employed","higher vocational","12","","","","2"
"Low transfer dependency","2009","Not Employed","in school","33","0.120616782698643","0.0903232750634285","0.150910290333857","1"
"Low transfer dependency","2009","Not Employed","inadequately","15","","","","1"
"Low transfer dependency","2009","Not Employed","general elemantary","75","0.0739446920821646","0.0584098512773217","0.0894795328870075","1"
"Low transfer dependency","2009","Not Employed","middle vocational","199","0.0556637478294367","0.0481068854031044","0.0632206102557691","1"
"Low transfer dependency","2009","Not Employed","vocational + Abi","17","","","","1"
"Low transfer dependency","2009","Not Employed","higher vocational","17","","","","1"
"Low transfer dependency","2009","Not Employed","higher education","32","0.0387199014127657","0.0273292282464481","0.0501105745790834","1"
"Low transfer dependency","2009","Employed","in school","4","","","","1"
"Low transfer dependency","2009","Employed","inadequately","10","","","","1"
"Low transfer dependency","2009","Employed","general elemantary","83","0.0949628056282157","0.0739677434752523","0.115957867781179","1"
"Low transfer dependency","2009","Employed","middle vocational","315","0.0597137464286334","0.0534724036845284","0.0659550891727383","1"
"Low transfer dependency","2009","Employed","vocational + Abi","40","0.0353734331074006","0.0222145700771814","0.0485322961376198","1"
"Low transfer dependency","2009","Employed","higher vocational","31","0.0347180995686068","0.0228108838833532","0.0466253152538605","1"
"Low transfer dependency","2009","Employed","higher education","92","0.0483129394047247","0.040555420348467","0.0560704584609823","1"
"Very high transfer dependency","2009","Not Employed","in school","11","","","","3"
"Very high transfer dependency","2009","Not Employed","inadequately","20","","","","3"
"Very high transfer dependency","2009","Not Employed","general elemantary","70","0.0755080479919781","0.0598231018760125","0.0911929941079436","3"
"Very high transfer dependency","2009","Not Employed","middle vocational","182","0.062525907126163","0.0545459308384365","0.0705058834138895","3"
"Very high transfer dependency","2009","Not Employed","vocational + Abi","13","","","","3"
"Very high transfer dependency","2009","Not Employed","higher vocational","11","","","","3"
"Very high transfer dependency","2009","Not Employed","higher education","27","","","","3"
"Very high transfer dependency","2009","Employed","in school","","","","","3"
"Very high transfer dependency","2009","Employed","inadequately","5","","","","3"
"Very high transfer dependency","2009","Employed","general elemantary","29","","","","3"
"Very high transfer dependency","2009","Employed","middle vocational","74","0.0166997398839837","0.0133244680167544","0.020075011751213","3"
"Very high transfer dependency","2009","Employed","vocational + Abi","4","","","","3"
"Very high transfer dependency","2009","Employed","higher vocational","3","","","","3"
"Very high transfer dependency","2009","Employed","higher education","5","","","","3"
"Very low transfer dependency","2009","Not Employed","vocational + Abi","203","0.856731592638752","0.8125910146485","0.900872170629005","0"
"Very low transfer dependency","2009","Not Employed","higher vocational","390","0.887637084030382","0.857576709840837","0.917697458219927","0"
"Very low transfer dependency","2009","Not Employed","higher education","1032","0.908389149690537","0.891357107669564","0.925421191711511","0"
"Very low transfer dependency","2009","Employed","in school","57","0.940828686709341","0.881618824118545","1.00003854930014","0"
"Very low transfer dependency","2009","Not Employed","middle vocational","3102","0.866835442272786","0.855637077284244","0.878033807261327","0"
"Very low transfer dependency","2009","Employed","inadequately","48","0.674644862388678","0.564892086271958","0.784397638505398","0"
"Very low transfer dependency","2009","Employed","higher education","2819","0.942358933662568","0.933927174028704","0.950790693296433","0"
"Very low transfer dependency","2009","Not Employed","in school","390","0.809189157928425","0.7726395133896","0.845738802467249","0"
"Very low transfer dependency","2009","Employed","general elemantary","603","0.803342721502288","0.774877627250815","0.831807815753762","0"
"Very low transfer dependency","2009","Employed","middle vocational","5039","0.902044512831401","0.89421491962985","0.909874106032952","0"
"Very low transfer dependency","2009","Not Employed","inadequately","55","0.534648147559232","0.434345812150025","0.634950482968438","0"
"Very low transfer dependency","2009","Not Employed","general elemantary","911","0.819159699955835","0.796310724000723","0.842008675910948","0"
"Very low transfer dependency","2009","Employed","vocational + Abi","704","0.943701253152188","0.927281494051902","0.960121012252474","0"
