"transab_cat2","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2000","(2b) intermediate general qualification","Male","5","","",""
"Very high transfer dependency","2000","(2b) intermediate general qualification","Female","18","","",""
"Very high transfer dependency","2000","(2a) intermediate vocational","Male","39","0.0195634229165894","0.0140051985521866","0.0251216472809922"
"Very high transfer dependency","2000","(2a) intermediate vocational","Female","55","0.0172769739287377","0.0127150504106142","0.0218388974468611"
"Very high transfer dependency","2000","(2c_gen) general maturity certificate","Male","18","","",""
"Very high transfer dependency","2000","(2c_gen) general maturity certificate","Female","10","","",""
"Very high transfer dependency","2000","(2c_voc) vocational maturity certificate","Male","13","","",""
"Very high transfer dependency","2000","(2c_voc) vocational maturity certificate","Female","12","","",""
"Very high transfer dependency","2000","(3a) lower tertiary education","Male","8","","",""
"Very high transfer dependency","2000","(3a) lower tertiary education","Female","13","","",""
"Very high transfer dependency","2000","(3b) higher tertiary education","Male","18","","",""
"Very high transfer dependency","2000","(3b) higher tertiary education","Female","20","","",""
"Very low transfer dependency","2001","(0) in school","Male","228","0.878282620559572","0.838616358332292","0.917948882786853"
"Very low transfer dependency","2001","(0) in school","Female","241","0.869791373617132","0.830513229108273","0.90906951812599"
"Very low transfer dependency","2001","(1a) inadequately completed","Male","100","0.723154417942784","0.648771191654963","0.797537644230604"
"Very low transfer dependency","2001","(1a) inadequately completed","Female","136","0.751609912052212","0.688663325596822","0.814556498507601"
"Very low transfer dependency","2001","(1b) general elementary school","Male","621","0.854460243242945","0.829222285321923","0.879698201163966"
"Very low transfer dependency","2001","(1b) general elementary school","Female","1521","0.897139451033889","0.882799956042172","0.911478946025607"
"Very low transfer dependency","2001","(1c) basic vocational qualification","Male","3399","0.911587605390231","0.902542194290708","0.920633016489754"
"Very low transfer dependency","2001","(1c) basic vocational qualification","Female","2802","0.909397870013911","0.899343549459314","0.919452190568508"
"Very low transfer dependency","2001","(2b) intermediate general qualification","Male","221","0.804266429152379","0.756764272864604","0.851768585440153"
"Very low transfer dependency","2001","(2b) intermediate general qualification","Female","314","0.849194776533842","0.813541088688609","0.884848464379074"
"Very low transfer dependency","2001","(2a) intermediate vocational","Male","1943","0.89338832913859","0.880530137436663","0.906246520840518"
"Very low transfer dependency","2001","(2a) intermediate vocational","Female","2524","0.89800697118977","0.886954053251741","0.909059889127799"
"Very low transfer dependency","2001","(2c_gen) general maturity certificate","Male","296","0.84028593044491","0.802069873787359","0.87850198710246"
"Very low transfer dependency","2001","(2c_gen) general maturity certificate","Female","365","0.837707300635349","0.802856761153984","0.872557840116713"
"Very low transfer dependency","2001","(2c_voc) vocational maturity certificate","Male","615","0.915556453386483","0.894749340188462","0.936363566584505"
"Very low transfer dependency","2001","(2c_voc) vocational maturity certificate","Female","694","0.925848471961191","0.907232497598623","0.94446444632376"
"Very low transfer dependency","2001","(3a) lower tertiary education","Male","809","0.958152553354052","0.944785174067694","0.971519932640409"
"Very low transfer dependency","2001","(3a) lower tertiary education","Female","678","0.951779435112863","0.936228065905916","0.967330804319809"
"Very low transfer dependency","2001","(3b) higher tertiary education","Male","1082","0.947982168276414","0.935063243570653","0.960901092982176"
"Very low transfer dependency","2001","(3b) higher tertiary education","Female","762","0.920341742143531","0.901910237596309","0.938773246690753"
"Low transfer dependency","2001","(0) in school","Male","19","","",""
"Low transfer dependency","2001","(0) in school","Female","28","","",""
"Low transfer dependency","2001","(1a) inadequately completed","Male","21","","",""
"Low transfer dependency","2001","(1a) inadequately completed","Female","21","","",""
"Low transfer dependency","2001","(1b) general elementary school","Male","76","0.0750143772866563","0.0561623871111497","0.0938663674621628"
"Low transfer dependency","2001","(1b) general elementary school","Female","102","0.0483920494008421","0.0382623747055838","0.0585217240961003"
"Low transfer dependency","2001","(1c) basic vocational qualification","Male","215","0.0441988850801353","0.037650081710941","0.0507476884493296"
"Low transfer dependency","2001","(1c) basic vocational qualification","Female","174","0.0450566730354822","0.0377910156187264","0.052322330452238"
"Low transfer dependency","2001","(2b) intermediate general qualification","Male","36","0.131854643326405","0.0913481515046186","0.172361135148191"
"Low transfer dependency","2001","(2b) intermediate general qualification","Female","38","0.08095149763679","0.0537762025739427","0.108126792699637"
"Low transfer dependency","2001","(2a) intermediate vocational","Male","187","0.0681543112144474","0.0576546315167176","0.0786539909121771"
"Low transfer dependency","2001","(2a) intermediate vocational","Female","228","0.0607200452614051","0.0519980586132931","0.0694420319095171"
"Low transfer dependency","2001","(2c_gen) general maturity certificate","Male","33","0.0808654614569004","0.052425315825896","0.109305607087905"
"Low transfer dependency","2001","(2c_gen) general maturity certificate","Female","44","0.10351412772735","0.074721228211338","0.132307027243361"
"Low transfer dependency","2001","(2c_voc) vocational maturity certificate","Male","42","0.0395633426199341","0.0249763123055095","0.0541503729343587"
"Low transfer dependency","2001","(2c_voc) vocational maturity certificate","Female","45","0.0435397024687357","0.0290409056202635","0.0580384993172079"
"Low transfer dependency","2001","(3a) lower tertiary education","Male","37","0.0284496139288335","0.0173510877424427","0.0395481401152243"
"Low transfer dependency","2001","(3a) lower tertiary education","Female","36","0.0286869668213539","0.0165696559334833","0.0408042777092246"
"Low transfer dependency","2001","(3b) higher tertiary education","Male","34","0.0301756505736956","0.0202233147249647","0.0401279864224265"
"Low transfer dependency","2001","(3b) higher tertiary education","Female","37","0.0410032070615374","0.0275046198637389","0.054501794259336"
"High transfer dependency","2001","(0) in school","Male","10","","",""
"High transfer dependency","2001","(0) in school","Female","2","","",""
"High transfer dependency","2001","(1a) inadequately completed","Male","10","","",""
"High transfer dependency","2001","(1a) inadequately completed","Female","14","","",""
"High transfer dependency","2001","(1b) general elementary school","Male","19","","",""
"High transfer dependency","2001","(1b) general elementary school","Female","40","0.0203887115161798","0.0137175532908007","0.0270598697415589"
"High transfer dependency","2001","(1c) basic vocational qualification","Male","72","0.0163455206170347","0.0123054105870654","0.020385630647004"
"High transfer dependency","2001","(1c) basic vocational qualification","Female","69","0.0181171209957118","0.0134453559463903","0.0227888860450334"
"High transfer dependency","2001","(2b) intermediate general qualification","Male","5","","",""
"High transfer dependency","2001","(2b) intermediate general qualification","Female","15","","",""
"High transfer dependency","2001","(2a) intermediate vocational","Male","42","0.015711931829429","0.0105306968677709","0.0208931667910872"
"High transfer dependency","2001","(2a) intermediate vocational","Female","63","0.0182924283126505","0.0133982634094089","0.0231865932158921"
"High transfer dependency","2001","(2c_gen) general maturity certificate","Male","11","","",""
"High transfer dependency","2001","(2c_gen) general maturity certificate","Female","11","","",""
"High transfer dependency","2001","(2c_voc) vocational maturity certificate","Male","7","","",""
"High transfer dependency","2001","(2c_voc) vocational maturity certificate","Female","8","","",""
"High transfer dependency","2001","(3a) lower tertiary education","Male","10","","",""
"High transfer dependency","2001","(3a) lower tertiary education","Female","7","","",""
"High transfer dependency","2001","(3b) higher tertiary education","Male","7","","",""
"High transfer dependency","2001","(3b) higher tertiary education","Female","12","","",""
"Very high transfer dependency","2001","(0) in school","Male","4","","",""
"Very high transfer dependency","2001","(0) in school","Female","11","","",""
"Very high transfer dependency","2001","(1a) inadequately completed","Male","8","","",""
"Very high transfer dependency","2001","(1a) inadequately completed","Female","10","","",""
"Very high transfer dependency","2001","(1b) general elementary school","Male","34","0.0454796302591967","0.0305682267567315","0.0603910337616619"
"Very high transfer dependency","2001","(1b) general elementary school","Female","61","0.0340797880490887","0.0255153567543264","0.042644219343851"
"Very high transfer dependency","2001","(1c) basic vocational qualification","Male","98","0.0278679889125991","0.022623683644886","0.0331122941803122"
"Very high transfer dependency","2001","(1c) basic vocational qualification","Female","86","0.027428335954895","0.0217073999008752","0.0331492720089147"
"Very high transfer dependency","2001","(2b) intermediate general qualification","Male","6","","",""
"Very high transfer dependency","2001","(2b) intermediate general qualification","Female","20","","",""
"Very high transfer dependency","2001","(2a) intermediate vocational","Male","41","0.0227454278175332","0.0165337589751396","0.0289570966599268"
"Very high transfer dependency","2001","(2a) intermediate vocational","Female","65","0.0229805552361744","0.0175080812033256","0.0284530292690233"
"Very high transfer dependency","2001","(2c_gen) general maturity certificate","Male","13","","",""
"Very high transfer dependency","2001","(2c_gen) general maturity certificate","Female","10","","",""
"Very high transfer dependency","2001","(2c_voc) vocational maturity certificate","Male","22","","",""
"Very high transfer dependency","2001","(2c_voc) vocational maturity certificate","Female","14","","",""
"Very high transfer dependency","2001","(3a) lower tertiary education","Male","6","","",""
"Very high transfer dependency","2001","(3a) lower tertiary education","Female","8","","",""
"Very high transfer dependency","2001","(3b) higher tertiary education","Male","12","","",""
"Very high transfer dependency","2001","(3b) higher tertiary education","Female","18","","",""
"Very low transfer dependency","2002","(0) in school","Male","269","0.862388972590016","0.82334169923424","0.901436245945791"
"Very low transfer dependency","2002","(0) in school","Female","273","0.806016450601804","0.762280590609048","0.849752310594561"
"Very low transfer dependency","2002","(1a) inadequately completed","Male","88","0.703971540850308","0.623944387646507","0.78399869405411"
"Very low transfer dependency","2002","(1a) inadequately completed","Female","122","0.709295623922042","0.640218623296023","0.778372624548062"
"Very low transfer dependency","2002","(1b) general elementary school","Male","575","0.850823814486236","0.824164093447091","0.877483535525381"
"Very low transfer dependency","2002","(1b) general elementary school","Female","1381","0.880487575676436","0.864507612369454","0.896467538983419"
"Very low transfer dependency","2002","(1c) basic vocational qualification","Male","3242","0.906379044688102","0.896848826928299","0.915909262447905"
"Very low transfer dependency","2002","(1c) basic vocational qualification","Female","2757","0.913239221591792","0.903223221950889","0.923255221232695"
"Very low transfer dependency","2002","(2b) intermediate general qualification","Male","230","0.830443786707057","0.785685012573656","0.875202560840458"
"Very low transfer dependency","2002","(2b) intermediate general qualification","Female","320","0.820784108909682","0.78242352523162","0.859144692587744"
"Very low transfer dependency","2002","(2a) intermediate vocational","Male","2038","0.885682791488454","0.872616084877658","0.898749498099249"
"Very low transfer dependency","2002","(2a) intermediate vocational","Female","2695","0.876107188173763","0.864386032880596","0.887828343466929"
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","Male","369","0.824227587915074","0.788167636589958","0.860287539240191"
"Very low transfer dependency","2002","(2c_gen) general maturity certificate","Female","392","0.844253475964283","0.811007766817858","0.877499185110708"
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","Male","650","0.884140102903871","0.860745764922215","0.907534440885528"
"Very low transfer dependency","2002","(2c_voc) vocational maturity certificate","Female","793","0.901432905483842","0.881568630507759","0.921297180459924"
"Very low transfer dependency","2002","(3a) lower tertiary education","Male","942","0.960051808003708","0.947840406301425","0.972263209705992"
"Very low transfer dependency","2002","(3a) lower tertiary education","Female","747","0.925327091701872","0.90722475020596","0.943429433197785"
"Very low transfer dependency","2002","(3b) higher tertiary education","Male","1559","0.937848671120552","0.926073874329885","0.949623467911219"
"Very low transfer dependency","2002","(3b) higher tertiary education","Female","1093","0.923715276495688","0.908359739868235","0.93907081312314"
"Low transfer dependency","2002","(0) in school","Male","18","","",""
"Low transfer dependency","2002","(0) in school","Female","25","","",""
"Low transfer dependency","2002","(1a) inadequately completed","Male","21","","",""
"Low transfer dependency","2002","(1a) inadequately completed","Female","19","","",""
"Low transfer dependency","2002","(1b) general elementary school","Male","52","0.0584932471222805","0.0409321915076406","0.0760543027369204"
"Low transfer dependency","2002","(1b) general elementary school","Female","103","0.055821743390598","0.0445124276531779","0.0671310591280181"
"Low transfer dependency","2002","(1c) basic vocational qualification","Male","204","0.0514592682114513","0.0442312180593781","0.0586873183635246"
"Low transfer dependency","2002","(1c) basic vocational qualification","Female","145","0.0414311493122687","0.0343400192780797","0.0485222793464577"
"Low transfer dependency","2002","(2b) intermediate general qualification","Male","26","","",""
"Low transfer dependency","2002","(2b) intermediate general qualification","Female","28","","",""
"Low transfer dependency","2002","(2a) intermediate vocational","Male","150","0.0664937398996252","0.0562626893927765","0.076724790406474"
"Low transfer dependency","2002","(2a) intermediate vocational","Female","210","0.0726262268893767","0.0633932257506855","0.0818592280280679"
"Low transfer dependency","2002","(2c_gen) general maturity certificate","Male","33","0.0839030134888058","0.0576375110177649","0.110168515959847"
"Low transfer dependency","2002","(2c_gen) general maturity certificate","Female","43","0.0900009864521787","0.063762783529157","0.1162391893752"
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","Male","40","0.0544029456363775","0.0378243435183607","0.0709815477543943"
"Low transfer dependency","2002","(2c_voc) vocational maturity certificate","Female","47","0.0638867380792646","0.0475896657311072","0.080183810427422"
"Low transfer dependency","2002","(3a) lower tertiary education","Male","30","0.024468499989192","0.0148347817420807","0.0341022182363032"
"Low transfer dependency","2002","(3a) lower tertiary education","Female","47","0.0534752673620312","0.0379818204938463","0.0689687142302161"
"Low transfer dependency","2002","(3b) higher tertiary education","Male","39","0.040585258263098","0.0309614008853438","0.0502091156408522"
"Low transfer dependency","2002","(3b) higher tertiary education","Female","30","0.0347563097282535","0.0241610291475489","0.0453515903089581"
"High transfer dependency","2002","(0) in school","Male","9","","",""
"High transfer dependency","2002","(0) in school","Female","10","","",""
"High transfer dependency","2002","(1a) inadequately completed","Male","6","","",""
"High transfer dependency","2002","(1a) inadequately completed","Female","7","","",""
"High transfer dependency","2002","(1b) general elementary school","Male","25","","",""
"High transfer dependency","2002","(1b) general elementary school","Female","42","0.0283636163397858","0.0201857441423625","0.0365414885372092"
"High transfer dependency","2002","(1c) basic vocational qualification","Male","62","0.0182174624527235","0.0138421108860843","0.0225928140193626"
"High transfer dependency","2002","(1c) basic vocational qualification","Female","60","0.0213175554710223","0.0161779485803267","0.0264571623617179"
"High transfer dependency","2002","(2b) intermediate general qualification","Male","7","","",""
"High transfer dependency","2002","(2b) intermediate general qualification","Female","22","","",""
"High transfer dependency","2002","(2a) intermediate vocational","Male","48","0.022207007490615","0.0161558325182129","0.028258182463017"
"High transfer dependency","2002","(2a) intermediate vocational","Female","67","0.0260613811963211","0.0203933366983962","0.031729425694246"
"High transfer dependency","2002","(2c_gen) general maturity certificate","Male","14","","",""
"High transfer dependency","2002","(2c_gen) general maturity certificate","Female","15","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","Male","8","","",""
"High transfer dependency","2002","(2c_voc) vocational maturity certificate","Female","11","","",""
"High transfer dependency","2002","(3a) lower tertiary education","Male","7","","",""
"High transfer dependency","2002","(3a) lower tertiary education","Female","8","","",""
"High transfer dependency","2002","(3b) higher tertiary education","Male","6","","",""
"High transfer dependency","2002","(3b) higher tertiary education","Female","11","","",""
"Very high transfer dependency","2002","(0) in school","Male","3","","",""
"Very high transfer dependency","2002","(0) in school","Female","6","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","Male","10","","",""
"Very high transfer dependency","2002","(1a) inadequately completed","Female","18","","",""
"Very high transfer dependency","2002","(1b) general elementary school","Male","34","0.0523788920713934","0.0357071282194325","0.0690506559233543"
"Very high transfer dependency","2002","(1b) general elementary school","Female","57","0.0353270645931796","0.0262331377342388","0.0444209914521205"
"Very high transfer dependency","2002","(1c) basic vocational qualification","Male","81","0.0239442246477234","0.0189427385168094","0.0289457107786374"
"Very high transfer dependency","2002","(1c) basic vocational qualification","Female","72","0.0240120736249169","0.0185648229854075","0.0294593242644263"
"Very high transfer dependency","2002","(2b) intermediate general qualification","Male","7","","",""
"Very high transfer dependency","2002","(2b) intermediate general qualification","Female","14","","",""
"Very high transfer dependency","2002","(2a) intermediate vocational","Male","42","0.0256164611213064","0.0191286863202489","0.0321042359223638"
"Very high transfer dependency","2002","(2a) intermediate vocational","Female","63","0.0252052037405394","0.0196285914632972","0.0307818160177816"
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","Male","12","","",""
"Very high transfer dependency","2002","(2c_gen) general maturity certificate","Female","7","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","Male","21","","",""
"Very high transfer dependency","2002","(2c_voc) vocational maturity certificate","Female","14","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","Male","9","","",""
"Very high transfer dependency","2002","(3a) lower tertiary education","Female","8","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","Male","11","","",""
"Very high transfer dependency","2002","(3b) higher tertiary education","Female","14","","",""
"Very low transfer dependency","2003","(0) in school","Male","257","0.82688243036979","0.784140188406113","0.869624672333467"
"Very low transfer dependency","2003","(0) in school","Female","270","0.818273251396096","0.775484521094111","0.861061981698081"
"Very low transfer dependency","2003","(1a) inadequately completed","Male","82","0.682341510373926","0.598693476030933","0.765989544716919"
"Very low transfer dependency","2003","(1a) inadequately completed","Female","111","0.622837604361149","0.547737644430144","0.697937564292154"
"Very low transfer dependency","2003","(1b) general elementary school","Male","545","0.831537592489118","0.803091035214245","0.859984149763991"
"Very low transfer dependency","2003","(1b) general elementary school","Female","1273","0.86758993250483","0.850345500431017","0.884834364578643"
"Very low transfer dependency","2003","(1c) basic vocational qualification","Male","3066","0.902231359172545","0.89225847506913","0.912204243275959"
"Very low transfer dependency","2003","(1c) basic vocational qualification","Female","2623","0.906825999416886","0.896244838077526","0.917407160756246"
"Very low transfer dependency","2003","(2b) intermediate general qualification","Male","226","0.836821091839234","0.792161110507361","0.881481073171108"
"Very low transfer dependency","2003","(2b) intermediate general qualification","Female","291","0.787064090007715","0.74506584315928","0.82906233685615"
"Very low transfer dependency","2003","(2a) intermediate vocational","Male","1923","0.874231736752033","0.860347381465438","0.888116092038627"
"Very low transfer dependency","2003","(2a) intermediate vocational","Female","2567","0.873122396131104","0.861052254648587","0.885192537613621"
"Very low transfer dependency","2003","(2c_gen) general maturity certificate","Male","357","0.801211032910056","0.762580939194552","0.83984112662556"
"Very low transfer dependency","2003","(2c_gen) general maturity certificate","Female","375","0.843859495476716","0.810284359477351","0.877434631476082"
"Very low transfer dependency","2003","(2c_voc) vocational maturity certificate","Male","635","0.872479547756912","0.847822675892626","0.897136419621199"
"Very low transfer dependency","2003","(2c_voc) vocational maturity certificate","Female","785","0.909786038730034","0.890638834223727","0.928933243236341"
"Very low transfer dependency","2003","(3a) lower tertiary education","Male","886","0.95224998989999","0.938625649005744","0.965874330794236"
"Very low transfer dependency","2003","(3a) lower tertiary education","Female","711","0.910275673740897","0.890194001994092","0.930357345487703"
"Very low transfer dependency","2003","(3b) higher tertiary education","Male","1459","0.948695820611654","0.937593975421223","0.959797665802086"
"Very low transfer dependency","2003","(3b) higher tertiary education","Female","1059","0.932333918311542","0.917571178897821","0.947096657725263"
"Low transfer dependency","2003","(0) in school","Male","26","","",""
"Low transfer dependency","2003","(0) in school","Female","26","","",""
"Low transfer dependency","2003","(1a) inadequately completed","Male","14","","",""
"Low transfer dependency","2003","(1a) inadequately completed","Female","28","","",""
"Low transfer dependency","2003","(1b) general elementary school","Male","67","0.0859310609504498","0.0646299707695025","0.107232151131397"
"Low transfer dependency","2003","(1b) general elementary school","Female","106","0.0645131247503926","0.0520141604144248","0.0770120890863604"
"Low transfer dependency","2003","(1c) basic vocational qualification","Male","187","0.0479984601704893","0.0408206081239249","0.0551763122170538"
"Low transfer dependency","2003","(1c) basic vocational qualification","Female","149","0.0452330219061346","0.0376681691414226","0.0527978746708467"
"Low transfer dependency","2003","(2b) intermediate general qualification","Male","24","","",""
"Low transfer dependency","2003","(2b) intermediate general qualification","Female","36","0.0957278062463977","0.0655442574369065","0.125911355055889"
"Low transfer dependency","2003","(2a) intermediate vocational","Male","168","0.0757723377525229","0.0646915221725053","0.0868531533325405"
"Low transfer dependency","2003","(2a) intermediate vocational","Female","215","0.0694423736632913","0.0602237469928004","0.0786610003337822"
"Low transfer dependency","2003","(2c_gen) general maturity certificate","Male","27","","",""
"Low transfer dependency","2003","(2c_gen) general maturity certificate","Female","47","0.0788108464349414","0.0538883051352968","0.103733387734586"
"Low transfer dependency","2003","(2c_voc) vocational maturity certificate","Male","45","0.0738198448862618","0.0544910521861917","0.0931486375863319"
"Low transfer dependency","2003","(2c_voc) vocational maturity certificate","Female","49","0.064540977175329","0.048118864870598","0.08096308948006"
"Low transfer dependency","2003","(3a) lower tertiary education","Male","38","0.0299933119697892","0.019095160090993","0.0408914638485854"
"Low transfer dependency","2003","(3a) lower tertiary education","Female","45","0.0599771697298703","0.0432923900130208","0.0766619494467198"
"Low transfer dependency","2003","(3b) higher tertiary education","Male","43","0.028406952640109","0.0200468843810615","0.0367670208991566"
"Low transfer dependency","2003","(3b) higher tertiary education","Female","32","0.0352796059159035","0.0244363854046102","0.0461228264271969"
"High transfer dependency","2003","(0) in school","Male","11","","",""
"High transfer dependency","2003","(0) in school","Female","5","","",""
"High transfer dependency","2003","(1a) inadequately completed","Male","11","","",""
"High transfer dependency","2003","(1a) inadequately completed","Female","7","","",""
"High transfer dependency","2003","(1b) general elementary school","Male","21","","",""
"High transfer dependency","2003","(1b) general elementary school","Female","42","0.0214143420307992","0.0140491693890735","0.0287795146725249"
"High transfer dependency","2003","(1c) basic vocational qualification","Male","66","0.0175258731209728","0.0131196912731825","0.0219320549687631"
"High transfer dependency","2003","(1c) basic vocational qualification","Female","53","0.0180317876500882","0.0131879219872755","0.022875653312901"
"High transfer dependency","2003","(2b) intermediate general qualification","Male","7","","",""
"High transfer dependency","2003","(2b) intermediate general qualification","Female","20","","",""
"High transfer dependency","2003","(2a) intermediate vocational","Male","47","0.0198322516446104","0.0139942647115135","0.0256702385777074"
"High transfer dependency","2003","(2a) intermediate vocational","Female","57","0.0247810567261099","0.0191434693266179","0.0304186441256018"
"High transfer dependency","2003","(2c_gen) general maturity certificate","Male","14","","",""
"High transfer dependency","2003","(2c_gen) general maturity certificate","Female","17","","",""
"High transfer dependency","2003","(2c_voc) vocational maturity certificate","Male","10","","",""
"High transfer dependency","2003","(2c_voc) vocational maturity certificate","Female","8","","",""
"High transfer dependency","2003","(3a) lower tertiary education","Male","5","","",""
"High transfer dependency","2003","(3a) lower tertiary education","Female","14","","",""
"High transfer dependency","2003","(3b) higher tertiary education","Male","3","","",""
"High transfer dependency","2003","(3b) higher tertiary education","Female","4","","",""
"Very high transfer dependency","2003","(0) in school","Male","7","","",""
"Very high transfer dependency","2003","(0) in school","Female","11","","",""
"Very high transfer dependency","2003","(1a) inadequately completed","Male","12","","",""
"Very high transfer dependency","2003","(1a) inadequately completed","Female","14","","",""
"Very high transfer dependency","2003","(1b) general elementary school","Male","32","0.0563384471265386","0.0388138583802607","0.0738630358728164"
"Very high transfer dependency","2003","(1b) general elementary school","Female","63","0.0464826007139784","0.0357713382513865","0.0571938631765704"
"Very high transfer dependency","2003","(1c) basic vocational qualification","Male","88","0.0322443075359932","0.0263127135134601","0.0381759015585264"
"Very high transfer dependency","2003","(1c) basic vocational qualification","Female","74","0.0299091910268911","0.0237086082223391","0.0361097738314431"
"Very high transfer dependency","2003","(2b) intermediate general qualification","Male","6","","",""
"Very high transfer dependency","2003","(2b) intermediate general qualification","Female","18","","",""
"Very high transfer dependency","2003","(2a) intermediate vocational","Male","53","0.0301636738508341","0.0230019389043418","0.0373254087973264"
"Very high transfer dependency","2003","(2a) intermediate vocational","Female","82","0.0326541734794952","0.0262088823115782","0.0390994646474123"
"Very high transfer dependency","2003","(2c_gen) general maturity certificate","Male","12","","",""
"Very high transfer dependency","2003","(2c_gen) general maturity certificate","Female","10","","",""
"Very high transfer dependency","2003","(2c_voc) vocational maturity certificate","Male","13","","",""
"Very high transfer dependency","2003","(2c_voc) vocational maturity certificate","Female","18","","",""
"Very high transfer dependency","2003","(3a) lower tertiary education","Male","12","","",""
"Very high transfer dependency","2003","(3a) lower tertiary education","Female","8","","",""
"Very high transfer dependency","2003","(3b) higher tertiary education","Male","12","","",""
"Very high transfer dependency","2003","(3b) higher tertiary education","Female","17","","",""
"Very low transfer dependency","2004","(0) in school","Male","263","0.84785893373008","0.807617596323686","0.888100271136474"
"Very low transfer dependency","2004","(0) in school","Female","282","0.787213944786635","0.742921552248706","0.831506337324563"
"Very low transfer dependency","2004","(1a) inadequately completed","Male","89","0.845291108483307","0.777711987888792","0.912870229077822"
"Very low transfer dependency","2004","(1a) inadequately completed","Female","111","0.706273709204109","0.633866096721627","0.778681321686591"
"Very low transfer dependency","2004","(1b) general elementary school","Male","492","0.788018626913342","0.755690466116948","0.820346787709736"
"Very low transfer dependency","2004","(1b) general elementary school","Female","1189","0.848076153747246","0.829287118394106","0.866865189100385"
"Very low transfer dependency","2004","(1c) basic vocational qualification","Male","2912","0.887089127106763","0.876240066351695","0.897938187861831"
"Very low transfer dependency","2004","(1c) basic vocational qualification","Female","2519","0.909184736501598","0.898501340925784","0.919868132077413"
"Very low transfer dependency","2004","(2b) intermediate general qualification","Male","199","0.839546955714287","0.793015609564727","0.886078301863846"
"Very low transfer dependency","2004","(2b) intermediate general qualification","Female","288","0.7842967050946","0.74204288450253","0.826550525686671"
"Very low transfer dependency","2004","(2a) intermediate vocational","Male","1865","0.880860950900874","0.867103466375584","0.894618435426163"
"Very low transfer dependency","2004","(2a) intermediate vocational","Female","2481","0.869895680607043","0.85752939974483","0.882261961469255"
"Very low transfer dependency","2004","(2c_gen) general maturity certificate","Male","340","0.801564228816116","0.762283490365597","0.840844967266636"
"Very low transfer dependency","2004","(2c_gen) general maturity certificate","Female","374","0.805626117165162","0.7689827978065","0.842269436523825"
"Very low transfer dependency","2004","(2c_voc) vocational maturity certificate","Male","627","0.877927425407354","0.853658649958475","0.902196200856233"
"Very low transfer dependency","2004","(2c_voc) vocational maturity certificate","Female","790","0.91512799128632","0.896534289838178","0.933721692734461"
"Very low transfer dependency","2004","(3a) lower tertiary education","Male","872","0.947736871689578","0.933363459988376","0.962110283390781"
"Very low transfer dependency","2004","(3a) lower tertiary education","Female","722","0.90923265891982","0.889136383096993","0.929328934742646"
"Very low transfer dependency","2004","(3b) higher tertiary education","Male","1441","0.938857577386344","0.926740878820234","0.950974275952454"
"Very low transfer dependency","2004","(3b) higher tertiary education","Female","1028","0.904756800619863","0.887337984618251","0.922175616621476"
"Low transfer dependency","2004","(0) in school","Male","26","","",""
"Low transfer dependency","2004","(0) in school","Female","24","","",""
"Low transfer dependency","2004","(1a) inadequately completed","Male","9","","",""
"Low transfer dependency","2004","(1a) inadequately completed","Female","22","","",""
"Low transfer dependency","2004","(1b) general elementary school","Male","55","0.0860955024792203","0.0639081978989745","0.108282807059466"
"Low transfer dependency","2004","(1b) general elementary school","Female","107","0.0758482681223451","0.0619896936656634","0.0897068425790268"
"Low transfer dependency","2004","(1c) basic vocational qualification","Male","207","0.061700070786068","0.0534519634559919","0.069948178116144"
"Low transfer dependency","2004","(1c) basic vocational qualification","Female","128","0.0401934219312634","0.0328908949592687","0.0474959489032582"
"Low transfer dependency","2004","(2b) intermediate general qualification","Male","21","","",""
"Low transfer dependency","2004","(2b) intermediate general qualification","Female","46","0.119730132513098","0.0863792716406023","0.153080993385593"
"Low transfer dependency","2004","(2a) intermediate vocational","Male","148","0.0517702415283014","0.0423609878987681","0.0611794951578348"
"Low transfer dependency","2004","(2a) intermediate vocational","Female","224","0.0773535223630947","0.0675333893016009","0.0871736554245885"
"Low transfer dependency","2004","(2c_gen) general maturity certificate","Male","40","0.139540814099457","0.105412387881205","0.17366924031771"
"Low transfer dependency","2004","(2c_gen) general maturity certificate","Female","48","0.105077563836698","0.0766815891860729","0.133473538487324"
"Low transfer dependency","2004","(2c_voc) vocational maturity certificate","Male","46","0.0759065411793232","0.0562726195819114","0.095540462776735"
"Low transfer dependency","2004","(2c_voc) vocational maturity certificate","Female","43","0.0471318961249575","0.0329929661382033","0.0612708261117117"
"Low transfer dependency","2004","(3a) lower tertiary education","Male","27","","",""
"Low transfer dependency","2004","(3a) lower tertiary education","Female","42","0.0568510573179374","0.0406526365176888","0.0730494781181861"
"Low transfer dependency","2004","(3b) higher tertiary education","Male","41","0.0346789975364127","0.0254260037670186","0.0439319913058069"
"Low transfer dependency","2004","(3b) higher tertiary education","Female","39","0.0564878550247992","0.0427889137137737","0.0701867963358247"
