"transab_cat2","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2008","35-65 y.","Employed","352","0.0456151997931332","0.0411593428584584","0.0500710567278081","1"
"Low transfer dependency","2008","35-65 y.","Not Employed","182","0.0763278305367125","0.0652677148086706","0.0873879462647545","1"
"Low transfer dependency","2008","66 and older","Employed","4","","","","1"
"Low transfer dependency","2008","66 and older","Not Employed","92","0.026371229702697","0.0214429711259423","0.0312994882794517","1"
"Very high transfer dependency","2008","16-34 y.","Employed","65","0.0185210494482723","0.0138052366414731","0.0232368622550715","3"
"Very high transfer dependency","2008","16-34 y.","Not Employed","173","0.163097224782814","0.143961832419903","0.182232617145725","3"
"Very high transfer dependency","2008","35-65 y.","Employed","80","0.0129490244331381","0.0105346589873775","0.0153633898788988","3"
"Very high transfer dependency","2008","35-65 y.","Not Employed","288","0.172883427066338","0.157132021070796","0.188634833061879","3"
"Very high transfer dependency","2008","66 and older","Not Employed","8","","","","3"
"Very high transfer dependency","2008","66 and older","Employed","","","","","3"
"Very low transfer dependency","2008","16-34 y.","Not Employed","1049","0.661788893490647","0.637285273322286","0.686292513659008","0"
"Very low transfer dependency","2008","16-34 y.","Employed","2689","0.849191260956202","0.836674288993875","0.861708232918528","0"
"Very low transfer dependency","2008","35-65 y.","Not Employed","1655","0.707646353044307","0.68870017225863","0.726592533829984","0"
"Very low transfer dependency","2008","35-65 y.","Employed","7871","0.920867155137577","0.915102257878487","0.926632052396668","0"
"Very low transfer dependency","2008","66 and older","Not Employed","3942","0.962614747066817","0.956780188370538","0.968449305763096","0"
"Very low transfer dependency","2008","66 and older","Employed","283","0.983201152796121","0.968332621470979","0.998069684121263","0"
"High transfer dependency","2009","16-34 y.","Not Employed","54","0.0483545064832218","0.036528703775594","0.0601803091908496","2"
"High transfer dependency","2009","16-34 y.","Employed","89","0.025706462995507","0.0199975163012276","0.0314154096897864","2"
"High transfer dependency","2009","35-65 y.","Employed","110","0.0178919247015546","0.0149760197596595","0.0208078296434497","2"
"High transfer dependency","2009","35-65 y.","Not Employed","72","0.041598486711388","0.0326626278431788","0.0505343455795972","2"
"High transfer dependency","2009","66 and older","Not Employed","14","","","","2"
"High transfer dependency","2009","66 and older","Employed","","","","","2"
"Low transfer dependency","2009","16-34 y.","Not Employed","144","0.144328879565489","0.124955534613347","0.16370222451763","1"
"Low transfer dependency","2009","16-34 y.","Employed","235","0.0813626159309215","0.0715004018937533","0.0912248299680898","1"
"Low transfer dependency","2009","35-65 y.","Employed","357","0.0509571885022334","0.0461198016352375","0.0557945753692293","1"
"Low transfer dependency","2009","35-65 y.","Not Employed","167","0.0940389102090089","0.0809762281578368","0.107101592260181","1"
"Low transfer dependency","2009","66 and older","Not Employed","98","0.0283225398764841","0.0231107267186479","0.0335343530343203","1"
"Low transfer dependency","2009","66 and older","Employed","1","","","","1"
"Very high transfer dependency","2009","16-34 y.","Not Employed","138","0.146436669322753","0.126946422010246","0.16592691663526","3"
"Very high transfer dependency","2009","16-34 y.","Employed","61","0.0259812672436875","0.0202426965745911","0.0317198379127838","3"
"Very high transfer dependency","2009","35-65 y.","Not Employed","211","0.141664873668058","0.126059171225457","0.157270576110659","3"
"Very high transfer dependency","2009","35-65 y.","Employed","67","0.0110128555636515","0.00871718013994827","0.0133085309873548","3"
"Very high transfer dependency","2009","66 and older","Not Employed","9","","","","3"
"Very high transfer dependency","2009","66 and older","Employed","","","","","3"
"Very low transfer dependency","2009","16-34 y.","Not Employed","928","0.660879944628536","0.634781623077208","0.686978266179865","0"
"Very low transfer dependency","2009","16-34 y.","Employed","2567","0.866949653829884","0.854697996042238","0.87920131161753","0"
"Very low transfer dependency","2009","35-65 y.","Not Employed","1468","0.722697729411545","0.702663213758634","0.742732245064457","0"
"Very low transfer dependency","2009","35-65 y.","Employed","7405","0.92013803123256","0.914175074104961","0.92610098836016","0"
"Very low transfer dependency","2009","66 and older","Employed","314","0.997930551496345","0.992912093593993","1.0029490093987","0"
"Very low transfer dependency","2009","66 and older","Not Employed","3771","0.961841784917839","0.95582301805764","0.967860551778038","0"
"High transfer dependency","2010","16-34 y.","Not Employed","218","0.0760999714070592","0.0654292081242674","0.086770734689851","2"
"High transfer dependency","2010","16-34 y.","Employed","228","0.0365625537409119","0.0310549586853537","0.0420701487964702","2"
"High transfer dependency","2010","35-65 y.","Not Employed","174","0.0477059230848317","0.0394846009500801","0.0559272452195833","2"
"High transfer dependency","2010","35-65 y.","Employed","309","0.0204013003495379","0.0177201850590359","0.0230824156400398","2"
"High transfer dependency","2010","66 and older","Employed","","","","","2"
"High transfer dependency","2010","66 and older","Not Employed","16","","","","2"
"Low transfer dependency","2010","16-34 y.","Not Employed","380","0.116192233734145","0.10329613926482","0.12908832820347","1"
"Low transfer dependency","2010","16-34 y.","Employed","540","0.0785190396851871","0.0706256662052014","0.0864124131651728","1"
"Low transfer dependency","2010","35-65 y.","Employed","864","0.0493896778037027","0.0452802455611925","0.0534991100462129","1"
"Low transfer dependency","2010","35-65 y.","Not Employed","328","0.119098879815174","0.106605285733748","0.1315924738966","1"
"Low transfer dependency","2010","66 and older","Employed","3","","","","1"
"Low transfer dependency","2010","66 and older","Not Employed","88","0.026919596205605","0.0217484166735435","0.0320907757376665","1"
"Very high transfer dependency","2010","16-34 y.","Not Employed","511","0.179298668984635","0.163861350988536","0.194735986980733","3"
"Very high transfer dependency","2010","16-34 y.","Employed","139","0.0228015545188334","0.0184212370128355","0.0271818720248313","3"
"Very high transfer dependency","2010","35-65 y.","Not Employed","452","0.161105186225431","0.146925112546154","0.175285259904708","3"
"Very high transfer dependency","2010","35-65 y.","Employed","151","0.014549218116673","0.0122783089611346","0.0168201272722114","3"
"Very high transfer dependency","2010","66 and older","Not Employed","7","","","","3"
"Very high transfer dependency","2010","66 and older","Employed","","","","","3"
"Very low transfer dependency","2010","16-34 y.","Not Employed","1263","0.628409125874161","0.608962488756665","0.647855762991656","0"
"Very low transfer dependency","2010","16-34 y.","Employed","3554","0.862116852055068","0.851999411959823","0.872234292150312","0"
"Very low transfer dependency","2010","35-65 y.","Not Employed","1628","0.672090010874563","0.653982405726461","0.690197616022666","0"
"Very low transfer dependency","2010","35-65 y.","Employed","9356","0.915659803730086","0.910389364099199","0.920930243360974","0"
"Very low transfer dependency","2010","66 and older","Not Employed","3652","0.963955400643986","0.957999745347106","0.969911055940867","0"
"Very low transfer dependency","2010","66 and older","Employed","304","0.991911882214172","0.981892540625022","1.00193122380332","0"
"High transfer dependency","2011","16-34 y.","Not Employed","249","0.0922034843160521","0.0810914001203454","0.103315568511759","2"
"High transfer dependency","2011","16-34 y.","Employed","281","0.0422892121165794","0.0364986451640454","0.0480797790691134","2"
"High transfer dependency","2011","35-65 y.","Employed","406","0.0244595877746318","0.0218150873535166","0.027104088195747","2"
"High transfer dependency","2011","35-65 y.","Not Employed","225","0.0623586219700108","0.0539357679720021","0.0707814759680195","2"
"High transfer dependency","2011","66 and older","Not Employed","45","0.0122960813174415","0.00918234355706611","0.0154098190778168","2"
"High transfer dependency","2011","66 and older","Employed","1","","","","2"
"Low transfer dependency","2011","16-34 y.","Not Employed","412","0.106687983575353","0.0948306526008596","0.118545314549847","1"
"Low transfer dependency","2011","16-34 y.","Employed","651","0.0887906151215352","0.0806063116386409","0.0969749186044295","1"
"Low transfer dependency","2011","35-65 y.","Employed","1100","0.0481404422835651","0.0444757465985307","0.0518051379685995","1"
"Low transfer dependency","2011","35-65 y.","Not Employed","381","0.0911546646266818","0.0811286790428311","0.101180650210533","1"
"Low transfer dependency","2011","66 and older","Not Employed","108","0.0261737419017974","0.0216628862505666","0.0306845975530282","1"
"Low transfer dependency","2011","66 and older","Employed","8","","","","1"
"Very high transfer dependency","2011","16-34 y.","Not Employed","523","0.17588891258895","0.161265803778647","0.190512021399253","3"
"Very high transfer dependency","2011","16-34 y.","Employed","136","0.0165784435533225","0.0129045138688147","0.0202523732378303","3"
"Very high transfer dependency","2011","35-65 y.","Not Employed","590","0.17315089574435","0.159970812987365","0.186330978501335","3"
"Very high transfer dependency","2011","35-65 y.","Employed","184","0.0101154245477153","0.00840233219132741","0.0118285169041031","3"
"Very high transfer dependency","2011","66 and older","Not Employed","12","","","","3"
"Very high transfer dependency","2011","66 and older","Employed","","","","","3"
"Very low transfer dependency","2011","16-34 y.","Not Employed","1420","0.625219619519644","0.606627353534904","0.643811885504385","0"
"Very low transfer dependency","2011","35-65 y.","Not Employed","1970","0.673335817658957","0.656999308771609","0.689672326546306","0"
"Very low transfer dependency","2011","16-34 y.","Employed","3572","0.852341729208563","0.842134100481548","0.862549357935578","0"
"Very low transfer dependency","2011","35-65 y.","Employed","11417","0.917284545394088","0.912568892721187","0.922000198066988","0"
"Very low transfer dependency","2011","66 and older","Not Employed","4647","0.956115477899752","0.95032790942031","0.961903046379194","0"
"Very low transfer dependency","2011","66 and older","Employed","377","0.977043164576858","0.96210258914754","0.991983740006175","0"
"High transfer dependency","2012","16-34 y.","Not Employed","227","0.0834235747001302","0.0723305336363674","0.094516615763893","2"
"High transfer dependency","2012","16-34 y.","Employed","262","0.0391914300585636","0.0334784566238896","0.0449044034932376","2"
"High transfer dependency","2012","35-65 y.","Not Employed","224","0.0663838412705173","0.0575573766355568","0.0752103059054778","2"
"High transfer dependency","2012","35-65 y.","Employed","359","0.0176570539630332","0.0153889988901988","0.0199251090358677","2"
"High transfer dependency","2012","66 and older","Employed","2","","","","2"
"High transfer dependency","2012","66 and older","Not Employed","44","0.0159393656524181","0.0124084597841321","0.0194702715207041","2"
"Low transfer dependency","2012","16-34 y.","Not Employed","343","0.113014488531431","0.100313216830333","0.12571576023253","1"
"Low transfer dependency","2012","16-34 y.","Employed","494","0.07856605273611","0.0706447285690786","0.0864873769031414","1"
"Low transfer dependency","2012","35-65 y.","Employed","939","0.0471118813275419","0.0434630894886385","0.0507606731664453","1"
"Low transfer dependency","2012","35-65 y.","Not Employed","346","0.0925144614551846","0.0822414899123721","0.102787432997997","1"
"Low transfer dependency","2012","66 and older","Employed","7","","","","1"
"Low transfer dependency","2012","66 and older","Not Employed","98","0.0188855678366621","0.0150479250346878","0.0227232106386363","1"
"Very high transfer dependency","2012","16-34 y.","Not Employed","422","0.155427119657918","0.14089249413492","0.169961745180917","3"
"Very high transfer dependency","2012","16-34 y.","Employed","112","0.0148541514914031","0.0112927379528352","0.0184155650299709","3"
"Very high transfer dependency","2012","35-65 y.","Not Employed","527","0.165457677233697","0.152283028012757","0.178632326454638","3"
"Very high transfer dependency","2012","35-65 y.","Employed","193","0.0121703475036171","0.0102821151833933","0.0140585798238408","3"
"Very high transfer dependency","2012","66 and older","Not Employed","12","","","","3"
"Very high transfer dependency","2012","66 and older","Employed","","","","","3"
"Very low transfer dependency","2012","16-34 y.","Not Employed","1395","0.64813481711052","0.628977146354152","0.667292487866888","0"
"Very low transfer dependency","2012","35-65 y.","Not Employed","1959","0.675644020040601","0.659046571175963","0.692241468905238","0"
"Very low transfer dependency","2012","35-65 y.","Employed","11462","0.923060717205808","0.918471357380207","0.927650077031409","0"
"Very low transfer dependency","2012","16-34 y.","Employed","3564","0.867388365713923","0.8574034173082","0.877373314119647","0"
"Very low transfer dependency","2012","66 and older","Not Employed","4679","0.961200397872484","0.955755869059702","0.966644926685266","0"
"Very low transfer dependency","2012","66 and older","Employed","408","0.978463058642871","0.964530069677377","0.992396047608366","0"
"High transfer dependency","2013","16-34 y.","Not Employed","396","0.0769563568711208","0.068954795581489","0.0849579181607527","2"
"High transfer dependency","2013","16-34 y.","Employed","202","0.0325751158147729","0.0271132166141642","0.0380370150153816","2"
"High transfer dependency","2013","35-65 y.","Not Employed","401","0.0624885633914447","0.0559882234761668","0.0689889033067225","2"
"High transfer dependency","2013","35-65 y.","Employed","343","0.0177228999634946","0.0153898328161057","0.0200559671108835","2"
"High transfer dependency","2013","66 and older","Not Employed","35","0.00700510030486681","0.00461202474261385","0.00939817586711977","2"
"High transfer dependency","2013","66 and older","Employed","3","","","","2"
"Low transfer dependency","2013","16-34 y.","Not Employed","541","0.109791343778144","0.100405543142085","0.119177144414203","1"
"Low transfer dependency","2013","16-34 y.","Employed","441","0.0773082207475856","0.0690908433278349","0.0855255981673363","1"
"Low transfer dependency","2013","35-65 y.","Employed","790","0.041932381249384","0.038388201993174","0.0454765605055939","1"
"Low transfer dependency","2013","35-65 y.","Not Employed","583","0.102449706323258","0.0943058094494805","0.110593603197035","1"
"Low transfer dependency","2013","66 and older","Not Employed","118","0.0229464988630748","0.0186502135782784","0.0272427841478711","1"
"Low transfer dependency","2013","66 and older","Employed","4","","","","1"
"Very high transfer dependency","2013","16-34 y.","Not Employed","565","0.129513570807151","0.119433118725761","0.13959402288854","3"
"Very high transfer dependency","2013","16-34 y.","Employed","110","0.0163425022012658","0.0124415260157016","0.0202434783868301","3"
"Very high transfer dependency","2013","35-65 y.","Not Employed","767","0.156472112824895","0.146715126284451","0.16622909936534","3"
"Very high transfer dependency","2013","35-65 y.","Employed","178","0.00949676088596893","0.00778178294919299","0.0112117388227449","3"
"Very high transfer dependency","2013","66 and older","Not Employed","27","","","","3"
"Very high transfer dependency","2013","66 and older","Employed","1","","","","3"
"Very low transfer dependency","2013","16-34 y.","Not Employed","2760","0.683738728543584","0.669777955573988","0.697699501513181","0"
"Very low transfer dependency","2013","35-65 y.","Not Employed","3575","0.678589617460402","0.666047205359618","0.691132029561187","0"
"Very low transfer dependency","2013","16-34 y.","Employed","3305","0.873774161236376","0.863556163521649","0.883992158951103","0"
"Very low transfer dependency","2013","35-65 y.","Employed","10975","0.930847957901153","0.926361695049101","0.935334220753204","0"
"Very low transfer dependency","2013","66 and older","Not Employed","4486","0.964979020934985","0.959704308337406","0.970253733532563","0"
"Very low transfer dependency","2013","66 and older","Employed","428","0.976662476895557","0.962491347024902","0.990833606766212","0"
"High transfer dependency","2014","16-34 y.","Not Employed","253","0.0853697721968112","0.0744337555814337","0.0963057888121887","2"
"High transfer dependency","2014","16-34 y.","Employed","259","0.0429132083124284","0.0370381303487154","0.0487882862761414","2"
"High transfer dependency","2014","35-65 y.","Employed","342","0.01877529546341","0.0164065602284534","0.0211440306983666","2"
"High transfer dependency","2014","35-65 y.","Not Employed","243","0.0678614358541423","0.0586390193714433","0.0770838523368413","2"
"High transfer dependency","2014","66 and older","Employed","4","","","","2"
"High transfer dependency","2014","66 and older","Not Employed","36","0.00902351297282329","0.00626523067471773","0.0117817952709288","2"
"Low transfer dependency","2014","16-34 y.","Not Employed","354","0.118468677883317","0.105821169678329","0.131116186088305","1"
"Low transfer dependency","2014","16-34 y.","Employed","516","0.091901937190154","0.0835271999857861","0.100276674394522","1"
"Low transfer dependency","2014","35-65 y.","Employed","838","0.0459940155498188","0.0423383613597555","0.0496496697398822","1"
"Low transfer dependency","2014","35-65 y.","Not Employed","367","0.107828209544557","0.0964549902959992","0.119201428793115","1"
"Low transfer dependency","2014","66 and older","Employed","9","","","","1"
"Low transfer dependency","2014","66 and older","Not Employed","99","0.0192824811234505","0.0152712966292257","0.0232936656176754","1"
"Very high transfer dependency","2014","16-34 y.","Not Employed","417","0.177253670676125","0.162308016795462","0.192199324556788","3"
"Very high transfer dependency","2014","16-34 y.","Employed","133","0.0224020219701565","0.0181119336104902","0.0266921103298229","3"
"Very high transfer dependency","2014","35-65 y.","Not Employed","590","0.203787517616595","0.189016981758936","0.218558053474255","3"
"Very high transfer dependency","2014","35-65 y.","Employed","202","0.0102430769062411","0.00848588827818286","0.0120002655342993","3"
"Very high transfer dependency","2014","66 and older","Not Employed","28","","","","3"
"Very high transfer dependency","2014","66 and older","Employed","2","","","","3"
"Very low transfer dependency","2014","16-34 y.","Not Employed","1484","0.618907879243747","0.599900934349144","0.63791482413835","0"
"Very low transfer dependency","2014","35-65 y.","Not Employed","1657","0.620522836984705","0.602729201967468","0.638316472001943","0"
"Very low transfer dependency","2014","35-65 y.","Employed","11231","0.92498761208053","0.920390624326516","0.929584599834544","0"
"Very low transfer dependency","2014","16-34 y.","Employed","3663","0.842782832527261","0.832230455389172","0.85333520966535","0"
"Very low transfer dependency","2014","66 and older","Not Employed","4352","0.967308144868357","0.96212108310953","0.972495206627184","0"
"Very low transfer dependency","2014","66 and older","Employed","463","0.967703333182497","0.951854981027215","0.98355168533778","0"
"High transfer dependency","2015","16-34 y.","Not Employed","257","0.0737392626504685","0.0645200082495453","0.0829585170513916","2"
"High transfer dependency","2015","16-34 y.","Employed","247","0.0459644475470563","0.0395584788494329","0.0523704162446797","2"
"High transfer dependency","2015","35-65 y.","Employed","276","0.0171737904337876","0.0148407235300462","0.0195068573375291","2"
"High transfer dependency","2015","35-65 y.","Not Employed","250","0.0616131547280831","0.0533157249027367","0.0699105845534296","2"
"High transfer dependency","2015","66 and older","Not Employed","31","0.00718606530382213","0.00470102204092577","0.0096711085667185","2"
"High transfer dependency","2015","66 and older","Employed","5","","","","2"
"Low transfer dependency","2015","16-34 y.","Not Employed","364","0.101747857780282","0.0910833321033634","0.112412383457201","1"
"Low transfer dependency","2015","16-34 y.","Employed","385","0.0690076536532914","0.06125387862226","0.0767614286843228","1"
"Low transfer dependency","2015","35-65 y.","Not Employed","382","0.113373767167713","0.102433133245018","0.124314401090409","1"
"Low transfer dependency","2015","35-65 y.","Employed","684","0.0431394015435445","0.0394908780890799","0.046787924998009","1"
"Low transfer dependency","2015","66 and older","Not Employed","105","0.021362418312454","0.0171084858126284","0.0256163508122796","1"
"Low transfer dependency","2015","66 and older","Employed","7","","","","1"
"Very high transfer dependency","2015","16-34 y.","Not Employed","521","0.170862526252049","0.157585021672143","0.184140030831955","3"
"Very high transfer dependency","2015","16-34 y.","Employed","100","0.0179427398885509","0.0138820081842582","0.0220034715928436","3"
"Very high transfer dependency","2015","35-65 y.","Not Employed","668","0.20825087862545","0.194238781927307","0.222262975323593","3"
"Very high transfer dependency","2015","35-65 y.","Employed","152","0.0118919200550791","0.00994528757943852","0.0138385525307197","3"
"Very high transfer dependency","2015","66 and older","Not Employed","34","0.00536607650869777","0.00321669006206292","0.00751546295533262","3"
"Very high transfer dependency","2015","66 and older","Employed","2","","","","3"
"Very low transfer dependency","2015","16-34 y.","Not Employed","1945","0.6536503533172","0.636865795636397","0.670434910998003","0"
"Very low transfer dependency","2015","16-34 y.","Employed","3373","0.867085158911101","0.856700096163814","0.877470221658388","0"
"Very low transfer dependency","2015","35-65 y.","Not Employed","1926","0.616762199478754","0.599985406199532","0.633538992757975","0"
"Very low transfer dependency","2015","35-65 y.","Employed","10800","0.927794887967589","0.923146892355672","0.932442883579506","0"
"Very low transfer dependency","2015","66 and older","Not Employed","4268","0.966085439875026","0.960760002219895","0.971410877530158","0"
"Very low transfer dependency","2015","66 and older","Employed","501","0.971601136076969","0.95725486717536","0.985947404978578","0"
"High transfer dependency","2016","16-34 y.","Not Employed","169","0.0765336597156692","0.0651469951266304","0.0879203243047079","2"
"High transfer dependency","2016","16-34 y.","Employed","177","0.0401102152570632","0.0340446225380465","0.0461758079760799","2"
"High transfer dependency","2016","35-65 y.","Employed","253","0.0164946306347741","0.0141668612373832","0.018822400032165","2"
"High transfer dependency","2016","35-65 y.","Not Employed","194","0.0705629803008285","0.0601956310690079","0.080930329532649","2"
"High transfer dependency","2016","66 and older","Employed","2","","","","2"
"High transfer dependency","2016","66 and older","Not Employed","41","0.00858419489845409","0.00581588076975852","0.0113525090271497","2"
"Low transfer dependency","2016","16-34 y.","Not Employed","299","0.126748325255623","0.112498793917997","0.140997856593249","1"
"Low transfer dependency","2016","16-34 y.","Employed","440","0.0951752167418387","0.0861037138059911","0.104246719677686","1"
"Low transfer dependency","2016","35-65 y.","Employed","705","0.0387429517074573","0.0352160251967996","0.042269878218115","1"
"Low transfer dependency","2016","35-65 y.","Not Employed","303","0.125236788757341","0.111837538329042","0.138636039185639","1"
"Low transfer dependency","2016","66 and older","Employed","3","","","","1"
"Low transfer dependency","2016","66 and older","Not Employed","94","0.0218094617222894","0.0174264577143865","0.0261924657301923","1"
"Very high transfer dependency","2016","16-34 y.","Not Employed","398","0.180540572138292","0.164066123539678","0.197015020736906","3"
"Very high transfer dependency","2016","16-34 y.","Employed","103","0.0161369827739311","0.0122419281712677","0.0200320373765945","3"
"Very high transfer dependency","2016","35-65 y.","Not Employed","536","0.201569471487473","0.185328940183028","0.217810002791919","3"
"Very high transfer dependency","2016","35-65 y.","Employed","158","0.0115130952678601","0.00956342217276904","0.0134627683629511","3"
"Very high transfer dependency","2016","66 and older","Not Employed","35","0.00601762787973511","0.00369681743267006","0.00833843832680017","3"
"Very high transfer dependency","2016","66 and older","Employed","2","","","","3"
"Very low transfer dependency","2016","16-34 y.","Not Employed","1228","0.616177442890416","0.595347988344679","0.637006897436152","0"
"Very low transfer dependency","2016","35-65 y.","Not Employed","1311","0.602630759454358","0.582820413579708","0.622441105329007","0"
"Very low transfer dependency","2016","16-34 y.","Employed","3300","0.848577585227167","0.837496662501285","0.859658507953049","0"
"Very low transfer dependency","2016","35-65 y.","Employed","10385","0.933249322389909","0.928687829835666","0.937810814944151","0"
"Very low transfer dependency","2016","66 and older","Not Employed","4096","0.963588715499521","0.957967871680057","0.969209559318985","0"
"Very low transfer dependency","2016","66 and older","Employed","496","0.96064483378573","0.943652759434218","0.977636908137243","0"
"High transfer dependency","2017","16-34 y.","Not Employed","249","0.0794841637892527","0.0701946036910118","0.0887737238874936","2"
"High transfer dependency","2017","16-34 y.","Employed","214","0.0354447666988472","0.0300816190996281","0.0408079142980664","2"
"High transfer dependency","2017","35-65 y.","Not Employed","280","0.0883042977067904","0.0786426044036513","0.0979659910099294","2"
"High transfer dependency","2017","35-65 y.","Employed","311","0.0170306684732771","0.0148037853619755","0.0192575515845787","2"
"High transfer dependency","2017","66 and older","Not Employed","39","0.00604121894892822","0.00375933946715452","0.00832309843070191","2"
"High transfer dependency","2017","66 and older","Employed","6","","","","2"
"Low transfer dependency","2017","16-34 y.","Not Employed","328","0.115803530273637","0.104814117162621","0.126792943384654","1"
"Low transfer dependency","2017","16-34 y.","Employed","465","0.0776373019379197","0.0698754345214048","0.0853991693544346","1"
"Low transfer dependency","2017","35-65 y.","Not Employed","320","0.106334839362591","0.0958379027070015","0.11683177601818","1"
"Low transfer dependency","2017","35-65 y.","Employed","665","0.0346948856903525","0.0315451317772794","0.0378446396034256","1"
"Low transfer dependency","2017","66 and older","Not Employed","100","0.0227231820248371","0.0183349498225114","0.0271114142271628","1"
"Low transfer dependency","2017","66 and older","Employed","6","","","","1"
"Very high transfer dependency","2017","16-34 y.","Not Employed","1285","0.201910000211109","0.18812381651927","0.215696183902947","3"
"Very high transfer dependency","2017","16-34 y.","Employed","118","0.0181036698995093","0.0142364731598061","0.0219708666392124","3"
"Very high transfer dependency","2017","35-65 y.","Not Employed","1333","0.223204744288522","0.209025849954274","0.23738363862277","3"
"Very high transfer dependency","2017","35-65 y.","Employed","167","0.00960525940354352","0.0079265701823619","0.0112839486247251","3"
"Very high transfer dependency","2017","66 and older","Not Employed","52","0.00734552291179441","0.00483099396440908","0.00986005185917974","3"
"Very high transfer dependency","2017","66 and older","Employed","","","","","3"
"Very low transfer dependency","2017","16-34 y.","Not Employed","1395","0.602802305726001","0.585997634369572","0.61960697708243","0"
"Very low transfer dependency","2017","35-65 y.","Not Employed","1380","0.582156118642097","0.565361732678872","0.598950504605322","0"
"Very low transfer dependency","2017","16-34 y.","Employed","3769","0.868814261463724","0.859021911630233","0.878606611297215","0"
"Very low transfer dependency","2017","35-65 y.","Employed","11825","0.938669186432827","0.934539593597125","0.942798779268529","0"
"Very low transfer dependency","2017","66 and older","Not Employed","4239","0.96389007611444","0.958396270752666","0.969383881476215","0"
"Very low transfer dependency","2017","66 and older","Employed","590","0.961607954271855","0.946259328544928","0.976956579998782","0"
"High transfer dependency","2018","16-34 y.","Not Employed","343","0.0676419569583765","0.0593983407092107","0.0758855732075424","2"
"High transfer dependency","2018","16-34 y.","Employed","275","0.0360819328560796","0.030765501055081","0.0413983646570782","2"
"High transfer dependency","2018","35-65 y.","Employed","358","0.016809132892316","0.0145528735129946","0.0190653922716374","2"
"High transfer dependency","2018","35-65 y.","Not Employed","302","0.0903916934523668","0.0809685103788923","0.0998148765258414","2"
"High transfer dependency","2018","66 and older","Not Employed","53","0.01054229238105","0.00754218596640969","0.0135423987956903","2"
"High transfer dependency","2018","66 and older","Employed","7","","","","2"
"Low transfer dependency","2018","16-34 y.","Not Employed","315","0.098645012932386","0.0888567906344201","0.108433235230352","1"
"Low transfer dependency","2018","16-34 y.","Employed","457","0.0713074797710002","0.0639714884742597","0.0786434710677406","1"
"Low transfer dependency","2018","35-65 y.","Not Employed","304","0.118069553373773","0.107465002337121","0.128674104410425","1"
"Low transfer dependency","2018","35-65 y.","Employed","680","0.0374408342067731","0.0341089958266785","0.0407726725868676","1"
"Low transfer dependency","2018","66 and older","Not Employed","124","0.0229171688859517","0.0185215838435137","0.0273127539283896","1"
"Low transfer dependency","2018","66 and older","Employed","6","","","","1"
"Very high transfer dependency","2018","16-34 y.","Not Employed","1644","0.217775960181974","0.204227533297325","0.231324387066622","3"
"Very high transfer dependency","2018","16-34 y.","Employed","153","0.0152626158451598","0.0117677541856074","0.0187574775047122","3"
"Very high transfer dependency","2018","35-65 y.","Not Employed","1744","0.245145925005995","0.231009161276537","0.259282688735454","3"
"Very high transfer dependency","2018","35-65 y.","Employed","177","0.0103197011382347","0.0085460080485638","0.0120933942279056","3"
"Very high transfer dependency","2018","66 and older","Not Employed","66","0.00781259128775198","0.00522637453059032","0.0103988080449136","3"
"Very high transfer dependency","2018","66 and older","Employed","2","","","","3"
"Very low transfer dependency","2018","16-34 y.","Not Employed","1263","0.615937069927264","0.599971379991583","0.631902759862945","0"
"Very low transfer dependency","2018","35-65 y.","Not Employed","1207","0.546392828167865","0.530032251409222","0.562753404926508","0"
"Very low transfer dependency","2018","16-34 y.","Employed","3842","0.87734797152776","0.867996529290927","0.886699413764593","0"
"Very low transfer dependency","2018","35-65 y.","Employed","11256","0.935430331762676","0.931116954418402","0.93974370910695","0"
"Very low transfer dependency","2018","66 and older","Not Employed","4209","0.958727947445246","0.952884808133287","0.964571086757206","0"
"Very low transfer dependency","2018","66 and older","Employed","603","0.959690749663376","0.944183960985472","0.97519753834128","0"
"High transfer dependency","2019","16-34 y.","Not Employed","232","0.0707289949970646","0.0615534938257695","0.0799044961683596","2"
"High transfer dependency","2019","16-34 y.","Employed","274","0.0323390280285879","0.0271526041548262","0.0375254519023495","2"
"High transfer dependency","2019","35-65 y.","Not Employed","251","0.0806642448286538","0.0716834379950785","0.0896450516622291","2"
"High transfer dependency","2019","35-65 y.","Employed","317","0.0160962218030319","0.0139463679457222","0.0182460756603417","2"
"High transfer dependency","2019","66 and older","Employed","4","","","","2"
"High transfer dependency","2019","66 and older","Not Employed","56","0.0107398761385457","0.00770080421511459","0.0137789480619768","2"
"Low transfer dependency","2019","16-34 y.","Not Employed","267","0.119631549940069","0.108016663767714","0.131246436112424","1"
"Low transfer dependency","2019","16-34 y.","Employed","417","0.0743488775097811","0.0666575060251568","0.0820402489944055","1"
"Low transfer dependency","2019","35-65 y.","Employed","593","0.0403272855105997","0.0369665702435309","0.0436880007776685","1"
"Low transfer dependency","2019","35-65 y.","Not Employed","273","0.110385894702819","0.100051254421017","0.12072053498462","1"
"Low transfer dependency","2019","66 and older","Not Employed","128","0.026556249422877","0.0218157413510356","0.0312967574947185","1"
"Low transfer dependency","2019","66 and older","Employed","7","","","","1"
"Very high transfer dependency","2019","16-34 y.","Not Employed","1315","0.200266931232899","0.185943831801338","0.21459003066446","3"
"Very high transfer dependency","2019","16-34 y.","Employed","168","0.016565907481783","0.0128237405273071","0.0203080744362589","3"
