"transab_cat2","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2002","35-65 y.","Part Time","236","0.085780109418358","0.0761906356523112","0.0953695831844048"
"Low transfer dependency","2002","35-65 y.","Not Working","290","0.086411286739554","0.0766519082688207","0.0961706652102873"
"Low transfer dependency","2002","66 and older","Full Time","","","",""
"Low transfer dependency","2002","66 and older","Part Time","","","",""
"Low transfer dependency","2002","66 and older","Not Working","60","0.0173812370174712","0.0130057751220464","0.0217566989128961"
"High transfer dependency","2002","16-34 y.","Full Time","19","","",""
"High transfer dependency","2002","16-34 y.","Part Time","79","0.0641997997237964","0.052755122663121","0.0756444767844719"
"High transfer dependency","2002","16-34 y.","Not Working","87","0.0740878572342792","0.0613651569107881","0.0868105575577703"
"High transfer dependency","2002","35-65 y.","Full Time","20","","",""
"High transfer dependency","2002","35-65 y.","Part Time","101","0.041868509715106","0.0350099574441046","0.0487270619861073"
"High transfer dependency","2002","35-65 y.","Not Working","130","0.043461139732803","0.0363790173678562","0.0505432620977498"
"High transfer dependency","2002","66 and older","Full Time","","","",""
"High transfer dependency","2002","66 and older","Part Time","1","","",""
"High transfer dependency","2002","66 and older","Not Working","22","","",""
"Very high transfer dependency","2002","16-34 y.","Full Time","8","","",""
"Very high transfer dependency","2002","16-34 y.","Part Time","29","","",""
"Very high transfer dependency","2002","16-34 y.","Not Working","148","0.123408952235606","0.107432044072539","0.139385860398673"
"Very high transfer dependency","2002","35-65 y.","Full Time","1","","",""
"Very high transfer dependency","2002","35-65 y.","Part Time","33","0.0104387477715474","0.00695840765719573","0.013919087885899"
"Very high transfer dependency","2002","35-65 y.","Not Working","290","0.114421433545025","0.103364650138656","0.125478216951394"
"Very high transfer dependency","2002","66 and older","Full Time","","","",""
"Very high transfer dependency","2002","66 and older","Part Time","","","",""
"Very high transfer dependency","2002","66 and older","Not Working","8","","",""
"Very low transfer dependency","2003","16-34 y.","Full Time","2311","0.937088721560395","0.927555741539479","0.946621701581312"
"Very low transfer dependency","2003","16-34 y.","Part Time","1374","0.773273014649953","0.753380652956085","0.793165376343821"
"Very low transfer dependency","2003","16-34 y.","Not Working","1161","0.669663823251812","0.646753503282437","0.692574143221187"
"Very low transfer dependency","2003","35-65 y.","Full Time","6097","0.958623531309523","0.953722341866748","0.963524720752299"
"Very low transfer dependency","2003","35-65 y.","Part Time","2789","0.847776342867635","0.835370266474418","0.860182419260853"
"Very low transfer dependency","2003","35-65 y.","Not Working","2367","0.759890158801682","0.744723418369029","0.775056899234335"
"Very low transfer dependency","2003","66 and older","Full Time","47","1","1","1"
"Very low transfer dependency","2003","66 and older","Part Time","160","0.987576468805128","0.970466743104207","1.00468619450605"
"Very low transfer dependency","2003","66 and older","Not Working","3393","0.968078270083307","0.962245215349158","0.973911324817455"
"Low transfer dependency","2003","16-34 y.","Full Time","146","0.0484626629264932","0.0400314389583027","0.0568938868946836"
"Low transfer dependency","2003","16-34 y.","Part Time","193","0.132610552777945","0.116497997403357","0.148723108152534"
"Low transfer dependency","2003","16-34 y.","Not Working","199","0.113725990845335","0.0982613963014572","0.129190585389214"
"Low transfer dependency","2003","35-65 y.","Full Time","226","0.0381306198838465","0.033417638568601","0.042843601199092"
"Low transfer dependency","2003","35-65 y.","Part Time","281","0.0881691635022405","0.0783772351642143","0.0979610918402668"
"Low transfer dependency","2003","35-65 y.","Not Working","284","0.084183743551281","0.0743248051017719","0.0940426820007901"
"Low transfer dependency","2003","66 and older","Full Time","","","",""
"Low transfer dependency","2003","66 and older","Part Time","1","","",""
"Low transfer dependency","2003","66 and older","Not Working","75","0.0235201751040837","0.0184915469911939","0.0285488032169735"
"High transfer dependency","2003","16-34 y.","Full Time","29","","",""
"High transfer dependency","2003","16-34 y.","Part Time","89","0.0590865023259074","0.0478847154998486","0.0702882891519663"
"High transfer dependency","2003","16-34 y.","Not Working","79","0.0537910512604352","0.0428016708275124","0.0647804316933579"
"High transfer dependency","2003","35-65 y.","Full Time","18","","",""
"High transfer dependency","2003","35-65 y.","Part Time","90","0.0353960358682479","0.0290148034470682","0.0417772682894275"
"High transfer dependency","2003","35-65 y.","Not Working","118","0.0357940562219503","0.0291977285046798","0.0423903839392208"
"High transfer dependency","2003","66 and older","Full Time","","","",""
"High transfer dependency","2003","66 and older","Part Time","","","",""
"High transfer dependency","2003","66 and older","Not Working","15","","",""
"Very high transfer dependency","2003","16-34 y.","Full Time","6","","",""
"Very high transfer dependency","2003","16-34 y.","Part Time","46","0.0350299302461942","0.0262952930452266","0.0437645674471618"
"Very high transfer dependency","2003","16-34 y.","Not Working","180","0.162819134642418","0.14483510397349","0.180803165311345"
"Very high transfer dependency","2003","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","2003","35-65 y.","Part Time","61","0.0286584577618762","0.0228965657070992","0.0344203498166532"
"Very high transfer dependency","2003","35-65 y.","Not Working","278","0.120132041425087","0.108588208200372","0.131675874649801"
"Very high transfer dependency","2003","66 and older","Full Time","","","",""
"Very high transfer dependency","2003","66 and older","Part Time","","","",""
"Very high transfer dependency","2003","66 and older","Not Working","6","","",""
"Very low transfer dependency","2004","16-34 y.","Full Time","2125","0.930098992594285","0.919678446538231","0.94051953865034"
"Very low transfer dependency","2004","16-34 y.","Part Time","1271","0.73557643479508","0.714053827113196","0.757099042476963"
"Very low transfer dependency","2004","16-34 y.","Not Working","1190","0.661078084180434","0.638341920959912","0.683814247400956"
"Very low transfer dependency","2004","35-65 y.","Full Time","5840","0.957000669388651","0.951902947352678","0.962098391424624"
"Very low transfer dependency","2004","35-65 y.","Part Time","2745","0.842198679035037","0.829518107705106","0.854879250364968"
"Very low transfer dependency","2004","35-65 y.","Not Working","2232","0.752959784509111","0.737278919888679","0.768640649129543"
"Very low transfer dependency","2004","66 and older","Full Time","45","1","1","1"
"Very low transfer dependency","2004","66 and older","Part Time","181","0.995967919917585","0.986761312033434","1.00517452780174"
"Very low transfer dependency","2004","66 and older","Not Working","3487","0.969158557781962","0.9634983959656","0.974818719598324"
"Low transfer dependency","2004","16-34 y.","Full Time","136","0.0507371597783144","0.0417682327774866","0.0597060867791423"
"Low transfer dependency","2004","16-34 y.","Part Time","215","0.16003217316734","0.142139884983577","0.177924461351104"
"Low transfer dependency","2004","16-34 y.","Not Working","211","0.144357192219813","0.127475870860022","0.161238513579604"
"Low transfer dependency","2004","35-65 y.","Full Time","224","0.0385461208322183","0.0337083671737586","0.0433838744906781"
"Low transfer dependency","2004","35-65 y.","Part Time","258","0.0873771704838615","0.0775546966863308","0.0971996442813922"
"Low transfer dependency","2004","35-65 y.","Not Working","267","0.0814350999145656","0.0714911019679302","0.091379097861201"
"Low transfer dependency","2004","66 and older","Full Time","","","",""
"Low transfer dependency","2004","66 and older","Part Time","1","","",""
"Low transfer dependency","2004","66 and older","Not Working","76","0.0232815835716306","0.0183446755360766","0.0282184916071846"
"High transfer dependency","2004","16-34 y.","Full Time","29","","",""
"High transfer dependency","2004","16-34 y.","Part Time","85","0.0621229922275154","0.0503434060200641","0.0739025784349666"
"High transfer dependency","2004","16-34 y.","Not Working","75","0.0490081097595607","0.0386384775075117","0.0593777420116096"
"High transfer dependency","2004","35-65 y.","Full Time","14","","",""
"High transfer dependency","2004","35-65 y.","Part Time","113","0.0460874888684862","0.0387942234049795","0.0533807543319928"
"High transfer dependency","2004","35-65 y.","Not Working","109","0.0343331570060651","0.0277129614909112","0.0409533525212191"
"High transfer dependency","2004","66 and older","Full Time","","","",""
"High transfer dependency","2004","66 and older","Part Time","","","",""
"High transfer dependency","2004","66 and older","Not Working","15","","",""
"Very high transfer dependency","2004","16-34 y.","Full Time","10","","",""
"Very high transfer dependency","2004","16-34 y.","Part Time","42","0.0422683998100647","0.0324495476902436","0.0520872519298858"
"Very high transfer dependency","2004","16-34 y.","Not Working","189","0.145556613840192","0.128617191730778","0.162496035949606"
"Very high transfer dependency","2004","35-65 y.","Full Time","5","","",""
"Very high transfer dependency","2004","35-65 y.","Part Time","59","0.0243366616126153","0.0189767611934046","0.0296965620318261"
"Very high transfer dependency","2004","35-65 y.","Not Working","298","0.131271958570258","0.118993942750567","0.14354997438995"
"Very high transfer dependency","2004","66 and older","Full Time","","","",""
"Very high transfer dependency","2004","66 and older","Part Time","","","",""
"Very high transfer dependency","2004","66 and older","Not Working","6","","",""
"Very low transfer dependency","2005","16-34 y.","Full Time","1935","0.929662669694932","0.918715342759222","0.940609996630641"
"Very low transfer dependency","2005","16-34 y.","Part Time","1223","0.72619084882334","0.704217602876935","0.748164094769745"
"Very low transfer dependency","2005","16-34 y.","Not Working","1092","0.636795095075662","0.61316373550376","0.660426454647564"
"Very low transfer dependency","2005","35-65 y.","Full Time","5637","0.959647424312072","0.954614625473134","0.96468022315101"
"Very low transfer dependency","2005","35-65 y.","Part Time","2576","0.828390752309447","0.814889776744841","0.841891727874054"
"Very low transfer dependency","2005","35-65 y.","Not Working","1990","0.718948284946902","0.701929731616122","0.735966838277682"
"Very low transfer dependency","2005","66 and older","Full Time","37","0.978512368329271","0.932408886235576","1.02461585042297"
"Very low transfer dependency","2005","66 and older","Part Time","187","0.969138124243095","0.944482205655203","0.993794042830988"
"Very low transfer dependency","2005","66 and older","Not Working","3475","0.9655370909986","0.959564192500932","0.971509989496269"
"Low transfer dependency","2005","16-34 y.","Full Time","125","0.0507818387667545","0.0413826649183668","0.0601810126151421"
"Low transfer dependency","2005","16-34 y.","Part Time","219","0.164696391402263","0.146419216321494","0.182973566483032"
"Low transfer dependency","2005","16-34 y.","Not Working","209","0.141361650152019","0.124242431254671","0.158480869049366"
"Low transfer dependency","2005","35-65 y.","Full Time","215","0.0347351278096993","0.0300521101873356","0.0394181454320631"
"Low transfer dependency","2005","35-65 y.","Part Time","261","0.100553906727289","0.0897851831137554","0.111322630340823"
"Low transfer dependency","2005","35-65 y.","Not Working","278","0.0944697339376235","0.0833963967285784","0.105543071146669"
"Low transfer dependency","2005","66 and older","Full Time","1","","",""
"Low transfer dependency","2005","66 and older","Part Time","2","","",""
"Low transfer dependency","2005","66 and older","Not Working","78","0.0238521925978866","0.0188559141711977","0.0288484710245756"
"High transfer dependency","2005","16-34 y.","Full Time","28","","",""
"High transfer dependency","2005","16-34 y.","Part Time","82","0.0611257606829859","0.0493209044758444","0.0729306168901274"
"High transfer dependency","2005","16-34 y.","Not Working","88","0.0649588758062922","0.0528487792081156","0.0770689724044688"
"High transfer dependency","2005","35-65 y.","Full Time","20","","",""
"High transfer dependency","2005","35-65 y.","Part Time","92","0.0348033141718788","0.0282404200413729","0.0413662083023846"
"High transfer dependency","2005","35-65 y.","Not Working","139","0.0518528988956442","0.0434582009269681","0.0602475968643204"
"High transfer dependency","2005","66 and older","Full Time","","","",""
"High transfer dependency","2005","66 and older","Part Time","","","",""
"High transfer dependency","2005","66 and older","Not Working","21","","",""
"Very high transfer dependency","2005","16-34 y.","Full Time","8","","",""
"Very high transfer dependency","2005","16-34 y.","Part Time","58","0.0479869990914112","0.037454581083016","0.0585194170998064"
"Very high transfer dependency","2005","16-34 y.","Not Working","202","0.156884378966027","0.139013479133632","0.174755278798422"
"Very high transfer dependency","2005","35-65 y.","Full Time","1","","",""
"Very high transfer dependency","2005","35-65 y.","Part Time","67","0.0362520267913848","0.0295589613473219","0.0429450922354477"
"Very high transfer dependency","2005","35-65 y.","Not Working","273","0.13472908221983","0.121802389562329","0.147655774877332"
"Very high transfer dependency","2005","66 and older","Full Time","","","",""
"Very high transfer dependency","2005","66 and older","Part Time","","","",""
"Very high transfer dependency","2005","66 and older","Not Working","9","","",""
"Very low transfer dependency","2006","16-34 y.","Full Time","1957","0.912097441457244","0.900055619225985","0.924139263688502"
"Very low transfer dependency","2006","16-34 y.","Part Time","1102","0.687364610927513","0.663889652215488","0.710839569639537"
"Very low transfer dependency","2006","16-34 y.","Not Working","1215","0.620248195154599","0.597638529730214","0.642857860578984"
"Very low transfer dependency","2006","35-65 y.","Full Time","5977","0.95865850188774","0.953714666579905","0.963602337195574"
"Very low transfer dependency","2006","35-65 y.","Part Time","2795","0.829103798396933","0.816188328498843","0.842019268295023"
"Very low transfer dependency","2006","35-65 y.","Not Working","2129","0.703446213147095","0.686739205174063","0.720153221120128"
"Very low transfer dependency","2006","66 and older","Full Time","60","1","1","1"
"Very low transfer dependency","2006","66 and older","Part Time","225","0.958525477252578","0.932757715165078","0.984293239340079"
"Very low transfer dependency","2006","66 and older","Not Working","4077","0.965899689680786","0.960402486496008","0.971396892865563"
"Low transfer dependency","2006","16-34 y.","Full Time","124","0.0648447885362062","0.054372292052702","0.0753172850197105"
"Low transfer dependency","2006","16-34 y.","Part Time","211","0.15737125970364","0.138930745417075","0.175811773990204"
"Low transfer dependency","2006","16-34 y.","Not Working","195","0.122960909974218","0.107662212125508","0.138259607822929"
"Low transfer dependency","2006","35-65 y.","Full Time","228","0.0368642107631484","0.0321848647912673","0.0415435567350296"
"Low transfer dependency","2006","35-65 y.","Part Time","254","0.0864370707347488","0.0767952554164848","0.0960788860530128"
"Low transfer dependency","2006","35-65 y.","Not Working","260","0.0832640707505189","0.0731579975184407","0.0933701439825972"
"Low transfer dependency","2006","66 and older","Full Time","","","",""
"Low transfer dependency","2006","66 and older","Part Time","5","","",""
"Low transfer dependency","2006","66 and older","Not Working","77","0.0213710264653043","0.0169905804105317","0.0257514725200769"
"High transfer dependency","2006","16-34 y.","Full Time","32","0.0166959625723055","0.0112469165336577","0.0221450086109533"
"High transfer dependency","2006","16-34 y.","Part Time","118","0.0906837011497979","0.0761420309539791","0.105225371345617"
"High transfer dependency","2006","16-34 y.","Not Working","115","0.0733752190530038","0.0612276851879969","0.0855227529180107"
"High transfer dependency","2006","35-65 y.","Full Time","23","","",""
"High transfer dependency","2006","35-65 y.","Part Time","111","0.0410263241187835","0.0342206021918394","0.0478320460457276"
"High transfer dependency","2006","35-65 y.","Not Working","140","0.0543622303881114","0.0460686409366012","0.0626558198396217"
"High transfer dependency","2006","66 and older","Full Time","","","",""
"High transfer dependency","2006","66 and older","Part Time","","","",""
"High transfer dependency","2006","66 and older","Not Working","19","","",""
"Very high transfer dependency","2006","16-34 y.","Full Time","11","","",""
"Very high transfer dependency","2006","16-34 y.","Part Time","67","0.0645804282190498","0.0521339675594637","0.077026888878636"
"Very high transfer dependency","2006","16-34 y.","Not Working","245","0.183415675818179","0.165386320311677","0.201445031324681"
"Very high transfer dependency","2006","35-65 y.","Full Time","1","","",""
"Very high transfer dependency","2006","35-65 y.","Part Time","103","0.0434328067495345","0.0364391189241827","0.0504264945748864"
"Very high transfer dependency","2006","35-65 y.","Not Working","342","0.158927485714274","0.145553904434732","0.172301066993817"
"Very high transfer dependency","2006","66 and older","Full Time","","","",""
"Very high transfer dependency","2006","66 and older","Part Time","","","",""
"Very high transfer dependency","2006","66 and older","Not Working","14","","",""
"Very low transfer dependency","2007","16-34 y.","Full Time","1779","0.904695467432357","0.891682640588267","0.917708294276447"
"Very low transfer dependency","2007","16-34 y.","Part Time","1071","0.708634919707694","0.684917438787028","0.732352400628361"
"Very low transfer dependency","2007","16-34 y.","Not Working","1185","0.642152576093303","0.619064593467699","0.665240558718906"
"Very low transfer dependency","2007","35-65 y.","Full Time","5634","0.963377451680405","0.958561684237519","0.96819321912329"
"Very low transfer dependency","2007","35-65 y.","Part Time","2619","0.826188666436295","0.812733455012275","0.839643877860315"
"Very low transfer dependency","2007","35-65 y.","Not Working","1831","0.695072846178513","0.677098171785259","0.713047520571767"
"Very low transfer dependency","2007","66 and older","Full Time","53","0.9834545367287","0.949431911514888","1.01747716194251"
"Very low transfer dependency","2007","66 and older","Part Time","216","0.962506482895939","0.937346754061173","0.987666211730704"
"Very low transfer dependency","2007","66 and older","Not Working","4003","0.967892086884295","0.962511112398807","0.973273061369782"
"Low transfer dependency","2007","16-34 y.","Full Time","131","0.0671361268874557","0.0560456315249365","0.0782266222499748"
"Low transfer dependency","2007","16-34 y.","Part Time","187","0.140958988664002","0.122795809319276","0.159122168008728"
"Low transfer dependency","2007","16-34 y.","Not Working","181","0.120110026571267","0.104452551074066","0.135767502068467"
"Low transfer dependency","2007","35-65 y.","Full Time","187","0.0337562694346508","0.029125922266165","0.0383866166031365"
"Low transfer dependency","2007","35-65 y.","Part Time","231","0.0911190862741838","0.0809009889787589","0.101337183569609"
"Low transfer dependency","2007","35-65 y.","Not Working","231","0.0848112397055679","0.0739337203378207","0.0956887590733152"
"Low transfer dependency","2007","66 and older","Full Time","","","",""
"Low transfer dependency","2007","66 and older","Part Time","2","","",""
"Low transfer dependency","2007","66 and older","Not Working","87","0.0220194390941554","0.0175401441414201","0.0264987340468907"
"High transfer dependency","2007","16-34 y.","Full Time","40","0.0248526169924399","0.017953637419821","0.0317515965650589"
"High transfer dependency","2007","16-34 y.","Part Time","86","0.0939881581096608","0.0787566803339282","0.109219635885393"
"High transfer dependency","2007","16-34 y.","Not Working","79","0.0558160764122889","0.0447593674578434","0.0668727853667344"
"High transfer dependency","2007","35-65 y.","Full Time","19","","",""
"High transfer dependency","2007","35-65 y.","Part Time","113","0.0461009229792818","0.0386550111639655","0.0535468347945981"
"High transfer dependency","2007","35-65 y.","Not Working","124","0.0557932174760829","0.0468318954917053","0.0647545394604604"
"High transfer dependency","2007","66 and older","Full Time","1","","",""
"High transfer dependency","2007","66 and older","Part Time","1","","",""
"High transfer dependency","2007","66 and older","Not Working","25","","",""
"Very high transfer dependency","2007","16-34 y.","Full Time","6","","",""
"Very high transfer dependency","2007","16-34 y.","Part Time","66","0.0564179335186429","0.0443748704382782","0.0684609965990077"
"Very high transfer dependency","2007","16-34 y.","Not Working","211","0.181921320923142","0.163340826673555","0.200501815172729"
"Very high transfer dependency","2007","35-65 y.","Full Time","4","","",""
"Very high transfer dependency","2007","35-65 y.","Part Time","84","0.0365913243102392","0.0299246965835789","0.0432579520368995"
"Very high transfer dependency","2007","35-65 y.","Not Working","334","0.164322696639836","0.149854450090394","0.178790943189278"
"Very high transfer dependency","2007","66 and older","Full Time","","","",""
"Very high transfer dependency","2007","66 and older","Part Time","","","",""
"Very high transfer dependency","2007","66 and older","Not Working","8","","",""
"Very low transfer dependency","2008","16-34 y.","Full Time","1693","0.919819501129926","0.907434378053141","0.932204624206711"
"Very low transfer dependency","2008","16-34 y.","Part Time","996","0.740298914279299","0.716399389392044","0.764198439166555"
"Very low transfer dependency","2008","16-34 y.","Not Working","1049","0.661788893490647","0.637285273322286","0.686292513659008"
"Very low transfer dependency","2008","35-65 y.","Full Time","5404","0.972156928997202","0.967835133270125","0.976478724724278"
"Very low transfer dependency","2008","35-65 y.","Part Time","2467","0.81886059071961","0.804735851179132","0.832985330260088"
"Very low transfer dependency","2008","35-65 y.","Not Working","1655","0.707646353044307","0.68870017225863","0.726592533829984"
"Very low transfer dependency","2008","66 and older","Full Time","58","1","1","1"
"Very low transfer dependency","2008","66 and older","Part Time","225","0.979539884961669","0.96120427138481","0.997875498538528"
"Very low transfer dependency","2008","66 and older","Not Working","3942","0.962614747066817","0.956780188370538","0.968449305763096"
"Low transfer dependency","2008","16-34 y.","Full Time","119","0.0635987326263861","0.0524693808361712","0.074728084416601"
"Low transfer dependency","2008","16-34 y.","Part Time","162","0.12574466532285","0.107672393141085","0.143816937504614"
"Low transfer dependency","2008","16-34 y.","Not Working","149","0.131510319351746","0.114006257893557","0.149014380809935"
"Low transfer dependency","2008","35-65 y.","Full Time","146","0.0239991203219395","0.0199788038020589","0.0280194368418201"
"Low transfer dependency","2008","35-65 y.","Part Time","206","0.0886058748754033","0.0781838198714607","0.0990279298793459"
"Low transfer dependency","2008","35-65 y.","Not Working","182","0.0763278305367125","0.0652677148086706","0.0873879462647545"
"Low transfer dependency","2008","66 and older","Full Time","","","",""
"Low transfer dependency","2008","66 and older","Part Time","4","","",""
"Low transfer dependency","2008","66 and older","Not Working","92","0.026371229702697","0.0214429711259423","0.0312994882794517"
"High transfer dependency","2008","16-34 y.","Full Time","26","","",""
"High transfer dependency","2008","16-34 y.","Part Time","79","0.0941229267928066","0.0782070277986114","0.110038825787002"
"High transfer dependency","2008","16-34 y.","Not Working","61","0.0436035623747931","0.0330267075583059","0.0541804171912803"
"High transfer dependency","2008","35-65 y.","Full Time","15","","",""
"High transfer dependency","2008","35-65 y.","Part Time","105","0.0550315885700594","0.0466681733313753","0.0633950038087436"
"High transfer dependency","2008","35-65 y.","Not Working","89","0.043142389352643","0.0346791809078447","0.0516055977974413"
"High transfer dependency","2008","66 and older","Full Time","","","",""
"High transfer dependency","2008","66 and older","Part Time","","","",""
"High transfer dependency","2008","66 and older","Not Working","19","","",""
"Very high transfer dependency","2008","16-34 y.","Full Time","9","","",""
"Very high transfer dependency","2008","16-34 y.","Part Time","56","0.0398334936050446","0.0291737611715925","0.0504932260384966"
"Very high transfer dependency","2008","16-34 y.","Not Working","173","0.163097224782814","0.143961832419903","0.182232617145725"
"Very high transfer dependency","2008","35-65 y.","Full Time","2","","",""
"Very high transfer dependency","2008","35-65 y.","Part Time","78","0.0375019458349272","0.0305341435205793","0.0444697481492751"
"Very high transfer dependency","2008","35-65 y.","Not Working","288","0.172883427066338","0.157132021070796","0.188634833061879"
"Very high transfer dependency","2008","66 and older","Full Time","","","",""
"Very high transfer dependency","2008","66 and older","Part Time","","","",""
"Very high transfer dependency","2008","66 and older","Not Working","8","","",""
"Very low transfer dependency","2009","16-34 y.","Full Time","1610","0.930476728736237","0.918484660825847","0.942468796646628"
"Very low transfer dependency","2009","16-34 y.","Part Time","957","0.776903970192001","0.75358083265282","0.800227107731182"
"Very low transfer dependency","2009","16-34 y.","Not Working","928","0.660879944628536","0.634781623077208","0.686978266179865"
"Very low transfer dependency","2009","35-65 y.","Full Time","5047","0.968466196034587","0.963717292672107","0.973215099397067"
"Very low transfer dependency","2009","35-65 y.","Part Time","2358","0.826807968688722","0.812631209181127","0.840984728196317"
"Very low transfer dependency","2009","35-65 y.","Not Working","1468","0.722697729411545","0.702663213758634","0.742732245064457"
"Very low transfer dependency","2009","66 and older","Full Time","66","1","1","1"
"Very low transfer dependency","2009","66 and older","Part Time","248","0.997566232068765","0.99144612712148","1.00368633701605"
"Very low transfer dependency","2009","66 and older","Not Working","3771","0.961841784917839","0.95582301805764","0.967860551778038"
"Low transfer dependency","2009","16-34 y.","Full Time","94","0.0585202627599865","0.0474531370156846","0.0695873885042884"
"Low transfer dependency","2009","16-34 y.","Part Time","141","0.113740233036807","0.0959535503995256","0.131526915674088"
"Low transfer dependency","2009","16-34 y.","Not Working","144","0.144328879565489","0.124955534613347","0.16370222451763"
"Low transfer dependency","2009","35-65 y.","Full Time","134","0.0253531926866111","0.0210814717049606","0.0296249136682617"
"Low transfer dependency","2009","35-65 y.","Part Time","223","0.100402942145749","0.0891437319965823","0.111662152294915"
"Low transfer dependency","2009","35-65 y.","Not Working","167","0.0940389102090089","0.0809762281578368","0.107101592260181"
"Low transfer dependency","2009","66 and older","Full Time","","","",""
"Low transfer dependency","2009","66 and older","Part Time","1","","",""
"Low transfer dependency","2009","66 and older","Not Working","98","0.0283225398764841","0.0231107267186479","0.0335343530343203"
"High transfer dependency","2009","16-34 y.","Full Time","15","","",""
"High transfer dependency","2009","16-34 y.","Part Time","74","0.0510184969158328","0.0386917044112316","0.063345289420434"
"High transfer dependency","2009","16-34 y.","Not Working","54","0.0483545064832218","0.036528703775594","0.0601803091908496"
"High transfer dependency","2009","35-65 y.","Full Time","18","","",""
"High transfer dependency","2009","35-65 y.","Part Time","92","0.04226559967637","0.0347281095998303","0.0498030897529097"
"High transfer dependency","2009","35-65 y.","Not Working","72","0.041598486711388","0.0326626278431788","0.0505343455795972"
"High transfer dependency","2009","66 and older","Full Time","","","",""
"High transfer dependency","2009","66 and older","Part Time","","","",""
"High transfer dependency","2009","66 and older","Not Working","14","","",""
"Very high transfer dependency","2009","16-34 y.","Full Time","9","","",""
"Very high transfer dependency","2009","16-34 y.","Part Time","52","0.0583372998553592","0.0452068916431691","0.0714677080675493"
"Very high transfer dependency","2009","16-34 y.","Not Working","138","0.146436669322753","0.126946422010246","0.16592691663526"
"Very high transfer dependency","2009","35-65 y.","Full Time","3","","",""
"Very high transfer dependency","2009","35-65 y.","Part Time","64","0.0305234894891593","0.0240788826409394","0.0369680963373792"
"Very high transfer dependency","2009","35-65 y.","Not Working","211","0.141664873668058","0.126059171225457","0.157270576110659"
"Very high transfer dependency","2009","66 and older","Full Time","","","",""
"Very high transfer dependency","2009","66 and older","Part Time","","","",""
"Very high transfer dependency","2009","66 and older","Not Working","9","","",""
"Very low transfer dependency","2010","16-34 y.","Full Time","2169","0.932789440561837","0.922950836833787","0.942628044289887"
"Very low transfer dependency","2010","16-34 y.","Part Time","1385","0.7596632797102","0.740809206867058","0.778517352553342"
"Very low transfer dependency","2010","16-34 y.","Not Working","1263","0.628409125874161","0.608962488756665","0.647855762991656"
"Very low transfer dependency","2010","35-65 y.","Full Time","6194","0.967782912379897","0.963534496570045","0.972031328189748"
"Very low transfer dependency","2010","35-65 y.","Part Time","3162","0.813973710714159","0.801980516449543","0.825966904978775"
"Very low transfer dependency","2010","35-65 y.","Not Working","1628","0.672090010874563","0.653982405726461","0.690197616022666"
"Very low transfer dependency","2010","66 and older","Full Time","63","0.970102945549905","0.928701593370955","1.01150429772885"
"Very low transfer dependency","2010","66 and older","Part Time","241","0.997097650429831","0.99031992277067","1.00387537808899"
"Very low transfer dependency","2010","66 and older","Not Working","3652","0.963955400643986","0.957999745347106","0.969911055940867"
"Low transfer dependency","2010","16-34 y.","Full Time","236","0.0482159200355695","0.0397983381424239","0.0566335019287151"
"Low transfer dependency","2010","16-34 y.","Part Time","304","0.122449266763256","0.107984922175983","0.136913611350528"
"Low transfer dependency","2010","16-34 y.","Not Working","380","0.116192233734145","0.10329613926482","0.12908832820347"
"Low transfer dependency","2010","35-65 y.","Full Time","390","0.0277655445090614","0.0238124836199127","0.0317186053982101"
"Low transfer dependency","2010","35-65 y.","Part Time","474","0.0915758345112939","0.0826863352259333","0.100465333796654"
"Low transfer dependency","2010","35-65 y.","Not Working","328","0.119098879815174","0.106605285733748","0.1315924738966"
"Low transfer dependency","2010","66 and older","Full Time","2","","",""
"Low transfer dependency","2010","66 and older","Part Time","1","","",""
"Low transfer dependency","2010","66 and older","Not Working","88","0.026919596205605","0.0217484166735435","0.0320907757376665"
"High transfer dependency","2010","16-34 y.","Full Time","71","0.0158364823228119","0.0109309527953715","0.0207420118502522"
"High transfer dependency","2010","16-34 y.","Part Time","157","0.0666089989373519","0.0556067160679716","0.0776112818067323"
"High transfer dependency","2010","16-34 y.","Not Working","218","0.0760999714070592","0.0654292081242674","0.086770734689851"
"High transfer dependency","2010","35-65 y.","Full Time","45","0.0034362646300226","0.00202830324827631","0.00484422601176888"
"High transfer dependency","2010","35-65 y.","Part Time","264","0.053498102226481","0.0465626872771877","0.0604335171757744"
"High transfer dependency","2010","35-65 y.","Not Working","174","0.0477059230848317","0.0394846009500801","0.0559272452195833"
"High transfer dependency","2010","66 and older","Full Time","","","",""
"High transfer dependency","2010","66 and older","Part Time","","","",""
"High transfer dependency","2010","66 and older","Not Working","16","","",""
"Very high transfer dependency","2010","16-34 y.","Full Time","12","","",""
"Very high transfer dependency","2010","16-34 y.","Part Time","127","0.0512784545891923","0.0415460222264717","0.0610108869519129"
"Very high transfer dependency","2010","16-34 y.","Not Working","511","0.179298668984635","0.163861350988536","0.194735986980733"
"Very high transfer dependency","2010","35-65 y.","Full Time","7","","",""
"Very high transfer dependency","2010","35-65 y.","Part Time","144","0.0409523525480658","0.0348443102288818","0.0470603948672498"
"Very high transfer dependency","2010","35-65 y.","Not Working","452","0.161105186225431","0.146925112546154","0.175285259904708"
"Very high transfer dependency","2010","66 and older","Full Time","","","",""
