"transab_cat2","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2003","Not Employed","no degree/no degree yet","68","0.128188175201976","0.102760924114929","0.153615426289024"
"Low transfer dependency","2003","Employed","lower secondary degree","237","0.053581691713751","0.0464358959876549","0.060727487439847"
"Low transfer dependency","2003","Employed","secondary school degree","341","0.0735244540926613","0.0661821716030774","0.0808667365822452"
"Low transfer dependency","2003","Employed","college entrance qualification","152","0.0397677444022393","0.0338402182911204","0.0456952705133583"
"Low transfer dependency","2003","Employed","Other degree","71","0.119499272439256","0.0959201099253296","0.143078434953182"
"Low transfer dependency","2003","Employed","no degree/no degree yet","26","","",""
"High transfer dependency","2003","Not Employed","lower secondary degree","77","0.0160170337033799","0.0121677161086434","0.0198663512981164"
"High transfer dependency","2003","Not Employed","secondary school degree","57","0.0329503406187666","0.0240694489000509","0.0418312323374824"
"High transfer dependency","2003","Not Employed","college entrance qualification","20","","",""
"High transfer dependency","2003","Not Employed","Other degree","23","","",""
"High transfer dependency","2003","Not Employed","no degree/no degree yet","28","","",""
"High transfer dependency","2003","Employed","lower secondary degree","85","0.0201640152434195","0.0157036952107656","0.0246243352760734"
"High transfer dependency","2003","Employed","secondary school degree","83","0.0199636507226797","0.0160287001777926","0.0238986012675668"
"High transfer dependency","2003","Employed","college entrance qualification","30","0.0094782612832373","0.0065391488832407","0.0124173736832339"
"High transfer dependency","2003","Employed","Other degree","13","","",""
"High transfer dependency","2003","Employed","no degree/no degree yet","6","","",""
"Very high transfer dependency","2003","Not Employed","lower secondary degree","183","0.0518634112645758","0.0450641003245197","0.0586627222046318"
"Very high transfer dependency","2003","Not Employed","secondary school degree","122","0.082267001194283","0.0685968524601837","0.0959371499283823"
"Very high transfer dependency","2003","Not Employed","college entrance qualification","47","0.0564285541908842","0.0435801469273863","0.0692769614543821"
"Very high transfer dependency","2003","Not Employed","Other degree","60","0.171111329672713","0.138329620265622","0.203893039079804"
"Very high transfer dependency","2003","Not Employed","no degree/no degree yet","40","0.0837497383493375","0.0626798207765941","0.104819655922081"
"Very high transfer dependency","2003","Employed","lower secondary degree","40","0.0121571296843993","0.0086796846071307","0.0156345747616679"
"Very high transfer dependency","2003","Employed","secondary school degree","46","0.0133310269003378","0.0101046452189889","0.0165574085816868"
"Very high transfer dependency","2003","Employed","college entrance qualification","11","","",""
"Very high transfer dependency","2003","Employed","Other degree","9","","",""
"Very high transfer dependency","2003","Employed","no degree/no degree yet","4","","",""
"Very low transfer dependency","2004","Not Employed","lower secondary degree","3502","0.887879379592558","0.878032483186872","0.897726275998244"
"Very low transfer dependency","2004","Not Employed","secondary school degree","1244","0.800225853925741","0.780579184762943","0.819872523088538"
"Very low transfer dependency","2004","Not Employed","college entrance qualification","1134","0.866522487403686","0.847956604645029","0.885088370162342"
"Very low transfer dependency","2004","Not Employed","Other degree","370","0.700952314998703","0.661294610706732","0.740610019290674"
"Very low transfer dependency","2004","Not Employed","no degree/no degree yet","578","0.794266979314612","0.764192119549335","0.82434183907989"
"Very low transfer dependency","2004","Employed","lower secondary degree","3216","0.890465804225721","0.880242600954055","0.900689007497386"
"Very low transfer dependency","2004","Employed","secondary school degree","4201","0.900401572623582","0.89179336603842","0.909009779208744"
"Very low transfer dependency","2004","Employed","college entrance qualification","3883","0.93718146807407","0.929739959923515","0.944622976224624"
"Very low transfer dependency","2004","Employed","Other degree","577","0.833491450504192","0.805449895858656","0.861533005149728"
"Very low transfer dependency","2004","Employed","no degree/no degree yet","169","0.815933515903609","0.762753587026562","0.869113444780657"
"Low transfer dependency","2004","Not Employed","lower secondary degree","184","0.0405792976154812","0.0344213435728749","0.0467372516580875"
"Low transfer dependency","2004","Not Employed","secondary school degree","157","0.0758883876122309","0.06287582363454","0.0889009515899218"
"Low transfer dependency","2004","Not Employed","college entrance qualification","76","0.0635925663354271","0.0502709404059724","0.0769141922648819"
"Low transfer dependency","2004","Not Employed","Other degree","56","0.121667572795962","0.0933516974993553","0.149983448092569"
"Low transfer dependency","2004","Not Employed","no degree/no degree yet","59","0.115478342819151","0.0917004775075453","0.139256208130756"
"Low transfer dependency","2004","Employed","lower secondary degree","241","0.0709023620270616","0.0625007128939272","0.079304011160196"
"Low transfer dependency","2004","Employed","secondary school degree","319","0.0658623312518245","0.0587322856095099","0.0729923768941391"
"Low transfer dependency","2004","Employed","college entrance qualification","154","0.0456167955784154","0.0392175466350302","0.0520160445218006"
"Low transfer dependency","2004","Employed","Other degree","74","0.0962563729741223","0.0740554712426148","0.11845727470563"
"Low transfer dependency","2004","Employed","no degree/no degree yet","22","","",""
"High transfer dependency","2004","Not Employed","lower secondary degree","77","0.0196675013508607","0.0153339800838679","0.0240010226178535"
"High transfer dependency","2004","Not Employed","secondary school degree","48","0.0209072253403791","0.013876937217844","0.0279375134629142"
"High transfer dependency","2004","Not Employed","college entrance qualification","24","","",""
"High transfer dependency","2004","Not Employed","Other degree","26","","",""
"High transfer dependency","2004","Not Employed","no degree/no degree yet","19","","",""
"High transfer dependency","2004","Employed","lower secondary degree","89","0.0276011750712867","0.0222384008930141","0.0329639492495594"
"High transfer dependency","2004","Employed","secondary school degree","86","0.0206036682590348","0.0165202879630997","0.0246870485549699"
"High transfer dependency","2004","Employed","college entrance qualification","33","0.0124235619109277","0.00902642031900467","0.0158207035028508"
"High transfer dependency","2004","Employed","Other degree","18","","",""
"High transfer dependency","2004","Employed","no degree/no degree yet","9","","",""
"Very high transfer dependency","2004","Not Employed","lower secondary degree","181","0.0518738214411002","0.0449525349180035","0.058795107964197"
"Very high transfer dependency","2004","Not Employed","secondary school degree","142","0.102978533121649","0.0880441334379675","0.117912932805331"
"Very high transfer dependency","2004","Not Employed","college entrance qualification","55","0.0528810837823288","0.040663816891928","0.0650983506727297"
"Very high transfer dependency","2004","Not Employed","Other degree","60","0.132528320997104","0.103158918512168","0.16189772348204"
"Very high transfer dependency","2004","Not Employed","no degree/no degree yet","38","0.0593811451439492","0.0417978818200302","0.0769644084678683"
"Very high transfer dependency","2004","Employed","lower secondary degree","39","0.011030658675931","0.00761168585508087","0.0144496314967811"
"Very high transfer dependency","2004","Employed","secondary school degree","43","0.0131324278655589","0.00985999859051559","0.0164048571406021"
"Very high transfer dependency","2004","Employed","college entrance qualification","14","","",""
"Very high transfer dependency","2004","Employed","Other degree","9","","",""
"Very high transfer dependency","2004","Employed","no degree/no degree yet","4","","",""
"Very low transfer dependency","2005","Not Employed","lower secondary degree","3311","0.876314421430426","0.865810858180057","0.886817984680795"
"Very low transfer dependency","2005","Not Employed","secondary school degree","1180","0.791191767051754","0.770724659892334","0.811658874211175"
"Very low transfer dependency","2005","Not Employed","college entrance qualification","1077","0.866784281170576","0.847855571134744","0.885712991206408"
"Very low transfer dependency","2005","Not Employed","Other degree","341","0.657628987145188","0.615224235830929","0.700033738459447"
"Very low transfer dependency","2005","Not Employed","no degree/no degree yet","547","0.741699473855374","0.709321015566949","0.774077932143799"
"Very low transfer dependency","2005","Employed","lower secondary degree","2963","0.890140840722873","0.879469857611851","0.900811823833896"
"Very low transfer dependency","2005","Employed","secondary school degree","3996","0.889504603655799","0.880309959551231","0.898699247760367"
"Very low transfer dependency","2005","Employed","college entrance qualification","3736","0.934576657903409","0.92685074957813","0.942302566228688"
"Very low transfer dependency","2005","Employed","Other degree","535","0.81883995214466","0.789047153428655","0.848632750860665"
"Very low transfer dependency","2005","Employed","no degree/no degree yet","167","0.826052611683545","0.772848696074278","0.879256527292812"
"Low transfer dependency","2005","Not Employed","lower secondary degree","202","0.0519649875732337","0.0448836590113682","0.0590463161350991"
"Low transfer dependency","2005","Not Employed","secondary school degree","149","0.0749603157940916","0.0617004948200456","0.0882201367681376"
"Low transfer dependency","2005","Not Employed","college entrance qualification","79","0.056303786726402","0.0434635604517084","0.0691440130010955"
"Low transfer dependency","2005","Not Employed","Other degree","43","0.094289131093762","0.0681734618642185","0.120404800323306"
"Low transfer dependency","2005","Not Employed","no degree/no degree yet","72","0.115464088779379","0.0918233667803221","0.139104810778436"
"Low transfer dependency","2005","Employed","lower secondary degree","210","0.0648423853997099","0.0564394924254779","0.0732452783739418"
"Low transfer dependency","2005","Employed","secondary school degree","340","0.0771112865054714","0.0692874030338804","0.0849351699770623"
"Low transfer dependency","2005","Employed","college entrance qualification","145","0.0467194545490325","0.0401256667049485","0.0533132423931164"
"Low transfer dependency","2005","Employed","Other degree","82","0.123896768487148","0.098411559008968","0.149381977965329"
"Low transfer dependency","2005","Employed","no degree/no degree yet","18","","",""
"High transfer dependency","2005","Not Employed","lower secondary degree","84","0.0213898288388829","0.0167739366100018","0.0260057210677639"
"High transfer dependency","2005","Not Employed","secondary school degree","65","0.0359754024203645","0.0265978680937026","0.0453529367470263"
"High transfer dependency","2005","Not Employed","college entrance qualification","30","0.0236868531889086","0.0152158270554505","0.0321578793223666"
"High transfer dependency","2005","Not Employed","Other degree","32","0.0744703709701652","0.0510085090416784","0.097932232898652"
"High transfer dependency","2005","Not Employed","no degree/no degree yet","29","","",""
"High transfer dependency","2005","Employed","lower secondary degree","81","0.0262928773471265","0.0208329085041638","0.0317528461900893"
"High transfer dependency","2005","Employed","secondary school degree","80","0.017656126853192","0.0137936292559683","0.0215186244504156"
"High transfer dependency","2005","Employed","college entrance qualification","34","0.011311815832323","0.00800757603623484","0.0146160556284111"
"High transfer dependency","2005","Employed","Other degree","16","","",""
"High transfer dependency","2005","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","2005","Not Employed","lower secondary degree","177","0.050330762157457","0.0433556678845015","0.0573058564304125"
"Very high transfer dependency","2005","Not Employed","secondary school degree","121","0.0978725147337894","0.0829099478213522","0.112835081646227"
"Very high transfer dependency","2005","Not Employed","college entrance qualification","52","0.0532250789141132","0.0407204934704198","0.0657296643578066"
"Very high transfer dependency","2005","Not Employed","Other degree","65","0.173611510790885","0.139761645815657","0.207461375766113"
"Very high transfer dependency","2005","Not Employed","no degree/no degree yet","54","0.0888890376965473","0.0678372358615001","0.109940839531594"
"Very high transfer dependency","2005","Employed","lower secondary degree","45","0.0187238965302902","0.0140984819940062","0.0233493110665742"
"Very high transfer dependency","2005","Employed","secondary school degree","50","0.0157279829855375","0.0120789077626632","0.0193770582084117"
"Very high transfer dependency","2005","Employed","college entrance qualification","20","","",""
"Very high transfer dependency","2005","Employed","Other degree","9","","",""
"Very high transfer dependency","2005","Employed","no degree/no degree yet","6","","",""
"Very low transfer dependency","2006","Not Employed","lower secondary degree","3701","0.873308466497838","0.863245263391468","0.883371669604208"
"Very low transfer dependency","2006","Not Employed","secondary school degree","1418","0.797112419369606","0.778404028633128","0.815820810106084"
"Very low transfer dependency","2006","Not Employed","college entrance qualification","1241","0.867981997810323","0.850369180499116","0.88559481512153"
"Very low transfer dependency","2006","Not Employed","Other degree","367","0.62250053431748","0.581839370540675","0.663161698094285"
"Very low transfer dependency","2006","Not Employed","no degree/no degree yet","580","0.715411399081619","0.682656896761923","0.748165901401315"
"Very low transfer dependency","2006","Employed","lower secondary degree","3055","0.883840999210288","0.873118042899038","0.894563955521538"
"Very low transfer dependency","2006","Employed","secondary school degree","4201","0.884821709785553","0.87569503951412","0.893948380056985"
"Very low transfer dependency","2006","Employed","college entrance qualification","3955","0.928625377736051","0.920823550228578","0.936427205243525"
"Very low transfer dependency","2006","Employed","Other degree","542","0.820821182862564","0.791270769444052","0.850371596281076"
"Very low transfer dependency","2006","Employed","no degree/no degree yet","133","0.760378234484138","0.694237948264768","0.826518520703507"
"Low transfer dependency","2006","Not Employed","lower secondary degree","187","0.0448397033025597","0.0385786398891476","0.0511007667159718"
"Low transfer dependency","2006","Not Employed","secondary school degree","139","0.0697869236051939","0.0579339543091696","0.0816398929012181"
"Low transfer dependency","2006","Not Employed","college entrance qualification","77","0.0491508540331702","0.0379027781421013","0.0603989299242391"
"Low transfer dependency","2006","Not Employed","Other degree","58","0.0968698880421487","0.0720601984902956","0.121679577594002"
"Low transfer dependency","2006","Not Employed","no degree/no degree yet","56","0.093555761035841","0.0724164834630529","0.114695038608629"
"Low transfer dependency","2006","Employed","lower secondary degree","205","0.061030753850302","0.0530194891359459","0.0690420185646582"
"Low transfer dependency","2006","Employed","secondary school degree","337","0.0726822302516475","0.065260117020087","0.0801043434832079"
"Low transfer dependency","2006","Employed","college entrance qualification","168","0.047178769388726","0.0407536207988666","0.0536039179785854"
"Low transfer dependency","2006","Employed","Other degree","68","0.121073228625193","0.0959372175510413","0.146209239699345"
"Low transfer dependency","2006","Employed","no degree/no degree yet","15","","",""
"High transfer dependency","2006","Not Employed","lower secondary degree","97","0.0251846703028257","0.0204443475057783","0.0299249930998731"
"High transfer dependency","2006","Not Employed","secondary school degree","62","0.0367194517921436","0.0279701499007554","0.0454687536835318"
"High transfer dependency","2006","Not Employed","college entrance qualification","45","0.0278527538816619","0.0192911133583955","0.0364143944049283"
"High transfer dependency","2006","Not Employed","Other degree","37","0.0625868921733191","0.042269920551633","0.0829038637950052"
"High transfer dependency","2006","Not Employed","no degree/no degree yet","26","","",""
"High transfer dependency","2006","Employed","lower secondary degree","103","0.0318821198392702","0.0260026421522672","0.0377615975262732"
"High transfer dependency","2006","Employed","secondary school degree","110","0.0276331761001566","0.0229468810242406","0.0323194711760727"
"High transfer dependency","2006","Employed","college entrance qualification","36","0.0127850319100133","0.00938047237808153","0.016189591441945"
"High transfer dependency","2006","Employed","Other degree","17","","",""
"High transfer dependency","2006","Employed","no degree/no degree yet","6","","",""
"Very high transfer dependency","2006","Not Employed","lower secondary degree","212","0.0566671598967764","0.049672335652251","0.0636619841413018"
"Very high transfer dependency","2006","Not Employed","secondary school degree","156","0.0963812052330565","0.0826522428069728","0.11011016765914"
"Very high transfer dependency","2006","Not Employed","college entrance qualification","56","0.0550143942748448","0.0431510356890147","0.0668777528606749"
"Very high transfer dependency","2006","Not Employed","Other degree","84","0.218042685467052","0.183407776218259","0.252677594715845"
"Very high transfer dependency","2006","Not Employed","no degree/no degree yet","67","0.139746741414553","0.114577603818215","0.16491587901089"
"Very high transfer dependency","2006","Employed","lower secondary degree","67","0.0232461271001395","0.0182033600557301","0.028288894144549"
"Very high transfer dependency","2006","Employed","secondary school degree","52","0.0148628838626432","0.011403497690377","0.0183222700349094"
"Very high transfer dependency","2006","Employed","college entrance qualification","24","","",""
"Very high transfer dependency","2006","Employed","Other degree","20","","",""
"Very high transfer dependency","2006","Employed","no degree/no degree yet","6","","",""
"Very low transfer dependency","2007","Not Employed","lower secondary degree","3390","0.881794632216178","0.871600484761543","0.891988779670814"
"Very low transfer dependency","2007","Not Employed","secondary school degree","1381","0.795842361694809","0.776658699875599","0.815026023514018"
"Very low transfer dependency","2007","Not Employed","college entrance qualification","1227","0.868838543306316","0.851079236379721","0.88659785023291"
"Very low transfer dependency","2007","Not Employed","Other degree","336","0.632668839022117","0.589315915041672","0.676021763002562"
"Very low transfer dependency","2007","Not Employed","no degree/no degree yet","566","0.7367490680484","0.704400664639622","0.769097471457179"
"Very low transfer dependency","2007","Employed","lower secondary degree","2749","0.878623237523275","0.867121946162132","0.890124528884419"
"Very low transfer dependency","2007","Employed","secondary school degree","3925","0.890031311617234","0.880745026541736","0.899317596692733"
"Very low transfer dependency","2007","Employed","college entrance qualification","3848","0.942854411280858","0.935694978630441","0.950013843931275"
"Very low transfer dependency","2007","Employed","Other degree","497","0.79496070570658","0.762466036164647","0.827455375248513"
"Very low transfer dependency","2007","Employed","no degree/no degree yet","105","0.748714466823383","0.674437476361452","0.822991457285313"
"Low transfer dependency","2007","Not Employed","lower secondary degree","175","0.0360612902609897","0.030174291725313","0.0419482887966665"
"Low transfer dependency","2007","Not Employed","secondary school degree","121","0.0704680166844436","0.0582875659349566","0.0826484674339306"
"Low transfer dependency","2007","Not Employed","college entrance qualification","71","0.0490750574587439","0.0377103859839977","0.0604397289334901"
"Low transfer dependency","2007","Not Employed","Other degree","51","0.110362847427083","0.0821842618185355","0.138541433035631"
"Low transfer dependency","2007","Not Employed","no degree/no degree yet","67","0.117311621524901","0.0936751678353151","0.140948075214487"
"Low transfer dependency","2007","Employed","lower secondary degree","204","0.0713747528057947","0.0623076186735146","0.0804418869380748"
"Low transfer dependency","2007","Employed","secondary school degree","297","0.0705128157803747","0.0629137434503912","0.0781118881103581"
"Low transfer dependency","2007","Employed","college entrance qualification","130","0.0333597488452045","0.027821037175646","0.0388984605147631"
"Low transfer dependency","2007","Employed","Other degree","59","0.129437813030415","0.10241993558373","0.1564556904771"
"Low transfer dependency","2007","Employed","no degree/no degree yet","14","","",""
"High transfer dependency","2007","Not Employed","lower secondary degree","90","0.0265128817093277","0.0214401469103083","0.0315856165083471"
"High transfer dependency","2007","Not Employed","secondary school degree","53","0.0299715762161382","0.0218566945952408","0.0380864578370357"
"High transfer dependency","2007","Not Employed","college entrance qualification","28","","",""
"High transfer dependency","2007","Not Employed","Other degree","24","","",""
"High transfer dependency","2007","Not Employed","no degree/no degree yet","25","","",""
"High transfer dependency","2007","Employed","lower secondary degree","80","0.0290295078408431","0.0231166104743862","0.0349424052073001"
"High transfer dependency","2007","Employed","secondary school degree","91","0.0255240475772037","0.0208427614972729","0.0302053336571345"
"High transfer dependency","2007","Employed","college entrance qualification","44","0.0167081432693457","0.0127547478905768","0.0206615386481145"
"High transfer dependency","2007","Employed","Other degree","23","","",""
"High transfer dependency","2007","Employed","no degree/no degree yet","8","","",""
"Very high transfer dependency","2007","Not Employed","lower secondary degree","198","0.0556311958135041","0.0483938620671084","0.0628685295598999"
"Very high transfer dependency","2007","Not Employed","secondary school degree","141","0.103718045404609","0.0892074693023156","0.118228621506903"
"Very high transfer dependency","2007","Not Employed","college entrance qualification","62","0.0650116894606853","0.0520413251499846","0.0779820537713861"
"Very high transfer dependency","2007","Not Employed","Other degree","64","0.196069829212314","0.160365914590927","0.2317737438337"
"Very high transfer dependency","2007","Not Employed","no degree/no degree yet","54","0.0968194854901986","0.075098638357722","0.118540332622675"
"Very high transfer dependency","2007","Employed","lower secondary degree","64","0.020972501830087","0.0159258882283968","0.0260191154317773"
"Very high transfer dependency","2007","Employed","secondary school degree","47","0.0139318250251873","0.0104527617843835","0.0174108882659911"
"Very high transfer dependency","2007","Employed","college entrance qualification","16","","",""
"Very high transfer dependency","2007","Employed","Other degree","14","","",""
"Very high transfer dependency","2007","Employed","no degree/no degree yet","4","","",""
"Very low transfer dependency","2008","Not Employed","lower secondary degree","3210","0.884385760927154","0.873922949278735","0.894848572575572"
"Very low transfer dependency","2008","Not Employed","secondary school degree","1318","0.815301823446731","0.796233895070446","0.834369751823017"
"Very low transfer dependency","2008","Not Employed","college entrance qualification","1200","0.852991886322118","0.834060101517489","0.871923671126748"
"Very low transfer dependency","2008","Not Employed","Other degree","304","0.664246499202598","0.618810618081629","0.709682380323568"
"Very low transfer dependency","2008","Not Employed","no degree/no degree yet","500","0.796550369039941","0.764392673420763","0.82870806465912"
"Very low transfer dependency","2008","Employed","lower secondary degree","2590","0.8841467023404","0.872504344628178","0.895789060052621"
"Very low transfer dependency","2008","Employed","secondary school degree","3827","0.910095911178739","0.901414039409573","0.918777782947905"
"Very low transfer dependency","2008","Employed","college entrance qualification","3604","0.948987691675766","0.941977331929272","0.95599805142226"
"Very low transfer dependency","2008","Employed","Other degree","442","0.804006857795362","0.770018298047825","0.837995417542898"
"Very low transfer dependency","2008","Employed","no degree/no degree yet","118","0.714114006522743","0.639534629802527","0.788693383242959"
"Low transfer dependency","2008","Not Employed","lower secondary degree","148","0.0450224692786087","0.0382377309013179","0.0518072076558995"
"Low transfer dependency","2008","Not Employed","secondary school degree","103","0.0579781506987656","0.0464946138437429","0.0694616875537884"
"Low transfer dependency","2008","Not Employed","college entrance qualification","70","0.0507761782811735","0.0390390250045669","0.06251333155778"
"Low transfer dependency","2008","Not Employed","Other degree","38","0.106384797870484","0.0767201564379285","0.13604943930304"
"Low transfer dependency","2008","Not Employed","no degree/no degree yet","45","0.0964550772047388","0.0728727170992335","0.120037437310244"
"Low transfer dependency","2008","Employed","lower secondary degree","182","0.0652228993518769","0.0562407834272581","0.0742050152764957"
"Low transfer dependency","2008","Employed","secondary school degree","233","0.0550665608122552","0.0481430775080054","0.061990044116505"
"Low transfer dependency","2008","Employed","college entrance qualification","124","0.0306768645822076","0.0251825654439768","0.0361711637204383"
"Low transfer dependency","2008","Employed","Other degree","51","0.118188671596896","0.090547387789803","0.145829955403988"
"Low transfer dependency","2008","Employed","no degree/no degree yet","12","","",""
"High transfer dependency","2008","Not Employed","lower secondary degree","63","0.0163724273658215","0.0122200792375123","0.0205247754941306"
"High transfer dependency","2008","Not Employed","secondary school degree","39","0.0283283849086805","0.0201760189547073","0.0364807508626538"
"High transfer dependency","2008","Not Employed","college entrance qualification","24","","",""
"High transfer dependency","2008","Not Employed","Other degree","18","","",""
"High transfer dependency","2008","Not Employed","no degree/no degree yet","16","","",""
"High transfer dependency","2008","Employed","lower secondary degree","75","0.0293296898983507","0.0231918694214125","0.0354675103752888"
"High transfer dependency","2008","Employed","secondary school degree","73","0.0235118200060205","0.0189128912365509","0.0281107487754901"
"High transfer dependency","2008","Employed","college entrance qualification","35","0.01455524860493","0.0107393354574556","0.0183711617524043"
"High transfer dependency","2008","Employed","Other degree","19","","",""
"High transfer dependency","2008","Employed","no degree/no degree yet","7","","",""
"Very high transfer dependency","2008","Not Employed","lower secondary degree","167","0.0542193424284161","0.0468097518597159","0.0616289329971163"
"Very high transfer dependency","2008","Not Employed","secondary school degree","131","0.0983916409458228","0.0837563598647571","0.113026922026888"
"Very high transfer dependency","2008","Not Employed","college entrance qualification","50","0.0728125533310327","0.0589214942460012","0.0867036124160641"
"Very high transfer dependency","2008","Not Employed","Other degree","55","0.190930008448692","0.153115872147503","0.228744144749881"
"Very high transfer dependency","2008","Not Employed","no degree/no degree yet","41","0.0791870850943691","0.0576164602978239","0.100757709890914"
"Very high transfer dependency","2008","Employed","lower secondary degree","56","0.0213007084093729","0.0160484482025789","0.0265529686161668"
"Very high transfer dependency","2008","Employed","secondary school degree","37","0.0113257080029854","0.00811397551660687","0.0145374404893639"
"Very high transfer dependency","2008","Employed","college entrance qualification","21","","",""
"Very high transfer dependency","2008","Employed","Other degree","12","","",""
"Very high transfer dependency","2008","Employed","no degree/no degree yet","4","","",""
"Very low transfer dependency","2009","Not Employed","lower secondary degree","2983","0.895449868877488","0.884997827814742","0.905901909940235"
"Very low transfer dependency","2009","Not Employed","secondary school degree","1217","0.835998720694023","0.816946710328117","0.85505073105993"
"Very low transfer dependency","2009","Not Employed","college entrance qualification","1146","0.878957459685031","0.860954517337083","0.89696040203298"
"Very low transfer dependency","2009","Not Employed","Other degree","254","0.657034206431962","0.607015847900842","0.707052564963082"
"Very low transfer dependency","2009","Not Employed","no degree/no degree yet","457","0.759157183744859","0.723389186758941","0.794925180730778"
"Very low transfer dependency","2009","Employed","lower secondary degree","2373","0.895274551222557","0.883644898597928","0.906904203847185"
"Very low transfer dependency","2009","Employed","secondary school degree","3665","0.901016951548633","0.891740136555097","0.910293766542168"
"Very low transfer dependency","2009","Employed","college entrance qualification","3468","0.95004301627466","0.942960858089936","0.957125174459383"
"Very low transfer dependency","2009","Employed","Other degree","395","0.839036819434442","0.805562529171626","0.872511109697257"
"Very low transfer dependency","2009","Employed","no degree/no degree yet","110","0.829166603829889","0.764469669341622","0.893863538318157"
"Low transfer dependency","2009","Not Employed","lower secondary degree","145","0.0445151714448035","0.0374701211041198","0.0515602217854872"
"Low transfer dependency","2009","Not Employed","secondary school degree","93","0.0600678311120695","0.0478418529129327","0.0722938093112063"
"Low transfer dependency","2009","Not Employed","college entrance qualification","60","0.0584250731979978","0.0454796091510065","0.0713705372449891"
"Low transfer dependency","2009","Not Employed","Other degree","37","0.115419743509777","0.0817516352498985","0.149087851769655"
"Low transfer dependency","2009","Not Employed","no degree/no degree yet","48","0.134498786587498","0.105958722600578","0.163038850574418"
"Low transfer dependency","2009","Employed","lower secondary degree","182","0.0610801509527196","0.0519846459140269","0.0701756559914123"
"Low transfer dependency","2009","Employed","secondary school degree","210","0.0602559929130086","0.0528640788661402","0.0676479069598769"
"Low transfer dependency","2009","Employed","college entrance qualification","120","0.0390724519870144","0.0327733804797677","0.0453715234942612"
"Low transfer dependency","2009","Employed","Other degree","37","0.0893873617675071","0.0633999820636695","0.115374741471345"
"Low transfer dependency","2009","Employed","no degree/no degree yet","13","","",""
"High transfer dependency","2009","Not Employed","lower secondary degree","46","0.0134043003078614","0.00947595314188529","0.0173326474738375"
"High transfer dependency","2009","Not Employed","secondary school degree","33","0.0253689090086539","0.0172782218095392","0.0334595962077685"
"High transfer dependency","2009","Not Employed","college entrance qualification","16","","",""
"High transfer dependency","2009","Not Employed","Other degree","16","","",""
"High transfer dependency","2009","Not Employed","no degree/no degree yet","16","","",""
"High transfer dependency","2009","Employed","lower secondary degree","65","0.0274442010023087","0.0212391541166863","0.0336492478879312"
"High transfer dependency","2009","Employed","secondary school degree","62","0.0154363081696882","0.0116067768091131","0.0192658395302633"
"High transfer dependency","2009","Employed","college entrance qualification","31","0.00743521264699008","0.00464252726148176","0.0102278980324984"
"High transfer dependency","2009","Employed","Other degree","20","","",""
"High transfer dependency","2009","Employed","no degree/no degree yet","4","","",""
"Very high transfer dependency","2009","Not Employed","lower secondary degree","118","0.0466306593698468","0.039428138146077","0.0538331805936166"
"Very high transfer dependency","2009","Not Employed","secondary school degree","108","0.0785645391852532","0.0647205857630548","0.0924084926074517"
"Very high transfer dependency","2009","Not Employed","college entrance qualification","39","0.0512496177241882","0.0390790217672111","0.0634202136811654"
"Very high transfer dependency","2009","Not Employed","Other degree","39","0.159617579013689","0.121026325899193","0.198208832128184"
"Very high transfer dependency","2009","Not Employed","no degree/no degree yet","28","","",""
"Very high transfer dependency","2009","Employed","lower secondary degree","43","0.0162010968224151","0.011406104859538","0.0209960887852923"
"Very high transfer dependency","2009","Employed","secondary school degree","44","0.0232907473686705","0.0186055664536018","0.0279759282837392"
"Very high transfer dependency","2009","Employed","college entrance qualification","16","","",""
"Very high transfer dependency","2009","Employed","Other degree","11","","",""
"Very high transfer dependency","2009","Employed","no degree/no degree yet","3","","",""
"Very low transfer dependency","2010","Not Employed","lower secondary degree","2829","0.888641061934573","0.8782103879962","0.899071735872947"
"Very low transfer dependency","2010","Not Employed","secondary school degree","1382","0.81876602825597","0.801720977413267","0.835811079098672"
"Very low transfer dependency","2010","Not Employed","college entrance qualification","1339","0.877961939473393","0.861933090818911","0.893990788127875"
"Very low transfer dependency","2010","Not Employed","Other degree","357","0.595696785805391","0.558113593480469","0.633279978130312"
"Very low transfer dependency","2010","Not Employed","no degree/no degree yet","544","0.7327091523196","0.702728352520016","0.762689952119185"
"Very low transfer dependency","2010","Employed","lower secondary degree","2730","0.879919823244309","0.868912470159099","0.890927176329518"
"Very low transfer dependency","2010","Employed","secondary school degree","4668","0.908399838882701","0.900749883782577","0.916049793982825"
"Very low transfer dependency","2010","Employed","college entrance qualification","4730","0.945656561267508","0.93947361813099","0.951839504404027"
"Very low transfer dependency","2010","Employed","Other degree","654","0.824103906434753","0.799353334842999","0.848854478026506"
"Very low transfer dependency","2010","Employed","no degree/no degree yet","145","0.734565249295534","0.675678809937806","0.793451688653261"
"Low transfer dependency","2010","Not Employed","lower secondary degree","234","0.0462999547112962","0.0393323608889498","0.0532675485336427"
"Low transfer dependency","2010","Not Employed","secondary school degree","223","0.0672300064151823","0.0561492999773841","0.0783107128529804"
"Low transfer dependency","2010","Not Employed","college entrance qualification","124","0.039490989989448","0.0299538849201332","0.0490280950587628"
"Low transfer dependency","2010","Not Employed","Other degree","85","0.156267172513965","0.128459554344188","0.184074790683743"
