"transab_cat2","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2006","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2006","North Rhine-Westphalia","Urban Area","209","0.0543563956178232","0.0477159822272352","0.0609968090084113","1"
"Low transfer dependency","2006","Hesse","Urban Area","63","0.0629544021686834","0.0493254775300681","0.0765833268072987","1"
"Low transfer dependency","2006","North Rhine-Westphalia","Rural Area","8","","","","1"
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Urban Area","51","0.0799519130929","0.0630742641888964","0.0968295619969036","1"
"Low transfer dependency","2006","Rhineland-Palatinate,Saarland","Rural Area","18","","","","1"
"Low transfer dependency","2006","Hesse","Rural Area","13","","","","1"
"Low transfer dependency","2006","Baden-Württemberg","Urban Area","111","0.0423945017835227","0.0345167928551213","0.0502722107119242","1"
"Low transfer dependency","2006","Baden-Württemberg","Rural Area","19","","","","1"
"Low transfer dependency","2006","Bavaria","Urban Area","84","0.0601645132153061","0.0482571711022975","0.0720718553283146","1"
"Low transfer dependency","2006","Bavaria","Rural Area","108","0.057050070670179","0.0458076036551647","0.0682925376851933","1"
"Low transfer dependency","2006","Berlin","Urban Area","56","0.0799656091257445","0.061122818916881","0.0988083993346079","1"
"Low transfer dependency","2006","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2006","Brandenburg","Urban Area","3","","","","1"
"Low transfer dependency","2006","Brandenburg","Rural Area","67","0.0811186815105778","0.0629245977443752","0.0993127652767804","1"
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Urban Area","5","","","","1"
"Low transfer dependency","2006","Saxony","Urban Area","86","0.119487620437993","0.0974075723410551","0.141567668534931","1"
"Low transfer dependency","2006","Thuringia","Urban Area","16","","","","1"
"Low transfer dependency","2006","Mecklenburg-Western Pomerania","Rural Area","48","0.109249242786414","0.0817682252394165","0.136730260333412","1"
"Low transfer dependency","2006","Saxony-Anhalt","Rural Area","53","0.0614320022653102","0.0434633195770639","0.0794006849535564","1"
"Low transfer dependency","2006","Thuringia","Rural Area","81","0.128746234408932","0.103517622356468","0.153974846461395","1"
"Low transfer dependency","2006","Saxony-Anhalt","Urban Area","15","","","","1"
"Low transfer dependency","2006","Saxony","Rural Area","71","0.0851908914936826","0.0654983729811617","0.104883410006204","1"
"Very high transfer dependency","2006","Hamburg","Urban Area","16","","","","3"
"Very high transfer dependency","2006","Schleswig-Holstein","Urban Area","7","","","","3"
"Very high transfer dependency","2006","Schleswig-Holstein","Rural Area","24","","","","3"
"Very high transfer dependency","2006","Lower Saxony","Rural Area","28","","","","3"
"Very high transfer dependency","2006","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2006","Lower Saxony","Urban Area","40","0.0549512036147477","0.0407773093677683","0.0691250978617271","3"
"Very high transfer dependency","2006","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2006","Bremen","Urban Area","6","","","","3"
"Very high transfer dependency","2006","North Rhine-Westphalia","Rural Area","12","","","","3"
"Very high transfer dependency","2006","North Rhine-Westphalia","Urban Area","148","0.0491865949097455","0.0428526092828054","0.0555205805366855","3"
"Very high transfer dependency","2006","Hesse","Urban Area","29","","","","3"
"Very high transfer dependency","2006","Hesse","Rural Area","2","","","","3"
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Urban Area","36","0.041215319209662","0.0288449650931951","0.053585673326129","3"
"Very high transfer dependency","2006","Rhineland-Palatinate,Saarland","Rural Area","7","","","","3"
"Very high transfer dependency","2006","Baden-Württemberg","Urban Area","42","0.0203307051488341","0.014812881503502","0.0258485287941662","3"
"Very high transfer dependency","2006","Baden-Württemberg","Rural Area","","","","","3"
"Very high transfer dependency","2006","Bavaria","Urban Area","22","","","","3"
"Very high transfer dependency","2006","Saxony-Anhalt","Rural Area","52","0.0857339329111913","0.0647832247541587","0.106684641068224","3"
"Very high transfer dependency","2006","Thuringia","Urban Area","20","","","","3"
"Very high transfer dependency","2006","Thuringia","Rural Area","30","0.0680365522626287","0.0490684297856603","0.0870046747395971","3"
"Very high transfer dependency","2006","Bavaria","Rural Area","27","","","","3"
"Very high transfer dependency","2006","Berlin","Urban Area","55","0.0818977349484929","0.0628486976624713","0.100946772234514","3"
"Very high transfer dependency","2006","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2006","Brandenburg","Urban Area","1","","","","3"
"Very high transfer dependency","2006","Brandenburg","Rural Area","58","0.0912756603713302","0.0720830693292133","0.110468251413447","3"
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Very high transfer dependency","2006","Mecklenburg-Western Pomerania","Rural Area","29","","","","3"
"Very high transfer dependency","2006","Saxony","Urban Area","50","0.121809776467821","0.0995456224406056","0.144073930495036","3"
"Very high transfer dependency","2006","Saxony","Rural Area","36","0.0751315892843308","0.0565368239558924","0.0937263546127692","3"
"Very high transfer dependency","2006","Saxony-Anhalt","Urban Area","6","","","","3"
"Very low transfer dependency","2006","Schleswig-Holstein","Urban Area","267","0.924254743998266","0.893749624351955","0.954759863644577","0"
"Very low transfer dependency","2006","Schleswig-Holstein","Rural Area","321","0.80815933138429","0.769030928099211","0.847287734669368","0"
"Very low transfer dependency","2006","Hamburg","Urban Area","279","0.902774916330818","0.869901132227346","0.93564870043429","0"
"Very low transfer dependency","2006","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2006","Lower Saxony","Urban Area","886","0.883610541117408","0.863664315121407","0.903556767113409","0"
"Very low transfer dependency","2006","Lower Saxony","Rural Area","879","0.867737159974621","0.846718944483753","0.888755375465488","0"
"Very low transfer dependency","2006","Bremen","Urban Area","127","0.890402889972755","0.83973130432015","0.94107447562536","0"
"Very low transfer dependency","2006","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2006","North Rhine-Westphalia","Urban Area","4020","0.871547991905918","0.86174808051965","0.881347903292186","0"
"Very low transfer dependency","2006","North Rhine-Westphalia","Rural Area","97","0.765274770323928","0.690068030977751","0.840481509670105","0"
"Very low transfer dependency","2006","Hesse","Urban Area","1115","0.885810234917148","0.867963773705287","0.90365669612901","0"
"Very low transfer dependency","2006","Hesse","Rural Area","255","0.934164995098564","0.904693384533059","0.963636605664069","0"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Urban Area","883","0.844422651159409","0.821867519036529","0.866977783282289","0"
"Very low transfer dependency","2006","Rhineland-Palatinate,Saarland","Rural Area","296","0.912775518580278","0.881908352079911","0.943642685080644","0"
"Very low transfer dependency","2006","Bavaria","Urban Area","1407","0.897562279717591","0.882378462843501","0.912746096591682","0"
"Very low transfer dependency","2006","Baden-Württemberg","Rural Area","211","0.901277012000894","0.862976161028464","0.939577862973323","0"
"Very low transfer dependency","2006","Baden-Württemberg","Urban Area","2312","0.916119711856486","0.905281492975467","0.926957930737504","0"
"Very low transfer dependency","2006","Bavaria","Rural Area","1465","0.894829575236026","0.879959738803859","0.909699411668193","0"
"Very low transfer dependency","2006","Berlin","Urban Area","648","0.798243037626321","0.770364281548126","0.826121793704517","0"
"Very low transfer dependency","2006","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2006","Brandenburg","Urban Area","69","0.918519626294666","0.856605722836222","0.980433529753109","0"
"Very low transfer dependency","2006","Brandenburg","Rural Area","712","0.803886746139977","0.777426678854901","0.830346813425052","0"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Urban Area","61","0.72048964917829","0.615363225173005","0.825616073183574","0"
"Very low transfer dependency","2006","Mecklenburg-Western Pomerania","Rural Area","387","0.753259748829067","0.715281243099537","0.791238254558596","0"
"Very low transfer dependency","2006","Saxony","Rural Area","637","0.784063496215818","0.755038104402762","0.813088888028874","0"
"Very low transfer dependency","2006","Saxony","Urban Area","669","0.730706346366547","0.700509935585631","0.760902757147464","0"
"Very low transfer dependency","2006","Thuringia","Rural Area","541","0.768153406666913","0.736364316615532","0.799942496718293","0"
"Very low transfer dependency","2006","Saxony-Anhalt","Rural Area","549","0.756801733623703","0.724697867943886","0.78890559930352","0"
"Very low transfer dependency","2006","Saxony-Anhalt","Urban Area","210","0.873893672403204","0.83154012160217","0.916247223204238","0"
"Very low transfer dependency","2006","Thuringia","Urban Area","234","0.76006562743492","0.710573416502097","0.809557838367743","0"
"High transfer dependency","2007","Lower Saxony","Urban Area","29","","","","2"
"High transfer dependency","2007","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2007","Schleswig-Holstein","Urban Area","1","","","","2"
"High transfer dependency","2007","Lower Saxony","Rural Area","23","","","","2"
"High transfer dependency","2007","Bremen","Urban Area","3","","","","2"
"High transfer dependency","2007","Hamburg","Urban Area","6","","","","2"
"High transfer dependency","2007","Schleswig-Holstein","Rural Area","18","","","","2"
"High transfer dependency","2007","Bremen","Rural Area","","","","","2"
"High transfer dependency","2007","North Rhine-Westphalia","Urban Area","80","0.0262455334413769","0.0213875742839925","0.0311034925987613","2"
"High transfer dependency","2007","North Rhine-Westphalia","Rural Area","2","","","","2"
"High transfer dependency","2007","Hesse","Urban Area","23","","","","2"
"High transfer dependency","2007","Hesse","Rural Area","2","","","","2"
"High transfer dependency","2007","Rhineland-Palatinate,Saarland","Urban Area","26","","","","2"
"High transfer dependency","2007","Rhineland-Palatinate,Saarland","Rural Area","2","","","","2"
"High transfer dependency","2007","Baden-Württemberg","Urban Area","41","0.0257811502975874","0.0193197369011085","0.0322425636940663","2"
"High transfer dependency","2007","Baden-Württemberg","Rural Area","3","","","","2"
"High transfer dependency","2007","Bavaria","Urban Area","15","","","","2"
"High transfer dependency","2007","Bavaria","Rural Area","25","","","","2"
"High transfer dependency","2007","Berlin","Urban Area","29","","","","2"
"High transfer dependency","2007","Berlin","Rural Area","","","","","2"
"High transfer dependency","2007","Brandenburg","Urban Area","","","","","2"
"High transfer dependency","2007","Brandenburg","Rural Area","27","","","","2"
"High transfer dependency","2007","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"High transfer dependency","2007","Mecklenburg-Western Pomerania","Rural Area","19","","","","2"
"High transfer dependency","2007","Saxony","Urban Area","36","0.0552022434492376","0.0390716435507457","0.0713328433477295","2"
"High transfer dependency","2007","Saxony","Rural Area","23","","","","2"
"High transfer dependency","2007","Saxony-Anhalt","Urban Area","6","","","","2"
"High transfer dependency","2007","Saxony-Anhalt","Rural Area","14","","","","2"
"High transfer dependency","2007","Thuringia","Urban Area","12","","","","2"
"High transfer dependency","2007","Thuringia","Rural Area","22","","","","2"
"Low transfer dependency","2007","Schleswig-Holstein","Urban Area","5","","","","1"
"Low transfer dependency","2007","Schleswig-Holstein","Rural Area","33","0.106142384062437","0.0746719470954169","0.137612821029456","1"
"Low transfer dependency","2007","Hamburg","Urban Area","13","","","","1"
"Low transfer dependency","2007","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2007","Lower Saxony","Urban Area","44","0.0402429421064565","0.0276593736876889","0.0528265105252241","1"
"Low transfer dependency","2007","Lower Saxony","Rural Area","71","0.0864176973692374","0.0683591920727305","0.104476202665744","1"
"Low transfer dependency","2007","Bremen","Urban Area","10","","","","1"
"Low transfer dependency","2007","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2007","North Rhine-Westphalia","Urban Area","188","0.0611169532957008","0.0538376800427133","0.0683962265486882","1"
"Low transfer dependency","2007","North Rhine-Westphalia","Rural Area","9","","","","1"
"Low transfer dependency","2007","Hesse","Urban Area","58","0.0622196217898845","0.0483429327929455","0.0760963107868235","1"
"Low transfer dependency","2007","Hesse","Rural Area","12","","","","1"
"Low transfer dependency","2007","Rhineland-Palatinate,Saarland","Urban Area","33","0.055508429050072","0.040532684130723","0.070484173969421","1"
"Low transfer dependency","2007","Rhineland-Palatinate,Saarland","Rural Area","6","","","","1"
"Low transfer dependency","2007","Baden-Württemberg","Urban Area","96","0.0373713153491874","0.0296383385072091","0.0451042921911657","1"
"Low transfer dependency","2007","Baden-Württemberg","Rural Area","5","","","","1"
"Low transfer dependency","2007","Bavaria","Urban Area","45","0.0409773969897966","0.0307349364559843","0.0512198575236089","1"
"Low transfer dependency","2007","Bavaria","Rural Area","108","0.0589171198748028","0.047247293156867","0.0705869465927386","1"
"Low transfer dependency","2007","Berlin","Urban Area","57","0.0881658075370613","0.0680077200131603","0.108323895060962","1"
"Low transfer dependency","2007","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2007","Brandenburg","Urban Area","4","","","","1"
"Low transfer dependency","2007","Brandenburg","Rural Area","78","0.0944868540224537","0.0742303307447305","0.114743377300177","1"
"Low transfer dependency","2007","Mecklenburg-Western Pomerania","Urban Area","8","","","","1"
"Low transfer dependency","2007","Thuringia","Urban Area","26","","","","1"
"Low transfer dependency","2007","Mecklenburg-Western Pomerania","Rural Area","42","0.104316842932813","0.0759484271895027","0.132685258676123","1"
"Low transfer dependency","2007","Saxony-Anhalt","Urban Area","16","","","","1"
"Low transfer dependency","2007","Thuringia","Rural Area","64","0.0803995435332918","0.0595121630761577","0.101286923990426","1"
"Low transfer dependency","2007","Saxony","Urban Area","66","0.080729736139366","0.0614881397383483","0.0999713325403837","1"
"Low transfer dependency","2007","Saxony","Rural Area","83","0.115670889991319","0.0929174952021821","0.138424284780455","1"
"Low transfer dependency","2007","Saxony-Anhalt","Rural Area","57","0.0824533726651551","0.0613891360305811","0.103517609299729","1"
"Very high transfer dependency","2007","Lower Saxony","Urban Area","30","0.0459870122545689","0.0325756455817026","0.0593983789274351","3"
"Very high transfer dependency","2007","Lower Saxony","Rural Area","28","","","","3"
"Very high transfer dependency","2007","Schleswig-Holstein","Urban Area","6","","","","3"
"Very high transfer dependency","2007","Hamburg","Urban Area","19","","","","3"
"Very high transfer dependency","2007","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2007","Schleswig-Holstein","Rural Area","16","","","","3"
"Very high transfer dependency","2007","Bremen","Urban Area","7","","","","3"
"Very high transfer dependency","2007","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2007","North Rhine-Westphalia","Urban Area","118","0.0341691973303642","0.0286488126735","0.0396895819872284","3"
"Very high transfer dependency","2007","North Rhine-Westphalia","Rural Area","11","","","","3"
"Very high transfer dependency","2007","Hesse","Urban Area","27","","","","3"
"Very high transfer dependency","2007","Hesse","Rural Area","1","","","","3"
"Very high transfer dependency","2007","Rhineland-Palatinate,Saarland","Urban Area","39","0.0663313694046535","0.0500546907968854","0.0826080480124216","3"
"Very high transfer dependency","2007","Baden-Württemberg","Urban Area","43","0.026601366343441","0.0200407376882932","0.0331619949985888","3"
"Very high transfer dependency","2007","Rhineland-Palatinate,Saarland","Rural Area","8","","","","3"
"Very high transfer dependency","2007","Bavaria","Urban Area","29","","","","3"
"Very high transfer dependency","2007","Baden-Württemberg","Rural Area","2","","","","3"
"Very high transfer dependency","2007","Bavaria","Rural Area","31","0.0324934028994923","0.0237061266048161","0.0412806791941686","3"
"Very high transfer dependency","2007","Berlin","Urban Area","52","0.0896540800875615","0.0693431622520933","0.10996499792303","3"
"Very high transfer dependency","2007","Saxony-Anhalt","Rural Area","45","0.0725662226801647","0.0526990459970303","0.0924333993632991","3"
"Very high transfer dependency","2007","Thuringia","Urban Area","25","","","","3"
"Very high transfer dependency","2007","Thuringia","Rural Area","25","","","","3"
"Very high transfer dependency","2007","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2007","Brandenburg","Urban Area","1","","","","3"
"Very high transfer dependency","2007","Brandenburg","Rural Area","48","0.0826180338664198","0.0635527024113156","0.101683365321524","3"
"Very high transfer dependency","2007","Mecklenburg-Western Pomerania","Urban Area","","","","","3"
"Very high transfer dependency","2007","Mecklenburg-Western Pomerania","Rural Area","28","","","","3"
"Very high transfer dependency","2007","Saxony","Urban Area","37","0.0832809305054637","0.0637648030512864","0.102797057959641","3"
"Very high transfer dependency","2007","Saxony","Rural Area","31","0.0608363446549763","0.0438312365322904","0.0778414527776622","3"
"Very high transfer dependency","2007","Saxony-Anhalt","Urban Area","6","","","","3"
"Very low transfer dependency","2007","Schleswig-Holstein","Urban Area","249","0.922190881894726","0.88969311675057","0.954688647038882","0"
"Very low transfer dependency","2007","Schleswig-Holstein","Rural Area","301","0.810945339262763","0.770940395248475","0.850950283277051","0"
"Very low transfer dependency","2007","Hamburg","Urban Area","262","0.878934561381014","0.842021860399806","0.915847262362223","0"
"Very low transfer dependency","2007","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2007","Lower Saxony","Urban Area","834","0.883898716646202","0.863387186605453","0.904410246686952","0"
"Very low transfer dependency","2007","Lower Saxony","Rural Area","808","0.856673247725119","0.834152757020765","0.879193738429473","0"
"Very low transfer dependency","2007","Bremen","Urban Area","129","0.874878402186798","0.821753891200809","0.928002913172788","0"
"Very low transfer dependency","2007","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2007","North Rhine-Westphalia","Urban Area","3774","0.878468315932558","0.868539230790022","0.888397401075094","0"
"Very low transfer dependency","2007","North Rhine-Westphalia","Rural Area","84","0.692041570164451","0.60415807956144","0.779925060767461","0"
"Very low transfer dependency","2007","Hesse","Urban Area","1056","0.87242752786908","0.853262265596951","0.891592790141209","0"
"Very low transfer dependency","2007","Hesse","Rural Area","229","0.930680095586356","0.898810073214834","0.962550117957879","0"
"Very low transfer dependency","2007","Rhineland-Palatinate,Saarland","Urban Area","800","0.839760486901736","0.815768155644362","0.863752818159109","0"
"Very low transfer dependency","2007","Rhineland-Palatinate,Saarland","Rural Area","277","0.932763140478921","0.904088123812221","0.961438157145621","0"
"Very low transfer dependency","2007","Baden-Württemberg","Rural Area","215","0.97286286336066","0.951632146647955","0.994093580073365","0"
"Very low transfer dependency","2007","Bavaria","Urban Area","1350","0.910895072972012","0.896175245153503","0.925614900790521","0"
"Very low transfer dependency","2007","Baden-Württemberg","Urban Area","2131","0.910246168009784","0.898592730605213","0.921899605414356","0"
"Very low transfer dependency","2007","Bavaria","Rural Area","1400","0.891833295584445","0.876440469704944","0.907226121463945","0"
"Very low transfer dependency","2007","Berlin","Urban Area","622","0.784482819404535","0.755249780689687","0.813715858119384","0"
"Very low transfer dependency","2007","Berlin","Rural Area","","","","","0"
"Very low transfer dependency","2007","Brandenburg","Urban Area","71","0.924665895349287","0.865328356335942","0.984003434362632","0"
"Very low transfer dependency","2007","Brandenburg","Rural Area","648","0.788065860447716","0.759764093498443","0.816367627396989","0"
"Very low transfer dependency","2007","Mecklenburg-Western Pomerania","Urban Area","56","0.826859159817636","0.734876292390464","0.918842027244809","0"
"Very low transfer dependency","2007","Saxony","Urban Area","631","0.780787089905933","0.751565616911149","0.810008562900716","0"
"Very low transfer dependency","2007","Saxony","Rural Area","622","0.766370815675908","0.73626778449853","0.796473846853286","0"
"Very low transfer dependency","2007","Mecklenburg-Western Pomerania","Rural Area","357","0.790584428961376","0.752822056190265","0.828346801732486","0"
"Very low transfer dependency","2007","Saxony-Anhalt","Urban Area","196","0.880599143908021","0.838135532036595","0.923062755779446","0"
"Very low transfer dependency","2007","Saxony-Anhalt","Rural Area","539","0.817264688768438","0.787669572730497","0.846859804806378","0"
"Very low transfer dependency","2007","Thuringia","Urban Area","210","0.774770030585235","0.72521745153851","0.82432260963196","0"
"Very low transfer dependency","2007","Thuringia","Rural Area","540","0.830517190261692","0.80169713976815","0.859337240755235","0"
"High transfer dependency","2008","Hamburg","Rural Area","","","","","2"
"High transfer dependency","2008","Lower Saxony","Urban Area","14","","","","2"
"High transfer dependency","2008","Bremen","Urban Area","2","","","","2"
"High transfer dependency","2008","Schleswig-Holstein","Urban Area","1","","","","2"
"High transfer dependency","2008","Lower Saxony","Rural Area","23","","","","2"
"High transfer dependency","2008","Hamburg","Urban Area","3","","","","2"
"High transfer dependency","2008","Schleswig-Holstein","Rural Area","16","","","","2"
"High transfer dependency","2008","Bremen","Rural Area","","","","","2"
"High transfer dependency","2008","North Rhine-Westphalia","Urban Area","88","0.0329416616920721","0.0273096173207281","0.038573706063416","2"
"High transfer dependency","2008","North Rhine-Westphalia","Rural Area","1","","","","2"
"High transfer dependency","2008","Hesse","Urban Area","26","","","","2"
"High transfer dependency","2008","Hesse","Rural Area","","","","","2"
"High transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","15","","","","2"
"High transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"High transfer dependency","2008","Baden-Württemberg","Urban Area","32","0.0188060782010459","0.0131090506797117","0.0245031057223802","2"
"High transfer dependency","2008","Baden-Württemberg","Rural Area","2","","","","2"
"High transfer dependency","2008","Bavaria","Urban Area","9","","","","2"
"High transfer dependency","2008","Bavaria","Rural Area","15","","","","2"
"High transfer dependency","2008","Berlin","Urban Area","21","","","","2"
"High transfer dependency","2008","Berlin","Rural Area","","","","","2"
"High transfer dependency","2008","Brandenburg","Urban Area","","","","","2"
"High transfer dependency","2008","Brandenburg","Rural Area","26","","","","2"
"High transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","2","","","","2"
"High transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","13","","","","2"
"High transfer dependency","2008","Saxony","Urban Area","24","","","","2"
"High transfer dependency","2008","Saxony-Anhalt","Rural Area","10","","","","2"
"High transfer dependency","2008","Saxony","Rural Area","16","","","","2"
"High transfer dependency","2008","Saxony-Anhalt","Urban Area","3","","","","2"
"High transfer dependency","2008","Thuringia","Rural Area","19","","","","2"
"High transfer dependency","2008","Thuringia","Urban Area","13","","","","2"
"Low transfer dependency","2008","Schleswig-Holstein","Rural Area","17","","","","1"
"Low transfer dependency","2008","Schleswig-Holstein","Urban Area","5","","","","1"
"Low transfer dependency","2008","Hamburg","Urban Area","10","","","","1"
"Low transfer dependency","2008","Hamburg","Rural Area","","","","","1"
"Low transfer dependency","2008","Lower Saxony","Urban Area","34","0.0504080393492757","0.0360503655789536","0.0647657131195979","1"
"Low transfer dependency","2008","Lower Saxony","Rural Area","54","0.0917260385843376","0.0726338557827929","0.110818221385882","1"
"Low transfer dependency","2008","Bremen","Urban Area","8","","","","1"
"Low transfer dependency","2008","Bremen","Rural Area","","","","","1"
"Low transfer dependency","2008","North Rhine-Westphalia","Urban Area","141","0.0447630657073335","0.0382380367445593","0.0512880946701077","1"
"Low transfer dependency","2008","Hesse","Urban Area","39","0.0296239683260137","0.0196497642587294","0.039598172393298","1"
"Low transfer dependency","2008","North Rhine-Westphalia","Rural Area","10","","","","1"
"Low transfer dependency","2008","Hesse","Rural Area","6","","","","1"
"Low transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","42","0.0633517157494253","0.0468589479986774","0.0798444835001733","1"
"Low transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","11","","","","1"
"Low transfer dependency","2008","Baden-Württemberg","Urban Area","106","0.0517698792954162","0.042477707649637","0.0610620509411954","1"
"Low transfer dependency","2008","Baden-Württemberg","Rural Area","9","","","","1"
"Low transfer dependency","2008","Bavaria","Urban Area","62","0.0574987862269809","0.0450252287691422","0.0699723436848195","1"
"Low transfer dependency","2008","Bavaria","Rural Area","82","0.0666092908768382","0.0538367678425766","0.0793818139110998","1"
"Low transfer dependency","2008","Berlin","Urban Area","51","0.0755414438399701","0.0563318912672949","0.0947509964126454","1"
"Low transfer dependency","2008","Berlin","Rural Area","","","","","1"
"Low transfer dependency","2008","Brandenburg","Urban Area","1","","","","1"
"Low transfer dependency","2008","Brandenburg","Rural Area","64","0.0759918958192697","0.0570904012870708","0.0948933903514685","1"
"Low transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","8","","","","1"
"Low transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","38","0.0839001947824954","0.0577569735803705","0.11004341598462","1"
"Low transfer dependency","2008","Saxony","Urban Area","74","0.0698790848639235","0.0514606597192741","0.0882975100085728","1"
"Low transfer dependency","2008","Saxony","Rural Area","55","0.0965404184419076","0.074786353801155","0.11829448308266","1"
"Low transfer dependency","2008","Saxony-Anhalt","Urban Area","20","","","","1"
"Low transfer dependency","2008","Saxony-Anhalt","Rural Area","34","0.0659108892885223","0.0460404522115938","0.0857813263654509","1"
"Low transfer dependency","2008","Thuringia","Urban Area","20","","","","1"
"Low transfer dependency","2008","Thuringia","Rural Area","59","0.0759544658717225","0.0549481046561662","0.0969608270872788","1"
"Very high transfer dependency","2008","Hamburg","Urban Area","14","","","","3"
"Very high transfer dependency","2008","Hamburg","Rural Area","","","","","3"
"Very high transfer dependency","2008","Lower Saxony","Rural Area","28","","","","3"
"Very high transfer dependency","2008","Bremen","Urban Area","4","","","","3"
"Very high transfer dependency","2008","Bremen","Rural Area","","","","","3"
"Very high transfer dependency","2008","Schleswig-Holstein","Urban Area","9","","","","3"
"Very high transfer dependency","2008","Schleswig-Holstein","Rural Area","18","","","","3"
"Very high transfer dependency","2008","Lower Saxony","Urban Area","25","","","","3"
"Very high transfer dependency","2008","North Rhine-Westphalia","Urban Area","103","0.0365614086765363","0.0306391079199637","0.0424837094331089","3"
"Very high transfer dependency","2008","North Rhine-Westphalia","Rural Area","6","","","","3"
"Very high transfer dependency","2008","Hesse","Urban Area","20","","","","3"
"Very high transfer dependency","2008","Hesse","Rural Area","2","","","","3"
"Very high transfer dependency","2008","Baden-Württemberg","Urban Area","29","","","","3"
"Very high transfer dependency","2008","Rhineland-Palatinate,Saarland","Urban Area","29","","","","3"
"Very high transfer dependency","2008","Rhineland-Palatinate,Saarland","Rural Area","7","","","","3"
"Very high transfer dependency","2008","Baden-Württemberg","Rural Area","1","","","","3"
"Very high transfer dependency","2008","Bavaria","Urban Area","21","","","","3"
"Very high transfer dependency","2008","Bavaria","Rural Area","20","","","","3"
"Very high transfer dependency","2008","Berlin","Urban Area","41","0.0963883842606577","0.0749355766365797","0.117841191884736","3"
"Very high transfer dependency","2008","Berlin","Rural Area","","","","","3"
"Very high transfer dependency","2008","Brandenburg","Urban Area","1","","","","3"
"Very high transfer dependency","2008","Saxony-Anhalt","Rural Area","40","0.0715380805404904","0.0508992364903992","0.0921769245905816","3"
"Very high transfer dependency","2008","Thuringia","Urban Area","27","","","","3"
"Very high transfer dependency","2008","Thuringia","Rural Area","23","","","","3"
"Very high transfer dependency","2008","Brandenburg","Rural Area","48","0.0894183601312579","0.0690644707284672","0.109772249534049","3"
"Very high transfer dependency","2008","Mecklenburg-Western Pomerania","Urban Area","1","","","","3"
"Very high transfer dependency","2008","Mecklenburg-Western Pomerania","Rural Area","29","","","","3"
"Very high transfer dependency","2008","Saxony","Urban Area","29","","","","3"
"Very high transfer dependency","2008","Saxony","Rural Area","34","0.0640325110230321","0.0459997548498754","0.0820652671961889","3"
"Very high transfer dependency","2008","Saxony-Anhalt","Urban Area","5","","","","3"
"Very low transfer dependency","2008","Schleswig-Holstein","Urban Area","217","0.917028448657721","0.881534026679284","0.952522870636159","0"
"Very low transfer dependency","2008","Schleswig-Holstein","Rural Area","284","0.856260272255751","0.818692365805688","0.893828178705813","0"
"Very low transfer dependency","2008","Hamburg","Urban Area","260","0.869966335682093","0.831054092544832","0.908878578819355","0"
"Very low transfer dependency","2008","Hamburg","Rural Area","","","","","0"
"Very low transfer dependency","2008","Lower Saxony","Urban Area","819","0.903201125746931","0.883797045936536","0.922605205557326","0"
"Very low transfer dependency","2008","Lower Saxony","Rural Area","773","0.848922756463552","0.825234426328124","0.872611086598981","0"
"Very low transfer dependency","2008","Bremen","Urban Area","126","0.905840242408671","0.857462840131278","0.954217644686064","0"
"Very low transfer dependency","2008","Bremen","Rural Area","","","","","0"
"Very low transfer dependency","2008","North Rhine-Westphalia","Urban Area","3526","0.885733863924058","0.875695166256241","0.895772561591875","0"
"Very low transfer dependency","2008","North Rhine-Westphalia","Rural Area","85","0.762454680253672","0.679864528990524","0.84504483151682","0"
