"transab_cat2","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2005","Part Time","vocational + Abi","30","0.100548808287121","0.0673913055372625","0.13370631103698"
"Low transfer dependency","2005","Part Time","higher vocational","30","0.112552716633888","0.0785566773643969","0.146548755903379"
"Low transfer dependency","2005","Part Time","higher education","64","0.0908682762379319","0.0723358766167718","0.109400675859092"
"Low transfer dependency","2005","Not Working","in school","49","0.104395516766","0.0787945205483824","0.129996512983618"
"Low transfer dependency","2005","Not Working","inadequately","21","","",""
"Low transfer dependency","2005","Not Working","general elemantary","95","0.0703329116991512","0.0567026946387107","0.0839631287595918"
"Low transfer dependency","2005","Not Working","middle vocational","266","0.0589492651980851","0.0515874136861476","0.0663111167100226"
"Low transfer dependency","2005","Not Working","vocational + Abi","27","","",""
"Low transfer dependency","2005","Not Working","higher vocational","33","0.0676447401612908","0.0445692932066088","0.0907201871159727"
"Low transfer dependency","2005","Not Working","higher education","55","0.0426545700586287","0.0301299312699766","0.0551792088472808"
"High transfer dependency","2005","Full Time","in school","","","",""
"High transfer dependency","2005","Full Time","inadequately","2","","",""
"High transfer dependency","2005","Full Time","general elemantary","14","","",""
"High transfer dependency","2005","Full Time","middle vocational","19","","",""
"High transfer dependency","2005","Full Time","vocational + Abi","1","","",""
"High transfer dependency","2005","Full Time","higher vocational","2","","",""
"High transfer dependency","2005","Full Time","higher education","7","","",""
"High transfer dependency","2005","Part Time","in school","2","","",""
"High transfer dependency","2005","Part Time","inadequately","2","","",""
"High transfer dependency","2005","Part Time","general elemantary","23","","",""
"High transfer dependency","2005","Part Time","middle vocational","108","0.0481480744126697","0.0397344260688841","0.0565617227564553"
"High transfer dependency","2005","Part Time","vocational + Abi","8","","",""
"High transfer dependency","2005","Part Time","higher vocational","7","","",""
"High transfer dependency","2005","Part Time","higher education","20","","",""
"High transfer dependency","2005","Not Working","in school","16","","",""
"High transfer dependency","2005","Not Working","inadequately","13","","",""
"High transfer dependency","2005","Not Working","general elemantary","56","0.0385037353907575","0.0282475708908817","0.0487598998906334"
"High transfer dependency","2005","Not Working","middle vocational","117","0.0284379382804058","0.0232424584399861","0.0336334181208255"
"High transfer dependency","2005","Not Working","vocational + Abi","12","","",""
"High transfer dependency","2005","Not Working","higher vocational","11","","",""
"High transfer dependency","2005","Not Working","higher education","16","","",""
"Very high transfer dependency","2005","Full Time","in school","","","",""
"Very high transfer dependency","2005","Full Time","inadequately","1","","",""
"Very high transfer dependency","2005","Full Time","general elemantary","3","","",""
"Very high transfer dependency","2005","Full Time","middle vocational","3","","",""
"Very high transfer dependency","2005","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","2005","Full Time","higher vocational","","","",""
"Very high transfer dependency","2005","Full Time","higher education","1","","",""
"Very high transfer dependency","2005","Part Time","in school","1","","",""
"Very high transfer dependency","2005","Part Time","inadequately","7","","",""
"Very high transfer dependency","2005","Part Time","general elemantary","22","","",""
"Very high transfer dependency","2005","Part Time","middle vocational","72","0.0409188240967299","0.0331330920269243","0.0487045561665355"
"Very high transfer dependency","2005","Part Time","vocational + Abi","8","","",""
"Very high transfer dependency","2005","Part Time","higher vocational","5","","",""
"Very high transfer dependency","2005","Part Time","higher education","7","","",""
"Very high transfer dependency","2005","Not Working","in school","29","","",""
"Very high transfer dependency","2005","Not Working","inadequately","28","","",""
"Very high transfer dependency","2005","Not Working","general elemantary","98","0.0736451656771863","0.0597225590347112","0.0875677723196614"
"Very high transfer dependency","2005","Not Working","middle vocational","246","0.071436607728134","0.0633863918439757","0.0794868236122924"
"Very high transfer dependency","2005","Not Working","vocational + Abi","20","","",""
"Very high transfer dependency","2005","Not Working","higher vocational","12","","",""
"Very high transfer dependency","2005","Not Working","higher education","36","0.0576284099776914","0.0431847418191381","0.0720720781362447"
"Very low transfer dependency","2006","Full Time","in school","3","","",""
"Very low transfer dependency","2006","Full Time","inadequately","43","0.697954889617833","0.576611442518935","0.819298336716731"
"Very low transfer dependency","2006","Full Time","general elemantary","454","0.888843101082927","0.861482547799186","0.916203654366668"
"Very low transfer dependency","2006","Full Time","middle vocational","3765","0.948975511302176","0.942129708654994","0.955821313949358"
"Very low transfer dependency","2006","Full Time","vocational + Abi","526","0.936606840023415","0.916389181619714","0.956824498427116"
"Very low transfer dependency","2006","Full Time","higher vocational","759","0.947803465736448","0.93242899951245","0.963177931960446"
"Very low transfer dependency","2006","Full Time","higher education","2374","0.979724375611106","0.97412055751217","0.985328193710042"
"Very low transfer dependency","2006","Part Time","in school","57","0.932829056290497","0.871017514873802","0.994640597707192"
"Very low transfer dependency","2006","Part Time","inadequately","21","","",""
"Very low transfer dependency","2006","Part Time","general elemantary","365","0.704898693009735","0.66492152659871","0.744875859420761"
"Very low transfer dependency","2006","Part Time","middle vocational","2136","0.782549086053934","0.766789617734937","0.798308554372931"
"Very low transfer dependency","2006","Part Time","vocational + Abi","300","0.79194091155806","0.749715523474036","0.834166299642083"
"Very low transfer dependency","2006","Part Time","higher vocational","289","0.852026657575022","0.813946986275995","0.890106328874049"
"Very low transfer dependency","2006","Part Time","higher education","883","0.876910782653588","0.856256854173331","0.897564711133846"
"Very low transfer dependency","2006","Not Working","in school","478","0.788622011935596","0.754986022855518","0.822258001015673"
"Very low transfer dependency","2006","Not Working","inadequately","83","0.506095426776184","0.425273880735899","0.586916972816468"
"Very low transfer dependency","2006","Not Working","general elemantary","1236","0.809544493630276","0.789830585164024","0.829258402096529"
"Very low transfer dependency","2006","Not Working","middle vocational","3763","0.832803853655872","0.821869714522435","0.843737992789309"
"Very low transfer dependency","2006","Not Working","vocational + Abi","234","0.797866806387024","0.752271097035885","0.843462515738163"
"Very low transfer dependency","2006","Not Working","higher vocational","463","0.874222544937484","0.845639057062252","0.902806032812715"
"Very low transfer dependency","2006","Not Working","higher education","1069","0.889843940763706","0.871865739103711","0.9078221424237"
"Low transfer dependency","2006","Full Time","in school","1","","",""
"Low transfer dependency","2006","Full Time","inadequately","8","","",""
"Low transfer dependency","2006","Full Time","general elemantary","36","0.0793435484025474","0.0558175143481119","0.102869582456983"
"Low transfer dependency","2006","Full Time","middle vocational","168","0.0406247776548508","0.034482954760193","0.0467666005495085"
"Low transfer dependency","2006","Full Time","vocational + Abi","32","0.0633931599765849","0.0431755015728843","0.0836108183802855"
"Low transfer dependency","2006","Full Time","higher vocational","42","0.0493431280074343","0.0343723179170774","0.0643139380977912"
"Low transfer dependency","2006","Full Time","higher education","56","0.0202756243888943","0.0146718062899582","0.0258794424878305"
"Low transfer dependency","2006","Part Time","in school","3","","",""
"Low transfer dependency","2006","Part Time","inadequately","5","","",""
"Low transfer dependency","2006","Part Time","general elemantary","58","0.127643941823819","0.0983950050807137","0.156892878566924"
"Low transfer dependency","2006","Part Time","middle vocational","266","0.111045057476251","0.0990419238868731","0.123048191065629"
"Low transfer dependency","2006","Part Time","vocational + Abi","36","0.121557607837054","0.0875652233884821","0.155549992285625"
"Low transfer dependency","2006","Part Time","higher vocational","29","","",""
"Low transfer dependency","2006","Part Time","higher education","61","0.0699651222387632","0.0539287778281462","0.0860014666493802"
"Low transfer dependency","2006","Not Working","in school","38","0.0684534257349215","0.0476497653429123","0.0892570861269308"
"Low transfer dependency","2006","Not Working","inadequately","17","","",""
"Low transfer dependency","2006","Not Working","general elemantary","99","0.0561771944529824","0.0446165814251127","0.0677378074808521"
"Low transfer dependency","2006","Not Working","middle vocational","275","0.0612476403470628","0.0542214436642125","0.068273837029913"
"Low transfer dependency","2006","Not Working","vocational + Abi","29","","",""
"Low transfer dependency","2006","Not Working","higher vocational","24","","",""
"Low transfer dependency","2006","Not Working","higher education","37","0.0231385051557499","0.0145053554277398","0.03177165488376"
"High transfer dependency","2006","Full Time","in school","","","",""
"High transfer dependency","2006","Full Time","inadequately","2","","",""
"High transfer dependency","2006","Full Time","general elemantary","15","","",""
"High transfer dependency","2006","Full Time","middle vocational","33","0.00919268885391693","0.00622359843716345","0.0121617792706704"
"High transfer dependency","2006","Full Time","vocational + Abi","","","",""
"High transfer dependency","2006","Full Time","higher vocational","2","","",""
"High transfer dependency","2006","Full Time","higher education","","","",""
"High transfer dependency","2006","Part Time","in school","","","",""
"High transfer dependency","2006","Part Time","inadequately","6","","",""
"High transfer dependency","2006","Part Time","general elemantary","44","0.0936530718177076","0.0681159860064369","0.119190157628978"
"High transfer dependency","2006","Part Time","middle vocational","133","0.055698406715249","0.0469368375069936","0.0644599759235044"
"High transfer dependency","2006","Part Time","vocational + Abi","10","","",""
"High transfer dependency","2006","Part Time","higher vocational","14","","",""
"High transfer dependency","2006","Part Time","higher education","15","","",""
"High transfer dependency","2006","Not Working","in school","17","","",""
"High transfer dependency","2006","Not Working","inadequately","14","","",""
"High transfer dependency","2006","Not Working","general elemantary","68","0.0453819922979731","0.0349320907778869","0.0558318938180594"
"High transfer dependency","2006","Not Working","middle vocational","132","0.0290714334747098","0.0241484660273584","0.0339944009220611"
"High transfer dependency","2006","Not Working","vocational + Abi","13","","",""
"High transfer dependency","2006","Not Working","higher vocational","12","","",""
"High transfer dependency","2006","Not Working","higher education","13","","",""
"Very high transfer dependency","2006","Full Time","in school","","","",""
"Very high transfer dependency","2006","Full Time","inadequately","2","","",""
"Very high transfer dependency","2006","Full Time","general elemantary","2","","",""
"Very high transfer dependency","2006","Full Time","middle vocational","3","","",""
"Very high transfer dependency","2006","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","2006","Full Time","higher vocational","1","","",""
"Very high transfer dependency","2006","Full Time","higher education","","","",""
"Very high transfer dependency","2006","Part Time","in school","3","","",""
"Very high transfer dependency","2006","Part Time","inadequately","5","","",""
"Very high transfer dependency","2006","Part Time","general elemantary","33","0.0738042933487383","0.050887424264433","0.0967211624330436"
"Very high transfer dependency","2006","Part Time","middle vocational","97","0.0507074497545663","0.0423255768866769","0.0590893226224556"
"Very high transfer dependency","2006","Part Time","vocational + Abi","9","","",""
"Very high transfer dependency","2006","Part Time","higher vocational","2","","",""
"Very high transfer dependency","2006","Part Time","higher education","13","","",""
"Very high transfer dependency","2006","Not Working","in school","33","0.09135943426214","0.0676231553181928","0.115095713206087"
"Very high transfer dependency","2006","Not Working","inadequately","33","0.248239338900283","0.178405723859512","0.318072953941054"
"Very high transfer dependency","2006","Not Working","general elemantary","121","0.0888963196187683","0.0746079920346397","0.103184647202897"
"Very high transfer dependency","2006","Not Working","middle vocational","304","0.0768770725223554","0.0690710771681647","0.0846830678765461"
"Very high transfer dependency","2006","Not Working","vocational + Abi","22","","",""
"Very high transfer dependency","2006","Not Working","higher vocational","18","","",""
"Very high transfer dependency","2006","Not Working","higher education","46","0.0730555771720338","0.0581125473103959","0.0879986070336717"
"Very low transfer dependency","2007","Full Time","in school","","","",""
"Very low transfer dependency","2007","Full Time","inadequately","31","0.832137598928529","0.714839742492057","0.949435455365"
"Very low transfer dependency","2007","Full Time","general elemantary","376","0.870269259358427","0.838693650553976","0.901844868162878"
"Very low transfer dependency","2007","Full Time","middle vocational","3524","0.939382739313191","0.931730930707326","0.947034547919057"
"Very low transfer dependency","2007","Full Time","vocational + Abi","530","0.94977104623719","0.931599657111965","0.967942435362414"
"Very low transfer dependency","2007","Full Time","higher vocational","694","0.97830990064359","0.967677056361161","0.988942744926018"
"Very low transfer dependency","2007","Full Time","higher education","2252","0.9827396994702","0.977408935048602","0.988070463891799"
"Very low transfer dependency","2007","Part Time","in school","46","0.92244764010009","0.848311245801759","0.99658403439842"
"Very low transfer dependency","2007","Part Time","inadequately","23","","",""
"Very low transfer dependency","2007","Part Time","general elemantary","329","0.682433889102322","0.639421932191782","0.725445846012861"
"Very low transfer dependency","2007","Part Time","middle vocational","2010","0.790061054001236","0.773921307922797","0.806200800079674"
"Very low transfer dependency","2007","Part Time","vocational + Abi","272","0.838825054118113","0.79866404483697","0.878986063399256"
"Very low transfer dependency","2007","Part Time","higher vocational","284","0.85705865118958","0.818528326447317","0.895588975931842"
"Very low transfer dependency","2007","Part Time","higher education","867","0.892465838050523","0.872661825531384","0.912269850569662"
"Very low transfer dependency","2007","Not Working","in school","480","0.778444231135977","0.744529206809592","0.812359255462363"
"Very low transfer dependency","2007","Not Working","inadequately","83","0.5848143710638","0.502302206181861","0.667326535945738"
"Very low transfer dependency","2007","Not Working","general elemantary","1106","0.8067788576963","0.785856548338623","0.827701167053977"
"Very low transfer dependency","2007","Not Working","middle vocational","3518","0.849117011659475","0.838203315869839","0.86003070744911"
"Very low transfer dependency","2007","Not Working","vocational + Abi","251","0.84584833111487","0.804502222168194","0.887194440061547"
"Very low transfer dependency","2007","Not Working","higher vocational","437","0.849317838980928","0.817675149601382","0.880960528360475"
"Very low transfer dependency","2007","Not Working","higher education","1044","0.864605496653682","0.844865153428854","0.88434583987851"
"Low transfer dependency","2007","Full Time","in school","","","",""
"Low transfer dependency","2007","Full Time","inadequately","6","","",""
"Low transfer dependency","2007","Full Time","general elemantary","42","0.0932685395933172","0.0659403795067088","0.120596699679926"
"Low transfer dependency","2007","Full Time","middle vocational","176","0.0496373513624474","0.0426727921249814","0.0566019105999134"
"Low transfer dependency","2007","Full Time","vocational + Abi","24","","",""
"Low transfer dependency","2007","Full Time","higher vocational","26","","",""
"Low transfer dependency","2007","Full Time","higher education","34","0.0151238923153336","0.0101285109106321","0.0201192737200351"
"Low transfer dependency","2007","Part Time","in school","3","","",""
"Low transfer dependency","2007","Part Time","inadequately","7","","",""
"Low transfer dependency","2007","Part Time","general elemantary","60","0.155630030788191","0.122136963247675","0.189123098328708"
"Low transfer dependency","2007","Part Time","middle vocational","230","0.106934234748305","0.094687509679373","0.119180959817238"
"Low transfer dependency","2007","Part Time","vocational + Abi","32","0.0795509610315953","0.0499951592830561","0.109106762780135"
"Low transfer dependency","2007","Part Time","higher vocational","22","","",""
"Low transfer dependency","2007","Part Time","higher education","49","0.0659542586498833","0.0500874473030741","0.0818210699966924"
"Low transfer dependency","2007","Not Working","in school","50","0.111637917063207","0.0859198858788535","0.13735594824756"
"Low transfer dependency","2007","Not Working","inadequately","18","","",""
"Low transfer dependency","2007","Not Working","general elemantary","102","0.0618937047748206","0.0491247806292971","0.0746626289203441"
"Low transfer dependency","2007","Not Working","middle vocational","240","0.0515113406839697","0.0447717203397137","0.0582509610282257"
"Low transfer dependency","2007","Not Working","vocational + Abi","16","","",""
"Low transfer dependency","2007","Not Working","higher vocational","20","","",""
"Low transfer dependency","2007","Not Working","higher education","41","0.0302967667190546","0.0204075305197975","0.0401860029183117"
"High transfer dependency","2007","Full Time","in school","","","",""
"High transfer dependency","2007","Full Time","inadequately","2","","",""
"High transfer dependency","2007","Full Time","general elemantary","14","","",""
"High transfer dependency","2007","Full Time","middle vocational","33","0.00987117692711428","0.00670106222059363","0.0130412916336349"
"High transfer dependency","2007","Full Time","vocational + Abi","1","","",""
"High transfer dependency","2007","Full Time","higher vocational","1","","",""
"High transfer dependency","2007","Full Time","higher education","6","","",""
"High transfer dependency","2007","Part Time","in school","","","",""
"High transfer dependency","2007","Part Time","inadequately","4","","",""
"High transfer dependency","2007","Part Time","general elemantary","35","0.106556388298517","0.078048493073643","0.135064283523391"
"High transfer dependency","2007","Part Time","middle vocational","116","0.0597621642766291","0.0503681355285058","0.0691561930247524"
"High transfer dependency","2007","Part Time","vocational + Abi","12","","",""
"High transfer dependency","2007","Part Time","higher vocational","8","","",""
"High transfer dependency","2007","Part Time","higher education","17","","",""
"High transfer dependency","2007","Not Working","in school","15","","",""
"High transfer dependency","2007","Not Working","inadequately","9","","",""
"High transfer dependency","2007","Not Working","general elemantary","49","0.0395773189998288","0.0292459129232347","0.0499087250764229"
"High transfer dependency","2007","Not Working","middle vocational","110","0.0267817957188988","0.0218592144694281","0.0317043769683695"
"High transfer dependency","2007","Not Working","vocational + Abi","6","","",""
"High transfer dependency","2007","Not Working","higher vocational","11","","",""
"High transfer dependency","2007","Not Working","higher education","20","","",""
"Very high transfer dependency","2007","Full Time","in school","","","",""
"Very high transfer dependency","2007","Full Time","inadequately","","","",""
"Very high transfer dependency","2007","Full Time","general elemantary","3","","",""
"Very high transfer dependency","2007","Full Time","middle vocational","3","","",""
"Very high transfer dependency","2007","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","2007","Full Time","higher vocational","","","",""
"Very high transfer dependency","2007","Full Time","higher education","1","","",""
"Very high transfer dependency","2007","Part Time","in school","1","","",""
"Very high transfer dependency","2007","Part Time","inadequately","6","","",""
"Very high transfer dependency","2007","Part Time","general elemantary","26","","",""
"Very high transfer dependency","2007","Part Time","middle vocational","90","0.0432425469738298","0.035181778920656","0.0513033150270036"
"Very high transfer dependency","2007","Part Time","vocational + Abi","6","","",""
"Very high transfer dependency","2007","Part Time","higher vocational","3","","",""
"Very high transfer dependency","2007","Part Time","higher education","7","","",""
"Very high transfer dependency","2007","Not Working","in school","31","0.0765426142703913","0.0548307595439665","0.0982544689968161"
"Very high transfer dependency","2007","Not Working","inadequately","27","","",""
"Very high transfer dependency","2007","Not Working","general elemantary","111","0.0917501185290507","0.0764529506021346","0.107047286455967"
"Very high transfer dependency","2007","Not Working","middle vocational","264","0.072589851937657","0.0646786619949102","0.0805010418804038"
"Very high transfer dependency","2007","Not Working","vocational + Abi","20","","",""
"Very high transfer dependency","2007","Not Working","higher vocational","23","","",""
"Very high transfer dependency","2007","Not Working","higher education","49","0.0801411871041519","0.0644760695237733","0.0958063046845305"
"Very low transfer dependency","2008","Full Time","in school","1","","",""
"Very low transfer dependency","2008","Full Time","inadequately","33","0.841488717602888","0.7253677806967","0.957609654509076"
"Very low transfer dependency","2008","Full Time","general elemantary","373","0.885845798881198","0.855397285462639","0.916294312299758"
"Very low transfer dependency","2008","Full Time","middle vocational","3439","0.958542993779666","0.952032089699645","0.965053897859687"
"Very low transfer dependency","2008","Full Time","vocational + Abi","483","0.965618197930251","0.949804623690275","0.981431772170226"
"Very low transfer dependency","2008","Full Time","higher vocational","644","0.980821714949623","0.970381937331865","0.99126149256738"
"Very low transfer dependency","2008","Full Time","higher education","2110","0.979374457199069","0.973362593181784","0.985386321216355"
"Very low transfer dependency","2008","Part Time","in school","59","0.871151707930253","0.789070387674529","0.953233028185978"
"Very low transfer dependency","2008","Part Time","inadequately","17","","",""
"Very low transfer dependency","2008","Part Time","general elemantary","292","0.709811450039169","0.665445815128994","0.754177084949344"
"Very low transfer dependency","2008","Part Time","middle vocational","1882","0.790544181210656","0.773811974717574","0.807276387703739"
"Very low transfer dependency","2008","Part Time","vocational + Abi","293","0.917137519072076","0.887212427559632","0.947062610584521"
"Very low transfer dependency","2008","Part Time","higher vocational","264","0.85778109366767","0.817788351524382","0.897773835810959"
"Very low transfer dependency","2008","Part Time","higher education","806","0.861870385194018","0.839240271232016","0.884500499156021"
"Very low transfer dependency","2008","Not Working","in school","425","0.843806356230473","0.81143002756247","0.876182684898476"
"Very low transfer dependency","2008","Not Working","inadequately","63","0.576180530945532","0.485468392185817","0.666892669705247"
"Very low transfer dependency","2008","Not Working","general elemantary","1018","0.799936962917304","0.77777760166156","0.822096324173049"
"Very low transfer dependency","2008","Not Working","middle vocational","3338","0.853369730625836","0.842190191907944","0.864549269343727"
"Very low transfer dependency","2008","Not Working","vocational + Abi","212","0.811794285486841","0.763912812061982","0.859675758911699"
"Very low transfer dependency","2008","Not Working","higher vocational","419","0.89685037282267","0.868964527198133","0.924736218447207"
"Very low transfer dependency","2008","Not Working","higher education","1076","0.892896147809398","0.8751078250261","0.910684470592695"
"Low transfer dependency","2008","Full Time","in school","","","",""
"Low transfer dependency","2008","Full Time","inadequately","4","","",""
"Low transfer dependency","2008","Full Time","general elemantary","37","0.0967861102548654","0.0684759126010995","0.125096307908631"
"Low transfer dependency","2008","Full Time","middle vocational","138","0.0346513980727953","0.0286777587501913","0.0406250373953994"
"Low transfer dependency","2008","Full Time","vocational + Abi","24","","",""
"Low transfer dependency","2008","Full Time","higher vocational","17","","",""
"Low transfer dependency","2008","Full Time","higher education","35","0.0181007700091869","0.0124616147275086","0.0237399252908653"
"Low transfer dependency","2008","Part Time","in school","3","","",""
"Low transfer dependency","2008","Part Time","inadequately","3","","",""
"Low transfer dependency","2008","Part Time","general elemantary","55","0.154415697674869","0.119092562403181","0.189738832946558"
"Low transfer dependency","2008","Part Time","middle vocational","209","0.0964666323830797","0.0843270265893818","0.108606238176778"
"Low transfer dependency","2008","Part Time","vocational + Abi","19","","",""
"Low transfer dependency","2008","Part Time","higher vocational","16","","",""
"Low transfer dependency","2008","Part Time","higher education","55","0.0811729691049514","0.0632609328750082","0.0990850053348945"
"Low transfer dependency","2008","Not Working","in school","33","0.0974036688555396","0.0709607759955168","0.123846561715562"
"Low transfer dependency","2008","Not Working","inadequately","13","","",""
"Low transfer dependency","2008","Not Working","general elemantary","88","0.0726002649727368","0.0582272289776149","0.0869733009678588"
"Low transfer dependency","2008","Not Working","middle vocational","196","0.0540245288213934","0.0468799129714318","0.0611691446713551"
"Low transfer dependency","2008","Not Working","vocational + Abi","19","","",""
"Low transfer dependency","2008","Not Working","higher vocational","20","","",""
"Low transfer dependency","2008","Not Working","higher education","39","0.0288430167197745","0.0192158821899151","0.0384701512496339"
"High transfer dependency","2008","Full Time","in school","","","",""
"High transfer dependency","2008","Full Time","inadequately","1","","",""
"High transfer dependency","2008","Full Time","general elemantary","6","","",""
"High transfer dependency","2008","Full Time","middle vocational","23","","",""
"High transfer dependency","2008","Full Time","vocational + Abi","3","","",""
"High transfer dependency","2008","Full Time","higher vocational","2","","",""
"High transfer dependency","2008","Full Time","higher education","1","","",""
"High transfer dependency","2008","Part Time","in school","2","","",""
"High transfer dependency","2008","Part Time","inadequately","6","","",""
"High transfer dependency","2008","Part Time","general elemantary","27","","",""
"High transfer dependency","2008","Part Time","middle vocational","108","0.0775436880128859","0.0665462871125874","0.0885410889131845"
"High transfer dependency","2008","Part Time","vocational + Abi","8","","",""
"High transfer dependency","2008","Part Time","higher vocational","10","","",""
"High transfer dependency","2008","Part Time","higher education","18","","",""
"High transfer dependency","2008","Not Working","in school","6","","",""
"High transfer dependency","2008","Not Working","inadequately","9","","",""
"High transfer dependency","2008","Not Working","general elemantary","41","0.0254807659392086","0.016752110032712","0.0342094218457052"
"High transfer dependency","2008","Not Working","middle vocational","78","0.0224015770120344","0.0177246241418862","0.0270785298821825"
"High transfer dependency","2008","Not Working","vocational + Abi","10","","",""
"High transfer dependency","2008","Not Working","higher vocational","6","","",""
"High transfer dependency","2008","Not Working","higher education","11","","",""
"Very high transfer dependency","2008","Full Time","in school","","","",""
"Very high transfer dependency","2008","Full Time","inadequately","","","",""
"Very high transfer dependency","2008","Full Time","general elemantary","3","","",""
"Very high transfer dependency","2008","Full Time","middle vocational","1","","",""
"Very high transfer dependency","2008","Full Time","vocational + Abi","","","",""
"Very high transfer dependency","2008","Full Time","higher vocational","","","",""
"Very high transfer dependency","2008","Full Time","higher education","1","","",""
"Very high transfer dependency","2008","Part Time","in school","","","",""
"Very high transfer dependency","2008","Part Time","inadequately","4","","",""
"Very high transfer dependency","2008","Part Time","general elemantary","28","","",""
"Very high transfer dependency","2008","Part Time","middle vocational","73","0.035445498393378","0.0278424482059469","0.043048548580809"
"Very high transfer dependency","2008","Part Time","vocational + Abi","6","","",""
"Very high transfer dependency","2008","Part Time","higher vocational","3","","",""
"Very high transfer dependency","2008","Part Time","higher education","14","","",""
"Very high transfer dependency","2008","Not Working","in school","19","","",""
"Very high transfer dependency","2008","Not Working","inadequately","29","","",""
"Very high transfer dependency","2008","Not Working","general elemantary","105","0.10198200617075","0.0852190649742097","0.118744947367291"
"Very high transfer dependency","2008","Not Working","middle vocational","234","0.0702041635407363","0.0621296069201929","0.0782787201612798"
"Very high transfer dependency","2008","Not Working","vocational + Abi","15","","",""
"Very high transfer dependency","2008","Not Working","higher vocational","12","","",""
"Very high transfer dependency","2008","Not Working","higher education","35","0.0647538635778308","0.0505982797643115","0.0789094473913502"
"Very low transfer dependency","2009","Full Time","in school","","","",""
"Very low transfer dependency","2009","Full Time","inadequately","32","0.780781101103223","0.649240465800751","0.912321736405696"
"Very low transfer dependency","2009","Full Time","general elemantary","349","0.896584664560751","0.866364006765175","0.926805322356327"
"Very low transfer dependency","2009","Full Time","middle vocational","3202","0.958818321922928","0.952087384574149","0.965549259271707"
"Very low transfer dependency","2009","Full Time","vocational + Abi","460","0.97299814657755","0.958452209797385","0.987544083357715"
"Very low transfer dependency","2009","Full Time","higher vocational","592","0.979686737158507","0.968445765261258","0.990927709055756"
"Very low transfer dependency","2009","Full Time","higher education","2013","0.972053576092993","0.964917075040446","0.979190077145539"
"Very low transfer dependency","2009","Part Time","in school","57","0.9563106432069","0.904590491995403","1.0080307944184"
"Very low transfer dependency","2009","Part Time","inadequately","16","","",""
"Very low transfer dependency","2009","Part Time","general elemantary","254","0.709778736785115","0.662829669022545","0.756727804547686"
"Very low transfer dependency","2009","Part Time","middle vocational","1837","0.813087732900446","0.796756731454276","0.829418734346616"
"Very low transfer dependency","2009","Part Time","vocational + Abi","244","0.892097768136787","0.855757300160272","0.928438236113301"
"Very low transfer dependency","2009","Part Time","higher vocational","270","0.888370468848243","0.85291253840164","0.923828399294846"
"Very low transfer dependency","2009","Part Time","higher education","806","0.874913634633353","0.853130578576817","0.896696690689889"
"Very low transfer dependency","2009","Not Working","in school","390","0.809189157928425","0.7726395133896","0.845738802467249"
"Very low transfer dependency","2009","Not Working","inadequately","55","0.534648147559232","0.434345812150025","0.634950482968438"
"Very low transfer dependency","2009","Not Working","general elemantary","911","0.819159699955835","0.796310724000723","0.842008675910948"
"Very low transfer dependency","2009","Not Working","middle vocational","3102","0.866835442272786","0.855637077284244","0.878033807261327"
"Very low transfer dependency","2009","Not Working","vocational + Abi","203","0.856731592638752","0.8125910146485","0.900872170629005"
"Very low transfer dependency","2009","Not Working","higher vocational","390","0.887637084030382","0.857576709840837","0.917697458219927"
"Very low transfer dependency","2009","Not Working","higher education","1032","0.908389149690537","0.891357107669564","0.925421191711511"
"Low transfer dependency","2009","Full Time","in school","1","","",""
"Low transfer dependency","2009","Full Time","inadequately","5","","",""
"Low transfer dependency","2009","Full Time","general elemantary","31","0.0757417112025624","0.0494826000878771","0.102000822317248"
"Low transfer dependency","2009","Full Time","middle vocational","124","0.0336652010592695","0.0275556431966139","0.0397747589219251"
"Low transfer dependency","2009","Full Time","vocational + Abi","15","","",""
"Low transfer dependency","2009","Full Time","higher vocational","12","","",""
"Low transfer dependency","2009","Full Time","higher education","34","0.0246647017061574","0.0179489904296043","0.0313804129827105"
"Low transfer dependency","2009","Part Time","in school","3","","",""
"Low transfer dependency","2009","Part Time","inadequately","5","","",""
"Low transfer dependency","2009","Part Time","general elemantary","52","0.114250286413141","0.0813435338390645","0.147157038987217"
"Low transfer dependency","2009","Part Time","middle vocational","191","0.100528247957117","0.087931366819003","0.113125129095231"
"Low transfer dependency","2009","Part Time","vocational + Abi","25","","",""
"Low transfer dependency","2009","Part Time","higher vocational","19","","",""
"Low transfer dependency","2009","Part Time","higher education","58","0.102025068346195","0.0820946330705298","0.12195550362186"
"Low transfer dependency","2009","Not Working","in school","33","0.120616782698643","0.0903232750634285","0.150910290333857"
"Low transfer dependency","2009","Not Working","inadequately","15","","",""
"Low transfer dependency","2009","Not Working","general elemantary","75","0.0739446920821646","0.0584098512773217","0.0894795328870075"
"Low transfer dependency","2009","Not Working","middle vocational","199","0.0556637478294367","0.0481068854031044","0.0632206102557691"
"Low transfer dependency","2009","Not Working","vocational + Abi","17","","",""
"Low transfer dependency","2009","Not Working","higher vocational","17","","",""
"Low transfer dependency","2009","Not Working","higher education","32","0.0387199014127657","0.0273292282464481","0.0501105745790834"
"High transfer dependency","2009","Full Time","in school","","","",""
"High transfer dependency","2009","Full Time","inadequately","1","","",""
