"transab_cat2","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2000","lower secondary degree","Female","4653","0.921639327099611","0.914292562765728","0.928986091433493"
"Very low transfer dependency","2000","lower secondary degree","Male","4298","0.91303082385338","0.905044099369811","0.921017548336949"
"Very low transfer dependency","2000","no degree/no degree yet","Female","398","0.817835119575929","0.783832631565296","0.851837607586562"
"Very low transfer dependency","2000","no degree/no degree yet","Male","337","0.815938828657124","0.778876445895506","0.853001211418742"
"Very low transfer dependency","2000","Other degree","Female","599","0.784056963815987","0.754745091433859","0.813368836198115"
"Very low transfer dependency","2000","Other degree","Male","599","0.768948008547904","0.739098509117343","0.798797507978464"
"Very low transfer dependency","2000","secondary school degree","Female","3446","0.893364962801453","0.883725015597399","0.903004910005508"
"Very low transfer dependency","2000","secondary school degree","Male","2653","0.895689146262334","0.884749500384298","0.90662879214037"
"High transfer dependency","2001","college entrance qualification","Female","28","","",""
"High transfer dependency","2001","college entrance qualification","Male","24","","",""
"High transfer dependency","2001","lower secondary degree","Female","94","0.0172790422580556","0.0134696281542572","0.0210884563618539"
"High transfer dependency","2001","lower secondary degree","Male","82","0.0157851949819812","0.0120316637185773","0.0195387262453851"
"High transfer dependency","2001","no degree/no degree yet","Female","16","","",""
"High transfer dependency","2001","no degree/no degree yet","Male","20","","",""
"High transfer dependency","2001","Other degree","Female","21","","",""
"High transfer dependency","2001","Other degree","Male","18","","",""
"High transfer dependency","2001","secondary school degree","Female","82","0.0171539366729158","0.012932305558733","0.0213755677870986"
"High transfer dependency","2001","secondary school degree","Male","49","0.0168415041082008","0.0120417709462139","0.0216412372701878"
"Low transfer dependency","2001","college entrance qualification","Female","97","0.0380370668243026","0.0297545983680934","0.0463195352805119"
"Low transfer dependency","2001","college entrance qualification","Male","86","0.0265495407724585","0.0200949085194968","0.0330041730254202"
"Low transfer dependency","2001","lower secondary degree","Female","232","0.0420345942112812","0.0361683304551451","0.0479008579674173"
"Low transfer dependency","2001","lower secondary degree","Male","248","0.044699261702993","0.0384763971679124","0.0509221262380736"
"Low transfer dependency","2001","no degree/no degree yet","Female","49","0.0903456049836461","0.0642330527453228","0.116458157221969"
"Low transfer dependency","2001","no degree/no degree yet","Male","40","0.108577654216664","0.0781276126143725","0.139027695818955"
"Low transfer dependency","2001","Other degree","Female","82","0.11226814693214","0.0887296760732798","0.135806617791"
"Low transfer dependency","2001","Other degree","Male","85","0.11358742227389","0.0895248009462753","0.137650043601504"
"Low transfer dependency","2001","secondary school degree","Female","292","0.0615807586461701","0.0537649017522977","0.0693966155400424"
"Low transfer dependency","2001","secondary school degree","Male","241","0.0716173357107504","0.0619992757754471","0.0812353956460537"
"Very high transfer dependency","2001","college entrance qualification","Female","32","0.0137101032914707","0.00867509990053256","0.0187451066824088"
"Very high transfer dependency","2001","college entrance qualification","Male","30","0.0145854213569458","0.00977198702370641","0.0193988556901853"
"Very high transfer dependency","2001","lower secondary degree","Female","120","0.0253623167050626","0.0207661126335891","0.0299585207765361"
"Very high transfer dependency","2001","lower secondary degree","Male","109","0.0263228525421734","0.021501775415518","0.0311439296688288"
"Very high transfer dependency","2001","no degree/no degree yet","Female","21","","",""
"Very high transfer dependency","2001","no degree/no degree yet","Male","12","","",""
"Very high transfer dependency","2001","Other degree","Female","40","0.077621727458491","0.057671160076591","0.097572294840391"
"Very high transfer dependency","2001","Other degree","Male","42","0.0829715255238277","0.0620537350794817","0.103889315968174"
"Very high transfer dependency","2001","secondary school degree","Female","90","0.025449277646657","0.0203289755700628","0.0305695797232513"
"Very high transfer dependency","2001","secondary school degree","Male","51","0.0219971689429888","0.0165261484840791","0.0274681894018984"
"Very low transfer dependency","2001","college entrance qualification","Female","1892","0.931350011330958","0.920401531847941","0.942298490813974"
"Very low transfer dependency","2001","college entrance qualification","Male","2243","0.95084142392999","0.942161023415641","0.959521824444338"
"Very low transfer dependency","2001","lower secondary degree","Female","4049","0.915324046825601","0.907185427674294","0.923462665976907"
"Very low transfer dependency","2001","lower secondary degree","Male","3797","0.913192690772852","0.90471398673239","0.921671394813315"
"Very low transfer dependency","2001","no degree/no degree yet","Female","377","0.816560535700002","0.781307365675498","0.851813705724506"
"Very low transfer dependency","2001","no degree/no degree yet","Male","329","0.819933711783998","0.78232560404457","0.857541819523426"
"Very low transfer dependency","2001","Other degree","Female","548","0.78068678454937","0.749835028948124","0.811538540150616"
"Very low transfer dependency","2001","Other degree","Male","523","0.764449121994572","0.732269827628556","0.796628416360588"
"Very low transfer dependency","2001","secondary school degree","Female","3170","0.895816027034257","0.885883368602616","0.905748685465898"
"Very low transfer dependency","2001","secondary school degree","Male","2420","0.88954399123806","0.877851870913821","0.901236111562299"
"High transfer dependency","2002","college entrance qualification","Female","27","","",""
"High transfer dependency","2002","college entrance qualification","Male","24","","",""
"High transfer dependency","2002","lower secondary degree","Female","89","0.02256393273387","0.0181178904773364","0.0270099749904037"
"High transfer dependency","2002","lower secondary degree","Male","76","0.0190027540813334","0.0147857944425792","0.0232197137200876"
"High transfer dependency","2002","no degree/no degree yet","Female","17","","",""
"High transfer dependency","2002","no degree/no degree yet","Male","15","","",""
"High transfer dependency","2002","Other degree","Female","24","","",""
"High transfer dependency","2002","Other degree","Male","19","","",""
"High transfer dependency","2002","secondary school degree","Female","96","0.0297779885088909","0.0243715529223196","0.0351844240954622"
"High transfer dependency","2002","secondary school degree","Male","57","0.0221781168238831","0.0167895282427678","0.0275667054049983"
"Low transfer dependency","2002","college entrance qualification","Female","108","0.0454026276282691","0.0373286367242593","0.0534766185322789"
"Low transfer dependency","2002","college entrance qualification","Male","99","0.0383406471086021","0.0315137542013566","0.0451675400158477"
"Low transfer dependency","2002","lower secondary degree","Female","216","0.0443667795150683","0.0382022976444798","0.0505312613856567"
"Low transfer dependency","2002","lower secondary degree","Male","225","0.0486179065599712","0.0419753862642723","0.0552604268556701"
"Low transfer dependency","2002","no degree/no degree yet","Female","44","0.102382563633356","0.0752909924410911","0.129474134825621"
"Low transfer dependency","2002","no degree/no degree yet","Male","39","0.112357707377213","0.0823333269847047","0.142382087769721"
"Low transfer dependency","2002","Other degree","Female","60","0.0951571701000827","0.0730209462321263","0.117293393968039"
"Low transfer dependency","2002","Other degree","Male","57","0.0943310331850857","0.0715612825226473","0.117100783847524"
"Low transfer dependency","2002","secondary school degree","Female","268","0.0731198163774652","0.0648393054028916","0.0814003273520389"
"Low transfer dependency","2002","secondary school degree","Male","192","0.0684671723820456","0.0592260846102526","0.0777082601538386"
"Very high transfer dependency","2002","college entrance qualification","Female","28","","",""
"Very high transfer dependency","2002","college entrance qualification","Male","29","","",""
"Very high transfer dependency","2002","lower secondary degree","Female","104","0.0239073345245831","0.0193339985063411","0.028480670542825"
"Very high transfer dependency","2002","lower secondary degree","Male","100","0.0264993878777526","0.0215386839028078","0.0314600918526975"
"Very high transfer dependency","2002","no degree/no degree yet","Female","24","","",""
"Very high transfer dependency","2002","no degree/no degree yet","Male","13","","",""
"Very high transfer dependency","2002","Other degree","Female","35","0.0643569020327782","0.0458450922605452","0.0828687118050112"
"Very high transfer dependency","2002","Other degree","Male","35","0.069868648720138","0.0500095493222037","0.0897277481180723"
"Very high transfer dependency","2002","secondary school degree","Female","82","0.0249444075755862","0.0199838661793461","0.0299049489718262"
"Very high transfer dependency","2002","secondary school degree","Male","53","0.0246892975739289","0.0190111238071088","0.0303674713407491"
"Very low transfer dependency","2002","college entrance qualification","Female","2391","0.923209496979108","0.912883273197708","0.933535720760507"
"Very low transfer dependency","2002","college entrance qualification","Male","2887","0.933595871082629","0.924743497282177","0.942448244883081"
"Very low transfer dependency","2002","lower secondary degree","Female","3877","0.909161953226479","0.90055842618964","0.917765480263318"
"Very low transfer dependency","2002","lower secondary degree","Male","3626","0.905879951480943","0.896861464732218","0.914898438229668"
"Very low transfer dependency","2002","no degree/no degree yet","Female","396","0.76282775836005","0.72481575788155","0.800839758838549"
"Very low transfer dependency","2002","no degree/no degree yet","Male","358","0.804151907336707","0.766422294616036","0.841881520057378"
"Very low transfer dependency","2002","Other degree","Female","556","0.796777620305759","0.766421201594024","0.827134039017494"
"Very low transfer dependency","2002","Other degree","Male","522","0.793034581919987","0.761474276920553","0.824594886919421"
"Very low transfer dependency","2002","secondary school degree","Female","3351","0.872157787538058","0.861536859581763","0.882778715494353"
"Very low transfer dependency","2002","secondary school degree","Male","2567","0.884665413220142","0.87297709241211","0.896353734028174"
"High transfer dependency","2003","college entrance qualification","Female","27","","",""
"High transfer dependency","2003","college entrance qualification","Male","23","","",""
"High transfer dependency","2003","lower secondary degree","Female","83","0.0182708162567693","0.0141491393629102","0.0223924931506285"
"High transfer dependency","2003","lower secondary degree","Male","79","0.0175414478608203","0.0133920053099902","0.0216908904116504"
"High transfer dependency","2003","no degree/no degree yet","Female","12","","",""
"High transfer dependency","2003","no degree/no degree yet","Male","22","","",""
"High transfer dependency","2003","Other degree","Female","20","","",""
"High transfer dependency","2003","Other degree","Male","16","","",""
"High transfer dependency","2003","secondary school degree","Female","85","0.0264789432965608","0.0212702995002763","0.0316875870928454"
"High transfer dependency","2003","secondary school degree","Male","55","0.0199819409556853","0.0147574454563742","0.0252064364549965"
"Low transfer dependency","2003","college entrance qualification","Female","120","0.048397176396013","0.0400066401072181","0.056787712684808"
"Low transfer dependency","2003","college entrance qualification","Male","98","0.0339797434941929","0.027386829788611","0.0405726571997749"
"Low transfer dependency","2003","lower secondary degree","Female","216","0.0463007260982089","0.0398337873916601","0.0527676648047577"
"Low transfer dependency","2003","lower secondary degree","Male","229","0.0498373215386434","0.04295909857787","0.0567155444994169"
"Low transfer dependency","2003","no degree/no degree yet","Female","54","0.145962483853856","0.114144209837008","0.177780757870704"
"Low transfer dependency","2003","no degree/no degree yet","Male","40","0.112654516002009","0.0824530713240096","0.142855960680009"
"Low transfer dependency","2003","Other degree","Female","63","0.108377742893475","0.0843505460659929","0.132404939720957"
"Low transfer dependency","2003","Other degree","Male","64","0.117228317216677","0.0912928060019867","0.143163828431368"
"Low transfer dependency","2003","secondary school degree","Female","278","0.0730633648734378","0.0646207589716884","0.0815059707751871"
"Low transfer dependency","2003","secondary school degree","Male","207","0.0727640989976848","0.063066545555146","0.0824616524402236"
"Very high transfer dependency","2003","college entrance qualification","Female","31","0.0149032892605959","0.0101659733527289","0.0196406051684628"
"Very high transfer dependency","2003","college entrance qualification","Male","27","","",""
"Very high transfer dependency","2003","lower secondary degree","Female","115","0.0320073650362673","0.026590349192886","0.0374243808796486"
"Very high transfer dependency","2003","lower secondary degree","Male","108","0.0353953898091718","0.0295549179550727","0.041235861663271"
"Very high transfer dependency","2003","no degree/no degree yet","Female","25","","",""
"Very high transfer dependency","2003","no degree/no degree yet","Male","19","","",""
"Very high transfer dependency","2003","Other degree","Female","39","0.0823330007691255","0.0610872474941837","0.103578754044067"
"Very high transfer dependency","2003","Other degree","Male","30","0.0796033649577702","0.0577807105576465","0.101426019357894"
"Very high transfer dependency","2003","secondary school degree","Female","105","0.0347593244924907","0.0288170168770818","0.0407016321078996"
"Very high transfer dependency","2003","secondary school degree","Male","63","0.0296565083372462","0.0233231911117588","0.0359898255627336"
"Very low transfer dependency","2003","college entrance qualification","Female","2335","0.924900338707897","0.914596043196023","0.935204634219772"
"Very low transfer dependency","2003","college entrance qualification","Male","2753","0.936720971796515","0.927861471054248","0.945580472538783"
"Very low transfer dependency","2003","lower secondary degree","Female","3642","0.903421092608754","0.894330642768094","0.912511542449415"
"Very low transfer dependency","2003","lower secondary degree","Male","3429","0.897225840791364","0.88762757500683","0.906824106575899"
"Very low transfer dependency","2003","no degree/no degree yet","Female","382","0.729520873169862","0.689489244478496","0.769552501861229"
"Very low transfer dependency","2003","no degree/no degree yet","Male","340","0.772473616122917","0.732427098839192","0.812520133406642"
"Very low transfer dependency","2003","Other degree","Female","521","0.781836796349921","0.74991469964753","0.813758893052313"
"Very low transfer dependency","2003","Other degree","Male","481","0.758661646848256","0.72416383194049","0.793159461756022"
"Very low transfer dependency","2003","secondary school degree","Female","3182","0.865698367337511","0.854636572377975","0.876760162297046"
"Very low transfer dependency","2003","secondary school degree","Male","2431","0.877597451709384","0.865361115793235","0.889833787625532"
"High transfer dependency","2004","college entrance qualification","Female","31","0.0165038629990298","0.0115177345869509","0.0214899914111087"
"High transfer dependency","2004","college entrance qualification","Male","26","","",""
"High transfer dependency","2004","lower secondary degree","Female","89","0.022882477661295","0.018169602572939","0.0275953527496511"
"High transfer dependency","2004","lower secondary degree","Male","77","0.0237223171494945","0.0187933700644796","0.0286512642345095"
"High transfer dependency","2004","no degree/no degree yet","Female","16","","",""
"High transfer dependency","2004","no degree/no degree yet","Male","12","","",""
"High transfer dependency","2004","Other degree","Female","26","","",""
"High transfer dependency","2004","Other degree","Male","18","","",""
"High transfer dependency","2004","secondary school degree","Female","65","0.0176437860358295","0.0133281932590289","0.02195937881263"
"High transfer dependency","2004","secondary school degree","Male","69","0.0244459448505573","0.0185828277600415","0.0303090619410732"
"Low transfer dependency","2004","college entrance qualification","Female","122","0.056289084918453","0.0472688902927779","0.0653092795441281"
"Low transfer dependency","2004","college entrance qualification","Male","108","0.0459124236650502","0.038248608748237","0.0535762385818635"
"Low transfer dependency","2004","lower secondary degree","Female","204","0.0503913472091112","0.0434967115490364","0.057285982869186"
"Low transfer dependency","2004","lower secondary degree","Male","221","0.058769325574727","0.0511518282459614","0.0663868229034926"
"Low transfer dependency","2004","no degree/no degree yet","Female","46","0.141982140252294","0.110790330306761","0.173173950197828"
"Low transfer dependency","2004","no degree/no degree yet","Male","35","0.0936706562131316","0.0657050095959258","0.121636302830337"
"Low transfer dependency","2004","Other degree","Female","57","0.0805537111251268","0.0590971651171109","0.102010257133143"
"Low transfer dependency","2004","Other degree","Male","73","0.1354843061336","0.107437654953185","0.163530957314014"
"Low transfer dependency","2004","secondary school degree","Female","293","0.081194300061091","0.0722409682561775","0.0901476318660045"
"Low transfer dependency","2004","secondary school degree","Male","183","0.0533079643979788","0.0447789294180672","0.0618369993778904"
"Very high transfer dependency","2004","college entrance qualification","Female","40","0.0211654010358022","0.0155322391544302","0.0267985629171743"
"Very high transfer dependency","2004","college entrance qualification","Male","29","","",""
"Very high transfer dependency","2004","lower secondary degree","Female","109","0.0307706649830521","0.0253276100046418","0.0362137199614624"
"Very high transfer dependency","2004","lower secondary degree","Male","111","0.0359494458668864","0.0299198955244026","0.0419789962093702"
"Very high transfer dependency","2004","no degree/no degree yet","Female","25","","",""
"Very high transfer dependency","2004","no degree/no degree yet","Male","17","","",""
"Very high transfer dependency","2004","Other degree","Female","36","0.0827463291434551","0.0610256724748412","0.104466985812069"
"Very high transfer dependency","2004","Other degree","Male","33","0.0746085433146087","0.0530754164121693","0.0961416702170481"
"Very high transfer dependency","2004","secondary school degree","Female","111","0.0363318598611258","0.030198229024815","0.0424654906974367"
"Very high transfer dependency","2004","secondary school degree","Male","74","0.041447283956211","0.0338797300438099","0.0490148378686121"
"Very low transfer dependency","2004","college entrance qualification","Female","2315","0.906041651046715","0.894622703061499","0.917460599031931"
"Very low transfer dependency","2004","college entrance qualification","Male","2702","0.926961672679717","0.917433884881439","0.936489460477995"
"Very low transfer dependency","2004","lower secondary degree","Female","3465","0.895955510146542","0.886332437377483","0.905578582915601"
"Very low transfer dependency","2004","lower secondary degree","Male","3253","0.881558911408892","0.871093271541511","0.892024551276274"
"Very low transfer dependency","2004","no degree/no degree yet","Female","394","0.751593310720404","0.712978967784944","0.790207653655865"
"Very low transfer dependency","2004","no degree/no degree yet","Male","353","0.847008157185788","0.812457365916625","0.88155894845495"
"Very low transfer dependency","2004","Other degree","Female","499","0.795420122147527","0.763615986460116","0.827224257834937"
"Very low transfer dependency","2004","Other degree","Male","448","0.758506865665612","0.723433113504312","0.793580617826912"
"Very low transfer dependency","2004","secondary school degree","Female","3106","0.864830054041954","0.853622379144992","0.876037728938916"
"Very low transfer dependency","2004","secondary school degree","Male","2339","0.880798806795253","0.868496738193461","0.893100875397044"
"High transfer dependency","2005","college entrance qualification","Female","33","0.0147714738750315","0.0100062372507126","0.0195367104993504"
"High transfer dependency","2005","college entrance qualification","Male","31","0.0143718545793775","0.00989166607223394","0.018852043086521"
"High transfer dependency","2005","lower secondary degree","Female","97","0.0260594968005954","0.0208719365923524","0.0312470570088385"
"High transfer dependency","2005","lower secondary degree","Male","68","0.0210936927405567","0.0162987280364534","0.0258886574446601"
"High transfer dependency","2005","no degree/no degree yet","Female","19","","",""
"High transfer dependency","2005","no degree/no degree yet","Male","14","","",""
"High transfer dependency","2005","Other degree","Female","24","","",""
"High transfer dependency","2005","Other degree","Male","24","","",""
"High transfer dependency","2005","secondary school degree","Female","82","0.0250306799124073","0.0197966055736126","0.030264754251202"
"High transfer dependency","2005","secondary school degree","Male","63","0.0198205378913557","0.0144201685208069","0.0252209072619046"
"Low transfer dependency","2005","college entrance qualification","Female","127","0.0618489064685643","0.0523339572675931","0.0713638556695355"
"Low transfer dependency","2005","college entrance qualification","Male","97","0.0381448731967594","0.0309345247637719","0.045355221629747"
"Low transfer dependency","2005","lower secondary degree","Female","195","0.0572490293122297","0.049684246185869","0.0648138124385903"
"Low transfer dependency","2005","lower secondary degree","Male","217","0.0586783205685503","0.0508359671205846","0.0665206740165161"
"Low transfer dependency","2005","no degree/no degree yet","Female","47","0.100144766085485","0.0733175254644895","0.12697200670648"
"Low transfer dependency","2005","no degree/no degree yet","Male","43","0.122210415868414","0.0907365022690154","0.153684329467813"
"Low transfer dependency","2005","Other degree","Female","60","0.0981300723536258","0.074064175396302","0.12219596931095"
"Low transfer dependency","2005","Other degree","Male","65","0.126518550903139","0.0983755993123758","0.154661502493901"
"Low transfer dependency","2005","secondary school degree","Female","284","0.0775649807603806","0.0686029006014116","0.0865270609193495"
"Low transfer dependency","2005","secondary school degree","Male","205","0.0752539990692043","0.0650331030314019","0.0854748951070067"
"Very high transfer dependency","2005","college entrance qualification","Female","43","0.0225840175350359","0.0167152840699378","0.0284527510001339"
"Very high transfer dependency","2005","college entrance qualification","Male","29","","",""
"Very high transfer dependency","2005","lower secondary degree","Female","106","0.0301732971885138","0.0246030768078398","0.0357435175691877"
"Very high transfer dependency","2005","lower secondary degree","Male","116","0.0415672263238192","0.0349069094082484","0.04822754323939"
"Very high transfer dependency","2005","no degree/no degree yet","Female","38","0.0883469851031925","0.0629848269805426","0.113709143225842"
"Very high transfer dependency","2005","no degree/no degree yet","Male","22","","",""
"Very high transfer dependency","2005","Other degree","Female","36","0.0824880392299079","0.0602328957868649","0.104743182672951"
"Very high transfer dependency","2005","Other degree","Male","38","0.0898220807649317","0.0656162273154684","0.114027934214395"
"Very high transfer dependency","2005","secondary school degree","Female","112","0.0387317093310302","0.0322667807930597","0.0451966378690007"
"Very high transfer dependency","2005","secondary school degree","Male","59","0.0376601509977428","0.0302841967973966","0.045036105198089"
"Very low transfer dependency","2005","college entrance qualification","Female","2259","0.900795602121368","0.888987430460372","0.912603773782365"
"Very low transfer dependency","2005","college entrance qualification","Male","2554","0.930848757416126","0.921298328244445","0.940399186587808"
"Very low transfer dependency","2005","lower secondary degree","Female","3225","0.886518176698661","0.87619006565213","0.896846287745192"
"Very low transfer dependency","2005","lower secondary degree","Male","3049","0.878660760367074","0.867765194411712","0.889556326322436"
"Very low transfer dependency","2005","no degree/no degree yet","Female","377","0.765129785628966","0.727245676465916","0.803013894792017"
"Very low transfer dependency","2005","no degree/no degree yet","Male","337","0.761139395785454","0.720165638588644","0.802113152982263"
"Very low transfer dependency","2005","Other degree","Female","467","0.775373190427227","0.741612196401299","0.809134184453155"
"Very low transfer dependency","2005","Other degree","Male","409","0.727672393871694","0.689986442796699","0.765358344946688"
"Very low transfer dependency","2005","secondary school degree","Female","2944","0.858672629996182","0.847000905250838","0.870344354741526"
"Very low transfer dependency","2005","secondary school degree","Male","2232","0.867265312041697","0.854119689655726","0.880410934427669"
"High transfer dependency","2006","college entrance qualification","Female","50","0.0236706736283977","0.0179183775631574","0.0294229696936381"
"High transfer dependency","2006","college entrance qualification","Male","31","0.0108772626617588","0.00711442099761491","0.0146401043259028"
"High transfer dependency","2006","lower secondary degree","Female","94","0.0267078917587091","0.0216523489740955","0.0317634345433227"
"High transfer dependency","2006","lower secondary degree","Male","106","0.0298493259102092","0.0243808855510321","0.0353177662693863"
"High transfer dependency","2006","no degree/no degree yet","Female","18","","",""
"High transfer dependency","2006","no degree/no degree yet","Male","14","","",""
"High transfer dependency","2006","Other degree","Female","29","","",""
"High transfer dependency","2006","Other degree","Male","25","","",""
"High transfer dependency","2006","secondary school degree","Female","111","0.0356232474267998","0.0296694823688194","0.0415770124847802"
"High transfer dependency","2006","secondary school degree","Male","61","0.0237046999374222","0.0180209926092179","0.0293884072656265"
"Low transfer dependency","2006","college entrance qualification","Female","125","0.0453677132600635","0.0374930995489529","0.0532423269711741"
"Low transfer dependency","2006","college entrance qualification","Male","120","0.0497587725062655","0.0418704836183321","0.0576470613941988"
"Low transfer dependency","2006","lower secondary degree","Female","188","0.0515000393934386","0.0445697906205028","0.0584302881663743"
"Low transfer dependency","2006","lower secondary degree","Male","204","0.0529287638578768","0.0457340451324008","0.0601234825833527"
"Low transfer dependency","2006","no degree/no degree yet","Female","36","0.103281279979192","0.0753796924073807","0.131182867551004"
"Low transfer dependency","2006","no degree/no degree yet","Male","35","0.117879446120887","0.0874713498441654","0.14828754239761"
"Low transfer dependency","2006","Other degree","Female","64","0.100466276213474","0.0771027489150586","0.12382980351189"
"Low transfer dependency","2006","Other degree","Male","62","0.12004568723585","0.0930543851016986","0.147036989370001"
"Low transfer dependency","2006","secondary school degree","Female","265","0.072950680663738","0.0645971962464731","0.0813041650810029"
"Low transfer dependency","2006","secondary school degree","Male","211","0.070464289858907","0.0609024502316037","0.0800261294862103"
"Very high transfer dependency","2006","college entrance qualification","Female","48","0.0274904924289897","0.021303551888678","0.0336774329693013"
"Very high transfer dependency","2006","college entrance qualification","Male","32","0.0193762656240807","0.0143757212733232","0.0243768099748383"
"Very high transfer dependency","2006","lower secondary degree","Female","144","0.0395026645315016","0.0333948243753679","0.0456105046876354"
"Very high transfer dependency","2006","lower secondary degree","Male","135","0.0436270890791233","0.0370630920995183","0.0501910860587284"
"Very high transfer dependency","2006","no degree/no degree yet","Female","37","0.126530517289326","0.0960507602477326","0.157010274330919"
"Very high transfer dependency","2006","no degree/no degree yet","Male","36","0.099912927312065","0.0716342350726309","0.128191619551499"
"Very high transfer dependency","2006","Other degree","Female","55","0.11892594918714","0.0937686478563119","0.144083250517969"
"Very high transfer dependency","2006","Other degree","Male","49","0.123058010724693","0.0957769739380975","0.150339047511289"
"Very high transfer dependency","2006","secondary school degree","Female","132","0.0396863584226204","0.0334154747114415","0.0459572421337992"
"Very high transfer dependency","2006","secondary school degree","Male","76","0.037388627661859","0.0303007023478079","0.0444765529759101"
"Very low transfer dependency","2006","college entrance qualification","Female","2460","0.903471120682549","0.892296738413556","0.914645502951542"
"Very low transfer dependency","2006","college entrance qualification","Male","2736","0.919987699207895","0.91014531230035","0.92983008611544"
"Very low transfer dependency","2006","lower secondary degree","Female","3481","0.882289404316351","0.872184325714703","0.892394482917998"
"Very low transfer dependency","2006","lower secondary degree","Male","3275","0.873594821152791","0.862916227023949","0.884273415281632"
"Very low transfer dependency","2006","no degree/no degree yet","Female","366","0.707870145331067","0.666177950325922","0.749562340336212"
"Very low transfer dependency","2006","no degree/no degree yet","Male","347","0.742674801122107","0.701451124708278","0.783898477535936"
"Very low transfer dependency","2006","Other degree","Female","488","0.740459099832409","0.706389033913372","0.774529165751446"
"Very low transfer dependency","2006","Other degree","Male","421","0.715878978418881","0.678425515188643","0.753332441649119"
"Very low transfer dependency","2006","secondary school degree","Female","3215","0.851739713486842","0.84032493628763","0.863154490686054"
"Very low transfer dependency","2006","secondary school degree","Male","2404","0.868442382541812","0.855813864728896","0.881070900354727"
"High transfer dependency","2007","college entrance qualification","Female","41","0.0194606833315584","0.0141641716414091","0.0247571950217078"
"High transfer dependency","2007","college entrance qualification","Male","31","0.0144693727177918","0.0100564823357784","0.0188822630998053"
"High transfer dependency","2007","lower secondary degree","Female","87","0.0278030814047915","0.0223879535708305","0.0332182092387525"
"High transfer dependency","2007","lower secondary degree","Male","83","0.0274890628232415","0.022000460002977","0.0329776656435061"
"High transfer dependency","2007","no degree/no degree yet","Female","17","","",""
"High transfer dependency","2007","no degree/no degree yet","Male","16","","",""
"High transfer dependency","2007","Other degree","Female","25","","",""
"High transfer dependency","2007","Other degree","Male","22","","",""
"High transfer dependency","2007","secondary school degree","Female","90","0.028877522511188","0.023317664910883","0.0344373801114931"
"High transfer dependency","2007","secondary school degree","Male","54","0.0243119599183902","0.0183585946569883","0.030265325179792"
"Low transfer dependency","2007","college entrance qualification","Female","116","0.0456636164925756","0.0376594838169085","0.0536677491682427"
"Low transfer dependency","2007","college entrance qualification","Male","85","0.0303935080051343","0.0240496800441556","0.0367373359661129"
"Low transfer dependency","2007","lower secondary degree","Female","173","0.0473096992582366","0.0403171410034124","0.0543022575130607"
"Low transfer dependency","2007","lower secondary degree","Male","206","0.057092462565621","0.0493038781372791","0.0648810469939628"
"Low transfer dependency","2007","no degree/no degree yet","Female","45","0.13110107783506","0.099847708489501","0.162354447180619"
"Low transfer dependency","2007","no degree/no degree yet","Male","36","0.112769207603709","0.0815757791364679","0.14396263607095"
"Low transfer dependency","2007","Other degree","Female","61","0.128918870629385","0.101432488131228","0.156405253127543"
"Low transfer dependency","2007","Other degree","Male","49","0.11233510691517","0.084573016126142","0.140097197704198"
"Low transfer dependency","2007","secondary school degree","Female","246","0.0769928630560176","0.0681422273765229","0.0858434987355123"
"Low transfer dependency","2007","secondary school degree","Male","172","0.0623978805383871","0.0530483186213618","0.0717474424554123"
"Very high transfer dependency","2007","college entrance qualification","Female","46","0.0290637210086734","0.0226227794517086","0.0355046625656382"
"Very high transfer dependency","2007","college entrance qualification","Male","32","0.0167089808033902","0.0119722441371459","0.0214457174696345"
"Very high transfer dependency","2007","lower secondary degree","Female","134","0.0373435600982613","0.0310986146773045","0.0435885055192182"
"Very high transfer dependency","2007","lower secondary degree","Male","128","0.042742652543184","0.03595249767309","0.049532807413278"
"Very high transfer dependency","2007","no degree/no degree yet","Female","36","0.0966464098268649","0.0692854811293635","0.124007338524366"
"Very high transfer dependency","2007","no degree/no degree yet","Male","22","","",""
"Very high transfer dependency","2007","Other degree","Female","41","0.0989024075791151","0.0744163208491053","0.123388494309125"
"Very high transfer dependency","2007","Other degree","Male","37","0.100908951468951","0.0744278173854419","0.12739008555246"
"Very high transfer dependency","2007","secondary school degree","Female","119","0.042329942433133","0.0356452952011295","0.0490145896651365"
"Very high transfer dependency","2007","secondary school degree","Male","69","0.0384978277871588","0.031060955896647","0.0459346996776706"
"Very low transfer dependency","2007","college entrance qualification","Female","2410","0.905811979167192","0.894612566392079","0.917011391942306"
"Very low transfer dependency","2007","college entrance qualification","Male","2665","0.938428138473684","0.929545236333327","0.94731104061404"
"Very low transfer dependency","2007","lower secondary degree","Female","3147","0.88754365923871","0.877137943341125","0.897949375136296"
"Very low transfer dependency","2007","lower secondary degree","Male","2992","0.872675822067953","0.861486172062025","0.883865472073881"
"Very low transfer dependency","2007","no degree/no degree yet","Female","350","0.725013141425383","0.683666713691061","0.766359569159704"
"Very low transfer dependency","2007","no degree/no degree yet","Male","321","0.753815270032244","0.711332525652915","0.796298014411574"
"Very low transfer dependency","2007","Other degree","Female","444","0.721166856628484","0.684386146168841","0.757947567088127"
"Very low transfer dependency","2007","Other degree","Male","389","0.723338770073702","0.684009587503397","0.762667952644006"
"Very low transfer dependency","2007","secondary school degree","Female","3030","0.851799671999661","0.840003529331569","0.863595814667754"
