"transab_cat2","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2001","Couple + C. GT 16 ","general elemantary","2","","","","3"
"Very high transfer dependency","2001","Couple + C. GT 16 ","middle vocational","15","","","","3"
"Very high transfer dependency","2001","Couple + C. GT 16 ","vocational + Abi","1","","","","3"
"Very high transfer dependency","2001","Couple + C. GT 16 ","higher vocational","2","","","","3"
"Very high transfer dependency","2001","Couple + C. GT 16 ","higher education","3","","","","3"
"Very high transfer dependency","2001","Couple + C. LE and GT 16","in school","3","","","","3"
"Very high transfer dependency","2001","Couple + C. LE and GT 16","inadequately","4","","","","3"
"Very high transfer dependency","2001","Couple + C. LE and GT 16","general elemantary","11","","","","3"
"Very high transfer dependency","2001","Single parent ","in school","9","","","","3"
"Very high transfer dependency","2001","Single parent ","inadequately","6","","","","3"
"Very high transfer dependency","2001","Single parent ","general elemantary","31","0.134747889169561","0.0910916340275189","0.178404144311603","3"
"Very high transfer dependency","2001","Couple + C. GT 16 ","in school","1","","","","3"
"Very high transfer dependency","2001","Single parent ","middle vocational","58","0.106484479077861","0.0807525255774936","0.132216432578228","3"
"Very high transfer dependency","2001","Single parent ","vocational + Abi","5","","","","3"
"Very high transfer dependency","2001","Single parent ","higher vocational","2","","","","3"
"Very high transfer dependency","2001","Single parent ","higher education","8","","","","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","inadequately","5","","","","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","general elemantary","31","0.0917543730271071","0.0630302173413941","0.12047852871282","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","middle vocational","66","0.0236601711819119","0.0177725812667515","0.0295477610970723","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","vocational + Abi","6","","","","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","higher vocational","7","","","","3"
"Very high transfer dependency","2001","Couple + C. LE 16 ","higher education","13","","","","3"
"Very high transfer dependency","2001","Couple + C. LE and GT 16","higher vocational","1","","","","3"
"Very high transfer dependency","2001","Couple + C. LE and GT 16","higher education","2","","","","3"
"Very low transfer dependency","2001","1-pers.-HH","in school","2","","","","0"
"Very low transfer dependency","2001","1-pers.-HH","inadequately","19","","","","0"
"Very low transfer dependency","2001","Single parent ","inadequately","14","","","","0"
"Very low transfer dependency","2001","Single parent ","general elemantary","164","0.711515318737584","0.653590102240855","0.769440535234314","0"
"Very low transfer dependency","2001","Single parent ","middle vocational","399","0.748909920597234","0.71273495548336","0.785084885711107","0"
"Very low transfer dependency","2001","Single parent ","vocational + Abi","30","0.757917118559545","0.62837340458852","0.887460832530571","0"
"Very low transfer dependency","2001","Single parent ","higher vocational","38","0.80706394565411","0.695432090574245","0.918695800733975","0"
"Very low transfer dependency","2001","Single parent ","higher education","105","0.858486074185087","0.798338314927119","0.918633833443056","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","in school","","","","","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","inadequately","24","","","","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","general elemantary","288","0.727497789026446","0.683194794475836","0.771800783577057","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","middle vocational","2120","0.838700464441864","0.824452654653218","0.85294827423051","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","vocational + Abi","273","0.858539749899132","0.820475474249061","0.896604025549203","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","higher vocational","441","0.914101670416885","0.889265577728974","0.938937763104795","0"
"Very low transfer dependency","2001","Couple + C. LE 16 ","higher education","828","0.928614820370295","0.91181260079457","0.94541703994602","0"
"Very low transfer dependency","2001","1-pers.-HH","general elemantary","416","0.913213767632936","0.887708093480875","0.938719441784996","0"
"Very low transfer dependency","2001","1-pers.-HH","middle vocational","1446","0.907783528733862","0.893694340131929","0.921872717335794","0"
"Very low transfer dependency","2001","1-pers.-HH","vocational + Abi","154","0.915298740710422","0.873566048543471","0.957031432877374","0"
"Very low transfer dependency","2001","1-pers.-HH","higher vocational","208","0.926365562572805","0.892239316384695","0.960491808760915","0"
"Very low transfer dependency","2001","1-pers.-HH","higher education","464","0.95596305559769","0.9378331859129","0.97409292528248","0"
"Very low transfer dependency","2001","(Married) couple without C. ","in school","5","","","","0"
"Very low transfer dependency","2001","(Married) couple without C. ","inadequately","60","0.780966009631234","0.689180819174722","0.872751200087745","0"
"Very low transfer dependency","2001","(Married) couple without C. ","general elemantary","784","0.942767244856797","0.92710534994404","0.958429139769554","0"
"Very low transfer dependency","2001","(Married) couple without C. ","middle vocational","3570","0.936970022310421","0.929293683215146","0.944646361405695","0"
"Very low transfer dependency","2001","(Married) couple without C. ","vocational + Abi","295","0.957975080666908","0.93571117545548","0.980238985878336","0"
"Very low transfer dependency","2001","(Married) couple without C. ","higher vocational","507","0.949256737676982","0.930796843253328","0.967716632100636","0"
"Very low transfer dependency","2001","(Married) couple without C. ","higher education","1187","0.955628017145237","0.944175890335864","0.96708014395461","0"
"Very low transfer dependency","2001","Single parent ","in school","47","0.716354969376982","0.61295071923955","0.819759219514413","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","vocational + Abi","135","0.959736647778478","0.927629786657525","0.991843508899431","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","higher vocational","198","0.93450737961802","0.901361560539163","0.967653198696877","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","in school","227","0.948234810178051","0.920263267287767","0.976206353068335","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","inadequately","56","0.791986472946891","0.698233183646405","0.885739762247376","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","general elemantary","549","0.926578101967751","0.905707917603892","0.94744828633161","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","middle vocational","1682","0.930774391846099","0.919179230406097","0.942369553286102","0"
"Very low transfer dependency","2001","Couple + C. GT 16 ","higher education","474","0.97469879148346","0.960794274794068","0.988603308172851","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","in school","170","0.868294357058553","0.821543912718178","0.915044801398928","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","inadequately","18","","","","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","general elemantary","280","0.819952710650606","0.779641756846922","0.860263664454291","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","middle vocational","640","0.874398851657709","0.850649657040317","0.898148046275102","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","vocational + Abi","39","0.849858974734439","0.750847344794889","0.948870604673989","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","higher vocational","105","0.91156490063987","0.859445213911473","0.963684587368267","0"
"Very low transfer dependency","2001","Couple + C. LE and GT 16","higher education","181","0.891540300917265","0.848868822026019","0.934211779808512","0"
"High transfer dependency","2002","1-pers.-HH","in school","1","","","","2"
"High transfer dependency","2002","Single parent ","inadequately","","","","","2"
"High transfer dependency","2002","Single parent ","general elemantary","21","","","","2"
"High transfer dependency","2002","Single parent ","middle vocational","34","0.0776557135566207","0.0553700049893049","0.0999414221239365","2"
"High transfer dependency","2002","Single parent ","vocational + Abi","1","","","","2"
"High transfer dependency","2002","Single parent ","higher vocational","2","","","","2"
"High transfer dependency","2002","Single parent ","higher education","2","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","inadequately","5","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","general elemantary","19","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","middle vocational","69","0.0310424057159354","0.0240863828556559","0.0379984285762149","2"
"High transfer dependency","2002","Couple + C. LE 16 ","vocational + Abi","6","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","higher vocational","4","","","","2"
"High transfer dependency","2002","1-pers.-HH","inadequately","2","","","","2"
"High transfer dependency","2002","1-pers.-HH","general elemantary","9","","","","2"
"High transfer dependency","2002","1-pers.-HH","middle vocational","41","0.0247846722418689","0.017154934736836","0.0324144097469018","2"
"High transfer dependency","2002","1-pers.-HH","vocational + Abi","4","","","","2"
"High transfer dependency","2002","1-pers.-HH","higher vocational","","","","","2"
"High transfer dependency","2002","1-pers.-HH","higher education","7","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","inadequately","3","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","general elemantary","11","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","middle vocational","49","0.0132543512563189","0.00967842195033189","0.016830280562306","2"
"High transfer dependency","2002","(Married) couple without C. ","vocational + Abi","5","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","higher vocational","1","","","","2"
"High transfer dependency","2002","(Married) couple without C. ","higher education","13","","","","2"
"High transfer dependency","2002","Single parent ","in school","7","","","","2"
"High transfer dependency","2002","Couple + C. LE 16 ","higher education","7","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","in school","5","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","inadequately","4","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","general elemantary","9","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","middle vocational","31","0.0180105293652644","0.0120972507081005","0.0239238080224284","2"
"High transfer dependency","2002","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","higher vocational","2","","","","2"
"High transfer dependency","2002","Couple + C. GT 16 ","higher education","1","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","in school","6","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","inadequately","2","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","general elemantary","14","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","middle vocational","25","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","higher vocational","3","","","","2"
"High transfer dependency","2002","Couple + C. LE and GT 16","higher education","1","","","","2"
"Low transfer dependency","2002","1-pers.-HH","in school","","","","","1"
"Low transfer dependency","2002","1-pers.-HH","inadequately","2","","","","1"
"Low transfer dependency","2002","1-pers.-HH","general elemantary","21","","","","1"
"Low transfer dependency","2002","1-pers.-HH","middle vocational","62","0.038556504153327","0.0291076650155218","0.0480053432911323","1"
"Low transfer dependency","2002","1-pers.-HH","vocational + Abi","10","","","","1"
"Low transfer dependency","2002","1-pers.-HH","higher vocational","5","","","","1"
"Low transfer dependency","2002","1-pers.-HH","higher education","7","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","in school","","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","inadequately","6","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","general elemantary","26","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","middle vocational","134","0.033640758657635","0.0280029637971498","0.0392785535181202","1"
"Low transfer dependency","2002","(Married) couple without C. ","vocational + Abi","14","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","higher vocational","20","","","","1"
"Low transfer dependency","2002","(Married) couple without C. ","higher education","34","0.0220033311246195","0.0150053176420715","0.0290013446071674","1"
"Low transfer dependency","2002","Single parent ","in school","8","","","","1"
"Low transfer dependency","2002","Single parent ","inadequately","2","","","","1"
"Low transfer dependency","2002","Single parent ","general elemantary","17","","","","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","higher education","52","0.0632086054291454","0.0490206955925778","0.0773965152657131","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","in school","11","","","","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","inadequately","13","","","","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","general elemantary","46","0.080725142793462","0.0584785271632055","0.102971758423718","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","middle vocational","124","0.0748234234475396","0.0631245836836173","0.0865222632114619","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","vocational + Abi","10","","","","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","higher vocational","9","","","","1"
"Low transfer dependency","2002","Couple + C. GT 16 ","higher education","22","","","","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","in school","21","","","","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","general elemantary","32","0.100190602369224","0.0671378814950915","0.133243323243356","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","middle vocational","74","0.0993822558252645","0.0785200983071802","0.120244413343349","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","vocational + Abi","4","","","","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","higher vocational","9","","","","1"
"Low transfer dependency","2002","Single parent ","middle vocational","56","0.0992433548499426","0.0743463178655731","0.124140391834312","1"
"Low transfer dependency","2002","Single parent ","vocational + Abi","5","","","","1"
"Low transfer dependency","2002","Single parent ","higher vocational","7","","","","1"
"Low transfer dependency","2002","Single parent ","higher education","11","","","","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","in school","","","","","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","inadequately","7","","","","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","general elemantary","42","0.135503523641507","0.0982358319470252","0.172771215335989","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","middle vocational","241","0.0917481387729288","0.080170161054354","0.103326116491504","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","vocational + Abi","27","","","","1"
"Low transfer dependency","2002","Couple + C. LE 16 ","higher vocational","31","0.065978205201664","0.043816492233933","0.0881399181693949","1"
"Low transfer dependency","2002","Couple + C. LE and GT 16","higher education","13","","","","1"
"Very high transfer dependency","2002","1-pers.-HH","in school","1","","","","3"
"Very high transfer dependency","2002","1-pers.-HH","inadequately","3","","","","3"
"Very high transfer dependency","2002","1-pers.-HH","general elemantary","19","","","","3"
"Very high transfer dependency","2002","1-pers.-HH","middle vocational","80","0.0450597439094991","0.0348796869556188","0.0552398008633794","3"
"Very high transfer dependency","2002","1-pers.-HH","vocational + Abi","12","","","","3"
"Very high transfer dependency","2002","1-pers.-HH","higher vocational","9","","","","3"
"Very high transfer dependency","2002","1-pers.-HH","higher education","10","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","in school","","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","middle vocational","50","0.0129132509632298","0.00938302476764623","0.0164434771588134","3"
"Very high transfer dependency","2002","(Married) couple without C. ","vocational + Abi","7","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","higher vocational","7","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","higher education","10","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","inadequately","7","","","","3"
"Very high transfer dependency","2002","(Married) couple without C. ","general elemantary","16","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","higher education","11","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","in school","2","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","inadequately","2","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","general elemantary","4","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","middle vocational","13","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","vocational + Abi","1","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","higher vocational","2","","","","3"
"Very high transfer dependency","2002","Couple + C. GT 16 ","higher education","4","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","in school","5","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","inadequately","2","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","general elemantary","5","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","middle vocational","9","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Very high transfer dependency","2002","Single parent ","in school","1","","","","3"
"Very high transfer dependency","2002","Single parent ","inadequately","6","","","","3"
"Very high transfer dependency","2002","Single parent ","general elemantary","37","0.133258027392926","0.0901715742464532","0.176344480539399","3"
"Very high transfer dependency","2002","Single parent ","middle vocational","55","0.0926433447504102","0.0685004502681619","0.116786239232658","3"
"Very high transfer dependency","2002","Single parent ","vocational + Abi","5","","","","3"
"Very high transfer dependency","2002","Single parent ","higher vocational","4","","","","3"
"Very high transfer dependency","2002","Single parent ","higher education","7","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","in school","","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","inadequately","6","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","general elemantary","22","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","middle vocational","49","0.0226972014042303","0.0167236630474125","0.0286707397610482","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","vocational + Abi","5","","","","3"
"Very high transfer dependency","2002","Couple + C. LE 16 ","higher vocational","4","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","higher vocational","1","","","","3"
"Very high transfer dependency","2002","Couple + C. LE and GT 16","higher education","","","","","3"
"Very low transfer dependency","2002","1-pers.-HH","in school","1","","","","0"
"Very low transfer dependency","2002","1-pers.-HH","inadequately","17","","","","0"
"Very low transfer dependency","2002","Single parent ","in school","46","0.746699293282068","0.638445451664928","0.854953134899208","0"
"Very low transfer dependency","2002","Single parent ","inadequately","15","","","","0"
"Very low transfer dependency","2002","Single parent ","general elemantary","164","0.689589841310135","0.630933829464396","0.748245853155875","0"
"Very low transfer dependency","2002","Single parent ","middle vocational","409","0.730457586843027","0.693508452601459","0.767406721084595","0"
"Very low transfer dependency","2002","Single parent ","vocational + Abi","34","0.721567545919416","0.590607066108397","0.852528025730436","0"
"Very low transfer dependency","2002","Single parent ","higher vocational","44","0.746144862320344","0.633161311809117","0.859128412831571","0"
"Very low transfer dependency","2002","Single parent ","higher education","105","0.871375247362791","0.812686077000562","0.93006441772502","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","in school","","","","","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","inadequately","23","","","","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","general elemantary","241","0.721746785895228","0.67295034912359","0.770543222666867","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","middle vocational","2029","0.854512254106906","0.84037049989041","0.868654008323401","0"
"Very low transfer dependency","2002","(Married) couple without C. ","higher education","1631","0.954805208227148","0.9448954409756","0.964714975478697","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","vocational + Abi","301","0.868884527431777","0.832954607778742","0.904814447084812","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","higher vocational","443","0.912342047766358","0.887095669913076","0.937588425619641","0"
"Very low transfer dependency","2002","Couple + C. LE 16 ","higher education","1060","0.905901842798223","0.888878689895295","0.922924995701152","0"
"Very low transfer dependency","2002","1-pers.-HH","vocational + Abi","165","0.859021050982735","0.809668404631016","0.908373697334455","0"
"Very low transfer dependency","2002","1-pers.-HH","higher vocational","205","0.937831273704766","0.905851574543725","0.969810972865806","0"
"Very low transfer dependency","2002","1-pers.-HH","higher education","502","0.956535694370383","0.939110718621322","0.973960670119444","0"
"Very low transfer dependency","2002","(Married) couple without C. ","in school","6","","","","0"
"Very low transfer dependency","2002","(Married) couple without C. ","inadequately","63","0.815307261202341","0.729737541140249","0.900876981264434","0"
"Very low transfer dependency","2002","(Married) couple without C. ","general elemantary","758","0.940544927677368","0.924269894124139","0.956819961230597","0"
"Very low transfer dependency","2002","(Married) couple without C. ","middle vocational","3696","0.940191639122816","0.932776894135055","0.947606384110578","0"
"Very low transfer dependency","2002","(Married) couple without C. ","vocational + Abi","321","0.906213867309753","0.875540036383564","0.936887698235941","0"
"Very low transfer dependency","2002","(Married) couple without C. ","higher vocational","545","0.944075303922168","0.925261530264204","0.962889077580133","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","in school","249","0.918796878359999","0.88603350746318","0.951560249256819","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","inadequately","44","0.719458229273122","0.608520473645217","0.830395984901027","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","general elemantary","517","0.895202706103792","0.870189314829856","0.920216097377728","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","middle vocational","1775","0.9012593277499","0.887995019166347","0.914523636333452","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","vocational + Abi","144","0.922052250078463","0.879982943912949","0.964121556243978","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","higher vocational","220","0.922535491674747","0.888210293246321","0.956860690103173","0"
"Very low transfer dependency","2002","Couple + C. GT 16 ","higher education","664","0.933859034397471","0.9153286258231","0.952389442971842","0"
"Very low transfer dependency","2002","1-pers.-HH","general elemantary","396","0.91715325840369","0.891542245306618","0.942764271500762","0"
"Very low transfer dependency","2002","1-pers.-HH","middle vocational","1412","0.891599079695305","0.876342083506666","0.906856075883944","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","in school","222","0.794751458564037","0.74508228438336","0.844420632744714","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","inadequately","15","","","","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","general elemantary","266","0.810974239706183","0.76787372204627","0.854074757366096","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","middle vocational","682","0.849814080466897","0.824901935891178","0.874726225042617","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","vocational + Abi","58","0.935873696917361","0.875380778280318","0.996366615554404","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","higher vocational","123","0.865065471613374","0.807645275229858","0.92248566799689","0"
"Very low transfer dependency","2002","Couple + C. LE and GT 16","higher education","290","0.923802740466694","0.893978417177426","0.953627063755963","0"
"High transfer dependency","2003","1-pers.-HH","in school","","","","","2"
"High transfer dependency","2003","Single parent ","inadequately","2","","","","2"
"High transfer dependency","2003","Single parent ","general elemantary","24","","","","2"
"High transfer dependency","2003","Single parent ","middle vocational","31","0.0668103794858813","0.045711282312692","0.0879094766590705","2"
"High transfer dependency","2003","Single parent ","vocational + Abi","","","","","2"
"High transfer dependency","2003","Single parent ","higher vocational","5","","","","2"
"High transfer dependency","2003","Single parent ","higher education","6","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","in school","","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","inadequately","5","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","general elemantary","21","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","middle vocational","67","0.0312435650727366","0.0239135130868308","0.0385736170586423","2"
"High transfer dependency","2003","Couple + C. LE 16 ","vocational + Abi","7","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","higher vocational","5","","","","2"
"High transfer dependency","2003","1-pers.-HH","inadequately","2","","","","2"
"High transfer dependency","2003","1-pers.-HH","general elemantary","9","","","","2"
"High transfer dependency","2003","1-pers.-HH","middle vocational","38","0.0231017867421309","0.015673178747381","0.0305303947368808","2"
"High transfer dependency","2003","1-pers.-HH","vocational + Abi","3","","","","2"
"High transfer dependency","2003","1-pers.-HH","higher vocational","3","","","","2"
"High transfer dependency","2003","Couple + C. LE 16 ","higher education","5","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","in school","8","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","inadequately","2","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","general elemantary","12","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","middle vocational","40","0.0228836183796136","0.0161915667161149","0.0295756700431123","2"
"High transfer dependency","2003","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","higher vocational","1","","","","2"
"High transfer dependency","2003","1-pers.-HH","higher education","2","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","in school","","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","inadequately","5","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","general elemantary","13","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","middle vocational","47","0.0111744167177598","0.00785315700143472","0.0144956764340849","2"
"High transfer dependency","2003","(Married) couple without C. ","vocational + Abi","3","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","higher vocational","4","","","","2"
"High transfer dependency","2003","(Married) couple without C. ","higher education","8","","","","2"
"High transfer dependency","2003","Single parent ","in school","6","","","","2"
"High transfer dependency","2003","Couple + C. GT 16 ","higher education","4","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","in school","2","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","inadequately","","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","general elemantary","7","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","middle vocational","13","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","vocational + Abi","2","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","higher vocational","","","","","2"
"High transfer dependency","2003","Couple + C. LE and GT 16","higher education","1","","","","2"
"Low transfer dependency","2003","1-pers.-HH","in school","3","","","","1"
"Low transfer dependency","2003","1-pers.-HH","inadequately","1","","","","1"
"Low transfer dependency","2003","1-pers.-HH","general elemantary","20","","","","1"
"Low transfer dependency","2003","1-pers.-HH","middle vocational","59","0.0321386049919717","0.0234173277372019","0.0408598822467414","1"
"Low transfer dependency","2003","1-pers.-HH","vocational + Abi","5","","","","1"
"Low transfer dependency","2003","1-pers.-HH","higher vocational","10","","","","1"
"Low transfer dependency","2003","1-pers.-HH","higher education","5","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","in school","1","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","inadequately","8","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","general elemantary","28","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","middle vocational","154","0.0329065469377847","0.0272700933288869","0.0385430005466825","1"
"Low transfer dependency","2003","(Married) couple without C. ","vocational + Abi","12","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","higher vocational","12","","","","1"
"Low transfer dependency","2003","(Married) couple without C. ","higher education","49","0.0298871646073808","0.0216934962610009","0.0380808329537607","1"
"Low transfer dependency","2003","Single parent ","in school","2","","","","1"
"Low transfer dependency","2003","Single parent ","inadequately","2","","","","1"
"Low transfer dependency","2003","Single parent ","general elemantary","28","","","","1"
"Low transfer dependency","2003","Couple + C. LE 16 ","higher education","52","0.0641432112343677","0.0490405820248214","0.0792458404439141","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","in school","19","","","","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","inadequately","16","","","","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","general elemantary","38","0.100402996377755","0.0748888041318124","0.125917188623697","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","middle vocational","111","0.0605453657788352","0.0498719814023227","0.0712187501553476","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","vocational + Abi","7","","","","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Low transfer dependency","2003","Couple + C. GT 16 ","higher education","13","","","","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","in school","27","","","","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","inadequately","9","","","","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","general elemantary","51","0.154005593298062","0.112745859773978","0.195265326822147","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","middle vocational","88","0.136435331083982","0.111653967218415","0.161216694949548","1"
"Low transfer dependency","2003","Couple + C. LE and GT 16","vocational + Abi","9","","","","1"
