"transab_cat2","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2003","16-34 y.","inadequately","6","","",""
"Very high transfer dependency","2003","16-34 y.","general elemantary","64","0.0913483969236873","0.0731709201639518","0.109525873683423"
"Very high transfer dependency","2003","16-34 y.","middle vocational","102","0.0504386414520912","0.0421715304284795","0.0587057524757028"
"Very high transfer dependency","2003","16-34 y.","vocational + Abi","13","","",""
"Very high transfer dependency","2003","16-34 y.","higher vocational","5","","",""
"Very high transfer dependency","2003","16-34 y.","higher education","8","","",""
"Very high transfer dependency","2003","35-65 y.","in school","","","",""
"Very high transfer dependency","2003","35-65 y.","inadequately","21","","",""
"Very high transfer dependency","2003","35-65 y.","general elemantary","49","0.0652015865352006","0.0497446608743616","0.0806585121960395"
"Very high transfer dependency","2003","35-65 y.","middle vocational","198","0.0411592803117337","0.0363201327627325","0.045998427860735"
"Very high transfer dependency","2003","35-65 y.","vocational + Abi","13","","",""
"Very high transfer dependency","2003","35-65 y.","higher vocational","21","","",""
"Very high transfer dependency","2003","35-65 y.","higher education","39","0.0216328355791807","0.0165993260919601","0.0266663450664013"
"Very high transfer dependency","2003","66 and older","in school","","","",""
"Very high transfer dependency","2003","66 and older","inadequately","","","",""
"Very high transfer dependency","2003","66 and older","general elemantary","2","","",""
"Very high transfer dependency","2003","66 and older","middle vocational","","","",""
"Very high transfer dependency","2003","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2003","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2003","66 and older","higher education","2","","",""
"Very low transfer dependency","2004","16-34 y.","in school","544","0.819951690190677","0.789996077345688","0.849907303035666"
"Very low transfer dependency","2004","16-34 y.","inadequately","35","0.65157322861355","0.52999397873704","0.77315247849006"
"Very low transfer dependency","2004","16-34 y.","general elemantary","662","0.701369051314484","0.671402636136656","0.731335466492312"
"Very low transfer dependency","2004","16-34 y.","middle vocational","2059","0.804606423560176","0.789113275849012","0.820099571271341"
"Very low transfer dependency","2004","16-34 y.","vocational + Abi","386","0.839613062411299","0.805594307035927","0.873631817786671"
"Very low transfer dependency","2004","16-34 y.","higher vocational","225","0.873715764884736","0.832785223837158","0.914646305932315"
"Very low transfer dependency","2004","16-34 y.","higher education","507","0.924524761756007","0.902306519578267","0.946743003933747"
"Very low transfer dependency","2004","35-65 y.","in school","","","",""
"Very low transfer dependency","2004","35-65 y.","inadequately","98","0.711612548144051","0.635755177344704","0.787469918943397"
"Very low transfer dependency","2004","35-65 y.","general elemantary","735","0.801471333015535","0.775482940873914","0.827459725157156"
"Very low transfer dependency","2004","35-65 y.","middle vocational","5441","0.864485961008142","0.855992268723061","0.872979653293224"
"Very low transfer dependency","2004","35-65 y.","vocational + Abi","553","0.885102330134325","0.859878196527283","0.910326463741366"
"Very low transfer dependency","2004","35-65 y.","higher vocational","1037","0.934279548409865","0.919786928463203","0.948772168356527"
"Very low transfer dependency","2004","35-65 y.","higher education","2936","0.915592957783934","0.905849239626683","0.925336675941185"
"Very low transfer dependency","2004","66 and older","in school","","","",""
"Very low transfer dependency","2004","66 and older","inadequately","48","0.879248749468397","0.792342119505802","0.966155379430993"
"Very low transfer dependency","2004","66 and older","general elemantary","748","0.962067935254031","0.948644477378673","0.975491393129389"
"Very low transfer dependency","2004","66 and older","middle vocational","1941","0.974823468218563","0.967933465257644","0.981713471179482"
"Very low transfer dependency","2004","66 and older","vocational + Abi","100","1","1","1"
"Very low transfer dependency","2004","66 and older","higher vocational","253","0.979417471833728","0.962092540547279","0.996742403120177"
"Very low transfer dependency","2004","66 and older","higher education","620","0.970620205002355","0.957423308441416","0.983817101563294"
"Low transfer dependency","2004","16-34 y.","in school","50","0.107682929332121","0.0835159381710212","0.131849920493222"
"Low transfer dependency","2004","16-34 y.","inadequately","11","","",""
"Low transfer dependency","2004","16-34 y.","general elemantary","114","0.125307458104018","0.103629905035338","0.146985011172698"
"Low transfer dependency","2004","16-34 y.","middle vocational","268","0.10698754087824","0.0949097325174924","0.119065349238987"
"Low transfer dependency","2004","16-34 y.","vocational + Abi","40","0.0978544875822582","0.0703107419133284","0.125398233251188"
"Low transfer dependency","2004","16-34 y.","higher vocational","21","","",""
"Low transfer dependency","2004","16-34 y.","higher education","25","","",""
"Low transfer dependency","2004","35-65 y.","in school","","","",""
"Low transfer dependency","2004","35-65 y.","inadequately","16","","",""
"Low transfer dependency","2004","35-65 y.","general elemantary","84","0.0895233020424681","0.070922731513951","0.108123872570985"
"Low transfer dependency","2004","35-65 y.","middle vocational","447","0.0672249038923278","0.0610107933867811","0.0734390143978744"
"Low transfer dependency","2004","35-65 y.","vocational + Abi","34","0.065531216620478","0.0459576296473694","0.0851048035935866"
"Low transfer dependency","2004","35-65 y.","higher vocational","49","0.031302977699292","0.0211183532067983","0.0414876021917856"
"Low transfer dependency","2004","35-65 y.","higher education","118","0.0454782420987415","0.0381756187526451","0.0527808654448379"
"Low transfer dependency","2004","66 and older","in school","","","",""
"Low transfer dependency","2004","66 and older","inadequately","4","","",""
"Low transfer dependency","2004","66 and older","general elemantary","24","","",""
"Low transfer dependency","2004","66 and older","middle vocational","38","0.0205844204480972","0.0143397245377275","0.0268291163584668"
"Low transfer dependency","2004","66 and older","vocational + Abi","","","",""
"Low transfer dependency","2004","66 and older","higher vocational","3","","",""
"Low transfer dependency","2004","66 and older","higher education","6","","",""
"High transfer dependency","2004","16-34 y.","in school","15","","",""
"High transfer dependency","2004","16-34 y.","inadequately","7","","",""
"High transfer dependency","2004","16-34 y.","general elemantary","64","0.0878475014079247","0.0693125044511981","0.106382498364651"
"High transfer dependency","2004","16-34 y.","middle vocational","76","0.0310356730496429","0.0242596129242254","0.0378117331750604"
"High transfer dependency","2004","16-34 y.","vocational + Abi","7","","",""
"High transfer dependency","2004","16-34 y.","higher vocational","3","","",""
"High transfer dependency","2004","16-34 y.","higher education","6","","",""
"High transfer dependency","2004","35-65 y.","in school","","","",""
"High transfer dependency","2004","35-65 y.","inadequately","9","","",""
"High transfer dependency","2004","35-65 y.","general elemantary","26","","",""
"High transfer dependency","2004","35-65 y.","middle vocational","144","0.0248784698679189","0.0210133175656658","0.0287436221701721"
"High transfer dependency","2004","35-65 y.","vocational + Abi","11","","",""
"High transfer dependency","2004","35-65 y.","higher vocational","16","","",""
"High transfer dependency","2004","35-65 y.","higher education","30","0.0148134167002728","0.0105792201436571","0.0190476132568885"
"High transfer dependency","2004","66 and older","in school","","","",""
"High transfer dependency","2004","66 and older","inadequately","2","","",""
"High transfer dependency","2004","66 and older","general elemantary","4","","",""
"High transfer dependency","2004","66 and older","middle vocational","5","","",""
"High transfer dependency","2004","66 and older","vocational + Abi","","","",""
"High transfer dependency","2004","66 and older","higher vocational","1","","",""
"High transfer dependency","2004","66 and older","higher education","3","","",""
"Very high transfer dependency","2004","16-34 y.","in school","23","","",""
"Very high transfer dependency","2004","16-34 y.","inadequately","6","","",""
"Very high transfer dependency","2004","16-34 y.","general elemantary","56","0.0854759891735732","0.0671691355075861","0.10378284283956"
"Very high transfer dependency","2004","16-34 y.","middle vocational","113","0.0573703625119411","0.0482836431589822","0.0664570818649"
"Very high transfer dependency","2004","16-34 y.","vocational + Abi","14","","",""
"Very high transfer dependency","2004","16-34 y.","higher vocational","4","","",""
"Very high transfer dependency","2004","16-34 y.","higher education","5","","",""
"Very high transfer dependency","2004","35-65 y.","in school","","","",""
"Very high transfer dependency","2004","35-65 y.","inadequately","14","","",""
"Very high transfer dependency","2004","35-65 y.","general elemantary","60","0.0808656648679199","0.0631035212544673","0.0986278084813725"
"Very high transfer dependency","2004","35-65 y.","middle vocational","206","0.0434106652316109","0.0383537416170792","0.0484675888461427"
"Very high transfer dependency","2004","35-65 y.","vocational + Abi","16","","",""
"Very high transfer dependency","2004","35-65 y.","higher vocational","21","","",""
"Very high transfer dependency","2004","35-65 y.","higher education","43","0.0241153834170519","0.0187385018328947","0.0294922650012092"
"Very high transfer dependency","2004","66 and older","in school","","","",""
"Very high transfer dependency","2004","66 and older","inadequately","","","",""
"Very high transfer dependency","2004","66 and older","general elemantary","2","","",""
"Very high transfer dependency","2004","66 and older","middle vocational","2","","",""
"Very high transfer dependency","2004","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2004","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2004","66 and older","higher education","","","",""
"Very low transfer dependency","2005","16-34 y.","in school","542","0.799600290514282","0.768731696605272","0.830468884423291"
"Very low transfer dependency","2005","16-34 y.","inadequately","29","","",""
"Very low transfer dependency","2005","16-34 y.","general elemantary","588","0.692852758968002","0.661297605470879","0.724407912465125"
"Very low transfer dependency","2005","16-34 y.","middle vocational","1861","0.794322745659434","0.777839841493895","0.810805649824974"
"Very low transfer dependency","2005","16-34 y.","vocational + Abi","372","0.848587049842488","0.814863526917599","0.882310572767377"
"Very low transfer dependency","2005","16-34 y.","higher vocational","174","0.864905348199358","0.818451703599387","0.911358992799328"
"Very low transfer dependency","2005","16-34 y.","higher education","476","0.90478930461914","0.879562455085025","0.930016154153254"
"Very low transfer dependency","2005","35-65 y.","in school","","","",""
"Very low transfer dependency","2005","35-65 y.","inadequately","82","0.622678350693073","0.538707055584823","0.706649645801324"
"Very low transfer dependency","2005","35-65 y.","general elemantary","661","0.78092709043361","0.752668678224341","0.80918550264288"
"Very low transfer dependency","2005","35-65 y.","middle vocational","5141","0.860423428964079","0.851600157452408","0.86924670047575"
"Very low transfer dependency","2005","35-65 y.","vocational + Abi","525","0.883672767286005","0.857802047067585","0.909543487504425"
"Very low transfer dependency","2005","35-65 y.","higher vocational","1009","0.918292744684977","0.902075999170353","0.9345094901996"
"Very low transfer dependency","2005","35-65 y.","higher education","2771","0.915403170539414","0.90538997799363","0.925416363085199"
"Very low transfer dependency","2005","66 and older","in school","","","",""
"Very low transfer dependency","2005","66 and older","inadequately","41","0.869235443376597","0.775785977185639","0.962684909567555"
"Very low transfer dependency","2005","66 and older","general elemantary","715","0.952472240518516","0.937214591353513","0.96772988968352"
"Very low transfer dependency","2005","66 and older","middle vocational","1932","0.973765410258924","0.966723515921505","0.980807304596343"
"Very low transfer dependency","2005","66 and older","vocational + Abi","101","0.995450897068044","0.982391569720364","1.00851022441572"
"Very low transfer dependency","2005","66 and older","higher vocational","248","0.948120007014679","0.92095187879364","0.975288135235718"
"Very low transfer dependency","2005","66 and older","higher education","657","0.970131964405395","0.957223380649272","0.983040548161517"
"Low transfer dependency","2005","16-34 y.","in school","56","0.0989495871869835","0.075923859173008","0.121975315200959"
"Low transfer dependency","2005","16-34 y.","inadequately","11","","",""
"Low transfer dependency","2005","16-34 y.","general elemantary","117","0.157779538129824","0.132844229560316","0.182714846699331"
"Low transfer dependency","2005","16-34 y.","middle vocational","246","0.103656487977305","0.0912263031632776","0.116086672791332"
"Low transfer dependency","2005","16-34 y.","vocational + Abi","35","0.0920332826689932","0.0648369310628988","0.119229634275088"
"Low transfer dependency","2005","16-34 y.","higher vocational","28","","",""
"Low transfer dependency","2005","16-34 y.","higher education","30","0.0624442603445379","0.0416477134118721","0.0832408072772037"
"Low transfer dependency","2005","35-65 y.","in school","","","",""
"Low transfer dependency","2005","35-65 y.","inadequately","19","","",""
"Low transfer dependency","2005","35-65 y.","general elemantary","68","0.0853220354916669","0.0662361248765016","0.104407946106832"
"Low transfer dependency","2005","35-65 y.","middle vocational","433","0.0686603055548353","0.0622219613659417","0.0750986497437289"
"Low transfer dependency","2005","35-65 y.","vocational + Abi","43","0.0612684208029259","0.0419170763953184","0.0806197652105334"
"Low transfer dependency","2005","35-65 y.","higher vocational","58","0.0542104744528901","0.0408050160905476","0.0676159328152326"
"Low transfer dependency","2005","35-65 y.","higher education","130","0.0469806698141848","0.0393668994375888","0.0545944401907808"
"Low transfer dependency","2005","66 and older","in school","","","",""
"Low transfer dependency","2005","66 and older","inadequately","5","","",""
"Low transfer dependency","2005","66 and older","general elemantary","26","","",""
"Low transfer dependency","2005","66 and older","middle vocational","37","0.0204525960436627","0.0142165093617064","0.026688682725619"
"Low transfer dependency","2005","66 and older","vocational + Abi","1","","",""
"Low transfer dependency","2005","66 and older","higher vocational","6","","",""
"Low transfer dependency","2005","66 and older","higher education","4","","",""
"High transfer dependency","2005","16-34 y.","in school","18","","",""
"High transfer dependency","2005","16-34 y.","inadequately","6","","",""
"High transfer dependency","2005","16-34 y.","general elemantary","55","0.0657387158853202","0.0487867021062242","0.0826907296644162"
"High transfer dependency","2005","16-34 y.","middle vocational","83","0.0404045863303877","0.032374845738025","0.0484343269227504"
"High transfer dependency","2005","16-34 y.","vocational + Abi","14","","",""
"High transfer dependency","2005","16-34 y.","higher vocational","2","","",""
"High transfer dependency","2005","16-34 y.","higher education","7","","",""
"High transfer dependency","2005","35-65 y.","in school","","","",""
"High transfer dependency","2005","35-65 y.","inadequately","7","","",""
"High transfer dependency","2005","35-65 y.","general elemantary","33","0.0442346215688854","0.030186929497823","0.0582823136399477"
"High transfer dependency","2005","35-65 y.","middle vocational","152","0.0264217808649542","0.0223382698137092","0.0305052919161993"
"High transfer dependency","2005","35-65 y.","vocational + Abi","7","","",""
"High transfer dependency","2005","35-65 y.","higher vocational","17","","",""
"High transfer dependency","2005","35-65 y.","higher education","34","0.016052031060216","0.011529928785859","0.0205741333345729"
"High transfer dependency","2005","66 and older","in school","","","",""
"High transfer dependency","2005","66 and older","inadequately","4","","",""
"High transfer dependency","2005","66 and older","general elemantary","5","","",""
"High transfer dependency","2005","66 and older","middle vocational","9","","",""
"High transfer dependency","2005","66 and older","vocational + Abi","","","",""
"High transfer dependency","2005","66 and older","higher vocational","1","","",""
"High transfer dependency","2005","66 and older","higher education","2","","",""
"Very high transfer dependency","2005","16-34 y.","in school","30","0.0584740123400746","0.0403802269260548","0.0765677977540943"
"Very high transfer dependency","2005","16-34 y.","inadequately","16","","",""
"Very high transfer dependency","2005","16-34 y.","general elemantary","61","0.0836289870168542","0.0646928842402753","0.102565089793433"
"Very high transfer dependency","2005","16-34 y.","middle vocational","120","0.0616161800328734","0.0518104543044941","0.0714219057612527"
"Very high transfer dependency","2005","16-34 y.","vocational + Abi","13","","",""
"Very high transfer dependency","2005","16-34 y.","higher vocational","4","","",""
"Very high transfer dependency","2005","16-34 y.","higher education","7","","",""
"Very high transfer dependency","2005","35-65 y.","in school","","","",""
"Very high transfer dependency","2005","35-65 y.","inadequately","20","","",""
"Very high transfer dependency","2005","35-65 y.","general elemantary","61","0.0895162525058373","0.07001173467282","0.109020770338855"
"Very high transfer dependency","2005","35-65 y.","middle vocational","200","0.0444944846161316","0.0392447547465399","0.0497442144857232"
"Very high transfer dependency","2005","35-65 y.","vocational + Abi","15","","",""
"Very high transfer dependency","2005","35-65 y.","higher vocational","12","","",""
"Very high transfer dependency","2005","35-65 y.","higher education","32","0.0215641285861849","0.0163375021895343","0.0267907549828355"
"Very high transfer dependency","2005","66 and older","in school","","","",""
"Very high transfer dependency","2005","66 and older","inadequately","","","",""
"Very high transfer dependency","2005","66 and older","general elemantary","1","","",""
"Very high transfer dependency","2005","66 and older","middle vocational","1","","",""
"Very high transfer dependency","2005","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2005","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2005","66 and older","higher education","5","","",""
"Very low transfer dependency","2006","16-34 y.","in school","533","0.810985560006233","0.780290948921806","0.84168017109066"
"Very low transfer dependency","2006","16-34 y.","inadequately","25","","",""
"Very low transfer dependency","2006","16-34 y.","general elemantary","582","0.658557216767265","0.626470680608222","0.690643752926308"
"Very low transfer dependency","2006","16-34 y.","middle vocational","1852","0.766996368837354","0.749991012676325","0.784001724998382"
"Very low transfer dependency","2006","16-34 y.","vocational + Abi","384","0.839267315185322","0.805256946601125","0.873277683769519"
"Very low transfer dependency","2006","16-34 y.","higher vocational","161","0.828739384274423","0.775029411942075","0.882449356606772"
"Very low transfer dependency","2006","16-34 y.","higher education","530","0.904908560000181","0.880890172882257","0.928926947118105"
"Very low transfer dependency","2006","35-65 y.","in school","1","","",""
"Very low transfer dependency","2006","35-65 y.","inadequately","74","0.549757661053444","0.462540510169993","0.636974811936896"
"Very low transfer dependency","2006","35-65 y.","general elemantary","665","0.784477439396413","0.756835072539169","0.812119806253657"
"Very low transfer dependency","2006","35-65 y.","middle vocational","5528","0.854361926007453","0.845699554983256","0.86302429703165"
"Very low transfer dependency","2006","35-65 y.","vocational + Abi","571","0.852847023967575","0.825633944445765","0.880060103489384"
"Very low transfer dependency","2006","35-65 y.","higher vocational","1043","0.897400905689723","0.879878776954897","0.914923034424549"
"Very low transfer dependency","2006","35-65 y.","higher education","3001","0.927398662793325","0.918391365914474","0.936405959672175"
"Very low transfer dependency","2006","66 and older","in school","4","","",""
"Very low transfer dependency","2006","66 and older","inadequately","48","0.787809454877723","0.679755577684153","0.895863332071294"
"Very low transfer dependency","2006","66 and older","general elemantary","808","0.9584504585475","0.944971386408824","0.971929530686176"
"Very low transfer dependency","2006","66 and older","middle vocational","2284","0.973699869703755","0.967203533986692","0.980196205420817"
"Very low transfer dependency","2006","66 and older","vocational + Abi","105","0.933234337409969","0.887005708144042","0.979462966675896"
"Very low transfer dependency","2006","66 and older","higher vocational","307","0.971422244238824","0.952993262101207","0.989851226376442"
"Very low transfer dependency","2006","66 and older","higher education","795","0.971249562374664","0.959713217834958","0.982785906914369"
"Low transfer dependency","2006","16-34 y.","in school","42","0.064480880099495","0.0452255976037951","0.083736162595195"
"Low transfer dependency","2006","16-34 y.","inadequately","8","","",""
"Low transfer dependency","2006","16-34 y.","general elemantary","104","0.136082898548595","0.112881993767363","0.159283803329827"
"Low transfer dependency","2006","16-34 y.","middle vocational","257","0.11279188047376","0.100066833147218","0.125516927800302"
"Low transfer dependency","2006","16-34 y.","vocational + Abi","42","0.0955069727813909","0.0682906632519183","0.122723282310863"
"Low transfer dependency","2006","16-34 y.","higher vocational","21","","",""
"Low transfer dependency","2006","16-34 y.","higher education","25","","",""
"Low transfer dependency","2006","35-65 y.","in school","","","",""
"Low transfer dependency","2006","35-65 y.","inadequately","18","","",""
"Low transfer dependency","2006","35-65 y.","general elemantary","66","0.0679069466826101","0.0509937629945289","0.0848201303706914"
"Low transfer dependency","2006","35-65 y.","middle vocational","414","0.0646507956427664","0.0586119740059637","0.0706896172795691"
"Low transfer dependency","2006","35-65 y.","vocational + Abi","50","0.088227328247048","0.066440076770816","0.11001457972328"
"Low transfer dependency","2006","35-65 y.","higher vocational","68","0.0558014984720779","0.0425465990812039","0.0690563978629519"
"Low transfer dependency","2006","35-65 y.","higher education","123","0.0342094038520438","0.0278997842960066","0.040519023408081"
"Low transfer dependency","2006","66 and older","in school","","","",""
"Low transfer dependency","2006","66 and older","inadequately","4","","",""
"Low transfer dependency","2006","66 and older","general elemantary","23","","",""
"Low transfer dependency","2006","66 and older","middle vocational","38","0.0225272074528303","0.016503235066102","0.0285511798395586"
"Low transfer dependency","2006","66 and older","vocational + Abi","5","","",""
"Low transfer dependency","2006","66 and older","higher vocational","6","","",""
"Low transfer dependency","2006","66 and older","higher education","6","","",""
"High transfer dependency","2006","16-34 y.","in school","16","","",""
"High transfer dependency","2006","16-34 y.","inadequately","9","","",""
"High transfer dependency","2006","16-34 y.","general elemantary","71","0.0915934600698886","0.07207527330236","0.111111646837417"
"High transfer dependency","2006","16-34 y.","middle vocational","130","0.0545225931101212","0.0453894226605501","0.0636557635596923"
"High transfer dependency","2006","16-34 y.","vocational + Abi","12","","",""
"High transfer dependency","2006","16-34 y.","higher vocational","4","","",""
"High transfer dependency","2006","16-34 y.","higher education","8","","",""
"High transfer dependency","2006","35-65 y.","in school","1","","",""
"High transfer dependency","2006","35-65 y.","inadequately","12","","",""
"High transfer dependency","2006","35-65 y.","general elemantary","47","0.052706569721848","0.0376850709394363","0.0677280685042596"
"High transfer dependency","2006","35-65 y.","middle vocational","162","0.0284419368758671","0.0243597551036545","0.0325241186480798"
"High transfer dependency","2006","35-65 y.","vocational + Abi","9","","",""
"High transfer dependency","2006","35-65 y.","higher vocational","24","","",""
"High transfer dependency","2006","35-65 y.","higher education","19","","",""
"High transfer dependency","2006","66 and older","in school","","","",""
"High transfer dependency","2006","66 and older","inadequately","1","","",""
"High transfer dependency","2006","66 and older","general elemantary","9","","",""
"High transfer dependency","2006","66 and older","middle vocational","6","","",""
"High transfer dependency","2006","66 and older","vocational + Abi","2","","",""
"High transfer dependency","2006","66 and older","higher vocational","","","",""
"High transfer dependency","2006","66 and older","higher education","1","","",""
"Very high transfer dependency","2006","16-34 y.","in school","34","0.0833392759528106","0.0616703564782725","0.105008195427349"
"Very high transfer dependency","2006","16-34 y.","inadequately","17","","",""
"Very high transfer dependency","2006","16-34 y.","general elemantary","82","0.113766424614251","0.092280786077631","0.135252063150872"
"Very high transfer dependency","2006","16-34 y.","middle vocational","135","0.0656891575787651","0.055723630484087","0.0756546846734433"
"Very high transfer dependency","2006","16-34 y.","vocational + Abi","10","","",""
"Very high transfer dependency","2006","16-34 y.","higher vocational","3","","",""
"Very high transfer dependency","2006","16-34 y.","higher education","10","","",""
"Very high transfer dependency","2006","35-65 y.","in school","2","","",""
"Very high transfer dependency","2006","35-65 y.","inadequately","21","","",""
"Very high transfer dependency","2006","35-65 y.","general elemantary","72","0.0949090441991285","0.0752057636741686","0.114612324724088"
"Very high transfer dependency","2006","35-65 y.","middle vocational","266","0.0525453414739132","0.0470660462355134","0.0580246367123129"
"Very high transfer dependency","2006","35-65 y.","vocational + Abi","21","","",""
"Very high transfer dependency","2006","35-65 y.","higher vocational","17","","",""
"Very high transfer dependency","2006","35-65 y.","higher education","45","0.0286612831037228","0.0228693691798466","0.0344531970275989"
"Very high transfer dependency","2006","66 and older","in school","","","",""
"Very high transfer dependency","2006","66 and older","inadequately","2","","",""
"Very high transfer dependency","2006","66 and older","general elemantary","2","","",""
"Very high transfer dependency","2006","66 and older","middle vocational","3","","",""
"Very high transfer dependency","2006","66 and older","vocational + Abi","","","",""
"Very high transfer dependency","2006","66 and older","higher vocational","1","","",""
"Very high transfer dependency","2006","66 and older","higher education","4","","",""
"Very low transfer dependency","2007","16-34 y.","in school","526","0.791338838690511","0.759506908395296","0.823170768985727"
"Very low transfer dependency","2007","16-34 y.","inadequately","25","","",""
"Very low transfer dependency","2007","16-34 y.","general elemantary","527","0.674613114441725","0.640718751670101","0.708507477213348"
"Very low transfer dependency","2007","16-34 y.","middle vocational","1739","0.77673425785821","0.759225090132506","0.794243425583914"
"Very low transfer dependency","2007","16-34 y.","vocational + Abi","373","0.882402226767911","0.851812461931629","0.912991991604193"
"Very low transfer dependency","2007","16-34 y.","higher vocational","132","0.850949457433628","0.794145540866768","0.907753374000488"
"Very low transfer dependency","2007","16-34 y.","higher education","505","0.869718086917071","0.841713258637418","0.897722915196724"
"Very low transfer dependency","2007","35-65 y.","in school","","","",""
"Very low transfer dependency","2007","35-65 y.","inadequately","65","0.54248009962314","0.448954232789168","0.636005966457111"
"Very low transfer dependency","2007","35-65 y.","general elemantary","546","0.738896825766722","0.707207143388399","0.770586508145045"
"Very low transfer dependency","2007","35-65 y.","middle vocational","5069","0.859645196945517","0.850738772092674","0.868551621798359"
"Very low transfer dependency","2007","35-65 y.","vocational + Abi","566","0.890130441200461","0.865613087109163","0.91464779529176"
"Very low transfer dependency","2007","35-65 y.","higher vocational","976","0.894715836857257","0.87629142744027","0.913140246274243"
"Very low transfer dependency","2007","35-65 y.","higher education","2844","0.928852092106688","0.919666834391057","0.938037349822319"
"Very low transfer dependency","2007","66 and older","in school","","","",""
"Very low transfer dependency","2007","66 and older","inadequately","47","0.879738963374643","0.792984746014507","0.966493180734778"
"Very low transfer dependency","2007","66 and older","general elemantary","738","0.948044027226049","0.932478832164458","0.96360922228764"
"Very low transfer dependency","2007","66 and older","middle vocational","2244","0.973929063464874","0.967414053893838","0.980444073035909"
"Very low transfer dependency","2007","66 and older","vocational + Abi","114","0.926910939880077","0.880146062183172","0.973675817576982"
"Very low transfer dependency","2007","66 and older","higher vocational","307","0.980026564345942","0.964502118552185","0.995551010139699"
"Very low transfer dependency","2007","66 and older","higher education","814","0.984520065053744","0.976085843114766","0.992954286992721"
"Low transfer dependency","2007","16-34 y.","in school","53","0.103085453153777","0.0792658155094323","0.126905090798121"
"Low transfer dependency","2007","16-34 y.","inadequately","12","","",""
"Low transfer dependency","2007","16-34 y.","general elemantary","95","0.129208442753103","0.104942195853565","0.153474689652641"
"Low transfer dependency","2007","16-34 y.","middle vocational","227","0.108039246394207","0.0949871018749821","0.121091390913431"
"Low transfer dependency","2007","16-34 y.","vocational + Abi","29","","",""
"Low transfer dependency","2007","16-34 y.","higher vocational","14","","",""
"Low transfer dependency","2007","16-34 y.","higher education","32","0.0627411512523975","0.042566426613618","0.082915875891177"
"Low transfer dependency","2007","35-65 y.","in school","","","",""
"Low transfer dependency","2007","35-65 y.","inadequately","15","","",""
"Low transfer dependency","2007","35-65 y.","general elemantary","79","0.104887433037089","0.0827809087475253","0.126993957326653"
"Low transfer dependency","2007","35-65 y.","middle vocational","374","0.063814026390522","0.0575468879738315","0.0700811648072126"
"Low transfer dependency","2007","35-65 y.","vocational + Abi","40","0.0666912323206906","0.0471318504230637","0.0862506142183176"
"Low transfer dependency","2007","35-65 y.","higher vocational","52","0.0521965492098815","0.038844450710379","0.0655486477093839"
"Low transfer dependency","2007","35-65 y.","higher education","87","0.0287492592508568","0.0227786863113601","0.0347198321903536"
"Low transfer dependency","2007","66 and older","in school","","","",""
"Low transfer dependency","2007","66 and older","inadequately","4","","",""
"Low transfer dependency","2007","66 and older","general elemantary","30","0.0335047656062261","0.0208842899174291","0.0461252412950231"
"Low transfer dependency","2007","66 and older","middle vocational","45","0.0222824931153952","0.0162477100191506","0.0283172762116398"
"Low transfer dependency","2007","66 and older","vocational + Abi","3","","",""
"Low transfer dependency","2007","66 and older","higher vocational","2","","",""
"Low transfer dependency","2007","66 and older","higher education","5","","",""
"High transfer dependency","2007","16-34 y.","in school","15","","",""
"High transfer dependency","2007","16-34 y.","inadequately","3","","",""
"High transfer dependency","2007","16-34 y.","general elemantary","48","0.0896522086505012","0.068984885546157","0.110319531754845"
"High transfer dependency","2007","16-34 y.","middle vocational","98","0.0583248170159845","0.0484712044355648","0.0681784295964043"
"High transfer dependency","2007","16-34 y.","vocational + Abi","13","","",""
"High transfer dependency","2007","16-34 y.","higher vocational","3","","",""
"High transfer dependency","2007","16-34 y.","higher education","6","","",""
"High transfer dependency","2007","35-65 y.","in school","","","",""
"High transfer dependency","2007","35-65 y.","inadequately","10","","",""
"High transfer dependency","2007","35-65 y.","general elemantary","41","0.0520255702886725","0.0360032043536792","0.0680479362236658"
"High transfer dependency","2007","35-65 y.","middle vocational","152","0.0267023123257843","0.0225687220264412","0.0308359026251275"
"High transfer dependency","2007","35-65 y.","vocational + Abi","4","","",""
"High transfer dependency","2007","35-65 y.","higher vocational","15","","",""
"High transfer dependency","2007","35-65 y.","higher education","34","0.0165229926789724","0.0119682540753045","0.0210777312826404"
"High transfer dependency","2007","66 and older","in school","","","",""
"High transfer dependency","2007","66 and older","inadequately","2","","",""
"High transfer dependency","2007","66 and older","general elemantary","9","","",""
"High transfer dependency","2007","66 and older","middle vocational","9","","",""
"High transfer dependency","2007","66 and older","vocational + Abi","2","","",""
"High transfer dependency","2007","66 and older","higher vocational","2","","",""
"High transfer dependency","2007","66 and older","higher education","3","","",""
"Very high transfer dependency","2007","16-34 y.","in school","32","0.0751890150846856","0.0545321405256971","0.0958458896436742"
"Very high transfer dependency","2007","16-34 y.","inadequately","13","","",""
"Very high transfer dependency","2007","16-34 y.","general elemantary","64","0.106526234154671","0.0842075158438883","0.128844952465453"
