"transab_cat2","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2009","66 and older","Rural Area","1399","0.96931435902442","0.960425134671452","0.978203583377388"
"Low transfer dependency","2009","16-34 y.","Urban Area","217","0.089745109393554","0.079183012893805","0.100307205893303"
"Low transfer dependency","2009","16-34 y.","Rural Area","162","0.11729978553946","0.100462406815848","0.134137164263071"
"Low transfer dependency","2009","35-65 y.","Urban Area","287","0.0546694505131081","0.0491094204319471","0.0602294805942692"
"Low transfer dependency","2009","35-65 y.","Rural Area","237","0.0698464771564368","0.0613226567406523","0.0783702975722213"
"Low transfer dependency","2009","66 and older","Urban Area","56","0.0260070216043265","0.0200704172001309","0.0319436260085222"
"Low transfer dependency","2009","66 and older","Rural Area","43","0.0271059160583985","0.0187358522207156","0.0354759798960815"
"High transfer dependency","2009","16-34 y.","Urban Area","95","0.0301086427557848","0.0237936863188729","0.0364235991926968"
"High transfer dependency","2009","16-34 y.","Rural Area","48","0.035674152849006","0.0259688745430842","0.0453794311549277"
"High transfer dependency","2009","35-65 y.","Urban Area","104","0.0196774067341098","0.0162805175623619","0.0230742959058577"
"High transfer dependency","2009","35-65 y.","Rural Area","78","0.0288344044925504","0.0232382865640622","0.0344305224210386"
"High transfer dependency","2009","66 and older","Urban Area","10","","",""
"High transfer dependency","2009","66 and older","Rural Area","4","","",""
"Very high transfer dependency","2009","16-34 y.","Urban Area","114","0.0528234957506683","0.0445575556774633","0.0610894358238734"
"Very high transfer dependency","2009","16-34 y.","Rural Area","85","0.0716822354147934","0.0581841131894856","0.0851803576401012"
"Very high transfer dependency","2009","35-65 y.","Urban Area","164","0.0372896604790932","0.0326556717509762","0.0419236492072103"
"Very high transfer dependency","2009","35-65 y.","Rural Area","114","0.036289528509575","0.0300356610600859","0.042543395959064"
"Very high transfer dependency","2009","66 and older","Urban Area","9","","",""
"Very high transfer dependency","2009","66 and older","Rural Area","","","",""
"Very low transfer dependency","2010","16-34 y.","Urban Area","3238","0.791100074578045","0.779215925305577","0.802984223850514"
"Very low transfer dependency","2010","16-34 y.","Rural Area","1579","0.812656401210018","0.796840325064328","0.828472477355709"
"Very low transfer dependency","2010","35-65 y.","Urban Area","7314","0.869493807103798","0.862417404881683","0.876570209325912"
"Very low transfer dependency","2010","35-65 y.","Rural Area","3670","0.869603662872499","0.859826745317266","0.879380580427731"
"Very low transfer dependency","2010","66 and older","Urban Area","2610","0.96558160388903","0.958684819627554","0.972478388150507"
"Very low transfer dependency","2010","66 and older","Rural Area","1346","0.966860183079343","0.95743644154627","0.976283924612415"
"Low transfer dependency","2010","16-34 y.","Urban Area","566","0.0921017626731131","0.0836482773997736","0.100555247946453"
"Low transfer dependency","2010","16-34 y.","Rural Area","354","0.081548509380462","0.070455178604456","0.0926418401564681"
"Low transfer dependency","2010","35-65 y.","Urban Area","708","0.060629495366108","0.0556161902185192","0.0656428005136969"
"Low transfer dependency","2010","35-65 y.","Rural Area","484","0.0668236708128676","0.0595733771363976","0.0740739644893376"
"Low transfer dependency","2010","66 and older","Urban Area","58","0.0244119197531814","0.0185735574105251","0.0302502820958377"
"Low transfer dependency","2010","66 and older","Rural Area","33","0.0281031339727416","0.0194024389980006","0.0368038289474827"
"High transfer dependency","2010","16-34 y.","Urban Area","276","0.0501063783876486","0.0437286321447726","0.0564841246305246"
"High transfer dependency","2010","16-34 y.","Rural Area","170","0.0413882946843686","0.0333143463172681","0.0494622430514692"
"High transfer dependency","2010","35-65 y.","Urban Area","281","0.0232045295500688","0.0200418739198277","0.0263671851803099"
"High transfer dependency","2010","35-65 y.","Rural Area","202","0.0306777944784041","0.0256710581056227","0.0356845308511855"
"High transfer dependency","2010","66 and older","Urban Area","11","","",""
"High transfer dependency","2010","66 and older","Rural Area","5","","",""
"Very high transfer dependency","2010","16-34 y.","Urban Area","415","0.0666917843611931","0.0593983520615493","0.0739852166608368"
"Very high transfer dependency","2010","16-34 y.","Rural Area","235","0.0644067947251508","0.0544565168214396","0.0743570726288621"
"Very high transfer dependency","2010","35-65 y.","Urban Area","402","0.0466721679800256","0.0422410447614164","0.0511032911986348"
"Very high transfer dependency","2010","35-65 y.","Rural Area","201","0.0328948718362294","0.0277163057943146","0.0380734378781442"
"Very high transfer dependency","2010","66 and older","Urban Area","5","","",""
"Very high transfer dependency","2010","66 and older","Rural Area","2","","",""
"Very low transfer dependency","2011","16-34 y.","Urban Area","3350","0.805051464230766","0.793732832218008","0.816370096243524"
"Very low transfer dependency","2011","16-34 y.","Rural Area","1642","0.757271193691148","0.740591477353258","0.773950910029038"
"Very low transfer dependency","2011","35-65 y.","Urban Area","8675","0.870351144282247","0.863917998359795","0.8767842902047"
"Very low transfer dependency","2011","35-65 y.","Rural Area","4712","0.876766713039705","0.868306572463508","0.885226853615901"
"Very low transfer dependency","2011","66 and older","Urban Area","3293","0.9611967097708","0.954704195356003","0.967689224185598"
"Very low transfer dependency","2011","66 and older","Rural Area","1731","0.949919579752647","0.939840754594676","0.959998404910619"
"Low transfer dependency","2011","16-34 y.","Urban Area","626","0.0828919683403833","0.0750144648505474","0.0907694718302191"
"Low transfer dependency","2011","16-34 y.","Rural Area","437","0.118426151660192","0.105855568085242","0.130996735235142"
"Low transfer dependency","2011","35-65 y.","Urban Area","898","0.0551190477634219","0.0507485469402235","0.0594895485866203"
"Low transfer dependency","2011","35-65 y.","Rural Area","583","0.0579225498961023","0.0519102771087358","0.0639348226834688"
"Low transfer dependency","2011","66 and older","Urban Area","66","0.0203309431773803","0.0155864375348069","0.0250754488199537"
"Low transfer dependency","2011","66 and older","Rural Area","50","0.0377777177826048","0.0289674710085499","0.0465879645566597"
"High transfer dependency","2011","16-34 y.","Urban Area","306","0.0538814049476197","0.04743059310787","0.0603322167873694"
"High transfer dependency","2011","16-34 y.","Rural Area","224","0.0604236036001222","0.05115377631484","0.0696934308854044"
"High transfer dependency","2011","35-65 y.","Urban Area","399","0.0322183656601927","0.0288366876967766","0.0356000436236088"
"High transfer dependency","2011","35-65 y.","Rural Area","232","0.0298037213133575","0.0254271240366601","0.0341803185900549"
"High transfer dependency","2011","66 and older","Urban Area","28","","",""
"High transfer dependency","2011","66 and older","Rural Area","18","","",""
"Very high transfer dependency","2011","16-34 y.","Urban Area","424","0.0581751624812307","0.0514874745131674","0.0648628504492941"
"Very high transfer dependency","2011","16-34 y.","Rural Area","235","0.0638790510485383","0.0543653939911631","0.0733927081059136"
"Very high transfer dependency","2011","35-65 y.","Urban Area","502","0.0423114422941383","0.038456366950389","0.0461665176378876"
"Very high transfer dependency","2011","35-65 y.","Rural Area","272","0.0355070157508354","0.0307440423134261","0.0402699891882447"
"Very high transfer dependency","2011","66 and older","Urban Area","12","","",""
"Very high transfer dependency","2011","66 and older","Rural Area","","","",""
"Very low transfer dependency","2012","16-34 y.","Urban Area","3294","0.81524130216537","0.803863985059425","0.826618619271315"
"Very low transfer dependency","2012","16-34 y.","Rural Area","1665","0.798272124506056","0.782044123646291","0.814500125365821"
"Very low transfer dependency","2012","35-65 y.","Urban Area","8575","0.877649580888345","0.871269576952875","0.884029584823815"
"Very low transfer dependency","2012","35-65 y.","Rural Area","4846","0.873432330793819","0.864930348843958","0.881934312743681"
"Very low transfer dependency","2012","66 and older","Urban Area","3307","0.967573615813339","0.961615355514635","0.973531876112043"
"Very low transfer dependency","2012","66 and older","Rural Area","1780","0.951471682911358","0.941693195450224","0.961250170372492"
"Low transfer dependency","2012","16-34 y.","Urban Area","526","0.087211747546586","0.07894057949166","0.0954829156015121"
"Low transfer dependency","2012","16-34 y.","Rural Area","311","0.0883563312080788","0.0768790775518995","0.0998335848642582"
"Low transfer dependency","2012","35-65 y.","Urban Area","746","0.0529672741666819","0.0486066973023327","0.0573278510310311"
"Low transfer dependency","2012","35-65 y.","Rural Area","539","0.0611629063957478","0.0550354062123482","0.0672904065791473"
"Low transfer dependency","2012","66 and older","Urban Area","50","0.0139137653068467","0.00997365857294249","0.017853872040751"
"Low transfer dependency","2012","66 and older","Rural Area","55","0.027919917829028","0.020422974564125","0.0354168610939309"
"High transfer dependency","2012","16-34 y.","Urban Area","294","0.0464318605981071","0.0402633794912099","0.0526003417050043"
"High transfer dependency","2012","16-34 y.","Rural Area","195","0.060883178424317","0.051213432769078","0.0705529240795561"
"High transfer dependency","2012","35-65 y.","Urban Area","345","0.024779852746037","0.0217532297038417","0.0278064757882323"
"High transfer dependency","2012","35-65 y.","Rural Area","238","0.0310634455505667","0.026627189151661","0.0354997019494724"
"High transfer dependency","2012","66 and older","Urban Area","26","","",""
"High transfer dependency","2012","66 and older","Rural Area","20","","",""
"Very high transfer dependency","2012","16-34 y.","Urban Area","356","0.051115089689937","0.0446589091984168","0.0575712701814573"
"Very high transfer dependency","2012","16-34 y.","Rural Area","178","0.0524883658615486","0.0434699473757","0.0615067843473973"
"Very high transfer dependency","2012","35-65 y.","Urban Area","468","0.0446032921989364","0.0405841537295547","0.0486224306683181"
"Very high transfer dependency","2012","35-65 y.","Rural Area","252","0.0343413172598663","0.0296847652789186","0.0389978692408141"
"Very high transfer dependency","2012","66 and older","Urban Area","12","","",""
"Very high transfer dependency","2012","66 and older","Rural Area","","","",""
"Very low transfer dependency","2013","16-34 y.","Urban Area","4195","0.806882067448578","0.796674566992551","0.817089567904606"
"Very low transfer dependency","2013","16-34 y.","Rural Area","1870","0.787368683044479","0.771564860030623","0.803172506058335"
"Very low transfer dependency","2013","35-65 y.","Urban Area","9505","0.870155055429782","0.86401377384245","0.876296337017113"
"Very low transfer dependency","2013","35-65 y.","Rural Area","5045","0.869022197505559","0.860558597828937","0.87748579718218"
"Very low transfer dependency","2013","66 and older","Urban Area","3221","0.97022090942694","0.964450302875201","0.975991515978678"
"Very low transfer dependency","2013","66 and older","Rural Area","1693","0.956344515965932","0.946822897736351","0.965866134195513"
"Low transfer dependency","2013","16-34 y.","Urban Area","679","0.0882496474555278","0.0809146911003755","0.0955846038106801"
"Low transfer dependency","2013","16-34 y.","Rural Area","303","0.0933034325875476","0.0820693070960945","0.104537558079001"
"Low transfer dependency","2013","35-65 y.","Urban Area","878","0.0552458396577144","0.0510717924144252","0.0594198869010036"
"Low transfer dependency","2013","35-65 y.","Rural Area","495","0.0591745200301992","0.0532553238247664","0.0650937162356318"
"Low transfer dependency","2013","66 and older","Urban Area","61","0.0157023129558399","0.0114817004552201","0.0199229254564598"
"Low transfer dependency","2013","66 and older","Rural Area","61","0.0346351557753795","0.0261141965579702","0.0431561149927888"
"High transfer dependency","2013","16-34 y.","Urban Area","413","0.0481348947380304","0.0425998543930133","0.0536699350830475"
"High transfer dependency","2013","16-34 y.","Rural Area","185","0.0529095248850179","0.0442633873495402","0.0615556624204956"
"High transfer dependency","2013","35-65 y.","Urban Area","498","0.0271417677808018","0.0241728921240828","0.0301106434375209"
"High transfer dependency","2013","35-65 y.","Rural Area","246","0.0313069760735413","0.0269382534128712","0.0356756987342113"
"High transfer dependency","2013","66 and older","Urban Area","26","","",""
"High transfer dependency","2013","66 and older","Rural Area","12","","",""
"Very high transfer dependency","2013","16-34 y.","Urban Area","458","0.0567333903578634","0.0507514831223442","0.0627152975933826"
"Very high transfer dependency","2013","16-34 y.","Rural Area","217","0.0664183594829557","0.0568004718739516","0.0760362470919597"
"Very high transfer dependency","2013","35-65 y.","Urban Area","627","0.047457337131702","0.0435727750600032","0.0513418992034007"
"Very high transfer dependency","2013","35-65 y.","Rural Area","318","0.040496306390701","0.0355512430269364","0.0454413697544655"
"Very high transfer dependency","2013","66 and older","Urban Area","25","","",""
"Very high transfer dependency","2013","66 and older","Rural Area","3","","",""
"Very low transfer dependency","2014","16-34 y.","Urban Area","3538","0.784312586145128","0.772722887255382","0.795902285034874"
"Very low transfer dependency","2014","16-34 y.","Rural Area","1609","0.780393641319856","0.763253812537039","0.797533470102672"
"Very low transfer dependency","2014","35-65 y.","Urban Area","8381","0.867620042185775","0.860990572776647","0.874249511594904"
"Very low transfer dependency","2014","35-65 y.","Rural Area","4507","0.867877375054026","0.858871498913579","0.876883251194474"
"Very low transfer dependency","2014","66 and older","Urban Area","3130","0.97018612434531","0.96432635418372","0.9760458945069"
"Very low transfer dependency","2014","66 and older","Rural Area","1685","0.961018629810787","0.951968461337797","0.970068798283776"
"Low transfer dependency","2014","16-34 y.","Urban Area","581","0.100454846374735","0.091984287020216","0.108925405729254"
"Low transfer dependency","2014","16-34 y.","Rural Area","289","0.0952276821260785","0.0830748241704099","0.107380540081747"
"Low transfer dependency","2014","35-65 y.","Urban Area","725","0.0549922495320924","0.0505329022864024","0.0594515967777824"
"Low transfer dependency","2014","35-65 y.","Rural Area","480","0.0628051947038041","0.0563528002512724","0.0692575891563357"
"Low transfer dependency","2014","66 and older","Urban Area","54","0.0146445053065974","0.010505674635713","0.0187833359774818"
"Low transfer dependency","2014","66 and older","Rural Area","54","0.0318085470619108","0.0236028638142241","0.0400142303095976"
"High transfer dependency","2014","16-34 y.","Urban Area","322","0.0503048959951875","0.0441458650483402","0.0564639269420349"
"High transfer dependency","2014","16-34 y.","Rural Area","190","0.0640830277489536","0.0539435091624511","0.0742225463354562"
"High transfer dependency","2014","35-65 y.","Urban Area","384","0.0281472405244475","0.0249118924419217","0.0313825886069734"
"High transfer dependency","2014","35-65 y.","Rural Area","201","0.0277408033014273","0.0233730436098545","0.0321085629930001"
"High transfer dependency","2014","66 and older","Urban Area","28","","",""
"High transfer dependency","2014","66 and older","Rural Area","12","","",""
"Very high transfer dependency","2014","16-34 y.","Urban Area","397","0.0649276714849499","0.0579845833919147","0.071870759577985"
"Very high transfer dependency","2014","16-34 y.","Rural Area","153","0.0602956488051123","0.0504404414120201","0.0701508561982045"
"Very high transfer dependency","2014","35-65 y.","Urban Area","549","0.0492404677576845","0.0450079450872194","0.0534729904281497"
"Very high transfer dependency","2014","35-65 y.","Rural Area","243","0.0415766269407423","0.0362676417473382","0.0468856121341463"
"Very high transfer dependency","2014","66 and older","Urban Area","24","","",""
"Very high transfer dependency","2014","66 and older","Rural Area","6","","",""
"Very low transfer dependency","2015","16-34 y.","Urban Area","3691","0.809498563666034","0.798590838259548","0.820406289072519"
"Very low transfer dependency","2015","16-34 y.","Rural Area","1627","0.786679858332123","0.769612263239213","0.803747453425033"
"Very low transfer dependency","2015","35-65 y.","Urban Area","8265","0.866808187818018","0.860093977388006","0.87352239824803"
"Very low transfer dependency","2015","35-65 y.","Rural Area","4461","0.875644004787088","0.86676003016563","0.884527979408547"
"Very low transfer dependency","2015","66 and older","Urban Area","3073","0.966765138196218","0.960538996636461","0.972991279755975"
"Very low transfer dependency","2015","66 and older","Rural Area","1696","0.966263951333625","0.957850403453553","0.974677499213697"
"Low transfer dependency","2015","16-34 y.","Urban Area","489","0.074123207509431","0.0668465701945809","0.0813998448242812"
"Low transfer dependency","2015","16-34 y.","Rural Area","260","0.0908675278899451","0.0788925333091396","0.102842522470751"
"Low transfer dependency","2015","35-65 y.","Urban Area","670","0.0563148218112916","0.0517594943061968","0.0608701493163864"
"Low transfer dependency","2015","35-65 y.","Rural Area","396","0.0561251774791949","0.0499286808084081","0.0623216741499817"
"Low transfer dependency","2015","66 and older","Urban Area","62","0.0189074012797819","0.014176624222402","0.0236381783371617"
"Low transfer dependency","2015","66 and older","Rural Area","50","0.0264779853575251","0.0189962984178928","0.0339596722971574"
"High transfer dependency","2015","16-34 y.","Urban Area","352","0.0549884468089312","0.0486565866712495","0.0613203069466129"
"High transfer dependency","2015","16-34 y.","Rural Area","152","0.0525075159043237","0.0432145144059101","0.0618005174027373"
"High transfer dependency","2015","35-65 y.","Urban Area","336","0.0262347124702879","0.0230763644700438","0.0293930604705321"
"High transfer dependency","2015","35-65 y.","Rural Area","190","0.0239200322036643","0.0198063216003459","0.0280337428069826"
"High transfer dependency","2015","66 and older","Urban Area","20","","",""
"High transfer dependency","2015","66 and older","Rural Area","16","","",""
"Very high transfer dependency","2015","16-34 y.","Urban Area","447","0.0613897820156042","0.0547222100421569","0.0680573539890514"
"Very high transfer dependency","2015","16-34 y.","Rural Area","174","0.0699450978736084","0.0593185961193633","0.0805715996278535"
"Very high transfer dependency","2015","35-65 y.","Urban Area","567","0.0506422779004028","0.0463095018547881","0.0549750539460175"
"Very high transfer dependency","2015","35-65 y.","Rural Area","253","0.0443107855300527","0.0387706138470615","0.0498509572130438"
"Very high transfer dependency","2015","66 and older","Urban Area","29","","",""
"Very high transfer dependency","2015","66 and older","Rural Area","7","","",""
"Very low transfer dependency","2016","16-34 y.","Urban Area","3101","0.791752931469343","0.779453617193081","0.804052245745606"
"Very low transfer dependency","2016","16-34 y.","Rural Area","1427","0.765939342386754","0.747034692749556","0.784843992023952"
"Very low transfer dependency","2016","35-65 y.","Urban Area","7554","0.874416539135548","0.867555032438294","0.881278045832803"
"Very low transfer dependency","2016","35-65 y.","Rural Area","4142","0.885876859274544","0.876960463380634","0.894793255168454"
"Very low transfer dependency","2016","66 and older","Urban Area","2936","0.961213847045789","0.954361386660827","0.968066307430751"
"Very low transfer dependency","2016","66 and older","Rural Area","1656","0.967952925091669","0.959627019755957","0.97627883042738"
"Low transfer dependency","2016","16-34 y.","Urban Area","460","0.0913127290600289","0.0825876475239473","0.100037810596111"
"Low transfer dependency","2016","16-34 y.","Rural Area","279","0.137207683115391","0.121845618634562","0.152569747596219"
"Low transfer dependency","2016","35-65 y.","Urban Area","605","0.0481771274092047","0.0437431588906071","0.0526110959278023"
"Low transfer dependency","2016","35-65 y.","Rural Area","403","0.0630661796506038","0.0562495684042848","0.0698827908969228"
"Low transfer dependency","2016","66 and older","Urban Area","56","0.0202654993470385","0.0152647967499184","0.0252662019441585"
"Low transfer dependency","2016","66 and older","Rural Area","41","0.0249546942245926","0.0175807698894599","0.0323286185597253"
"High transfer dependency","2016","16-34 y.","Urban Area","280","0.060067478684807","0.0528702608049664","0.0672646965646475"
"High transfer dependency","2016","16-34 y.","Rural Area","66","0.0236692013013535","0.0168818937286507","0.0304565088740562"
"High transfer dependency","2016","35-65 y.","Urban Area","321","0.0290523945574829","0.0255747679458993","0.0325300211690664"
"High transfer dependency","2016","35-65 y.","Rural Area","126","0.0183612167138788","0.0145964125557939","0.0221260208719636"
"High transfer dependency","2016","66 and older","Urban Area","27","","",""
"High transfer dependency","2016","66 and older","Rural Area","16","","",""
"Very high transfer dependency","2016","16-34 y.","Urban Area","346","0.0568668607858209","0.04985210202033","0.0638816195513119"
"Very high transfer dependency","2016","16-34 y.","Rural Area","155","0.0731837731965017","0.06155560120871","0.0848119451842933"
"Very high transfer dependency","2016","35-65 y.","Urban Area","480","0.048353938897764","0.0439122540358327","0.0527956237596953"
"Very high transfer dependency","2016","35-65 y.","Rural Area","214","0.0326957443609735","0.0277087029928331","0.0376827857291139"
"Very high transfer dependency","2016","66 and older","Urban Area","31","0.00895940681086218","0.00561527396511699","0.0123035396566074"
"Very high transfer dependency","2016","66 and older","Rural Area","6","","",""
"Very low transfer dependency","2017","16-34 y.","Urban Area","3519","0.800847983031908","0.790111455199702","0.811584510864114"
"Very low transfer dependency","2017","16-34 y.","Rural Area","1645","0.78165137052316","0.765483005443159","0.797819735603162"
"Very low transfer dependency","2017","35-65 y.","Urban Area","8431","0.878942160695571","0.87269580151289","0.885188519878251"
"Very low transfer dependency","2017","35-65 y.","Rural Area","4774","0.884231516706611","0.876001037046826","0.892461996366397"
"Very low transfer dependency","2017","66 and older","Urban Area","3029","0.963369218941878","0.956813252544227","0.969925185339528"
"Very low transfer dependency","2017","66 and older","Rural Area","1800","0.964207566455483","0.955805595453628","0.972609537457338"
"Low transfer dependency","2017","16-34 y.","Urban Area","486","0.0819031069408499","0.0745310122680697","0.08927520161363"
"Low transfer dependency","2017","16-34 y.","Rural Area","307","0.104677469308537","0.0926962590681596","0.116658679548915"
"Low transfer dependency","2017","35-65 y.","Urban Area","598","0.0432324402463666","0.0393378798615841","0.0471270006311491"
"Low transfer dependency","2017","35-65 y.","Rural Area","387","0.052731603562274","0.0469822503249337","0.0584809567996144"
"Low transfer dependency","2017","66 and older","Urban Area","54","0.0207965718006943","0.015816339690674","0.0257768039107146"
"Low transfer dependency","2017","66 and older","Rural Area","52","0.029612354598715","0.0219456382257149","0.0372790709717151"
"High transfer dependency","2017","16-34 y.","Urban Area","315","0.0526306688488564","0.0466275690705799","0.0586337686271328"
"High transfer dependency","2017","16-34 y.","Rural Area","148","0.0341532836190957","0.0270451650904651","0.0412614021477262"
"High transfer dependency","2017","35-65 y.","Urban Area","394","0.0311808953226877","0.0278526449911298","0.0345091456542455"
"High transfer dependency","2017","35-65 y.","Rural Area","197","0.0233866648878365","0.0194989675221603","0.0272743622535127"
"High transfer dependency","2017","66 and older","Urban Area","30","0.00688937951133661","0.00400264985253663","0.00977610917013659"
"High transfer dependency","2017","66 and older","Rural Area","15","","",""
"Very high transfer dependency","2017","16-34 y.","Urban Area","995","0.0646182411783858","0.0580087432435187","0.0712277391132529"
"Very high transfer dependency","2017","16-34 y.","Rural Area","408","0.0795178765492066","0.0689296215667702","0.0901061315316431"
"Very high transfer dependency","2017","35-65 y.","Urban Area","1053","0.046644503735375","0.0426063948812404","0.0506826125895096"
"Very high transfer dependency","2017","35-65 y.","Rural Area","447","0.0396502148432781","0.0346304372787269","0.0446699924078293"
"Very high transfer dependency","2017","66 and older","Urban Area","41","0.0089448297460916","0.0056589459429711","0.0122307135492121"
"Very high transfer dependency","2017","66 and older","Rural Area","11","","",""
"Very low transfer dependency","2018","16-34 y.","Urban Area","3502","0.820703441808713","0.810827000786433","0.830579882830992"
"Very low transfer dependency","2018","16-34 y.","Rural Area","1603","0.783740085285664","0.76759230381441","0.799887866756917"
"Very low transfer dependency","2018","35-65 y.","Urban Area","7962","0.873144905961069","0.866747072038778","0.87954273988336"
"Very low transfer dependency","2018","35-65 y.","Rural Area","4501","0.883897967424234","0.875532326983353","0.892263607865114"
"Very low transfer dependency","2018","66 and older","Urban Area","3036","0.963402101453939","0.95689928507733","0.969904917830547"
"Very low transfer dependency","2018","66 and older","Rural Area","1776","0.949365858854475","0.939420637341061","0.959311080367889"
"Low transfer dependency","2018","16-34 y.","Urban Area","509","0.0734585663812887","0.0667415714955926","0.0801755612669848"
"Low transfer dependency","2018","16-34 y.","Rural Area","263","0.0911910058753042","0.0798995190756338","0.102482492674975"
"Low transfer dependency","2018","35-65 y.","Urban Area","614","0.0497007975719265","0.0455229969940779","0.0538785981497751"
"Low transfer dependency","2018","35-65 y.","Rural Area","370","0.0494570786797389","0.0437949685614524","0.0551191887980255"
"Low transfer dependency","2018","66 and older","Urban Area","76","0.0171064266686655","0.0126158458246462","0.0215970075126847"
"Low transfer dependency","2018","66 and older","Rural Area","54","0.0289061555452507","0.0213063636475748","0.0365059474429265"
"High transfer dependency","2018","16-34 y.","Urban Area","440","0.0410662298088438","0.0359569687450842","0.0461754908726035"
"High transfer dependency","2018","16-34 y.","Rural Area","178","0.0523448696699539","0.0436091027047555","0.0610806366351523"
"High transfer dependency","2018","35-65 y.","Urban Area","448","0.0279207969034468","0.0247537785887047","0.031087815218189"
"High transfer dependency","2018","35-65 y.","Rural Area","212","0.0279336323146961","0.0236304486740905","0.0322368159553017"
"High transfer dependency","2018","66 and older","Urban Area","39","0.0104703829592211","0.00694533277964288","0.0139954331387994"
"High transfer dependency","2018","66 and older","Rural Area","21","","",""
"Very high transfer dependency","2018","16-34 y.","Urban Area","1344","0.0647717620011545","0.0584349177616613","0.0711086062406477"
"Very high transfer dependency","2018","16-34 y.","Rural Area","453","0.0727240391690782","0.0625385400300504","0.0829095383081061"
"Very high transfer dependency","2018","35-65 y.","Urban Area","1371","0.0492334995635578","0.0450743634519417","0.053392635675174"
"Very high transfer dependency","2018","35-65 y.","Rural Area","550","0.0387113215813314","0.0336737163860298","0.0437489267766329"
"Very high transfer dependency","2018","66 and older","Urban Area","52","0.00902108891817471","0.00574669209964255","0.0122954857367069"
"Very high transfer dependency","2018","66 and older","Rural Area","16","","",""
"Very low transfer dependency","2019","16-34 y.","Urban Area","3026","0.818334245433747","0.807431183273284","0.829237307594209"
"Very low transfer dependency","2019","16-34 y.","Rural Area","1458","0.788780280624451","0.771774262519886","0.805786298729016"
"Very low transfer dependency","2019","35-65 y.","Urban Area","8013","0.888722362606616","0.88257899320498","0.894865732008251"
"Very low transfer dependency","2019","35-65 y.","Rural Area","4686","0.879336573548695","0.870893678110122","0.887779468987268"
"Very low transfer dependency","2019","66 and older","Urban Area","2924","0.958897124912128","0.95187561858311","0.965918631241145"
"Very low transfer dependency","2019","66 and older","Rural Area","1803","0.949334662339258","0.939483675047866","0.959185649630651"
"Low transfer dependency","2019","16-34 y.","Urban Area","411","0.0736117842391725","0.0662273576929991","0.0809962107853458"
"Low transfer dependency","2019","16-34 y.","Rural Area","222","0.10691092453076","0.0940368560436668","0.119784993017854"
"Low transfer dependency","2019","35-65 y.","Urban Area","469","0.0435365200149841","0.0395501217967225","0.0475229182332458"
"Low transfer dependency","2019","35-65 y.","Rural Area","347","0.0626308733552658","0.0563506430232216","0.0689111036873099"
"Low transfer dependency","2019","66 and older","Urban Area","64","0.0201977126274448","0.0152223069009498","0.0251731183539397"
"Low transfer dependency","2019","66 and older","Rural Area","64","0.0346102187275763","0.0263997464378153","0.0428206910173374"
"High transfer dependency","2019","16-34 y.","Urban Area","310","0.0439033205868777","0.0381097516217664","0.0496968895519889"
"High transfer dependency","2019","16-34 y.","Rural Area","173","0.0416759373934746","0.033349556594638","0.0500023181923112"
"High transfer dependency","2019","35-65 y.","Urban Area","354","0.0275076398731609","0.0243125035525544","0.0307027761937674"
"High transfer dependency","2019","35-65 y.","Rural Area","191","0.023727046801","0.0197821696082029","0.0276719239937971"
"High transfer dependency","2019","66 and older","Urban Area","32","0.0100734673190621","0.00654164248454906","0.0136052921535751"
"High transfer dependency","2019","66 and older","Rural Area","23","","",""
"Very high transfer dependency","2019","16-34 y.","Urban Area","1057","0.0641506497402032","0.0572219762976758","0.0710793231827307"
"Very high transfer dependency","2019","16-34 y.","Rural Area","360","0.0626328574513136","0.0525376938852283","0.072728021017399"
"Very high transfer dependency","2019","35-65 y.","Urban Area","1230","0.0402334775052391","0.0363946710852432","0.0440722839252349"
"Very high transfer dependency","2019","35-65 y.","Rural Area","494","0.0343055062950394","0.0295878335699725","0.0390231790201062"
"Very high transfer dependency","2019","66 and older","Urban Area","51","0.0108316951413656","0.00717076456713968","0.0144926257155915"
"Very high transfer dependency","2019","66 and older","Rural Area","14","","",""
