"transab_cat2","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2002","Hamburg","no degree/no degree yet","","","",""
"High transfer dependency","2002","Lower Saxony","lower secondary degree","14","","",""
"High transfer dependency","2002","Lower Saxony","secondary school degree","10","","",""
"High transfer dependency","2002","Lower Saxony","college entrance qualification","2","","",""
"High transfer dependency","2002","Lower Saxony","Other degree","3","","",""
"High transfer dependency","2002","Lower Saxony","no degree/no degree yet","2","","",""
"High transfer dependency","2002","Bremen","lower secondary degree","1","","",""
"High transfer dependency","2002","Bremen","secondary school degree","2","","",""
"High transfer dependency","2002","Bremen","college entrance qualification","1","","",""
"High transfer dependency","2002","Bremen","Other degree","2","","",""
"High transfer dependency","2002","Bremen","no degree/no degree yet","","","",""
"High transfer dependency","2002","North Rhine-Westphalia","lower secondary degree","40","0.0242496602429925","0.0171846092171672","0.0313147112688178"
"High transfer dependency","2002","North Rhine-Westphalia","secondary school degree","11","","",""
"High transfer dependency","2002","North Rhine-Westphalia","college entrance qualification","12","","",""
"High transfer dependency","2002","North Rhine-Westphalia","Other degree","18","","",""
"High transfer dependency","2002","North Rhine-Westphalia","no degree/no degree yet","6","","",""
"High transfer dependency","2002","Hesse","lower secondary degree","4","","",""
"High transfer dependency","2002","Hesse","secondary school degree","3","","",""
"High transfer dependency","2002","Hesse","college entrance qualification","1","","",""
"High transfer dependency","2002","Hesse","Other degree","","","",""
"High transfer dependency","2002","Hesse","no degree/no degree yet","2","","",""
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","lower secondary degree","16","","",""
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","secondary school degree","7","","",""
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","college entrance qualification","3","","",""
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","Other degree","5","","",""
"High transfer dependency","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"High transfer dependency","2002","Baden-Württemberg","lower secondary degree","17","","",""
"High transfer dependency","2002","Baden-Württemberg","secondary school degree","5","","",""
"High transfer dependency","2002","Baden-Württemberg","college entrance qualification","3","","",""
"High transfer dependency","2002","Baden-Württemberg","Other degree","3","","",""
"High transfer dependency","2002","Baden-Württemberg","no degree/no degree yet","5","","",""
"High transfer dependency","2002","Bavaria","lower secondary degree","12","","",""
"High transfer dependency","2002","Bavaria","secondary school degree","9","","",""
"High transfer dependency","2002","Bavaria","college entrance qualification","2","","",""
"High transfer dependency","2002","Bavaria","Other degree","1","","",""
"High transfer dependency","2002","Bavaria","no degree/no degree yet","1","","",""
"High transfer dependency","2002","Berlin","lower secondary degree","4","","",""
"High transfer dependency","2002","Berlin","secondary school degree","7","","",""
"High transfer dependency","2002","Berlin","college entrance qualification","6","","",""
"High transfer dependency","2002","Berlin","Other degree","4","","",""
"High transfer dependency","2002","Berlin","no degree/no degree yet","1","","",""
"High transfer dependency","2002","Brandenburg","lower secondary degree","6","","",""
"High transfer dependency","2002","Brandenburg","secondary school degree","18","","",""
"High transfer dependency","2002","Brandenburg","college entrance qualification","2","","",""
"High transfer dependency","2002","Brandenburg","Other degree","1","","",""
"High transfer dependency","2002","Brandenburg","no degree/no degree yet","2","","",""
"High transfer dependency","2002","Mecklenburg-Western Pomerania","lower secondary degree","1","","",""
"High transfer dependency","2002","Mecklenburg-Western Pomerania","secondary school degree","10","","",""
"High transfer dependency","2002","Mecklenburg-Western Pomerania","college entrance qualification","1","","",""
"High transfer dependency","2002","Mecklenburg-Western Pomerania","Other degree","2","","",""
"High transfer dependency","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"High transfer dependency","2002","Saxony","lower secondary degree","17","","",""
"High transfer dependency","2002","Saxony","secondary school degree","25","","",""
"High transfer dependency","2002","Saxony","college entrance qualification","8","","",""
"High transfer dependency","2002","Saxony","Other degree","1","","",""
"High transfer dependency","2002","Saxony","no degree/no degree yet","5","","",""
"High transfer dependency","2002","Saxony-Anhalt","lower secondary degree","16","","",""
"High transfer dependency","2002","Saxony-Anhalt","secondary school degree","20","","",""
"High transfer dependency","2002","Saxony-Anhalt","college entrance qualification","6","","",""
"High transfer dependency","2002","Saxony-Anhalt","Other degree","","","",""
"High transfer dependency","2002","Saxony-Anhalt","no degree/no degree yet","2","","",""
"High transfer dependency","2002","Thuringia","lower secondary degree","8","","",""
"High transfer dependency","2002","Thuringia","secondary school degree","20","","",""
"High transfer dependency","2002","Thuringia","college entrance qualification","3","","",""
"High transfer dependency","2002","Thuringia","Other degree","2","","",""
"High transfer dependency","2002","Thuringia","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Schleswig-Holstein","lower secondary degree","7","","",""
"Very high transfer dependency","2002","Schleswig-Holstein","secondary school degree","4","","",""
"Very high transfer dependency","2002","Schleswig-Holstein","college entrance qualification","1","","",""
"Very high transfer dependency","2002","Schleswig-Holstein","Other degree","3","","",""
"Very high transfer dependency","2002","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Hamburg","lower secondary degree","2","","",""
"Very high transfer dependency","2002","Hamburg","secondary school degree","1","","",""
"Very high transfer dependency","2002","Hamburg","college entrance qualification","1","","",""
"Very high transfer dependency","2002","Hamburg","Other degree","","","",""
"Very high transfer dependency","2002","Hamburg","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Lower Saxony","lower secondary degree","16","","",""
"Very high transfer dependency","2002","Lower Saxony","secondary school degree","9","","",""
"Very high transfer dependency","2002","Lower Saxony","college entrance qualification","7","","",""
"Very high transfer dependency","2002","Lower Saxony","Other degree","8","","",""
"Very high transfer dependency","2002","Lower Saxony","no degree/no degree yet","4","","",""
"Very high transfer dependency","2002","Bremen","lower secondary degree","3","","",""
"Very high transfer dependency","2002","Bremen","secondary school degree","1","","",""
"Very high transfer dependency","2002","Bremen","college entrance qualification","4","","",""
"Very high transfer dependency","2002","Bremen","Other degree","1","","",""
"Very high transfer dependency","2002","Bremen","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","North Rhine-Westphalia","lower secondary degree","35","0.0267928683629175","0.0193762596898488","0.0342094770359862"
"Very high transfer dependency","2002","North Rhine-Westphalia","secondary school degree","14","","",""
"Very high transfer dependency","2002","North Rhine-Westphalia","college entrance qualification","12","","",""
"Very high transfer dependency","2002","North Rhine-Westphalia","Other degree","20","","",""
"Very high transfer dependency","2002","North Rhine-Westphalia","no degree/no degree yet","13","","",""
"Very high transfer dependency","2002","Hesse","lower secondary degree","6","","",""
"Very high transfer dependency","2002","Hesse","secondary school degree","5","","",""
"Very high transfer dependency","2002","Hesse","college entrance qualification","1","","",""
"Very high transfer dependency","2002","Hesse","Other degree","8","","",""
"Very high transfer dependency","2002","Hesse","no degree/no degree yet","2","","",""
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","lower secondary degree","8","","",""
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","secondary school degree","2","","",""
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","college entrance qualification","1","","",""
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Very high transfer dependency","2002","Rhineland-Palatinate,Saarland","no degree/no degree yet","2","","",""
"Very high transfer dependency","2002","Baden-Württemberg","lower secondary degree","13","","",""
"Very high transfer dependency","2002","Baden-Württemberg","secondary school degree","4","","",""
"Very high transfer dependency","2002","Baden-Württemberg","college entrance qualification","3","","",""
"Very high transfer dependency","2002","Baden-Württemberg","Other degree","9","","",""
"Very high transfer dependency","2002","Baden-Württemberg","no degree/no degree yet","2","","",""
"Very high transfer dependency","2002","Bavaria","lower secondary degree","15","","",""
"Very high transfer dependency","2002","Bavaria","secondary school degree","3","","",""
"Very high transfer dependency","2002","Bavaria","college entrance qualification","6","","",""
"Very high transfer dependency","2002","Bavaria","Other degree","10","","",""
"Very high transfer dependency","2002","Bavaria","no degree/no degree yet","3","","",""
"Very high transfer dependency","2002","Berlin","lower secondary degree","10","","",""
"Very high transfer dependency","2002","Berlin","secondary school degree","11","","",""
"Very high transfer dependency","2002","Berlin","college entrance qualification","7","","",""
"Very high transfer dependency","2002","Berlin","Other degree","6","","",""
"Very high transfer dependency","2002","Berlin","no degree/no degree yet","5","","",""
"Very high transfer dependency","2002","Brandenburg","lower secondary degree","11","","",""
"Very high transfer dependency","2002","Brandenburg","secondary school degree","15","","",""
"Very high transfer dependency","2002","Brandenburg","college entrance qualification","4","","",""
"Very high transfer dependency","2002","Brandenburg","Other degree","","","",""
"Very high transfer dependency","2002","Brandenburg","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","lower secondary degree","7","","",""
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","secondary school degree","5","","",""
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very high transfer dependency","2002","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very high transfer dependency","2002","Saxony","lower secondary degree","33","0.0561366617553184","0.0353042514822574","0.0769690720283794"
"Very high transfer dependency","2002","Saxony","secondary school degree","30","0.0540411261010009","0.0379347263364045","0.0701475258655972"
"Very high transfer dependency","2002","Saxony","college entrance qualification","5","","",""
"Very high transfer dependency","2002","Saxony","Other degree","","","",""
"Very high transfer dependency","2002","Saxony","no degree/no degree yet","2","","",""
"Very high transfer dependency","2002","Saxony-Anhalt","lower secondary degree","16","","",""
"Very high transfer dependency","2002","Saxony-Anhalt","secondary school degree","19","","",""
"Very high transfer dependency","2002","Saxony-Anhalt","college entrance qualification","3","","",""
"Very high transfer dependency","2002","Saxony-Anhalt","Other degree","2","","",""
"Very high transfer dependency","2002","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Very high transfer dependency","2002","Thuringia","lower secondary degree","22","","",""
"Very high transfer dependency","2002","Thuringia","secondary school degree","12","","",""
"Very high transfer dependency","2002","Thuringia","college entrance qualification","2","","",""
"Very high transfer dependency","2002","Thuringia","Other degree","","","",""
"Very high transfer dependency","2002","Thuringia","no degree/no degree yet","2","","",""
"Very low transfer dependency","2003","Schleswig-Holstein","lower secondary degree","242","0.899775588176457","0.86421846053126","0.935332715821654"
"Very low transfer dependency","2003","Schleswig-Holstein","secondary school degree","153","0.905413837460185","0.860896271198702","0.949931403721669"
"Very low transfer dependency","2003","Schleswig-Holstein","college entrance qualification","154","0.917456740512766","0.875339513261784","0.959573967763748"
"Very low transfer dependency","2003","Schleswig-Holstein","Other degree","19","","",""
"Very low transfer dependency","2003","Schleswig-Holstein","no degree/no degree yet","20","","",""
"Very low transfer dependency","2003","Hamburg","lower secondary degree","79","0.917228995382735","0.857951882141642","0.976506108623829"
"Very low transfer dependency","2003","Hamburg","secondary school degree","88","0.976464392882308","0.945317243674307","1.00761154209031"
"Very low transfer dependency","2003","Hamburg","college entrance qualification","100","0.949939259079832","0.907825303620164","0.9920532145395"
"Very low transfer dependency","2003","Hamburg","Other degree","9","","",""
"Very low transfer dependency","2003","Hamburg","no degree/no degree yet","11","","",""
"Very low transfer dependency","2003","Lower Saxony","lower secondary degree","635","0.891967470603896","0.869277421999133","0.91465751920866"
"Very low transfer dependency","2003","Lower Saxony","secondary school degree","523","0.910876207860066","0.887424035932882","0.934328379787249"
"Very low transfer dependency","2003","Lower Saxony","college entrance qualification","414","0.934019513564548","0.910637071111829","0.957401956017266"
"Very low transfer dependency","2003","Lower Saxony","Other degree","61","0.659878733823611","0.559165257223168","0.760592210424055"
"Very low transfer dependency","2003","Lower Saxony","no degree/no degree yet","75","0.841903852772211","0.763884859925854","0.919922845618569"
"Very low transfer dependency","2003","Bremen","lower secondary degree","47","0.816664026839839","0.716212574510382","0.917115479169297"
"Very low transfer dependency","2003","Bremen","secondary school degree","39","0.862950348927418","0.765662333629279","0.960238364225556"
"Very low transfer dependency","2003","Bremen","college entrance qualification","44","0.768969904175165","0.650954417543816","0.886985390806513"
"Very low transfer dependency","2003","Bremen","Other degree","6","","",""
"Very low transfer dependency","2003","Bremen","no degree/no degree yet","4","","",""
"Very low transfer dependency","2003","North Rhine-Westphalia","lower secondary degree","1579","0.898736319233459","0.884545213643373","0.912927424823546"
"Very low transfer dependency","2003","North Rhine-Westphalia","secondary school degree","934","0.924069810510855","0.907635841896184","0.940503779125527"
"Very low transfer dependency","2003","North Rhine-Westphalia","college entrance qualification","1257","0.942827347221995","0.930250015219775","0.955404679224214"
"Very low transfer dependency","2003","North Rhine-Westphalia","Other degree","274","0.775321498771117","0.730826478059062","0.819816519483171"
"Very low transfer dependency","2003","North Rhine-Westphalia","no degree/no degree yet","189","0.698954176037449","0.640676762585696","0.757231589489202"
"Very low transfer dependency","2003","Hesse","lower secondary degree","446","0.899750360338418","0.873103833835208","0.926396886841627"
"Very low transfer dependency","2003","Hesse","secondary school degree","365","0.935211896359965","0.91052769644848","0.95989609627145"
"Very low transfer dependency","2003","Hesse","college entrance qualification","423","0.978364196395459","0.964644547148124","0.992083845642794"
"Very low transfer dependency","2003","Hesse","Other degree","105","0.783104802315189","0.711427584055719","0.854782020574658"
"Very low transfer dependency","2003","Hesse","no degree/no degree yet","48","0.94858283143522","0.889125985797323","1.00803967707312"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","lower secondary degree","578","0.913506420424188","0.891574273382231","0.935438567466145"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","secondary school degree","259","0.897095800861678","0.861443960777616","0.932747640945739"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","college entrance qualification","250","0.921470590952094","0.888959831032869","0.95398135087132"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","Other degree","75","0.757562649416014","0.669511214733803","0.845614084098224"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","41","0.732339234760167","0.616380735488975","0.848297734031358"
"Very low transfer dependency","2003","Baden-Württemberg","lower secondary degree","882","0.942317711128942","0.927531179222445","0.957104243035439"
"Very low transfer dependency","2003","Baden-Württemberg","secondary school degree","597","0.947532457235169","0.930079994036266","0.964984920434073"
"Very low transfer dependency","2003","Baden-Württemberg","college entrance qualification","609","0.964949652342946","0.950634302890201","0.979265001795692"
"Very low transfer dependency","2003","Baden-Württemberg","Other degree","257","0.861466358047173","0.821910476498819","0.901022239595527"
"Very low transfer dependency","2003","Baden-Württemberg","no degree/no degree yet","108","0.78506618089844","0.713055221518322","0.857077140278559"
"Very low transfer dependency","2003","Bavaria","lower secondary degree","1227","0.941809936299487","0.929166612693183","0.95445325990579"
"Very low transfer dependency","2003","Bavaria","secondary school degree","714","0.949638085199042","0.934038796560829","0.965237373837255"
"Very low transfer dependency","2003","Bavaria","college entrance qualification","714","0.9492824544081","0.933579032454757","0.964985876361443"
"Very low transfer dependency","2003","Bavaria","Other degree","146","0.797790233107721","0.737939363994613","0.857641102220829"
"Very low transfer dependency","2003","Bavaria","no degree/no degree yet","79","0.715901321423185","0.627510070547606","0.804292572298763"
"Very low transfer dependency","2003","Berlin","lower secondary degree","127","0.816661374190936","0.756134777031938","0.877187971349934"
"Very low transfer dependency","2003","Berlin","secondary school degree","231","0.794657848937211","0.747427182534246","0.841888515340175"
"Very low transfer dependency","2003","Berlin","college entrance qualification","266","0.911577520828042","0.878957837260879","0.944197204395206"
"Very low transfer dependency","2003","Berlin","Other degree","17","","",""
"Very low transfer dependency","2003","Berlin","no degree/no degree yet","25","","",""
"Very low transfer dependency","2003","Brandenburg","lower secondary degree","227","0.836801693174546","0.793124890008311","0.88047849634078"
"Very low transfer dependency","2003","Brandenburg","secondary school degree","321","0.760553592420796","0.719043457201363","0.802063727640229"
"Very low transfer dependency","2003","Brandenburg","college entrance qualification","176","0.845708461058076","0.796499486905001","0.894917435211152"
"Very low transfer dependency","2003","Brandenburg","Other degree","7","","",""
"Very low transfer dependency","2003","Brandenburg","no degree/no degree yet","25","","",""
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","lower secondary degree","115","0.836841588146929","0.774966736649847","0.898716439644011"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","secondary school degree","194","0.724730368369298","0.669693310298337","0.77976742644026"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","college entrance qualification","86","0.895055972914878","0.833748073690793","0.956363872138964"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","12","","",""
"Very low transfer dependency","2003","Saxony","lower secondary degree","357","0.80403576053918","0.767155482952316","0.840916038126043"
"Very low transfer dependency","2003","Saxony","secondary school degree","566","0.747121169368956","0.715888192353561","0.778354146384352"
"Very low transfer dependency","2003","Saxony","college entrance qualification","292","0.824955713144613","0.784018018547352","0.865893407741874"
"Very low transfer dependency","2003","Saxony","Other degree","12","","",""
"Very low transfer dependency","2003","Saxony","no degree/no degree yet","37","0.795244803926124","0.679881669340277","0.91060793851197"
"Very low transfer dependency","2003","Saxony-Anhalt","lower secondary degree","258","0.858048064612379","0.819008463610878","0.897087665613881"
"Very low transfer dependency","2003","Saxony-Anhalt","secondary school degree","301","0.764871608940454","0.722400313245418","0.80734290463549"
"Very low transfer dependency","2003","Saxony-Anhalt","college entrance qualification","164","0.847533862282913","0.796285213672039","0.898782510893787"
"Very low transfer dependency","2003","Saxony-Anhalt","Other degree","7","","",""
"Very low transfer dependency","2003","Saxony-Anhalt","no degree/no degree yet","29","","",""
"Very low transfer dependency","2003","Thuringia","lower secondary degree","272","0.857329833513028","0.81901087874945","0.895648788276607"
"Very low transfer dependency","2003","Thuringia","secondary school degree","328","0.73043748085832","0.688300387963723","0.772574573752917"
"Very low transfer dependency","2003","Thuringia","college entrance qualification","139","0.893251690476036","0.845846956330217","0.940656424621855"
"Very low transfer dependency","2003","Thuringia","Other degree","3","","",""
"Very low transfer dependency","2003","Thuringia","no degree/no degree yet","19","","",""
"Low transfer dependency","2003","Schleswig-Holstein","lower secondary degree","16","","",""
"Low transfer dependency","2003","Schleswig-Holstein","secondary school degree","7","","",""
"Low transfer dependency","2003","Schleswig-Holstein","college entrance qualification","10","","",""
"Low transfer dependency","2003","Schleswig-Holstein","Other degree","4","","",""
"Low transfer dependency","2003","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Low transfer dependency","2003","Hamburg","lower secondary degree","2","","",""
"Low transfer dependency","2003","Hamburg","secondary school degree","3","","",""
"Low transfer dependency","2003","Hamburg","college entrance qualification","1","","",""
"Low transfer dependency","2003","Hamburg","Other degree","","","",""
"Low transfer dependency","2003","Hamburg","no degree/no degree yet","","","",""
"Low transfer dependency","2003","Lower Saxony","lower secondary degree","47","0.0578540526934592","0.0407889215002241","0.0749191838866942"
"Low transfer dependency","2003","Lower Saxony","secondary school degree","34","0.0589492291570045","0.039562606635825","0.078335851678184"
"Low transfer dependency","2003","Lower Saxony","college entrance qualification","10","","",""
"Low transfer dependency","2003","Lower Saxony","Other degree","13","","",""
"Low transfer dependency","2003","Lower Saxony","no degree/no degree yet","7","","",""
"Low transfer dependency","2003","Bremen","lower secondary degree","3","","",""
"Low transfer dependency","2003","Bremen","secondary school degree","6","","",""
"Low transfer dependency","2003","Bremen","college entrance qualification","","","",""
"Low transfer dependency","2003","Bremen","Other degree","6","","",""
"Low transfer dependency","2003","Bremen","no degree/no degree yet","1","","",""
"Low transfer dependency","2003","North Rhine-Westphalia","lower secondary degree","81","0.0437604553559794","0.0341377431616414","0.0533831675503173"
"Low transfer dependency","2003","North Rhine-Westphalia","secondary school degree","34","0.0393575353518215","0.0272939150988622","0.0514211556047808"
"Low transfer dependency","2003","North Rhine-Westphalia","college entrance qualification","33","0.0279478817233602","0.019018991335078","0.0368767721116424"
"Low transfer dependency","2003","North Rhine-Westphalia","Other degree","38","0.121369196600255","0.0865557363354207","0.156182656865089"
"Low transfer dependency","2003","North Rhine-Westphalia","no degree/no degree yet","23","","",""
"Low transfer dependency","2003","Hesse","lower secondary degree","24","","",""
"Low transfer dependency","2003","Hesse","secondary school degree","12","","",""
"Low transfer dependency","2003","Hesse","college entrance qualification","4","","",""
"Low transfer dependency","2003","Hesse","Other degree","11","","",""
"Low transfer dependency","2003","Hesse","no degree/no degree yet","5","","",""
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","lower secondary degree","28","","",""
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","secondary school degree","11","","",""
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","college entrance qualification","9","","",""
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","Other degree","11","","",""
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","7","","",""
"Low transfer dependency","2003","Baden-Württemberg","lower secondary degree","50","0.0318824117421195","0.0207398244927505","0.0430249989914885"
"Low transfer dependency","2003","Baden-Württemberg","secondary school degree","21","","",""
"Low transfer dependency","2003","Baden-Württemberg","college entrance qualification","23","","",""
"Low transfer dependency","2003","Baden-Württemberg","Other degree","21","","",""
"Low transfer dependency","2003","Baden-Württemberg","no degree/no degree yet","11","","",""
"Low transfer dependency","2003","Bavaria","lower secondary degree","55","0.036444818410023","0.0263240987679605","0.0465655380520854"
"Low transfer dependency","2003","Bavaria","secondary school degree","30","0.0313982457227177","0.0189588314116732","0.0438376600337622"
"Low transfer dependency","2003","Bavaria","college entrance qualification","30","0.0387990248110713","0.0249781680587936","0.052619881563349"
"Low transfer dependency","2003","Bavaria","Other degree","10","","",""
"Low transfer dependency","2003","Bavaria","no degree/no degree yet","15","","",""
"Low transfer dependency","2003","Berlin","lower secondary degree","9","","",""
"Low transfer dependency","2003","Berlin","secondary school degree","25","","",""
"Low transfer dependency","2003","Berlin","college entrance qualification","10","","",""
"Low transfer dependency","2003","Berlin","Other degree","9","","",""
"Low transfer dependency","2003","Berlin","no degree/no degree yet","5","","",""
"Low transfer dependency","2003","Brandenburg","lower secondary degree","30","0.105025709058821","0.0687901609294238","0.141261257188218"
"Low transfer dependency","2003","Brandenburg","secondary school degree","47","0.128786102128305","0.0962037846484161","0.161368419608193"
"Low transfer dependency","2003","Brandenburg","college entrance qualification","18","","",""
"Low transfer dependency","2003","Brandenburg","Other degree","3","","",""
"Low transfer dependency","2003","Brandenburg","no degree/no degree yet","4","","",""
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","lower secondary degree","11","","",""
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","secondary school degree","33","0.114932975346193","0.0756324608902718","0.154233489802114"
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","college entrance qualification","6","","",""
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","Other degree","1","","",""
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","no degree/no degree yet","1","","",""
"Low transfer dependency","2003","Saxony","lower secondary degree","40","0.0868838571092258","0.060714042730642","0.11305367148781"
"Low transfer dependency","2003","Saxony","secondary school degree","113","0.153228729040967","0.12734571902489","0.179111739057044"
"Low transfer dependency","2003","Saxony","college entrance qualification","30","0.129349800781529","0.0931972597175319","0.165502341845526"
"Low transfer dependency","2003","Saxony","Other degree","","","",""
"Low transfer dependency","2003","Saxony","no degree/no degree yet","4","","",""
"Low transfer dependency","2003","Saxony-Anhalt","lower secondary degree","26","","",""
"Low transfer dependency","2003","Saxony-Anhalt","secondary school degree","46","0.142412437969937","0.107412933024673","0.177411942915201"
"Low transfer dependency","2003","Saxony-Anhalt","college entrance qualification","15","","",""
"Low transfer dependency","2003","Saxony-Anhalt","Other degree","","","",""
"Low transfer dependency","2003","Saxony-Anhalt","no degree/no degree yet","4","","",""
"Low transfer dependency","2003","Thuringia","lower secondary degree","23","","",""
"Low transfer dependency","2003","Thuringia","secondary school degree","63","0.144810763059466","0.111393196197768","0.178228329921165"
"Low transfer dependency","2003","Thuringia","college entrance qualification","19","","",""
"Low transfer dependency","2003","Thuringia","Other degree","","","",""
"Low transfer dependency","2003","Thuringia","no degree/no degree yet","5","","",""
"High transfer dependency","2003","Schleswig-Holstein","lower secondary degree","6","","",""
"High transfer dependency","2003","Schleswig-Holstein","secondary school degree","","","",""
"High transfer dependency","2003","Schleswig-Holstein","college entrance qualification","","","",""
"High transfer dependency","2003","Schleswig-Holstein","Other degree","1","","",""
"High transfer dependency","2003","Schleswig-Holstein","no degree/no degree yet","1","","",""
"High transfer dependency","2003","Hamburg","lower secondary degree","1","","",""
"High transfer dependency","2003","Hamburg","secondary school degree","","","",""
"High transfer dependency","2003","Hamburg","college entrance qualification","1","","",""
"High transfer dependency","2003","Hamburg","Other degree","","","",""
"High transfer dependency","2003","Hamburg","no degree/no degree yet","","","",""
"High transfer dependency","2003","Lower Saxony","lower secondary degree","24","","",""
"High transfer dependency","2003","Lower Saxony","secondary school degree","6","","",""
"High transfer dependency","2003","Lower Saxony","college entrance qualification","4","","",""
"High transfer dependency","2003","Lower Saxony","Other degree","4","","",""
"High transfer dependency","2003","Lower Saxony","no degree/no degree yet","1","","",""
"High transfer dependency","2003","Bremen","lower secondary degree","3","","",""
"High transfer dependency","2003","Bremen","secondary school degree","2","","",""
"High transfer dependency","2003","Bremen","college entrance qualification","","","",""
"High transfer dependency","2003","Bremen","Other degree","","","",""
"High transfer dependency","2003","Bremen","no degree/no degree yet","","","",""
"High transfer dependency","2003","North Rhine-Westphalia","lower secondary degree","33","0.0188201934118788","0.0124278577386344","0.0252125290851232"
"High transfer dependency","2003","North Rhine-Westphalia","secondary school degree","10","","",""
"High transfer dependency","2003","North Rhine-Westphalia","college entrance qualification","9","","",""
"High transfer dependency","2003","North Rhine-Westphalia","Other degree","10","","",""
"High transfer dependency","2003","North Rhine-Westphalia","no degree/no degree yet","9","","",""
"High transfer dependency","2003","Hesse","lower secondary degree","4","","",""
"High transfer dependency","2003","Hesse","secondary school degree","3","","",""
"High transfer dependency","2003","Hesse","college entrance qualification","1","","",""
"High transfer dependency","2003","Hesse","Other degree","2","","",""
"High transfer dependency","2003","Hesse","no degree/no degree yet","","","",""
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","lower secondary degree","10","","",""
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","secondary school degree","5","","",""
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","college entrance qualification","2","","",""
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"High transfer dependency","2003","Rhineland-Palatinate,Saarland","no degree/no degree yet","5","","",""
"High transfer dependency","2003","Baden-Württemberg","lower secondary degree","13","","",""
"High transfer dependency","2003","Baden-Württemberg","secondary school degree","7","","",""
"High transfer dependency","2003","Baden-Württemberg","college entrance qualification","","","",""
"High transfer dependency","2003","Baden-Württemberg","Other degree","8","","",""
"High transfer dependency","2003","Baden-Württemberg","no degree/no degree yet","5","","",""
"High transfer dependency","2003","Bavaria","lower secondary degree","16","","",""
"High transfer dependency","2003","Bavaria","secondary school degree","6","","",""
"High transfer dependency","2003","Bavaria","college entrance qualification","5","","",""
"High transfer dependency","2003","Bavaria","Other degree","6","","",""
"High transfer dependency","2003","Bavaria","no degree/no degree yet","1","","",""
"High transfer dependency","2003","Berlin","lower secondary degree","8","","",""
"High transfer dependency","2003","Berlin","secondary school degree","11","","",""
"High transfer dependency","2003","Berlin","college entrance qualification","9","","",""
"High transfer dependency","2003","Berlin","Other degree","2","","",""
"High transfer dependency","2003","Berlin","no degree/no degree yet","5","","",""
"High transfer dependency","2003","Brandenburg","lower secondary degree","10","","",""
"High transfer dependency","2003","Brandenburg","secondary school degree","17","","",""
"High transfer dependency","2003","Brandenburg","college entrance qualification","9","","",""
"High transfer dependency","2003","Brandenburg","Other degree","","","",""
"High transfer dependency","2003","Brandenburg","no degree/no degree yet","1","","",""
