"transab_cat2","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2003","inadequately","Male","12","","",""
"Very high transfer dependency","2003","inadequately","Female","15","","",""
"Very high transfer dependency","2003","general elemantary","Male","37","0.052008976404388","0.037598048760646","0.0664199040481301"
"Very high transfer dependency","2003","general elemantary","Female","78","0.0490390836125197","0.0391396008808291","0.0589385663442104"
"Very high transfer dependency","2003","middle vocational","Male","140","0.0359460823321247","0.0309334187525731","0.0409587459116762"
"Very high transfer dependency","2003","middle vocational","Female","160","0.0326952293427839","0.0281109564205349","0.0372795022650329"
"Very high transfer dependency","2003","vocational + Abi","Male","9","","",""
"Very high transfer dependency","2003","vocational + Abi","Female","17","","",""
"Very high transfer dependency","2003","higher vocational","Male","18","","",""
"Very high transfer dependency","2003","higher vocational","Female","9","","",""
"Very high transfer dependency","2003","higher education","Male","24","","",""
"Very high transfer dependency","2003","higher education","Female","25","","",""
"Very low transfer dependency","2004","in school","Male","262","0.847593404809689","0.80725731120245","0.887929498416928"
"Very low transfer dependency","2004","in school","Female","282","0.788159609063384","0.743871647994935","0.832447570131832"
"Very low transfer dependency","2004","inadequately","Male","73","0.758118255831853","0.674188083625461","0.842048428038246"
"Very low transfer dependency","2004","inadequately","Female","108","0.731766092804133","0.660866222552828","0.802665963055439"
"Very low transfer dependency","2004","general elemantary","Male","679","0.806208127589334","0.779365998799768","0.833050256378901"
"Very low transfer dependency","2004","general elemantary","Female","1466","0.838655116701801","0.821400899115531","0.855909334288071"
"Very low transfer dependency","2004","middle vocational","Male","4496","0.87069660928831","0.861519281359482","0.879873937217138"
"Very low transfer dependency","2004","middle vocational","Female","4945","0.883456587329204","0.875056249447444","0.891856925210965"
"Very low transfer dependency","2004","vocational + Abi","Male","424","0.848119941608823","0.816178373230834","0.880061509986812"
"Very low transfer dependency","2004","vocational + Abi","Female","615","0.911308076666091","0.889876733561919","0.932739419770264"
"Very low transfer dependency","2004","higher vocational","Male","872","0.9489191665059","0.934769369364209","0.963068963647591"
"Very low transfer dependency","2004","higher vocational","Female","643","0.914417937618612","0.89375340895845","0.935082466278774"
"Very low transfer dependency","2004","higher education","Male","2313","0.942715250182835","0.93346228004346","0.95196822032221"
"Very low transfer dependency","2004","higher education","Female","1750","0.906683947189896","0.893521464367419","0.919846430012373"
"Low transfer dependency","2004","in school","Male","26","","",""
"Low transfer dependency","2004","in school","Female","24","","",""
"Low transfer dependency","2004","inadequately","Male","13","","",""
"Low transfer dependency","2004","inadequately","Female","18","","",""
"Low transfer dependency","2004","general elemantary","Male","71","0.0733669857041246","0.0556606043714609","0.0910733670367883"
"Low transfer dependency","2004","general elemantary","Female","151","0.0828309012493646","0.0699024389969184","0.0957593635018107"
"Low transfer dependency","2004","middle vocational","Male","372","0.0674057706855453","0.0605481609132184","0.0742633804578722"
"Low transfer dependency","2004","middle vocational","Female","381","0.0623790671585268","0.0560477602289673","0.0687103740880864"
"Low transfer dependency","2004","vocational + Abi","Male","39","0.093888041130122","0.0679299177757787","0.119846164484465"
"Low transfer dependency","2004","vocational + Abi","Female","35","0.0488999151983199","0.0326428590296832","0.0651569713669566"
"Low transfer dependency","2004","higher vocational","Male","36","0.0297061147695202","0.0187946968190868","0.0406175327199537"
"Low transfer dependency","2004","higher vocational","Female","37","0.045091258887427","0.0297631394403518","0.0604193783345022"
"Low transfer dependency","2004","higher education","Male","68","0.0309497092339156","0.0240540970446699","0.0378453214231613"
"Low transfer dependency","2004","higher education","Female","81","0.0566442371098746","0.0461838611615227","0.0671046130582265"
"High transfer dependency","2004","in school","Male","7","","",""
"High transfer dependency","2004","in school","Female","8","","",""
"High transfer dependency","2004","inadequately","Male","6","","",""
"High transfer dependency","2004","inadequately","Female","12","","",""
"High transfer dependency","2004","general elemantary","Male","45","0.0638613244369609","0.0472572510217746","0.0804653978521472"
"High transfer dependency","2004","general elemantary","Female","49","0.0255716703275671","0.0181674306145733","0.0329759100405609"
"High transfer dependency","2004","middle vocational","Male","110","0.0203067167752683","0.0164488894213929","0.0241645441291438"
"High transfer dependency","2004","middle vocational","Female","115","0.0222021107272553","0.0183448236489809","0.0260593978055297"
"High transfer dependency","2004","vocational + Abi","Male","7","","",""
"High transfer dependency","2004","vocational + Abi","Female","11","","",""
"High transfer dependency","2004","higher vocational","Male","8","","",""
"High transfer dependency","2004","higher vocational","Female","12","","",""
"High transfer dependency","2004","higher education","Male","19","","",""
"High transfer dependency","2004","higher education","Female","20","","",""
"Very high transfer dependency","2004","in school","Male","10","","",""
"Very high transfer dependency","2004","in school","Female","13","","",""
"Very high transfer dependency","2004","inadequately","Male","8","","",""
"Very high transfer dependency","2004","inadequately","Female","12","","",""
"Very high transfer dependency","2004","general elemantary","Male","38","0.0565635622695802","0.0408761868638264","0.072250937675334"
"Very high transfer dependency","2004","general elemantary","Female","80","0.0529423117212673","0.04243925674389","0.0634453666986446"
"Very high transfer dependency","2004","middle vocational","Male","157","0.0415909032508764","0.0361301505810863","0.0470516559206665"
"Very high transfer dependency","2004","middle vocational","Female","164","0.0319622347850137","0.0273572839113172","0.0365671856587102"
"Very high transfer dependency","2004","vocational + Abi","Male","15","","",""
"Very high transfer dependency","2004","vocational + Abi","Female","15","","",""
"Very high transfer dependency","2004","higher vocational","Male","14","","",""
"Very high transfer dependency","2004","higher vocational","Female","12","","",""
"Very high transfer dependency","2004","higher education","Male","23","","",""
"Very high transfer dependency","2004","higher education","Female","25","","",""
"Very low transfer dependency","2005","in school","Male","262","0.784743333645803","0.738917436721413","0.830569230570193"
"Very low transfer dependency","2005","in school","Female","280","0.813970464042661","0.77242454073524","0.855516387350082"
"Very low transfer dependency","2005","inadequately","Male","60","0.60152964164219","0.505089681902128","0.697969601382252"
"Very low transfer dependency","2005","inadequately","Female","92","0.680004632094196","0.603008959679151","0.757000304509241"
"Very low transfer dependency","2005","general elemantary","Male","618","0.780071891650788","0.750910723055241","0.809233060246336"
"Very low transfer dependency","2005","general elemantary","Female","1346","0.827614853343396","0.809199015918458","0.846030690768335"
"Very low transfer dependency","2005","middle vocational","Male","4251","0.869183227051346","0.85971276878336","0.878653685319332"
"Very low transfer dependency","2005","middle vocational","Female","4683","0.874382507350119","0.865497658849731","0.883267355850506"
"Very low transfer dependency","2005","vocational + Abi","Male","402","0.864764734643113","0.833682260670006","0.89584720861622"
"Very low transfer dependency","2005","vocational + Abi","Female","596","0.899264021153372","0.876319274028753","0.92220876827799"
"Very low transfer dependency","2005","higher vocational","Male","831","0.937224416158367","0.921324438687622","0.953124393629111"
"Very low transfer dependency","2005","higher vocational","Female","600","0.889579366826487","0.865776545117908","0.913382188535065"
"Very low transfer dependency","2005","higher education","Male","2194","0.93589606397428","0.925890269223691","0.94590185872487"
"Very low transfer dependency","2005","higher education","Female","1710","0.909438461612447","0.896371670884822","0.922505252340072"
"Low transfer dependency","2005","in school","Male","29","","",""
"Low transfer dependency","2005","in school","Female","27","","",""
"Low transfer dependency","2005","inadequately","Male","15","","",""
"Low transfer dependency","2005","inadequately","Female","20","","",""
"Low transfer dependency","2005","general elemantary","Male","83","0.110090963287735","0.0880542975512642","0.132127629024206"
"Low transfer dependency","2005","general elemantary","Female","128","0.085002795149004","0.0714054569413922","0.0986001333566158"
"Low transfer dependency","2005","middle vocational","Male","352","0.0650476953520019","0.0581215070314411","0.0719738836725628"
"Low transfer dependency","2005","middle vocational","Female","364","0.0654835104019796","0.0588516756361306","0.0721153451678285"
"Low transfer dependency","2005","vocational + Abi","Male","36","0.0671280956900793","0.044383156247358","0.0898730351328007"
"Low transfer dependency","2005","vocational + Abi","Female","43","0.0650207875541035","0.0462243973732797","0.0838171777349273"
"Low transfer dependency","2005","higher vocational","Male","45","0.0462808587419662","0.0325090721101173","0.0600526453738151"
"Low transfer dependency","2005","higher vocational","Female","47","0.0750126434743217","0.0550072955012928","0.0950179914473506"
"Low transfer dependency","2005","higher education","Male","72","0.0344537379110555","0.0270029852309472","0.0419044905911638"
"Low transfer dependency","2005","higher education","Female","92","0.0499242502383467","0.0400080503273767","0.0598404501493167"
"High transfer dependency","2005","in school","Male","9","","",""
"High transfer dependency","2005","in school","Female","9","","",""
"High transfer dependency","2005","inadequately","Male","6","","",""
"High transfer dependency","2005","inadequately","Female","11","","",""
"High transfer dependency","2005","general elemantary","Male","32","0.0409595567864252","0.0270057300829332","0.0549133834899173"
"High transfer dependency","2005","general elemantary","Female","61","0.036949914839205","0.0277526525768116","0.0461471771015983"
"High transfer dependency","2005","middle vocational","Male","113","0.0226894345225275","0.0185071676347475","0.0268717014103076"
"High transfer dependency","2005","middle vocational","Female","131","0.0264500624089849","0.0221480990859722","0.0307520257319975"
"High transfer dependency","2005","vocational + Abi","Male","13","","",""
"High transfer dependency","2005","vocational + Abi","Female","8","","",""
"High transfer dependency","2005","higher vocational","Male","9","","",""
"High transfer dependency","2005","higher vocational","Female","11","","",""
"High transfer dependency","2005","higher education","Male","18","","",""
"High transfer dependency","2005","higher education","Female","25","","",""
"Very high transfer dependency","2005","in school","Male","9","","",""
"Very high transfer dependency","2005","in school","Female","21","","",""
"Very high transfer dependency","2005","inadequately","Male","18","","",""
"Very high transfer dependency","2005","inadequately","Female","18","","",""
"Very high transfer dependency","2005","general elemantary","Male","42","0.0688775882750511","0.0510480705574029","0.0867071059926992"
"Very high transfer dependency","2005","general elemantary","Female","81","0.0504324366683948","0.0397629058009436","0.061101967535846"
"Very high transfer dependency","2005","middle vocational","Male","154","0.043079643074125","0.0373772446840667","0.0487820414641833"
"Very high transfer dependency","2005","middle vocational","Female","167","0.0336839198389169","0.0288472643716383","0.0385205753061955"
"Very high transfer dependency","2005","vocational + Abi","Male","14","","",""
"Very high transfer dependency","2005","vocational + Abi","Female","14","","",""
"Very high transfer dependency","2005","higher vocational","Male","9","","",""
"Very high transfer dependency","2005","higher vocational","Female","8","","",""
"Very high transfer dependency","2005","higher education","Male","18","","",""
"Very high transfer dependency","2005","higher education","Female","26","","",""
"Very low transfer dependency","2006","in school","Male","274","0.827450074156697","0.786242683210785","0.86865746510261"
"Very low transfer dependency","2006","in school","Female","264","0.781345948823056","0.735334311213118","0.827357586432993"
"Very low transfer dependency","2006","inadequately","Male","57","0.522691572296163","0.423291998078811","0.622091146513515"
"Very low transfer dependency","2006","inadequately","Female","90","0.589975009323537","0.509079224929612","0.670870793717462"
"Very low transfer dependency","2006","general elemantary","Male","619","0.779392452987405","0.750604736880567","0.808180169094243"
"Very low transfer dependency","2006","general elemantary","Female","1436","0.818826723753939","0.800698025618767","0.836955421889111"
"Very low transfer dependency","2006","middle vocational","Male","4576","0.861739400342827","0.852410430293641","0.871068370392013"
"Very low transfer dependency","2006","middle vocational","Female","5088","0.865316210233032","0.85654254668748","0.874089873778584"
"Very low transfer dependency","2006","vocational + Abi","Male","405","0.817991677981805","0.783473525896918","0.852509830066692"
"Very low transfer dependency","2006","vocational + Abi","Female","655","0.88745550719242","0.86454552133441","0.91036549305043"
"Very low transfer dependency","2006","higher vocational","Male","875","0.926091096960317","0.909410660140216","0.942771533780418"
"Very low transfer dependency","2006","higher vocational","Female","636","0.8784698576248","0.85443595195898","0.90250376329062"
"Very low transfer dependency","2006","higher education","Male","2434","0.941155604659747","0.932007237491498","0.950303971827995"
"Very low transfer dependency","2006","higher education","Female","1892","0.921641802401804","0.909937140361648","0.93334646444196"
"Low transfer dependency","2006","in school","Male","22","","",""
"Low transfer dependency","2006","in school","Female","20","","",""
"Low transfer dependency","2006","inadequately","Male","11","","",""
"Low transfer dependency","2006","inadequately","Female","19","","",""
"Low transfer dependency","2006","general elemantary","Male","79","0.0874649559128477","0.0678512008761247","0.107078710949571"
"Low transfer dependency","2006","general elemantary","Female","114","0.0679097573073947","0.0560679329678317","0.0797515816469578"
"Low transfer dependency","2006","middle vocational","Male","350","0.0661640464228387","0.0594460026416406","0.0728820902040368"
"Low transfer dependency","2006","middle vocational","Female","359","0.0639908095841963","0.0577010397842634","0.0702805793841292"
"Low transfer dependency","2006","vocational + Abi","Male","53","0.124089181043657","0.0945958125610047","0.153582549526308"
"Low transfer dependency","2006","vocational + Abi","Female","44","0.0560393027388774","0.0393663422790156","0.0727122631987393"
"Low transfer dependency","2006","higher vocational","Male","48","0.0465763593364343","0.0331407330848725","0.0600119855879962"
"Low transfer dependency","2006","higher vocational","Female","47","0.0683781069053928","0.0498130067695918","0.0869432070411938"
"Low transfer dependency","2006","higher education","Male","73","0.0297365883224937","0.0231334451275504","0.0363397315174369"
"Low transfer dependency","2006","higher education","Female","81","0.0334059088999398","0.0255793782306917","0.0412324395691879"
"High transfer dependency","2006","in school","Male","8","","",""
"High transfer dependency","2006","in school","Female","9","","",""
"High transfer dependency","2006","inadequately","Male","10","","",""
"High transfer dependency","2006","inadequately","Female","12","","",""
"High transfer dependency","2006","general elemantary","Male","43","0.0536440827130416","0.0380015492376285","0.0692866161884547"
"High transfer dependency","2006","general elemantary","Female","84","0.0494859300496675","0.0392778589130111","0.0596940011863239"
"High transfer dependency","2006","middle vocational","Male","141","0.0262936921267312","0.0219691883166258","0.0306181959368365"
"High transfer dependency","2006","middle vocational","Female","157","0.0294455278348009","0.0251008705758126","0.0337901850937891"
"High transfer dependency","2006","vocational + Abi","Male","9","","",""
"High transfer dependency","2006","vocational + Abi","Female","14","","",""
"High transfer dependency","2006","higher vocational","Male","14","","",""
"High transfer dependency","2006","higher vocational","Female","14","","",""
"High transfer dependency","2006","higher education","Male","13","","",""
"High transfer dependency","2006","higher education","Female","15","","",""
"Very high transfer dependency","2006","in school","Male","19","","",""
"Very high transfer dependency","2006","in school","Female","17","","",""
"Very high transfer dependency","2006","inadequately","Male","19","","",""
"Very high transfer dependency","2006","inadequately","Female","21","","",""
"Very high transfer dependency","2006","general elemantary","Male","56","0.0794985083867056","0.0607178562446694","0.0982791605287417"
"Very high transfer dependency","2006","general elemantary","Female","100","0.0637775888889985","0.0522762841867624","0.0752788935912346"
"Very high transfer dependency","2006","middle vocational","Male","192","0.045802861107603","0.0401526865617715","0.0514530356534344"
"Very high transfer dependency","2006","middle vocational","Female","212","0.0412474523479707","0.0361366660434943","0.046358238652447"
"Very high transfer dependency","2006","vocational + Abi","Male","13","","",""
"Very high transfer dependency","2006","vocational + Abi","Female","18","","",""
"Very high transfer dependency","2006","higher vocational","Male","8","","",""
"Very high transfer dependency","2006","higher vocational","Female","13","","",""
"Very high transfer dependency","2006","higher education","Male","22","","",""
"Very high transfer dependency","2006","higher education","Female","37","0.0351127385598127","0.0270958431987368","0.0431296339208886"
"Very low transfer dependency","2007","in school","Male","269","0.83371109392614","0.792329489495146","0.875092698357135"
"Very low transfer dependency","2007","in school","Female","257","0.74579815623118","0.697715016892041","0.79388129557032"
"Very low transfer dependency","2007","inadequately","Male","45","0.552902159647158","0.44256387732111","0.663240441973207"
"Very low transfer dependency","2007","inadequately","Female","92","0.659645910009462","0.580590886573648","0.738700933445276"
"Very low transfer dependency","2007","general elemantary","Male","547","0.754271764831481","0.722604513215398","0.785939016447564"
"Very low transfer dependency","2007","general elemantary","Female","1264","0.814116055781901","0.794705890770789","0.833526220793014"
"Very low transfer dependency","2007","middle vocational","Male","4290","0.870975296448098","0.861578551785125","0.880372041111072"
"Very low transfer dependency","2007","middle vocational","Female","4762","0.867552108484241","0.858531859424848","0.876572357543633"
"Very low transfer dependency","2007","vocational + Abi","Male","417","0.879240908111959","0.849656083773427","0.90882573245049"
"Very low transfer dependency","2007","vocational + Abi","Female","636","0.902386578831864","0.880462929733959","0.924310227929768"
"Very low transfer dependency","2007","higher vocational","Male","835","0.918324734861659","0.900402371129315","0.936247098594003"
"Very low transfer dependency","2007","higher vocational","Female","580","0.899631559107158","0.876204353889515","0.923058764324801"
"Very low transfer dependency","2007","higher education","Male","2305","0.943254676841701","0.934010254043688","0.952499099639713"
"Very low transfer dependency","2007","higher education","Female","1858","0.913718976311189","0.90135466816523","0.926083284457148"
"Low transfer dependency","2007","in school","Male","23","","",""
"Low transfer dependency","2007","in school","Female","30","0.14430890325829","0.105502992213319","0.18311481430326"
"Low transfer dependency","2007","inadequately","Male","13","","",""
"Low transfer dependency","2007","inadequately","Female","18","","",""
"Low transfer dependency","2007","general elemantary","Male","76","0.10144636630025","0.0792383807142182","0.123654351886282"
"Low transfer dependency","2007","general elemantary","Female","128","0.079449789113122","0.0659559588386419","0.0929436193876021"
"Low transfer dependency","2007","middle vocational","Male","312","0.0600866413212534","0.0534251579539776","0.0667481246885291"
"Low transfer dependency","2007","middle vocational","Female","334","0.0664173713154958","0.0597911575507625","0.0730435850802292"
"Low transfer dependency","2007","vocational + Abi","Male","36","0.0818213535147911","0.0569355277223695","0.106707179307213"
"Low transfer dependency","2007","vocational + Abi","Female","36","0.0406002971358516","0.0260213501316578","0.0551792441400454"
"Low transfer dependency","2007","higher vocational","Male","38","0.043887007061376","0.0304817711358317","0.0572922429869202"
"Low transfer dependency","2007","higher vocational","Female","30","0.0461969231624906","0.0298315679152998","0.0625622784096813"
"Low transfer dependency","2007","higher education","Male","55","0.0228145894401817","0.0168484266990949","0.0287807521812684"
"Low transfer dependency","2007","higher education","Female","69","0.0392725884604245","0.030718953588131","0.047826223332718"
"High transfer dependency","2007","in school","Male","6","","",""
"High transfer dependency","2007","in school","Female","9","","",""
"High transfer dependency","2007","inadequately","Male","8","","",""
"High transfer dependency","2007","inadequately","Female","7","","",""
"High transfer dependency","2007","general elemantary","Male","33","0.0513362122381288","0.0351036532745436","0.0675687712017141"
"High transfer dependency","2007","general elemantary","Female","65","0.049298716204352","0.0384966963019937","0.0601007361067103"
"High transfer dependency","2007","middle vocational","Male","122","0.0298235118983988","0.0250554395498428","0.0345915842469548"
"High transfer dependency","2007","middle vocational","Female","137","0.0261609592485694","0.0219136034558279","0.030408315041311"
"High transfer dependency","2007","vocational + Abi","Male","5","","",""
"High transfer dependency","2007","vocational + Abi","Female","14","","",""
"High transfer dependency","2007","higher vocational","Male","12","","",""
"High transfer dependency","2007","higher vocational","Female","8","","",""
"High transfer dependency","2007","higher education","Male","20","","",""
"High transfer dependency","2007","higher education","Female","23","","",""
"Very high transfer dependency","2007","in school","Male","13","","",""
"Very high transfer dependency","2007","in school","Female","19","","",""
"Very high transfer dependency","2007","inadequately","Male","12","","",""
"Very high transfer dependency","2007","inadequately","Female","21","","",""
"Very high transfer dependency","2007","general elemantary","Male","54","0.0929456566301402","0.0715881711271857","0.114303142133095"
"Very high transfer dependency","2007","general elemantary","Female","86","0.0571354389006246","0.045554532057481","0.0687163457437682"
"Very high transfer dependency","2007","middle vocational","Male","165","0.0391145503322495","0.0336802573152266","0.0445488433492723"
"Very high transfer dependency","2007","middle vocational","Female","192","0.0398695609516942","0.0346632024992238","0.0450759194041646"
"Very high transfer dependency","2007","vocational + Abi","Male","8","","",""
"Very high transfer dependency","2007","vocational + Abi","Female","18","","",""
"Very high transfer dependency","2007","higher vocational","Male","12","","",""
"Very high transfer dependency","2007","higher vocational","Female","14","","",""
"Very high transfer dependency","2007","higher education","Male","26","","",""
"Very high transfer dependency","2007","higher education","Female","31","0.0302916906940838","0.0227444505561192","0.0378389308320485"
"Very low transfer dependency","2008","in school","Male","247","0.863162707603886","0.822763368222537","0.903562046985235"
"Very low transfer dependency","2008","in school","Female","238","0.829351553237135","0.784478387447925","0.874224719026346"
"Very low transfer dependency","2008","inadequately","Male","40","0.527067813600021","0.410109322986753","0.64402630421329"
"Very low transfer dependency","2008","inadequately","Female","73","0.62879994390749","0.539325430873349","0.718274456941632"
"Very low transfer dependency","2008","general elemantary","Male","510","0.760506394468029","0.727747993887798","0.793264795048261"
"Very low transfer dependency","2008","general elemantary","Female","1173","0.820571702860677","0.800621156760483","0.840522248960872"
"Very low transfer dependency","2008","middle vocational","Male","4102","0.880925675660503","0.871570345247387","0.890281006073619"
"Very low transfer dependency","2008","middle vocational","Female","4557","0.877689450637201","0.868710456880009","0.886668444394393"
"Very low transfer dependency","2008","vocational + Abi","Male","390","0.900920996536368","0.872941157937616","0.928900835135119"
"Very low transfer dependency","2008","vocational + Abi","Female","598","0.922979115260826","0.902544832180884","0.943413398340768"
"Very low transfer dependency","2008","higher vocational","Male","785","0.943719808902287","0.9280222457159","0.959417372088673"
"Very low transfer dependency","2008","higher vocational","Female","542","0.905082887219927","0.881331630469907","0.928834143969946"
"Very low transfer dependency","2008","higher education","Male","2210","0.945973658782933","0.936726582306146","0.95522073525972"
"Very low transfer dependency","2008","higher education","Female","1782","0.911216874401201","0.898444351414444","0.923989397387958"
"Low transfer dependency","2008","in school","Male","17","","",""
"Low transfer dependency","2008","in school","Female","19","","",""
"Low transfer dependency","2008","inadequately","Male","8","","",""
"Low transfer dependency","2008","inadequately","Female","12","","",""
"Low transfer dependency","2008","general elemantary","Male","75","0.114697627386742","0.0902381415012248","0.139157113272259"
"Low transfer dependency","2008","general elemantary","Female","105","0.0826981980684554","0.0683777964266699","0.097018599710241"
"Low transfer dependency","2008","middle vocational","Male","265","0.057366858893708","0.0506497510454354","0.0640839667419805"
"Low transfer dependency","2008","middle vocational","Female","278","0.0551387082934463","0.0488835602224298","0.0613938563644629"
"Low transfer dependency","2008","vocational + Abi","Male","30","0.0521777323087051","0.0313511939894548","0.0730042706279554"
"Low transfer dependency","2008","vocational + Abi","Female","32","0.0351181119382326","0.0210102281555709","0.0492259957208943"
"Low transfer dependency","2008","higher vocational","Male","28","","",""
"Low transfer dependency","2008","higher vocational","Female","25","","",""
"Low transfer dependency","2008","higher education","Male","54","0.0307422371320937","0.0236815083885055","0.037802965875682"
"Low transfer dependency","2008","higher education","Female","75","0.0384037019723714","0.0297742436070863","0.0470331603376565"
"High transfer dependency","2008","in school","Male","3","","",""
"High transfer dependency","2008","in school","Female","5","","",""
"High transfer dependency","2008","inadequately","Male","9","","",""
"High transfer dependency","2008","inadequately","Female","7","","",""
"High transfer dependency","2008","general elemantary","Male","25","","",""
"High transfer dependency","2008","general elemantary","Female","49","0.0231421779224211","0.0153246607236994","0.0309596951211428"
"High transfer dependency","2008","middle vocational","Male","106","0.0291569333407282","0.0242970496880302","0.0340168169934261"
"High transfer dependency","2008","middle vocational","Female","103","0.0284664658798016","0.0239090260225649","0.0330239057370382"
"High transfer dependency","2008","vocational + Abi","Male","8","","",""
"High transfer dependency","2008","vocational + Abi","Female","13","","",""
"High transfer dependency","2008","higher vocational","Male","7","","",""
"High transfer dependency","2008","higher vocational","Female","11","","",""
"High transfer dependency","2008","higher education","Male","11","","",""
"High transfer dependency","2008","higher education","Female","19","","",""
"Very high transfer dependency","2008","in school","Male","11","","",""
"Very high transfer dependency","2008","in school","Female","8","","",""
"Very high transfer dependency","2008","inadequately","Male","13","","",""
"Very high transfer dependency","2008","inadequately","Female","20","","",""
"Very high transfer dependency","2008","general elemantary","Male","42","0.0885682659398642","0.0667597839525711","0.110376747927157"
"Very high transfer dependency","2008","general elemantary","Female","94","0.0735879211484461","0.0600124027188395","0.0871634395780527"
"Very high transfer dependency","2008","middle vocational","Male","131","0.0325505321050609","0.0274245908492969","0.0376764733608248"
"Very high transfer dependency","2008","middle vocational","Female","177","0.0387053751895511","0.0334192289963859","0.0439915213827162"
"Very high transfer dependency","2008","vocational + Abi","Male","10","","",""
"Very high transfer dependency","2008","vocational + Abi","Female","11","","",""
"Very high transfer dependency","2008","higher vocational","Male","8","","",""
"Very high transfer dependency","2008","higher vocational","Female","7","","",""
"Very high transfer dependency","2008","higher education","Male","21","","",""
"Very high transfer dependency","2008","higher education","Female","29","","",""
"Very low transfer dependency","2009","in school","Male","249","0.849274318108019","0.807064724160929","0.891483912055109"
"Very low transfer dependency","2009","in school","Female","198","0.796470453372748","0.744323502782748","0.848617403962748"
"Very low transfer dependency","2009","inadequately","Male","44","0.602671359982447","0.48720944457168","0.718133275393213"
"Very low transfer dependency","2009","inadequately","Female","59","0.593996953941305","0.49576127989858","0.69223262798403"
"Very low transfer dependency","2009","general elemantary","Male","479","0.794061256657188","0.761207681923559","0.826914831390816"
"Very low transfer dependency","2009","general elemantary","Female","1035","0.821663646209145","0.80050209840301","0.842825194015281"
"Very low transfer dependency","2009","middle vocational","Male","3833","0.888981539283583","0.879565392612001","0.898397685955165"
"Very low transfer dependency","2009","middle vocational","Female","4308","0.888212072028768","0.879295066810974","0.897129077246562"
"Very low transfer dependency","2009","vocational + Abi","Male","348","0.90634072049119","0.877461805993846","0.935219634988533"
"Very low transfer dependency","2009","vocational + Abi","Female","559","0.932112595213384","0.91211742557848","0.952107764848288"
"Very low transfer dependency","2009","higher vocational","Male","742","0.926661390177605","0.908413320501771","0.944909459853438"
"Very low transfer dependency","2009","higher vocational","Female","510","0.935991546046812","0.915498220287654","0.95648487180597"
"Very low transfer dependency","2009","higher education","Male","2108","0.943913071713581","0.93427429236987","0.953551851057293"
"Very low transfer dependency","2009","higher education","Female","1743","0.920164520421558","0.907807100105101","0.932521940738016"
"Low transfer dependency","2009","in school","Male","15","","",""
"Low transfer dependency","2009","in school","Female","22","","",""
"Low transfer dependency","2009","inadequately","Male","10","","",""
"Low transfer dependency","2009","inadequately","Female","15","","",""
"Low transfer dependency","2009","general elemantary","Male","51","0.0814926579066792","0.0592653351339801","0.103719980679378"
"Low transfer dependency","2009","general elemantary","Female","107","0.0828754665079359","0.0676346722356921","0.0981162607801797"
"Low transfer dependency","2009","middle vocational","Male","257","0.058739444654867","0.0516917173686807","0.0657871719410533"
"Low transfer dependency","2009","middle vocational","Female","257","0.0576220491422497","0.0510277273051112","0.0642163709793883"
"Low transfer dependency","2009","vocational + Abi","Male","26","","",""
"Low transfer dependency","2009","vocational + Abi","Female","31","0.0346356310242094","0.0201010175718315","0.0491702444765873"
"Low transfer dependency","2009","higher vocational","Male","28","","",""
"Low transfer dependency","2009","higher vocational","Female","20","","",""
"Low transfer dependency","2009","higher education","Male","50","0.0401026322703068","0.0318835363180039","0.0483217282226096"
"Low transfer dependency","2009","higher education","Female","74","0.0531342282676938","0.0429076933648128","0.0633607631705748"
"High transfer dependency","2009","in school","Male","6","","",""
"High transfer dependency","2009","in school","Female","4","","",""
"High transfer dependency","2009","inadequately","Male","5","","",""
"High transfer dependency","2009","inadequately","Female","7","","",""
"High transfer dependency","2009","general elemantary","Male","21","","",""
"High transfer dependency","2009","general elemantary","Female","47","0.0385568922263172","0.0279131767123853","0.049200607740249"
"High transfer dependency","2009","middle vocational","Male","69","0.0171823929730905","0.0132873923582572","0.0210773935879238"
"High transfer dependency","2009","middle vocational","Female","93","0.0207843024808325","0.016747196576031","0.0248214083856339"
"High transfer dependency","2009","vocational + Abi","Male","8","","",""
"High transfer dependency","2009","vocational + Abi","Female","10","","",""
"High transfer dependency","2009","higher vocational","Male","6","","",""
"High transfer dependency","2009","higher vocational","Female","12","","",""
"High transfer dependency","2009","higher education","Male","13","","",""
"High transfer dependency","2009","higher education","Female","17","","",""
"Very high transfer dependency","2009","in school","Male","6","","",""
"Very high transfer dependency","2009","in school","Female","5","","",""
"Very high transfer dependency","2009","inadequately","Male","10","","",""
"Very high transfer dependency","2009","inadequately","Female","15","","",""
"Very high transfer dependency","2009","general elemantary","Male","31","0.0934065519634598","0.0697646965446621","0.117048407382258"
"Very high transfer dependency","2009","general elemantary","Female","68","0.0569039950566014","0.0440975148168102","0.0697104752963926"
"Very high transfer dependency","2009","middle vocational","Male","117","0.0350966230884594","0.0295808826377841","0.0406123635391347"
"Very high transfer dependency","2009","middle vocational","Female","139","0.0333815763481493","0.0282982945434196","0.038464858152879"
"Very high transfer dependency","2009","vocational + Abi","Male","9","","",""
"Very high transfer dependency","2009","vocational + Abi","Female","8","","",""
"Very high transfer dependency","2009","higher vocational","Male","8","","",""
"Very high transfer dependency","2009","higher vocational","Female","6","","",""
"Very high transfer dependency","2009","higher education","Male","18","","",""
