"transab_cat2","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2001","direct migration background","general elemantary","95","0.099781000315833","0.0786119808363035","0.120950019795362","1"
"Very high transfer dependency","2001","no migration background","inadequately","12","","","","3"
"Very high transfer dependency","2001","no migration background","general elemantary","71","0.0291281997659889","0.0219220212499648","0.0363343782820131","3"
"Very high transfer dependency","2001","direct migration background","middle vocational","43","0.0499478815884639","0.0369380255328962","0.0629577376440317","3"
"Very high transfer dependency","2001","direct migration background","vocational + Abi","12","","","","3"
"Very high transfer dependency","2001","indirect migration background","higher vocational","1","","","","3"
"Very high transfer dependency","2001","indirect migration background","higher education","1","","","","3"
"Very high transfer dependency","2001","no migration background","in school","11","","","","3"
"Very high transfer dependency","2001","no migration background","middle vocational","245","0.0249798340714573","0.0219470150941021","0.0280126530488126","3"
"Very high transfer dependency","2001","no migration background","vocational + Abi","13","","","","3"
"Very high transfer dependency","2001","no migration background","higher vocational","17","","","","3"
"Very high transfer dependency","2001","no migration background","higher education","25","","","","3"
"Very high transfer dependency","2001","direct migration background","in school","4","","","","3"
"Very high transfer dependency","2001","direct migration background","inadequately","10","","","","3"
"Very high transfer dependency","2001","direct migration background","general elemantary","34","0.0629736600637696","0.0458159985531435","0.0801313215743956","3"
"Very high transfer dependency","2001","direct migration background","higher vocational","6","","","","3"
"Very high transfer dependency","2001","direct migration background","higher education","18","","","","3"
"Very high transfer dependency","2001","indirect migration background","in school","","","","","3"
"Very high transfer dependency","2001","indirect migration background","inadequately","1","","","","3"
"Very high transfer dependency","2001","indirect migration background","general elemantary","10","","","","3"
"Very high transfer dependency","2001","indirect migration background","middle vocational","8","","","","3"
"Very high transfer dependency","2001","indirect migration background","vocational + Abi","5","","","","3"
"Very low transfer dependency","2001","no migration background","general elemantary","1836","0.899676636315946","0.886802695311679","0.912550577320214","0"
"Very low transfer dependency","2001","no migration background","middle vocational","9045","0.905981667983762","0.900309998801437","0.911653337166086","0"
"Very low transfer dependency","2001","no migration background","vocational + Abi","718","0.944008706364358","0.927832917073655","0.960184495655061","0"
"Very low transfer dependency","2001","no migration background","higher vocational","1354","0.931131379975769","0.918190675287791","0.944072084663746","0"
"Very low transfer dependency","2001","no migration background","higher education","2971","0.960404677521933","0.953580663553614","0.967228691490253","0"
"Very low transfer dependency","2001","direct migration background","in school","29","","","","0"
"Very low transfer dependency","2001","direct migration background","vocational + Abi","200","0.795048649642296","0.744910227605999","0.845187071678593","0"
"Very low transfer dependency","2001","direct migration background","higher vocational","144","0.891976888145263","0.844469483012777","0.939484293277748","0"
"Very low transfer dependency","2001","direct migration background","higher education","307","0.83231940711664","0.79383540615999","0.87080340807329","0"
"Very low transfer dependency","2001","indirect migration background","in school","56","0.890463965878547","0.814540138354874","0.96638779340222","0"
"Very low transfer dependency","2001","indirect migration background","inadequately","12","","","","0"
"Very low transfer dependency","2001","indirect migration background","general elemantary","199","0.860368958591458","0.815575197631174","0.905162719551743","0"
"Very low transfer dependency","2001","no migration background","inadequately","56","0.647595038847054","0.546629857702693","0.748560219991415","0"
"Very low transfer dependency","2001","direct migration background","inadequately","148","0.701383793540136","0.63918943773191","0.763578149348363","0"
"Very low transfer dependency","2001","direct migration background","middle vocational","889","0.817878591600744","0.794828897841095","0.840928285360394","0"
"Very low transfer dependency","2001","indirect migration background","middle vocational","275","0.904768405882419","0.872249557080609","0.937287254684229","0"
"Very low transfer dependency","2001","indirect migration background","higher education","53","0.974487190468667","0.933189925682315","1.01578445525502","0"
"Very low transfer dependency","2001","no migration background","in school","384","0.90697167949071","0.879548746066171","0.934394612915249","0"
"Very low transfer dependency","2001","direct migration background","general elemantary","620","0.806961604892903","0.779084285340987","0.834838924444819","0"
"Very low transfer dependency","2001","indirect migration background","vocational + Abi","31","0.851634906331217","0.742829930433032","0.960439882229403","0"
"Very low transfer dependency","2001","indirect migration background","higher vocational","35","0.936792559529242","0.859424427534191","1.01416069152429","0"
"High transfer dependency","2002","direct migration background","vocational + Abi","7","","","","2"
"High transfer dependency","2002","direct migration background","higher vocational","2","","","","2"
"High transfer dependency","2002","direct migration background","higher education","9","","","","2"
"High transfer dependency","2002","no migration background","inadequately","9","","","","2"
"High transfer dependency","2002","no migration background","general elemantary","70","0.0359726755119669","0.0277928601071228","0.0441524909168111","2"
"High transfer dependency","2002","no migration background","middle vocational","221","0.0228931475433064","0.0199950511138713","0.0257912439727415","2"
"High transfer dependency","2002","no migration background","vocational + Abi","10","","","","2"
"High transfer dependency","2002","direct migration background","middle vocational","24","","","","2"
"High transfer dependency","2002","no migration background","in school","9","","","","2"
"High transfer dependency","2002","no migration background","higher vocational","11","","","","2"
"High transfer dependency","2002","no migration background","higher education","22","","","","2"
"High transfer dependency","2002","direct migration background","in school","5","","","","2"
"High transfer dependency","2002","direct migration background","inadequately","9","","","","2"
"High transfer dependency","2002","direct migration background","general elemantary","19","","","","2"
"High transfer dependency","2002","indirect migration background","higher education","1","","","","2"
"High transfer dependency","2002","indirect migration background","general elemantary","2","","","","2"
"High transfer dependency","2002","indirect migration background","higher vocational","1","","","","2"
"High transfer dependency","2002","indirect migration background","in school","5","","","","2"
"High transfer dependency","2002","indirect migration background","inadequately","","","","","2"
"High transfer dependency","2002","indirect migration background","middle vocational","8","","","","2"
"High transfer dependency","2002","indirect migration background","vocational + Abi","1","","","","2"
"Low transfer dependency","2002","no migration background","inadequately","10","","","","1"
"Low transfer dependency","2002","no migration background","middle vocational","611","0.056257120279932","0.0517922932220235","0.0607219473378405","1"
"Low transfer dependency","2002","no migration background","higher education","119","0.0298145896203592","0.0246080291167536","0.0350211501239648","1"
"Low transfer dependency","2002","no migration background","vocational + Abi","44","0.0461481533773892","0.0323487841791613","0.059947522575617","1"
"Low transfer dependency","2002","no migration background","general elemantary","109","0.0478498252819621","0.0384740893937384","0.0572255611701857","1"
"Low transfer dependency","2002","no migration background","higher vocational","72","0.0490601093415515","0.0382794159914721","0.0598408026916309","1"
"Low transfer dependency","2002","no migration background","in school","32","0.0954882923890826","0.0692517420774281","0.121724842700737","1"
"Low transfer dependency","2002","direct migration background","vocational + Abi","27","","","","1"
"Low transfer dependency","2002","direct migration background","higher vocational","9","","","","1"
"Low transfer dependency","2002","direct migration background","higher education","25","","","","1"
"Low transfer dependency","2002","indirect migration background","in school","5","","","","1"
"Low transfer dependency","2002","indirect migration background","inadequately","2","","","","1"
"Low transfer dependency","2002","indirect migration background","higher education","2","","","","1"
"Low transfer dependency","2002","direct migration background","middle vocational","89","0.0830496976595746","0.0660477074536001","0.100051687865549","1"
"Low transfer dependency","2002","indirect migration background","general elemantary","18","","","","1"
"Low transfer dependency","2002","indirect migration background","middle vocational","22","","","","1"
"Low transfer dependency","2002","indirect migration background","vocational + Abi","2","","","","1"
"Low transfer dependency","2002","indirect migration background","higher vocational","2","","","","1"
"Low transfer dependency","2002","direct migration background","inadequately","27","","","","1"
"Low transfer dependency","2002","direct migration background","in school","6","","","","1"
"Low transfer dependency","2002","direct migration background","general elemantary","78","0.110927493175784","0.0875965841199137","0.134258402231653","1"
"Very high transfer dependency","2002","no migration background","inadequately","11","","","","3"
"Very high transfer dependency","2002","no migration background","general elemantary","62","0.0307375772441947","0.023155853332633","0.0383193011557564","3"
"Very high transfer dependency","2002","direct migration background","vocational + Abi","11","","","","3"
"Very high transfer dependency","2002","indirect migration background","higher education","1","","","","3"
"Very high transfer dependency","2002","no migration background","in school","6","","","","3"
"Very high transfer dependency","2002","no migration background","middle vocational","218","0.0243213521622081","0.0213364073418564","0.0273062969825598","3"
"Very high transfer dependency","2002","direct migration background","middle vocational","33","0.0314829799500834","0.0207245380281776","0.0422414218719892","3"
"Very high transfer dependency","2002","direct migration background","higher vocational","5","","","","3"
"Very high transfer dependency","2002","indirect migration background","higher vocational","3","","","","3"
"Very high transfer dependency","2002","no migration background","vocational + Abi","16","","","","3"
"Very high transfer dependency","2002","no migration background","higher vocational","19","","","","3"
"Very high transfer dependency","2002","no migration background","higher education","22","","","","3"
"Very high transfer dependency","2002","direct migration background","in school","2","","","","3"
"Very high transfer dependency","2002","direct migration background","inadequately","15","","","","3"
"Very high transfer dependency","2002","direct migration background","general elemantary","33","0.0572576955387953","0.0399970552623198","0.0745183358152707","3"
"Very high transfer dependency","2002","direct migration background","higher education","19","","","","3"
"Very high transfer dependency","2002","indirect migration background","in school","1","","","","3"
"Very high transfer dependency","2002","indirect migration background","inadequately","2","","","","3"
"Very high transfer dependency","2002","indirect migration background","general elemantary","13","","","","3"
"Very high transfer dependency","2002","indirect migration background","middle vocational","8","","","","3"
"Very high transfer dependency","2002","indirect migration background","vocational + Abi","3","","","","3"
"Very low transfer dependency","2002","no migration background","general elemantary","1750","0.885439921961876","0.871450213600438","0.899429630323314","0"
"Very low transfer dependency","2002","no migration background","middle vocational","9181","0.896528380014554","0.890626617984814","0.902430142044294","0"
"Very low transfer dependency","2002","no migration background","vocational + Abi","818","0.912222948950852","0.893611396606951","0.930834501294753","0"
"Very low transfer dependency","2002","no migration background","higher vocational","1440","0.923534695348923","0.910270994335392","0.936798396362453","0"
"Very low transfer dependency","2002","no migration background","higher education","3936","0.957263623418752","0.951071725917742","0.963455520919761","0"
"Very low transfer dependency","2002","direct migration background","in school","38","0.743835984193491","0.624034925346112","0.863637043040871","0"
"Very low transfer dependency","2002","direct migration background","inadequately","134","0.703833235183395","0.638042419218299","0.76962405114849","0"
"Very low transfer dependency","2002","direct migration background","vocational + Abi","195","0.746530036657465","0.691496254006839","0.801563819308092","0"
"Very low transfer dependency","2002","direct migration background","higher vocational","142","0.902708659613782","0.856499247302446","0.948918071925118","0"
"Very low transfer dependency","2002","direct migration background","higher education","343","0.803784408576737","0.764669975157385","0.842898841996088","0"
"Very low transfer dependency","2002","indirect migration background","in school","68","0.782385441716704","0.691396440307021","0.873374443126387","0"
"Very low transfer dependency","2002","indirect migration background","inadequately","7","","","","0"
"Very low transfer dependency","2002","indirect migration background","general elemantary","166","0.854039157607796","0.80498468339113","0.903093631824462","0"
"Very low transfer dependency","2002","indirect migration background","middle vocational","284","0.846363796819557","0.806977470278735","0.885750123360379","0"
"Very low transfer dependency","2002","indirect migration background","higher education","62","0.961756897151261","0.915488405824486","1.00802538847804","0"
"Very low transfer dependency","2002","no migration background","in school","435","0.864984297547301","0.834475799762436","0.895492795332166","0"
"Very low transfer dependency","2002","no migration background","inadequately","55","0.627373688741064","0.524586606701746","0.730160770780382","0"
"Very low transfer dependency","2002","direct migration background","general elemantary","566","0.799865083159997","0.77014067110125","0.829589495218743","0"
"Very low transfer dependency","2002","direct migration background","middle vocational","866","0.853763845470208","0.83199406278726","0.875533628153156","0"
"Very low transfer dependency","2002","indirect migration background","vocational + Abi","33","0.939671404154668","0.864946494014254","1.01439631429508","0"
"Very low transfer dependency","2002","indirect migration background","higher vocational","35","0.866934160111668","0.762970272667097","0.970898047556238","0"
"High transfer dependency","2003","no migration background","inadequately","8","","","","2"
"High transfer dependency","2003","no migration background","general elemantary","60","0.0274463095753505","0.0200980518396961","0.0347945673110049","2"
"High transfer dependency","2003","no migration background","middle vocational","203","0.0203024881069539","0.0175088034667232","0.0230961727471845","2"
"High transfer dependency","2003","no migration background","vocational + Abi","10","","","","2"
"High transfer dependency","2003","direct migration background","middle vocational","25","","","","2"
"High transfer dependency","2003","direct migration background","vocational + Abi","7","","","","2"
"High transfer dependency","2003","direct migration background","higher vocational","","","","","2"
"High transfer dependency","2003","direct migration background","higher education","3","","","","2"
"High transfer dependency","2003","no migration background","in school","12","","","","2"
"High transfer dependency","2003","no migration background","higher vocational","17","","","","2"
"High transfer dependency","2003","no migration background","higher education","23","","","","2"
"High transfer dependency","2003","direct migration background","in school","1","","","","2"
"High transfer dependency","2003","direct migration background","inadequately","9","","","","2"
"High transfer dependency","2003","direct migration background","general elemantary","19","","","","2"
"High transfer dependency","2003","indirect migration background","higher education","","","","","2"
"High transfer dependency","2003","indirect migration background","general elemantary","8","","","","2"
"High transfer dependency","2003","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","2003","indirect migration background","higher vocational","1","","","","2"
"High transfer dependency","2003","indirect migration background","in school","3","","","","2"
"High transfer dependency","2003","indirect migration background","inadequately","1","","","","2"
"High transfer dependency","2003","indirect migration background","middle vocational","12","","","","2"
"Low transfer dependency","2003","no migration background","inadequately","16","","","","1"
"Low transfer dependency","2003","no migration background","middle vocational","621","0.0548378567711506","0.0503281309291504","0.0593475826131508","1"
"Low transfer dependency","2003","no migration background","vocational + Abi","46","0.0613735467342513","0.0455516347524028","0.0771954587160998","1"
"Low transfer dependency","2003","no migration background","general elemantary","131","0.0632808044525388","0.0523304969664754","0.0742311119386023","1"
"Low transfer dependency","2003","no migration background","higher vocational","55","0.035610593986106","0.0262355444906996","0.0449856434815125","1"
"Low transfer dependency","2003","no migration background","higher education","142","0.0368853774564918","0.0309821046478618","0.0427886502651217","1"
"Low transfer dependency","2003","no migration background","in school","33","0.0853294802658982","0.0606436674973133","0.110015293034483","1"
"Low transfer dependency","2003","direct migration background","vocational + Abi","29","","","","1"
"Low transfer dependency","2003","direct migration background","higher vocational","9","","","","1"
"Low transfer dependency","2003","direct migration background","higher education","15","","","","1"
"Low transfer dependency","2003","indirect migration background","in school","9","","","","1"
"Low transfer dependency","2003","direct migration background","middle vocational","110","0.118739519045373","0.0983193485245836","0.139159689566163","1"
"Low transfer dependency","2003","indirect migration background","inadequately","2","","","","1"
"Low transfer dependency","2003","indirect migration background","higher education","1","","","","1"
"Low transfer dependency","2003","direct migration background","in school","10","","","","1"
"Low transfer dependency","2003","direct migration background","inadequately","28","","","","1"
"Low transfer dependency","2003","indirect migration background","general elemantary","23","","","","1"
"Low transfer dependency","2003","direct migration background","general elemantary","68","0.0921715017314927","0.0700018202001323","0.114341183262853","1"
"Low transfer dependency","2003","indirect migration background","middle vocational","22","","","","1"
"Low transfer dependency","2003","indirect migration background","vocational + Abi","4","","","","1"
"Low transfer dependency","2003","indirect migration background","higher vocational","3","","","","1"
"Very high transfer dependency","2003","no migration background","inadequately","11","","","","3"
"Very high transfer dependency","2003","no migration background","general elemantary","74","0.0463571652695609","0.0369005239023056","0.0558138066368161","3"
"Very high transfer dependency","2003","direct migration background","vocational + Abi","10","","","","3"
"Very high transfer dependency","2003","indirect migration background","higher education","1","","","","3"
"Very high transfer dependency","2003","no migration background","in school","13","","","","3"
"Very high transfer dependency","2003","no migration background","middle vocational","257","0.0319059826766015","0.0284246015083097","0.0353873638448934","3"
"Very high transfer dependency","2003","direct migration background","middle vocational","33","0.0513028263127143","0.0373762609073602","0.0652293917180684","3"
"Very high transfer dependency","2003","direct migration background","higher vocational","5","","","","3"
"Very high transfer dependency","2003","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2003","no migration background","vocational + Abi","13","","","","3"
"Very high transfer dependency","2003","no migration background","higher vocational","22","","","","3"
"Very high transfer dependency","2003","no migration background","higher education","25","","","","3"
"Very high transfer dependency","2003","direct migration background","in school","3","","","","3"
"Very high transfer dependency","2003","direct migration background","inadequately","14","","","","3"
"Very high transfer dependency","2003","direct migration background","general elemantary","31","0.0598606601226326","0.041679312070636","0.0780420081746291","3"
"Very high transfer dependency","2003","direct migration background","higher education","23","","","","3"
"Very high transfer dependency","2003","indirect migration background","in school","2","","","","3"
"Very high transfer dependency","2003","indirect migration background","inadequately","2","","","","3"
"Very high transfer dependency","2003","indirect migration background","general elemantary","10","","","","3"
"Very high transfer dependency","2003","indirect migration background","middle vocational","10","","","","3"
"Very high transfer dependency","2003","indirect migration background","vocational + Abi","3","","","","3"
"Very low transfer dependency","2003","no migration background","general elemantary","1634","0.86291572070255","0.847446671323915","0.878384770081185","0"
"Very low transfer dependency","2003","no migration background","middle vocational","8709","0.892953672445294","0.886829363438549","0.899077981452039","0"
"Very low transfer dependency","2003","no migration background","vocational + Abi","815","0.912351306960771","0.893710026949483","0.930992586972059","0"
"Very low transfer dependency","2003","no migration background","higher vocational","1407","0.935259588354327","0.922811245024708","0.947707931683947","0"
"Very low transfer dependency","2003","no migration background","higher education","3726","0.949034876500392","0.942146698263015","0.955923054737768","0"
"Very low transfer dependency","2003","direct migration background","in school","37","0.72224498040216","0.599321109681256","0.845168851123063","0"
"Very low transfer dependency","2003","no migration background","inadequately","53","0.598953901651192","0.496553749511718","0.701354053790667","0"
"Very low transfer dependency","2003","direct migration background","inadequately","117","0.646833518345703","0.574559958272994","0.719107078418413","0"
"Very low transfer dependency","2003","direct migration background","vocational + Abi","184","0.757635846563764","0.702256398440229","0.813015294687298","0"
"Very low transfer dependency","2003","direct migration background","higher vocational","126","0.874041903466676","0.81907981273039","0.929003994202962","0"
"Very low transfer dependency","2003","direct migration background","higher education","327","0.865755266782369","0.830923910876775","0.900586622687963","0"
"Very low transfer dependency","2003","indirect migration background","in school","56","0.770580823205323","0.672083817546876","0.86907782886377","0"
"Very low transfer dependency","2003","indirect migration background","inadequately","7","","","","0"
"Very low transfer dependency","2003","indirect migration background","general elemantary","146","0.800416396764318","0.743130501371873","0.857702292156763","0"
"Very low transfer dependency","2003","indirect migration background","middle vocational","281","0.825822834364475","0.78458978408306","0.867055884645891","0"
"Very low transfer dependency","2003","indirect migration background","higher education","62","0.981189282169787","0.947905153957504","1.01447341038207","0"
"Very low transfer dependency","2003","no migration background","in school","434","0.850179906919249","0.818643951771988","0.88171586206651","0"
"Very low transfer dependency","2003","direct migration background","general elemantary","536","0.820713363040629","0.791314608671512","0.850112117409746","0"
"Very low transfer dependency","2003","direct migration background","middle vocational","796","0.794456483460035","0.768947302064847","0.819965664855223","0"
"Very low transfer dependency","2003","indirect migration background","vocational + Abi","38","0.904918221705524","0.819215394543713","0.990621048867335","0"
"Very low transfer dependency","2003","indirect migration background","higher vocational","35","0.889493362540044","0.791096483090978","0.98789024198911","0"
"High transfer dependency","2004","no migration background","inadequately","10","","","","2"
"High transfer dependency","2004","no migration background","general elemantary","61","0.0365588907302462","0.0278230880700511","0.0452946933904413","2"
"High transfer dependency","2004","no migration background","middle vocational","191","0.0207227049961258","0.0178546418060142","0.0235907681862374","2"
"High transfer dependency","2004","no migration background","vocational + Abi","12","","","","2"
"High transfer dependency","2004","no migration background","in school","11","","","","2"
"High transfer dependency","2004","no migration background","higher vocational","16","","","","2"
"High transfer dependency","2004","no migration background","higher education","27","","","","2"
"High transfer dependency","2004","direct migration background","in school","3","","","","2"
"High transfer dependency","2004","direct migration background","inadequately","4","","","","2"
"High transfer dependency","2004","direct migration background","general elemantary","19","","","","2"
"High transfer dependency","2004","direct migration background","middle vocational","24","","","","2"
"High transfer dependency","2004","direct migration background","vocational + Abi","6","","","","2"
"High transfer dependency","2004","direct migration background","higher vocational","4","","","","2"
"High transfer dependency","2004","direct migration background","higher education","9","","","","2"
"High transfer dependency","2004","indirect migration background","higher education","3","","","","2"
"High transfer dependency","2004","indirect migration background","inadequately","4","","","","2"
"High transfer dependency","2004","indirect migration background","general elemantary","14","","","","2"
"High transfer dependency","2004","indirect migration background","vocational + Abi","","","","","2"
"High transfer dependency","2004","indirect migration background","in school","1","","","","2"
"High transfer dependency","2004","indirect migration background","middle vocational","10","","","","2"
"High transfer dependency","2004","indirect migration background","higher vocational","","","","","2"
"Low transfer dependency","2004","no migration background","higher education","119","0.0363862170303168","0.0304966366931755","0.0422757973674581","1"
"Low transfer dependency","2004","no migration background","inadequately","11","","","","1"
"Low transfer dependency","2004","no migration background","general elemantary","131","0.0665238687583716","0.054924507327234","0.0781232301895091","1"
"Low transfer dependency","2004","no migration background","higher vocational","61","0.0335100459134303","0.0242566431125919","0.0427634487142687","1"
"Low transfer dependency","2004","no migration background","vocational + Abi","46","0.0550054698843978","0.0400268888070995","0.069984050961696","1"
"Low transfer dependency","2004","no migration background","middle vocational","620","0.059447903273518","0.054687186450919","0.064208620096117","1"
"Low transfer dependency","2004","no migration background","in school","32","0.0934580229268235","0.0676857747318763","0.119230271121771","1"
"Low transfer dependency","2004","direct migration background","vocational + Abi","25","","","","1"
"Low transfer dependency","2004","direct migration background","higher vocational","9","","","","1"
"Low transfer dependency","2004","direct migration background","higher education","30","0.0844989186146543","0.0555662214845046","0.113431615744804","1"
"Low transfer dependency","2004","direct migration background","middle vocational","105","0.104058548564056","0.084528919622233","0.123588177505879","1"
"Low transfer dependency","2004","indirect migration background","in school","4","","","","1"
"Low transfer dependency","2004","direct migration background","in school","14","","","","1"
"Low transfer dependency","2004","direct migration background","inadequately","19","","","","1"
"Low transfer dependency","2004","direct migration background","general elemantary","72","0.110541768649495","0.0857798827145646","0.135303654584425","1"
"Low transfer dependency","2004","indirect migration background","inadequately","1","","","","1"
"Low transfer dependency","2004","indirect migration background","higher education","","","","","1"
"Low transfer dependency","2004","indirect migration background","general elemantary","19","","","","1"
"Low transfer dependency","2004","indirect migration background","vocational + Abi","3","","","","1"
"Low transfer dependency","2004","indirect migration background","higher vocational","3","","","","1"
"Low transfer dependency","2004","indirect migration background","middle vocational","28","","","","1"
"Very high transfer dependency","2004","no migration background","inadequately","9","","","","3"
"Very high transfer dependency","2004","no migration background","general elemantary","61","0.0405875683936932","0.0314022775852753","0.0497728592021112","3"
"Very high transfer dependency","2004","direct migration background","middle vocational","44","0.0668375163910754","0.0508638694249183","0.0828111633572325","3"
"Very high transfer dependency","2004","direct migration background","vocational + Abi","10","","","","3"
"Very high transfer dependency","2004","indirect migration background","higher education","","","","","3"
"Very high transfer dependency","2004","no migration background","in school","15","","","","3"
"Very high transfer dependency","2004","no migration background","middle vocational","268","0.0336366140635066","0.0300067612080348","0.0372664669189784","3"
"Very high transfer dependency","2004","no migration background","vocational + Abi","17","","","","3"
"Very high transfer dependency","2004","no migration background","higher vocational","24","","","","3"
"Very high transfer dependency","2004","no migration background","higher education","33","0.0109432042166288","0.00767094828707916","0.0142154601461785","3"
"Very high transfer dependency","2004","direct migration background","in school","1","","","","3"
"Very high transfer dependency","2004","direct migration background","inadequately","10","","","","3"
"Very high transfer dependency","2004","direct migration background","general elemantary","39","0.0752175469235146","0.0543900486013259","0.0960450452457033","3"
"Very high transfer dependency","2004","direct migration background","higher vocational","2","","","","3"
"Very high transfer dependency","2004","indirect migration background","higher vocational","","","","","3"
"Very high transfer dependency","2004","direct migration background","higher education","15","","","","3"
"Very high transfer dependency","2004","indirect migration background","in school","7","","","","3"
"Very high transfer dependency","2004","indirect migration background","inadequately","1","","","","3"
"Very high transfer dependency","2004","indirect migration background","general elemantary","18","","","","3"
"Very high transfer dependency","2004","indirect migration background","middle vocational","9","","","","3"
"Very high transfer dependency","2004","indirect migration background","vocational + Abi","3","","","","3"
"Very low transfer dependency","2004","no migration background","general elemantary","1520","0.856329672117689","0.84000299661765","0.872656347617728","0"
"Very low transfer dependency","2004","no migration background","middle vocational","8398","0.88619277766685","0.879798939117445","0.892586616216254","0"
"Very low transfer dependency","2004","no migration background","vocational + Abi","815","0.909009036576414","0.890114496727799","0.92790357642503","0"
"Very low transfer dependency","2004","no migration background","higher vocational","1352","0.936529827958818","0.923993771811543","0.949065884106093","0"
"Very low transfer dependency","2004","no migration background","higher education","3704","0.94374699447369","0.936499881155733","0.950994107791648","0"
"Very low transfer dependency","2004","direct migration background","in school","42","0.706829866513483","0.591646498274185","0.822013234752781","0"
"Very low transfer dependency","2004","no migration background","inadequately","55","0.676383021163144","0.576922523864104","0.775843518462184","0"
"Very low transfer dependency","2004","direct migration background","inadequately","119","0.777681402089464","0.711579333413727","0.843783470765202","0"
"Very low transfer dependency","2004","direct migration background","vocational + Abi","182","0.80412720407959","0.752038314638796","0.856216093520384","0"
"Very low transfer dependency","2004","direct migration background","higher vocational","124","0.918357768529333","0.872837577474695","0.963877959583971","0"
"Very low transfer dependency","2004","direct migration background","higher education","301","0.813386778493116","0.772858918332394","0.853914638653838","0"
"Very low transfer dependency","2004","indirect migration background","in school","70","0.808842818178731","0.723735179471491","0.893950456885972","0"
"Very low transfer dependency","2004","indirect migration background","inadequately","7","","","","0"
"Very low transfer dependency","2004","indirect migration background","general elemantary","139","0.647461844654816","0.579528742890594","0.715394946419038","0"
"Very low transfer dependency","2004","indirect migration background","middle vocational","277","0.818662458619402","0.776708602427887","0.860616314810918","0"
"Very low transfer dependency","2004","indirect migration background","higher education","58","0.911120095873957","0.839707836275275","0.982532355472638","0"
"Very low transfer dependency","2004","no migration background","in school","432","0.846039143439978","0.814083288669534","0.877994998210422","0"
"Very low transfer dependency","2004","direct migration background","general elemantary","486","0.784915869655896","0.752468949972211","0.81736278933958","0"
"Very low transfer dependency","2004","direct migration background","middle vocational","766","0.807728569626321","0.782522484674384","0.832934654578258","0"
"Very low transfer dependency","2004","indirect migration background","vocational + Abi","42","0.837580780034922","0.733238689423","0.941922870646844","0"
"Very low transfer dependency","2004","indirect migration background","higher vocational","39","0.946107728558098","0.87781774861345","1.01439770850275","0"
"High transfer dependency","2005","no migration background","inadequately","5","","","","2"
"High transfer dependency","2005","no migration background","general elemantary","61","0.0355965700531731","0.0266592357306603","0.0445339043756858","2"
"High transfer dependency","2005","no migration background","middle vocational","202","0.0218680541882708","0.0188483431363177","0.024887765240224","2"
"High transfer dependency","2005","no migration background","vocational + Abi","12","","","","2"
"High transfer dependency","2005","no migration background","higher vocational","14","","","","2"
"High transfer dependency","2005","no migration background","higher education","31","0.0101825759245044","0.00696979631555888","0.01339535553345","2"
"High transfer dependency","2005","direct migration background","in school","4","","","","2"
"High transfer dependency","2005","direct migration background","inadequately","9","","","","2"
"High transfer dependency","2005","direct migration background","general elemantary","21","","","","2"
"High transfer dependency","2005","direct migration background","middle vocational","33","0.0495457324356003","0.0351425458243387","0.063948919046862","2"
"High transfer dependency","2005","direct migration background","vocational + Abi","7","","","","2"
"High transfer dependency","2005","direct migration background","higher vocational","5","","","","2"
"High transfer dependency","2005","direct migration background","higher education","10","","","","2"
"High transfer dependency","2005","no migration background","in school","10","","","","2"
"High transfer dependency","2005","indirect migration background","higher education","2","","","","2"
"High transfer dependency","2005","indirect migration background","inadequately","3","","","","2"
"High transfer dependency","2005","indirect migration background","in school","4","","","","2"
"High transfer dependency","2005","indirect migration background","general elemantary","11","","","","2"
"High transfer dependency","2005","indirect migration background","middle vocational","9","","","","2"
"High transfer dependency","2005","indirect migration background","vocational + Abi","2","","","","2"
"High transfer dependency","2005","indirect migration background","higher vocational","1","","","","2"
"Low transfer dependency","2005","no migration background","general elemantary","130","0.0822188345159583","0.0689684102875551","0.0954692587443615","1"
"Low transfer dependency","2005","no migration background","middle vocational","595","0.061182233562056","0.0562338322904367","0.0661306348336754","1"
"Low transfer dependency","2005","no migration background","vocational + Abi","48","0.0595625558929583","0.0438176580398619","0.0753074537460546","1"
"Low transfer dependency","2005","no migration background","higher education","136","0.0343538329355465","0.0285251401009623","0.0401825257701307","1"
"Low transfer dependency","2005","no migration background","inadequately","13","","","","1"
"Low transfer dependency","2005","no migration background","higher vocational","69","0.0490843588788117","0.0377063632867868","0.0604623544708366","1"
"Low transfer dependency","2005","no migration background","in school","42","0.101684981169636","0.0752199771257021","0.12814998521357","1"
"Low transfer dependency","2005","direct migration background","vocational + Abi","29","","","","1"
"Low transfer dependency","2005","direct migration background","higher vocational","18","","","","1"
"Low transfer dependency","2005","direct migration background","higher education","27","","","","1"
"Low transfer dependency","2005","direct migration background","middle vocational","97","0.102142997100371","0.0820429194983468","0.122243074702395","1"
"Low transfer dependency","2005","indirect migration background","in school","5","","","","1"
"Low transfer dependency","2005","direct migration background","in school","9","","","","1"
"Low transfer dependency","2005","direct migration background","inadequately","21","","","","1"
"Low transfer dependency","2005","direct migration background","general elemantary","61","0.128616378673798","0.100889121375391","0.156343635972205","1"
"Low transfer dependency","2005","indirect migration background","inadequately","1","","","","1"
