"transab_cat2","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","2003","in school","Urban Area","10","","","","3"
"Very high transfer dependency","2003","higher vocational","Urban Area","16","","","","3"
"Very high transfer dependency","2003","higher vocational","Rural Area","11","","","","3"
"Very high transfer dependency","2003","higher education","Urban Area","32","0.0201859187590287","0.0152360543023977","0.0251357832156597","3"
"Very high transfer dependency","2003","higher education","Rural Area","17","","","","3"
"Very high transfer dependency","2003","general elemantary","Rural Area","32","0.035180171533829","0.0230352686875225","0.0473250743801355","3"
"Very high transfer dependency","2003","middle vocational","Urban Area","169","0.0327740277484642","0.0286419231436272","0.0369061323533012","3"
"Very high transfer dependency","2003","middle vocational","Rural Area","131","0.037309598893369","0.0313971399412389","0.0432220578454992","3"
"Very high transfer dependency","2003","vocational + Abi","Urban Area","21","","","","3"
"Very high transfer dependency","2003","vocational + Abi","Rural Area","5","","","","3"
"Very low transfer dependency","2003","general elemantary","Urban Area","1573","0.848193861925022","0.831868931699128","0.864518792150917","0"
"Very low transfer dependency","2003","general elemantary","Rural Area","743","0.856289002275807","0.83316424708074","0.879413757470874","0"
"Very low transfer dependency","2003","middle vocational","Urban Area","6455","0.899620204682091","0.892645992164329","0.906594417199854","0"
"Very low transfer dependency","2003","middle vocational","Rural Area","3331","0.848507053008918","0.837321989274099","0.859692116743737","0"
"Very low transfer dependency","2003","inadequately","Rural Area","33","0.486745083408314","0.361315344179466","0.612174822637161","0"
"Very low transfer dependency","2003","vocational + Abi","Urban Area","810","0.882339825574331","0.861195280348616","0.903484370800045","0"
"Very low transfer dependency","2003","higher education","Rural Area","1149","0.912071911512434","0.896354058580763","0.927789764444105","0"
"Very low transfer dependency","2003","in school","Rural Area","155","0.786869167747095","0.728639314552152","0.845099020942039","0"
"Very low transfer dependency","2003","inadequately","Urban Area","144","0.678180360323068","0.614538656988353","0.741822063657783","0"
"Very low transfer dependency","2003","vocational + Abi","Rural Area","227","0.857144005355744","0.815171142616062","0.899116868095425","0"
"Very low transfer dependency","2003","higher vocational","Urban Area","1022","0.941210237251389","0.927174619127775","0.955245855375003","0"
"Very low transfer dependency","2003","higher vocational","Rural Area","546","0.901575267456899","0.877759533436219","0.925391001477579","0"
"Very low transfer dependency","2003","in school","Urban Area","372","0.837592389006831","0.802444644768015","0.872740133245647","0"
"Very low transfer dependency","2003","higher education","Urban Area","2966","0.948173611459688","0.940371419820019","0.955975803099358","0"
"High transfer dependency","2004","general elemantary","Urban Area","68","0.0384767460650817","0.029441754114716","0.0475117380154473","2"
"High transfer dependency","2004","general elemantary","Rural Area","26","","","","2"
"High transfer dependency","2004","middle vocational","Urban Area","123","0.0168925336793928","0.0138445512348873","0.0199405161238983","2"
"High transfer dependency","2004","middle vocational","Rural Area","102","0.0298857531763848","0.0245232459989555","0.0352482603538141","2"
"High transfer dependency","2004","vocational + Abi","Urban Area","9","","","","2"
"High transfer dependency","2004","higher education","Rural Area","11","","","","2"
"High transfer dependency","2004","in school","Urban Area","8","","","","2"
"High transfer dependency","2004","in school","Rural Area","7","","","","2"
"High transfer dependency","2004","inadequately","Urban Area","12","","","","2"
"High transfer dependency","2004","inadequately","Rural Area","6","","","","2"
"High transfer dependency","2004","vocational + Abi","Rural Area","9","","","","2"
"High transfer dependency","2004","higher vocational","Urban Area","13","","","","2"
"High transfer dependency","2004","higher vocational","Rural Area","7","","","","2"
"High transfer dependency","2004","higher education","Urban Area","28","","","","2"
"Low transfer dependency","2004","in school","Rural Area","27","","","","1"
"Low transfer dependency","2004","inadequately","Urban Area","20","","","","1"
"Low transfer dependency","2004","inadequately","Rural Area","11","","","","1"
"Low transfer dependency","2004","general elemantary","Urban Area","136","0.0740351461768883","0.0617362842491851","0.0863340081045915","1"
"Low transfer dependency","2004","higher vocational","Urban Area","32","0.0277202999818678","0.0177713597739595","0.0376692401897761","1"
"Low transfer dependency","2004","higher vocational","Rural Area","41","0.0531964266055163","0.0350567056397317","0.0713361475713008","1"
"Low transfer dependency","2004","higher education","Urban Area","90","0.0327378221954773","0.0264276751512968","0.0390479692396577","1"
"Low transfer dependency","2004","higher education","Rural Area","59","0.0674862505518167","0.0535459167584174","0.081426584345216","1"
"Low transfer dependency","2004","vocational + Abi","Urban Area","50","0.0700070838288852","0.0532811588099668","0.0867330088478036","1"
"Low transfer dependency","2004","vocational + Abi","Rural Area","24","","","","1"
"Low transfer dependency","2004","in school","Urban Area","23","","","","1"
"Low transfer dependency","2004","general elemantary","Rural Area","86","0.09217721690735","0.0725915476509262","0.111762886163774","1"
"Low transfer dependency","2004","middle vocational","Urban Area","373","0.0515821864013924","0.0463508302021314","0.0568135426006533","1"
"Low transfer dependency","2004","middle vocational","Rural Area","380","0.0909335876572894","0.0818786740415815","0.0999885012729973","1"
"Very high transfer dependency","2004","in school","Rural Area","9","","","","3"
"Very high transfer dependency","2004","inadequately","Urban Area","16","","","","3"
"Very high transfer dependency","2004","higher vocational","Urban Area","16","","","","3"
"Very high transfer dependency","2004","higher vocational","Rural Area","10","","","","3"
"Very high transfer dependency","2004","inadequately","Rural Area","4","","","","3"
"Very high transfer dependency","2004","general elemantary","Urban Area","89","0.058411387743676","0.0473952827533675","0.0694274927339845","3"
"Very high transfer dependency","2004","higher education","Urban Area","30","0.0180250582729463","0.0133073506180562","0.0227427659278364","3"
"Very high transfer dependency","2004","higher education","Rural Area","18","","","","3"
"Very high transfer dependency","2004","in school","Urban Area","14","","","","3"
"Very high transfer dependency","2004","general elemantary","Rural Area","29","","","","3"
"Very high transfer dependency","2004","middle vocational","Urban Area","172","0.0323711392185397","0.028185151346506","0.0365571270905733","3"
"Very high transfer dependency","2004","middle vocational","Rural Area","149","0.0451766666346874","0.0386356847565547","0.0517176485128201","3"
"Very high transfer dependency","2004","vocational + Abi","Urban Area","20","","","","3"
"Very high transfer dependency","2004","vocational + Abi","Rural Area","10","","","","3"
"Very low transfer dependency","2004","general elemantary","Urban Area","1448","0.829076720014354","0.811394097536698","0.84675934249201","0"
"Very low transfer dependency","2004","general elemantary","Rural Area","697","0.827540038911917","0.801962147969348","0.853117929854486","0"
"Very low transfer dependency","2004","middle vocational","Urban Area","6199","0.899154140700675","0.892031997900942","0.906276283500408","0"
"Very low transfer dependency","2004","middle vocational","Rural Area","3242","0.834003992531638","0.822285891755554","0.845722093307723","0"
"Very low transfer dependency","2004","inadequately","Rural Area","36","0.667768900010678","0.545492146472423","0.790045653548933","0"
"Very low transfer dependency","2004","in school","Urban Area","394","0.868642483398369","0.837044175363071","0.900240791433667","0"
"Very low transfer dependency","2004","vocational + Abi","Urban Area","815","0.892727406169454","0.872442025762066","0.913012786576842","0"
"Very low transfer dependency","2004","vocational + Abi","Rural Area","224","0.844695576968972","0.80125110904729","0.888140044890655","0"
"Very low transfer dependency","2004","higher vocational","Urban Area","985","0.939897742583535","0.925494245661942","0.954301239505127","0"
"Very low transfer dependency","2004","higher education","Rural Area","1156","0.902640191190421","0.886166721142953","0.91911366123789","0"
"Very low transfer dependency","2004","in school","Rural Area","150","0.695410070145274","0.630479727509687","0.760340412780861","0"
"Very low transfer dependency","2004","inadequately","Urban Area","145","0.763251756581307","0.703280006092911","0.823223507069703","0"
"Very low transfer dependency","2004","higher vocational","Rural Area","530","0.924690001640287","0.903360346787542","0.946019656493032","0"
"Very low transfer dependency","2004","higher education","Urban Area","2907","0.936277102909134","0.927615616242009","0.94493858957626","0"
"High transfer dependency","2005","vocational + Abi","Urban Area","14","","","","2"
"High transfer dependency","2005","general elemantary","Urban Area","56","0.0324622574422754","0.0238666155239317","0.0410578993606191","2"
"High transfer dependency","2005","general elemantary","Rural Area","37","0.0507941270394725","0.0351626345265134","0.0664256195524317","2"
"High transfer dependency","2005","middle vocational","Urban Area","128","0.0228808694044011","0.0192517520664666","0.0265099867423356","2"
"High transfer dependency","2005","middle vocational","Rural Area","116","0.0279631058162658","0.0226465090462791","0.0332797025862526","2"
"High transfer dependency","2005","higher education","Rural Area","18","","","","2"
"High transfer dependency","2005","vocational + Abi","Rural Area","7","","","","2"
"High transfer dependency","2005","in school","Urban Area","10","","","","2"
"High transfer dependency","2005","in school","Rural Area","8","","","","2"
"High transfer dependency","2005","inadequately","Urban Area","13","","","","2"
"High transfer dependency","2005","inadequately","Rural Area","4","","","","2"
"High transfer dependency","2005","higher vocational","Urban Area","11","","","","2"
"High transfer dependency","2005","higher vocational","Rural Area","9","","","","2"
"High transfer dependency","2005","higher education","Urban Area","25","","","","2"
"Low transfer dependency","2005","in school","Rural Area","27","","","","1"
"Low transfer dependency","2005","inadequately","Urban Area","24","","","","1"
"Low transfer dependency","2005","inadequately","Rural Area","11","","","","1"
"Low transfer dependency","2005","general elemantary","Urban Area","133","0.0803714943474747","0.0671855198160969","0.0935574688788524","1"
"Low transfer dependency","2005","higher vocational","Rural Area","48","0.108776181726634","0.0830113709185597","0.134540992534708","1"
"Low transfer dependency","2005","higher education","Urban Area","91","0.0329741651232696","0.0265445021652914","0.0394038280812477","1"
"Low transfer dependency","2005","higher education","Rural Area","73","0.0644910448100996","0.0505471645612244","0.0784349250589747","1"
"Low transfer dependency","2005","in school","Urban Area","29","","","","1"
"Low transfer dependency","2005","general elemantary","Rural Area","78","0.120739318998485","0.097544196228364","0.143934441768606","1"
"Low transfer dependency","2005","higher vocational","Urban Area","44","0.0331948518526389","0.0220859740020898","0.044303729703188","1"
"Low transfer dependency","2005","middle vocational","Urban Area","349","0.048073001089391","0.0428808965185446","0.0532651056602374","1"
"Low transfer dependency","2005","middle vocational","Rural Area","367","0.0987221595876781","0.0891030180363511","0.108341301139005","1"
"Low transfer dependency","2005","vocational + Abi","Urban Area","54","0.0563197211880865","0.0409564843743004","0.0716829580018725","1"
"Low transfer dependency","2005","vocational + Abi","Rural Area","25","","","","1"
"Very high transfer dependency","2005","in school","Rural Area","14","","","","3"
"Very high transfer dependency","2005","inadequately","Urban Area","25","","","","3"
"Very high transfer dependency","2005","higher vocational","Urban Area","12","","","","3"
"Very high transfer dependency","2005","higher vocational","Rural Area","5","","","","3"
"Very high transfer dependency","2005","inadequately","Rural Area","11","","","","3"
"Very high transfer dependency","2005","general elemantary","Urban Area","89","0.0584954448705521","0.0471132180572521","0.0698776716838521","3"
"Very high transfer dependency","2005","higher education","Urban Area","32","0.0233953865334514","0.0179527821950688","0.028837990871834","3"
"Very high transfer dependency","2005","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","2005","in school","Urban Area","16","","","","3"
"Very high transfer dependency","2005","general elemantary","Rural Area","34","0.0518186606939098","0.0360388320732551","0.0675984893145644","3"
"Very high transfer dependency","2005","middle vocational","Urban Area","177","0.0347645255757079","0.0303184608402069","0.0392105903112089","3"
"Very high transfer dependency","2005","middle vocational","Rural Area","144","0.0451483104792785","0.0384527281057328","0.0518438928528243","3"
"Very high transfer dependency","2005","vocational + Abi","Urban Area","15","","","","3"
"Very high transfer dependency","2005","vocational + Abi","Rural Area","13","","","","3"
"Very low transfer dependency","2005","general elemantary","Urban Area","1355","0.828670803339698","0.81039562150914","0.846945985170255","0"
"Very low transfer dependency","2005","general elemantary","Rural Area","609","0.776647893268132","0.746998173086208","0.806297613450057","0"
"Very low transfer dependency","2005","middle vocational","Urban Area","5867","0.8942816039305","0.886818776104043","0.901744431756957","0"
"Very low transfer dependency","2005","middle vocational","Rural Area","3067","0.828166424116777","0.816001414151961","0.840331434081593","0"
"Very low transfer dependency","2005","vocational + Abi","Urban Area","782","0.90611452994551","0.886677460914802","0.925551598976218","0"
"Very low transfer dependency","2005","higher education","Rural Area","1089","0.906969546143296","0.890479613353372","0.92345947893322","0"
"Very low transfer dependency","2005","in school","Urban Area","393","0.849773301178145","0.816688068979799","0.882858533376491","0"
"Very low transfer dependency","2005","in school","Rural Area","149","0.669564152142454","0.604046975943531","0.735081328341378","0"
"Very low transfer dependency","2005","inadequately","Urban Area","120","0.636112560282428","0.566214855493444","0.706010265071412","0"
"Very low transfer dependency","2005","inadequately","Rural Area","32","0.658536897336499","0.53649862750276","0.780575167170239","0"
"Very low transfer dependency","2005","vocational + Abi","Rural Area","216","0.800284016147139","0.751782387638755","0.848785644655523","0"
"Very low transfer dependency","2005","higher vocational","Urban Area","932","0.938368215785857","0.923455581697482","0.953280849874233","0"
"Very low transfer dependency","2005","higher vocational","Rural Area","499","0.876283031186476","0.849036984482396","0.903529077890556","0"
"Very low transfer dependency","2005","higher education","Urban Area","2815","0.930512255917294","0.921356432241249","0.93966807959334","0"
"High transfer dependency","2006","vocational + Abi","Urban Area","15","","","","2"
"High transfer dependency","2006","in school","Urban Area","7","","","","2"
"High transfer dependency","2006","in school","Rural Area","10","","","","2"
"High transfer dependency","2006","general elemantary","Urban Area","83","0.0521733588604477","0.0415047258299528","0.0628419918909425","2"
"High transfer dependency","2006","general elemantary","Rural Area","44","0.0479554971893476","0.0336914659283414","0.0622195284503538","2"
"High transfer dependency","2006","middle vocational","Urban Area","155","0.0230846205718313","0.0195784277283404","0.0265908134153222","2"
"High transfer dependency","2006","middle vocational","Rural Area","143","0.0371935424071245","0.0313495905554964","0.0430374942587526","2"
"High transfer dependency","2006","higher vocational","Urban Area","16","","","","2"
"High transfer dependency","2006","higher vocational","Rural Area","12","","","","2"
"High transfer dependency","2006","higher education","Rural Area","10","","","","2"
"High transfer dependency","2006","inadequately","Urban Area","18","","","","2"
"High transfer dependency","2006","vocational + Abi","Rural Area","8","","","","2"
"High transfer dependency","2006","higher education","Urban Area","18","","","","2"
"High transfer dependency","2006","inadequately","Rural Area","4","","","","2"
"Low transfer dependency","2006","in school","Rural Area","13","","","","1"
"Low transfer dependency","2006","inadequately","Urban Area","23","","","","1"
"Low transfer dependency","2006","inadequately","Rural Area","7","","","","1"
"Low transfer dependency","2006","general elemantary","Urban Area","110","0.0636057778492225","0.0518973773551227","0.0753141783433223","1"
"Low transfer dependency","2006","higher vocational","Rural Area","47","0.0800685153102856","0.0585664087819995","0.101570621838572","1"
"Low transfer dependency","2006","higher education","Urban Area","88","0.0276627599048489","0.0220329270091322","0.0332925928005656","1"
"Low transfer dependency","2006","higher education","Rural Area","66","0.0420265050449965","0.0311485143874572","0.0529044957025358","1"
"Low transfer dependency","2006","in school","Urban Area","29","","","","1"
"Low transfer dependency","2006","general elemantary","Rural Area","83","0.096099295563849","0.0764242873372427","0.115774303790455","1"
"Low transfer dependency","2006","higher vocational","Urban Area","48","0.04308554097647","0.0307627730265194","0.0554083089264207","1"
"Low transfer dependency","2006","middle vocational","Urban Area","394","0.0608667888386485","0.0552846613641626","0.0664489163131344","1"
"Low transfer dependency","2006","middle vocational","Rural Area","315","0.0731549585918753","0.0651136114675784","0.0811963057161722","1"
"Low transfer dependency","2006","vocational + Abi","Urban Area","66","0.0852413876263177","0.0672169742333139","0.103265801019321","1"
"Low transfer dependency","2006","vocational + Abi","Rural Area","31","0.0868043436210914","0.0543440968643479","0.119264590377835","1"
"Very high transfer dependency","2006","in school","Rural Area","16","","","","3"
"Very high transfer dependency","2006","inadequately","Urban Area","29","","","","3"
"Very high transfer dependency","2006","inadequately","Rural Area","11","","","","3"
"Very high transfer dependency","2006","general elemantary","Urban Area","102","0.0644495685252722","0.0526690737369127","0.0762300633136317","3"
"Very high transfer dependency","2006","higher vocational","Urban Area","16","","","","3"
"Very high transfer dependency","2006","higher vocational","Rural Area","5","","","","3"
"Very high transfer dependency","2006","higher education","Urban Area","47","0.0304777013547988","0.0245769230723266","0.036378479637271","3"
"Very high transfer dependency","2006","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","2006","in school","Urban Area","20","","","","3"
"Very high transfer dependency","2006","general elemantary","Rural Area","54","0.0778094895688542","0.0599272847150245","0.0956916944226838","3"
"Very high transfer dependency","2006","middle vocational","Urban Area","218","0.0393335765952412","0.0347950594499941","0.0438720937404883","3"
"Very high transfer dependency","2006","middle vocational","Rural Area","186","0.0515046006754391","0.0446789511237192","0.0583302502271591","3"
"Very high transfer dependency","2006","vocational + Abi","Urban Area","22","","","","3"
"Very high transfer dependency","2006","vocational + Abi","Rural Area","9","","","","3"
"Very low transfer dependency","2006","general elemantary","Urban Area","1374","0.819771294765058","0.801330558465948","0.838212031064167","0"
"Very low transfer dependency","2006","general elemantary","Rural Area","681","0.778135717677949","0.750398312598102","0.805873122757796","0"
"Very low transfer dependency","2006","middle vocational","Urban Area","6280","0.876715013994279","0.869039096952804","0.884390931035754","0"
"Very low transfer dependency","2006","middle vocational","Rural Area","3384","0.838146898325561","0.826772617557224","0.849521179093898","0"
"Very low transfer dependency","2006","vocational + Abi","Urban Area","819","0.873222134997851","0.851745476306178","0.894698793689524","0"
"Very low transfer dependency","2006","higher education","Rural Area","1219","0.930538143492811","0.91675492691183","0.944321360073793","0"
"Very low transfer dependency","2006","higher vocational","Rural Area","548","0.881399140962465","0.855783654454083","0.907014627470847","0"
"Very low transfer dependency","2006","higher education","Urban Area","3107","0.933459856561415","0.924904679933914","0.942015033188915","0"
"Very low transfer dependency","2006","in school","Urban Area","371","0.81994367309594","0.783499310722663","0.856388035469217","0"
"Very low transfer dependency","2006","in school","Rural Area","167","0.775455113637121","0.71847223335075","0.832437993923493","0"
"Very low transfer dependency","2006","inadequately","Urban Area","105","0.519293831379487","0.445269329076294","0.59331833368268","0"
"Very low transfer dependency","2006","inadequately","Rural Area","42","0.669195583700472","0.553924523774502","0.784466643626442","0"
"Very low transfer dependency","2006","vocational + Abi","Rural Area","241","0.803870100326113","0.75809134183934","0.849648858812886","0"
"Very low transfer dependency","2006","higher vocational","Urban Area","963","0.919266461686569","0.902733386604086","0.935799536769052","0"
"High transfer dependency","2007","general elemantary","Urban Area","68","0.0539170061549542","0.0424414398143707","0.0653925724955377","2"
"High transfer dependency","2007","general elemantary","Rural Area","30","0.0413765732585192","0.0272635956469477","0.0554895508700908","2"
"High transfer dependency","2007","middle vocational","Urban Area","152","0.0265277486525766","0.0226312860599236","0.0304242112452297","2"
"High transfer dependency","2007","middle vocational","Rural Area","107","0.0306418584319732","0.0251476912160132","0.0361360256479333","2"
"High transfer dependency","2007","in school","Rural Area","4","","","","2"
"High transfer dependency","2007","inadequately","Urban Area","12","","","","2"
"High transfer dependency","2007","inadequately","Rural Area","3","","","","2"
"High transfer dependency","2007","vocational + Abi","Urban Area","10","","","","2"
"High transfer dependency","2007","higher vocational","Urban Area","12","","","","2"
"High transfer dependency","2007","in school","Urban Area","11","","","","2"
"High transfer dependency","2007","higher vocational","Rural Area","8","","","","2"
"High transfer dependency","2007","higher education","Rural Area","14","","","","2"
"High transfer dependency","2007","vocational + Abi","Rural Area","9","","","","2"
"High transfer dependency","2007","higher education","Urban Area","29","","","","2"
"Low transfer dependency","2007","inadequately","Rural Area","11","","","","1"
"Low transfer dependency","2007","general elemantary","Urban Area","111","0.0752346885564128","0.0618326317469753","0.0886367453658502","1"
"Low transfer dependency","2007","in school","Urban Area","32","0.0864980923405529","0.059550625624103","0.113445559057003","1"
"Low transfer dependency","2007","in school","Rural Area","21","","","","1"
"Low transfer dependency","2007","inadequately","Urban Area","20","","","","1"
"Low transfer dependency","2007","general elemantary","Rural Area","93","0.11032578941069","0.0881248477251172","0.132526731096263","1"
"Low transfer dependency","2007","higher vocational","Urban Area","31","0.0290274682850114","0.0183686344373861","0.0396863021326367","1"
"Low transfer dependency","2007","higher vocational","Rural Area","37","0.0742219458808263","0.0528149138894982","0.0956289778721543","1"
"Low transfer dependency","2007","higher education","Urban Area","69","0.0241864764500882","0.0188070297137885","0.0295659231863878","1"
"Low transfer dependency","2007","higher education","Rural Area","55","0.0475394700595025","0.0357620548944405","0.0593168852245646","1"
"Low transfer dependency","2007","middle vocational","Urban Area","338","0.0583022992865974","0.0526208763240871","0.0639837222491077","1"
"Low transfer dependency","2007","middle vocational","Rural Area","308","0.0727420674503303","0.0644627356063453","0.0810213992943153","1"
"Low transfer dependency","2007","vocational + Abi","Urban Area","46","0.0541205711384255","0.0391887467280553","0.0690523955487956","1"
"Low transfer dependency","2007","vocational + Abi","Rural Area","26","","","","1"
"Very high transfer dependency","2007","in school","Urban Area","18","","","","3"
"Very high transfer dependency","2007","in school","Rural Area","14","","","","3"
"Very high transfer dependency","2007","inadequately","Urban Area","22","","","","3"
"Very high transfer dependency","2007","inadequately","Rural Area","11","","","","3"
"Very high transfer dependency","2007","general elemantary","Urban Area","95","0.0706783285829791","0.05765647544033","0.0837001817256283","3"
"Very high transfer dependency","2007","higher vocational","Urban Area","20","","","","3"
"Very high transfer dependency","2007","higher vocational","Rural Area","6","","","","3"
"Very high transfer dependency","2007","higher education","Urban Area","45","0.0294326122398376","0.0235143371869306","0.0353508872927446","3"
"Very high transfer dependency","2007","higher education","Rural Area","12","","","","3"
"Very high transfer dependency","2007","general elemantary","Rural Area","45","0.0634760213183936","0.0461984906373016","0.0807535519994856","3"
"Very high transfer dependency","2007","middle vocational","Urban Area","191","0.0347379841095771","0.0302979793024625","0.0391779889166917","3"
"Very high transfer dependency","2007","middle vocational","Rural Area","166","0.0484547979983051","0.0416096113169942","0.0552999846796159","3"
"Very high transfer dependency","2007","vocational + Abi","Urban Area","20","","","","3"
"Very high transfer dependency","2007","vocational + Abi","Rural Area","6","","","","3"
"Very low transfer dependency","2007","general elemantary","Urban Area","1214","0.800169976705654","0.779852577168945","0.820487376242363","0"
"Very low transfer dependency","2007","general elemantary","Rural Area","597","0.784821616012397","0.755700891738125","0.813942340286668","0"
"Very low transfer dependency","2007","middle vocational","Urban Area","5853","0.880431967951249","0.872564880675235","0.888299055227263","0"
"Very low transfer dependency","2007","middle vocational","Rural Area","3199","0.848161276119391","0.836721100700344","0.859601451538438","0"
"Very low transfer dependency","2007","in school","Urban Area","357","0.811581791677118","0.774094200728033","0.849069382626203","0"
"Very low transfer dependency","2007","in school","Rural Area","169","0.748309441377497","0.689331379301362","0.807287503453632","0"
"Very low transfer dependency","2007","inadequately","Urban Area","97","0.561763456605021","0.48262443910092","0.640902474109121","0"
"Very low transfer dependency","2007","inadequately","Rural Area","40","0.740066962454883","0.633442301734684","0.846691623175082","0"
"Very low transfer dependency","2007","vocational + Abi","Urban Area","806","0.905181110261401","0.885846787135767","0.924515433387036","0"
"Very low transfer dependency","2007","higher education","Rural Area","1173","0.920450027541925","0.9054732131669","0.93542684191695","0"
"Very low transfer dependency","2007","higher vocational","Rural Area","525","0.897630826524033","0.872875404920275","0.922386248127792","0"
"Very low transfer dependency","2007","higher education","Urban Area","2990","0.933628736766988","0.92491217843776","0.942345295096216","0"
"Very low transfer dependency","2007","vocational + Abi","Rural Area","247","0.850325518642903","0.809123515166092","0.891527522119714","0"
"Very low transfer dependency","2007","higher vocational","Urban Area","890","0.917998077865246","0.90057862368085","0.935417532049643","0"
"High transfer dependency","2008","general elemantary","Urban Area","55","0.0310783719648777","0.0219029049158624","0.0402538390138929","2"
"High transfer dependency","2008","general elemantary","Rural Area","19","","","","2"
"High transfer dependency","2008","middle vocational","Urban Area","119","0.0278810099866032","0.02376978069034","0.0319922392828665","2"
"High transfer dependency","2008","middle vocational","Rural Area","90","0.0305717259544609","0.0249158234180723","0.0362276284908496","2"
"High transfer dependency","2008","in school","Urban Area","4","","","","2"
"High transfer dependency","2008","in school","Rural Area","4","","","","2"
"High transfer dependency","2008","inadequately","Urban Area","13","","","","2"
"High transfer dependency","2008","vocational + Abi","Rural Area","7","","","","2"
"High transfer dependency","2008","vocational + Abi","Urban Area","14","","","","2"
"High transfer dependency","2008","higher education","Rural Area","7","","","","2"
"High transfer dependency","2008","inadequately","Rural Area","3","","","","2"
"High transfer dependency","2008","higher vocational","Urban Area","11","","","","2"
"High transfer dependency","2008","higher vocational","Rural Area","7","","","","2"
"High transfer dependency","2008","higher education","Urban Area","23","","","","2"
"Low transfer dependency","2008","in school","Urban Area","20","","","","1"
"Low transfer dependency","2008","in school","Rural Area","16","","","","1"
"Low transfer dependency","2008","inadequately","Urban Area","14","","","","1"
"Low transfer dependency","2008","inadequately","Rural Area","6","","","","1"
"Low transfer dependency","2008","general elemantary","Urban Area","112","0.0808768466922526","0.0664605509524715","0.0952931424320337","1"
"Low transfer dependency","2008","general elemantary","Rural Area","68","0.11731052475575","0.0934553849549769","0.141165664556522","1"
"Low transfer dependency","2008","higher vocational","Urban Area","27","","","","1"
"Low transfer dependency","2008","higher vocational","Rural Area","26","","","","1"
"Low transfer dependency","2008","higher education","Urban Area","82","0.0238677890051939","0.0184021920397747","0.0293333859706131","1"
"Low transfer dependency","2008","higher education","Rural Area","47","0.0650223771932153","0.0511008590559475","0.0789438953304831","1"
"Low transfer dependency","2008","middle vocational","Urban Area","306","0.051867200287415","0.046329381716182","0.0574050188586479","1"
"Low transfer dependency","2008","middle vocational","Rural Area","237","0.0645802713678774","0.0565053687699533","0.0726551739658016","1"
"Low transfer dependency","2008","vocational + Abi","Urban Area","41","0.0371453287685737","0.0242247892847465","0.0500658682524008","1"
"Low transfer dependency","2008","vocational + Abi","Rural Area","21","","","","1"
"Very high transfer dependency","2008","in school","Urban Area","13","","","","3"
"Very high transfer dependency","2008","in school","Rural Area","6","","","","3"
"Very high transfer dependency","2008","inadequately","Urban Area","24","","","","3"
"Very high transfer dependency","2008","inadequately","Rural Area","9","","","","3"
"Very high transfer dependency","2008","general elemantary","Urban Area","88","0.0791596102618606","0.0648838670196082","0.0934353535041129","3"
"Very high transfer dependency","2008","higher vocational","Urban Area","11","","","","3"
"Very high transfer dependency","2008","higher vocational","Rural Area","4","","","","3"
"Very high transfer dependency","2008","higher education","Urban Area","39","0.02946138961739","0.0234064445286815","0.0355163347060985","3"
"Very high transfer dependency","2008","higher education","Rural Area","11","","","","3"
"Very high transfer dependency","2008","general elemantary","Rural Area","48","0.0765180027355185","0.056811682647505","0.0962243228235321","3"
"Very high transfer dependency","2008","middle vocational","Urban Area","153","0.0321551235877968","0.0277497199694416","0.036560527206152","3"
"Very high transfer dependency","2008","middle vocational","Rural Area","155","0.042484188779982","0.0358578942001644","0.0491104833597996","3"
"Very high transfer dependency","2008","vocational + Abi","Urban Area","15","","","","3"
"Very high transfer dependency","2008","vocational + Abi","Rural Area","6","","","","3"
"Very low transfer dependency","2008","general elemantary","Urban Area","1119","0.808885171081009","0.788095608365614","0.829674733796405","0"
"Very low transfer dependency","2008","general elemantary","Rural Area","564","0.786811268175861","0.756449510362731","0.817173025988991","0"
"Very low transfer dependency","2008","middle vocational","Urban Area","5582","0.888096666138185","0.880224225990237","0.895969106286133","0"
"Very low transfer dependency","2008","middle vocational","Rural Area","3077","0.86236381389768","0.851045136701358","0.873682491094002","0"
"Very low transfer dependency","2008","in school","Urban Area","331","0.847612521608647","0.810892958530052","0.884332084687243","0"
"Very low transfer dependency","2008","in school","Rural Area","154","0.845246599220427","0.792411362771057","0.898081835669797","0"
"Very low transfer dependency","2008","inadequately","Urban Area","81","0.562765433469278","0.478143668971004","0.647387197967551","0"
"Very low transfer dependency","2008","inadequately","Rural Area","32","0.637912662275918","0.504698508878561","0.771126815673275","0"
"Very low transfer dependency","2008","vocational + Abi","Urban Area","753","0.918031042190246","0.899289662324993","0.936772422055499","0"
"Very low transfer dependency","2008","higher education","Rural Area","1140","0.917937573193619","0.902441083954458","0.933434062432781","0"
"Very low transfer dependency","2008","vocational + Abi","Rural Area","235","0.89744999357971","0.861196912163411","0.933703074996008","0"
"Very low transfer dependency","2008","higher vocational","Urban Area","834","0.925755049159181","0.908462889133112","0.94304720918525","0"
"Very low transfer dependency","2008","higher vocational","Rural Area","493","0.932672929556814","0.911339056776593","0.954006802337035","0"
"Very low transfer dependency","2008","higher education","Urban Area","2852","0.93514858404403","0.926330439197942","0.943966728890118","0"
"High transfer dependency","2009","general elemantary","Urban Area","47","0.0340016424715179","0.0238486158638581","0.0441546690791778","2"
