"transab_cat2","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2002","vocational + Abi","West Germany","941","0.886585923042085","0.867239434995748","0.905932411088421"
"Very low transfer dependency","2002","vocational + Abi","East Germany","105","0.757968231546413","0.685717392384077","0.830219070708749"
"Very low transfer dependency","2002","higher vocational","West Germany","1223","0.933542378340788","0.919955352975233","0.947129403706343"
"Very low transfer dependency","2002","higher vocational","East Germany","394","0.871742850630076","0.840848659940086","0.902637041320067"
"Very low transfer dependency","2002","higher education","West Germany","3144","0.950365505891401","0.942889343639517","0.957841668143286"
"Very low transfer dependency","2002","higher education","East Germany","1197","0.901650008283728","0.885579417126574","0.917720599440883"
"Low transfer dependency","2002","in school","West Germany","23","","",""
"Low transfer dependency","2002","in school","East Germany","20","","",""
"Low transfer dependency","2002","inadequately","West Germany","38","0.130027740404092","0.0895332568877255","0.170522223920459"
"Low transfer dependency","2002","inadequately","East Germany","1","","",""
"Low transfer dependency","2002","general elemantary","West Germany","170","0.060827607105664","0.0513902418420386","0.0702649723692893"
"Low transfer dependency","2002","general elemantary","East Germany","35","0.0777377753609357","0.0521910564271632","0.103284494294708"
"Low transfer dependency","2002","middle vocational","West Germany","385","0.0463596363751068","0.0419436648074017","0.0507756079428118"
"Low transfer dependency","2002","middle vocational","East Germany","337","0.109962676008218","0.0984891805205335","0.121436171495902"
"Low transfer dependency","2002","vocational + Abi","West Germany","54","0.0597935534629539","0.0453276009010077","0.0742595060249001"
"Low transfer dependency","2002","vocational + Abi","East Germany","19","","",""
"Low transfer dependency","2002","higher vocational","West Germany","44","0.0426648966726851","0.031640563980854","0.0536892293645162"
"Low transfer dependency","2002","higher vocational","East Germany","39","0.0782054997881949","0.0533983117645741","0.103012687811816"
"Low transfer dependency","2002","higher education","West Germany","54","0.0255556443124405","0.0201235972317581","0.0309876913931229"
"Low transfer dependency","2002","higher education","East Germany","92","0.071986799196533","0.0580382447473783","0.0859353536456877"
"High transfer dependency","2002","in school","West Germany","10","","",""
"High transfer dependency","2002","in school","East Germany","9","","",""
"High transfer dependency","2002","inadequately","West Germany","16","","",""
"High transfer dependency","2002","inadequately","East Germany","2","","",""
"High transfer dependency","2002","general elemantary","West Germany","63","0.0316110504180455","0.0247027356800286","0.0385193651560624"
"High transfer dependency","2002","general elemantary","East Germany","28","","",""
"High transfer dependency","2002","middle vocational","West Germany","134","0.0200126191687779","0.0170714083624856","0.0229538299750701"
"High transfer dependency","2002","middle vocational","East Germany","119","0.0420961444381361","0.0347315114223854","0.0494607774538869"
"High transfer dependency","2002","vocational + Abi","West Germany","12","","",""
"High transfer dependency","2002","vocational + Abi","East Germany","6","","",""
"High transfer dependency","2002","higher vocational","West Germany","9","","",""
"High transfer dependency","2002","higher vocational","East Germany","5","","",""
"High transfer dependency","2002","higher education","West Germany","16","","",""
"High transfer dependency","2002","higher education","East Germany","16","","",""
"Very high transfer dependency","2002","in school","West Germany","3","","",""
"Very high transfer dependency","2002","in school","East Germany","6","","",""
"Very high transfer dependency","2002","inadequately","West Germany","24","","",""
"Very high transfer dependency","2002","inadequately","East Germany","4","","",""
"Very high transfer dependency","2002","general elemantary","West Germany","80","0.0342206763482794","0.0270425518690512","0.0413988008275076"
"Very high transfer dependency","2002","general elemantary","East Germany","28","","",""
"Very high transfer dependency","2002","middle vocational","West Germany","116","0.0158143737803181","0.0131942099064541","0.0184345376541821"
"Very high transfer dependency","2002","middle vocational","East Germany","143","0.0627099241521458","0.0538184425017688","0.0716014058025228"
"Very high transfer dependency","2002","vocational + Abi","West Germany","25","","",""
"Very high transfer dependency","2002","vocational + Abi","East Germany","5","","",""
"Very high transfer dependency","2002","higher vocational","West Germany","15","","",""
"Very high transfer dependency","2002","higher vocational","East Germany","12","","",""
"Very high transfer dependency","2002","higher education","West Germany","28","","",""
"Very high transfer dependency","2002","higher education","East Germany","14","","",""
"Very low transfer dependency","2003","in school","West Germany","404","0.842724252330218","0.809272719873594","0.876175784786842"
"Very low transfer dependency","2003","in school","East Germany","123","0.747183153253984","0.67941337129767","0.814952935210297"
"Very low transfer dependency","2003","inadequately","West Germany","171","0.650031808527362","0.59125995041285","0.708803666641874"
"Very low transfer dependency","2003","inadequately","East Germany","6","","",""
"Very low transfer dependency","2003","general elemantary","West Germany","2010","0.864054967152584","0.850126747940608","0.87798318636456"
"Very low transfer dependency","2003","general elemantary","East Germany","306","0.747953127768825","0.706129108305979","0.789777147231671"
"Very low transfer dependency","2003","middle vocational","West Germany","7635","0.912439990010522","0.906355476181584","0.918524503839459"
"Very low transfer dependency","2003","middle vocational","East Germany","2151","0.762182019171296","0.746381348288352","0.777982690054241"
"Very low transfer dependency","2003","vocational + Abi","West Germany","927","0.889001895809361","0.86969569857237","0.908308093046352"
"Very low transfer dependency","2003","vocational + Abi","East Germany","110","0.737428789594554","0.665053966321857","0.80980361286725"
"Very low transfer dependency","2003","higher vocational","West Germany","1169","0.941456168636069","0.928346752175421","0.954565585096718"
"Very low transfer dependency","2003","higher vocational","East Germany","399","0.880218334322849","0.850150685915037","0.910285982730661"
"Very low transfer dependency","2003","higher education","West Germany","2955","0.953854753899117","0.946422491508111","0.961287016290123"
"Very low transfer dependency","2003","higher education","East Germany","1160","0.892936628358589","0.876044296892997","0.90982895982418"
"Low transfer dependency","2003","in school","West Germany","31","0.0872343679201716","0.0613065575493026","0.113162178291041"
"Low transfer dependency","2003","in school","East Germany","21","","",""
"Low transfer dependency","2003","inadequately","West Germany","43","0.155572645217165","0.110910909708223","0.200234380726107"
"Low transfer dependency","2003","inadequately","East Germany","3","","",""
"Low transfer dependency","2003","general elemantary","West Germany","172","0.0665901176960112","0.0564583709786585","0.0767218644133639"
"Low transfer dependency","2003","general elemantary","East Germany","50","0.11472925978545","0.0840303416032206","0.14542817796768"
"Low transfer dependency","2003","middle vocational","West Germany","392","0.045852461287674","0.0413498970315768","0.0503550255437711"
"Low transfer dependency","2003","middle vocational","East Germany","361","0.122488720364665","0.110321307731676","0.134656132997653"
"Low transfer dependency","2003","vocational + Abi","West Germany","62","0.0767277133897915","0.0603697722068406","0.0930856545727424"
"Low transfer dependency","2003","vocational + Abi","East Germany","17","","",""
"Low transfer dependency","2003","higher vocational","West Germany","40","0.030557804045944","0.0209468883587673","0.0401687197331207"
"Low transfer dependency","2003","higher vocational","East Germany","27","","",""
"Low transfer dependency","2003","higher education","West Germany","65","0.0215302014040991","0.0163884131824811","0.0266719896257172"
"Low transfer dependency","2003","higher education","East Germany","93","0.0802417129069486","0.0653995987432615","0.0950838270706358"
"High transfer dependency","2003","in school","West Germany","10","","",""
"High transfer dependency","2003","in school","East Germany","6","","",""
"High transfer dependency","2003","inadequately","West Germany","17","","",""
"High transfer dependency","2003","inadequately","East Germany","1","","",""
"High transfer dependency","2003","general elemantary","West Germany","61","0.0251913826385517","0.0188230033981864","0.0315597618789169"
"High transfer dependency","2003","general elemantary","East Germany","26","","",""
"High transfer dependency","2003","middle vocational","West Germany","123","0.0162083930484674","0.0134901244877648","0.01892666160917"
"High transfer dependency","2003","middle vocational","East Germany","117","0.0456446438686936","0.0378987096766917","0.0533905780606956"
"High transfer dependency","2003","vocational + Abi","West Germany","10","","",""
"High transfer dependency","2003","vocational + Abi","East Germany","7","","",""
"High transfer dependency","2003","higher vocational","West Germany","10","","",""
"High transfer dependency","2003","higher vocational","East Germany","8","","",""
"High transfer dependency","2003","higher education","West Germany","10","","",""
"High transfer dependency","2003","higher education","East Germany","16","","",""
"Very high transfer dependency","2003","in school","West Germany","10","","",""
"Very high transfer dependency","2003","in school","East Germany","8","","",""
"Very high transfer dependency","2003","inadequately","West Germany","22","","",""
"Very high transfer dependency","2003","inadequately","East Germany","5","","",""
"Very high transfer dependency","2003","general elemantary","West Germany","83","0.0441635325128528","0.0358139081857392","0.0525131568399664"
"Very high transfer dependency","2003","general elemantary","East Germany","32","0.0950491016473093","0.0667980618805425","0.123300141414076"
"Very high transfer dependency","2003","middle vocational","West Germany","140","0.0254991556533369","0.0221058355064535","0.0288924758002203"
"Very high transfer dependency","2003","middle vocational","East Germany","160","0.0696846165953456","0.0602351478583431","0.079134085332348"
"Very high transfer dependency","2003","vocational + Abi","West Germany","18","","",""
"Very high transfer dependency","2003","vocational + Abi","East Germany","8","","",""
"Very high transfer dependency","2003","higher vocational","West Germany","13","","",""
"Very high transfer dependency","2003","higher vocational","East Germany","14","","",""
"Very high transfer dependency","2003","higher education","West Germany","31","0.0194782891628671","0.0145825255767627","0.0243740527489716"
"Very high transfer dependency","2003","higher education","East Germany","18","","",""
"Very low transfer dependency","2004","in school","West Germany","420","0.845069575490164","0.812287250371974","0.877851900608354"
"Very low transfer dependency","2004","in school","East Germany","124","0.714421491800004","0.645291551355852","0.783551432244156"
"Very low transfer dependency","2004","inadequately","West Germany","172","0.751869554775024","0.69628996004671","0.807449149503338"
"Very low transfer dependency","2004","inadequately","East Germany","9","","",""
"Very low transfer dependency","2004","general elemantary","West Germany","1876","0.844568850373846","0.829456392060194","0.859681308687498"
"Very low transfer dependency","2004","general elemantary","East Germany","269","0.704386222851885","0.657952992555017","0.750819453148754"
"Very low transfer dependency","2004","middle vocational","West Germany","7329","0.90613068145568","0.899745789124778","0.912515573786582"
"Very low transfer dependency","2004","middle vocational","East Germany","2112","0.759476818250544","0.743429570081409","0.775524066419678"
"Very low transfer dependency","2004","vocational + Abi","West Germany","921","0.901182677679009","0.882760507777514","0.919604847580504"
"Very low transfer dependency","2004","vocational + Abi","East Germany","118","0.704379635620932","0.632073867286442","0.776685403955422"
"Very low transfer dependency","2004","higher vocational","West Germany","1137","0.945971912578523","0.933196815908526","0.95874700924852"
"Very low transfer dependency","2004","higher vocational","East Germany","378","0.893561484197207","0.864446196801389","0.922676771593025"
"Very low transfer dependency","2004","higher education","West Germany","2900","0.937819410998097","0.929209713643043","0.94642910835315"
"Very low transfer dependency","2004","higher education","East Germany","1163","0.895693706215613","0.878929319871474","0.912458092559753"
"Low transfer dependency","2004","in school","West Germany","28","","",""
"Low transfer dependency","2004","in school","East Germany","22","","",""
"Low transfer dependency","2004","inadequately","West Germany","28","","",""
"Low transfer dependency","2004","inadequately","East Germany","3","","",""
"Low transfer dependency","2004","general elemantary","West Germany","170","0.0746666744922353","0.0637028755487994","0.0856304734356712"
"Low transfer dependency","2004","general elemantary","East Germany","52","0.120485334761084","0.0873608010698322","0.153609868452336"
"Low transfer dependency","2004","middle vocational","West Germany","423","0.0529574197183153","0.0480546162022973","0.0578602232343333"
"Low transfer dependency","2004","middle vocational","East Germany","330","0.113210811707065","0.101314317851626","0.125107305562503"
"Low transfer dependency","2004","vocational + Abi","West Germany","57","0.0614355166493524","0.0466117134613076","0.0762593198373972"
"Low transfer dependency","2004","vocational + Abi","East Germany","17","","",""
"Low transfer dependency","2004","higher vocational","West Germany","42","0.0288799900150101","0.019416523535307","0.0383434564947133"
"Low transfer dependency","2004","higher vocational","East Germany","31","0.0624846484485873","0.039634695230014","0.0853346016671607"
"Low transfer dependency","2004","higher education","West Germany","75","0.0339814872039691","0.027521751096056","0.0404412233118823"
"Low transfer dependency","2004","higher education","East Germany","74","0.0659007545606315","0.0522927531177019","0.0795087560035611"
"High transfer dependency","2004","in school","West Germany","10","","",""
"High transfer dependency","2004","in school","East Germany","5","","",""
"High transfer dependency","2004","inadequately","West Germany","15","","",""
"High transfer dependency","2004","inadequately","East Germany","3","","",""
"High transfer dependency","2004","general elemantary","West Germany","67","0.0290795832922615","0.0220709318380066","0.0360882347465163"
"High transfer dependency","2004","general elemantary","East Germany","27","","",""
"High transfer dependency","2004","middle vocational","West Germany","121","0.0162616824539038","0.0134927085693209","0.0190306563384868"
"High transfer dependency","2004","middle vocational","East Germany","104","0.0416551162604794","0.0341534121980185","0.0491568203229403"
"High transfer dependency","2004","vocational + Abi","West Germany","12","","",""
"High transfer dependency","2004","vocational + Abi","East Germany","6","","",""
"High transfer dependency","2004","higher vocational","West Germany","11","","",""
"High transfer dependency","2004","higher vocational","East Germany","9","","",""
"High transfer dependency","2004","higher education","West Germany","21","","",""
"High transfer dependency","2004","higher education","East Germany","18","","",""
"Very high transfer dependency","2004","in school","West Germany","10","","",""
"Very high transfer dependency","2004","in school","East Germany","13","","",""
"Very high transfer dependency","2004","inadequately","West Germany","17","","",""
"Very high transfer dependency","2004","inadequately","East Germany","3","","",""
"Very high transfer dependency","2004","general elemantary","West Germany","95","0.0516848918416572","0.0424505340584016","0.0609192496249129"
"Very high transfer dependency","2004","general elemantary","East Germany","23","","",""
"Very high transfer dependency","2004","middle vocational","West Germany","142","0.0246502163721011","0.0212556297799518","0.0280448029642504"
"Very high transfer dependency","2004","middle vocational","East Germany","179","0.0856572537819123","0.075149704806513","0.0961648027573116"
"Very high transfer dependency","2004","vocational + Abi","West Germany","18","","",""
"Very high transfer dependency","2004","vocational + Abi","East Germany","12","","",""
"Very high transfer dependency","2004","higher vocational","West Germany","13","","",""
"Very high transfer dependency","2004","higher vocational","East Germany","13","","",""
"Very high transfer dependency","2004","higher education","West Germany","26","","",""
"Very high transfer dependency","2004","higher education","East Germany","22","","",""
"Very low transfer dependency","2005","in school","West Germany","439","0.843509333892253","0.811695325303227","0.875323342481279"
"Very low transfer dependency","2005","in school","East Germany","103","0.602283274838797","0.522621235730192","0.681945313947401"
"Very low transfer dependency","2005","inadequately","West Germany","146","0.648806179132957","0.586155384867056","0.711456973398859"
"Very low transfer dependency","2005","inadequately","East Germany","6","","",""
"Very low transfer dependency","2005","general elemantary","West Germany","1719","0.82661741424045","0.810241384090023","0.842993444390877"
"Very low transfer dependency","2005","general elemantary","East Germany","245","0.692624183343469","0.643434569382638","0.7418137973043"
"Very low transfer dependency","2005","middle vocational","West Germany","6941","0.904966367803541","0.898379665715409","0.911553069891672"
"Very low transfer dependency","2005","middle vocational","East Germany","1993","0.737278976652233","0.720361921868438","0.754196031436029"
"Very low transfer dependency","2005","vocational + Abi","West Germany","877","0.90676398533071","0.888447194145077","0.925080776516343"
"Very low transfer dependency","2005","vocational + Abi","East Germany","121","0.679229141758229","0.60644694561269","0.752011337903768"
"Very low transfer dependency","2005","higher vocational","West Germany","1065","0.92790509263076","0.912904130583488","0.942906054678033"
"Very low transfer dependency","2005","higher vocational","East Germany","366","0.881669574946118","0.850705287564827","0.912633862327409"
"Very low transfer dependency","2005","higher education","West Germany","2778","0.931084867100557","0.921879774463443","0.940289959737671"
"Very low transfer dependency","2005","higher education","East Germany","1126","0.903358213354122","0.886952257304808","0.919764169403437"
"Low transfer dependency","2005","in school","West Germany","39","0.0809538917017178","0.0570693592627207","0.104838424140715"
"Low transfer dependency","2005","in school","East Germany","17","","",""
"Low transfer dependency","2005","inadequately","West Germany","34","0.172024199849502","0.122490672647537","0.221557727051466"
"Low transfer dependency","2005","inadequately","East Germany","1","","",""
"Low transfer dependency","2005","general elemantary","West Germany","172","0.0897917279489843","0.07742535983996","0.102158096058009"
"Low transfer dependency","2005","general elemantary","East Germany","39","0.120715695424053","0.0859831772462121","0.155448213601894"
"Low transfer dependency","2005","middle vocational","West Germany","394","0.0495369146052614","0.044663366683567","0.0544104625269559"
"Low transfer dependency","2005","middle vocational","East Germany","322","0.129162462434286","0.11627111997474","0.142053804893831"
"Low transfer dependency","2005","vocational + Abi","West Germany","61","0.0563504483798897","0.0418238319482378","0.0708770648115417"
"Low transfer dependency","2005","vocational + Abi","East Germany","18","","",""
"Low transfer dependency","2005","higher vocational","West Germany","55","0.0481304030913847","0.0357163523479044","0.060544453834865"
"Low transfer dependency","2005","higher vocational","East Germany","37","0.0939561625055812","0.0659858582389703","0.121926466772192"
"Low transfer dependency","2005","higher education","West Germany","79","0.0341493713636631","0.0275496960413937","0.0407490466859326"
"Low transfer dependency","2005","higher education","East Germany","85","0.0632439371236579","0.0497290701509244","0.0767588040963914"
"High transfer dependency","2005","in school","West Germany","10","","",""
"High transfer dependency","2005","in school","East Germany","8","","",""
"High transfer dependency","2005","inadequately","West Germany","14","","",""
"High transfer dependency","2005","inadequately","East Germany","3","","",""
"High transfer dependency","2005","general elemantary","West Germany","68","0.0350487783086944","0.0270937315137793","0.0430038251036095"
"High transfer dependency","2005","general elemantary","East Germany","25","","",""
"High transfer dependency","2005","middle vocational","West Germany","122","0.0178247824636728","0.0148529813424219","0.0207965835849238"
"High transfer dependency","2005","middle vocational","East Germany","122","0.0521472198326722","0.0436015238029782","0.0606929158623662"
"High transfer dependency","2005","vocational + Abi","West Germany","15","","",""
"High transfer dependency","2005","vocational + Abi","East Germany","6","","",""
"High transfer dependency","2005","higher vocational","West Germany","10","","",""
"High transfer dependency","2005","higher vocational","East Germany","10","","",""
"High transfer dependency","2005","higher education","West Germany","26","","",""
"High transfer dependency","2005","higher education","East Germany","17","","",""
"Very high transfer dependency","2005","in school","West Germany","13","","",""
"Very high transfer dependency","2005","in school","East Germany","17","","",""
"Very high transfer dependency","2005","inadequately","West Germany","29","","",""
"Very high transfer dependency","2005","inadequately","East Germany","7","","",""
"Very high transfer dependency","2005","general elemantary","West Germany","94","0.0485420795018714","0.0392458337115043","0.0578383252922385"
"Very high transfer dependency","2005","general elemantary","East Germany","29","","",""
"Very high transfer dependency","2005","middle vocational","West Germany","158","0.0276719351275252","0.0239877680844104","0.0313561021706399"
"Very high transfer dependency","2005","middle vocational","East Germany","163","0.0814113410808089","0.0708998479437169","0.0919228342179009"
"Very high transfer dependency","2005","vocational + Abi","West Germany","15","","",""
"Very high transfer dependency","2005","vocational + Abi","East Germany","13","","",""
"Very high transfer dependency","2005","higher vocational","West Germany","12","","",""
"Very high transfer dependency","2005","higher vocational","East Germany","5","","",""
"Very high transfer dependency","2005","higher education","West Germany","26","","",""
"Very high transfer dependency","2005","higher education","East Germany","18","","",""
"Very low transfer dependency","2006","in school","West Germany","429","0.843555250362563","0.811291052441668","0.875819448283458"
"Very low transfer dependency","2006","in school","East Germany","109","0.647200441200214","0.569690915002001","0.724709967398427"
"Very low transfer dependency","2006","inadequately","West Germany","139","0.569161248700059","0.503275230013246","0.635047267386872"
"Very low transfer dependency","2006","inadequately","East Germany","8","","",""
"Very low transfer dependency","2006","general elemantary","West Germany","1776","0.822929356251636","0.806786309178692","0.83907240332458"
"Very low transfer dependency","2006","general elemantary","East Germany","279","0.681257835738163","0.634589295367457","0.727926376108868"
"Very low transfer dependency","2006","middle vocational","West Germany","7486","0.89340322804868","0.886756181686692","0.900050274410669"
"Very low transfer dependency","2006","middle vocational","East Germany","2178","0.745082595866344","0.728925654903915","0.761239536828772"
"Very low transfer dependency","2006","vocational + Abi","West Germany","927","0.873714038997952","0.853564735639077","0.893863342356827"
"Very low transfer dependency","2006","vocational + Abi","East Germany","133","0.707065319213733","0.638040541121115","0.77609009730635"
"Very low transfer dependency","2006","higher vocational","West Germany","1131","0.916126635565105","0.900616499889135","0.931636771241075"
"Very low transfer dependency","2006","higher vocational","East Germany","380","0.870431450284842","0.838615617709872","0.902247282859812"
"Very low transfer dependency","2006","higher education","West Germany","3109","0.940420245911376","0.932262157237153","0.948578334585599"
"Very low transfer dependency","2006","higher education","East Germany","1217","0.90771181664544","0.892174355361061","0.923249277929818"
"Low transfer dependency","2006","in school","West Germany","30","0.0545907401668695","0.0344139058575391","0.0747675744761999"
"Low transfer dependency","2006","in school","East Germany","12","","",""
"Low transfer dependency","2006","inadequately","West Germany","29","","",""
"Low transfer dependency","2006","inadequately","East Germany","1","","",""
"Low transfer dependency","2006","general elemantary","West Germany","155","0.0714179197972644","0.0605274980231092","0.0823083415714197"
"Low transfer dependency","2006","general elemantary","East Germany","38","0.0944775704839898","0.0651846502851017","0.123770490682878"
"Low transfer dependency","2006","middle vocational","West Germany","430","0.0540287668536237","0.0491592663487908","0.0588982673584565"
"Low transfer dependency","2006","middle vocational","East Germany","279","0.10884427769782","0.0972981385833556","0.120390416812285"
"Low transfer dependency","2006","vocational + Abi","West Germany","78","0.0842747381898851","0.0674236036807835","0.101125872698987"
"Low transfer dependency","2006","vocational + Abi","East Germany","19","","",""
"Low transfer dependency","2006","higher vocational","West Germany","65","0.0517099378032679","0.0393195922938247","0.0641002833127111"
"Low transfer dependency","2006","higher vocational","East Germany","30","0.0699116652678734","0.0457535455724579","0.0940697849632889"
"Low transfer dependency","2006","higher education","West Germany","72","0.025284733846234","0.0198741247222766","0.0306953429701914"
"Low transfer dependency","2006","higher education","East Germany","82","0.0509205089458433","0.0391191864500383","0.0627218314416482"
"High transfer dependency","2006","in school","West Germany","8","","",""
"High transfer dependency","2006","in school","East Germany","9","","",""
"High transfer dependency","2006","inadequately","West Germany","19","","",""
"High transfer dependency","2006","inadequately","East Germany","3","","",""
"High transfer dependency","2006","general elemantary","West Germany","99","0.04605509418397","0.0371910597092651","0.0549191286586749"
"High transfer dependency","2006","general elemantary","East Germany","28","","",""
"High transfer dependency","2006","middle vocational","West Germany","158","0.0209511007268424","0.0178662188666594","0.0240359825870254"
"High transfer dependency","2006","middle vocational","East Germany","140","0.0554725359388051","0.0469865268958801","0.0639585449817301"
"High transfer dependency","2006","vocational + Abi","West Germany","16","","",""
"High transfer dependency","2006","vocational + Abi","East Germany","7","","",""
"High transfer dependency","2006","higher vocational","West Germany","14","","",""
"High transfer dependency","2006","higher vocational","East Germany","14","","",""
"High transfer dependency","2006","higher education","West Germany","15","","",""
"High transfer dependency","2006","higher education","East Germany","13","","",""
"Very high transfer dependency","2006","in school","West Germany","20","","",""
"Very high transfer dependency","2006","in school","East Germany","16","","",""
"Very high transfer dependency","2006","inadequately","West Germany","30","0.138038236609626","0.0921436010117445","0.183932872207508"
"Very high transfer dependency","2006","inadequately","East Germany","10","","",""
"Very high transfer dependency","2006","general elemantary","West Germany","118","0.0595976297671296","0.049586057098718","0.0696092024355413"
"Very high transfer dependency","2006","general elemantary","East Germany","38","0.137741602013287","0.103227229243007","0.172255974783567"
"Very high transfer dependency","2006","middle vocational","West Germany","206","0.0316169043708536","0.0278479906523317","0.0353858180893755"
"Very high transfer dependency","2006","middle vocational","East Germany","198","0.0906005904970309","0.0799591595071106","0.101242021486951"
"Very high transfer dependency","2006","vocational + Abi","West Germany","23","","",""
"Very high transfer dependency","2006","vocational + Abi","East Germany","8","","",""
"Very high transfer dependency","2006","higher vocational","West Germany","17","","",""
"Very high transfer dependency","2006","higher vocational","East Germany","4","","",""
"Very high transfer dependency","2006","higher education","West Germany","38","0.0267555537132088","0.0211940014604549","0.0323171059659627"
"Very high transfer dependency","2006","higher education","East Germany","21","","",""
"Very low transfer dependency","2007","in school","West Germany","413","0.815599827892492","0.78076097568403","0.850438680100955"
"Very low transfer dependency","2007","in school","East Germany","113","0.693050162440265","0.619239602451729","0.7668607224288"
"Very low transfer dependency","2007","inadequately","West Germany","125","0.606069428398387","0.537134319105025","0.675004537691749"
"Very low transfer dependency","2007","inadequately","East Germany","12","","",""
"Very low transfer dependency","2007","general elemantary","West Germany","1564","0.80668567145517","0.78900815587324","0.8243631870371"
"Very low transfer dependency","2007","general elemantary","East Germany","247","0.708554446915922","0.659964795555665","0.75714409827618"
"Very low transfer dependency","2007","middle vocational","West Germany","6996","0.893090651537353","0.886187122202473","0.899994180872233"
"Very low transfer dependency","2007","middle vocational","East Germany","2056","0.773931373688355","0.757908712701372","0.789954034675339"
"Very low transfer dependency","2007","vocational + Abi","West Germany","921","0.905003696789765","0.886866934383229","0.923140459196301"
"Very low transfer dependency","2007","vocational + Abi","East Germany","132","0.77774266588765","0.714495647069465","0.840989684705836"
"Very low transfer dependency","2007","higher vocational","West Germany","1050","0.911606096001463","0.895018379747238","0.928193812255687"
"Very low transfer dependency","2007","higher vocational","East Germany","365","0.908349259175506","0.88021394095696","0.936484577394052"
"Very low transfer dependency","2007","higher education","West Germany","2978","0.941454504075421","0.933176697681729","0.949732310469113"
"Very low transfer dependency","2007","higher education","East Germany","1185","0.893635966356891","0.876857362435473","0.91041457027831"
"Low transfer dependency","2007","in school","West Germany","32","0.0918063754444102","0.0658663582339771","0.117746392654843"
"Low transfer dependency","2007","in school","East Germany","21","","",""
"Low transfer dependency","2007","inadequately","West Germany","29","","",""
"Low transfer dependency","2007","inadequately","East Germany","2","","",""
"Low transfer dependency","2007","general elemantary","West Germany","159","0.0796229338487401","0.0675047087111391","0.091741158986341"
"Low transfer dependency","2007","general elemantary","East Germany","45","0.137742419443734","0.100892985877707","0.17459185300976"
"Low transfer dependency","2007","middle vocational","West Germany","363","0.0536528879948814","0.0486186082588512","0.0586871677309117"
"Low transfer dependency","2007","middle vocational","East Germany","283","0.101903731055317","0.0903154302842729","0.113492031826361"
"Low transfer dependency","2007","vocational + Abi","West Germany","54","0.0583020601402667","0.0438083692324029","0.0727957510481304"
"Low transfer dependency","2007","vocational + Abi","East Germany","18","","",""
"Low transfer dependency","2007","higher vocational","West Germany","41","0.0405607928955006","0.0290333287854651","0.052088257005536"
"Low transfer dependency","2007","higher vocational","East Germany","27","","",""
"Low transfer dependency","2007","higher education","West Germany","58","0.0246525247581758","0.0191851450677401","0.0301199044486115"
"Low transfer dependency","2007","higher education","East Germany","66","0.0477055351233404","0.0361057987568501","0.0593052714898307"
"High transfer dependency","2007","in school","West Germany","12","","",""
"High transfer dependency","2007","in school","East Germany","3","","",""
"High transfer dependency","2007","inadequately","West Germany","13","","",""
"High transfer dependency","2007","inadequately","East Germany","2","","",""
"High transfer dependency","2007","general elemantary","West Germany","80","0.0481868499379337","0.0385999729863073","0.05777372688956"
"High transfer dependency","2007","general elemantary","East Germany","18","","",""
"High transfer dependency","2007","middle vocational","West Germany","148","0.0236682013626847","0.0202719728291963","0.0270644298961731"
"High transfer dependency","2007","middle vocational","East Germany","111","0.0450805505980118","0.0371328546291418","0.0530282465668819"
"High transfer dependency","2007","vocational + Abi","West Germany","11","","",""
"High transfer dependency","2007","vocational + Abi","East Germany","8","","",""
"High transfer dependency","2007","higher vocational","West Germany","11","","",""
"High transfer dependency","2007","higher vocational","East Germany","9","","",""
"High transfer dependency","2007","higher education","West Germany","21","","",""
"High transfer dependency","2007","higher education","East Germany","22","","",""
"Very high transfer dependency","2007","in school","West Germany","19","","",""
"Very high transfer dependency","2007","in school","East Germany","13","","",""
"Very high transfer dependency","2007","inadequately","West Germany","26","","",""
"Very high transfer dependency","2007","inadequately","East Germany","7","","",""
"Very high transfer dependency","2007","general elemantary","West Germany","114","0.0655045447581563","0.0544290956012947","0.0765799939150178"
"Very high transfer dependency","2007","general elemantary","East Germany","26","","",""
"Very high transfer dependency","2007","middle vocational","West Germany","189","0.0295882591050807","0.0258024972651417","0.0333740209450196"
"Very high transfer dependency","2007","middle vocational","East Germany","168","0.0790843446583157","0.0687467747870765","0.0894219145295549"
"Very high transfer dependency","2007","vocational + Abi","West Germany","18","","",""
"Very high transfer dependency","2007","vocational + Abi","East Germany","8","","",""
"Very high transfer dependency","2007","higher vocational","West Germany","23","","",""
"Very high transfer dependency","2007","higher vocational","East Germany","3","","",""
"Very high transfer dependency","2007","higher education","West Germany","33","0.0230778744000416","0.0177837184902072","0.0283720303098761"
"Very high transfer dependency","2007","higher education","East Germany","24","","",""
"Very low transfer dependency","2008","in school","West Germany","403","0.870624254482667","0.839121635536978","0.902126873428355"
"Very low transfer dependency","2008","in school","East Germany","82","0.734392039124311","0.652597632958137","0.816186445290485"
"Very low transfer dependency","2008","inadequately","West Germany","104","0.576480809450012","0.500625975313314","0.652335643586709"
"Very low transfer dependency","2008","inadequately","East Germany","9","","",""
"Very low transfer dependency","2008","general elemantary","West Germany","1454","0.814464055173197","0.79632357444253","0.832604535903865"
"Very low transfer dependency","2008","general elemantary","East Germany","229","0.697136009765174","0.645902816033932","0.748369203496416"
"Very low transfer dependency","2008","middle vocational","West Germany","6637","0.899308470714564","0.892369260679226","0.906247680749901"
