"pli0092_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Daily","2013","Employed","Part Time","1006","0.14690312486795","0.13867274982055","0.155133499915349","1"
"Daily","2013","Employed","Not Working","","","","","1"
"Min 1x per month","2013","Not Employed","Full Time","","","","","3"
"Min 1x per month","2013","Not Employed","Part Time","","","","","3"
"Min 1x per month","2013","Not Employed","Not Working","298","0.035101549941603","0.0312469938728672","0.0389561060103389","3"
"Min 1x per month","2013","Employed","Full Time","600","0.0642266618961656","0.0593315205052574","0.0691218032870738","3"
"Min 1x per month","2013","Employed","Part Time","357","0.0556133905455651","0.0502853253517475","0.0609414557393827","3"
"Min 1x per month","2013","Employed","Not Working","","","","","3"
"Min 1x per week","2013","Not Employed","Full Time","","","","","2"
"Min 1x per week","2013","Not Employed","Not Working","2298","0.254862470900767","0.24573518657608","0.263989755225453","2"
"Min 1x per week","2013","Not Employed","Part Time","","","","","2"
"Min 1x per week","2013","Employed","Full Time","3671","0.395390221198478","0.385627457511111","0.405152984885845","2"
"Min 1x per week","2013","Employed","Part Time","2607","0.373588699039344","0.362341831231761","0.384835566846927","2"
"Min 1x per week","2013","Employed","Not Working","","","","","2"
"Never","2013","Not Employed","Full Time","","","","","5"
"Never","2013","Not Employed","Part Time","","","","","5"
"Never","2013","Not Employed","Not Working","3824","0.44225856475805","0.431856369604717","0.452660759911382","5"
"Never","2013","Employed","Full Time","2556","0.240701174157372","0.232164912868325","0.249237435446419","5"
"Never","2013","Employed","Part Time","2093","0.27391031138778","0.263542090075475","0.284278532700085","5"
"Never","2013","Employed","Not Working","","","","","5"
"Rarely","2013","Not Employed","Full Time","","","","","4"
"Rarely","2013","Not Employed","Part Time","","","","","4"
"Rarely","2013","Not Employed","Not Working","977","0.115977162376153","0.109270778673192","0.122683546079114","4"
"Rarely","2013","Employed","Full Time","1644","0.161872913850396","0.15451822571497","0.169227601985822","4"
"Rarely","2013","Employed","Part Time","1044","0.149984474159361","0.141683261974571","0.158285686344152","4"
"Rarely","2013","Employed","Not Working","","","","","4"
"Daily","2014","Not Employed","Full Time","","","","","1"
"Daily","2014","Not Employed","Part Time","","","","","1"
"Daily","2014","Not Employed","Not Working","","","","","1"
"Daily","2014","Employed","Full Time","","","","","1"
"Daily","2014","Employed","Part Time","","","","","1"
"Daily","2014","Employed","Not Working","","","","","1"
"Min 1x per month","2014","Not Employed","Full Time","","","","","3"
"Min 1x per month","2014","Not Employed","Part Time","","","","","3"
"Min 1x per month","2014","Not Employed","Not Working","","","","","3"
"Min 1x per month","2014","Employed","Full Time","","","","","3"
"Min 1x per month","2014","Employed","Part Time","","","","","3"
"Min 1x per month","2014","Employed","Not Working","","","","","3"
"Min 1x per week","2014","Not Employed","Full Time","","","","","2"
"Min 1x per week","2014","Not Employed","Part Time","","","","","2"
"Min 1x per week","2014","Not Employed","Not Working","","","","","2"
"Min 1x per week","2014","Employed","Part Time","","","","","2"
"Min 1x per week","2014","Employed","Full Time","","","","","2"
"Min 1x per week","2014","Employed","Not Working","","","","","2"
"Never","2014","Not Employed","Full Time","","","","","5"
"Never","2014","Not Employed","Part Time","","","","","5"
"Never","2014","Not Employed","Not Working","","","","","5"
"Never","2014","Employed","Full Time","","","","","5"
"Never","2014","Employed","Part Time","","","","","5"
"Never","2014","Employed","Not Working","","","","","5"
"Rarely","2014","Not Employed","Full Time","","","","","4"
"Rarely","2014","Not Employed","Part Time","","","","","4"
"Rarely","2014","Not Employed","Not Working","","","","","4"
"Rarely","2014","Employed","Full Time","","","","","4"
"Rarely","2014","Employed","Part Time","","","","","4"
"Rarely","2014","Employed","Not Working","","","","","4"
"Daily","2015","Not Employed","Full Time","","","","","1"
"Daily","2015","Not Employed","Part Time","","","","","1"
"Daily","2015","Not Employed","Not Working","","","","","1"
"Daily","2015","Employed","Full Time","","","","","1"
"Daily","2015","Employed","Part Time","","","","","1"
"Daily","2015","Employed","Not Working","","","","","1"
"Min 1x per month","2015","Not Employed","Full Time","","","","","3"
"Min 1x per month","2015","Not Employed","Part Time","","","","","3"
"Min 1x per month","2015","Not Employed","Not Working","379","0.0367458467702453","0.0331017164936292","0.0403899770468614","3"
"Min 1x per month","2015","Employed","Full Time","667","0.0722912149517868","0.0670839217895904","0.0774985081139831","3"
"Min 1x per month","2015","Employed","Not Working","","","","","3"
"Min 1x per month","2015","Employed","Part Time","403","0.0594374356518998","0.0539450316965695","0.0649298396072301","3"
"Min 1x per week","2015","Not Employed","Full Time","","","","","2"
"Min 1x per week","2015","Not Employed","Part Time","","","","","2"
"Min 1x per week","2015","Not Employed","Not Working","3698","0.358059892398202","0.348773555971863","0.367346228824541","2"
"Min 1x per week","2015","Employed","Full Time","4323","0.484299456548868","0.474250540515562","0.494348372582174","2"
"Min 1x per week","2015","Employed","Part Time","3267","0.468677285490294","0.457085382475835","0.480269188504753","2"
"Min 1x per week","2015","Employed","Not Working","","","","","2"
"Never","2015","Not Employed","Full Time","","","","","5"
"Never","2015","Not Employed","Part Time","","","","","5"
"Never","2015","Not Employed","Not Working","5035","0.506361819629543","0.496677833319348","0.516045805939737","5"
"Never","2015","Employed","Full Time","2951","0.283105475360795","0.274046789525834","0.292164161195757","5"
"Never","2015","Employed","Part Time","2441","0.322894325348165","0.312032644750297","0.333756005946032","5"
"Never","2015","Employed","Not Working","","","","","5"
"Rarely","2015","Not Employed","Full Time","","","","","4"
"Rarely","2015","Not Employed","Part Time","","","","","4"
"Rarely","2015","Not Employed","Not Working","1127","0.0988324412020101","0.0930518553520779","0.104613027051942","4"
"Rarely","2015","Employed","Part Time","1008","0.148990953509641","0.140719427633097","0.157262479386185","4"
"Rarely","2015","Employed","Full Time","1560","0.16030385313855","0.152926569304821","0.167681136972279","4"
"Rarely","2015","Employed","Not Working","","","","","4"
"Daily","2016","Not Employed","Full Time","","","","","1"
"Daily","2016","Not Employed","Not Working","","","","","1"
"Daily","2016","Not Employed","Part Time","","","","","1"
"Daily","2016","Employed","Full Time","","","","","1"
"Daily","2016","Employed","Part Time","","","","","1"
"Daily","2016","Employed","Not Working","","","","","1"
"Min 1x per month","2016","Not Employed","Full Time","","","","","3"
"Min 1x per month","2016","Not Employed","Part Time","","","","","3"
"Min 1x per month","2016","Not Employed","Not Working","","","","","3"
"Min 1x per month","2016","Employed","Full Time","","","","","3"
"Min 1x per month","2016","Employed","Part Time","","","","","3"
"Min 1x per month","2016","Employed","Not Working","","","","","3"
"Min 1x per week","2016","Not Employed","Full Time","","","","","2"
"Min 1x per week","2016","Not Employed","Part Time","","","","","2"
"Min 1x per week","2016","Not Employed","Not Working","","","","","2"
"Min 1x per week","2016","Employed","Full Time","","","","","2"
"Min 1x per week","2016","Employed","Not Working","","","","","2"
"Min 1x per week","2016","Employed","Part Time","","","","","2"
"Never","2016","Not Employed","Full Time","","","","","5"
"Never","2016","Not Employed","Part Time","","","","","5"
"Never","2016","Not Employed","Not Working","","","","","5"
"Never","2016","Employed","Full Time","","","","","5"
"Never","2016","Employed","Part Time","","","","","5"
"Never","2016","Employed","Not Working","","","","","5"
"Rarely","2016","Not Employed","Full Time","","","","","4"
"Rarely","2016","Not Employed","Part Time","","","","","4"
"Rarely","2016","Not Employed","Not Working","","","","","4"
"Rarely","2016","Employed","Full Time","","","","","4"
"Rarely","2016","Employed","Not Working","","","","","4"
"Rarely","2016","Employed","Part Time","","","","","4"
"Daily","2017","Not Employed","Full Time","","","","","1"
"Daily","2017","Not Employed","Not Working","677","0.00482102795803248","0.00366899661834539","0.00597305929771958","1"
"Daily","2017","Not Employed","Part Time","","","","","1"
"Daily","2017","Employed","Full Time","12","","","","1"
"Daily","2017","Employed","Part Time","36","0.000639903791392491","7.99210384422476e-05","0.00119988654434274","1"
"Daily","2017","Employed","Not Working","","","","","1"
"Min 1x per month","2017","Not Employed","Full Time","","","","","3"
"Min 1x per month","2017","Not Employed","Part Time","","","","","3"
"Min 1x per month","2017","Not Employed","Not Working","541","0.03143450050618","0.0285324053198575","0.0343365956925025","3"
"Min 1x per month","2017","Employed","Part Time","411","0.0504922193121889","0.0456436031891229","0.0553408354352548","3"
"Min 1x per month","2017","Employed","Full Time","695","0.0696273908861841","0.0647477519748729","0.0745070297974953","3"
"Min 1x per month","2017","Employed","Not Working","","","","","3"
"Min 1x per week","2017","Not Employed","Full Time","","","","","2"
"Min 1x per week","2017","Not Employed","Part Time","","","","","2"
"Min 1x per week","2017","Not Employed","Not Working","4355","0.379143913321221","0.371074510626207","0.387213316016235","2"
"Min 1x per week","2017","Employed","Full Time","4960","0.493665256888666","0.484079987718115","0.503250526059218","2"
"Min 1x per week","2017","Employed","Part Time","3704","0.499992579665134","0.48892057368445","0.511064585645818","2"
"Min 1x per week","2017","Employed","Not Working","","","","","2"
"Never","2017","Not Employed","Full Time","","","","","5"
"Never","2017","Not Employed","Part Time","","","","","5"
"Never","2017","Not Employed","Not Working","6719","0.488446506709354","0.480132738642856","0.496760274775851","5"
"Never","2017","Employed","Full Time","3184","0.279219856616936","0.270618960069653","0.287820753164219","5"
"Never","2017","Employed","Part Time","2563","0.315181837110712","0.30489398923417","0.325469684987254","5"
"Never","2017","Employed","Not Working","","","","","5"
"Rarely","2017","Not Employed","Full Time","","","","","4"
"Rarely","2017","Not Employed","Part Time","","","","","4"
"Rarely","2017","Employed","Full Time","1600","0.157383581454248","0.150401838784289","0.164365324124207","4"
"Rarely","2017","Not Employed","Not Working","1595","0.096154051505213","0.0912509049424472","0.101057198067979","4"
"Rarely","2017","Employed","Not Working","","","","","4"
"Rarely","2017","Employed","Part Time","1120","0.133693460120573","0.126157350872985","0.141229569368161","4"
"Daily","2018","Not Employed","Full Time","","","","","1"
"Daily","2018","Not Employed","Part Time","","","","","1"
"Daily","2018","Not Employed","Not Working","402","0.138800928642969","0.127089676574525","0.150512180711413","1"
"Daily","2018","Employed","Full Time","24","","","","1"
"Daily","2018","Employed","Part Time","56","0.209598095962701","0.167258026134837","0.251938165790565","1"
"Daily","2018","Employed","Not Working","","","","","1"
"Min 1x per month","2018","Not Employed","Full Time","","","","","3"
"Min 1x per month","2018","Not Employed","Not Working","179","0.0647924794115932","0.0564542918248004","0.0731306669983861","3"
"Min 1x per month","2018","Not Employed","Part Time","","","","","3"
"Min 1x per month","2018","Employed","Part Time","22","","","","3"
"Min 1x per month","2018","Employed","Full Time","15","","","","3"
"Min 1x per month","2018","Employed","Not Working","","","","","3"
"Min 1x per week","2018","Not Employed","Full Time","","","","","2"
"Min 1x per week","2018","Not Employed","Part Time","","","","","2"
"Min 1x per week","2018","Employed","Full Time","36","0.361907754157193","0.285512395395547","0.438303112918838","2"
"Min 1x per week","2018","Employed","Not Working","","","","","2"
"Min 1x per week","2018","Employed","Part Time","93","0.330397413972558","0.281469038630199","0.379325789314917","2"
"Min 1x per week","2018","Not Employed","Not Working","591","0.206183678538824","0.192479830938501","0.219887526139146","2"
"Never","2018","Not Employed","Full Time","","","","","5"
"Never","2018","Not Employed","Part Time","","","","","5"
"Never","2018","Not Employed","Not Working","1625","0.414500334658268","0.397813224430649","0.431187444885886","5"
"Never","2018","Employed","Full Time","63","0.252196451889799","0.183158238506601","0.321234665272997","5"
"Never","2018","Employed","Part Time","131","0.276390511669183","0.22986966546139","0.322911357876976","5"
"Never","2018","Employed","Not Working","","","","","5"
"Rarely","2018","Not Employed","Full Time","","","","","4"
"Rarely","2018","Not Employed","Part Time","","","","","4"
"Rarely","2018","Not Employed","Not Working","551","0.175722578748346","0.162831007529062","0.18861414996763","4"
"Rarely","2018","Employed","Full Time","14","","","","4"
"Rarely","2018","Employed","Part Time","53","0.121385500886662","0.0874138615447517","0.155357140228572","4"
"Rarely","2018","Employed","Not Working","","","","","4"
"Daily","2019","Not Employed","Full Time","","","","","1"
"Daily","2019","Not Employed","Part Time","","","","","1"
"Daily","2019","Not Employed","Not Working","2098","0.188852280673687","0.181463890819086","0.196240670528288","1"
"Daily","2019","Employed","Full Time","1777","0.17250374239985","0.16539331722102","0.17961416757868","1"
"Daily","2019","Employed","Part Time","1467","0.189902094117984","0.181167495021317","0.198636693214651","1"
"Daily","2019","Employed","Not Working","","","","","1"
"Min 1x per month","2019","Not Employed","Full Time","","","","","3"
"Min 1x per month","2019","Not Employed","Part Time","","","","","3"
"Min 1x per month","2019","Not Employed","Not Working","411","0.0341288718166285","0.0307015154072963","0.0375562282259608","3"
"Min 1x per month","2019","Employed","Part Time","346","0.0465812394802801","0.0418881729427866","0.0512743060177736","3"
"Min 1x per month","2019","Employed","Full Time","608","0.0589528633889739","0.054520131829789","0.0633855949481587","3"
"Min 1x per month","2019","Employed","Not Working","","","","","3"
"Min 1x per week","2019","Not Employed","Full Time","","","","","2"
"Min 1x per week","2019","Not Employed","Part Time","","","","","2"
"Min 1x per week","2019","Employed","Not Working","","","","","2"
"Min 1x per week","2019","Employed","Full Time","4415","0.403677381451625","0.39444377968151","0.41291098322174","2"
"Min 1x per week","2019","Employed","Part Time","2976","0.395640168939738","0.384750684226419","0.406529653653058","2"
"Min 1x per week","2019","Not Employed","Not Working","2845","0.277526483143493","0.269073657851883","0.285979308435104","2"
"Never","2019","Not Employed","Full Time","","","","","5"
"Never","2019","Not Employed","Part Time","","","","","5"
"Never","2019","Not Employed","Not Working","4172","0.38710405625408","0.377909178806355","0.396298933701805","5"
"Never","2019","Employed","Full Time","2478","0.214911258416891","0.207180853383472","0.222641663450309","5"
"Never","2019","Employed","Part Time","1953","0.238859914582844","0.229364514277843","0.248355314887846","5"
"Never","2019","Employed","Not Working","","","","","5"
"Rarely","2019","Not Employed","Full Time","","","","","4"
"Rarely","2019","Not Employed","Not Working","1254","0.112388308112111","0.10642604984507","0.118350566379153","4"
"Rarely","2019","Not Employed","Part Time","","","","","4"
"Rarely","2019","Employed","Full Time","1568","0.14995475434266","0.143235602862668","0.156673905822652","4"
"Rarely","2019","Employed","Not Working","","","","","4"
"Rarely","2019","Employed","Part Time","1004","0.129016582879153","0.121551458373314","0.136481707384992","4"
