"pli0092_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2010","direct migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","East Germany","","","","","2"
"Never","2010","no migration background","West Germany","","","","","5"
"Never","2010","no migration background","East Germany","","","","","5"
"Never","2010","direct migration background","West Germany","","","","","5"
"Never","2010","direct migration background","East Germany","","","","","5"
"Never","2010","indirect migration background","West Germany","","","","","5"
"Never","2010","indirect migration background","East Germany","","","","","5"
"Rarely","2010","no migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","West Germany","","","","","4"
"Rarely","2010","no migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","East Germany","","","","","4"
"Daily","2011","no migration background","West Germany","","","","","1"
"Daily","2011","no migration background","East Germany","","","","","1"
"Daily","2011","direct migration background","West Germany","","","","","1"
"Daily","2011","direct migration background","East Germany","","","","","1"
"Daily","2011","indirect migration background","West Germany","","","","","1"
"Daily","2011","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2011","no migration background","West Germany","1171","0.0670427655408138","0.063363856559337","0.0707216745222905","3"
"Min 1x per month","2011","no migration background","East Germany","395","0.064639224684472","0.0584560346256728","0.0708224147432711","3"
"Min 1x per month","2011","direct migration background","West Germany","141","0.0441022349526021","0.0368616248941451","0.051342845011059","3"
"Min 1x per month","2011","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2011","indirect migration background","West Germany","98","0.08263131189658","0.0671501257628677","0.0981124980302924","3"
"Min 1x per month","2011","indirect migration background","East Germany","5","","","","3"
"Min 1x per week","2011","no migration background","West Germany","7311","0.402634773845977","0.395420579735857","0.409848967956097","2"
"Min 1x per week","2011","no migration background","East Germany","1727","0.299326057944244","0.287809964075575","0.310842151812913","2"
"Min 1x per week","2011","direct migration background","West Germany","794","0.26897876377967","0.253341414736748","0.284616112822593","2"
"Min 1x per week","2011","direct migration background","East Germany","35","0.211732152617632","0.147623580421214","0.27584072481405","2"
"Min 1x per week","2011","indirect migration background","East Germany","34","0.400333912623831","0.296780408254765","0.503887416992898","2"
"Min 1x per week","2011","indirect migration background","West Germany","477","0.406306791878062","0.378690330263622","0.433923253492503","2"
"Never","2011","no migration background","West Germany","6467","0.37685657402761","0.369728137759287","0.383985010295933","5"
"Never","2011","no migration background","East Germany","2903","0.464077369245558","0.451536686144976","0.476618052346139","5"
"Never","2011","direct migration background","West Germany","1694","0.529327898632251","0.511725949669102","0.546929847595401","5"
"Never","2011","direct migration background","East Germany","92","0.629705442719471","0.553930052817167","0.705480832621775","5"
"Never","2011","indirect migration background","West Germany","396","0.277445732927858","0.252269878888751","0.302621586966964","5"
"Never","2011","indirect migration background","East Germany","33","0.353031960335013","0.252025932812784","0.454037987857242","5"
"Rarely","2011","no migration background","West Germany","2804","0.153465886585599","0.148163878657864","0.158767894513334","4"
"Rarely","2011","no migration background","East Germany","1050","0.171957348125727","0.162468539818106","0.181446156433347","4"
"Rarely","2011","direct migration background","West Germany","460","0.157591102635476","0.144742187622877","0.170440017648075","4"
"Rarely","2011","direct migration background","East Germany","24","","","","4"
"Rarely","2011","indirect migration background","West Germany","244","0.2336161632975","0.20982396537385","0.257408361221151","4"
"Rarely","2011","indirect migration background","East Germany","14","","","","4"
"Daily","2012","no migration background","West Germany","","","","","1"
"Daily","2012","no migration background","East Germany","","","","","1"
"Daily","2012","direct migration background","West Germany","","","","","1"
"Daily","2012","direct migration background","East Germany","","","","","1"
"Daily","2012","indirect migration background","West Germany","","","","","1"
"Daily","2012","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2012","no migration background","West Germany","","","","","3"
"Min 1x per month","2012","no migration background","East Germany","","","","","3"
"Min 1x per month","2012","direct migration background","West Germany","","","","","3"
"Min 1x per month","2012","direct migration background","East Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","West Germany","","","","","3"
"Min 1x per week","2012","no migration background","West Germany","","","","","2"
"Min 1x per week","2012","no migration background","East Germany","","","","","2"
"Min 1x per week","2012","direct migration background","East Germany","","","","","2"
"Min 1x per week","2012","direct migration background","West Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","East Germany","","","","","2"
"Never","2012","no migration background","West Germany","","","","","5"
"Never","2012","no migration background","East Germany","","","","","5"
"Never","2012","direct migration background","West Germany","","","","","5"
"Never","2012","direct migration background","East Germany","","","","","5"
"Never","2012","indirect migration background","West Germany","","","","","5"
"Never","2012","indirect migration background","East Germany","","","","","5"
"Rarely","2012","no migration background","East Germany","","","","","4"
"Rarely","2012","no migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","East Germany","","","","","4"
"Rarely","2012","indirect migration background","West Germany","","","","","4"
"Rarely","2012","indirect migration background","East Germany","","","","","4"
"Daily","2013","no migration background","West Germany","2426","0.153018294019715","0.147466024742763","0.158570563296666","1"
"Daily","2013","no migration background","East Germany","632","0.129132919935631","0.120276758024008","0.137989081847254","1"
"Daily","2013","direct migration background","West Germany","285","0.113394748530704","0.101017523441829","0.125771973619579","1"
"Daily","2013","direct migration background","East Germany","20","","","","1"
"Daily","2013","indirect migration background","West Germany","158","0.158147407376615","0.136672495858462","0.179622318894769","1"
"Daily","2013","indirect migration background","East Germany","9","","","","1"
"Min 1x per month","2013","no migration background","West Germany","794","0.0503225706255395","0.0469510075033871","0.0536941337476919","3"
"Min 1x per month","2013","no migration background","East Germany","276","0.0508967432196981","0.0450924030896149","0.0567010833497813","3"
"Min 1x per month","2013","direct migration background","West Germany","109","0.0494257276887377","0.0409645418840965","0.0578869134933789","3"
"Min 1x per month","2013","direct migration background","East Germany","3","","","","3"
"Min 1x per month","2013","indirect migration background","West Germany","71","0.0804222974940875","0.0644169623708336","0.0964276326173415","3"
"Min 1x per month","2013","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2013","no migration background","West Germany","6000","0.365104734589449","0.357679304658068","0.37253016452083","2"
"Min 1x per week","2013","direct migration background","West Germany","568","0.246530112460806","0.229706099072163","0.263354125849449","2"
"Min 1x per week","2013","no migration background","East Germany","1547","0.273854880268189","0.26207819471918","0.285631565817198","2"
"Min 1x per week","2013","direct migration background","East Germany","22","","","","2"
"Min 1x per week","2013","indirect migration background","West Germany","418","0.367583514536195","0.339206812366931","0.39596021670546","2"
"Min 1x per week","2013","indirect migration background","East Germany","21","","","","2"
"Never","2013","no migration background","West Germany","4702","0.298529803421538","0.291472150660628","0.305587456182448","5"
"Never","2013","no migration background","East Germany","2151","0.374076322659486","0.361297468154353","0.386855177164619","5"
"Never","2013","direct migration background","West Germany","1228","0.449535733690889","0.430117561679691","0.468953905702088","5"
"Never","2013","direct migration background","East Germany","67","0.506756688527262","0.422420969120122","0.591092407934402","5"
"Never","2013","indirect migration background","West Germany","292","0.253924312874687","0.228307452291304","0.27954117345807","5"
"Never","2013","indirect migration background","East Germany","33","0.386077772343788","0.276622830868518","0.495532713819058","5"
"Rarely","2013","no migration background","West Germany","2228","0.133024597343759","0.127787011039978","0.13826218364754","4"
"Rarely","2013","no migration background","East Germany","902","0.172039133916996","0.162072014672841","0.18200625316115","4"
"Rarely","2013","direct migration background","West Germany","331","0.141113677628863","0.127523846292674","0.154703508965052","4"
"Rarely","2013","direct migration background","East Germany","23","","","","4"
"Rarely","2013","indirect migration background","West Germany","170","0.139922467718415","0.119505330513548","0.160339604923281","4"
"Rarely","2013","indirect migration background","East Germany","11","","","","4"
"Daily","2014","no migration background","West Germany","","","","","1"
"Daily","2014","no migration background","East Germany","","","","","1"
"Daily","2014","direct migration background","West Germany","","","","","1"
"Daily","2014","direct migration background","East Germany","","","","","1"
"Daily","2014","indirect migration background","West Germany","","","","","1"
"Daily","2014","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2014","no migration background","West Germany","","","","","3"
"Min 1x per month","2014","no migration background","East Germany","","","","","3"
"Min 1x per month","2014","direct migration background","West Germany","","","","","3"
"Min 1x per month","2014","direct migration background","East Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2014","no migration background","West Germany","","","","","2"
"Min 1x per week","2014","no migration background","East Germany","","","","","2"
"Min 1x per week","2014","direct migration background","West Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2014","direct migration background","East Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","East Germany","","","","","2"
"Never","2014","no migration background","West Germany","","","","","5"
"Never","2014","no migration background","East Germany","","","","","5"
"Never","2014","direct migration background","West Germany","","","","","5"
"Never","2014","direct migration background","East Germany","","","","","5"
"Never","2014","indirect migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","East Germany","","","","","5"
"Rarely","2014","no migration background","West Germany","","","","","4"
"Rarely","2014","no migration background","East Germany","","","","","4"
"Rarely","2014","direct migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","West Germany","","","","","4"
"Rarely","2014","indirect migration background","East Germany","","","","","4"
"Daily","2015","no migration background","West Germany","","","","","1"
"Daily","2015","no migration background","East Germany","","","","","1"
"Daily","2015","direct migration background","West Germany","","","","","1"
"Daily","2015","direct migration background","East Germany","","","","","1"
"Daily","2015","indirect migration background","West Germany","","","","","1"
"Daily","2015","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2015","no migration background","West Germany","801","0.0558008148435246","0.0520460439097449","0.0595555857773044","3"
"Min 1x per month","2015","no migration background","East Germany","292","0.0571712848110085","0.0506660068238191","0.0636765627981978","3"
"Min 1x per month","2015","direct migration background","West Germany","239","0.0505070427674726","0.0447169424668639","0.0562971430680813","3"
"Min 1x per month","2015","direct migration background","East Germany","21","","","","3"
"Min 1x per month","2015","indirect migration background","East Germany","3","","","","3"
"Min 1x per month","2015","indirect migration background","West Germany","93","0.0655542070462137","0.0533542164243279","0.0777541976680995","3"
"Min 1x per week","2015","no migration background","West Germany","6828","0.46630285575528","0.45814242952285","0.47446328198771","2"
"Min 1x per week","2015","no migration background","East Germany","1683","0.346627958884846","0.333293587363939","0.359962330405753","2"
"Min 1x per week","2015","direct migration background","West Germany","1832","0.350510922795437","0.33789552508336","0.363126320507514","2"
"Min 1x per week","2015","direct migration background","East Germany","125","0.333372325723108","0.288762976585166","0.377981674861049","2"
"Min 1x per week","2015","indirect migration background","West Germany","779","0.542071653190417","0.517512732947921","0.566630573432912","2"
"Min 1x per week","2015","indirect migration background","East Germany","41","0.396188652407446","0.302636218036993","0.489741086777899","2"
"Never","2015","no migration background","West Germany","4763","0.342686628591536","0.334922974465819","0.350450282717253","5"
"Never","2015","no migration background","East Germany","2241","0.456731953480753","0.442774754750986","0.470689152210519","5"
"Never","2015","direct migration background","West Germany","2685","0.477257244247058","0.464050842070779","0.490463646423337","5"
"Never","2015","direct migration background","East Germany","231","0.479701673251712","0.432426701696159","0.526976644807265","5"
"Never","2015","indirect migration background","West Germany","462","0.258183270657673","0.236611066749432","0.279755474565915","5"
"Never","2015","indirect migration background","East Germany","45","0.432434748478335","0.337675494484899","0.527194002471771","5"
"Rarely","2015","no migration background","West Germany","1964","0.13520970080966","0.129616109953014","0.140803291666306","4"
"Rarely","2015","no migration background","East Germany","677","0.139468802823393","0.129761863175468","0.149175742471318","4"
"Rarely","2015","direct migration background","West Germany","739","0.121724790190033","0.113079709080852","0.130369871299213","4"
"Rarely","2015","indirect migration background","West Germany","247","0.134190869105696","0.117389111317376","0.150992626894017","4"
"Rarely","2015","direct migration background","East Germany","52","0.136492132723064","0.104005372414205","0.168978893031922","4"
"Rarely","2015","indirect migration background","East Germany","16","","","","4"
"Daily","2016","no migration background","West Germany","","","","","1"
"Daily","2016","direct migration background","West Germany","","","","","1"
"Daily","2016","no migration background","East Germany","","","","","1"
"Daily","2016","direct migration background","East Germany","","","","","1"
"Daily","2016","indirect migration background","West Germany","","","","","1"
"Daily","2016","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2016","no migration background","West Germany","","","","","3"
"Min 1x per month","2016","no migration background","East Germany","","","","","3"
"Min 1x per month","2016","direct migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2016","no migration background","West Germany","","","","","2"
"Min 1x per week","2016","no migration background","East Germany","","","","","2"
"Min 1x per week","2016","direct migration background","West Germany","","","","","2"
"Min 1x per week","2016","direct migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","West Germany","","","","","2"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Daily","2017","no migration background","West Germany","","","","","1"
"Daily","2017","direct migration background","West Germany","621","0.0106327833777803","0.00852396067769388","0.0127416060778668","1"
"Daily","2017","no migration background","East Germany","","","","","1"
"Daily","2017","direct migration background","East Germany","104","0.0341008546318165","0.0234145701016696","0.0447871391619634","1"
"Daily","2017","indirect migration background","West Germany","","","","","1"
"Daily","2017","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2017","no migration background","West Germany","828","0.0523092868202027","0.0487597905256225","0.0558587831147828","3"
"Min 1x per month","2017","no migration background","East Germany","269","0.0542842646429993","0.0480948994393232","0.0604736298466753","3"
"Min 1x per month","2017","direct migration background","West Germany","409","0.0421388489060651","0.0380080843612945","0.0462696134508358","3"
"Min 1x per month","2017","indirect migration background","West Germany","83","0.0513278345335428","0.0405389957650759","0.0621166733020097","3"
"Min 1x per month","2017","direct migration background","East Germany","48","0.0332898935937425","0.0227270087832322","0.0438527784042528","3"
"Min 1x per month","2017","indirect migration background","East Germany","10","","","","3"
"Min 1x per week","2017","no migration background","West Germany","7540","0.487009298800901","0.479040967390801","0.494977630211","2"
"Min 1x per week","2017","no migration background","East Germany","1908","0.378680446445583","0.365430236094298","0.391930656796867","2"
"Min 1x per week","2017","direct migration background","West Germany","2419","0.366721008985507","0.35681261509835","0.376629402872664","2"
"Min 1x per week","2017","direct migration background","East Germany","312","0.423117992276284","0.39402740729997","0.452208577252597","2"
"Min 1x per week","2017","indirect migration background","West Germany","802","0.546825912895762","0.522487221153476","0.571164604638047","2"
"Min 1x per week","2017","indirect migration background","East Germany","38","0.43268999599163","0.33881393676364","0.52656605521962","2"
"Never","2017","no migration background","West Germany","4752","0.332032780689909","0.324524991468347","0.339540569911471","5"
"Never","2017","no migration background","East Germany","2232","0.426379585180627","0.412870083711312","0.439889086649941","5"
"Never","2017","direct migration background","West Germany","4430","0.463989877343163","0.453736225298427","0.474243529387899","5"
"Never","2017","direct migration background","East Germany","514","0.414393418782445","0.385387434320968","0.443399403243922","5"
"Never","2017","indirect migration background","West Germany","499","0.259422626379739","0.237992274694792","0.280852978064687","5"
"Never","2017","indirect migration background","East Germany","39","0.294755669688979","0.20836694004971","0.381144399328248","5"
"Rarely","2017","no migration background","West Germany","1995","0.128648633688988","0.123311067634888","0.133986199743088","4"
"Rarely","2017","no migration background","East Germany","739","0.140655703730791","0.131158601887044","0.150152805574539","4"
"Rarely","2017","direct migration background","East Germany","130","0.095097840715712","0.0778249768143122","0.112370704617112","4"
"Rarely","2017","direct migration background","West Germany","1208","0.116517481387484","0.109920696059854","0.123114266715115","4"
"Rarely","2017","indirect migration background","East Germany","20","","","","4"
"Rarely","2017","indirect migration background","West Germany","223","0.142423626190956","0.12533655708051","0.159510695301403","4"
"Daily","2018","no migration background","West Germany","","","","","1"
"Daily","2018","no migration background","East Germany","","","","","1"
"Daily","2018","direct migration background","West Germany","368","0.125759728766747","0.114448454605119","0.137071002928375","1"
"Daily","2018","direct migration background","East Germany","114","0.275488797570457","0.238286673838205","0.312690921302709","1"
"Daily","2018","indirect migration background","West Germany","","","","","1"
"Daily","2018","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2018","no migration background","West Germany","","","","","3"
"Min 1x per month","2018","direct migration background","West Germany","204","0.0748308674925203","0.0658550030296118","0.0838067319554288","3"
"Min 1x per month","2018","no migration background","East Germany","","","","","3"
"Min 1x per month","2018","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2018","direct migration background","East Germany","12","","","","3"
"Min 1x per month","2018","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2018","no migration background","West Germany","","","","","2"
"Min 1x per week","2018","no migration background","East Germany","","","","","2"
"Min 1x per week","2018","direct migration background","East Germany","100","0.203882830953559","0.170334414054009","0.237431247853108","2"
"Min 1x per week","2018","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2018","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2018","direct migration background","West Germany","620","0.233631087690966","0.219196327143066","0.248065848238865","2"
"Never","2018","no migration background","West Germany","","","","","5"
"Never","2018","no migration background","East Germany","","","","","5"
"Never","2018","direct migration background","West Germany","1555","0.394547717770782","0.377874667602464","0.4112207679391","5"
"Never","2018","direct migration background","East Germany","264","0.363466258661255","0.323413173522705","0.403519343799806","5"
"Never","2018","indirect migration background","West Germany","","","","","5"
"Never","2018","indirect migration background","East Germany","","","","","5"
"Rarely","2018","no migration background","West Germany","","","","","4"
"Rarely","2018","no migration background","East Germany","","","","","4"
"Rarely","2018","direct migration background","West Germany","554","0.171230598278985","0.158379718221767","0.184081478336202","4"
"Rarely","2018","direct migration background","East Germany","64","0.129740266343714","0.101759793720198","0.15772073896723","4"
"Rarely","2018","indirect migration background","West Germany","","","","","4"
"Rarely","2018","indirect migration background","East Germany","","","","","4"
"Daily","2019","no migration background","West Germany","2868","0.186368465045371","0.180144493597403","0.192592436493339","1"
"Daily","2019","no migration background","East Germany","748","0.148848403152857","0.139118694449614","0.1585781118561","1"
"Daily","2019","direct migration background","West Germany","1182","0.179663052820853","0.170433922571104","0.188892183070603","1"
"Daily","2019","direct migration background","East Germany","152","0.269284825236274","0.23789199925682","0.300677651215729","1"
"Daily","2019","indirect migration background","West Germany","347","0.229482229205852","0.208668930285999","0.250295528125706","1"
"Daily","2019","indirect migration background","East Germany","22","","","","1"
"Min 1x per month","2019","no migration background","West Germany","663","0.0468088593585658","0.0434327110289281","0.0501850076882034","3"
"Min 1x per month","2019","no migration background","East Germany","273","0.0561671133109281","0.0498733139503295","0.0624609126715268","3"
"Min 1x per month","2019","direct migration background","West Germany","319","0.0395164151347309","0.0348329316328483","0.0441998986366135","3"
"Min 1x per month","2019","indirect migration background","West Germany","63","0.0403313388978477","0.030593624380957","0.0500690534147384","3"
"Min 1x per month","2019","direct migration background","East Germany","35","0.070884963929294","0.0527230248492784","0.0890469030093096","3"
"Min 1x per month","2019","indirect migration background","East Germany","10","","","","3"
"Min 1x per week","2019","no migration background","West Germany","6086","0.385485316074364","0.377706069391222","0.393264562757505","2"
"Min 1x per week","2019","no migration background","East Germany","1713","0.327987230711185","0.315153836948755","0.340820624473615","2"
"Min 1x per week","2019","indirect migration background","East Germany","48","0.400753291387726","0.317468893914574","0.484037688860878","2"
"Min 1x per week","2019","direct migration background","East Germany","147","0.1847579024602","0.157291914872946","0.212223890047454","2"
"Min 1x per week","2019","indirect migration background","West Germany","578","0.390876194104355","0.36672450781886","0.415027880389851","2"
"Min 1x per week","2019","direct migration background","West Germany","1631","0.268355828144083","0.257703593454956","0.27900806283321","2"
"Never","2019","no migration background","West Germany","3563","0.253369937853009","0.246418129840274","0.260321745865745","5"
"Never","2019","no migration background","East Germany","1618","0.312130734699463","0.299464558973564","0.324796910425362","5"
"Never","2019","direct migration background","West Germany","2659","0.38173403638268","0.370055098105767","0.393412974659594","5"
"Never","2019","direct migration background","East Germany","333","0.379992375281982","0.345641614071684","0.414343136492279","5"
"Never","2019","indirect migration background","West Germany","381","0.229266221906712","0.208459805049044","0.250072638764381","5"
"Never","2019","indirect migration background","East Germany","33","0.225832547831211","0.154771273402265","0.296893822260157","5"
"Rarely","2019","no migration background","West Germany","1857","0.12796742166869","0.122628131101423","0.133306712235957","4"
"Rarely","2019","direct migration background","West Germany","856","0.130730667517653","0.122626635091699","0.138834699943606","4"
"Rarely","2019","no migration background","East Germany","789","0.154866518125567","0.144977214522887","0.164755821728246","4"
"Rarely","2019","direct migration background","East Germany","100","0.0950799330922499","0.0743212426701351","0.115838623514365","4"
"Rarely","2019","indirect migration background","East Germany","20","","","","4"
"Rarely","2019","indirect migration background","West Germany","199","0.110044015885232","0.0945543324857506","0.125533699284714","4"
