"ple0008","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","2012","35-65 y.","Rural Area","2526","0.397933705917838","0.385467295805163","0.410400116030513"
"Good","2012","66 and older","Urban Area","873","0.235217726530692","0.220967523664053","0.249467929397332"
"Good","2012","66 and older","Rural Area","471","0.231918639777394","0.212696619089308","0.25114066046548"
"Satisfactory","2012","16-34 y.","Urban Area","872","0.208768962505534","0.196410990675653","0.221126934335415"
"Satisfactory","2012","16-34 y.","Rural Area","496","0.216164555876339","0.198960130663057","0.233368981089622"
"Satisfactory","2012","35-65 y.","Urban Area","3246","0.344072673389834","0.334847428765648","0.35329791801402"
"Satisfactory","2012","35-65 y.","Rural Area","1983","0.359893628365021","0.347669242683087","0.372118014046955"
"Satisfactory","2012","66 and older","Urban Area","1420","0.415355667378474","0.39879899485732","0.431912339899628"
"Satisfactory","2012","66 and older","Rural Area","804","0.433890095694568","0.411318209873237","0.456461981515899"
"Less good","2012","16-34 y.","Urban Area","277","0.0614888431802395","0.054184511964311","0.068793174396168"
"Less good","2012","16-34 y.","Rural Area","156","0.0716499243482916","0.0608704090550911","0.0824294396414921"
"Less good","2012","35-65 y.","Urban Area","1288","0.137069663126814","0.130391093173957","0.14374823307967"
"Less good","2012","35-65 y.","Rural Area","746","0.136565042935285","0.127819264393569","0.145310821477001"
"Less good","2012","66 and older","Urban Area","766","0.240276446894199","0.225921535624022","0.254631358164376"
"Less good","2012","66 and older","Rural Area","408","0.239511153893754","0.220073811016096","0.258948496771413"
"Poor","2012","16-34 y.","Urban Area","47","0.00778766108415009","0.00511484909817099","0.0104604730701292"
"Poor","2012","16-34 y.","Rural Area","30","0.0125443752211347","0.00789259927884692","0.0171961511634225"
"Poor","2012","35-65 y.","Urban Area","325","0.0346418416083667","0.0310906863575016","0.0381929968592318"
"Poor","2012","35-65 y.","Rural Area","209","0.0410459946160005","0.0359930077412789","0.0460989814907221"
"Poor","2012","66 and older","Urban Area","232","0.075965074397431","0.067063469920314","0.084866678874548"
"Poor","2012","66 and older","Rural Area","119","0.0659190978780708","0.054617874118468","0.0772203216376736"
"Very good","2013","16-34 y.","Urban Area","1401","0.248195613563159","0.236770202140631","0.259621024985688"
"Very good","2013","16-34 y.","Rural Area","543","0.235390188199825","0.218378237025003","0.252402139374648"
"Very good","2013","35-65 y.","Urban Area","1149","0.0837434235665183","0.0786986669464495","0.0887881801865871"
"Very good","2013","35-65 y.","Rural Area","500","0.0635725140353799","0.0574849703993927","0.0696600576713671"
"Very good","2013","66 and older","Urban Area","99","0.0274541800039341","0.0219076091208563","0.0330007508870119"
"Very good","2013","66 and older","Rural Area","51","0.0314246744285781","0.0233016393946038","0.0395477094625523"
"Good","2013","16-34 y.","Urban Area","2602","0.47714997839003","0.463938896378821","0.490361060401239"
"Good","2013","16-34 y.","Rural Area","1151","0.479684360455607","0.459651118530445","0.49971760238077"
"Good","2013","35-65 y.","Urban Area","4723","0.377756396465965","0.36892676769628","0.38658602523565"
"Good","2013","35-65 y.","Rural Area","2541","0.393301335195643","0.381113697151993","0.405488973239292"
"Good","2013","66 and older","Urban Area","863","0.249318285530276","0.234633409730274","0.264003161330278"
"Good","2013","66 and older","Rural Area","437","0.224022170378585","0.204609450442211","0.243434890314959"
"Satisfactory","2013","16-34 y.","Urban Area","1065","0.201186984820961","0.190583591380339","0.211790378261584"
"Satisfactory","2013","16-34 y.","Rural Area","495","0.208849088344171","0.192549149517798","0.225149027170545"
"Satisfactory","2013","35-65 y.","Urban Area","3663","0.343991109682023","0.335339741748234","0.352642477615811"
"Satisfactory","2013","35-65 y.","Rural Area","2046","0.356193105934318","0.344245225055036","0.368140986813599"
"Satisfactory","2013","66 and older","Urban Area","1363","0.402836080710897","0.386187536868878","0.419484624552916"
"Satisfactory","2013","66 and older","Rural Area","792","0.451438721480085","0.428268605365127","0.474608837595043"
"Less good","2013","16-34 y.","Urban Area","362","0.0637557210743938","0.0572935784560417","0.0702178636927459"
"Less good","2013","16-34 y.","Rural Area","169","0.062365388615386","0.0526685839372517","0.0720621932935204"
"Less good","2013","35-65 y.","Urban Area","1614","0.15352386326554","0.146958608016636","0.160089118514444"
"Less good","2013","35-65 y.","Rural Area","871","0.144126540476452","0.135363656157054","0.15288942479585"
"Less good","2013","66 and older","Urban Area","757","0.234103410108511","0.219730184874697","0.248476635342326"
"Less good","2013","66 and older","Rural Area","381","0.226956063678402","0.207453611733449","0.246458515623355"
"Poor","2013","16-34 y.","Urban Area","61","0.00971170215145564","0.00711781624208715","0.0123055880608241"
"Poor","2013","16-34 y.","Rural Area","31","0.0137109743850102","0.00904785777138618","0.0183740909986342"
"Poor","2013","35-65 y.","Urban Area","433","0.0409852070199543","0.0373745808100705","0.044595833229838"
"Poor","2013","35-65 y.","Rural Area","213","0.0428065043582082","0.0377561125801001","0.0478568961363163"
"Poor","2013","66 and older","Urban Area","252","0.0862880436463819","0.076756894654544","0.0958191926382198"
"Poor","2013","66 and older","Rural Area","111","0.0661583700343502","0.054585388879483","0.0777313511892175"
"Very good","2014","16-34 y.","Urban Area","989","0.235383357336289","0.223006078522173","0.247760636150406"
"Very good","2014","16-34 y.","Rural Area","398","0.215775967358011","0.198033677390934","0.233518257325087"
"Very good","2014","35-65 y.","Urban Area","843","0.0767974219829122","0.0716119698402294","0.0819828741255951"
"Very good","2014","35-65 y.","Rural Area","401","0.0677934762950001","0.0611345217514722","0.074452430838528"
"Very good","2014","66 and older","Urban Area","101","0.0308025651427348","0.0248522195863404","0.0367529106991292"
"Very good","2014","66 and older","Rural Area","46","0.0279626120747404","0.0202733777645668","0.0356518463849139"
"Good","2014","16-34 y.","Urban Area","2228","0.490041155410977","0.475456396112526","0.504625914709428"
"Good","2014","16-34 y.","Rural Area","1017","0.481439475942278","0.459888912062583","0.502990039821974"
"Good","2014","35-65 y.","Urban Area","4177","0.38579449963264","0.376314688784784","0.395274310480497"
"Good","2014","35-65 y.","Rural Area","2261","0.398286889012855","0.385319612501373","0.411254165524337"
"Good","2014","66 and older","Urban Area","810","0.230334168653109","0.215834004985605","0.244834332320613"
"Good","2014","66 and older","Rural Area","443","0.223639705003789","0.20420585461707","0.243073555390508"
"Satisfactory","2014","16-34 y.","Urban Area","909","0.197329549117073","0.185718268428634","0.208940829805513"
"Satisfactory","2014","16-34 y.","Rural Area","467","0.200416141988543","0.183150353320406","0.217681930656681"
"Satisfactory","2014","35-65 y.","Urban Area","3320","0.342991274805226","0.333746594223594","0.352235955386857"
"Satisfactory","2014","35-65 y.","Rural Area","1879","0.348401207823834","0.335780433805332","0.361021981842335"
"Satisfactory","2014","66 and older","Urban Area","1318","0.417227409611613","0.400245810215633","0.434209009007593"
"Satisfactory","2014","66 and older","Rural Area","771","0.448791117197551","0.425594055827343","0.47198817856776"
"Less good","2014","16-34 y.","Urban Area","336","0.0673710030787943","0.0600578209693438","0.0746841851882449"
"Less good","2014","16-34 y.","Rural Area","161","0.0906391994845189","0.0782565320727609","0.103021866896277"
"Less good","2014","35-65 y.","Urban Area","1444","0.158324351785353","0.151215310345385","0.165433393225322"
"Less good","2014","35-65 y.","Rural Area","748","0.14707556356375","0.137693862977769","0.156457264149731"
"Less good","2014","66 and older","Urban Area","779","0.243218483486925","0.228443528605766","0.257993438368084"
"Less good","2014","66 and older","Rural Area","389","0.234137990976206","0.214388134291252","0.253887847661159"
"Poor","2014","16-34 y.","Urban Area","51","0.00987493505686587","0.00699005623362265","0.0127598138801091"
"Poor","2014","16-34 y.","Rural Area","22","","",""
"Poor","2014","35-65 y.","Urban Area","345","0.0360924517938686","0.0324600767050031","0.0397248268827342"
"Poor","2014","35-65 y.","Rural Area","186","0.0384428633045608","0.0333501240545164","0.0435356025546052"
"Poor","2014","66 and older","Urban Area","231","0.0784173731056185","0.0691594002844334","0.0876753459268036"
"Poor","2014","66 and older","Rural Area","117","0.0654685747477138","0.0539322854194425","0.0770048640759851"
"Very good","2015","16-34 y.","Urban Area","1139","0.23923552878916","0.226984112454671","0.251486945123649"
"Very good","2015","16-34 y.","Rural Area","436","0.205660077550594","0.188214636515753","0.223105518585436"
"Very good","2015","35-65 y.","Urban Area","888","0.0839623427104693","0.0784990890367342","0.0894255963842043"
"Very good","2015","35-65 y.","Rural Area","440","0.068008290875683","0.0612614767290247","0.0747551050223412"
"Very good","2015","66 and older","Urban Area","86","0.0278477615356762","0.0221335586176784","0.033561964453674"
"Very good","2015","66 and older","Rural Area","37","0.0222607459813825","0.0153858590915788","0.0291356328711862"
"Good","2015","16-34 y.","Urban Area","2247","0.483757926521487","0.469406697529648","0.498109155513327"
"Good","2015","16-34 y.","Rural Area","1007","0.496300514598213","0.474719996002809","0.517881033193616"
"Good","2015","35-65 y.","Urban Area","4086","0.379923953364133","0.370362514681524","0.389485392046743"
"Good","2015","35-65 y.","Rural Area","2207","0.393335513999854","0.380244669673924","0.406426358325785"
"Good","2015","66 and older","Urban Area","824","0.253030709141393","0.237932293986509","0.268129124296277"
"Good","2015","66 and older","Rural Area","438","0.236857228243686","0.217045133622035","0.256669322865336"
"Satisfactory","2015","16-34 y.","Urban Area","898","0.200339537969947","0.188845185919849","0.211833890020044"
"Satisfactory","2015","16-34 y.","Rural Area","449","0.204782688599589","0.187364888828753","0.222200488370426"
"Satisfactory","2015","35-65 y.","Urban Area","3215","0.349263310144145","0.339871883758208","0.358654736530082"
"Satisfactory","2015","35-65 y.","Rural Area","1788","0.347630687856727","0.334868721140264","0.36039265457319"
"Satisfactory","2015","66 and older","Urban Area","1304","0.398159256094304","0.381158721681958","0.41515979050665"
"Satisfactory","2015","66 and older","Rural Area","791","0.428960649438555","0.405897111962064","0.452024186915047"
"Less good","2015","16-34 y.","Urban Area","336","0.0677161289521304","0.0605005946441285","0.0749316632601323"
"Less good","2015","16-34 y.","Rural Area","145","0.0792495825143877","0.0675902627227","0.0909089023060754"
"Less good","2015","35-65 y.","Urban Area","1390","0.147851811205827","0.140859458671547","0.154844163740107"
"Less good","2015","35-65 y.","Rural Area","724","0.149970406874349","0.14040217701867","0.159538636730028"
"Less good","2015","66 and older","Urban Area","757","0.244586441174312","0.229658430069013","0.25951445227961"
"Less good","2015","66 and older","Rural Area","385","0.235489469777641","0.215716966494363","0.255261973060918"
"Poor","2015","16-34 y.","Urban Area","38","0.00895087776727516","0.0062461176575154","0.0116556378770349"
"Poor","2015","16-34 y.","Rural Area","25","","",""
"Poor","2015","35-65 y.","Urban Area","320","0.0389985825754257","0.0351849499497338","0.0428122152011176"
"Poor","2015","35-65 y.","Rural Area","190","0.0410551003933869","0.035737787973935","0.0463724128128387"
"Poor","2015","66 and older","Urban Area","214","0.0763758320543146","0.0671518384292504","0.0855998256793789"
"Poor","2015","66 and older","Rural Area","118","0.076431906558736","0.0640508992058581","0.088812913911614"
"Very good","2016","16-34 y.","Urban Area","1763","0.228265527812065","0.217312753062693","0.239218302561438"
"Very good","2016","16-34 y.","Rural Area","749","0.221730244323997","0.205753449395229","0.237707039252765"
"Very good","2016","35-65 y.","Urban Area","1144","0.0767545720296733","0.0716206332394683","0.0818885108198784"
"Very good","2016","35-65 y.","Rural Area","462","0.052851805740643","0.0469318359061896","0.0587717755750963"
"Very good","2016","66 and older","Urban Area","84","0.0241660704628312","0.0187365960999062","0.0295955448257562"
"Very good","2016","66 and older","Rural Area","42","0.0260847302819596","0.0185740581787184","0.0335954023852008"
"Good","2016","16-34 y.","Urban Area","2413","0.492698504440709","0.479652012975948","0.505744995905469"
"Good","2016","16-34 y.","Rural Area","1137","0.497761434516706","0.478531501660485","0.516991367372928"
"Good","2016","35-65 y.","Urban Area","4059","0.384290233622542","0.374909049252576","0.393671417992507"
"Good","2016","35-65 y.","Rural Area","2269","0.400247939608425","0.387284177953953","0.413211701262896"
"Good","2016","66 and older","Urban Area","789","0.249905798498791","0.234597994899834","0.265213602097747"
"Good","2016","66 and older","Rural Area","451","0.243235635911465","0.223018530413539","0.26345274140939"
"Satisfactory","2016","16-34 y.","Urban Area","950","0.190456945111683","0.180210141236715","0.20070374898665"
"Satisfactory","2016","16-34 y.","Rural Area","474","0.188649049155881","0.173602261185295","0.203695837126468"
"Satisfactory","2016","35-65 y.","Urban Area","3234","0.346276611155672","0.337100713364187","0.355452508947158"
"Satisfactory","2016","35-65 y.","Rural Area","1781","0.352901972803593","0.340257733929533","0.365546211677653"
"Satisfactory","2016","66 and older","Urban Area","1296","0.406297505042038","0.388932563500282","0.423662446583793"
"Satisfactory","2016","66 and older","Rural Area","757","0.436717566389125","0.413345964826729","0.46008916795152"
"Less good","2016","16-34 y.","Urban Area","422","0.0767493948960672","0.0698028743961893","0.083695915395945"
"Less good","2016","16-34 y.","Rural Area","191","0.0781903203885497","0.0678648642870043","0.0885157764900951"
"Less good","2016","35-65 y.","Urban Area","1509","0.158077483415866","0.151041722950525","0.165113243881206"
"Less good","2016","35-65 y.","Rural Area","761","0.151912017261834","0.142414783427669","0.161409251095999"
"Less good","2016","66 and older","Urban Area","684","0.23630018998116","0.2212805270098","0.251319852952521"
"Less good","2016","66 and older","Rural Area","376","0.230026264802316","0.210194940863182","0.24985758874145"
"Poor","2016","16-34 y.","Urban Area","93","0.0118296277394761","0.00900818335137048","0.0146510721275818"
"Poor","2016","16-34 y.","Rural Area","46","0.0136689516148655","0.00920323591206178","0.0181346673176693"
"Poor","2016","35-65 y.","Urban Area","382","0.034601099776247","0.0310762685462887","0.0381259310062052"
"Poor","2016","35-65 y.","Rural Area","214","0.0420862645855049","0.0367735803764933","0.0473989487945165"
"Poor","2016","66 and older","Urban Area","220","0.0833304360151802","0.0735586253447394","0.093102246685621"
"Poor","2016","66 and older","Rural Area","104","0.0639358026151352","0.0524079101267075","0.0754636951035628"
"Very good","2017","16-34 y.","Urban Area","2090","0.241861604918374","0.231499359298434","0.252223850538313"
"Very good","2017","16-34 y.","Rural Area","869","0.196691317866495","0.182273800247823","0.211108835485167"
"Very good","2017","35-65 y.","Urban Area","1291","0.0833803241500722","0.0783198939512674","0.088440754348877"
"Very good","2017","35-65 y.","Rural Area","565","0.0592990945428633","0.053427212312226","0.0651709767735006"
"Very good","2017","66 and older","Urban Area","113","0.0347918103831885","0.0284366041553432","0.0411470166110337"
"Very good","2017","66 and older","Rural Area","33","0.0163666619980053","0.0106358045250896","0.022097519470921"
"Good","2017","16-34 y.","Urban Area","2805","0.463560309727643","0.451493019858897","0.475627599596389"
"Good","2017","16-34 y.","Rural Area","1277","0.510519031528751","0.492387664931645","0.528650398125857"
"Good","2017","35-65 y.","Urban Area","4526","0.384985267398063","0.376078381756469","0.393892153039657"
"Good","2017","35-65 y.","Rural Area","2571","0.395701355618174","0.383544056461584","0.407858654774765"
"Good","2017","66 and older","Urban Area","867","0.249388298960158","0.234383632817703","0.264392965102612"
"Good","2017","66 and older","Rural Area","489","0.245719383878673","0.226274331674828","0.265164436082519"
"Satisfactory","2017","16-34 y.","Urban Area","1114","0.207261300840776","0.197452400751009","0.217070200930544"
"Satisfactory","2017","16-34 y.","Rural Area","547","0.197167815450749","0.182737126527864","0.211598504373635"
"Satisfactory","2017","35-65 y.","Urban Area","3599","0.344137262739453","0.335440985231774","0.352833540247131"
"Satisfactory","2017","35-65 y.","Rural Area","2018","0.350399445751464","0.338538142123755","0.362260749379173"
"Satisfactory","2017","66 and older","Urban Area","1345","0.413365607470557","0.39628782153749","0.430443393403623"
"Satisfactory","2017","66 and older","Rural Area","856","0.450234994311957","0.427763544105207","0.472706444518707"
"Less good","2017","16-34 y.","Urban Area","484","0.081486921215337","0.0748665430397962","0.0881072993908778"
"Less good","2017","16-34 y.","Rural Area","185","0.0781472606501292","0.0684120731587972","0.0878824481414612"
"Less good","2017","35-65 y.","Urban Area","1633","0.1497054949156","0.143174721467081","0.156236268364119"
"Less good","2017","35-65 y.","Rural Area","854","0.156975961677232","0.147931888244188","0.166020035110277"
"Less good","2017","66 and older","Urban Area","675","0.235799079113444","0.221077463776614","0.250520694450274"
"Less good","2017","66 and older","Rural Area","382","0.225929409192989","0.207040816655273","0.244818001730705"
"Poor","2017","16-34 y.","Urban Area","67","0.00582986329787012","0.00398758297405519","0.00767214362168506"
"Poor","2017","16-34 y.","Rural Area","42","0.0174745745038763","0.0127219678793782","0.0222271811283745"
"Poor","2017","35-65 y.","Urban Area","416","0.0377916507968121","0.0343011032876503","0.0412821983059739"
"Poor","2017","35-65 y.","Rural Area","207","0.0376241424102659","0.0328933576496007","0.042354927170931"
"Poor","2017","66 and older","Urban Area","194","0.0666552040726532","0.058005152008266","0.0753052561370403"
"Poor","2017","66 and older","Rural Area","123","0.0617495506183757","0.0508778064968992","0.0726212947398522"
"Very good","2018","16-34 y.","Urban Area","1928","0.254192201788782","0.243032849691546","0.265351553886017"
"Very good","2018","16-34 y.","Rural Area","761","0.217761884002829","0.201650899208114","0.233872868797544"
"Very good","2018","35-65 y.","Urban Area","1255","0.0887555166715125","0.0833904883555561","0.0941205449874689"
"Very good","2018","35-65 y.","Rural Area","549","0.0596423004430408","0.0535621817845013","0.0657224191015802"
"Very good","2018","66 and older","Urban Area","112","0.0308802137300584","0.0249041326416032","0.0368562948185137"
"Very good","2018","66 and older","Rural Area","40","0.0249107749117409","0.0178544414639645","0.0319671083595174"
"Good","2018","16-34 y.","Urban Area","2411","0.454423337549206","0.441661811393462","0.467184863704951"
"Good","2018","16-34 y.","Rural Area","1080","0.499080535765686","0.47956273240628","0.518598339125092"
"Good","2018","35-65 y.","Urban Area","4309","0.393316270385653","0.384100980226187","0.40253156054512"
"Good","2018","35-65 y.","Rural Area","2352","0.396755027492639","0.384194832134409","0.409315222850869"
"Good","2018","66 and older","Urban Area","907","0.263072192178101","0.247861900336436","0.278282484019765"
"Good","2018","66 and older","Rural Area","477","0.235906086972066","0.216683747568429","0.255128426375703"
"Satisfactory","2018","16-34 y.","Urban Area","1051","0.20226264076384","0.191967501844884","0.212557779682795"
"Satisfactory","2018","16-34 y.","Rural Area","489","0.191797014072556","0.1764281130269","0.207165915118212"
"Satisfactory","2018","35-65 y.","Urban Area","3397","0.333449447332417","0.324555625367693","0.342343269297142"
"Satisfactory","2018","35-65 y.","Rural Area","1920","0.363146010229574","0.350799367111442","0.375492653347706"
"Satisfactory","2018","66 and older","Urban Area","1313","0.418182853539234","0.401143074000183","0.435222633078285"
"Satisfactory","2018","66 and older","Rural Area","867","0.47649945893773","0.453886725090534","0.499112192784926"
"Less good","2018","16-34 y.","Urban Area","388","0.0771301267017922","0.0702921649716299","0.0839680884319546"
"Less good","2018","16-34 y.","Rural Area","160","0.0772859059105904","0.0668616420374007","0.0877101697837801"
"Less good","2018","35-65 y.","Urban Area","1445","0.147991225251941","0.141292426961181","0.1546900235427"
"Less good","2018","35-65 y.","Rural Area","800","0.140305527284584","0.131388958239845","0.149222096329323"
"Less good","2018","66 and older","Urban Area","700","0.22637140038945","0.211914851154065","0.240827949624836"
"Less good","2018","66 and older","Rural Area","374","0.203238851543695","0.185019591344487","0.221458111742903"
"Poor","2018","16-34 y.","Urban Area","70","0.0119916931963799","0.00920194528319852","0.0147814411095613"
"Poor","2018","16-34 y.","Rural Area","31","0.0140746602483382","0.00947630370034505","0.0186730167963314"
"Poor","2018","35-65 y.","Urban Area","388","0.0364875403584764","0.0329503547782886","0.0400247259386642"
"Poor","2018","35-65 y.","Rural Area","207","0.0401511345501625","0.0351110402956812","0.0451912288046438"
"Poor","2018","66 and older","Urban Area","187","0.0614933401631566","0.0531944441310364","0.0697922361952768"
"Poor","2018","66 and older","Rural Area","116","0.0594448276347682","0.0487391916620692","0.0701504636074671"
"Very good","2019","16-34 y.","Urban Area","1465","0.231260534361705","0.219279999055887","0.243241069667522"
"Very good","2019","16-34 y.","Rural Area","567","0.199944718850236","0.183034670466225","0.216854767234248"
"Very good","2019","35-65 y.","Urban Area","1305","0.0918943843094274","0.0863117716268814","0.0974769969919734"
"Very good","2019","35-65 y.","Rural Area","598","0.0620047686941532","0.0558317014898891","0.0681778358984172"
"Very good","2019","66 and older","Urban Area","132","0.0323866151033617","0.0261388510515082","0.0386343791552152"
"Very good","2019","66 and older","Rural Area","69","0.0230358398791655","0.0163115645342467","0.0297601152240844"
"Good","2019","16-34 y.","Urban Area","2092","0.494411981941234","0.480205754864155","0.508618209018314"
"Good","2019","16-34 y.","Rural Area","1019","0.50468433876453","0.48354551454894","0.52582316298012"
"Good","2019","35-65 y.","Urban Area","4330","0.405342692090226","0.395854807681872","0.41483057649858"
"Good","2019","35-65 y.","Rural Area","2442","0.401228077932861","0.388681811208392","0.413774344657331"
"Good","2019","66 and older","Urban Area","904","0.26809833775584","0.252464545606369","0.283732129905312"
"Good","2019","66 and older","Rural Area","519","0.234757978296622","0.215759722420071","0.253756234173173"
"Satisfactory","2019","16-34 y.","Urban Area","837","0.193765288324223","0.182534645693893","0.204995930954553"
"Satisfactory","2019","16-34 y.","Rural Area","400","0.208712930855782","0.191531014677727","0.225894847033838"
"Satisfactory","2019","35-65 y.","Urban Area","3016","0.316932788385787","0.307941123009603","0.325924453761972"
"Satisfactory","2019","35-65 y.","Rural Area","1888","0.356113185452736","0.343856107817689","0.368370263087782"
"Satisfactory","2019","66 and older","Urban Area","1279","0.428732037446646","0.411265621039539","0.446198453853754"
"Satisfactory","2019","66 and older","Rural Area","830","0.451804176488476","0.429496870274301","0.474111482702652"
"Less good","2019","16-34 y.","Urban Area","295","0.0631113740936142","0.0562020800855678","0.0700206681016607"
"Less good","2019","16-34 y.","Rural Area","140","0.0761052413767971","0.0648941364099067","0.0873163463436874"
"Less good","2019","35-65 y.","Urban Area","1332","0.155197719980272","0.148200185646408","0.162195254314135"
"Less good","2019","35-65 y.","Rural Area","770","0.147060817814029","0.13799523634649","0.156126399281568"
"Less good","2019","66 and older","Urban Area","592","0.208832060193513","0.194486291210234","0.223177829176791"
"Less good","2019","66 and older","Rural Area","386","0.235475435755462","0.216457092847803","0.25449377866312"
"Poor","2019","16-34 y.","Urban Area","69","0.0174508212792243","0.0137301529627393","0.0211714895957093"
"Poor","2019","16-34 y.","Rural Area","23","","",""
"Poor","2019","35-65 y.","Urban Area","303","0.030632415234288","0.027302296658511","0.0339625338100649"
"Poor","2019","35-65 y.","Rural Area","165","0.033593150106221","0.0289811053940312","0.0382051948184107"
"Poor","2019","66 and older","Urban Area","177","0.0619509495006388","0.0534429459211292","0.0704589530801485"
"Poor","2019","66 and older","Rural Area","108","0.0549265695802746","0.0447141614669783","0.065138977693571"
