"ple0008","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Good","2014","direct migration background","East Germany","145","0.399517967101254","0.347908638664224","0.451127295538283","2"
"Good","2014","indirect migration background","West Germany","752","0.426632766344154","0.403052523273055","0.450213009415253","2"
"Good","2014","indirect migration background","East Germany","60","0.633141814251839","0.540067663154436","0.726215965349241","2"
"Less good","2014","no migration background","West Germany","2217","0.161207166607888","0.155342598857238","0.167071734358537","4"
"Less good","2014","direct migration background","West Germany","665","0.150736544107001","0.140597827105695","0.160875261108307","4"
"Less good","2014","no migration background","East Germany","786","0.166835422594211","0.156663789338916","0.177007055849506","4"
"Less good","2014","direct migration background","East Germany","47","0.148600271087654","0.11112139177104","0.186079150404267","4"
"Less good","2014","indirect migration background","West Germany","137","0.082501133183252","0.0693840442251192","0.0956182221413847","4"
"Less good","2014","indirect migration background","East Germany","5","","","","4"
"Poor","2014","no migration background","West Germany","504","0.0384404434260673","0.0353742555048457","0.0415066313472889","5"
"Poor","2014","no migration background","East Germany","207","0.0461570657910242","0.0404325508741239","0.0518815807079246","5"
"Poor","2014","direct migration background","West Germany","190","0.0469959334306852","0.0409989890296362","0.0529928778317343","5"
"Poor","2014","direct migration background","East Germany","15","","","","5"
"Poor","2014","indirect migration background","West Germany","33","0.0170416001203271","0.0108709987245884","0.0232122015160658","5"
"Poor","2014","indirect migration background","East Germany","3","","","","5"
"Satisfactory","2014","no migration background","West Germany","4981","0.339227979413327","0.331677263423575","0.346778695403079","3"
"Satisfactory","2014","no migration background","East Germany","1769","0.352381449509081","0.339348361724721","0.365414537293441","3"
"Satisfactory","2014","direct migration background","West Germany","1381","0.296159356084015","0.283221795244865","0.309096916923164","3"
"Satisfactory","2014","direct migration background","East Germany","92","0.284317389719757","0.236786933194287","0.331847846245227","3"
"Satisfactory","2014","indirect migration background","West Germany","421","0.245906823217204","0.225376181034107","0.266437465400302","3"
"Satisfactory","2014","indirect migration background","East Germany","20","","","","3"
"Very good","2014","no migration background","West Germany","1405","0.0919873187543245","0.0873781095881127","0.0965965279205364","1"
"Very good","2014","no migration background","East Germany","353","0.0716099905045318","0.0645754910756318","0.0786444899334318","1"
"Very good","2014","direct migration background","West Germany","611","0.125364589685718","0.115981335626057","0.134747843745379","1"
"Very good","2014","direct migration background","East Germany","47","0.126229791692525","0.0912361137190146","0.161223469666035","1"
"Very good","2014","indirect migration background","West Germany","347","0.227917677135063","0.207917881940161","0.247917472329965","1"
"Very good","2014","indirect migration background","East Germany","15","","","","1"
"Good","2015","no migration background","East Germany","1884","0.35925608634194","0.345834746076181","0.3726774266077","2"
"Good","2015","no migration background","West Germany","5668","0.370022798792815","0.362133751952109","0.377911845633521","2"
"Good","2015","direct migration background","West Germany","2320","0.383048094306531","0.370205250922518","0.395890937690544","2"
"Good","2015","direct migration background","East Germany","172","0.393340414005825","0.347169265185247","0.439511562826402","2"
"Good","2015","indirect migration background","West Germany","721","0.459575410216757","0.43504852254647","0.484102297887043","2"
"Good","2015","indirect migration background","East Germany","44","0.421172835867888","0.326732381020556","0.51561329071522","2"
"Less good","2015","no migration background","West Germany","2109","0.159266486305945","0.153287338962962","0.165245633648928","4"
"Less good","2015","no migration background","East Germany","735","0.162414209754079","0.152096620438791","0.172731799069368","4"
"Less good","2015","direct migration background","West Germany","670","0.143093796614725","0.133842855316343","0.152344737913108","4"
"Less good","2015","direct migration background","East Germany","55","0.115477120616378","0.0852695101793701","0.145684731053385","4"
"Less good","2015","indirect migration background","West Germany","155","0.0845936078350977","0.0708982859616958","0.0982889297084997","4"
"Less good","2015","indirect migration background","East Germany","13","","","","4"
"Poor","2015","no migration background","West Germany","465","0.0395149830475237","0.0363317086694126","0.0426982574256348","5"
"Poor","2015","no migration background","East Germany","216","0.0524241845600878","0.0461893576548015","0.058659011465374","5"
"Poor","2015","direct migration background","West Germany","183","0.0469185912482049","0.0413320069123385","0.0525051755840713","5"
"Poor","2015","direct migration background","East Germany","16","","","","5"
"Poor","2015","indirect migration background","West Germany","23","","","","5"
"Poor","2015","indirect migration background","East Germany","2","","","","5"
"Satisfactory","2015","no migration background","West Germany","4815","0.339947292723314","0.332207256766317","0.347687328680312","3"
"Satisfactory","2015","no migration background","East Germany","1770","0.361099683828971","0.34766332230635","0.374536045351593","3"
"Satisfactory","2015","direct migration background","West Germany","1346","0.277896807645474","0.266062297404493","0.289731317886454","3"
"Satisfactory","2015","direct migration background","East Germany","98","0.203997229203485","0.165909657284292","0.242084801122678","3"
"Satisfactory","2015","indirect migration background","East Germany","23","","","","3"
"Satisfactory","2015","indirect migration background","West Germany","393","0.247850368261341","0.2266011279824","0.269099608540282","3"
"Very good","2015","no migration background","West Germany","1331","0.0912484391304026","0.0865431839286794","0.0959536943321258","1"
"Very good","2015","no migration background","East Germany","304","0.0648058355149212","0.0579191614953568","0.0716925095344856","1"
"Very good","2015","direct migration background","West Germany","985","0.149042710185065","0.139634259139481","0.158451161230649","1"
"Very good","2015","direct migration background","East Germany","89","0.206189926159331","0.16795098238655","0.244428869932112","1"
"Very good","2015","indirect migration background","West Germany","294","0.190808978623849","0.171470538924973","0.210147418322725","1"
"Very good","2015","indirect migration background","East Germany","23","","","","1"
"Good","2016","no migration background","West Germany","5192","0.376450510826739","0.368227308228107","0.384673713425372","2"
"Good","2016","no migration background","East Germany","1794","0.369796956301188","0.35584944576447","0.383744466837907","2"
"Good","2016","direct migration background","East Germany","397","0.386018272785183","0.357819708150713","0.414216837419652","2"
"Good","2016","direct migration background","West Germany","3053","0.384974831656145","0.374444929193409","0.395504734118882","2"
"Good","2016","indirect migration background","West Germany","626","0.432535165397403","0.407157145100975","0.457913185693831","2"
"Good","2016","indirect migration background","East Germany","57","0.708138888919498","0.622398874618632","0.793878903220364","2"
"Less good","2016","no migration background","West Germany","1913","0.15894591198184","0.15274024844038","0.165151575523301","4"
"Less good","2016","no migration background","East Germany","721","0.169133841618278","0.158303165329982","0.179964517906574","4"
"Less good","2016","direct migration background","East Germany","142","0.120823250369967","0.101945132111775","0.139701368628159","4"
"Less good","2016","direct migration background","West Germany","1008","0.157279902604497","0.149401466328334","0.16515833888066","4"
"Less good","2016","indirect migration background","East Germany","9","","","","4"
"Less good","2016","indirect migration background","West Germany","150","0.085939435294806","0.0715825150844778","0.100296355505134","4"
"Poor","2016","no migration background","West Germany","464","0.0418080054008316","0.0384109113222383","0.0452050994794249","5"
"Poor","2016","no migration background","East Germany","194","0.0414002718034114","0.0356446131346664","0.0471559304721564","5"
"Poor","2016","direct migration background","West Germany","317","0.0435746039481749","0.039156824716516","0.0479923831798338","5"
"Poor","2016","direct migration background","East Germany","54","0.0724837272484351","0.0574652335961893","0.0875022209006809","5"
"Poor","2016","indirect migration background","West Germany","27","","","","5"
"Poor","2016","indirect migration background","East Germany","3","","","","5"
"Satisfactory","2016","no migration background","West Germany","4570","0.341037234990221","0.332991181453997","0.349083288526445","3"
"Satisfactory","2016","no migration background","East Germany","1576","0.345908635580423","0.332165852431184","0.359651418729662","3"
"Satisfactory","2016","direct migration background","West Germany","1711","0.276014593487273","0.266340892401618","0.285688294572929","3"
"Satisfactory","2016","direct migration background","East Germany","222","0.216590029287963","0.192730650884659","0.240449407691266","3"
"Satisfactory","2016","indirect migration background","East Germany","24","","","","3"
"Satisfactory","2016","indirect migration background","West Germany","389","0.266472954485107","0.243825875915462","0.289120033054751","3"
"Very good","2016","no migration background","West Germany","1196","0.0817583368003678","0.0771078747782945","0.086408798822441","1"
"Very good","2016","no migration background","East Germany","317","0.0737602946966993","0.0662085412498104","0.0813120481435882","1"
"Very good","2016","direct migration background","West Germany","2114","0.13815606830391","0.130688812450242","0.145623324157577","1"
"Very good","2016","direct migration background","East Germany","330","0.204084720308452","0.180740250540474","0.227429190076431","1"
"Very good","2016","indirect migration background","West Germany","272","0.200528728256205","0.180018651595895","0.221038804916516","1"
"Very good","2016","indirect migration background","East Germany","15","","","","1"
"Good","2017","no migration background","West Germany","5884","0.361954195425424","0.354302608515132","0.369605782335715","2"
"Good","2017","no migration background","East Germany","2074","0.395365868181853","0.382025458802377","0.408706277561328","2"
"Good","2017","direct migration background","West Germany","3443","0.380337900428088","0.370365077934071","0.390310722922104","2"
"Good","2017","direct migration background","East Germany","399","0.416255416522306","0.387217486027239","0.445293347017372","2"
"Good","2017","indirect migration background","West Germany","686","0.445502053634835","0.421201566547608","0.469802540722062","2"
"Good","2017","indirect migration background","East Germany","49","0.538373263084107","0.443914246161638","0.632832280006576","2"
"Less good","2017","no migration background","East Germany","742","0.152348778861042","0.142543694717541","0.162153863004543","4"
"Less good","2017","no migration background","West Germany","2118","0.159743358348915","0.153910033508674","0.165576683189156","4"
"Less good","2017","direct migration background","West Germany","1054","0.156327289439066","0.148866921975927","0.163787656902204","4"
"Less good","2017","direct migration background","East Germany","119","0.138833518988697","0.118464739561674","0.15920229841572","4"
"Less good","2017","indirect migration background","West Germany","166","0.100128818212208","0.0854527449949077","0.114804891429508","4"
"Less good","2017","indirect migration background","East Germany","14","","","","4"
"Poor","2017","no migration background","West Germany","470","0.0359458360354932","0.0329818661194973","0.038909805951489","5"
"Poor","2017","no migration background","East Germany","215","0.0513403426581106","0.045318799023679","0.0573618862925421","5"
"Poor","2017","direct migration background","West Germany","301","0.0378604097719241","0.0339396745207701","0.0417811450230781","5"
"Poor","2017","direct migration background","East Germany","37","0.0384049356366882","0.0270844798164319","0.0497253914569445","5"
"Poor","2017","indirect migration background","West Germany","24","","","","5"
"Poor","2017","indirect migration background","East Germany","2","","","","5"
"Satisfactory","2017","no migration background","West Germany","5090","0.348550540963057","0.340963507075456","0.356137574850657","3"
"Satisfactory","2017","no migration background","East Germany","1778","0.339137386064585","0.326220237149617","0.352054534979553","3"
"Satisfactory","2017","direct migration background","East Germany","229","0.234499948061202","0.209541460275486","0.259458435846919","3"
"Satisfactory","2017","direct migration background","West Germany","1930","0.292633398982268","0.283287092016455","0.301979705948081","3"
"Satisfactory","2017","indirect migration background","West Germany","425","0.238434031958515","0.21759977393843","0.259268289978599","3"
"Satisfactory","2017","indirect migration background","East Germany","27","","","","3"
"Very good","2017","no migration background","West Germany","1591","0.0938060692271118","0.0891638587971567","0.0984482796570669","1"
"Very good","2017","no migration background","East Germany","351","0.0618076242344093","0.0552372483606437","0.0683780001081748","1"
"Very good","2017","direct migration background","West Germany","2375","0.132841001378655","0.125868778564097","0.139813224193212","1"
"Very good","2017","direct migration background","East Germany","323","0.172006180791107","0.149775136983064","0.19423722459915","1"
"Very good","2017","indirect migration background","West Germany","306","0.203023281749277","0.183356382552562","0.222690180945992","1"
"Very good","2017","indirect migration background","East Germany","15","","","","1"
"Good","2018","no migration background","East Germany","1995","0.398329487446109","0.384824660904523","0.411834313987695","2"
"Good","2018","no migration background","West Germany","5751","0.368403751381402","0.360572062952549","0.376235439810255","2"
"Good","2018","direct migration background","West Germany","2722","0.361954275150401","0.351291505077296","0.372617045223505","2"
"Good","2018","direct migration background","East Germany","343","0.465935812624645","0.434248209410567","0.497623415838723","2"
"Good","2018","indirect migration background","East Germany","56","0.498534366787005","0.409811347179475","0.587257386394534","2"
"Good","2018","indirect migration background","West Germany","669","0.424081785466009","0.399759649247776","0.448403921684242","2"
"Less good","2018","no migration background","West Germany","2035","0.153790930574006","0.147933895714917","0.159647965433095","4"
"Less good","2018","no migration background","East Germany","709","0.146078702941822","0.136335745792353","0.155821660091291","4"
"Less good","2018","direct migration background","West Germany","879","0.148886010499848","0.140987629151104","0.156784391848592","4"
"Less good","2018","indirect migration background","West Germany","141","0.0903503113080535","0.0762412404754289","0.104459382140678","4"
"Less good","2018","indirect migration background","East Germany","10","","","","4"
"Less good","2018","direct migration background","East Germany","93","0.11463289992001","0.0943959085616574","0.134869891278362","4"
"Poor","2018","no migration background","West Germany","445","0.0369168298994369","0.0338554466216865","0.0399782131771873","5"
"Poor","2018","no migration background","East Germany","200","0.041140508087625","0.035661515293491","0.0466195008817591","5"
"Poor","2018","direct migration background","West Germany","275","0.0418881447447043","0.0374431530142585","0.0463331364751501","5"
"Poor","2018","direct migration background","East Germany","30","0.026325172093129","0.0161551429475713","0.0364952012386868","5"
"Poor","2018","indirect migration background","West Germany","42","0.0213250542944709","0.0142151982498447","0.0284349103390972","5"
"Poor","2018","indirect migration background","East Germany","7","","","","5"
"Satisfactory","2018","no migration background","East Germany","1762","0.344021212406852","0.330916547302244","0.35712587751146","3"
"Satisfactory","2018","no migration background","West Germany","4821","0.347689001226589","0.339956919505834","0.355421082947344","3"
"Satisfactory","2018","direct migration background","West Germany","1838","0.302986015025112","0.292789557249966","0.313182472800258","3"
"Satisfactory","2018","direct migration background","East Germany","196","0.209344975780401","0.183501292767704","0.235188658793098","3"
"Satisfactory","2018","indirect migration background","East Germany","29","","","","3"
"Satisfactory","2018","indirect migration background","West Germany","391","0.242351012250593","0.221262160093869","0.263439864407318","3"
"Very good","2018","no migration background","West Germany","1521","0.0931994869185664","0.0884795494182481","0.0979194244188847","1"
"Very good","2018","no migration background","East Germany","382","0.0704300891175923","0.0633716517451719","0.0774885264900127","1"
"Very good","2018","direct migration background","West Germany","2089","0.144285554579935","0.136489171939487","0.152081937220384","1"
"Very good","2018","direct migration background","East Germany","290","0.183761139581815","0.159159441285933","0.208362837877697","1"
"Very good","2018","indirect migration background","West Germany","343","0.221891836680873","0.20144212695219","0.242341546409556","1"
"Very good","2018","indirect migration background","East Germany","20","","","","1"
"Good","2019","no migration background","West Germany","6133","0.387290577109522","0.379512611290521","0.395068542928524","2"
"Good","2019","no migration background","East Germany","2095","0.391783635261051","0.37845806042556","0.405109210096542","2"
"Good","2019","direct migration background","West Germany","2613","0.365021305964847","0.353672413092607","0.376370198837086","2"
"Good","2019","direct migration background","East Germany","334","0.471007642010598","0.436222119992908","0.505793164028288","2"
"Good","2019","indirect migration background","East Germany","62","0.53690548268548","0.451841666090288","0.621969299280671","2"
"Good","2019","indirect migration background","West Germany","678","0.44694204633657","0.422325647456459","0.471558445216681","2"
"Less good","2019","no migration background","West Germany","1945","0.153895482418264","0.148133854242058","0.159657110594469","4"
"Less good","2019","no migration background","East Germany","749","0.157409702098638","0.147468068987811","0.167351335209466","4"
"Less good","2019","direct migration background","West Germany","804","0.146080876388782","0.137755193500667","0.154406559276897","4"
"Less good","2019","direct migration background","East Germany","84","0.105580685552749","0.0841654590302218","0.126995912075277","4"
"Less good","2019","indirect migration background","East Germany","17","","","","4"
"Less good","2019","indirect migration background","West Germany","140","0.0824269973209045","0.0688103983806065","0.0960435962612025","4"
"Poor","2019","no migration background","West Germany","431","0.0344590014685475","0.0315465614541938","0.0373714414829011","5"
"Poor","2019","no migration background","East Germany","190","0.0412940811902657","0.0358625739326718","0.0467255884478596","5"
"Poor","2019","direct migration background","West Germany","229","0.0382400205378954","0.0337193045691484","0.0427607365066425","5"
"Poor","2019","direct migration background","East Germany","24","","","","5"
"Poor","2019","indirect migration background","West Germany","38","0.025608407546284","0.0177872390335492","0.0334295760590187","5"
"Poor","2019","indirect migration background","East Germany","2","","","","5"
"Satisfactory","2019","no migration background","East Germany","1697","0.3410543580517","0.328113283088533","0.353995433014867","3"
"Satisfactory","2019","no migration background","West Germany","4822","0.331530337388735","0.324013714290524","0.339046960486945","3"
"Satisfactory","2019","direct migration background","West Germany","1589","0.310653071510374","0.299744407615442","0.321561735405305","3"
"Satisfactory","2019","direct migration background","East Germany","161","0.210150534205841","0.181758450756408","0.238542617655274","3"
"Satisfactory","2019","indirect migration background","East Germany","31","0.281060670420652","0.20437622422331","0.357745116617994","3"
"Satisfactory","2019","indirect migration background","West Germany","386","0.252001192023398","0.230504811403186","0.27349757264361","3"
"Very good","2019","no migration background","West Germany","1737","0.0928246016149317","0.0881912264734068","0.0974579767564566","1"
"Very good","2019","no migration background","East Germany","424","0.0684582233983444","0.0615645971028736","0.0753518496938152","1"
"Very good","2019","direct migration background","West Germany","1678","0.140004725598102","0.131825085554493","0.148184365641712","1"
"Very good","2019","direct migration background","East Germany","188","0.196848021748392","0.169138805416592","0.224557238080191","1"
"Very good","2019","indirect migration background","West Germany","325","0.193021356772844","0.173480333795346","0.212562379750342","1"
"Very good","2019","indirect migration background","East Germany","20","","","","1"
