"pli0089","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2005","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2005","Brandenburg","East Germany","","","","","3"
"Min 1x per month","2005","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2005","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","2005","Thuringia","West Germany","","","","","3"
"Min 1x per month","2005","Thuringia","East Germany","","","","","3"
"Min 1x per week","2005","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","2005","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2005","Hamburg","West Germany","","","","","2"
"Min 1x per week","2005","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","2005","Hamburg","East Germany","","","","","2"
"Min 1x per week","2005","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","2005","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2005","Bremen","West Germany","","","","","2"
"Min 1x per week","2005","Bremen","East Germany","","","","","2"
"Min 1x per week","2005","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2005","Hesse","West Germany","","","","","2"
"Min 1x per week","2005","Hesse","East Germany","","","","","2"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","2005","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2005","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","2005","Saxony","West Germany","","","","","2"
"Min 1x per week","2005","Saxony","East Germany","","","","","2"
"Min 1x per week","2005","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2005","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","2005","Thuringia","West Germany","","","","","2"
"Min 1x per week","2005","Thuringia","East Germany","","","","","2"
"Min 1x per week","2005","Bavaria","West Germany","","","","","2"
"Min 1x per week","2005","Bavaria","East Germany","","","","","2"
"Min 1x per week","2005","Berlin","West Germany","","","","","2"
"Min 1x per week","2005","Berlin","East Germany","","","","","2"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2005","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","2005","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2005","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2005","Brandenburg","East Germany","","","","","2"
"Never","2005","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","2005","Hamburg","West Germany","","","","","5"
"Never","2005","Thuringia","East Germany","","","","","5"
"Never","2005","Schleswig-Holstein","West Germany","","","","","5"
"Never","2005","Schleswig-Holstein","East Germany","","","","","5"
"Never","2005","Bremen","East Germany","","","","","5"
"Never","2005","North Rhine-Westphalia","West Germany","","","","","5"
"Never","2005","Hamburg","East Germany","","","","","5"
"Never","2005","Lower Saxony","West Germany","","","","","5"
"Never","2005","Lower Saxony","East Germany","","","","","5"
"Never","2005","Bremen","West Germany","","","","","5"
"Never","2005","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2005","Saxony","West Germany","","","","","5"
"Never","2005","Saxony","East Germany","","","","","5"
"Never","2005","Saxony-Anhalt","West Germany","","","","","5"
"Never","2005","Saxony-Anhalt","East Germany","","","","","5"
"Never","2005","Thuringia","West Germany","","","","","5"
"Never","2005","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2005","Hesse","West Germany","","","","","5"
"Never","2005","Hesse","East Germany","","","","","5"
"Never","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2005","Baden-Württemberg","West Germany","","","","","5"
"Never","2005","Baden-Württemberg","East Germany","","","","","5"
"Never","2005","Bavaria","West Germany","","","","","5"
"Never","2005","Bavaria","East Germany","","","","","5"
"Never","2005","Berlin","West Germany","","","","","5"
"Never","2005","Berlin","East Germany","","","","","5"
"Never","2005","Brandenburg","West Germany","","","","","5"
"Never","2005","Brandenburg","East Germany","","","","","5"
"Rarely","2005","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","2005","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2005","Hamburg","West Germany","","","","","4"
"Rarely","2005","Hamburg","East Germany","","","","","4"
"Rarely","2005","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","2005","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2005","Hesse","West Germany","","","","","4"
"Rarely","2005","Bavaria","West Germany","","","","","4"
"Rarely","2005","Lower Saxony","West Germany","","","","","4"
"Rarely","2005","Lower Saxony","East Germany","","","","","4"
"Rarely","2005","Bremen","West Germany","","","","","4"
"Rarely","2005","Bremen","East Germany","","","","","4"
"Rarely","2005","Hesse","East Germany","","","","","4"
"Rarely","2005","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","2005","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2005","Baden-Württemberg","West Germany","","","","","4"
"Rarely","2005","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2005","Bavaria","East Germany","","","","","4"
"Rarely","2005","Berlin","West Germany","","","","","4"
"Rarely","2005","Berlin","East Germany","","","","","4"
"Rarely","2005","Brandenburg","West Germany","","","","","4"
"Rarely","2005","Brandenburg","East Germany","","","","","4"
"Rarely","2005","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2005","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","2005","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","2005","Saxony","West Germany","","","","","4"
"Rarely","2005","Saxony","East Germany","","","","","4"
"Rarely","2005","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2005","Thuringia","West Germany","","","","","4"
"Rarely","2005","Thuringia","East Germany","","","","","4"
"Daily","2006","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2006","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2006","Hamburg","West Germany","","","","","1"
"Daily","2006","Hamburg","East Germany","","","","","1"
"Daily","2006","Lower Saxony","West Germany","","","","","1"
"Daily","2006","Lower Saxony","East Germany","","","","","1"
"Daily","2006","Bremen","West Germany","","","","","1"
"Daily","2006","Bremen","East Germany","","","","","1"
"Daily","2006","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2006","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2006","Hesse","West Germany","","","","","1"
"Daily","2006","Hesse","East Germany","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2006","Baden-Württemberg","West Germany","","","","","1"
"Daily","2006","Baden-Württemberg","East Germany","","","","","1"
"Daily","2006","Bavaria","West Germany","","","","","1"
"Daily","2006","Bavaria","East Germany","","","","","1"
"Daily","2006","Berlin","West Germany","","","","","1"
"Daily","2006","Berlin","East Germany","","","","","1"
"Daily","2006","Brandenburg","West Germany","","","","","1"
"Daily","2006","Brandenburg","East Germany","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2006","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2006","Saxony","West Germany","","","","","1"
"Daily","2006","Saxony","East Germany","","","","","1"
"Daily","2006","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2006","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2006","Thuringia","West Germany","","","","","1"
"Daily","2006","Thuringia","East Germany","","","","","1"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","2006","Saxony","West Germany","","","","","3"
"Min 1x per month","2006","Saxony","East Germany","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","2006","Hamburg","West Germany","","","","","3"
"Min 1x per month","2006","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2006","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2006","Hamburg","East Germany","","","","","3"
"Min 1x per month","2006","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","2006","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2006","Bremen","West Germany","","","","","3"
"Min 1x per month","2006","Bremen","East Germany","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","2006","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2006","Hesse","West Germany","","","","","3"
"Min 1x per month","2006","Hesse","East Germany","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","2006","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2006","Bavaria","West Germany","","","","","3"
"Min 1x per month","2006","Bavaria","East Germany","","","","","3"
"Min 1x per month","2006","Berlin","West Germany","","","","","3"
"Min 1x per month","2006","Berlin","East Germany","","","","","3"
"Min 1x per month","2006","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2006","Brandenburg","East Germany","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2006","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","2006","Thuringia","West Germany","","","","","3"
"Min 1x per month","2006","Thuringia","East Germany","","","","","3"
"Min 1x per week","2006","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","2006","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2006","Hesse","West Germany","","","","","2"
"Min 1x per week","2006","Hesse","East Germany","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","2006","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2006","Hamburg","West Germany","","","","","2"
"Min 1x per week","2006","Hamburg","East Germany","","","","","2"
"Min 1x per week","2006","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","2006","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2006","Bremen","West Germany","","","","","2"
"Min 1x per week","2006","Bremen","East Germany","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","2006","Saxony","West Germany","","","","","2"
"Min 1x per week","2006","Saxony","East Germany","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2006","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2006","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","2006","Thuringia","West Germany","","","","","2"
"Min 1x per week","2006","Thuringia","East Germany","","","","","2"
"Min 1x per week","2006","Bavaria","West Germany","","","","","2"
"Min 1x per week","2006","Bavaria","East Germany","","","","","2"
"Min 1x per week","2006","Berlin","West Germany","","","","","2"
"Min 1x per week","2006","Berlin","East Germany","","","","","2"
"Min 1x per week","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","2006","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2006","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2006","Brandenburg","East Germany","","","","","2"
"Never","2006","Bremen","East Germany","","","","","5"
"Never","2006","North Rhine-Westphalia","West Germany","","","","","5"
"Never","2006","Thuringia","East Germany","","","","","5"
"Never","2006","Schleswig-Holstein","West Germany","","","","","5"
"Never","2006","Schleswig-Holstein","East Germany","","","","","5"
"Never","2006","Hamburg","West Germany","","","","","5"
"Never","2006","Hamburg","East Germany","","","","","5"
"Never","2006","Lower Saxony","West Germany","","","","","5"
"Never","2006","Lower Saxony","East Germany","","","","","5"
"Never","2006","Bremen","West Germany","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","2006","Saxony","West Germany","","","","","5"
"Never","2006","Saxony","East Germany","","","","","5"
"Never","2006","Saxony-Anhalt","West Germany","","","","","5"
"Never","2006","Saxony-Anhalt","East Germany","","","","","5"
"Never","2006","Thuringia","West Germany","","","","","5"
"Never","2006","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2006","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2006","Hesse","West Germany","","","","","5"
"Never","2006","Hesse","East Germany","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2006","Baden-Württemberg","West Germany","","","","","5"
"Never","2006","Baden-Württemberg","East Germany","","","","","5"
"Never","2006","Bavaria","West Germany","","","","","5"
"Never","2006","Bavaria","East Germany","","","","","5"
"Never","2006","Berlin","West Germany","","","","","5"
"Never","2006","Berlin","East Germany","","","","","5"
"Never","2006","Brandenburg","West Germany","","","","","5"
"Never","2006","Brandenburg","East Germany","","","","","5"
"Rarely","2006","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","2006","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2006","Hamburg","West Germany","","","","","4"
"Rarely","2006","Hamburg","East Germany","","","","","4"
"Rarely","2006","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","2006","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2006","Hesse","West Germany","","","","","4"
"Rarely","2006","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2006","Bavaria","West Germany","","","","","4"
"Rarely","2006","Lower Saxony","West Germany","","","","","4"
"Rarely","2006","Lower Saxony","East Germany","","","","","4"
"Rarely","2006","Bremen","West Germany","","","","","4"
"Rarely","2006","Bremen","East Germany","","","","","4"
"Rarely","2006","Hesse","East Germany","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","2006","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2006","Baden-Württemberg","West Germany","","","","","4"
"Rarely","2006","Berlin","East Germany","","","","","4"
"Rarely","2006","Brandenburg","West Germany","","","","","4"
"Rarely","2006","Brandenburg","East Germany","","","","","4"
"Rarely","2006","Bavaria","East Germany","","","","","4"
"Rarely","2006","Berlin","West Germany","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2006","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","2006","Saxony","West Germany","","","","","4"
"Rarely","2006","Saxony","East Germany","","","","","4"
"Rarely","2006","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2006","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","2006","Thuringia","West Germany","","","","","4"
"Rarely","2006","Thuringia","East Germany","","","","","4"
"Daily","2007","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2007","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2007","Hamburg","West Germany","","","","","1"
"Daily","2007","Hamburg","East Germany","","","","","1"
"Daily","2007","Lower Saxony","West Germany","","","","","1"
"Daily","2007","Lower Saxony","East Germany","","","","","1"
"Daily","2007","Bremen","West Germany","","","","","1"
"Daily","2007","Bremen","East Germany","","","","","1"
"Daily","2007","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2007","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2007","Hesse","West Germany","","","","","1"
"Daily","2007","Hesse","East Germany","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2007","Baden-Württemberg","West Germany","","","","","1"
"Daily","2007","Baden-Württemberg","East Germany","","","","","1"
"Daily","2007","Bavaria","West Germany","","","","","1"
"Daily","2007","Bavaria","East Germany","","","","","1"
"Daily","2007","Berlin","West Germany","","","","","1"
"Daily","2007","Berlin","East Germany","","","","","1"
"Daily","2007","Brandenburg","West Germany","","","","","1"
"Daily","2007","Brandenburg","East Germany","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2007","Saxony","West Germany","","","","","1"
"Daily","2007","Saxony","East Germany","","","","","1"
"Daily","2007","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2007","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2007","Thuringia","West Germany","","","","","1"
"Daily","2007","Thuringia","East Germany","","","","","1"
"Min 1x per month","2007","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","2007","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2007","Hamburg","West Germany","","","","","3"
"Min 1x per month","2007","Lower Saxony","West Germany","","","","","3"
"Min 1x per month","2007","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2007","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2007","Hesse","West Germany","","","","","3"
"Min 1x per month","2007","Hesse","East Germany","","","","","3"
"Min 1x per month","2007","Hamburg","East Germany","","","","","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"Min 1x per month","2007","Saxony","West Germany","","","","","3"
"Min 1x per month","2007","Saxony","East Germany","","","","","3"
"Min 1x per month","2007","Bremen","West Germany","","","","","3"
"Min 1x per month","2007","Bremen","East Germany","","","","","3"
"Min 1x per month","2007","North Rhine-Westphalia","West Germany","","","","","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2007","Baden-Württemberg","West Germany","","","","","3"
"Min 1x per month","2007","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2007","Bavaria","West Germany","","","","","3"
"Min 1x per month","2007","Bavaria","East Germany","","","","","3"
"Min 1x per month","2007","Berlin","West Germany","","","","","3"
"Min 1x per month","2007","Berlin","East Germany","","","","","3"
"Min 1x per month","2007","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2007","Brandenburg","East Germany","","","","","3"
"Min 1x per month","2007","Thuringia","East Germany","","","","","3"
"Min 1x per month","2007","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2007","Saxony-Anhalt","East Germany","","","","","3"
"Min 1x per month","2007","Thuringia","West Germany","","","","","3"
"Min 1x per week","2007","Hamburg","West Germany","","","","","2"
"Min 1x per week","2007","North Rhine-Westphalia","West Germany","","","","","2"
"Min 1x per week","2007","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2007","Hamburg","East Germany","","","","","2"
"Min 1x per week","2007","Hesse","West Germany","","","","","2"
"Min 1x per week","2007","Hesse","East Germany","","","","","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","2"
"Min 1x per week","2007","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2007","Lower Saxony","West Germany","","","","","2"
"Min 1x per week","2007","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2007","Bremen","West Germany","","","","","2"
"Min 1x per week","2007","Bremen","East Germany","","","","","2"
"Min 1x per week","2007","Schleswig-Holstein","West Germany","","","","","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Min 1x per week","2007","Saxony","West Germany","","","","","2"
"Min 1x per week","2007","Saxony","East Germany","","","","","2"
"Min 1x per week","2007","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2007","Saxony-Anhalt","East Germany","","","","","2"
"Min 1x per week","2007","Thuringia","West Germany","","","","","2"
"Min 1x per week","2007","Thuringia","East Germany","","","","","2"
"Min 1x per week","2007","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2007","Bavaria","West Germany","","","","","2"
"Min 1x per week","2007","Bavaria","East Germany","","","","","2"
"Min 1x per week","2007","Baden-Württemberg","West Germany","","","","","2"
"Min 1x per week","2007","Berlin","West Germany","","","","","2"
"Min 1x per week","2007","Berlin","East Germany","","","","","2"
"Min 1x per week","2007","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2007","Brandenburg","East Germany","","","","","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Never","2007","Schleswig-Holstein","West Germany","","","","","5"
"Never","2007","Schleswig-Holstein","East Germany","","","","","5"
"Never","2007","Hamburg","West Germany","","","","","5"
"Never","2007","Hamburg","East Germany","","","","","5"
"Never","2007","Lower Saxony","West Germany","","","","","5"
"Never","2007","Lower Saxony","East Germany","","","","","5"
"Never","2007","Bremen","West Germany","","","","","5"
"Never","2007","Bremen","East Germany","","","","","5"
"Never","2007","North Rhine-Westphalia","West Germany","","","","","5"
"Never","2007","Thuringia","East Germany","","","","","5"
"Never","2007","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2007","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Never","2007","Saxony","West Germany","","","","","5"
"Never","2007","Saxony","East Germany","","","","","5"
"Never","2007","Saxony-Anhalt","West Germany","","","","","5"
"Never","2007","Saxony-Anhalt","East Germany","","","","","5"
"Never","2007","Thuringia","West Germany","","","","","5"
"Never","2007","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2007","Hesse","West Germany","","","","","5"
"Never","2007","Hesse","East Germany","","","","","5"
"Never","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Never","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2007","Baden-Württemberg","West Germany","","","","","5"
"Never","2007","Baden-Württemberg","East Germany","","","","","5"
"Never","2007","Bavaria","West Germany","","","","","5"
"Never","2007","Bavaria","East Germany","","","","","5"
"Never","2007","Berlin","West Germany","","","","","5"
"Never","2007","Berlin","East Germany","","","","","5"
"Never","2007","Brandenburg","West Germany","","","","","5"
"Never","2007","Brandenburg","East Germany","","","","","5"
"Rarely","2007","Schleswig-Holstein","West Germany","","","","","4"
"Rarely","2007","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2007","Hamburg","West Germany","","","","","4"
"Rarely","2007","Hamburg","East Germany","","","","","4"
"Rarely","2007","Lower Saxony","West Germany","","","","","4"
"Rarely","2007","Lower Saxony","East Germany","","","","","4"
"Rarely","2007","Bremen","West Germany","","","","","4"
"Rarely","2007","Bremen","East Germany","","","","","4"
"Rarely","2007","North Rhine-Westphalia","West Germany","","","","","4"
"Rarely","2007","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2007","Hesse","West Germany","","","","","4"
"Rarely","2007","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2007","Bavaria","West Germany","","","","","4"
"Rarely","2007","Hesse","East Germany","","","","","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2007","Baden-Württemberg","West Germany","","","","","4"
"Rarely","2007","Berlin","East Germany","","","","","4"
"Rarely","2007","Brandenburg","West Germany","","","","","4"
"Rarely","2007","Bavaria","East Germany","","","","","4"
"Rarely","2007","Berlin","West Germany","","","","","4"
"Rarely","2007","Brandenburg","East Germany","","","","","4"
"Rarely","2007","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Rarely","2007","Thuringia","East Germany","","","","","4"
"Rarely","2007","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2007","Saxony-Anhalt","East Germany","","","","","4"
"Rarely","2007","Thuringia","West Germany","","","","","4"
"Rarely","2007","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2007","Saxony","East Germany","","","","","4"
"Rarely","2007","Saxony","West Germany","","","","","4"
"Daily","2008","Schleswig-Holstein","West Germany","1","","","","1"
"Daily","2008","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2008","Hamburg","West Germany","1","","","","1"
"Daily","2008","Hamburg","East Germany","","","","","1"
"Daily","2008","Lower Saxony","West Germany","4","","","","1"
"Daily","2008","Lower Saxony","East Germany","","","","","1"
"Daily","2008","Bremen","West Germany","1","","","","1"
"Daily","2008","Bremen","East Germany","","","","","1"
"Daily","2008","North Rhine-Westphalia","West Germany","8","","","","1"
"Daily","2008","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2008","Hesse","West Germany","1","","","","1"
"Daily","2008","Hesse","East Germany","","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","West Germany","3","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2008","Baden-Württemberg","West Germany","2","","","","1"
"Daily","2008","Baden-Württemberg","East Germany","","","","","1"
"Daily","2008","Bavaria","West Germany","4","","","","1"
"Daily","2008","Bavaria","East Germany","","","","","1"
"Daily","2008","Berlin","West Germany","","","","","1"
"Daily","2008","Berlin","East Germany","","","","","1"
"Daily","2008","Brandenburg","West Germany","","","","","1"
"Daily","2008","Brandenburg","East Germany","3","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2008","Saxony","West Germany","","","","","1"
"Daily","2008","Saxony","East Germany","","","","","1"
"Daily","2008","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2008","Saxony-Anhalt","East Germany","3","","","","1"
"Daily","2008","Thuringia","West Germany","","","","","1"
"Daily","2008","Thuringia","East Germany","1","","","","1"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","East Germany","37","0.0842611601423199","0.059691062665918","0.108831257618722","3"
"Min 1x per month","2008","Saxony","West Germany","","","","","3"
"Min 1x per month","2008","Saxony","East Germany","79","0.0555293946810006","0.0436639514242524","0.0673948379377487","3"
"Min 1x per month","2008","Schleswig-Holstein","West Germany","53","0.0825185459116377","0.0595855942452383","0.105451497578037","3"
"Min 1x per month","2008","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2008","Hamburg","West Germany","27","","","","3"
"Min 1x per month","2008","Hamburg","East Germany","","","","","3"
"Min 1x per month","2008","Lower Saxony","West Germany","180","0.0983553003963316","0.0843870319479846","0.112323568844679","3"
"Min 1x per month","2008","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2008","Bremen","West Germany","18","","","","3"
"Min 1x per month","2008","Bremen","East Germany","","","","","3"
"Min 1x per month","2008","North Rhine-Westphalia","West Germany","344","0.0872575189632193","0.0784320475281194","0.0960829903983191","3"
"Min 1x per month","2008","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2008","Hesse","West Germany","98","0.0643541071667096","0.0510965338097875","0.0776116805236317","3"
"Min 1x per month","2008","Hesse","East Germany","","","","","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","West Germany","97","0.0881505350181927","0.0713962538855264","0.104904816150859","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2008","Baden-Württemberg","West Germany","221","0.105106691923136","0.0927253101862705","0.117488073660001","3"
"Min 1x per month","2008","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2008","Bavaria","West Germany","246","0.080182763767339","0.0700381324594879","0.0903273950751902","3"
"Min 1x per month","2008","Bavaria","East Germany","","","","","3"
"Min 1x per month","2008","Berlin","West Germany","31","0.0768317987759913","0.0502634014463789","0.103400196105604","3"
"Min 1x per month","2008","Berlin","East Germany","16","","","","3"
"Min 1x per month","2008","Brandenburg","West Germany","","","","","3"
