"pli0089","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Never","2004","general elemantary","Female","","","",""
"Never","2004","middle vocational","Male","","","",""
"Never","2004","middle vocational","Female","","","",""
"Never","2004","vocational + Abi","Male","","","",""
"Never","2004","vocational + Abi","Female","","","",""
"Never","2004","higher vocational","Male","","","",""
"Never","2004","higher vocational","Female","","","",""
"Never","2004","higher education","Male","","","",""
"Never","2004","higher education","Female","","","",""
"Daily","2005","in school","Male","","","",""
"Daily","2005","in school","Female","","","",""
"Daily","2005","inadequately","Male","","","",""
"Daily","2005","inadequately","Female","","","",""
"Daily","2005","general elemantary","Male","","","",""
"Daily","2005","general elemantary","Female","","","",""
"Daily","2005","middle vocational","Male","","","",""
"Daily","2005","middle vocational","Female","","","",""
"Daily","2005","vocational + Abi","Male","","","",""
"Daily","2005","vocational + Abi","Female","","","",""
"Daily","2005","higher vocational","Male","","","",""
"Daily","2005","higher vocational","Female","","","",""
"Daily","2005","higher education","Male","","","",""
"Daily","2005","higher education","Female","","","",""
"Min 1x per week","2005","in school","Male","","","",""
"Min 1x per week","2005","in school","Female","","","",""
"Min 1x per week","2005","inadequately","Male","","","",""
"Min 1x per week","2005","inadequately","Female","","","",""
"Min 1x per week","2005","general elemantary","Male","","","",""
"Min 1x per week","2005","general elemantary","Female","","","",""
"Min 1x per week","2005","middle vocational","Male","","","",""
"Min 1x per week","2005","middle vocational","Female","","","",""
"Min 1x per week","2005","vocational + Abi","Male","","","",""
"Min 1x per week","2005","vocational + Abi","Female","","","",""
"Min 1x per week","2005","higher vocational","Male","","","",""
"Min 1x per week","2005","higher vocational","Female","","","",""
"Min 1x per week","2005","higher education","Male","","","",""
"Min 1x per week","2005","higher education","Female","","","",""
"Min 1x per month","2005","in school","Male","","","",""
"Min 1x per month","2005","in school","Female","","","",""
"Min 1x per month","2005","inadequately","Male","","","",""
"Min 1x per month","2005","inadequately","Female","","","",""
"Min 1x per month","2005","general elemantary","Male","","","",""
"Min 1x per month","2005","general elemantary","Female","","","",""
"Min 1x per month","2005","middle vocational","Male","","","",""
"Min 1x per month","2005","middle vocational","Female","","","",""
"Min 1x per month","2005","vocational + Abi","Male","","","",""
"Min 1x per month","2005","vocational + Abi","Female","","","",""
"Min 1x per month","2005","higher vocational","Male","","","",""
"Min 1x per month","2005","higher vocational","Female","","","",""
"Min 1x per month","2005","higher education","Male","","","",""
"Min 1x per month","2005","higher education","Female","","","",""
"Rarely","2005","in school","Male","","","",""
"Rarely","2005","in school","Female","","","",""
"Rarely","2005","inadequately","Male","","","",""
"Rarely","2005","inadequately","Female","","","",""
"Rarely","2005","general elemantary","Male","","","",""
"Rarely","2005","general elemantary","Female","","","",""
"Rarely","2005","middle vocational","Male","","","",""
"Rarely","2005","middle vocational","Female","","","",""
"Rarely","2005","vocational + Abi","Male","","","",""
"Rarely","2005","vocational + Abi","Female","","","",""
"Rarely","2005","higher vocational","Male","","","",""
"Rarely","2005","higher vocational","Female","","","",""
"Rarely","2005","higher education","Male","","","",""
"Rarely","2005","higher education","Female","","","",""
"Never","2005","in school","Male","","","",""
"Never","2005","in school","Female","","","",""
"Never","2005","inadequately","Male","","","",""
"Never","2005","inadequately","Female","","","",""
"Never","2005","general elemantary","Male","","","",""
"Never","2005","general elemantary","Female","","","",""
"Never","2005","middle vocational","Male","","","",""
"Never","2005","middle vocational","Female","","","",""
"Never","2005","vocational + Abi","Male","","","",""
"Never","2005","vocational + Abi","Female","","","",""
"Never","2005","higher vocational","Male","","","",""
"Never","2005","higher vocational","Female","","","",""
"Never","2005","higher education","Male","","","",""
"Never","2005","higher education","Female","","","",""
"Daily","2006","in school","Male","","","",""
"Daily","2006","in school","Female","","","",""
"Daily","2006","inadequately","Male","","","",""
"Daily","2006","inadequately","Female","","","",""
"Daily","2006","general elemantary","Male","","","",""
"Daily","2006","general elemantary","Female","","","",""
"Daily","2006","middle vocational","Male","","","",""
"Daily","2006","middle vocational","Female","","","",""
"Daily","2006","vocational + Abi","Male","","","",""
"Daily","2006","vocational + Abi","Female","","","",""
"Daily","2006","higher vocational","Male","","","",""
"Daily","2006","higher vocational","Female","","","",""
"Daily","2006","higher education","Male","","","",""
"Daily","2006","higher education","Female","","","",""
"Min 1x per week","2006","in school","Male","","","",""
"Min 1x per week","2006","in school","Female","","","",""
"Min 1x per week","2006","inadequately","Male","","","",""
"Min 1x per week","2006","inadequately","Female","","","",""
"Min 1x per week","2006","general elemantary","Male","","","",""
"Min 1x per week","2006","general elemantary","Female","","","",""
"Min 1x per week","2006","middle vocational","Male","","","",""
"Min 1x per week","2006","middle vocational","Female","","","",""
"Min 1x per week","2006","vocational + Abi","Male","","","",""
"Min 1x per week","2006","vocational + Abi","Female","","","",""
"Min 1x per week","2006","higher vocational","Male","","","",""
"Min 1x per week","2006","higher vocational","Female","","","",""
"Min 1x per week","2006","higher education","Male","","","",""
"Min 1x per week","2006","higher education","Female","","","",""
"Min 1x per month","2006","in school","Male","","","",""
"Min 1x per month","2006","in school","Female","","","",""
"Min 1x per month","2006","inadequately","Male","","","",""
"Min 1x per month","2006","inadequately","Female","","","",""
"Min 1x per month","2006","general elemantary","Male","","","",""
"Min 1x per month","2006","general elemantary","Female","","","",""
"Min 1x per month","2006","middle vocational","Male","","","",""
"Min 1x per month","2006","middle vocational","Female","","","",""
"Min 1x per month","2006","vocational + Abi","Male","","","",""
"Min 1x per month","2006","vocational + Abi","Female","","","",""
"Min 1x per month","2006","higher vocational","Male","","","",""
"Min 1x per month","2006","higher vocational","Female","","","",""
"Min 1x per month","2006","higher education","Male","","","",""
"Min 1x per month","2006","higher education","Female","","","",""
"Rarely","2006","in school","Male","","","",""
"Rarely","2006","in school","Female","","","",""
"Rarely","2006","inadequately","Male","","","",""
"Rarely","2006","inadequately","Female","","","",""
"Rarely","2006","general elemantary","Male","","","",""
"Rarely","2006","general elemantary","Female","","","",""
"Rarely","2006","middle vocational","Male","","","",""
"Rarely","2006","middle vocational","Female","","","",""
"Rarely","2006","vocational + Abi","Male","","","",""
"Rarely","2006","vocational + Abi","Female","","","",""
"Rarely","2006","higher vocational","Male","","","",""
"Rarely","2006","higher vocational","Female","","","",""
"Rarely","2006","higher education","Male","","","",""
"Rarely","2006","higher education","Female","","","",""
"Never","2006","in school","Male","","","",""
"Never","2006","in school","Female","","","",""
"Never","2006","inadequately","Male","","","",""
"Never","2006","inadequately","Female","","","",""
"Never","2006","general elemantary","Male","","","",""
"Never","2006","general elemantary","Female","","","",""
"Never","2006","middle vocational","Male","","","",""
"Never","2006","middle vocational","Female","","","",""
"Never","2006","vocational + Abi","Male","","","",""
"Never","2006","vocational + Abi","Female","","","",""
"Never","2006","higher vocational","Male","","","",""
"Never","2006","higher vocational","Female","","","",""
"Never","2006","higher education","Male","","","",""
"Never","2006","higher education","Female","","","",""
"Daily","2007","in school","Male","","","",""
"Daily","2007","in school","Female","","","",""
"Daily","2007","inadequately","Male","","","",""
"Daily","2007","inadequately","Female","","","",""
"Daily","2007","general elemantary","Male","","","",""
"Daily","2007","general elemantary","Female","","","",""
"Daily","2007","middle vocational","Male","","","",""
"Daily","2007","middle vocational","Female","","","",""
"Daily","2007","vocational + Abi","Male","","","",""
"Daily","2007","vocational + Abi","Female","","","",""
"Daily","2007","higher vocational","Male","","","",""
"Daily","2007","higher vocational","Female","","","",""
"Daily","2007","higher education","Male","","","",""
"Daily","2007","higher education","Female","","","",""
"Min 1x per week","2007","in school","Male","","","",""
"Min 1x per week","2007","in school","Female","","","",""
"Min 1x per week","2007","inadequately","Male","","","",""
"Min 1x per week","2007","inadequately","Female","","","",""
"Min 1x per week","2007","general elemantary","Male","","","",""
"Min 1x per week","2007","general elemantary","Female","","","",""
"Min 1x per week","2007","middle vocational","Male","","","",""
"Min 1x per week","2007","middle vocational","Female","","","",""
"Min 1x per week","2007","vocational + Abi","Male","","","",""
"Min 1x per week","2007","vocational + Abi","Female","","","",""
"Min 1x per week","2007","higher vocational","Male","","","",""
"Min 1x per week","2007","higher vocational","Female","","","",""
"Min 1x per week","2007","higher education","Male","","","",""
"Min 1x per week","2007","higher education","Female","","","",""
"Min 1x per month","2007","in school","Male","","","",""
"Min 1x per month","2007","in school","Female","","","",""
"Min 1x per month","2007","inadequately","Male","","","",""
"Min 1x per month","2007","inadequately","Female","","","",""
"Min 1x per month","2007","general elemantary","Male","","","",""
"Min 1x per month","2007","general elemantary","Female","","","",""
"Min 1x per month","2007","middle vocational","Male","","","",""
"Min 1x per month","2007","middle vocational","Female","","","",""
"Min 1x per month","2007","vocational + Abi","Male","","","",""
"Min 1x per month","2007","vocational + Abi","Female","","","",""
"Min 1x per month","2007","higher vocational","Male","","","",""
"Min 1x per month","2007","higher vocational","Female","","","",""
"Min 1x per month","2007","higher education","Male","","","",""
"Min 1x per month","2007","higher education","Female","","","",""
"Rarely","2007","in school","Male","","","",""
"Rarely","2007","in school","Female","","","",""
"Rarely","2007","inadequately","Male","","","",""
"Rarely","2007","inadequately","Female","","","",""
"Rarely","2007","general elemantary","Male","","","",""
"Rarely","2007","general elemantary","Female","","","",""
"Rarely","2007","middle vocational","Male","","","",""
"Rarely","2007","middle vocational","Female","","","",""
"Rarely","2007","vocational + Abi","Male","","","",""
"Rarely","2007","vocational + Abi","Female","","","",""
"Rarely","2007","higher vocational","Male","","","",""
"Rarely","2007","higher vocational","Female","","","",""
"Rarely","2007","higher education","Male","","","",""
"Rarely","2007","higher education","Female","","","",""
"Never","2007","in school","Male","","","",""
"Never","2007","in school","Female","","","",""
"Never","2007","inadequately","Male","","","",""
"Never","2007","inadequately","Female","","","",""
"Never","2007","general elemantary","Male","","","",""
"Never","2007","general elemantary","Female","","","",""
"Never","2007","middle vocational","Male","","","",""
"Never","2007","middle vocational","Female","","","",""
"Never","2007","vocational + Abi","Male","","","",""
"Never","2007","vocational + Abi","Female","","","",""
"Never","2007","higher vocational","Male","","","",""
"Never","2007","higher vocational","Female","","","",""
"Never","2007","higher education","Male","","","",""
"Never","2007","higher education","Female","","","",""
"Daily","2008","in school","Male","4","","",""
"Daily","2008","in school","Female","1","","",""
"Daily","2008","inadequately","Male","","","",""
"Daily","2008","inadequately","Female","","","",""
"Daily","2008","general elemantary","Male","2","","",""
"Daily","2008","general elemantary","Female","1","","",""
"Daily","2008","middle vocational","Male","5","","",""
"Daily","2008","middle vocational","Female","5","","",""
"Daily","2008","vocational + Abi","Male","","","",""
"Daily","2008","vocational + Abi","Female","1","","",""
"Daily","2008","higher vocational","Male","2","","",""
"Daily","2008","higher vocational","Female","1","","",""
"Daily","2008","higher education","Male","6","","",""
"Daily","2008","higher education","Female","1","","",""
"Min 1x per week","2008","in school","Male","30","0.189391872389879","0.130318619718793","0.248465125060965"
"Min 1x per week","2008","in school","Female","23","","",""
"Min 1x per week","2008","inadequately","Male","5","","",""
"Min 1x per week","2008","inadequately","Female","1","","",""
"Min 1x per week","2008","general elemantary","Male","59","0.0855030253798505","0.0636329567155942","0.107373094044107"
"Min 1x per week","2008","general elemantary","Female","29","","",""
"Min 1x per week","2008","middle vocational","Male","310","0.0702749016441702","0.0628970837618978","0.0776527195264425"
"Min 1x per week","2008","middle vocational","Female","197","0.0365863169592217","0.0314442650750942","0.0417283688433492"
"Min 1x per week","2008","vocational + Abi","Male","30","0.057955932546739","0.0361480572594824","0.0797638078339956"
"Min 1x per week","2008","vocational + Abi","Female","20","","",""
"Min 1x per week","2008","higher vocational","Male","38","0.044460768323231","0.030455250488068","0.058466286158394"
"Min 1x per week","2008","higher vocational","Female","18","","",""
"Min 1x per week","2008","higher education","Male","82","0.0336698078421956","0.0262900886028366","0.0410495270815547"
"Min 1x per week","2008","higher education","Female","47","0.0253877576759207","0.0183111015863901","0.0324644137654513"
"Min 1x per month","2008","in school","Male","47","0.246603338257351","0.181617898801759","0.311588777712943"
"Min 1x per month","2008","in school","Female","31","0.168096025207875","0.113466533429707","0.222725516986044"
"Min 1x per month","2008","inadequately","Male","10","","",""
"Min 1x per month","2008","inadequately","Female","","","",""
"Min 1x per month","2008","general elemantary","Male","62","0.112045006765652","0.087375526517128","0.136714487014176"
"Min 1x per month","2008","general elemantary","Female","40","0.0279821850106716","0.0193308464882837","0.0366335235330595"
"Min 1x per month","2008","middle vocational","Male","511","0.1170156390843","0.107737753976754","0.126293524191845"
"Min 1x per month","2008","middle vocational","Female","271","0.0563395812576956","0.0500244063988126","0.0626547561165785"
"Min 1x per month","2008","vocational + Abi","Male","53","0.108624692697213","0.0795829029943543","0.137666482400072"
"Min 1x per month","2008","vocational + Abi","Female","42","0.0638699176152538","0.045129662636901","0.0826101725936067"
"Min 1x per month","2008","higher vocational","Male","87","0.103050643261824","0.082392287949286","0.123708998574361"
"Min 1x per month","2008","higher vocational","Female","37","0.0644894549619697","0.0445855240830177","0.0843933858409217"
"Min 1x per month","2008","higher education","Male","264","0.107531876799707","0.0948576429617714","0.120206110637643"
"Min 1x per month","2008","higher education","Female","109","0.0474499412415824","0.0378854531552786","0.0570144293278862"
"Rarely","2008","in school","Male","54","0.312693469014123","0.242799552104629","0.382587385923617"
"Rarely","2008","in school","Female","61","0.325407817671066","0.256962068469682","0.393853566872451"
"Rarely","2008","inadequately","Male","10","","",""
"Rarely","2008","inadequately","Female","3","","",""
"Rarely","2008","general elemantary","Male","164","0.256155307591083","0.22201549891854","0.290295116263626"
"Rarely","2008","general elemantary","Female","198","0.144040745398974","0.125621382354725","0.162460108443223"
"Rarely","2008","middle vocational","Male","1528","0.332167389389856","0.318572901957332","0.345761876822381"
"Rarely","2008","middle vocational","Female","1311","0.250744094228031","0.238872715865826","0.262615472590236"
"Rarely","2008","vocational + Abi","Male","176","0.392667899141795","0.347089967362737","0.438245830920854"
"Rarely","2008","vocational + Abi","Female","203","0.324458469403301","0.288577447683817","0.360339491122785"
"Rarely","2008","higher vocational","Male","302","0.38473359145216","0.351673954230403","0.417793228673917"
"Rarely","2008","higher vocational","Female","179","0.297139414920079","0.260106756891738","0.334172072948421"
"Rarely","2008","higher education","Male","891","0.400214371692054","0.380169600013382","0.420259143370726"
"Rarely","2008","higher education","Female","590","0.288060722304303","0.267687323501016","0.30843412110759"
"Never","2008","in school","Male","34","0.210218687661078","0.148786804913267","0.271650570408888"
"Never","2008","in school","Female","64","0.35421288449027","0.284343212613812","0.424082556366728"
"Never","2008","inadequately","Male","48","0.615774003939556","0.50419288589848","0.727355121980632"
"Never","2008","inadequately","Female","110","0.979600408745941","0.95365079624818","1.0055500212437"
"Never","2008","general elemantary","Male","341","0.545238103512957","0.506292951540377","0.584183255485538"
"Never","2008","general elemantary","Female","1128","0.805426939126916","0.784660606168233","0.826193272085599"
"Never","2008","middle vocational","Male","2257","0.479948592473498","0.465528400929726","0.49436878401727"
"Never","2008","middle vocational","Female","3337","0.655720408670554","0.642707161075218","0.668733656265889"
"Never","2008","vocational + Abi","Male","182","0.440751475614252","0.394414454873141","0.487088496355364"
"Never","2008","vocational + Abi","Female","388","0.577480786699626","0.539623348868934","0.615338224530319"
"Never","2008","higher vocational","Male","403","0.466948960167991","0.433048504821937","0.500849415514045"
"Never","2008","higher vocational","Female","350","0.614599330062332","0.575160644518341","0.654038015606323"
"Never","2008","higher education","Male","1052","0.455914698984656","0.43553808398577","0.476291313983543"
"Never","2008","higher education","Female","1151","0.638992175964355","0.617384599207238","0.660599752721472"
"Daily","2009","in school","Male","","","",""
"Daily","2009","in school","Female","","","",""
"Daily","2009","inadequately","Male","","","",""
"Daily","2009","inadequately","Female","","","",""
"Daily","2009","general elemantary","Male","","","",""
"Daily","2009","general elemantary","Female","","","",""
"Daily","2009","middle vocational","Male","","","",""
"Daily","2009","middle vocational","Female","","","",""
"Daily","2009","vocational + Abi","Male","","","",""
"Daily","2009","vocational + Abi","Female","","","",""
"Daily","2009","higher vocational","Male","","","",""
"Daily","2009","higher vocational","Female","","","",""
"Daily","2009","higher education","Male","","","",""
"Daily","2009","higher education","Female","","","",""
"Min 1x per week","2009","in school","Male","","","",""
"Min 1x per week","2009","in school","Female","","","",""
"Min 1x per week","2009","inadequately","Male","","","",""
"Min 1x per week","2009","inadequately","Female","","","",""
"Min 1x per week","2009","general elemantary","Male","","","",""
"Min 1x per week","2009","general elemantary","Female","","","",""
"Min 1x per week","2009","middle vocational","Male","","","",""
"Min 1x per week","2009","middle vocational","Female","","","",""
"Min 1x per week","2009","vocational + Abi","Male","","","",""
"Min 1x per week","2009","vocational + Abi","Female","","","",""
"Min 1x per week","2009","higher vocational","Male","","","",""
"Min 1x per week","2009","higher vocational","Female","","","",""
"Min 1x per week","2009","higher education","Male","","","",""
"Min 1x per week","2009","higher education","Female","","","",""
"Min 1x per month","2009","in school","Male","","","",""
"Min 1x per month","2009","in school","Female","","","",""
"Min 1x per month","2009","inadequately","Male","","","",""
"Min 1x per month","2009","inadequately","Female","","","",""
"Min 1x per month","2009","general elemantary","Male","","","",""
"Min 1x per month","2009","general elemantary","Female","","","",""
"Min 1x per month","2009","middle vocational","Male","","","",""
"Min 1x per month","2009","middle vocational","Female","","","",""
"Min 1x per month","2009","vocational + Abi","Male","","","",""
"Min 1x per month","2009","vocational + Abi","Female","","","",""
"Min 1x per month","2009","higher vocational","Male","","","",""
"Min 1x per month","2009","higher vocational","Female","","","",""
"Min 1x per month","2009","higher education","Male","","","",""
"Min 1x per month","2009","higher education","Female","","","",""
"Rarely","2009","in school","Male","","","",""
"Rarely","2009","in school","Female","","","",""
"Rarely","2009","inadequately","Male","","","",""
"Rarely","2009","inadequately","Female","","","",""
"Rarely","2009","general elemantary","Male","","","",""
"Rarely","2009","general elemantary","Female","","","",""
"Rarely","2009","middle vocational","Male","","","",""
"Rarely","2009","middle vocational","Female","","","",""
"Rarely","2009","vocational + Abi","Male","","","",""
"Rarely","2009","vocational + Abi","Female","","","",""
"Rarely","2009","higher vocational","Male","","","",""
"Rarely","2009","higher vocational","Female","","","",""
"Rarely","2009","higher education","Male","","","",""
"Rarely","2009","higher education","Female","","","",""
"Never","2009","in school","Male","","","",""
"Never","2009","in school","Female","","","",""
"Never","2009","inadequately","Male","","","",""
"Never","2009","inadequately","Female","","","",""
"Never","2009","general elemantary","Male","","","",""
"Never","2009","general elemantary","Female","","","",""
"Never","2009","middle vocational","Male","","","",""
"Never","2009","middle vocational","Female","","","",""
"Never","2009","vocational + Abi","Male","","","",""
"Never","2009","vocational + Abi","Female","","","",""
"Never","2009","higher vocational","Male","","","",""
"Never","2009","higher vocational","Female","","","",""
"Never","2009","higher education","Male","","","",""
"Never","2009","higher education","Female","","","",""
"Daily","2010","in school","Male","","","",""
"Daily","2010","in school","Female","","","",""
"Daily","2010","inadequately","Male","","","",""
"Daily","2010","inadequately","Female","","","",""
"Daily","2010","general elemantary","Male","","","",""
"Daily","2010","general elemantary","Female","","","",""
"Daily","2010","middle vocational","Male","","","",""
"Daily","2010","middle vocational","Female","","","",""
"Daily","2010","vocational + Abi","Male","","","",""
"Daily","2010","vocational + Abi","Female","","","",""
"Daily","2010","higher vocational","Male","","","",""
"Daily","2010","higher vocational","Female","","","",""
"Daily","2010","higher education","Male","","","",""
"Daily","2010","higher education","Female","","","",""
"Min 1x per week","2010","in school","Male","","","",""
"Min 1x per week","2010","in school","Female","","","",""
"Min 1x per week","2010","inadequately","Male","","","",""
"Min 1x per week","2010","inadequately","Female","","","",""
"Min 1x per week","2010","general elemantary","Male","","","",""
"Min 1x per week","2010","general elemantary","Female","","","",""
"Min 1x per week","2010","middle vocational","Male","","","",""
"Min 1x per week","2010","middle vocational","Female","","","",""
"Min 1x per week","2010","vocational + Abi","Male","","","",""
"Min 1x per week","2010","vocational + Abi","Female","","","",""
"Min 1x per week","2010","higher vocational","Male","","","",""
"Min 1x per week","2010","higher vocational","Female","","","",""
"Min 1x per week","2010","higher education","Male","","","",""
"Min 1x per week","2010","higher education","Female","","","",""
"Min 1x per month","2010","in school","Male","","","",""
"Min 1x per month","2010","in school","Female","","","",""
"Min 1x per month","2010","inadequately","Male","","","",""
"Min 1x per month","2010","inadequately","Female","","","",""
"Min 1x per month","2010","general elemantary","Male","","","",""
"Min 1x per month","2010","general elemantary","Female","","","",""
"Min 1x per month","2010","middle vocational","Male","","","",""
"Min 1x per month","2010","middle vocational","Female","","","",""
"Min 1x per month","2010","vocational + Abi","Male","","","",""
"Min 1x per month","2010","vocational + Abi","Female","","","",""
"Min 1x per month","2010","higher vocational","Male","","","",""
"Min 1x per month","2010","higher vocational","Female","","","",""
"Min 1x per month","2010","higher education","Male","","","",""
"Min 1x per month","2010","higher education","Female","","","",""
"Rarely","2010","in school","Male","","","",""
"Rarely","2010","in school","Female","","","",""
"Rarely","2010","inadequately","Male","","","",""
"Rarely","2010","inadequately","Female","","","",""
"Rarely","2010","general elemantary","Male","","","",""
"Rarely","2010","general elemantary","Female","","","",""
"Rarely","2010","middle vocational","Male","","","",""
"Rarely","2010","middle vocational","Female","","","",""
"Rarely","2010","vocational + Abi","Male","","","",""
"Rarely","2010","vocational + Abi","Female","","","",""
"Rarely","2010","higher vocational","Male","","","",""
"Rarely","2010","higher vocational","Female","","","",""
"Rarely","2010","higher education","Male","","","",""
"Rarely","2010","higher education","Female","","","",""
"Never","2010","in school","Male","","","",""
"Never","2010","in school","Female","","","",""
"Never","2010","inadequately","Male","","","",""
"Never","2010","inadequately","Female","","","",""
"Never","2010","general elemantary","Male","","","",""
"Never","2010","general elemantary","Female","","","",""
"Never","2010","middle vocational","Male","","","",""
"Never","2010","middle vocational","Female","","","",""
"Never","2010","vocational + Abi","Male","","","",""
"Never","2010","vocational + Abi","Female","","","",""
"Never","2010","higher vocational","Male","","","",""
"Never","2010","higher vocational","Female","","","",""
"Never","2010","higher education","Male","","","",""
"Never","2010","higher education","Female","","","",""
"Daily","2011","in school","Male","","","",""
"Daily","2011","in school","Female","","","",""
"Daily","2011","inadequately","Male","","","",""
"Daily","2011","inadequately","Female","","","",""
"Daily","2011","general elemantary","Male","","","",""
"Daily","2011","general elemantary","Female","","","",""
"Daily","2011","middle vocational","Male","","","",""
"Daily","2011","middle vocational","Female","","","",""
"Daily","2011","vocational + Abi","Male","","","",""
"Daily","2011","vocational + Abi","Female","","","",""
"Daily","2011","higher vocational","Male","","","",""
"Daily","2011","higher vocational","Female","","","",""
"Daily","2011","higher education","Male","","","",""
"Daily","2011","higher education","Female","","","",""
"Min 1x per week","2011","in school","Male","","","",""
"Min 1x per week","2011","in school","Female","","","",""
"Min 1x per week","2011","inadequately","Male","","","",""
"Min 1x per week","2011","inadequately","Female","","","",""
"Min 1x per week","2011","general elemantary","Male","","","",""
"Min 1x per week","2011","general elemantary","Female","","","",""
"Min 1x per week","2011","middle vocational","Male","","","",""
"Min 1x per week","2011","middle vocational","Female","","","",""
"Min 1x per week","2011","vocational + Abi","Male","","","",""
"Min 1x per week","2011","vocational + Abi","Female","","","",""
"Min 1x per week","2011","higher vocational","Male","","","",""
"Min 1x per week","2011","higher vocational","Female","","","",""
"Min 1x per week","2011","higher education","Male","","","",""
"Min 1x per week","2011","higher education","Female","","","",""
"Min 1x per month","2011","in school","Male","","","",""
"Min 1x per month","2011","in school","Female","","","",""
"Min 1x per month","2011","inadequately","Male","","","",""
"Min 1x per month","2011","inadequately","Female","","","",""
"Min 1x per month","2011","general elemantary","Male","","","",""
"Min 1x per month","2011","general elemantary","Female","","","",""
"Min 1x per month","2011","middle vocational","Male","","","",""
"Min 1x per month","2011","middle vocational","Female","","","",""
"Min 1x per month","2011","vocational + Abi","Male","","","",""
"Min 1x per month","2011","vocational + Abi","Female","","","",""
"Min 1x per month","2011","higher vocational","Male","","","",""
"Min 1x per month","2011","higher vocational","Female","","","",""
"Min 1x per month","2011","higher education","Male","","","",""
"Min 1x per month","2011","higher education","Female","","","",""
"Rarely","2011","in school","Male","","","",""
"Rarely","2011","in school","Female","","","",""
"Rarely","2011","inadequately","Male","","","",""
"Rarely","2011","inadequately","Female","","","",""
"Rarely","2011","general elemantary","Male","","","",""
"Rarely","2011","general elemantary","Female","","","",""
"Rarely","2011","middle vocational","Male","","","",""
"Rarely","2011","middle vocational","Female","","","",""
"Rarely","2011","vocational + Abi","Male","","","",""
"Rarely","2011","vocational + Abi","Female","","","",""
"Rarely","2011","higher vocational","Male","","","",""
"Rarely","2011","higher vocational","Female","","","",""
"Rarely","2011","higher education","Male","","","",""
"Rarely","2011","higher education","Female","","","",""
"Never","2011","in school","Male","","","",""
"Never","2011","in school","Female","","","",""
"Never","2011","inadequately","Male","","","",""
"Never","2011","inadequately","Female","","","",""
"Never","2011","general elemantary","Male","","","",""
"Never","2011","general elemantary","Female","","","",""
"Never","2011","middle vocational","Male","","","",""
"Never","2011","middle vocational","Female","","","",""
"Never","2011","vocational + Abi","Male","","","",""
"Never","2011","vocational + Abi","Female","","","",""
"Never","2011","higher vocational","Male","","","",""
"Never","2011","higher vocational","Female","","","",""
"Never","2011","higher education","Male","","","",""
"Never","2011","higher education","Female","","","",""
"Daily","2012","in school","Male","","","",""
"Daily","2012","in school","Female","","","",""
"Daily","2012","inadequately","Male","","","",""
"Daily","2012","inadequately","Female","","","",""
"Daily","2012","general elemantary","Male","","","",""
"Daily","2012","general elemantary","Female","","","",""
"Daily","2012","middle vocational","Male","","","",""
"Daily","2012","middle vocational","Female","","","",""
"Daily","2012","vocational + Abi","Male","","","",""
"Daily","2012","vocational + Abi","Female","","","",""
"Daily","2012","higher vocational","Male","","","",""
"Daily","2012","higher vocational","Female","","","",""
"Daily","2012","higher education","Male","","","",""
"Daily","2012","higher education","Female","","","",""
"Min 1x per week","2012","in school","Male","","","",""
"Min 1x per week","2012","in school","Female","","","",""
"Min 1x per week","2012","inadequately","Male","","","",""
"Min 1x per week","2012","inadequately","Female","","","",""
"Min 1x per week","2012","general elemantary","Male","","","",""
"Min 1x per week","2012","general elemantary","Female","","","",""
"Min 1x per week","2012","middle vocational","Male","","","",""
"Min 1x per week","2012","middle vocational","Female","","","",""
"Min 1x per week","2012","vocational + Abi","Male","","","",""
"Min 1x per week","2012","vocational + Abi","Female","","","",""
"Min 1x per week","2012","higher vocational","Male","","","",""
"Min 1x per week","2012","higher vocational","Female","","","",""
"Min 1x per week","2012","higher education","Male","","","",""
"Min 1x per week","2012","higher education","Female","","","",""
"Min 1x per month","2012","in school","Male","","","",""
"Min 1x per month","2012","in school","Female","","","",""
"Min 1x per month","2012","inadequately","Male","","","",""
"Min 1x per month","2012","inadequately","Female","","","",""
"Min 1x per month","2012","general elemantary","Male","","","",""
"Min 1x per month","2012","general elemantary","Female","","","",""
"Min 1x per month","2012","middle vocational","Male","","","",""
"Min 1x per month","2012","middle vocational","Female","","","",""
"Min 1x per month","2012","vocational + Abi","Male","","","",""
"Min 1x per month","2012","vocational + Abi","Female","","","",""
"Min 1x per month","2012","higher vocational","Male","","","",""
"Min 1x per month","2012","higher vocational","Female","","","",""
"Min 1x per month","2012","higher education","Male","","","",""
"Min 1x per month","2012","higher education","Female","","","",""
"Rarely","2012","in school","Male","","","",""
"Rarely","2012","in school","Female","","","",""
"Rarely","2012","inadequately","Male","","","",""
"Rarely","2012","inadequately","Female","","","",""
"Rarely","2012","general elemantary","Male","","","",""
"Rarely","2012","general elemantary","Female","","","",""
"Rarely","2012","middle vocational","Male","","","",""
"Rarely","2012","middle vocational","Female","","","",""
"Rarely","2012","vocational + Abi","Male","","","",""
"Rarely","2012","vocational + Abi","Female","","","",""
"Rarely","2012","higher vocational","Male","","","",""
"Rarely","2012","higher vocational","Female","","","",""
"Rarely","2012","higher education","Male","","","",""
"Rarely","2012","higher education","Female","","","",""
"Never","2012","in school","Male","","","",""
"Never","2012","in school","Female","","","",""
"Never","2012","inadequately","Male","","","",""
"Never","2012","inadequately","Female","","","",""
