"pli0083","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","2003","middle vocational","Rural Area","3530","0.887492081712087","0.877676279693389","0.897307883730785","1"
"Daily","2003","vocational + Abi","Urban Area","721","0.822985323251041","0.797951738450271","0.84801890805181","1"
"Daily","2003","vocational + Abi","Rural Area","223","0.811467264834588","0.764638836680566","0.85829569298861","1"
"Daily","2003","higher vocational","Urban Area","920","0.83689061806659","0.814886311682489","0.858894924450691","1"
"Daily","2003","higher vocational","Rural Area","505","0.852156650095504","0.823849885210546","0.880463414980461","1"
"Daily","2003","higher education","Urban Area","2408","0.76963379864841","0.75481139314085","0.784456204155971","1"
"Daily","2003","higher education","Rural Area","1035","0.818619808126906","0.797292532788704","0.839947083465107","1"
"Min 1x per month","2003","in school","Rural Area","3","","","","3"
"Min 1x per month","2003","inadequately","Urban Area","1","","","","3"
"Min 1x per month","2003","inadequately","Rural Area","1","","","","3"
"Min 1x per month","2003","general elemantary","Urban Area","16","","","","3"
"Min 1x per month","2003","general elemantary","Rural Area","4","","","","3"
"Min 1x per month","2003","middle vocational","Urban Area","63","0.00958150665314091","0.00732509749821317","0.0118379158080686","3"
"Min 1x per month","2003","middle vocational","Rural Area","37","0.0121460139699483","0.00874337972397422","0.0155486482159225","3"
"Min 1x per month","2003","vocational + Abi","Urban Area","10","","","","3"
"Min 1x per month","2003","vocational + Abi","Rural Area","5","","","","3"
"Min 1x per month","2003","higher vocational","Rural Area","9","","","","3"
"Min 1x per month","2003","higher education","Urban Area","30","0.0120797759621078","0.00823423340389084","0.0159253185203248","3"
"Min 1x per month","2003","higher education","Rural Area","13","","","","3"
"Min 1x per month","2003","higher vocational","Urban Area","12","","","","3"
"Min 1x per month","2003","in school","Urban Area","3","","","","3"
"Min 1x per week","2003","in school","Urban Area","54","0.116268236433093","0.0856850564514167","0.146851416414769","2"
"Min 1x per week","2003","in school","Rural Area","25","","","","2"
"Min 1x per week","2003","inadequately","Urban Area","13","","","","2"
"Min 1x per week","2003","inadequately","Rural Area","2","","","","2"
"Min 1x per week","2003","general elemantary","Urban Area","96","0.0425500887139602","0.0333896359519402","0.0517105414759803","2"
"Min 1x per week","2003","general elemantary","Rural Area","60","0.0642326064966086","0.0481526789143495","0.0803125340788676","2"
"Min 1x per week","2003","middle vocational","Urban Area","569","0.0764009102159614","0.0702479714315448","0.082553849000378","2"
"Min 1x per week","2003","middle vocational","Rural Area","309","0.0727861860409559","0.0647163180504838","0.0808560540314281","2"
"Min 1x per week","2003","vocational + Abi","Urban Area","134","0.139396274911791","0.116679349269127","0.162113200554454","2"
"Min 1x per week","2003","vocational + Abi","Rural Area","29","","","","2"
"Min 1x per week","2003","higher vocational","Urban Area","118","0.108423101571892","0.0899059500843325","0.126940253059452","2"
"Min 1x per week","2003","higher vocational","Rural Area","66","0.0957888269852689","0.0723183463238295","0.119259307646708","2"
"Min 1x per week","2003","higher education","Urban Area","537","0.176429379070737","0.163010905355736","0.189847852785739","2"
"Min 1x per week","2003","higher education","Rural Area","152","0.122722719543008","0.104562117186302","0.140883321899714","2"
"Never","2003","in school","Urban Area","5","","","","5"
"Never","2003","in school","Rural Area","","","","","5"
"Never","2003","inadequately","Urban Area","2","","","","5"
"Never","2003","inadequately","Rural Area","2","","","","5"
"Never","2003","general elemantary","Urban Area","23","","","","5"
"Never","2003","general elemantary","Rural Area","19","","","","5"
"Never","2003","middle vocational","Urban Area","75","0.014212430420097","0.0114707462507736","0.0169541145894204","5"
"Never","2003","middle vocational","Rural Area","40","0.0114521978966417","0.0081470167886651","0.0147573790046183","5"
"Never","2003","vocational + Abi","Urban Area","8","","","","5"
"Never","2003","vocational + Abi","Rural Area","3","","","","5"
"Never","2003","higher vocational","Urban Area","16","","","","5"
"Never","2003","higher vocational","Rural Area","5","","","","5"
"Never","2003","higher education","Urban Area","48","0.0173125469266474","0.0127210380167246","0.0219040558365702","5"
"Never","2003","higher education","Rural Area","18","","","","5"
"Rarely","2003","in school","Urban Area","8","","","","4"
"Rarely","2003","in school","Rural Area","3","","","","4"
"Rarely","2003","inadequately","Urban Area","4","","","","4"
"Rarely","2003","inadequately","Rural Area","1","","","","4"
"Rarely","2003","general elemantary","Urban Area","21","","","","4"
"Rarely","2003","general elemantary","Rural Area","7","","","","4"
"Rarely","2003","middle vocational","Urban Area","105","0.0136793437809706","0.0109888420475808","0.0163698455143605","4"
"Rarely","2003","higher education","Urban Area","77","0.0245444993920973","0.0190976161685257","0.0299913826156689","4"
"Rarely","2003","higher education","Rural Area","36","0.0296654495639868","0.0202750183102362","0.0390558808177375","4"
"Rarely","2003","vocational + Abi","Rural Area","8","","","","4"
"Rarely","2003","higher vocational","Urban Area","17","","","","4"
"Rarely","2003","middle vocational","Rural Area","65","0.0161235203803675","0.0122110395116815","0.0200360012490535","4"
"Rarely","2003","vocational + Abi","Urban Area","20","","","","4"
"Rarely","2003","higher vocational","Rural Area","19","","","","4"
"Daily","2004","in school","Urban Area","","","","","1"
"Daily","2004","in school","Rural Area","","","","","1"
"Daily","2004","inadequately","Urban Area","","","","","1"
"Daily","2004","inadequately","Rural Area","","","","","1"
"Daily","2004","general elemantary","Urban Area","","","","","1"
"Daily","2004","general elemantary","Rural Area","","","","","1"
"Daily","2004","middle vocational","Urban Area","","","","","1"
"Daily","2004","middle vocational","Rural Area","","","","","1"
"Daily","2004","vocational + Abi","Urban Area","","","","","1"
"Daily","2004","vocational + Abi","Rural Area","","","","","1"
"Daily","2004","higher vocational","Urban Area","","","","","1"
"Daily","2004","higher vocational","Rural Area","","","","","1"
"Daily","2004","higher education","Urban Area","","","","","1"
"Daily","2004","higher education","Rural Area","","","","","1"
"Min 1x per month","2004","in school","Urban Area","","","","","3"
"Min 1x per month","2004","in school","Rural Area","","","","","3"
"Min 1x per month","2004","inadequately","Urban Area","","","","","3"
"Min 1x per month","2004","inadequately","Rural Area","","","","","3"
"Min 1x per month","2004","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2004","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2004","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2004","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2004","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2004","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2004","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2004","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2004","higher education","Urban Area","","","","","3"
"Min 1x per month","2004","higher education","Rural Area","","","","","3"
"Min 1x per week","2004","in school","Urban Area","","","","","2"
"Min 1x per week","2004","in school","Rural Area","","","","","2"
"Min 1x per week","2004","inadequately","Urban Area","","","","","2"
"Min 1x per week","2004","inadequately","Rural Area","","","","","2"
"Min 1x per week","2004","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2004","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2004","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2004","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2004","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2004","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2004","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2004","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2004","higher education","Urban Area","","","","","2"
"Min 1x per week","2004","higher education","Rural Area","","","","","2"
"Never","2004","in school","Urban Area","","","","","5"
"Never","2004","in school","Rural Area","","","","","5"
"Never","2004","inadequately","Urban Area","","","","","5"
"Never","2004","inadequately","Rural Area","","","","","5"
"Never","2004","general elemantary","Urban Area","","","","","5"
"Never","2004","general elemantary","Rural Area","","","","","5"
"Never","2004","middle vocational","Urban Area","","","","","5"
"Never","2004","middle vocational","Rural Area","","","","","5"
"Never","2004","vocational + Abi","Urban Area","","","","","5"
"Never","2004","vocational + Abi","Rural Area","","","","","5"
"Never","2004","higher vocational","Urban Area","","","","","5"
"Never","2004","higher vocational","Rural Area","","","","","5"
"Never","2004","higher education","Urban Area","","","","","5"
"Never","2004","higher education","Rural Area","","","","","5"
"Rarely","2004","in school","Urban Area","","","","","4"
"Rarely","2004","in school","Rural Area","","","","","4"
"Rarely","2004","inadequately","Urban Area","","","","","4"
"Rarely","2004","inadequately","Rural Area","","","","","4"
"Rarely","2004","general elemantary","Urban Area","","","","","4"
"Rarely","2004","general elemantary","Rural Area","","","","","4"
"Rarely","2004","middle vocational","Urban Area","","","","","4"
"Rarely","2004","middle vocational","Rural Area","","","","","4"
"Rarely","2004","vocational + Abi","Urban Area","","","","","4"
"Rarely","2004","vocational + Abi","Rural Area","","","","","4"
"Rarely","2004","higher vocational","Urban Area","","","","","4"
"Rarely","2004","higher vocational","Rural Area","","","","","4"
"Rarely","2004","higher education","Urban Area","","","","","4"
"Rarely","2004","higher education","Rural Area","","","","","4"
"Daily","2005","in school","Urban Area","","","","","1"
"Daily","2005","in school","Rural Area","","","","","1"
"Daily","2005","inadequately","Urban Area","","","","","1"
"Daily","2005","inadequately","Rural Area","","","","","1"
"Daily","2005","general elemantary","Urban Area","","","","","1"
"Daily","2005","general elemantary","Rural Area","","","","","1"
"Daily","2005","middle vocational","Urban Area","","","","","1"
"Daily","2005","middle vocational","Rural Area","","","","","1"
"Daily","2005","vocational + Abi","Urban Area","","","","","1"
"Daily","2005","vocational + Abi","Rural Area","","","","","1"
"Daily","2005","higher vocational","Urban Area","","","","","1"
"Daily","2005","higher vocational","Rural Area","","","","","1"
"Daily","2005","higher education","Urban Area","","","","","1"
"Daily","2005","higher education","Rural Area","","","","","1"
"Min 1x per month","2005","in school","Urban Area","","","","","3"
"Min 1x per month","2005","in school","Rural Area","","","","","3"
"Min 1x per month","2005","inadequately","Urban Area","","","","","3"
"Min 1x per month","2005","inadequately","Rural Area","","","","","3"
"Min 1x per month","2005","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2005","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2005","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2005","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2005","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2005","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2005","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2005","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2005","higher education","Urban Area","","","","","3"
"Min 1x per month","2005","higher education","Rural Area","","","","","3"
"Min 1x per week","2005","in school","Urban Area","","","","","2"
"Min 1x per week","2005","in school","Rural Area","","","","","2"
"Min 1x per week","2005","inadequately","Urban Area","","","","","2"
"Min 1x per week","2005","inadequately","Rural Area","","","","","2"
"Min 1x per week","2005","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2005","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2005","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2005","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2005","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2005","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2005","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2005","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2005","higher education","Urban Area","","","","","2"
"Min 1x per week","2005","higher education","Rural Area","","","","","2"
"Never","2005","in school","Urban Area","","","","","5"
"Never","2005","in school","Rural Area","","","","","5"
"Never","2005","inadequately","Urban Area","","","","","5"
"Never","2005","inadequately","Rural Area","","","","","5"
"Never","2005","general elemantary","Urban Area","","","","","5"
"Never","2005","general elemantary","Rural Area","","","","","5"
"Never","2005","middle vocational","Urban Area","","","","","5"
"Never","2005","middle vocational","Rural Area","","","","","5"
"Never","2005","vocational + Abi","Urban Area","","","","","5"
"Never","2005","vocational + Abi","Rural Area","","","","","5"
"Never","2005","higher vocational","Urban Area","","","","","5"
"Never","2005","higher vocational","Rural Area","","","","","5"
"Never","2005","higher education","Urban Area","","","","","5"
"Never","2005","higher education","Rural Area","","","","","5"
"Rarely","2005","in school","Urban Area","","","","","4"
"Rarely","2005","in school","Rural Area","","","","","4"
"Rarely","2005","inadequately","Urban Area","","","","","4"
"Rarely","2005","inadequately","Rural Area","","","","","4"
"Rarely","2005","general elemantary","Urban Area","","","","","4"
"Rarely","2005","general elemantary","Rural Area","","","","","4"
"Rarely","2005","middle vocational","Urban Area","","","","","4"
"Rarely","2005","middle vocational","Rural Area","","","","","4"
"Rarely","2005","vocational + Abi","Urban Area","","","","","4"
"Rarely","2005","vocational + Abi","Rural Area","","","","","4"
"Rarely","2005","higher vocational","Urban Area","","","","","4"
"Rarely","2005","higher vocational","Rural Area","","","","","4"
"Rarely","2005","higher education","Urban Area","","","","","4"
"Rarely","2005","higher education","Rural Area","","","","","4"
"Daily","2006","in school","Urban Area","","","","","1"
"Daily","2006","in school","Rural Area","","","","","1"
"Daily","2006","inadequately","Urban Area","","","","","1"
"Daily","2006","inadequately","Rural Area","","","","","1"
"Daily","2006","general elemantary","Urban Area","","","","","1"
"Daily","2006","general elemantary","Rural Area","","","","","1"
"Daily","2006","middle vocational","Urban Area","","","","","1"
"Daily","2006","middle vocational","Rural Area","","","","","1"
"Daily","2006","vocational + Abi","Urban Area","","","","","1"
"Daily","2006","vocational + Abi","Rural Area","","","","","1"
"Daily","2006","higher vocational","Urban Area","","","","","1"
"Daily","2006","higher vocational","Rural Area","","","","","1"
"Daily","2006","higher education","Urban Area","","","","","1"
"Daily","2006","higher education","Rural Area","","","","","1"
"Min 1x per month","2006","higher education","Rural Area","","","","","3"
"Min 1x per month","2006","inadequately","Rural Area","","","","","3"
"Min 1x per month","2006","in school","Urban Area","","","","","3"
"Min 1x per month","2006","in school","Rural Area","","","","","3"
"Min 1x per month","2006","inadequately","Urban Area","","","","","3"
"Min 1x per month","2006","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2006","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2006","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2006","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2006","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2006","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2006","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2006","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2006","higher education","Urban Area","","","","","3"
"Min 1x per week","2006","inadequately","Urban Area","","","","","2"
"Min 1x per week","2006","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2006","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2006","inadequately","Rural Area","","","","","2"
"Min 1x per week","2006","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2006","in school","Urban Area","","","","","2"
"Min 1x per week","2006","in school","Rural Area","","","","","2"
"Min 1x per week","2006","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2006","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2006","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2006","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2006","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2006","higher education","Urban Area","","","","","2"
"Min 1x per week","2006","higher education","Rural Area","","","","","2"
"Never","2006","in school","Urban Area","","","","","5"
"Never","2006","in school","Rural Area","","","","","5"
"Never","2006","inadequately","Urban Area","","","","","5"
"Never","2006","inadequately","Rural Area","","","","","5"
"Never","2006","general elemantary","Urban Area","","","","","5"
"Never","2006","general elemantary","Rural Area","","","","","5"
"Never","2006","middle vocational","Urban Area","","","","","5"
"Never","2006","middle vocational","Rural Area","","","","","5"
"Never","2006","vocational + Abi","Urban Area","","","","","5"
"Never","2006","vocational + Abi","Rural Area","","","","","5"
"Never","2006","higher vocational","Urban Area","","","","","5"
"Never","2006","higher vocational","Rural Area","","","","","5"
"Never","2006","higher education","Urban Area","","","","","5"
"Never","2006","higher education","Rural Area","","","","","5"
"Rarely","2006","in school","Urban Area","","","","","4"
"Rarely","2006","in school","Rural Area","","","","","4"
"Rarely","2006","inadequately","Urban Area","","","","","4"
"Rarely","2006","inadequately","Rural Area","","","","","4"
"Rarely","2006","general elemantary","Urban Area","","","","","4"
"Rarely","2006","general elemantary","Rural Area","","","","","4"
"Rarely","2006","middle vocational","Urban Area","","","","","4"
"Rarely","2006","middle vocational","Rural Area","","","","","4"
"Rarely","2006","vocational + Abi","Urban Area","","","","","4"
"Rarely","2006","vocational + Abi","Rural Area","","","","","4"
"Rarely","2006","higher vocational","Urban Area","","","","","4"
"Rarely","2006","higher vocational","Rural Area","","","","","4"
"Rarely","2006","higher education","Urban Area","","","","","4"
"Rarely","2006","higher education","Rural Area","","","","","4"
"Daily","2007","in school","Urban Area","","","","","1"
"Daily","2007","in school","Rural Area","","","","","1"
"Daily","2007","inadequately","Urban Area","","","","","1"
"Daily","2007","inadequately","Rural Area","","","","","1"
"Daily","2007","general elemantary","Urban Area","","","","","1"
"Daily","2007","general elemantary","Rural Area","","","","","1"
"Daily","2007","middle vocational","Urban Area","","","","","1"
"Daily","2007","middle vocational","Rural Area","","","","","1"
"Daily","2007","vocational + Abi","Urban Area","","","","","1"
"Daily","2007","vocational + Abi","Rural Area","","","","","1"
"Daily","2007","higher vocational","Urban Area","","","","","1"
"Daily","2007","higher vocational","Rural Area","","","","","1"
"Daily","2007","higher education","Urban Area","","","","","1"
"Daily","2007","higher education","Rural Area","","","","","1"
"Min 1x per month","2007","in school","Urban Area","","","","","3"
"Min 1x per month","2007","in school","Rural Area","","","","","3"
"Min 1x per month","2007","inadequately","Urban Area","","","","","3"
"Min 1x per month","2007","inadequately","Rural Area","","","","","3"
"Min 1x per month","2007","higher education","Rural Area","","","","","3"
"Min 1x per month","2007","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2007","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2007","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2007","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2007","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2007","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2007","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2007","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2007","higher education","Urban Area","","","","","3"
"Min 1x per week","2007","in school","Urban Area","","","","","2"
"Min 1x per week","2007","in school","Rural Area","","","","","2"
"Min 1x per week","2007","inadequately","Urban Area","","","","","2"
"Min 1x per week","2007","inadequately","Rural Area","","","","","2"
"Min 1x per week","2007","general elemantary","Urban Area","","","","","2"
"Min 1x per week","2007","general elemantary","Rural Area","","","","","2"
"Min 1x per week","2007","middle vocational","Urban Area","","","","","2"
"Min 1x per week","2007","middle vocational","Rural Area","","","","","2"
"Min 1x per week","2007","vocational + Abi","Urban Area","","","","","2"
"Min 1x per week","2007","vocational + Abi","Rural Area","","","","","2"
"Min 1x per week","2007","higher vocational","Urban Area","","","","","2"
"Min 1x per week","2007","higher vocational","Rural Area","","","","","2"
"Min 1x per week","2007","higher education","Urban Area","","","","","2"
"Min 1x per week","2007","higher education","Rural Area","","","","","2"
"Never","2007","in school","Urban Area","","","","","5"
"Never","2007","in school","Rural Area","","","","","5"
"Never","2007","inadequately","Urban Area","","","","","5"
"Never","2007","inadequately","Rural Area","","","","","5"
"Never","2007","general elemantary","Urban Area","","","","","5"
"Never","2007","general elemantary","Rural Area","","","","","5"
"Never","2007","middle vocational","Urban Area","","","","","5"
"Never","2007","middle vocational","Rural Area","","","","","5"
"Never","2007","vocational + Abi","Urban Area","","","","","5"
"Never","2007","vocational + Abi","Rural Area","","","","","5"
"Never","2007","higher vocational","Urban Area","","","","","5"
"Never","2007","higher vocational","Rural Area","","","","","5"
"Never","2007","higher education","Urban Area","","","","","5"
"Never","2007","higher education","Rural Area","","","","","5"
"Rarely","2007","in school","Urban Area","","","","","4"
"Rarely","2007","in school","Rural Area","","","","","4"
"Rarely","2007","inadequately","Urban Area","","","","","4"
"Rarely","2007","inadequately","Rural Area","","","","","4"
"Rarely","2007","general elemantary","Urban Area","","","","","4"
"Rarely","2007","general elemantary","Rural Area","","","","","4"
"Rarely","2007","middle vocational","Urban Area","","","","","4"
"Rarely","2007","middle vocational","Rural Area","","","","","4"
"Rarely","2007","vocational + Abi","Urban Area","","","","","4"
"Rarely","2007","vocational + Abi","Rural Area","","","","","4"
"Rarely","2007","higher vocational","Urban Area","","","","","4"
"Rarely","2007","higher vocational","Rural Area","","","","","4"
"Rarely","2007","higher education","Urban Area","","","","","4"
"Rarely","2007","higher education","Rural Area","","","","","4"
"Daily","2008","in school","Urban Area","190","0.832716184796137","0.784997372560622","0.880434997031653","1"
"Daily","2008","in school","Rural Area","90","0.746746016922646","0.667947188622511","0.825544845222781","1"
"Daily","2008","inadequately","Urban Area","123","0.88375287754679","0.82968519778151","0.93782055731207","1"
"Daily","2008","inadequately","Rural Area","46","0.77338161237759","0.658484927877371","0.888278296877808","1"
"Daily","2008","general elemantary","Urban Area","1221","0.917094296475582","0.902385389290126","0.931803203661039","1"
"Daily","2008","general elemantary","Rural Area","610","0.878730013118302","0.854301871534212","0.903158154702392","1"
"Daily","2008","middle vocational","Urban Area","5317","0.856307080074073","0.847551623804046","0.8650625363441","1"
"Daily","2008","middle vocational","Rural Area","3123","0.858550497045722","0.847136715256743","0.869964278834702","1"
"Daily","2008","vocational + Abi","Urban Area","635","0.813525015352527","0.786898892705177","0.840151137999877","1"
"Daily","2008","vocational + Abi","Rural Area","217","0.802549957738295","0.755329366430447","0.849770549046143","1"
"Daily","2008","higher vocational","Urban Area","733","0.830694496339151","0.806028548275379","0.855360444402923","1"
"Daily","2008","higher vocational","Rural Area","457","0.865517056756626","0.836553232433631","0.89448088107962","1"
"Daily","2008","higher education","Urban Area","2210","0.722679315479896","0.706649034656539","0.738709596303252","1"
"Daily","2008","higher education","Rural Area","951","0.772273820137065","0.74857605373833","0.7959715865358","1"
"Min 1x per month","2008","in school","Urban Area","3","","","","3"
"Min 1x per month","2008","in school","Rural Area","3","","","","3"
"Min 1x per month","2008","inadequately","Urban Area","1","","","","3"
"Min 1x per month","2008","inadequately","Rural Area","","","","","3"
"Min 1x per month","2008","general elemantary","Urban Area","16","","","","3"
"Min 1x per month","2008","general elemantary","Rural Area","6","","","","3"
"Min 1x per month","2008","middle vocational","Urban Area","97","0.0158119211205342","0.0126982144251108","0.0189256278159576","3"
"Min 1x per month","2008","middle vocational","Rural Area","34","0.0107399686890883","0.00736396688889149","0.0141159704892852","3"
"Min 1x per month","2008","vocational + Abi","Urban Area","12","","","","3"
"Min 1x per month","2008","vocational + Abi","Rural Area","6","","","","3"
"Min 1x per month","2008","higher vocational","Urban Area","9","","","","3"
"Min 1x per month","2008","higher vocational","Rural Area","6","","","","3"
"Min 1x per month","2008","higher education","Urban Area","55","0.0277314853487515","0.0218517623900352","0.0336112083074679","3"
"Min 1x per month","2008","higher education","Rural Area","23","","","","3"
"Min 1x per week","2008","in school","Urban Area","40","0.131828825884391","0.0885752484717919","0.175082403296989","2"
"Min 1x per week","2008","in school","Rural Area","20","","","","2"
"Min 1x per week","2008","inadequately","Urban Area","3","","","","2"
"Min 1x per week","2008","inadequately","Rural Area","2","","","","2"
"Min 1x per week","2008","general elemantary","Urban Area","78","0.0504912246536144","0.0388113374020247","0.062171111905204","2"
"Min 1x per week","2008","general elemantary","Rural Area","48","0.0707128743107788","0.0515301520554821","0.0898955965660755","2"
"Min 1x per week","2008","middle vocational","Urban Area","575","0.0972064243370651","0.0898122779403592","0.104600570733771","2"
"Min 1x per week","2008","middle vocational","Rural Area","314","0.0931822152324281","0.0836614367550645","0.102702993709792","2"
"Min 1x per week","2008","vocational + Abi","Urban Area","146","0.152404559265131","0.127834541646605","0.176974576883658","2"
"Min 1x per week","2008","vocational + Abi","Rural Area","42","0.13601858709679","0.0953538380150982","0.176683336178482","2"
"Min 1x per week","2008","higher vocational","Urban Area","111","0.122537609370874","0.100970568304859","0.144104650436889","2"
"Min 1x per week","2008","higher vocational","Rural Area","59","0.109403807656564","0.0829040976006279","0.1359035177125","2"
"Min 1x per week","2008","higher education","Urban Area","580","0.198649873505219","0.184363154998816","0.212936592011622","2"
"Min 1x per week","2008","higher education","Rural Area","182","0.152529778496665","0.132213001177323","0.172846555816006","2"
"Never","2008","in school","Urban Area","2","","","","5"
"Never","2008","in school","Rural Area","1","","","","5"
"Never","2008","inadequately","Urban Area","4","","","","5"
"Never","2008","inadequately","Rural Area","1","","","","5"
"Never","2008","general elemantary","Urban Area","16","","","","5"
"Never","2008","general elemantary","Rural Area","9","","","","5"
"Never","2008","middle vocational","Urban Area","69","0.012180817100553","0.00944288124196749","0.0149187529591385","5"
"Never","2008","middle vocational","Rural Area","29","","","","5"
"Never","2008","vocational + Abi","Urban Area","6","","","","5"
"Never","2008","vocational + Abi","Rural Area","2","","","","5"
"Never","2008","higher vocational","Urban Area","5","","","","5"
"Never","2008","higher vocational","Rural Area","3","","","","5"
"Never","2008","higher education","Urban Area","50","0.020644256955118","0.0155527416719975","0.0257357722382384","5"
"Never","2008","higher education","Rural Area","14","","","","5"
"Rarely","2008","middle vocational","Rural Area","81","0.0251263707983176","0.0200002955856439","0.0302524460109913","4"
"Rarely","2008","vocational + Abi","Urban Area","23","","","","4"
"Rarely","2008","vocational + Abi","Rural Area","6","","","","4"
"Rarely","2008","higher vocational","Urban Area","30","0.03217456384996","0.0205681925945383","0.0437809351053818","4"
"Rarely","2008","higher vocational","Rural Area","8","","","","4"
"Rarely","2008","higher education","Urban Area","101","0.0302950687110156","0.0241576894776241","0.0364324479444072","4"
"Rarely","2008","higher education","Rural Area","33","0.0325449806101406","0.0225179422362663","0.0425720189840149","4"
"Rarely","2008","in school","Urban Area","","","","","4"
"Rarely","2008","in school","Rural Area","3","","","","4"
"Rarely","2008","inadequately","Urban Area","4","","","","4"
"Rarely","2008","inadequately","Rural Area","2","","","","4"
"Rarely","2008","general elemantary","Urban Area","19","","","","4"
"Rarely","2008","general elemantary","Rural Area","13","","","","4"
"Rarely","2008","middle vocational","Urban Area","108","0.0184937573677748","0.0151309232751543","0.0218565914603953","4"
"Daily","2009","in school","Urban Area","","","","","1"
"Daily","2009","in school","Rural Area","","","","","1"
"Daily","2009","inadequately","Urban Area","","","","","1"
"Daily","2009","inadequately","Rural Area","","","","","1"
"Daily","2009","general elemantary","Urban Area","","","","","1"
"Daily","2009","general elemantary","Rural Area","","","","","1"
"Daily","2009","middle vocational","Urban Area","","","","","1"
"Daily","2009","middle vocational","Rural Area","","","","","1"
"Daily","2009","vocational + Abi","Urban Area","","","","","1"
"Daily","2009","vocational + Abi","Rural Area","","","","","1"
"Daily","2009","higher vocational","Urban Area","","","","","1"
"Daily","2009","higher vocational","Rural Area","","","","","1"
"Daily","2009","higher education","Urban Area","","","","","1"
"Daily","2009","higher education","Rural Area","","","","","1"
"Min 1x per month","2009","in school","Urban Area","","","","","3"
"Min 1x per month","2009","in school","Rural Area","","","","","3"
"Min 1x per month","2009","inadequately","Urban Area","","","","","3"
"Min 1x per month","2009","inadequately","Rural Area","","","","","3"
"Min 1x per month","2009","general elemantary","Urban Area","","","","","3"
"Min 1x per month","2009","general elemantary","Rural Area","","","","","3"
"Min 1x per month","2009","middle vocational","Urban Area","","","","","3"
"Min 1x per month","2009","middle vocational","Rural Area","","","","","3"
"Min 1x per month","2009","vocational + Abi","Urban Area","","","","","3"
"Min 1x per month","2009","vocational + Abi","Rural Area","","","","","3"
"Min 1x per month","2009","higher vocational","Urban Area","","","","","3"
"Min 1x per month","2009","higher vocational","Rural Area","","","","","3"
"Min 1x per month","2009","higher education","Urban Area","","","","","3"
"Min 1x per month","2009","higher education","Rural Area","","","","","3"
"Min 1x per week","2009","in school","Urban Area","","","","","2"
