"hlf0001_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Owner","2019","Not Employed","Female","2265","0.486894163603993","0.474390996486839","0.499397330721147"
"Owner","2019","Employed","Male","4894","0.492259613448358","0.482206415216175","0.502312811680541"
"Owner","2019","Employed","Female","4524","0.492048970485472","0.481723227318101","0.502374713652843"
"Nursing Home/Retirement Community","2019","Not Employed","Male","25","","",""
"Nursing Home/Retirement Community","2019","Not Employed","Female","35","0.0123002045022034","0.00954300670866232","0.0150574022957444"
"Nursing Home/Retirement Community","2019","Employed","Male","1","","",""
"Nursing Home/Retirement Community","2019","Employed","Female","","","",""
"Tenant","2019","Not Employed","Male","","","",""
"Tenant","2019","Not Employed","Female","","","",""
"Tenant","2019","Employed","Male","","","",""
"Tenant","2019","Employed","Female","","","",""
