"hlf0001_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2007","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2007","Full Time","Male","3","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2007","Part Time","Female","2","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","Male","8","","","","4"
"Nursing Home/Retirement Community","2007","Not Working","Female","39","0.0117243594163095","0.00871011837746853","0.0147386004551504","4"
"Owner","2007","Full Time","Female","1294","0.397708073139149","0.379027992334799","0.416388153943498","3"
"Owner","2007","Full Time","Male","3052","0.493453400787249","0.479924368816074","0.506982432758423","3"
"Owner","2007","Part Time","Male","624","0.393858829430733","0.36726779162031","0.420449867241155","3"
"Owner","2007","Part Time","Female","1919","0.475238412110933","0.45853092101808","0.491945903203786","3"
"Owner","2007","Not Working","Male","1942","0.493275194800225","0.476602045273788","0.509948344326662","3"
"Owner","2007","Not Working","Female","2576","0.461589988314489","0.447630190602852","0.475549786026126","3"
"Sub-Tenant","2007","Full Time","Male","77","0.0210037086730436","0.0171233446966712","0.024884072649416","2"
"Sub-Tenant","2007","Full Time","Female","62","0.0375968197213401","0.0303366444418629","0.0448569950008174","2"
"Sub-Tenant","2007","Part Time","Male","30","0.0332170798553725","0.0234644147150387","0.0429697449957063","2"
"Sub-Tenant","2007","Part Time","Female","54","0.0236006048102205","0.0185219374489997","0.0286792721714414","2"
"Sub-Tenant","2007","Not Working","Male","51","0.019673441327283","0.0150420393588219","0.024304843295744","2"
"Sub-Tenant","2007","Not Working","Female","75","0.0186185243471726","0.0148333496539248","0.0224036990404203","2"
"Tenant","2007","Full Time","Female","","","","","5"
"Tenant","2007","Full Time","Male","","","","","5"
"Tenant","2007","Part Time","Male","","","","","5"
"Tenant","2007","Part Time","Female","","","","","5"
"Tenant","2007","Not Working","Male","","","","","5"
"Tenant","2007","Not Working","Female","","","","","5"
"Main Tenant","2008","Full Time","Male","1976","0.475345250725847","0.461458562623605","0.48923193882809","1"
"Main Tenant","2008","Full Time","Female","1221","0.553765885182608","0.534418692817833","0.573113077547384","1"
"Main Tenant","2008","Part Time","Male","596","0.577273310576605","0.549450782255333","0.605095838897877","1"
"Main Tenant","2008","Part Time","Female","1346","0.489475915362859","0.472193718970894","0.506758111754824","1"
"Main Tenant","2008","Not Working","Male","1318","0.469758158069672","0.452482265480395","0.487034050658949","1"
"Main Tenant","2008","Not Working","Female","2003","0.495994995834833","0.481468838460416","0.51052115320925","1"
"Nursing Home/Retirement Community","2008","Full Time","Male","2","","","","4"
"Nursing Home/Retirement Community","2008","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2008","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2008","Not Working","Female","37","0.0127037632088344","0.00945001000188852","0.0159575164157804","4"
"Nursing Home/Retirement Community","2008","Not Working","Male","9","","","","4"
"Owner","2008","Full Time","Male","2916","0.504264693250094","0.490361597823373","0.518167788676816","3"
"Owner","2008","Full Time","Female","1252","0.410976208284483","0.391827114531588","0.430125302037378","3"
"Owner","2008","Part Time","Male","596","0.404907105085545","0.377260226786589","0.432553983384502","3"
"Owner","2008","Part Time","Female","1824","0.496050828873521","0.478765342175332","0.513336315571709","3"
"Owner","2008","Not Working","Female","2432","0.466492409750451","0.451998442842221","0.48098637665868","3"
"Owner","2008","Not Working","Male","1823","0.495006408702828","0.477699692339076","0.51231312506658","3"
"Sub-Tenant","2008","Full Time","Female","63","0.0352579065329085","0.0280798422803851","0.042435970785432","2"
"Sub-Tenant","2008","Full Time","Male","74","0.0193713462537352","0.0155387816085786","0.0232039108988918","2"
"Sub-Tenant","2008","Part Time","Male","19","","","","2"
"Sub-Tenant","2008","Part Time","Female","43","0.0144099536190137","0.010289883562597","0.0185300236754304","2"
"Sub-Tenant","2008","Not Working","Male","56","0.0306135845018439","0.024650487302225","0.0365766817014627","2"
"Sub-Tenant","2008","Not Working","Female","79","0.0248088312058817","0.0202898274191065","0.0293278349926569","2"
"Tenant","2008","Full Time","Female","","","","","5"
"Tenant","2008","Full Time","Male","","","","","5"
"Tenant","2008","Part Time","Male","","","","","5"
"Tenant","2008","Part Time","Female","","","","","5"
"Tenant","2008","Not Working","Male","","","","","5"
"Tenant","2008","Not Working","Female","","","","","5"
"Main Tenant","2009","Full Time","Male","1794","0.476113885998595","0.461665623749157","0.490562148248033","1"
"Main Tenant","2009","Full Time","Female","1168","0.552839209278013","0.53304614388207","0.572632274673956","1"
"Main Tenant","2009","Part Time","Male","562","0.520296437627417","0.491743136324926","0.548849738929908","1"
"Main Tenant","2009","Part Time","Female","1305","0.503801413674001","0.486074673944175","0.521528153403827","1"
"Main Tenant","2009","Not Working","Male","1228","0.466445567287379","0.448620677697619","0.48427045687714","1"
"Main Tenant","2009","Not Working","Female","1776","0.48380501296256","0.468523197645171","0.499086828279949","1"
"Nursing Home/Retirement Community","2009","Full Time","Male","2","","","","4"
"Nursing Home/Retirement Community","2009","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2009","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2009","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2009","Not Working","Female","30","0.0110006924778967","0.00781105827682067","0.0141903266789727","4"
"Nursing Home/Retirement Community","2009","Not Working","Male","9","","","","4"
"Owner","2009","Full Time","Male","2724","0.503180763354656","0.488716278713388","0.517645247995924","3"
"Owner","2009","Full Time","Female","1195","0.413828221221921","0.394221530956893","0.433434911486948","3"
"Owner","2009","Part Time","Male","584","0.446380491183207","0.417968431004951","0.474792551361463","3"
"Owner","2009","Part Time","Female","1694","0.47168492559624","0.453986121757563","0.489383729434916","3"
"Owner","2009","Not Working","Male","1716","0.503299294164314","0.485434519345632","0.521164068982996","3"
"Owner","2009","Not Working","Female","2228","0.484568404951101","0.469285850964213","0.499850958937989","3"
"Sub-Tenant","2009","Full Time","Male","70","0.0196382734024304","0.0156241883228506","0.0236523584820101","2"
"Sub-Tenant","2009","Full Time","Female","61","0.0333325695000667","0.0261867058843765","0.0404784331157569","2"
"Sub-Tenant","2009","Part Time","Male","30","0.0333230711893765","0.0230651911141966","0.0435809512645564","2"
"Sub-Tenant","2009","Not Working","Male","56","0.025532362349267","0.0198964243464859","0.031168300352048","2"
"Sub-Tenant","2009","Part Time","Female","56","0.024453177108231","0.0189771811088029","0.029929173107659","2"
"Sub-Tenant","2009","Not Working","Female","74","0.0206258896084421","0.0162796513769031","0.0249721278399811","2"
"Tenant","2009","Full Time","Male","","","","","5"
"Tenant","2009","Full Time","Female","","","","","5"
"Tenant","2009","Part Time","Male","","","","","5"
"Tenant","2009","Part Time","Female","","","","","5"
"Tenant","2009","Not Working","Male","","","","","5"
"Tenant","2009","Not Working","Female","","","","","5"
"Main Tenant","2010","Full Time","Male","2660","0.457273729021917","0.445001462347819","0.469545995696015","1"
"Main Tenant","2010","Full Time","Female","1494","0.553877964788616","0.5358635965089","0.571892333068332","1"
"Main Tenant","2010","Part Time","Male","863","0.548276675795802","0.523683202208545","0.572870149383059","1"
"Main Tenant","2010","Part Time","Female","2323","0.485132298731153","0.470973067865686","0.49929152959662","1"
"Main Tenant","2010","Not Working","Male","1419","0.463144396979646","0.445945483143048","0.480343310816243","1"
"Main Tenant","2010","Not Working","Female","2849","0.484851864853829","0.471749441212516","0.497954288495141","1"
"Nursing Home/Retirement Community","2010","Full Time","Male","5","","","","4"
"Nursing Home/Retirement Community","2010","Part Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2010","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2010","Not Working","Male","9","","","","4"
"Nursing Home/Retirement Community","2010","Part Time","Female","2","","","","4"
"Nursing Home/Retirement Community","2010","Not Working","Female","31","0.010819923774914","0.00810766691064541","0.0135321806391825","4"
"Owner","2010","Full Time","Male","3586","0.524470522014455","0.512167961787816","0.536773082241093","3"
"Owner","2010","Full Time","Female","1366","0.420570761524798","0.402680985746418","0.438460537303177","3"
"Owner","2010","Part Time","Male","678","0.415675629554642","0.391320636434404","0.440030622674881","3"
"Owner","2010","Part Time","Female","2394","0.490861088669751","0.476697960288857","0.505024217050644","3"
"Owner","2010","Not Working","Male","1755","0.508549318287365","0.491306010603901","0.525792625970829","3"
"Owner","2010","Not Working","Female","2622","0.484264972260787","0.47116302402992","0.497366920491655","3"
"Sub-Tenant","2010","Full Time","Male","79","0.0171176772902703","0.0139223200778135","0.0203130345027271","2"
"Sub-Tenant","2010","Full Time","Female","65","0.0255512736865862","0.0198329211136989","0.0312696262594735","2"
"Sub-Tenant","2010","Part Time","Male","31","0.0338767469329223","0.0249364725630861","0.0428170213027586","2"
"Sub-Tenant","2010","Part Time","Female","67","0.0238941058712042","0.0195674176298648","0.0282207941125437","2"
"Sub-Tenant","2010","Not Working","Male","46","0.0223145603876081","0.017219987149711","0.0274091336255053","2"
"Sub-Tenant","2010","Not Working","Female","87","0.0200632391104699","0.0163871960864831","0.0237392821344568","2"
"Tenant","2010","Full Time","Male","","","","","5"
"Tenant","2010","Full Time","Female","","","","","5"
"Tenant","2010","Part Time","Male","","","","","5"
"Tenant","2010","Part Time","Female","","","","","5"
"Tenant","2010","Not Working","Male","","","","","5"
"Tenant","2010","Not Working","Female","","","","","5"
"Main Tenant","2011","Full Time","Male","2944","0.451462467642406","0.439999612408103","0.462925322876709","1"
"Main Tenant","2011","Full Time","Female","1773","0.537586246750626","0.520837097162171","0.554335396339081","1"
"Main Tenant","2011","Part Time","Male","1016","0.555839140561063","0.533473897130144","0.578204383991981","1"
"Main Tenant","2011","Part Time","Female","2751","0.476252965205778","0.463378587646764","0.489127342764791","1"
"Main Tenant","2011","Not Working","Male","1785","0.448846481542836","0.433516990985901","0.46417597209977","1"
"Main Tenant","2011","Not Working","Female","3331","0.490273780017741","0.478258743663513","0.502288816371969","1"
"Nursing Home/Retirement Community","2011","Full Time","Male","4","","","","4"
"Nursing Home/Retirement Community","2011","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2011","Part Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2011","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2011","Not Working","Male","16","","","","4"
"Nursing Home/Retirement Community","2011","Not Working","Female","37","0.00994253858380978","0.00755793544410726","0.0123271417235123","4"
"Owner","2011","Full Time","Male","4204","0.530403952480719","0.518908014816132","0.541899890145306","3"
"Owner","2011","Full Time","Female","1571","0.437110085149374","0.420446806281442","0.453773364017306","3"
"Owner","2011","Part Time","Male","853","0.424932224985759","0.402681289524191","0.447183160447328","3"
"Owner","2011","Part Time","Female","2956","0.504404123124026","0.491515700677599","0.517292545570453","3"
"Owner","2011","Not Working","Female","3219","0.48692387515972","0.474910675194242","0.498937075125198","3"
"Owner","2011","Not Working","Male","2184","0.519031592095058","0.503632408758366","0.53443077543175","3"
"Sub-Tenant","2011","Full Time","Male","88","0.0173242826151794","0.0143188184781054","0.0203297467522533","2"
"Sub-Tenant","2011","Full Time","Female","60","0.0253036680999997","0.020027972585759","0.0305793636142405","2"
"Sub-Tenant","2011","Part Time","Male","26","","","","2"
"Sub-Tenant","2011","Part Time","Female","73","0.0192969355347485","0.0157507655829895","0.0228431054865074","2"
"Sub-Tenant","2011","Not Working","Male","59","0.0264850002216285","0.0215360414967376","0.0314339589465194","2"
"Sub-Tenant","2011","Not Working","Female","63","0.0128598062387296","0.010151835927342","0.0155677765501172","2"
"Tenant","2011","Full Time","Female","","","","","5"
"Tenant","2011","Full Time","Male","","","","","5"
"Tenant","2011","Part Time","Male","","","","","5"
"Tenant","2011","Part Time","Female","","","","","5"
"Tenant","2011","Not Working","Male","","","","","5"
"Tenant","2011","Not Working","Female","","","","","5"
"Main Tenant","2012","Full Time","Male","2895","0.463911353585952","0.452211314910261","0.475611392261644","1"
"Main Tenant","2012","Full Time","Female","1813","0.551161068451475","0.534597890190808","0.567724246712141","1"
"Main Tenant","2012","Part Time","Male","943","0.550717613724349","0.527577094885525","0.573858132563174","1"
"Main Tenant","2012","Part Time","Female","2664","0.46806824591866","0.455113428083954","0.481023063753366","1"
"Main Tenant","2012","Not Working","Male","1792","0.443463109519045","0.428267632221388","0.458658586816701","1"
"Main Tenant","2012","Not Working","Female","3135","0.490587506245744","0.478196775643451","0.502978236848036","1"
"Nursing Home/Retirement Community","2012","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2012","Full Time","Male","4","","","","4"
"Nursing Home/Retirement Community","2012","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2012","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2012","Not Working","Male","10","","","","4"
"Nursing Home/Retirement Community","2012","Not Working","Female","28","","","","4"
"Owner","2012","Full Time","Male","4013","0.524365142460887","0.512648444453683","0.53608184046809","3"
"Owner","2012","Full Time","Female","1584","0.419654680449911","0.403220485742222","0.4360888751576","3"
"Owner","2012","Part Time","Female","2965","0.513442229731047","0.500465604516388","0.526418854945706","3"
"Owner","2012","Part Time","Male","801","0.416780409776103","0.393844360515335","0.43971645903687","3"
"Owner","2012","Not Working","Female","3023","0.486143519604931","0.473755352753131","0.498531686456731","3"
"Owner","2012","Not Working","Male","2248","0.531806090745708","0.516543503770867","0.547068677720549","3"
"Sub-Tenant","2012","Full Time","Male","67","0.0109003396162641","0.00846425969155003","0.0133364195409781","2"
"Sub-Tenant","2012","Full Time","Female","67","0.0291842510986144","0.0235789127506865","0.0347895894465423","2"
"Sub-Tenant","2012","Part Time","Female","69","0.0184474680024545","0.0149538620470219","0.0219410739578872","2"
"Sub-Tenant","2012","Part Time","Male","31","0.0325019764995478","0.0242524534267567","0.0407514995723389","2"
"Sub-Tenant","2012","Not Working","Male","56","0.0212748761389852","0.0168611792253436","0.0256885730526268","2"
"Sub-Tenant","2012","Not Working","Female","67","0.0159038264109079","0.012803028507989","0.0190046243138269","2"
"Tenant","2012","Full Time","Male","","","","","5"
"Tenant","2012","Full Time","Female","","","","","5"
"Tenant","2012","Part Time","Male","","","","","5"
"Tenant","2012","Part Time","Female","","","","","5"
"Tenant","2012","Not Working","Male","","","","","5"
"Tenant","2012","Not Working","Female","","","","","5"
"Main Tenant","2013","Full Time","Male","2645","0.437058249632503","0.424914456908867","0.44920204235614","1"
"Main Tenant","2013","Full Time","Female","1761","0.53208986659866","0.515119650502196","0.549060082695124","1"
"Main Tenant","2013","Part Time","Male","882","0.492246069635501","0.468633171534702","0.5158589677363","1"
"Main Tenant","2013","Part Time","Female","2527","0.429440165841214","0.416310499241533","0.442569832440896","1"
"Main Tenant","2013","Not Working","Male","3437","0.495934243002781","0.483466731292916","0.508401754712646","1"
"Main Tenant","2013","Not Working","Female","4754","0.516128100226499","0.505328748361777","0.526927452091222","1"
"Nursing Home/Retirement Community","2013","Full Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2013","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2013","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2013","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2013","Not Working","Male","14","","","","4"
"Nursing Home/Retirement Community","2013","Not Working","Female","32","0.00781670801569946","0.00591360788987279","0.00971980814152613","4"
"Owner","2013","Full Time","Male","3695","0.548821899314016","0.536639223789678","0.561004574838354","3"
"Owner","2013","Full Time","Female","1512","0.447162554458944","0.43025249661305","0.464072612304838","3"
"Owner","2013","Part Time","Male","813","0.489372229432833","0.465761826817286","0.51298263204838","3"
"Owner","2013","Part Time","Female","2869","0.554557377261127","0.541374175505895","0.56774057901636","3"
"Owner","2013","Not Working","Male","2645","0.482716901851952","0.470256428636899","0.495177375067004","3"
"Owner","2013","Not Working","Female","3339","0.459435271908645","0.448665915311164","0.470204628506127","3"
"Sub-Tenant","2013","Full Time","Male","68","0.0140902893486511","0.0112047202194046","0.0169758584778977","2"
"Sub-Tenant","2013","Full Time","Female","48","0.020747578942396","0.0158997789568999","0.025595378927892","2"
"Sub-Tenant","2013","Part Time","Male","27","","","","2"
"Sub-Tenant","2013","Part Time","Female","63","0.0159609776366809","0.0126367735839049","0.0192851816894568","2"
"Sub-Tenant","2013","Not Working","Male","82","0.0175167315461791","0.0142454851461371","0.0207879779462211","2"
"Sub-Tenant","2013","Not Working","Female","101","0.0166199198491558","0.013857250532091","0.0193825891662205","2"
"Tenant","2013","Full Time","Male","","","","","5"
"Tenant","2013","Full Time","Female","","","","","5"
"Tenant","2013","Part Time","Male","","","","","5"
"Tenant","2013","Part Time","Female","","","","","5"
"Tenant","2013","Not Working","Male","","","","","5"
"Tenant","2013","Not Working","Female","","","","","5"
"Main Tenant","2014","Full Time","Male","2980","0.457383927923374","0.445479071728255","0.469288784118493","1"
"Main Tenant","2014","Full Time","Female","1885","0.545931727600868","0.529476963796011","0.562386491405725","1"
"Main Tenant","2014","Part Time","Male","1142","0.583601828184731","0.561716407437128","0.605487248932334","1"
"Main Tenant","2014","Part Time","Female","2768","0.471361877265089","0.458315741252479","0.4844080132777","1"
"Main Tenant","2014","Not Working","Male","1975","0.458547541802334","0.443306629357306","0.473788454247363","1"
"Main Tenant","2014","Not Working","Female","3105","0.483022714467338","0.470231621602345","0.49581380733233","1"
"Nursing Home/Retirement Community","2014","Full Time","Male","","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2014","Full Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2014","Part Time","Female","","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Male","14","","","","4"
"Nursing Home/Retirement Community","2014","Not Working","Female","29","","","","4"
"Owner","2014","Full Time","Male","3678","0.52956269337423","0.517635261469947","0.541490125278513","3"
"Owner","2014","Full Time","Female","1576","0.43276847944694","0.41639390976365","0.449143049130231","3"
"Owner","2014","Part Time","Male","773","0.394119265953455","0.372424769436244","0.415813762470666","3"
"Owner","2014","Part Time","Female","2778","0.504365719964161","0.491298629918708","0.517432810009614","3"
"Owner","2014","Not Working","Female","2659","0.492445366179216","0.47964835438923","0.505242377969202","3"
"Owner","2014","Not Working","Male","2070","0.522319538328977","0.507041222150723","0.537597854507231","3"
"Sub-Tenant","2014","Full Time","Male","69","0.013053378702396","0.0103410290239205","0.0157657283808716","2"
"Sub-Tenant","2014","Full Time","Female","55","0.0212370174775229","0.0164721871870414","0.0260018477680045","2"
"Sub-Tenant","2014","Part Time","Male","33","0.0221728382266523","0.0156357572601569","0.0287099191931477","2"
"Sub-Tenant","2014","Part Time","Female","78","0.0242724027707498","0.0202503652809878","0.0282944402605118","2"
"Sub-Tenant","2014","Not Working","Male","47","0.0141683612951526","0.0105534320110505","0.0177832905792546","2"
"Sub-Tenant","2014","Not Working","Female","70","0.0165924103995014","0.0133226971863277","0.0198621236126751","2"
"Tenant","2014","Full Time","Male","","","","","5"
"Tenant","2014","Full Time","Female","","","","","5"
"Tenant","2014","Part Time","Male","","","","","5"
"Tenant","2014","Part Time","Female","","","","","5"
"Tenant","2014","Not Working","Male","","","","","5"
"Tenant","2014","Not Working","Female","","","","","5"
"Main Tenant","2015","Full Time","Male","2743","0.451401552888232","0.43907912274705","0.463723983029415","1"
"Main Tenant","2015","Part Time","Male","1000","0.54374204671245","0.520802198040707","0.566681895384193","1"
"Main Tenant","2015","Part Time","Female","2529","0.457940635632531","0.444562549123076","0.471318722141987","1"
"Main Tenant","2015","Full Time","Female","1738","0.539536851154511","0.522424333593891","0.556649368715131","1"
"Main Tenant","2015","Not Working","Male","2510","0.484327343143108","0.469872822376981","0.498781863909236","1"
"Main Tenant","2015","Not Working","Female","3610","0.497657701403201","0.485268872577331","0.51004653022907","1"
"Nursing Home/Retirement Community","2015","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2015","Full Time","Male","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2015","Part Time","Female","","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","Male","17","","","","4"
"Nursing Home/Retirement Community","2015","Not Working","Female","31","0.00809263648887913","0.00587267425070265","0.0103125987270556","4"
"Owner","2015","Full Time","Female","1476","0.439262279220864","0.422223136047261","0.456301422394467","3"
"Owner","2015","Full Time","Male","3448","0.532798988253848","0.520444603104693","0.545153373403004","3"
"Owner","2015","Part Time","Male","785","0.434787556857945","0.41195611830001","0.457618995415879","3"
"Owner","2015","Part Time","Female","2733","0.524151022188039","0.510741022373535","0.537561022002543","3"
"Owner","2015","Not Working","Female","2524","0.479700920650188","0.467322169904157","0.492079671396218","3"
"Owner","2015","Not Working","Male","1975","0.49006675240231","0.475607979530495","0.504525525274125","3"
"Sub-Tenant","2015","Full Time","Male","74","0.0157994588579192","0.0127116496406603","0.0188872680751781","2"
"Sub-Tenant","2015","Full Time","Female","45","0.0212008696246254","0.0162551495043765","0.0261465897448743","2"
"Sub-Tenant","2015","Part Time","Male","26","","","","2"
"Sub-Tenant","2015","Part Time","Female","66","0.0179083421794299","0.0143473609376715","0.0214693234211882","2"
"Sub-Tenant","2015","Not Working","Female","92","0.0145487414577322","0.0115818934295878","0.0175155894858766","2"
"Sub-Tenant","2015","Not Working","Male","90","0.0196253703344021","0.01561345172643","0.0236372889423742","2"
"Tenant","2015","Full Time","Male","","","","","5"
"Tenant","2015","Full Time","Female","","","","","5"
"Tenant","2015","Part Time","Male","","","","","5"
"Tenant","2015","Part Time","Female","","","","","5"
"Tenant","2015","Not Working","Male","","","","","5"
"Tenant","2015","Not Working","Female","","","","","5"
"Main Tenant","2016","Full Time","Male","2691","0.454371534784131","0.441724237021459","0.467018832546803","1"
"Main Tenant","2016","Part Time","Male","1039","0.552694233538588","0.529938379441894","0.575450087635282","1"
"Main Tenant","2016","Full Time","Female","1746","0.537223997564797","0.520044638705395","0.5544033564242","1"
"Main Tenant","2016","Part Time","Female","2523","0.471319262651354","0.457675429709268","0.48496309559344","1"
"Main Tenant","2016","Not Working","Male","1749","0.460976404156851","0.444831623188983","0.47712118512472","1"
"Main Tenant","2016","Not Working","Female","2734","0.480397167784774","0.466722711829338","0.49407162374021","1"
"Nursing Home/Retirement Community","2016","Full Time","Male","","","","","4"
"Nursing Home/Retirement Community","2016","Full Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2016","Part Time","Female","","","","","4"
"Nursing Home/Retirement Community","2016","Not Working","Female","32","0.0113058250966927","0.00841210712343434","0.014199543069951","4"
"Nursing Home/Retirement Community","2016","Not Working","Male","13","","","","4"
"Owner","2016","Full Time","Male","3192","0.528843194545207","0.516164052417918","0.541522336672497","3"
"Owner","2016","Full Time","Female","1430","0.435415993951099","0.418333144681382","0.452498843220816","3"
"Owner","2016","Part Time","Male","759","0.414822106702252","0.392273312273546","0.437370901130958","3"
"Owner","2016","Part Time","Female","2546","0.509612905023608","0.495949096109887","0.52327671393733","3"
"Owner","2016","Not Working","Male","1843","0.511256612903908","0.495066538769057","0.527446687038759","3"
"Owner","2016","Not Working","Female","2301","0.491959999873381","0.478276791744582","0.505643208002179","3"
"Sub-Tenant","2016","Full Time","Male","71","0.0167852706706618","0.0135221582354055","0.0200483831059181","2"
"Sub-Tenant","2016","Full Time","Female","59","0.0272997691500441","0.0216852465888161","0.0329142917112722","2"
"Sub-Tenant","2016","Part Time","Male","36","0.0324836597591597","0.0243701258404983","0.0405971936778211","2"
"Sub-Tenant","2016","Part Time","Female","73","0.0190678323250379","0.0153297212213612","0.0228059434287146","2"
"Sub-Tenant","2016","Not Working","Female","61","0.0163370072451529","0.0128673745633147","0.0198066399269911","2"
"Sub-Tenant","2016","Not Working","Male","57","0.0219463339190925","0.0172011696109362","0.0266914982272488","2"
"Tenant","2016","Full Time","Male","","","","","5"
"Tenant","2016","Full Time","Female","","","","","5"
"Tenant","2016","Part Time","Male","","","","","5"
"Tenant","2016","Part Time","Female","","","","","5"
"Tenant","2016","Not Working","Male","","","","","5"
"Tenant","2016","Not Working","Female","","","","","5"
"Main Tenant","2017","Full Time","Male","3032","0.456605731789308","0.444705134341103","0.468506329237513","1"
"Main Tenant","2017","Full Time","Female","1980","0.539687983052197","0.523701296328252","0.555674669776142","1"
"Main Tenant","2017","Part Time","Male","1223","0.549168798722669","0.528257626912049","0.570079970533288","1"
"Main Tenant","2017","Part Time","Female","2688","0.445467705316476","0.432488450776542","0.458446959856409","1"
"Main Tenant","2017","Not Working","Male","3153","0.462581255722438","0.449138880450269","0.476023630994607","1"
"Main Tenant","2017","Not Working","Female","3908","0.49069819587471","0.478530133540269","0.50286625820915","1"
"Nursing Home/Retirement Community","2017","Full Time","Male","2","","","","4"
"Nursing Home/Retirement Community","2017","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Female","1","","","","4"
"Nursing Home/Retirement Community","2017","Part Time","Male","","","","","4"
"Nursing Home/Retirement Community","2017","Not Working","Female","36","0.0112392309376205","0.00867332637660472","0.0138051354986362","4"
"Nursing Home/Retirement Community","2017","Not Working","Male","18","","","","4"
"Owner","2017","Full Time","Male","3583","0.520583991562846","0.508648447256764","0.532519535868929","3"
"Owner","2017","Full Time","Female","1694","0.441374439750281","0.425447771807902","0.457301107692659","3"
"Owner","2017","Part Time","Male","887","0.412132203958891","0.3914462015441","0.432818206373681","3"
"Owner","2017","Part Time","Female","2859","0.531833101829979","0.518802446739175","0.544863756920783","3"
"Owner","2017","Not Working","Male","1969","0.507709035517941","0.494230460695965","0.521187610339917","3"
"Owner","2017","Not Working","Female","2415","0.478315250335744","0.466156532710485","0.490473967961004","3"
"Sub-Tenant","2017","Full Time","Male","113","0.0221993265740083","0.0186793836211426","0.0257192695268741","2"
"Sub-Tenant","2017","Full Time","Female","60","0.0189375771975223","0.0145656646803813","0.0233094897146633","2"
"Sub-Tenant","2017","Part Time","Male","65","0.0386989973184406","0.0305931575543298","0.0468048370825514","2"
"Sub-Tenant","2017","Part Time","Female","85","0.0219648562973294","0.0181373172597158","0.025792395334943","2"
"Sub-Tenant","2017","Not Working","Male","145","0.0229896661815408","0.0189491066815487","0.0270302256815328","2"
"Sub-Tenant","2017","Not Working","Female","125","0.0197473228519255","0.0163608334582739","0.023133812245577","2"
"Tenant","2017","Full Time","Male","","","","","5"
"Tenant","2017","Full Time","Female","","","","","5"
"Tenant","2017","Part Time","Male","","","","","5"
"Tenant","2017","Part Time","Female","","","","","5"
"Tenant","2017","Not Working","Male","","","","","5"
"Tenant","2017","Not Working","Female","","","","","5"
"Main Tenant","2018","Full Time","Male","3009","0.458529786287351","0.44636396627138","0.470695606303322","1"
"Main Tenant","2018","Full Time","Female","2003","0.55432677988363","0.538142062378911","0.570511497388349","1"
"Main Tenant","2018","Part Time","Male","1429","0.565684508040453","0.545475829235267","0.585893186845639","1"
"Main Tenant","2018","Part Time","Female","2668","0.446223398540815","0.433106230878896","0.459340566202734","1"
"Main Tenant","2018","Not Working","Male","3454","0.443612843686367","0.430483066681604","0.456742620691131","1"
"Main Tenant","2018","Not Working","Female","4137","0.491344106619246","0.479220553518856","0.503467659719636","1"
"Nursing Home/Retirement Community","2018","Full Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2018","Full Time","Female","","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Male","1","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","Male","20","","","","4"
"Nursing Home/Retirement Community","2018","Part Time","Female","","","","","4"
"Nursing Home/Retirement Community","2018","Not Working","Female","32","0.0102458988114189","0.00780379743040879","0.0126880001924289","4"
"Owner","2018","Full Time","Male","3341","0.522848184827696","0.510653055295085","0.535043314360307","3"
