"hlf0001_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Owner","2004","no migration background","middle vocational","5272","0.501015660953559","0.490997070674689","0.511034251232429"
"Owner","2004","no migration background","vocational + Abi","485","0.46280007571799","0.430097117188632","0.495503034247349"
"Owner","2004","no migration background","higher vocational","914","0.580268670946386","0.554997257463042","0.605540084429731"
"Owner","2004","no migration background","higher education","2449","0.515491446866942","0.499786562383174","0.531196331350709"
"Owner","2004","direct migration background","in school","25","","",""
"Owner","2004","direct migration background","inadequately","25","","",""
"Owner","2004","direct migration background","general elemantary","178","0.209163672986179","0.177149765818751","0.241177580153607"
"Owner","2004","direct migration background","middle vocational","310","0.293474543767778","0.264549185820892","0.322399901714665"
"Owner","2004","direct migration background","vocational + Abi","74","0.29462205624841","0.235187717196952","0.354056395299868"
"Owner","2004","direct migration background","higher vocational","60","0.388659180934218","0.307915185446948","0.469403176421487"
"Owner","2004","direct migration background","higher education","175","0.431305380056769","0.380145580029922","0.482465180083617"
"Owner","2004","indirect migration background","in school","44","0.521509478695775","0.413388756602384","0.629630200789165"
"Owner","2004","indirect migration background","inadequately","1","","",""
"Owner","2004","indirect migration background","general elemantary","66","0.352433461293882","0.28468301275238","0.420183909835384"
"Owner","2004","indirect migration background","middle vocational","112","0.294952595877782","0.245450388943082","0.344454802812482"
"Owner","2004","indirect migration background","vocational + Abi","18","","",""
"Owner","2004","indirect migration background","higher vocational","18","","",""
"Owner","2004","indirect migration background","higher education","30","0.446801614460026","0.322039998184863","0.571563230735189"
"Nursing Home/Retirement Community","2004","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2004","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2004","no migration background","general elemantary","12","","",""
"Nursing Home/Retirement Community","2004","no migration background","middle vocational","21","","",""
"Nursing Home/Retirement Community","2004","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2004","no migration background","higher vocational","1","","",""
"Nursing Home/Retirement Community","2004","no migration background","higher education","4","","",""
"Nursing Home/Retirement Community","2004","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2004","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2004","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2004","direct migration background","middle vocational","1","","",""
"Nursing Home/Retirement Community","2004","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2004","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2004","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","higher vocational","1","","",""
"Nursing Home/Retirement Community","2004","indirect migration background","higher education","","","",""
"Tenant","2004","no migration background","in school","","","",""
"Tenant","2004","no migration background","inadequately","","","",""
"Tenant","2004","no migration background","general elemantary","","","",""
"Tenant","2004","no migration background","middle vocational","","","",""
"Tenant","2004","no migration background","vocational + Abi","","","",""
"Tenant","2004","no migration background","higher vocational","","","",""
"Tenant","2004","no migration background","higher education","","","",""
"Tenant","2004","direct migration background","in school","","","",""
"Tenant","2004","direct migration background","inadequately","","","",""
"Tenant","2004","direct migration background","general elemantary","","","",""
"Tenant","2004","direct migration background","middle vocational","","","",""
"Tenant","2004","direct migration background","vocational + Abi","","","",""
"Tenant","2004","direct migration background","higher vocational","","","",""
"Tenant","2004","direct migration background","higher education","","","",""
"Tenant","2004","indirect migration background","in school","","","",""
"Tenant","2004","indirect migration background","inadequately","","","",""
"Tenant","2004","indirect migration background","general elemantary","","","",""
"Tenant","2004","indirect migration background","middle vocational","","","",""
"Tenant","2004","indirect migration background","vocational + Abi","","","",""
"Tenant","2004","indirect migration background","higher vocational","","","",""
"Tenant","2004","indirect migration background","higher education","","","",""
"Main Tenant","2005","no migration background","in school","154","0.405025084140025","0.36225273322904","0.44779743505101"
"Main Tenant","2005","no migration background","inadequately","56","0.616015272216275","0.513225103046407","0.718805441386143"
"Main Tenant","2005","no migration background","general elemantary","772","0.507899589116394","0.483878802536839","0.531920375695949"
"Main Tenant","2005","no migration background","middle vocational","3896","0.481023452352576","0.470751641085291","0.491295263619861"
"Main Tenant","2005","no migration background","vocational + Abi","376","0.49456013085934","0.461413707420582","0.527706554298098"
"Main Tenant","2005","no migration background","higher vocational","504","0.414860280597518","0.38898689560883","0.440733665586207"
"Main Tenant","2005","no migration background","higher education","1374","0.47973829936699","0.463790875420737","0.495685723313244"
"Main Tenant","2005","direct migration background","in school","32","0.762537839117977","0.650078726130368","0.874996952105585"
"Main Tenant","2005","direct migration background","inadequately","125","0.87570487764878","0.822731107323495","0.928678647974066"
"Main Tenant","2005","direct migration background","general elemantary","387","0.738976848510537","0.702921840707315","0.775031856313759"
"Main Tenant","2005","direct migration background","middle vocational","562","0.67400074607086","0.643012846113934","0.704988646027787"
"Main Tenant","2005","direct migration background","vocational + Abi","148","0.719411617451107","0.659633561076646","0.779189673825569"
"Main Tenant","2005","direct migration background","higher vocational","71","0.599091652962931","0.516113287550739","0.682070018375123"
"Main Tenant","2005","direct migration background","higher education","170","0.587151776593606","0.534895158348473","0.639408394838738"
"Main Tenant","2005","indirect migration background","in school","51","0.59724988495207","0.495923462257601","0.698576307646538"
"Main Tenant","2005","indirect migration background","inadequately","10","","",""
"Main Tenant","2005","indirect migration background","general elemantary","117","0.669546174277654","0.601208836566269","0.737883511989039"
"Main Tenant","2005","indirect migration background","middle vocational","204","0.636760748830192","0.585565133154903","0.687956364505481"
"Main Tenant","2005","indirect migration background","vocational + Abi","30","0.581402896950382","0.438840207388806","0.723965586511957"
"Main Tenant","2005","indirect migration background","higher vocational","23","","",""
"Main Tenant","2005","indirect migration background","higher education","33","0.565034490622968","0.448060734565561","0.682008246680375"
"Sub-Tenant","2005","no migration background","in school","6","","",""
"Sub-Tenant","2005","no migration background","inadequately","6","","",""
"Sub-Tenant","2005","no migration background","general elemantary","56","0.0346759435259978","0.0258852702650025","0.0434666167869931"
"Sub-Tenant","2005","no migration background","middle vocational","153","0.0204481216774403","0.0175385405534052","0.0233577028014753"
"Sub-Tenant","2005","no migration background","vocational + Abi","23","","",""
"Sub-Tenant","2005","no migration background","higher vocational","17","","",""
"Sub-Tenant","2005","no migration background","higher education","49","0.0174644514181095","0.0132829810234079","0.021645921812811"
"Sub-Tenant","2005","direct migration background","in school","","","",""
"Sub-Tenant","2005","direct migration background","inadequately","1","","",""
"Sub-Tenant","2005","direct migration background","general elemantary","13","","",""
"Sub-Tenant","2005","direct migration background","middle vocational","20","","",""
"Sub-Tenant","2005","direct migration background","vocational + Abi","1","","",""
"Sub-Tenant","2005","direct migration background","higher vocational","2","","",""
"Sub-Tenant","2005","direct migration background","higher education","4","","",""
"Sub-Tenant","2005","indirect migration background","in school","3","","",""
"Sub-Tenant","2005","indirect migration background","inadequately","","","",""
"Sub-Tenant","2005","indirect migration background","general elemantary","7","","",""
"Sub-Tenant","2005","indirect migration background","middle vocational","14","","",""
"Sub-Tenant","2005","indirect migration background","vocational + Abi","3","","",""
"Sub-Tenant","2005","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2005","indirect migration background","higher education","3","","",""
"Owner","2005","no migration background","in school","346","0.583209818644832","0.54025182536041","0.626167811929254"
"Owner","2005","no migration background","inadequately","24","","",""
"Owner","2005","no migration background","general elemantary","824","0.446145530562347","0.422261504539233","0.47002955658546"
"Owner","2005","no migration background","middle vocational","5025","0.495849321675497","0.485570458645112","0.506128184705883"
"Owner","2005","no migration background","vocational + Abi","474","0.465139382097493","0.432071662876227","0.498207101318758"
"Owner","2005","no migration background","higher vocational","869","0.565399491999239","0.539368222128837","0.591430761869641"
"Owner","2005","no migration background","higher education","2341","0.500040295578231","0.484079761535392","0.516000829621071"
"Owner","2005","direct migration background","in school","23","","",""
"Owner","2005","direct migration background","inadequately","23","","",""
"Owner","2005","direct migration background","general elemantary","169","0.227786732815796","0.193356218880925","0.262217246750667"
"Owner","2005","direct migration background","middle vocational","296","0.278404183690862","0.248773714026037","0.308034653355687"
"Owner","2005","direct migration background","vocational + Abi","68","0.275676026443673","0.21622160544442","0.335130447442926"
"Owner","2005","direct migration background","higher vocational","61","0.371660413867211","0.289839174092425","0.453481653641996"
"Owner","2005","direct migration background","higher education","167","0.39695496789109","0.345025198460205","0.448884737321974"
"Owner","2005","indirect migration background","in school","36","0.314766018844562","0.218817074087116","0.410714963602007"
"Owner","2005","indirect migration background","inadequately","1","","",""
"Owner","2005","indirect migration background","general elemantary","58","0.29420884958103","0.228005743292395","0.360411955869666"
"Owner","2005","indirect migration background","middle vocational","121","0.272733019284247","0.225323665332959","0.320142373235535"
"Owner","2005","indirect migration background","vocational + Abi","13","","",""
"Owner","2005","indirect migration background","higher vocational","18","","",""
"Owner","2005","indirect migration background","higher education","33","0.389539129604657","0.274478166161173","0.504600093048141"
"Nursing Home/Retirement Community","2005","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2005","no migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2005","no migration background","general elemantary","12","","",""
"Nursing Home/Retirement Community","2005","no migration background","middle vocational","15","","",""
"Nursing Home/Retirement Community","2005","no migration background","vocational + Abi","1","","",""
"Nursing Home/Retirement Community","2005","no migration background","higher vocational","3","","",""
"Nursing Home/Retirement Community","2005","no migration background","higher education","6","","",""
"Nursing Home/Retirement Community","2005","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2005","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2005","direct migration background","general elemantary","1","","",""
"Nursing Home/Retirement Community","2005","direct migration background","middle vocational","1","","",""
"Nursing Home/Retirement Community","2005","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2005","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2005","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2005","indirect migration background","higher education","","","",""
"Tenant","2005","no migration background","in school","","","",""
"Tenant","2005","no migration background","inadequately","","","",""
"Tenant","2005","no migration background","general elemantary","","","",""
"Tenant","2005","no migration background","middle vocational","","","",""
"Tenant","2005","no migration background","vocational + Abi","","","",""
"Tenant","2005","no migration background","higher vocational","","","",""
"Tenant","2005","no migration background","higher education","","","",""
"Tenant","2005","direct migration background","in school","","","",""
"Tenant","2005","direct migration background","inadequately","","","",""
"Tenant","2005","direct migration background","general elemantary","","","",""
"Tenant","2005","direct migration background","middle vocational","","","",""
"Tenant","2005","direct migration background","vocational + Abi","","","",""
"Tenant","2005","direct migration background","higher vocational","","","",""
"Tenant","2005","direct migration background","higher education","","","",""
"Tenant","2005","indirect migration background","in school","","","",""
"Tenant","2005","indirect migration background","inadequately","","","",""
"Tenant","2005","indirect migration background","general elemantary","","","",""
"Tenant","2005","indirect migration background","middle vocational","","","",""
"Tenant","2005","indirect migration background","vocational + Abi","","","",""
"Tenant","2005","indirect migration background","higher vocational","","","",""
"Tenant","2005","indirect migration background","higher education","","","",""
"Main Tenant","2006","no migration background","in school","147","0.371668560947238","0.329891408024841","0.413445713869636"
"Main Tenant","2006","no migration background","inadequately","68","0.750040070160335","0.664314085317265","0.835766055003406"
"Main Tenant","2006","no migration background","general elemantary","860","0.518618252017651","0.495688234719762","0.541548269315541"
"Main Tenant","2006","no migration background","middle vocational","4204","0.487522314261861","0.477671215467702","0.49737341305602"
"Main Tenant","2006","no migration background","vocational + Abi","407","0.513534061049474","0.481717387773174","0.545350734325775"
"Main Tenant","2006","no migration background","higher vocational","521","0.411500015553773","0.386369298907702","0.436630732199844"
"Main Tenant","2006","no migration background","higher education","1469","0.457761213243028","0.442596010254492","0.472926416231564"
"Main Tenant","2006","direct migration background","in school","24","","",""
"Main Tenant","2006","direct migration background","inadequately","116","0.899870656394111","0.849046939687408","0.950694373100814"
"Main Tenant","2006","direct migration background","general elemantary","367","0.718027073118089","0.68031950330391","0.755734642932268"
"Main Tenant","2006","direct migration background","middle vocational","569","0.69269495235311","0.662568946653408","0.722820958052812"
"Main Tenant","2006","direct migration background","vocational + Abi","140","0.653217177133469","0.590467782382826","0.715966571884112"
"Main Tenant","2006","direct migration background","higher vocational","76","0.631119238218417","0.552312099909576","0.709926376527258"
"Main Tenant","2006","direct migration background","higher education","184","0.607023050474643","0.557053989421754","0.656992111527533"
"Main Tenant","2006","indirect migration background","in school","43","0.574242211657374","0.469126536144068","0.679357887170679"
"Main Tenant","2006","indirect migration background","inadequately","9","","",""
"Main Tenant","2006","indirect migration background","general elemantary","117","0.63595134880955","0.566987903938212","0.704914793680888"
"Main Tenant","2006","indirect migration background","middle vocational","221","0.708687207144974","0.661153508575713","0.756220905714236"
"Main Tenant","2006","indirect migration background","vocational + Abi","34","0.672825789852071","0.544059005829162","0.80159257387498"
"Main Tenant","2006","indirect migration background","higher vocational","20","","",""
"Main Tenant","2006","indirect migration background","higher education","39","0.519320801183421","0.407724897863526","0.630916704503316"
"Sub-Tenant","2006","no migration background","in school","5","","",""
"Sub-Tenant","2006","no migration background","inadequately","5","","",""
"Sub-Tenant","2006","no migration background","general elemantary","48","0.0372093020653229","0.0285231509851609","0.0458954531454849"
"Sub-Tenant","2006","no migration background","middle vocational","160","0.0201874047141122","0.0174156059354202","0.0229592034928041"
"Sub-Tenant","2006","no migration background","vocational + Abi","21","","",""
"Sub-Tenant","2006","no migration background","higher vocational","17","","",""
"Sub-Tenant","2006","no migration background","higher education","42","0.011363258327315","0.00813696941709378","0.0145895472375362"
"Sub-Tenant","2006","direct migration background","in school","","","",""
"Sub-Tenant","2006","direct migration background","inadequately","","","",""
"Sub-Tenant","2006","direct migration background","general elemantary","10","","",""
"Sub-Tenant","2006","direct migration background","middle vocational","22","","",""
"Sub-Tenant","2006","direct migration background","vocational + Abi","4","","",""
"Sub-Tenant","2006","direct migration background","higher vocational","4","","",""
"Sub-Tenant","2006","direct migration background","higher education","5","","",""
"Sub-Tenant","2006","indirect migration background","in school","1","","",""
"Sub-Tenant","2006","indirect migration background","inadequately","1","","",""
"Sub-Tenant","2006","indirect migration background","general elemantary","3","","",""
"Sub-Tenant","2006","indirect migration background","middle vocational","9","","",""
"Sub-Tenant","2006","indirect migration background","vocational + Abi","1","","",""
"Sub-Tenant","2006","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2006","indirect migration background","higher education","1","","",""
"Owner","2006","no migration background","in school","362","0.602290136541063","0.559979204917226","0.6446010681649"
"Owner","2006","no migration background","inadequately","24","","",""
"Owner","2006","no migration background","general elemantary","904","0.435054140510196","0.412302603454853","0.457805677565539"
"Owner","2006","no migration background","middle vocational","5507","0.489578179018883","0.479726152144685","0.49943020589308"
"Owner","2006","no migration background","vocational + Abi","520","0.463394410002689","0.431651487129565","0.495137332875812"
"Owner","2006","no migration background","higher vocational","930","0.568783448939322","0.543492338174478","0.594074559704166"
"Owner","2006","no migration background","higher education","2627","0.528113429068768","0.512917898911729","0.543308959225806"
"Owner","2006","direct migration background","in school","16","","",""
"Owner","2006","direct migration background","inadequately","18","","",""
"Owner","2006","direct migration background","general elemantary","169","0.252800569450768","0.216378743227829","0.289222395673707"
"Owner","2006","direct migration background","middle vocational","308","0.267080675268525","0.2381915085812","0.295969841955851"
"Owner","2006","direct migration background","vocational + Abi","77","0.33175801356016","0.26968118161302","0.3938348455073"
"Owner","2006","direct migration background","higher vocational","64","0.332743450121513","0.255782924450177","0.409703975792848"
"Owner","2006","direct migration background","higher education","178","0.381357577957562","0.33166390494555","0.431051250969574"
"Owner","2006","indirect migration background","in school","41","0.371988541948178","0.269237273151169","0.474739810745186"
"Owner","2006","indirect migration background","inadequately","1","","",""
"Owner","2006","indirect migration background","general elemantary","67","0.344865647853605","0.276738933810021","0.41299236189719"
"Owner","2006","indirect migration background","middle vocational","121","0.257728369621631","0.21197141868491","0.303485320558351"
"Owner","2006","indirect migration background","vocational + Abi","16","","",""
"Owner","2006","indirect migration background","higher vocational","22","","",""
"Owner","2006","indirect migration background","higher education","37","0.450300571177489","0.339174331143628","0.561426811211349"
"Nursing Home/Retirement Community","2006","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2006","no migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2006","no migration background","general elemantary","12","","",""
"Nursing Home/Retirement Community","2006","no migration background","middle vocational","19","","",""
"Nursing Home/Retirement Community","2006","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2006","no migration background","higher vocational","5","","",""
"Nursing Home/Retirement Community","2006","no migration background","higher education","8","","",""
"Nursing Home/Retirement Community","2006","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2006","direct migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2006","direct migration background","general elemantary","1","","",""
"Nursing Home/Retirement Community","2006","direct migration background","middle vocational","2","","",""
"Nursing Home/Retirement Community","2006","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2006","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2006","direct migration background","higher education","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2006","indirect migration background","higher education","","","",""
"Tenant","2006","no migration background","in school","","","",""
"Tenant","2006","no migration background","inadequately","","","",""
"Tenant","2006","no migration background","general elemantary","","","",""
"Tenant","2006","no migration background","middle vocational","","","",""
"Tenant","2006","no migration background","vocational + Abi","","","",""
"Tenant","2006","no migration background","higher vocational","","","",""
"Tenant","2006","no migration background","higher education","","","",""
"Tenant","2006","direct migration background","in school","","","",""
"Tenant","2006","direct migration background","inadequately","","","",""
"Tenant","2006","direct migration background","general elemantary","","","",""
"Tenant","2006","direct migration background","middle vocational","","","",""
"Tenant","2006","direct migration background","vocational + Abi","","","",""
"Tenant","2006","direct migration background","higher vocational","","","",""
"Tenant","2006","direct migration background","higher education","","","",""
"Tenant","2006","indirect migration background","in school","","","",""
"Tenant","2006","indirect migration background","inadequately","","","",""
"Tenant","2006","indirect migration background","general elemantary","","","",""
"Tenant","2006","indirect migration background","middle vocational","","","",""
"Tenant","2006","indirect migration background","vocational + Abi","","","",""
"Tenant","2006","indirect migration background","higher vocational","","","",""
"Tenant","2006","indirect migration background","higher education","","","",""
"Main Tenant","2007","no migration background","in school","145","0.363060677449548","0.321119459341775","0.405001895557322"
"Main Tenant","2007","no migration background","inadequately","64","0.716684343792374","0.625103242307877","0.808265445276871"
"Main Tenant","2007","no migration background","general elemantary","782","0.524464318305192","0.500227777278588","0.548700859331797"
"Main Tenant","2007","no migration background","middle vocational","3934","0.473850416394454","0.463674993365301","0.484025839423607"
"Main Tenant","2007","no migration background","vocational + Abi","400","0.502268138110669","0.469888954831867","0.53464732138947"
"Main Tenant","2007","no migration background","higher vocational","474","0.399877789093047","0.373975495831914","0.425780082354179"
"Main Tenant","2007","no migration background","higher education","1407","0.451440107537356","0.435958372245241","0.466921842829472"
"Main Tenant","2007","direct migration background","in school","20","","",""
"Main Tenant","2007","direct migration background","inadequately","98","0.874637539292055","0.81463730159709","0.93463777698702"
"Main Tenant","2007","direct migration background","general elemantary","322","0.748686949881191","0.709801082128538","0.787572817633843"
"Main Tenant","2007","direct migration background","middle vocational","504","0.67886870452406","0.646594594404079","0.71114281464404"
"Main Tenant","2007","direct migration background","vocational + Abi","136","0.703065501635091","0.640972215205388","0.765158788064794"
"Main Tenant","2007","direct migration background","higher vocational","64","0.643278416365873","0.559965868898231","0.726590963833514"
"Main Tenant","2007","direct migration background","higher education","174","0.604473629231439","0.553026664738273","0.655920593724606"
"Main Tenant","2007","indirect migration background","in school","52","0.719468890906213","0.629128323723264","0.809809458089162"
"Main Tenant","2007","indirect migration background","inadequately","6","","",""
"Main Tenant","2007","indirect migration background","general elemantary","115","0.730974000825298","0.664313016531879","0.797634985118717"
"Main Tenant","2007","indirect migration background","middle vocational","195","0.637386301859433","0.585594912685636","0.689177691033229"
"Main Tenant","2007","indirect migration background","vocational + Abi","32","0.613455522712511","0.479810041331471","0.747101004093552"
"Main Tenant","2007","indirect migration background","higher vocational","19","","",""
"Main Tenant","2007","indirect migration background","higher education","42","0.505353901160531","0.399685783561894","0.611022018759169"
"Sub-Tenant","2007","no migration background","in school","2","","",""
"Sub-Tenant","2007","no migration background","inadequately","3","","",""
"Sub-Tenant","2007","no migration background","general elemantary","42","0.0351514127580716","0.0262137886540118","0.0440890368621314"
"Sub-Tenant","2007","no migration background","middle vocational","159","0.0232389030161438","0.0201686143221201","0.0263091917101676"
"Sub-Tenant","2007","no migration background","vocational + Abi","17","","",""
"Sub-Tenant","2007","no migration background","higher vocational","15","","",""
"Sub-Tenant","2007","no migration background","higher education","38","0.0143500345795305","0.0106500887056029","0.0180499804534581"
"Sub-Tenant","2007","direct migration background","in school","","","",""
"Sub-Tenant","2007","direct migration background","inadequately","2","","",""
"Sub-Tenant","2007","direct migration background","general elemantary","5","","",""
"Sub-Tenant","2007","direct migration background","middle vocational","18","","",""
"Sub-Tenant","2007","direct migration background","vocational + Abi","6","","",""
"Sub-Tenant","2007","direct migration background","higher vocational","2","","",""
"Sub-Tenant","2007","direct migration background","higher education","3","","",""
"Sub-Tenant","2007","indirect migration background","in school","1","","",""
"Sub-Tenant","2007","indirect migration background","inadequately","1","","",""
"Sub-Tenant","2007","indirect migration background","general elemantary","4","","",""
"Sub-Tenant","2007","indirect migration background","middle vocational","13","","",""
"Sub-Tenant","2007","indirect migration background","vocational + Abi","3","","",""
"Sub-Tenant","2007","indirect migration background","higher vocational","","","",""
"Sub-Tenant","2007","indirect migration background","higher education","3","","",""
"Owner","2007","no migration background","in school","358","0.633204769688908","0.591172162365161","0.675237377012656"
"Owner","2007","no migration background","inadequately","25","","",""
"Owner","2007","no migration background","general elemantary","793","0.428648507512906","0.404631247956402","0.452665767069409"
"Owner","2007","no migration background","middle vocational","5136","0.4994232022738","0.489233841488943","0.509612563058659"
"Owner","2007","no migration background","vocational + Abi","499","0.48019841988073","0.447844305598286","0.512552534163174"
"Owner","2007","no migration background","higher vocational","882","0.576543206468966","0.550417069067142","0.60266934387079"
"Owner","2007","no migration background","higher education","2517","0.531682292344388","0.516158281787315","0.547206302901462"
"Owner","2007","direct migration background","in school","9","","",""
"Owner","2007","direct migration background","inadequately","16","","",""
"Owner","2007","direct migration background","general elemantary","151","0.240548570886586","0.202232097065988","0.278865044707183"
"Owner","2007","direct migration background","middle vocational","280","0.280611281106338","0.249554642993881","0.311667919218794"
"Owner","2007","direct migration background","vocational + Abi","66","0.268032371920962","0.207837986381874","0.328226757460049"
"Owner","2007","direct migration background","higher vocational","61","0.343337240800324","0.260756669990738","0.42591781160991"
"Owner","2007","direct migration background","higher education","167","0.370621112406548","0.319804639682091","0.421437585131005"
"Owner","2007","indirect migration background","in school","42","0.280080915248539","0.189784628710525","0.370377201786553"
"Owner","2007","indirect migration background","inadequately","2","","",""
"Owner","2007","indirect migration background","general elemantary","51","0.260634941725127","0.194646266332652","0.326623617117603"
"Owner","2007","indirect migration background","middle vocational","123","0.31177684582513","0.26187453424661","0.361679157403649"
"Owner","2007","indirect migration background","vocational + Abi","16","","",""
"Owner","2007","indirect migration background","higher vocational","19","","",""
"Owner","2007","indirect migration background","higher education","41","0.44592314070337","0.340868830199804","0.550977451206936"
"Nursing Home/Retirement Community","2007","no migration background","in school","","","",""
"Nursing Home/Retirement Community","2007","no migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2007","no migration background","general elemantary","14","","",""
"Nursing Home/Retirement Community","2007","no migration background","middle vocational","21","","",""
"Nursing Home/Retirement Community","2007","no migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2007","no migration background","higher vocational","3","","",""
"Nursing Home/Retirement Community","2007","no migration background","higher education","7","","",""
"Nursing Home/Retirement Community","2007","direct migration background","in school","","","",""
"Nursing Home/Retirement Community","2007","direct migration background","inadequately","1","","",""
"Nursing Home/Retirement Community","2007","direct migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2007","direct migration background","middle vocational","2","","",""
"Nursing Home/Retirement Community","2007","direct migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2007","direct migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2007","direct migration background","higher education","3","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","in school","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","inadequately","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","general elemantary","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","middle vocational","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","vocational + Abi","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","higher vocational","","","",""
"Nursing Home/Retirement Community","2007","indirect migration background","higher education","","","",""
"Tenant","2007","no migration background","in school","","","",""
"Tenant","2007","no migration background","inadequately","","","",""
"Tenant","2007","no migration background","general elemantary","","","",""
"Tenant","2007","no migration background","middle vocational","","","",""
"Tenant","2007","no migration background","vocational + Abi","","","",""
"Tenant","2007","no migration background","higher vocational","","","",""
"Tenant","2007","no migration background","higher education","","","",""
"Tenant","2007","direct migration background","in school","","","",""
"Tenant","2007","direct migration background","inadequately","","","",""
"Tenant","2007","direct migration background","general elemantary","","","",""
"Tenant","2007","direct migration background","middle vocational","","","",""
"Tenant","2007","direct migration background","vocational + Abi","","","",""
"Tenant","2007","direct migration background","higher vocational","","","",""
"Tenant","2007","direct migration background","higher education","","","",""
"Tenant","2007","indirect migration background","in school","","","",""
"Tenant","2007","indirect migration background","inadequately","","","",""
"Tenant","2007","indirect migration background","general elemantary","","","",""
"Tenant","2007","indirect migration background","middle vocational","","","",""
"Tenant","2007","indirect migration background","vocational + Abi","","","",""
"Tenant","2007","indirect migration background","higher vocational","","","",""
"Tenant","2007","indirect migration background","higher education","","","",""
"Main Tenant","2008","no migration background","in school","119","0.316047712939865","0.272703992619391","0.35939143326034"
"Main Tenant","2008","no migration background","inadequately","49","0.582685348135598","0.472543694189715","0.69282700208148"
"Main Tenant","2008","no migration background","general elemantary","711","0.516686883205346","0.491304713043436","0.542069053367256"
"Main Tenant","2008","no migration background","middle vocational","3639","0.460628770396362","0.450184254832771","0.471073285959953"
"Main Tenant","2008","no migration background","vocational + Abi","366","0.468010967739701","0.434758843685075","0.501263091794327"
"Main Tenant","2008","no migration background","higher vocational","437","0.414549500862379","0.387476411052887","0.441622590671871"
"Main Tenant","2008","no migration background","higher education","1366","0.452344205250386","0.436535802918588","0.468152607582184"
"Main Tenant","2008","direct migration background","in school","8","","",""
"Main Tenant","2008","direct migration background","inadequately","86","0.89235628078029","0.831912601309783","0.952799960250796"
"Main Tenant","2008","direct migration background","general elemantary","290","0.76008616258597","0.719724139635476","0.800448185536465"
"Main Tenant","2008","direct migration background","middle vocational","434","0.664788744068062","0.630211314509802","0.699366173626323"
