"hlf0001_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2018","Urban Area","Female","22","","","","4"
"Owner","2018","Rural Area","Female","2652","0.537071880449108","0.523725679044846","0.550418081853371","3"
"Owner","2018","Urban Area","Female","3941","0.463238734850516","0.453613490229069","0.472863979471962","3"
"Owner","2018","Rural Area","Male","2477","0.577255239058555","0.563427849351546","0.591082628765565","3"
"Owner","2018","Urban Area","Male","3606","0.471664164880042","0.461546802238747","0.481781527521338","3"
"Sub-Tenant","2018","Urban Area","Male","169","0.0191788918367038","0.01639916257577","0.0219586210976376","2"
"Sub-Tenant","2018","Rural Area","Female","100","0.0207146792982107","0.0169024552601627","0.0245269033362587","2"
"Sub-Tenant","2018","Rural Area","Male","89","0.021295273946982","0.0172543134701211","0.0253362344238429","2"
"Sub-Tenant","2018","Urban Area","Female","139","0.0148993196862077","0.0125607932317422","0.0172378461406733","2"
"Tenant","2018","Urban Area","Male","","","","","5"
"Tenant","2018","Urban Area","Female","","","","","5"
"Tenant","2018","Rural Area","Male","","","","","5"
"Tenant","2018","Rural Area","Female","","","","","5"
"Main Tenant","2019","Urban Area","Male","4669","0.482405642176601","0.471988526659305","0.492822757693897","1"
"Main Tenant","2019","Urban Area","Female","5141","0.496625654059824","0.48645025978869","0.506801048330957","1"
"Main Tenant","2019","Rural Area","Male","2098","0.395923517625523","0.382215025521886","0.40963200972916","1"
"Main Tenant","2019","Rural Area","Female","2333","0.424896013556244","0.411315890131751","0.438476136980737","1"
"Nursing Home/Retirement Community","2019","Urban Area","Male","13","","","","4"
"Nursing Home/Retirement Community","2019","Rural Area","Male","11","","","","4"
"Nursing Home/Retirement Community","2019","Rural Area","Female","9","","","","4"
"Nursing Home/Retirement Community","2019","Urban Area","Female","23","","","","4"
"Owner","2019","Urban Area","Female","3951","0.481663906641804","0.471495125288062","0.491832687995547","3"
"Owner","2019","Rural Area","Male","2691","0.581205088644109","0.567375684308737","0.595034492979481","3"
"Owner","2019","Rural Area","Female","2657","0.550352631001374","0.536686494582625","0.564018767420122","3"
"Owner","2019","Urban Area","Male","3962","0.495210314719036","0.484787221998763","0.505633407439308","3"
"Sub-Tenant","2019","Rural Area","Female","91","0.0217627156555562","0.017754345227592","0.0257710860835204","2"
"Sub-Tenant","2019","Urban Area","Male","195","0.0197641859080644","0.0168624941764114","0.0226658776397173","2"
"Sub-Tenant","2019","Rural Area","Male","89","0.0197573450409335","0.0158564060068801","0.0236582840749868","2"
"Sub-Tenant","2019","Urban Area","Female","160","0.0162242278487251","0.0136531145678021","0.0187953411296481","2"
"Tenant","2019","Urban Area","Male","","","","","5"
"Tenant","2019","Urban Area","Female","","","","","5"
"Tenant","2019","Rural Area","Male","","","","","5"
"Tenant","2019","Rural Area","Female","","","","","5"
