"hlf0001_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Owner","2006","16-34 y.","Rural Area","953","0.434115075273079","0.411517408324648","0.45671274222151","3"
"Owner","2006","35-65 y.","Urban Area","4584","0.451808662492305","0.441093647511863","0.462523677472746","3"
"Owner","2006","35-65 y.","Rural Area","2782","0.609363475707103","0.594521341381294","0.624205610032912","3"
"Owner","2006","66 and older","Urban Area","1626","0.483138149332118","0.465111590956413","0.501164707707823","3"
"Owner","2006","66 and older","Rural Area","921","0.560214778442057","0.535424276114454","0.58500528076966","3"
"Sub-Tenant","2006","16-34 y.","Urban Area","110","0.0389417155367343","0.0326231436083976","0.045260287465071","2"
"Sub-Tenant","2006","35-65 y.","Urban Area","76","0.0137567327549921","0.0112488969559227","0.0162645685540616","2"
"Sub-Tenant","2006","16-34 y.","Rural Area","70","0.0502728219311683","0.0403104403385914","0.0602352035237452","2"
"Sub-Tenant","2006","35-65 y.","Rural Area","59","0.0181901204637954","0.0141247211373786","0.0222555197902122","2"
"Sub-Tenant","2006","66 and older","Urban Area","34","0.0157592579995996","0.0112665471699001","0.0202519688292991","2"
"Sub-Tenant","2006","66 and older","Rural Area","20","","","","2"
"Tenant","2006","16-34 y.","Urban Area","","","","","5"
"Tenant","2006","16-34 y.","Rural Area","","","","","5"
"Tenant","2006","35-65 y.","Urban Area","","","","","5"
"Tenant","2006","35-65 y.","Rural Area","","","","","5"
"Tenant","2006","66 and older","Urban Area","","","","","5"
"Tenant","2006","66 and older","Rural Area","","","","","5"
"Main Tenant","2007","16-34 y.","Urban Area","2014","0.665725559159825","0.649722458907477","0.681728659412172","1"
"Main Tenant","2007","16-34 y.","Rural Area","793","0.514477941143487","0.490947142256789","0.538008740030185","1"
"Main Tenant","2007","35-65 y.","Urban Area","3329","0.527891093306171","0.516685846384797","0.539096340227545","1"
"Main Tenant","2007","35-65 y.","Rural Area","1212","0.36886498564519","0.353651652154104","0.384078319136275","1"
"Main Tenant","2007","66 and older","Urban Area","1233","0.481000872012547","0.462809931804053","0.499191812221041","1"
"Main Tenant","2007","66 and older","Rural Area","576","0.415589711803953","0.390707855069374","0.440471568538533","1"
"Nursing Home/Retirement Community","2007","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2007","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2007","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2007","66 and older","Urban Area","23","","","","4"
"Nursing Home/Retirement Community","2007","35-65 y.","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2007","66 and older","Rural Area","21","","","","4"
"Owner","2007","16-34 y.","Urban Area","1204","0.284984402774164","0.269670946300529","0.300297859247798","3"
"Owner","2007","16-34 y.","Rural Area","876","0.431441941993011","0.408123614349182","0.45476026963684","3"
"Owner","2007","35-65 y.","Urban Area","4229","0.460122071153865","0.448935100815398","0.471309041492332","3"
"Owner","2007","35-65 y.","Rural Area","2602","0.610335173022005","0.594958607807273","0.625711738236736","3"
"Owner","2007","66 and older","Urban Area","1606","0.491859077889122","0.473657403886432","0.510060751891812","3"
"Owner","2007","66 and older","Rural Area","890","0.546213673541604","0.52107754135879","0.571349805724418","3"
"Sub-Tenant","2007","16-34 y.","Urban Area","119","0.0485948665866058","0.0413005792489661","0.0558891539242455","2"
"Sub-Tenant","2007","16-34 y.","Rural Area","63","0.0510244568088671","0.040664319421449","0.0613845941962852","2"
"Sub-Tenant","2007","35-65 y.","Urban Area","65","0.011224677960647","0.00886004400716138","0.0135893119141327","2"
"Sub-Tenant","2007","35-65 y.","Rural Area","46","0.0198431097371493","0.015445849204406","0.0242403702698926","2"
"Sub-Tenant","2007","66 and older","Urban Area","36","0.0176180167782488","0.0128282142978623","0.0224078192586353","2"
"Sub-Tenant","2007","66 and older","Rural Area","20","","","","2"
"Tenant","2007","16-34 y.","Urban Area","","","","","5"
"Tenant","2007","16-34 y.","Rural Area","","","","","5"
"Tenant","2007","35-65 y.","Urban Area","","","","","5"
"Tenant","2007","35-65 y.","Rural Area","","","","","5"
"Tenant","2007","66 and older","Urban Area","","","","","5"
"Tenant","2007","66 and older","Rural Area","","","","","5"
"Main Tenant","2008","16-34 y.","Urban Area","1864","0.663056797821275","0.646366812401865","0.679746783240686","1"
"Main Tenant","2008","16-34 y.","Rural Area","686","0.49746511665535","0.472581894601939","0.522348338708761","1"
"Main Tenant","2008","35-65 y.","Urban Area","3078","0.524192685233856","0.512552263698327","0.535833106769385","1"
"Main Tenant","2008","35-65 y.","Rural Area","1114","0.36682304304035","0.351130086236644","0.382515999844057","1"
"Main Tenant","2008","66 and older","Urban Area","1184","0.45859654725427","0.440382558362376","0.476810536146165","1"
"Main Tenant","2008","66 and older","Rural Area","534","0.379786829136553","0.355102273915565","0.404471384357542","1"
"Nursing Home/Retirement Community","2008","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2008","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2008","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2008","35-65 y.","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2008","66 and older","Urban Area","25","","","","4"
"Nursing Home/Retirement Community","2008","66 and older","Rural Area","18","","","","4"
"Owner","2008","16-34 y.","Urban Area","1126","0.301112838825098","0.284914502583422","0.317311175066774","3"
"Owner","2008","16-34 y.","Rural Area","810","0.447101949906829","0.422358058373821","0.471845841439838","3"
"Owner","2008","35-65 y.","Urban Area","3924","0.460270669277467","0.448653446104541","0.471887892450393","3"
"Owner","2008","35-65 y.","Rural Area","2450","0.613162787665285","0.59730414762876","0.62902142770181","3"
"Owner","2008","66 and older","Urban Area","1628","0.509626359221358","0.491352988436824","0.527899730005892","3"
"Owner","2008","66 and older","Rural Area","905","0.573797695394929","0.548645716446162","0.598949674343696","3"
"Sub-Tenant","2008","16-34 y.","Rural Area","54","0.0522864741419855","0.0412081157686288","0.0633648325153422","2"
"Sub-Tenant","2008","16-34 y.","Urban Area","91","0.0358303633536264","0.0292673305741086","0.0423933961331441","2"
"Sub-Tenant","2008","35-65 y.","Urban Area","67","0.0144531051895306","0.0116712987949663","0.0172349115840949","2"
"Sub-Tenant","2008","35-65 y.","Rural Area","56","0.01936498413562","0.0148777761993566","0.0238521920718835","2"
"Sub-Tenant","2008","66 and older","Rural Area","28","","","","2"
"Sub-Tenant","2008","66 and older","Urban Area","38","0.0200553912459605","0.0149309620149806","0.0251798204769403","2"
"Tenant","2008","16-34 y.","Rural Area","","","","","5"
"Tenant","2008","16-34 y.","Urban Area","","","","","5"
"Tenant","2008","35-65 y.","Urban Area","","","","","5"
"Tenant","2008","35-65 y.","Rural Area","","","","","5"
"Tenant","2008","66 and older","Urban Area","","","","","5"
"Tenant","2008","66 and older","Rural Area","","","","","5"
"Main Tenant","2009","16-34 y.","Urban Area","1695","0.656418021836437","0.638908775687571","0.673927267985303","1"
"Main Tenant","2009","16-34 y.","Rural Area","647","0.509628185953873","0.483599476512793","0.535656895394953","1"
"Main Tenant","2009","35-65 y.","Urban Area","2741","0.507789194267172","0.495583740514571","0.519994648019773","1"
"Main Tenant","2009","35-65 y.","Rural Area","1071","0.3732074498235","0.357082503067342","0.389332396579658","1"
"Main Tenant","2009","66 and older","Urban Area","1155","0.459546900108698","0.440984653436137","0.478109146781259","1"
"Main Tenant","2009","66 and older","Rural Area","524","0.37308678545594","0.348194043595329","0.397979527316552","1"
"Nursing Home/Retirement Community","2009","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2009","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2009","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2009","35-65 y.","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2009","66 and older","Urban Area","22","","","","4"
"Nursing Home/Retirement Community","2009","66 and older","Rural Area","13","","","","4"
"Owner","2009","16-34 y.","Urban Area","1030","0.302388345732718","0.285454663707924","0.319322027757512","3"
"Owner","2009","16-34 y.","Rural Area","711","0.438764047196723","0.412926491555966","0.464601602837479","3"
"Owner","2009","35-65 y.","Urban Area","3641","0.476114156978955","0.463921158795901","0.488307155162009","3"
"Owner","2009","35-65 y.","Rural Area","2323","0.604196274986335","0.58789242448514","0.62050012548753","3"
"Owner","2009","66 and older","Rural Area","887","0.594520466038022","0.569248911129644","0.6197920209464","3"
"Owner","2009","66 and older","Urban Area","1549","0.510090844478979","0.491471338441338","0.528710350516621","3"
"Sub-Tenant","2009","16-34 y.","Urban Area","101","0.0411936324308449","0.0338663570859374","0.0485209077757524","2"
"Sub-Tenant","2009","16-34 y.","Rural Area","58","0.0483264484603071","0.0371603974979719","0.0594924994226424","2"
"Sub-Tenant","2009","35-65 y.","Urban Area","61","0.0153159533837904","0.0123177775522521","0.0183141292153287","2"
"Sub-Tenant","2009","66 and older","Urban Area","43","0.0189909103606219","0.0139070218167317","0.0240747989045122","2"
"Sub-Tenant","2009","35-65 y.","Rural Area","58","0.0217980188105977","0.0169296440225646","0.0266663935986308","2"
"Sub-Tenant","2009","66 and older","Rural Area","26","","","","2"
"Tenant","2009","16-34 y.","Urban Area","","","","","5"
"Tenant","2009","16-34 y.","Rural Area","","","","","5"
"Tenant","2009","35-65 y.","Urban Area","","","","","5"
"Tenant","2009","35-65 y.","Rural Area","","","","","5"
"Tenant","2009","66 and older","Urban Area","","","","","5"
"Tenant","2009","66 and older","Rural Area","","","","","5"
"Main Tenant","2010","16-34 y.","Urban Area","3031","0.646594204039176","0.632734858312153","0.660453549766199","1"
"Main Tenant","2010","16-34 y.","Rural Area","1267","0.490825563930241","0.470741273395875","0.510909854464606","1"
"Main Tenant","2010","35-65 y.","Urban Area","4147","0.499085634732103","0.488638415452992","0.509532854011215","1"
"Main Tenant","2010","35-65 y.","Rural Area","1568","0.383640757403073","0.369599101987805","0.397682412818341","1"
"Main Tenant","2010","66 and older","Urban Area","1089","0.444257017035623","0.425476530810255","0.463037503260991","1"
"Main Tenant","2010","66 and older","Rural Area","506","0.387629814930339","0.361989375361671","0.413270254499007","1"
"Nursing Home/Retirement Community","2010","16-34 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2010","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2010","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2010","66 and older","Urban Area","24","","","","4"
"Nursing Home/Retirement Community","2010","35-65 y.","Rural Area","6","","","","4"
"Nursing Home/Retirement Community","2010","66 and older","Rural Area","13","","","","4"
"Owner","2010","16-34 y.","Urban Area","1431","0.318523291800902","0.305015445912459","0.332031137689344","3"
"Owner","2010","35-65 y.","Urban Area","4569","0.483348804127504","0.472907362236686","0.493790246018323","3"
"Owner","2010","16-34 y.","Rural Area","1037","0.465210399457876","0.445171410938176","0.485249387977575","3"
"Owner","2010","35-65 y.","Rural Area","2975","0.599074745651962","0.584922961445566","0.613226529858359","3"
"Owner","2010","66 and older","Urban Area","1545","0.523956442419834","0.505079848713486","0.542833036126182","3"
"Owner","2010","66 and older","Rural Area","844","0.580719647348294","0.55475123633508","0.606688058361508","3"
"Sub-Tenant","2010","16-34 y.","Urban Area","106","0.0347497612207169","0.029439867089266","0.0400596553521677","2"
"Sub-Tenant","2010","35-65 y.","Urban Area","81","0.0168125846855479","0.0141262084920411","0.0194989608790547","2"
"Sub-Tenant","2010","16-34 y.","Rural Area","75","0.0405506163047418","0.0326261618040064","0.0484750708054772","2"
"Sub-Tenant","2010","66 and older","Urban Area","31","0.0189147766856668","0.0137659690517926","0.0240635843195411","2"
"Sub-Tenant","2010","35-65 y.","Rural Area","58","0.0162658659264029","0.0126131453631749","0.0199185864896309","2"
"Sub-Tenant","2010","66 and older","Rural Area","24","","","","2"
"Tenant","2010","16-34 y.","Urban Area","","","","","5"
"Tenant","2010","16-34 y.","Rural Area","","","","","5"
"Tenant","2010","35-65 y.","Urban Area","","","","","5"
"Tenant","2010","35-65 y.","Rural Area","","","","","5"
"Tenant","2010","66 and older","Urban Area","","","","","5"
"Tenant","2010","66 and older","Rural Area","","","","","5"
"Main Tenant","2011","16-34 y.","Urban Area","3105","0.638928803803798","0.62530830142672","0.652549306180876","1"
"Main Tenant","2011","16-34 y.","Rural Area","1389","0.514398813005414","0.49507971252018","0.533717913490647","1"
"Main Tenant","2011","35-65 y.","Urban Area","4976","0.490199904144268","0.48067026135011","0.499729546938425","1"
"Main Tenant","2011","35-65 y.","Rural Area","2064","0.373207060716323","0.360849045302317","0.385565076130328","1"
"Main Tenant","2011","66 and older","Urban Area","1412","0.44725371831202","0.430563020846959","0.463944415777082","1"
"Main Tenant","2011","66 and older","Rural Area","654","0.384410891904283","0.361956901463274","0.406864882345293","1"
"Nursing Home/Retirement Community","2011","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2011","16-34 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2011","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2011","35-65 y.","Rural Area","6","","","","4"
"Nursing Home/Retirement Community","2011","66 and older","Urban Area","32","0.0127011651276649","0.00894209278413089","0.016460237471199","4"
"Nursing Home/Retirement Community","2011","66 and older","Rural Area","19","","","","4"
"Owner","2011","16-34 y.","Urban Area","1559","0.327036858782473","0.313733403295355","0.34034031426959","3"
"Owner","2011","16-34 y.","Rural Area","1113","0.44083754683195","0.421646204960232","0.460028888703668","3"
"Owner","2011","35-65 y.","Urban Area","5512","0.496033968106907","0.48650279414919","0.505565142064624","3"
"Owner","2011","35-65 y.","Rural Area","3759","0.610723286025522","0.59826485903545","0.623181713015594","3"
"Owner","2011","66 and older","Urban Area","1940","0.529452050532668","0.512696841499852","0.546207259565485","3"
"Owner","2011","66 and older","Rural Area","1104","0.587011683247556","0.56428466382432","0.609738702670792","3"
"Sub-Tenant","2011","16-34 y.","Urban Area","113","0.0340343374137292","0.0288925991576884","0.03917607566977","2"
"Sub-Tenant","2011","16-34 y.","Rural Area","68","0.0421842682037939","0.0344144063822509","0.049954130025337","2"
"Sub-Tenant","2011","35-65 y.","Urban Area","82","0.0134262635361229","0.0112322848040919","0.0156202422681539","2"
"Sub-Tenant","2011","35-65 y.","Rural Area","55","0.0152086945553975","0.0120816805188505","0.0183357085919445","2"
"Sub-Tenant","2011","66 and older","Rural Area","26","","","","2"
"Sub-Tenant","2011","66 and older","Urban Area","25","","","","2"
"Tenant","2011","16-34 y.","Urban Area","","","","","5"
"Tenant","2011","16-34 y.","Rural Area","","","","","5"
"Tenant","2011","35-65 y.","Urban Area","","","","","5"
"Tenant","2011","35-65 y.","Rural Area","","","","","5"
"Tenant","2011","66 and older","Urban Area","","","","","5"
"Tenant","2011","66 and older","Rural Area","","","","","5"
"Main Tenant","2012","16-34 y.","Urban Area","2904","0.639518151722282","0.625513015024417","0.653523288420146","1"
"Main Tenant","2012","16-34 y.","Rural Area","1307","0.552365477983746","0.532379876831068","0.572351079136423","1"
"Main Tenant","2012","35-65 y.","Urban Area","4810","0.490047431432955","0.480344659309728","0.499750203556181","1"
"Main Tenant","2012","35-65 y.","Rural Area","2102","0.371539416930149","0.359234405096315","0.383844428763983","1"
"Main Tenant","2012","66 and older","Urban Area","1421","0.440940464225532","0.424263824745478","0.457617103705587","1"
"Main Tenant","2012","66 and older","Rural Area","698","0.400943157911388","0.378652773466536","0.42323354235624","1"
"Nursing Home/Retirement Community","2012","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2012","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2012","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2012","35-65 y.","Rural Area","7","","","","4"
"Nursing Home/Retirement Community","2012","66 and older","Urban Area","23","","","","4"
"Nursing Home/Retirement Community","2012","66 and older","Rural Area","13","","","","4"
"Owner","2012","16-34 y.","Urban Area","1514","0.324290460598373","0.310636258533935","0.337944662662811","3"
"Owner","2012","16-34 y.","Rural Area","1014","0.414227974320607","0.394429752210401","0.434026196430813","3"
"Owner","2012","35-65 y.","Urban Area","5316","0.498865543723502","0.489160873819203","0.5085702136278","3"
"Owner","2012","35-65 y.","Rural Area","3746","0.608062343234795","0.595630855197371","0.620493831272219","3"
"Owner","2012","66 and older","Rural Area","1109","0.56971170160544","0.547192682111516","0.592230721099364","3"
"Owner","2012","66 and older","Urban Area","1935","0.540427550688288","0.523688328803676","0.5571667725729","3"
"Sub-Tenant","2012","16-34 y.","Urban Area","97","0.0361913876793455","0.0307436368836573","0.0416391384750337","2"
"Sub-Tenant","2012","16-34 y.","Rural Area","57","0.0334065476956473","0.0261841751112876","0.040628920280007","2"
"Sub-Tenant","2012","35-65 y.","Rural Area","69","0.0179955174860977","0.0146103553763988","0.0213806795957966","2"
"Sub-Tenant","2012","35-65 y.","Urban Area","71","0.0110870248435438","0.00905467518303451","0.0131193745040531","2"
"Sub-Tenant","2012","66 and older","Urban Area","26","","","","2"
"Sub-Tenant","2012","66 and older","Rural Area","37","0.0222045848124473","0.0155028464951022","0.0289063231297924","2"
"Tenant","2012","16-34 y.","Urban Area","","","","","5"
"Tenant","2012","16-34 y.","Rural Area","","","","","5"
"Tenant","2012","35-65 y.","Urban Area","","","","","5"
"Tenant","2012","35-65 y.","Rural Area","","","","","5"
"Tenant","2012","66 and older","Urban Area","","","","","5"
"Tenant","2012","66 and older","Rural Area","","","","","5"
"Main Tenant","2013","16-34 y.","Urban Area","4026","0.659464903776732","0.647297375485433","0.67163243206803","1"
"Main Tenant","2013","16-34 y.","Rural Area","1492","0.561736161724179","0.542711699185053","0.580760624263305","1"
"Main Tenant","2013","35-65 y.","Urban Area","6026","0.486068160483493","0.476969650962692","0.495166670004294","1"
"Main Tenant","2013","35-65 y.","Rural Area","2417","0.370483704266468","0.358437427916053","0.382529980616883","1"
"Main Tenant","2013","66 and older","Urban Area","1385","0.421617946742509","0.404863235921659","0.438372657563359","1"
"Main Tenant","2013","66 and older","Rural Area","660","0.372965746526032","0.350455832821282","0.395475660230783","1"
"Nursing Home/Retirement Community","2013","16-34 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2013","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2013","35-65 y.","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2013","35-65 y.","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2013","66 and older","Urban Area","30","0.0107556053968204","0.0072558377106872","0.0142553730829535","4"
"Nursing Home/Retirement Community","2013","66 and older","Rural Area","15","","","","4"
"Owner","2013","16-34 y.","Urban Area","1696","0.314144096335168","0.302226011462322","0.326062181208015","3"
"Owner","2013","16-34 y.","Rural Area","1057","0.412715939766411","0.393839151082561","0.431592728450261","3"
"Owner","2013","35-65 y.","Urban Area","5481","0.501561263214153","0.492459264037365","0.510663262390941","3"
"Owner","2013","35-65 y.","Rural Area","3674","0.61123466630141","0.599075255448124","0.623394077154695","3"
"Owner","2013","66 and older","Urban Area","1896","0.55692034106298","0.540066168573459","0.573774513552502","3"
"Owner","2013","66 and older","Rural Area","1069","0.599489689988185","0.576681467927889","0.622297912048481","3"
"Sub-Tenant","2013","16-34 y.","Urban Area","105","0.0263909998880999","0.0222752801430118","0.030506719633188","2"
"Sub-Tenant","2013","35-65 y.","Urban Area","85","0.0123705763023536","0.0103584238559981","0.0143827287487092","2"
"Sub-Tenant","2013","16-34 y.","Rural Area","64","0.0255478985094097","0.0194981652629269","0.0315976317558925","2"
"Sub-Tenant","2013","35-65 y.","Rural Area","80","0.0171516227094832","0.0139129978265051","0.0203902475924613","2"
"Sub-Tenant","2013","66 and older","Urban Area","26","","","","2"
"Sub-Tenant","2013","66 and older","Rural Area","29","","","","2"
"Tenant","2013","16-34 y.","Urban Area","","","","","5"
"Tenant","2013","16-34 y.","Rural Area","","","","","5"
"Tenant","2013","35-65 y.","Urban Area","","","","","5"
"Tenant","2013","35-65 y.","Rural Area","","","","","5"
"Tenant","2013","66 and older","Urban Area","","","","","5"
"Tenant","2013","66 and older","Rural Area","","","","","5"
"Main Tenant","2014","16-34 y.","Urban Area","3327","0.658432544558662","0.645155554614202","0.671709534503122","1"
"Main Tenant","2014","16-34 y.","Rural Area","1277","0.567256158860808","0.546829425062545","0.587682892659072","1"
"Main Tenant","2014","35-65 y.","Urban Area","5138","0.489510522427691","0.479777851172906","0.499243193682475","1"
"Main Tenant","2014","35-65 y.","Rural Area","2102","0.387297578195089","0.374401270718814","0.400193885671365","1"
"Main Tenant","2014","66 and older","Urban Area","1335","0.416983961833474","0.400014247039095","0.433953676627853","1"
"Main Tenant","2014","66 and older","Rural Area","676","0.381833840271872","0.359181157803081","0.404486522740664","1"
"Nursing Home/Retirement Community","2014","16-34 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2014","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2014","35-65 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2014","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2014","66 and older","Urban Area","26","","","","4"
"Nursing Home/Retirement Community","2014","66 and older","Rural Area","15","","","","4"
"Owner","2014","16-34 y.","Urban Area","1469","0.312315966505656","0.299341267133006","0.325290665878305","3"
"Owner","2014","16-34 y.","Rural Area","924","0.397017856076133","0.376845755857331","0.417189956294935","3"
"Owner","2014","35-65 y.","Urban Area","4914","0.498153816921364","0.48841906956481","0.507888564277918","3"
"Owner","2014","35-65 y.","Rural Area","3325","0.597955023610178","0.584974572990135","0.610935474230221","3"
"Owner","2014","66 and older","Urban Area","1852","0.560620622968047","0.543539005735881","0.577702240200212","3"
"Owner","2014","66 and older","Rural Area","1050","0.590747772603594","0.56782187287661","0.613673672330577","3"
"Sub-Tenant","2014","16-34 y.","Urban Area","103","0.0290300926120168","0.0243297140633909","0.0337304711606426","2"
"Sub-Tenant","2014","16-34 y.","Rural Area","59","0.0357259850630587","0.0280737868765059","0.0433781832496114","2"
"Sub-Tenant","2014","35-65 y.","Urban Area","81","0.0123117316936397","0.0101647558408811","0.0144587075463982","2"
"Sub-Tenant","2014","66 and older","Urban Area","30","0.013354938579389","0.00940422052218613","0.0173056566365919","2"
"Sub-Tenant","2014","35-65 y.","Rural Area","53","0.0136531117862105","0.0105809162598888","0.0167253073125322","2"
"Sub-Tenant","2014","66 and older","Rural Area","26","","","","2"
"Tenant","2014","16-34 y.","Urban Area","","","","","5"
"Tenant","2014","16-34 y.","Rural Area","","","","","5"
"Tenant","2014","35-65 y.","Urban Area","","","","","5"
"Tenant","2014","35-65 y.","Rural Area","","","","","5"
"Tenant","2014","66 and older","Urban Area","","","","","5"
"Tenant","2014","66 and older","Rural Area","","","","","5"
"Main Tenant","2015","16-34 y.","Urban Area","3554","0.655578132516918","0.642445104788734","0.668711160245103","1"
"Main Tenant","2015","16-34 y.","Rural Area","1320","0.578599788714806","0.558205882968839","0.598993694460773","1"
"Main Tenant","2015","35-65 y.","Urban Area","5170","0.489532389549682","0.479689831423429","0.499374947675935","1"
"Main Tenant","2015","35-65 y.","Rural Area","2110","0.400556210862873","0.387429514584115","0.413682907141631","1"
"Main Tenant","2015","66 and older","Urban Area","1296","0.40389457815544","0.386875180745234","0.420913975565645","1"
"Main Tenant","2015","66 and older","Rural Area","680","0.373459783717799","0.350962866651964","0.395956700783635","1"
"Nursing Home/Retirement Community","2015","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","35-65 y.","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2015","66 and older","Urban Area","35","0.011478291405628","0.00778358136818344","0.0151730014430725","4"
"Nursing Home/Retirement Community","2015","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2015","66 and older","Rural Area","9","","","","4"
"Owner","2015","16-34 y.","Urban Area","1347","0.311239166680908","0.298442742832234","0.324035590529582","3"
"Owner","2015","16-34 y.","Rural Area","874","0.384860564612613","0.364764899298523","0.404956229926702","3"
"Owner","2015","35-65 y.","Urban Area","4648","0.497595908685839","0.487751306733817","0.507440510637862","3"
"Owner","2015","35-65 y.","Rural Area","3183","0.587541261231816","0.574353869423","0.600728653040632","3"
"Owner","2015","66 and older","Rural Area","1058","0.601227375900022","0.578454983850893","0.623999767949152","3"
"Owner","2015","66 and older","Urban Area","1831","0.573702917155583","0.556549591165754","0.590856243145411","3"
"Sub-Tenant","2015","16-34 y.","Urban Area","127","0.0331483725800384","0.0282005024114358","0.038096242748641","2"
"Sub-Tenant","2015","16-34 y.","Rural Area","58","0.0365396466725813","0.0287903374016393","0.0442889559435234","2"
"Sub-Tenant","2015","35-65 y.","Urban Area","89","0.0125825686459151","0.0103879037053687","0.0147772335864614","2"
"Sub-Tenant","2015","35-65 y.","Rural Area","59","0.0107757873915639","0.00800998374264428","0.0135415910404836","2"
"Sub-Tenant","2015","66 and older","Urban Area","31","0.0109242132833498","0.00731877137784416","0.0145296551888554","2"
"Sub-Tenant","2015","66 and older","Rural Area","29","","","","2"
"Tenant","2015","16-34 y.","Urban Area","","","","","5"
"Tenant","2015","16-34 y.","Rural Area","","","","","5"
"Tenant","2015","35-65 y.","Urban Area","","","","","5"
"Tenant","2015","35-65 y.","Rural Area","","","","","5"
"Tenant","2015","66 and older","Urban Area","","","","","5"
"Tenant","2015","66 and older","Rural Area","","","","","5"
"Main Tenant","2016","16-34 y.","Urban Area","2934","0.656763601809355","0.642507738258697","0.671019465360013","1"
"Main Tenant","2016","35-65 y.","Urban Area","4659","0.488251319730559","0.477947697320774","0.498554942140344","1"
"Main Tenant","2016","16-34 y.","Rural Area","1088","0.549516715423365","0.527450555388674","0.571582875458055","1"
"Main Tenant","2016","35-65 y.","Rural Area","1890","0.389061541235904","0.375437135650855","0.402685946820953","1"
"Main Tenant","2016","66 and older","Urban Area","1254","0.406011092411144","0.388599859187877","0.42342232563441","1"
"Main Tenant","2016","66 and older","Rural Area","657","0.359869838233077","0.337226807027633","0.382512869438521","1"
"Nursing Home/Retirement Community","2016","16-34 y.","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","16-34 y.","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","35-65 y.","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2016","35-65 y.","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2016","66 and older","Rural Area","11","","","","4"
"Nursing Home/Retirement Community","2016","66 and older","Urban Area","29","","","","4"
"Owner","2016","16-34 y.","Urban Area","1214","0.302754798693343","0.288959515867653","0.316550081519034","3"
"Owner","2016","16-34 y.","Rural Area","810","0.399499191319469","0.37777659558267","0.421221787056268","3"
"Owner","2016","35-65 y.","Urban Area","4305","0.500256054775638","0.48994958809024","0.510562521461035","3"
"Owner","2016","35-65 y.","Rural Area","2963","0.593559914033776","0.579834033055909","0.607285795011643","3"
"Owner","2016","66 and older","Urban Area","1747","0.569220801234049","0.551664251977591","0.586777350490507","3"
"Owner","2016","66 and older","Rural Area","1032","0.611235693141609","0.588238478367112","0.634232907916106","3"
"Sub-Tenant","2016","16-34 y.","Urban Area","112","0.0404373816431396","0.0345228481188224","0.0463519151674567","2"
"Sub-Tenant","2016","16-34 y.","Rural Area","55","0.050984093257166","0.0412285588448002","0.0607396276695318","2"
"Sub-Tenant","2016","35-65 y.","Urban Area","73","0.0107623415107349","0.00863545870026155","0.0128892243212082","2"
"Sub-Tenant","2016","35-65 y.","Rural Area","65","0.0161296795964784","0.0126092839122741","0.0196500752806826","2"
"Sub-Tenant","2016","66 and older","Rural Area","26","","","","2"
"Sub-Tenant","2016","66 and older","Urban Area","26","","","","2"
