"hlf0001_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2006","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2006","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2006","35-65 y.","Employed","3","","","","4"
"Nursing Home/Retirement Community","2006","66 and older","Not Employed","44","0.0140174194148007","0.010462412863294","0.0175724259663073","4"
"Nursing Home/Retirement Community","2006","66 and older","Employed","","","","","4"
"Owner","2006","16-34 y.","Not Employed","896","0.375585146243981","0.353194590688695","0.397975701799268","3"
"Owner","2006","16-34 y.","Employed","1347","0.300702218327069","0.285829782699018","0.31557465395512","3"
"Owner","2006","35-65 y.","Not Employed","1560","0.456690209814029","0.438563923197093","0.474816496430966","3"
"Owner","2006","35-65 y.","Employed","5806","0.515176417737404","0.505146160867211","0.525206674607597","3"
"Owner","2006","66 and older","Not Employed","2344","0.501339833801156","0.48622023750577","0.516459430096542","3"
"Owner","2006","66 and older","Employed","203","0.609177811894764","0.553116502027688","0.66523912176184","3"
"Sub-Tenant","2006","16-34 y.","Not Employed","37","0.0307508385006765","0.0227686817754225","0.0387329952259306","2"
"Sub-Tenant","2006","16-34 y.","Employed","143","0.04760445758732","0.040698638543208","0.054510276631432","2"
"Sub-Tenant","2006","35-65 y.","Not Employed","36","0.0175945296548719","0.0128103393850642","0.0223787199246797","2"
"Sub-Tenant","2006","35-65 y.","Employed","99","0.0143525844567629","0.0119654985484997","0.0167396703650261","2"
"Sub-Tenant","2006","66 and older","Not Employed","47","0.014179650442873","0.0106044252495002","0.0177548756362457","2"
"Sub-Tenant","2006","66 and older","Employed","7","","","","2"
"Tenant","2006","16-34 y.","Not Employed","","","","","5"
"Tenant","2006","35-65 y.","Not Employed","","","","","5"
"Tenant","2006","16-34 y.","Employed","","","","","5"
"Tenant","2006","35-65 y.","Employed","","","","","5"
"Tenant","2006","66 and older","Not Employed","","","","","5"
"Tenant","2006","66 and older","Employed","","","","","5"
"Main Tenant","2007","16-34 y.","Not Employed","792","0.577521219584141","0.553873051300094","0.601169387868188","1"
"Main Tenant","2007","16-34 y.","Employed","2015","0.63379746985349","0.617591906889062","0.650003032817918","1"
"Main Tenant","2007","35-65 y.","Not Employed","1162","0.520555844214326","0.501146678163559","0.539965010265093","1"
"Main Tenant","2007","35-65 y.","Employed","3379","0.464405825199313","0.454069909762045","0.474741740636581","1"
"Main Tenant","2007","66 and older","Not Employed","1708","0.458948721963949","0.443754823122247","0.474142620805651","1"
"Main Tenant","2007","66 and older","Employed","101","0.48492202940128","0.42563779544775","0.54420626335481","1"
"Nursing Home/Retirement Community","2007","16-34 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2007","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2007","35-65 y.","Not Employed","3","","","","4"
"Nursing Home/Retirement Community","2007","35-65 y.","Employed","3","","","","4"
"Nursing Home/Retirement Community","2007","66 and older","Not Employed","44","0.0145487740302661","0.0108978844261124","0.0181996636344198","4"
"Nursing Home/Retirement Community","2007","66 and older","Employed","","","","","4"
"Owner","2007","16-34 y.","Employed","1233","0.30360871258487","0.288141502609751","0.319075922559989","3"
"Owner","2007","16-34 y.","Not Employed","847","0.399154270623741","0.375708583598069","0.422599957649414","3"
"Owner","2007","35-65 y.","Not Employed","1346","0.458602352503821","0.439243459524347","0.477961245483295","3"
"Owner","2007","35-65 y.","Employed","5485","0.522664644672102","0.512313090506298","0.533016198837907","3"
"Owner","2007","66 and older","Not Employed","2325","0.508572152077778","0.493329023812323","0.523815280343234","3"
"Owner","2007","66 and older","Employed","171","0.514404130818479","0.455117539261418","0.57369072237554","3"
"Sub-Tenant","2007","16-34 y.","Not Employed","37","0.0233245097921171","0.0160986007418571","0.0305504188423771","2"
"Sub-Tenant","2007","16-34 y.","Employed","145","0.0605148097327202","0.052494262383973","0.0685353570814673","2"
"Sub-Tenant","2007","35-65 y.","Not Employed","34","0.018433035767289","0.0132071176914777","0.0236589538431003","2"
"Sub-Tenant","2007","35-65 y.","Employed","77","0.0125889404008599","0.010278335031956","0.0148995457697638","2"
"Sub-Tenant","2007","66 and older","Not Employed","55","0.0179303519280063","0.0138842810539788","0.0219764228020339","2"
"Sub-Tenant","2007","66 and older","Employed","1","","","","2"
"Tenant","2007","16-34 y.","Employed","","","","","5"
"Tenant","2007","16-34 y.","Not Employed","","","","","5"
"Tenant","2007","35-65 y.","Not Employed","","","","","5"
"Tenant","2007","35-65 y.","Employed","","","","","5"
"Tenant","2007","66 and older","Not Employed","","","","","5"
"Tenant","2007","66 and older","Employed","","","","","5"
"Main Tenant","2008","16-34 y.","Not Employed","691","0.559651109886475","0.534152028139102","0.585150191633848","1"
"Main Tenant","2008","16-34 y.","Employed","1859","0.629953603686961","0.613162075760336","0.646745131613586","1"
"Main Tenant","2008","35-65 y.","Not Employed","993","0.527271706129561","0.506545677737712","0.54799773452141","1"
"Main Tenant","2008","35-65 y.","Employed","3199","0.460412729694539","0.449794817762353","0.471030641626725","1"
"Main Tenant","2008","66 and older","Not Employed","1637","0.439958905543003","0.424712754756508","0.455205056329497","1"
"Main Tenant","2008","66 and older","Employed","81","0.349707348192385","0.294631822719986","0.404782873664784","1"
"Nursing Home/Retirement Community","2008","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2008","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2008","35-65 y.","Not Employed","3","","","","4"
"Nursing Home/Retirement Community","2008","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2008","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2008","66 and older","Not Employed","43","0.0152389980941254","0.0114763999713394","0.0190015962169114","4"
"Owner","2008","16-34 y.","Not Employed","724","0.384124630660976","0.35914132512577","0.409107936196182","3"
"Owner","2008","16-34 y.","Employed","1212","0.333680202875711","0.31728131399802","0.350079091753403","3"
"Owner","2008","35-65 y.","Not Employed","1204","0.453164504407799","0.432498841172724","0.473830167642874","3"
"Owner","2008","35-65 y.","Employed","5170","0.523358536879545","0.512718817452347","0.533998256306743","3"
"Owner","2008","66 and older","Employed","206","0.649686750720371","0.594589220243257","0.704784281197485","3"
"Owner","2008","66 and older","Not Employed","2327","0.521215213819653","0.505871767465235","0.53655866017407","3"
"Sub-Tenant","2008","16-34 y.","Employed","104","0.0349219084677834","0.028537244315303","0.0413065726202637","2"
"Sub-Tenant","2008","16-34 y.","Not Employed","41","0.0562242594525492","0.04439210908069","0.0680564098244083","2"
"Sub-Tenant","2008","35-65 y.","Not Employed","29","","","","2"
"Sub-Tenant","2008","35-65 y.","Employed","94","0.0161803633564501","0.0134926281000418","0.0188680986128585","2"
"Sub-Tenant","2008","66 and older","Not Employed","65","0.0235868825432195","0.0189256981768175","0.0282480669096215","2"
"Sub-Tenant","2008","66 and older","Employed","1","","","","2"
"Tenant","2008","16-34 y.","Employed","","","","","5"
"Tenant","2008","16-34 y.","Not Employed","","","","","5"
"Tenant","2008","35-65 y.","Not Employed","","","","","5"
"Tenant","2008","35-65 y.","Employed","","","","","5"
"Tenant","2008","66 and older","Not Employed","","","","","5"
"Tenant","2008","66 and older","Employed","","","","","5"
"Main Tenant","2009","16-34 y.","Not Employed","594","0.553679854659423","0.52640418890198","0.580955520416865","1"
"Main Tenant","2009","16-34 y.","Employed","1748","0.630532317661242","0.613165061040365","0.647899574282118","1"
"Main Tenant","2009","35-65 y.","Not Employed","815","0.497032895797445","0.474766719772299","0.519299071822591","1"
"Main Tenant","2009","35-65 y.","Employed","2997","0.456630839039478","0.445690958545738","0.467570719533219","1"
"Main Tenant","2009","66 and older","Not Employed","1595","0.442948433426799","0.427366638957744","0.458530227895853","1"
"Main Tenant","2009","66 and older","Employed","84","0.305644761018359","0.254771198560941","0.356518323475776","1"
"Nursing Home/Retirement Community","2009","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2009","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2009","35-65 y.","Not Employed","4","","","","4"
"Nursing Home/Retirement Community","2009","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2009","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2009","66 and older","Not Employed","35","0.0132171832285417","0.00963478855087666","0.0167995779062067","4"
"Owner","2009","16-34 y.","Not Employed","650","0.41381169467079","0.386788125479709","0.440835263861872","3"
"Owner","2009","16-34 y.","Employed","1091","0.320412793588249","0.3036221694747","0.337203417701799","3"
"Owner","2009","35-65 y.","Not Employed","1083","0.47509708439308","0.452858150912393","0.497336017873767","3"
"Owner","2009","35-65 y.","Employed","4881","0.527614951026152","0.516650444660755","0.538579457391549","3"
"Owner","2009","66 and older","Not Employed","2211","0.524949991216467","0.509285300732599","0.540614681700334","3"
"Owner","2009","66 and older","Employed","225","0.677052359326779","0.625414289543879","0.72869042910968","3"
"Sub-Tenant","2009","16-34 y.","Not Employed","32","0.0325084506697873","0.0227777417850261","0.0422391595545485","2"
"Sub-Tenant","2009","16-34 y.","Employed","127","0.0476100592632343","0.0399479899090173","0.0552721286174513","2"
"Sub-Tenant","2009","35-65 y.","Not Employed","35","0.0241424926327246","0.0173070359067825","0.0309779493586667","2"
"Sub-Tenant","2009","66 and older","Not Employed","63","0.018884392128193","0.0146146191563052","0.0231541651000807","2"
"Sub-Tenant","2009","35-65 y.","Employed","84","0.0157031067100246","0.0129726310249663","0.018433582395083","2"
"Sub-Tenant","2009","66 and older","Employed","6","","","","2"
"Tenant","2009","16-34 y.","Not Employed","","","","","5"
"Tenant","2009","16-34 y.","Employed","","","","","5"
"Tenant","2009","35-65 y.","Not Employed","","","","","5"
"Tenant","2009","35-65 y.","Employed","","","","","5"
"Tenant","2009","66 and older","Not Employed","","","","","5"
"Tenant","2009","66 and older","Employed","","","","","5"
"Main Tenant","2010","16-34 y.","Not Employed","1496","0.578539532812029","0.558898302317999","0.598180763306059","1"
"Main Tenant","2010","16-34 y.","Employed","2802","0.607716378445718","0.593485445556874","0.621947311334563","1"
"Main Tenant","2010","35-65 y.","Not Employed","1280","0.511496998788347","0.492360180037895","0.5306338175388","1"
"Main Tenant","2010","35-65 y.","Employed","4435","0.451031529256735","0.441640457295812","0.460422601217657","1"
"Main Tenant","2010","66 and older","Not Employed","1492","0.428336058267276","0.412538217213685","0.444133899320867","1"
"Main Tenant","2010","66 and older","Employed","103","0.405756907294205","0.350828888424908","0.460684926163502","1"
"Nursing Home/Retirement Community","2010","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2010","35-65 y.","Not Employed","3","","","","4"
"Nursing Home/Retirement Community","2010","16-34 y.","Employed","3","","","","4"
"Nursing Home/Retirement Community","2010","66 and older","Not Employed","37","0.0143204521550241","0.0105274659753727","0.0181134383346755","4"
"Nursing Home/Retirement Community","2010","35-65 y.","Employed","5","","","","4"
"Nursing Home/Retirement Community","2010","66 and older","Employed","","","","","4"
"Owner","2010","16-34 y.","Not Employed","886","0.394128785186964","0.374691617253022","0.413565953120906","3"
"Owner","2010","16-34 y.","Employed","1582","0.350715114478228","0.336806697580202","0.364623531376255","3"
"Owner","2010","35-65 y.","Not Employed","1302","0.462200406153699","0.443113304921134","0.481287507386264","3"
"Owner","2010","35-65 y.","Employed","6242","0.533570351221301","0.524155207902941","0.54298549453966","3"
"Owner","2010","66 and older","Not Employed","2189","0.539538107949254","0.52362544252698","0.555450773371528","3"
"Owner","2010","66 and older","Employed","200","0.567397124514157","0.511977041820898","0.622817207207417","3"
"Sub-Tenant","2010","16-34 y.","Not Employed","46","0.0273316820010066","0.0208462439624467","0.0338171200395666","2"
"Sub-Tenant","2010","16-34 y.","Employed","135","0.0400160916799027","0.0343035139386241","0.0457286694211812","2"
"Sub-Tenant","2010","35-65 y.","Not Employed","36","0.0238079503859775","0.0179715749879079","0.0296443257840471","2"
"Sub-Tenant","2010","35-65 y.","Employed","103","0.0149514512978126","0.0126610662000995","0.0172418363955256","2"
"Sub-Tenant","2010","66 and older","Not Employed","51","0.0178053816284465","0.0135834670634023","0.0220272961934906","2"
"Sub-Tenant","2010","66 and older","Employed","4","","","","2"
"Tenant","2010","16-34 y.","Not Employed","","","","","5"
"Tenant","2010","16-34 y.","Employed","","","","","5"
"Tenant","2010","35-65 y.","Not Employed","","","","","5"
"Tenant","2010","35-65 y.","Employed","","","","","5"
"Tenant","2010","66 and older","Not Employed","","","","","5"
"Tenant","2010","66 and older","Employed","","","","","5"
"Main Tenant","2011","16-34 y.","Not Employed","1582","0.557199417689903","0.538305359571441","0.576093475808365","1"
"Main Tenant","2011","16-34 y.","Employed","2912","0.618197182165303","0.604297467370716","0.63209689695989","1"
"Main Tenant","2011","35-65 y.","Not Employed","1598","0.515240948358503","0.49796295495524","0.532518941761766","1"
"Main Tenant","2011","35-65 y.","Employed","5442","0.437308827458856","0.428859602538741","0.445758052378972","1"
"Main Tenant","2011","66 and older","Not Employed","1936","0.430075835674277","0.416106347683048","0.444045323665506","1"
"Main Tenant","2011","66 and older","Employed","130","0.399272134464319","0.350478182073173","0.448066086855465","1"
"Nursing Home/Retirement Community","2011","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2011","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2011","35-65 y.","Not Employed","2","","","","4"
"Nursing Home/Retirement Community","2011","35-65 y.","Employed","5","","","","4"
"Nursing Home/Retirement Community","2011","66 and older","Not Employed","51","0.0135964222099874","0.0103287455753186","0.0168640988446561","4"
"Nursing Home/Retirement Community","2011","66 and older","Employed","","","","","4"
"Owner","2011","16-34 y.","Not Employed","1028","0.401786391832442","0.383137991485503","0.420434792179382","3"
"Owner","2011","16-34 y.","Employed","1644","0.345958683108661","0.332349328706564","0.359568037510759","3"
"Owner","2011","35-65 y.","Not Employed","1586","0.466735775288378","0.449488046094513","0.483983504482242","3"
"Owner","2011","35-65 y.","Employed","7685","0.548957293290625","0.540481783882566","0.557432802698683","3"
"Owner","2011","66 and older","Employed","255","0.58743507647865","0.538387370832897","0.636482782124403","3"
"Owner","2011","66 and older","Not Employed","2789","0.544041608221074","0.52998831536368","0.558094901078467","3"
"Sub-Tenant","2011","16-34 y.","Not Employed","45","0.0410141904776545","0.0334704108913087","0.0485579700640003","2"
"Sub-Tenant","2011","16-34 y.","Employed","136","0.0347686157314808","0.0295273976427488","0.0400098338202128","2"
"Sub-Tenant","2011","35-65 y.","Not Employed","28","","","","2"
"Sub-Tenant","2011","35-65 y.","Employed","109","0.0133991806064869","0.0114407979487219","0.0153575632642519","2"
"Sub-Tenant","2011","66 and older","Not Employed","49","0.0122861338946623","0.00917783603403148","0.0153944317552932","2"
"Sub-Tenant","2011","66 and older","Employed","2","","","","2"
"Tenant","2011","16-34 y.","Employed","","","","","5"
"Tenant","2011","16-34 y.","Not Employed","","","","","5"
"Tenant","2011","35-65 y.","Not Employed","","","","","5"
"Tenant","2011","35-65 y.","Employed","","","","","5"
"Tenant","2011","66 and older","Not Employed","","","","","5"
"Tenant","2011","66 and older","Employed","","","","","5"
"Main Tenant","2012","16-34 y.","Not Employed","1409","0.554001508286981","0.534201158389902","0.57380185818406","1"
"Main Tenant","2012","16-34 y.","Employed","2802","0.63474073672894","0.620628495263628","0.648852978194252","1"
"Main Tenant","2012","35-65 y.","Not Employed","1543","0.507230017023396","0.48961380486399","0.524846229182803","1"
"Main Tenant","2012","35-65 y.","Employed","5369","0.437113243165047","0.428595326591209","0.445631159738884","1"
"Main Tenant","2012","66 and older","Not Employed","1975","0.430990361061756","0.417044683676034","0.444936038447477","1"
"Main Tenant","2012","66 and older","Employed","144","0.398262416205793","0.351332672637344","0.445192159774242","1"
"Nursing Home/Retirement Community","2012","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2012","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2012","35-65 y.","Not Employed","2","","","","4"
"Nursing Home/Retirement Community","2012","35-65 y.","Employed","5","","","","4"
"Nursing Home/Retirement Community","2012","66 and older","Not Employed","36","0.00904631837000218","0.00638002068554459","0.0117126160544598","4"
"Nursing Home/Retirement Community","2012","66 and older","Employed","","","","","4"
"Owner","2012","16-34 y.","Not Employed","975","0.413071885156812","0.393458345795247","0.432685424518376","3"
"Owner","2012","16-34 y.","Employed","1553","0.329031226453155","0.315260181177155","0.342802271729156","3"
"Owner","2012","35-65 y.","Employed","7540","0.549872498359119","0.541329218009825","0.558415778708414","3"
"Owner","2012","35-65 y.","Not Employed","1522","0.473519578415794","0.455926249615376","0.491112907216212","3"
"Owner","2012","66 and older","Employed","270","0.595551398950906","0.548502307266335","0.642600490635477","3"
"Owner","2012","66 and older","Not Employed","2774","0.54570330215397","0.53168181415157","0.559724790156369","3"
"Sub-Tenant","2012","16-34 y.","Not Employed","37","0.0329266065562071","0.0258185004697046","0.0400347126427096","2"
"Sub-Tenant","2012","16-34 y.","Employed","117","0.0362280368179045","0.0307514908425303","0.0417045827932788","2"
"Sub-Tenant","2012","35-65 y.","Employed","113","0.0124947948525548","0.0105873141799972","0.0144022755251124","2"
"Sub-Tenant","2012","35-65 y.","Not Employed","27","","","","2"
"Sub-Tenant","2012","66 and older","Not Employed","59","0.0142600184142724","0.0109212426458754","0.0175987941826694","2"
"Sub-Tenant","2012","66 and older","Employed","4","","","","2"
"Tenant","2012","16-34 y.","Not Employed","","","","","5"
"Tenant","2012","16-34 y.","Employed","","","","","5"
"Tenant","2012","35-65 y.","Not Employed","","","","","5"
"Tenant","2012","35-65 y.","Employed","","","","","5"
"Tenant","2012","66 and older","Not Employed","","","","","5"
"Tenant","2012","66 and older","Employed","","","","","5"
"Main Tenant","2013","16-34 y.","Not Employed","2926","0.643737441404967","0.629493090707265","0.657981792102669","1"
"Main Tenant","2013","16-34 y.","Employed","2592","0.623749496596891","0.60891729010992","0.638581703083863","1"
"Main Tenant","2013","35-65 y.","Not Employed","3371","0.578898213857364","0.565714767875266","0.592081659839461","1"
"Main Tenant","2013","35-65 y.","Employed","5072","0.404055991186954","0.395411362251693","0.412700620122215","1"
"Main Tenant","2013","66 and older","Not Employed","1894","0.409390192257921","0.395293319446562","0.423487065069279","1"
"Main Tenant","2013","66 and older","Employed","151","0.375449032369074","0.329995851209894","0.420902213528255","1"
"Nursing Home/Retirement Community","2013","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2013","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2013","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2013","35-65 y.","Employed","2","","","","4"
"Nursing Home/Retirement Community","2013","66 and older","Not Employed","45","0.0111870836832267","0.00817186201274089","0.0142023053537124","4"
"Nursing Home/Retirement Community","2013","66 and older","Employed","","","","","4"
"Owner","2013","16-34 y.","Not Employed","1348","0.33236566909937","0.318354299449007","0.346377038749734","3"
"Owner","2013","16-34 y.","Employed","1405","0.34870404440936","0.334113221147252","0.363294867671467","3"
"Owner","2013","35-65 y.","Not Employed","1953","0.401582223139574","0.388492701346825","0.414671744932323","3"
"Owner","2013","35-65 y.","Employed","7202","0.583204240096808","0.574518739902528","0.591889740291087","3"
"Owner","2013","66 and older","Not Employed","2683","0.565873998784906","0.551664737329482","0.580083260240331","3"
"Owner","2013","66 and older","Employed","282","0.61682424202534","0.571190658358882","0.662457825691798","3"
"Sub-Tenant","2013","16-34 y.","Not Employed","68","0.0238968894956629","0.0193541093661604","0.0284396696251655","2"
"Sub-Tenant","2013","16-34 y.","Employed","101","0.027546458993749","0.0225354009317152","0.0325575170557829","2"
"Sub-Tenant","2013","35-65 y.","Not Employed","63","0.0180356827664532","0.0144822472015931","0.0215891183313134","2"
"Sub-Tenant","2013","35-65 y.","Employed","102","0.0127068796111571","0.0107337056990823","0.0146800535232318","2"
"Sub-Tenant","2013","66 and older","Not Employed","52","0.0135487252739465","0.0102344332282124","0.0168630173196806","2"
"Sub-Tenant","2013","66 and older","Employed","3","","","","2"
"Tenant","2013","16-34 y.","Not Employed","","","","","5"
"Tenant","2013","16-34 y.","Employed","","","","","5"
"Tenant","2013","35-65 y.","Not Employed","","","","","5"
"Tenant","2013","35-65 y.","Employed","","","","","5"
"Tenant","2013","66 and older","Not Employed","","","","","5"
"Tenant","2013","66 and older","Employed","","","","","5"
"Main Tenant","2014","16-34 y.","Not Employed","1568","0.570879624566726","0.551619916636301","0.59013933249715","1"
"Main Tenant","2014","16-34 y.","Employed","3036","0.655115058309316","0.641414600307453","0.668815516311179","1"
"Main Tenant","2014","35-65 y.","Not Employed","1678","0.551876509292942","0.533780032254927","0.569972986330958","1"
"Main Tenant","2014","35-65 y.","Employed","5562","0.432484401697475","0.423872855949406","0.441095947445543","1"
"Main Tenant","2014","66 and older","Not Employed","1834","0.40904437658301","0.394728639688134","0.423360113477885","1"
"Main Tenant","2014","66 and older","Employed","177","0.375864309662779","0.332489719150611","0.419238900174948","1"
"Nursing Home/Retirement Community","2014","16-34 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2014","35-65 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2014","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2014","35-65 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2014","66 and older","Not Employed","41","0.0105468281054707","0.00757235794575702","0.0135212982651843","4"
"Nursing Home/Retirement Community","2014","66 and older","Employed","","","","","4"
"Owner","2014","16-34 y.","Not Employed","927","0.404469658810269","0.38537188355551","0.423567434065027","3"
"Owner","2014","16-34 y.","Employed","1466","0.311462340421795","0.298114660024988","0.324810020818601","3"
"Owner","2014","35-65 y.","Not Employed","1195","0.432799216810092","0.414769625986514","0.450828807633669","3"
"Owner","2014","35-65 y.","Employed","7044","0.554873559090173","0.546234912666654","0.563512205513691","3"
"Owner","2014","66 and older","Employed","295","0.605898259427689","0.562137549064811","0.649658969790568","3"
"Owner","2014","66 and older","Not Employed","2607","0.566439101377519","0.552009553404913","0.580868649350125","3"
"Sub-Tenant","2014","16-34 y.","Not Employed","41","0.0241797709134376","0.0182025562000293","0.0301569856268458","2"
"Sub-Tenant","2014","16-34 y.","Employed","121","0.0333773879607791","0.0282002012604289","0.0385545746611293","2"
"Sub-Tenant","2014","35-65 y.","Not Employed","27","","","","2"
"Sub-Tenant","2014","35-65 y.","Employed","107","0.012622483659977","0.0106819507480818","0.0145630165718723","2"
"Sub-Tenant","2014","66 and older","Not Employed","49","0.0139696939340008","0.0105523425467227","0.0173870453212788","2"
"Sub-Tenant","2014","66 and older","Employed","7","","","","2"
"Tenant","2014","16-34 y.","Not Employed","","","","","5"
"Tenant","2014","16-34 y.","Employed","","","","","5"
"Tenant","2014","35-65 y.","Not Employed","","","","","5"
"Tenant","2014","35-65 y.","Employed","","","","","5"
"Tenant","2014","66 and older","Not Employed","","","","","5"
"Tenant","2014","66 and older","Employed","","","","","5"
"Main Tenant","2015","16-34 y.","Not Employed","2200","0.632274909248658","0.615387935813395","0.64916188268392","1"
"Main Tenant","2015","35-65 y.","Not Employed","2136","0.600482776801271","0.583679613545515","0.617285940057027","1"
"Main Tenant","2015","35-65 y.","Employed","5144","0.427769657801671","0.418916787706628","0.436622527896715","1"
"Main Tenant","2015","16-34 y.","Employed","2674","0.634669011224656","0.620017133805865","0.649320888643447","1"
"Main Tenant","2015","66 and older","Not Employed","1784","0.399221786768313","0.384837578984315","0.413605994552312","1"
"Main Tenant","2015","66 and older","Employed","192","0.348353842684116","0.30724460132106","0.389463084047172","1"
"Nursing Home/Retirement Community","2015","16-34 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2015","16-34 y.","Not Employed","1","","","","4"
"Nursing Home/Retirement Community","2015","35-65 y.","Not Employed","3","","","","4"
"Nursing Home/Retirement Community","2015","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2015","66 and older","Not Employed","44","0.0112818675152178","0.00817981967963253","0.014383915350803","4"
"Nursing Home/Retirement Community","2015","66 and older","Employed","","","","","4"
"Owner","2015","16-34 y.","Employed","1366","0.327065309808471","0.312790179751705","0.341340439865238","3"
"Owner","2015","16-34 y.","Not Employed","855","0.343224306380462","0.326596507296584","0.35985210546434","3"
"Owner","2015","35-65 y.","Not Employed","1076","0.379469862036483","0.362822589088014","0.396117134984953","3"
"Owner","2015","35-65 y.","Employed","6755","0.561407212761377","0.552528226195714","0.57028619932704","3"
"Owner","2015","66 and older","Employed","321","0.648476425625119","0.607281135641723","0.689671715608516","3"
"Owner","2015","66 and older","Not Employed","2568","0.575363022509093","0.560845195337508","0.589880849680678","3"
"Sub-Tenant","2015","16-34 y.","Not Employed","76","0.0244187128456206","0.0190132818338636","0.0298241438573775","2"
"Sub-Tenant","2015","16-34 y.","Employed","109","0.038265678966873","0.0324284242761486","0.0441029336575974","2"
"Sub-Tenant","2015","35-65 y.","Not Employed","49","0.0170269659299528","0.0125887088811839","0.0214652229787218","2"
"Sub-Tenant","2015","35-65 y.","Employed","99","0.0108231294369518","0.00897170042505513","0.0126745584488484","2"
"Sub-Tenant","2015","66 and older","Employed","3","","","","2"
"Sub-Tenant","2015","66 and older","Not Employed","57","0.0141333232073759","0.0106663300663326","0.0176003163484192","2"
"Tenant","2015","16-34 y.","Not Employed","","","","","5"
"Tenant","2015","16-34 y.","Employed","","","","","5"
"Tenant","2015","35-65 y.","Not Employed","","","","","5"
"Tenant","2015","35-65 y.","Employed","","","","","5"
"Tenant","2015","66 and older","Not Employed","","","","","5"
"Tenant","2015","66 and older","Employed","","","","","5"
"Main Tenant","2016","16-34 y.","Not Employed","1307","0.581508156339978","0.560597597243753","0.602418715436204","1"
"Main Tenant","2016","35-65 y.","Not Employed","1453","0.580907708441197","0.561055554781714","0.60075986210068","1"
"Main Tenant","2016","16-34 y.","Employed","2715","0.6452207353934","0.630532680875199","0.6599087899116","1"
"Main Tenant","2016","35-65 y.","Employed","5096","0.43000037060674","0.420986023248494","0.439014717964986","1"
"Main Tenant","2016","66 and older","Not Employed","1723","0.394811491304245","0.380165553799431","0.409457428809058","1"
"Main Tenant","2016","66 and older","Employed","188","0.363870924502482","0.321826307690715","0.405915541314249","1"
"Nursing Home/Retirement Community","2016","16-34 y.","Not Employed","","","","","4"
"Nursing Home/Retirement Community","2016","16-34 y.","Employed","1","","","","4"
"Nursing Home/Retirement Community","2016","35-65 y.","Not Employed","5","","","","4"
"Nursing Home/Retirement Community","2016","35-65 y.","Employed","","","","","4"
"Nursing Home/Retirement Community","2016","66 and older","Employed","","","","","4"
"Nursing Home/Retirement Community","2016","66 and older","Not Employed","40","0.0131402463868773","0.00972826682551455","0.0165522259482401","4"
"Owner","2016","16-34 y.","Not Employed","789","0.378603402086526","0.358043505197859","0.399163298975193","3"
"Owner","2016","16-34 y.","Employed","1235","0.310134766789275","0.295934766284908","0.324334767293641","3"
"Owner","2016","35-65 y.","Not Employed","887","0.401006788665338","0.381287736562087","0.420725840768589","3"
"Owner","2016","35-65 y.","Employed","6381","0.557481136333208","0.548437490002167","0.566524782664249","3"
"Owner","2016","66 and older","Not Employed","2468","0.577488929717551","0.562688721488088","0.592289137947015","3"
"Owner","2016","66 and older","Employed","311","0.625179259251605","0.582875575524764","0.667482942978446","3"
"Sub-Tenant","2016","16-34 y.","Not Employed","42","0.0398884415734957","0.0315932079072423","0.0481836752397491","2"
"Sub-Tenant","2016","16-34 y.","Employed","125","0.0446000158166315","0.0382629075838273","0.0509371240494357","2"
"Sub-Tenant","2016","35-65 y.","Not Employed","28","","","","2"
"Sub-Tenant","2016","35-65 y.","Employed","110","0.0125184930600519","0.0104940614981671","0.0145429246219368","2"
"Sub-Tenant","2016","66 and older","Employed","4","","","","2"
