"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Often","2011","college entrance qualification","in school","","","",""
"Often","2011","college entrance qualification","inadequately","","","",""
"Often","2011","college entrance qualification","general elemantary","","","",""
"Often","2011","college entrance qualification","middle vocational","","","",""
"Often","2011","college entrance qualification","vocational + Abi","","","",""
"Often","2011","college entrance qualification","higher vocational","","","",""
"Often","2011","college entrance qualification","higher education","","","",""
"Often","2011","Other degree","in school","","","",""
"Often","2011","Other degree","inadequately","","","",""
"Often","2011","Other degree","general elemantary","","","",""
"Often","2011","Other degree","middle vocational","","","",""
"Often","2011","Other degree","vocational + Abi","","","",""
"Often","2011","Other degree","higher vocational","","","",""
"Often","2011","Other degree","higher education","","","",""
"Often","2011","no degree/no degree yet","in school","","","",""
"Often","2011","no degree/no degree yet","inadequately","","","",""
"Often","2011","no degree/no degree yet","general elemantary","","","",""
"Often","2011","no degree/no degree yet","middle vocational","","","",""
"Often","2011","no degree/no degree yet","vocational + Abi","","","",""
"Often","2011","no degree/no degree yet","higher vocational","","","",""
"Often","2011","no degree/no degree yet","higher education","","","",""
"Sometimes","2011","lower secondary degree","in school","","","",""
"Sometimes","2011","lower secondary degree","inadequately","","","",""
"Sometimes","2011","lower secondary degree","general elemantary","","","",""
"Sometimes","2011","lower secondary degree","middle vocational","","","",""
"Sometimes","2011","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2011","lower secondary degree","higher vocational","","","",""
"Sometimes","2011","lower secondary degree","higher education","","","",""
"Sometimes","2011","secondary school degree","in school","","","",""
"Sometimes","2011","secondary school degree","inadequately","","","",""
"Sometimes","2011","secondary school degree","general elemantary","","","",""
"Sometimes","2011","secondary school degree","middle vocational","","","",""
"Sometimes","2011","secondary school degree","vocational + Abi","","","",""
"Sometimes","2011","secondary school degree","higher vocational","","","",""
"Sometimes","2011","secondary school degree","higher education","","","",""
"Sometimes","2011","college entrance qualification","in school","","","",""
"Sometimes","2011","college entrance qualification","inadequately","","","",""
"Sometimes","2011","college entrance qualification","general elemantary","","","",""
"Sometimes","2011","college entrance qualification","middle vocational","","","",""
"Sometimes","2011","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2011","college entrance qualification","higher vocational","","","",""
"Sometimes","2011","college entrance qualification","higher education","","","",""
"Sometimes","2011","Other degree","in school","","","",""
"Sometimes","2011","Other degree","inadequately","","","",""
"Sometimes","2011","Other degree","general elemantary","","","",""
"Sometimes","2011","Other degree","middle vocational","","","",""
"Sometimes","2011","Other degree","vocational + Abi","","","",""
"Sometimes","2011","Other degree","higher vocational","","","",""
"Sometimes","2011","Other degree","higher education","","","",""
"Sometimes","2011","no degree/no degree yet","in school","","","",""
"Sometimes","2011","no degree/no degree yet","inadequately","","","",""
"Sometimes","2011","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2011","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2011","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2011","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2011","no degree/no degree yet","higher education","","","",""
"Rarely","2011","lower secondary degree","in school","","","",""
"Rarely","2011","lower secondary degree","inadequately","","","",""
"Rarely","2011","lower secondary degree","general elemantary","","","",""
"Rarely","2011","lower secondary degree","middle vocational","","","",""
"Rarely","2011","lower secondary degree","vocational + Abi","","","",""
"Rarely","2011","lower secondary degree","higher vocational","","","",""
"Rarely","2011","lower secondary degree","higher education","","","",""
"Rarely","2011","secondary school degree","in school","","","",""
"Rarely","2011","secondary school degree","inadequately","","","",""
"Rarely","2011","secondary school degree","general elemantary","","","",""
"Rarely","2011","secondary school degree","middle vocational","","","",""
"Rarely","2011","secondary school degree","vocational + Abi","","","",""
"Rarely","2011","secondary school degree","higher vocational","","","",""
"Rarely","2011","secondary school degree","higher education","","","",""
"Rarely","2011","college entrance qualification","in school","","","",""
"Rarely","2011","college entrance qualification","inadequately","","","",""
"Rarely","2011","college entrance qualification","general elemantary","","","",""
"Rarely","2011","college entrance qualification","middle vocational","","","",""
"Rarely","2011","college entrance qualification","vocational + Abi","","","",""
"Rarely","2011","college entrance qualification","higher vocational","","","",""
"Rarely","2011","college entrance qualification","higher education","","","",""
"Rarely","2011","Other degree","in school","","","",""
"Rarely","2011","Other degree","inadequately","","","",""
"Rarely","2011","Other degree","general elemantary","","","",""
"Rarely","2011","Other degree","middle vocational","","","",""
"Rarely","2011","Other degree","vocational + Abi","","","",""
"Rarely","2011","Other degree","higher vocational","","","",""
"Rarely","2011","Other degree","higher education","","","",""
"Rarely","2011","no degree/no degree yet","in school","","","",""
"Rarely","2011","no degree/no degree yet","inadequately","","","",""
"Rarely","2011","no degree/no degree yet","general elemantary","","","",""
"Rarely","2011","no degree/no degree yet","middle vocational","","","",""
"Rarely","2011","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2011","no degree/no degree yet","higher vocational","","","",""
"Rarely","2011","no degree/no degree yet","higher education","","","",""
"Never","2011","lower secondary degree","in school","","","",""
"Never","2011","lower secondary degree","inadequately","","","",""
"Never","2011","lower secondary degree","general elemantary","","","",""
"Never","2011","lower secondary degree","middle vocational","","","",""
"Never","2011","lower secondary degree","vocational + Abi","","","",""
"Never","2011","lower secondary degree","higher vocational","","","",""
"Never","2011","lower secondary degree","higher education","","","",""
"Never","2011","secondary school degree","in school","","","",""
"Never","2011","secondary school degree","inadequately","","","",""
"Never","2011","secondary school degree","general elemantary","","","",""
"Never","2011","secondary school degree","middle vocational","","","",""
"Never","2011","secondary school degree","vocational + Abi","","","",""
"Never","2011","secondary school degree","higher vocational","","","",""
"Never","2011","secondary school degree","higher education","","","",""
"Never","2011","college entrance qualification","in school","","","",""
"Never","2011","college entrance qualification","inadequately","","","",""
"Never","2011","college entrance qualification","general elemantary","","","",""
"Never","2011","college entrance qualification","middle vocational","","","",""
"Never","2011","college entrance qualification","vocational + Abi","","","",""
"Never","2011","college entrance qualification","higher vocational","","","",""
"Never","2011","college entrance qualification","higher education","","","",""
"Never","2011","Other degree","in school","","","",""
"Never","2011","Other degree","inadequately","","","",""
"Never","2011","Other degree","general elemantary","","","",""
"Never","2011","Other degree","middle vocational","","","",""
"Never","2011","Other degree","vocational + Abi","","","",""
"Never","2011","Other degree","higher vocational","","","",""
"Never","2011","Other degree","higher education","","","",""
"Never","2011","no degree/no degree yet","in school","","","",""
"Never","2011","no degree/no degree yet","inadequately","","","",""
"Never","2011","no degree/no degree yet","general elemantary","","","",""
"Never","2011","no degree/no degree yet","middle vocational","","","",""
"Never","2011","no degree/no degree yet","vocational + Abi","","","",""
"Never","2011","no degree/no degree yet","higher vocational","","","",""
"Never","2011","no degree/no degree yet","higher education","","","",""
"Very often","2012","lower secondary degree","in school","","","",""
"Very often","2012","lower secondary degree","inadequately","","","",""
"Very often","2012","lower secondary degree","general elemantary","","","",""
"Very often","2012","lower secondary degree","middle vocational","","","",""
"Very often","2012","lower secondary degree","vocational + Abi","","","",""
"Very often","2012","lower secondary degree","higher vocational","","","",""
"Very often","2012","lower secondary degree","higher education","","","",""
"Very often","2012","secondary school degree","in school","","","",""
"Very often","2012","secondary school degree","inadequately","","","",""
"Very often","2012","secondary school degree","general elemantary","","","",""
"Very often","2012","secondary school degree","middle vocational","","","",""
"Very often","2012","secondary school degree","vocational + Abi","","","",""
"Very often","2012","secondary school degree","higher vocational","","","",""
"Very often","2012","secondary school degree","higher education","","","",""
"Very often","2012","college entrance qualification","in school","","","",""
"Very often","2012","college entrance qualification","inadequately","","","",""
"Very often","2012","college entrance qualification","general elemantary","","","",""
"Very often","2012","college entrance qualification","middle vocational","","","",""
"Very often","2012","college entrance qualification","vocational + Abi","","","",""
"Very often","2012","college entrance qualification","higher vocational","","","",""
"Very often","2012","college entrance qualification","higher education","","","",""
"Very often","2012","Other degree","in school","","","",""
"Very often","2012","Other degree","inadequately","","","",""
"Very often","2012","Other degree","general elemantary","","","",""
"Very often","2012","Other degree","middle vocational","","","",""
"Very often","2012","Other degree","vocational + Abi","","","",""
"Very often","2012","Other degree","higher vocational","","","",""
"Very often","2012","Other degree","higher education","","","",""
"Very often","2012","no degree/no degree yet","in school","","","",""
"Very often","2012","no degree/no degree yet","inadequately","","","",""
"Very often","2012","no degree/no degree yet","general elemantary","","","",""
"Very often","2012","no degree/no degree yet","middle vocational","","","",""
"Very often","2012","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2012","no degree/no degree yet","higher vocational","","","",""
"Very often","2012","no degree/no degree yet","higher education","","","",""
"Often","2012","lower secondary degree","in school","","","",""
"Often","2012","lower secondary degree","inadequately","","","",""
"Often","2012","lower secondary degree","general elemantary","","","",""
"Often","2012","lower secondary degree","middle vocational","","","",""
"Often","2012","lower secondary degree","vocational + Abi","","","",""
"Often","2012","lower secondary degree","higher vocational","","","",""
"Often","2012","lower secondary degree","higher education","","","",""
"Often","2012","secondary school degree","in school","","","",""
"Often","2012","secondary school degree","inadequately","","","",""
"Often","2012","secondary school degree","general elemantary","","","",""
"Often","2012","secondary school degree","middle vocational","","","",""
"Often","2012","secondary school degree","vocational + Abi","","","",""
"Often","2012","secondary school degree","higher vocational","","","",""
"Often","2012","secondary school degree","higher education","","","",""
"Often","2012","college entrance qualification","in school","","","",""
"Often","2012","college entrance qualification","inadequately","","","",""
"Often","2012","college entrance qualification","general elemantary","","","",""
"Often","2012","college entrance qualification","middle vocational","","","",""
"Often","2012","college entrance qualification","vocational + Abi","","","",""
"Often","2012","college entrance qualification","higher vocational","","","",""
"Often","2012","college entrance qualification","higher education","","","",""
"Often","2012","Other degree","in school","","","",""
"Often","2012","Other degree","inadequately","","","",""
"Often","2012","Other degree","general elemantary","","","",""
"Often","2012","Other degree","middle vocational","","","",""
"Often","2012","Other degree","vocational + Abi","","","",""
"Often","2012","Other degree","higher vocational","","","",""
"Often","2012","Other degree","higher education","","","",""
"Often","2012","no degree/no degree yet","in school","","","",""
"Often","2012","no degree/no degree yet","inadequately","","","",""
"Often","2012","no degree/no degree yet","general elemantary","","","",""
"Often","2012","no degree/no degree yet","middle vocational","","","",""
"Often","2012","no degree/no degree yet","vocational + Abi","","","",""
"Often","2012","no degree/no degree yet","higher vocational","","","",""
"Often","2012","no degree/no degree yet","higher education","","","",""
"Sometimes","2012","lower secondary degree","in school","","","",""
"Sometimes","2012","lower secondary degree","inadequately","","","",""
"Sometimes","2012","lower secondary degree","general elemantary","","","",""
"Sometimes","2012","lower secondary degree","middle vocational","","","",""
"Sometimes","2012","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2012","lower secondary degree","higher vocational","","","",""
"Sometimes","2012","lower secondary degree","higher education","","","",""
"Sometimes","2012","secondary school degree","in school","","","",""
"Sometimes","2012","secondary school degree","inadequately","","","",""
"Sometimes","2012","secondary school degree","general elemantary","","","",""
"Sometimes","2012","secondary school degree","middle vocational","","","",""
"Sometimes","2012","secondary school degree","vocational + Abi","","","",""
"Sometimes","2012","secondary school degree","higher vocational","","","",""
"Sometimes","2012","secondary school degree","higher education","","","",""
"Sometimes","2012","college entrance qualification","in school","","","",""
"Sometimes","2012","college entrance qualification","inadequately","","","",""
"Sometimes","2012","college entrance qualification","general elemantary","","","",""
"Sometimes","2012","college entrance qualification","middle vocational","","","",""
"Sometimes","2012","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2012","college entrance qualification","higher vocational","","","",""
"Sometimes","2012","college entrance qualification","higher education","","","",""
"Sometimes","2012","Other degree","in school","","","",""
"Sometimes","2012","Other degree","inadequately","","","",""
"Sometimes","2012","Other degree","general elemantary","","","",""
"Sometimes","2012","Other degree","middle vocational","","","",""
"Sometimes","2012","Other degree","vocational + Abi","","","",""
"Sometimes","2012","Other degree","higher vocational","","","",""
"Sometimes","2012","Other degree","higher education","","","",""
"Sometimes","2012","no degree/no degree yet","in school","","","",""
"Sometimes","2012","no degree/no degree yet","inadequately","","","",""
"Sometimes","2012","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2012","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2012","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2012","no degree/no degree yet","higher education","","","",""
"Rarely","2012","lower secondary degree","in school","","","",""
"Rarely","2012","lower secondary degree","inadequately","","","",""
"Rarely","2012","lower secondary degree","general elemantary","","","",""
"Rarely","2012","lower secondary degree","middle vocational","","","",""
"Rarely","2012","lower secondary degree","vocational + Abi","","","",""
"Rarely","2012","lower secondary degree","higher vocational","","","",""
"Rarely","2012","lower secondary degree","higher education","","","",""
"Rarely","2012","secondary school degree","in school","","","",""
"Rarely","2012","secondary school degree","inadequately","","","",""
"Rarely","2012","secondary school degree","general elemantary","","","",""
"Rarely","2012","secondary school degree","middle vocational","","","",""
"Rarely","2012","secondary school degree","vocational + Abi","","","",""
"Rarely","2012","secondary school degree","higher vocational","","","",""
"Rarely","2012","secondary school degree","higher education","","","",""
"Rarely","2012","college entrance qualification","in school","","","",""
"Rarely","2012","college entrance qualification","inadequately","","","",""
"Rarely","2012","college entrance qualification","general elemantary","","","",""
"Rarely","2012","college entrance qualification","middle vocational","","","",""
"Rarely","2012","college entrance qualification","vocational + Abi","","","",""
"Rarely","2012","college entrance qualification","higher vocational","","","",""
"Rarely","2012","college entrance qualification","higher education","","","",""
"Rarely","2012","Other degree","in school","","","",""
"Rarely","2012","Other degree","inadequately","","","",""
"Rarely","2012","Other degree","general elemantary","","","",""
"Rarely","2012","Other degree","middle vocational","","","",""
"Rarely","2012","Other degree","vocational + Abi","","","",""
"Rarely","2012","Other degree","higher vocational","","","",""
"Rarely","2012","Other degree","higher education","","","",""
"Rarely","2012","no degree/no degree yet","in school","","","",""
"Rarely","2012","no degree/no degree yet","inadequately","","","",""
"Rarely","2012","no degree/no degree yet","general elemantary","","","",""
"Rarely","2012","no degree/no degree yet","middle vocational","","","",""
"Rarely","2012","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2012","no degree/no degree yet","higher vocational","","","",""
"Rarely","2012","no degree/no degree yet","higher education","","","",""
"Never","2012","lower secondary degree","in school","","","",""
"Never","2012","lower secondary degree","inadequately","","","",""
"Never","2012","lower secondary degree","general elemantary","","","",""
"Never","2012","lower secondary degree","middle vocational","","","",""
"Never","2012","lower secondary degree","vocational + Abi","","","",""
"Never","2012","lower secondary degree","higher vocational","","","",""
"Never","2012","lower secondary degree","higher education","","","",""
"Never","2012","secondary school degree","in school","","","",""
"Never","2012","secondary school degree","inadequately","","","",""
"Never","2012","secondary school degree","general elemantary","","","",""
"Never","2012","secondary school degree","middle vocational","","","",""
"Never","2012","secondary school degree","vocational + Abi","","","",""
"Never","2012","secondary school degree","higher vocational","","","",""
"Never","2012","secondary school degree","higher education","","","",""
"Never","2012","college entrance qualification","in school","","","",""
"Never","2012","college entrance qualification","inadequately","","","",""
"Never","2012","college entrance qualification","general elemantary","","","",""
"Never","2012","college entrance qualification","middle vocational","","","",""
"Never","2012","college entrance qualification","vocational + Abi","","","",""
"Never","2012","college entrance qualification","higher vocational","","","",""
"Never","2012","college entrance qualification","higher education","","","",""
"Never","2012","Other degree","in school","","","",""
"Never","2012","Other degree","inadequately","","","",""
"Never","2012","Other degree","general elemantary","","","",""
"Never","2012","Other degree","middle vocational","","","",""
"Never","2012","Other degree","vocational + Abi","","","",""
"Never","2012","Other degree","higher vocational","","","",""
"Never","2012","Other degree","higher education","","","",""
"Never","2012","no degree/no degree yet","in school","","","",""
"Never","2012","no degree/no degree yet","inadequately","","","",""
"Never","2012","no degree/no degree yet","general elemantary","","","",""
"Never","2012","no degree/no degree yet","middle vocational","","","",""
"Never","2012","no degree/no degree yet","vocational + Abi","","","",""
"Never","2012","no degree/no degree yet","higher vocational","","","",""
"Never","2012","no degree/no degree yet","higher education","","","",""
"Very often","2013","lower secondary degree","in school","","","",""
"Very often","2013","lower secondary degree","inadequately","","","",""
"Very often","2013","lower secondary degree","general elemantary","74","0.0450497665786213","0.0346669864864575","0.0554325466707851"
"Very often","2013","lower secondary degree","middle vocational","306","0.0484772845642481","0.0425206282255327","0.0544339409029634"
"Very often","2013","lower secondary degree","vocational + Abi","","","",""
"Very often","2013","lower secondary degree","higher vocational","21","","",""
"Very often","2013","lower secondary degree","higher education","7","","",""
"Very often","2013","secondary school degree","in school","","","",""
"Very often","2013","secondary school degree","inadequately","","","",""
"Very often","2013","secondary school degree","general elemantary","44","0.052597099165328","0.0362233837996314","0.0689708145310246"
"Very often","2013","secondary school degree","middle vocational","401","0.0555634423596154","0.0496222587022792","0.0615046260169517"
"Very often","2013","secondary school degree","vocational + Abi","","","",""
"Very often","2013","secondary school degree","higher vocational","37","0.0461929112911344","0.0311906366800217","0.0611951859022471"
"Very often","2013","secondary school degree","higher education","33","0.0625749673327231","0.0441808240342922","0.0809691106311541"
"Very often","2013","college entrance qualification","in school","","","",""
"Very often","2013","college entrance qualification","inadequately","","","",""
"Very often","2013","college entrance qualification","general elemantary","","","",""
"Very often","2013","college entrance qualification","middle vocational","73","0.0638207303479047","0.0476063123706609","0.0800351483251484"
"Very often","2013","college entrance qualification","vocational + Abi","130","0.0609591941783892","0.0489431924954594","0.0729751958613191"
"Very often","2013","college entrance qualification","higher vocational","30","0.0593977355692417","0.0376313186103172","0.0811641525281662"
"Very often","2013","college entrance qualification","higher education","331","0.0641666425133131","0.0570298865069659","0.0713033985196602"
"Very often","2013","Other degree","in school","","","",""
"Very often","2013","Other degree","inadequately","3","","",""
"Very often","2013","Other degree","general elemantary","12","","",""
"Very often","2013","Other degree","middle vocational","32","0.0390323305083102","0.0229773857103013","0.0550872753063192"
"Very often","2013","Other degree","vocational + Abi","10","","",""
"Very often","2013","Other degree","higher vocational","3","","",""
"Very often","2013","Other degree","higher education","28","","",""
"Very often","2013","no degree/no degree yet","in school","40","0.079876038462311","0.0544290568847659","0.105323020039856"
"Very often","2013","no degree/no degree yet","inadequately","23","","",""
"Very often","2013","no degree/no degree yet","general elemantary","","","",""
"Very often","2013","no degree/no degree yet","middle vocational","8","","",""
"Very often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2013","no degree/no degree yet","higher vocational","","","",""
"Very often","2013","no degree/no degree yet","higher education","","","",""
"Often","2013","lower secondary degree","in school","","","",""
"Often","2013","lower secondary degree","inadequately","","","",""
"Often","2013","lower secondary degree","general elemantary","146","0.0753664302508341","0.0621519278348117","0.0885809326668565"
"Often","2013","lower secondary degree","middle vocational","436","0.0817055337032472","0.0741085614325294","0.0893025059739651"
"Often","2013","lower secondary degree","vocational + Abi","","","",""
"Often","2013","lower secondary degree","higher vocational","55","0.110010863296238","0.0794612507082353","0.14056047588424"
"Often","2013","lower secondary degree","higher education","10","","",""
"Often","2013","secondary school degree","in school","","","",""
"Often","2013","secondary school degree","inadequately","","","",""
"Often","2013","secondary school degree","general elemantary","68","0.0744010543431466","0.0551524185261807","0.0936496901601126"
"Often","2013","secondary school degree","middle vocational","678","0.100653796820249","0.0928506362346207","0.108456957405878"
"Often","2013","secondary school degree","vocational + Abi","1","","",""
"Often","2013","secondary school degree","higher vocational","110","0.129573349854217","0.105570483676634","0.1535762160318"
"Often","2013","secondary school degree","higher education","67","0.0954022997685059","0.0730913459093142","0.117713253627698"
"Often","2013","college entrance qualification","in school","","","",""
"Often","2013","college entrance qualification","inadequately","","","",""
"Often","2013","college entrance qualification","general elemantary","","","",""
"Often","2013","college entrance qualification","middle vocational","106","0.11249590509923","0.0915357491760754","0.133456061022384"
"Often","2013","college entrance qualification","vocational + Abi","191","0.109530552560902","0.0938458860098504","0.125215219111953"
"Often","2013","college entrance qualification","higher vocational","74","0.139811502203599","0.107876477494969","0.171746526912228"
"Often","2013","college entrance qualification","higher education","618","0.116638579252789","0.107290179929408","0.12598697857617"
"Often","2013","Other degree","in school","","","",""
"Often","2013","Other degree","inadequately","3","","",""
"Often","2013","Other degree","general elemantary","23","","",""
"Often","2013","Other degree","middle vocational","46","0.068987095475666","0.0479781638497252","0.0899960271016069"
"Often","2013","Other degree","vocational + Abi","25","","",""
"Often","2013","Other degree","higher vocational","3","","",""
"Often","2013","Other degree","higher education","38","0.100872221609195","0.0709831594596833","0.130761283758707"
"Often","2013","no degree/no degree yet","in school","38","0.0564551972752023","0.0347912258367717","0.0781191687136329"
"Often","2013","no degree/no degree yet","inadequately","28","","",""
"Often","2013","no degree/no degree yet","general elemantary","","","",""
"Often","2013","no degree/no degree yet","middle vocational","9","","",""
"Often","2013","no degree/no degree yet","vocational + Abi","","","",""
"Often","2013","no degree/no degree yet","higher vocational","1","","",""
"Often","2013","no degree/no degree yet","higher education","","","",""
"Sometimes","2013","lower secondary degree","in school","","","",""
"Sometimes","2013","lower secondary degree","inadequately","","","",""
"Sometimes","2013","lower secondary degree","general elemantary","159","0.0969371656795314","0.0821262756657315","0.111748055693331"
"Sometimes","2013","lower secondary degree","middle vocational","487","0.0908766910393468","0.082904797852956","0.0988485842257377"
"Sometimes","2013","lower secondary degree","vocational + Abi","2","","",""
"Sometimes","2013","lower secondary degree","higher vocational","34","0.0966840028101716","0.0678308862765318","0.125537119343811"
"Sometimes","2013","lower secondary degree","higher education","16","","",""
"Sometimes","2013","secondary school degree","in school","","","",""
"Sometimes","2013","secondary school degree","inadequately","","","",""
"Sometimes","2013","secondary school degree","general elemantary","73","0.118808794346826","0.0950754819056132","0.142542106788039"
"Sometimes","2013","secondary school degree","middle vocational","648","0.103774923681211","0.0958654648860747","0.111684382476347"
"Sometimes","2013","secondary school degree","vocational + Abi","1","","",""
"Sometimes","2013","secondary school degree","higher vocational","108","0.149486380184305","0.124001615970703","0.174971144397907"
"Sometimes","2013","secondary school degree","higher education","78","0.0866538160938027","0.0652878501278038","0.108019782059802"
"Sometimes","2013","college entrance qualification","in school","","","",""
"Sometimes","2013","college entrance qualification","inadequately","","","",""
"Sometimes","2013","college entrance qualification","general elemantary","","","",""
"Sometimes","2013","college entrance qualification","middle vocational","74","0.0795966788666887","0.0616420045656826","0.0975513531676948"
"Sometimes","2013","college entrance qualification","vocational + Abi","180","0.11209690083407","0.0962524304108342","0.127941371257306"
"Sometimes","2013","college entrance qualification","higher vocational","54","0.0805758857568026","0.0555113607262741","0.105640410787331"
"Sometimes","2013","college entrance qualification","higher education","620","0.123172372523006","0.113601298023097","0.132743447022916"
"Sometimes","2013","Other degree","in school","","","",""
"Sometimes","2013","Other degree","inadequately","7","","",""
"Sometimes","2013","Other degree","general elemantary","36","0.0902331524563083","0.0590353714953364","0.12143093341728"
"Sometimes","2013","Other degree","middle vocational","51","0.117444643472356","0.0907557989553683","0.144133487989343"
"Sometimes","2013","Other degree","vocational + Abi","29","","",""
"Sometimes","2013","Other degree","higher vocational","4","","",""
"Sometimes","2013","Other degree","higher education","50","0.0983443519562337","0.0687907205361842","0.127897983376283"
"Sometimes","2013","no degree/no degree yet","in school","43","0.130061711845016","0.09848813369601","0.161635289994023"
"Sometimes","2013","no degree/no degree yet","inadequately","26","","",""
"Sometimes","2013","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2013","no degree/no degree yet","middle vocational","3","","",""
"Sometimes","2013","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2013","no degree/no degree yet","higher vocational","1","","",""
"Sometimes","2013","no degree/no degree yet","higher education","1","","",""
"Rarely","2013","lower secondary degree","in school","","","",""
"Rarely","2013","lower secondary degree","inadequately","","","",""
"Rarely","2013","lower secondary degree","general elemantary","244","0.168100967192015","0.149381329912512","0.186820604471518"
"Rarely","2013","lower secondary degree","middle vocational","839","0.166356257929307","0.156027843861809","0.176684671996805"
"Rarely","2013","lower secondary degree","vocational + Abi","2","","",""
"Rarely","2013","lower secondary degree","higher vocational","99","0.236685115080935","0.195186566559694","0.278183663602176"
"Rarely","2013","lower secondary degree","higher education","29","","",""
"Rarely","2013","secondary school degree","in school","","","",""
"Rarely","2013","secondary school degree","inadequately","","","",""
"Rarely","2013","secondary school degree","general elemantary","130","0.170270379392207","0.142700375073463","0.197840383710951"
"Rarely","2013","secondary school degree","middle vocational","1017","0.180230270320804","0.170261265250776","0.190199275390832"
"Rarely","2013","secondary school degree","vocational + Abi","5","","",""
"Rarely","2013","secondary school degree","higher vocational","151","0.191321516704464","0.16320839826862","0.219434635140307"
"Rarely","2013","secondary school degree","higher education","133","0.192460372838771","0.162519561871678","0.222401183805863"
"Rarely","2013","college entrance qualification","in school","","","",""
"Rarely","2013","college entrance qualification","inadequately","","","",""
"Rarely","2013","college entrance qualification","general elemantary","","","",""
"Rarely","2013","college entrance qualification","middle vocational","173","0.229496585872714","0.201602228063089","0.25739094368234"
"Rarely","2013","college entrance qualification","vocational + Abi","287","0.199875222767744","0.179790932961842","0.219959512573645"
"Rarely","2013","college entrance qualification","higher vocational","87","0.201050725445245","0.164143498475793","0.237957952414698"
"Rarely","2013","college entrance qualification","higher education","887","0.195880792805285","0.184322250280821","0.20743933532975"
"Rarely","2013","Other degree","in school","","","",""
"Rarely","2013","Other degree","inadequately","9","","",""
"Rarely","2013","Other degree","general elemantary","40","0.108208753828955","0.0743837085829863","0.142033799074923"
"Rarely","2013","Other degree","middle vocational","81","0.148111051826907","0.118664976945274","0.17755712670854"
"Rarely","2013","Other degree","vocational + Abi","23","","",""
"Rarely","2013","Other degree","higher vocational","8","","",""
"Rarely","2013","Other degree","higher education","73","0.17852724344846","0.140520153413819","0.2165343334831"
"Rarely","2013","no degree/no degree yet","in school","73","0.161875777127375","0.12730174940989","0.19644980484486"
"Rarely","2013","no degree/no degree yet","inadequately","40","0.120774673152782","0.0819773755737612","0.159571970731803"
"Rarely","2013","no degree/no degree yet","general elemantary","","","",""
"Rarely","2013","no degree/no degree yet","middle vocational","14","","",""
"Rarely","2013","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2013","no degree/no degree yet","higher vocational","","","",""
"Rarely","2013","no degree/no degree yet","higher education","1","","",""
"Never","2013","lower secondary degree","in school","","","",""
"Never","2013","lower secondary degree","inadequately","","","",""
"Never","2013","lower secondary degree","general elemantary","910","0.614545670298998","0.590182120859942","0.638909219738054"
"Never","2013","lower secondary degree","middle vocational","2926","0.612584232763851","0.599072987577406","0.626095477950296"
"Never","2013","lower secondary degree","vocational + Abi","1","","",""
"Never","2013","lower secondary degree","higher vocational","194","0.499333819107817","0.450517482289986","0.548150155925648"
"Never","2013","lower secondary degree","higher education","98","0.598487358872223","0.522530813848529","0.674443903895918"
"Never","2013","secondary school degree","in school","","","",""
"Never","2013","secondary school degree","inadequately","","","",""
"Never","2013","secondary school degree","general elemantary","399","0.583922672752492","0.547768062857974","0.620077282647011"
"Never","2013","secondary school degree","middle vocational","2967","0.55977756681812","0.54690290468098","0.57265222895526"
"Never","2013","secondary school degree","vocational + Abi","11","","",""
"Never","2013","secondary school degree","higher vocational","346","0.48342584196588","0.447709214818325","0.519142469113435"
"Never","2013","secondary school degree","higher education","355","0.562908543966197","0.525236771413403","0.600580316518992"
"Never","2013","college entrance qualification","in school","","","",""
"Never","2013","college entrance qualification","inadequately","","","",""
"Never","2013","college entrance qualification","general elemantary","","","",""
"Never","2013","college entrance qualification","middle vocational","447","0.514590099813462","0.481436858303514","0.547743341323411"
"Never","2013","college entrance qualification","vocational + Abi","735","0.517538129658895","0.492442343019311","0.54263391629848"
"Never","2013","college entrance qualification","higher vocational","208","0.519164151025111","0.473154413285007","0.565173888765216"
"Never","2013","college entrance qualification","higher education","2073","0.500141612905606","0.485579750684744","0.514703475126469"
"Never","2013","Other degree","in school","","","",""
"Never","2013","Other degree","inadequately","35","0.612424444030136","0.485946408685639","0.738902479374633"
"Never","2013","Other degree","general elemantary","213","0.714747673814057","0.66558148342441","0.763913864203705"
"Never","2013","Other degree","middle vocational","349","0.626424878716761","0.586322913226252","0.66652684420727"
