"pld0045","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Often","2015","Other degree","no migration background","","","",""
"Often","2015","Other degree","direct migration background","","","",""
"Often","2015","Other degree","indirect migration background","","","",""
"Often","2015","no degree/no degree yet","no migration background","","","",""
"Often","2015","no degree/no degree yet","direct migration background","","","",""
"Often","2015","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2015","lower secondary degree","no migration background","","","",""
"Sometimes","2015","lower secondary degree","direct migration background","","","",""
"Sometimes","2015","lower secondary degree","indirect migration background","","","",""
"Sometimes","2015","secondary school degree","no migration background","","","",""
"Sometimes","2015","secondary school degree","direct migration background","","","",""
"Sometimes","2015","secondary school degree","indirect migration background","","","",""
"Sometimes","2015","college entrance qualification","no migration background","","","",""
"Sometimes","2015","college entrance qualification","direct migration background","","","",""
"Sometimes","2015","college entrance qualification","indirect migration background","","","",""
"Sometimes","2015","Other degree","no migration background","","","",""
"Sometimes","2015","Other degree","direct migration background","","","",""
"Sometimes","2015","Other degree","indirect migration background","","","",""
"Sometimes","2015","no degree/no degree yet","no migration background","","","",""
"Sometimes","2015","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2015","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2015","lower secondary degree","no migration background","","","",""
"Rarely","2015","lower secondary degree","direct migration background","","","",""
"Rarely","2015","lower secondary degree","indirect migration background","","","",""
"Rarely","2015","secondary school degree","no migration background","","","",""
"Rarely","2015","secondary school degree","direct migration background","","","",""
"Rarely","2015","secondary school degree","indirect migration background","","","",""
"Rarely","2015","college entrance qualification","no migration background","","","",""
"Rarely","2015","college entrance qualification","direct migration background","","","",""
"Rarely","2015","college entrance qualification","indirect migration background","","","",""
"Rarely","2015","Other degree","no migration background","","","",""
"Rarely","2015","Other degree","direct migration background","","","",""
"Rarely","2015","Other degree","indirect migration background","","","",""
"Rarely","2015","no degree/no degree yet","no migration background","","","",""
"Rarely","2015","no degree/no degree yet","direct migration background","","","",""
"Rarely","2015","no degree/no degree yet","indirect migration background","","","",""
"Never","2015","lower secondary degree","no migration background","","","",""
"Never","2015","lower secondary degree","direct migration background","","","",""
"Never","2015","lower secondary degree","indirect migration background","","","",""
"Never","2015","secondary school degree","no migration background","","","",""
"Never","2015","secondary school degree","direct migration background","","","",""
"Never","2015","secondary school degree","indirect migration background","","","",""
"Never","2015","college entrance qualification","no migration background","","","",""
"Never","2015","college entrance qualification","direct migration background","","","",""
"Never","2015","college entrance qualification","indirect migration background","","","",""
"Never","2015","Other degree","no migration background","","","",""
"Never","2015","Other degree","direct migration background","","","",""
"Never","2015","Other degree","indirect migration background","","","",""
"Never","2015","no degree/no degree yet","no migration background","","","",""
"Never","2015","no degree/no degree yet","direct migration background","","","",""
"Never","2015","no degree/no degree yet","indirect migration background","","","",""
"Very often","2016","lower secondary degree","no migration background","","","",""
"Very often","2016","lower secondary degree","direct migration background","","","",""
"Very often","2016","lower secondary degree","indirect migration background","","","",""
"Very often","2016","secondary school degree","no migration background","","","",""
"Very often","2016","secondary school degree","direct migration background","","","",""
"Very often","2016","secondary school degree","indirect migration background","","","",""
"Very often","2016","college entrance qualification","no migration background","","","",""
"Very often","2016","college entrance qualification","direct migration background","","","",""
"Very often","2016","college entrance qualification","indirect migration background","","","",""
"Very often","2016","Other degree","no migration background","","","",""
"Very often","2016","Other degree","direct migration background","","","",""
"Very often","2016","Other degree","indirect migration background","","","",""
"Very often","2016","no degree/no degree yet","no migration background","","","",""
"Very often","2016","no degree/no degree yet","direct migration background","","","",""
"Very often","2016","no degree/no degree yet","indirect migration background","","","",""
"Often","2016","lower secondary degree","no migration background","","","",""
"Often","2016","lower secondary degree","direct migration background","","","",""
"Often","2016","lower secondary degree","indirect migration background","","","",""
"Often","2016","secondary school degree","no migration background","","","",""
"Often","2016","secondary school degree","direct migration background","","","",""
"Often","2016","secondary school degree","indirect migration background","","","",""
"Often","2016","college entrance qualification","no migration background","","","",""
"Often","2016","college entrance qualification","direct migration background","","","",""
"Often","2016","college entrance qualification","indirect migration background","","","",""
"Often","2016","Other degree","no migration background","","","",""
"Often","2016","Other degree","direct migration background","","","",""
"Often","2016","Other degree","indirect migration background","","","",""
"Often","2016","no degree/no degree yet","no migration background","","","",""
"Often","2016","no degree/no degree yet","direct migration background","","","",""
"Often","2016","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2016","lower secondary degree","no migration background","","","",""
"Sometimes","2016","lower secondary degree","direct migration background","","","",""
"Sometimes","2016","lower secondary degree","indirect migration background","","","",""
"Sometimes","2016","secondary school degree","no migration background","","","",""
"Sometimes","2016","secondary school degree","direct migration background","","","",""
"Sometimes","2016","secondary school degree","indirect migration background","","","",""
"Sometimes","2016","college entrance qualification","no migration background","","","",""
"Sometimes","2016","college entrance qualification","direct migration background","","","",""
"Sometimes","2016","college entrance qualification","indirect migration background","","","",""
"Sometimes","2016","Other degree","no migration background","","","",""
"Sometimes","2016","Other degree","direct migration background","","","",""
"Sometimes","2016","Other degree","indirect migration background","","","",""
"Sometimes","2016","no degree/no degree yet","no migration background","","","",""
"Sometimes","2016","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2016","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2016","lower secondary degree","no migration background","","","",""
"Rarely","2016","lower secondary degree","direct migration background","","","",""
"Rarely","2016","lower secondary degree","indirect migration background","","","",""
"Rarely","2016","secondary school degree","no migration background","","","",""
"Rarely","2016","secondary school degree","direct migration background","","","",""
"Rarely","2016","secondary school degree","indirect migration background","","","",""
"Rarely","2016","college entrance qualification","no migration background","","","",""
"Rarely","2016","college entrance qualification","direct migration background","","","",""
"Rarely","2016","college entrance qualification","indirect migration background","","","",""
"Rarely","2016","Other degree","no migration background","","","",""
"Rarely","2016","Other degree","direct migration background","","","",""
"Rarely","2016","Other degree","indirect migration background","","","",""
"Rarely","2016","no degree/no degree yet","no migration background","","","",""
"Rarely","2016","no degree/no degree yet","direct migration background","","","",""
"Rarely","2016","no degree/no degree yet","indirect migration background","","","",""
"Never","2016","lower secondary degree","no migration background","","","",""
"Never","2016","lower secondary degree","direct migration background","","","",""
"Never","2016","lower secondary degree","indirect migration background","","","",""
"Never","2016","secondary school degree","no migration background","","","",""
"Never","2016","secondary school degree","direct migration background","","","",""
"Never","2016","secondary school degree","indirect migration background","","","",""
"Never","2016","college entrance qualification","no migration background","","","",""
"Never","2016","college entrance qualification","direct migration background","","","",""
"Never","2016","college entrance qualification","indirect migration background","","","",""
"Never","2016","Other degree","no migration background","","","",""
"Never","2016","Other degree","direct migration background","","","",""
"Never","2016","Other degree","indirect migration background","","","",""
"Never","2016","no degree/no degree yet","no migration background","","","",""
"Never","2016","no degree/no degree yet","direct migration background","","","",""
"Never","2016","no degree/no degree yet","indirect migration background","","","",""
"Very often","2017","lower secondary degree","no migration background","","","",""
"Very often","2017","lower secondary degree","direct migration background","","","",""
"Very often","2017","lower secondary degree","indirect migration background","","","",""
"Very often","2017","secondary school degree","no migration background","","","",""
"Very often","2017","secondary school degree","direct migration background","","","",""
"Very often","2017","secondary school degree","indirect migration background","","","",""
"Very often","2017","college entrance qualification","no migration background","","","",""
"Very often","2017","college entrance qualification","direct migration background","","","",""
"Very often","2017","college entrance qualification","indirect migration background","","","",""
"Very often","2017","Other degree","no migration background","","","",""
"Very often","2017","Other degree","direct migration background","","","",""
"Very often","2017","Other degree","indirect migration background","","","",""
"Very often","2017","no degree/no degree yet","no migration background","","","",""
"Very often","2017","no degree/no degree yet","direct migration background","","","",""
"Very often","2017","no degree/no degree yet","indirect migration background","","","",""
"Often","2017","lower secondary degree","no migration background","","","",""
"Often","2017","lower secondary degree","direct migration background","","","",""
"Often","2017","lower secondary degree","indirect migration background","","","",""
"Often","2017","secondary school degree","no migration background","","","",""
"Often","2017","secondary school degree","direct migration background","","","",""
"Often","2017","secondary school degree","indirect migration background","","","",""
"Often","2017","college entrance qualification","no migration background","","","",""
"Often","2017","college entrance qualification","direct migration background","","","",""
"Often","2017","college entrance qualification","indirect migration background","","","",""
"Often","2017","Other degree","no migration background","","","",""
"Often","2017","Other degree","direct migration background","","","",""
"Often","2017","Other degree","indirect migration background","","","",""
"Often","2017","no degree/no degree yet","no migration background","","","",""
"Often","2017","no degree/no degree yet","direct migration background","","","",""
"Often","2017","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2017","lower secondary degree","no migration background","","","",""
"Sometimes","2017","lower secondary degree","direct migration background","","","",""
"Sometimes","2017","lower secondary degree","indirect migration background","","","",""
"Sometimes","2017","secondary school degree","no migration background","","","",""
"Sometimes","2017","secondary school degree","direct migration background","","","",""
"Sometimes","2017","secondary school degree","indirect migration background","","","",""
"Sometimes","2017","college entrance qualification","no migration background","","","",""
"Sometimes","2017","college entrance qualification","direct migration background","","","",""
"Sometimes","2017","college entrance qualification","indirect migration background","","","",""
"Sometimes","2017","Other degree","no migration background","","","",""
"Sometimes","2017","Other degree","direct migration background","","","",""
"Sometimes","2017","Other degree","indirect migration background","","","",""
"Sometimes","2017","no degree/no degree yet","no migration background","","","",""
"Sometimes","2017","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2017","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2017","lower secondary degree","no migration background","","","",""
"Rarely","2017","lower secondary degree","direct migration background","","","",""
"Rarely","2017","lower secondary degree","indirect migration background","","","",""
"Rarely","2017","secondary school degree","no migration background","","","",""
"Rarely","2017","secondary school degree","direct migration background","","","",""
"Rarely","2017","secondary school degree","indirect migration background","","","",""
"Rarely","2017","college entrance qualification","no migration background","","","",""
"Rarely","2017","college entrance qualification","direct migration background","","","",""
"Rarely","2017","college entrance qualification","indirect migration background","","","",""
"Rarely","2017","Other degree","no migration background","","","",""
"Rarely","2017","Other degree","direct migration background","","","",""
"Rarely","2017","Other degree","indirect migration background","","","",""
"Rarely","2017","no degree/no degree yet","no migration background","","","",""
"Rarely","2017","no degree/no degree yet","direct migration background","","","",""
"Rarely","2017","no degree/no degree yet","indirect migration background","","","",""
"Never","2017","lower secondary degree","no migration background","","","",""
"Never","2017","lower secondary degree","direct migration background","","","",""
"Never","2017","lower secondary degree","indirect migration background","","","",""
"Never","2017","secondary school degree","no migration background","","","",""
"Never","2017","secondary school degree","direct migration background","","","",""
"Never","2017","secondary school degree","indirect migration background","","","",""
"Never","2017","college entrance qualification","no migration background","","","",""
"Never","2017","college entrance qualification","direct migration background","","","",""
"Never","2017","college entrance qualification","indirect migration background","","","",""
"Never","2017","Other degree","no migration background","","","",""
"Never","2017","Other degree","direct migration background","","","",""
"Never","2017","Other degree","indirect migration background","","","",""
"Never","2017","no degree/no degree yet","no migration background","","","",""
"Never","2017","no degree/no degree yet","direct migration background","","","",""
"Never","2017","no degree/no degree yet","indirect migration background","","","",""
"Very often","2018","lower secondary degree","no migration background","314","0.062020471435474","0.0552918711905298","0.0687490716804182"
"Very often","2018","lower secondary degree","direct migration background","26","","",""
"Very often","2018","lower secondary degree","indirect migration background","22","","",""
"Very often","2018","secondary school degree","no migration background","453","0.0616776375985862","0.0558243602536623","0.0675309149435102"
"Very often","2018","secondary school degree","direct migration background","19","","",""
"Very often","2018","secondary school degree","indirect migration background","33","0.0721683386277399","0.0473913211318487","0.0969453561236311"
"Very often","2018","college entrance qualification","no migration background","543","0.0724901315226136","0.0662752744856779","0.0787049885595493"
"Very often","2018","college entrance qualification","direct migration background","33","0.0635295561806802","0.0395363776347017","0.0875227347266588"
"Very often","2018","college entrance qualification","indirect migration background","56","0.0871270953703355","0.0639545503744682","0.110299640366203"
"Very often","2018","Other degree","no migration background","11","","",""
"Very often","2018","Other degree","direct migration background","153","0.059262432463331","0.0504085913518866","0.0681162735747754"
"Very often","2018","Other degree","indirect migration background","2","","",""
"Very often","2018","no degree/no degree yet","no migration background","25","","",""
"Very often","2018","no degree/no degree yet","direct migration background","14","","",""
"Very often","2018","no degree/no degree yet","indirect migration background","11","","",""
"Often","2018","lower secondary degree","no migration background","423","0.0806679172603937","0.0730708294575422","0.0882650050632451"
"Often","2018","lower secondary degree","direct migration background","37","0.0599438983939795","0.0370498580797637","0.0828379387081954"
"Often","2018","lower secondary degree","indirect migration background","41","0.141556342044897","0.105191533759416","0.177921150330379"
"Often","2018","secondary school degree","no migration background","694","0.106888584591268","0.0993710110165679","0.114406158165969"
"Often","2018","secondary school degree","direct migration background","37","0.0887404417851051","0.0579187795907331","0.119562103979477"
"Often","2018","secondary school degree","indirect migration background","53","0.0912894395113805","0.0637113525027415","0.11886752652002"
"Often","2018","college entrance qualification","no migration background","794","0.104562722457886","0.0972287638295954","0.111896681086176"
"Often","2018","college entrance qualification","direct migration background","45","0.157696932438184","0.121846148927886","0.193547715948482"
"Often","2018","college entrance qualification","indirect migration background","56","0.0913871224545124","0.067710273531292","0.115063971377733"
"Often","2018","Other degree","no migration background","14","","",""
"Often","2018","Other degree","direct migration background","220","0.0800043696831817","0.0698311720912765","0.0901775672750869"
"Often","2018","Other degree","indirect migration background","4","","",""
"Often","2018","no degree/no degree yet","no migration background","46","0.114992411995046","0.0839233123240494","0.146061511666043"
"Often","2018","no degree/no degree yet","direct migration background","28","","",""
"Often","2018","no degree/no degree yet","indirect migration background","18","","",""
"Sometimes","2018","lower secondary degree","no migration background","470","0.100146793196272","0.0917721777560011","0.108521408636543"
"Sometimes","2018","lower secondary degree","direct migration background","29","","",""
"Sometimes","2018","lower secondary degree","indirect migration background","34","0.0729169090438279","0.0457941295217643","0.100039688565891"
"Sometimes","2018","secondary school degree","no migration background","732","0.111812694163576","0.104145136674103","0.119480251653049"
"Sometimes","2018","secondary school degree","direct migration background","36","0.100999119442336","0.0683393535800014","0.13365888530467"
"Sometimes","2018","secondary school degree","indirect migration background","35","0.0873437981258408","0.0603097725197866","0.114377823731895"
"Sometimes","2018","college entrance qualification","no migration background","866","0.127303801465732","0.119314944275103","0.135292658656361"
"Sometimes","2018","college entrance qualification","direct migration background","42","0.0974145340737629","0.0682463840927648","0.126582684054761"
"Sometimes","2018","college entrance qualification","indirect migration background","61","0.113860212784822","0.0877609000307332","0.139959525538911"
"Sometimes","2018","Other degree","no migration background","16","","",""
"Sometimes","2018","Other degree","direct migration background","256","0.0917949369923639","0.0809679138048759","0.102621960179852"
"Sometimes","2018","Other degree","indirect migration background","2","","",""
"Sometimes","2018","no degree/no degree yet","no migration background","39","0.1002791156602","0.0710254881065887","0.129532743213812"
"Sometimes","2018","no degree/no degree yet","direct migration background","38","0.135016978781386","0.0994174340277231","0.170616523535049"
"Sometimes","2018","no degree/no degree yet","indirect migration background","6","","",""
"Rarely","2018","lower secondary degree","no migration background","736","0.152296554256929","0.142272866528422","0.162320241985436"
"Rarely","2018","lower secondary degree","direct migration background","52","0.136233862519163","0.103150191979356","0.169317533058969"
"Rarely","2018","lower secondary degree","indirect migration background","49","0.159068055855121","0.120914708191991","0.197221403518252"
"Rarely","2018","secondary school degree","no migration background","1103","0.180748939129025","0.171386142531436","0.190111735726614"
"Rarely","2018","secondary school degree","direct migration background","40","0.159358116904852","0.119687694824689","0.199028538985015"
"Rarely","2018","secondary school degree","indirect migration background","67","0.171823298341549","0.135703641992915","0.207942954690183"
"Rarely","2018","college entrance qualification","no migration background","1359","0.202484811755715","0.19285321843017","0.212116405081261"
"Rarely","2018","college entrance qualification","direct migration background","60","0.162582384560907","0.126286228946661","0.198878540175153"
"Rarely","2018","college entrance qualification","indirect migration background","112","0.211235610360808","0.177696682729286","0.24477453799233"
"Rarely","2018","Other degree","no migration background","27","","",""
"Rarely","2018","Other degree","direct migration background","372","0.159682845720338","0.14594690240325","0.173418789037426"
"Rarely","2018","Other degree","indirect migration background","7","","",""
"Rarely","2018","no degree/no degree yet","no migration background","65","0.167450686369417","0.131086905754078","0.203814466984755"
"Rarely","2018","no degree/no degree yet","direct migration background","38","0.0861480886474469","0.0569195437328056","0.115376633562088"
"Rarely","2018","no degree/no degree yet","indirect migration background","10","","",""
"Never","2018","lower secondary degree","no migration background","2993","0.604868263850931","0.591229912606176","0.618506615095687"
"Never","2018","lower secondary degree","direct migration background","269","0.646765568556665","0.60066799925984","0.69286313785349"
"Never","2018","lower secondary degree","indirect migration background","207","0.580590314423709","0.529113121170223","0.632067507677195"
"Never","2018","secondary school degree","no migration background","3507","0.538872144517545","0.526743486521352","0.551000802513738"
"Never","2018","secondary school degree","direct migration background","195","0.607177120296036","0.554243658025065","0.660110582567006"
"Never","2018","secondary school degree","indirect migration background","231","0.57737512539349","0.530076595572519","0.624673655214461"
"Never","2018","college entrance qualification","no migration background","3125","0.493158532798054","0.481175637212396","0.505141428383711"
"Never","2018","college entrance qualification","direct migration background","217","0.518776592746466","0.469627399252489","0.567925786240443"
"Never","2018","college entrance qualification","indirect migration background","284","0.496389959029522","0.455308047587431","0.537471870471614"
"Never","2018","Other degree","no migration background","89","0.616849327754257","0.540803987287403","0.69289466822111"
"Never","2018","Other degree","direct migration background","1731","0.609255415140785","0.590959508879187","0.627551321402384"
"Never","2018","Other degree","indirect migration background","34","0.83861514210648","0.735609077995423","0.941621206217538"
"Never","2018","no degree/no degree yet","no migration background","230","0.570205625547054","0.521992344034922","0.618418907059186"
"Never","2018","no degree/no degree yet","direct migration background","236","0.681789415916527","0.633268510331974","0.73031032150108"
"Never","2018","no degree/no degree yet","indirect migration background","80","0.646060751783999","0.562231782608207","0.729889720959792"
