"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2010","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2010","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2010","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2010","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2010","indirect migration background","(0) in school","","","",""
"Sometimes","2010","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2010","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","no migration background","(0) in school","","","",""
"Rarely","2010","no migration background","(1a) inadequately completed","","","",""
"Rarely","2010","no migration background","(1b) general elementary school","","","",""
"Rarely","2010","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","direct migration background","(0) in school","","","",""
"Rarely","2010","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2010","direct migration background","(1b) general elementary school","","","",""
"Rarely","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2010","indirect migration background","(0) in school","","","",""
"Rarely","2010","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2010","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2010","no migration background","(0) in school","","","",""
"Never","2010","no migration background","(1a) inadequately completed","","","",""
"Never","2010","no migration background","(1b) general elementary school","","","",""
"Never","2010","no migration background","(1c) basic vocational qualification","","","",""
"Never","2010","no migration background","(2b) intermediate general qualification","","","",""
"Never","2010","no migration background","(2a) intermediate vocational","","","",""
"Never","2010","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","no migration background","(3a) lower tertiary education","","","",""
"Never","2010","no migration background","(3b) higher tertiary education","","","",""
"Never","2010","direct migration background","(0) in school","","","",""
"Never","2010","direct migration background","(1a) inadequately completed","","","",""
"Never","2010","direct migration background","(1b) general elementary school","","","",""
"Never","2010","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2010","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2010","direct migration background","(2a) intermediate vocational","","","",""
"Never","2010","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","direct migration background","(3a) lower tertiary education","","","",""
"Never","2010","direct migration background","(3b) higher tertiary education","","","",""
"Never","2010","indirect migration background","(0) in school","","","",""
"Never","2010","indirect migration background","(1a) inadequately completed","","","",""
"Never","2010","indirect migration background","(1b) general elementary school","","","",""
"Never","2010","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2010","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2010","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2010","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2010","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2010","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2011","no migration background","(0) in school","","","",""
"Very often","2011","no migration background","(1a) inadequately completed","","","",""
"Very often","2011","no migration background","(1b) general elementary school","","","",""
"Very often","2011","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","no migration background","(2a) intermediate vocational","","","",""
"Very often","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","no migration background","(3a) lower tertiary education","","","",""
"Very often","2011","no migration background","(3b) higher tertiary education","","","",""
"Very often","2011","direct migration background","(0) in school","","","",""
"Very often","2011","direct migration background","(1a) inadequately completed","","","",""
"Very often","2011","direct migration background","(1b) general elementary school","","","",""
"Very often","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2011","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2011","indirect migration background","(0) in school","","","",""
"Very often","2011","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2011","indirect migration background","(1b) general elementary school","","","",""
"Very often","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2011","no migration background","(0) in school","","","",""
"Often","2011","no migration background","(1a) inadequately completed","","","",""
"Often","2011","no migration background","(1b) general elementary school","","","",""
"Often","2011","no migration background","(1c) basic vocational qualification","","","",""
"Often","2011","no migration background","(2b) intermediate general qualification","","","",""
"Often","2011","no migration background","(2a) intermediate vocational","","","",""
"Often","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","no migration background","(3a) lower tertiary education","","","",""
"Often","2011","no migration background","(3b) higher tertiary education","","","",""
"Often","2011","direct migration background","(0) in school","","","",""
"Often","2011","direct migration background","(1a) inadequately completed","","","",""
"Often","2011","direct migration background","(1b) general elementary school","","","",""
"Often","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2011","direct migration background","(2a) intermediate vocational","","","",""
"Often","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","direct migration background","(3a) lower tertiary education","","","",""
"Often","2011","direct migration background","(3b) higher tertiary education","","","",""
"Often","2011","indirect migration background","(0) in school","","","",""
"Often","2011","indirect migration background","(1a) inadequately completed","","","",""
"Often","2011","indirect migration background","(1b) general elementary school","","","",""
"Often","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","no migration background","(0) in school","","","",""
"Sometimes","2011","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","no migration background","(1b) general elementary school","","","",""
"Sometimes","2011","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","direct migration background","(0) in school","","","",""
"Sometimes","2011","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2011","indirect migration background","(0) in school","","","",""
"Sometimes","2011","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2011","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","no migration background","(0) in school","","","",""
"Rarely","2011","no migration background","(1a) inadequately completed","","","",""
"Rarely","2011","no migration background","(1b) general elementary school","","","",""
"Rarely","2011","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","direct migration background","(0) in school","","","",""
"Rarely","2011","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2011","direct migration background","(1b) general elementary school","","","",""
"Rarely","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2011","indirect migration background","(0) in school","","","",""
"Rarely","2011","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2011","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2011","no migration background","(0) in school","","","",""
"Never","2011","no migration background","(1a) inadequately completed","","","",""
"Never","2011","no migration background","(1b) general elementary school","","","",""
"Never","2011","no migration background","(1c) basic vocational qualification","","","",""
"Never","2011","no migration background","(2b) intermediate general qualification","","","",""
"Never","2011","no migration background","(2a) intermediate vocational","","","",""
"Never","2011","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","no migration background","(3a) lower tertiary education","","","",""
"Never","2011","no migration background","(3b) higher tertiary education","","","",""
"Never","2011","direct migration background","(0) in school","","","",""
"Never","2011","direct migration background","(1a) inadequately completed","","","",""
"Never","2011","direct migration background","(1b) general elementary school","","","",""
"Never","2011","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2011","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2011","direct migration background","(2a) intermediate vocational","","","",""
"Never","2011","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","direct migration background","(3a) lower tertiary education","","","",""
"Never","2011","direct migration background","(3b) higher tertiary education","","","",""
"Never","2011","indirect migration background","(0) in school","","","",""
"Never","2011","indirect migration background","(1a) inadequately completed","","","",""
"Never","2011","indirect migration background","(1b) general elementary school","","","",""
"Never","2011","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2011","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2011","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2011","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2011","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2011","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2011","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2012","no migration background","(0) in school","","","",""
"Very often","2012","no migration background","(1a) inadequately completed","","","",""
"Very often","2012","no migration background","(1b) general elementary school","","","",""
"Very often","2012","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","no migration background","(2a) intermediate vocational","","","",""
"Very often","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","no migration background","(3a) lower tertiary education","","","",""
"Very often","2012","no migration background","(3b) higher tertiary education","","","",""
"Very often","2012","direct migration background","(0) in school","","","",""
"Very often","2012","direct migration background","(1a) inadequately completed","","","",""
"Very often","2012","direct migration background","(1b) general elementary school","","","",""
"Very often","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2012","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2012","indirect migration background","(0) in school","","","",""
"Very often","2012","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2012","indirect migration background","(1b) general elementary school","","","",""
"Very often","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2012","no migration background","(0) in school","","","",""
"Often","2012","no migration background","(1a) inadequately completed","","","",""
"Often","2012","no migration background","(1b) general elementary school","","","",""
"Often","2012","no migration background","(1c) basic vocational qualification","","","",""
"Often","2012","no migration background","(2b) intermediate general qualification","","","",""
"Often","2012","no migration background","(2a) intermediate vocational","","","",""
"Often","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","no migration background","(3a) lower tertiary education","","","",""
"Often","2012","no migration background","(3b) higher tertiary education","","","",""
"Often","2012","direct migration background","(0) in school","","","",""
"Often","2012","direct migration background","(1a) inadequately completed","","","",""
"Often","2012","direct migration background","(1b) general elementary school","","","",""
"Often","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2012","direct migration background","(2a) intermediate vocational","","","",""
"Often","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","direct migration background","(3a) lower tertiary education","","","",""
"Often","2012","direct migration background","(3b) higher tertiary education","","","",""
"Often","2012","indirect migration background","(0) in school","","","",""
"Often","2012","indirect migration background","(1a) inadequately completed","","","",""
"Often","2012","indirect migration background","(1b) general elementary school","","","",""
"Often","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","no migration background","(0) in school","","","",""
"Sometimes","2012","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","no migration background","(1b) general elementary school","","","",""
"Sometimes","2012","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","direct migration background","(0) in school","","","",""
"Sometimes","2012","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2012","indirect migration background","(0) in school","","","",""
"Sometimes","2012","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2012","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","no migration background","(0) in school","","","",""
"Rarely","2012","no migration background","(1a) inadequately completed","","","",""
"Rarely","2012","no migration background","(1b) general elementary school","","","",""
"Rarely","2012","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","direct migration background","(0) in school","","","",""
"Rarely","2012","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2012","direct migration background","(1b) general elementary school","","","",""
"Rarely","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2012","indirect migration background","(0) in school","","","",""
"Rarely","2012","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2012","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2012","no migration background","(0) in school","","","",""
"Never","2012","no migration background","(1a) inadequately completed","","","",""
"Never","2012","no migration background","(1b) general elementary school","","","",""
"Never","2012","no migration background","(1c) basic vocational qualification","","","",""
"Never","2012","no migration background","(2b) intermediate general qualification","","","",""
"Never","2012","no migration background","(2a) intermediate vocational","","","",""
"Never","2012","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","no migration background","(3a) lower tertiary education","","","",""
"Never","2012","no migration background","(3b) higher tertiary education","","","",""
"Never","2012","direct migration background","(0) in school","","","",""
"Never","2012","direct migration background","(1a) inadequately completed","","","",""
"Never","2012","direct migration background","(1b) general elementary school","","","",""
"Never","2012","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2012","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2012","direct migration background","(2a) intermediate vocational","","","",""
"Never","2012","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","direct migration background","(3a) lower tertiary education","","","",""
"Never","2012","direct migration background","(3b) higher tertiary education","","","",""
"Never","2012","indirect migration background","(0) in school","","","",""
"Never","2012","indirect migration background","(1a) inadequately completed","","","",""
"Never","2012","indirect migration background","(1b) general elementary school","","","",""
"Never","2012","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2012","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2012","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2012","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2012","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2012","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2012","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2013","no migration background","(0) in school","30","0.082096878559263","0.0522979233901645","0.111895833728361"
"Very often","2013","no migration background","(1a) inadequately completed","19","","",""
"Very often","2013","no migration background","(1b) general elementary school","66","0.043136378873328","0.0321346913053724","0.0541380664412835"
"Very often","2013","no migration background","(1c) basic vocational qualification","307","0.04811394645323","0.0422196874612432","0.0540082054452168"
"Very often","2013","no migration background","(2b) intermediate general qualification","41","0.0552200859102393","0.0368052346477218","0.0736349371727568"
"Very often","2013","no migration background","(2a) intermediate vocational","397","0.0533670746802048","0.0477066788041737","0.059027470556236"
"Very often","2013","no migration background","(2c_gen) general maturity certificate","67","0.0700295969882327","0.0515045335489511","0.0885546604275144"
"Very often","2013","no migration background","(2c_voc) vocational maturity certificate","146","0.0621114567846838","0.0509676859929758","0.0732552275763919"
"Very often","2013","no migration background","(3a) lower tertiary education","130","0.0674366539594073","0.0562658972797137","0.0786074106391009"
"Very often","2013","no migration background","(3b) higher tertiary education","212","0.0585929261125741","0.0503794793777931","0.066806372847355"
"Very often","2013","direct migration background","(0) in school","","","",""
"Very often","2013","direct migration background","(1a) inadequately completed","10","","",""
"Very often","2013","direct migration background","(1b) general elementary school","17","","",""
"Very often","2013","direct migration background","(1c) basic vocational qualification","30","0.0357980356919513","0.0207041796699632","0.0508918917139395"
"Very often","2013","direct migration background","(2b) intermediate general qualification","1","","",""
"Very often","2013","direct migration background","(2a) intermediate vocational","18","","",""
"Very often","2013","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Very often","2013","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"Very often","2013","direct migration background","(3a) lower tertiary education","5","","",""
"Very often","2013","direct migration background","(3b) higher tertiary education","33","0.076009853338794","0.0520763510862122","0.0999433555913757"
"Very often","2013","indirect migration background","(0) in school","10","","",""
"Very often","2013","indirect migration background","(1a) inadequately completed","2","","",""
"Very often","2013","indirect migration background","(1b) general elementary school","6","","",""
"Very often","2013","indirect migration background","(1c) basic vocational qualification","14","","",""
"Very often","2013","indirect migration background","(2b) intermediate general qualification","2","","",""
"Very often","2013","indirect migration background","(2a) intermediate vocational","23","","",""
"Very often","2013","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Very often","2013","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Very often","2013","indirect migration background","(3a) lower tertiary education","6","","",""
"Very often","2013","indirect migration background","(3b) higher tertiary education","18","","",""
"Often","2013","no migration background","(0) in school","29","","",""
"Often","2013","no migration background","(1a) inadequately completed","25","","",""
"Often","2013","no migration background","(1b) general elementary school","119","0.0743081378531873","0.0601056686847978","0.0885106070215768"
"Often","2013","no migration background","(1c) basic vocational qualification","451","0.0831134682129033","0.0755102974987793","0.0907166389270273"
"Often","2013","no migration background","(2b) intermediate general qualification","59","0.0749159165521852","0.0536916836070155","0.096140149497355"
"Often","2013","no migration background","(2a) intermediate vocational","741","0.105605832212923","0.0978660679151712","0.113345596510674"
"Often","2013","no migration background","(2c_gen) general maturity certificate","82","0.114348084264807","0.0912471094535415","0.137449059076073"
"Often","2013","no migration background","(2c_voc) vocational maturity certificate","238","0.113763388769717","0.0991029556374018","0.128423821902033"
"Often","2013","no migration background","(3a) lower tertiary education","241","0.114563876331558","0.100376637411638","0.128751115251477"
"Often","2013","no migration background","(3b) higher tertiary education","418","0.111064657704024","0.100076189631195","0.122053125776853"
"Often","2013","direct migration background","(0) in school","3","","",""
"Often","2013","direct migration background","(1a) inadequately completed","13","","",""
"Often","2013","direct migration background","(1b) general elementary school","39","0.0555488351795244","0.0349289543152033","0.0761687160438455"
"Often","2013","direct migration background","(1c) basic vocational qualification","52","0.0710394776179965","0.0501688693087281","0.0919100859272649"
"Often","2013","direct migration background","(2b) intermediate general qualification","6","","",""
"Often","2013","direct migration background","(2a) intermediate vocational","29","","",""
"Often","2013","direct migration background","(2c_gen) general maturity certificate","26","","",""
"Often","2013","direct migration background","(2c_voc) vocational maturity certificate","39","0.0800965901719114","0.0516590388917267","0.108534141452096"
"Often","2013","direct migration background","(3a) lower tertiary education","15","","",""
