"pld0043","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2010","Saxony","no migration background","","","",""
"Sometimes","2010","Saxony","direct migration background","","","",""
"Sometimes","2010","Saxony","indirect migration background","","","",""
"Sometimes","2010","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2010","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2010","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2010","Thuringia","no migration background","","","",""
"Sometimes","2010","Thuringia","direct migration background","","","",""
"Sometimes","2010","Thuringia","indirect migration background","","","",""
"Rarely","2010","Schleswig-Holstein","no migration background","","","",""
"Rarely","2010","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2010","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2010","Hamburg","no migration background","","","",""
"Rarely","2010","Hamburg","direct migration background","","","",""
"Rarely","2010","Hamburg","indirect migration background","","","",""
"Rarely","2010","Lower Saxony","no migration background","","","",""
"Rarely","2010","Lower Saxony","direct migration background","","","",""
"Rarely","2010","Lower Saxony","indirect migration background","","","",""
"Rarely","2010","Bremen","no migration background","","","",""
"Rarely","2010","Bremen","direct migration background","","","",""
"Rarely","2010","Bremen","indirect migration background","","","",""
"Rarely","2010","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2010","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2010","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2010","Hesse","no migration background","","","",""
"Rarely","2010","Hesse","direct migration background","","","",""
"Rarely","2010","Hesse","indirect migration background","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2010","Baden-Württemberg","no migration background","","","",""
"Rarely","2010","Baden-Württemberg","direct migration background","","","",""
"Rarely","2010","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2010","Bavaria","no migration background","","","",""
"Rarely","2010","Bavaria","direct migration background","","","",""
"Rarely","2010","Bavaria","indirect migration background","","","",""
"Rarely","2010","Berlin","no migration background","","","",""
"Rarely","2010","Berlin","direct migration background","","","",""
"Rarely","2010","Berlin","indirect migration background","","","",""
"Rarely","2010","Brandenburg","no migration background","","","",""
"Rarely","2010","Brandenburg","direct migration background","","","",""
"Rarely","2010","Brandenburg","indirect migration background","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2010","Saxony","no migration background","","","",""
"Rarely","2010","Saxony","direct migration background","","","",""
"Rarely","2010","Saxony","indirect migration background","","","",""
"Rarely","2010","Saxony-Anhalt","no migration background","","","",""
"Rarely","2010","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2010","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2010","Thuringia","no migration background","","","",""
"Rarely","2010","Thuringia","direct migration background","","","",""
"Rarely","2010","Thuringia","indirect migration background","","","",""
"Never","2010","Schleswig-Holstein","no migration background","","","",""
"Never","2010","Schleswig-Holstein","direct migration background","","","",""
"Never","2010","Schleswig-Holstein","indirect migration background","","","",""
"Never","2010","Hamburg","no migration background","","","",""
"Never","2010","Hamburg","direct migration background","","","",""
"Never","2010","Hamburg","indirect migration background","","","",""
"Never","2010","Lower Saxony","no migration background","","","",""
"Never","2010","Lower Saxony","direct migration background","","","",""
"Never","2010","Lower Saxony","indirect migration background","","","",""
"Never","2010","Bremen","no migration background","","","",""
"Never","2010","Bremen","direct migration background","","","",""
"Never","2010","Bremen","indirect migration background","","","",""
"Never","2010","North Rhine-Westphalia","no migration background","","","",""
"Never","2010","North Rhine-Westphalia","direct migration background","","","",""
"Never","2010","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2010","Hesse","no migration background","","","",""
"Never","2010","Hesse","direct migration background","","","",""
"Never","2010","Hesse","indirect migration background","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2010","Baden-Württemberg","no migration background","","","",""
"Never","2010","Baden-Württemberg","direct migration background","","","",""
"Never","2010","Baden-Württemberg","indirect migration background","","","",""
"Never","2010","Bavaria","no migration background","","","",""
"Never","2010","Bavaria","direct migration background","","","",""
"Never","2010","Bavaria","indirect migration background","","","",""
"Never","2010","Berlin","no migration background","","","",""
"Never","2010","Berlin","direct migration background","","","",""
"Never","2010","Berlin","indirect migration background","","","",""
"Never","2010","Brandenburg","no migration background","","","",""
"Never","2010","Brandenburg","direct migration background","","","",""
"Never","2010","Brandenburg","indirect migration background","","","",""
"Never","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2010","Saxony","no migration background","","","",""
"Never","2010","Saxony","direct migration background","","","",""
"Never","2010","Saxony","indirect migration background","","","",""
"Never","2010","Saxony-Anhalt","no migration background","","","",""
"Never","2010","Saxony-Anhalt","direct migration background","","","",""
"Never","2010","Saxony-Anhalt","indirect migration background","","","",""
"Never","2010","Thuringia","no migration background","","","",""
"Never","2010","Thuringia","direct migration background","","","",""
"Never","2010","Thuringia","indirect migration background","","","",""
"Very often","2011","Schleswig-Holstein","no migration background","","","",""
"Very often","2011","Schleswig-Holstein","direct migration background","","","",""
"Very often","2011","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2011","Hamburg","no migration background","","","",""
"Very often","2011","Hamburg","direct migration background","","","",""
"Very often","2011","Hamburg","indirect migration background","","","",""
"Very often","2011","Lower Saxony","no migration background","","","",""
"Very often","2011","Lower Saxony","direct migration background","","","",""
"Very often","2011","Lower Saxony","indirect migration background","","","",""
"Very often","2011","Bremen","no migration background","","","",""
"Very often","2011","Bremen","direct migration background","","","",""
"Very often","2011","Bremen","indirect migration background","","","",""
"Very often","2011","North Rhine-Westphalia","no migration background","","","",""
"Very often","2011","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2011","Hesse","no migration background","","","",""
"Very often","2011","Hesse","direct migration background","","","",""
"Very often","2011","Hesse","indirect migration background","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2011","Baden-Württemberg","no migration background","","","",""
"Very often","2011","Baden-Württemberg","direct migration background","","","",""
"Very often","2011","Baden-Württemberg","indirect migration background","","","",""
"Very often","2011","Bavaria","no migration background","","","",""
"Very often","2011","Bavaria","direct migration background","","","",""
"Very often","2011","Bavaria","indirect migration background","","","",""
"Very often","2011","Berlin","no migration background","","","",""
"Very often","2011","Berlin","direct migration background","","","",""
"Very often","2011","Berlin","indirect migration background","","","",""
"Very often","2011","Brandenburg","no migration background","","","",""
"Very often","2011","Brandenburg","direct migration background","","","",""
"Very often","2011","Brandenburg","indirect migration background","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2011","Saxony","no migration background","","","",""
"Very often","2011","Saxony","direct migration background","","","",""
"Very often","2011","Saxony","indirect migration background","","","",""
"Very often","2011","Saxony-Anhalt","no migration background","","","",""
"Very often","2011","Saxony-Anhalt","direct migration background","","","",""
"Very often","2011","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2011","Thuringia","no migration background","","","",""
"Very often","2011","Thuringia","direct migration background","","","",""
"Very often","2011","Thuringia","indirect migration background","","","",""
"Often","2011","Schleswig-Holstein","no migration background","","","",""
"Often","2011","Schleswig-Holstein","direct migration background","","","",""
"Often","2011","Schleswig-Holstein","indirect migration background","","","",""
"Often","2011","Hamburg","no migration background","","","",""
"Often","2011","Hamburg","direct migration background","","","",""
"Often","2011","Hamburg","indirect migration background","","","",""
"Often","2011","Lower Saxony","no migration background","","","",""
"Often","2011","Lower Saxony","direct migration background","","","",""
"Often","2011","Lower Saxony","indirect migration background","","","",""
"Often","2011","Bremen","no migration background","","","",""
"Often","2011","Bremen","direct migration background","","","",""
"Often","2011","Bremen","indirect migration background","","","",""
"Often","2011","North Rhine-Westphalia","no migration background","","","",""
"Often","2011","North Rhine-Westphalia","direct migration background","","","",""
"Often","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2011","Hesse","no migration background","","","",""
"Often","2011","Hesse","direct migration background","","","",""
"Often","2011","Hesse","indirect migration background","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2011","Baden-Württemberg","no migration background","","","",""
"Often","2011","Baden-Württemberg","direct migration background","","","",""
"Often","2011","Baden-Württemberg","indirect migration background","","","",""
"Often","2011","Bavaria","no migration background","","","",""
"Often","2011","Bavaria","direct migration background","","","",""
"Often","2011","Bavaria","indirect migration background","","","",""
"Often","2011","Berlin","no migration background","","","",""
"Often","2011","Berlin","direct migration background","","","",""
"Often","2011","Berlin","indirect migration background","","","",""
"Often","2011","Brandenburg","no migration background","","","",""
"Often","2011","Brandenburg","direct migration background","","","",""
"Often","2011","Brandenburg","indirect migration background","","","",""
"Often","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2011","Saxony","no migration background","","","",""
"Often","2011","Saxony","direct migration background","","","",""
"Often","2011","Saxony","indirect migration background","","","",""
"Often","2011","Saxony-Anhalt","no migration background","","","",""
"Often","2011","Saxony-Anhalt","direct migration background","","","",""
"Often","2011","Saxony-Anhalt","indirect migration background","","","",""
"Often","2011","Thuringia","no migration background","","","",""
"Often","2011","Thuringia","direct migration background","","","",""
"Often","2011","Thuringia","indirect migration background","","","",""
"Sometimes","2011","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2011","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2011","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2011","Hamburg","no migration background","","","",""
"Sometimes","2011","Hamburg","direct migration background","","","",""
"Sometimes","2011","Hamburg","indirect migration background","","","",""
"Sometimes","2011","Lower Saxony","no migration background","","","",""
"Sometimes","2011","Lower Saxony","direct migration background","","","",""
"Sometimes","2011","Lower Saxony","indirect migration background","","","",""
"Sometimes","2011","Bremen","no migration background","","","",""
"Sometimes","2011","Bremen","direct migration background","","","",""
"Sometimes","2011","Bremen","indirect migration background","","","",""
"Sometimes","2011","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2011","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2011","Hesse","no migration background","","","",""
"Sometimes","2011","Hesse","direct migration background","","","",""
"Sometimes","2011","Hesse","indirect migration background","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2011","Baden-Württemberg","no migration background","","","",""
"Sometimes","2011","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2011","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2011","Bavaria","no migration background","","","",""
"Sometimes","2011","Bavaria","direct migration background","","","",""
"Sometimes","2011","Bavaria","indirect migration background","","","",""
"Sometimes","2011","Berlin","no migration background","","","",""
"Sometimes","2011","Berlin","direct migration background","","","",""
"Sometimes","2011","Berlin","indirect migration background","","","",""
"Sometimes","2011","Brandenburg","no migration background","","","",""
"Sometimes","2011","Brandenburg","direct migration background","","","",""
"Sometimes","2011","Brandenburg","indirect migration background","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2011","Saxony","no migration background","","","",""
"Sometimes","2011","Saxony","direct migration background","","","",""
"Sometimes","2011","Saxony","indirect migration background","","","",""
"Sometimes","2011","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2011","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2011","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2011","Thuringia","no migration background","","","",""
"Sometimes","2011","Thuringia","direct migration background","","","",""
"Sometimes","2011","Thuringia","indirect migration background","","","",""
"Rarely","2011","Schleswig-Holstein","no migration background","","","",""
"Rarely","2011","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2011","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2011","Hamburg","no migration background","","","",""
"Rarely","2011","Hamburg","direct migration background","","","",""
"Rarely","2011","Hamburg","indirect migration background","","","",""
"Rarely","2011","Lower Saxony","no migration background","","","",""
"Rarely","2011","Lower Saxony","direct migration background","","","",""
"Rarely","2011","Lower Saxony","indirect migration background","","","",""
"Rarely","2011","Bremen","no migration background","","","",""
"Rarely","2011","Bremen","direct migration background","","","",""
"Rarely","2011","Bremen","indirect migration background","","","",""
"Rarely","2011","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2011","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2011","Hesse","no migration background","","","",""
"Rarely","2011","Hesse","direct migration background","","","",""
"Rarely","2011","Hesse","indirect migration background","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2011","Baden-Württemberg","no migration background","","","",""
"Rarely","2011","Baden-Württemberg","direct migration background","","","",""
"Rarely","2011","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2011","Bavaria","no migration background","","","",""
"Rarely","2011","Bavaria","direct migration background","","","",""
"Rarely","2011","Bavaria","indirect migration background","","","",""
"Rarely","2011","Berlin","no migration background","","","",""
"Rarely","2011","Berlin","direct migration background","","","",""
"Rarely","2011","Berlin","indirect migration background","","","",""
"Rarely","2011","Brandenburg","no migration background","","","",""
"Rarely","2011","Brandenburg","direct migration background","","","",""
"Rarely","2011","Brandenburg","indirect migration background","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2011","Saxony","no migration background","","","",""
"Rarely","2011","Saxony","direct migration background","","","",""
"Rarely","2011","Saxony","indirect migration background","","","",""
"Rarely","2011","Saxony-Anhalt","no migration background","","","",""
"Rarely","2011","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2011","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2011","Thuringia","no migration background","","","",""
"Rarely","2011","Thuringia","direct migration background","","","",""
"Rarely","2011","Thuringia","indirect migration background","","","",""
"Never","2011","Schleswig-Holstein","no migration background","","","",""
"Never","2011","Schleswig-Holstein","direct migration background","","","",""
"Never","2011","Schleswig-Holstein","indirect migration background","","","",""
"Never","2011","Hamburg","no migration background","","","",""
"Never","2011","Hamburg","direct migration background","","","",""
"Never","2011","Hamburg","indirect migration background","","","",""
"Never","2011","Lower Saxony","no migration background","","","",""
"Never","2011","Lower Saxony","direct migration background","","","",""
"Never","2011","Lower Saxony","indirect migration background","","","",""
"Never","2011","Bremen","no migration background","","","",""
"Never","2011","Bremen","direct migration background","","","",""
"Never","2011","Bremen","indirect migration background","","","",""
"Never","2011","North Rhine-Westphalia","no migration background","","","",""
"Never","2011","North Rhine-Westphalia","direct migration background","","","",""
"Never","2011","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2011","Hesse","no migration background","","","",""
"Never","2011","Hesse","direct migration background","","","",""
"Never","2011","Hesse","indirect migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2011","Baden-Württemberg","no migration background","","","",""
"Never","2011","Baden-Württemberg","direct migration background","","","",""
"Never","2011","Baden-Württemberg","indirect migration background","","","",""
"Never","2011","Bavaria","no migration background","","","",""
"Never","2011","Bavaria","direct migration background","","","",""
"Never","2011","Bavaria","indirect migration background","","","",""
"Never","2011","Berlin","no migration background","","","",""
"Never","2011","Berlin","direct migration background","","","",""
"Never","2011","Berlin","indirect migration background","","","",""
"Never","2011","Brandenburg","no migration background","","","",""
"Never","2011","Brandenburg","direct migration background","","","",""
"Never","2011","Brandenburg","indirect migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2011","Saxony","no migration background","","","",""
"Never","2011","Saxony","direct migration background","","","",""
"Never","2011","Saxony","indirect migration background","","","",""
"Never","2011","Saxony-Anhalt","no migration background","","","",""
"Never","2011","Saxony-Anhalt","direct migration background","","","",""
"Never","2011","Saxony-Anhalt","indirect migration background","","","",""
"Never","2011","Thuringia","no migration background","","","",""
"Never","2011","Thuringia","direct migration background","","","",""
"Never","2011","Thuringia","indirect migration background","","","",""
"Very often","2012","Schleswig-Holstein","no migration background","","","",""
"Very often","2012","Schleswig-Holstein","direct migration background","","","",""
"Very often","2012","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2012","Hamburg","no migration background","","","",""
"Very often","2012","Hamburg","direct migration background","","","",""
"Very often","2012","Hamburg","indirect migration background","","","",""
"Very often","2012","Lower Saxony","no migration background","","","",""
"Very often","2012","Lower Saxony","direct migration background","","","",""
"Very often","2012","Lower Saxony","indirect migration background","","","",""
"Very often","2012","Bremen","no migration background","","","",""
"Very often","2012","Bremen","direct migration background","","","",""
"Very often","2012","Bremen","indirect migration background","","","",""
"Very often","2012","North Rhine-Westphalia","no migration background","","","",""
"Very often","2012","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2012","Hesse","no migration background","","","",""
"Very often","2012","Hesse","direct migration background","","","",""
"Very often","2012","Hesse","indirect migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2012","Baden-Württemberg","no migration background","","","",""
"Very often","2012","Baden-Württemberg","direct migration background","","","",""
"Very often","2012","Baden-Württemberg","indirect migration background","","","",""
"Very often","2012","Bavaria","no migration background","","","",""
"Very often","2012","Bavaria","direct migration background","","","",""
"Very often","2012","Bavaria","indirect migration background","","","",""
"Very often","2012","Berlin","no migration background","","","",""
"Very often","2012","Berlin","direct migration background","","","",""
"Very often","2012","Berlin","indirect migration background","","","",""
"Very often","2012","Brandenburg","no migration background","","","",""
"Very often","2012","Brandenburg","direct migration background","","","",""
"Very often","2012","Brandenburg","indirect migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2012","Saxony","no migration background","","","",""
"Very often","2012","Saxony","direct migration background","","","",""
"Very often","2012","Saxony","indirect migration background","","","",""
"Very often","2012","Saxony-Anhalt","no migration background","","","",""
"Very often","2012","Saxony-Anhalt","direct migration background","","","",""
"Very often","2012","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2012","Thuringia","no migration background","","","",""
"Very often","2012","Thuringia","direct migration background","","","",""
"Very often","2012","Thuringia","indirect migration background","","","",""
"Often","2012","Schleswig-Holstein","no migration background","","","",""
"Often","2012","Schleswig-Holstein","direct migration background","","","",""
"Often","2012","Schleswig-Holstein","indirect migration background","","","",""
"Often","2012","Hamburg","no migration background","","","",""
"Often","2012","Hamburg","direct migration background","","","",""
"Often","2012","Hamburg","indirect migration background","","","",""
"Often","2012","Lower Saxony","no migration background","","","",""
"Often","2012","Lower Saxony","direct migration background","","","",""
"Often","2012","Lower Saxony","indirect migration background","","","",""
"Often","2012","Bremen","no migration background","","","",""
"Often","2012","Bremen","direct migration background","","","",""
"Often","2012","Bremen","indirect migration background","","","",""
"Often","2012","North Rhine-Westphalia","no migration background","","","",""
"Often","2012","North Rhine-Westphalia","direct migration background","","","",""
"Often","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2012","Hesse","no migration background","","","",""
"Often","2012","Hesse","direct migration background","","","",""
"Often","2012","Hesse","indirect migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2012","Baden-Württemberg","no migration background","","","",""
"Often","2012","Baden-Württemberg","direct migration background","","","",""
"Often","2012","Baden-Württemberg","indirect migration background","","","",""
"Often","2012","Bavaria","no migration background","","","",""
"Often","2012","Bavaria","direct migration background","","","",""
"Often","2012","Bavaria","indirect migration background","","","",""
"Often","2012","Berlin","no migration background","","","",""
"Often","2012","Berlin","direct migration background","","","",""
"Often","2012","Berlin","indirect migration background","","","",""
"Often","2012","Brandenburg","no migration background","","","",""
"Often","2012","Brandenburg","direct migration background","","","",""
"Often","2012","Brandenburg","indirect migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2012","Saxony","no migration background","","","",""
"Often","2012","Saxony","direct migration background","","","",""
"Often","2012","Saxony","indirect migration background","","","",""
"Often","2012","Saxony-Anhalt","no migration background","","","",""
"Often","2012","Saxony-Anhalt","direct migration background","","","",""
"Often","2012","Saxony-Anhalt","indirect migration background","","","",""
"Often","2012","Thuringia","no migration background","","","",""
"Often","2012","Thuringia","direct migration background","","","",""
"Often","2012","Thuringia","indirect migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2012","Hamburg","no migration background","","","",""
"Sometimes","2012","Hamburg","direct migration background","","","",""
"Sometimes","2012","Hamburg","indirect migration background","","","",""
"Sometimes","2012","Lower Saxony","no migration background","","","",""
"Sometimes","2012","Lower Saxony","direct migration background","","","",""
"Sometimes","2012","Lower Saxony","indirect migration background","","","",""
"Sometimes","2012","Bremen","no migration background","","","",""
"Sometimes","2012","Bremen","direct migration background","","","",""
"Sometimes","2012","Bremen","indirect migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2012","Hesse","no migration background","","","",""
"Sometimes","2012","Hesse","direct migration background","","","",""
"Sometimes","2012","Hesse","indirect migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2012","Baden-Württemberg","no migration background","","","",""
"Sometimes","2012","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2012","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2012","Bavaria","no migration background","","","",""
"Sometimes","2012","Bavaria","direct migration background","","","",""
"Sometimes","2012","Bavaria","indirect migration background","","","",""
"Sometimes","2012","Berlin","no migration background","","","",""
"Sometimes","2012","Berlin","direct migration background","","","",""
"Sometimes","2012","Berlin","indirect migration background","","","",""
"Sometimes","2012","Brandenburg","no migration background","","","",""
"Sometimes","2012","Brandenburg","direct migration background","","","",""
"Sometimes","2012","Brandenburg","indirect migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2012","Saxony","no migration background","","","",""
"Sometimes","2012","Saxony","direct migration background","","","",""
"Sometimes","2012","Saxony","indirect migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2012","Thuringia","no migration background","","","",""
"Sometimes","2012","Thuringia","direct migration background","","","",""
"Sometimes","2012","Thuringia","indirect migration background","","","",""
"Rarely","2012","Schleswig-Holstein","no migration background","","","",""
"Rarely","2012","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2012","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2012","Hamburg","no migration background","","","",""
"Rarely","2012","Hamburg","direct migration background","","","",""
"Rarely","2012","Hamburg","indirect migration background","","","",""
"Rarely","2012","Lower Saxony","no migration background","","","",""
"Rarely","2012","Lower Saxony","direct migration background","","","",""
"Rarely","2012","Lower Saxony","indirect migration background","","","",""
"Rarely","2012","Bremen","no migration background","","","",""
"Rarely","2012","Bremen","direct migration background","","","",""
"Rarely","2012","Bremen","indirect migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2012","Hesse","no migration background","","","",""
"Rarely","2012","Hesse","direct migration background","","","",""
"Rarely","2012","Hesse","indirect migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2012","Baden-Württemberg","no migration background","","","",""
"Rarely","2012","Baden-Württemberg","direct migration background","","","",""
"Rarely","2012","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2012","Bavaria","no migration background","","","",""
"Rarely","2012","Bavaria","direct migration background","","","",""
"Rarely","2012","Bavaria","indirect migration background","","","",""
"Rarely","2012","Berlin","no migration background","","","",""
"Rarely","2012","Berlin","direct migration background","","","",""
"Rarely","2012","Berlin","indirect migration background","","","",""
"Rarely","2012","Brandenburg","no migration background","","","",""
"Rarely","2012","Brandenburg","direct migration background","","","",""
"Rarely","2012","Brandenburg","indirect migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
