"m11126","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","2006","inadequately","Urban Area","37","0.156702183176138","0.102688787826643","0.210715578525632"
"Good","2006","inadequately","Rural Area","22","","",""
"Good","2006","general elemantary","Urban Area","551","0.306710200704508","0.284659877204469","0.328760524204547"
"Good","2006","general elemantary","Rural Area","279","0.326220712277693","0.295121057854698","0.357320366700688"
"Good","2006","middle vocational","Urban Area","2717","0.357873781113515","0.346697284577486","0.369050277649544"
"Good","2006","middle vocational","Rural Area","1610","0.380680237616097","0.36574831376088","0.395612161471314"
"Good","2006","vocational + Abi","Urban Area","440","0.437194727304368","0.405228324973965","0.469161129634772"
"Good","2006","vocational + Abi","Rural Area","131","0.389826942667398","0.334077970436238","0.445575914898557"
"Good","2006","higher vocational","Urban Area","427","0.398052331600676","0.368359795302486","0.427744867898866"
"Good","2006","higher vocational","Rural Area","240","0.34863441112062","0.310848924727185","0.386419897514055"
"Good","2006","higher education","Urban Area","1524","0.43898803643701","0.421978729490727","0.455997343383293"
"Good","2006","higher education","Rural Area","543","0.378108659991698","0.35191954815209","0.404297771831305"
"Satisfactory","2006","in school","Urban Area","56","0.128475839658166","0.0968850920456669","0.160066587270665"
"Satisfactory","2006","in school","Rural Area","15","","",""
"Satisfactory","2006","inadequately","Urban Area","68","0.447065960416979","0.373191226064585","0.520940694769372"
"Satisfactory","2006","inadequately","Rural Area","20","","",""
"Satisfactory","2006","general elemantary","Urban Area","539","0.339712470340352","0.317065206352514","0.36235973432819"
"Satisfactory","2006","general elemantary","Rural Area","280","0.298681482508492","0.268321412313211","0.329041552703773"
"Satisfactory","2006","middle vocational","Urban Area","2465","0.359569280129467","0.34838113957849","0.370757420680444"
"Satisfactory","2006","middle vocational","Rural Area","1423","0.347162498289835","0.33252229588269","0.36180270069698"
"Satisfactory","2006","vocational + Abi","Urban Area","274","0.285488588778801","0.256383013601199","0.314594163956402"
"Satisfactory","2006","vocational + Abi","Rural Area","96","0.382744675162179","0.327184778785484","0.438304571538874"
"Satisfactory","2006","higher vocational","Urban Area","376","0.357576147419419","0.328502940390096","0.386649354448742"
"Satisfactory","2006","higher vocational","Rural Area","235","0.399723021297748","0.360882691350002","0.438563351245495"
"Satisfactory","2006","higher education","Urban Area","974","0.305870679738721","0.290077727078287","0.321663632399155"
"Satisfactory","2006","higher education","Rural Area","455","0.348774419561152","0.323035326411099","0.374513512711206"
"Poor","2006","in school","Urban Area","12","","",""
"Poor","2006","in school","Rural Area","3","","",""
"Poor","2006","inadequately","Urban Area","40","0.235670319084402","0.172608531964339","0.298732106204464"
"Poor","2006","inadequately","Rural Area","12","","",""
"Poor","2006","general elemantary","Urban Area","320","0.191953114003853","0.173120556091795","0.21078567191591"
"Poor","2006","general elemantary","Rural Area","145","0.163490213698368","0.138958812060103","0.188021615336634"
"Poor","2006","middle vocational","Urban Area","1009","0.148797930077214","0.14050046705225","0.157095393102178"
"Poor","2006","middle vocational","Rural Area","559","0.148101080500144","0.137177845459148","0.15902431554114"
"Poor","2006","vocational + Abi","Urban Area","104","0.14563174126381","0.122900256778298","0.168363225749323"
"Poor","2006","vocational + Abi","Rural Area","24","","",""
"Poor","2006","higher vocational","Urban Area","144","0.137098015786079","0.116234179792705","0.157961851779453"
"Poor","2006","higher vocational","Rural Area","79","0.141930458566197","0.114259351675266","0.169601565457129"
"Poor","2006","higher education","Urban Area","333","0.115190295513045","0.10424803375765","0.126132557268441"
"Poor","2006","higher education","Rural Area","166","0.145931620056989","0.126864889597966","0.164998350516013"
"Bad ","2006","in school","Urban Area","1","","",""
"Bad ","2006","in school","Rural Area","","","",""
"Bad ","2006","inadequately","Urban Area","17","","",""
"Bad ","2006","inadequately","Rural Area","7","","",""
"Bad ","2006","general elemantary","Urban Area","123","0.0770899511603862","0.0643351990414161","0.0898447032793563"
"Bad ","2006","general elemantary","Rural Area","76","0.106522421053548","0.0860578185819252","0.126987023525172"
"Bad ","2006","middle vocational","Urban Area","309","0.0514659069144373","0.0463146070310999","0.0566172067977747"
"Bad ","2006","middle vocational","Rural Area","172","0.0455960260560143","0.0391808622891751","0.0520111898228535"
"Bad ","2006","vocational + Abi","Urban Area","21","","",""
"Bad ","2006","vocational + Abi","Rural Area","6","","",""
"Bad ","2006","higher vocational","Urban Area","36","0.046757690572998","0.0339513212269575","0.0595640599190384"
"Bad ","2006","higher vocational","Rural Area","25","","",""
"Bad ","2006","higher education","Urban Area","74","0.0303490537744757","0.0244693627446249","0.0362287448043264"
"Bad ","2006","higher education","Rural Area","41","0.0381425467411355","0.0277979061968505","0.0484871872854205"
"Very good","2007","in school","Urban Area","155","0.387270493156228","0.340572141434183","0.433968844878273"
"Very good","2007","in school","Rural Area","75","0.352033612871137","0.287127630308149","0.416939595434125"
"Very good","2007","inadequately","Urban Area","3","","",""
"Very good","2007","inadequately","Rural Area","4","","",""
"Very good","2007","general elemantary","Urban Area","124","0.0840274547432337","0.0699878689816121","0.0980670405048552"
"Very good","2007","general elemantary","Rural Area","80","0.0979806816504001","0.0770097565791272","0.118951606721673"
"Very good","2007","middle vocational","Urban Area","480","0.0703307664368746","0.0641406524342242","0.0765208804395251"
"Very good","2007","middle vocational","Rural Area","264","0.0700431769313304","0.061932779291435","0.0781535745712258"
"Very good","2007","vocational + Abi","Urban Area","92","0.120846390356486","0.0993596180511272","0.142333162661845"
"Very good","2007","vocational + Abi","Rural Area","29","","",""
"Very good","2007","higher vocational","Urban Area","47","0.0613805212933073","0.0461493265402273","0.0766117160463873"
"Very good","2007","higher vocational","Rural Area","41","0.074476203718005","0.0531095429667367","0.0958428644692733"
"Very good","2007","higher education","Urban Area","323","0.0948813507319745","0.0846231190251991","0.10513958243875"
"Very good","2007","higher education","Rural Area","89","0.0821669152565625","0.067009648519443","0.097324181993682"
"Good","2007","in school","Urban Area","205","0.471550600136861","0.423695767070698","0.519405433203024"
"Good","2007","in school","Rural Area","91","0.434698789706497","0.367331264010494","0.5020663154025"
"Good","2007","inadequately","Urban Area","32","0.189439523491921","0.127348276260127","0.251530770723714"
"Good","2007","inadequately","Rural Area","27","","",""
"Good","2007","general elemantary","Urban Area","490","0.296613472848071","0.273498418381606","0.319728527314536"
"Good","2007","general elemantary","Rural Area","221","0.273572481364992","0.242126019441974","0.30501894328801"
"Good","2007","middle vocational","Urban Area","2587","0.360112021391033","0.34849131500243","0.371732727779637"
"Good","2007","middle vocational","Rural Area","1491","0.386734051628321","0.371258060610966","0.402210042645676"
"Good","2007","vocational + Abi","Urban Area","426","0.457414704995752","0.424574109060792","0.490255300930713"
"Good","2007","vocational + Abi","Rural Area","137","0.473841621023902","0.416274565328255","0.53140867671955"
"Good","2007","higher vocational","Urban Area","358","0.34578888900424","0.315607558669766","0.375970219338714"
"Good","2007","higher vocational","Rural Area","219","0.355795501706677","0.316833057150744","0.394757946262609"
"Good","2007","higher education","Urban Area","1460","0.462686862463144","0.445233197612555","0.480140527313733"
"Good","2007","higher education","Rural Area","558","0.421359835231289","0.394106390492017","0.448613279970561"
"Satisfactory","2007","in school","Urban Area","46","0.115201690695163","0.0845953422272314","0.145808039163094"
"Satisfactory","2007","in school","Rural Area","34","0.176253774706633","0.124471353183444","0.228036196229822"
"Satisfactory","2007","inadequately","Urban Area","62","0.408768192916627","0.330871356858653","0.4866650289746"
"Satisfactory","2007","inadequately","Rural Area","17","","",""
"Satisfactory","2007","general elemantary","Urban Area","478","0.318505903050243","0.294928701637163","0.342083104463324"
"Satisfactory","2007","general elemantary","Rural Area","274","0.346924624954333","0.313347874820085","0.380501375088582"
"Satisfactory","2007","middle vocational","Urban Area","2269","0.372488382269802","0.360784525607895","0.384192238931709"
"Satisfactory","2007","middle vocational","Rural Area","1353","0.351555271110631","0.336382632069449","0.366727910151814"
"Satisfactory","2007","vocational + Abi","Urban Area","246","0.263858043653716","0.234805249096109","0.292910838211322"
"Satisfactory","2007","vocational + Abi","Rural Area","90","0.326159338360085","0.272109713324428","0.380208963395742"
"Satisfactory","2007","higher vocational","Urban Area","369","0.395227683867157","0.364203988038174","0.42625137969614"
"Satisfactory","2007","higher vocational","Rural Area","217","0.388220161862645","0.348558517360036","0.427881806365255"
"Satisfactory","2007","higher education","Urban Area","950","0.296069068673294","0.280088550340918","0.31204958700567"
"Satisfactory","2007","higher education","Rural Area","431","0.328709713442465","0.302782729533154","0.354636697351776"
"Poor","2007","in school","Urban Area","12","","",""
"Poor","2007","in school","Rural Area","7","","",""
"Poor","2007","inadequately","Urban Area","39","0.264565993558874","0.194671777232104","0.334460209885644"
"Poor","2007","inadequately","Rural Area","12","","",""
"Poor","2007","general elemantary","Urban Area","302","0.225612997760996","0.204460407982929","0.246765587539063"
"Poor","2007","general elemantary","Rural Area","140","0.204723530567445","0.176260418120379","0.233186643014511"
"Poor","2007","middle vocational","Urban Area","946","0.151174721239517","0.142502896668385","0.159846545810649"
"Poor","2007","middle vocational","Rural Area","550","0.15578021817465","0.1442559925366","0.167304443812701"
"Poor","2007","vocational + Abi","Urban Area","102","0.140544517022676","0.117633698488474","0.163455335556879"
"Poor","2007","vocational + Abi","Rural Area","29","","",""
"Poor","2007","higher vocational","Urban Area","145","0.148890523587423","0.126301360273121","0.171479686901726"
"Poor","2007","higher vocational","Rural Area","86","0.162236172178894","0.132232891683282","0.192239452674505"
"Poor","2007","higher education","Urban Area","327","0.114326089967698","0.103187276801609","0.125464903133787"
"Poor","2007","higher education","Rural Area","156","0.135878209482753","0.116965535604104","0.154790883361403"
"Bad ","2007","in school","Urban Area","","","",""
"Bad ","2007","in school","Rural Area","1","","",""
"Bad ","2007","inadequately","Urban Area","17","","",""
"Bad ","2007","inadequately","Rural Area","6","","",""
"Bad ","2007","general elemantary","Urban Area","106","0.0752401715974557","0.0618913838370783","0.0885889593578331"
"Bad ","2007","general elemantary","Rural Area","57","0.0767986814628298","0.0580156999610546","0.0955816629646051"
"Bad ","2007","middle vocational","Urban Area","273","0.0458941086627735","0.0408284199181968","0.0509597974073503"
"Bad ","2007","middle vocational","Rural Area","146","0.035887282155067","0.0299762676183058","0.0417982966918281"
"Bad ","2007","vocational + Abi","Urban Area","18","","",""
"Bad ","2007","vocational + Abi","Rural Area","4","","",""
"Bad ","2007","higher vocational","Urban Area","35","0.0487123822478722","0.0350524196535959","0.0623723448421485"
"Bad ","2007","higher vocational","Rural Area","17","","",""
"Bad ","2007","higher education","Urban Area","75","0.0320366281638898","0.0258723506741653","0.0382009056536143"
"Bad ","2007","higher education","Rural Area","27","","",""
"Very good","2008","in school","Urban Area","131","0.344570998861265","0.296148252557486","0.392993745165044"
"Very good","2008","in school","Rural Area","54","0.301181561786954","0.234530240204148","0.36783288336976"
"Very good","2008","inadequately","Urban Area","12","","",""
"Very good","2008","inadequately","Rural Area","1","","",""
"Very good","2008","general elemantary","Urban Area","129","0.0951907819587742","0.0797291261442345","0.110652437773314"
"Very good","2008","general elemantary","Rural Area","70","0.11971756903546","0.0957203790214537","0.143714759049465"
"Very good","2008","middle vocational","Urban Area","466","0.0745747371448447","0.0680245224568944","0.081124951832795"
"Very good","2008","middle vocational","Rural Area","245","0.0729630314055036","0.0644567381724594","0.0814693246385478"
"Very good","2008","vocational + Abi","Urban Area","82","0.105682296616411","0.084704099978247","0.126660493254574"
"Very good","2008","vocational + Abi","Rural Area","37","0.111910579908955","0.0745141030733148","0.149307056744596"
"Very good","2008","higher vocational","Urban Area","41","0.0552308406412077","0.0402149571050713","0.0702467241773441"
"Very good","2008","higher vocational","Rural Area","23","","",""
"Very good","2008","higher education","Urban Area","325","0.107115938038974","0.0960475483464574","0.11818432773149"
"Very good","2008","higher education","Rural Area","92","0.0879494342889984","0.0719648840547168","0.10393398452328"
"Good","2008","in school","Urban Area","173","0.496582642838251","0.445636994976234","0.547528290700269"
"Good","2008","in school","Rural Area","97","0.527105450378103","0.454571170324771","0.599639730431436"
"Good","2008","inadequately","Urban Area","28","","",""
"Good","2008","inadequately","Rural Area","15","","",""
"Good","2008","general elemantary","Urban Area","445","0.290089196060603","0.266180950048672","0.313997442072533"
"Good","2008","general elemantary","Rural Area","212","0.264097892232057","0.231509501150442","0.296686283313671"
"Good","2008","middle vocational","Urban Area","2373","0.360091461413815","0.34812255812784","0.37206036469979"
"Good","2008","middle vocational","Rural Area","1396","0.386246771261172","0.370322127919154","0.40217141460319"
"Good","2008","vocational + Abi","Urban Area","392","0.449800133065569","0.415853934517153","0.483746331613985"
"Good","2008","vocational + Abi","Rural Area","120","0.418320753456319","0.359806285902473","0.476835221010164"
"Good","2008","higher vocational","Urban Area","357","0.396509023942939","0.364353237284559","0.428664810601319"
"Good","2008","higher vocational","Rural Area","194","0.394767413252175","0.353231470291542","0.436303356212808"
"Good","2008","higher education","Urban Area","1371","0.439312216525468","0.421549595698732","0.457074837352203"
"Good","2008","higher education","Rural Area","529","0.406153030576284","0.378435370878868","0.433870690273701"
"Satisfactory","2008","in school","Urban Area","45","0.120083883364119","0.0869623657951354","0.153205400933103"
"Satisfactory","2008","in school","Rural Area","24","","",""
"Satisfactory","2008","inadequately","Urban Area","46","0.394681051371208","0.312533634876188","0.476828467866229"
"Satisfactory","2008","inadequately","Rural Area","19","","",""
"Satisfactory","2008","general elemantary","Urban Area","429","0.330796385113978","0.306008494979332","0.355584275248625"
"Satisfactory","2008","general elemantary","Rural Area","245","0.365402481049716","0.329806139980237","0.400998822119194"
"Satisfactory","2008","middle vocational","Urban Area","2106","0.357749983127928","0.345798250566646","0.36970171568921"
"Satisfactory","2008","middle vocational","Rural Area","1271","0.354599474047979","0.338952725995772","0.370246222100185"
"Satisfactory","2008","vocational + Abi","Urban Area","228","0.27158693624534","0.241236536348492","0.301937336142187"
"Satisfactory","2008","vocational + Abi","Rural Area","80","0.29907004665487","0.24475870436005","0.35338138894969"
"Satisfactory","2008","higher vocational","Urban Area","331","0.358531546426866","0.327007021583012","0.390056071270721"
"Satisfactory","2008","higher vocational","Rural Area","226","0.410532883218292","0.36873098137698","0.452334785059603"
"Satisfactory","2008","higher education","Urban Area","934","0.320579053303901","0.303875960456228","0.337282146151574"
"Satisfactory","2008","higher education","Rural Area","410","0.347552551406305","0.320676996115573","0.374428106697036"
"Poor","2008","in school","Urban Area","19","","",""
"Poor","2008","in school","Rural Area","6","","",""
"Poor","2008","inadequately","Urban Area","40","0.283416277734341","0.207676417198206","0.359156138270476"
"Poor","2008","inadequately","Rural Area","12","","",""
"Poor","2008","general elemantary","Urban Area","280","0.201447719815052","0.180317067654379","0.222578371975726"
"Poor","2008","general elemantary","Rural Area","125","0.183289895693022","0.154689393765467","0.211890397620577"
"Poor","2008","middle vocational","Urban Area","977","0.161457326529411","0.152282867695938","0.170631785362885"
"Poor","2008","middle vocational","Rural Area","518","0.141782959826158","0.130373870660503","0.153192048991814"
"Poor","2008","vocational + Abi","Urban Area","106","0.152382277716001","0.127858444073523","0.176906111358478"
"Poor","2008","vocational + Abi","Rural Area","32","0.15107451958551","0.108593281742962","0.193555757428059"
"Poor","2008","higher vocational","Urban Area","127","0.146486886711689","0.123243378178338","0.169730395245041"
"Poor","2008","higher vocational","Rural Area","69","0.119339876790416","0.0917919301383257","0.146887823442507"
"Poor","2008","higher education","Urban Area","313","0.111550044708709","0.100282968874178","0.12281712054324"
"Poor","2008","higher education","Rural Area","150","0.127979320744252","0.109125137246843","0.14683350424166"
"Bad ","2008","in school","Urban Area","2","","",""
"Bad ","2008","in school","Rural Area","1","","",""
"Bad ","2008","inadequately","Urban Area","10","","",""
"Bad ","2008","inadequately","Rural Area","4","","",""
"Bad ","2008","general elemantary","Urban Area","101","0.0824759170515927","0.0679831150590554","0.09696871904413"
"Bad ","2008","general elemantary","Rural Area","51","0.067492161989746","0.0489473111715664","0.0860370128079256"
"Bad ","2008","middle vocational","Urban Area","257","0.046126491784001","0.0408963965181858","0.0513565870498161"
"Bad ","2008","middle vocational","Rural Area","161","0.0444077634591873","0.0376701491664164","0.0511453777519582"
"Bad ","2008","vocational + Abi","Urban Area","17","","",""
"Bad ","2008","vocational + Abi","Rural Area","4","","",""
"Bad ","2008","higher vocational","Urban Area","33","0.043241702277298","0.029871138485014","0.056612266069582"
"Bad ","2008","higher vocational","Rural Area","20","","",""
"Bad ","2008","higher education","Urban Area","56","0.0214427474229485","0.0162584107961666","0.0266270840497304"
"Bad ","2008","higher education","Rural Area","25","","",""
"Very good","2009","in school","Urban Area","124","0.327927222039428","0.279633390158579","0.376221053920277"
"Very good","2009","in school","Rural Area","46","0.278693609224016","0.205207802317078","0.352179416130955"
"Very good","2009","inadequately","Urban Area","6","","",""
"Very good","2009","inadequately","Rural Area","1","","",""
"Very good","2009","general elemantary","Urban Area","101","0.0811216601216709","0.0658947412358541","0.0963485790074877"
"Very good","2009","general elemantary","Rural Area","49","0.0845756053159765","0.0626024951521223","0.106548715479831"
"Very good","2009","middle vocational","Urban Area","402","0.072952748217941","0.0661836888134455","0.0797218076224366"
"Very good","2009","middle vocational","Rural Area","221","0.0729046736742189","0.0642004324189851","0.0816089149294526"
"Very good","2009","vocational + Abi","Urban Area","65","0.0947390774827669","0.0737240414107983","0.115754113554736"
"Very good","2009","vocational + Abi","Rural Area","28","","",""
"Very good","2009","higher vocational","Urban Area","44","0.0449018999112653","0.0307017342136963","0.0591020656088344"
"Very good","2009","higher vocational","Rural Area","22","","",""
"Very good","2009","higher education","Urban Area","306","0.106632595171776","0.0952852022008803","0.117979988142672"
"Very good","2009","higher education","Rural Area","86","0.0889146082814762","0.0727773318042374","0.105051884758715"
"Good","2009","in school","Urban Area","175","0.501477669078239","0.450042178513825","0.552913159642654"
"Good","2009","in school","Rural Area","75","0.559392026347472","0.478022013564498","0.640762039130447"
"Good","2009","inadequately","Urban Area","27","","",""
"Good","2009","inadequately","Rural Area","13","","",""
"Good","2009","general elemantary","Urban Area","373","0.260363025995439","0.235888540320805","0.284837511670074"
"Good","2009","general elemantary","Rural Area","187","0.314151298512393","0.277495614767795","0.35080698225699"
"Good","2009","middle vocational","Urban Area","2114","0.344509241349806","0.332140079100869","0.356878403598742"
"Good","2009","middle vocational","Rural Area","1281","0.364438880302738","0.348325670889969","0.380552089715507"
"Good","2009","vocational + Abi","Urban Area","340","0.412986816953783","0.377654615421809","0.448319018485756"
"Good","2009","vocational + Abi","Rural Area","115","0.466011616023114","0.40502341749045","0.526999814555779"
"Good","2009","higher vocational","Urban Area","309","0.389436274150973","0.355999777842545","0.422872770459401"
"Good","2009","higher vocational","Rural Area","177","0.381930424023102","0.339886792702271","0.423974055343934"
"Good","2009","higher education","Urban Area","1313","0.456948359365947","0.438634065416301","0.475262653315594"
"Good","2009","higher education","Rural Area","496","0.400080000060244","0.372303071013748","0.42785692910674"
"Satisfactory","2009","in school","Urban Area","55","0.160908638204885","0.123108874648298","0.198708401761472"
"Satisfactory","2009","in school","Rural Area","16","","",""
"Satisfactory","2009","inadequately","Urban Area","42","0.395776808569562","0.31004994183454","0.481503675304585"
"Satisfactory","2009","inadequately","Rural Area","16","","",""
"Satisfactory","2009","general elemantary","Urban Area","424","0.38247416530445","0.355369551064406","0.409578779544493"
"Satisfactory","2009","general elemantary","Rural Area","228","0.373329211053487","0.33513272185608","0.411525700250894"
"Satisfactory","2009","middle vocational","Urban Area","2029","0.378820499141232","0.366194031930295","0.39144696635217"
"Satisfactory","2009","middle vocational","Rural Area","1275","0.375477331950997","0.359264570092014","0.39169009380998"
"Satisfactory","2009","vocational + Abi","Urban Area","237","0.344608230207415","0.310505276802636","0.378711183612193"
"Satisfactory","2009","vocational + Abi","Rural Area","86","0.34682218004636","0.288631869393834","0.405012490698885"
"Satisfactory","2009","higher vocational","Urban Area","309","0.372113896853457","0.338969093787484","0.40525869991943"
"Satisfactory","2009","higher vocational","Rural Area","222","0.397589994076626","0.355240013061708","0.439939975091544"
"Satisfactory","2009","higher education","Urban Area","872","0.296636817499035","0.279843426624853","0.313430208373217"
"Satisfactory","2009","higher education","Rural Area","435","0.359886775244584","0.332673834108034","0.387099716381134"
"Poor","2009","in school","Urban Area","9","","",""
"Poor","2009","in school","Rural Area","6","","",""
"Poor","2009","inadequately","Urban Area","34","0.294532314194915","0.214622867758119","0.374441760631712"
"Poor","2009","inadequately","Rural Area","7","","",""
"Poor","2009","general elemantary","Urban Area","249","0.198912144541942","0.176649059974611","0.221175229109273"
"Poor","2009","general elemantary","Rural Area","113","0.167800370409335","0.138290455882522","0.197310284936147"
"Poor","2009","middle vocational","Urban Area","886","0.160620904625441","0.151063572688061","0.170178236562821"
"Poor","2009","middle vocational","Rural Area","508","0.143981769451164","0.132227752870752","0.155735786031575"
"Poor","2009","vocational + Abi","Urban Area","83","0.117175522132513","0.0940956016022175","0.140255442662808"
"Poor","2009","vocational + Abi","Rural Area","26","","",""
"Poor","2009","higher vocational","Urban Area","127","0.162532910991208","0.137234596092032","0.187831225890383"
"Poor","2009","higher vocational","Rural Area","72","0.155453642250893","0.124099017605922","0.186808266895864"
"Poor","2009","higher education","Urban Area","281","0.111807440677625","0.100221668808274","0.123393212546976"
"Poor","2009","higher education","Rural Area","156","0.131107607443493","0.111971170360755","0.150244044526232"
"Bad ","2009","in school","Urban Area","","","",""
"Bad ","2009","in school","Rural Area","","","",""
"Bad ","2009","inadequately","Urban Area","16","","",""
"Bad ","2009","inadequately","Rural Area","6","","",""
"Bad ","2009","general elemantary","Urban Area","88","0.0771290040364977","0.0622493109810003","0.092008697091995"
"Bad ","2009","general elemantary","Rural Area","39","0.0601435147088091","0.0413683866328535","0.0789186427847647"
"Bad ","2009","middle vocational","Urban Area","239","0.04309660666558","0.0378107893785665","0.0483824239525935"
"Bad ","2009","middle vocational","Rural Area","142","0.0431973446208827","0.0363907364559664","0.050003952785799"
"Bad ","2009","vocational + Abi","Urban Area","21","","",""
"Bad ","2009","vocational + Abi","Rural Area","2","","",""
"Bad ","2009","higher vocational","Urban Area","28","","",""
"Bad ","2009","higher vocational","Rural Area","20","","",""
"Bad ","2009","higher education","Urban Area","70","0.027974787285617","0.0219121970505075","0.0340373775207264"
"Bad ","2009","higher education","Rural Area","22","","",""
"Very good","2010","in school","Urban Area","185","0.356633619477005","0.313915232294351","0.399352006659659"
"Very good","2010","in school","Rural Area","78","0.307406000674244","0.247115017695987","0.367696983652501"
"Very good","2010","inadequately","Urban Area","35","0.118071335857739","0.0783085505836436","0.157834121131835"
"Very good","2010","inadequately","Rural Area","5","","",""
"Very good","2010","general elemantary","Urban Area","214","0.092702530244566","0.0789526883760516","0.10645237211308"
"Very good","2010","general elemantary","Rural Area","81","0.0978442721613118","0.077546113992819","0.118142430329805"
"Very good","2010","middle vocational","Urban Area","709","0.0822132616669983","0.0758670556296784","0.0885594677043181"
"Very good","2010","middle vocational","Rural Area","436","0.0761151374904481","0.0684477082460397","0.0837825667348566"
"Very good","2010","vocational + Abi","Urban Area","178","0.101136290237765","0.0845014418644896","0.117771138611041"
"Very good","2010","vocational + Abi","Rural Area","66","0.135443710756182","0.103896938345095","0.16699048316727"
"Very good","2010","higher vocational","Urban Area","76","0.0516219240282944","0.0378529969001662","0.0653908511564225"
"Very good","2010","higher vocational","Rural Area","48","0.0465926505495652","0.030055763789982","0.0631295373091484"
"Very good","2010","higher education","Urban Area","624","0.128221945853528","0.117766405100494","0.138677486606563"
"Very good","2010","higher education","Rural Area","188","0.0998491770530031","0.0844552933419961","0.11524306076401"
"Good","2010","in school","Urban Area","208","0.468878257714412","0.424373994748404","0.513382520680421"
"Good","2010","in school","Rural Area","105","0.520852789799689","0.455577499607842","0.586128079991535"
"Good","2010","inadequately","Urban Area","74","0.263776788913598","0.209475408298827","0.318078169528368"
"Good","2010","inadequately","Rural Area","30","0.156800966291742","0.0820930175214183","0.231508915062067"
"Good","2010","general elemantary","Urban Area","582","0.293522791018232","0.271933068935342","0.315112513101122"
"Good","2010","general elemantary","Rural Area","271","0.272798236753553","0.242368624776413","0.303227848730692"
"Good","2010","middle vocational","Urban Area","2765","0.346200009044128","0.335208474421634","0.357191543666622"
"Good","2010","middle vocational","Rural Area","1890","0.370201207695288","0.35623993015925","0.384162485231325"
"Good","2010","vocational + Abi","Urban Area","577","0.421933193210844","0.394685529163177","0.449180857258511"
"Good","2010","vocational + Abi","Rural Area","218","0.417290862232454","0.371831407185647","0.462750317279262"
"Good","2010","higher vocational","Urban Area","378","0.354705966126081","0.324934150107088","0.384477782145074"
"Good","2010","higher vocational","Rural Area","264","0.388614159438475","0.350369324173893","0.426858994703057"
"Good","2010","higher education","Urban Area","1825","0.449228833215875","0.433673412510967","0.464784253920783"
"Good","2010","higher education","Rural Area","609","0.408921149804343","0.383676996339232","0.434165303269453"
"Satisfactory","2010","in school","Urban Area","67","0.14040426323136","0.109422095589056","0.171386430873663"
"Satisfactory","2010","in school","Rural Area","31","0.145458395184038","0.0993910872520321","0.191525703116045"
"Satisfactory","2010","inadequately","Urban Area","77","0.246091639527876","0.193015962829823","0.299167316225929"
"Satisfactory","2010","inadequately","Rural Area","31","0.308397484026092","0.213509528295257","0.403285439756927"
"Satisfactory","2010","general elemantary","Urban Area","503","0.307928921607232","0.286042354383792","0.329815488830671"
"Satisfactory","2010","general elemantary","Rural Area","293","0.39292533872428","0.359557794508332","0.426292882940228"
"Satisfactory","2010","middle vocational","Urban Area","2361","0.357994931101099","0.346919006085047","0.369070856117152"
"Satisfactory","2010","middle vocational","Rural Area","1505","0.356646070025617","0.342796093616491","0.370496046434742"
"Satisfactory","2010","vocational + Abi","Urban Area","359","0.334967381441549","0.308927371467369","0.36100739141573"
"Satisfactory","2010","vocational + Abi","Rural Area","116","0.312384333330328","0.269657925882034","0.355110740778622"
"Satisfactory","2010","higher vocational","Urban Area","363","0.413621503978671","0.382974866767277","0.444268141190066"
"Satisfactory","2010","higher vocational","Rural Area","216","0.375817423822953","0.337815982190034","0.413818865455872"
"Satisfactory","2010","higher education","Urban Area","1020","0.276174050791901","0.26219200047315","0.290156101110652"
"Satisfactory","2010","higher education","Rural Area","473","0.335232649501509","0.310993001408458","0.359472297594561"
"Poor","2010","in school","Urban Area","22","","",""
"Poor","2010","in school","Rural Area","9","","",""
"Poor","2010","inadequately","Urban Area","48","0.287106221834869","0.231359216224553","0.342853227445185"
"Poor","2010","inadequately","Rural Area","18","","",""
"Poor","2010","general elemantary","Urban Area","295","0.205315087577691","0.186164373340771","0.22446580181461"
"Poor","2010","general elemantary","Rural Area","134","0.170735588221615","0.14502827347158","0.196442902971649"
"Poor","2010","middle vocational","Urban Area","1087","0.170741410474898","0.162048068553209","0.179434752396588"
"Poor","2010","middle vocational","Rural Area","586","0.152406542771018","0.142014499731203","0.162798585810834"
"Poor","2010","vocational + Abi","Urban Area","120","0.108863393303191","0.0916791074121181","0.126047679194264"
"Poor","2010","vocational + Abi","Rural Area","40","0.0958218809402638","0.068686356722918","0.122957405157609"
"Poor","2010","higher vocational","Urban Area","142","0.139922185259202","0.118334582530892","0.161509787987512"
"Poor","2010","higher vocational","Rural Area","78","0.153994899965536","0.125674756065398","0.182315043865675"
"Poor","2010","higher education","Urban Area","387","0.11722925131889","0.107169104609715","0.127289398028066"
"Poor","2010","higher education","Rural Area","159","0.13244145978235","0.115036232881861","0.149846686682839"
"Bad ","2010","in school","Urban Area","1","","",""
"Bad ","2010","in school","Rural Area","2","","",""
"Bad ","2010","inadequately","Urban Area","19","","",""
"Bad ","2010","inadequately","Rural Area","7","","",""
"Bad ","2010","general elemantary","Urban Area","115","0.10053066955228","0.0862739526120541","0.114787386492507"
"Bad ","2010","general elemantary","Rural Area","44","0.0656965641392405","0.0487702079812725","0.0826229202972084"
"Bad ","2010","middle vocational","Urban Area","275","0.0428503877128762","0.0381715322275045","0.0475292431982478"
