"ple0044_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","66 and older","higher education","23","","","","1"
"Yes","2001","16-34 y.","general elemantary","327","0.301264172881381","0.274051761894286","0.328476583868476","1"
"Yes","2001","16-34 y.","middle vocational","1028","0.359984949191584","0.342590029777696","0.377379868605471","1"
"Yes","2001","16-34 y.","higher education","252","0.423609604746035","0.384525049679288","0.462694159812781","1"
"Yes","2001","16-34 y.","in school","56","0.105219335671818","0.0793397520791997","0.131098919264436","1"
"Yes","2001","16-34 y.","inadequately","30","0.394106000759287","0.27880624293924","0.509405758579333","1"
"Yes","2001","16-34 y.","vocational + Abi","140","0.330675425438051","0.286816670159499","0.374534180716603","1"
"Yes","2001","16-34 y.","higher vocational","121","0.447940414769246","0.39302479170276","0.502856037835731","1"
"No","2002","66 and older","inadequately","56","1","1","1","2"
"No","2002","66 and older","higher vocational","240","0.990526928793593","0.978322458001226","1.00273139958596","2"
"No","2002","66 and older","higher education","484","0.929493434480301","0.907861523032265","0.951125345928337","2"
"No","2002","66 and older","in school","","","","","2"
"No","2002","66 and older","general elemantary","792","0.984638178649612","0.976126394582817","0.993149962716407","2"
"No","2002","66 and older","middle vocational","1814","0.972173112649435","0.964712404527874","0.979633820770996","2"
"No","2002","66 and older","vocational + Abi","96","0.980107465614677","0.952876106875482","1.00733882435387","2"
"No","2002","16-34 y.","in school","547","0.909231296037794","0.886396267613797","0.93206632446179","2"
"No","2002","16-34 y.","inadequately","46","0.756756009582526","0.647279464279547","0.866232554885505","2"
"No","2002","16-34 y.","general elemantary","694","0.692779086238323","0.663997661586937","0.72156051088971","2"
"No","2002","16-34 y.","middle vocational","1852","0.647902393560097","0.630220740260818","0.665584046859377","2"
"No","2002","16-34 y.","vocational + Abi","307","0.717231803243689","0.675247977884306","0.759215628603072","2"
"No","2002","16-34 y.","higher vocational","173","0.616320187901854","0.561566364879058","0.67107401092465","2"
"No","2002","16-34 y.","higher education","343","0.581805026910739","0.542434831203806","0.621175222617673","2"
"No","2002","35-65 y.","in school","","","","","2"
"No","2002","35-65 y.","inadequately","128","0.781884745965755","0.718095195316669","0.845674296614842","2"
"No","2002","35-65 y.","general elemantary","788","0.746027497287027","0.719521815473441","0.772533179100612","2"
"No","2002","35-65 y.","middle vocational","4194","0.643928316061139","0.632363873360549","0.65549275876173","2"
"No","2002","35-65 y.","vocational + Abi","363","0.648041187864726","0.60966720878076","0.686415166948691","2"
"No","2002","35-65 y.","higher vocational","651","0.576805095740153","0.548249979663595","0.60536021181671","2"
"No","2002","35-65 y.","higher education","1777","0.552586369960425","0.535590755293787","0.569581984627062","2"
"Yes","2002","35-65 y.","in school","","","","","1"
"Yes","2002","35-65 y.","inadequately","33","0.218115254034245","0.154325703385158","0.281904804683331","1"
"Yes","2002","35-65 y.","general elemantary","248","0.253972502712973","0.227466820899388","0.280478184526559","1"
"Yes","2002","35-65 y.","middle vocational","2392","0.356071683938861","0.34450724123827","0.367636126639451","1"
"Yes","2002","35-65 y.","vocational + Abi","232","0.351958812135274","0.313584833051308","0.39033279121924","1"
"Yes","2002","35-65 y.","higher vocational","499","0.423194904259847","0.39463978818329","0.451750020336405","1"
"Yes","2002","35-65 y.","higher education","1511","0.447413630039575","0.430418015372938","0.464409244706213","1"
"Yes","2002","66 and older","in school","","","","","1"
"Yes","2002","66 and older","inadequately","","","","","1"
"Yes","2002","66 and older","general elemantary","10","","","","1"
"Yes","2002","66 and older","middle vocational","53","0.0278268873505647","0.0203661792290038","0.0352875954721257","1"
"Yes","2002","66 and older","vocational + Abi","5","","","","1"
"Yes","2002","66 and older","higher vocational","2","","","","1"
"Yes","2002","66 and older","higher education","54","0.070506565519699","0.0488746540716627","0.0921384769677354","1"
"Yes","2002","16-34 y.","general elemantary","293","0.307220913761677","0.27843948911029","0.336002338413063","1"
"Yes","2002","16-34 y.","middle vocational","951","0.352097606439903","0.334415953140623","0.369779259739182","1"
"Yes","2002","16-34 y.","vocational + Abi","135","0.282768196756311","0.240784371396927","0.324752022115694","1"
"Yes","2002","16-34 y.","higher education","260","0.418194973089261","0.378824777382327","0.457565168796194","1"
"Yes","2002","16-34 y.","in school","61","0.0907687039622064","0.0679336755382096","0.113603732386203","1"
"Yes","2002","16-34 y.","inadequately","13","","","","1"
"Yes","2002","16-34 y.","higher vocational","130","0.383679812098146","0.32892598907535","0.438433635120942","1"
"No","2003","66 and older","inadequately","53","0.997785829307568","0.985249354682097","1.01032230393304","2"
"No","2003","66 and older","general elemantary","781","0.982565543288058","0.973461741066772","0.991669345509344","2"
"No","2003","66 and older","higher vocational","241","0.973343293514168","0.953295872268887","0.993390714759449","2"
"No","2003","66 and older","higher education","529","0.951591457943243","0.933987257459663","0.969195658426822","2"
"No","2003","66 and older","in school","","","","","2"
"No","2003","66 and older","middle vocational","1856","0.972884613380377","0.965583390592833","0.980185836167921","2"
"No","2003","66 and older","vocational + Abi","97","0.978819767158374","0.950599259517162","1.00704027479959","2"
"No","2003","16-34 y.","in school","562","0.93475303447644","0.915074216674782","0.954431852278098","2"
"No","2003","16-34 y.","inadequately","42","0.65210885563306","0.53258216109949","0.771635550166629","2"
"No","2003","16-34 y.","general elemantary","661","0.703670900948384","0.674541333204742","0.732800468692027","2"
"No","2003","16-34 y.","middle vocational","1706","0.650782297203786","0.632559342785866","0.669005251621705","2"
"No","2003","16-34 y.","vocational + Abi","293","0.703027733950512","0.659688789564461","0.746366678336562","2"
"No","2003","16-34 y.","higher vocational","157","0.619427563837521","0.560859609361379","0.677995518313662","2"
"No","2003","16-34 y.","higher education","342","0.638340849967327","0.597890293992759","0.678791405941895","2"
"No","2003","35-65 y.","in school","","","","","2"
"No","2003","35-65 y.","inadequately","121","0.825765398057812","0.764860741165109","0.886670054950515","2"
"No","2003","35-65 y.","general elemantary","719","0.741406277351179","0.713548138203155","0.769264416499203","2"
"No","2003","35-65 y.","middle vocational","4030","0.647328192852796","0.6355362787163","0.659120106989292","2"
"No","2003","35-65 y.","vocational + Abi","382","0.647059371661314","0.608628718862442","0.685490024460185","2"
"No","2003","35-65 y.","higher vocational","633","0.549398250459256","0.520452138796769","0.578344362121742","2"
"No","2003","35-65 y.","higher education","1707","0.553789454354006","0.536343984954391","0.571234923753621","2"
"Yes","2003","35-65 y.","in school","","","","","1"
"Yes","2003","35-65 y.","inadequately","28","","","","1"
"Yes","2003","35-65 y.","general elemantary","230","0.258593722648821","0.230735583500797","0.286451861796845","1"
"Yes","2003","35-65 y.","middle vocational","2277","0.352671807147204","0.340879893010708","0.3644637212837","1"
"Yes","2003","35-65 y.","vocational + Abi","212","0.352940628338686","0.314509975539814","0.391371281137558","1"
"Yes","2003","35-65 y.","higher vocational","502","0.450601749540744","0.421655637878258","0.479547861203231","1"
"Yes","2003","35-65 y.","higher education","1412","0.446210545645994","0.428765076246379","0.463656015045609","1"
"Yes","2003","16-34 y.","in school","43","0.0652469655235599","0.0455681477219015","0.0849257833252184","1"
"Yes","2003","16-34 y.","inadequately","19","","","","1"
"Yes","2003","16-34 y.","general elemantary","283","0.296329099051616","0.267199531307973","0.325458666795258","1"
"Yes","2003","16-34 y.","middle vocational","923","0.349217702796214","0.330994748378295","0.367440657214134","1"
"Yes","2003","16-34 y.","vocational + Abi","134","0.296972266049489","0.253633321663438","0.340311210435539","1"
"Yes","2003","16-34 y.","higher vocational","107","0.380572436162479","0.322004481686338","0.439140390638621","1"
"Yes","2003","16-34 y.","higher education","200","0.361659150032673","0.321208594058104","0.402109706007241","1"
"Yes","2003","66 and older","in school","","","","","1"
"Yes","2003","66 and older","inadequately","1","","","","1"
"Yes","2003","66 and older","general elemantary","13","","","","1"
"Yes","2003","66 and older","middle vocational","45","0.0271153866196232","0.0198141638320793","0.0344166094071671","1"
"Yes","2003","66 and older","vocational + Abi","3","","","","1"
"Yes","2003","66 and older","higher vocational","7","","","","1"
"Yes","2003","66 and older","higher education","42","0.0484085420567575","0.0308043415731785","0.0660127425403366","1"
"No","2004","66 and older","in school","","","","","2"
"No","2004","66 and older","inadequately","53","1","1","1","2"
"No","2004","66 and older","general elemantary","763","0.979689463397101","0.96976465462231","0.989614272171891","2"
"No","2004","66 and older","higher vocational","250","0.973057673079029","0.953223461121703","0.992891885036355","2"
"No","2004","66 and older","higher education","563","0.944831352239735","0.926831158852788","0.962831545626683","2"
"No","2004","66 and older","middle vocational","1920","0.968297029176143","0.960583545830683","0.976010512521604","2"
"No","2004","66 and older","vocational + Abi","96","0.95091312793505","0.908568220101869","0.99325803576823","2"
"No","2004","16-34 y.","in school","593","0.939394700002792","0.920821667551443","0.95796773245414","2"
"No","2004","16-34 y.","inadequately","40","0.642995377959636","0.516373837949105","0.769616917970167","2"
"No","2004","16-34 y.","general elemantary","614","0.702919922241033","0.672537115343785","0.733302729138281","2"
"No","2004","16-34 y.","middle vocational","1587","0.640937687440456","0.62199976011671","0.659875614764202","2"
"No","2004","16-34 y.","vocational + Abi","283","0.604609866631073","0.558610298408876","0.650609434853269","2"
"No","2004","16-34 y.","higher vocational","143","0.586512120544416","0.525097821138377","0.647926419950455","2"
"No","2004","16-34 y.","higher education","320","0.588329614948245","0.546431418942797","0.630227810953694","2"
"No","2004","35-65 y.","in school","","","","","2"
"No","2004","35-65 y.","inadequately","109","0.800890324758689","0.734021989222999","0.867758660294378","2"
"No","2004","35-65 y.","general elemantary","650","0.737148613908289","0.707982623616735","0.766314604199843","2"
"No","2004","35-65 y.","middle vocational","3866","0.650110728187055","0.638137253077542","0.662084203296568","2"
"No","2004","35-65 y.","vocational + Abi","373","0.633369715564583","0.59468247304614","0.672056958083025","2"
"No","2004","35-65 y.","higher vocational","624","0.587447360094349","0.55835520381175","0.616539516376948","2"
"No","2004","35-65 y.","higher education","1650","0.549761012911489","0.532098636823433","0.567423388999545","2"
"Yes","2004","35-65 y.","in school","","","","","1"
"Yes","2004","35-65 y.","inadequately","28","","","","1"
"Yes","2004","35-65 y.","general elemantary","225","0.262851386091711","0.233685395800158","0.292017376383265","1"
"Yes","2004","35-65 y.","middle vocational","2229","0.349889271812945","0.337915796703432","0.361862746922458","1"
"Yes","2004","35-65 y.","vocational + Abi","223","0.366630284435417","0.327943041916975","0.40531752695386","1"
"Yes","2004","35-65 y.","higher vocational","476","0.412552639905651","0.383460483623052","0.44164479618825","1"
"Yes","2004","35-65 y.","higher education","1398","0.450238987088511","0.432576611000455","0.467901363176567","1"
"Yes","2004","16-34 y.","in school","41","0.0606052999972084","0.0420322675458598","0.0791783324485571","1"
"Yes","2004","16-34 y.","inadequately","15","","","","1"
"Yes","2004","16-34 y.","general elemantary","255","0.297080077758967","0.266697270861719","0.327462884656215","1"
"Yes","2004","16-34 y.","middle vocational","878","0.359062312559544","0.340124385235797","0.37800023988329","1"
"Yes","2004","16-34 y.","vocational + Abi","151","0.395390133368927","0.349390565146731","0.441389701591124","1"
"Yes","2004","16-34 y.","higher vocational","104","0.413487879455584","0.352073580049545","0.474902178861623","1"
"Yes","2004","16-34 y.","higher education","210","0.411670385051755","0.369772189046306","0.453568581057204","1"
"Yes","2004","66 and older","in school","","","","","1"
"Yes","2004","66 and older","inadequately","","","","","1"
"Yes","2004","66 and older","general elemantary","13","","","","1"
"Yes","2004","66 and older","middle vocational","62","0.0317029708238567","0.0239894874783962","0.0394164541693172","1"
"Yes","2004","66 and older","vocational + Abi","4","","","","1"
"Yes","2004","66 and older","higher vocational","6","","","","1"
"Yes","2004","66 and older","higher education","55","0.0551686477602648","0.0371684543733174","0.0731688411472122","1"
"No","2005","66 and older","higher vocational","248","0.968392053643486","0.946918607409691","0.98986549987728","2"
"No","2005","66 and older","higher education","606","0.929563402567219","0.910056601546398","0.94907020358804","2"
"No","2005","66 and older","in school","","","","","2"
"No","2005","66 and older","inadequately","51","1","1","1","2"
"No","2005","66 and older","general elemantary","735","0.982742393486108","0.973397189101654","0.992087597870563","2"
"No","2005","66 and older","middle vocational","1928","0.975545062587708","0.968738279786778","0.982351845388639","2"
"No","2005","66 and older","vocational + Abi","100","0.97658862375153","0.947099850442198","1.00607739706086","2"
"No","2005","16-34 y.","in school","605","0.923373775424629","0.902861713728458","0.943885837120799","2"
"No","2005","16-34 y.","inadequately","43","0.62212639219262","0.499443202546777","0.744809581838464","2"
"No","2005","16-34 y.","general elemantary","596","0.73829315350786","0.707984658384448","0.768601648631272","2"
"No","2005","16-34 y.","middle vocational","1455","0.625976059233121","0.606075371431912","0.645876747034331","2"
"No","2005","16-34 y.","vocational + Abi","272","0.603556590667687","0.557051207658827","0.650061973676547","2"
"No","2005","16-34 y.","higher vocational","129","0.665072992103596","0.599987806583686","0.730158177623507","2"
"No","2005","16-34 y.","higher education","304","0.55798676578283","0.514757914326208","0.601215617239451","2"
"No","2005","35-65 y.","in school","","","","","2"
"No","2005","35-65 y.","inadequately","99","0.735965077947584","0.659895233991346","0.812034921903823","2"
"No","2005","35-65 y.","general elemantary","592","0.724962906002278","0.694173880820885","0.75575193118367","2"
"No","2005","35-65 y.","middle vocational","3669","0.646313312217855","0.63399922525863","0.65862739917708","2"
"No","2005","35-65 y.","vocational + Abi","376","0.643461948760062","0.604747435260184","0.682176462259939","2"
"No","2005","35-65 y.","higher vocational","576","0.564495091803473","0.534730762505389","0.594259421101558","2"
"No","2005","35-65 y.","higher education","1574","0.54436092086349","0.526262937561996","0.562458904164983","2"
"Yes","2005","35-65 y.","in school","","","","","1"
"Yes","2005","35-65 y.","inadequately","30","0.264034922052416","0.187965078096177","0.340104766008654","1"
"Yes","2005","35-65 y.","general elemantary","216","0.275037093997723","0.24424806881633","0.305826119179115","1"
"Yes","2005","35-65 y.","middle vocational","2122","0.353686687782145","0.34137260082292","0.36600077474137","1"
"Yes","2005","35-65 y.","vocational + Abi","212","0.356538051239938","0.317823537740061","0.395252564739815","1"
"Yes","2005","35-65 y.","higher vocational","490","0.435504908196527","0.405740578898442","0.465269237494611","1"
"Yes","2005","35-65 y.","higher education","1335","0.45563907913651","0.437541095835016","0.473737062438003","1"
"Yes","2005","16-34 y.","in school","41","0.0766262245753714","0.0561141628792014","0.0971382862715414","1"
"Yes","2005","16-34 y.","inadequately","17","","","","1"
"Yes","2005","16-34 y.","general elemantary","212","0.26170684649214","0.231398351368728","0.292015341615552","1"
"Yes","2005","16-34 y.","middle vocational","816","0.374023940766879","0.354123252965669","0.393924628568088","1"
"Yes","2005","16-34 y.","vocational + Abi","153","0.396443409332313","0.349938026323453","0.442948792341173","1"
"Yes","2005","16-34 y.","higher vocational","73","0.334927007896404","0.269841822376493","0.400012193416314","1"
"Yes","2005","16-34 y.","higher education","203","0.44201323421717","0.398784382760549","0.485242085673792","1"
"Yes","2005","66 and older","in school","","","","","1"
"Yes","2005","66 and older","inadequately","","","","","1"
"Yes","2005","66 and older","general elemantary","11","","","","1"
"Yes","2005","66 and older","middle vocational","50","0.0244549374122916","0.0176481546113607","0.0312617202132225","1"
"Yes","2005","66 and older","vocational + Abi","1","","","","1"
"Yes","2005","66 and older","higher vocational","7","","","","1"
"Yes","2005","66 and older","higher education","55","0.0704365974327812","0.0509297964119601","0.0899433984536022","1"
"No","2006","66 and older","higher vocational","297","0.958292836996991","0.936180343784119","0.980405330209862","2"
"No","2006","66 and older","higher education","724","0.937067074441721","0.920218198011942","0.9539159508715","2"
"No","2006","66 and older","in school","4","","","","2"
"No","2006","66 and older","inadequately","56","0.991551835176883","0.96779166407948","1.01531200627429","2"
"No","2006","66 and older","general elemantary","823","0.9807940129317","0.971523596050088","0.990064429813312","2"
"No","2006","66 and older","middle vocational","2264","0.97079494329618","0.963955049118146","0.977634837474214","2"
"No","2006","66 and older","vocational + Abi","109","0.95534218884731","0.917089032577244","0.993595345117377","2"
"No","2006","16-34 y.","in school","361","0.933619656789364","0.908817048826132","0.958422264752596","2"
"No","2006","16-34 y.","inadequately","40","0.672014398501688","0.550135830839627","0.793892966163749","2"
"No","2006","16-34 y.","general elemantary","552","0.726120919051275","0.694457740452756","0.757784097649794","2"
"No","2006","16-34 y.","middle vocational","1522","0.664070644917899","0.644742841324416","0.683398448511381","2"
"No","2006","16-34 y.","vocational + Abi","282","0.599114829278909","0.553426846154984","0.644802812402834","2"
"No","2006","16-34 y.","higher vocational","113","0.635962964694227","0.566440065163369","0.705485864225086","2"
"No","2006","16-34 y.","higher education","322","0.538492984391058","0.496981105837681","0.580004862944435","2"
"No","2006","35-65 y.","in school","2","","","","2"
"No","2006","35-65 y.","inadequately","98","0.792804018384431","0.721753595019658","0.863854441749203","2"
"No","2006","35-65 y.","general elemantary","622","0.738532464631818","0.708815658565981","0.768249270697655","2"
"No","2006","35-65 y.","middle vocational","3848","0.619783997460244","0.607731702720777","0.631836292199712","2"
"No","2006","35-65 y.","vocational + Abi","393","0.613766869930184","0.576163078056781","0.651370661803588","2"
"No","2006","35-65 y.","higher vocational","630","0.575852001337294","0.546959902841675","0.604744099832914","2"
"No","2006","35-65 y.","higher education","1716","0.567638015080993","0.550249218662735","0.585026811499252","2"
"Yes","2006","35-65 y.","in school","1","","","","1"
"Yes","2006","35-65 y.","inadequately","27","","","","1"
"Yes","2006","35-65 y.","general elemantary","218","0.261467535368182","0.231750729302345","0.291184341434019","1"
"Yes","2006","35-65 y.","middle vocational","2384","0.380216002539756","0.368163707800288","0.392268297279223","1"
"Yes","2006","35-65 y.","vocational + Abi","251","0.386233130069816","0.348629338196412","0.423836921943219","1"
"Yes","2006","35-65 y.","higher vocational","494","0.424147998662706","0.395255900167086","0.453040097158325","1"
"Yes","2006","35-65 y.","higher education","1402","0.432361984919007","0.414973188500749","0.449750781337265","1"
"Yes","2006","16-34 y.","general elemantary","210","0.273879080948725","0.242215902350206","0.305542259547244","1"
"Yes","2006","16-34 y.","middle vocational","772","0.335929355082101","0.316601551488619","0.355257158675584","1"
"Yes","2006","16-34 y.","vocational + Abi","160","0.400885170721091","0.355197187597166","0.446573153845015","1"
"Yes","2006","16-34 y.","higher vocational","71","0.364037035305773","0.294514135774914","0.433559934836631","1"
"Yes","2006","16-34 y.","higher education","232","0.461507015608942","0.419995137055565","0.503018894162319","1"
"Yes","2006","16-34 y.","in school","26","","","","1"
"Yes","2006","16-34 y.","inadequately","17","","","","1"
"Yes","2006","66 and older","in school","","","","","1"
"Yes","2006","66 and older","inadequately","1","","","","1"
"Yes","2006","66 and older","general elemantary","19","","","","1"
"Yes","2006","66 and older","middle vocational","64","0.0292050567038199","0.0223651625257861","0.0360449508818537","1"
"Yes","2006","66 and older","vocational + Abi","3","","","","1"
"Yes","2006","66 and older","higher vocational","17","","","","1"
"Yes","2006","66 and older","higher education","74","0.0629329255582792","0.0460840491285","0.0797818019880584","1"
"No","2007","66 and older","higher vocational","300","0.97470317096921","0.957223370279526","0.992182971658893","2"
"No","2007","66 and older","higher education","747","0.928594945123075","0.910916383655403","0.946273506590747","2"
"No","2007","66 and older","in school","","","","","2"
"No","2007","66 and older","inadequately","52","0.970301755244478","0.92502555097013","1.01557795951883","2"
"No","2007","66 and older","general elemantary","766","0.981544286222716","0.972092808066533","0.990995764378899","2"
"No","2007","66 and older","middle vocational","2223","0.963642443375538","0.955977819439857","0.97130706731122","2"
"No","2007","66 and older","vocational + Abi","115","0.957683178586059","0.921360778624728","0.994005578547391","2"
"No","2007","16-34 y.","in school","318","0.931412637937067","0.904507120106392","0.958318155767742","2"
"No","2007","16-34 y.","inadequately","34","0.629855433080793","0.49602058251755","0.763690283644036","2"
"No","2007","16-34 y.","general elemantary","482","0.692842329148309","0.657701096945361","0.727983561351257","2"
"No","2007","16-34 y.","middle vocational","1379","0.633063483607765","0.61251321792962","0.65361374928591","2"
"No","2007","16-34 y.","vocational + Abi","264","0.656529996472576","0.610564933789483","0.702495059155668","2"
"No","2007","16-34 y.","higher vocational","94","0.638520671891686","0.561379866116218","0.715661477667154","2"
"No","2007","16-34 y.","higher education","328","0.603519473431038","0.562337702136198","0.644701244725878","2"
"No","2007","35-65 y.","in school","","","","","2"
"No","2007","35-65 y.","inadequately","91","0.841199437745311","0.772898407718299","0.909500467772324","2"
"No","2007","35-65 y.","general elemantary","545","0.766245789401651","0.735481658020935","0.797009920782367","2"
"No","2007","35-65 y.","middle vocational","3516","0.62583167052716","0.613275867661541","0.638387473392779","2"
"No","2007","35-65 y.","vocational + Abi","369","0.610889830374469","0.572104143772662","0.649675516976276","2"
"No","2007","35-65 y.","higher vocational","578","0.571705691248222","0.541588385191575","0.60182299730487","2"
"No","2007","35-65 y.","higher education","1629","0.578272516117839","0.560376045813612","0.596168986422066","2"
"Yes","2007","35-65 y.","in school","","","","","1"
"Yes","2007","35-65 y.","inadequately","19","","","","1"
"Yes","2007","35-65 y.","general elemantary","182","0.233754210598349","0.202990079217633","0.264518341979065","1"
"Yes","2007","35-65 y.","middle vocational","2190","0.37416832947284","0.361612526607221","0.386724132338458","1"
"Yes","2007","35-65 y.","vocational + Abi","238","0.389110169625531","0.350324483023724","0.427895856227338","1"
"Yes","2007","35-65 y.","higher vocational","459","0.428294308751778","0.39817700269513","0.458411614808425","1"
"Yes","2007","35-65 y.","higher education","1296","0.421727483882161","0.403831013577934","0.439623954186388","1"
"Yes","2007","16-34 y.","general elemantary","180","0.307157670851691","0.272016438648743","0.342298903054639","1"
"Yes","2007","16-34 y.","middle vocational","734","0.366936516392235","0.34638625071409","0.38748678207038","1"
"Yes","2007","16-34 y.","vocational + Abi","146","0.343470003527424","0.297504940844332","0.389435066210517","1"
"Yes","2007","16-34 y.","higher vocational","55","0.361479328108314","0.284338522332846","0.438620133883782","1"
"Yes","2007","16-34 y.","higher education","214","0.396480526568962","0.355298755274122","0.437662297863802","1"
"Yes","2007","16-34 y.","in school","21","","","","1"
"Yes","2007","16-34 y.","inadequately","16","","","","1"
"Yes","2007","66 and older","in school","","","","","1"
"Yes","2007","66 and older","inadequately","2","","","","1"
"Yes","2007","66 and older","middle vocational","68","0.0363575566244617","0.0286929326887801","0.0440221805601433","1"
"Yes","2007","66 and older","vocational + Abi","3","","","","1"
"Yes","2007","66 and older","higher vocational","10","","","","1"
"Yes","2007","66 and older","general elemantary","13","","","","1"
"Yes","2007","66 and older","higher education","68","0.071405054876925","0.0537264934092527","0.0890836163445973","1"
"No","2008","66 and older","in school","","","","","2"
"No","2008","66 and older","inadequately","42","0.978673573390844","0.935492658446428","1.02185448833526","2"
"No","2008","66 and older","general elemantary","726","0.981128627633217","0.971324771102993","0.99093248416344","2"
"No","2008","66 and older","middle vocational","2190","0.964103245309514","0.956431762052402","0.971774728566626","2"
"No","2008","66 and older","vocational + Abi","108","0.973549962809038","0.943562203651401","1.00353772196667","2"
"No","2008","66 and older","higher vocational","304","0.965706688757625","0.945610201853732","0.985803175661518","2"
"No","2008","66 and older","higher education","794","0.930686859072715","0.913848415134076","0.947525303011355","2"
"No","2008","16-34 y.","in school","337","0.950299441125075","0.927628392343239","0.972970489906911","2"
"No","2008","16-34 y.","inadequately","32","0.666810307703593","0.533466023824586","0.8001545915826","2"
"No","2008","16-34 y.","general elemantary","425","0.688828931579767","0.651784088353666","0.725873774805867","2"
"No","2008","16-34 y.","middle vocational","1289","0.658252840610916","0.637217681710924","0.679287999510908","2"
"No","2008","16-34 y.","vocational + Abi","241","0.695991705129514","0.648802093035454","0.743181317223574","2"
"No","2008","16-34 y.","higher vocational","81","0.68350073170022","0.601964820012958","0.765036643387482","2"
"No","2008","16-34 y.","higher education","332","0.632148084389263","0.59074095213529","0.673555216643236","2"
"No","2008","35-65 y.","in school","","","","","2"
"No","2008","35-65 y.","inadequately","69","0.736653572969378","0.646158953141093","0.827148192797662","2"
"No","2008","35-65 y.","general elemantary","488","0.750590558638087","0.717430353365104","0.783750763911071","2"
"No","2008","35-65 y.","middle vocational","3366","0.628591945337117","0.615672325471194","0.641511565203041","2"
"No","2008","35-65 y.","vocational + Abi","356","0.583340114352394","0.543693451750886","0.622986776953902","2"
"No","2008","35-65 y.","higher vocational","557","0.617955748143052","0.587203681263208","0.648707815022895","2"
"No","2008","35-65 y.","higher education","1583","0.578635524215894","0.560136782105371","0.597134266326417","2"
"Yes","2008","35-65 y.","in school","","","","","1"
"Yes","2008","35-65 y.","inadequately","22","","","","1"
"Yes","2008","35-65 y.","general elemantary","166","0.249409441361912","0.216249236088929","0.282569646634896","1"
"Yes","2008","35-65 y.","middle vocational","2007","0.371408054662883","0.358488434796959","0.384327674528806","1"
"Yes","2008","35-65 y.","vocational + Abi","238","0.416659885647606","0.377013223046098","0.456306548249114","1"
"Yes","2008","35-65 y.","higher vocational","402","0.382044251856948","0.351292184977105","0.412796318736792","1"
"Yes","2008","35-65 y.","higher education","1154","0.421364475784106","0.402865733673583","0.439863217894629","1"
"Yes","2008","16-34 y.","general elemantary","175","0.311171068420234","0.274126225194133","0.348215911646334","1"
"Yes","2008","16-34 y.","middle vocational","664","0.341747159389084","0.320712000489092","0.362782318289076","1"
"Yes","2008","16-34 y.","vocational + Abi","124","0.304008294870486","0.256818682776426","0.351197906964546","1"
"Yes","2008","16-34 y.","higher vocational","44","0.31649926829978","0.234963356612518","0.398035179987042","1"
"Yes","2008","16-34 y.","higher education","189","0.367851915610737","0.326444783356764","0.40925904786471","1"
"Yes","2008","16-34 y.","in school","16","","","","1"
"Yes","2008","16-34 y.","inadequately","16","","","","1"
"Yes","2008","66 and older","in school","","","","","1"
"Yes","2008","66 and older","inadequately","1","","","","1"
"Yes","2008","66 and older","general elemantary","14","","","","1"
"Yes","2008","66 and older","middle vocational","69","0.0358967546904863","0.0282252714333745","0.043568237947598","1"
"Yes","2008","66 and older","vocational + Abi","2","","","","1"
"Yes","2008","66 and older","higher vocational","11","","","","1"
"Yes","2008","66 and older","higher education","80","0.0693131409272847","0.052474696988645","0.0861515848659244","1"
"No","2009","66 and older","in school","","","","","2"
"No","2009","66 and older","inadequately","42","0.980762022918262","0.939706141047238","1.02181790478929","2"
"No","2009","66 and older","general elemantary","659","0.991280177828751","0.984219230018959","0.998341125638544","2"
"No","2009","66 and older","middle vocational","2101","0.95704731322887","0.948547979468658","0.965546646989081","2"
"No","2009","66 and older","vocational + Abi","97","1","1","1","2"
"No","2009","66 and older","higher vocational","306","0.975895102161799","0.959064216632426","0.992725987691173","2"
"No","2009","66 and older","higher education","807","0.919378505566197","0.901400863396245","0.937356147736149","2"
"No","2009","16-34 y.","in school","290","0.935665437144343","0.908397620358368","0.962933253930317","2"
"No","2009","16-34 y.","inadequately","26","","","","2"
"No","2009","16-34 y.","general elemantary","382","0.719036353782855","0.681161588696581","0.756911118869129","2"
"No","2009","16-34 y.","middle vocational","1173","0.656679310815052","0.634515287947805","0.678843333682299","2"
"No","2009","16-34 y.","vocational + Abi","236","0.709786393129204","0.660594115076573","0.758978671181834","2"
"No","2009","16-34 y.","higher vocational","74","0.718876775432074","0.632890521107236","0.804863029756913","2"
"No","2009","16-34 y.","higher education","325","0.624045518085792","0.582573209147699","0.665517827023886","2"
"No","2009","35-65 y.","in school","","","","","2"
"No","2009","35-65 y.","inadequately","59","0.72450631790646","0.627213116967008","0.821799518845912","2"
"No","2009","35-65 y.","general elemantary","407","0.713779457534558","0.676867313487133","0.750691601581984","2"
"No","2009","35-65 y.","middle vocational","3178","0.644371417255634","0.631060016428826","0.657682818082442","2"
"No","2009","35-65 y.","vocational + Abi","347","0.631169148824295","0.591064271061104","0.671274026587486","2"
"No","2009","35-65 y.","higher vocational","523","0.60391022229437","0.571705894561676","0.636114550027065","2"
"No","2009","35-65 y.","higher education","1529","0.589439336970678","0.570345807025579","0.608532866915777","2"
"Yes","2009","35-65 y.","in school","","","","","1"
"Yes","2009","35-65 y.","inadequately","22","","","","1"
"Yes","2009","35-65 y.","general elemantary","169","0.286220542465442","0.249308398418016","0.323132686512867","1"
