"ple0044_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","(Married) couple without C. ","indirect migration background","33","0.301748095084093","0.214775078128297","0.388721112039888","1"
"Yes","2001","Single parent ","no migration background","284","0.335654710055186","0.304490429781248","0.366818990329125","1"
"Yes","2001","Single parent ","direct migration background","39","0.306925475436572","0.230797378882735","0.383053571990408","1"
"Yes","2001","Couple + C. LE 16 ","no migration background","1444","0.399936545605161","0.384039558914029","0.415833532296294","1"
"Yes","2001","Couple + C. LE 16 ","direct migration background","263","0.328854342563815","0.296299673838958","0.361409011288672","1"
"Yes","2001","Couple + C. LE 16 ","indirect migration background","47","0.249696722864826","0.181335067029269","0.318058378700383","1"
"Yes","2001","Couple + C. GT 16 ","no migration background","1031","0.368719357256344","0.351003544897332","0.386435169615356","1"
"Yes","2001","Couple + C. GT 16 ","direct migration background","141","0.354538188379428","0.311104979199454","0.397971397559402","1"
"Yes","2001","Couple + C. GT 16 ","indirect migration background","63","0.309715048510689","0.247029085144659","0.372401011876719","1"
"Yes","2001","Couple + C. LE and GT 16","no migration background","532","0.404865883892111","0.378172321888305","0.431559445895916","1"
"Yes","2001","Couple + C. LE and GT 16","direct migration background","90","0.32380796457154","0.270137487686082","0.377478441456998","1"
"Yes","2001","Couple + C. LE and GT 16","indirect migration background","33","0.330137652042431","0.239757777493123","0.420517526591739","1"
"No","2002","1-pers.-HH","no migration background","1995","0.77062818440691","0.754523369407762","0.786732999406058","2"
"No","2002","Single parent ","direct migration background","107","0.803666031733528","0.73665956234147","0.870672501125587","2"
"No","2002","Single parent ","indirect migration background","40","0.797491731419494","0.690306318389022","0.904677144449965","2"
"No","2002","Couple + C. LE 16 ","direct migration background","453","0.642226098364033","0.607164301235684","0.677287895492382","2"
"No","2002","Couple + C. LE 16 ","indirect migration background","100","0.627529173595686","0.553081063847083","0.70197728334429","2"
"No","2002","Couple + C. GT 16 ","no migration background","2016","0.629294680192051","0.612689337225315","0.645900023158787","2"
"No","2002","Couple + C. GT 16 ","direct migration background","308","0.690745527819052","0.647161912482692","0.734329143155411","2"
"No","2002","1-pers.-HH","direct migration background","177","0.7896750728682","0.737346400227651","0.84200374550875","2"
"No","2002","1-pers.-HH","indirect migration background","64","0.735018228479411","0.642811246068644","0.827225210890177","2"
"No","2002","(Married) couple without C. ","no migration background","4810","0.784504419562798","0.774434977553382","0.794573861572215","2"
"No","2002","(Married) couple without C. ","direct migration background","597","0.794771018244966","0.766133078703213","0.823408957786718","2"
"No","2002","(Married) couple without C. ","indirect migration background","55","0.573306137205923","0.47587854103183","0.670733733380015","2"
"No","2002","Single parent ","no migration background","623","0.698717853895985","0.668608372016358","0.728827335775611","2"
"No","2002","Couple + C. LE 16 ","no migration background","2195","0.598908669864322","0.583139655415392","0.614677684313253","2"
"No","2002","Couple + C. GT 16 ","indirect migration background","143","0.742464433933854","0.681402379454948","0.803526488412761","2"
"No","2002","Couple + C. LE and GT 16","no migration background","905","0.609125953002939","0.584173734618992","0.634078171386886","2"
"No","2002","Couple + C. LE and GT 16","direct migration background","204","0.70886217375578","0.656666823633065","0.761057523878495","2"
"No","2002","Couple + C. LE and GT 16","indirect migration background","94","0.722363992735281","0.642897487218763","0.801830498251799","2"
"Yes","2002","1-pers.-HH","no migration background","623","0.22937181559309","0.213267000593942","0.245476630592238","1"
"Yes","2002","1-pers.-HH","direct migration background","56","0.2103249271318","0.15799625449125","0.262653599772349","1"
"Yes","2002","1-pers.-HH","indirect migration background","24","","","","1"
"Yes","2002","(Married) couple without C. ","no migration background","1595","0.215495580437202","0.205426138427785","0.225565022446618","1"
"Yes","2002","Single parent ","indirect migration background","14","","","","1"
"Yes","2002","Couple + C. LE 16 ","indirect migration background","62","0.372470826404314","0.29802271665571","0.446918936152918","1"
"Yes","2002","Couple + C. GT 16 ","no migration background","1234","0.370705319807949","0.354099976841213","0.387310662774685","1"
"Yes","2002","Couple + C. GT 16 ","direct migration background","124","0.309254472180948","0.265670856844589","0.352838087517308","1"
"Yes","2002","Couple + C. GT 16 ","indirect migration background","54","0.257535566066146","0.196473511587239","0.318597620545052","1"
"Yes","2002","Couple + C. LE and GT 16","no migration background","564","0.390874046997061","0.365921828613114","0.415826265381008","1"
"Yes","2002","Couple + C. LE and GT 16","direct migration background","87","0.29113782624422","0.238942476121505","0.343333176366935","1"
"Yes","2002","(Married) couple without C. ","direct migration background","167","0.205228981755034","0.176591042213282","0.233866921296787","1"
"Yes","2002","(Married) couple without C. ","indirect migration background","44","0.426693862794077","0.329266266619984","0.52412145896817","1"
"Yes","2002","Single parent ","no migration background","269","0.301282146104015","0.271172664224389","0.331391627983642","1"
"Yes","2002","Single parent ","direct migration background","28","","","","1"
"Yes","2002","Couple + C. LE 16 ","no migration background","1516","0.401091330135678","0.385322315686747","0.416860344584608","1"
"Yes","2002","Couple + C. LE 16 ","direct migration background","265","0.357773901635967","0.322712104507618","0.392835698764316","1"
"Yes","2002","Couple + C. LE and GT 16","indirect migration background","28","","","","1"
"No","2003","1-pers.-HH","no migration background","2008","0.776338857147299","0.760383064744264","0.792294649550333","2"
"No","2003","1-pers.-HH","direct migration background","171","0.776958332640218","0.722923658920118","0.830993006360317","2"
"No","2003","1-pers.-HH","indirect migration background","58","0.720867688959473","0.623180319022624","0.818555058896322","2"
"No","2003","(Married) couple without C. ","no migration background","4809","0.788596834150444","0.778534445579588","0.7986592227213","2"
"No","2003","(Married) couple without C. ","direct migration background","561","0.78429504752679","0.754293111080055","0.814296983973525","2"
"No","2003","(Married) couple without C. ","indirect migration background","82","0.699557081420935","0.616839152506811","0.782275010335059","2"
"No","2003","Single parent ","no migration background","611","0.710800165089232","0.680776146638707","0.740824183539756","2"
"No","2003","Single parent ","direct migration background","103","0.756273003459","0.684381275102085","0.828164731815916","2"
"No","2003","Single parent ","indirect migration background","43","0.765618328200335","0.661014928216363","0.870221728184308","2"
"No","2003","Couple + C. LE 16 ","direct migration background","399","0.603103610170508","0.565491651426174","0.640715568914842","2"
"No","2003","Couple + C. LE 16 ","indirect migration background","107","0.705601043080696","0.63626775647764","0.774934329683753","2"
"No","2003","Couple + C. GT 16 ","no migration background","2069","0.64356544151629","0.627030441554182","0.660100441478398","2"
"No","2003","Couple + C. GT 16 ","direct migration background","290","0.684834084853745","0.640136264279858","0.729531905427632","2"
"No","2003","Couple + C. LE 16 ","no migration background","2054","0.615398499806295","0.599074473598769","0.631722526013822","2"
"No","2003","Couple + C. GT 16 ","indirect migration background","123","0.685663829704097","0.618030370207668","0.753297289200525","2"
"No","2003","Couple + C. LE and GT 16","no migration background","863","0.632496496320417","0.606957362076216","0.658035630564618","2"
"No","2003","Couple + C. LE and GT 16","direct migration background","171","0.590239441783276","0.532532882660644","0.647946000905909","2"
"No","2003","Couple + C. LE and GT 16","indirect migration background","85","0.659746615077864","0.57567333564381","0.743819894511919","2"
"Yes","2003","1-pers.-HH","no migration background","612","0.223661142852701","0.207705350449667","0.239616935255736","1"
"Yes","2003","1-pers.-HH","direct migration background","57","0.223041667359782","0.169006993639682","0.277076341079882","1"
"Yes","2003","1-pers.-HH","indirect migration background","23","","","","1"
"Yes","2003","(Married) couple without C. ","no migration background","1516","0.211403165849556","0.2013407772787","0.221465554420412","1"
"Yes","2003","Couple + C. LE 16 ","indirect migration background","59","0.294398956919304","0.225065670316247","0.36373224352236","1"
"Yes","2003","Couple + C. GT 16 ","no migration background","1154","0.35643455848371","0.339899558521602","0.372969558445818","1"
"Yes","2003","(Married) couple without C. ","direct migration background","161","0.21570495247321","0.185703016026475","0.245706888919945","1"
"Yes","2003","(Married) couple without C. ","indirect migration background","36","0.300442918579065","0.217724989664941","0.383160847493189","1"
"Yes","2003","Single parent ","no migration background","265","0.289199834910768","0.259175816460244","0.319223853361293","1"
"Yes","2003","Single parent ","direct migration background","34","0.243726996541","0.171835268184084","0.315618724897916","1"
"Yes","2003","Single parent ","indirect migration background","20","","","","1"
"Yes","2003","Couple + C. LE 16 ","no migration background","1358","0.384601500193705","0.368277473986179","0.400925526401231","1"
"Yes","2003","Couple + C. LE 16 ","direct migration background","251","0.396896389829492","0.359284431085158","0.434508348573826","1"
"Yes","2003","Couple + C. GT 16 ","direct migration background","125","0.315165915146255","0.270468094572368","0.359863735720143","1"
"Yes","2003","Couple + C. GT 16 ","indirect migration background","58","0.314336170295903","0.246702710799475","0.381969629792332","1"
"Yes","2003","Couple + C. LE and GT 16","no migration background","506","0.367503503679583","0.341964369435382","0.393042637923784","1"
"Yes","2003","Couple + C. LE and GT 16","direct migration background","108","0.409760558216724","0.352053999094092","0.467467117339356","1"
"Yes","2003","Couple + C. LE and GT 16","indirect migration background","37","0.340253384922136","0.256180105488081","0.42432666435619","1"
"No","2004","1-pers.-HH","no migration background","1970","0.77972519232649","0.763727408169786","0.795722976483195","2"
"No","2004","1-pers.-HH","direct migration background","165","0.777918892428855","0.722230565404059","0.833607219453651","2"
"No","2004","1-pers.-HH","indirect migration background","58","0.725103814886059","0.629628104268867","0.820579525503251","2"
"No","2004","(Married) couple without C. ","no migration background","4778","0.785593904760164","0.775441015644996","0.795746793875331","2"
"No","2004","(Married) couple without C. ","direct migration background","574","0.798178077390425","0.769002802760083","0.827353352020766","2"
"No","2004","(Married) couple without C. ","indirect migration background","74","0.713302523721336","0.629175520849452","0.797429526593219","2"
"No","2004","Single parent ","no migration background","602","0.700782329993186","0.670034569934358","0.731530090052015","2"
"No","2004","Single parent ","direct migration background","101","0.775255457346227","0.704315770992833","0.846195143699621","2"
"No","2004","Single parent ","indirect migration background","57","0.788809070195401","0.695180101454625","0.882438038936177","2"
"No","2004","Couple + C. LE 16 ","direct migration background","373","0.645551670510703","0.606655934276177","0.684447406745228","2"
"No","2004","Couple + C. LE 16 ","indirect migration background","119","0.671505235033614","0.602314111044454","0.740696359022774","2"
"No","2004","Couple + C. GT 16 ","no migration background","2018","0.631366810087889","0.614675081141943","0.648058539033834","2"
"No","2004","Couple + C. GT 16 ","direct migration background","289","0.724077861505505","0.680812327244466","0.767343395766545","2"
"No","2004","Couple + C. LE 16 ","no migration background","1859","0.598643861186023","0.581628618164005","0.615659104208042","2"
"No","2004","Couple + C. GT 16 ","indirect migration background","123","0.730483187584386","0.666887842099339","0.794078533069432","2"
"No","2004","Couple + C. LE and GT 16","no migration background","812","0.601876461866316","0.575348320317835","0.628404603414796","2"
"No","2004","Couple + C. LE and GT 16","direct migration background","187","0.610040705989801","0.554570610743399","0.665510801236203","2"
"No","2004","Couple + C. LE and GT 16","indirect migration background","96","0.772402588770828","0.700876143045135","0.843929034496522","2"
"Yes","2004","1-pers.-HH","no migration background","608","0.22027480767351","0.204277023516805","0.236272591830214","1"
"Yes","2004","1-pers.-HH","direct migration background","49","0.222081107571145","0.166392780546349","0.27776943459594","1"
"Yes","2004","1-pers.-HH","indirect migration background","26","","","","1"
"Yes","2004","(Married) couple without C. ","no migration background","1499","0.214406095239836","0.204253206124669","0.224558984355004","1"
"Yes","2004","Couple + C. LE 16 ","indirect migration background","58","0.328494764966386","0.259303640977226","0.397685888955546","1"
"Yes","2004","Couple + C. GT 16 ","no migration background","1191","0.368633189912111","0.351941460966165","0.385324918858057","1"
"Yes","2004","(Married) couple without C. ","direct migration background","153","0.201821922609575","0.172646647979234","0.230997197239917","1"
"Yes","2004","(Married) couple without C. ","indirect migration background","37","0.286697476278664","0.202570473406781","0.370824479150548","1"
"Yes","2004","Single parent ","no migration background","250","0.299217670006814","0.268469909947985","0.329965430065642","1"
"Yes","2004","Single parent ","direct migration background","32","0.224744542653773","0.153804856300379","0.295684229007167","1"
"Yes","2004","Single parent ","indirect migration background","16","","","","1"
"Yes","2004","Couple + C. LE 16 ","no migration background","1329","0.401356138813977","0.384340895791958","0.418371381835995","1"
"Yes","2004","Couple + C. LE 16 ","direct migration background","208","0.354448329489298","0.315552593254772","0.393344065723823","1"
"Yes","2004","Couple + C. GT 16 ","direct migration background","121","0.275922138494495","0.232656604233455","0.319187672755534","1"
"Yes","2004","Couple + C. GT 16 ","indirect migration background","64","0.269516812415614","0.205921466930568","0.333112157900661","1"
"Yes","2004","Couple + C. LE and GT 16","no migration background","496","0.398123538133684","0.371595396585203","0.424651679682165","1"
"Yes","2004","Couple + C. LE and GT 16","direct migration background","110","0.389959294010199","0.334489198763797","0.445429389256601","1"
"Yes","2004","Couple + C. LE and GT 16","indirect migration background","36","0.227597411229172","0.156070965503478","0.299123856954865","1"
"No","2005","1-pers.-HH","no migration background","1988","0.771654752196487","0.755556860132028","0.787752644260946","2"
"No","2005","1-pers.-HH","direct migration background","172","0.781558113401235","0.725540636304796","0.837575590497674","2"
"No","2005","1-pers.-HH","indirect migration background","68","0.822834376126946","0.744815422759321","0.900853329494572","2"
"No","2005","(Married) couple without C. ","no migration background","4638","0.774928052840484","0.764456312581922","0.785399793099046","2"
"No","2005","(Married) couple without C. ","direct migration background","528","0.763351385517002","0.731638352637702","0.795064418396302","2"
"No","2005","(Married) couple without C. ","indirect migration background","71","0.648887329597897","0.55968839925856","0.738086259937235","2"
"No","2005","Single parent ","no migration background","620","0.727703962617237","0.698158698334702","0.757249226899772","2"
"No","2005","Single parent ","direct migration background","97","0.814678527070678","0.745157933032067","0.884199121109289","2"
"No","2005","Single parent ","indirect migration background","54","0.700751429476693","0.598469063175585","0.803033795777802","2"
"No","2005","Couple + C. LE 16 ","direct migration background","333","0.64166190018024","0.600248194165962","0.683075606194518","2"
"No","2005","Couple + C. LE 16 ","indirect migration background","113","0.695014295900246","0.626008328912815","0.764020262887676","2"
"No","2005","Couple + C. GT 16 ","no migration background","1839","0.608850699720998","0.591258402259266","0.626442997182731","2"
"No","2005","Couple + C. GT 16 ","direct migration background","276","0.668327078034522","0.621838151593278","0.714816004475765","2"
"No","2005","Couple + C. LE 16 ","no migration background","1745","0.608111615772168","0.590468575566762","0.625754655977573","2"
"No","2005","Couple + C. GT 16 ","indirect migration background","145","0.692371209690923","0.629040260601696","0.75570215878015","2"
"No","2005","Couple + C. LE and GT 16","no migration background","809","0.642069598804807","0.615714438454269","0.668424759155344","2"
"No","2005","Couple + C. LE and GT 16","direct migration background","175","0.633245146771531","0.576595192604293","0.689895100938769","2"
"No","2005","Couple + C. LE and GT 16","indirect migration background","99","0.830100148765806","0.763460926351036","0.896739371180576","2"
"Yes","2005","1-pers.-HH","no migration background","624","0.228345247803513","0.212247355739054","0.244443139867972","1"
"Yes","2005","1-pers.-HH","direct migration background","37","0.218441886598765","0.162424409502326","0.274459363695204","1"
"Yes","2005","1-pers.-HH","indirect migration background","24","","","","1"
"Yes","2005","(Married) couple without C. ","no migration background","1472","0.225071947159516","0.214600206900954","0.235543687418078","1"
"Yes","2005","Couple + C. LE 16 ","indirect migration background","58","0.304985704099754","0.235979737112324","0.373991671087185","1"
"Yes","2005","Couple + C. GT 16 ","no migration background","1117","0.391149300279002","0.373557002817269","0.408741597740734","1"
"Yes","2005","(Married) couple without C. ","direct migration background","162","0.236648614482998","0.204935581603698","0.268361647362298","1"
"Yes","2005","(Married) couple without C. ","indirect migration background","39","0.351112670402103","0.261913740062765","0.44031160074144","1"
"Yes","2005","Single parent ","no migration background","252","0.272296037382763","0.242750773100228","0.301841301665298","1"
"Yes","2005","Single parent ","direct migration background","23","","","","1"
"Yes","2005","Single parent ","indirect migration background","23","","","","1"
"Yes","2005","Couple + C. LE 16 ","no migration background","1196","0.391888384227832","0.374245344022427","0.409531424433238","1"
"Yes","2005","Couple + C. LE 16 ","direct migration background","182","0.35833809981976","0.316924393805482","0.399751805834038","1"
"Yes","2005","Couple + C. GT 16 ","direct migration background","118","0.331672921965478","0.285183995524235","0.378161848406722","1"
"Yes","2005","Couple + C. GT 16 ","indirect migration background","59","0.307628790309077","0.24429784121985","0.370959739398304","1"
"Yes","2005","Couple + C. LE and GT 16","no migration background","462","0.357930401195193","0.331575240844656","0.384285561545731","1"
"Yes","2005","Couple + C. LE and GT 16","direct migration background","103","0.366754853228469","0.310104899061231","0.423404807395707","1"
"Yes","2005","Couple + C. LE and GT 16","indirect migration background","23","","","","1"
"No","2006","Couple + C. LE 16 ","direct migration background","338","0.618546859005962","0.57707536471591","0.660018353296015","2"
"No","2006","Couple + C. LE 16 ","indirect migration background","126","0.730391866815332","0.666273324799723","0.79451040883094","2"
"No","2006","Couple + C. GT 16 ","no migration background","1895","0.620533736147045","0.603272714714089","0.63779475758","2"
"No","2006","1-pers.-HH","no migration background","2269","0.774896988442455","0.759820611383088","0.789973365501823","2"
"No","2006","1-pers.-HH","direct migration background","188","0.807708562993038","0.75677647402284","0.858640651963237","2"
"No","2006","1-pers.-HH","indirect migration background","67","0.726062155133901","0.640349620304251","0.811774689963552","2"
"No","2006","(Married) couple without C. ","no migration background","5247","0.778128897698681","0.768304311681808","0.787953483715554","2"
"No","2006","(Married) couple without C. ","direct migration background","567","0.761820041558113","0.730982843643882","0.792657239472343","2"
"No","2006","(Married) couple without C. ","indirect migration background","88","0.747271068527889","0.670781217829846","0.823760919225933","2"
"No","2006","Single parent ","no migration background","612","0.664900110869426","0.634348876071073","0.695451345667779","2"
"No","2006","Single parent ","direct migration background","99","0.763135184957767","0.691416515758338","0.834853854157195","2"
"No","2006","Single parent ","indirect migration background","57","0.704750989533259","0.601515378684053","0.807986600382465","2"
"No","2006","Couple + C. LE 16 ","no migration background","1833","0.592825449649717","0.57557489358533","0.610076005714104","2"
"No","2006","Couple + C. GT 16 ","direct migration background","229","0.683292022343556","0.634556374277763","0.732027670409349","2"
"No","2006","Couple + C. GT 16 ","indirect migration background","135","0.759853989430438","0.698298755096826","0.821409223764051","2"
"No","2006","Couple + C. LE and GT 16","no migration background","659","0.570848733079641","0.541757547711629","0.599939918447653","2"
"No","2006","Couple + C. LE and GT 16","direct migration background","155","0.640922817163512","0.581692427234197","0.700153207092827","2"
"No","2006","Couple + C. LE and GT 16","indirect migration background","70","0.756893365868756","0.672395401158006","0.841391330579507","2"
"Yes","2006","1-pers.-HH","no migration background","679","0.225103011557545","0.210026634498177","0.240179388616912","1"
"Yes","2006","1-pers.-HH","direct migration background","42","0.192291437006962","0.141359348036763","0.24322352597716","1"
"Yes","2006","1-pers.-HH","indirect migration background","37","0.273937844866099","0.188225310036448","0.359650379695749","1"
"Yes","2006","(Married) couple without C. ","no migration background","1624","0.221871102301319","0.212046516284446","0.231695688318192","1"
"Yes","2006","(Married) couple without C. ","direct migration background","166","0.238179958441887","0.207342760527657","0.269017156356118","1"
"Yes","2006","(Married) couple without C. ","indirect migration background","36","0.252728931472111","0.176239080774067","0.329218782170154","1"
"Yes","2006","Single parent ","no migration background","305","0.335099889130574","0.304548654332221","0.365651123928927","1"
"Yes","2006","Single parent ","direct migration background","36","0.236864815042233","0.165146145842805","0.308583484241662","1"
"Yes","2006","Couple + C. LE 16 ","indirect migration background","58","0.269608133184668","0.20548959116906","0.333726675200277","1"
"Yes","2006","Couple + C. GT 16 ","no migration background","1141","0.379466263852955","0.36220524242","0.396727285285911","1"
"Yes","2006","Single parent ","indirect migration background","18","","","","1"
"Yes","2006","Couple + C. LE 16 ","no migration background","1283","0.407174550350283","0.389923994285896","0.42442510641467","1"
"Yes","2006","Couple + C. LE 16 ","direct migration background","189","0.381453140994038","0.339981646703985","0.42292463528409","1"
"Yes","2006","Couple + C. GT 16 ","direct migration background","121","0.316707977656444","0.267972329590651","0.365443625722237","1"
"Yes","2006","Couple + C. GT 16 ","indirect migration background","50","0.240146010569562","0.178590776235949","0.301701244903174","1"
"Yes","2006","Couple + C. LE and GT 16","no migration background","453","0.429151266920359","0.400060081552347","0.458242452288371","1"
"Yes","2006","Couple + C. LE and GT 16","direct migration background","97","0.359077182836488","0.299846792907173","0.418307572765803","1"
"Yes","2006","Couple + C. LE and GT 16","indirect migration background","29","","","","1"
"No","2007","Couple + C. LE 16 ","direct migration background","297","0.627887096929902","0.58418751259753","0.671586681262274","2"
"No","2007","Couple + C. LE 16 ","indirect migration background","116","0.731231017377208","0.665735943958259","0.796726090796156","2"
"No","2007","Couple + C. GT 16 ","no migration background","1859","0.638247418839145","0.620872509460601","0.65562232821769","2"
"No","2007","1-pers.-HH","no migration background","2165","0.771685512406722","0.756127059269217","0.787243965544228","2"
"No","2007","1-pers.-HH","direct migration background","170","0.807858976095324","0.75469901051155","0.861018941679098","2"
"No","2007","1-pers.-HH","indirect migration background","64","0.615988326734887","0.520663385707472","0.711313267762302","2"
"No","2007","(Married) couple without C. ","no migration background","4952","0.781056634773911","0.770948994852771","0.791164274695051","2"
"No","2007","(Married) couple without C. ","direct migration background","499","0.749451387421376","0.715983916679777","0.782918858162974","2"
"No","2007","(Married) couple without C. ","indirect migration background","89","0.753082481289128","0.67923942427537","0.826925538302886","2"
"No","2007","Single parent ","no migration background","598","0.702416760332984","0.672001615069379","0.732831905596589","2"
"No","2007","Single parent ","direct migration background","78","0.651490601347031","0.565149718532277","0.737831484161785","2"
"No","2007","Single parent ","indirect migration background","56","0.750849834689546","0.650944431375026","0.850755238004066","2"
"No","2007","Couple + C. LE 16 ","no migration background","1669","0.600144701874186","0.582134629009646","0.618154774738726","2"
"No","2007","Couple + C. GT 16 ","direct migration background","213","0.636826855296451","0.585174096501542","0.68847961409136","2"
"No","2007","Couple + C. GT 16 ","indirect migration background","117","0.705899496533795","0.637204665639228","0.774594327428362","2"
"No","2007","Couple + C. LE and GT 16","no migration background","581","0.590121135434523","0.5596083983238","0.620633872545246","2"
"No","2007","Couple + C. LE and GT 16","direct migration background","132","0.630761448717967","0.565176752134466","0.696346145301467","2"
"No","2007","Couple + C. LE and GT 16","indirect migration background","70","0.655640941476697","0.559585283169691","0.751696599783702","2"
"Yes","2007","1-pers.-HH","no migration background","631","0.228314487593278","0.212756034455772","0.243872940730783","1"
"Yes","2007","1-pers.-HH","direct migration background","41","0.192141023904676","0.138981058320902","0.24530098948845","1"
"Yes","2007","1-pers.-HH","indirect migration background","36","0.384011673265113","0.288686732237698","0.479336614292528","1"
"Yes","2007","(Married) couple without C. ","no migration background","1478","0.218943365226089","0.208835725304949","0.229051005147229","1"
"Yes","2007","(Married) couple without C. ","direct migration background","145","0.250548612578624","0.217081141837026","0.284016083320223","1"
"Yes","2007","(Married) couple without C. ","indirect migration background","42","0.246917518710872","0.173074461697114","0.32076057572463","1"
"Yes","2007","Single parent ","no migration background","270","0.297583239667016","0.267168094403411","0.327998384930621","1"
"Yes","2007","Single parent ","direct migration background","39","0.348509398652969","0.262168515838215","0.434850281467723","1"
"Yes","2007","Couple + C. LE 16 ","indirect migration background","60","0.268768982622793","0.203273909203844","0.334264056041741","1"
"Yes","2007","Couple + C. GT 16 ","no migration background","1079","0.361752581160855","0.34437767178231","0.379127490539399","1"
"Yes","2007","Single parent ","indirect migration background","16","","","","1"
"Yes","2007","Couple + C. LE 16 ","no migration background","1173","0.399855298125814","0.381845225261274","0.417865370990354","1"
"Yes","2007","Couple + C. LE 16 ","direct migration background","173","0.372112903070098","0.328413318737726","0.41581248740247","1"
"Yes","2007","Couple + C. GT 16 ","direct migration background","120","0.363173144703549","0.31152038590864","0.414825903498458","1"
"Yes","2007","Couple + C. GT 16 ","indirect migration background","52","0.294100503466205","0.225405672571637","0.362795334360772","1"
"Yes","2007","Couple + C. LE and GT 16","no migration background","417","0.409878864565476","0.379366127454754","0.440391601676199","1"
"Yes","2007","Couple + C. LE and GT 16","direct migration background","76","0.369238551282033","0.303653854698533","0.434823247865533","1"
"Yes","2007","Couple + C. LE and GT 16","indirect migration background","24","","","","1"
"No","2008","Couple + C. LE 16 ","direct migration background","252","0.601789837813926","0.555139316464808","0.648440359163045","2"
"No","2008","Couple + C. LE 16 ","indirect migration background","117","0.682064806401424","0.614224011748895","0.749905601053954","2"
"No","2008","Couple + C. GT 16 ","no migration background","1795","0.644250133219143","0.626564992369943","0.661935274068342","2"
"No","2008","1-pers.-HH","no migration background","2115","0.77234128978366","0.756556816503022","0.788125763064298","2"
"No","2008","1-pers.-HH","direct migration background","161","0.783898071552928","0.72671326292369","0.841082880182167","2"
"No","2008","1-pers.-HH","indirect migration background","55","0.61272912974481","0.507294605097242","0.718163654392378","2"
"No","2008","(Married) couple without C. ","no migration background","4851","0.792310898108203","0.782238708694256","0.802383087522151","2"
"No","2008","(Married) couple without C. ","direct migration background","466","0.772888415493401","0.738937757120459","0.806839073866343","2"
"No","2008","(Married) couple without C. ","indirect migration background","96","0.721384401069176","0.645759069080974","0.797009733057377","2"
"No","2008","Single parent ","no migration background","600","0.696444481765996","0.665874124114136","0.727014839417857","2"
"No","2008","Single parent ","direct migration background","80","0.744185552911053","0.661513379855509","0.826857725966598","2"
"No","2008","Single parent ","indirect migration background","63","0.792255947279914","0.704977683417944","0.879534211141883","2"
"No","2008","Couple + C. LE 16 ","no migration background","1570","0.615473029027996","0.596580002467975","0.634366055588018","2"
"No","2008","Couple + C. GT 16 ","direct migration background","200","0.642773008913537","0.590434529155332","0.695111488671741","2"
"No","2008","Couple + C. GT 16 ","indirect migration background","116","0.628036518359944","0.554731711102982","0.701341325616906","2"
"No","2008","Couple + C. LE and GT 16","no migration background","571","0.615740763695866","0.584809518833495","0.646672008558238","2"
"No","2008","Couple + C. LE and GT 16","direct migration background","97","0.530050688744635","0.453195216749702","0.606906160739567","2"
"No","2008","Couple + C. LE and GT 16","indirect migration background","67","0.796332638702561","0.710718280649988","0.881946996755134","2"
"Yes","2008","1-pers.-HH","no migration background","596","0.22765871021634","0.211874236935702","0.243443183496978","1"
"Yes","2008","1-pers.-HH","direct migration background","38","0.216101928447072","0.158917119817833","0.27328673707631","1"
"Yes","2008","1-pers.-HH","indirect migration background","27","","","","1"
"Yes","2008","(Married) couple without C. ","no migration background","1380","0.207689101891797","0.197616912477849","0.217761291305744","1"
"Yes","2008","(Married) couple without C. ","direct migration background","119","0.227111584506599","0.193160926133657","0.261062242879541","1"
"Yes","2008","(Married) couple without C. ","indirect migration background","39","0.278615598930824","0.202990266942623","0.354240930919026","1"
"Yes","2008","Single parent ","no migration background","269","0.303555518234004","0.272985160582143","0.334125875885864","1"
"Yes","2008","Single parent ","direct migration background","27","","","","1"
"Yes","2008","Couple + C. LE 16 ","indirect migration background","64","0.317935193598576","0.250094398946046","0.385775988251105","1"
"Yes","2008","Couple + C. GT 16 ","no migration background","1020","0.355749866780857","0.338064725931658","0.373435007630057","1"
"Yes","2008","Couple + C. LE and GT 16","no migration background","379","0.384259236304134","0.353327991441762","0.415190481166505","1"
"Yes","2008","Couple + C. LE 16 ","direct migration background","171","0.398210162186074","0.351559640836955","0.444860683535192","1"
"Yes","2008","Couple + C. GT 16 ","indirect migration background","51","0.371963481640056","0.298658674383095","0.445268288897018","1"
"Yes","2008","Single parent ","indirect migration background","20","","","","1"
"Yes","2008","Couple + C. LE 16 ","no migration background","977","0.384526970972004","0.365633944411982","0.403419997532025","1"
"Yes","2008","Couple + C. GT 16 ","direct migration background","122","0.357226991086464","0.304888511328259","0.409565470844668","1"
"Yes","2008","Couple + C. LE and GT 16","direct migration background","65","0.469949311255365","0.393093839260432","0.546804783250298","1"
"Yes","2008","Couple + C. LE and GT 16","indirect migration background","18","","","","1"
"No","2009","1-pers.-HH","no migration background","2034","0.777152428197156","0.761153090373869","0.793151766020443","2"
"No","2009","1-pers.-HH","direct migration background","146","0.76028316725097","0.698430348040731","0.82213598646121","2"
"No","2009","1-pers.-HH","indirect migration background","49","0.669637883301671","0.562474267507776","0.776801499095566","2"
"No","2009","(Married) couple without C. ","no migration background","4667","0.784774956816543","0.77432621024946","0.795223703383625","2"
"No","2009","Couple + C. LE 16 ","direct migration background","192","0.577605849039709","0.523987426843589","0.631224271235828","2"
"No","2009","Couple + C. LE 16 ","indirect migration background","102","0.605204142976711","0.530164367096821","0.6802439188566","2"
