"ple0044_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2007","higher education","Urban Area","1115","0.342593851986173","0.32577346382771","0.359414240144635","1"
"No","2008","in school","Urban Area","223","0.934302334243716","0.90269333281287","0.965911335674562","2"
"No","2008","in school","Rural Area","114","0.985443676169322","0.963741818147319","1.00714553419132","2"
"No","2008","inadequately","Urban Area","101","0.738636298081733","0.663681561058551","0.813591035104915","2"
"No","2008","inadequately","Rural Area","42","0.847848937620744","0.748294683344239","0.94740319189725","2"
"No","2008","general elemantary","Urban Area","1086","0.820881824201771","0.800196074087309","0.841567574316234","2"
"No","2008","higher vocational","Urban Area","606","0.738762713173846","0.709704366603127","0.767821059744565","2"
"No","2008","higher vocational","Rural Area","336","0.651985899567764","0.611083691715397","0.692888107420132","2"
"No","2008","higher education","Urban Area","1944","0.672600379685307","0.655649320978773","0.689551438391842","2"
"No","2008","higher education","Rural Area","765","0.641021222444848","0.613743352032056","0.66829909285764","2"
"No","2008","general elemantary","Rural Area","553","0.823076982094953","0.794267825752613","0.851886138437294","2"
"No","2008","middle vocational","Urban Area","4397","0.724990412458078","0.713765781574395","0.736215043341762","2"
"No","2008","middle vocational","Rural Area","2448","0.702250232916636","0.687114139608862","0.71738632622441","2"
"No","2008","vocational + Abi","Urban Area","532","0.680296491888439","0.647959656341988","0.712633327434889","2"
"No","2008","vocational + Abi","Rural Area","173","0.654008967009433","0.597268816681865","0.710749117337","2"
"Yes","2008","general elemantary","Urban Area","234","0.179118175798228","0.158432425683766","0.199803925912691","1"
"Yes","2008","general elemantary","Rural Area","121","0.176923017905047","0.148113861562706","0.205732174247387","1"
"Yes","2008","middle vocational","Urban Area","1682","0.275009587541922","0.263784956658238","0.286234218425605","1"
"Yes","2008","middle vocational","Rural Area","1058","0.297749767083364","0.28261367377559","0.312885860391138","1"
"Yes","2008","inadequately","Rural Area","8","","","","1"
"Yes","2008","vocational + Abi","Urban Area","267","0.319703508111561","0.287366672565111","0.352040343658012","1"
"Yes","2008","higher education","Rural Area","423","0.358978777555152","0.33170090714236","0.386256647967944","1"
"Yes","2008","vocational + Abi","Rural Area","97","0.345991032990567","0.289250882663","0.402731183318135","1"
"Yes","2008","higher vocational","Urban Area","272","0.261237286826154","0.232178940255435","0.290295633396873","1"
"Yes","2008","inadequately","Urban Area","31","0.261363701918267","0.186408964895085","0.336318438941449","1"
"Yes","2008","in school","Urban Area","13","","","","1"
"Yes","2008","in school","Rural Area","3","","","","1"
"Yes","2008","higher vocational","Rural Area","185","0.348014100432236","0.307111892579868","0.388916308284603","1"
"Yes","2008","higher education","Urban Area","1000","0.327399620314693","0.310448561608158","0.344350679021227","1"
"No","2009","in school","Urban Area","203","0.945651466804373","0.915557508963963","0.975745424644782","2"
"No","2009","in school","Rural Area","87","0.912370952620659","0.854904235637932","0.969837669603387","2"
"No","2009","inadequately","Urban Area","92","0.7327642194463","0.654241088827752","0.811287350064848","2"
"No","2009","inadequately","Rural Area","35","0.855896101132727","0.749684529444721","0.962107672820734","2"
"No","2009","general elemantary","Urban Area","959","0.823448299440458","0.801757435379952","0.845139163500964","2"
"No","2009","higher vocational","Urban Area","561","0.721232474941866","0.690199769920165","0.752265179963566","2"
"No","2009","higher vocational","Rural Area","342","0.696336934357039","0.65634964765225","0.736324221061827","2"
"No","2009","higher education","Urban Area","1884","0.684177905131814","0.666932478204876","0.701423332058751","2"
"No","2009","higher education","Rural Area","777","0.623873584449109","0.596045275437764","0.651701893460455","2"
"No","2009","general elemantary","Rural Area","489","0.811135274513321","0.779712318955062","0.84255823007158","2"
"No","2009","middle vocational","Urban Area","4052","0.728572501298951","0.716893040533108","0.740251962064793","2"
"No","2009","middle vocational","Rural Area","2400","0.717687327545806","0.70244019443273","0.732934460658881","2"
"No","2009","vocational + Abi","Urban Area","515","0.720016067317922","0.687423244515566","0.752608890120277","2"
"No","2009","vocational + Abi","Rural Area","165","0.662471573224234","0.603972359139578","0.720970787308891","2"
"Yes","2009","general elemantary","Urban Area","228","0.176551700559542","0.154860836499036","0.198242564620048","1"
"Yes","2009","general elemantary","Rural Area","107","0.188864725486679","0.157441769928419","0.220287681044938","1"
"Yes","2009","middle vocational","Urban Area","1517","0.271427498701049","0.259748037935207","0.283106959466892","1"
"Yes","2009","middle vocational","Rural Area","948","0.282312672454195","0.267065539341119","0.29755980556727","1"
"Yes","2009","inadequately","Rural Area","7","","","","1"
"Yes","2009","vocational + Abi","Urban Area","214","0.279983932682078","0.247391109879723","0.312576755484434","1"
"Yes","2009","higher education","Rural Area","387","0.376126415550891","0.348298106539545","0.403954724562236","1"
"Yes","2009","in school","Urban Area","15","","","","1"
"Yes","2009","vocational + Abi","Rural Area","86","0.337528426775766","0.279029212691109","0.396027640860422","1"
"Yes","2009","higher vocational","Urban Area","241","0.278767525058134","0.247734820036434","0.309800230079835","1"
"Yes","2009","in school","Rural Area","6","","","","1"
"Yes","2009","inadequately","Urban Area","30","0.2672357805537","0.188712649935152","0.345758911172248","1"
"Yes","2009","higher vocational","Rural Area","166","0.303663065642961","0.263675778938173","0.34365035234775","1"
"Yes","2009","higher education","Urban Area","907","0.315822094868186","0.298576667941249","0.333067521795124","1"
"No","2010","in school","Urban Area","273","0.94704613758797","0.921227485842661","0.972864789333278","2"
"No","2010","in school","Rural Area","117","0.953741931638086","0.916920364370244","0.990563498905928","2"
"No","2010","inadequately","Urban Area","200","0.818517756633995","0.77054956206126","0.86648595120673","2"
"No","2010","inadequately","Rural Area","77","0.759557294605195","0.671267011638072","0.847847577572318","2"
"No","2010","general elemantary","Urban Area","1311","0.82643833136339","0.808180726709541","0.844695936017238","2"
"No","2010","higher vocational","Urban Area","673","0.697315225474657","0.668610036937533","0.726020414011781","2"
"No","2010","higher vocational","Rural Area","394","0.663617527346613","0.626337080232421","0.700897974460805","2"
"No","2010","higher education","Urban Area","2624","0.697543358280785","0.683103664361443","0.711983052200126","2"
"No","2010","higher education","Rural Area","949","0.660220976560815","0.635783415117298","0.684658538004332","2"
"No","2010","general elemantary","Rural Area","622","0.768041132645965","0.738608285514329","0.797473979777601","2"
"No","2010","middle vocational","Urban Area","5136","0.742376946706804","0.732209555515362","0.752544337898246","2"
"No","2010","middle vocational","Rural Area","3079","0.690562441915491","0.677111531161543","0.704013352669439","2"
"No","2010","vocational + Abi","Urban Area","847","0.692927786337134","0.667366442368289","0.718489130305979","2"
"No","2010","vocational + Abi","Rural Area","294","0.62912082770462","0.584391503346992","0.673850152062248","2"
"Yes","2010","general elemantary","Urban Area","342","0.17356166863661","0.155304063982762","0.191819273290459","1"
"Yes","2010","general elemantary","Rural Area","168","0.231958867354035","0.202526020222399","0.261391714485671","1"
"Yes","2010","middle vocational","Urban Area","1971","0.257623053293196","0.247455662101754","0.267790444484638","1"
"Yes","2010","middle vocational","Rural Area","1458","0.309437558084509","0.295986647330561","0.322888468838457","1"
"Yes","2010","inadequately","Rural Area","13","","","","1"
"Yes","2010","in school","Urban Area","16","","","","1"
"Yes","2010","vocational + Abi","Urban Area","404","0.307072213662866","0.281510869694021","0.332633557631711","1"
"Yes","2010","higher education","Rural Area","494","0.339779023439185","0.315341461995668","0.364216584882702","1"
"Yes","2010","in school","Rural Area","8","","","","1"
"Yes","2010","inadequately","Urban Area","48","0.181482243366005","0.13351404879327","0.22945043793874","1"
"Yes","2010","higher vocational","Urban Area","311","0.302684774525343","0.273979585988219","0.331389963062467","1"
"Yes","2010","higher education","Urban Area","1263","0.302456641719215","0.288016947799874","0.316896335638556","1"
"Yes","2010","vocational + Abi","Rural Area","154","0.37087917229538","0.326149847937752","0.415608496653008","1"
"Yes","2010","higher vocational","Rural Area","223","0.336382472653387","0.299102025539195","0.373662919767579","1"
"No","2011","in school","Urban Area","316","0.952950394192922","0.930173621336928","0.975727167048915","2"
"No","2011","in school","Rural Area","122","0.967998305137776","0.937143921659943","0.998852688615609","2"
"No","2011","inadequately","Urban Area","209","0.820772174822692","0.773880520015719","0.867663829629665","2"
"No","2011","inadequately","Rural Area","102","0.82152327121861","0.75243444391638","0.890612098520841","2"
"No","2011","general elemantary","Urban Area","1378","0.866556863852867","0.850213230168054","0.882900497537681","2"
"No","2011","general elemantary","Rural Area","752","0.873632197115462","0.851864168167535","0.895400226063388","2"
"No","2011","middle vocational","Urban Area","4855","0.807136580065515","0.797377670433212","0.816895489697818","2"
"No","2011","middle vocational","Rural Area","3083","0.793477788380364","0.781088282759016","0.805867294001713","2"
"No","2011","vocational + Abi","Urban Area","736","0.742612374180412","0.71623103825838","0.768993710102445","2"
"No","2011","vocational + Abi","Rural Area","286","0.725224164575223","0.681802099294966","0.76864622985548","2"
"No","2011","higher vocational","Urban Area","555","0.827296572552463","0.799914038190863","0.854679106914063","2"
"No","2011","higher vocational","Rural Area","358","0.765529029499756","0.728281688987225","0.802776370012287","2"
"No","2011","higher education","Urban Area","2218","0.765647237405162","0.750514613385638","0.780779861424686","2"
"No","2011","higher education","Rural Area","818","0.760251455305266","0.735248249273414","0.785254661337119","2"
"Yes","2011","general elemantary","Urban Area","285","0.133443136147132","0.117099502462319","0.149786769831946","1"
"Yes","2011","general elemantary","Rural Area","143","0.126367802884538","0.104599773936612","0.148135831832465","1"
"Yes","2011","middle vocational","Urban Area","1424","0.192863419934485","0.183104510302182","0.202622329566788","1"
"Yes","2011","middle vocational","Rural Area","1018","0.206522211619636","0.194132705998287","0.218911717240984","1"
"Yes","2011","higher education","Rural Area","302","0.239748544694734","0.214745338662881","0.264751750726586","1"
"Yes","2011","inadequately","Rural Area","16","","","","1"
"Yes","2011","in school","Urban Area","16","","","","1"
"Yes","2011","vocational + Abi","Urban Area","319","0.257387625819587","0.231006289897555","0.28376896174162","1"
"Yes","2011","higher education","Urban Area","792","0.234352762594838","0.219220138575314","0.249485386614362","1"
"Yes","2011","in school","Rural Area","3","","","","1"
"Yes","2011","inadequately","Urban Area","48","0.179227825177308","0.132336170370335","0.226119479984281","1"
"Yes","2011","higher vocational","Urban Area","177","0.172703427447537","0.145320893085937","0.200085961809137","1"
"Yes","2011","higher vocational","Rural Area","139","0.234470970500244","0.197223629987714","0.271718311012775","1"
"Yes","2011","vocational + Abi","Rural Area","120","0.274775835424777","0.23135377014452","0.318197900705034","1"
"No","2012","in school","Urban Area","304","0.8961039454287","0.863183186113133","0.929024704744266","2"
"No","2012","in school","Rural Area","134","0.922757787062623","0.879000409579136","0.96651516454611","2"
"No","2012","inadequately","Urban Area","206","0.80272042540344","0.754534448995143","0.850906401811737","2"
"No","2012","inadequately","Rural Area","100","0.893471215235094","0.838040768407758","0.94890166206243","2"
"No","2012","general elemantary","Urban Area","1474","0.802628113865003","0.784530343814781","0.820725883915225","2"
"No","2012","general elemantary","Rural Area","820","0.791866973430508","0.767062099820401","0.816671847040615","2"
"No","2012","middle vocational","Urban Area","5899","0.748558721733768","0.739058451683685","0.758058991783851","2"
"No","2012","middle vocational","Rural Area","3843","0.724510663808717","0.712615695129156","0.736405632488278","2"
"No","2012","vocational + Abi","Urban Area","978","0.718167687390413","0.694618148556459","0.741717226224367","2"
"No","2012","vocational + Abi","Rural Area","379","0.690431466092407","0.651617454338328","0.729245477846486","2"
"No","2012","higher vocational","Urban Area","748","0.735086403092984","0.708595863283145","0.761576942902823","2"
"No","2012","higher vocational","Rural Area","489","0.668000387090455","0.633720748582154","0.702280025598756","2"
"No","2012","higher education","Urban Area","3028","0.712854420532492","0.69942810802958","0.726280733035404","2"
"No","2012","higher education","Rural Area","1161","0.681419792995594","0.659381410791264","0.703458175199924","2"
"Yes","2012","general elemantary","Urban Area","384","0.197371886134997","0.179274116084775","0.215469656185219","1"
"Yes","2012","general elemantary","Rural Area","209","0.208133026569492","0.183328152959385","0.232937900179599","1"
"Yes","2012","middle vocational","Urban Area","2112","0.251441278266232","0.241941008216149","0.260941548316315","1"
"Yes","2012","middle vocational","Rural Area","1576","0.275489336191283","0.263594367511722","0.287384304870844","1"
"Yes","2012","higher education","Rural Area","556","0.318580207004406","0.296541824800076","0.340618589208736","1"
"Yes","2012","inadequately","Rural Area","19","","","","1"
"Yes","2012","in school","Urban Area","26","","","","1"
"Yes","2012","vocational + Abi","Urban Area","424","0.281832312609587","0.258282773775633","0.305381851443541","1"
"Yes","2012","higher education","Urban Area","1334","0.287145579467508","0.273719266964596","0.30057189197042","1"
"Yes","2012","in school","Rural Area","9","","","","1"
"Yes","2012","higher vocational","Urban Area","318","0.264913596907016","0.238423057097177","0.291404136716855","1"
"Yes","2012","inadequately","Urban Area","56","0.19727957459656","0.149093598188263","0.245465551004856","1"
"Yes","2012","higher vocational","Rural Area","236","0.331999612909545","0.297719974401244","0.366279251417846","1"
"Yes","2012","vocational + Abi","Rural Area","166","0.309568533907593","0.270754522153515","0.348382545661672","1"
"No","2013","in school","Urban Area","409","0.917261035227214","0.891665182684855","0.942856887769573","2"
"No","2013","in school","Rural Area","161","0.913106445632031","0.871609518015772","0.95460337324829","2"
"No","2013","inadequately","Urban Area","347","0.792714243049353","0.755261390934283","0.830167095164423","2"
"No","2013","inadequately","Rural Area","139","0.825932937321865","0.769431989580998","0.882433885062731","2"
"No","2013","general elemantary","Urban Area","1994","0.827402992993843","0.812651470625681","0.842154515362005","2"
"No","2013","general elemantary","Rural Area","929","0.837447918015108","0.816306684076783","0.858589151953433","2"
"No","2013","middle vocational","Urban Area","6334","0.765859551374731","0.756928976401035","0.774790126348428","2"
"No","2013","middle vocational","Rural Area","3876","0.728892426997799","0.717052435128927","0.740732418866671","2"
"No","2013","vocational + Abi","Urban Area","1195","0.715606059766246","0.694298746482424","0.736913373050069","2"
"No","2013","vocational + Abi","Rural Area","401","0.688419316390794","0.652022392087724","0.724816240693865","2"
"No","2013","higher vocational","Urban Area","738","0.727558284645712","0.700564694844627","0.754551874446797","2"
"No","2013","higher vocational","Rural Area","456","0.690602279051049","0.655756730813196","0.725447827288903","2"
"No","2013","higher education","Urban Area","3483","0.727116731132452","0.714752632032146","0.739480830232758","2"
"No","2013","higher education","Rural Area","1256","0.698349419381614","0.67725150028753","0.719447338475698","2"
"Yes","2013","general elemantary","Urban Area","527","0.172597007006157","0.157845484637995","0.187348529374319","1"
"Yes","2013","general elemantary","Rural Area","241","0.162552081984892","0.141410848046567","0.183693315923217","1"
"Yes","2013","middle vocational","Urban Area","2303","0.234140448625269","0.225209873651572","0.243071023598965","1"
"Yes","2013","middle vocational","Rural Area","1539","0.271107573002201","0.259267581133329","0.282947564871073","1"
"Yes","2013","higher education","Rural Area","562","0.301650580618386","0.280552661524302","0.32274849971247","1"
"Yes","2013","in school","Urban Area","36","0.0827389647727861","0.0571431122304273","0.108334817315145","1"
"Yes","2013","inadequately","Rural Area","34","0.174067062678135","0.117566114937269","0.230568010419002","1"
"Yes","2013","vocational + Abi","Urban Area","527","0.284393940233754","0.263086626949931","0.305701253517576","1"
"Yes","2013","in school","Rural Area","16","","","","1"
"Yes","2013","inadequately","Urban Area","103","0.207285756950647","0.169832904835577","0.244738609065717","1"
"Yes","2013","higher education","Urban Area","1503","0.272883268867548","0.260519169767242","0.285247367967854","1"
"Yes","2013","higher vocational","Urban Area","307","0.272441715354288","0.245448125553203","0.299435305155373","1"
"Yes","2013","higher vocational","Rural Area","220","0.309397720948951","0.274552172711097","0.344243269186804","1"
"Yes","2013","vocational + Abi","Rural Area","221","0.311580683609206","0.275183759306135","0.347977607912276","1"
"No","2014","in school","Urban Area","226","0.792188646767758","0.746044267464384","0.838333026071131","2"
"No","2014","in school","Rural Area","129","0.865421270021668","0.8109883524818","0.919854187561537","2"
"No","2014","inadequately","Urban Area","204","0.675511164892268","0.626250587437244","0.724771742347293","2"
"No","2014","inadequately","Rural Area","93","0.725480834940546","0.651557188724073","0.799404481157019","2"
"No","2014","general elemantary","Urban Area","1435","0.767898779053863","0.749698897827738","0.786098660279987","2"
"No","2014","general elemantary","Rural Area","752","0.777324590170725","0.751641033882601","0.803008146458848","2"
"No","2014","middle vocational","Urban Area","5413","0.747087004386469","0.737323340543056","0.756850668229882","2"
"No","2014","middle vocational","Rural Area","3432","0.73586411978966","0.723425650280725","0.748302589298595","2"
"No","2014","vocational + Abi","Urban Area","944","0.680167914188162","0.656373555836383","0.70396227253994","2"
"No","2014","vocational + Abi","Rural Area","337","0.673219667091945","0.63419780836658","0.71224152581731","2"
"No","2014","higher vocational","Urban Area","656","0.696115811413626","0.666884208289583","0.725347414537668","2"
"No","2014","higher vocational","Rural Area","427","0.650887037420607","0.613663845217762","0.688110229623453","2"
"No","2014","higher education","Urban Area","3082","0.698010034264398","0.684586754357705","0.711433314171091","2"
"No","2014","higher education","Rural Area","1137","0.691495570655632","0.669310216023424","0.71368092528784","2"
"Yes","2014","general elemantary","Urban Area","632","0.232101220946138","0.213901339720013","0.250301102172262","1"
"Yes","2014","general elemantary","Rural Area","256","0.222675409829275","0.196991853541152","0.248358966117399","1"
"Yes","2014","middle vocational","Urban Area","2201","0.252912995613531","0.243149331770118","0.262676659456944","1"
"Yes","2014","middle vocational","Rural Area","1394","0.264135880210341","0.251697410701406","0.276574349719275","1"
"Yes","2014","higher education","Rural Area","528","0.308504429344368","0.28631907471216","0.330689783976576","1"
"Yes","2014","vocational + Abi","Urban Area","532","0.319832085811838","0.29603772746006","0.343626444163616","1"
"Yes","2014","vocational + Abi","Rural Area","218","0.326780332908055","0.28775847418269","0.36580219163342","1"
"Yes","2014","in school","Urban Area","71","0.207811353232242","0.161666973928869","0.253955732535616","1"
"Yes","2014","inadequately","Rural Area","47","0.274519165059454","0.200595518842981","0.348442811275927","1"
"Yes","2014","higher vocational","Urban Area","295","0.303884188586374","0.274652585462332","0.333115791710417","1"
"Yes","2014","higher education","Urban Area","1412","0.301989965735602","0.288566685828909","0.315413245642295","1"
"Yes","2014","in school","Rural Area","22","","","","1"
"Yes","2014","inadequately","Urban Area","143","0.324488835107731","0.275228257652707","0.373749412562756","1"
"Yes","2014","higher vocational","Rural Area","203","0.349112962579393","0.311889770376547","0.386336154782238","1"
"No","2015","in school","Urban Area","229","0.920428559544372","0.887081197598059","0.953775921490685","2"
"No","2015","in school","Rural Area","114","0.976091233992694","0.949093996787904","1.00308847119748","2"
"No","2015","inadequately","Urban Area","305","0.799424070237692","0.759373334725129","0.839474805750254","2"
"No","2015","inadequately","Rural Area","119","0.789308016165098","0.724047617208382","0.854568415121813","2"
"No","2015","general elemantary","Urban Area","1518","0.802638751817781","0.785054392583036","0.820223111052526","2"
"No","2015","general elemantary","Rural Area","755","0.794475514658075","0.76912450706354","0.819826522252611","2"
"No","2015","middle vocational","Urban Area","5495","0.766219294524223","0.756556667381401","0.775881921667046","2"
"No","2015","middle vocational","Rural Area","3407","0.734203362917441","0.721573981261862","0.746832744573019","2"
"No","2015","vocational + Abi","Urban Area","1085","0.71187752845306","0.689532248538973","0.734222808367146","2"
"No","2015","vocational + Abi","Rural Area","375","0.646086186525906","0.606933211729792","0.68523916132202","2"
"No","2015","higher vocational","Urban Area","645","0.722671137731071","0.693679800735032","0.75166247472711","2"
"No","2015","higher vocational","Rural Area","403","0.673312691130662","0.635691247426499","0.710934134834826","2"
"No","2015","higher education","Urban Area","3288","0.726823712904678","0.714020540086016","0.73962688572334","2"
"No","2015","higher education","Rural Area","1184","0.699834098746586","0.678224114560524","0.721444082932647","2"
"Yes","2015","general elemantary","Urban Area","450","0.197361248182219","0.179776888947474","0.214945607416964","1"
"Yes","2015","general elemantary","Rural Area","221","0.205524485341925","0.180173477747389","0.230875492936461","1"
"Yes","2015","middle vocational","Urban Area","1875","0.233780705475777","0.224118078332954","0.243443332618599","1"
"Yes","2015","middle vocational","Rural Area","1293","0.265796637082559","0.253167255426981","0.278426018738138","1"
"Yes","2015","higher education","Rural Area","544","0.300165901253414","0.278555917067353","0.321775885439476","1"
"Yes","2015","vocational + Abi","Urban Area","493","0.28812247154694","0.265777191632854","0.310467751461027","1"
"Yes","2015","vocational + Abi","Rural Area","198","0.353913813474094","0.31476083867798","0.393066788270208","1"
"Yes","2015","higher vocational","Urban Area","271","0.277328862268929","0.24833752527289","0.306320199264968","1"
"Yes","2015","in school","Urban Area","24","","","","1"
"Yes","2015","inadequately","Rural Area","31","0.210691983834902","0.145431584878187","0.275952382791618","1"
"Yes","2015","higher education","Urban Area","1365","0.273176287095322","0.26037311427666","0.285979459913984","1"
"Yes","2015","in school","Rural Area","9","","","","1"
"Yes","2015","inadequately","Urban Area","79","0.200575929762308","0.160525194249746","0.240626665274871","1"
"Yes","2015","higher vocational","Rural Area","194","0.326687308869338","0.289065865165174","0.364308752573501","1"
"No","2016","in school","Urban Area","227","0.919431301202697","0.885693179231589","0.953169423173805","2"
"No","2016","in school","Rural Area","84","0.984854423869004","0.959480828676339","1.01022801906167","2"
"No","2016","inadequately","Urban Area","221","0.788933707139139","0.741558037894903","0.836309376383375","2"
"No","2016","inadequately","Rural Area","100","0.886432480808927","0.830131225803857","0.942733735813997","2"
"No","2016","general elemantary","Urban Area","1334","0.803120531502097","0.784162409352151","0.822078653652043","2"
"No","2016","general elemantary","Rural Area","694","0.815158399884674","0.789570018075205","0.840746781694143","2"
"No","2016","middle vocational","Urban Area","4993","0.761845833940808","0.751599714912343","0.772091952969273","2"
"No","2016","middle vocational","Rural Area","3112","0.736187653763037","0.722992498615241","0.749382808910833","2"
"No","2016","vocational + Abi","Urban Area","1029","0.724740370053322","0.701977527651767","0.747503212454878","2"
"No","2016","vocational + Abi","Rural Area","363","0.69320993867202","0.654059420007481","0.73236045733656","2"
"No","2016","higher vocational","Urban Area","604","0.726069936876956","0.695820734353604","0.756319139400309","2"
"No","2016","higher vocational","Rural Area","376","0.662132136863307","0.622746399121523","0.701517874605092","2"
"No","2016","higher education","Urban Area","2976","0.704744297929432","0.691028544863299","0.718460050995565","2"
"No","2016","higher education","Rural Area","1137","0.706687561778874","0.684496808501493","0.728878315056256","2"
"Yes","2016","general elemantary","Urban Area","356","0.196879468497903","0.177921346347956","0.215837590647849","1"
"Yes","2016","general elemantary","Rural Area","190","0.184841600115326","0.159253218305857","0.210429981924795","1"
"Yes","2016","middle vocational","Urban Area","1646","0.238154166059192","0.227908047030727","0.248400285087657","1"
"Yes","2016","middle vocational","Rural Area","1173","0.263812346236962","0.250617191089166","0.277007501384758","1"
"Yes","2016","inadequately","Rural Area","22","","","","1"
"Yes","2016","higher education","Rural Area","480","0.293312438221126","0.271121684943744","0.315503191498507","1"
"Yes","2016","in school","Rural Area","5","","","","1"
"Yes","2016","vocational + Abi","Urban Area","450","0.275259629946678","0.252496787545122","0.298022472348233","1"
"Yes","2016","inadequately","Urban Area","64","0.211066292860861","0.163690623616625","0.258441962105097","1"
"Yes","2016","vocational + Abi","Rural Area","170","0.30679006132798","0.26763954266344","0.345940579992519","1"
"Yes","2016","higher vocational","Urban Area","231","0.273930063123044","0.243680860599691","0.304179265646396","1"
"Yes","2016","in school","Urban Area","23","","","","1"
"Yes","2016","higher education","Urban Area","1273","0.295255702070568","0.281539949004435","0.308971455136701","1"
"Yes","2016","higher vocational","Rural Area","178","0.337867863136693","0.298482125394908","0.377253600878477","1"
"No","2017","in school","Urban Area","264","0.904161801315203","0.870455842978307","0.937867759652099","2"
"No","2017","in school","Rural Area","110","0.95722055890935","0.920553276614365","0.993887841204334","2"
"No","2017","inadequately","Urban Area","257","0.859847703711786","0.8213281123905","0.898367295033071","2"
"No","2017","inadequately","Rural Area","114","0.825238033842077","0.760938359891581","0.889537707792572","2"
"No","2017","general elemantary","Urban Area","1374","0.806631076296376","0.788031418157653","0.8252307344351","2"
"No","2017","general elemantary","Rural Area","800","0.82288321650508","0.799185883445729","0.846580549564431","2"
"No","2017","middle vocational","Urban Area","5411","0.7532549658326","0.74328229862631","0.76322763303889","2"
"No","2017","middle vocational","Rural Area","3587","0.770008112460092","0.758115439892007","0.781900785028177","2"
"No","2017","vocational + Abi","Urban Area","1130","0.730252676106576","0.708430337339456","0.752075014873697","2"
"No","2017","vocational + Abi","Rural Area","437","0.753053237402012","0.718943497016879","0.787162977787145","2"
"No","2017","higher vocational","Urban Area","653","0.719975420581469","0.690607930239792","0.749342910923147","2"
"No","2017","higher vocational","Rural Area","444","0.712588423912478","0.677333665287352","0.747843182537603","2"
"No","2017","higher education","Urban Area","3380","0.728098913208663","0.715340480214278","0.740857346203049","2"
"No","2017","higher education","Rural Area","1303","0.737406069148069","0.717167217596279","0.757644920699859","2"
"Yes","2017","general elemantary","Urban Area","358","0.193368923703624","0.1747692655649","0.211968581842347","1"
"Yes","2017","general elemantary","Rural Area","197","0.17711678349492","0.153419450435569","0.200814116554271","1"
"Yes","2017","middle vocational","Urban Area","1768","0.2467450341674","0.23677236696111","0.25671770137369","1"
"Yes","2017","middle vocational","Rural Area","1223","0.229991887539908","0.218099214971823","0.241884560107993","1"
"Yes","2017","inadequately","Rural Area","20","","","","1"
"Yes","2017","higher education","Rural Area","513","0.262593930851931","0.242355079300141","0.282832782403721","1"
"Yes","2017","in school","Rural Area","7","","","","1"
"Yes","2017","vocational + Abi","Urban Area","459","0.269747323893424","0.247924985126303","0.291569662660544","1"
"Yes","2017","vocational + Abi","Rural Area","177","0.246946762597988","0.212837022212855","0.281056502983121","1"
"Yes","2017","higher vocational","Urban Area","245","0.280024579418531","0.250657089076853","0.309392069760208","1"
"Yes","2017","inadequately","Urban Area","55","0.140152296288214","0.101632704966929","0.1786718876095","1"
"Yes","2017","in school","Urban Area","29","","","","1"
"Yes","2017","higher education","Urban Area","1292","0.271901086791337","0.259142653796951","0.284659519785723","1"
"Yes","2017","higher vocational","Rural Area","189","0.287411576087522","0.252156817462397","0.322666334712648","1"
"No","2018","in school","Urban Area","238","0.930747008470109","0.899767584963175","0.961726431977044","2"
"No","2018","in school","Rural Area","81","0.964179767608206","0.925128811516288","1.00323072370012","2"
"No","2018","inadequately","Urban Area","284","0.836428156316995","0.797453828120393","0.875402484513597","2"
"No","2018","inadequately","Rural Area","108","0.822094689798512","0.756854306708172","0.887335072888852","2"
"No","2018","general elemantary","Urban Area","1327","0.811422785492775","0.792723180099048","0.830122390886501","2"
"No","2018","general elemantary","Rural Area","774","0.826826429567174","0.80295203235762","0.850700826776728","2"
"No","2018","middle vocational","Urban Area","5225","0.779036518987992","0.7691983716573","0.788874666318684","2"
"No","2018","middle vocational","Rural Area","3379","0.749467837489792","0.736866032062054","0.762069642917531","2"
"No","2018","vocational + Abi","Urban Area","1076","0.738778239219136","0.716517272626128","0.761039205812144","2"
"No","2018","vocational + Abi","Rural Area","431","0.761881202391634","0.727941277773189","0.795821127010078","2"
"No","2018","higher vocational","Urban Area","628","0.742529641926998","0.712872768100153","0.772186515753843","2"
"No","2018","higher vocational","Rural Area","409","0.698045878624597","0.661552945952056","0.734538811297137","2"
"No","2018","higher education","Urban Area","3326","0.749889586841582","0.737286523576229","0.762492650106935","2"
"No","2018","higher education","Rural Area","1280","0.745209961421808","0.724759392288461","0.765660530555156","2"
"Yes","2018","general elemantary","Urban Area","354","0.188577214507225","0.169877609113499","0.207276819900952","1"
"Yes","2018","general elemantary","Rural Area","191","0.173173570432826","0.149299173223272","0.19704796764238","1"
"Yes","2018","middle vocational","Urban Area","1607","0.220963481012008","0.211125333681316","0.2308016283427","1"
"Yes","2018","middle vocational","Rural Area","1163","0.250532162510208","0.237930357082469","0.263133967937946","1"
"Yes","2018","inadequately","Rural Area","24","","","","1"
"Yes","2018","higher education","Rural Area","464","0.254790038578192","0.234339469444844","0.275240607711539","1"
"Yes","2018","in school","Rural Area","6","","","","1"
"Yes","2018","inadequately","Urban Area","62","0.163571843683005","0.124597515486403","0.202546171879607","1"
"Yes","2018","vocational + Abi","Rural Area","174","0.238118797608366","0.204178872989922","0.272058722226811","1"
