"ple0044_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2002","no migration background","middle vocational","6960","0.719607628588998","0.710783772122787","0.728431485055208","2"
"No","2002","no migration background","vocational + Abi","577","0.715638483125965","0.685541362593668","0.745735603658262","2"
"No","2002","no migration background","higher vocational","938","0.661345280221292","0.637403830727082","0.685286729715502","2"
"No","2002","no migration background","higher education","2350","0.615586428574349","0.600481026133135","0.630691831015562","2"
"No","2002","direct migration background","in school","48","0.933921414227353","0.866401488516018","1.00144133993869","2"
"No","2002","direct migration background","inadequately","155","0.826961914794042","0.772598688402774","0.88132514118531","2"
"No","2002","direct migration background","general elemantary","551","0.804631789046758","0.775112423657536","0.83415115443598","2"
"No","2002","direct migration background","middle vocational","693","0.683879833474686","0.65482846856789","0.712931198381482","2"
"No","2002","direct migration background","vocational + Abi","161","0.701544426537861","0.64353259506843","0.759556258007292","2"
"No","2002","direct migration background","higher vocational","106","0.700298311463375","0.627942425587566","0.772654197339185","2"
"No","2002","direct migration background","higher education","225","0.66643142636358","0.619150420439097","0.713712432288063","2"
"Yes","2002","direct migration background","in school","4","","","","1"
"Yes","2002","direct migration background","inadequately","31","0.173038085205958","0.11867485881469","0.227401311597226","1"
"Yes","2002","direct migration background","general elemantary","142","0.195368210953242","0.16584884556402","0.224887576342464","1"
"Yes","2002","direct migration background","middle vocational","291","0.316120166525314","0.287068801618518","0.34517153143211","1"
"Yes","2002","direct migration background","vocational + Abi","78","0.298455573462139","0.240443741992708","0.35646740493157","1"
"Yes","2002","direct migration background","higher vocational","48","0.299701688536625","0.227345802660815","0.372057574412434","1"
"Yes","2002","direct migration background","higher education","157","0.33356857363642","0.286287567711937","0.380849579560903","1"
"Yes","2002","indirect migration background","in school","5","","","","1"
"Yes","2002","indirect migration background","inadequately","2","","","","1"
"Yes","2002","indirect migration background","general elemantary","49","0.252703723391388","0.190749713806457","0.314657732976319","1"
"Yes","2002","indirect migration background","middle vocational","110","0.346104507885001","0.293735269305799","0.398473746464203","1"
"Yes","2002","indirect migration background","vocational + Abi","8","","","","1"
"Yes","2002","indirect migration background","higher vocational","20","","","","1"
"Yes","2002","indirect migration background","higher education","34","0.538726458892219","0.415631224046444","0.661821693737995","1"
"Yes","2002","no migration background","general elemantary","360","0.174078263145212","0.15721842460511","0.190938101685314","1"
"Yes","2002","no migration background","middle vocational","2995","0.280392371411003","0.271568514944792","0.289216227877213","1"
"Yes","2002","no migration background","vocational + Abi","286","0.284361516874035","0.254264396341738","0.314458637406332","1"
"Yes","2002","no migration background","higher education","1634","0.384413571425651","0.369308168984438","0.399518973866865","1"
"Yes","2002","no migration background","in school","52","0.101803373873589","0.074666757395007","0.12893999035217","1"
"Yes","2002","no migration background","inadequately","13","","","","1"
"Yes","2002","no migration background","higher vocational","563","0.338654719778708","0.314713270284498","0.362596169272918","1"
"No","2003","indirect migration background","inadequately","6","","","","2"
"No","2003","indirect migration background","general elemantary","126","0.696864124212248","0.6304543655818","0.763273882842696","2"
"No","2003","indirect migration background","higher vocational","17","","","","2"
"No","2003","indirect migration background","higher education","36","0.680474072316786","0.56248784646152","0.798460298172053","2"
"No","2003","indirect migration background","in school","63","0.921688898013066","0.858752350273774","0.984625445752357","2"
"No","2003","indirect migration background","middle vocational","205","0.68961501655713","0.638442476720959","0.740787556393301","2"
"No","2003","indirect migration background","vocational + Abi","34","0.866482005635269","0.764818861437492","0.968145149833045","2"
"No","2003","no migration background","in school","452","0.937602563069978","0.916054006785169","0.959151119354786","2"
"No","2003","no migration background","inadequately","73","0.858863151277068","0.785703663189981","0.932022639364156","2"
"No","2003","no migration background","general elemantary","1542","0.839795367353797","0.823144018886012","0.856446715821582","2"
"No","2003","no migration background","middle vocational","6759","0.727238727362992","0.718318761333477","0.736158693392506","2"
"No","2003","no migration background","vocational + Abi","584","0.700460340117858","0.669775055903012","0.731145624332705","2"
"No","2003","no migration background","higher vocational","921","0.653442181874543","0.629123883200198","0.677760480548888","2"
"No","2003","no migration background","higher education","2326","0.636133360397465","0.620866630371247","0.651400090423683","2"
"No","2003","direct migration background","in school","47","0.931651299755287","0.862395710278417","1.00090688923216","2"
"No","2003","direct migration background","inadequately","137","0.853326060137477","0.799345162467531","0.907306957807422","2"
"No","2003","direct migration background","general elemantary","493","0.776536152938321","0.744237668999448","0.808834636877195","2"
"No","2003","direct migration background","middle vocational","628","0.651161605970101","0.620790608554729","0.681532603385474","2"
"No","2003","direct migration background","vocational + Abi","154","0.723731691146235","0.664911567449311","0.782551814843159","2"
"No","2003","direct migration background","higher vocational","93","0.594077935607497","0.512441556926662","0.675714314288331","2"
"No","2003","direct migration background","higher education","216","0.650718964096519","0.601265329224581","0.700172598968456","2"
"Yes","2003","direct migration background","in school","4","","","","1"
"Yes","2003","direct migration background","inadequately","28","","","","1"
"Yes","2003","direct migration background","general elemantary","146","0.223463847061679","0.191165363122805","0.255762331000552","1"
"Yes","2003","direct migration background","middle vocational","318","0.348838394029899","0.318467396614526","0.379209391445271","1"
"Yes","2003","direct migration background","vocational + Abi","68","0.276268308853765","0.217448185156841","0.335088432550689","1"
"Yes","2003","direct migration background","higher vocational","46","0.405922064392503","0.324285685711669","0.487558443073338","1"
"Yes","2003","direct migration background","higher education","141","0.349281035903481","0.299827401031544","0.398734670775419","1"
"Yes","2003","no migration background","in school","32","0.0623974369300222","0.0408488806452139","0.0839459932148305","1"
"Yes","2003","no migration background","inadequately","14","","","","1"
"Yes","2003","no migration background","general elemantary","322","0.160204632646203","0.143553284178418","0.176855981113988","1"
"Yes","2003","no migration background","middle vocational","2818","0.272761272637008","0.263841306607494","0.281681238666523","1"
"Yes","2003","no migration background","vocational + Abi","272","0.299539659882142","0.268854375667295","0.330224944096988","1"
"Yes","2003","no migration background","higher vocational","550","0.346557818125457","0.322239519451112","0.370876116799802","1"
"Yes","2003","no migration background","higher education","1489","0.363866639602535","0.348599909576317","0.379133369628753","1"
"Yes","2003","indirect migration background","in school","7","","","","1"
"Yes","2003","indirect migration background","inadequately","6","","","","1"
"Yes","2003","indirect migration background","general elemantary","58","0.303135875787752","0.236726117157304","0.3695456344182","1"
"Yes","2003","indirect migration background","middle vocational","109","0.31038498344287","0.259212443606699","0.361557523279041","1"
"Yes","2003","indirect migration background","vocational + Abi","9","","","","1"
"Yes","2003","indirect migration background","higher vocational","20","","","","1"
"Yes","2003","indirect migration background","higher education","24","","","","1"
"No","2004","indirect migration background","in school","78","0.971018557824039","0.934486062013673","1.0075510536344","2"
"No","2004","indirect migration background","inadequately","5","","","","2"
"No","2004","indirect migration background","general elemantary","134","0.764588311293322","0.703287387672101","0.825889234914543","2"
"No","2004","indirect migration background","higher vocational","22","","","","2"
"No","2004","indirect migration background","higher education","34","0.610782585919639","0.486370795574993","0.735194376264285","2"
"No","2004","indirect migration background","middle vocational","204","0.68158683439652","0.630303699591637","0.732869969201402","2"
"No","2004","indirect migration background","vocational + Abi","35","0.734368670862943","0.609422143435186","0.8593151982907","2"
"No","2004","no migration background","in school","459","0.936646613893839","0.915099944666599","0.958193283121079","2"
"No","2004","no migration background","inadequately","62","0.812122269595341","0.725986625061134","0.898257914129549","2"
"No","2004","no migration background","general elemantary","1420","0.820277514514835","0.80223155779462","0.838323471235051","2"
"No","2004","no migration background","middle vocational","6522","0.725850722145174","0.716783577794554","0.734917866495795","2"
"No","2004","no migration background","vocational + Abi","569","0.662387473963994","0.630855108529442","0.693919839398547","2"
"No","2004","no migration background","higher vocational","905","0.670086394320853","0.64563990135126","0.694532887290447","2"
"No","2004","no migration background","higher education","2290","0.632512561600608","0.6171593607091","0.647865762492116","2"
"No","2004","direct migration background","in school","56","0.915615072041713","0.846425418686266","0.984804725397159","2"
"No","2004","direct migration background","inadequately","135","0.876359227860605","0.824370442979485","0.928348012741724","2"
"No","2004","direct migration background","general elemantary","473","0.813554714349274","0.782313348565782","0.844796080132767","2"
"No","2004","direct migration background","middle vocational","647","0.700387307818554","0.670898483297864","0.729876132339244","2"
"No","2004","direct migration background","vocational + Abi","148","0.659193983567549","0.596275233245657","0.722112733889442","2"
"No","2004","direct migration background","higher vocational","90","0.654273481856445","0.575490923728344","0.733056039984546","2"
"No","2004","direct migration background","higher education","209","0.627659798672682","0.576941170450215","0.678378426895149","2"
"Yes","2004","direct migration background","in school","6","","","","1"
"Yes","2004","direct migration background","inadequately","19","","","","1"
"Yes","2004","direct migration background","general elemantary","124","0.186445285650726","0.155203919867233","0.217686651434218","1"
"Yes","2004","direct migration background","middle vocational","280","0.299612692181446","0.270123867660756","0.329101516702136","1"
"Yes","2004","direct migration background","vocational + Abi","70","0.340806016432451","0.277887266110558","0.403724766754343","1"
"Yes","2004","direct migration background","higher vocational","50","0.345726518143555","0.266943960015454","0.424509076271656","1"
"Yes","2004","direct migration background","higher education","140","0.372340201327318","0.321621573104851","0.423058829549785","1"
"Yes","2004","no migration background","in school","32","0.0633533861061606","0.0418067168789206","0.0849000553334005","1"
"Yes","2004","no migration background","inadequately","17","","","","1"
"Yes","2004","no migration background","general elemantary","319","0.179722485485165","0.161676528764949","0.19776844220538","1"
"Yes","2004","no migration background","middle vocational","2776","0.274149277854826","0.265082133504205","0.283216422205446","1"
"Yes","2004","no migration background","vocational + Abi","295","0.337612526036006","0.306080160601453","0.369144891470558","1"
"Yes","2004","no migration background","higher vocational","516","0.329913605679147","0.305467112709553","0.35436009864874","1"
"Yes","2004","no migration background","higher education","1498","0.367487438399392","0.352134237507884","0.3828406392909","1"
"Yes","2004","indirect migration background","in school","3","","","","1"
"Yes","2004","indirect migration background","inadequately","7","","","","1"
"Yes","2004","indirect migration background","general elemantary","50","0.235411688706678","0.174110765085457","0.296712612327899","1"
"Yes","2004","indirect migration background","middle vocational","113","0.31841316560348","0.267130030798598","0.369696300408363","1"
"Yes","2004","indirect migration background","vocational + Abi","13","","","","1"
"Yes","2004","indirect migration background","higher vocational","20","","","","1"
"Yes","2004","indirect migration background","higher education","25","","","","1"
"No","2005","indirect migration background","higher vocational","19","","","","2"
"No","2005","indirect migration background","higher education","36","0.553374103600471","0.434334339972932","0.672413867228011","2"
"No","2005","indirect migration background","in school","84","0.850417567566563","0.77631905419968","0.924516080933446","2"
"No","2005","indirect migration background","inadequately","5","","","","2"
"No","2005","indirect migration background","general elemantary","140","0.80324487018994","0.744512332032456","0.861977408347425","2"
"No","2005","indirect migration background","middle vocational","225","0.70190660909535","0.652554358712091","0.751258859478608","2"
"No","2005","indirect migration background","vocational + Abi","31","0.805245845684203","0.686881343768013","0.923610347600393","2"
"No","2005","no migration background","in school","472","0.938990389005184","0.918073658545204","0.959907119465163","2"
"No","2005","no migration background","inadequately","67","0.768602571376369","0.678416674451042","0.858788468301696","2"
"No","2005","no migration background","general elemantary","1343","0.830399858371685","0.812203737903487","0.848595978839882","2"
"No","2005","no migration background","middle vocational","6241","0.721059006023711","0.711714268467287","0.730403743580135","2"
"No","2005","no migration background","vocational + Abi","567","0.673570877532071","0.642177085302258","0.704964669761884","2"
"No","2005","no migration background","higher vocational","850","0.668266245106217","0.643196608533751","0.693335881678683","2"
"No","2005","no migration background","higher education","2244","0.619400198076399","0.603723691324765","0.635076704828033","2"
"No","2005","direct migration background","in school","49","0.931115964999435","0.863567981742623","0.998663948256246","2"
"No","2005","direct migration background","inadequately","121","0.776821559675228","0.709281970066098","0.844361149284359","2"
"No","2005","direct migration background","general elemantary","440","0.796554861230784","0.762972590623199","0.830137131838368","2"
"No","2005","direct migration background","middle vocational","586","0.690782122365384","0.659929129389516","0.721635115341251","2"
"No","2005","direct migration background","vocational + Abi","150","0.645684078798592","0.581600526581835","0.70976763101535","2"
"No","2005","direct migration background","higher vocational","84","0.60674963981653","0.521795302081688","0.691703977551372","2"
"No","2005","direct migration background","higher education","204","0.659323725951058","0.607797692986769","0.710849758915347","2"
"Yes","2005","direct migration background","in school","5","","","","1"
"Yes","2005","direct migration background","inadequately","25","","","","1"
"Yes","2005","direct migration background","general elemantary","112","0.203445138769216","0.169862868161632","0.237027409376801","1"
"Yes","2005","direct migration background","middle vocational","276","0.309217877634616","0.278364884658749","0.340070870610484","1"
"Yes","2005","direct migration background","vocational + Abi","64","0.354315921201408","0.29023236898465","0.418399473418165","1"
"Yes","2005","direct migration background","higher vocational","43","0.39325036018347","0.308296022448628","0.478204697918312","1"
"Yes","2005","direct migration background","higher education","121","0.340676274048942","0.289150241084653","0.392202307013231","1"
"Yes","2005","no migration background","in school","31","0.0610096109948164","0.0400928805348365","0.0819263414547964","1"
"Yes","2005","no migration background","inadequately","17","","","","1"
"Yes","2005","no migration background","general elemantary","291","0.169600141628315","0.151404021160118","0.187796262096513","1"
"Yes","2005","no migration background","middle vocational","2607","0.278940993976289","0.269596256419865","0.288285731532713","1"
"Yes","2005","no migration background","vocational + Abi","290","0.326429122467929","0.295035330238116","0.357822914697742","1"
"Yes","2005","no migration background","higher vocational","505","0.331733754893783","0.306664118321317","0.356803391466248","1"
"Yes","2005","no migration background","higher education","1441","0.380599801923601","0.364923295171967","0.396276308675235","1"
"Yes","2005","indirect migration background","in school","5","","","","1"
"Yes","2005","indirect migration background","inadequately","5","","","","1"
"Yes","2005","indirect migration background","general elemantary","36","0.19675512981006","0.138022591652575","0.255487667967544","1"
"Yes","2005","indirect migration background","middle vocational","105","0.298093390904651","0.248741140521392","0.347445641287909","1"
"Yes","2005","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2005","indirect migration background","higher vocational","22","","","","1"
"Yes","2005","indirect migration background","higher education","31","0.446625896399529","0.327586132771989","0.565665660027068","1"
"No","2006","indirect migration background","higher vocational","24","","","","2"
"No","2006","indirect migration background","higher education","45","0.666066012331894","0.559331122103972","0.772800902559816","2"
"No","2006","indirect migration background","in school","55","0.948316991358025","0.891341936239338","1.00529204647671","2"
"No","2006","indirect migration background","inadequately","6","","","","2"
"No","2006","indirect migration background","general elemantary","130","0.765003794225642","0.700697708497797","0.829309879953486","2"
"No","2006","indirect migration background","middle vocational","229","0.72920665958644","0.681903239169958","0.776510080002923","2"
"No","2006","indirect migration background","vocational + Abi","35","0.732213646931965","0.610685707911432","0.853741585952497","2"
"No","2006","no migration background","in school","281","0.926288256773612","0.896817856153688","0.955758657393537","2"
"No","2006","no migration background","inadequately","70","0.782230236802612","0.698794855818658","0.865665617786567","2"
"No","2006","no migration background","general elemantary","1449","0.844252947013587","0.827253938617184","0.86125195540999","2"
"No","2006","no migration background","middle vocational","6801","0.71555277930562","0.706544924462092","0.724560634149149","2"
"No","2006","no migration background","vocational + Abi","608","0.644752299410448","0.614026568523061","0.675478030297834","2"
"No","2006","no migration background","higher vocational","922","0.671232319332729","0.646960703886955","0.695503934778502","2"
"No","2006","no migration background","higher education","2502","0.633307413940905","0.618451195134346","0.648163632747463","2"
"No","2006","direct migration background","in school","31","0.939272629073193","0.858994599205738","1.01955065894065","2"
"No","2006","direct migration background","inadequately","118","0.852428906852514","0.792377190666979","0.912480623038049","2"
"No","2006","direct migration background","general elemantary","418","0.782031150843103","0.746848423960366","0.817213877725841","2"
"No","2006","direct migration background","middle vocational","604","0.679650957871249","0.648804284487499","0.710497631255","2"
"No","2006","direct migration background","vocational + Abi","141","0.650946195211403","0.587230328415874","0.714662062006933","2"
"No","2006","direct migration background","higher vocational","94","0.652585760731318","0.574270477515518","0.730901043947118","2"
"No","2006","direct migration background","higher education","215","0.672914322115739","0.623973485594139","0.721855158637339","2"
"Yes","2006","direct migration background","in school","3","","","","1"
"Yes","2006","direct migration background","inadequately","16","","","","1"
"Yes","2006","direct migration background","general elemantary","111","0.217968849156897","0.182786122274159","0.253151576039634","1"
"Yes","2006","direct migration background","middle vocational","275","0.320349042128751","0.289502368745","0.351195715512501","1"
"Yes","2006","direct migration background","vocational + Abi","74","0.349053804788597","0.285337937993067","0.412769671584126","1"
"Yes","2006","direct migration background","higher vocational","48","0.347414239268682","0.269098956052882","0.425729522484482","1"
"Yes","2006","direct migration background","higher education","138","0.327085677884261","0.278144841362661","0.376026514405861","1"
"Yes","2006","no migration background","general elemantary","299","0.155747052986413","0.13874804459001","0.172746061382816","1"
"Yes","2006","no migration background","middle vocational","2835","0.28444722069438","0.275439365850851","0.293455075537908","1"
"Yes","2006","no migration background","vocational + Abi","324","0.355247700589553","0.324521969702166","0.385973431476939","1"
"Yes","2006","no migration background","higher vocational","517","0.328767680667271","0.304496065221498","0.353039296113045","1"
"Yes","2006","no migration background","higher education","1540","0.366692586059095","0.351836367252537","0.381548804865654","1"
"Yes","2006","no migration background","in school","21","","","","1"
"Yes","2006","no migration background","inadequately","24","","","","1"
"Yes","2006","indirect migration background","in school","3","","","","1"
"Yes","2006","indirect migration background","inadequately","5","","","","1"
"Yes","2006","indirect migration background","general elemantary","37","0.234996205774358","0.170690120046514","0.299302291502203","1"
"Yes","2006","indirect migration background","middle vocational","110","0.27079334041356","0.223489919997077","0.318096760830042","1"
"Yes","2006","indirect migration background","vocational + Abi","16","","","","1"
"Yes","2006","indirect migration background","higher vocational","17","","","","1"
"Yes","2006","indirect migration background","higher education","30","0.333933987668106","0.227199097440184","0.440668877896029","1"
"No","2007","indirect migration background","higher vocational","24","","","","2"
"No","2007","indirect migration background","higher education","45","0.637257178426766","0.535046702686527","0.739467654167006","2"
"No","2007","indirect migration background","in school","44","0.885209569192648","0.794076697625211","0.976342440760084","2"
"No","2007","indirect migration background","inadequately","3","","","","2"
"No","2007","indirect migration background","general elemantary","114","0.68835211147897","0.615436644622701","0.761267578335239","2"
"No","2007","indirect migration background","middle vocational","219","0.70658806897213","0.656932396862258","0.756243741082003","2"
"No","2007","indirect migration background","vocational + Abi","34","0.734782732381899","0.612421608324496","0.857143856439302","2"
"No","2007","no migration background","in school","256","0.938372374110845","0.909846294293909","0.96689845392778","2"
"No","2007","no migration background","inadequately","70","0.793507955339482","0.709410976806904","0.877604933872059","2"
"No","2007","no migration background","general elemantary","1318","0.854031336369001","0.836488087924957","0.871574584813045","2"
"No","2007","no migration background","middle vocational","6364","0.716623706499113","0.707318261623322","0.725929151374904","2"
"No","2007","no migration background","vocational + Abi","588","0.683520525405888","0.652860640993887","0.714180409817888","2"
"No","2007","no migration background","higher vocational","863","0.67841502841008","0.653359529170931","0.703470527649228","2"
"No","2007","no migration background","higher education","2455","0.652444154090841","0.637423731163589","0.667464577018092","2"
"No","2007","direct migration background","in school","18","","","","2"
"No","2007","direct migration background","inadequately","104","0.8843564538176","0.826409643490285","0.942303264144914","2"
"No","2007","direct migration background","general elemantary","361","0.784516219527957","0.746819960974862","0.822212478081053","2"
"No","2007","direct migration background","middle vocational","535","0.643097010737439","0.609432552427866","0.676761469047012","2"
"No","2007","direct migration background","vocational + Abi","126","0.633235382940714","0.566612048527052","0.699858717354376","2"
"No","2007","direct migration background","higher vocational","85","0.660106469247352","0.57639711742233","0.743815821072374","2"
"No","2007","direct migration background","higher education","204","0.668706964604543","0.61837979243389","0.719034136775197","2"
"Yes","2007","direct migration background","in school","1","","","","1"
"Yes","2007","direct migration background","inadequately","13","","","","1"
"Yes","2007","direct migration background","general elemantary","96","0.215483780472043","0.177787521918947","0.253180039025138","1"
"Yes","2007","direct migration background","middle vocational","243","0.356902989262561","0.323238530952988","0.390567447572134","1"
"Yes","2007","direct migration background","vocational + Abi","75","0.366764617059286","0.300141282645624","0.433387951472947","1"
"Yes","2007","direct migration background","higher vocational","38","0.339893530752648","0.256184178927626","0.42360288257767","1"
"Yes","2007","direct migration background","higher education","132","0.331293035395456","0.280965863224803","0.38162020756611","1"
"Yes","2007","no migration background","general elemantary","238","0.145968663630999","0.128425415186955","0.163511912075043","1"
"Yes","2007","no migration background","middle vocational","2645","0.283376293500887","0.274070848625096","0.292681738376678","1"
"Yes","2007","no migration background","vocational + Abi","296","0.316479474594112","0.285819590182112","0.347139359006113","1"
"Yes","2007","no migration background","higher vocational","472","0.32158497158992","0.296529472350772","0.346640470829069","1"
"Yes","2007","no migration background","higher education","1406","0.347555845909159","0.332535422981908","0.362576268836411","1"
"Yes","2007","no migration background","in school","17","","","","1"
"Yes","2007","no migration background","inadequately","19","","","","1"
"Yes","2007","indirect migration background","in school","3","","","","1"
"Yes","2007","indirect migration background","inadequately","5","","","","1"
"Yes","2007","indirect migration background","middle vocational","104","0.29341193102787","0.243756258917997","0.343067603137742","1"
"Yes","2007","indirect migration background","vocational + Abi","16","","","","1"
"Yes","2007","indirect migration background","higher vocational","14","","","","1"
"Yes","2007","indirect migration background","general elemantary","41","0.31164788852103","0.238732421664761","0.384563355377299","1"
"Yes","2007","indirect migration background","higher education","40","0.362742821573234","0.260532345832994","0.464953297313473","1"
"No","2008","indirect migration background","in school","51","0.918315604040279","0.844580263707976","0.992050944372582","2"
"No","2008","indirect migration background","inadequately","3","","","","2"
"No","2008","indirect migration background","general elemantary","103","0.622304518760602","0.546226680518455","0.698382357002749","2"
"No","2008","indirect migration background","middle vocational","212","0.702973825650653","0.652270349806366","0.75367730149494","2"
"No","2008","indirect migration background","vocational + Abi","34","0.830855276995352","0.716106496027129","0.945604057963575","2"
"No","2008","indirect migration background","higher vocational","26","","","","2"
"No","2008","indirect migration background","higher education","51","0.54872329450301","0.442307374317399","0.655139214688622","2"
"No","2008","no migration background","in school","276","0.954346824938312","0.930323246294268","0.978370403582356","2"
"No","2008","no migration background","inadequately","60","0.80144398031839","0.711759063511158","0.891128897125623","2"
"No","2008","no migration background","general elemantary","1214","0.851498830415658","0.833042502692275","0.869955158139042","2"
"No","2008","no migration background","middle vocational","6156","0.725551926794961","0.716104866517358","0.734998987072565","2"
"No","2008","no migration background","vocational + Abi","554","0.682908924450911","0.651514662955047","0.714303185946775","2"
"No","2008","no migration background","higher vocational","838","0.707581185082219","0.682394944352135","0.732767425812304","2"
"No","2008","no migration background","higher education","2464","0.666284617774916","0.651174347132054","0.681394888417779","2"
"No","2008","direct migration background","in school","10","","","","2"
"No","2008","direct migration background","inadequately","80","0.792587812058353","0.712313630859737","0.872861993256969","2"
"No","2008","direct migration background","general elemantary","322","0.792654885622456","0.753508789630318","0.831800981614594","2"
"No","2008","direct migration background","middle vocational","477","0.644381904876354","0.608970502289357","0.679793307463351","2"
"No","2008","direct migration background","vocational + Abi","117","0.614856572708161","0.544543296379931","0.685169849036391","2"
"No","2008","direct migration background","higher vocational","78","0.702858008484481","0.617841666349418","0.787874350619543","2"
"No","2008","direct migration background","higher education","194","0.678538062404043","0.626294739825649","0.730781384982437","2"
"Yes","2008","direct migration background","in school","","","","","1"
"Yes","2008","direct migration background","inadequately","18","","","","1"
"Yes","2008","direct migration background","general elemantary","90","0.207345114377544","0.168199018385406","0.246491210369682","1"
"Yes","2008","direct migration background","middle vocational","225","0.355618095123646","0.320206692536649","0.391029497710642","1"
"Yes","2008","direct migration background","vocational + Abi","67","0.385143427291839","0.314830150963609","0.455456703620069","1"
"Yes","2008","direct migration background","higher vocational","33","0.297141991515519","0.212125649380457","0.382158333650582","1"
"Yes","2008","direct migration background","higher education","113","0.321461937595957","0.269218615017563","0.373705260174351","1"
"Yes","2008","no migration background","general elemantary","212","0.148501169584342","0.130044841860958","0.166957497307725","1"
"Yes","2008","no migration background","middle vocational","2415","0.274448073205039","0.265001012927435","0.283895133482642","1"
"Yes","2008","no migration background","vocational + Abi","290","0.317091075549089","0.285696814053225","0.348485337044953","1"
"Yes","2008","no migration background","higher vocational","415","0.292418814917781","0.267232574187696","0.317605055647865","1"
"Yes","2008","no migration background","higher education","1277","0.333715382225084","0.318605111582221","0.348825652867946","1"
"Yes","2008","no migration background","in school","14","","","","1"
"Yes","2008","no migration background","inadequately","16","","","","1"
"Yes","2008","indirect migration background","in school","2","","","","1"
"Yes","2008","indirect migration background","inadequately","5","","","","1"
"Yes","2008","indirect migration background","general elemantary","53","0.377695481239398","0.301617642997251","0.453773319481545","1"
"Yes","2008","indirect migration background","middle vocational","100","0.297026174349347","0.24632269850506","0.347729650193634","1"
"Yes","2008","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2008","indirect migration background","higher vocational","9","","","","1"
"Yes","2008","indirect migration background","higher education","33","0.45127670549699","0.344860785311378","0.557692625682601","1"
"No","2009","indirect migration background","in school","47","0.962630484929092","0.909525096763664","1.01573587309452","2"
"No","2009","indirect migration background","inadequately","4","","","","2"
"No","2009","indirect migration background","general elemantary","97","0.68966165953139","0.613300187312073","0.766023131750708","2"
"No","2009","indirect migration background","middle vocational","187","0.699593224935366","0.64570382445533","0.753482625415401","2"
"No","2009","indirect migration background","vocational + Abi","27","","","","2"
"No","2009","indirect migration background","higher vocational","17","","","","2"
"No","2009","indirect migration background","higher education","54","0.641458245431916","0.540101436000044","0.742815054863789","2"
"No","2009","no migration background","in school","232","0.922609306344626","0.889552224318333","0.95566638837092","2"
"No","2009","no migration background","inadequately","51","0.802547962283508","0.705774178737497","0.899321745829519","2"
"No","2009","no migration background","general elemantary","1070","0.846804573014607","0.827103944708249","0.866505201320964","2"
"No","2009","no migration background","middle vocational","5857","0.733582875415202","0.723918968515355","0.743246782315049","2"
"No","2009","no migration background","vocational + Abi","541","0.705003788176375","0.673020249040086","0.736987327312664","2"
"No","2009","no migration background","higher vocational","816","0.714738185694046","0.689050910155637","0.740425461232455","2"
"No","2009","no migration background","higher education","2434","0.682680394509143","0.667438376567908","0.697922412450377","2"
"No","2009","direct migration background","in school","11","","","","2"
"No","2009","direct migration background","inadequately","72","0.788843236669787","0.704524384149083","0.873162089190491","2"
"No","2009","direct migration background","general elemantary","281","0.778829910469684","0.735837570283023","0.821822250656345","2"
"No","2009","direct migration background","middle vocational","408","0.649774848672507","0.611604372301402","0.687945325043613","2"
"No","2009","direct migration background","vocational + Abi","112","0.717192439369156","0.648054306322512","0.786330572415801","2"
"No","2009","direct migration background","higher vocational","70","0.741639503671419","0.652675135416698","0.83060387192614","2"
"No","2009","direct migration background","higher education","173","0.57508423344676","0.517893680416255","0.632274786477266","2"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","inadequately","18","","","","1"
"Yes","2009","direct migration background","general elemantary","77","0.221170089530316","0.178177749343655","0.264162429716977","1"
"Yes","2009","direct migration background","middle vocational","192","0.350225151327492","0.312054674956387","0.388395627698598","1"
"Yes","2009","direct migration background","vocational + Abi","51","0.282807560630844","0.213669427584199","0.351945693677488","1"
"Yes","2009","direct migration background","higher vocational","23","","","","1"
"Yes","2009","direct migration background","higher education","114","0.42491576655324","0.367725213522734","0.482106319583745","1"
"Yes","2009","no migration background","general elemantary","214","0.153195426985393","0.133494798679036","0.172896055291751","1"
"Yes","2009","no migration background","middle vocational","2182","0.266417124584798","0.256753217684951","0.276081031484645","1"
"Yes","2009","no migration background","in school","19","","","","1"
"Yes","2009","no migration background","inadequately","14","","","","1"
"Yes","2009","no migration background","vocational + Abi","240","0.294996211823625","0.263012672687336","0.326979750959914","1"
"Yes","2009","no migration background","higher vocational","371","0.285261814305954","0.259574538767545","0.310949089844363","1"
"Yes","2009","no migration background","higher education","1148","0.317319605490858","0.302077587549623","0.332561623432092","1"
"Yes","2009","indirect migration background","in school","2","","","","1"
"Yes","2009","indirect migration background","inadequately","5","","","","1"
"Yes","2009","indirect migration background","general elemantary","44","0.310338340468609","0.233976868249292","0.386699812687927","1"
"Yes","2009","indirect migration background","higher vocational","13","","","","1"
"Yes","2009","indirect migration background","middle vocational","91","0.300406775064634","0.246517374584599","0.35429617554467","1"
"Yes","2009","indirect migration background","vocational + Abi","9","","","","1"
"Yes","2009","indirect migration background","higher education","32","0.358541754568084","0.257184945136211","0.459898563999956","1"
"No","2010","indirect migration background","in school","72","0.930627732798164","0.874598395639926","0.986657069956401","2"
"No","2010","indirect migration background","inadequately","17","","","","2"
"No","2010","indirect migration background","general elemantary","142","0.775375991112874","0.716344773917421","0.834407208308328","2"
