"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2003","Brandenburg","higher education","","","","","","","","","","",""
"2003","Brandenburg","higher vocational","","","","","","","","","","",""
"2003","Brandenburg","in school","","","","","","","","","","",""
"2003","Brandenburg","inadequately","","","","","","","","","","",""
"2003","Brandenburg","middle vocational","","","","","","","","","","",""
"2003","Brandenburg","vocational + Abi","","","","","","","","","","",""
"2003","Bremen","general elemantary","","","","","","","","","","",""
"2003","Bremen","higher education","","","","","","","","","","",""
"2003","Bremen","higher vocational","","","","","","","","","","",""
"2003","Bremen","in school","","","","","","","","","","",""
"2003","Bremen","inadequately","","","","","","","","","","",""
"2003","Bremen","middle vocational","","","","","","","","","","",""
"2003","Bremen","vocational + Abi","","","","","","","","","","",""
"2003","Hamburg","general elemantary","","","","","","","","","","",""
"2003","Hamburg","higher education","","","","","","","","","","",""
"2003","Hamburg","higher vocational","","","","","","","","","","",""
"2003","Hamburg","in school","","","","","","","","","","",""
"2003","Hamburg","inadequately","","","","","","","","","","",""
"2003","Hamburg","middle vocational","","","","","","","","","","",""
"2003","Hamburg","vocational + Abi","","","","","","","","","","",""
"2003","Hesse","general elemantary","","","","","","","","","","",""
"2003","Hesse","higher education","","","","","","","","","","",""
"2003","Hesse","higher vocational","","","","","","","","","","",""
"2003","Hesse","in school","","","","","","","","","","",""
"2003","Hesse","inadequately","","","","","","","","","","",""
"2003","Hesse","middle vocational","","","","","","","","","","",""
"2003","Hesse","vocational + Abi","","","","","","","","","","",""
"2003","Lower Saxony","general elemantary","","","","","","","","","","",""
"2003","Lower Saxony","higher education","","","","","","","","","","",""
"2003","Lower Saxony","higher vocational","","","","","","","","","","",""
"2003","Lower Saxony","in school","","","","","","","","","","",""
"2003","Lower Saxony","inadequately","","","","","","","","","","",""
"2003","Lower Saxony","middle vocational","","","","","","","","","","",""
"2003","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"2003","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2003","North Rhine-Westphalia","general elemantary","","","","","","","","","","",""
"2003","North Rhine-Westphalia","higher education","","","","","","","","","","",""
"2003","North Rhine-Westphalia","higher vocational","","","","","","","","","","",""
"2003","North Rhine-Westphalia","in school","","","","","","","","","","",""
"2003","North Rhine-Westphalia","inadequately","","","","","","","","","","",""
"2003","North Rhine-Westphalia","middle vocational","","","","","","","","","","",""
"2003","North Rhine-Westphalia","vocational + Abi","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","general elemantary","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","higher education","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","higher vocational","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","inadequately","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","middle vocational","","","","","","","","","","",""
"2003","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"2003","Saxony","general elemantary","","","","","","","","","","",""
"2003","Saxony","higher education","","","","","","","","","","",""
"2003","Saxony","higher vocational","","","","","","","","","","",""
"2003","Saxony","in school","","","","","","","","","","",""
"2003","Saxony","inadequately","","","","","","","","","","",""
"2003","Saxony","middle vocational","","","","","","","","","","",""
"2003","Saxony","vocational + Abi","","","","","","","","","","",""
"2003","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"2003","Saxony-Anhalt","higher education","","","","","","","","","","",""
"2003","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"2003","Saxony-Anhalt","in school","","","","","","","","","","",""
"2003","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"2003","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"2003","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"2003","Schleswig-Holstein","general elemantary","","","","","","","","","","",""
"2003","Schleswig-Holstein","higher education","","","","","","","","","","",""
"2003","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"2003","Schleswig-Holstein","in school","","","","","","","","","","",""
"2003","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"2003","Schleswig-Holstein","middle vocational","","","","","","","","","","",""
"2003","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"2003","Thuringia","general elemantary","","","","","","","","","","",""
"2003","Thuringia","higher education","","","","","","","","","","",""
"2003","Thuringia","higher vocational","","","","","","","","","","",""
"2003","Thuringia","in school","","","","","","","","","","",""
"2003","Thuringia","inadequately","","","","","","","","","","",""
"2003","Thuringia","middle vocational","","","","","","","","","","",""
"2003","Thuringia","vocational + Abi","","","","","","","","","","",""
"2004","Baden-Württemberg","general elemantary","","","","","","","","","","",""
"2004","Baden-Württemberg","higher education","","","","","","","","","","",""
"2004","Baden-Württemberg","higher vocational","","","","","","","","","","",""
"2004","Baden-Württemberg","in school","","","","","","","","","","",""
"2004","Baden-Württemberg","inadequately","","","","","","","","","","",""
"2004","Baden-Württemberg","middle vocational","","","","","","","","","","",""
"2004","Baden-Württemberg","vocational + Abi","","","","","","","","","","",""
"2004","Bavaria","general elemantary","","","","","","","","","","",""
"2004","Bavaria","higher education","","","","","","","","","","",""
"2004","Bavaria","higher vocational","","","","","","","","","","",""
"2004","Bavaria","in school","","","","","","","","","","",""
"2004","Bavaria","inadequately","","","","","","","","","","",""
"2004","Bavaria","middle vocational","","","","","","","","","","",""
"2004","Bavaria","vocational + Abi","","","","","","","","","","",""
"2004","Berlin","general elemantary","","","","","","","","","","",""
"2004","Berlin","higher education","","","","","","","","","","",""
"2004","Berlin","higher vocational","","","","","","","","","","",""
"2004","Berlin","in school","","","","","","","","","","",""
"2004","Berlin","inadequately","","","","","","","","","","",""
"2004","Berlin","middle vocational","","","","","","","","","","",""
"2004","Berlin","vocational + Abi","","","","","","","","","","",""
"2004","Brandenburg","general elemantary","","","","","","","","","","",""
"2004","Brandenburg","higher education","","","","","","","","","","",""
"2004","Brandenburg","higher vocational","","","","","","","","","","",""
"2004","Brandenburg","in school","","","","","","","","","","",""
"2004","Brandenburg","inadequately","","","","","","","","","","",""
"2004","Brandenburg","middle vocational","","","","","","","","","","",""
"2004","Brandenburg","vocational + Abi","","","","","","","","","","",""
"2004","Bremen","general elemantary","","","","","","","","","","",""
"2004","Bremen","higher education","","","","","","","","","","",""
"2004","Bremen","higher vocational","","","","","","","","","","",""
"2004","Bremen","in school","","","","","","","","","","",""
"2004","Bremen","inadequately","","","","","","","","","","",""
"2004","Bremen","middle vocational","","","","","","","","","","",""
"2004","Bremen","vocational + Abi","","","","","","","","","","",""
"2004","Hamburg","general elemantary","","","","","","","","","","",""
"2004","Hamburg","higher education","","","","","","","","","","",""
"2004","Hamburg","higher vocational","","","","","","","","","","",""
"2004","Hamburg","in school","","","","","","","","","","",""
"2004","Hamburg","inadequately","","","","","","","","","","",""
"2004","Hamburg","middle vocational","","","","","","","","","","",""
"2004","Hamburg","vocational + Abi","","","","","","","","","","",""
"2004","Hesse","general elemantary","","","","","","","","","","",""
"2004","Hesse","higher education","","","","","","","","","","",""
"2004","Hesse","higher vocational","","","","","","","","","","",""
"2004","Hesse","in school","","","","","","","","","","",""
"2004","Hesse","inadequately","","","","","","","","","","",""
"2004","Hesse","middle vocational","","","","","","","","","","",""
"2004","Hesse","vocational + Abi","","","","","","","","","","",""
"2004","Lower Saxony","general elemantary","","","","","","","","","","",""
"2004","Lower Saxony","higher education","","","","","","","","","","",""
"2004","Lower Saxony","higher vocational","","","","","","","","","","",""
"2004","Lower Saxony","in school","","","","","","","","","","",""
"2004","Lower Saxony","inadequately","","","","","","","","","","",""
"2004","Lower Saxony","middle vocational","","","","","","","","","","",""
"2004","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"2004","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2004","North Rhine-Westphalia","general elemantary","","","","","","","","","","",""
"2004","North Rhine-Westphalia","higher education","","","","","","","","","","",""
"2004","North Rhine-Westphalia","higher vocational","","","","","","","","","","",""
"2004","North Rhine-Westphalia","in school","","","","","","","","","","",""
"2004","North Rhine-Westphalia","inadequately","","","","","","","","","","",""
"2004","North Rhine-Westphalia","middle vocational","","","","","","","","","","",""
"2004","North Rhine-Westphalia","vocational + Abi","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","general elemantary","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","higher education","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","higher vocational","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","inadequately","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","middle vocational","","","","","","","","","","",""
"2004","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"2004","Saxony","general elemantary","","","","","","","","","","",""
"2004","Saxony","higher education","","","","","","","","","","",""
"2004","Saxony","higher vocational","","","","","","","","","","",""
"2004","Saxony","in school","","","","","","","","","","",""
"2004","Saxony","inadequately","","","","","","","","","","",""
"2004","Saxony","middle vocational","","","","","","","","","","",""
"2004","Saxony","vocational + Abi","","","","","","","","","","",""
"2004","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"2004","Saxony-Anhalt","higher education","","","","","","","","","","",""
"2004","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"2004","Saxony-Anhalt","in school","","","","","","","","","","",""
"2004","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"2004","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"2004","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"2004","Schleswig-Holstein","general elemantary","","","","","","","","","","",""
"2004","Schleswig-Holstein","higher education","","","","","","","","","","",""
"2004","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"2004","Schleswig-Holstein","in school","","","","","","","","","","",""
"2004","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"2004","Schleswig-Holstein","middle vocational","","","","","","","","","","",""
"2004","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"2004","Thuringia","general elemantary","","","","","","","","","","",""
"2004","Thuringia","higher education","","","","","","","","","","",""
"2004","Thuringia","higher vocational","","","","","","","","","","",""
"2004","Thuringia","in school","","","","","","","","","","",""
"2004","Thuringia","inadequately","","","","","","","","","","",""
"2004","Thuringia","middle vocational","","","","","","","","","","",""
"2004","Thuringia","vocational + Abi","","","","","","","","","","",""
"2005","Baden-Württemberg","general elemantary","","","","","","","","","","",""
"2005","Baden-Württemberg","higher education","","","","","","","","","","",""
"2005","Baden-Württemberg","higher vocational","","","","","","","","","","",""
"2005","Baden-Württemberg","in school","","","","","","","","","","",""
"2005","Baden-Württemberg","inadequately","","","","","","","","","","",""
"2005","Baden-Württemberg","middle vocational","","","","","","","","","","",""
"2005","Baden-Württemberg","vocational + Abi","","","","","","","","","","",""
"2005","Bavaria","general elemantary","","","","","","","","","","",""
"2005","Bavaria","higher education","","","","","","","","","","",""
"2005","Bavaria","higher vocational","","","","","","","","","","",""
"2005","Bavaria","in school","","","","","","","","","","",""
"2005","Bavaria","inadequately","","","","","","","","","","",""
"2005","Bavaria","middle vocational","","","","","","","","","","",""
"2005","Bavaria","vocational + Abi","","","","","","","","","","",""
"2005","Berlin","general elemantary","","","","","","","","","","",""
"2005","Berlin","higher education","","","","","","","","","","",""
"2005","Berlin","higher vocational","","","","","","","","","","",""
"2005","Berlin","in school","","","","","","","","","","",""
"2005","Berlin","inadequately","","","","","","","","","","",""
"2005","Berlin","middle vocational","","","","","","","","","","",""
"2005","Berlin","vocational + Abi","","","","","","","","","","",""
"2005","Brandenburg","general elemantary","","","","","","","","","","",""
"2005","Brandenburg","higher education","","","","","","","","","","",""
"2005","Brandenburg","higher vocational","","","","","","","","","","",""
"2005","Brandenburg","in school","","","","","","","","","","",""
"2005","Brandenburg","inadequately","","","","","","","","","","",""
"2005","Brandenburg","middle vocational","","","","","","","","","","",""
"2005","Brandenburg","vocational + Abi","","","","","","","","","","",""
"2005","Bremen","general elemantary","","","","","","","","","","",""
"2005","Bremen","higher education","","","","","","","","","","",""
"2005","Bremen","higher vocational","","","","","","","","","","",""
"2005","Bremen","in school","","","","","","","","","","",""
"2005","Bremen","inadequately","","","","","","","","","","",""
"2005","Bremen","middle vocational","","","","","","","","","","",""
"2005","Bremen","vocational + Abi","","","","","","","","","","",""
"2005","Hamburg","general elemantary","","","","","","","","","","",""
"2005","Hamburg","higher education","","","","","","","","","","",""
"2005","Hamburg","higher vocational","","","","","","","","","","",""
"2005","Hamburg","in school","","","","","","","","","","",""
"2005","Hamburg","inadequately","","","","","","","","","","",""
"2005","Hamburg","middle vocational","","","","","","","","","","",""
"2005","Hamburg","vocational + Abi","","","","","","","","","","",""
"2005","Hesse","general elemantary","","","","","","","","","","",""
"2005","Hesse","higher education","","","","","","","","","","",""
"2005","Hesse","higher vocational","","","","","","","","","","",""
"2005","Hesse","in school","","","","","","","","","","",""
"2005","Hesse","inadequately","","","","","","","","","","",""
"2005","Hesse","middle vocational","","","","","","","","","","",""
"2005","Hesse","vocational + Abi","","","","","","","","","","",""
"2005","Lower Saxony","general elemantary","","","","","","","","","","",""
"2005","Lower Saxony","higher education","","","","","","","","","","",""
"2005","Lower Saxony","higher vocational","","","","","","","","","","",""
"2005","Lower Saxony","in school","","","","","","","","","","",""
"2005","Lower Saxony","inadequately","","","","","","","","","","",""
"2005","Lower Saxony","middle vocational","","","","","","","","","","",""
"2005","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2005","North Rhine-Westphalia","general elemantary","","","","","","","","","","",""
"2005","North Rhine-Westphalia","higher education","","","","","","","","","","",""
"2005","North Rhine-Westphalia","higher vocational","","","","","","","","","","",""
"2005","North Rhine-Westphalia","in school","","","","","","","","","","",""
"2005","North Rhine-Westphalia","inadequately","","","","","","","","","","",""
"2005","North Rhine-Westphalia","middle vocational","","","","","","","","","","",""
"2005","North Rhine-Westphalia","vocational + Abi","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","general elemantary","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","higher education","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","higher vocational","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","inadequately","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","middle vocational","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"2005","Saxony","general elemantary","","","","","","","","","","",""
"2005","Saxony","higher education","","","","","","","","","","",""
"2005","Saxony","higher vocational","","","","","","","","","","",""
"2005","Saxony","in school","","","","","","","","","","",""
"2005","Saxony","inadequately","","","","","","","","","","",""
"2005","Saxony","middle vocational","","","","","","","","","","",""
"2005","Saxony","vocational + Abi","","","","","","","","","","",""
"2005","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"2005","Saxony-Anhalt","higher education","","","","","","","","","","",""
"2005","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"2005","Saxony-Anhalt","in school","","","","","","","","","","",""
"2005","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"2005","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"2005","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"2005","Schleswig-Holstein","general elemantary","","","","","","","","","","",""
"2005","Schleswig-Holstein","higher education","","","","","","","","","","",""
"2005","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"2005","Schleswig-Holstein","in school","","","","","","","","","","",""
"2005","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"2005","Schleswig-Holstein","middle vocational","","","","","","","","","","",""
"2005","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"2005","Thuringia","general elemantary","","","","","","","","","","",""
"2005","Thuringia","higher education","","","","","","","","","","",""
"2005","Thuringia","higher vocational","","","","","","","","","","",""
"2005","Thuringia","in school","","","","","","","","","","",""
"2005","Thuringia","inadequately","","","","","","","","","","",""
"2005","Thuringia","middle vocational","","","","","","","","","","",""
"2005","Thuringia","vocational + Abi","","","","","","","","","","",""
"2006","Baden-Württemberg","general elemantary","","","","","","","","","","",""
"2006","Baden-Württemberg","higher education","","","","","","","","","","",""
"2006","Baden-Württemberg","higher vocational","","","","","","","","","","",""
"2006","Baden-Württemberg","in school","","","","","","","","","","",""
"2006","Baden-Württemberg","inadequately","","","","","","","","","","",""
"2006","Baden-Württemberg","middle vocational","","","","","","","","","","",""
"2006","Baden-Württemberg","vocational + Abi","","","","","","","","","","",""
"2006","Bavaria","general elemantary","","","","","","","","","","",""
"2006","Bavaria","higher education","","","","","","","","","","",""
"2006","Bavaria","higher vocational","","","","","","","","","","",""
"2006","Bavaria","in school","","","","","","","","","","",""
"2006","Bavaria","inadequately","","","","","","","","","","",""
"2006","Bavaria","middle vocational","","","","","","","","","","",""
"2006","Bavaria","vocational + Abi","","","","","","","","","","",""
"2006","Berlin","general elemantary","","","","","","","","","","",""
"2006","Berlin","higher education","","","","","","","","","","",""
"2006","Berlin","higher vocational","","","","","","","","","","",""
"2006","Berlin","in school","","","","","","","","","","",""
"2006","Berlin","inadequately","","","","","","","","","","",""
"2006","Berlin","middle vocational","","","","","","","","","","",""
"2006","Berlin","vocational + Abi","","","","","","","","","","",""
"2006","Brandenburg","general elemantary","","","","","","","","","","",""
"2006","Brandenburg","higher education","","","","","","","","","","",""
"2006","Brandenburg","higher vocational","","","","","","","","","","",""
"2006","Brandenburg","in school","","","","","","","","","","",""
"2006","Brandenburg","inadequately","","","","","","","","","","",""
"2006","Brandenburg","middle vocational","","","","","","","","","","",""
"2006","Brandenburg","vocational + Abi","","","","","","","","","","",""
"2006","Bremen","general elemantary","","","","","","","","","","",""
"2006","Bremen","higher education","","","","","","","","","","",""
"2006","Bremen","higher vocational","","","","","","","","","","",""
"2006","Bremen","in school","","","","","","","","","","",""
"2006","Bremen","inadequately","","","","","","","","","","",""
"2006","Bremen","middle vocational","","","","","","","","","","",""
"2006","Bremen","vocational + Abi","","","","","","","","","","",""
"2006","Hamburg","general elemantary","","","","","","","","","","",""
"2006","Hamburg","higher education","","","","","","","","","","",""
"2006","Hamburg","higher vocational","","","","","","","","","","",""
"2006","Hamburg","in school","","","","","","","","","","",""
"2006","Hamburg","inadequately","","","","","","","","","","",""
"2006","Hamburg","middle vocational","","","","","","","","","","",""
"2006","Hamburg","vocational + Abi","","","","","","","","","","",""
"2006","Hesse","general elemantary","","","","","","","","","","",""
"2006","Hesse","higher education","","","","","","","","","","",""
"2006","Hesse","higher vocational","","","","","","","","","","",""
"2006","Hesse","in school","","","","","","","","","","",""
"2006","Hesse","inadequately","","","","","","","","","","",""
"2006","Hesse","middle vocational","","","","","","","","","","",""
"2006","Hesse","vocational + Abi","","","","","","","","","","",""
"2006","Lower Saxony","general elemantary","","","","","","","","","","",""
"2006","Lower Saxony","higher education","","","","","","","","","","",""
"2006","Lower Saxony","higher vocational","","","","","","","","","","",""
"2006","Lower Saxony","in school","","","","","","","","","","",""
"2006","Lower Saxony","inadequately","","","","","","","","","","",""
"2006","Lower Saxony","middle vocational","","","","","","","","","","",""
"2006","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2006","North Rhine-Westphalia","general elemantary","","","","","","","","","","",""
"2006","North Rhine-Westphalia","higher education","","","","","","","","","","",""
"2006","North Rhine-Westphalia","higher vocational","","","","","","","","","","",""
"2006","North Rhine-Westphalia","in school","","","","","","","","","","",""
"2006","North Rhine-Westphalia","inadequately","","","","","","","","","","",""
"2006","North Rhine-Westphalia","middle vocational","","","","","","","","","","",""
"2006","North Rhine-Westphalia","vocational + Abi","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","general elemantary","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","higher education","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","higher vocational","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","inadequately","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","middle vocational","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","","","","","","",""
"2006","Saxony","general elemantary","","","","","","","","","","",""
"2006","Saxony","higher education","","","","","","","","","","",""
"2006","Saxony","higher vocational","","","","","","","","","","",""
"2006","Saxony","in school","","","","","","","","","","",""
"2006","Saxony","inadequately","","","","","","","","","","",""
"2006","Saxony","middle vocational","","","","","","","","","","",""
"2006","Saxony","vocational + Abi","","","","","","","","","","",""
"2006","Saxony-Anhalt","general elemantary","","","","","","","","","","",""
"2006","Saxony-Anhalt","higher education","","","","","","","","","","",""
"2006","Saxony-Anhalt","higher vocational","","","","","","","","","","",""
"2006","Saxony-Anhalt","in school","","","","","","","","","","",""
"2006","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"2006","Saxony-Anhalt","middle vocational","","","","","","","","","","",""
"2006","Saxony-Anhalt","vocational + Abi","","","","","","","","","","",""
"2006","Schleswig-Holstein","general elemantary","","","","","","","","","","",""
"2006","Schleswig-Holstein","higher education","","","","","","","","","","",""
"2006","Schleswig-Holstein","higher vocational","","","","","","","","","","",""
"2006","Schleswig-Holstein","in school","","","","","","","","","","",""
"2006","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"2006","Schleswig-Holstein","middle vocational","","","","","","","","","","",""
"2006","Schleswig-Holstein","vocational + Abi","","","","","","","","","","",""
"2006","Thuringia","general elemantary","","","","","","","","","","",""
"2006","Thuringia","higher education","","","","","","","","","","",""
"2006","Thuringia","higher vocational","","","","","","","","","","",""
"2006","Thuringia","in school","","","","","","","","","","",""
"2006","Thuringia","inadequately","","","","","","","","","","",""
"2006","Thuringia","middle vocational","","","","","","","","","","",""
"2006","Thuringia","vocational + Abi","","","","","","","","","","",""
"2007","Baden-Württemberg","general elemantary","","","","","","","","","","",""
"2007","Baden-Württemberg","higher education","","","","","","","","","","",""
"2007","Baden-Württemberg","higher vocational","","","","","","","","","","",""
"2007","Baden-Württemberg","in school","","","","","","","","","","",""
"2007","Baden-Württemberg","inadequately","","","","","","","","","","",""
"2007","Baden-Württemberg","middle vocational","","","","","","","","","","",""
"2007","Baden-Württemberg","vocational + Abi","","","","","","","","","","",""
"2007","Bavaria","general elemantary","","","","","","","","","","",""
"2007","Bavaria","higher education","","","","","","","","","","",""
"2007","Bavaria","higher vocational","","","","","","","","","","",""
"2007","Bavaria","in school","","","","","","","","","","",""
"2007","Bavaria","inadequately","","","","","","","","","","",""
"2007","Bavaria","middle vocational","","","","","","","","","","",""
"2007","Bavaria","vocational + Abi","","","","","","","","","","",""
"2007","Berlin","general elemantary","","","","","","","","","","",""
"2007","Berlin","higher education","","","","","","","","","","",""
"2007","Berlin","higher vocational","","","","","","","","","","",""
"2007","Berlin","in school","","","","","","","","","","",""
"2007","Berlin","inadequately","","","","","","","","","","",""
"2007","Berlin","middle vocational","","","","","","","","","","",""
"2007","Berlin","vocational + Abi","","","","","","","","","","",""
"2007","Brandenburg","general elemantary","","","","","","","","","","",""
"2007","Brandenburg","higher education","","","","","","","","","","",""
"2007","Brandenburg","higher vocational","","","","","","","","","","",""
"2007","Brandenburg","in school","","","","","","","","","","",""
"2007","Brandenburg","inadequately","","","","","","","","","","",""
"2007","Brandenburg","middle vocational","","","","","","","","","","",""
"2007","Brandenburg","vocational + Abi","","","","","","","","","","",""
"2007","Bremen","general elemantary","","","","","","","","","","",""
"2007","Bremen","higher education","","","","","","","","","","",""
"2007","Bremen","higher vocational","","","","","","","","","","",""
"2007","Bremen","in school","","","","","","","","","","",""
"2007","Bremen","inadequately","","","","","","","","","","",""
"2007","Bremen","middle vocational","","","","","","","","","","",""
"2007","Bremen","vocational + Abi","","","","","","","","","","",""
"2007","Hamburg","general elemantary","","","","","","","","","","",""
"2007","Hamburg","higher education","","","","","","","","","","",""
"2007","Hamburg","higher vocational","","","","","","","","","","",""
"2007","Hamburg","in school","","","","","","","","","","",""
"2007","Hamburg","inadequately","","","","","","","","","","",""
"2007","Hamburg","middle vocational","","","","","","","","","","",""
"2007","Hamburg","vocational + Abi","","","","","","","","","","",""
"2007","Hesse","general elemantary","","","","","","","","","","",""
"2007","Hesse","higher education","","","","","","","","","","",""
"2007","Hesse","higher vocational","","","","","","","","","","",""
"2007","Hesse","in school","","","","","","","","","","",""
"2007","Hesse","inadequately","","","","","","","","","","",""
"2007","Hesse","middle vocational","","","","","","","","","","",""
"2007","Hesse","vocational + Abi","","","","","","","","","","",""
"2007","Lower Saxony","general elemantary","","","","","","","","","","",""
"2007","Lower Saxony","higher education","","","","","","","","","","",""
"2007","Lower Saxony","higher vocational","","","","","","","","","","",""
"2007","Lower Saxony","in school","","","","","","","","","","",""
"2007","Lower Saxony","inadequately","","","","","","","","","","",""
"2007","Lower Saxony","middle vocational","","","","","","","","","","",""
"2007","Lower Saxony","vocational + Abi","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","general elemantary","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","higher education","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","higher vocational","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","middle vocational","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2007","North Rhine-Westphalia","general elemantary","","","","","","","","","","",""
"2007","North Rhine-Westphalia","higher education","","","","","","","","","","",""
