"m11104","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Almost never or never","1999","Bavaria","no migration background","532","0.421903571839284","0.395875395220382","0.447931748458187","1"
"Almost never or never","1999","Bavaria","direct migration background","181","0.476871032229288","0.422232323094127","0.531509741364449","1"
"Almost never or never","1999","Bavaria","indirect migration background","21","","","","1"
"Almost never or never","1999","Berlin","no migration background","188","0.458227248595053","0.411671770873512","0.504782726316593","1"
"Almost never or never","1999","Berlin","direct migration background","22","","","","1"
"Almost never or never","1999","Berlin","indirect migration background","1","","","","1"
"Almost never or never","1999","Brandenburg","no migration background","328","0.583713640722291","0.543561859111671","0.623865422332911","1"
"Almost never or never","1999","Brandenburg","direct migration background","11","","","","1"
"Almost never or never","1999","Brandenburg","indirect migration background","1","","","","1"
"Almost never or never","1999","Saxony","indirect migration background","1","","","","1"
"Almost never or never","1999","Thuringia","indirect migration background","","","","","1"
"Almost never or never","1999","Mecklenburg-Western Pomerania","no migration background","205","0.52472472692572","0.474841320663288","0.574608133188152","1"
"Almost never or never","1999","Mecklenburg-Western Pomerania","direct migration background","7","","","","1"
"Almost never or never","1999","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Almost never or never","1999","Saxony","no migration background","606","0.575527662423844","0.546424779741343","0.604630545106344","1"
"Almost never or never","1999","Saxony","direct migration background","21","","","","1"
"Almost never or never","1999","Saxony-Anhalt","direct migration background","21","","","","1"
"Almost never or never","1999","Thuringia","direct migration background","19","","","","1"
"Almost never or never","1999","Saxony-Anhalt","indirect migration background","1","","","","1"
"Almost never or never","1999","Thuringia","no migration background","384","0.619767825631593","0.58346765492396","0.656067996339225","1"
"Almost never or never","1999","Saxony-Anhalt","no migration background","380","0.606886559297106","0.569423416610596","0.644349701983617","1"
"At lease once a week","1999","Hamburg","no migration background","32","0.301831810559891","0.214851944367262","0.38881167675252","4"
"At lease once a week","1999","Schleswig-Holstein","indirect migration background","3","","","","4"
"At lease once a week","1999","Schleswig-Holstein","no migration background","96","0.329595373028121","0.275954462930453","0.383236283125789","4"
"At lease once a week","1999","Schleswig-Holstein","direct migration background","6","","","","4"
"At lease once a week","1999","Hamburg","direct migration background","5","","","","4"
"At lease once a week","1999","Hamburg","indirect migration background","5","","","","4"
"At lease once a week","1999","Lower Saxony","direct migration background","38","0.284881782501346","0.218387742897159","0.351375822105533","4"
"At lease once a week","1999","Lower Saxony","no migration background","284","0.294863889094675","0.265667740303916","0.324060037885434","4"
"At lease once a week","1999","Lower Saxony","indirect migration background","15","","","","4"
"At lease once a week","1999","Bremen","no migration background","27","","","","4"
"At lease once a week","1999","Bremen","direct migration background","2","","","","4"
"At lease once a week","1999","Bremen","indirect migration background","1","","","","4"
"At lease once a week","1999","North Rhine-Westphalia","no migration background","561","0.272646708976947","0.252966996679515","0.29232642127438","4"
"At lease once a week","1999","North Rhine-Westphalia","direct migration background","62","0.153784507950235","0.123826200525362","0.183742815375108","4"
"At lease once a week","1999","North Rhine-Westphalia","indirect migration background","58","0.374621978917053","0.30164721939759","0.447596738436517","4"
"At lease once a week","1999","Hesse","no migration background","201","0.337285184259553","0.299486835555194","0.375083532963912","4"
"At lease once a week","1999","Hesse","direct migration background","26","","","","4"
"At lease once a week","1999","Hesse","indirect migration background","24","","","","4"
"At lease once a week","1999","Rhineland-Palatinate,Saarland","no migration background","159","0.286654342562905","0.250471578574826","0.322837106550984","4"
"At lease once a week","1999","Brandenburg","no migration background","75","0.135018711259063","0.107182562752531","0.162854859765594","4"
"At lease once a week","1999","Brandenburg","direct migration background","2","","","","4"
"At lease once a week","1999","Berlin","no migration background","105","0.213902079311317","0.175587189608339","0.252216969014296","4"
"At lease once a week","1999","Berlin","direct migration background","10","","","","4"
"At lease once a week","1999","Berlin","indirect migration background","7","","","","4"
"At lease once a week","1999","Rhineland-Palatinate,Saarland","direct migration background","20","","","","4"
"At lease once a week","1999","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","4"
"At lease once a week","1999","Bavaria","no migration background","416","0.287584923499571","0.263729528660935","0.311440318338208","4"
"At lease once a week","1999","Bavaria","direct migration background","46","0.234297403030355","0.187962381166865","0.280632424893845","4"
"At lease once a week","1999","Bavaria","indirect migration background","27","","","","4"
"At lease once a week","1999","Baden-Württemberg","no migration background","312","0.299707933771643","0.271468158515252","0.327947709028035","4"
"At lease once a week","1999","Baden-Württemberg","direct migration background","78","0.172597660578377","0.141129668413788","0.204065652742965","4"
"At lease once a week","1999","Baden-Württemberg","indirect migration background","61","0.46152180818523","0.3849913237942","0.538052292576259","4"
"At lease once a week","1999","Brandenburg","indirect migration background","","","","","4"
"At lease once a week","1999","Mecklenburg-Western Pomerania","no migration background","86","0.192542143171581","0.153156262622195","0.231928023720968","4"
"At lease once a week","1999","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"At lease once a week","1999","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"At lease once a week","1999","Saxony","no migration background","203","0.165491451356211","0.143609734798617","0.187373167913805","4"
"At lease once a week","1999","Saxony","direct migration background","4","","","","4"
"At lease once a week","1999","Saxony","indirect migration background","4","","","","4"
"At lease once a week","1999","Saxony-Anhalt","no migration background","116","0.168339640758447","0.139641239791252","0.197038041725642","4"
"At lease once a week","1999","Saxony-Anhalt","direct migration background","3","","","","4"
"At lease once a week","1999","Saxony-Anhalt","indirect migration background","3","","","","4"
"At lease once a week","1999","Thuringia","no migration background","98","0.132251796806627","0.106919919573784","0.157583674039471","4"
"At lease once a week","1999","Thuringia","direct migration background","2","","","","4"
"At lease once a week","1999","Thuringia","indirect migration background","","","","","4"
"At least once a month","1999","Schleswig-Holstein","no migration background","22","","","","3"
"At least once a month","1999","Hamburg","no migration background","11","","","","3"
"At least once a month","1999","Hamburg","direct migration background","1","","","","3"
"At least once a month","1999","Schleswig-Holstein","direct migration background","4","","","","3"
"At least once a month","1999","Schleswig-Holstein","indirect migration background","1","","","","3"
"At least once a month","1999","Hamburg","indirect migration background","2","","","","3"
"At least once a month","1999","Lower Saxony","indirect migration background","12","","","","3"
"At least once a month","1999","Lower Saxony","no migration background","80","0.0744024783494427","0.0575996230193188","0.0912053336795665","3"
"At least once a month","1999","Lower Saxony","direct migration background","10","","","","3"
"At least once a month","1999","Bremen","no migration background","2","","","","3"
"At least once a month","1999","Bremen","direct migration background","","","","","3"
"At least once a month","1999","North Rhine-Westphalia","no migration background","158","0.0739357369257158","0.0623721205216708","0.0854993533297608","3"
"At least once a month","1999","North Rhine-Westphalia","direct migration background","21","","","","3"
"At least once a month","1999","Hesse","direct migration background","9","","","","3"
"At least once a month","1999","Hesse","indirect migration background","4","","","","3"
"At least once a month","1999","Thuringia","indirect migration background","","","","","3"
"At least once a month","1999","Bremen","indirect migration background","","","","","3"
"At least once a month","1999","North Rhine-Westphalia","indirect migration background","18","","","","3"
"At least once a month","1999","Hesse","no migration background","42","0.0568326369666921","0.0383227340568548","0.0753425398765295","3"
"At least once a month","1999","Rhineland-Palatinate,Saarland","no migration background","26","","","","3"
"At least once a month","1999","Rhineland-Palatinate,Saarland","direct migration background","9","","","","3"
"At least once a month","1999","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"At least once a month","1999","Baden-Württemberg","no migration background","56","0.0445344894447756","0.0318191411830335","0.0572498377065177","3"
"At least once a month","1999","Baden-Württemberg","direct migration background","27","","","","3"
"At least once a month","1999","Saxony","indirect migration background","","","","","3"
"At least once a month","1999","Saxony-Anhalt","no migration background","20","","","","3"
"At least once a month","1999","Saxony-Anhalt","indirect migration background","","","","","3"
"At least once a month","1999","Thuringia","no migration background","55","0.0677941375966544","0.0489957020528246","0.0865925731404843","3"
"At least once a month","1999","Thuringia","direct migration background","1","","","","3"
"At least once a month","1999","Baden-Württemberg","indirect migration background","25","","","","3"
"At least once a month","1999","Bavaria","no migration background","121","0.0709304212767617","0.0574010569922179","0.0844597855613055","3"
"At least once a month","1999","Bavaria","direct migration background","26","","","","3"
"At least once a month","1999","Bavaria","indirect migration background","12","","","","3"
"At least once a month","1999","Berlin","no migration background","26","","","","3"
"At least once a month","1999","Berlin","direct migration background","3","","","","3"
"At least once a month","1999","Berlin","indirect migration background","2","","","","3"
"At least once a month","1999","Brandenburg","indirect migration background","","","","","3"
"At least once a month","1999","Mecklenburg-Western Pomerania","no migration background","14","","","","3"
"At least once a month","1999","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"At least once a month","1999","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"At least once a month","1999","Saxony","no migration background","76","0.0701538615762461","0.0551151874917087","0.0851925356607835","3"
"At least once a month","1999","Saxony","direct migration background","1","","","","3"
"At least once a month","1999","Saxony-Anhalt","direct migration background","","","","","3"
"At least once a month","1999","Brandenburg","no migration background","29","","","","3"
"At least once a month","1999","Brandenburg","direct migration background","1","","","","3"
"Several times a year","1999","Hamburg","direct migration background","2","","","","2"
"Several times a year","1999","Lower Saxony","direct migration background","25","","","","2"
"Several times a year","1999","Bremen","direct migration background","3","","","","2"
"Several times a year","1999","Lower Saxony","indirect migration background","13","","","","2"
"Several times a year","1999","Bremen","no migration background","9","","","","2"
"Several times a year","1999","Schleswig-Holstein","direct migration background","6","","","","2"
"Several times a year","1999","Schleswig-Holstein","indirect migration background","1","","","","2"
"Several times a year","1999","Hamburg","no migration background","18","","","","2"
"Several times a year","1999","Hamburg","indirect migration background","1","","","","2"
"Several times a year","1999","Lower Saxony","no migration background","196","0.216292160362816","0.189930316685618","0.242654004040015","2"
"Several times a year","1999","Bremen","indirect migration background","2","","","","2"
"Several times a year","1999","North Rhine-Westphalia","no migration background","421","0.19512353319589","0.177610339478989","0.212636726912791","2"
"Several times a year","1999","North Rhine-Westphalia","direct migration background","92","0.158966933569198","0.128601434214764","0.189332432923632","2"
"Several times a year","1999","North Rhine-Westphalia","indirect migration background","45","0.277670560260298","0.210149801375821","0.345191319144774","2"
"Several times a year","1999","Hesse","no migration background","107","0.159625567918038","0.130343718825794","0.188907417010281","2"
"Several times a year","1999","Hesse","direct migration background","16","","","","2"
"Several times a year","1999","Schleswig-Holstein","no migration background","69","0.218524946900206","0.17136805707017","0.265681836730243","2"
"Several times a year","1999","Hesse","indirect migration background","13","","","","2"
"Several times a year","1999","Rhineland-Palatinate,Saarland","no migration background","101","0.126129289358308","0.0995646434152747","0.152693935301341","2"
"Several times a year","1999","Rhineland-Palatinate,Saarland","direct migration background","18","","","","2"
"Several times a year","1999","Rhineland-Palatinate,Saarland","indirect migration background","6","","","","2"
"Several times a year","1999","Baden-Württemberg","no migration background","194","0.16918744218163","0.146077008160913","0.192297876202348","2"
"Several times a year","1999","Baden-Württemberg","direct migration background","70","0.130258184171879","0.102230262578751","0.158286105765007","2"
"Several times a year","1999","Baden-Württemberg","indirect migration background","43","0.232978378519902","0.168082681529461","0.297874075510343","2"
"Several times a year","1999","Bavaria","no migration background","314","0.219581083384383","0.197763916353038","0.241398250415727","2"
"Several times a year","1999","Bavaria","direct migration background","68","0.210036116882071","0.165476014188175","0.254596219575967","2"
"Several times a year","1999","Bavaria","indirect migration background","25","","","","2"
"Several times a year","1999","Berlin","direct migration background","12","","","","2"
"Several times a year","1999","Berlin","no migration background","121","0.26965426527276","0.228188503477648","0.311120027067872","2"
"Several times a year","1999","Berlin","indirect migration background","12","","","","2"
"Several times a year","1999","Brandenburg","no migration background","147","0.233811882471225","0.199336443505946","0.268287321436503","2"
"Several times a year","1999","Mecklenburg-Western Pomerania","no migration background","80","0.253126333712182","0.20969432015245","0.296558347271914","2"
"Several times a year","1999","Brandenburg","direct migration background","1","","","","2"
"Several times a year","1999","Brandenburg","indirect migration background","2","","","","2"
"Several times a year","1999","Mecklenburg-Western Pomerania","direct migration background","2","","","","2"
"Several times a year","1999","Saxony","direct migration background","5","","","","2"
"Several times a year","1999","Saxony","indirect migration background","1","","","","2"
"Several times a year","1999","Saxony-Anhalt","no migration background","137","0.202583413284689","0.171756071679186","0.233410754890191","2"
"Several times a year","1999","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Several times a year","1999","Saxony","no migration background","223","0.188827024643699","0.165782538813678","0.21187151047372","2"
"Several times a year","1999","Saxony-Anhalt","direct migration background","2","","","","2"
"Several times a year","1999","Saxony-Anhalt","indirect migration background","3","","","","2"
"Several times a year","1999","Thuringia","no migration background","150","0.180186239965126","0.151446149187221","0.20892633074303","2"
"Several times a year","1999","Thuringia","direct migration background","1","","","","2"
"Several times a year","1999","Thuringia","indirect migration background","4","","","","2"
"Almost never or never","2000","North Rhine-Westphalia","no migration background","","","","","1"
"Almost never or never","2000","Schleswig-Holstein","no migration background","","","","","1"
"Almost never or never","2000","Schleswig-Holstein","direct migration background","","","","","1"
"Almost never or never","2000","Schleswig-Holstein","indirect migration background","","","","","1"
"Almost never or never","2000","Hamburg","no migration background","","","","","1"
"Almost never or never","2000","Hamburg","direct migration background","","","","","1"
"Almost never or never","2000","Hamburg","indirect migration background","","","","","1"
"Almost never or never","2000","Lower Saxony","no migration background","","","","","1"
"Almost never or never","2000","Lower Saxony","direct migration background","","","","","1"
"Almost never or never","2000","Lower Saxony","indirect migration background","","","","","1"
"Almost never or never","2000","Bremen","no migration background","","","","","1"
"Almost never or never","2000","Bremen","direct migration background","","","","","1"
"Almost never or never","2000","Bremen","indirect migration background","","","","","1"
"Almost never or never","2000","North Rhine-Westphalia","direct migration background","","","","","1"
"Almost never or never","2000","North Rhine-Westphalia","indirect migration background","","","","","1"
"Almost never or never","2000","Hesse","no migration background","","","","","1"
"Almost never or never","2000","Hesse","direct migration background","","","","","1"
"Almost never or never","2000","Hesse","indirect migration background","","","","","1"
"Almost never or never","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Almost never or never","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Almost never or never","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Almost never or never","2000","Baden-Württemberg","no migration background","","","","","1"
"Almost never or never","2000","Baden-Württemberg","direct migration background","","","","","1"
"Almost never or never","2000","Baden-Württemberg","indirect migration background","","","","","1"
"Almost never or never","2000","Bavaria","no migration background","","","","","1"
"Almost never or never","2000","Bavaria","direct migration background","","","","","1"
"Almost never or never","2000","Bavaria","indirect migration background","","","","","1"
"Almost never or never","2000","Berlin","no migration background","","","","","1"
"Almost never or never","2000","Brandenburg","no migration background","","","","","1"
"Almost never or never","2000","Berlin","direct migration background","","","","","1"
"Almost never or never","2000","Berlin","indirect migration background","","","","","1"
"Almost never or never","2000","Brandenburg","direct migration background","","","","","1"
"Almost never or never","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Almost never or never","2000","Brandenburg","indirect migration background","","","","","1"
"Almost never or never","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Almost never or never","2000","Saxony","no migration background","","","","","1"
"Almost never or never","2000","Saxony-Anhalt","no migration background","","","","","1"
"Almost never or never","2000","Saxony-Anhalt","direct migration background","","","","","1"
"Almost never or never","2000","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Almost never or never","2000","Thuringia","no migration background","","","","","1"
"Almost never or never","2000","Thuringia","direct migration background","","","","","1"
"Almost never or never","2000","Saxony","direct migration background","","","","","1"
"Almost never or never","2000","Saxony","indirect migration background","","","","","1"
"Almost never or never","2000","Saxony-Anhalt","indirect migration background","","","","","1"
"Almost never or never","2000","Thuringia","indirect migration background","","","","","1"
"At lease once a week","2000","Hamburg","no migration background","","","","","4"
"At lease once a week","2000","Schleswig-Holstein","no migration background","","","","","4"
"At lease once a week","2000","Hamburg","direct migration background","","","","","4"
"At lease once a week","2000","Schleswig-Holstein","direct migration background","","","","","4"
"At lease once a week","2000","Hamburg","indirect migration background","","","","","4"
"At lease once a week","2000","Schleswig-Holstein","indirect migration background","","","","","4"
"At lease once a week","2000","Lower Saxony","no migration background","","","","","4"
"At lease once a week","2000","Lower Saxony","direct migration background","","","","","4"
"At lease once a week","2000","Lower Saxony","indirect migration background","","","","","4"
"At lease once a week","2000","Bremen","no migration background","","","","","4"
"At lease once a week","2000","Bremen","direct migration background","","","","","4"
"At lease once a week","2000","Bremen","indirect migration background","","","","","4"
"At lease once a week","2000","North Rhine-Westphalia","no migration background","","","","","4"
"At lease once a week","2000","North Rhine-Westphalia","direct migration background","","","","","4"
"At lease once a week","2000","North Rhine-Westphalia","indirect migration background","","","","","4"
"At lease once a week","2000","Hesse","no migration background","","","","","4"
"At lease once a week","2000","Hesse","direct migration background","","","","","4"
"At lease once a week","2000","Hesse","indirect migration background","","","","","4"
"At lease once a week","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"At lease once a week","2000","Brandenburg","no migration background","","","","","4"
"At lease once a week","2000","Brandenburg","direct migration background","","","","","4"
"At lease once a week","2000","Berlin","no migration background","","","","","4"
"At lease once a week","2000","Berlin","direct migration background","","","","","4"
"At lease once a week","2000","Berlin","indirect migration background","","","","","4"
"At lease once a week","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"At lease once a week","2000","Bavaria","no migration background","","","","","4"
"At lease once a week","2000","Bavaria","direct migration background","","","","","4"
"At lease once a week","2000","Bavaria","indirect migration background","","","","","4"
"At lease once a week","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"At lease once a week","2000","Baden-Württemberg","no migration background","","","","","4"
"At lease once a week","2000","Baden-Württemberg","direct migration background","","","","","4"
"At lease once a week","2000","Baden-Württemberg","indirect migration background","","","","","4"
"At lease once a week","2000","Brandenburg","indirect migration background","","","","","4"
"At lease once a week","2000","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"At lease once a week","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"At lease once a week","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"At lease once a week","2000","Saxony","no migration background","","","","","4"
"At lease once a week","2000","Saxony","direct migration background","","","","","4"
"At lease once a week","2000","Saxony","indirect migration background","","","","","4"
"At lease once a week","2000","Saxony-Anhalt","no migration background","","","","","4"
"At lease once a week","2000","Saxony-Anhalt","direct migration background","","","","","4"
"At lease once a week","2000","Saxony-Anhalt","indirect migration background","","","","","4"
"At lease once a week","2000","Thuringia","no migration background","","","","","4"
"At lease once a week","2000","Thuringia","direct migration background","","","","","4"
"At lease once a week","2000","Thuringia","indirect migration background","","","","","4"
"At least once a month","2000","Schleswig-Holstein","indirect migration background","","","","","3"
"At least once a month","2000","Hamburg","no migration background","","","","","3"
"At least once a month","2000","Schleswig-Holstein","no migration background","","","","","3"
"At least once a month","2000","Schleswig-Holstein","direct migration background","","","","","3"
"At least once a month","2000","Hamburg","direct migration background","","","","","3"
"At least once a month","2000","Lower Saxony","no migration background","","","","","3"
"At least once a month","2000","Lower Saxony","direct migration background","","","","","3"
"At least once a month","2000","Hamburg","indirect migration background","","","","","3"
"At least once a month","2000","Lower Saxony","indirect migration background","","","","","3"
"At least once a month","2000","Bremen","no migration background","","","","","3"
"At least once a month","2000","Bremen","indirect migration background","","","","","3"
"At least once a month","2000","Bremen","direct migration background","","","","","3"
"At least once a month","2000","North Rhine-Westphalia","no migration background","","","","","3"
"At least once a month","2000","North Rhine-Westphalia","direct migration background","","","","","3"
"At least once a month","2000","North Rhine-Westphalia","indirect migration background","","","","","3"
"At least once a month","2000","Hesse","no migration background","","","","","3"
"At least once a month","2000","Hesse","direct migration background","","","","","3"
"At least once a month","2000","Thuringia","indirect migration background","","","","","3"
"At least once a month","2000","Hesse","indirect migration background","","","","","3"
"At least once a month","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"At least once a month","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"At least once a month","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"At least once a month","2000","Baden-Württemberg","no migration background","","","","","3"
"At least once a month","2000","Saxony","indirect migration background","","","","","3"
"At least once a month","2000","Saxony-Anhalt","indirect migration background","","","","","3"
"At least once a month","2000","Thuringia","no migration background","","","","","3"
"At least once a month","2000","Thuringia","direct migration background","","","","","3"
"At least once a month","2000","Baden-Württemberg","direct migration background","","","","","3"
"At least once a month","2000","Baden-Württemberg","indirect migration background","","","","","3"
"At least once a month","2000","Bavaria","no migration background","","","","","3"
"At least once a month","2000","Bavaria","direct migration background","","","","","3"
"At least once a month","2000","Bavaria","indirect migration background","","","","","3"
"At least once a month","2000","Berlin","no migration background","","","","","3"
"At least once a month","2000","Brandenburg","indirect migration background","","","","","3"
"At least once a month","2000","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"At least once a month","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"At least once a month","2000","Saxony","no migration background","","","","","3"
"At least once a month","2000","Saxony","direct migration background","","","","","3"
"At least once a month","2000","Saxony-Anhalt","no migration background","","","","","3"
"At least once a month","2000","Saxony-Anhalt","direct migration background","","","","","3"
"At least once a month","2000","Berlin","direct migration background","","","","","3"
"At least once a month","2000","Berlin","indirect migration background","","","","","3"
"At least once a month","2000","Brandenburg","no migration background","","","","","3"
"At least once a month","2000","Brandenburg","direct migration background","","","","","3"
"At least once a month","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Several times a year","2000","Lower Saxony","direct migration background","","","","","2"
"Several times a year","2000","Lower Saxony","indirect migration background","","","","","2"
"Several times a year","2000","Schleswig-Holstein","direct migration background","","","","","2"
"Several times a year","2000","Schleswig-Holstein","indirect migration background","","","","","2"
"Several times a year","2000","Hamburg","no migration background","","","","","2"
"Several times a year","2000","Hamburg","direct migration background","","","","","2"
"Several times a year","2000","Hamburg","indirect migration background","","","","","2"
"Several times a year","2000","Lower Saxony","no migration background","","","","","2"
"Several times a year","2000","Bremen","no migration background","","","","","2"
"Several times a year","2000","Bremen","direct migration background","","","","","2"
"Several times a year","2000","Bremen","indirect migration background","","","","","2"
"Several times a year","2000","North Rhine-Westphalia","no migration background","","","","","2"
"Several times a year","2000","North Rhine-Westphalia","direct migration background","","","","","2"
"Several times a year","2000","North Rhine-Westphalia","indirect migration background","","","","","2"
"Several times a year","2000","Hesse","no migration background","","","","","2"
"Several times a year","2000","Schleswig-Holstein","no migration background","","","","","2"
"Several times a year","2000","Hesse","direct migration background","","","","","2"
"Several times a year","2000","Hesse","indirect migration background","","","","","2"
"Several times a year","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"Several times a year","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Several times a year","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Several times a year","2000","Baden-Württemberg","indirect migration background","","","","","2"
"Several times a year","2000","Bavaria","no migration background","","","","","2"
"Several times a year","2000","Berlin","no migration background","","","","","2"
"Several times a year","2000","Baden-Württemberg","no migration background","","","","","2"
"Several times a year","2000","Baden-Württemberg","direct migration background","","","","","2"
"Several times a year","2000","Bavaria","direct migration background","","","","","2"
"Several times a year","2000","Bavaria","indirect migration background","","","","","2"
"Several times a year","2000","Berlin","direct migration background","","","","","2"
"Several times a year","2000","Berlin","indirect migration background","","","","","2"
"Several times a year","2000","Brandenburg","direct migration background","","","","","2"
"Several times a year","2000","Brandenburg","indirect migration background","","","","","2"
"Several times a year","2000","Brandenburg","no migration background","","","","","2"
"Several times a year","2000","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"Several times a year","2000","Saxony","no migration background","","","","","2"
"Several times a year","2000","Saxony","direct migration background","","","","","2"
"Several times a year","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Several times a year","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Several times a year","2000","Saxony","indirect migration background","","","","","2"
"Several times a year","2000","Saxony-Anhalt","direct migration background","","","","","2"
"Several times a year","2000","Saxony-Anhalt","indirect migration background","","","","","2"
"Several times a year","2000","Thuringia","no migration background","","","","","2"
"Several times a year","2000","Thuringia","indirect migration background","","","","","2"
"Several times a year","2000","Saxony-Anhalt","no migration background","","","","","2"
"Several times a year","2000","Thuringia","direct migration background","","","","","2"
"Almost never or never","2001","North Rhine-Westphalia","no migration background","1564","0.45685043628066","0.440582855339676","0.473118017221643","1"
"Almost never or never","2001","Schleswig-Holstein","no migration background","250","0.455738333580734","0.414995259053978","0.49648140810749","1"
"Almost never or never","2001","Schleswig-Holstein","direct migration background","35","0.599019612947381","0.477998845477763","0.720040380417","1"
"Almost never or never","2001","Schleswig-Holstein","indirect migration background","4","","","","1"
"Almost never or never","2001","Hamburg","no migration background","107","0.485772824650002","0.421735337437761","0.549810311862242","1"
"Almost never or never","2001","Hamburg","direct migration background","19","","","","1"
"Almost never or never","2001","Hamburg","indirect migration background","5","","","","1"
"Almost never or never","2001","Lower Saxony","no migration background","708","0.466202966177129","0.441440116133893","0.490965816220365","1"
"Almost never or never","2001","Lower Saxony","direct migration background","133","0.532449073228318","0.467967196081645","0.59693095037499","1"
"Almost never or never","2001","Lower Saxony","indirect migration background","13","","","","1"
"Almost never or never","2001","Bremen","no migration background","51","0.455346443995059","0.367693119042612","0.542999768947505","1"
"Almost never or never","2001","Bremen","direct migration background","14","","","","1"
"Almost never or never","2001","Bremen","indirect migration background","2","","","","1"
"Almost never or never","2001","North Rhine-Westphalia","indirect migration background","80","0.316931139754392","0.256536921052261","0.377325358456523","1"
"Almost never or never","2001","Hesse","no migration background","507","0.488576557226982","0.459090263834342","0.518062850619622","1"
"Almost never or never","2001","Hesse","direct migration background","225","0.723308542087017","0.672936860473057","0.773680223700977","1"
"Almost never or never","2001","Hesse","indirect migration background","33","0.433925460691068","0.323225591947466","0.54462532943467","1"
"Almost never or never","2001","North Rhine-Westphalia","direct migration background","569","0.703515087470237","0.671768099054887","0.735262075885587","1"
"Almost never or never","2001","Rhineland-Palatinate,Saarland","no migration background","584","0.551697652455955","0.52224142627277","0.58115387863914","1"
"Almost never or never","2001","Rhineland-Palatinate,Saarland","direct migration background","140","0.613461818455866","0.549115053282784","0.677808583628948","1"
"Almost never or never","2001","Rhineland-Palatinate,Saarland","indirect migration background","9","","","","1"
"Almost never or never","2001","Baden-Württemberg","no migration background","757","0.450035660557003","0.426700182598458","0.473371138515548","1"
"Almost never or never","2001","Baden-Württemberg","direct migration background","441","0.607592066745808","0.570396255678872","0.644787877812745","1"
"Almost never or never","2001","Baden-Württemberg","indirect migration background","68","0.340084638814811","0.273931172586133","0.406238105043488","1"
"Almost never or never","2001","Bavaria","no migration background","1147","0.485358810016283","0.465775406700027","0.504942213332539","1"
"Almost never or never","2001","Bavaria","direct migration background","239","0.546613871614182","0.498717955855327","0.594509787373037","1"
"Almost never or never","2001","Berlin","direct migration background","31","0.444697667536485","0.326586541686795","0.562808793386176","1"
"Almost never or never","2001","Bavaria","indirect migration background","28","","","","1"
"Almost never or never","2001","Berlin","no migration background","270","0.415620928121176","0.378954856123941","0.452287000118412","1"
"Almost never or never","2001","Berlin","indirect migration background","5","","","","1"
"Almost never or never","2001","Brandenburg","no migration background","501","0.548020633689119","0.516085772784974","0.579955494593264","1"
"Almost never or never","2001","Brandenburg","direct migration background","10","","","","1"
"Almost never or never","2001","Brandenburg","indirect migration background","1","","","","1"
"Almost never or never","2001","Mecklenburg-Western Pomerania","no migration background","264","0.567859200868946","0.52426384555847","0.611454556179422","1"
"Almost never or never","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Almost never or never","2001","Mecklenburg-Western Pomerania","direct migration background","12","","","","1"
"Almost never or never","2001","Saxony-Anhalt","direct migration background","24","","","","1"
"Almost never or never","2001","Saxony","indirect migration background","2","","","","1"
"Almost never or never","2001","Saxony","no migration background","886","0.573378859702242","0.549174815719893","0.597582903684591","1"
"Almost never or never","2001","Saxony","direct migration background","20","","","","1"
