"m11104","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","2003","indirect migration background","inadequately","1","","",""
"At least once a month","2003","indirect migration background","general elemantary","22","","",""
"At least once a month","2003","indirect migration background","middle vocational","28","","",""
"At least once a month","2003","indirect migration background","vocational + Abi","4","","",""
"At least once a month","2003","indirect migration background","higher vocational","4","","",""
"At least once a month","2003","indirect migration background","higher education","9","","",""
"At lease once a week","2003","no migration background","in school","354","0.709945241492155","0.669969372312918","0.749921110671392"
"At lease once a week","2003","no migration background","inadequately","15","","",""
"At lease once a week","2003","no migration background","general elemantary","403","0.201040530889363","0.183062202364877","0.219018859413849"
"At lease once a week","2003","no migration background","middle vocational","3203","0.313880954320606","0.304695375849399","0.323066532791813"
"At lease once a week","2003","no migration background","vocational + Abi","456","0.505185692084456","0.47218975673802","0.538181627430892"
"At lease once a week","2003","no migration background","higher vocational","565","0.390661738049087","0.365929856468234","0.41539361962994"
"At lease once a week","2003","no migration background","higher education","1946","0.476862275646064","0.461214875698461","0.492509675593667"
"At lease once a week","2003","direct migration background","in school","31","0.728792646718738","0.604311731625804","0.853273561811671"
"At lease once a week","2003","direct migration background","inadequately","6","","",""
"At lease once a week","2003","direct migration background","general elemantary","70","0.125272884935534","0.0999413792090111","0.150604390662057"
"At lease once a week","2003","direct migration background","middle vocational","174","0.169403455253782","0.145809830480246","0.192997080027318"
"At lease once a week","2003","direct migration background","vocational + Abi","52","0.254081565975967","0.198062437579815","0.310100694372118"
"At lease once a week","2003","direct migration background","higher vocational","42","0.312394661580046","0.236431768958261","0.388357554201831"
"At lease once a week","2003","direct migration background","higher education","143","0.372920821087767","0.323513229079387","0.422328413096147"
"At lease once a week","2003","indirect migration background","in school","47","0.721672131049709","0.617424251244424","0.825920010854994"
"At lease once a week","2003","indirect migration background","inadequately","3","","",""
"At lease once a week","2003","indirect migration background","general elemantary","59","0.31953153560876","0.252876950239512","0.386186120978008"
"At lease once a week","2003","indirect migration background","middle vocational","134","0.356278886266825","0.304530827572786","0.408026944960863"
"At lease once a week","2003","indirect migration background","vocational + Abi","20","","",""
"At lease once a week","2003","indirect migration background","higher vocational","16","","",""
"At lease once a week","2003","indirect migration background","higher education","34","0.470154436624757","0.347875113944469","0.592433759305045"
"Almost never or never","2004","no migration background","in school","","","",""
"Almost never or never","2004","no migration background","inadequately","","","",""
"Almost never or never","2004","no migration background","general elemantary","","","",""
"Almost never or never","2004","no migration background","middle vocational","","","",""
"Almost never or never","2004","no migration background","vocational + Abi","","","",""
"Almost never or never","2004","no migration background","higher vocational","","","",""
"Almost never or never","2004","no migration background","higher education","","","",""
"Almost never or never","2004","direct migration background","in school","","","",""
"Almost never or never","2004","direct migration background","inadequately","","","",""
"Almost never or never","2004","direct migration background","general elemantary","","","",""
"Almost never or never","2004","direct migration background","middle vocational","","","",""
"Almost never or never","2004","direct migration background","vocational + Abi","","","",""
"Almost never or never","2004","direct migration background","higher vocational","","","",""
"Almost never or never","2004","direct migration background","higher education","","","",""
"Almost never or never","2004","indirect migration background","in school","","","",""
"Almost never or never","2004","indirect migration background","inadequately","","","",""
"Almost never or never","2004","indirect migration background","general elemantary","","","",""
"Almost never or never","2004","indirect migration background","middle vocational","","","",""
"Almost never or never","2004","indirect migration background","vocational + Abi","","","",""
"Almost never or never","2004","indirect migration background","higher vocational","","","",""
"Almost never or never","2004","indirect migration background","higher education","","","",""
"Several times a year","2004","no migration background","in school","","","",""
"Several times a year","2004","no migration background","inadequately","","","",""
"Several times a year","2004","no migration background","general elemantary","","","",""
"Several times a year","2004","no migration background","middle vocational","","","",""
"Several times a year","2004","no migration background","vocational + Abi","","","",""
"Several times a year","2004","no migration background","higher vocational","","","",""
"Several times a year","2004","no migration background","higher education","","","",""
"Several times a year","2004","direct migration background","in school","","","",""
"Several times a year","2004","direct migration background","inadequately","","","",""
"Several times a year","2004","direct migration background","general elemantary","","","",""
"Several times a year","2004","direct migration background","middle vocational","","","",""
"Several times a year","2004","direct migration background","vocational + Abi","","","",""
"Several times a year","2004","direct migration background","higher vocational","","","",""
"Several times a year","2004","direct migration background","higher education","","","",""
"Several times a year","2004","indirect migration background","in school","","","",""
"Several times a year","2004","indirect migration background","inadequately","","","",""
"Several times a year","2004","indirect migration background","general elemantary","","","",""
"Several times a year","2004","indirect migration background","middle vocational","","","",""
"Several times a year","2004","indirect migration background","vocational + Abi","","","",""
"Several times a year","2004","indirect migration background","higher vocational","","","",""
"Several times a year","2004","indirect migration background","higher education","","","",""
"At least once a month","2004","no migration background","in school","","","",""
"At least once a month","2004","no migration background","inadequately","","","",""
"At least once a month","2004","no migration background","general elemantary","","","",""
"At least once a month","2004","no migration background","middle vocational","","","",""
"At least once a month","2004","no migration background","vocational + Abi","","","",""
"At least once a month","2004","no migration background","higher vocational","","","",""
"At least once a month","2004","no migration background","higher education","","","",""
"At least once a month","2004","direct migration background","in school","","","",""
"At least once a month","2004","direct migration background","inadequately","","","",""
"At least once a month","2004","direct migration background","general elemantary","","","",""
"At least once a month","2004","direct migration background","middle vocational","","","",""
"At least once a month","2004","direct migration background","vocational + Abi","","","",""
"At least once a month","2004","direct migration background","higher vocational","","","",""
"At least once a month","2004","direct migration background","higher education","","","",""
"At least once a month","2004","indirect migration background","in school","","","",""
"At least once a month","2004","indirect migration background","inadequately","","","",""
"At least once a month","2004","indirect migration background","general elemantary","","","",""
"At least once a month","2004","indirect migration background","middle vocational","","","",""
"At least once a month","2004","indirect migration background","vocational + Abi","","","",""
"At least once a month","2004","indirect migration background","higher vocational","","","",""
"At least once a month","2004","indirect migration background","higher education","","","",""
"At lease once a week","2004","no migration background","in school","","","",""
"At lease once a week","2004","no migration background","inadequately","","","",""
"At lease once a week","2004","no migration background","general elemantary","","","",""
"At lease once a week","2004","no migration background","middle vocational","","","",""
"At lease once a week","2004","no migration background","vocational + Abi","","","",""
"At lease once a week","2004","no migration background","higher vocational","","","",""
"At lease once a week","2004","no migration background","higher education","","","",""
"At lease once a week","2004","direct migration background","in school","","","",""
"At lease once a week","2004","direct migration background","inadequately","","","",""
"At lease once a week","2004","direct migration background","general elemantary","","","",""
"At lease once a week","2004","direct migration background","middle vocational","","","",""
"At lease once a week","2004","direct migration background","vocational + Abi","","","",""
"At lease once a week","2004","direct migration background","higher vocational","","","",""
"At lease once a week","2004","direct migration background","higher education","","","",""
"At lease once a week","2004","indirect migration background","in school","","","",""
"At lease once a week","2004","indirect migration background","inadequately","","","",""
"At lease once a week","2004","indirect migration background","general elemantary","","","",""
"At lease once a week","2004","indirect migration background","middle vocational","","","",""
"At lease once a week","2004","indirect migration background","vocational + Abi","","","",""
"At lease once a week","2004","indirect migration background","higher vocational","","","",""
"At lease once a week","2004","indirect migration background","higher education","","","",""
"Almost never or never","2005","no migration background","in school","63","0.151131211386609","0.119892021245846","0.182370401527372"
"Almost never or never","2005","no migration background","inadequately","51","0.507424633408921","0.400511621145738","0.614337645672104"
"Almost never or never","2005","no migration background","general elemantary","958","0.601015832485877","0.577430678702853","0.624600986268901"
"Almost never or never","2005","no migration background","middle vocational","3981","0.458990020791212","0.44870746820315","0.469272573379275"
"Almost never or never","2005","no migration background","vocational + Abi","204","0.271077582039379","0.241556894456654","0.300598269622104"
"Almost never or never","2005","no migration background","higher vocational","493","0.35860418230972","0.333309921704531","0.383898442914908"
"Almost never or never","2005","no migration background","higher education","953","0.260896171570026","0.246845300290413","0.274947042849639"
"Almost never or never","2005","direct migration background","in school","5","","",""
"Almost never or never","2005","direct migration background","inadequately","125","0.776221678032647","0.709301537091596","0.843141818973697"
"Almost never or never","2005","direct migration background","general elemantary","420","0.716839318031943","0.67972279728827","0.753955838775616"
"Almost never or never","2005","direct migration background","middle vocational","532","0.585653705371733","0.552995331831658","0.618312078911807"
"Almost never or never","2005","direct migration background","vocational + Abi","101","0.428294266479878","0.361684553131677","0.494903979828079"
"Almost never or never","2005","direct migration background","higher vocational","62","0.400761176004172","0.317787852808629","0.483734499199716"
"Almost never or never","2005","direct migration background","higher education","128","0.388505797338419","0.33662063668133","0.440390957995509"
"Almost never or never","2005","indirect migration background","in school","22","","",""
"Almost never or never","2005","indirect migration background","inadequately","6","","",""
"Almost never or never","2005","indirect migration background","general elemantary","63","0.317269151478899","0.248897388777791","0.385640914180006"
"Almost never or never","2005","indirect migration background","middle vocational","84","0.246929886059373","0.200821174498421","0.293038597620325"
"Almost never or never","2005","indirect migration background","vocational + Abi","12","","",""
"Almost never or never","2005","indirect migration background","higher vocational","11","","",""
"Almost never or never","2005","indirect migration background","higher education","13","","",""
"Several times a year","2005","no migration background","in school","69","0.141330582920048","0.110947385566037","0.171713780274058"
"Several times a year","2005","no migration background","inadequately","13","","",""
"Several times a year","2005","no migration background","general elemantary","234","0.145307803022065","0.128334464908649","0.162281141135481"
"Several times a year","2005","no migration background","middle vocational","1757","0.188301671867649","0.180234504014938","0.19636883972036"
"Several times a year","2005","no migration background","vocational + Abi","177","0.1773961448015","0.152026962311742","0.202765327291258"
"Several times a year","2005","no migration background","higher vocational","312","0.221435236584474","0.199536352278411","0.243334120890538"
"Several times a year","2005","no migration background","higher education","713","0.18412121147267","0.171719506110416","0.196522916834925"
"Several times a year","2005","direct migration background","in school","11","","",""
"Several times a year","2005","direct migration background","inadequately","13","","",""
"Several times a year","2005","direct migration background","general elemantary","69","0.119564478160167","0.0928350455591965","0.146293910761138"
"Several times a year","2005","direct migration background","middle vocational","115","0.124039454479006","0.102186278090852","0.14589263086716"
"Several times a year","2005","direct migration background","vocational + Abi","47","0.267971052532472","0.208351566301299","0.327590538763646"
"Several times a year","2005","direct migration background","higher vocational","30","0.253154059809136","0.179532730915187","0.326775388703085"
"Several times a year","2005","direct migration background","higher education","76","0.258008112860285","0.211431864766817","0.304584360953754"
"Several times a year","2005","indirect migration background","in school","15","","",""
"Several times a year","2005","indirect migration background","inadequately","3","","",""
"Several times a year","2005","indirect migration background","general elemantary","42","0.267676334067842","0.202634225448047","0.332718442687637"
"Several times a year","2005","indirect migration background","middle vocational","77","0.241285380714376","0.19553621453326","0.287034546895493"
"Several times a year","2005","indirect migration background","vocational + Abi","13","","",""
"Several times a year","2005","indirect migration background","higher vocational","11","","",""
"Several times a year","2005","indirect migration background","higher education","16","","",""
"At least once a month","2005","no migration background","in school","46","0.0794981889468101","0.0559046361602503","0.10309174173337"
"At least once a month","2005","no migration background","inadequately","3","","",""
"At least once a month","2005","no migration background","general elemantary","92","0.0458211344899206","0.0357502934706985","0.0558919755091427"
"At least once a month","2005","no migration background","middle vocational","670","0.0776056001288022","0.0720848061687403","0.0831263940888641"
"At least once a month","2005","no migration background","vocational + Abi","93","0.112060503322271","0.0911118077747031","0.133009198869839"
"At least once a month","2005","no migration background","higher vocational","102","0.0775017731969798","0.0633994767029686","0.0916040696909911"
"At least once a month","2005","no migration background","higher education","368","0.108589055038884","0.0986338849590359","0.118544225118732"
"At least once a month","2005","direct migration background","in school","6","","",""
"At least once a month","2005","direct migration background","inadequately","4","","",""
"At least once a month","2005","direct migration background","general elemantary","19","","",""
"At least once a month","2005","direct migration background","middle vocational","61","0.0776121685001165","0.0598737839340701","0.0953505530661628"
"At least once a month","2005","direct migration background","vocational + Abi","18","","",""
"At least once a month","2005","direct migration background","higher vocational","4","","",""
"At least once a month","2005","direct migration background","higher education","26","","",""
"At least once a month","2005","indirect migration background","in school","5","","",""
"At least once a month","2005","indirect migration background","inadequately","","","",""
"At least once a month","2005","indirect migration background","general elemantary","23","","",""
"At least once a month","2005","indirect migration background","middle vocational","37","0.134424600016334","0.0979517012413672","0.170897498791302"
"At least once a month","2005","indirect migration background","vocational + Abi","5","","",""
"At least once a month","2005","indirect migration background","higher vocational","3","","",""
"At least once a month","2005","indirect migration background","higher education","8","","",""
"At lease once a week","2005","no migration background","in school","327","0.628040016746533","0.585885494663218","0.670194538829848"
"At lease once a week","2005","no migration background","inadequately","17","","",""
"At lease once a week","2005","no migration background","general elemantary","372","0.207855230002137","0.188311804723093","0.227398655281181"
"At lease once a week","2005","no migration background","middle vocational","2614","0.275102707212336","0.265887982811003","0.28431743161367"
"At lease once a week","2005","no migration background","vocational + Abi","397","0.43946576983685","0.406504600561495","0.472426939112205"
"At lease once a week","2005","no migration background","higher vocational","474","0.342458807908826","0.317431340508457","0.367486275309196"
"At lease once a week","2005","no migration background","higher education","1718","0.44639356191842","0.430487004284546","0.462300119552294"
"At lease once a week","2005","direct migration background","in school","33","0.707157900628677","0.58689222344836","0.827423577808994"
"At lease once a week","2005","direct migration background","inadequately","7","","",""
"At lease once a week","2005","direct migration background","general elemantary","58","0.125154952472941","0.0978947257169857","0.152415179228897"
"At lease once a week","2005","direct migration background","middle vocational","166","0.212694671649145","0.185565141325006","0.239824201973284"
"At lease once a week","2005","direct migration background","vocational + Abi","46","0.229667399658295","0.173047515570501","0.286287283746089"
"At lease once a week","2005","direct migration background","higher vocational","38","0.309107275553823","0.230862452069812","0.387352099037834"
"At lease once a week","2005","direct migration background","higher education","109","0.280097148224086","0.23229586752408","0.327898428924093"
"At lease once a week","2005","indirect migration background","in school","47","0.515810201824275","0.411984262533617","0.619636141114932"
"At lease once a week","2005","indirect migration background","inadequately","1","","",""
"At lease once a week","2005","indirect migration background","general elemantary","50","0.264587264038409","0.199785305641456","0.329389222435362"
"At lease once a week","2005","indirect migration background","middle vocational","138","0.377360133209916","0.325530883391916","0.429189383027915"
"At lease once a week","2005","indirect migration background","vocational + Abi","15","","",""
"At lease once a week","2005","indirect migration background","higher vocational","16","","",""
"At lease once a week","2005","indirect migration background","higher education","31","0.461574957659328","0.343086136323021","0.580063778995636"
"Almost never or never","2006","no migration background","in school","","","",""
"Almost never or never","2006","no migration background","inadequately","","","",""
"Almost never or never","2006","no migration background","general elemantary","","","",""
"Almost never or never","2006","no migration background","middle vocational","","","",""
"Almost never or never","2006","no migration background","vocational + Abi","","","",""
"Almost never or never","2006","no migration background","higher vocational","","","",""
"Almost never or never","2006","no migration background","higher education","","","",""
"Almost never or never","2006","direct migration background","in school","","","",""
"Almost never or never","2006","direct migration background","inadequately","","","",""
"Almost never or never","2006","direct migration background","general elemantary","","","",""
"Almost never or never","2006","direct migration background","middle vocational","","","",""
"Almost never or never","2006","direct migration background","vocational + Abi","","","",""
"Almost never or never","2006","direct migration background","higher vocational","","","",""
"Almost never or never","2006","direct migration background","higher education","","","",""
"Almost never or never","2006","indirect migration background","in school","","","",""
"Almost never or never","2006","indirect migration background","inadequately","","","",""
"Almost never or never","2006","indirect migration background","general elemantary","","","",""
"Almost never or never","2006","indirect migration background","middle vocational","","","",""
"Almost never or never","2006","indirect migration background","vocational + Abi","","","",""
"Almost never or never","2006","indirect migration background","higher vocational","","","",""
"Almost never or never","2006","indirect migration background","higher education","","","",""
"Several times a year","2006","no migration background","in school","","","",""
"Several times a year","2006","no migration background","inadequately","","","",""
"Several times a year","2006","no migration background","general elemantary","","","",""
"Several times a year","2006","no migration background","middle vocational","","","",""
"Several times a year","2006","no migration background","vocational + Abi","","","",""
"Several times a year","2006","no migration background","higher vocational","","","",""
"Several times a year","2006","no migration background","higher education","","","",""
"Several times a year","2006","direct migration background","in school","","","",""
"Several times a year","2006","direct migration background","inadequately","","","",""
"Several times a year","2006","direct migration background","general elemantary","","","",""
"Several times a year","2006","direct migration background","middle vocational","","","",""
"Several times a year","2006","direct migration background","vocational + Abi","","","",""
"Several times a year","2006","direct migration background","higher vocational","","","",""
"Several times a year","2006","direct migration background","higher education","","","",""
"Several times a year","2006","indirect migration background","in school","","","",""
"Several times a year","2006","indirect migration background","inadequately","","","",""
"Several times a year","2006","indirect migration background","general elemantary","","","",""
"Several times a year","2006","indirect migration background","middle vocational","","","",""
"Several times a year","2006","indirect migration background","vocational + Abi","","","",""
"Several times a year","2006","indirect migration background","higher vocational","","","",""
"Several times a year","2006","indirect migration background","higher education","","","",""
"At least once a month","2006","no migration background","in school","","","",""
"At least once a month","2006","no migration background","inadequately","","","",""
"At least once a month","2006","no migration background","general elemantary","","","",""
"At least once a month","2006","no migration background","middle vocational","","","",""
"At least once a month","2006","no migration background","vocational + Abi","","","",""
"At least once a month","2006","no migration background","higher vocational","","","",""
"At least once a month","2006","no migration background","higher education","","","",""
"At least once a month","2006","direct migration background","in school","","","",""
"At least once a month","2006","direct migration background","inadequately","","","",""
"At least once a month","2006","direct migration background","general elemantary","","","",""
"At least once a month","2006","direct migration background","middle vocational","","","",""
"At least once a month","2006","direct migration background","vocational + Abi","","","",""
"At least once a month","2006","direct migration background","higher vocational","","","",""
"At least once a month","2006","direct migration background","higher education","","","",""
"At least once a month","2006","indirect migration background","in school","","","",""
"At least once a month","2006","indirect migration background","inadequately","","","",""
"At least once a month","2006","indirect migration background","general elemantary","","","",""
"At least once a month","2006","indirect migration background","middle vocational","","","",""
"At least once a month","2006","indirect migration background","vocational + Abi","","","",""
"At least once a month","2006","indirect migration background","higher vocational","","","",""
"At least once a month","2006","indirect migration background","higher education","","","",""
"At lease once a week","2006","no migration background","in school","","","",""
"At lease once a week","2006","no migration background","inadequately","","","",""
"At lease once a week","2006","no migration background","general elemantary","","","",""
"At lease once a week","2006","no migration background","middle vocational","","","",""
"At lease once a week","2006","no migration background","vocational + Abi","","","",""
"At lease once a week","2006","no migration background","higher vocational","","","",""
"At lease once a week","2006","no migration background","higher education","","","",""
"At lease once a week","2006","direct migration background","in school","","","",""
"At lease once a week","2006","direct migration background","inadequately","","","",""
"At lease once a week","2006","direct migration background","general elemantary","","","",""
"At lease once a week","2006","direct migration background","middle vocational","","","",""
"At lease once a week","2006","direct migration background","vocational + Abi","","","",""
"At lease once a week","2006","direct migration background","higher vocational","","","",""
"At lease once a week","2006","direct migration background","higher education","","","",""
"At lease once a week","2006","indirect migration background","in school","","","",""
"At lease once a week","2006","indirect migration background","inadequately","","","",""
"At lease once a week","2006","indirect migration background","general elemantary","","","",""
"At lease once a week","2006","indirect migration background","middle vocational","","","",""
"At lease once a week","2006","indirect migration background","vocational + Abi","","","",""
"At lease once a week","2006","indirect migration background","higher vocational","","","",""
"At lease once a week","2006","indirect migration background","higher education","","","",""
"Almost never or never","2007","no migration background","in school","27","","",""
"Almost never or never","2007","no migration background","inadequately","67","0.65219578883277","0.555398536447745","0.748993041217796"
"Almost never or never","2007","no migration background","general elemantary","956","0.624037545429384","0.600116210592649","0.647958880266119"
"Almost never or never","2007","no migration background","middle vocational","4011","0.443318993843491","0.433162315319146","0.453475672367836"
"Almost never or never","2007","no migration background","vocational + Abi","217","0.229708751601991","0.202453274001868","0.256964229202114"
"Almost never or never","2007","no migration background","higher vocational","475","0.32937447064054","0.30444191633327","0.35430702494781"
"Almost never or never","2007","no migration background","higher education","945","0.242106268736047","0.228752868731948","0.255459668740145"
"Almost never or never","2007","direct migration background","in school","2","","",""
"Almost never or never","2007","direct migration background","inadequately","97","0.826349608532166","0.757709974968799","0.894989242095534"
"Almost never or never","2007","direct migration background","general elemantary","363","0.755255827448402","0.716469352238862","0.794042302657943"
"Almost never or never","2007","direct migration background","middle vocational","462","0.564159362164906","0.529690314289612","0.5986284100402"
"Almost never or never","2007","direct migration background","vocational + Abi","109","0.502034177269698","0.433921283994043","0.570147070545352"
"Almost never or never","2007","direct migration background","higher vocational","59","0.405619203997867","0.320223136978834","0.4910152710169"
"Almost never or never","2007","direct migration background","higher education","104","0.274852782525289","0.227675596699493","0.322029968351086"
"Almost never or never","2007","indirect migration background","in school","11","","",""
"Almost never or never","2007","indirect migration background","inadequately","6","","",""
"Almost never or never","2007","indirect migration background","general elemantary","71","0.360825719246421","0.28617948255286","0.435471955939983"
"Almost never or never","2007","indirect migration background","middle vocational","91","0.263976503031533","0.216418939550265","0.311534066512801"
"Almost never or never","2007","indirect migration background","vocational + Abi","12","","",""
"Almost never or never","2007","indirect migration background","higher vocational","10","","",""
"Almost never or never","2007","indirect migration background","higher education","13","","",""
"Several times a year","2007","no migration background","in school","34","0.147359314618932","0.105465146945053","0.18925348229281"
"Several times a year","2007","no migration background","inadequately","11","","",""
"Several times a year","2007","no migration background","general elemantary","207","0.139603073449605","0.122486976925537","0.156719169973673"
"Several times a year","2007","no migration background","middle vocational","1645","0.177371483599086","0.169561787852737","0.185181179345435"
"Several times a year","2007","no migration background","vocational + Abi","189","0.205337393664943","0.1791638241429","0.231510963186986"
"Several times a year","2007","no migration background","higher vocational","284","0.216308981608225","0.194467028197958","0.238150935018491"
"Several times a year","2007","no migration background","higher education","719","0.178054487068889","0.166128820584081","0.189980153553696"
"Several times a year","2007","direct migration background","in school","2","","",""
"Several times a year","2007","direct migration background","inadequately","13","","",""
"Several times a year","2007","direct migration background","general elemantary","47","0.115502534834943","0.0866674558261012","0.144337613843784"
"Several times a year","2007","direct migration background","middle vocational","121","0.162151633119089","0.136529935352105","0.187773330886073"
"Several times a year","2007","direct migration background","vocational + Abi","41","0.210366427941285","0.154844576869437","0.265888279013134"
"Several times a year","2007","direct migration background","higher vocational","28","","",""
"Several times a year","2007","direct migration background","higher education","79","0.249608812555587","0.203874443774605","0.295343181336568"
"Several times a year","2007","indirect migration background","in school","2","","",""
"Several times a year","2007","indirect migration background","inadequately","","","",""
"Several times a year","2007","indirect migration background","general elemantary","26","","",""
"Several times a year","2007","indirect migration background","middle vocational","77","0.238766829536714","0.19276903917792","0.284764619895508"
"Several times a year","2007","indirect migration background","vocational + Abi","15","","",""
"Several times a year","2007","indirect migration background","higher vocational","8","","",""
"Several times a year","2007","indirect migration background","higher education","18","","",""
"At least once a month","2007","no migration background","in school","26","","",""
"At least once a month","2007","no migration background","inadequately","4","","",""
"At least once a month","2007","no migration background","general elemantary","80","0.0450994142596873","0.0348506302042813","0.0553481983150933"
"At least once a month","2007","no migration background","middle vocational","615","0.0655949856280936","0.0605333225208678","0.0706566487353193"
"At least once a month","2007","no migration background","vocational + Abi","96","0.106240846683867","0.0862747322061015","0.126206961161632"
"At least once a month","2007","no migration background","higher vocational","91","0.0765637769462562","0.062458003862125","0.0906695500303874"
"At least once a month","2007","no migration background","higher education","361","0.0873694597364383","0.0785668386484241","0.0961720808244526"
"At least once a month","2007","direct migration background","in school","1","","",""
"At least once a month","2007","direct migration background","inadequately","1","","",""
"At least once a month","2007","direct migration background","general elemantary","17","","",""
"At least once a month","2007","direct migration background","middle vocational","48","0.0662385527938525","0.0489508250751456","0.0835262805125594"
"At least once a month","2007","direct migration background","vocational + Abi","12","","",""
"At least once a month","2007","direct migration background","higher vocational","1","","",""
"At least once a month","2007","direct migration background","higher education","28","","",""
"At least once a month","2007","indirect migration background","in school","7","","",""
"At least once a month","2007","indirect migration background","inadequately","","","",""
"At least once a month","2007","indirect migration background","general elemantary","17","","",""
"At least once a month","2007","indirect migration background","middle vocational","44","0.142956364106801","0.105190942692304","0.180721785521298"
"At least once a month","2007","indirect migration background","vocational + Abi","4","","",""
"At least once a month","2007","indirect migration background","higher vocational","2","","",""
"At least once a month","2007","indirect migration background","higher education","11","","",""
"At lease once a week","2007","no migration background","in school","188","0.685768151997976","0.630903137300763","0.740633166695188"
"At lease once a week","2007","no migration background","inadequately","11","","",""
"At lease once a week","2007","no migration background","general elemantary","332","0.191259966861324","0.171836608597596","0.210683325125052"
"At lease once a week","2007","no migration background","middle vocational","2919","0.31371453692933","0.304227948552074","0.323201125306585"
"At lease once a week","2007","no migration background","vocational + Abi","413","0.458713008049199","0.426426441214563","0.490999574883835"
"At lease once a week","2007","no migration background","higher vocational","515","0.377752770804979","0.352033000820146","0.403472540789812"
"At lease once a week","2007","no migration background","higher education","1928","0.492469784458626","0.47688483385929","0.508054735057962"
"At lease once a week","2007","direct migration background","in school","14","","",""
"At lease once a week","2007","direct migration background","inadequately","6","","",""
"At lease once a week","2007","direct migration background","general elemantary","45","0.0950898563984029","0.0686263787432877","0.121553334053518"
"At lease once a week","2007","direct migration background","middle vocational","164","0.207450451922153","0.179264355670246","0.235636548174059"
"At lease once a week","2007","direct migration background","vocational + Abi","45","0.225015963893445","0.168128580039937","0.281903347746954"
"At lease once a week","2007","direct migration background","higher vocational","39","0.347124262276378","0.264329287109355","0.429919237443401"
"At lease once a week","2007","direct migration background","higher education","133","0.394162347554217","0.342522545584729","0.445802149523705"
"At lease once a week","2007","indirect migration background","in school","27","","",""
"At lease once a week","2007","indirect migration background","inadequately","3","","",""
"At lease once a week","2007","indirect migration background","general elemantary","45","0.256162733431014","0.188313261842658","0.324012205019369"
"At lease once a week","2007","indirect migration background","middle vocational","118","0.354300303324952","0.302695256750178","0.405905349899727"
"At lease once a week","2007","indirect migration background","vocational + Abi","20","","",""
"At lease once a week","2007","indirect migration background","higher vocational","17","","",""
"At lease once a week","2007","indirect migration background","higher education","44","0.49295918582874","0.387295487617683","0.598622884039797"
"Almost never or never","2008","no migration background","in school","17","","",""
"Almost never or never","2008","no migration background","inadequately","52","0.581117629726296","0.470195203193736","0.692040056258855"
"Almost never or never","2008","no migration background","general elemantary","776","0.541599127511321","0.515828050610452","0.56737020441219"
"Almost never or never","2008","no migration background","middle vocational","3168","0.357919195714257","0.347848117044221","0.367990274384293"
"Almost never or never","2008","no migration background","vocational + Abi","156","0.188312034252093","0.162106161695956","0.21451790680823"
"Almost never or never","2008","no migration background","higher vocational","327","0.243712236093027","0.220063200095069","0.267361272090985"
"Almost never or never","2008","no migration background","higher education","636","0.167396196923476","0.155523138646495","0.179269255200457"
"Almost never or never","2008","direct migration background","in school","1","","",""
"Almost never or never","2008","direct migration background","inadequately","86","0.855998210336145","0.787527035870385","0.924469384801905"
"Almost never or never","2008","direct migration background","general elemantary","294","0.648592466456744","0.603363393073888","0.6938215398396"
"Almost never or never","2008","direct migration background","middle vocational","365","0.499426740089328","0.462596785695778","0.536256694482878"
"Almost never or never","2008","direct migration background","vocational + Abi","98","0.494298957471864","0.423762895680447","0.564835019263281"
"Almost never or never","2008","direct migration background","higher vocational","48","0.394316510470746","0.304210405280323","0.484422615661169"
"Almost never or never","2008","direct migration background","higher education","83","0.266340966608561","0.217447662451908","0.315234270765214"
"Almost never or never","2008","indirect migration background","in school","5","","",""
"Almost never or never","2008","indirect migration background","inadequately","3","","",""
"Almost never or never","2008","indirect migration background","general elemantary","58","0.326866566162474","0.253956857943977","0.39977627438097"
"Almost never or never","2008","indirect migration background","middle vocational","75","0.198412412421212","0.154648850697579","0.242175974144846"
"Almost never or never","2008","indirect migration background","vocational + Abi","13","","",""
"Almost never or never","2008","indirect migration background","higher vocational","10","","",""
"Almost never or never","2008","indirect migration background","higher education","11","","",""
"Several times a year","2008","no migration background","in school","38","0.102380714321447","0.0674301385375794","0.137331290105314"
"Several times a year","2008","no migration background","inadequately","7","","",""
"Several times a year","2008","no migration background","general elemantary","193","0.150620461455072","0.132120801088291","0.169120121821853"
"Several times a year","2008","no migration background","middle vocational","1726","0.207384151314187","0.198866736323987","0.215901566304386"
"Several times a year","2008","no migration background","vocational + Abi","181","0.210987608956696","0.183638988717084","0.238336229196308"
"Several times a year","2008","no migration background","higher vocational","282","0.213481966312437","0.190910167132225","0.236053765492648"
"Several times a year","2008","no migration background","higher education","718","0.178134834390435","0.165966102438887","0.190303566341984"
"Several times a year","2008","direct migration background","in school","","","",""
"Several times a year","2008","direct migration background","inadequately","8","","",""
"Several times a year","2008","direct migration background","general elemantary","55","0.144567599221191","0.111251469924988","0.177883728517394"
"Several times a year","2008","direct migration background","middle vocational","120","0.174926393395093","0.146942671216272","0.202910115573914"
"Several times a year","2008","direct migration background","vocational + Abi","37","0.234351994837074","0.174590928036536","0.294113061637612"
"Several times a year","2008","direct migration background","higher vocational","22","","",""
"Several times a year","2008","direct migration background","higher education","50","0.176132611974674","0.133998697361205","0.218266526588144"
"Several times a year","2008","indirect migration background","in school","9","","",""
"Several times a year","2008","indirect migration background","inadequately","2","","",""
