"plb0050","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2011","1-pers.-HH","in school","2","","","","2"
"No","2011","1-pers.-HH","inadequately","6","","","","2"
"No","2011","1-pers.-HH","general elemantary","45","0.508129061146824","0.399922457988826","0.616335664304822","2"
"No","2011","1-pers.-HH","middle vocational","346","0.477913244718305","0.441299770442673","0.514526718993936","2"
"No","2011","1-pers.-HH","vocational + Abi","46","0.38187937865808","0.294587401529535","0.469171355786624","2"
"No","2011","1-pers.-HH","higher vocational","55","0.549210899159533","0.454038784598091","0.644383013720975","2"
"No","2011","1-pers.-HH","higher education","158","0.383901917158288","0.337390613230443","0.430413221086132","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","10","","","","2"
"No","2011","(Married) couple without C. ","general elemantary","80","0.486013996849505","0.408569933003192","0.563458060695817","2"
"No","2011","(Married) couple without C. ","middle vocational","817","0.48570862291641","0.461687434229857","0.509729811602963","2"
"No","2011","(Married) couple without C. ","vocational + Abi","117","0.454885111038664","0.392658604398431","0.517111617678897","2"
"No","2011","(Married) couple without C. ","higher vocational","118","0.452708249195866","0.394090807289886","0.511325691101847","2"
"No","2011","(Married) couple without C. ","higher education","388","0.369079230549543","0.339765577611049","0.398392883488036","2"
"No","2011","Single parent ","in school","3","","","","2"
"No","2011","Single parent ","inadequately","7","","","","2"
"No","2011","Single parent ","general elemantary","45","0.51683749815032","0.410603813095094","0.623071183205545","2"
"No","2011","Single parent ","middle vocational","190","0.56936493513159","0.51734036235006","0.621389507913121","2"
"No","2011","Single parent ","vocational + Abi","21","","","","2"
"No","2011","Single parent ","higher vocational","17","","","","2"
"No","2011","Single parent ","higher education","63","0.471189423120713","0.390769238380747","0.55160960786068","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","Couple + C. LE 16 ","inadequately","4","","","","2"
"No","2011","Couple + C. LE 16 ","general elemantary","61","0.58816726458902","0.494029409567454","0.682305119610586","2"
"No","2011","Couple + C. LE 16 ","middle vocational","601","0.468013496828763","0.439409920854835","0.496617072802691","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","104","0.415077745226069","0.350114793259333","0.480040697192804","2"
"No","2011","Couple + C. LE 16 ","higher vocational","111","0.497891241038215","0.432414022306129","0.5633684597703","2"
"No","2011","Couple + C. LE 16 ","higher education","226","0.299762264159683","0.265173951304943","0.334350577014424","2"
"No","2011","Couple + C. GT 16 ","in school","9","","","","2"
"No","2011","Couple + C. GT 16 ","inadequately","11","","","","2"
"No","2011","Couple + C. GT 16 ","general elemantary","104","0.522454977820131","0.452347816561604","0.592562139078658","2"
"No","2011","Couple + C. GT 16 ","middle vocational","517","0.522699926663899","0.492211098787699","0.5531887545401","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","55","0.349204138820892","0.26908417967125","0.429324097970534","2"
"No","2011","Couple + C. GT 16 ","higher vocational","84","0.524839181662883","0.4488717432153","0.600806620110467","2"
"No","2011","Couple + C. GT 16 ","higher education","188","0.412807664984733","0.368297087664988","0.457318242304479","2"
"No","2011","Couple + C. LE and GT 16","in school","4","","","","2"
"No","2011","Couple + C. LE and GT 16","inadequately","1","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","60","0.466272593363711","0.371749941183256","0.560795245544167","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","224","0.539505440556773","0.491021798049331","0.587989083064216","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","30","0.636948403661359","0.508689502983368","0.76520730433935","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","30","0.526889832274443","0.405513932491489","0.648265732057397","2"
"No","2011","Couple + C. LE and GT 16","higher education","63","0.393832758483984","0.320168488616097","0.46749702835187","2"
"Yes","2011","Single parent ","in school","","","","","1"
"Yes","2011","Single parent ","inadequately","3","","","","1"
"Yes","2011","Single parent ","general elemantary","40","0.48316250184968","0.376928816794455","0.589396186904906","1"
"Yes","2011","Single parent ","middle vocational","158","0.43063506486841","0.378610492086879","0.482659637649941","1"
"Yes","2011","Single parent ","vocational + Abi","29","","","","1"
"Yes","2011","Single parent ","higher vocational","15","","","","1"
"Yes","2011","Single parent ","higher education","85","0.528810576879287","0.44839039213932","0.609230761619253","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","8","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","44","0.41183273541098","0.317694880389414","0.505970590432546","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","568","0.531986503171237","0.503382927197309","0.560590079145165","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","117","0.584922254773931","0.519959302807196","0.649885206740667","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","113","0.502108758961785","0.4366315402297","0.567585977693871","1"
"Yes","2011","Couple + C. LE 16 ","higher education","448","0.700237735840317","0.665649422985576","0.734826048695057","1"
"Yes","2011","1-pers.-HH","in school","","","","","1"
"Yes","2011","1-pers.-HH","inadequately","2","","","","1"
"Yes","2011","1-pers.-HH","general elemantary","37","0.491870938853176","0.383664335695178","0.600077542011174","1"
"Yes","2011","1-pers.-HH","middle vocational","369","0.522086755281695","0.485473281006064","0.558700229557327","1"
"Yes","2011","1-pers.-HH","vocational + Abi","73","0.61812062134192","0.530828644213376","0.705412598470465","1"
"Yes","2011","1-pers.-HH","higher vocational","50","0.450789100840467","0.355616986279026","0.545961215401909","1"
"Yes","2011","1-pers.-HH","higher education","262","0.616098082841712","0.569586778913868","0.662609386769557","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","8","","","","1"
"Yes","2011","(Married) couple without C. ","general elemantary","80","0.513986003150495","0.436541939304183","0.591430066996808","1"
"Yes","2011","(Married) couple without C. ","middle vocational","846","0.51429137708359","0.490270188397037","0.538312565770143","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","129","0.545114888961336","0.482888382321103","0.607341395601569","1"
"Yes","2011","(Married) couple without C. ","higher vocational","159","0.547291750804134","0.488674308898153","0.605909192710114","1"
"Yes","2011","(Married) couple without C. ","higher education","653","0.630920769450457","0.601607116511964","0.660234422388951","1"
"Yes","2011","Couple + C. GT 16 ","in school","5","","","","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","3","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","91","0.477545022179869","0.407437860921342","0.547652183438396","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","514","0.477300073336101","0.4468112454599","0.507788901212301","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","81","0.650795861179108","0.570675902029466","0.73091582032875","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","82","0.475160818337117","0.399193379889533","0.5511282567847","1"
"Yes","2011","Couple + C. GT 16 ","higher education","282","0.587192335015267","0.542681757695521","0.631702912335012","1"
"Yes","2011","Couple + C. LE and GT 16","in school","7","","","","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","2","","","","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","47","0.533727406636289","0.439204754455833","0.628250058816744","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","182","0.460494559443227","0.412010916935784","0.508978201950669","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","24","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","35","0.473110167725557","0.351734267942602","0.594486067508511","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","106","0.606167241516016","0.53250297164813","0.679831511383903","1"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","","","","","2"
"No","2012","1-pers.-HH","general elemantary","","","","","2"
"No","2012","1-pers.-HH","middle vocational","","","","","2"
"No","2012","1-pers.-HH","vocational + Abi","","","","","2"
"No","2012","1-pers.-HH","higher vocational","","","","","2"
"No","2012","1-pers.-HH","higher education","","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","","","","","2"
"No","2012","(Married) couple without C. ","middle vocational","","","","","2"
"No","2012","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2012","(Married) couple without C. ","higher vocational","","","","","2"
"No","2012","(Married) couple without C. ","higher education","","","","","2"
"No","2012","Single parent ","in school","","","","","2"
"No","2012","Single parent ","inadequately","","","","","2"
"No","2012","Single parent ","general elemantary","","","","","2"
"No","2012","Single parent ","middle vocational","","","","","2"
"No","2012","Single parent ","vocational + Abi","","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"No","2012","Single parent ","higher education","","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2012","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","","","","","2"
"No","2012","Couple + C. GT 16 ","in school","","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2012","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2012","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2012","Single parent ","in school","","","","","1"
"Yes","2012","Single parent ","inadequately","","","","","1"
"Yes","2012","Single parent ","general elemantary","","","","","1"
"Yes","2012","Single parent ","middle vocational","","","","","1"
"Yes","2012","Single parent ","vocational + Abi","","","","","1"
"Yes","2012","Single parent ","higher vocational","","","","","1"
"Yes","2012","Single parent ","higher education","","","","","1"
"Yes","2012","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2012","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2012","1-pers.-HH","in school","","","","","1"
"Yes","2012","1-pers.-HH","inadequately","","","","","1"
"Yes","2012","1-pers.-HH","general elemantary","","","","","1"
"Yes","2012","1-pers.-HH","middle vocational","","","","","1"
"Yes","2012","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2012","1-pers.-HH","higher vocational","","","","","1"
"Yes","2012","1-pers.-HH","higher education","","","","","1"
"Yes","2012","(Married) couple without C. ","in school","","","","","1"
"Yes","2012","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2012","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2012","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2012","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2012","(Married) couple without C. ","higher education","","","","","1"
"Yes","2012","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2012","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2012","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2012","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2013","1-pers.-HH","in school","","","","","2"
"No","2013","1-pers.-HH","inadequately","","","","","2"
"No","2013","1-pers.-HH","general elemantary","","","","","2"
"No","2013","1-pers.-HH","middle vocational","","","","","2"
"No","2013","1-pers.-HH","vocational + Abi","","","","","2"
"No","2013","1-pers.-HH","higher vocational","","","","","2"
"No","2013","1-pers.-HH","higher education","","","","","2"
"No","2013","(Married) couple without C. ","in school","","","","","2"
"No","2013","(Married) couple without C. ","inadequately","","","","","2"
"No","2013","(Married) couple without C. ","general elemantary","","","","","2"
"No","2013","(Married) couple without C. ","middle vocational","","","","","2"
"No","2013","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2013","(Married) couple without C. ","higher vocational","","","","","2"
"No","2013","(Married) couple without C. ","higher education","","","","","2"
"No","2013","Single parent ","in school","","","","","2"
"No","2013","Single parent ","inadequately","","","","","2"
"No","2013","Single parent ","general elemantary","","","","","2"
"No","2013","Single parent ","middle vocational","","","","","2"
"No","2013","Single parent ","vocational + Abi","","","","","2"
"No","2013","Single parent ","higher vocational","","","","","2"
"No","2013","Single parent ","higher education","","","","","2"
"No","2013","Couple + C. LE 16 ","in school","","","","","2"
"No","2013","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2013","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2013","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2013","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2013","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2013","Couple + C. LE 16 ","higher education","","","","","2"
"No","2013","Couple + C. GT 16 ","in school","","","","","2"
"No","2013","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2013","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2013","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2013","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2013","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2013","Couple + C. GT 16 ","higher education","","","","","2"
"No","2013","Couple + C. LE and GT 16","in school","","","","","2"
"No","2013","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2013","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2013","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2013","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2013","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2013","Single parent ","in school","","","","","1"
"Yes","2013","Single parent ","inadequately","","","","","1"
"Yes","2013","Single parent ","general elemantary","","","","","1"
"Yes","2013","Single parent ","middle vocational","","","","","1"
"Yes","2013","Single parent ","vocational + Abi","","","","","1"
"Yes","2013","Single parent ","higher vocational","","","","","1"
"Yes","2013","Single parent ","higher education","","","","","1"
"Yes","2013","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2013","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2013","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2013","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2013","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2013","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2013","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2013","1-pers.-HH","higher vocational","","","","","1"
"Yes","2013","1-pers.-HH","higher education","","","","","1"
"Yes","2013","(Married) couple without C. ","in school","","","","","1"
"Yes","2013","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2013","1-pers.-HH","in school","","","","","1"
"Yes","2013","1-pers.-HH","inadequately","","","","","1"
"Yes","2013","1-pers.-HH","general elemantary","","","","","1"
"Yes","2013","1-pers.-HH","middle vocational","","","","","1"
"Yes","2013","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2013","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2013","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2013","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2013","(Married) couple without C. ","higher education","","","","","1"
"Yes","2013","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2013","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2013","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2013","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2013","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2013","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2014","1-pers.-HH","in school","","","","","2"
"No","2014","1-pers.-HH","inadequately","","","","","2"
"No","2014","1-pers.-HH","general elemantary","","","","","2"
"No","2014","1-pers.-HH","middle vocational","","","","","2"
"No","2014","1-pers.-HH","vocational + Abi","","","","","2"
"No","2014","1-pers.-HH","higher vocational","","","","","2"
"No","2014","1-pers.-HH","higher education","","","","","2"
"No","2014","(Married) couple without C. ","in school","","","","","2"
"No","2014","(Married) couple without C. ","inadequately","","","","","2"
"No","2014","(Married) couple without C. ","general elemantary","","","","","2"
"No","2014","(Married) couple without C. ","middle vocational","","","","","2"
"No","2014","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2014","(Married) couple without C. ","higher vocational","","","","","2"
"No","2014","(Married) couple without C. ","higher education","","","","","2"
"No","2014","Single parent ","in school","","","","","2"
"No","2014","Single parent ","inadequately","","","","","2"
"No","2014","Single parent ","general elemantary","","","","","2"
"No","2014","Single parent ","middle vocational","","","","","2"
"No","2014","Single parent ","vocational + Abi","","","","","2"
"No","2014","Single parent ","higher vocational","","","","","2"
"No","2014","Single parent ","higher education","","","","","2"
"No","2014","Couple + C. LE 16 ","in school","","","","","2"
"No","2014","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2014","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2014","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2014","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2014","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2014","Couple + C. LE 16 ","higher education","","","","","2"
"No","2014","Couple + C. GT 16 ","in school","","","","","2"
"No","2014","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2014","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2014","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2014","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2014","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2014","Couple + C. GT 16 ","higher education","","","","","2"
"No","2014","Couple + C. LE and GT 16","in school","","","","","2"
"No","2014","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2014","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2014","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2014","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2014","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2014","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2014","Single parent ","in school","","","","","1"
"Yes","2014","Single parent ","inadequately","","","","","1"
"Yes","2014","Single parent ","general elemantary","","","","","1"
"Yes","2014","Single parent ","middle vocational","","","","","1"
"Yes","2014","Single parent ","vocational + Abi","","","","","1"
"Yes","2014","Single parent ","higher vocational","","","","","1"
"Yes","2014","Single parent ","higher education","","","","","1"
"Yes","2014","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2014","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2014","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2014","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2014","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2014","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2014","1-pers.-HH","higher vocational","","","","","1"
"Yes","2014","1-pers.-HH","higher education","","","","","1"
"Yes","2014","(Married) couple without C. ","in school","","","","","1"
"Yes","2014","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2014","1-pers.-HH","in school","","","","","1"
"Yes","2014","1-pers.-HH","inadequately","","","","","1"
"Yes","2014","1-pers.-HH","general elemantary","","","","","1"
"Yes","2014","1-pers.-HH","middle vocational","","","","","1"
"Yes","2014","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2014","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2014","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2014","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2014","(Married) couple without C. ","higher education","","","","","1"
"Yes","2014","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2014","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2014","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2014","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2014","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2014","Couple + C. GT 16 ","middle vocational","","","","","1"
"No","2015","1-pers.-HH","in school","","","","","2"
"No","2015","1-pers.-HH","inadequately","","","","","2"
"No","2015","1-pers.-HH","general elemantary","","","","","2"
"No","2015","1-pers.-HH","middle vocational","","","","","2"
"No","2015","1-pers.-HH","vocational + Abi","","","","","2"
"No","2015","1-pers.-HH","higher vocational","","","","","2"
"No","2015","1-pers.-HH","higher education","","","","","2"
"No","2015","(Married) couple without C. ","in school","","","","","2"
"No","2015","(Married) couple without C. ","inadequately","","","","","2"
"No","2015","(Married) couple without C. ","general elemantary","","","","","2"
"No","2015","(Married) couple without C. ","middle vocational","","","","","2"
"No","2015","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2015","(Married) couple without C. ","higher vocational","","","","","2"
"No","2015","(Married) couple without C. ","higher education","","","","","2"
"No","2015","Single parent ","in school","","","","","2"
"No","2015","Single parent ","inadequately","","","","","2"
"No","2015","Single parent ","general elemantary","","","","","2"
"No","2015","Single parent ","middle vocational","","","","","2"
"No","2015","Single parent ","vocational + Abi","","","","","2"
"No","2015","Single parent ","higher vocational","","","","","2"
"No","2015","Single parent ","higher education","","","","","2"
"No","2015","Couple + C. LE 16 ","in school","","","","","2"
"No","2015","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2015","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2015","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2015","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2015","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2015","Couple + C. LE 16 ","higher education","","","","","2"
"No","2015","Couple + C. GT 16 ","in school","","","","","2"
"No","2015","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2015","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2015","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2015","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2015","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2015","Couple + C. GT 16 ","higher education","","","","","2"
"No","2015","Couple + C. LE and GT 16","in school","","","","","2"
"No","2015","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2015","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2015","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2015","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2015","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2015","Couple + C. LE and GT 16","higher education","","","","","2"
"Yes","2015","Single parent ","in school","","","","","1"
"Yes","2015","Single parent ","inadequately","","","","","1"
"Yes","2015","Single parent ","general elemantary","","","","","1"
"Yes","2015","Single parent ","middle vocational","","","","","1"
"Yes","2015","Single parent ","vocational + Abi","","","","","1"
"Yes","2015","Single parent ","higher vocational","","","","","1"
"Yes","2015","Single parent ","higher education","","","","","1"
"Yes","2015","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2015","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2015","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2015","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2015","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2015","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2015","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2015","1-pers.-HH","higher vocational","","","","","1"
"Yes","2015","1-pers.-HH","higher education","","","","","1"
"Yes","2015","(Married) couple without C. ","in school","","","","","1"
"Yes","2015","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher education","","","","","1"
"Yes","2015","1-pers.-HH","in school","","","","","1"
"Yes","2015","1-pers.-HH","inadequately","","","","","1"
"Yes","2015","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2015","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2015","1-pers.-HH","general elemantary","","","","","1"
"Yes","2015","1-pers.-HH","middle vocational","","","","","1"
"Yes","2015","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2015","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2015","(Married) couple without C. ","higher education","","","","","1"
"Yes","2015","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2015","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2015","Couple + C. GT 16 ","higher education","","","","","1"
