"plb0050","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2010","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2010","Thuringia","no migration background","","","","","1"
"Yes","2010","Thuringia","direct migration background","","","","","1"
"Yes","2010","Thuringia","indirect migration background","","","","","1"
"No","2011","Schleswig-Holstein","no migration background","133","0.438487548888742","0.381864218253406","0.495110879524078","2"
"No","2011","Schleswig-Holstein","direct migration background","16","","","","2"
"No","2011","Schleswig-Holstein","indirect migration background","6","","","","2"
"No","2011","Hamburg","no migration background","74","0.51331836246734","0.432519489306415","0.594117235628265","2"
"No","2011","Hamburg","direct migration background","6","","","","2"
"No","2011","Hamburg","indirect migration background","2","","","","2"
"No","2011","Lower Saxony","no migration background","390","0.428664143600139","0.396059401083632","0.461268886116647","2"
"No","2011","Lower Saxony","direct migration background","51","0.46616172579001","0.369822613760466","0.562500837819554","2"
"No","2011","Lower Saxony","indirect migration background","12","","","","2"
"No","2011","Bremen","no migration background","22","","","","2"
"No","2011","Bremen","direct migration background","7","","","","2"
"No","2011","Bremen","indirect migration background","1","","","","2"
"No","2011","North Rhine-Westphalia","no migration background","799","0.44963943768553","0.426562146409211","0.472716728961849","2"
"No","2011","North Rhine-Westphalia","direct migration background","144","0.486393981584243","0.428568895098874","0.544219068069613","2"
"No","2011","North Rhine-Westphalia","indirect migration background","62","0.467144896216964","0.383600336127474","0.550689456306453","2"
"No","2011","Hesse","no migration background","281","0.405792544169213","0.368527104108321","0.443057984230106","2"
"No","2011","Hesse","direct migration background","33","0.378959993704481","0.279828728659989","0.478091258748974","2"
"No","2011","Hesse","indirect migration background","17","","","","2"
"No","2011","Berlin","direct migration background","15","","","","2"
"No","2011","Berlin","indirect migration background","7","","","","2"
"No","2011","Brandenburg","no migration background","210","0.508916107348463","0.460933813430991","0.556898401265934","2"
"No","2011","Brandenburg","direct migration background","1","","","","2"
"No","2011","Brandenburg","indirect migration background","1","","","","2"
"No","2011","Mecklenburg-Western Pomerania","no migration background","119","0.480902524021265","0.419936029444231","0.541869018598299","2"
"No","2011","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2011","Saxony","no migration background","405","0.529716248841996","0.494301231700756","0.565131265983237","2"
"No","2011","Saxony","direct migration background","3","","","","2"
"No","2011","Saxony","indirect migration background","5","","","","2"
"No","2011","Saxony-Anhalt","no migration background","201","0.493585390970709","0.446656627860769","0.540514154080648","2"
"No","2011","Saxony-Anhalt","direct migration background","1","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","no migration background","233","0.439123062627583","0.396385463035039","0.481860662220126","2"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","38","0.565585395164649","0.451878195783433","0.679292594545865","2"
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","24","","","","2"
"No","2011","Baden-Württemberg","no migration background","504","0.426916973535373","0.397376277545124","0.456457669525622","2"
"No","2011","Baden-Württemberg","direct migration background","84","0.44328599265559","0.373200599331662","0.513371385979518","2"
"No","2011","Bavaria","direct migration background","84","0.562478699490012","0.483614674561638","0.641342724418385","2"
"No","2011","Bavaria","indirect migration background","45","0.506193052128547","0.404030704225887","0.608355400031208","2"
"No","2011","Berlin","no migration background","161","0.4542637666426","0.403184211986048","0.505343321299152","2"
"No","2011","Baden-Württemberg","indirect migration background","42","0.388234414858003","0.291250042351175","0.485218787364832","2"
"No","2011","Bavaria","no migration background","705","0.477709987492487","0.452557566369057","0.502862408615918","2"
"No","2011","Saxony-Anhalt","indirect migration background","2","","","","2"
"No","2011","Thuringia","no migration background","235","0.592569927754424","0.546968650610656","0.638171204898193","2"
"No","2011","Thuringia","direct migration background","1","","","","2"
"No","2011","Thuringia","indirect migration background","2","","","","2"
"Yes","2011","Schleswig-Holstein","no migration background","162","0.561512451111258","0.504889120475922","0.618135781746594","1"
"Yes","2011","Schleswig-Holstein","direct migration background","15","","","","1"
"Yes","2011","Schleswig-Holstein","indirect migration background","3","","","","1"
"Yes","2011","Hamburg","no migration background","73","0.48668163753266","0.405882764371735","0.567480510693585","1"
"Yes","2011","Hamburg","direct migration background","5","","","","1"
"Yes","2011","Hamburg","indirect migration background","6","","","","1"
"Yes","2011","Lower Saxony","no migration background","495","0.571335856399861","0.538731113883353","0.603940598916368","1"
"Yes","2011","Lower Saxony","direct migration background","52","0.53383827420999","0.437499162180446","0.630177386239534","1"
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","19","","","","1"
"Yes","2011","Hesse","indirect migration background","30","0.480750479453531","0.337911388649738","0.623589570257323","1"
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","285","0.560876937372418","0.518139337779874","0.603614536964961","1"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","35","0.434414604835351","0.320707405454135","0.548121804216567","1"
"Yes","2011","Baden-Württemberg","no migration background","573","0.573083026464626","0.543542330474378","0.602623722454875","1"
"Yes","2011","Baden-Württemberg","direct migration background","109","0.55671400734441","0.486628614020482","0.626799400668338","1"
"Yes","2011","Baden-Württemberg","indirect migration background","55","0.611765585141997","0.514781212635168","0.708749957648825","1"
"Yes","2011","Bavaria","no migration background","810","0.522290012507513","0.497137591384082","0.547442433630943","1"
"Yes","2011","Bavaria","direct migration background","68","0.437521300509988","0.358657275581615","0.516385325438362","1"
"Yes","2011","Lower Saxony","indirect migration background","17","","","","1"
"Yes","2011","Bremen","no migration background","29","","","","1"
"Yes","2011","Bremen","direct migration background","3","","","","1"
"Yes","2011","Bremen","indirect migration background","2","","","","1"
"Yes","2011","North Rhine-Westphalia","no migration background","986","0.55036056231447","0.527283271038151","0.573437853590788","1"
"Yes","2011","North Rhine-Westphalia","direct migration background","143","0.513606018415757","0.455780931930387","0.571431104901126","1"
"Yes","2011","North Rhine-Westphalia","indirect migration background","75","0.532855103783036","0.449310543693547","0.616399663872526","1"
"Yes","2011","Hesse","no migration background","386","0.594207455830787","0.556942015769894","0.631472895891679","1"
"Yes","2011","Hesse","direct migration background","59","0.621040006295519","0.521908741251026","0.720171271340011","1"
"Yes","2011","Bavaria","indirect migration background","47","0.493806947871453","0.391644599968792","0.595969295774113","1"
"Yes","2011","Berlin","no migration background","204","0.5457362333574","0.494656678700848","0.596815788013952","1"
"Yes","2011","Berlin","direct migration background","9","","","","1"
"Yes","2011","Berlin","indirect migration background","12","","","","1"
"Yes","2011","Brandenburg","no migration background","207","0.491083892651537","0.443101598734066","0.539066186569009","1"
"Yes","2011","Brandenburg","indirect migration background","3","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","139","0.519097475978735","0.458130981401701","0.580063970555769","1"
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2011","Saxony-Anhalt","indirect migration background","3","","","","1"
"Yes","2011","Thuringia","no migration background","211","0.407430072245576","0.361828795101808","0.453031349389344","1"
"Yes","2011","Brandenburg","direct migration background","2","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","2011","Saxony","no migration background","358","0.470283751158004","0.434868734016763","0.505698768299244","1"
"Yes","2011","Saxony","direct migration background","2","","","","1"
"Yes","2011","Saxony","indirect migration background","2","","","","1"
"Yes","2011","Saxony-Anhalt","no migration background","235","0.506414609029291","0.459485845919352","0.553343372139231","1"
"Yes","2011","Saxony-Anhalt","direct migration background","5","","","","1"
"Yes","2011","Thuringia","direct migration background","1","","","","1"
"Yes","2011","Thuringia","indirect migration background","4","","","","1"
"No","2012","Schleswig-Holstein","no migration background","","","","","2"
"No","2012","Schleswig-Holstein","direct migration background","","","","","2"
"No","2012","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2012","Hamburg","no migration background","","","","","2"
"No","2012","Hamburg","direct migration background","","","","","2"
"No","2012","Hamburg","indirect migration background","","","","","2"
"No","2012","Lower Saxony","no migration background","","","","","2"
"No","2012","Lower Saxony","direct migration background","","","","","2"
"No","2012","Lower Saxony","indirect migration background","","","","","2"
"No","2012","Bremen","no migration background","","","","","2"
"No","2012","Bremen","direct migration background","","","","","2"
"No","2012","Bremen","indirect migration background","","","","","2"
"No","2012","North Rhine-Westphalia","no migration background","","","","","2"
"No","2012","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2012","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2012","Hesse","no migration background","","","","","2"
"No","2012","Hesse","direct migration background","","","","","2"
"No","2012","Hesse","indirect migration background","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2012","Baden-Württemberg","no migration background","","","","","2"
"No","2012","Bavaria","direct migration background","","","","","2"
"No","2012","Bavaria","indirect migration background","","","","","2"
"No","2012","Berlin","direct migration background","","","","","2"
"No","2012","Berlin","indirect migration background","","","","","2"
"No","2012","Brandenburg","no migration background","","","","","2"
"No","2012","Brandenburg","direct migration background","","","","","2"
"No","2012","Brandenburg","indirect migration background","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2012","Saxony","no migration background","","","","","2"
"No","2012","Saxony","direct migration background","","","","","2"
"No","2012","Saxony","indirect migration background","","","","","2"
"No","2012","Saxony-Anhalt","no migration background","","","","","2"
"No","2012","Saxony-Anhalt","direct migration background","","","","","2"
"No","2012","Baden-Württemberg","direct migration background","","","","","2"
"No","2012","Baden-Württemberg","indirect migration background","","","","","2"
"No","2012","Bavaria","no migration background","","","","","2"
"No","2012","Berlin","no migration background","","","","","2"
"No","2012","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2012","Thuringia","no migration background","","","","","2"
"No","2012","Thuringia","direct migration background","","","","","2"
"No","2012","Thuringia","indirect migration background","","","","","2"
"Yes","2012","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2012","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2012","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2012","Hamburg","no migration background","","","","","1"
"Yes","2012","Hamburg","direct migration background","","","","","1"
"Yes","2012","Hamburg","indirect migration background","","","","","1"
"Yes","2012","Lower Saxony","no migration background","","","","","1"
"Yes","2012","Lower Saxony","direct migration background","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2012","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2012","Bavaria","no migration background","","","","","1"
"Yes","2012","Bavaria","direct migration background","","","","","1"
"Yes","2012","Hesse","indirect migration background","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2012","Baden-Württemberg","no migration background","","","","","1"
"Yes","2012","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2012","Bavaria","indirect migration background","","","","","1"
"Yes","2012","Berlin","no migration background","","","","","1"
"Yes","2012","Berlin","direct migration background","","","","","1"
"Yes","2012","Berlin","indirect migration background","","","","","1"
"Yes","2012","Brandenburg","no migration background","","","","","1"
"Yes","2012","Brandenburg","indirect migration background","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2012","Lower Saxony","indirect migration background","","","","","1"
"Yes","2012","Bremen","no migration background","","","","","1"
"Yes","2012","Bremen","direct migration background","","","","","1"
"Yes","2012","Bremen","indirect migration background","","","","","1"
"Yes","2012","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2012","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2012","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2012","Hesse","no migration background","","","","","1"
"Yes","2012","Hesse","direct migration background","","","","","1"
"Yes","2012","Brandenburg","direct migration background","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2012","Saxony","no migration background","","","","","1"
"Yes","2012","Saxony","direct migration background","","","","","1"
"Yes","2012","Saxony","indirect migration background","","","","","1"
"Yes","2012","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2012","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2012","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2012","Thuringia","no migration background","","","","","1"
"Yes","2012","Thuringia","direct migration background","","","","","1"
"Yes","2012","Thuringia","indirect migration background","","","","","1"
"No","2013","Schleswig-Holstein","no migration background","","","","","2"
"No","2013","Schleswig-Holstein","direct migration background","","","","","2"
"No","2013","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2013","Hamburg","no migration background","","","","","2"
"No","2013","Hamburg","direct migration background","","","","","2"
"No","2013","Hamburg","indirect migration background","","","","","2"
"No","2013","Lower Saxony","no migration background","","","","","2"
"No","2013","Lower Saxony","direct migration background","","","","","2"
"No","2013","Lower Saxony","indirect migration background","","","","","2"
"No","2013","Bremen","no migration background","","","","","2"
"No","2013","Bremen","direct migration background","","","","","2"
"No","2013","Bremen","indirect migration background","","","","","2"
"No","2013","North Rhine-Westphalia","no migration background","","","","","2"
"No","2013","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2013","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2013","Hesse","no migration background","","","","","2"
"No","2013","Hesse","direct migration background","","","","","2"
"No","2013","Hesse","indirect migration background","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2013","Baden-Württemberg","no migration background","","","","","2"
"No","2013","Baden-Württemberg","direct migration background","","","","","2"
"No","2013","Baden-Württemberg","indirect migration background","","","","","2"
"No","2013","Bavaria","no migration background","","","","","2"
"No","2013","Bavaria","direct migration background","","","","","2"
"No","2013","Bavaria","indirect migration background","","","","","2"
"No","2013","Berlin","direct migration background","","","","","2"
"No","2013","Berlin","indirect migration background","","","","","2"
"No","2013","Brandenburg","no migration background","","","","","2"
"No","2013","Brandenburg","direct migration background","","","","","2"
"No","2013","Brandenburg","indirect migration background","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2013","Saxony","no migration background","","","","","2"
"No","2013","Saxony","direct migration background","","","","","2"
"No","2013","Saxony","indirect migration background","","","","","2"
"No","2013","Saxony-Anhalt","no migration background","","","","","2"
"No","2013","Saxony-Anhalt","direct migration background","","","","","2"
"No","2013","Berlin","no migration background","","","","","2"
"No","2013","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2013","Thuringia","no migration background","","","","","2"
"No","2013","Thuringia","direct migration background","","","","","2"
"No","2013","Thuringia","indirect migration background","","","","","2"
"Yes","2013","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2013","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2013","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2013","Hamburg","no migration background","","","","","1"
"Yes","2013","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2013","Bavaria","no migration background","","","","","1"
"Yes","2013","Hamburg","direct migration background","","","","","1"
"Yes","2013","Hamburg","indirect migration background","","","","","1"
"Yes","2013","Lower Saxony","no migration background","","","","","1"
"Yes","2013","Lower Saxony","direct migration background","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2013","Baden-Württemberg","no migration background","","","","","1"
"Yes","2013","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2013","Bavaria","direct migration background","","","","","1"
"Yes","2013","Bavaria","indirect migration background","","","","","1"
"Yes","2013","Berlin","no migration background","","","","","1"
"Yes","2013","Berlin","direct migration background","","","","","1"
"Yes","2013","Berlin","indirect migration background","","","","","1"
"Yes","2013","Hesse","indirect migration background","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2013","Brandenburg","no migration background","","","","","1"
"Yes","2013","Brandenburg","direct migration background","","","","","1"
"Yes","2013","Brandenburg","indirect migration background","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2013","Bremen","direct migration background","","","","","1"
"Yes","2013","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2013","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2013","Hesse","no migration background","","","","","1"
"Yes","2013","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2013","Lower Saxony","indirect migration background","","","","","1"
"Yes","2013","Bremen","no migration background","","","","","1"
"Yes","2013","Bremen","indirect migration background","","","","","1"
"Yes","2013","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2013","Hesse","direct migration background","","","","","1"
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2013","Saxony","no migration background","","","","","1"
"Yes","2013","Saxony","direct migration background","","","","","1"
"Yes","2013","Saxony","indirect migration background","","","","","1"
"Yes","2013","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2013","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2013","Thuringia","no migration background","","","","","1"
"Yes","2013","Thuringia","direct migration background","","","","","1"
"Yes","2013","Thuringia","indirect migration background","","","","","1"
"No","2014","Schleswig-Holstein","no migration background","","","","","2"
"No","2014","Schleswig-Holstein","direct migration background","","","","","2"
"No","2014","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2014","Hamburg","no migration background","","","","","2"
"No","2014","Hamburg","direct migration background","","","","","2"
"No","2014","Hamburg","indirect migration background","","","","","2"
"No","2014","Lower Saxony","no migration background","","","","","2"
"No","2014","Lower Saxony","direct migration background","","","","","2"
"No","2014","Lower Saxony","indirect migration background","","","","","2"
"No","2014","Bremen","no migration background","","","","","2"
"No","2014","Bremen","direct migration background","","","","","2"
"No","2014","Bremen","indirect migration background","","","","","2"
"No","2014","North Rhine-Westphalia","no migration background","","","","","2"
"No","2014","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2014","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2014","Hesse","no migration background","","","","","2"
"No","2014","Hesse","direct migration background","","","","","2"
"No","2014","Hesse","indirect migration background","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2014","Baden-Württemberg","no migration background","","","","","2"
"No","2014","Baden-Württemberg","direct migration background","","","","","2"
"No","2014","Baden-Württemberg","indirect migration background","","","","","2"
"No","2014","Bavaria","no migration background","","","","","2"
"No","2014","Bavaria","direct migration background","","","","","2"
"No","2014","Berlin","direct migration background","","","","","2"
"No","2014","Berlin","indirect migration background","","","","","2"
"No","2014","Brandenburg","no migration background","","","","","2"
"No","2014","Brandenburg","direct migration background","","","","","2"
"No","2014","Brandenburg","indirect migration background","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2014","Saxony","no migration background","","","","","2"
"No","2014","Saxony","direct migration background","","","","","2"
"No","2014","Saxony","indirect migration background","","","","","2"
"No","2014","Saxony-Anhalt","no migration background","","","","","2"
"No","2014","Saxony-Anhalt","direct migration background","","","","","2"
"No","2014","Bavaria","indirect migration background","","","","","2"
"No","2014","Berlin","no migration background","","","","","2"
"No","2014","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2014","Thuringia","no migration background","","","","","2"
"No","2014","Thuringia","direct migration background","","","","","2"
"No","2014","Thuringia","indirect migration background","","","","","2"
"Yes","2014","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2014","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2014","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2014","Hamburg","no migration background","","","","","1"
"Yes","2014","Hamburg","direct migration background","","","","","1"
"Yes","2014","Hamburg","indirect migration background","","","","","1"
"Yes","2014","Lower Saxony","no migration background","","","","","1"
"Yes","2014","Lower Saxony","direct migration background","","","","","1"
"Yes","2014","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2014","Bavaria","no migration background","","","","","1"
"Yes","2014","Lower Saxony","indirect migration background","","","","","1"
"Yes","2014","Bremen","no migration background","","","","","1"
"Yes","2014","Bremen","direct migration background","","","","","1"
"Yes","2014","Bremen","indirect migration background","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2014","Baden-Württemberg","no migration background","","","","","1"
"Yes","2014","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2014","Bavaria","direct migration background","","","","","1"
"Yes","2014","Bavaria","indirect migration background","","","","","1"
"Yes","2014","Berlin","no migration background","","","","","1"
"Yes","2014","Berlin","direct migration background","","","","","1"
"Yes","2014","Berlin","indirect migration background","","","","","1"
"Yes","2014","Brandenburg","indirect migration background","","","","","1"
"Yes","2014","Hesse","indirect migration background","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2014","Brandenburg","no migration background","","","","","1"
"Yes","2014","Brandenburg","direct migration background","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2014","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2014","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2014","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2014","Thuringia","direct migration background","","","","","1"
"Yes","2014","Thuringia","indirect migration background","","","","","1"
"Yes","2014","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2014","Hesse","no migration background","","","","","1"
"Yes","2014","Hesse","direct migration background","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2014","Saxony","no migration background","","","","","1"
"Yes","2014","Saxony","direct migration background","","","","","1"
"Yes","2014","Saxony","indirect migration background","","","","","1"
"Yes","2014","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2014","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2014","Thuringia","no migration background","","","","","1"
"No","2015","Schleswig-Holstein","no migration background","","","","","2"
"No","2015","Schleswig-Holstein","direct migration background","","","","","2"
"No","2015","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2015","Hamburg","no migration background","","","","","2"
"No","2015","Hamburg","direct migration background","","","","","2"
"No","2015","Hamburg","indirect migration background","","","","","2"
"No","2015","Lower Saxony","no migration background","","","","","2"
"No","2015","Lower Saxony","direct migration background","","","","","2"
"No","2015","Lower Saxony","indirect migration background","","","","","2"
"No","2015","Bremen","no migration background","","","","","2"
"No","2015","Bremen","direct migration background","","","","","2"
"No","2015","Bremen","indirect migration background","","","","","2"
"No","2015","North Rhine-Westphalia","no migration background","","","","","2"
"No","2015","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2015","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2015","Hesse","no migration background","","","","","2"
"No","2015","Hesse","direct migration background","","","","","2"
"No","2015","Hesse","indirect migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2015","Baden-Württemberg","no migration background","","","","","2"
"No","2015","Baden-Württemberg","direct migration background","","","","","2"
"No","2015","Baden-Württemberg","indirect migration background","","","","","2"
"No","2015","Bavaria","no migration background","","","","","2"
"No","2015","Bavaria","direct migration background","","","","","2"
"No","2015","Berlin","direct migration background","","","","","2"
"No","2015","Berlin","indirect migration background","","","","","2"
"No","2015","Brandenburg","no migration background","","","","","2"
"No","2015","Brandenburg","direct migration background","","","","","2"
"No","2015","Brandenburg","indirect migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2015","Saxony","no migration background","","","","","2"
"No","2015","Saxony","direct migration background","","","","","2"
"No","2015","Saxony","indirect migration background","","","","","2"
"No","2015","Saxony-Anhalt","no migration background","","","","","2"
"No","2015","Saxony-Anhalt","direct migration background","","","","","2"
"No","2015","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2015","Thuringia","no migration background","","","","","2"
"No","2015","Thuringia","direct migration background","","","","","2"
"No","2015","Thuringia","indirect migration background","","","","","2"
"No","2015","Bavaria","indirect migration background","","","","","2"
"No","2015","Berlin","no migration background","","","","","2"
"Yes","2015","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2015","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2015","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2015","Hamburg","no migration background","","","","","1"
"Yes","2015","Hamburg","direct migration background","","","","","1"
"Yes","2015","Hamburg","indirect migration background","","","","","1"
"Yes","2015","Lower Saxony","no migration background","","","","","1"
"Yes","2015","Lower Saxony","direct migration background","","","","","1"
"Yes","2015","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2015","Lower Saxony","indirect migration background","","","","","1"
"Yes","2015","Bremen","no migration background","","","","","1"
"Yes","2015","Bremen","direct migration background","","","","","1"
"Yes","2015","Bremen","indirect migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2015","Baden-Württemberg","no migration background","","","","","1"
"Yes","2015","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2015","Bavaria","no migration background","","","","","1"
"Yes","2015","Bavaria","direct migration background","","","","","1"
"Yes","2015","Bavaria","indirect migration background","","","","","1"
"Yes","2015","Berlin","no migration background","","","","","1"
"Yes","2015","Berlin","direct migration background","","","","","1"
"Yes","2015","Brandenburg","indirect migration background","","","","","1"
"Yes","2015","Hesse","indirect migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2015","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2015","Berlin","indirect migration background","","","","","1"
"Yes","2015","Brandenburg","no migration background","","","","","1"
"Yes","2015","Brandenburg","direct migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2015","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2015","Saxony","no migration background","","","","","1"
"Yes","2015","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2015","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2015","Saxony","direct migration background","","","","","1"
"Yes","2015","Saxony","indirect migration background","","","","","1"
"Yes","2015","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2015","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2015","Thuringia","no migration background","","","","","1"
