"pli0081","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2006","66 and older","general elemantary","","","","","1"
"Daily","2006","66 and older","middle vocational","","","","","1"
"Daily","2006","66 and older","vocational + Abi","","","","","1"
"Daily","2006","66 and older","higher vocational","","","","","1"
"Daily","2006","66 and older","higher education","","","","","1"
"Daily","2006","35-65 y.","in school","","","","","1"
"Daily","2006","35-65 y.","inadequately","","","","","1"
"Daily","2006","35-65 y.","vocational + Abi","","","","","1"
"Daily","2006","35-65 y.","higher vocational","","","","","1"
"Daily","2006","35-65 y.","higher education","","","","","1"
"Daily","2006","16-34 y.","higher vocational","","","","","1"
"Daily","2006","16-34 y.","higher education","","","","","1"
"Daily","2006","35-65 y.","general elemantary","","","","","1"
"Daily","2006","35-65 y.","middle vocational","","","","","1"
"Daily","2006","16-34 y.","vocational + Abi","","","","","1"
"Daily","2006","16-34 y.","middle vocational","","","","","1"
"Daily","2006","16-34 y.","general elemantary","","","","","1"
"Daily","2006","16-34 y.","inadequately","","","","","1"
"Daily","2006","16-34 y.","in school","","","","","1"
"Min 1x per month","2006","66 and older","higher vocational","","","","","3"
"Min 1x per month","2006","66 and older","higher education","","","","","3"
"Min 1x per month","2006","35-65 y.","in school","","","","","3"
"Min 1x per month","2006","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2006","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","2006","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","2006","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","2006","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","2006","35-65 y.","higher education","","","","","3"
"Min 1x per month","2006","66 and older","in school","","","","","3"
"Min 1x per month","2006","66 and older","inadequately","","","","","3"
"Min 1x per month","2006","66 and older","general elemantary","","","","","3"
"Min 1x per month","2006","66 and older","middle vocational","","","","","3"
"Min 1x per month","2006","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2006","16-34 y.","in school","","","","","3"
"Min 1x per month","2006","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2006","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","2006","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","2006","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","2006","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","2006","16-34 y.","higher education","","","","","3"
"Min 1x per week","2006","66 and older","higher education","","","","","2"
"Min 1x per week","2006","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","2006","66 and older","higher vocational","","","","","2"
"Min 1x per week","2006","35-65 y.","in school","","","","","2"
"Min 1x per week","2006","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2006","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","2006","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","2006","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","2006","66 and older","in school","","","","","2"
"Min 1x per week","2006","66 and older","inadequately","","","","","2"
"Min 1x per week","2006","66 and older","general elemantary","","","","","2"
"Min 1x per week","2006","66 and older","middle vocational","","","","","2"
"Min 1x per week","2006","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","2006","35-65 y.","higher education","","","","","2"
"Min 1x per week","2006","16-34 y.","in school","","","","","2"
"Min 1x per week","2006","16-34 y.","inadequately","","","","","2"
"Min 1x per week","2006","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","2006","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","2006","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","2006","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","2006","16-34 y.","higher education","","","","","2"
"Never","2006","35-65 y.","middle vocational","","","","","5"
"Never","2006","35-65 y.","vocational + Abi","","","","","5"
"Never","2006","35-65 y.","higher vocational","","","","","5"
"Never","2006","66 and older","higher education","","","","","5"
"Never","2006","35-65 y.","in school","","","","","5"
"Never","2006","35-65 y.","inadequately","","","","","5"
"Never","2006","35-65 y.","general elemantary","","","","","5"
"Never","2006","35-65 y.","higher education","","","","","5"
"Never","2006","66 and older","in school","","","","","5"
"Never","2006","66 and older","inadequately","","","","","5"
"Never","2006","66 and older","general elemantary","","","","","5"
"Never","2006","66 and older","middle vocational","","","","","5"
"Never","2006","66 and older","vocational + Abi","","","","","5"
"Never","2006","66 and older","higher vocational","","","","","5"
"Never","2006","16-34 y.","middle vocational","","","","","5"
"Never","2006","16-34 y.","vocational + Abi","","","","","5"
"Never","2006","16-34 y.","higher vocational","","","","","5"
"Never","2006","16-34 y.","higher education","","","","","5"
"Never","2006","16-34 y.","in school","","","","","5"
"Never","2006","16-34 y.","inadequately","","","","","5"
"Never","2006","16-34 y.","general elemantary","","","","","5"
"Rarely","2006","66 and older","in school","","","","","4"
"Rarely","2006","66 and older","inadequately","","","","","4"
"Rarely","2006","66 and older","general elemantary","","","","","4"
"Rarely","2006","66 and older","middle vocational","","","","","4"
"Rarely","2006","66 and older","vocational + Abi","","","","","4"
"Rarely","2006","66 and older","higher vocational","","","","","4"
"Rarely","2006","66 and older","higher education","","","","","4"
"Rarely","2006","35-65 y.","in school","","","","","4"
"Rarely","2006","35-65 y.","inadequately","","","","","4"
"Rarely","2006","35-65 y.","general elemantary","","","","","4"
"Rarely","2006","35-65 y.","middle vocational","","","","","4"
"Rarely","2006","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2006","35-65 y.","higher vocational","","","","","4"
"Rarely","2006","35-65 y.","higher education","","","","","4"
"Rarely","2006","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2006","16-34 y.","higher vocational","","","","","4"
"Rarely","2006","16-34 y.","higher education","","","","","4"
"Rarely","2006","16-34 y.","in school","","","","","4"
"Rarely","2006","16-34 y.","middle vocational","","","","","4"
"Rarely","2006","16-34 y.","inadequately","","","","","4"
"Rarely","2006","16-34 y.","general elemantary","","","","","4"
"Daily","2007","66 and older","in school","","","","","1"
"Daily","2007","66 and older","inadequately","","","","","1"
"Daily","2007","66 and older","general elemantary","","","","","1"
"Daily","2007","66 and older","middle vocational","","","","","1"
"Daily","2007","66 and older","vocational + Abi","","","","","1"
"Daily","2007","66 and older","higher vocational","","","","","1"
"Daily","2007","66 and older","higher education","","","","","1"
"Daily","2007","35-65 y.","in school","","","","","1"
"Daily","2007","35-65 y.","inadequately","","","","","1"
"Daily","2007","35-65 y.","middle vocational","","","","","1"
"Daily","2007","35-65 y.","vocational + Abi","","","","","1"
"Daily","2007","35-65 y.","higher vocational","","","","","1"
"Daily","2007","35-65 y.","higher education","","","","","1"
"Daily","2007","16-34 y.","higher vocational","","","","","1"
"Daily","2007","16-34 y.","higher education","","","","","1"
"Daily","2007","16-34 y.","middle vocational","","","","","1"
"Daily","2007","16-34 y.","vocational + Abi","","","","","1"
"Daily","2007","35-65 y.","general elemantary","","","","","1"
"Daily","2007","16-34 y.","inadequately","","","","","1"
"Daily","2007","16-34 y.","in school","","","","","1"
"Daily","2007","16-34 y.","general elemantary","","","","","1"
"Min 1x per month","2007","66 and older","higher vocational","","","","","3"
"Min 1x per month","2007","66 and older","higher education","","","","","3"
"Min 1x per month","2007","35-65 y.","in school","","","","","3"
"Min 1x per month","2007","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2007","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","2007","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","2007","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","2007","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","2007","35-65 y.","higher education","","","","","3"
"Min 1x per month","2007","66 and older","in school","","","","","3"
"Min 1x per month","2007","66 and older","inadequately","","","","","3"
"Min 1x per month","2007","66 and older","general elemantary","","","","","3"
"Min 1x per month","2007","66 and older","middle vocational","","","","","3"
"Min 1x per month","2007","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2007","16-34 y.","in school","","","","","3"
"Min 1x per month","2007","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2007","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","2007","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","2007","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","2007","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","2007","16-34 y.","higher education","","","","","3"
"Min 1x per week","2007","66 and older","middle vocational","","","","","2"
"Min 1x per week","2007","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","2007","66 and older","higher education","","","","","2"
"Min 1x per week","2007","66 and older","higher vocational","","","","","2"
"Min 1x per week","2007","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","2007","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","2007","66 and older","in school","","","","","2"
"Min 1x per week","2007","66 and older","inadequately","","","","","2"
"Min 1x per week","2007","66 and older","general elemantary","","","","","2"
"Min 1x per week","2007","35-65 y.","in school","","","","","2"
"Min 1x per week","2007","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2007","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","2007","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","2007","35-65 y.","higher education","","","","","2"
"Min 1x per week","2007","16-34 y.","in school","","","","","2"
"Min 1x per week","2007","16-34 y.","inadequately","","","","","2"
"Min 1x per week","2007","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","2007","16-34 y.","higher education","","","","","2"
"Min 1x per week","2007","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","2007","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","2007","16-34 y.","middle vocational","","","","","2"
"Never","2007","35-65 y.","in school","","","","","5"
"Never","2007","35-65 y.","inadequately","","","","","5"
"Never","2007","35-65 y.","general elemantary","","","","","5"
"Never","2007","35-65 y.","middle vocational","","","","","5"
"Never","2007","35-65 y.","vocational + Abi","","","","","5"
"Never","2007","35-65 y.","higher vocational","","","","","5"
"Never","2007","66 and older","higher education","","","","","5"
"Never","2007","35-65 y.","higher education","","","","","5"
"Never","2007","66 and older","in school","","","","","5"
"Never","2007","66 and older","inadequately","","","","","5"
"Never","2007","66 and older","general elemantary","","","","","5"
"Never","2007","66 and older","middle vocational","","","","","5"
"Never","2007","66 and older","vocational + Abi","","","","","5"
"Never","2007","66 and older","higher vocational","","","","","5"
"Never","2007","16-34 y.","in school","","","","","5"
"Never","2007","16-34 y.","inadequately","","","","","5"
"Never","2007","16-34 y.","general elemantary","","","","","5"
"Never","2007","16-34 y.","middle vocational","","","","","5"
"Never","2007","16-34 y.","vocational + Abi","","","","","5"
"Never","2007","16-34 y.","higher vocational","","","","","5"
"Never","2007","16-34 y.","higher education","","","","","5"
"Rarely","2007","66 and older","in school","","","","","4"
"Rarely","2007","66 and older","inadequately","","","","","4"
"Rarely","2007","66 and older","general elemantary","","","","","4"
"Rarely","2007","66 and older","middle vocational","","","","","4"
"Rarely","2007","66 and older","vocational + Abi","","","","","4"
"Rarely","2007","66 and older","higher vocational","","","","","4"
"Rarely","2007","66 and older","higher education","","","","","4"
"Rarely","2007","35-65 y.","in school","","","","","4"
"Rarely","2007","35-65 y.","inadequately","","","","","4"
"Rarely","2007","35-65 y.","general elemantary","","","","","4"
"Rarely","2007","35-65 y.","middle vocational","","","","","4"
"Rarely","2007","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2007","35-65 y.","higher vocational","","","","","4"
"Rarely","2007","35-65 y.","higher education","","","","","4"
"Rarely","2007","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2007","16-34 y.","middle vocational","","","","","4"
"Rarely","2007","16-34 y.","higher vocational","","","","","4"
"Rarely","2007","16-34 y.","higher education","","","","","4"
"Rarely","2007","16-34 y.","in school","","","","","4"
"Rarely","2007","16-34 y.","general elemantary","","","","","4"
"Rarely","2007","16-34 y.","inadequately","","","","","4"
"Daily","2008","66 and older","in school","","","","","1"
"Daily","2008","66 and older","inadequately","13","","","","1"
"Daily","2008","66 and older","general elemantary","103","0.138408616057202","0.113477220808993","0.163340011305412","1"
"Daily","2008","66 and older","middle vocational","225","0.105231071379033","0.0925464537296178","0.117915689028447","1"
"Daily","2008","66 and older","vocational + Abi","10","","","","1"
"Daily","2008","66 and older","higher vocational","30","0.099424334692764","0.0664842349042958","0.132364434481232","1"
"Daily","2008","66 and older","higher education","51","0.0320416953016216","0.0203927420796386","0.0436906485236047","1"
"Daily","2008","35-65 y.","vocational + Abi","34","0.0479067968380014","0.0309308267733812","0.0648827669026216","1"
"Daily","2008","35-65 y.","higher vocational","63","0.0624936107906552","0.0473003598693361","0.0776868617119743","1"
"Daily","2008","35-65 y.","higher education","137","0.0412718430972115","0.0338881033742472","0.0486555828201757","1"
"Daily","2008","35-65 y.","in school","","","","","1"
"Daily","2008","35-65 y.","inadequately","12","","","","1"
"Daily","2008","35-65 y.","general elemantary","85","0.111487943573102","0.0876916636223728","0.135284223523832","1"
"Daily","2008","35-65 y.","middle vocational","429","0.070666195615715","0.0638929323815012","0.0774394588499288","1"
"Daily","2008","16-34 y.","higher vocational","12","","","","1"
"Daily","2008","16-34 y.","higher education","33","0.0488398305193022","0.0305076243675734","0.0671720366710309","1"
"Daily","2008","16-34 y.","in school","20","","","","1"
"Daily","2008","16-34 y.","vocational + Abi","19","","","","1"
"Daily","2008","16-34 y.","middle vocational","181","0.091662266388403","0.0789845647628478","0.104339968013958","1"
"Daily","2008","16-34 y.","general elemantary","57","0.0792919798589893","0.0580581421949977","0.100525817522981","1"
"Daily","2008","16-34 y.","inadequately","7","","","","1"
"Min 1x per month","2008","35-65 y.","in school","","","","","3"
"Min 1x per month","2008","35-65 y.","inadequately","15","","","","3"
"Min 1x per month","2008","35-65 y.","general elemantary","147","0.202610512790362","0.17222058311","0.233000442470723","3"
"Min 1x per month","2008","35-65 y.","middle vocational","1644","0.291615304392026","0.279602456654908","0.303628152129145","3"
"Min 1x per month","2008","35-65 y.","vocational + Abi","191","0.295383405459408","0.259120234158613","0.331646576760203","3"
"Min 1x per month","2008","35-65 y.","higher vocational","331","0.334271396880238","0.304661015594963","0.363881778165513","3"
"Min 1x per month","2008","35-65 y.","higher education","1023","0.366130790192673","0.348248643179964","0.384012937205382","3"
"Min 1x per month","2008","66 and older","in school","","","","","3"
"Min 1x per month","2008","66 and older","inadequately","8","","","","3"
"Min 1x per month","2008","66 and older","general elemantary","173","0.211439077395188","0.181959272802123","0.240918881988253","3"
"Min 1x per month","2008","66 and older","middle vocational","620","0.2714604458765","0.253076878784356","0.289844012968643","3"
"Min 1x per month","2008","66 and older","vocational + Abi","32","0.306932072163732","0.220741297281405","0.393122847046058","3"
"Min 1x per month","2008","66 and older","higher vocational","104","0.293176190329846","0.243064575990598","0.343287804669094","3"
"Min 1x per month","2008","66 and older","higher education","289","0.316403979549314","0.285641483951768","0.34716647514686","3"
"Min 1x per month","2008","16-34 y.","in school","134","0.344632230339433","0.294914073753237","0.394350386925628","3"
"Min 1x per month","2008","16-34 y.","inadequately","11","","","","3"
"Min 1x per month","2008","16-34 y.","general elemantary","170","0.27595501527111","0.240826902426378","0.311083128115843","3"
"Min 1x per month","2008","16-34 y.","middle vocational","575","0.295870616763736","0.275816723217389","0.315924510310083","3"
"Min 1x per month","2008","16-34 y.","vocational + Abi","114","0.308527733621988","0.261903478829734","0.355151988414242","3"
"Min 1x per month","2008","16-34 y.","higher vocational","34","0.435508174187127","0.348588103935813","0.522428244438442","3"
"Min 1x per month","2008","16-34 y.","higher education","201","0.389372107957688","0.347898523819778","0.430845692095598","3"
"Min 1x per week","2008","35-65 y.","vocational + Abi","228","0.384219029492554","0.345555734005041","0.422882324980068","2"
"Min 1x per week","2008","35-65 y.","higher vocational","348","0.36781468204269","0.33754676629779","0.39808259778759","2"
"Min 1x per week","2008","66 and older","middle vocational","883","0.374508322408412","0.354500886150355","0.39451575866647","2"
"Min 1x per week","2008","66 and older","vocational + Abi","39","0.29800873853247","0.21253511788522","0.38348235917972","2"
"Min 1x per week","2008","66 and older","higher vocational","114","0.371281551772422","0.318095439363338","0.424467664181506","2"
"Min 1x per week","2008","66 and older","higher education","328","0.357387888684668","0.325688914971241","0.389086862398094","2"
"Min 1x per week","2008","35-65 y.","in school","","","","","2"
"Min 1x per week","2008","35-65 y.","inadequately","39","0.337804970221246","0.242698018052136","0.432911922390356","2"
"Min 1x per week","2008","35-65 y.","general elemantary","280","0.400218890160242","0.363175678094513","0.437262102225972","2"
"Min 1x per week","2008","35-65 y.","middle vocational","2132","0.37678110704562","0.363973408549926","0.389588805541315","2"
"Min 1x per week","2008","35-65 y.","higher education","879","0.297371703881943","0.280404341135046","0.31433906662884","2"
"Min 1x per week","2008","66 and older","in school","","","","","2"
"Min 1x per week","2008","66 and older","inadequately","12","","","","2"
"Min 1x per week","2008","66 and older","general elemantary","304","0.407048868070498","0.371580020817715","0.44251771532328","2"
"Min 1x per week","2008","16-34 y.","in school","99","0.31077536180597","0.26235832346837","0.359192400143571","2"
"Min 1x per week","2008","16-34 y.","inadequately","24","","","","2"
"Min 1x per week","2008","16-34 y.","general elemantary","251","0.392180991687128","0.353811741907381","0.430550241466874","2"
"Min 1x per week","2008","16-34 y.","middle vocational","848","0.417903313738235","0.396233407923251","0.439573219553219","2"
"Min 1x per week","2008","16-34 y.","vocational + Abi","179","0.499367835521869","0.448896235450111","0.549839435593628","2"
"Min 1x per week","2008","16-34 y.","higher vocational","62","0.342555733521098","0.259362467147021","0.425748999895175","2"
"Min 1x per week","2008","16-34 y.","higher education","185","0.32813557735733","0.28819923259489","0.368071922119769","2"
"Never","2008","35-65 y.","in school","","","","","5"
"Never","2008","35-65 y.","inadequately","8","","","","5"
"Never","2008","35-65 y.","general elemantary","24","","","","5"
"Never","2008","35-65 y.","middle vocational","116","0.026381433441009","0.0221454929581351","0.030617373923883","5"
"Never","2008","35-65 y.","vocational + Abi","15","","","","5"
"Never","2008","66 and older","higher vocational","10","","","","5"
"Never","2008","66 and older","higher education","25","","","","5"
"Never","2008","35-65 y.","higher vocational","17","","","","5"
"Never","2008","35-65 y.","higher education","39","0.0220678674058519","0.0166148579928262","0.0275208768188776","5"
"Never","2008","66 and older","in school","","","","","5"
"Never","2008","66 and older","inadequately","4","","","","5"
"Never","2008","66 and older","general elemantary","29","","","","5"
"Never","2008","66 and older","middle vocational","69","0.0374615020505333","0.0296118286902018","0.0453111754108647","5"
"Never","2008","66 and older","vocational + Abi","8","","","","5"
"Never","2008","16-34 y.","in school","5","","","","5"
"Never","2008","16-34 y.","inadequately","3","","","","5"
"Never","2008","16-34 y.","general elemantary","16","","","","5"
"Never","2008","16-34 y.","middle vocational","19","","","","5"
"Never","2008","16-34 y.","vocational + Abi","2","","","","5"
"Never","2008","16-34 y.","higher vocational","1","","","","5"
"Never","2008","16-34 y.","higher education","1","","","","5"
"Rarely","2008","66 and older","in school","","","","","4"
"Rarely","2008","66 and older","inadequately","6","","","","4"
"Rarely","2008","66 and older","general elemantary","128","0.185082759029238","0.157044303800401","0.213121214258076","4"
"Rarely","2008","66 and older","middle vocational","451","0.211338658285522","0.194462068775176","0.228215247795868","4"
"Rarely","2008","66 and older","vocational + Abi","21","","","","4"
"Rarely","2008","66 and older","higher vocational","59","0.189317789897446","0.146191758549685","0.232443821245207","4"
"Rarely","2008","66 and older","higher education","185","0.25188571133696","0.223172182221716","0.280599240452203","4"
"Rarely","2008","35-65 y.","in school","","","","","4"
"Rarely","2008","35-65 y.","inadequately","21","","","","4"
"Rarely","2008","35-65 y.","general elemantary","136","0.244301164106423","0.211814838018882","0.276787490193965","4"
"Rarely","2008","35-65 y.","middle vocational","1178","0.234555959505629","0.223356780403085","0.245755138608174","4"
"Rarely","2008","35-65 y.","vocational + Abi","140","0.241121909973935","0.207120208811443","0.275123611136427","4"
"Rarely","2008","35-65 y.","higher vocational","216","0.217479089794844","0.19158488894979","0.243373290639898","4"
"Rarely","2008","35-65 y.","higher education","710","0.27315779542232","0.256618059382935","0.289697531461706","4"
"Rarely","2008","16-34 y.","general elemantary","128","0.218540045536686","0.186063354243444","0.251016736829928","4"
"Rarely","2008","16-34 y.","middle vocational","367","0.185752669417204","0.16866561288205","0.202839725952358","4"
"Rarely","2008","16-34 y.","vocational + Abi","63","0.142344777706542","0.107074851307817","0.177614704105267","4"
"Rarely","2008","16-34 y.","higher vocational","16","","","","4"
"Rarely","2008","16-34 y.","higher education","111","0.228810134425453","0.193081278038597","0.264538990812308","4"
"Rarely","2008","16-34 y.","in school","93","0.284947482887791","0.237725315626102","0.33216965014948","4"
"Rarely","2008","16-34 y.","inadequately","4","","","","4"
"Daily","2009","66 and older","in school","","","","","1"
"Daily","2009","66 and older","inadequately","","","","","1"
"Daily","2009","66 and older","general elemantary","","","","","1"
"Daily","2009","66 and older","middle vocational","","","","","1"
"Daily","2009","66 and older","vocational + Abi","","","","","1"
"Daily","2009","66 and older","higher vocational","","","","","1"
"Daily","2009","66 and older","higher education","","","","","1"
"Daily","2009","35-65 y.","in school","","","","","1"
"Daily","2009","35-65 y.","inadequately","","","","","1"
"Daily","2009","35-65 y.","vocational + Abi","","","","","1"
"Daily","2009","35-65 y.","higher vocational","","","","","1"
"Daily","2009","35-65 y.","higher education","","","","","1"
"Daily","2009","16-34 y.","vocational + Abi","","","","","1"
"Daily","2009","16-34 y.","higher vocational","","","","","1"
"Daily","2009","16-34 y.","higher education","","","","","1"
"Daily","2009","35-65 y.","general elemantary","","","","","1"
"Daily","2009","35-65 y.","middle vocational","","","","","1"
"Daily","2009","16-34 y.","in school","","","","","1"
"Daily","2009","16-34 y.","inadequately","","","","","1"
"Daily","2009","16-34 y.","general elemantary","","","","","1"
"Daily","2009","16-34 y.","middle vocational","","","","","1"
"Min 1x per month","2009","35-65 y.","in school","","","","","3"
"Min 1x per month","2009","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2009","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","2009","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","2009","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","2009","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","2009","35-65 y.","higher education","","","","","3"
"Min 1x per month","2009","66 and older","in school","","","","","3"
"Min 1x per month","2009","66 and older","inadequately","","","","","3"
"Min 1x per month","2009","66 and older","general elemantary","","","","","3"
"Min 1x per month","2009","66 and older","middle vocational","","","","","3"
"Min 1x per month","2009","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2009","66 and older","higher vocational","","","","","3"
"Min 1x per month","2009","66 and older","higher education","","","","","3"
"Min 1x per month","2009","16-34 y.","in school","","","","","3"
"Min 1x per month","2009","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2009","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","2009","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","2009","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","2009","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","2009","16-34 y.","higher education","","","","","3"
"Min 1x per week","2009","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","2009","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","2009","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","2009","35-65 y.","in school","","","","","2"
"Min 1x per week","2009","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2009","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","2009","35-65 y.","higher education","","","","","2"
"Min 1x per week","2009","66 and older","in school","","","","","2"
"Min 1x per week","2009","66 and older","inadequately","","","","","2"
"Min 1x per week","2009","66 and older","general elemantary","","","","","2"
"Min 1x per week","2009","66 and older","middle vocational","","","","","2"
"Min 1x per week","2009","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","2009","66 and older","higher vocational","","","","","2"
"Min 1x per week","2009","66 and older","higher education","","","","","2"
"Min 1x per week","2009","16-34 y.","in school","","","","","2"
"Min 1x per week","2009","16-34 y.","inadequately","","","","","2"
"Min 1x per week","2009","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","2009","16-34 y.","higher education","","","","","2"
"Min 1x per week","2009","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","2009","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","2009","16-34 y.","middle vocational","","","","","2"
"Never","2009","35-65 y.","middle vocational","","","","","5"
"Never","2009","35-65 y.","vocational + Abi","","","","","5"
"Never","2009","35-65 y.","higher vocational","","","","","5"
"Never","2009","66 and older","higher education","","","","","5"
"Never","2009","35-65 y.","in school","","","","","5"
"Never","2009","35-65 y.","inadequately","","","","","5"
"Never","2009","35-65 y.","general elemantary","","","","","5"
"Never","2009","35-65 y.","higher education","","","","","5"
"Never","2009","66 and older","in school","","","","","5"
"Never","2009","66 and older","inadequately","","","","","5"
"Never","2009","66 and older","general elemantary","","","","","5"
"Never","2009","66 and older","middle vocational","","","","","5"
"Never","2009","66 and older","vocational + Abi","","","","","5"
"Never","2009","66 and older","higher vocational","","","","","5"
"Never","2009","16-34 y.","middle vocational","","","","","5"
"Never","2009","16-34 y.","vocational + Abi","","","","","5"
"Never","2009","16-34 y.","higher vocational","","","","","5"
"Never","2009","16-34 y.","higher education","","","","","5"
"Never","2009","16-34 y.","in school","","","","","5"
"Never","2009","16-34 y.","inadequately","","","","","5"
"Never","2009","16-34 y.","general elemantary","","","","","5"
"Rarely","2009","66 and older","in school","","","","","4"
"Rarely","2009","66 and older","inadequately","","","","","4"
"Rarely","2009","66 and older","general elemantary","","","","","4"
"Rarely","2009","66 and older","middle vocational","","","","","4"
"Rarely","2009","66 and older","vocational + Abi","","","","","4"
"Rarely","2009","66 and older","higher vocational","","","","","4"
"Rarely","2009","66 and older","higher education","","","","","4"
"Rarely","2009","35-65 y.","in school","","","","","4"
"Rarely","2009","35-65 y.","inadequately","","","","","4"
"Rarely","2009","35-65 y.","general elemantary","","","","","4"
"Rarely","2009","35-65 y.","middle vocational","","","","","4"
"Rarely","2009","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2009","35-65 y.","higher vocational","","","","","4"
"Rarely","2009","35-65 y.","higher education","","","","","4"
"Rarely","2009","16-34 y.","in school","","","","","4"
"Rarely","2009","16-34 y.","middle vocational","","","","","4"
"Rarely","2009","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2009","16-34 y.","higher vocational","","","","","4"
"Rarely","2009","16-34 y.","higher education","","","","","4"
"Rarely","2009","16-34 y.","inadequately","","","","","4"
"Rarely","2009","16-34 y.","general elemantary","","","","","4"
"Daily","2010","66 and older","in school","","","","","1"
"Daily","2010","66 and older","inadequately","","","","","1"
"Daily","2010","66 and older","general elemantary","","","","","1"
"Daily","2010","66 and older","middle vocational","","","","","1"
"Daily","2010","66 and older","vocational + Abi","","","","","1"
"Daily","2010","66 and older","higher vocational","","","","","1"
"Daily","2010","66 and older","higher education","","","","","1"
"Daily","2010","35-65 y.","in school","","","","","1"
"Daily","2010","35-65 y.","inadequately","","","","","1"
"Daily","2010","35-65 y.","middle vocational","","","","","1"
"Daily","2010","35-65 y.","vocational + Abi","","","","","1"
"Daily","2010","35-65 y.","higher vocational","","","","","1"
"Daily","2010","35-65 y.","higher education","","","","","1"
"Daily","2010","16-34 y.","middle vocational","","","","","1"
"Daily","2010","16-34 y.","vocational + Abi","","","","","1"
"Daily","2010","16-34 y.","higher vocational","","","","","1"
"Daily","2010","16-34 y.","higher education","","","","","1"
"Daily","2010","35-65 y.","general elemantary","","","","","1"
"Daily","2010","16-34 y.","general elemantary","","","","","1"
"Daily","2010","16-34 y.","inadequately","","","","","1"
"Daily","2010","16-34 y.","in school","","","","","1"
"Min 1x per month","2010","35-65 y.","in school","","","","","3"
"Min 1x per month","2010","35-65 y.","inadequately","","","","","3"
"Min 1x per month","2010","35-65 y.","vocational + Abi","","","","","3"
