"pli0081","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2003","vocational + Abi","Rural Area","113","0.401282509007198","0.342598904431409","0.459966113582987"
"Min 1x per week","2003","higher vocational","Urban Area","432","0.412453987985963","0.383094741286121","0.441813234685806"
"Min 1x per week","2003","higher vocational","Rural Area","227","0.392708249262128","0.353665125444323","0.431751373079932"
"Min 1x per week","2003","higher education","Urban Area","1024","0.319504142911276","0.303082051015508","0.335926234807045"
"Min 1x per week","2003","higher education","Rural Area","468","0.376820235884684","0.349999350974857","0.403641120794512"
"Min 1x per month","2003","in school","Urban Area","133","0.265931506633199","0.223726863509511","0.308136149756888"
"Min 1x per month","2003","in school","Rural Area","72","0.437795591924718","0.367437472501511","0.508153711347926"
"Min 1x per month","2003","inadequately","Urban Area","26","","",""
"Min 1x per month","2003","inadequately","Rural Area","19","","",""
"Min 1x per month","2003","general elemantary","Urban Area","412","0.21513675535643","0.196462386969368","0.233811123743492"
"Min 1x per month","2003","general elemantary","Rural Area","268","0.296589482386758","0.266598441361418","0.326580523412098"
"Min 1x per month","2003","middle vocational","Urban Area","2132","0.292025471287884","0.281469118519222","0.302581824056545"
"Min 1x per month","2003","middle vocational","Rural Area","1244","0.299351709323596","0.285125378397985","0.313578040249207"
"Min 1x per month","2003","vocational + Abi","Urban Area","288","0.294440400144534","0.264495791608123","0.324385008680945"
"Min 1x per month","2003","vocational + Abi","Rural Area","85","0.367922969775326","0.310187307858767","0.425658631691884"
"Min 1x per month","2003","higher vocational","Urban Area","353","0.314496808900138","0.286805143506517","0.342188474293758"
"Min 1x per month","2003","higher vocational","Rural Area","195","0.311854617872782","0.274818364662918","0.348890871082646"
"Min 1x per month","2003","higher education","Urban Area","1133","0.352480533589154","0.335654898277049","0.369306168901259"
"Min 1x per month","2003","higher education","Rural Area","424","0.334021063082306","0.307916495917114","0.360125630247497"
"Rarely","2003","in school","Urban Area","124","0.307802846654213","0.263711002513342","0.351894690795085"
"Rarely","2003","in school","Rural Area","44","0.201460803036585","0.144578809701004","0.258342796372167"
"Rarely","2003","inadequately","Urban Area","37","0.161741555136189","0.111821538214728","0.21166157205765"
"Rarely","2003","inadequately","Rural Area","13","","",""
"Rarely","2003","general elemantary","Urban Area","325","0.190033706078404","0.172204154885787","0.207863257271022"
"Rarely","2003","general elemantary","Rural Area","183","0.210643593379443","0.183869181777816","0.23741800498107"
"Rarely","2003","middle vocational","Urban Area","1316","0.198740686555221","0.189476129722696","0.208005243387747"
"Rarely","2003","middle vocational","Rural Area","758","0.203777489840131","0.191264896446269","0.216290083233993"
"Rarely","2003","vocational + Abi","Urban Area","180","0.220639999795608","0.193396414042483","0.247883585548733"
"Rarely","2003","vocational + Abi","Rural Area","40","0.105438636233952","0.0686693116384035","0.142207960829501"
"Rarely","2003","higher vocational","Urban Area","192","0.167382390663128","0.145117842173641","0.189646939152615"
"Rarely","2003","higher vocational","Rural Area","118","0.188540993347723","0.157269613638869","0.219812373056576"
"Rarely","2003","higher education","Urban Area","744","0.252953950421199","0.237644066136527","0.268263834705872"
"Rarely","2003","higher education","Rural Area","277","0.213429542984809","0.190752030991769","0.23610705497785"
"Never","2003","in school","Urban Area","14","","",""
"Never","2003","in school","Rural Area","4","","",""
"Never","2003","inadequately","Urban Area","17","","",""
"Never","2003","inadequately","Rural Area","3","","",""
"Never","2003","general elemantary","Urban Area","67","0.0425140900191235","0.0333450417570244","0.0516831382812226"
"Never","2003","general elemantary","Rural Area","34","0.0440171164689246","0.0305478144330507","0.0574864185047985"
"Never","2003","middle vocational","Urban Area","195","0.0338430497323134","0.0296449447105115","0.0380411547541154"
"Never","2003","middle vocational","Rural Area","62","0.0184338402868675","0.0142553470739505","0.0226123334997845"
"Never","2003","vocational + Abi","Urban Area","18","","",""
"Never","2003","vocational + Abi","Rural Area","8","","",""
"Never","2003","higher vocational","Urban Area","22","","",""
"Never","2003","higher vocational","Rural Area","9","","",""
"Never","2003","higher education","Urban Area","72","0.0392078018455363","0.0323721730663499","0.0460434306247226"
"Never","2003","higher education","Rural Area","11","","",""
"Daily","2004","in school","Urban Area","","","",""
"Daily","2004","in school","Rural Area","","","",""
"Daily","2004","inadequately","Urban Area","","","",""
"Daily","2004","inadequately","Rural Area","","","",""
"Daily","2004","general elemantary","Urban Area","","","",""
"Daily","2004","general elemantary","Rural Area","","","",""
"Daily","2004","middle vocational","Urban Area","","","",""
"Daily","2004","middle vocational","Rural Area","","","",""
"Daily","2004","vocational + Abi","Urban Area","","","",""
"Daily","2004","vocational + Abi","Rural Area","","","",""
"Daily","2004","higher vocational","Urban Area","","","",""
"Daily","2004","higher vocational","Rural Area","","","",""
"Daily","2004","higher education","Urban Area","","","",""
"Daily","2004","higher education","Rural Area","","","",""
"Min 1x per week","2004","in school","Urban Area","","","",""
"Min 1x per week","2004","in school","Rural Area","","","",""
"Min 1x per week","2004","inadequately","Urban Area","","","",""
"Min 1x per week","2004","inadequately","Rural Area","","","",""
"Min 1x per week","2004","general elemantary","Urban Area","","","",""
"Min 1x per week","2004","general elemantary","Rural Area","","","",""
"Min 1x per week","2004","middle vocational","Urban Area","","","",""
"Min 1x per week","2004","middle vocational","Rural Area","","","",""
"Min 1x per week","2004","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2004","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2004","higher vocational","Urban Area","","","",""
"Min 1x per week","2004","higher vocational","Rural Area","","","",""
"Min 1x per week","2004","higher education","Urban Area","","","",""
"Min 1x per week","2004","higher education","Rural Area","","","",""
"Min 1x per month","2004","in school","Urban Area","","","",""
"Min 1x per month","2004","in school","Rural Area","","","",""
"Min 1x per month","2004","inadequately","Urban Area","","","",""
"Min 1x per month","2004","inadequately","Rural Area","","","",""
"Min 1x per month","2004","general elemantary","Urban Area","","","",""
"Min 1x per month","2004","general elemantary","Rural Area","","","",""
"Min 1x per month","2004","middle vocational","Urban Area","","","",""
"Min 1x per month","2004","middle vocational","Rural Area","","","",""
"Min 1x per month","2004","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2004","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2004","higher vocational","Urban Area","","","",""
"Min 1x per month","2004","higher vocational","Rural Area","","","",""
"Min 1x per month","2004","higher education","Urban Area","","","",""
"Min 1x per month","2004","higher education","Rural Area","","","",""
"Rarely","2004","in school","Urban Area","","","",""
"Rarely","2004","in school","Rural Area","","","",""
"Rarely","2004","inadequately","Urban Area","","","",""
"Rarely","2004","inadequately","Rural Area","","","",""
"Rarely","2004","general elemantary","Urban Area","","","",""
"Rarely","2004","general elemantary","Rural Area","","","",""
"Rarely","2004","middle vocational","Urban Area","","","",""
"Rarely","2004","middle vocational","Rural Area","","","",""
"Rarely","2004","vocational + Abi","Urban Area","","","",""
"Rarely","2004","vocational + Abi","Rural Area","","","",""
"Rarely","2004","higher vocational","Urban Area","","","",""
"Rarely","2004","higher vocational","Rural Area","","","",""
"Rarely","2004","higher education","Urban Area","","","",""
"Rarely","2004","higher education","Rural Area","","","",""
"Never","2004","in school","Urban Area","","","",""
"Never","2004","in school","Rural Area","","","",""
"Never","2004","inadequately","Urban Area","","","",""
"Never","2004","inadequately","Rural Area","","","",""
"Never","2004","general elemantary","Urban Area","","","",""
"Never","2004","general elemantary","Rural Area","","","",""
"Never","2004","middle vocational","Urban Area","","","",""
"Never","2004","middle vocational","Rural Area","","","",""
"Never","2004","vocational + Abi","Urban Area","","","",""
"Never","2004","vocational + Abi","Rural Area","","","",""
"Never","2004","higher vocational","Urban Area","","","",""
"Never","2004","higher vocational","Rural Area","","","",""
"Never","2004","higher education","Urban Area","","","",""
"Never","2004","higher education","Rural Area","","","",""
"Daily","2005","in school","Urban Area","","","",""
"Daily","2005","in school","Rural Area","","","",""
"Daily","2005","inadequately","Urban Area","","","",""
"Daily","2005","inadequately","Rural Area","","","",""
"Daily","2005","general elemantary","Urban Area","","","",""
"Daily","2005","general elemantary","Rural Area","","","",""
"Daily","2005","middle vocational","Urban Area","","","",""
"Daily","2005","middle vocational","Rural Area","","","",""
"Daily","2005","vocational + Abi","Urban Area","","","",""
"Daily","2005","vocational + Abi","Rural Area","","","",""
"Daily","2005","higher vocational","Urban Area","","","",""
"Daily","2005","higher vocational","Rural Area","","","",""
"Daily","2005","higher education","Urban Area","","","",""
"Daily","2005","higher education","Rural Area","","","",""
"Min 1x per week","2005","in school","Urban Area","","","",""
"Min 1x per week","2005","in school","Rural Area","","","",""
"Min 1x per week","2005","inadequately","Urban Area","","","",""
"Min 1x per week","2005","inadequately","Rural Area","","","",""
"Min 1x per week","2005","general elemantary","Urban Area","","","",""
"Min 1x per week","2005","general elemantary","Rural Area","","","",""
"Min 1x per week","2005","middle vocational","Urban Area","","","",""
"Min 1x per week","2005","middle vocational","Rural Area","","","",""
"Min 1x per week","2005","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2005","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2005","higher vocational","Urban Area","","","",""
"Min 1x per week","2005","higher vocational","Rural Area","","","",""
"Min 1x per week","2005","higher education","Urban Area","","","",""
"Min 1x per week","2005","higher education","Rural Area","","","",""
"Min 1x per month","2005","in school","Urban Area","","","",""
"Min 1x per month","2005","in school","Rural Area","","","",""
"Min 1x per month","2005","inadequately","Urban Area","","","",""
"Min 1x per month","2005","inadequately","Rural Area","","","",""
"Min 1x per month","2005","general elemantary","Urban Area","","","",""
"Min 1x per month","2005","general elemantary","Rural Area","","","",""
"Min 1x per month","2005","middle vocational","Urban Area","","","",""
"Min 1x per month","2005","middle vocational","Rural Area","","","",""
"Min 1x per month","2005","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2005","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2005","higher vocational","Urban Area","","","",""
"Min 1x per month","2005","higher vocational","Rural Area","","","",""
"Min 1x per month","2005","higher education","Urban Area","","","",""
"Min 1x per month","2005","higher education","Rural Area","","","",""
"Rarely","2005","in school","Urban Area","","","",""
"Rarely","2005","in school","Rural Area","","","",""
"Rarely","2005","inadequately","Urban Area","","","",""
"Rarely","2005","inadequately","Rural Area","","","",""
"Rarely","2005","general elemantary","Urban Area","","","",""
"Rarely","2005","general elemantary","Rural Area","","","",""
"Rarely","2005","middle vocational","Urban Area","","","",""
"Rarely","2005","middle vocational","Rural Area","","","",""
"Rarely","2005","vocational + Abi","Urban Area","","","",""
"Rarely","2005","vocational + Abi","Rural Area","","","",""
"Rarely","2005","higher vocational","Urban Area","","","",""
"Rarely","2005","higher vocational","Rural Area","","","",""
"Rarely","2005","higher education","Urban Area","","","",""
"Rarely","2005","higher education","Rural Area","","","",""
"Never","2005","in school","Urban Area","","","",""
"Never","2005","in school","Rural Area","","","",""
"Never","2005","inadequately","Urban Area","","","",""
"Never","2005","inadequately","Rural Area","","","",""
"Never","2005","general elemantary","Urban Area","","","",""
"Never","2005","general elemantary","Rural Area","","","",""
"Never","2005","middle vocational","Urban Area","","","",""
"Never","2005","middle vocational","Rural Area","","","",""
"Never","2005","vocational + Abi","Urban Area","","","",""
"Never","2005","vocational + Abi","Rural Area","","","",""
"Never","2005","higher vocational","Urban Area","","","",""
"Never","2005","higher vocational","Rural Area","","","",""
"Never","2005","higher education","Urban Area","","","",""
"Never","2005","higher education","Rural Area","","","",""
"Daily","2006","in school","Urban Area","","","",""
"Daily","2006","in school","Rural Area","","","",""
"Daily","2006","inadequately","Urban Area","","","",""
"Daily","2006","inadequately","Rural Area","","","",""
"Daily","2006","general elemantary","Urban Area","","","",""
"Daily","2006","general elemantary","Rural Area","","","",""
"Daily","2006","middle vocational","Urban Area","","","",""
"Daily","2006","middle vocational","Rural Area","","","",""
"Daily","2006","vocational + Abi","Urban Area","","","",""
"Daily","2006","vocational + Abi","Rural Area","","","",""
"Daily","2006","higher vocational","Urban Area","","","",""
"Daily","2006","higher vocational","Rural Area","","","",""
"Daily","2006","higher education","Urban Area","","","",""
"Daily","2006","higher education","Rural Area","","","",""
"Min 1x per week","2006","in school","Urban Area","","","",""
"Min 1x per week","2006","in school","Rural Area","","","",""
"Min 1x per week","2006","inadequately","Urban Area","","","",""
"Min 1x per week","2006","inadequately","Rural Area","","","",""
"Min 1x per week","2006","general elemantary","Urban Area","","","",""
"Min 1x per week","2006","general elemantary","Rural Area","","","",""
"Min 1x per week","2006","middle vocational","Urban Area","","","",""
"Min 1x per week","2006","middle vocational","Rural Area","","","",""
"Min 1x per week","2006","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2006","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2006","higher vocational","Urban Area","","","",""
"Min 1x per week","2006","higher vocational","Rural Area","","","",""
"Min 1x per week","2006","higher education","Urban Area","","","",""
"Min 1x per week","2006","higher education","Rural Area","","","",""
"Min 1x per month","2006","in school","Urban Area","","","",""
"Min 1x per month","2006","in school","Rural Area","","","",""
"Min 1x per month","2006","inadequately","Urban Area","","","",""
"Min 1x per month","2006","inadequately","Rural Area","","","",""
"Min 1x per month","2006","general elemantary","Urban Area","","","",""
"Min 1x per month","2006","general elemantary","Rural Area","","","",""
"Min 1x per month","2006","middle vocational","Urban Area","","","",""
"Min 1x per month","2006","middle vocational","Rural Area","","","",""
"Min 1x per month","2006","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2006","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2006","higher vocational","Urban Area","","","",""
"Min 1x per month","2006","higher vocational","Rural Area","","","",""
"Min 1x per month","2006","higher education","Urban Area","","","",""
"Min 1x per month","2006","higher education","Rural Area","","","",""
"Rarely","2006","in school","Urban Area","","","",""
"Rarely","2006","in school","Rural Area","","","",""
"Rarely","2006","inadequately","Urban Area","","","",""
"Rarely","2006","inadequately","Rural Area","","","",""
"Rarely","2006","general elemantary","Urban Area","","","",""
"Rarely","2006","general elemantary","Rural Area","","","",""
"Rarely","2006","middle vocational","Urban Area","","","",""
"Rarely","2006","middle vocational","Rural Area","","","",""
"Rarely","2006","vocational + Abi","Urban Area","","","",""
"Rarely","2006","vocational + Abi","Rural Area","","","",""
"Rarely","2006","higher vocational","Urban Area","","","",""
"Rarely","2006","higher vocational","Rural Area","","","",""
"Rarely","2006","higher education","Urban Area","","","",""
"Rarely","2006","higher education","Rural Area","","","",""
"Never","2006","in school","Urban Area","","","",""
"Never","2006","in school","Rural Area","","","",""
"Never","2006","inadequately","Urban Area","","","",""
"Never","2006","inadequately","Rural Area","","","",""
"Never","2006","general elemantary","Urban Area","","","",""
"Never","2006","general elemantary","Rural Area","","","",""
"Never","2006","middle vocational","Urban Area","","","",""
"Never","2006","middle vocational","Rural Area","","","",""
"Never","2006","vocational + Abi","Urban Area","","","",""
"Never","2006","vocational + Abi","Rural Area","","","",""
"Never","2006","higher vocational","Urban Area","","","",""
"Never","2006","higher vocational","Rural Area","","","",""
"Never","2006","higher education","Urban Area","","","",""
"Never","2006","higher education","Rural Area","","","",""
"Daily","2007","in school","Urban Area","","","",""
"Daily","2007","in school","Rural Area","","","",""
"Daily","2007","inadequately","Urban Area","","","",""
"Daily","2007","inadequately","Rural Area","","","",""
"Daily","2007","general elemantary","Urban Area","","","",""
"Daily","2007","general elemantary","Rural Area","","","",""
"Daily","2007","middle vocational","Urban Area","","","",""
"Daily","2007","middle vocational","Rural Area","","","",""
"Daily","2007","vocational + Abi","Urban Area","","","",""
"Daily","2007","vocational + Abi","Rural Area","","","",""
"Daily","2007","higher vocational","Urban Area","","","",""
"Daily","2007","higher vocational","Rural Area","","","",""
"Daily","2007","higher education","Urban Area","","","",""
"Daily","2007","higher education","Rural Area","","","",""
"Min 1x per week","2007","in school","Urban Area","","","",""
"Min 1x per week","2007","in school","Rural Area","","","",""
"Min 1x per week","2007","inadequately","Urban Area","","","",""
"Min 1x per week","2007","inadequately","Rural Area","","","",""
"Min 1x per week","2007","general elemantary","Urban Area","","","",""
"Min 1x per week","2007","general elemantary","Rural Area","","","",""
"Min 1x per week","2007","middle vocational","Urban Area","","","",""
"Min 1x per week","2007","middle vocational","Rural Area","","","",""
"Min 1x per week","2007","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2007","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2007","higher vocational","Urban Area","","","",""
"Min 1x per week","2007","higher vocational","Rural Area","","","",""
"Min 1x per week","2007","higher education","Urban Area","","","",""
"Min 1x per week","2007","higher education","Rural Area","","","",""
"Min 1x per month","2007","in school","Urban Area","","","",""
"Min 1x per month","2007","in school","Rural Area","","","",""
"Min 1x per month","2007","inadequately","Urban Area","","","",""
"Min 1x per month","2007","inadequately","Rural Area","","","",""
"Min 1x per month","2007","general elemantary","Urban Area","","","",""
"Min 1x per month","2007","general elemantary","Rural Area","","","",""
"Min 1x per month","2007","middle vocational","Urban Area","","","",""
"Min 1x per month","2007","middle vocational","Rural Area","","","",""
"Min 1x per month","2007","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2007","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2007","higher vocational","Urban Area","","","",""
"Min 1x per month","2007","higher vocational","Rural Area","","","",""
"Min 1x per month","2007","higher education","Urban Area","","","",""
"Min 1x per month","2007","higher education","Rural Area","","","",""
"Rarely","2007","in school","Urban Area","","","",""
"Rarely","2007","in school","Rural Area","","","",""
"Rarely","2007","inadequately","Urban Area","","","",""
"Rarely","2007","inadequately","Rural Area","","","",""
"Rarely","2007","general elemantary","Urban Area","","","",""
"Rarely","2007","general elemantary","Rural Area","","","",""
"Rarely","2007","middle vocational","Urban Area","","","",""
"Rarely","2007","middle vocational","Rural Area","","","",""
"Rarely","2007","vocational + Abi","Urban Area","","","",""
"Rarely","2007","vocational + Abi","Rural Area","","","",""
"Rarely","2007","higher vocational","Urban Area","","","",""
"Rarely","2007","higher vocational","Rural Area","","","",""
"Rarely","2007","higher education","Urban Area","","","",""
"Rarely","2007","higher education","Rural Area","","","",""
"Never","2007","in school","Urban Area","","","",""
"Never","2007","in school","Rural Area","","","",""
"Never","2007","inadequately","Urban Area","","","",""
"Never","2007","inadequately","Rural Area","","","",""
"Never","2007","general elemantary","Urban Area","","","",""
"Never","2007","general elemantary","Rural Area","","","",""
"Never","2007","middle vocational","Urban Area","","","",""
"Never","2007","middle vocational","Rural Area","","","",""
"Never","2007","vocational + Abi","Urban Area","","","",""
"Never","2007","vocational + Abi","Rural Area","","","",""
"Never","2007","higher vocational","Urban Area","","","",""
"Never","2007","higher vocational","Rural Area","","","",""
"Never","2007","higher education","Urban Area","","","",""
"Never","2007","higher education","Rural Area","","","",""
"Daily","2008","in school","Urban Area","11","","",""
"Daily","2008","in school","Rural Area","9","","",""
"Daily","2008","inadequately","Urban Area","25","","",""
"Daily","2008","inadequately","Rural Area","7","","",""
"Daily","2008","general elemantary","Urban Area","171","0.117235592402369","0.100043089860989","0.134428094943749"
"Daily","2008","general elemantary","Rural Area","74","0.101336391711093","0.0787541355823791","0.123918647839807"
"Daily","2008","middle vocational","Urban Area","525","0.0842281976617184","0.0772915340209959","0.091164861302441"
"Daily","2008","middle vocational","Rural Area","310","0.0815670708731598","0.0726000455051063","0.0905340962412133"
"Daily","2008","vocational + Abi","Urban Area","45","0.0567787689589597","0.0409585695907736","0.0725989683271458"
"Daily","2008","vocational + Abi","Rural Area","18","","",""
"Daily","2008","higher vocational","Urban Area","65","0.0708729143029215","0.0539759402909443","0.0877698883148988"
"Daily","2008","higher vocational","Rural Area","40","0.0695965336111206","0.0479528939435794","0.0912401732786617"
"Daily","2008","higher education","Urban Area","129","0.0342699109359923","0.0277546164994536","0.0407852053725311"
"Daily","2008","higher education","Rural Area","92","0.0593559661650404","0.0459979889262251","0.0727139434038557"
"Min 1x per week","2008","in school","Urban Area","61","0.265278615019777","0.2088334663855","0.321723763654055"
"Min 1x per week","2008","in school","Rural Area","38","0.410624415447796","0.321100812757519","0.500148018138073"
"Min 1x per week","2008","inadequately","Urban Area","54","0.329846361961256","0.250829154762653","0.408863569159858"
"Min 1x per week","2008","inadequately","Rural Area","21","","",""
"Min 1x per week","2008","general elemantary","Urban Area","565","0.414382752345413","0.388056156053418","0.440709348637407"
"Min 1x per week","2008","general elemantary","Rural Area","270","0.371384993397046","0.335228143941336","0.407541842852757"
"Min 1x per week","2008","middle vocational","Urban Area","2439","0.379540683044871","0.367420363458945","0.391661002630797"
"Min 1x per week","2008","middle vocational","Rural Area","1424","0.395157333828406","0.379140617839971","0.411174049816841"
"Min 1x per week","2008","vocational + Abi","Urban Area","336","0.413404838079489","0.379740568336191","0.447069107822788"
"Min 1x per week","2008","vocational + Abi","Rural Area","110","0.399889796735412","0.341779588126989","0.458000005343835"
"Min 1x per week","2008","higher vocational","Urban Area","328","0.35956891563067","0.327970995155611","0.391166836105729"
"Min 1x per week","2008","higher vocational","Rural Area","196","0.379787940315006","0.338507766349412","0.421068114280601"
"Min 1x per week","2008","higher education","Urban Area","959","0.306390485837522","0.289880570883197","0.322900400791847"
"Min 1x per week","2008","higher education","Rural Area","433","0.342457907527969","0.315631579162095","0.369284235893843"
"Min 1x per month","2008","in school","Urban Area","89","0.344089705740194","0.283350064371921","0.404829347108467"
"Min 1x per month","2008","in school","Rural Area","45","0.345822877399671","0.25926758406764","0.432378170731702"
"Min 1x per month","2008","inadequately","Urban Area","28","","",""
"Min 1x per month","2008","inadequately","Rural Area","6","","",""
"Min 1x per month","2008","general elemantary","Urban Area","314","0.20816255416312","0.186465225344401","0.22985988298184"
"Min 1x per month","2008","general elemantary","Rural Area","176","0.266078294959079","0.233009709077591","0.299146880840566"
"Min 1x per month","2008","middle vocational","Urban Area","1768","0.282090007979992","0.270850246392505","0.293329769567479"
"Min 1x per month","2008","middle vocational","Rural Area","1071","0.298450647139464","0.283459577609579","0.313441716669349"
"Min 1x per month","2008","vocational + Abi","Urban Area","250","0.290992816666187","0.259941599111953","0.322044034220421"
"Min 1x per month","2008","vocational + Abi","Rural Area","87","0.334783160461618","0.278803509373777","0.390762811549458"
"Min 1x per month","2008","higher vocational","Urban Area","293","0.320688544507417","0.289955369960572","0.351421719054262"
"Min 1x per month","2008","higher vocational","Rural Area","176","0.360526079307289","0.31968656278047","0.401365595834109"
"Min 1x per month","2008","higher education","Urban Area","1099","0.362326343610072","0.345111666895544","0.379541020324599"
"Min 1x per month","2008","higher education","Rural Area","414","0.34904880804415","0.3221016387926","0.375995977295701"
"Rarely","2008","in school","Urban Area","70","0.331299616850172","0.271121247887576","0.391477985812768"
"Rarely","2008","in school","Rural Area","23","","",""
"Rarely","2008","inadequately","Urban Area","18","","",""
"Rarely","2008","inadequately","Rural Area","13","","",""
"Rarely","2008","general elemantary","Urban Area","248","0.207520265342046","0.18584765172002","0.229192878964071"
"Rarely","2008","general elemantary","Rural Area","144","0.231081253242627","0.19953784512674","0.262624661358514"
"Rarely","2008","middle vocational","Urban Area","1291","0.225301140660105","0.214866526321928","0.235735754998281"
"Rarely","2008","middle vocational","Rural Area","705","0.206244076549677","0.192988412966117","0.219499740133237"
"Rarely","2008","vocational + Abi","Urban Area","171","0.207432204733411","0.179713783865547","0.235150625601274"
"Rarely","2008","vocational + Abi","Rural Area","53","0.186491846800607","0.140288051902894","0.232695641698319"
"Rarely","2008","higher vocational","Urban Area","185","0.223689683476925","0.196250455603063","0.251128911350788"
"Rarely","2008","higher vocational","Rural Area","106","0.161831678660946","0.130506163541594","0.193157193780298"
"Rarely","2008","higher education","Urban Area","755","0.270581662215338","0.254671038803844","0.286492285626832"
"Rarely","2008","higher education","Rural Area","251","0.233715751711634","0.209791696385718","0.257639807037551"
"Never","2008","in school","Urban Area","4","","",""
"Never","2008","in school","Rural Area","1","","",""
"Never","2008","inadequately","Urban Area","11","","",""
"Never","2008","inadequately","Rural Area","4","","",""
"Never","2008","general elemantary","Urban Area","47","0.0526988357470524","0.0407580888000755","0.0646395826940293"
"Never","2008","general elemantary","Rural Area","22","","",""
"Never","2008","middle vocational","Urban Area","135","0.0288399706533135","0.024660020954125","0.0330199203525019"
"Never","2008","middle vocational","Rural Area","69","0.018580871609293","0.0141567450494475","0.0230049981691386"
"Never","2008","vocational + Abi","Urban Area","20","","",""
"Never","2008","vocational + Abi","Rural Area","5","","",""
"Never","2008","higher vocational","Urban Area","15","","",""
"Never","2008","higher vocational","Rural Area","13","","",""
"Never","2008","higher education","Urban Area","53","0.0264315974010758","0.020686536747322","0.0321766580548297"
"Never","2008","higher education","Rural Area","12","","",""
"Daily","2009","in school","Urban Area","","","",""
"Daily","2009","in school","Rural Area","","","",""
"Daily","2009","inadequately","Urban Area","","","",""
"Daily","2009","inadequately","Rural Area","","","",""
"Daily","2009","general elemantary","Urban Area","","","",""
"Daily","2009","general elemantary","Rural Area","","","",""
"Daily","2009","middle vocational","Urban Area","","","",""
"Daily","2009","middle vocational","Rural Area","","","",""
"Daily","2009","vocational + Abi","Urban Area","","","",""
"Daily","2009","vocational + Abi","Rural Area","","","",""
"Daily","2009","higher vocational","Urban Area","","","",""
"Daily","2009","higher vocational","Rural Area","","","",""
"Daily","2009","higher education","Urban Area","","","",""
"Daily","2009","higher education","Rural Area","","","",""
"Min 1x per week","2009","in school","Urban Area","","","",""
"Min 1x per week","2009","in school","Rural Area","","","",""
"Min 1x per week","2009","inadequately","Urban Area","","","",""
"Min 1x per week","2009","inadequately","Rural Area","","","",""
"Min 1x per week","2009","general elemantary","Urban Area","","","",""
"Min 1x per week","2009","general elemantary","Rural Area","","","",""
"Min 1x per week","2009","middle vocational","Urban Area","","","",""
"Min 1x per week","2009","middle vocational","Rural Area","","","",""
"Min 1x per week","2009","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2009","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2009","higher vocational","Urban Area","","","",""
"Min 1x per week","2009","higher vocational","Rural Area","","","",""
"Min 1x per week","2009","higher education","Urban Area","","","",""
"Min 1x per week","2009","higher education","Rural Area","","","",""
"Min 1x per month","2009","in school","Urban Area","","","",""
"Min 1x per month","2009","in school","Rural Area","","","",""
"Min 1x per month","2009","inadequately","Urban Area","","","",""
"Min 1x per month","2009","inadequately","Rural Area","","","",""
"Min 1x per month","2009","general elemantary","Urban Area","","","",""
"Min 1x per month","2009","general elemantary","Rural Area","","","",""
"Min 1x per month","2009","middle vocational","Urban Area","","","",""
"Min 1x per month","2009","middle vocational","Rural Area","","","",""
"Min 1x per month","2009","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2009","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2009","higher vocational","Urban Area","","","",""
"Min 1x per month","2009","higher vocational","Rural Area","","","",""
"Min 1x per month","2009","higher education","Urban Area","","","",""
"Min 1x per month","2009","higher education","Rural Area","","","",""
"Rarely","2009","in school","Urban Area","","","",""
"Rarely","2009","in school","Rural Area","","","",""
"Rarely","2009","inadequately","Urban Area","","","",""
"Rarely","2009","inadequately","Rural Area","","","",""
"Rarely","2009","general elemantary","Urban Area","","","",""
"Rarely","2009","general elemantary","Rural Area","","","",""
"Rarely","2009","middle vocational","Urban Area","","","",""
"Rarely","2009","middle vocational","Rural Area","","","",""
"Rarely","2009","vocational + Abi","Urban Area","","","",""
"Rarely","2009","vocational + Abi","Rural Area","","","",""
"Rarely","2009","higher vocational","Urban Area","","","",""
"Rarely","2009","higher vocational","Rural Area","","","",""
"Rarely","2009","higher education","Urban Area","","","",""
"Rarely","2009","higher education","Rural Area","","","",""
"Never","2009","in school","Urban Area","","","",""
"Never","2009","in school","Rural Area","","","",""
"Never","2009","inadequately","Urban Area","","","",""
"Never","2009","inadequately","Rural Area","","","",""
"Never","2009","general elemantary","Urban Area","","","",""
"Never","2009","general elemantary","Rural Area","","","",""
"Never","2009","middle vocational","Urban Area","","","",""
"Never","2009","middle vocational","Rural Area","","","",""
