"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2012","no migration background","(2a) intermediate vocational","207","0.0330022929709367","0.0286674247990533","0.0373371611428202"
"1","2012","no migration background","(2c_gen) general maturity certificate","20","","",""
"1","2012","no migration background","(2c_voc) vocational maturity certificate","58","0.0264279722649534","0.0193066910461824","0.0335492534837245"
"1","2012","no migration background","(3a) lower tertiary education","58","0.0268648384321716","0.0198910822089268","0.0338385946554164"
"1","2012","no migration background","(3b) higher tertiary education","77","0.0226616746550905","0.0175654964124266","0.0277578528977544"
"1","2012","direct migration background","(0) in school","2","","",""
"1","2012","direct migration background","(1a) inadequately completed","17","","",""
"1","2012","direct migration background","(1b) general elementary school","38","0.0901976740926704","0.0667831486880182","0.113612199497322"
"1","2012","direct migration background","(1c) basic vocational qualification","43","0.0664614560673554","0.0477535324590496","0.0851693796756612"
"1","2012","direct migration background","(2b) intermediate general qualification","3","","",""
"1","2012","direct migration background","(2a) intermediate vocational","10","","",""
"1","2012","direct migration background","(2c_gen) general maturity certificate","14","","",""
"1","2012","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"1","2012","direct migration background","(3a) lower tertiary education","3","","",""
"1","2012","direct migration background","(3b) higher tertiary education","26","","",""
"1","2012","indirect migration background","(0) in school","1","","",""
"1","2012","indirect migration background","(1a) inadequately completed","5","","",""
"1","2012","indirect migration background","(1b) general elementary school","3","","",""
"1","2012","indirect migration background","(1c) basic vocational qualification","8","","",""
"1","2012","indirect migration background","(2b) intermediate general qualification","6","","",""
"1","2012","indirect migration background","(2a) intermediate vocational","10","","",""
"1","2012","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"1","2012","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"1","2012","indirect migration background","(3a) lower tertiary education","2","","",""
"1","2012","indirect migration background","(3b) higher tertiary education","1","","",""
"2","2012","no migration background","(0) in school","14","","",""
"2","2012","no migration background","(1a) inadequately completed","16","","",""
"2","2012","no migration background","(1b) general elementary school","166","0.119173469478201","0.102750091815464","0.135596847140937"
"2","2012","no migration background","(1c) basic vocational qualification","565","0.105647486023075","0.0976024491651834","0.113692522880966"
"2","2012","no migration background","(2b) intermediate general qualification","51","0.0828569196614274","0.0611930598139737","0.104520779508881"
"2","2012","no migration background","(2a) intermediate vocational","590","0.0879896534778942","0.0811156966347469","0.0948636103210414"
"2","2012","no migration background","(2c_gen) general maturity certificate","48","0.0554376233847105","0.0390715028312549","0.0718037439381661"
"2","2012","no migration background","(2c_voc) vocational maturity certificate","198","0.0823444955161389","0.0701405771176319","0.0945484139146458"
"2","2012","no migration background","(3a) lower tertiary education","168","0.0797137818570573","0.0680318080252952","0.0913957556888194"
"2","2012","no migration background","(3b) higher tertiary education","313","0.0835320666542296","0.0740574555135521","0.0930066777949071"
"2","2012","direct migration background","(0) in school","4","","",""
"2","2012","direct migration background","(1a) inadequately completed","27","","",""
"2","2012","direct migration background","(1b) general elementary school","62","0.136426953478961","0.108371725726687","0.164482181231234"
"2","2012","direct migration background","(1c) basic vocational qualification","73","0.128374562963385","0.103251130619209","0.15349799530756"
"2","2012","direct migration background","(2b) intermediate general qualification","5","","",""
"2","2012","direct migration background","(2a) intermediate vocational","22","","",""
"2","2012","direct migration background","(2c_gen) general maturity certificate","21","","",""
"2","2012","direct migration background","(2c_voc) vocational maturity certificate","52","0.13454821342396","0.101273232469164","0.167823194378756"
"2","2012","direct migration background","(3a) lower tertiary education","7","","",""
"2","2012","direct migration background","(3b) higher tertiary education","41","0.0752370171487056","0.0523668865779357","0.0981071477194755"
"2","2012","indirect migration background","(0) in school","2","","",""
"2","2012","indirect migration background","(1a) inadequately completed","2","","",""
"2","2012","indirect migration background","(1b) general elementary school","8","","",""
"2","2012","indirect migration background","(1c) basic vocational qualification","21","","",""
"2","2012","indirect migration background","(2b) intermediate general qualification","4","","",""
"2","2012","indirect migration background","(2a) intermediate vocational","23","","",""
"2","2012","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"2","2012","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"2","2012","indirect migration background","(3a) lower tertiary education","6","","",""
"2","2012","indirect migration background","(3b) higher tertiary education","17","","",""
"3","2012","no migration background","(0) in school","25","","",""
"3","2012","no migration background","(1a) inadequately completed","23","","",""
"3","2012","no migration background","(1b) general elementary school","168","0.109915710394518","0.09406046573053","0.125770955058505"
"3","2012","no migration background","(1c) basic vocational qualification","678","0.118460623850301","0.110002930124335","0.126918317576268"
"3","2012","no migration background","(2b) intermediate general qualification","68","0.106230650935146","0.0820153122051175","0.130445989665175"
"3","2012","no migration background","(2a) intermediate vocational","871","0.130756821063647","0.122576055687295","0.138937586439999"
"3","2012","no migration background","(2c_gen) general maturity certificate","95","0.123639986204903","0.100097687092668","0.147182285317139"
"3","2012","no migration background","(2c_voc) vocational maturity certificate","274","0.147596203185493","0.131849035503205","0.163343370867781"
"3","2012","no migration background","(3a) lower tertiary education","303","0.141355978786396","0.126329690068213","0.156382267504578"
"3","2012","no migration background","(3b) higher tertiary education","487","0.137018518909955","0.125243367045558","0.148793670774352"
"3","2012","direct migration background","(0) in school","","","",""
"3","2012","direct migration background","(1a) inadequately completed","18","","",""
"3","2012","direct migration background","(1b) general elementary school","75","0.125501952485233","0.0984238123209454","0.15258009264952"
"3","2012","direct migration background","(1c) basic vocational qualification","83","0.113197442309549","0.0894013135267974","0.136993571092301"
"3","2012","direct migration background","(2b) intermediate general qualification","3","","",""
"3","2012","direct migration background","(2a) intermediate vocational","24","","",""
"3","2012","direct migration background","(2c_gen) general maturity certificate","26","","",""
"3","2012","direct migration background","(2c_voc) vocational maturity certificate","32","0.0707379642729796","0.0457372288255379","0.0957386997204214"
"3","2012","direct migration background","(3a) lower tertiary education","9","","",""
"3","2012","direct migration background","(3b) higher tertiary education","62","0.114372355598346","0.0867777776478908","0.141966933548801"
"3","2012","indirect migration background","(0) in school","12","","",""
"3","2012","indirect migration background","(1a) inadequately completed","2","","",""
"3","2012","indirect migration background","(1b) general elementary school","12","","",""
"3","2012","indirect migration background","(1c) basic vocational qualification","25","","",""
"3","2012","indirect migration background","(2b) intermediate general qualification","7","","",""
"3","2012","indirect migration background","(2a) intermediate vocational","28","","",""
"3","2012","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"3","2012","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"3","2012","indirect migration background","(3a) lower tertiary education","8","","",""
"3","2012","indirect migration background","(3b) higher tertiary education","11","","",""
"4","2012","no migration background","(0) in school","39","0.100374070866896","0.0695883519705167","0.131159789763276"
"4","2012","no migration background","(1a) inadequately completed","16","","",""
"4","2012","no migration background","(1b) general elementary school","109","0.0755821487845224","0.0621831831347873","0.0889811144342576"
"4","2012","no migration background","(1c) basic vocational qualification","576","0.109345723006388","0.10117802695633","0.117513419056445"
"4","2012","no migration background","(2b) intermediate general qualification","47","0.0539835530495546","0.0362239614404089","0.0717431446587003"
"4","2012","no migration background","(2a) intermediate vocational","694","0.10494207818915","0.0975051854914978","0.112378970886802"
"4","2012","no migration background","(2c_gen) general maturity certificate","89","0.11416356262744","0.0914194682300071","0.136907657024873"
"4","2012","no migration background","(2c_voc) vocational maturity certificate","231","0.118294875113428","0.103956933118885","0.132632817107971"
"4","2012","no migration background","(3a) lower tertiary education","241","0.122534284726312","0.108391597028495","0.136676972424129"
"4","2012","no migration background","(3b) higher tertiary education","406","0.130327262235073","0.118798791308851","0.141855733161296"
"4","2012","direct migration background","(0) in school","1","","",""
"4","2012","direct migration background","(1a) inadequately completed","11","","",""
"4","2012","direct migration background","(1b) general elementary school","46","0.0562465090077748","0.0374147347028551","0.0750782833126944"
"4","2012","direct migration background","(1c) basic vocational qualification","45","0.0614948350869948","0.0434516921676616","0.079537978006328"
"4","2012","direct migration background","(2b) intermediate general qualification","4","","",""
"4","2012","direct migration background","(2a) intermediate vocational","18","","",""
"4","2012","direct migration background","(2c_gen) general maturity certificate","18","","",""
"4","2012","direct migration background","(2c_voc) vocational maturity certificate","35","0.109170405273784","0.0787610517164378","0.13957975883113"
"4","2012","direct migration background","(3a) lower tertiary education","15","","",""
"4","2012","direct migration background","(3b) higher tertiary education","42","0.0906381387220843","0.0657460409472969","0.115530236496872"
"4","2012","indirect migration background","(0) in school","6","","",""
"4","2012","indirect migration background","(1a) inadequately completed","4","","",""
"4","2012","indirect migration background","(1b) general elementary school","13","","",""
"4","2012","indirect migration background","(1c) basic vocational qualification","10","","",""
"4","2012","indirect migration background","(2b) intermediate general qualification","6","","",""
"4","2012","indirect migration background","(2a) intermediate vocational","16","","",""
"4","2012","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"4","2012","indirect migration background","(2c_voc) vocational maturity certificate","13","","",""
"4","2012","indirect migration background","(3a) lower tertiary education","5","","",""
"4","2012","indirect migration background","(3b) higher tertiary education","19","","",""
"5","2012","no migration background","(0) in school","58","0.135703806921486","0.100617725736204","0.170789888106767"
"5","2012","no migration background","(1a) inadequately completed","58","0.248383805746892","0.191418339394817","0.305349272098967"
"5","2012","no migration background","(1b) general elementary school","340","0.244601473371207","0.222812082190618","0.266390864551797"
"5","2012","no migration background","(1c) basic vocational qualification","1473","0.263841893838828","0.252307321004888","0.275376466672768"
"5","2012","no migration background","(2b) intermediate general qualification","141","0.265551639247351","0.2308453625472","0.300257915947502"
"5","2012","no migration background","(2a) intermediate vocational","1616","0.244505886696429","0.234076678987031","0.254935094405828"
"5","2012","no migration background","(2c_gen) general maturity certificate","126","0.16433409764311","0.137830287873118","0.190837907413102"
"5","2012","no migration background","(2c_voc) vocational maturity certificate","426","0.224883789133247","0.206348274162466","0.243419304104028"
"5","2012","no migration background","(3a) lower tertiary education","426","0.198857191459328","0.181641927620721","0.216072455297935"
"5","2012","no migration background","(3b) higher tertiary education","647","0.212302912349408","0.198299504421531","0.226306320277286"
"5","2012","direct migration background","(0) in school","6","","",""
"5","2012","direct migration background","(1a) inadequately completed","29","","",""
"5","2012","direct migration background","(1b) general elementary school","108","0.203560226273663","0.170649527667387","0.23647092487994"
"5","2012","direct migration background","(1c) basic vocational qualification","146","0.222129799920746","0.190909899403001","0.25334970043849"
"5","2012","direct migration background","(2b) intermediate general qualification","13","","",""
"5","2012","direct migration background","(2a) intermediate vocational","47","0.231460019976038","0.176350318630468","0.286569721321607"
"5","2012","direct migration background","(2c_gen) general maturity certificate","43","0.144311307543968","0.099286875863451","0.189335739224485"
"5","2012","direct migration background","(2c_voc) vocational maturity certificate","90","0.217035789896648","0.176838752867684","0.257232826925612"
"5","2012","direct migration background","(3a) lower tertiary education","15","","",""
"5","2012","direct migration background","(3b) higher tertiary education","94","0.155291398639322","0.123888857016751","0.186693940261894"
"5","2012","indirect migration background","(0) in school","15","","",""
"5","2012","indirect migration background","(1a) inadequately completed","3","","",""
"5","2012","indirect migration background","(1b) general elementary school","33","0.211992035371107","0.143300422660165","0.28068364808205"
"5","2012","indirect migration background","(1c) basic vocational qualification","35","0.166922435910999","0.114448057576367","0.21939681424563"
"5","2012","indirect migration background","(2b) intermediate general qualification","19","","",""
"5","2012","indirect migration background","(2a) intermediate vocational","53","0.25128180316389","0.195942739880326","0.306620866447453"
"5","2012","indirect migration background","(2c_gen) general maturity certificate","25","","",""
"5","2012","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"5","2012","indirect migration background","(3a) lower tertiary education","12","","",""
"5","2012","indirect migration background","(3b) higher tertiary education","23","","",""
"6","2012","no migration background","(0) in school","62","0.147146103306135","0.110853405694732","0.183438800917538"
"6","2012","no migration background","(1a) inadequately completed","22","","",""
"6","2012","no migration background","(1b) general elementary school","123","0.0731695797925049","0.0599690027847043","0.0863701568003054"
"6","2012","no migration background","(1c) basic vocational qualification","625","0.109169957511124","0.101008023361082","0.117331891661166"
"6","2012","no migration background","(2b) intermediate general qualification","55","0.0920094751823018","0.0692946272507926","0.114724323113811"
"6","2012","no migration background","(2a) intermediate vocational","763","0.114448457542841","0.106723377131899","0.122173537953783"
"6","2012","no migration background","(2c_gen) general maturity certificate","120","0.145032434923563","0.119847808607176","0.17021706123995"
"6","2012","no migration background","(2c_voc) vocational maturity certificate","258","0.143034139598517","0.127490819681274","0.15857745951576"
"6","2012","no migration background","(3a) lower tertiary education","301","0.140968854885823","0.125959773797121","0.155977935974525"
"6","2012","no migration background","(3b) higher tertiary education","476","0.146008563933233","0.133916732980334","0.158100394886132"
"6","2012","direct migration background","(0) in school","","","",""
"6","2012","direct migration background","(1a) inadequately completed","18","","",""
"6","2012","direct migration background","(1b) general elementary school","44","0.0700125880969812","0.0491561197918877","0.0908690564020747"
"6","2012","direct migration background","(1c) basic vocational qualification","83","0.103596994167551","0.0807094200090384","0.126484568326063"
"6","2012","direct migration background","(2b) intermediate general qualification","6","","",""
"6","2012","direct migration background","(2a) intermediate vocational","25","","",""
"6","2012","direct migration background","(2c_gen) general maturity certificate","29","","",""
"6","2012","direct migration background","(2c_voc) vocational maturity certificate","36","0.0790797473192437","0.0527648877369932","0.105394606901494"
"6","2012","direct migration background","(3a) lower tertiary education","18","","",""
"6","2012","direct migration background","(3b) higher tertiary education","57","0.086495880291651","0.0621239118237134","0.110867848759589"
"6","2012","indirect migration background","(0) in school","18","","",""
"6","2012","indirect migration background","(1a) inadequately completed","2","","",""
"6","2012","indirect migration background","(1b) general elementary school","10","","",""
"6","2012","indirect migration background","(1c) basic vocational qualification","25","","",""
"6","2012","indirect migration background","(2b) intermediate general qualification","11","","",""
"6","2012","indirect migration background","(2a) intermediate vocational","24","","",""
"6","2012","indirect migration background","(2c_gen) general maturity certificate","20","","",""
"6","2012","indirect migration background","(2c_voc) vocational maturity certificate","17","","",""
"6","2012","indirect migration background","(3a) lower tertiary education","8","","",""
"6","2012","indirect migration background","(3b) higher tertiary education","15","","",""
"7","2012","no migration background","(0) in school","76","0.235650235511599","0.192170433739091","0.279130037284106"
"7","2012","no migration background","(1a) inadequately completed","20","","",""
"7","2012","no migration background","(1b) general elementary school","140","0.081092100124407","0.0672547553757163","0.0949294448730977"
"7","2012","no migration background","(1c) basic vocational qualification","588","0.101844160711798","0.0939284848102194","0.109759836613377"
"7","2012","no migration background","(2b) intermediate general qualification","108","0.16229006359942","0.13331357892124","0.1912665482776"
"7","2012","no migration background","(2a) intermediate vocational","857","0.137814415091948","0.129449937603004","0.146178892580891"
"7","2012","no migration background","(2c_gen) general maturity certificate","123","0.186475182330608","0.158618842889975","0.214331521771241"
"7","2012","no migration background","(2c_voc) vocational maturity certificate","246","0.129121714082689","0.114234256267704","0.144009171897675"
"7","2012","no migration background","(3a) lower tertiary education","324","0.163740253930487","0.147780125237554","0.17970038262342"
"7","2012","no migration background","(3b) higher tertiary education","506","0.147692042535669","0.135542694746547","0.159841390324792"
"7","2012","direct migration background","(0) in school","4","","",""
"7","2012","direct migration background","(1a) inadequately completed","15","","",""
"7","2012","direct migration background","(1b) general elementary school","76","0.130824729139283","0.103262599468808","0.158386858809758"
"7","2012","direct migration background","(1c) basic vocational qualification","81","0.115205244424679","0.0912261968244322","0.139184292024925"
"7","2012","direct migration background","(2b) intermediate general qualification","7","","",""
"7","2012","direct migration background","(2a) intermediate vocational","34","0.202454765454207","0.149950027407247","0.254959503501167"
"7","2012","direct migration background","(2c_gen) general maturity certificate","28","","",""
"7","2012","direct migration background","(2c_voc) vocational maturity certificate","60","0.141088984816001","0.107143810050362","0.175034159581639"
"7","2012","direct migration background","(3a) lower tertiary education","13","","",""
"7","2012","direct migration background","(3b) higher tertiary education","73","0.167904389116401","0.135496161452407","0.200312616780395"
"7","2012","indirect migration background","(0) in school","16","","",""
"7","2012","indirect migration background","(1a) inadequately completed","2","","",""
"7","2012","indirect migration background","(1b) general elementary school","21","","",""
"7","2012","indirect migration background","(1c) basic vocational qualification","24","","",""
"7","2012","indirect migration background","(2b) intermediate general qualification","7","","",""
"7","2012","indirect migration background","(2a) intermediate vocational","33","0.13004243810187","0.0871299520862592","0.17295492411748"
"7","2012","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"7","2012","indirect migration background","(2c_voc) vocational maturity certificate","17","","",""
"7","2012","indirect migration background","(3a) lower tertiary education","12","","",""
"7","2012","indirect migration background","(3b) higher tertiary education","22","","",""
"8","2012","no migration background","(0) in school","62","0.208264658237646","0.166663506618572","0.249865809856719"
"8","2012","no migration background","(1a) inadequately completed","20","","",""
"8","2012","no migration background","(1b) general elementary school","140","0.0699379501750699","0.0570096952755114","0.0828662050746284"
"8","2012","no migration background","(1c) basic vocational qualification","401","0.0650141149812382","0.0585612817185612","0.0714669482439152"
"8","2012","no migration background","(2b) intermediate general qualification","70","0.122160072206459","0.0964250110709851","0.147895133341933"
"8","2012","no migration background","(2a) intermediate vocational","545","0.08864568133065","0.0817486287965593","0.0955427338647407"
"8","2012","no migration background","(2c_gen) general maturity certificate","91","0.145901891152423","0.120654735169448","0.171149047135398"
"8","2012","no migration background","(2c_voc) vocational maturity certificate","168","0.0786191271582755","0.0666702835587766","0.0905679707577743"
"8","2012","no migration background","(3a) lower tertiary education","167","0.0870752209240278","0.0749146811352351","0.0992357607128205"
"8","2012","no migration background","(3b) higher tertiary education","255","0.0919687857114771","0.0820730802653013","0.101864491157653"
"8","2012","direct migration background","(0) in school","2","","",""
"8","2012","direct migration background","(1a) inadequately completed","8","","",""
"8","2012","direct migration background","(1b) general elementary school","43","0.0564216858501493","0.0375623596003557","0.075281012099943"
"8","2012","direct migration background","(1c) basic vocational qualification","65","0.0974321187379226","0.0751597942240933","0.119704443251752"
"8","2012","direct migration background","(2b) intermediate general qualification","5","","",""
"8","2012","direct migration background","(2a) intermediate vocational","22","","",""
"8","2012","direct migration background","(2c_gen) general maturity certificate","23","","",""
"8","2012","direct migration background","(2c_voc) vocational maturity certificate","36","0.0938864150044011","0.0654450715183743","0.122327758490428"
"8","2012","direct migration background","(3a) lower tertiary education","13","","",""
"8","2012","direct migration background","(3b) higher tertiary education","59","0.155076887359429","0.123692057848515","0.186461716870344"
"8","2012","indirect migration background","(0) in school","16","","",""
"8","2012","indirect migration background","(1a) inadequately completed","3","","",""
"8","2012","indirect migration background","(1b) general elementary school","20","","",""
"8","2012","indirect migration background","(1c) basic vocational qualification","17","","",""
"8","2012","indirect migration background","(2b) intermediate general qualification","22","","",""
"8","2012","indirect migration background","(2a) intermediate vocational","26","","",""
"8","2012","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"8","2012","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"8","2012","indirect migration background","(3a) lower tertiary education","8","","",""
"8","2012","indirect migration background","(3b) higher tertiary education","13","","",""
"9","2012","no migration background","(0) in school","17","","",""
"9","2012","no migration background","(1a) inadequately completed","8","","",""
"9","2012","no migration background","(1b) general elementary school","47","0.0349398397548626","0.0256316518291349","0.0442480276805902"
"9","2012","no migration background","(1c) basic vocational qualification","113","0.0160363412211035","0.0127486860323396","0.0193239964098674"
"9","2012","no migration background","(2b) intermediate general qualification","29","","",""
"9","2012","no migration background","(2a) intermediate vocational","141","0.0220726876538016","0.0185075852295567","0.0256377900780465"
"9","2012","no migration background","(2c_gen) general maturity certificate","19","","",""
"9","2012","no migration background","(2c_voc) vocational maturity certificate","33","0.0137248427603476","0.00855955040861877","0.0188901351120764"
"9","2012","no migration background","(3a) lower tertiary education","30","0.0140999430532945","0.00901468275253438","0.0191852033540547"
"9","2012","no migration background","(3b) higher tertiary education","49","0.0106301667852286","0.00711840122133334","0.0141419323491238"
"9","2012","direct migration background","(0) in school","","","",""
"9","2012","direct migration background","(1a) inadequately completed","1","","",""
"9","2012","direct migration background","(1b) general elementary school","17","","",""
"9","2012","direct migration background","(1c) basic vocational qualification","17","","",""
"9","2012","direct migration background","(2b) intermediate general qualification","2","","",""
"9","2012","direct migration background","(2a) intermediate vocational","7","","",""
"9","2012","direct migration background","(2c_gen) general maturity certificate","14","","",""
"9","2012","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"9","2012","direct migration background","(3a) lower tertiary education","2","","",""
"9","2012","direct migration background","(3b) higher tertiary education","22","","",""
"9","2012","indirect migration background","(0) in school","4","","",""
"9","2012","indirect migration background","(1a) inadequately completed","","","",""
"9","2012","indirect migration background","(1b) general elementary school","5","","",""
"9","2012","indirect migration background","(1c) basic vocational qualification","13","","",""
"9","2012","indirect migration background","(2b) intermediate general qualification","4","","",""
"9","2012","indirect migration background","(2a) intermediate vocational","3","","",""
"9","2012","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"9","2012","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"9","2012","indirect migration background","(3a) lower tertiary education","2","","",""
"9","2012","indirect migration background","(3b) higher tertiary education","4","","",""
"10 Very willing to take risks","2012","no migration background","(0) in school","8","","",""
"10 Very willing to take risks","2012","no migration background","(1a) inadequately completed","16","","",""
"10 Very willing to take risks","2012","no migration background","(1b) general elementary school","43","0.0210019090223532","0.0137333586657945","0.028270459378912"
"10 Very willing to take risks","2012","no migration background","(1c) basic vocational qualification","80","0.00973942536776565","0.0071691154030799","0.0123097353324514"
"10 Very willing to take risks","2012","no migration background","(2b) intermediate general qualification","14","","",""
"10 Very willing to take risks","2012","no migration background","(2a) intermediate vocational","76","0.00952647245806503","0.00716936919411235","0.0118835757220177"
"10 Very willing to take risks","2012","no migration background","(2c_gen) general maturity certificate","11","","",""
"10 Very willing to take risks","2012","no migration background","(2c_voc) vocational maturity certificate","22","","",""
"10 Very willing to take risks","2012","no migration background","(3a) lower tertiary education","12","","",""
"10 Very willing to take risks","2012","no migration background","(3b) higher tertiary education","20","","",""
"10 Very willing to take risks","2012","direct migration background","(0) in school","1","","",""
"10 Very willing to take risks","2012","direct migration background","(1a) inadequately completed","2","","",""
"10 Very willing to take risks","2012","direct migration background","(1b) general elementary school","17","","",""
"10 Very willing to take risks","2012","direct migration background","(1c) basic vocational qualification","10","","",""
"10 Very willing to take risks","2012","direct migration background","(2b) intermediate general qualification","","","",""
"10 Very willing to take risks","2012","direct migration background","(2a) intermediate vocational","3","","",""
"10 Very willing to take risks","2012","direct migration background","(2c_gen) general maturity certificate","4","","",""
"10 Very willing to take risks","2012","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"10 Very willing to take risks","2012","direct migration background","(3a) lower tertiary education","2","","",""
"10 Very willing to take risks","2012","direct migration background","(3b) higher tertiary education","11","","",""
"10 Very willing to take risks","2012","indirect migration background","(0) in school","1","","",""
"10 Very willing to take risks","2012","indirect migration background","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2012","indirect migration background","(1b) general elementary school","8","","",""
"10 Very willing to take risks","2012","indirect migration background","(1c) basic vocational qualification","9","","",""
"10 Very willing to take risks","2012","indirect migration background","(2b) intermediate general qualification","2","","",""
"10 Very willing to take risks","2012","indirect migration background","(2a) intermediate vocational","7","","",""
"10 Very willing to take risks","2012","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"10 Very willing to take risks","2012","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"10 Very willing to take risks","2012","indirect migration background","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2012","indirect migration background","(3b) higher tertiary education","2","","",""
"0 Not at all Willing to take risks","2013","no migration background","(0) in school","3","","",""
"0 Not at all Willing to take risks","2013","no migration background","(1a) inadequately completed","9","","",""
"0 Not at all Willing to take risks","2013","no migration background","(1b) general elementary school","124","0.132693135525427","0.112328337424045","0.153057933626809"
"0 Not at all Willing to take risks","2013","no migration background","(1c) basic vocational qualification","306","0.0750609696288075","0.0672371658601051","0.08288477339751"
"0 Not at all Willing to take risks","2013","no migration background","(2b) intermediate general qualification","15","","",""
"0 Not at all Willing to take risks","2013","no migration background","(2a) intermediate vocational","182","0.046527792849349","0.0403219367887569","0.0527336489099411"
"0 Not at all Willing to take risks","2013","no migration background","(2c_gen) general maturity certificate","9","","",""
"0 Not at all Willing to take risks","2013","no migration background","(2c_voc) vocational maturity certificate","35","0.0277774369429517","0.0186270097265277","0.0369278641593757"
"0 Not at all Willing to take risks","2013","no migration background","(3a) lower tertiary education","44","0.0283866000460216","0.0202869684669976","0.0364862316250456"
"0 Not at all Willing to take risks","2013","no migration background","(3b) higher tertiary education","50","0.019632254160118","0.0141743388360338","0.0250901694842022"
"0 Not at all Willing to take risks","2013","direct migration background","(0) in school","5","","",""
"0 Not at all Willing to take risks","2013","direct migration background","(1a) inadequately completed","63","0.135428398116585","0.0997831358898481","0.171073660343323"
"0 Not at all Willing to take risks","2013","direct migration background","(1b) general elementary school","141","0.151311037319872","0.129243546747578","0.173378527892166"
"0 Not at all Willing to take risks","2013","direct migration background","(1c) basic vocational qualification","116","0.0916277998752835","0.0736747680178231","0.109580831732744"
"0 Not at all Willing to take risks","2013","direct migration background","(2b) intermediate general qualification","10","","",""
"0 Not at all Willing to take risks","2013","direct migration background","(2a) intermediate vocational","19","","",""
"0 Not at all Willing to take risks","2013","direct migration background","(2c_gen) general maturity certificate","61","0.0981818745015545","0.0733589073932443","0.123004841609865"
"0 Not at all Willing to take risks","2013","direct migration background","(2c_voc) vocational maturity certificate","64","0.0796741977505759","0.0597279545127395","0.0996204409884122"
"0 Not at all Willing to take risks","2013","direct migration background","(3a) lower tertiary education","4","","",""
"0 Not at all Willing to take risks","2013","direct migration background","(3b) higher tertiary education","54","0.0346819570940212","0.0234750667407001","0.0458888474473423"
"0 Not at all Willing to take risks","2013","indirect migration background","(0) in school","7","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(1a) inadequately completed","3","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(1b) general elementary school","23","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(1c) basic vocational qualification","27","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(2b) intermediate general qualification","5","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(2a) intermediate vocational","13","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(3a) lower tertiary education","1","","",""
"0 Not at all Willing to take risks","2013","indirect migration background","(3b) higher tertiary education","10","","",""
"1","2013","no migration background","(0) in school","5","","",""
"1","2013","no migration background","(1a) inadequately completed","12","","",""
"1","2013","no migration background","(1b) general elementary school","99","0.0880363699857657","0.0710269575653715","0.10504578240616"
"1","2013","no migration background","(1c) basic vocational qualification","302","0.0699884726765034","0.0624129651335526","0.0775639802194542"
"1","2013","no migration background","(2b) intermediate general qualification","16","","",""
"1","2013","no migration background","(2a) intermediate vocational","270","0.0588630253551124","0.0519281419897305","0.0657979087204943"
"1","2013","no migration background","(2c_gen) general maturity certificate","30","0.039784250837398","0.023972897461622","0.0555956042131741"
"1","2013","no migration background","(2c_voc) vocational maturity certificate","68","0.0431868564415138","0.0318680195767567","0.0545056933062709"
"1","2013","no migration background","(3a) lower tertiary education","64","0.0300167855494594","0.0216948178010474","0.0383387532978714"
"1","2013","no migration background","(3b) higher tertiary education","123","0.0465914464518242","0.0382998182282845","0.0548830746753639"
"1","2013","direct migration background","(0) in school","1","","",""
"1","2013","direct migration background","(1a) inadequately completed","42","0.135485976220129","0.099834324622762","0.171137627817495"
"1","2013","direct migration background","(1b) general elementary school","90","0.106060963863339","0.0870993584715453","0.125022569255132"
"1","2013","direct migration background","(1c) basic vocational qualification","68","0.0736165742756097","0.0573657480982114","0.089867400453008"
"1","2013","direct migration background","(2b) intermediate general qualification","6","","",""
"1","2013","direct migration background","(2a) intermediate vocational","18","","",""
"1","2013","direct migration background","(2c_gen) general maturity certificate","48","0.0623264210313612","0.0421594587417613","0.0824933833209612"
