"plh0204_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1","2014","direct migration background","Urban Area","237","0.068096095801444","0.0601076354940865","0.0760845561088015","1"
"1","2014","direct migration background","Rural Area","89","0.0790076665351713","0.0641485200766339","0.0938668129937087","1"
"1","2014","indirect migration background","Rural Area","16","","","","1"
"10 Very willing to take risks","2014","no migration background","Urban Area","165","0.0129033651878644","0.010923809353494","0.0148829210222348","10"
"10 Very willing to take risks","2014","no migration background","Rural Area","111","0.0182426196558686","0.0152480150854192","0.021237224226318","10"
"10 Very willing to take risks","2014","direct migration background","Urban Area","103","0.0261119269280647","0.0210549567324589","0.0311688971236706","10"
"10 Very willing to take risks","2014","indirect migration background","Urban Area","57","0.0356571887154414","0.0261421684296829","0.0451722090012","10"
"10 Very willing to take risks","2014","indirect migration background","Rural Area","16","","","","10"
"10 Very willing to take risks","2014","direct migration background","Rural Area","32","0.0464841806341673","0.0348871239591229","0.0580812373092116","10"
"2","2014","indirect migration background","Rural Area","28","","","","2"
"2","2014","no migration background","Urban Area","1202","0.0960957685387262","0.0909262539212983","0.101265283156154","2"
"2","2014","indirect migration background","Urban Area","100","0.0577480731929184","0.0457786640816866","0.0697174823041502","2"
"2","2014","no migration background","Rural Area","775","0.0924439679265832","0.0859625532698937","0.0989253825832726","2"
"2","2014","direct migration background","Urban Area","400","0.109315562307772","0.0994204816587738","0.119210642956771","2"
"2","2014","direct migration background","Rural Area","126","0.0972855666725079","0.0809614143778316","0.113609718967184","2"
"3","2014","no migration background","Urban Area","1559","0.121839522924463","0.116102092075501","0.127576953773425","3"
"3","2014","no migration background","Rural Area","947","0.123723873121849","0.116356018680124","0.131091727563574","3"
"3","2014","direct migration background","Urban Area","405","0.108506869047972","0.0986439827551999","0.118369755340745","3"
"3","2014","direct migration background","Rural Area","123","0.0901170834885365","0.0743436021008285","0.105890564876245","3"
"3","2014","indirect migration background","Urban Area","142","0.0929839856915882","0.0780824165717625","0.107885554811414","3"
"3","2014","indirect migration background","Rural Area","32","0.107715694935539","0.0739062570172733","0.141525132853804","3"
"4","2014","direct migration background","Rural Area","97","0.0951112494278419","0.0789511221798153","0.111271376675869","4"
"4","2014","direct migration background","Urban Area","252","0.0665513856237405","0.0586475087122724","0.0744552625352085","4"
"4","2014","indirect migration background","Urban Area","113","0.0813765971010238","0.0673472015427338","0.0954059926593137","4"
"4","2014","indirect migration background","Rural Area","21","","","","4"
"4","2014","no migration background","Rural Area","762","0.100679737738932","0.0939465298908114","0.107412945587052","4"
"4","2014","no migration background","Urban Area","1221","0.0977711928923646","0.0925616426905769","0.102980743094152","4"
"5","2014","direct migration background","Urban Area","650","0.159775506856031","0.148156495391601","0.171394518320461","5"
"5","2014","no migration background","Urban Area","2575","0.209006636444913","0.201874775222907","0.21613849766692","5"
"5","2014","no migration background","Rural Area","1680","0.217125945372372","0.207900324457594","0.226351566287149","5"
"5","2014","direct migration background","Rural Area","215","0.189475357153786","0.167888435411462","0.21106227889611","5"
"5","2014","indirect migration background","Urban Area","290","0.168759273750945","0.149540853960241","0.187977693541649","5"
"5","2014","indirect migration background","Rural Area","59","0.214831584860877","0.170041972218668","0.259621197503086","5"
"6","2014","direct migration background","Urban Area","390","0.103836477202418","0.0941629465161702","0.113510007888666","6"
"6","2014","indirect migration background","Rural Area","45","0.144996768329542","0.106598656474121","0.183394880184964","6"
"6","2014","no migration background","Rural Area","938","0.119572428323005","0.112312102086332","0.126832754559679","6"
"6","2014","indirect migration background","Urban Area","166","0.128616432077842","0.111438402075001","0.145794462080682","6"
"6","2014","direct migration background","Rural Area","109","0.0788033529736196","0.0639617858460067","0.0936449201012325","6"
"6","2014","no migration background","Urban Area","1599","0.125121505625264","0.119318188851283","0.130924822399245","6"
"7","2014","no migration background","Urban Area","1723","0.135505985600759","0.129502594173297","0.14150937702822","7"
"7","2014","no migration background","Rural Area","965","0.122416743887583","0.115082448957289","0.129751038817876","7"
"7","2014","direct migration background","Urban Area","493","0.129574861196622","0.118925035534613","0.14022468685863","7"
"7","2014","direct migration background","Rural Area","168","0.135864655967906","0.116990159726088","0.154739152209724","7"
"7","2014","indirect migration background","Urban Area","191","0.165227102418361","0.146170509417892","0.184283695418829","7"
"7","2014","indirect migration background","Rural Area","31","0.091400949845259","0.0599735592228545","0.122828340467663","7"
"8","2014","no migration background","Rural Area","708","0.0930904582369489","0.0865887367224493","0.0995921797514486","8"
"8","2014","direct migration background","Urban Area","373","0.0958245147751325","0.086490229108374","0.105158800441891","8"
"8","2014","indirect migration background","Urban Area","205","0.155195498584541","0.136615823498851","0.17377517367023","8"
"8","2014","indirect migration background","Rural Area","45","0.135751026703666","0.0983969653780079","0.173105088029323","8"
"8","2014","no migration background","Urban Area","1076","0.0872846390406908","0.0823338660183514","0.0922354120630302","8"
"8","2014","direct migration background","Rural Area","132","0.0911910494435731","0.0753332236415304","0.107048875245616","8"
"9","2014","no migration background","Urban Area","251","0.017294329107288","0.0150076774176734","0.0195809807969026","9"
"9","2014","indirect migration background","Rural Area","5","","","","9"
"9","2014","direct migration background","Urban Area","140","0.0287056536582","0.0234105366623221","0.0340007706540779","9"
"9","2014","direct migration background","Rural Area","30","0.0150033688479545","0.00830694392852748","0.0216997937673815","9"
"9","2014","indirect migration background","Urban Area","61","0.0435408675866342","0.03306952922053","0.0540122059527384","9"
"9","2014","no migration background","Rural Area","167","0.0211616290204637","0.0179411250788278","0.0243821329620995","9"
"0 Not at all Willing to take risks","2015","direct migration background","Urban Area","338","0.081500660017233","0.0734337710857651","0.0895675489487009","0"
"0 Not at all Willing to take risks","2015","indirect migration background","Rural Area","16","","","","0"
"0 Not at all Willing to take risks","2015","direct migration background","Rural Area","134","0.100797611534336","0.0855773383582545","0.116017884710417","0"
"0 Not at all Willing to take risks","2015","no migration background","Urban Area","441","0.0407475860515024","0.0371993044308616","0.0442958676721433","0"
"0 Not at all Willing to take risks","2015","no migration background","Rural Area","260","0.0404200807239565","0.0359198282760958","0.0449203331718172","0"
"0 Not at all Willing to take risks","2015","indirect migration background","Urban Area","55","0.0361295748393892","0.0262659284413596","0.0459932212374189","0"
"1","2015","no migration background","Urban Area","544","0.0471673682672979","0.0433625858836704","0.0509721506509254","1"
"1","2015","no migration background","Rural Area","278","0.0380364999923113","0.0336655354475798","0.0424074645370427","1"
"1","2015","direct migration background","Urban Area","276","0.0575552557479704","0.0506884220029535","0.0644220894929872","1"
"1","2015","indirect migration background","Urban Area","51","0.0241378459116794","0.0160256162930484","0.0322500755303103","1"
"1","2015","direct migration background","Rural Area","109","0.0674035741385687","0.0547283123707117","0.0800788359064258","1"
"1","2015","indirect migration background","Rural Area","14","","","","1"
"10 Very willing to take risks","2015","no migration background","Urban Area","183","0.0138482127415209","0.0117508698668518","0.0159455556161901","10"
"10 Very willing to take risks","2015","no migration background","Rural Area","112","0.0135214468844253","0.0108823634530776","0.0161605303157731","10"
"10 Very willing to take risks","2015","direct migration background","Urban Area","146","0.0293556419168851","0.0243787071522616","0.0343325766815086","10"
"10 Very willing to take risks","2015","direct migration background","Rural Area","68","0.0332401751714178","0.0241774345651456","0.0423029157776899","10"
"10 Very willing to take risks","2015","indirect migration background","Urban Area","56","0.0348755513809694","0.0251782935707754","0.0445728091911634","10"
"10 Very willing to take risks","2015","indirect migration background","Rural Area","20","","","","10"
"2","2015","direct migration background","Urban Area","502","0.109138365625051","0.0999448855067032","0.118331845743399","2"
"2","2015","direct migration background","Rural Area","170","0.0996237264172248","0.0844824665587533","0.114764986275696","2"
"2","2015","indirect migration background","Urban Area","105","0.0611832385284355","0.0485153745950788","0.0738511024617923","2"
"2","2015","indirect migration background","Rural Area","28","","","","2"
"2","2015","no migration background","Urban Area","1153","0.0911903657021566","0.0860236849387873","0.0963570464655258","2"
"2","2015","no migration background","Rural Area","671","0.0892283053880463","0.0827142147370602","0.0957423960390324","2"
"3","2015","direct migration background","Urban Area","463","0.109970651846421","0.100746495539583","0.119194808153258","3"
"3","2015","direct migration background","Rural Area","140","0.102986676378925","0.0876207563369601","0.11835259642089","3"
"3","2015","no migration background","Urban Area","1501","0.130423644315754","0.124379529366148","0.13646775926536","3"
"3","2015","no migration background","Rural Area","956","0.131781775664363","0.124052481443024","0.139511069885703","3"
"3","2015","indirect migration background","Urban Area","124","0.100267502278927","0.0843917781426917","0.116143226415163","3"
"3","2015","indirect migration background","Rural Area","31","0.125842454886849","0.0890397922910814","0.162645117482617","3"
"4","2015","indirect migration background","Rural Area","20","","","","4"
"4","2015","no migration background","Rural Area","756","0.0968468852423531","0.0900888378375049","0.103604932647201","4"
"4","2015","direct migration background","Urban Area","324","0.0829387732204135","0.0748073969162068","0.0910701495246201","4"
"4","2015","direct migration background","Rural Area","97","0.0519323303040191","0.0407145436919555","0.0631501169160826","4"
"4","2015","indirect migration background","Urban Area","105","0.0780086569092733","0.0638333795929774","0.0921839342255693","4"
"4","2015","no migration background","Urban Area","1254","0.105726838227993","0.100208244671504","0.111245431784481","4"
"5","2015","direct migration background","Urban Area","780","0.166573240918223","0.155587675155446","0.177558806681","5"
"5","2015","no migration background","Rural Area","1444","0.202595247068527","0.193410826781094","0.211779667355959","5"
"5","2015","direct migration background","Rural Area","267","0.213153051764668","0.192448801405946","0.23385730212339","5"
"5","2015","indirect migration background","Urban Area","251","0.171788714758971","0.15185149347453","0.191725936043411","5"
"5","2015","indirect migration background","Rural Area","49","0.197121154431434","0.15297809612214","0.241264212740729","5"
"5","2015","no migration background","Urban Area","2242","0.190022729296549","0.18298163954359","0.197063819049508","5"
"6","2015","no migration background","Rural Area","950","0.135513556626757","0.127692450509681","0.143334662743833","6"
"6","2015","indirect migration background","Rural Area","35","0.0908922078558542","0.0589957974565447","0.122788618255164","6"
"6","2015","indirect migration background","Urban Area","180","0.137793689108836","0.119575005057446","0.156012373160227","6"
"6","2015","no migration background","Urban Area","1512","0.126852897705629","0.120879869120159","0.1328259262911","6"
"6","2015","direct migration background","Urban Area","431","0.104003857624227","0.0950034146583","0.113004300590154","6"
"6","2015","direct migration background","Rural Area","117","0.0861704910488949","0.0719838208198534","0.100357161277936","6"
"7","2015","no migration background","Rural Area","1030","0.130657673296718","0.122956434577292","0.138358912016144","7"
"7","2015","direct migration background","Urban Area","545","0.13238699838676","0.122394552990182","0.142379443783338","7"
"7","2015","direct migration background","Rural Area","169","0.11278312933273","0.0967910267577962","0.128775231907663","7"
"7","2015","indirect migration background","Urban Area","194","0.156052293388965","0.13687048323458","0.17523410354335","7"
"7","2015","indirect migration background","Rural Area","46","0.169780222148874","0.128121026506263","0.211439417791484","7"
"7","2015","no migration background","Urban Area","1687","0.138249227229956","0.132054490051269","0.144443964408643","7"
"8","2015","no migration background","Urban Area","1105","0.0928838315703001","0.0876742576639706","0.0980934054766295","8"
"8","2015","no migration background","Rural Area","706","0.0921994163421024","0.0855885705346134","0.0988102621495913","8"
"8","2015","indirect migration background","Rural Area","39","0.103283791733181","0.0695150879472052","0.137052495519156","8"
"8","2015","direct migration background","Urban Area","460","0.096474168562064","0.087769306390024","0.105179030734104","8"
"8","2015","direct migration background","Rural Area","165","0.101778728583257","0.0864929072434656","0.117064549923049","8"
"8","2015","indirect migration background","Urban Area","186","0.14112505022077","0.122723103677902","0.159526996763639","8"
"9","2015","no migration background","Urban Area","304","0.0228872988913406","0.0202033744307185","0.0255712233519626","9"
"9","2015","direct migration background","Urban Area","154","0.0301023861347525","0.0250644866668151","0.0351402856026899","9"
"9","2015","direct migration background","Rural Area","67","0.0301305053259591","0.0214882228303421","0.0387727878215762","9"
"9","2015","indirect migration background","Rural Area","14","","","","9"
"9","2015","indirect migration background","Urban Area","68","0.058637882673784","0.0462195228148495","0.0710562425327184","9"
"9","2015","no migration background","Rural Area","194","0.0291991127704405","0.0253518874446443","0.0330463380962367","9"
"0 Not at all Willing to take risks","2016","direct migration background","Urban Area","960","0.0790392856812533","0.0724717546129784","0.0856068167495282","0"
"0 Not at all Willing to take risks","2016","indirect migration background","Rural Area","9","","","","0"
"0 Not at all Willing to take risks","2016","direct migration background","Rural Area","391","0.0804362039977979","0.0699071221044913","0.0909652858911045","0"
"0 Not at all Willing to take risks","2016","indirect migration background","Urban Area","55","0.0367104430239026","0.026314744150113","0.0471061418976922","0"
"0 Not at all Willing to take risks","2016","no migration background","Rural Area","214","0.033335226982743","0.0290776825487869","0.0375927714166992","0"
"0 Not at all Willing to take risks","2016","no migration background","Urban Area","415","0.0425763073963878","0.0388206708105665","0.0463319439822091","0"
"1","2016","direct migration background","Urban Area","373","0.0750990783979378","0.0686836599293773","0.0815144968664984","1"
"1","2016","direct migration background","Rural Area","152","0.0672047013018087","0.0575115098688985","0.0768978927347189","1"
"1","2016","indirect migration background","Urban Area","32","0.02172333262152","0.0136644556479832","0.0297822095950568","1"
"1","2016","no migration background","Rural Area","272","0.0413641294460905","0.0366412341599766","0.0460870247322044","1"
"1","2016","indirect migration background","Rural Area","9","","","","1"
"1","2016","no migration background","Urban Area","508","0.0490165964275457","0.0450004871228771","0.0530327057322143","1"
"10 Very willing to take risks","2016","indirect migration background","Urban Area","64","0.0390153793362979","0.0283111208527705","0.0497196378198252","10"
"10 Very willing to take risks","2016","indirect migration background","Rural Area","17","","","","10"
"10 Very willing to take risks","2016","no migration background","Urban Area","146","0.0119090040768592","0.00989117826882314","0.0139268298848953","10"
"10 Very willing to take risks","2016","no migration background","Rural Area","106","0.0180497730169326","0.0148922236847002","0.021207322349165","10"
"10 Very willing to take risks","2016","direct migration background","Urban Area","429","0.0279335105975172","0.0239223428368299","0.0319446783582044","10"
"10 Very willing to take risks","2016","direct migration background","Rural Area","229","0.0376649609250334","0.0302943124682341","0.0450356093818328","10"
"2","2016","no migration background","Urban Area","1061","0.0981343006982256","0.0926004322554883","0.103668169140963","2"
"2","2016","no migration background","Rural Area","681","0.100054815357245","0.0929378219939201","0.10717180872057","2"
"2","2016","indirect migration background","Rural Area","16","","","","2"
"2","2016","direct migration background","Urban Area","600","0.107217385860968","0.0996861621292692","0.114748609592667","2"
"2","2016","direct migration background","Rural Area","221","0.115667674370843","0.103285767306924","0.128049581434761","2"
"2","2016","indirect migration background","Urban Area","99","0.073778725680818","0.05932754260106","0.088229908760576","2"
"3","2016","direct migration background","Urban Area","517","0.0926112875517944","0.085554797598485","0.0996677775051037","3"
"3","2016","direct migration background","Rural Area","177","0.0924004791099467","0.0811891260711387","0.103611832148755","3"
"3","2016","indirect migration background","Rural Area","32","0.0935952361895413","0.0612761735724846","0.125914298806598","3"
"3","2016","indirect migration background","Urban Area","114","0.10201348336613","0.0852816261928433","0.118745340539416","3"
"3","2016","no migration background","Rural Area","865","0.132227655575393","0.12419362303921","0.140261688111577","3"
"3","2016","no migration background","Urban Area","1347","0.119289559632733","0.113260282179316","0.125318837086149","3"
"4","2016","no migration background","Urban Area","1096","0.102534897811033","0.0968921308345069","0.10817766478756","4"
"4","2016","no migration background","Rural Area","613","0.0862949161097951","0.0796350551740692","0.0929547770455209","4"
"4","2016","indirect migration background","Rural Area","25","","","","4"
"4","2016","direct migration background","Urban Area","386","0.0860671970534974","0.0792401005365571","0.0928942935704377","4"
"4","2016","indirect migration background","Urban Area","91","0.0705231887229862","0.0563696283330267","0.0846767491129456","4"
"4","2016","direct migration background","Rural Area","133","0.0801748900605867","0.0696614315547842","0.0906883485663891","4"
"5","2016","direct migration background","Urban Area","1074","0.146412884183641","0.137807432833155","0.155018335534127","5"
"5","2016","indirect migration background","Rural Area","46","0.143237175076281","0.104365883183574","0.182108466968987","5"
"5","2016","indirect migration background","Urban Area","197","0.138110720023986","0.119037681480321","0.157183758567651","5"
"5","2016","no migration background","Rural Area","1356","0.191140226434113","0.181814510092115","0.200465942776112","5"
"5","2016","direct migration background","Rural Area","411","0.156658382645286","0.142586494529171","0.170730270761401","5"
"5","2016","no migration background","Urban Area","2133","0.189118039797815","0.181833656703724","0.196402422891907","5"
"6","2016","no migration background","Urban Area","1457","0.128541263302606","0.122315506159304","0.134767020445908","6"
"6","2016","no migration background","Rural Area","847","0.12789996618641","0.119978822320069","0.13582111005275","6"
"6","2016","indirect migration background","Rural Area","39","0.18962947690168","0.146131852865404","0.233127100937957","6"
"6","2016","indirect migration background","Urban Area","166","0.148628548323118","0.128963676871048","0.168293419775189","6"
"6","2016","direct migration background","Urban Area","579","0.112949761213096","0.105244686622651","0.12065483580354","6"
"6","2016","direct migration background","Rural Area","200","0.0692264437390146","0.0593991979799978","0.0790536894980315","6"
"7","2016","indirect migration background","Rural Area","55","0.177512168557219","0.135113755704906","0.219910581409532","7"
"7","2016","direct migration background","Urban Area","680","0.127203590098893","0.119092742519048","0.135314437678739","7"
"7","2016","direct migration background","Rural Area","286","0.134962803517949","0.121734680511714","0.148190926524185","7"
"7","2016","indirect migration background","Urban Area","200","0.166530339149036","0.145934853687517","0.187125824610554","7"
"7","2016","no migration background","Rural Area","992","0.141944591618822","0.133667331069528","0.150221852168117","7"
"7","2016","no migration background","Urban Area","1551","0.137292121213647","0.130890320224803","0.143693922202491","7"
"8","2016","indirect migration background","Rural Area","47","0.143263772384818","0.10438947512921","0.182138069640426","8"
"8","2016","indirect migration background","Urban Area","168","0.140756368473317","0.121531089967955","0.159981646978679","8"
"8","2016","no migration background","Rural Area","718","0.104539719628249","0.0972831166359844","0.111796322620514","8"
"8","2016","direct migration background","Urban Area","663","0.103026598946594","0.0956267212099997","0.110426476683189","8"
"8","2016","direct migration background","Rural Area","259","0.106754630879658","0.0947995495145317","0.118709712244784","8"
"8","2016","no migration background","Urban Area","1091","0.0977927638763349","0.0922674876735684","0.103318040079101","8"
"9","2016","no migration background","Urban Area","297","0.0237951457668122","0.0209600864770053","0.026630205056619","9"
"9","2016","indirect migration background","Rural Area","17","","","","9"
"9","2016","direct migration background","Urban Area","222","0.042439420414808","0.0375322862533587","0.0473465545762574","9"
"9","2016","direct migration background","Rural Area","104","0.0588488294520761","0.0497376962550868","0.0679599626490653","9"
"9","2016","indirect migration background","Urban Area","71","0.062209471278889","0.0488570007392739","0.0755619418185041","9"
"9","2016","no migration background","Rural Area","165","0.023148979644206","0.01958241887314","0.0267155404152721","9"
"0 Not at all Willing to take risks","2017","direct migration background","Urban Area","1418","0.0699946250188987","0.0641378383978304","0.075851411639967","0"
"0 Not at all Willing to take risks","2017","indirect migration background","Rural Area","4","","","","0"
"0 Not at all Willing to take risks","2017","no migration background","Urban Area","395","0.0358112806993406","0.0325397513891483","0.0390828100095329","0"
"0 Not at all Willing to take risks","2017","no migration background","Rural Area","224","0.0303066778017212","0.026532629749736","0.0340807258537064","0"
"0 Not at all Willing to take risks","2017","direct migration background","Rural Area","515","0.0905399537033054","0.0797501083980637","0.101329799008547","0"
"0 Not at all Willing to take risks","2017","indirect migration background","Urban Area","54","0.0314859311632758","0.0223710759925003","0.0406007863340512","0"
"1","2017","no migration background","Urban Area","515","0.0429146894892766","0.0393465799481961","0.0464827990303571","1"
"1","2017","no migration background","Rural Area","374","0.0535943066034683","0.0486361634997798","0.0585524497071568","1"
"1","2017","direct migration background","Urban Area","380","0.0745355127964246","0.0685065052447749","0.0805645203480743","1"
"1","2017","direct migration background","Rural Area","151","0.0573057207344526","0.0485661983891527","0.0660452430797526","1"
"1","2017","indirect migration background","Urban Area","46","0.0279067951712801","0.0193097844025648","0.0365038059399953","1"
"1","2017","indirect migration background","Rural Area","16","","","","1"
"10 Very willing to take risks","2017","no migration background","Urban Area","160","0.0124236164159124","0.010473460965821","0.0143737718660039","10"
"10 Very willing to take risks","2017","no migration background","Rural Area","109","0.015448933297408","0.0127338107920669","0.0181640558027491","10"
"10 Very willing to take risks","2017","direct migration background","Urban Area","468","0.0332415449630531","0.029126411580075","0.0373566783460313","10"
"10 Very willing to take risks","2017","direct migration background","Rural Area","191","0.028916609110734","0.0226156709543147","0.0352175472671533","10"
"10 Very willing to take risks","2017","indirect migration background","Urban Area","62","0.0363273546116238","0.0265612766466896","0.046093432576558","10"
"10 Very willing to take risks","2017","indirect migration background","Rural Area","16","","","","10"
"2","2017","no migration background","Urban Area","1368","0.116337497041769","0.110692510154385","0.121982483929152","2"
"2","2017","no migration background","Rural Area","906","0.11052412446785","0.103621461236476","0.117426787699224","2"
"2","2017","indirect migration background","Urban Area","133","0.0797455580426306","0.065605677298125","0.0938854387871362","2"
"2","2017","direct migration background","Rural Area","253","0.108270178298812","0.0965866411656173","0.119953715432006","2"
"2","2017","indirect migration background","Rural Area","35","0.0944921702769585","0.0616643393320725","0.127320001221844","2"
"2","2017","direct migration background","Urban Area","642","0.116473600005427","0.109109700691512","0.123837499319343","2"
"3","2017","indirect migration background","Rural Area","32","0.122900907475678","0.0860540845729146","0.159747730378442","3"
"3","2017","direct migration background","Urban Area","559","0.111997922163647","0.10475862672693","0.119237217600364","3"
"3","2017","direct migration background","Rural Area","207","0.11222738229258","0.10035867112455","0.124096093460611","3"
"3","2017","indirect migration background","Urban Area","131","0.101361042021162","0.0856079181091881","0.117114165933135","3"
"3","2017","no migration background","Urban Area","1743","0.143475118924099","0.137303229245946","0.149647008602253","3"
"3","2017","no migration background","Rural Area","1130","0.14737712401694","0.139573172080419","0.15518107595346","3"
"4","2017","no migration background","Urban Area","1228","0.0965847835859858","0.0913841300504959","0.101785437121476","4"
"4","2017","no migration background","Rural Area","781","0.0970868914106397","0.0905687416582398","0.10360504116304","4"
"4","2017","indirect migration background","Rural Area","20","","","","4"
"4","2017","direct migration background","Rural Area","143","0.0869047496707738","0.0763126253343103","0.0974968740072373","4"
"4","2017","indirect migration background","Urban Area","106","0.0745517793518215","0.0608415852374527","0.0882619734661904","4"
"4","2017","direct migration background","Urban Area","438","0.0717774493883986","0.0658522305459977","0.0777026682307995","4"
"5","2017","direct migration background","Urban Area","1190","0.167670187280542","0.159094676901635","0.176245697659449","5"
"5","2017","indirect migration background","Rural Area","51","0.242634351048075","0.194525263924638","0.290743438171512","5"
"5","2017","indirect migration background","Urban Area","232","0.15829069067768","0.139238396133533","0.177342985221828","5"
"5","2017","direct migration background","Rural Area","472","0.182824381057955","0.168290619593781","0.197358142522129","5"
"5","2017","no migration background","Urban Area","2421","0.191830439679171","0.184898259030753","0.198762620327588","5"
"5","2017","no migration background","Rural Area","1550","0.198270748803569","0.189493382056062","0.207048115551076","5"
"6","2017","no migration background","Urban Area","1538","0.119814284240036","0.114096848091986","0.125531720388086","6"
"6","2017","direct migration background","Urban Area","618","0.0903284188704747","0.0837482226466925","0.0969086150942568","6"
"6","2017","no migration background","Rural Area","960","0.117227009088487","0.110144952087967","0.124309066089007","6"
"6","2017","indirect migration background","Rural Area","35","0.0955868528818984","0.0625893795667825","0.128584326197014","6"
"6","2017","indirect migration background","Urban Area","171","0.140206383431966","0.122083823844226","0.158328943019705","6"
"6","2017","direct migration background","Rural Area","205","0.083782511179765","0.0733646336641189","0.0942003886954112","6"
"7","2017","no migration background","Rural Area","990","0.118594931265016","0.111477194987364","0.125712667542668","7"
"7","2017","indirect migration background","Rural Area","42","0.141452398230444","0.102342605118635","0.180562191342253","7"
"7","2017","no migration background","Urban Area","1657","0.133519494004611","0.127531082951193","0.139507905058029","7"
"7","2017","indirect migration background","Urban Area","229","0.174314601440178","0.154512434356465","0.19411676852389","7"
"7","2017","direct migration background","Urban Area","757","0.121869272523633","0.114359772494429","0.129378772552837","7"
"7","2017","direct migration background","Rural Area","227","0.103557141584649","0.0921005717990405","0.115013711370257","7"
"8","2017","direct migration background","Urban Area","597","0.104267740784758","0.0972524057556501","0.111283075813867","8"
"8","2017","indirect migration background","Rural Area","38","0.0986909039872608","0.0652195244886394","0.132162283485882","8"
"8","2017","no migration background","Urban Area","1069","0.0851432304963534","0.0802294983231831","0.0900569626695236","8"
"8","2017","no migration background","Rural Area","715","0.0897185669174284","0.0834271268583377","0.0960100069765192","8"
"8","2017","direct migration background","Rural Area","253","0.115698743137767","0.103671455054533","0.127726031221001","8"
"8","2017","indirect migration background","Urban Area","190","0.138904527440825","0.120852649503353","0.156956405378296","8"
"9","2017","no migration background","Urban Area","299","0.0221455654234455","0.0195547268308005","0.0247364040160905","9"
"9","2017","indirect migration background","Rural Area","16","","","","9"
"9","2017","indirect migration background","Urban Area","56","0.0369053366475581","0.0270648266133716","0.0467458466817446","9"
"9","2017","direct migration background","Urban Area","223","0.0378437262047423","0.0334634239346289","0.0422240284748557","9"
"9","2017","no migration background","Rural Area","187","0.0218506863274727","0.018632166598536","0.0250692060564093","9"
"9","2017","direct migration background","Rural Area","100","0.0299726292292062","0.0235611581610695","0.0363841002973429","9"
"0 Not at all Willing to take risks","2018","no migration background","Rural Area","310","0.0440510964713816","0.0394335768442425","0.0486686160985207","0"
"0 Not at all Willing to take risks","2018","direct migration background","Urban Area","1474","0.0970297584235248","0.0897454231061636","0.104314093740886","0"
"0 Not at all Willing to take risks","2018","indirect migration background","Rural Area","13","","","","0"
"0 Not at all Willing to take risks","2018","no migration background","Urban Area","560","0.0517884341484196","0.0478280396389809","0.0557488286578583","0"
"0 Not at all Willing to take risks","2018","indirect migration background","Urban Area","72","0.0427406703827057","0.0321186286945575","0.0533627120708539","0"
"0 Not at all Willing to take risks","2018","direct migration background","Rural Area","495","0.0935006459976904","0.0815426712792679","0.105458620716113","0"
"1","2018","no migration background","Urban Area","708","0.0578890090508262","0.0537153350074032","0.0620626830942492","1"
"1","2018","direct migration background","Urban Area","477","0.0767207358906291","0.0701710019879736","0.0832704697932846","1"
"1","2018","direct migration background","Rural Area","169","0.064917010786102","0.0547972345227982","0.0750367870494059","1"
"1","2018","indirect migration background","Urban Area","80","0.0558068400120062","0.0437524101686056","0.0678612698554067","1"
"1","2018","indirect migration background","Rural Area","17","","","","1"
"1","2018","no migration background","Rural Area","459","0.0703152387900245","0.0645620896411569","0.0760683879388921","1"
"10 Very willing to take risks","2018","indirect migration background","Rural Area","15","","","","10"
"10 Very willing to take risks","2018","indirect migration background","Urban Area","51","0.0362339695042946","0.026420641898846","0.0460472971097433","10"
"10 Very willing to take risks","2018","no migration background","Urban Area","142","0.00954821851363587","0.00781022849088468","0.011286208536387","10"
"10 Very willing to take risks","2018","no migration background","Rural Area","82","0.00903462847599645","0.00690552172319396","0.0111637352287989","10"
"10 Very willing to take risks","2018","direct migration background","Urban Area","299","0.0352484641395281","0.0307103169890389","0.0397866112900173","10"
"10 Very willing to take risks","2018","direct migration background","Rural Area","107","0.0315918694311846","0.024407586090338","0.0387761527720313","10"
"2","2018","no migration background","Rural Area","1043","0.134361444799298","0.126687499885903","0.142035389712694","2"
"2","2018","direct migration background","Urban Area","592","0.123176643740389","0.115089019348036","0.131264268132741","2"
"2","2018","no migration background","Urban Area","1597","0.132955893486351","0.126887917865266","0.139023869107436","2"
"2","2018","indirect migration background","Urban Area","141","0.081222460047218","0.0668769568225682","0.0955679632718678","2"
"2","2018","indirect migration background","Rural Area","37","0.0994306565724388","0.0665414600332116","0.132319853111666","2"
"2","2018","direct migration background","Rural Area","253","0.154060332631044","0.139232363050975","0.168888302211112","2"
"3","2018","direct migration background","Urban Area","493","0.0948619474109313","0.0876508034631767","0.102073091358686","3"
"3","2018","direct migration background","Rural Area","214","0.0929160174461774","0.080991642641891","0.104840392250464","3"
"3","2018","indirect migration background","Rural Area","30","0.107401389244854","0.0733709477215351","0.141431830768173","3"
"3","2018","indirect migration background","Urban Area","157","0.118970457058512","0.101968953385745","0.135971960731278","3"
"3","2018","no migration background","Urban Area","1930","0.160450602735925","0.153891215973399","0.167009989498451","3"
"3","2018","no migration background","Rural Area","1133","0.151276032393459","0.143213316718106","0.159338748068811","3"
"4","2018","no migration background","Rural Area","796","0.099435177609673","0.0927016822491061","0.10616867297024","4"
"4","2018","no migration background","Urban Area","1182","0.0953955599370433","0.0901455167757262","0.10064560309836","4"
