"ple0081_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2013","no degree/no degree yet","Single parent ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2013","lower secondary degree","1-pers.-HH","","","",""
"No","2013","lower secondary degree","(Married) couple without C. ","","","",""
"No","2013","lower secondary degree","Single parent ","","","",""
"No","2013","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2013","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2013","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2013","secondary school degree","1-pers.-HH","","","",""
"No","2013","secondary school degree","(Married) couple without C. ","","","",""
"No","2013","secondary school degree","Single parent ","","","",""
"No","2013","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2013","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2013","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2013","college entrance qualification","1-pers.-HH","","","",""
"No","2013","college entrance qualification","(Married) couple without C. ","","","",""
"No","2013","college entrance qualification","Single parent ","","","",""
"No","2013","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2013","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2013","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2013","Other degree","1-pers.-HH","","","",""
"No","2013","Other degree","(Married) couple without C. ","","","",""
"No","2013","Other degree","Single parent ","","","",""
"No","2013","Other degree","Couple + C. LE 16 ","","","",""
"No","2013","Other degree","Couple + C. GT 16 ","","","",""
"No","2013","Other degree","Couple + C. LE and GT 16","","","",""
"No","2013","no degree/no degree yet","1-pers.-HH","","","",""
"No","2013","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2013","no degree/no degree yet","Single parent ","","","",""
"No","2013","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2013","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2013","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","347","0.280132794425401","0.25518847916877","0.305077109682033"
"Yes","2014","lower secondary degree","(Married) couple without C. ","558","0.217538473337251","0.201944663836849","0.233132282837652"
"Yes","2014","lower secondary degree","Single parent ","270","0.482290598588572","0.440415884788916","0.524165312388228"
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","533","0.451667953433354","0.422753937694993","0.480581969171716"
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","259","0.359980926148486","0.323770602372092","0.39619124992488"
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","173","0.371699427365506","0.324340945822361","0.419057908908651"
"Yes","2014","secondary school degree","1-pers.-HH","323","0.331909843171688","0.30149778037452","0.362321905968855"
"Yes","2014","secondary school degree","(Married) couple without C. ","551","0.261602608721962","0.243270405263655","0.27993481218027"
"Yes","2014","secondary school degree","Single parent ","356","0.454718111091605","0.420082767325739","0.489353454857471"
"Yes","2014","secondary school degree","Couple + C. LE 16 ","588","0.286205266431593","0.266321744364824","0.306088788498363"
"Yes","2014","secondary school degree","Couple + C. GT 16 ","238","0.267725847820044","0.238750152051142","0.296701543588946"
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","136","0.233315212672027","0.198254387077592","0.268376038266461"
"Yes","2014","college entrance qualification","1-pers.-HH","260","0.260923734662843","0.234170312852705","0.287677156472982"
"Yes","2014","college entrance qualification","(Married) couple without C. ","345","0.163529071164734","0.147710714827997","0.17934742750147"
"Yes","2014","college entrance qualification","Single parent ","163","0.344978258439588","0.306090235413836","0.38386628146534"
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","353","0.147712451310181","0.133035307724868","0.162389594895495"
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","124","0.153755576265607","0.128697085832756","0.178814066698458"
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","79","0.155617683997198","0.125240083502402","0.185995284491993"
"Yes","2014","Other degree","1-pers.-HH","103","0.399313590148853","0.342652087016077","0.455975093281629"
"Yes","2014","Other degree","(Married) couple without C. ","178","0.24369017614489","0.213047174831047","0.274333177458733"
"Yes","2014","Other degree","Single parent ","75","0.448606497242862","0.378256986974509","0.518956007511214"
"Yes","2014","Other degree","Couple + C. LE 16 ","338","0.268973340404544","0.243694300310114","0.294252380498973"
"Yes","2014","Other degree","Couple + C. GT 16 ","101","0.274163066065736","0.227428515055836","0.320897617075635"
"Yes","2014","Other degree","Couple + C. LE and GT 16","99","0.324012939830974","0.275329160733623","0.372696718928326"
"Yes","2014","no degree/no degree yet","1-pers.-HH","32","0.517628951788284","0.393248496367174","0.642009407209394"
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","28","","",""
"Yes","2014","no degree/no degree yet","Single parent ","57","0.396309816147591","0.326016166783753","0.466603465511429"
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","90","0.52858488190164","0.452186301490866","0.604983462312414"
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","42","0.181842958178845","0.126997853367835","0.236688062989854"
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","56","0.254648194110237","0.198344728521741","0.310951659698733"
"No","2014","lower secondary degree","1-pers.-HH","898","0.719867205574599","0.694922890317967","0.74481152083123"
"No","2014","lower secondary degree","(Married) couple without C. ","2131","0.782461526662749","0.766867717162348","0.798055336163151"
"No","2014","lower secondary degree","Single parent ","277","0.517709401411428","0.475834687611772","0.559584115211084"
"No","2014","lower secondary degree","Couple + C. LE 16 ","605","0.548332046566646","0.519418030828284","0.577246062305007"
"No","2014","lower secondary degree","Couple + C. GT 16 ","416","0.640019073851514","0.60380875007512","0.676229397627908"
"No","2014","lower secondary degree","Couple + C. LE and GT 16","227","0.628300572634494","0.580942091091349","0.675659054177639"
"No","2014","secondary school degree","1-pers.-HH","598","0.668090156828312","0.637678094031145","0.69850221962548"
"No","2014","secondary school degree","(Married) couple without C. ","1657","0.738397391278038","0.72006518781973","0.756729594736345"
"No","2014","secondary school degree","Single parent ","438","0.545281888908395","0.510646545142529","0.579917232674261"
"No","2014","secondary school degree","Couple + C. LE 16 ","1397","0.713794733568407","0.693911211501637","0.733678255635176"
"No","2014","secondary school degree","Couple + C. GT 16 ","659","0.732274152179956","0.703298456411054","0.761249847948858"
"No","2014","secondary school degree","Couple + C. LE and GT 16","423","0.766684787327973","0.731623961733539","0.801745612922408"
"No","2014","college entrance qualification","1-pers.-HH","775","0.739076265337157","0.712322843527018","0.765829687147295"
"No","2014","college entrance qualification","(Married) couple without C. ","1755","0.836470928835266","0.82065257249853","0.852289285172003"
"No","2014","college entrance qualification","Single parent ","411","0.655021741560412","0.61613371853466","0.693909764586164"
"No","2014","college entrance qualification","Couple + C. LE 16 ","1892","0.852287548689818","0.837610405104505","0.866964692275132"
"No","2014","college entrance qualification","Couple + C. GT 16 ","672","0.846244423734393","0.821185933301542","0.871302914167244"
"No","2014","college entrance qualification","Couple + C. LE and GT 16","468","0.844382316002802","0.814004715508007","0.874759916497598"
"No","2014","Other degree","1-pers.-HH","184","0.600686409851147","0.544024906718371","0.657347912983923"
"No","2014","Other degree","(Married) couple without C. ","576","0.75630982385511","0.725666822541267","0.786952825168953"
"No","2014","Other degree","Single parent ","117","0.551393502757138","0.481043992488786","0.621743013025491"
"No","2014","Other degree","Couple + C. LE 16 ","844","0.731026659595456","0.705747619501026","0.756305699689885"
"No","2014","Other degree","Couple + C. GT 16 ","249","0.725836933934265","0.679102382924366","0.772571484944164"
"No","2014","Other degree","Couple + C. LE and GT 16","256","0.675987060169026","0.627303281071674","0.724670839266377"
"No","2014","no degree/no degree yet","1-pers.-HH","30","0.482371048211716","0.357990592790606","0.606751503632826"
"No","2014","no degree/no degree yet","(Married) couple without C. ","80","0.748351621152236","0.666507755526449","0.830195486778022"
"No","2014","no degree/no degree yet","Single parent ","129","0.603690183852409","0.533396534488571","0.673983833216247"
"No","2014","no degree/no degree yet","Couple + C. LE 16 ","74","0.47141511809836","0.395016537687587","0.547813698509134"
"No","2014","no degree/no degree yet","Couple + C. GT 16 ","148","0.818157041821155","0.763311937010146","0.873002146632165"
"No","2014","no degree/no degree yet","Couple + C. LE and GT 16","174","0.745351805889763","0.689048340301267","0.801655271478259"
"Yes","2015","lower secondary degree","1-pers.-HH","","","",""
"Yes","2015","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2015","lower secondary degree","Single parent ","","","",""
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","secondary school degree","1-pers.-HH","","","",""
"Yes","2015","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2015","secondary school degree","Single parent ","","","",""
"Yes","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","","","",""
"Yes","2015","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2015","college entrance qualification","Single parent ","","","",""
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2015","Other degree","1-pers.-HH","","","",""
"Yes","2015","Other degree","(Married) couple without C. ","","","",""
"Yes","2015","Other degree","Single parent ","","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2015","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2015","no degree/no degree yet","Single parent ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2015","lower secondary degree","1-pers.-HH","","","",""
"No","2015","lower secondary degree","(Married) couple without C. ","","","",""
"No","2015","lower secondary degree","Single parent ","","","",""
"No","2015","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2015","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2015","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2015","secondary school degree","1-pers.-HH","","","",""
"No","2015","secondary school degree","(Married) couple without C. ","","","",""
"No","2015","secondary school degree","Single parent ","","","",""
"No","2015","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2015","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2015","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2015","college entrance qualification","1-pers.-HH","","","",""
"No","2015","college entrance qualification","(Married) couple without C. ","","","",""
"No","2015","college entrance qualification","Single parent ","","","",""
"No","2015","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2015","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2015","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2015","Other degree","1-pers.-HH","","","",""
"No","2015","Other degree","(Married) couple without C. ","","","",""
"No","2015","Other degree","Single parent ","","","",""
"No","2015","Other degree","Couple + C. LE 16 ","","","",""
"No","2015","Other degree","Couple + C. GT 16 ","","","",""
"No","2015","Other degree","Couple + C. LE and GT 16","","","",""
"No","2015","no degree/no degree yet","1-pers.-HH","","","",""
"No","2015","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2015","no degree/no degree yet","Single parent ","","","",""
"No","2015","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2015","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2015","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","298","0.267663883008206","0.24183823464005","0.293489531376362"
"Yes","2016","lower secondary degree","(Married) couple without C. ","475","0.223612764671979","0.206517423998368","0.24070810534559"
"Yes","2016","lower secondary degree","Single parent ","226","0.444703023941061","0.399487580308486","0.489918467573635"
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","412","0.412923800431227","0.38070316770884","0.445144433153614"
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","218","0.346326992616637","0.307869330927025","0.384784654306248"
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","145","0.359411889589994","0.307642054946069","0.411181724233919"
"Yes","2016","secondary school degree","1-pers.-HH","293","0.333280508291281","0.301993331079931","0.36456768550263"
"Yes","2016","secondary school degree","(Married) couple without C. ","501","0.239012779120844","0.220802564430916","0.257222993810771"
"Yes","2016","secondary school degree","Single parent ","275","0.414994633312863","0.377517598972076","0.45247166765365"
"Yes","2016","secondary school degree","Couple + C. LE 16 ","453","0.299900569144334","0.277015288748409","0.322785849540259"
"Yes","2016","secondary school degree","Couple + C. GT 16 ","191","0.268712801091378","0.237238306213815","0.30018729596894"
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","131","0.194781549112183","0.161562856470031","0.228000241754336"
"Yes","2016","college entrance qualification","1-pers.-HH","213","0.22791692035666","0.20144991923296","0.25438392148036"
"Yes","2016","college entrance qualification","(Married) couple without C. ","301","0.163022908426835","0.146648869659652","0.179396947194018"
"Yes","2016","college entrance qualification","Single parent ","139","0.299338680521007","0.261306083246316","0.337371277795697"
"Yes","2016","college entrance qualification","Couple + C. LE 16 ","291","0.155197912567918","0.138950682406804","0.171445142729032"
"Yes","2016","college entrance qualification","Couple + C. GT 16 ","98","0.145078281689478","0.120283424209271","0.169873139169686"
"Yes","2016","college entrance qualification","Couple + C. LE and GT 16","58","0.116447413058992","0.0892925998328222","0.143602226285163"
"Yes","2016","Other degree","1-pers.-HH","118","0.342807997383183","0.292939064339314","0.392676930427053"
"Yes","2016","Other degree","(Married) couple without C. ","206","0.224280793686976","0.195661999855836","0.252899587518116"
"Yes","2016","Other degree","Single parent ","64","0.337593997033361","0.266508154059912","0.408679840006809"
"Yes","2016","Other degree","Couple + C. LE 16 ","335","0.260232423967691","0.234994110459733","0.28547073747565"
"Yes","2016","Other degree","Couple + C. GT 16 ","83","0.276120536617069","0.225016299672512","0.327224773561626"
"Yes","2016","Other degree","Couple + C. LE and GT 16","90","0.261409811114522","0.212177515501473","0.310642106727571"
"Yes","2016","no degree/no degree yet","1-pers.-HH","29","","",""
"Yes","2016","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Yes","2016","no degree/no degree yet","Single parent ","50","0.436125842153172","0.353086325289818","0.519165359016525"
"Yes","2016","no degree/no degree yet","Couple + C. LE 16 ","83","0.471557861236309","0.392199532615582","0.550916189857036"
"Yes","2016","no degree/no degree yet","Couple + C. GT 16 ","30","0.17855084367641","0.116850365389435","0.240251321963384"
"Yes","2016","no degree/no degree yet","Couple + C. LE and GT 16","42","0.241516154404588","0.182926974279274","0.300105334529902"
"No","2016","lower secondary degree","1-pers.-HH","831","0.732336116991794","0.706510468623638","0.75816176535995"
"No","2016","lower secondary degree","(Married) couple without C. ","1807","0.776387235328021","0.759291894654409","0.793482576001632"
"No","2016","lower secondary degree","Single parent ","238","0.555296976058939","0.510081532426365","0.600512419691514"
"No","2016","lower secondary degree","Couple + C. LE 16 ","485","0.587076199568773","0.554855566846386","0.61929683229116"
"No","2016","lower secondary degree","Couple + C. GT 16 ","370","0.653673007383363","0.615215345693752","0.692130669072975"
"No","2016","lower secondary degree","Couple + C. LE and GT 16","185","0.640588110410006","0.58881827576608","0.692357945053931"
"No","2016","secondary school degree","1-pers.-HH","579","0.666719491708719","0.63543231449737","0.698006668920069"
"No","2016","secondary school degree","(Married) couple without C. ","1606","0.760987220879156","0.742777006189228","0.779197435569083"
"No","2016","secondary school degree","Single parent ","389","0.585005366687137","0.54752833234635","0.622482401027924"
"No","2016","secondary school degree","Couple + C. LE 16 ","1087","0.700099430855666","0.677214150459741","0.722984711251591"
"No","2016","secondary school degree","Couple + C. GT 16 ","571","0.731287198908622","0.69981270403106","0.762761693786185"
"No","2016","secondary school degree","Couple + C. LE and GT 16","415","0.805218450887817","0.771999758245664","0.838437143529969"
"No","2016","college entrance qualification","1-pers.-HH","752","0.77208307964334","0.745616078519641","0.79855008076704"
"No","2016","college entrance qualification","(Married) couple without C. ","1654","0.836977091573165","0.820603052805982","0.853351130340348"
"No","2016","college entrance qualification","Single parent ","418","0.700661319478993","0.662628722204303","0.738693916753684"
"No","2016","college entrance qualification","Couple + C. LE 16 ","1617","0.844802087432082","0.828554857270968","0.861049317593196"
"No","2016","college entrance qualification","Couple + C. GT 16 ","677","0.854921718310522","0.830126860830314","0.87971657579073"
"No","2016","college entrance qualification","Couple + C. LE and GT 16","478","0.883552586941008","0.856397773714837","0.910707400167178"
"No","2016","Other degree","1-pers.-HH","230","0.657192002616817","0.607323069572947","0.707060935660686"
"No","2016","Other degree","(Married) couple without C. ","610","0.775719206313024","0.747100412481884","0.804338000144164"
"No","2016","Other degree","Single parent ","106","0.662406002966639","0.591320159993191","0.733491845940088"
"No","2016","Other degree","Couple + C. LE 16 ","826","0.739767576032309","0.71452926252435","0.765005889540267"
"No","2016","Other degree","Couple + C. GT 16 ","211","0.723879463382931","0.672775226438374","0.774983700327488"
"No","2016","Other degree","Couple + C. LE and GT 16","216","0.738590188885478","0.689357893272429","0.787822484498527"
"No","2016","no degree/no degree yet","1-pers.-HH","21","","",""
"No","2016","no degree/no degree yet","(Married) couple without C. ","52","0.725259802903644","0.622861073572065","0.827658532235223"
"No","2016","no degree/no degree yet","Single parent ","87","0.563874157846828","0.480834640983475","0.646913674710182"
"No","2016","no degree/no degree yet","Couple + C. LE 16 ","69","0.528442138763691","0.449083810142964","0.607800467384418"
"No","2016","no degree/no degree yet","Couple + C. GT 16 ","118","0.82144915632359","0.759748678036615","0.883149634610565"
"No","2016","no degree/no degree yet","Couple + C. LE and GT 16","163","0.758483845595412","0.699894665470098","0.817073025720726"
"Yes","2017","lower secondary degree","1-pers.-HH","","","",""
"Yes","2017","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2017","lower secondary degree","Single parent ","","","",""
"Yes","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","secondary school degree","1-pers.-HH","","","",""
"Yes","2017","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2017","secondary school degree","Single parent ","","","",""
"Yes","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","college entrance qualification","1-pers.-HH","","","",""
"Yes","2017","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2017","college entrance qualification","Single parent ","","","",""
"Yes","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2017","Other degree","1-pers.-HH","","","",""
"Yes","2017","Other degree","(Married) couple without C. ","","","",""
"Yes","2017","Other degree","Single parent ","","","",""
"Yes","2017","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2017","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2017","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2017","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2017","no degree/no degree yet","Single parent ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2017","lower secondary degree","1-pers.-HH","","","",""
"No","2017","lower secondary degree","(Married) couple without C. ","","","",""
"No","2017","lower secondary degree","Single parent ","","","",""
"No","2017","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2017","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2017","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2017","secondary school degree","1-pers.-HH","","","",""
"No","2017","secondary school degree","(Married) couple without C. ","","","",""
"No","2017","secondary school degree","Single parent ","","","",""
"No","2017","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2017","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2017","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2017","college entrance qualification","1-pers.-HH","","","",""
"No","2017","college entrance qualification","(Married) couple without C. ","","","",""
"No","2017","college entrance qualification","Single parent ","","","",""
"No","2017","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2017","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2017","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2017","Other degree","1-pers.-HH","","","",""
"No","2017","Other degree","(Married) couple without C. ","","","",""
"No","2017","Other degree","Single parent ","","","",""
"No","2017","Other degree","Couple + C. LE 16 ","","","",""
"No","2017","Other degree","Couple + C. GT 16 ","","","",""
"No","2017","Other degree","Couple + C. LE and GT 16","","","",""
"No","2017","no degree/no degree yet","1-pers.-HH","","","",""
"No","2017","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2017","no degree/no degree yet","Single parent ","","","",""
"No","2017","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2017","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2017","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2018","lower secondary degree","1-pers.-HH","355","0.26669360053233","0.241620203757553","0.291766997307106"
"Yes","2018","lower secondary degree","(Married) couple without C. ","487","0.225775962659702","0.208519689985739","0.243032235333665"
"Yes","2018","lower secondary degree","Single parent ","230","0.475534321147603","0.429847470846451","0.521221171448754"
"Yes","2018","lower secondary degree","Couple + C. LE 16 ","337","0.450741809570488","0.414672187211967","0.486811431929009"
"Yes","2018","lower secondary degree","Couple + C. GT 16 ","212","0.32131494637819","0.283408469661605","0.359221423094776"
"Yes","2018","lower secondary degree","Couple + C. LE and GT 16","137","0.367345602644197","0.314443438620081","0.420247766668313"
"Yes","2018","secondary school degree","1-pers.-HH","351","0.296280393547885","0.269148198819912","0.323412588275857"
"Yes","2018","secondary school degree","(Married) couple without C. ","543","0.227741162399866","0.211032464071171","0.24444986072856"
"Yes","2018","secondary school degree","Single parent ","263","0.424407802610689","0.38675752132333","0.462058083898049"
"Yes","2018","secondary school degree","Couple + C. LE 16 ","424","0.289509195447684","0.26651925180474","0.312499139090628"
"Yes","2018","secondary school degree","Couple + C. GT 16 ","201","0.256315655278754","0.226649018530257","0.285982292027252"
"Yes","2018","secondary school degree","Couple + C. LE and GT 16","152","0.224877481664393","0.191045431236074","0.258709532092712"
"Yes","2018","college entrance qualification","1-pers.-HH","281","0.224471522887219","0.201239237224953","0.247703808549486"
"Yes","2018","college entrance qualification","(Married) couple without C. ","316","0.147398413680745","0.132631873355412","0.162164954006078"
"Yes","2018","college entrance qualification","Single parent ","151","0.283312653895783","0.247287262367825","0.319338045423742"
"Yes","2018","college entrance qualification","Couple + C. LE 16 ","280","0.146314589246681","0.130543026679593","0.162086151813769"
"Yes","2018","college entrance qualification","Couple + C. GT 16 ","130","0.155300150109774","0.13155819508894","0.179042105130607"
"Yes","2018","college entrance qualification","Couple + C. LE and GT 16","69","0.122696640068494","0.0971782977064408","0.148214982430548"
"Yes","2018","Other degree","1-pers.-HH","123","0.37069227181007","0.320868937466882","0.420515606153257"
"Yes","2018","Other degree","(Married) couple without C. ","168","0.19296096655804","0.164699858518766","0.221222074597315"
"Yes","2018","Other degree","Single parent ","66","0.381557516338691","0.306984114786979","0.456130917890403"
"Yes","2018","Other degree","Couple + C. LE 16 ","255","0.23909774204893","0.212059944072445","0.266135540025415"
"Yes","2018","Other degree","Couple + C. GT 16 ","97","0.368921140806713","0.31494678214407","0.422895499469356"
"Yes","2018","Other degree","Couple + C. LE and GT 16","77","0.200728692691906","0.153301802458941","0.248155582924871"
"Yes","2018","no degree/no degree yet","1-pers.-HH","44","0.636000474550591","0.525626726742605","0.746374222358577"
"Yes","2018","no degree/no degree yet","(Married) couple without C. ","32","0.357683647896058","0.263265706769659","0.452101589022458"
"Yes","2018","no degree/no degree yet","Single parent ","48","0.34037254219623","0.264796135527943","0.415948948864516"
"Yes","2018","no degree/no degree yet","Couple + C. LE 16 ","72","0.478564244288304","0.397534924927558","0.559593563649049"
"Yes","2018","no degree/no degree yet","Couple + C. GT 16 ","33","0.160059051113926","0.103770666530807","0.216347435697045"
"Yes","2018","no degree/no degree yet","Couple + C. LE and GT 16","50","0.283127550611165","0.221902601268794","0.344352499953536"
"No","2018","lower secondary degree","1-pers.-HH","840","0.73330639946767","0.708233002692894","0.758379796242446"
"No","2018","lower secondary degree","(Married) couple without C. ","1768","0.774224037340298","0.756967764666335","0.791480310014261"
"No","2018","lower secondary degree","Single parent ","229","0.524465678852397","0.478778828551246","0.570152529153549"
"No","2018","lower secondary degree","Couple + C. LE 16 ","394","0.549258190429512","0.513188568070991","0.585327812788033"
"No","2018","lower secondary degree","Couple + C. GT 16 ","371","0.67868505362181","0.640778576905224","0.716591530338395"
"No","2018","lower secondary degree","Couple + C. LE and GT 16","182","0.632654397355803","0.579752233331688","0.685556561379919"
"No","2018","secondary school degree","1-pers.-HH","737","0.703719606452115","0.676587411724143","0.730851801180088"
"No","2018","secondary school degree","(Married) couple without C. ","1877","0.772258837600134","0.75555013927144","0.788967535928829"
"No","2018","secondary school degree","Single parent ","399","0.575592197389311","0.537941916101951","0.61324247867667"
"No","2018","secondary school degree","Couple + C. LE 16 ","1071","0.710490804552316","0.687500860909372","0.73348074819526"
"No","2018","secondary school degree","Couple + C. GT 16 ","631","0.743684344721246","0.714017707972748","0.773350981469743"
"No","2018","secondary school degree","Couple + C. LE and GT 16","433","0.775122518335607","0.741290467907288","0.808954568763926"
"No","2018","college entrance qualification","1-pers.-HH","958","0.775528477112781","0.752296191450514","0.798760762775047"
"No","2018","college entrance qualification","(Married) couple without C. ","1898","0.852601586319255","0.837835045993922","0.867368126644588"
"No","2018","college entrance qualification","Single parent ","450","0.716687346104217","0.680661954576258","0.752712737632175"
"No","2018","college entrance qualification","Couple + C. LE 16 ","1649","0.853685410753319","0.837913848186231","0.869456973320407"
"No","2018","college entrance qualification","Couple + C. GT 16 ","764","0.844699849890226","0.820957894869393","0.86844180491106"
"No","2018","college entrance qualification","Couple + C. LE and GT 16","566","0.877303359931506","0.851785017569452","0.902821702293559"
"No","2018","Other degree","1-pers.-HH","238","0.62930772818993","0.579484393846743","0.679131062533118"
"No","2018","Other degree","(Married) couple without C. ","581","0.80703903344196","0.778777925402685","0.835300141481234"
"No","2018","Other degree","Single parent ","97","0.618442483661309","0.543869082109597","0.693015885213021"
"No","2018","Other degree","Couple + C. LE 16 ","701","0.76090225795107","0.733864459974585","0.787940055927555"
"No","2018","Other degree","Couple + C. GT 16 ","210","0.631078859193287","0.577104500530644","0.685053217855931"
"No","2018","Other degree","Couple + C. LE and GT 16","197","0.799271307308094","0.751844417075129","0.846698197541059"
"No","2018","no degree/no degree yet","1-pers.-HH","29","","",""
"No","2018","no degree/no degree yet","(Married) couple without C. ","67","0.642316352103942","0.547898410977542","0.736734293230341"
