"ple0081_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2010","Couple + C. GT 16 ","higher education","447","0.843844092607496","0.813026777230021","0.874661407984971"
"No","2010","Couple + C. LE and GT 16","in school","93","0.91099619211048","0.856005136901323","0.965987247319637"
"No","2010","Couple + C. LE and GT 16","inadequately","3","","",""
"No","2010","Couple + C. LE and GT 16","general elemantary","85","0.724954289484781","0.646674286310167","0.803234292659395"
"No","2010","Couple + C. LE and GT 16","middle vocational","305","0.695155093879534","0.65252763835012","0.737782549408948"
"No","2010","Couple + C. LE and GT 16","vocational + Abi","43","0.824875163563558","0.727060924816968","0.922689402310148"
"No","2010","Couple + C. LE and GT 16","higher vocational","67","0.818389632765602","0.735450512839403","0.901328752691801"
"No","2010","Couple + C. LE and GT 16","higher education","145","0.918563037249592","0.877205114573601","0.959920959925583"
"Yes","2011","1-pers.-HH","in school","","","",""
"Yes","2011","1-pers.-HH","inadequately","","","",""
"Yes","2011","1-pers.-HH","general elemantary","","","",""
"Yes","2011","1-pers.-HH","middle vocational","","","",""
"Yes","2011","1-pers.-HH","vocational + Abi","","","",""
"Yes","2011","1-pers.-HH","higher vocational","","","",""
"Yes","2011","1-pers.-HH","higher education","","","",""
"Yes","2011","(Married) couple without C. ","in school","","","",""
"Yes","2011","(Married) couple without C. ","inadequately","","","",""
"Yes","2011","(Married) couple without C. ","general elemantary","","","",""
"Yes","2011","(Married) couple without C. ","middle vocational","","","",""
"Yes","2011","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2011","(Married) couple without C. ","higher vocational","","","",""
"Yes","2011","(Married) couple without C. ","higher education","","","",""
"Yes","2011","Single parent ","in school","","","",""
"Yes","2011","Single parent ","inadequately","","","",""
"Yes","2011","Single parent ","general elemantary","","","",""
"Yes","2011","Single parent ","middle vocational","","","",""
"Yes","2011","Single parent ","vocational + Abi","","","",""
"Yes","2011","Single parent ","higher vocational","","","",""
"Yes","2011","Single parent ","higher education","","","",""
"Yes","2011","Couple + C. LE 16 ","in school","","","",""
"Yes","2011","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2011","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2011","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2011","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2011","Couple + C. LE 16 ","higher education","","","",""
"Yes","2011","Couple + C. GT 16 ","in school","","","",""
"Yes","2011","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2011","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2011","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2011","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2011","Couple + C. GT 16 ","higher education","","","",""
"Yes","2011","Couple + C. LE and GT 16","in school","","","",""
"Yes","2011","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2011","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2011","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2011","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2011","Couple + C. LE and GT 16","higher education","","","",""
"No","2011","1-pers.-HH","in school","","","",""
"No","2011","1-pers.-HH","inadequately","","","",""
"No","2011","1-pers.-HH","general elemantary","","","",""
"No","2011","1-pers.-HH","middle vocational","","","",""
"No","2011","1-pers.-HH","vocational + Abi","","","",""
"No","2011","1-pers.-HH","higher vocational","","","",""
"No","2011","1-pers.-HH","higher education","","","",""
"No","2011","(Married) couple without C. ","in school","","","",""
"No","2011","(Married) couple without C. ","inadequately","","","",""
"No","2011","(Married) couple without C. ","general elemantary","","","",""
"No","2011","(Married) couple without C. ","middle vocational","","","",""
"No","2011","(Married) couple without C. ","vocational + Abi","","","",""
"No","2011","(Married) couple without C. ","higher vocational","","","",""
"No","2011","(Married) couple without C. ","higher education","","","",""
"No","2011","Single parent ","in school","","","",""
"No","2011","Single parent ","inadequately","","","",""
"No","2011","Single parent ","general elemantary","","","",""
"No","2011","Single parent ","middle vocational","","","",""
"No","2011","Single parent ","vocational + Abi","","","",""
"No","2011","Single parent ","higher vocational","","","",""
"No","2011","Single parent ","higher education","","","",""
"No","2011","Couple + C. LE 16 ","in school","","","",""
"No","2011","Couple + C. LE 16 ","inadequately","","","",""
"No","2011","Couple + C. LE 16 ","general elemantary","","","",""
"No","2011","Couple + C. LE 16 ","middle vocational","","","",""
"No","2011","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2011","Couple + C. LE 16 ","higher vocational","","","",""
"No","2011","Couple + C. LE 16 ","higher education","","","",""
"No","2011","Couple + C. GT 16 ","in school","","","",""
"No","2011","Couple + C. GT 16 ","inadequately","","","",""
"No","2011","Couple + C. GT 16 ","general elemantary","","","",""
"No","2011","Couple + C. GT 16 ","middle vocational","","","",""
"No","2011","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2011","Couple + C. GT 16 ","higher vocational","","","",""
"No","2011","Couple + C. GT 16 ","higher education","","","",""
"No","2011","Couple + C. LE and GT 16","in school","","","",""
"No","2011","Couple + C. LE and GT 16","inadequately","","","",""
"No","2011","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2011","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2011","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2011","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2011","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2012","1-pers.-HH","in school","3","","",""
"Yes","2012","1-pers.-HH","inadequately","25","","",""
"Yes","2012","1-pers.-HH","general elemantary","123","0.278254818209638","0.237996288680595","0.318513347738681"
"Yes","2012","1-pers.-HH","middle vocational","607","0.327729438866535","0.306460737597707","0.348998140135363"
"Yes","2012","1-pers.-HH","vocational + Abi","79","0.364611904339431","0.299667487378113","0.429556321300748"
"Yes","2012","1-pers.-HH","higher vocational","63","0.271738333112157","0.212412971461278","0.331063694763037"
"Yes","2012","1-pers.-HH","higher education","173","0.209107576063361","0.181101699315642","0.237113452811079"
"Yes","2012","(Married) couple without C. ","in school","1","","",""
"Yes","2012","(Married) couple without C. ","inadequately","21","","",""
"Yes","2012","(Married) couple without C. ","general elemantary","133","0.219230518336989","0.188538015843336","0.249923020830641"
"Yes","2012","(Married) couple without C. ","middle vocational","994","0.246363422440314","0.233364435315941","0.259362409564687"
"Yes","2012","(Married) couple without C. ","vocational + Abi","77","0.181304183267852","0.143310207514067","0.219298159021637"
"Yes","2012","(Married) couple without C. ","higher vocational","118","0.189239858182224","0.15896409451286","0.219515621851587"
"Yes","2012","(Married) couple without C. ","higher education","303","0.152252497236089","0.136790728012186","0.167714266459992"
"Yes","2012","Single parent ","in school","13","","",""
"Yes","2012","Single parent ","inadequately","14","","",""
"Yes","2012","Single parent ","general elemantary","101","0.36445871767005","0.300717245755922","0.428200189584179"
"Yes","2012","Single parent ","middle vocational","243","0.423410512210139","0.382041801115381","0.464779223304896"
"Yes","2012","Single parent ","vocational + Abi","31","0.480744525478854","0.365338214582822","0.596150836374886"
"Yes","2012","Single parent ","higher vocational","16","","",""
"Yes","2012","Single parent ","higher education","53","0.26178536319731","0.198945797805396","0.324624928589224"
"Yes","2012","Couple + C. LE 16 ","in school","","","",""
"Yes","2012","Couple + C. LE 16 ","inadequately","22","","",""
"Yes","2012","Couple + C. LE 16 ","general elemantary","93","0.495932018574571","0.42388469422879","0.567979342920351"
"Yes","2012","Couple + C. LE 16 ","middle vocational","515","0.352895354583471","0.328349529614523","0.377441179552419"
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","63","0.225905222147106","0.176480760424967","0.275329683869245"
"Yes","2012","Couple + C. LE 16 ","higher vocational","68","0.21316630115682","0.163857334122631","0.262475268191009"
"Yes","2012","Couple + C. LE 16 ","higher education","114","0.160143276198011","0.135148325037173","0.185138227358849"
"Yes","2012","Couple + C. GT 16 ","in school","17","","",""
"Yes","2012","Couple + C. GT 16 ","inadequately","10","","",""
"Yes","2012","Couple + C. GT 16 ","general elemantary","84","0.277054752814135","0.225186624052032","0.328922881576238"
"Yes","2012","Couple + C. GT 16 ","middle vocational","442","0.303326411144147","0.280262093484511","0.326390728803784"
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","36","0.236986706094838","0.171505204722327","0.302468207467349"
"Yes","2012","Couple + C. GT 16 ","higher vocational","56","0.337702894345679","0.271324826706271","0.404080961985087"
"Yes","2012","Couple + C. GT 16 ","higher education","90","0.163168513227557","0.132173704960711","0.194163321494402"
"Yes","2012","Couple + C. LE and GT 16","in school","11","","",""
"Yes","2012","Couple + C. LE and GT 16","inadequately","4","","",""
"Yes","2012","Couple + C. LE and GT 16","general elemantary","63","0.348055451772839","0.277679982069034","0.418430921476644"
"Yes","2012","Couple + C. LE and GT 16","middle vocational","138","0.314073028930414","0.272155864248698","0.35599019361213"
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","14","","",""
"Yes","2012","Couple + C. LE and GT 16","higher vocational","18","","",""
"Yes","2012","Couple + C. LE and GT 16","higher education","19","","",""
"No","2012","1-pers.-HH","in school","","","",""
"No","2012","1-pers.-HH","inadequately","22","","",""
"No","2012","1-pers.-HH","general elemantary","353","0.721745181790362","0.681486652261319","0.762003711319405"
"No","2012","1-pers.-HH","middle vocational","1264","0.672270561133465","0.651001859864637","0.693539262402293"
"No","2012","1-pers.-HH","vocational + Abi","132","0.635388095660569","0.570443678699252","0.700332512621887"
"No","2012","1-pers.-HH","higher vocational","153","0.728261666887843","0.668936305236963","0.787587028538723"
"No","2012","1-pers.-HH","higher education","637","0.790892423936639","0.762886547188921","0.818898300684358"
"No","2012","(Married) couple without C. ","in school","3","","",""
"No","2012","(Married) couple without C. ","inadequately","41","0.662388309418386","0.544677237634724","0.780099381202048"
"No","2012","(Married) couple without C. ","general elemantary","565","0.780769481663011","0.750076979169359","0.811461984156664"
"No","2012","(Married) couple without C. ","middle vocational","3227","0.753636577559686","0.740637590435313","0.766635564684059"
"No","2012","(Married) couple without C. ","vocational + Abi","318","0.818695816732148","0.780701840978363","0.856689792485933"
"No","2012","(Married) couple without C. ","higher vocational","525","0.810760141817776","0.780484378148413","0.84103590548714"
"No","2012","(Married) couple without C. ","higher education","1771","0.847747502763911","0.832285733540008","0.863209271987814"
"No","2012","Single parent ","in school","46","0.743360801220358","0.631909945156399","0.854811657284318"
"No","2012","Single parent ","inadequately","15","","",""
"No","2012","Single parent ","general elemantary","118","0.63554128232995","0.571799810415821","0.699282754244078"
"No","2012","Single parent ","middle vocational","305","0.576589487789861","0.535220776695104","0.617958198884619"
"No","2012","Single parent ","vocational + Abi","41","0.519255474521146","0.403849163625114","0.634661785417178"
"No","2012","Single parent ","higher vocational","26","","",""
"No","2012","Single parent ","higher education","135","0.73821463680269","0.675375071410776","0.801054202194604"
"No","2012","Couple + C. LE 16 ","in school","","","",""
"No","2012","Couple + C. LE 16 ","inadequately","16","","",""
"No","2012","Couple + C. LE 16 ","general elemantary","92","0.504067981425429","0.432020657079649","0.57611530577121"
"No","2012","Couple + C. LE 16 ","middle vocational","941","0.647104645416529","0.622558820447581","0.671650470385477"
"No","2012","Couple + C. LE 16 ","vocational + Abi","212","0.774094777852894","0.724670316130755","0.823519239575033"
"No","2012","Couple + C. LE 16 ","higher vocational","197","0.78683369884318","0.737524731808991","0.836142665877369"
"No","2012","Couple + C. LE 16 ","higher education","713","0.839856723801989","0.814861772641151","0.864851674962827"
"No","2012","Couple + C. GT 16 ","in school","111","0.864252740286446","0.804915270375043","0.923590210197849"
"No","2012","Couple + C. GT 16 ","inadequately","14","","",""
"No","2012","Couple + C. GT 16 ","general elemantary","202","0.722945247185865","0.671077118423762","0.774813375947968"
"No","2012","Couple + C. GT 16 ","middle vocational","1084","0.696673588855853","0.673609271196216","0.719737906515489"
"No","2012","Couple + C. GT 16 ","vocational + Abi","126","0.763013293905162","0.697531792532651","0.828494795277673"
"No","2012","Couple + C. GT 16 ","higher vocational","139","0.662297105654321","0.595919038014913","0.728675173293729"
"No","2012","Couple + C. GT 16 ","higher education","456","0.836831486772443","0.805836678505598","0.867826295039289"
"No","2012","Couple + C. LE and GT 16","in school","76","0.865806794628146","0.794181862586715","0.937431726669576"
"No","2012","Couple + C. LE and GT 16","inadequately","11","","",""
"No","2012","Couple + C. LE and GT 16","general elemantary","113","0.651944548227161","0.581569078523356","0.722320017930966"
"No","2012","Couple + C. LE and GT 16","middle vocational","333","0.685926971069586","0.64400980638787","0.727844135751302"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","66","0.656984528845303","0.552959577068751","0.761009480621855"
"No","2012","Couple + C. LE and GT 16","higher vocational","45","0.795463456086585","0.695860233631114","0.895066678542056"
"No","2012","Couple + C. LE and GT 16","higher education","142","0.86499143024722","0.812205069233423","0.917777791261016"
"Yes","2013","1-pers.-HH","in school","","","",""
"Yes","2013","1-pers.-HH","inadequately","","","",""
"Yes","2013","1-pers.-HH","general elemantary","","","",""
"Yes","2013","1-pers.-HH","middle vocational","","","",""
"Yes","2013","1-pers.-HH","vocational + Abi","","","",""
"Yes","2013","1-pers.-HH","higher vocational","","","",""
"Yes","2013","1-pers.-HH","higher education","","","",""
"Yes","2013","(Married) couple without C. ","in school","","","",""
"Yes","2013","(Married) couple without C. ","inadequately","","","",""
"Yes","2013","(Married) couple without C. ","general elemantary","","","",""
"Yes","2013","(Married) couple without C. ","middle vocational","","","",""
"Yes","2013","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2013","(Married) couple without C. ","higher vocational","","","",""
"Yes","2013","(Married) couple without C. ","higher education","","","",""
"Yes","2013","Single parent ","in school","","","",""
"Yes","2013","Single parent ","inadequately","","","",""
"Yes","2013","Single parent ","general elemantary","","","",""
"Yes","2013","Single parent ","middle vocational","","","",""
"Yes","2013","Single parent ","vocational + Abi","","","",""
"Yes","2013","Single parent ","higher vocational","","","",""
"Yes","2013","Single parent ","higher education","","","",""
"Yes","2013","Couple + C. LE 16 ","in school","","","",""
"Yes","2013","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2013","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2013","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2013","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2013","Couple + C. LE 16 ","higher education","","","",""
"Yes","2013","Couple + C. GT 16 ","in school","","","",""
"Yes","2013","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2013","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2013","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2013","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2013","Couple + C. GT 16 ","higher education","","","",""
"Yes","2013","Couple + C. LE and GT 16","in school","","","",""
"Yes","2013","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2013","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2013","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2013","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2013","Couple + C. LE and GT 16","higher education","","","",""
"No","2013","1-pers.-HH","in school","","","",""
"No","2013","1-pers.-HH","inadequately","","","",""
"No","2013","1-pers.-HH","general elemantary","","","",""
"No","2013","1-pers.-HH","middle vocational","","","",""
"No","2013","1-pers.-HH","vocational + Abi","","","",""
"No","2013","1-pers.-HH","higher vocational","","","",""
"No","2013","1-pers.-HH","higher education","","","",""
"No","2013","(Married) couple without C. ","in school","","","",""
"No","2013","(Married) couple without C. ","inadequately","","","",""
"No","2013","(Married) couple without C. ","general elemantary","","","",""
"No","2013","(Married) couple without C. ","middle vocational","","","",""
"No","2013","(Married) couple without C. ","vocational + Abi","","","",""
"No","2013","(Married) couple without C. ","higher vocational","","","",""
"No","2013","(Married) couple without C. ","higher education","","","",""
"No","2013","Single parent ","in school","","","",""
"No","2013","Single parent ","inadequately","","","",""
"No","2013","Single parent ","general elemantary","","","",""
"No","2013","Single parent ","middle vocational","","","",""
"No","2013","Single parent ","vocational + Abi","","","",""
"No","2013","Single parent ","higher vocational","","","",""
"No","2013","Single parent ","higher education","","","",""
"No","2013","Couple + C. LE 16 ","in school","","","",""
"No","2013","Couple + C. LE 16 ","inadequately","","","",""
"No","2013","Couple + C. LE 16 ","general elemantary","","","",""
"No","2013","Couple + C. LE 16 ","middle vocational","","","",""
"No","2013","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2013","Couple + C. LE 16 ","higher vocational","","","",""
"No","2013","Couple + C. LE 16 ","higher education","","","",""
"No","2013","Couple + C. GT 16 ","in school","","","",""
"No","2013","Couple + C. GT 16 ","inadequately","","","",""
"No","2013","Couple + C. GT 16 ","general elemantary","","","",""
"No","2013","Couple + C. GT 16 ","middle vocational","","","",""
"No","2013","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2013","Couple + C. GT 16 ","higher vocational","","","",""
"No","2013","Couple + C. GT 16 ","higher education","","","",""
"No","2013","Couple + C. LE and GT 16","in school","","","",""
"No","2013","Couple + C. LE and GT 16","inadequately","","","",""
"No","2013","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2013","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2013","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2013","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2013","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2014","1-pers.-HH","in school","1","","",""
"Yes","2014","1-pers.-HH","inadequately","24","","",""
"Yes","2014","1-pers.-HH","general elemantary","158","0.337880380219175","0.29484369472981","0.38091706570854"
"Yes","2014","1-pers.-HH","middle vocational","585","0.31483172270641","0.293429115845161","0.336234329567658"
"Yes","2014","1-pers.-HH","vocational + Abi","77","0.362702159378153","0.300296071029648","0.425108247726659"
"Yes","2014","1-pers.-HH","higher vocational","57","0.2811038454262","0.218169672524008","0.344038018328393"
"Yes","2014","1-pers.-HH","higher education","180","0.213658607800926","0.186374842316759","0.240942373285093"
"Yes","2014","(Married) couple without C. ","in school","4","","",""
"Yes","2014","(Married) couple without C. ","inadequately","22","","",""
"Yes","2014","(Married) couple without C. ","general elemantary","151","0.238110897373514","0.205859673014616","0.270362121732412"
"Yes","2014","(Married) couple without C. ","middle vocational","980","0.249577532033444","0.236217812246756","0.262937251820131"
"Yes","2014","(Married) couple without C. ","vocational + Abi","124","0.227839451609862","0.188999618808565","0.266679284411159"
"Yes","2014","(Married) couple without C. ","higher vocational","92","0.166981022136897","0.136496796039443","0.197465248234352"
"Yes","2014","(Married) couple without C. ","higher education","306","0.151168993598095","0.135970768866913","0.166367218329278"
"Yes","2014","Single parent ","in school","17","","",""
"Yes","2014","Single parent ","inadequately","38","0.628746643096588","0.512186745406737","0.74530654078644"
"Yes","2014","Single parent ","general elemantary","191","0.486099371202445","0.435846787352605","0.536351955052285"
"Yes","2014","Single parent ","middle vocational","505","0.45254457013651","0.423381173080795","0.481707967192225"
"Yes","2014","Single parent ","vocational + Abi","70","0.460908903895739","0.391301793321984","0.530516014469494"
"Yes","2014","Single parent ","higher vocational","20","","",""
"Yes","2014","Single parent ","higher education","89","0.299956521038664","0.253264906650964","0.346648135426364"
"Yes","2014","Couple + C. LE 16 ","in school","","","",""
"Yes","2014","Couple + C. LE 16 ","inadequately","85","0.541049123524436","0.462600795359749","0.619497451689124"
"Yes","2014","Couple + C. LE 16 ","general elemantary","310","0.468198962386889","0.429479656313989","0.506918268459788"
"Yes","2014","Couple + C. LE 16 ","middle vocational","1021","0.345682856795882","0.328394303787637","0.362971409804126"
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","190","0.22924456601386","0.199379492695459","0.25910963933226"
"Yes","2014","Couple + C. LE 16 ","higher vocational","80","0.172223330912624","0.136027168085134","0.208419493740113"
"Yes","2014","Couple + C. LE 16 ","higher education","237","0.109446406797719","0.0954122017768491","0.12348061181859"
"Yes","2014","Couple + C. GT 16 ","in school","16","","",""
"Yes","2014","Couple + C. GT 16 ","inadequately","25","","",""
"Yes","2014","Couple + C. GT 16 ","general elemantary","141","0.326662449117893","0.27981523704413","0.373509661191656"
"Yes","2014","Couple + C. GT 16 ","middle vocational","406","0.274371298182027","0.25145238766814","0.297290208695913"
"Yes","2014","Couple + C. GT 16 ","vocational + Abi","41","0.228350293685283","0.170319174400093","0.286381412970472"
"Yes","2014","Couple + C. GT 16 ","higher vocational","54","0.279520183359517","0.215541590392274","0.34349877632676"
"Yes","2014","Couple + C. GT 16 ","higher education","97","0.174546692505595","0.14250202451252","0.20659136049867"
"Yes","2014","Couple + C. LE and GT 16","in school","20","","",""
"Yes","2014","Couple + C. LE and GT 16","inadequately","35","0.650401571528957","0.538696060980153","0.762107082077761"
"Yes","2014","Couple + C. LE and GT 16","general elemantary","136","0.359659536425593","0.309808481262833","0.409510591588353"
"Yes","2014","Couple + C. LE and GT 16","middle vocational","251","0.286227846014399","0.256665039268522","0.315790652760276"
"Yes","2014","Couple + C. LE and GT 16","vocational + Abi","39","0.276214296813302","0.207990765365812","0.344437828260792"
"Yes","2014","Couple + C. LE and GT 16","higher vocational","18","","",""
"Yes","2014","Couple + C. LE and GT 16","higher education","47","0.14003994721839","0.102933996762239","0.17714589767454"
"No","2014","1-pers.-HH","in school","1","","",""
"No","2014","1-pers.-HH","inadequately","20","","",""
"No","2014","1-pers.-HH","general elemantary","306","0.662119619780825","0.61908293429146","0.70515630527019"
"No","2014","1-pers.-HH","middle vocational","1224","0.68516827729359","0.663765670432342","0.706570884154839"
"No","2014","1-pers.-HH","vocational + Abi","151","0.637297840621847","0.574891752273341","0.699703928970352"
"No","2014","1-pers.-HH","higher vocational","139","0.7188961545738","0.655961981671607","0.781830327475992"
"No","2014","1-pers.-HH","higher education","687","0.786341392199074","0.759057626714907","0.813625157683241"
"No","2014","(Married) couple without C. ","in school","1","","",""
"No","2014","(Married) couple without C. ","inadequately","53","0.708168079119977","0.605283086763136","0.811053071476818"
"No","2014","(Married) couple without C. ","general elemantary","519","0.761889102626486","0.729637878267587","0.794140326985384"
"No","2014","(Married) couple without C. ","middle vocational","3051","0.750422467966557","0.737062748179869","0.763782187753244"
"No","2014","(Married) couple without C. ","vocational + Abi","324","0.772160548390138","0.733320715588841","0.811000381191435"
"No","2014","(Married) couple without C. ","higher vocational","483","0.833018977863103","0.802534751765648","0.863503203960557"
"No","2014","(Married) couple without C. ","higher education","1828","0.848831006401905","0.833632781670722","0.864029231133087"
"No","2014","Single parent ","in school","103","0.822853273389375","0.754543124110394","0.891163422668356"
"No","2014","Single parent ","inadequately","28","","",""
"No","2014","Single parent ","general elemantary","189","0.513900628797555","0.463648044947715","0.564153212647395"
"No","2014","Single parent ","middle vocational","614","0.54745542986349","0.518292032807775","0.576618826919205"
"No","2014","Single parent ","vocational + Abi","127","0.539091096104261","0.469483985530506","0.608698206678016"
"No","2014","Single parent ","higher vocational","49","0.664100556049141","0.552659527943692","0.775541584154589"
"No","2014","Single parent ","higher education","281","0.700043478961336","0.653351864573636","0.746735093349036"
"No","2014","Couple + C. LE 16 ","in school","","","",""
"No","2014","Couple + C. LE 16 ","inadequately","70","0.458950876475564","0.380502548310876","0.537399204640251"
"No","2014","Couple + C. LE 16 ","general elemantary","328","0.531801037613111","0.493081731540212","0.570520343686011"
"No","2014","Couple + C. LE 16 ","middle vocational","1886","0.654317143204118","0.637028590195874","0.671605696212363"
"No","2014","Couple + C. LE 16 ","vocational + Abi","571","0.77075543398614","0.74089036066774","0.800620507304541"
"No","2014","Couple + C. LE 16 ","higher vocational","338","0.827776669087376","0.791580506259887","0.863972831914866"
"No","2014","Couple + C. LE 16 ","higher education","1664","0.890553593202281","0.87651938818141","0.904587798223151"
"No","2014","Couple + C. GT 16 ","in school","116","0.860756330685391","0.801696939220499","0.919815722150283"
"No","2014","Couple + C. GT 16 ","inadequately","29","","",""
"No","2014","Couple + C. GT 16 ","general elemantary","244","0.673337550882107","0.626490338808344","0.72018476295587"
"No","2014","Couple + C. GT 16 ","middle vocational","1050","0.725628701817973","0.702709791304087","0.74854761233186"
"No","2014","Couple + C. GT 16 ","vocational + Abi","160","0.771649706314717","0.713618587029528","0.829680825599907"
"No","2014","Couple + C. GT 16 ","higher vocational","135","0.720479816640483","0.65650122367324","0.784458409607726"
"No","2014","Couple + C. GT 16 ","higher education","442","0.825453307494405","0.79340863950133","0.85749797548748"
"No","2014","Couple + C. LE and GT 16","in school","141","0.874669884132879","0.82352703008374","0.925812738182018"
"No","2014","Couple + C. LE and GT 16","inadequately","35","0.349598428471043","0.237892917922239","0.461303939019847"
"No","2014","Couple + C. LE and GT 16","general elemantary","220","0.640340463574407","0.590489408411648","0.690191518737167"
"No","2014","Couple + C. LE and GT 16","middle vocational","647","0.713772153985601","0.684209347239724","0.743334960731478"
"No","2014","Couple + C. LE and GT 16","vocational + Abi","126","0.723785703186698","0.655562171739208","0.792009234634188"
"No","2014","Couple + C. LE and GT 16","higher vocational","103","0.89636670124024","0.842060687589255","0.950672714891224"
"No","2014","Couple + C. LE and GT 16","higher education","289","0.85996005278161","0.82285410232546","0.897066003237761"
"Yes","2015","1-pers.-HH","in school","","","",""
"Yes","2015","1-pers.-HH","inadequately","","","",""
"Yes","2015","1-pers.-HH","general elemantary","","","",""
"Yes","2015","1-pers.-HH","middle vocational","","","",""
"Yes","2015","1-pers.-HH","vocational + Abi","","","",""
"Yes","2015","1-pers.-HH","higher vocational","","","",""
"Yes","2015","1-pers.-HH","higher education","","","",""
"Yes","2015","(Married) couple without C. ","in school","","","",""
"Yes","2015","(Married) couple without C. ","inadequately","","","",""
"Yes","2015","(Married) couple without C. ","general elemantary","","","",""
"Yes","2015","(Married) couple without C. ","middle vocational","","","",""
"Yes","2015","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2015","(Married) couple without C. ","higher vocational","","","",""
"Yes","2015","(Married) couple without C. ","higher education","","","",""
"Yes","2015","Single parent ","in school","","","",""
"Yes","2015","Single parent ","inadequately","","","",""
"Yes","2015","Single parent ","general elemantary","","","",""
"Yes","2015","Single parent ","middle vocational","","","",""
"Yes","2015","Single parent ","vocational + Abi","","","",""
"Yes","2015","Single parent ","higher vocational","","","",""
"Yes","2015","Single parent ","higher education","","","",""
"Yes","2015","Couple + C. LE 16 ","in school","","","",""
"Yes","2015","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2015","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2015","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2015","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2015","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2015","Couple + C. LE 16 ","higher education","","","",""
"Yes","2015","Couple + C. GT 16 ","in school","","","",""
"Yes","2015","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2015","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2015","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2015","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2015","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2015","Couple + C. GT 16 ","higher education","","","",""
"Yes","2015","Couple + C. LE and GT 16","in school","","","",""
"Yes","2015","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2015","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2015","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2015","Couple + C. LE and GT 16","vocational + Abi","","","",""
