"ple0081_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2013","indirect migration background","(3a) lower tertiary education","","","",""
"No","2013","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2014","no migration background","(0) in school","40","0.149179696221129","0.108246526293407","0.190112866148851"
"Yes","2014","no migration background","(1a) inadequately completed","109","0.51900212865585","0.447958123471873","0.590046133839827"
"Yes","2014","no migration background","(1b) general elementary school","444","0.31068647154145","0.28480324103241","0.33656970205049"
"Yes","2014","no migration background","(1c) basic vocational qualification","1378","0.281455011428572","0.268555667289134","0.29435435556801"
"Yes","2014","no migration background","(2b) intermediate general qualification","223","0.353973970870328","0.313789401991797","0.39415853974886"
"Yes","2014","no migration background","(2a) intermediate vocational","1629","0.294066321538985","0.282019600936642","0.306113042141327"
"Yes","2014","no migration background","(2c_gen) general maturity certificate","147","0.179176921080357","0.151470846554943","0.20688299560577"
"Yes","2014","no migration background","(2c_voc) vocational maturity certificate","398","0.253037981218863","0.232377613306555","0.273698349131172"
"Yes","2014","no migration background","(3a) lower tertiary education","330","0.190546960094489","0.172626599377561","0.208467320811417"
"Yes","2014","no migration background","(3b) higher tertiary education","402","0.148299643049333","0.135599089716561","0.161000196382104"
"Yes","2014","direct migration background","(0) in school","8","","",""
"Yes","2014","direct migration background","(1a) inadequately completed","124","0.361048094619624","0.308091364256242","0.414004824983006"
"Yes","2014","direct migration background","(1b) general elementary school","334","0.3510395742405","0.320347419398135","0.381731729082864"
"Yes","2014","direct migration background","(1c) basic vocational qualification","315","0.294187237212874","0.265407182521316","0.322967291904432"
"Yes","2014","direct migration background","(2b) intermediate general qualification","40","0.454023960022009","0.361402253193539","0.546645666850478"
"Yes","2014","direct migration background","(2a) intermediate vocational","93","0.330639660881477","0.276212634904291","0.385066686858663"
"Yes","2014","direct migration background","(2c_gen) general maturity certificate","152","0.277727165790623","0.239194927841018","0.316259403740228"
"Yes","2014","direct migration background","(2c_voc) vocational maturity certificate","207","0.293526393300352","0.258941811673787","0.328110974926916"
"Yes","2014","direct migration background","(3a) lower tertiary education","22","","",""
"Yes","2014","direct migration background","(3b) higher tertiary education","177","0.202257757426616","0.177311677443373","0.227203837409859"
"Yes","2014","indirect migration background","(0) in school","17","","",""
"Yes","2014","indirect migration background","(1a) inadequately completed","26","","",""
"Yes","2014","indirect migration background","(1b) general elementary school","107","0.505066731045319","0.437764747273803","0.572368714816834"
"Yes","2014","indirect migration background","(1c) basic vocational qualification","127","0.477155377074055","0.414095110275108","0.540215643873002"
"Yes","2014","indirect migration background","(2b) intermediate general qualification","63","0.378983132646022","0.303097439817702","0.454868825474342"
"Yes","2014","indirect migration background","(2a) intermediate vocational","99","0.431070847017039","0.373876215313556","0.488265478720523"
"Yes","2014","indirect migration background","(2c_gen) general maturity certificate","60","0.30101683934427","0.237603764158424","0.364429914530115"
"Yes","2014","indirect migration background","(2c_voc) vocational maturity certificate","44","0.33669866806221","0.260562087627665","0.412835248496754"
"Yes","2014","indirect migration background","(3a) lower tertiary education","16","","",""
"Yes","2014","indirect migration background","(3b) higher tertiary education","34","0.165038827029963","0.112115956359394","0.217961697700531"
"No","2014","no migration background","(0) in school","251","0.850820303778871","0.809887133851149","0.891753473706593"
"No","2014","no migration background","(1a) inadequately completed","81","0.48099787134415","0.409953866160173","0.552041876528127"
"No","2014","no migration background","(1b) general elementary school","784","0.68931352845855","0.66343029794951","0.71519675896759"
"No","2014","no migration background","(1c) basic vocational qualification","3291","0.718544988571428","0.70564564443199","0.731444332710866"
"No","2014","no migration background","(2b) intermediate general qualification","321","0.646026029129672","0.60584146025114","0.686210598008203"
"No","2014","no migration background","(2a) intermediate vocational","3866","0.705933678461015","0.693886957858673","0.717980399063358"
"No","2014","no migration background","(2c_gen) general maturity certificate","589","0.820823078919643","0.79311700439423","0.848529153445057"
"No","2014","no migration background","(2c_voc) vocational maturity certificate","1303","0.746962018781137","0.726301650868828","0.767622386693445"
"No","2014","no migration background","(3a) lower tertiary education","1515","0.809453039905511","0.791532679188583","0.827373400622439"
"No","2014","no migration background","(3b) higher tertiary education","2606","0.851700356950667","0.838999803617896","0.864400910283439"
"No","2014","direct migration background","(0) in school","54","0.913679742589897","0.843775166291321","0.983584318888474"
"No","2014","direct migration background","(1a) inadequately completed","192","0.638951905380376","0.585995175016994","0.691908635743758"
"No","2014","direct migration background","(1b) general elementary school","595","0.648960425759501","0.618268270917136","0.679652580601865"
"No","2014","direct migration background","(1c) basic vocational qualification","648","0.705812762787126","0.677032708095568","0.734592817478684"
"No","2014","direct migration background","(2b) intermediate general qualification","71","0.545976039977991","0.453354333149521","0.638597746806461"
"No","2014","direct migration background","(2a) intermediate vocational","194","0.669360339118523","0.614933313141337","0.723787365095709"
"No","2014","direct migration background","(2c_gen) general maturity certificate","367","0.722272834209377","0.683740596259772","0.760805072158982"
"No","2014","direct migration background","(2c_voc) vocational maturity certificate","459","0.706473606699648","0.671889025073084","0.741058188326213"
"No","2014","direct migration background","(3a) lower tertiary education","93","0.884106771615124","0.825603445244724","0.942610097985524"
"No","2014","direct migration background","(3b) higher tertiary education","819","0.797742242573384","0.772796162590141","0.822688322556627"
"No","2014","indirect migration background","(0) in school","89","0.802804600420071","0.727060558932378","0.878548641907763"
"No","2014","indirect migration background","(1a) inadequately completed","12","","",""
"No","2014","indirect migration background","(1b) general elementary school","105","0.494933268954681","0.427631285183166","0.562235252726197"
"No","2014","indirect migration background","(1c) basic vocational qualification","114","0.522844622925945","0.459784356126998","0.585904889724892"
"No","2014","indirect migration background","(2b) intermediate general qualification","94","0.621016867353978","0.545131174525658","0.696902560182298"
"No","2014","indirect migration background","(2a) intermediate vocational","189","0.568929152982961","0.511734521279477","0.626123784686444"
"No","2014","indirect migration background","(2c_gen) general maturity certificate","141","0.69898316065573","0.635570085469885","0.762396235841576"
"No","2014","indirect migration background","(2c_voc) vocational maturity certificate","104","0.66330133193779","0.587164751503246","0.739437912372335"
"No","2014","indirect migration background","(3a) lower tertiary education","66","0.87453211480208","0.802836047382207","0.946228182221952"
"No","2014","indirect migration background","(3b) higher tertiary education","155","0.834961172970037","0.782038302299469","0.887884043640606"
"Yes","2015","no migration background","(0) in school","","","",""
"Yes","2015","no migration background","(1a) inadequately completed","","","",""
"Yes","2015","no migration background","(1b) general elementary school","","","",""
"Yes","2015","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","no migration background","(2a) intermediate vocational","","","",""
"Yes","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","no migration background","(3a) lower tertiary education","","","",""
"Yes","2015","no migration background","(3b) higher tertiary education","","","",""
"Yes","2015","direct migration background","(0) in school","","","",""
"Yes","2015","direct migration background","(1a) inadequately completed","","","",""
"Yes","2015","direct migration background","(1b) general elementary school","","","",""
"Yes","2015","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2015","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2015","indirect migration background","(0) in school","","","",""
"Yes","2015","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2015","indirect migration background","(1b) general elementary school","","","",""
"Yes","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2015","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2015","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2015","indirect migration background","(3b) higher tertiary education","","","",""
"No","2015","no migration background","(0) in school","","","",""
"No","2015","no migration background","(1a) inadequately completed","","","",""
"No","2015","no migration background","(1b) general elementary school","","","",""
"No","2015","no migration background","(1c) basic vocational qualification","","","",""
"No","2015","no migration background","(2b) intermediate general qualification","","","",""
"No","2015","no migration background","(2a) intermediate vocational","","","",""
"No","2015","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","no migration background","(3a) lower tertiary education","","","",""
"No","2015","no migration background","(3b) higher tertiary education","","","",""
"No","2015","direct migration background","(0) in school","","","",""
"No","2015","direct migration background","(1a) inadequately completed","","","",""
"No","2015","direct migration background","(1b) general elementary school","","","",""
"No","2015","direct migration background","(1c) basic vocational qualification","","","",""
"No","2015","direct migration background","(2b) intermediate general qualification","","","",""
"No","2015","direct migration background","(2a) intermediate vocational","","","",""
"No","2015","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","direct migration background","(3a) lower tertiary education","","","",""
"No","2015","direct migration background","(3b) higher tertiary education","","","",""
"No","2015","indirect migration background","(0) in school","","","",""
"No","2015","indirect migration background","(1a) inadequately completed","","","",""
"No","2015","indirect migration background","(1b) general elementary school","","","",""
"No","2015","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2015","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2015","indirect migration background","(2a) intermediate vocational","","","",""
"No","2015","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2015","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2015","indirect migration background","(3a) lower tertiary education","","","",""
"No","2015","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2016","no migration background","(0) in school","25","","",""
"Yes","2016","no migration background","(1a) inadequately completed","90","0.511076016335357","0.432126194931302","0.590025837739411"
"Yes","2016","no migration background","(1b) general elementary school","369","0.30895976610738","0.280984767062366","0.336934765152394"
"Yes","2016","no migration background","(1c) basic vocational qualification","1138","0.267657284949639","0.253886938574134","0.281427631325145"
"Yes","2016","no migration background","(2b) intermediate general qualification","173","0.303098216065745","0.262237362498161","0.343959069633329"
"Yes","2016","no migration background","(2a) intermediate vocational","1402","0.291489141329786","0.278699402755077","0.304278879904495"
"Yes","2016","no migration background","(2c_gen) general maturity certificate","106","0.130184271967428","0.104854800275783","0.155513743659073"
"Yes","2016","no migration background","(2c_voc) vocational maturity certificate","346","0.244356278998343","0.22289488037697","0.265817677619716"
"Yes","2016","no migration background","(3a) lower tertiary education","270","0.17309793588418","0.154903597928418","0.191292273839941"
"Yes","2016","no migration background","(3b) higher tertiary education","340","0.146422637323671","0.133292748517242","0.159552526130099"
"Yes","2016","direct migration background","(0) in school","6","","",""
"Yes","2016","direct migration background","(1a) inadequately completed","119","0.346984584201705","0.293119881050638","0.400849287352772"
"Yes","2016","direct migration background","(1b) general elementary school","269","0.345572159502717","0.31064137407101","0.380502944934424"
"Yes","2016","direct migration background","(1c) basic vocational qualification","305","0.262950260906581","0.234124599060235","0.291775922752927"
"Yes","2016","direct migration background","(2b) intermediate general qualification","36","0.674336848642565","0.565333039854381","0.78334065743075"
"Yes","2016","direct migration background","(2a) intermediate vocational","63","0.263532867245148","0.20836843822945","0.318697296260845"
"Yes","2016","direct migration background","(2c_gen) general maturity certificate","108","0.291739445270725","0.246567645502194","0.336911245039255"
"Yes","2016","direct migration background","(2c_voc) vocational maturity certificate","256","0.292700686434504","0.260436932224155","0.324964440644853"
"Yes","2016","direct migration background","(3a) lower tertiary education","20","","",""
"Yes","2016","direct migration background","(3b) higher tertiary education","176","0.187269844817039","0.164350213828005","0.210189475806072"
"Yes","2016","indirect migration background","(0) in school","12","","",""
"Yes","2016","indirect migration background","(1a) inadequately completed","14","","",""
"Yes","2016","indirect migration background","(1b) general elementary school","81","0.39119398736677","0.317398636469385","0.464989338264154"
"Yes","2016","indirect migration background","(1c) basic vocational qualification","101","0.408425665444684","0.341625490766188","0.475225840123179"
"Yes","2016","indirect migration background","(2b) intermediate general qualification","46","0.336108155765435","0.257295358861766","0.414920952669105"
"Yes","2016","indirect migration background","(2a) intermediate vocational","82","0.318467295303548","0.259648606344435","0.37728598426266"
"Yes","2016","indirect migration background","(2c_gen) general maturity certificate","37","0.206771798425587","0.14918591732363","0.264357679527545"
"Yes","2016","indirect migration background","(2c_voc) vocational maturity certificate","37","0.241921929546466","0.169682253050529","0.314161606042403"
"Yes","2016","indirect migration background","(3a) lower tertiary education","12","","",""
"Yes","2016","indirect migration background","(3b) higher tertiary education","40","0.281306113703881","0.214109803197107","0.348502424210655"
"No","2016","no migration background","(0) in school","188","0.82517594524652","0.774168665450045","0.876183225042994"
"No","2016","no migration background","(1a) inadequately completed","64","0.488923983664643","0.409974162260589","0.567873805068698"
"No","2016","no migration background","(1b) general elementary school","679","0.69104023389262","0.663065234847606","0.719015232937634"
"No","2016","no migration background","(1c) basic vocational qualification","2833","0.732342715050361","0.718572368674855","0.746113061425866"
"No","2016","no migration background","(2b) intermediate general qualification","313","0.696901783934255","0.656040930366671","0.737762637501839"
"No","2016","no migration background","(2a) intermediate vocational","3448","0.708510858670214","0.695721120095505","0.721300597244923"
"No","2016","no migration background","(2c_gen) general maturity certificate","572","0.869815728032572","0.844486256340927","0.895145199724217"
"No","2016","no migration background","(2c_voc) vocational maturity certificate","1194","0.755643721001657","0.734182322380284","0.77710511962303"
"No","2016","no migration background","(3a) lower tertiary education","1391","0.826902064115821","0.808707726160059","0.845096402071582"
"No","2016","no migration background","(3b) higher tertiary education","2445","0.853577362676329","0.840447473869901","0.866707251482758"
"No","2016","direct migration background","(0) in school","39","0.921694337647979","0.843201166048985","1.00018750924697"
"No","2016","direct migration background","(1a) inadequately completed","181","0.653015415798295","0.599150712647228","0.706880118949362"
"No","2016","direct migration background","(1b) general elementary school","443","0.654427840497283","0.619497055065576","0.68935862592899"
"No","2016","direct migration background","(1c) basic vocational qualification","591","0.737049739093419","0.708224077247073","0.765875400939764"
"No","2016","direct migration background","(2b) intermediate general qualification","35","0.325663151357435","0.21665934256925","0.434666960145619"
"No","2016","direct migration background","(2a) intermediate vocational","182","0.736467132754852","0.681302703739155","0.79163156177055"
"No","2016","direct migration background","(2c_gen) general maturity certificate","281","0.708260554729276","0.663088754960745","0.753432354497806"
"No","2016","direct migration background","(2c_voc) vocational maturity certificate","508","0.707299313565496","0.675035559355147","0.739563067775846"
"No","2016","direct migration background","(3a) lower tertiary education","88","0.901249873646369","0.844986256176859","0.957513491115879"
"No","2016","direct migration background","(3b) higher tertiary education","937","0.812730155182961","0.789810524193928","0.835649786171995"
"No","2016","indirect migration background","(0) in school","65","0.883179340190925","0.811435105628576","0.954923574753274"
"No","2016","indirect migration background","(1a) inadequately completed","10","","",""
"No","2016","indirect migration background","(1b) general elementary school","87","0.60880601263323","0.535010661735846","0.682601363530615"
"No","2016","indirect migration background","(1c) basic vocational qualification","107","0.591574334555316","0.524774159876821","0.658374509233812"
"No","2016","indirect migration background","(2b) intermediate general qualification","92","0.663891844234565","0.585079047330896","0.742704641138234"
"No","2016","indirect migration background","(2a) intermediate vocational","159","0.681532704696452","0.62271401573734","0.740351393655565"
"No","2016","indirect migration background","(2c_gen) general maturity certificate","153","0.793228201574413","0.735642320472455","0.85081408267637"
"No","2016","indirect migration background","(2c_voc) vocational maturity certificate","98","0.758078070453534","0.685838393957597","0.830317746949471"
"No","2016","indirect migration background","(3a) lower tertiary education","53","0.780173510490931","0.679497261724189","0.880849759257673"
"No","2016","indirect migration background","(3b) higher tertiary education","132","0.718693886296119","0.651497575789345","0.785890196802893"
"Yes","2017","no migration background","(0) in school","","","",""
"Yes","2017","no migration background","(1a) inadequately completed","","","",""
"Yes","2017","no migration background","(1b) general elementary school","","","",""
"Yes","2017","no migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","no migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","no migration background","(2a) intermediate vocational","","","",""
"Yes","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","no migration background","(3a) lower tertiary education","","","",""
"Yes","2017","no migration background","(3b) higher tertiary education","","","",""
"Yes","2017","direct migration background","(0) in school","","","",""
"Yes","2017","direct migration background","(1a) inadequately completed","","","",""
"Yes","2017","direct migration background","(1b) general elementary school","","","",""
"Yes","2017","direct migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","direct migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","direct migration background","(2a) intermediate vocational","","","",""
"Yes","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","direct migration background","(3a) lower tertiary education","","","",""
"Yes","2017","direct migration background","(3b) higher tertiary education","","","",""
"Yes","2017","indirect migration background","(0) in school","","","",""
"Yes","2017","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2017","indirect migration background","(1b) general elementary school","","","",""
"Yes","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"Yes","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","2017","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","2017","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","2017","indirect migration background","(3b) higher tertiary education","","","",""
"No","2017","no migration background","(0) in school","","","",""
"No","2017","no migration background","(1a) inadequately completed","","","",""
"No","2017","no migration background","(1b) general elementary school","","","",""
"No","2017","no migration background","(1c) basic vocational qualification","","","",""
"No","2017","no migration background","(2b) intermediate general qualification","","","",""
"No","2017","no migration background","(2a) intermediate vocational","","","",""
"No","2017","no migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","no migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","no migration background","(3a) lower tertiary education","","","",""
"No","2017","no migration background","(3b) higher tertiary education","","","",""
"No","2017","direct migration background","(0) in school","","","",""
"No","2017","direct migration background","(1a) inadequately completed","","","",""
"No","2017","direct migration background","(1b) general elementary school","","","",""
"No","2017","direct migration background","(1c) basic vocational qualification","","","",""
"No","2017","direct migration background","(2b) intermediate general qualification","","","",""
"No","2017","direct migration background","(2a) intermediate vocational","","","",""
"No","2017","direct migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","direct migration background","(3a) lower tertiary education","","","",""
"No","2017","direct migration background","(3b) higher tertiary education","","","",""
"No","2017","indirect migration background","(0) in school","","","",""
"No","2017","indirect migration background","(1a) inadequately completed","","","",""
"No","2017","indirect migration background","(1b) general elementary school","","","",""
"No","2017","indirect migration background","(1c) basic vocational qualification","","","",""
"No","2017","indirect migration background","(2b) intermediate general qualification","","","",""
"No","2017","indirect migration background","(2a) intermediate vocational","","","",""
"No","2017","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","2017","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","2017","indirect migration background","(3a) lower tertiary education","","","",""
"No","2017","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","2018","no migration background","(0) in school","21","","",""
"Yes","2018","no migration background","(1a) inadequately completed","111","0.525215115346893","0.454580997284631","0.595849233409155"
"Yes","2018","no migration background","(1b) general elementary school","415","0.300964948862397","0.273809921166076","0.328119976558717"
"Yes","2018","no migration background","(1c) basic vocational qualification","1115","0.263801664129796","0.249922589096314","0.277680739163278"
"Yes","2018","no migration background","(2b) intermediate general qualification","209","0.300991289085389","0.264319752112393","0.337662826058386"
"Yes","2018","no migration background","(2a) intermediate vocational","1470","0.271726917801169","0.259741542612422","0.283712292989915"
"Yes","2018","no migration background","(2c_gen) general maturity certificate","141","0.149970442008158","0.126258951040225","0.173681932976091"
"Yes","2018","no migration background","(2c_voc) vocational maturity certificate","398","0.243987695852547","0.223996346070771","0.263979045634324"
"Yes","2018","no migration background","(3a) lower tertiary education","297","0.157902158458203","0.141089192828249","0.174715124088156"
"Yes","2018","no migration background","(3b) higher tertiary education","361","0.134525193837327","0.122517593548472","0.146532794126182"
"Yes","2018","direct migration background","(0) in school","3","","",""
"Yes","2018","direct migration background","(1a) inadequately completed","121","0.421086437236052","0.365766730814081","0.476406143658024"
"Yes","2018","direct migration background","(1b) general elementary school","251","0.384390089228717","0.34733413607926","0.421446042378174"
"Yes","2018","direct migration background","(1c) basic vocational qualification","253","0.274134368988845","0.242585968770684","0.305682769207007"
"Yes","2018","direct migration background","(2b) intermediate general qualification","27","","",""
"Yes","2018","direct migration background","(2a) intermediate vocational","71","0.368750525607511","0.30771125871315","0.429789792501872"
"Yes","2018","direct migration background","(2c_gen) general maturity certificate","107","0.280314881981738","0.235565509746398","0.325064254217079"
"Yes","2018","direct migration background","(2c_voc) vocational maturity certificate","190","0.288461917074906","0.252915231428595","0.324008602721216"
"Yes","2018","direct migration background","(3a) lower tertiary education","17","","",""
"Yes","2018","direct migration background","(3b) higher tertiary education","166","0.189193908404312","0.165367340429537","0.213020476379086"
"Yes","2018","indirect migration background","(0) in school","9","","",""
"Yes","2018","indirect migration background","(1a) inadequately completed","25","","",""
"Yes","2018","indirect migration background","(1b) general elementary school","83","0.48603051480411","0.409302365185067","0.562758664423154"
"Yes","2018","indirect migration background","(1c) basic vocational qualification","95","0.413399935192577","0.346315900678601","0.480483969706553"
"Yes","2018","indirect migration background","(2b) intermediate general qualification","39","0.314285961276149","0.234175866158373","0.394396056393925"
"Yes","2018","indirect migration background","(2a) intermediate vocational","82","0.337802443163419","0.281801158497971","0.393803727828868"
"Yes","2018","indirect migration background","(2c_gen) general maturity certificate","42","0.219947795470271","0.163791740698523","0.276103850242019"
"Yes","2018","indirect migration background","(2c_voc) vocational maturity certificate","43","0.261691789401496","0.189648427694809","0.333735151108183"
"Yes","2018","indirect migration background","(3a) lower tertiary education","11","","",""
"Yes","2018","indirect migration background","(3b) higher tertiary education","32","0.260092759943026","0.198677990558","0.321507529328052"
"No","2018","no migration background","(0) in school","198","0.927865895756318","0.893601824757129","0.962129966755506"
"No","2018","no migration background","(1a) inadequately completed","81","0.474784884653107","0.404150766590845","0.545419002715369"
"No","2018","no migration background","(1b) general elementary school","681","0.699035051137603","0.671880023441283","0.726190078833924"
"No","2018","no migration background","(1c) basic vocational qualification","2758","0.736198335870204","0.722319260836722","0.750077410903686"
"No","2018","no migration background","(2b) intermediate general qualification","392","0.699008710914611","0.662337173941614","0.735680247887607"
"No","2018","no migration background","(2a) intermediate vocational","3822","0.728273082198831","0.716287707010085","0.740258457387578"
"No","2018","no migration background","(2c_gen) general maturity certificate","730","0.850029557991842","0.826318067023909","0.873741048959775"
"No","2018","no migration background","(2c_voc) vocational maturity certificate","1375","0.756012304147453","0.736020954365677","0.776003653929229"
"No","2018","no migration background","(3a) lower tertiary education","1510","0.842097841541798","0.825284875911844","0.858910807171751"
"No","2018","no migration background","(3b) higher tertiary education","2741","0.865474806162673","0.853467205873818","0.877482406451528"
"No","2018","direct migration background","(0) in school","31","0.885434997008941","0.778378517027931","0.992491476989951"
"No","2018","direct migration background","(1a) inadequately completed","185","0.578913562763947","0.523593856341976","0.634233269185919"
"No","2018","direct migration background","(1b) general elementary school","411","0.615609910771283","0.578553957621826","0.65266586392074"
"No","2018","direct migration background","(1c) basic vocational qualification","515","0.725865631011155","0.694317230792993","0.757414031229316"
"No","2018","direct migration background","(2b) intermediate general qualification","39","0.482206287354321","0.361655252201598","0.602757322507044"
"No","2018","direct migration background","(2a) intermediate vocational","169","0.631249474392489","0.570210207498128","0.69228874128685"
"No","2018","direct migration background","(2c_gen) general maturity certificate","280","0.719685118018262","0.674935745782921","0.764434490253602"
"No","2018","direct migration background","(2c_voc) vocational maturity certificate","434","0.711538082925094","0.675991397278784","0.747084768571405"
"No","2018","direct migration background","(3a) lower tertiary education","79","0.927962782795459","0.876243056529987","0.979682509060931"
"No","2018","direct migration background","(3b) higher tertiary education","872","0.810806091595688","0.786979523620914","0.834632659570463"
"No","2018","indirect migration background","(0) in school","75","0.900778114817324","0.83684570154811","0.964710528086537"
"No","2018","indirect migration background","(1a) inadequately completed","13","","",""
"No","2018","indirect migration background","(1b) general elementary school","80","0.51396948519589","0.437241335576846","0.590697634814933"
"No","2018","indirect migration background","(1c) basic vocational qualification","112","0.586600064807423","0.519516030293447","0.653684099321399"
"No","2018","indirect migration background","(2b) intermediate general qualification","90","0.685714038723851","0.605603943606075","0.765824133841627"
"No","2018","indirect migration background","(2a) intermediate vocational","192","0.662197556836581","0.606196272171132","0.718198841502029"
"No","2018","indirect migration background","(2c_gen) general maturity certificate","167","0.780052204529729","0.723896149757981","0.836208259301477"
"No","2018","indirect migration background","(2c_voc) vocational maturity certificate","100","0.738308210598504","0.666264848891817","0.810351572305191"
"No","2018","indirect migration background","(3a) lower tertiary education","65","0.884291826862694","0.812376556289134","0.956207097436254"
"No","2018","indirect migration background","(3b) higher tertiary education","164","0.739907240056974","0.678492470671948","0.801322009442"
