"pli0080","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2003","higher education","Female","819","0.442389122299179","0.420038878538402","0.464739366059957","2"
"Never","2003","in school","Male","1","","","","5"
"Never","2003","in school","Female","1","","","","5"
"Never","2003","inadequately","Male","9","","","","5"
"Never","2003","inadequately","Female","12","","","","5"
"Never","2003","general elemantary","Male","38","0.0557702622574817","0.0409014004743418","0.0706391240406215","5"
"Never","2003","general elemantary","Female","119","0.0741526111611577","0.0621739504255735","0.0861312718967419","5"
"Never","2003","middle vocational","Male","176","0.035888126011234","0.0308953494927065","0.0408809025297616","5"
"Never","2003","middle vocational","Female","157","0.0351210212013918","0.0303859167306256","0.039856125672158","5"
"Never","2003","vocational + Abi","Male","15","","","","5"
"Never","2003","vocational + Abi","Female","8","","","","5"
"Never","2003","higher vocational","Male","23","","","","5"
"Never","2003","higher vocational","Female","18","","","","5"
"Never","2003","higher education","Male","25","","","","5"
"Never","2003","higher education","Female","22","","","","5"
"Rarely","2003","in school","Male","13","","","","4"
"Rarely","2003","in school","Female","12","","","","4"
"Rarely","2003","inadequately","Male","20","","","","4"
"Rarely","2003","inadequately","Female","33","0.257716864792401","0.190156595900998","0.325277133683804","4"
"Rarely","2003","general elemantary","Male","148","0.180894753472942","0.155953378976037","0.205836127969846","4"
"Rarely","2003","general elemantary","Female","369","0.215743460843986","0.196938465407875","0.234548456280098","4"
"Rarely","2003","middle vocational","Male","1213","0.237850312167437","0.226422186126789","0.249278438208084","4"
"Rarely","2003","higher education","Male","461","0.189285035735833","0.173792370201141","0.204777701270525","4"
"Rarely","2003","higher education","Female","296","0.161130081767018","0.144585718789659","0.177674444744378","4"
"Rarely","2003","vocational + Abi","Female","93","0.15713763848992","0.129703382645634","0.184571894334205","4"
"Rarely","2003","higher vocational","Male","222","0.251574620779873","0.224365877966998","0.278783363592748","4"
"Rarely","2003","middle vocational","Female","1087","0.197702965437977","0.187458630705962","0.207947300169991","4"
"Rarely","2003","vocational + Abi","Male","82","0.178105256604041","0.144019583051297","0.212190930156784","4"
"Rarely","2003","higher vocational","Female","116","0.173365149690828","0.145558680335992","0.201171619045664","4"
"Daily","2004","in school","Male","","","","","1"
"Daily","2004","in school","Female","","","","","1"
"Daily","2004","inadequately","Male","","","","","1"
"Daily","2004","inadequately","Female","","","","","1"
"Daily","2004","general elemantary","Male","","","","","1"
"Daily","2004","general elemantary","Female","","","","","1"
"Daily","2004","middle vocational","Male","","","","","1"
"Daily","2004","middle vocational","Female","","","","","1"
"Daily","2004","vocational + Abi","Male","","","","","1"
"Daily","2004","vocational + Abi","Female","","","","","1"
"Daily","2004","higher vocational","Male","","","","","1"
"Daily","2004","higher vocational","Female","","","","","1"
"Daily","2004","higher education","Male","","","","","1"
"Daily","2004","higher education","Female","","","","","1"
"Min 1x per month","2004","in school","Male","","","","","3"
"Min 1x per month","2004","in school","Female","","","","","3"
"Min 1x per month","2004","inadequately","Male","","","","","3"
"Min 1x per month","2004","inadequately","Female","","","","","3"
"Min 1x per month","2004","general elemantary","Male","","","","","3"
"Min 1x per month","2004","general elemantary","Female","","","","","3"
"Min 1x per month","2004","middle vocational","Male","","","","","3"
"Min 1x per month","2004","middle vocational","Female","","","","","3"
"Min 1x per month","2004","vocational + Abi","Male","","","","","3"
"Min 1x per month","2004","vocational + Abi","Female","","","","","3"
"Min 1x per month","2004","higher vocational","Male","","","","","3"
"Min 1x per month","2004","higher vocational","Female","","","","","3"
"Min 1x per month","2004","higher education","Male","","","","","3"
"Min 1x per month","2004","higher education","Female","","","","","3"
"Min 1x per week","2004","in school","Male","","","","","2"
"Min 1x per week","2004","in school","Female","","","","","2"
"Min 1x per week","2004","inadequately","Male","","","","","2"
"Min 1x per week","2004","inadequately","Female","","","","","2"
"Min 1x per week","2004","general elemantary","Male","","","","","2"
"Min 1x per week","2004","general elemantary","Female","","","","","2"
"Min 1x per week","2004","middle vocational","Male","","","","","2"
"Min 1x per week","2004","middle vocational","Female","","","","","2"
"Min 1x per week","2004","vocational + Abi","Male","","","","","2"
"Min 1x per week","2004","vocational + Abi","Female","","","","","2"
"Min 1x per week","2004","higher vocational","Male","","","","","2"
"Min 1x per week","2004","higher vocational","Female","","","","","2"
"Min 1x per week","2004","higher education","Male","","","","","2"
"Min 1x per week","2004","higher education","Female","","","","","2"
"Never","2004","in school","Male","","","","","5"
"Never","2004","in school","Female","","","","","5"
"Never","2004","inadequately","Male","","","","","5"
"Never","2004","inadequately","Female","","","","","5"
"Never","2004","general elemantary","Male","","","","","5"
"Never","2004","general elemantary","Female","","","","","5"
"Never","2004","middle vocational","Male","","","","","5"
"Never","2004","middle vocational","Female","","","","","5"
"Never","2004","vocational + Abi","Male","","","","","5"
"Never","2004","vocational + Abi","Female","","","","","5"
"Never","2004","higher vocational","Male","","","","","5"
"Never","2004","higher vocational","Female","","","","","5"
"Never","2004","higher education","Male","","","","","5"
"Never","2004","higher education","Female","","","","","5"
"Rarely","2004","in school","Male","","","","","4"
"Rarely","2004","in school","Female","","","","","4"
"Rarely","2004","inadequately","Male","","","","","4"
"Rarely","2004","inadequately","Female","","","","","4"
"Rarely","2004","general elemantary","Male","","","","","4"
"Rarely","2004","general elemantary","Female","","","","","4"
"Rarely","2004","middle vocational","Male","","","","","4"
"Rarely","2004","middle vocational","Female","","","","","4"
"Rarely","2004","vocational + Abi","Male","","","","","4"
"Rarely","2004","vocational + Abi","Female","","","","","4"
"Rarely","2004","higher vocational","Male","","","","","4"
"Rarely","2004","higher vocational","Female","","","","","4"
"Rarely","2004","higher education","Male","","","","","4"
"Rarely","2004","higher education","Female","","","","","4"
"Daily","2005","in school","Male","","","","","1"
"Daily","2005","in school","Female","","","","","1"
"Daily","2005","inadequately","Male","","","","","1"
"Daily","2005","inadequately","Female","","","","","1"
"Daily","2005","general elemantary","Male","","","","","1"
"Daily","2005","general elemantary","Female","","","","","1"
"Daily","2005","middle vocational","Male","","","","","1"
"Daily","2005","middle vocational","Female","","","","","1"
"Daily","2005","vocational + Abi","Male","","","","","1"
"Daily","2005","vocational + Abi","Female","","","","","1"
"Daily","2005","higher vocational","Male","","","","","1"
"Daily","2005","higher vocational","Female","","","","","1"
"Daily","2005","higher education","Male","","","","","1"
"Daily","2005","higher education","Female","","","","","1"
"Min 1x per month","2005","in school","Male","","","","","3"
"Min 1x per month","2005","in school","Female","","","","","3"
"Min 1x per month","2005","inadequately","Male","","","","","3"
"Min 1x per month","2005","inadequately","Female","","","","","3"
"Min 1x per month","2005","general elemantary","Male","","","","","3"
"Min 1x per month","2005","general elemantary","Female","","","","","3"
"Min 1x per month","2005","middle vocational","Male","","","","","3"
"Min 1x per month","2005","middle vocational","Female","","","","","3"
"Min 1x per month","2005","vocational + Abi","Male","","","","","3"
"Min 1x per month","2005","vocational + Abi","Female","","","","","3"
"Min 1x per month","2005","higher vocational","Male","","","","","3"
"Min 1x per month","2005","higher vocational","Female","","","","","3"
"Min 1x per month","2005","higher education","Male","","","","","3"
"Min 1x per month","2005","higher education","Female","","","","","3"
"Min 1x per week","2005","in school","Male","","","","","2"
"Min 1x per week","2005","in school","Female","","","","","2"
"Min 1x per week","2005","inadequately","Male","","","","","2"
"Min 1x per week","2005","inadequately","Female","","","","","2"
"Min 1x per week","2005","general elemantary","Male","","","","","2"
"Min 1x per week","2005","general elemantary","Female","","","","","2"
"Min 1x per week","2005","middle vocational","Male","","","","","2"
"Min 1x per week","2005","middle vocational","Female","","","","","2"
"Min 1x per week","2005","vocational + Abi","Male","","","","","2"
"Min 1x per week","2005","vocational + Abi","Female","","","","","2"
"Min 1x per week","2005","higher vocational","Male","","","","","2"
"Min 1x per week","2005","higher vocational","Female","","","","","2"
"Min 1x per week","2005","higher education","Male","","","","","2"
"Min 1x per week","2005","higher education","Female","","","","","2"
"Never","2005","in school","Male","","","","","5"
"Never","2005","in school","Female","","","","","5"
"Never","2005","inadequately","Male","","","","","5"
"Never","2005","inadequately","Female","","","","","5"
"Never","2005","general elemantary","Male","","","","","5"
"Never","2005","general elemantary","Female","","","","","5"
"Never","2005","middle vocational","Male","","","","","5"
"Never","2005","middle vocational","Female","","","","","5"
"Never","2005","vocational + Abi","Male","","","","","5"
"Never","2005","vocational + Abi","Female","","","","","5"
"Never","2005","higher vocational","Male","","","","","5"
"Never","2005","higher vocational","Female","","","","","5"
"Never","2005","higher education","Male","","","","","5"
"Never","2005","higher education","Female","","","","","5"
"Rarely","2005","in school","Male","","","","","4"
"Rarely","2005","in school","Female","","","","","4"
"Rarely","2005","inadequately","Male","","","","","4"
"Rarely","2005","inadequately","Female","","","","","4"
"Rarely","2005","general elemantary","Male","","","","","4"
"Rarely","2005","general elemantary","Female","","","","","4"
"Rarely","2005","middle vocational","Male","","","","","4"
"Rarely","2005","middle vocational","Female","","","","","4"
"Rarely","2005","vocational + Abi","Male","","","","","4"
"Rarely","2005","vocational + Abi","Female","","","","","4"
"Rarely","2005","higher vocational","Male","","","","","4"
"Rarely","2005","higher vocational","Female","","","","","4"
"Rarely","2005","higher education","Male","","","","","4"
"Rarely","2005","higher education","Female","","","","","4"
"Daily","2006","in school","Male","","","","","1"
"Daily","2006","in school","Female","","","","","1"
"Daily","2006","inadequately","Male","","","","","1"
"Daily","2006","inadequately","Female","","","","","1"
"Daily","2006","general elemantary","Male","","","","","1"
"Daily","2006","general elemantary","Female","","","","","1"
"Daily","2006","middle vocational","Male","","","","","1"
"Daily","2006","middle vocational","Female","","","","","1"
"Daily","2006","vocational + Abi","Male","","","","","1"
"Daily","2006","vocational + Abi","Female","","","","","1"
"Daily","2006","higher vocational","Male","","","","","1"
"Daily","2006","higher vocational","Female","","","","","1"
"Daily","2006","higher education","Male","","","","","1"
"Daily","2006","higher education","Female","","","","","1"
"Min 1x per month","2006","higher education","Female","","","","","3"
"Min 1x per month","2006","inadequately","Female","","","","","3"
"Min 1x per month","2006","in school","Male","","","","","3"
"Min 1x per month","2006","in school","Female","","","","","3"
"Min 1x per month","2006","inadequately","Male","","","","","3"
"Min 1x per month","2006","general elemantary","Male","","","","","3"
"Min 1x per month","2006","general elemantary","Female","","","","","3"
"Min 1x per month","2006","middle vocational","Male","","","","","3"
"Min 1x per month","2006","middle vocational","Female","","","","","3"
"Min 1x per month","2006","vocational + Abi","Male","","","","","3"
"Min 1x per month","2006","vocational + Abi","Female","","","","","3"
"Min 1x per month","2006","higher vocational","Male","","","","","3"
"Min 1x per month","2006","higher vocational","Female","","","","","3"
"Min 1x per month","2006","higher education","Male","","","","","3"
"Min 1x per week","2006","inadequately","Male","","","","","2"
"Min 1x per week","2006","general elemantary","Female","","","","","2"
"Min 1x per week","2006","middle vocational","Male","","","","","2"
"Min 1x per week","2006","inadequately","Female","","","","","2"
"Min 1x per week","2006","general elemantary","Male","","","","","2"
"Min 1x per week","2006","in school","Male","","","","","2"
"Min 1x per week","2006","in school","Female","","","","","2"
"Min 1x per week","2006","middle vocational","Female","","","","","2"
"Min 1x per week","2006","vocational + Abi","Male","","","","","2"
"Min 1x per week","2006","vocational + Abi","Female","","","","","2"
"Min 1x per week","2006","higher vocational","Male","","","","","2"
"Min 1x per week","2006","higher vocational","Female","","","","","2"
"Min 1x per week","2006","higher education","Male","","","","","2"
"Min 1x per week","2006","higher education","Female","","","","","2"
"Never","2006","in school","Male","","","","","5"
"Never","2006","in school","Female","","","","","5"
"Never","2006","inadequately","Male","","","","","5"
"Never","2006","inadequately","Female","","","","","5"
"Never","2006","general elemantary","Male","","","","","5"
"Never","2006","general elemantary","Female","","","","","5"
"Never","2006","middle vocational","Male","","","","","5"
"Never","2006","middle vocational","Female","","","","","5"
"Never","2006","vocational + Abi","Male","","","","","5"
"Never","2006","vocational + Abi","Female","","","","","5"
"Never","2006","higher vocational","Male","","","","","5"
"Never","2006","higher vocational","Female","","","","","5"
"Never","2006","higher education","Male","","","","","5"
"Never","2006","higher education","Female","","","","","5"
"Rarely","2006","in school","Male","","","","","4"
"Rarely","2006","in school","Female","","","","","4"
"Rarely","2006","inadequately","Male","","","","","4"
"Rarely","2006","inadequately","Female","","","","","4"
"Rarely","2006","general elemantary","Male","","","","","4"
"Rarely","2006","general elemantary","Female","","","","","4"
"Rarely","2006","middle vocational","Male","","","","","4"
"Rarely","2006","middle vocational","Female","","","","","4"
"Rarely","2006","vocational + Abi","Male","","","","","4"
"Rarely","2006","vocational + Abi","Female","","","","","4"
"Rarely","2006","higher vocational","Male","","","","","4"
"Rarely","2006","higher vocational","Female","","","","","4"
"Rarely","2006","higher education","Male","","","","","4"
"Rarely","2006","higher education","Female","","","","","4"
"Daily","2007","in school","Male","","","","","1"
"Daily","2007","in school","Female","","","","","1"
"Daily","2007","inadequately","Male","","","","","1"
"Daily","2007","inadequately","Female","","","","","1"
"Daily","2007","general elemantary","Male","","","","","1"
"Daily","2007","general elemantary","Female","","","","","1"
"Daily","2007","middle vocational","Male","","","","","1"
"Daily","2007","middle vocational","Female","","","","","1"
"Daily","2007","vocational + Abi","Male","","","","","1"
"Daily","2007","vocational + Abi","Female","","","","","1"
"Daily","2007","higher vocational","Male","","","","","1"
"Daily","2007","higher vocational","Female","","","","","1"
"Daily","2007","higher education","Male","","","","","1"
"Daily","2007","higher education","Female","","","","","1"
"Min 1x per month","2007","in school","Male","","","","","3"
"Min 1x per month","2007","in school","Female","","","","","3"
"Min 1x per month","2007","inadequately","Male","","","","","3"
"Min 1x per month","2007","inadequately","Female","","","","","3"
"Min 1x per month","2007","higher education","Female","","","","","3"
"Min 1x per month","2007","general elemantary","Male","","","","","3"
"Min 1x per month","2007","general elemantary","Female","","","","","3"
"Min 1x per month","2007","middle vocational","Male","","","","","3"
"Min 1x per month","2007","middle vocational","Female","","","","","3"
"Min 1x per month","2007","vocational + Abi","Male","","","","","3"
"Min 1x per month","2007","vocational + Abi","Female","","","","","3"
"Min 1x per month","2007","higher vocational","Male","","","","","3"
"Min 1x per month","2007","higher vocational","Female","","","","","3"
"Min 1x per month","2007","higher education","Male","","","","","3"
"Min 1x per week","2007","in school","Male","","","","","2"
"Min 1x per week","2007","in school","Female","","","","","2"
"Min 1x per week","2007","inadequately","Male","","","","","2"
"Min 1x per week","2007","inadequately","Female","","","","","2"
"Min 1x per week","2007","general elemantary","Male","","","","","2"
"Min 1x per week","2007","general elemantary","Female","","","","","2"
"Min 1x per week","2007","middle vocational","Male","","","","","2"
"Min 1x per week","2007","middle vocational","Female","","","","","2"
"Min 1x per week","2007","vocational + Abi","Male","","","","","2"
"Min 1x per week","2007","vocational + Abi","Female","","","","","2"
"Min 1x per week","2007","higher vocational","Male","","","","","2"
"Min 1x per week","2007","higher vocational","Female","","","","","2"
"Min 1x per week","2007","higher education","Male","","","","","2"
"Min 1x per week","2007","higher education","Female","","","","","2"
"Never","2007","in school","Male","","","","","5"
"Never","2007","in school","Female","","","","","5"
"Never","2007","inadequately","Male","","","","","5"
"Never","2007","inadequately","Female","","","","","5"
"Never","2007","general elemantary","Male","","","","","5"
"Never","2007","general elemantary","Female","","","","","5"
"Never","2007","middle vocational","Male","","","","","5"
"Never","2007","middle vocational","Female","","","","","5"
"Never","2007","vocational + Abi","Male","","","","","5"
"Never","2007","vocational + Abi","Female","","","","","5"
"Never","2007","higher vocational","Male","","","","","5"
"Never","2007","higher vocational","Female","","","","","5"
"Never","2007","higher education","Male","","","","","5"
"Never","2007","higher education","Female","","","","","5"
"Rarely","2007","in school","Male","","","","","4"
"Rarely","2007","in school","Female","","","","","4"
"Rarely","2007","inadequately","Male","","","","","4"
"Rarely","2007","inadequately","Female","","","","","4"
"Rarely","2007","general elemantary","Male","","","","","4"
"Rarely","2007","general elemantary","Female","","","","","4"
"Rarely","2007","middle vocational","Male","","","","","4"
"Rarely","2007","middle vocational","Female","","","","","4"
"Rarely","2007","vocational + Abi","Male","","","","","4"
"Rarely","2007","vocational + Abi","Female","","","","","4"
"Rarely","2007","higher vocational","Male","","","","","4"
"Rarely","2007","higher vocational","Female","","","","","4"
"Rarely","2007","higher education","Male","","","","","4"
"Rarely","2007","higher education","Female","","","","","4"
"Daily","2008","in school","Male","28","","","","1"
"Daily","2008","in school","Female","25","","","","1"
"Daily","2008","inadequately","Male","5","","","","1"
"Daily","2008","inadequately","Female","11","","","","1"
"Daily","2008","general elemantary","Male","69","0.103148759222291","0.0794920986223409","0.126805419822241","1"
"Daily","2008","general elemantary","Female","77","0.06953276883801","0.0561850733407614","0.0828804643352586","1"
"Daily","2008","middle vocational","Male","163","0.0384482888880493","0.0328979121907697","0.0439986655853289","1"
"Daily","2008","middle vocational","Female","200","0.0403606947497192","0.0349783821944033","0.0457430073050351","1"
"Daily","2008","vocational + Abi","Male","18","","","","1"
"Daily","2008","vocational + Abi","Female","21","","","","1"
"Daily","2008","higher vocational","Male","7","","","","1"
"Daily","2008","higher vocational","Female","11","","","","1"
"Daily","2008","higher education","Male","31","0.0136666974055943","0.00891455220960387","0.0184188426015848","1"
"Daily","2008","higher education","Female","48","0.0322060560789182","0.0242614082952723","0.0401507038625642","1"
"Min 1x per month","2008","in school","Male","22","","","","3"
"Min 1x per month","2008","in school","Female","29","","","","3"
"Min 1x per month","2008","inadequately","Male","8","","","","3"
"Min 1x per month","2008","inadequately","Female","22","","","","3"
"Min 1x per month","2008","general elemantary","Male","146","0.200656742518905","0.169506978195434","0.231806506842375","3"
"Min 1x per month","2008","general elemantary","Female","351","0.231691849166655","0.209551519388603","0.253832178944708","3"
"Min 1x per month","2008","middle vocational","Male","1419","0.298731537135063","0.285519179543627","0.311943894726499","3"
"Min 1x per month","2008","middle vocational","Female","1670","0.311670306691232","0.299003079787621","0.324337533594844","3"
"Min 1x per month","2008","vocational + Abi","Male","169","0.346735292186973","0.302315919739771","0.391154664634176","3"
"Min 1x per month","2008","vocational + Abi","Female","231","0.354736763939113","0.318097309206349","0.391376218671877","3"
"Min 1x per month","2008","higher vocational","Male","318","0.386417987542011","0.353311541951025","0.419524433132996","3"
"Min 1x per month","2008","higher vocational","Female","209","0.33177603490255","0.293620838995058","0.369931230810042","3"
"Min 1x per month","2008","higher education","Male","964","0.393060119526157","0.37306848093555","0.413051758116765","3"
"Min 1x per month","2008","higher education","Female","769","0.411059457730443","0.388918190479493","0.433200724981392","3"
"Min 1x per week","2008","in school","Male","111","0.710233907034456","0.64203960106101","0.778428213007902","2"
"Min 1x per week","2008","in school","Female","113","0.632928383628149","0.562901453956979","0.702955313299319","2"
"Min 1x per week","2008","inadequately","Male","29","","","","2"
"Min 1x per week","2008","inadequately","Female","46","0.389434324858051","0.299922796623102","0.478945853093","2"
"Min 1x per week","2008","general elemantary","Male","276","0.417150437942882","0.378798632145844","0.45550224373992","2"
"Min 1x per week","2008","general elemantary","Female","559","0.382856132072542","0.357348390991708","0.408363873153376","2"
"Min 1x per week","2008","middle vocational","Male","1703","0.370389657438709","0.356449650797098","0.38432966408032","2"
"Min 1x per week","2008","middle vocational","Female","2041","0.399220792495233","0.385827122119804","0.412614462870662","2"
"Min 1x per week","2008","vocational + Abi","Male","167","0.375954176645617","0.330747300921784","0.42116105236945","2"
"Min 1x per week","2008","vocational + Abi","Female","295","0.448211815047027","0.410126698425965","0.48629693166809","2"
"Min 1x per week","2008","higher vocational","Male","266","0.316298271997315","0.284680640930751","0.347915903063878","2"
"Min 1x per week","2008","higher vocational","Female","226","0.409479297049723","0.369631556911209","0.449327037188238","2"
"Min 1x per week","2008","higher education","Male","771","0.363143950613155","0.343460279052304","0.382827622174005","2"
"Min 1x per week","2008","higher education","Female","735","0.374285261493468","0.352507964151487","0.39606255883545","2"
"Never","2008","in school","Male","","","","","5"
"Never","2008","in school","Female","1","","","","5"
"Never","2008","inadequately","Male","7","","","","5"
"Never","2008","inadequately","Female","11","","","","5"
"Never","2008","general elemantary","Male","31","0.0674296294640524","0.0479254618072303","0.0869337971208746","5"
"Never","2008","general elemantary","Female","82","0.0553546809738928","0.0433549212047315","0.0673544407430541","5"
"Never","2008","middle vocational","Male","166","0.0344124002640411","0.0291503989634364","0.0396744015646459","5"
"Never","2008","middle vocational","Female","138","0.0312817541840849","0.0265209548901416","0.0360425534780281","5"
"Never","2008","vocational + Abi","Male","11","","","","5"
"Never","2008","vocational + Abi","Female","6","","","","5"
"Never","2008","higher vocational","Male","26","","","","5"
"Never","2008","higher vocational","Female","14","","","","5"
"Never","2008","higher education","Male","31","0.0200993080407683","0.0143551332201499","0.0258434828613867","5"
"Never","2008","higher education","Female","17","","","","5"
"Rarely","2008","middle vocational","Female","1087","0.21746645187973","0.206184527082101","0.22874837667736","4"
"Rarely","2008","vocational + Abi","Male","76","0.186678122637363","0.150311184662554","0.223045060612172","4"
"Rarely","2008","vocational + Abi","Female","102","0.1350484407078","0.10887455985868","0.16122232155692","4"
"Rarely","2008","higher vocational","Male","214","0.259654769167134","0.229844707627297","0.289464830706971","4"
"Rarely","2008","higher vocational","Female","125","0.206590688343648","0.17378310990073","0.239398266786565","4"
"Rarely","2008","higher education","Male","496","0.210029924414325","0.193357760484471","0.22670208834418","4"
"Rarely","2008","higher education","Female","328","0.168562049557421","0.151715566518383","0.185408532596459","4"
"Rarely","2008","in school","Male","9","","","","4"
"Rarely","2008","in school","Female","14","","","","4"
"Rarely","2008","inadequately","Male","24","","","","4"
"Rarely","2008","inadequately","Female","24","","","","4"
"Rarely","2008","general elemantary","Male","113","0.21161443085187","0.179845455930084","0.243383405773656","4"
"Rarely","2008","general elemantary","Female","326","0.2605645689489","0.237530598998324","0.283598538899475","4"
"Rarely","2008","middle vocational","Male","1159","0.258018116274138","0.245387650124182","0.270648582424093","4"
"Daily","2009","in school","Male","","","","","1"
"Daily","2009","in school","Female","","","","","1"
"Daily","2009","inadequately","Male","","","","","1"
"Daily","2009","inadequately","Female","","","","","1"
"Daily","2009","general elemantary","Male","","","","","1"
"Daily","2009","general elemantary","Female","","","","","1"
"Daily","2009","middle vocational","Male","","","","","1"
"Daily","2009","middle vocational","Female","","","","","1"
"Daily","2009","vocational + Abi","Male","","","","","1"
"Daily","2009","vocational + Abi","Female","","","","","1"
"Daily","2009","higher vocational","Male","","","","","1"
"Daily","2009","higher vocational","Female","","","","","1"
"Daily","2009","higher education","Male","","","","","1"
"Daily","2009","higher education","Female","","","","","1"
"Min 1x per month","2009","in school","Male","","","","","3"
"Min 1x per month","2009","in school","Female","","","","","3"
"Min 1x per month","2009","inadequately","Male","","","","","3"
"Min 1x per month","2009","inadequately","Female","","","","","3"
"Min 1x per month","2009","general elemantary","Male","","","","","3"
"Min 1x per month","2009","general elemantary","Female","","","","","3"
"Min 1x per month","2009","middle vocational","Male","","","","","3"
"Min 1x per month","2009","middle vocational","Female","","","","","3"
"Min 1x per month","2009","vocational + Abi","Male","","","","","3"
"Min 1x per month","2009","vocational + Abi","Female","","","","","3"
"Min 1x per month","2009","higher vocational","Male","","","","","3"
"Min 1x per month","2009","higher vocational","Female","","","","","3"
"Min 1x per month","2009","higher education","Male","","","","","3"
"Min 1x per month","2009","higher education","Female","","","","","3"
"Min 1x per week","2009","in school","Male","","","","","2"
"Min 1x per week","2009","in school","Female","","","","","2"
"Min 1x per week","2009","inadequately","Male","","","","","2"
"Min 1x per week","2009","inadequately","Female","","","","","2"
"Min 1x per week","2009","general elemantary","Male","","","","","2"
"Min 1x per week","2009","general elemantary","Female","","","","","2"
"Min 1x per week","2009","middle vocational","Male","","","","","2"
"Min 1x per week","2009","middle vocational","Female","","","","","2"
"Min 1x per week","2009","vocational + Abi","Male","","","","","2"
"Min 1x per week","2009","vocational + Abi","Female","","","","","2"
"Min 1x per week","2009","higher vocational","Male","","","","","2"
"Min 1x per week","2009","higher vocational","Female","","","","","2"
"Min 1x per week","2009","higher education","Male","","","","","2"
"Min 1x per week","2009","higher education","Female","","","","","2"
"Never","2009","in school","Male","","","","","5"
"Never","2009","in school","Female","","","","","5"
"Never","2009","inadequately","Male","","","","","5"
"Never","2009","inadequately","Female","","","","","5"
"Never","2009","general elemantary","Male","","","","","5"
"Never","2009","general elemantary","Female","","","","","5"
"Never","2009","middle vocational","Male","","","","","5"
"Never","2009","middle vocational","Female","","","","","5"
"Never","2009","vocational + Abi","Male","","","","","5"
"Never","2009","vocational + Abi","Female","","","","","5"
"Never","2009","higher vocational","Male","","","","","5"
"Never","2009","higher vocational","Female","","","","","5"
"Never","2009","higher education","Male","","","","","5"
"Never","2009","higher education","Female","","","","","5"
"Rarely","2009","in school","Male","","","","","4"
"Rarely","2009","in school","Female","","","","","4"
"Rarely","2009","inadequately","Male","","","","","4"
"Rarely","2009","inadequately","Female","","","","","4"
"Rarely","2009","general elemantary","Male","","","","","4"
"Rarely","2009","general elemantary","Female","","","","","4"
"Rarely","2009","middle vocational","Male","","","","","4"
"Rarely","2009","middle vocational","Female","","","","","4"
"Rarely","2009","vocational + Abi","Male","","","","","4"
"Rarely","2009","vocational + Abi","Female","","","","","4"
"Rarely","2009","higher vocational","Male","","","","","4"
"Rarely","2009","higher vocational","Female","","","","","4"
"Rarely","2009","higher education","Male","","","","","4"
"Rarely","2009","higher education","Female","","","","","4"
"Daily","2010","in school","Male","","","","","1"
"Daily","2010","in school","Female","","","","","1"
"Daily","2010","inadequately","Male","","","","","1"
"Daily","2010","inadequately","Female","","","","","1"
"Daily","2010","general elemantary","Male","","","","","1"
"Daily","2010","general elemantary","Female","","","","","1"
"Daily","2010","middle vocational","Male","","","","","1"
"Daily","2010","middle vocational","Female","","","","","1"
"Daily","2010","vocational + Abi","Male","","","","","1"
"Daily","2010","vocational + Abi","Female","","","","","1"
"Daily","2010","higher vocational","Male","","","","","1"
"Daily","2010","higher vocational","Female","","","","","1"
"Daily","2010","higher education","Male","","","","","1"
"Daily","2010","higher education","Female","","","","","1"
"Min 1x per month","2010","in school","Male","","","","","3"
"Min 1x per month","2010","in school","Female","","","","","3"
"Min 1x per month","2010","inadequately","Male","","","","","3"
"Min 1x per month","2010","inadequately","Female","","","","","3"
"Min 1x per month","2010","general elemantary","Male","","","","","3"
"Min 1x per month","2010","general elemantary","Female","","","","","3"
"Min 1x per month","2010","middle vocational","Male","","","","","3"
"Min 1x per month","2010","middle vocational","Female","","","","","3"
"Min 1x per month","2010","vocational + Abi","Male","","","","","3"
"Min 1x per month","2010","vocational + Abi","Female","","","","","3"
"Min 1x per month","2010","higher vocational","Male","","","","","3"
"Min 1x per month","2010","higher vocational","Female","","","","","3"
"Min 1x per month","2010","higher education","Male","","","","","3"
"Min 1x per month","2010","higher education","Female","","","","","3"
"Min 1x per week","2010","in school","Male","","","","","2"
"Min 1x per week","2010","in school","Female","","","","","2"
"Min 1x per week","2010","inadequately","Male","","","","","2"
"Min 1x per week","2010","inadequately","Female","","","","","2"
"Min 1x per week","2010","general elemantary","Male","","","","","2"
"Min 1x per week","2010","general elemantary","Female","","","","","2"
"Min 1x per week","2010","middle vocational","Male","","","","","2"
"Min 1x per week","2010","middle vocational","Female","","","","","2"
"Min 1x per week","2010","vocational + Abi","Male","","","","","2"
"Min 1x per week","2010","vocational + Abi","Female","","","","","2"
"Min 1x per week","2010","higher vocational","Male","","","","","2"
"Min 1x per week","2010","higher vocational","Female","","","","","2"
"Min 1x per week","2010","higher education","Male","","","","","2"
"Min 1x per week","2010","higher education","Female","","","","","2"
"Never","2010","in school","Male","","","","","5"
"Never","2010","in school","Female","","","","","5"
"Never","2010","inadequately","Male","","","","","5"
"Never","2010","inadequately","Female","","","","","5"
"Never","2010","general elemantary","Male","","","","","5"
"Never","2010","general elemantary","Female","","","","","5"
"Never","2010","middle vocational","Male","","","","","5"
"Never","2010","middle vocational","Female","","","","","5"
"Never","2010","vocational + Abi","Male","","","","","5"
"Never","2010","vocational + Abi","Female","","","","","5"
"Never","2010","higher vocational","Male","","","","","5"
