"pli0080","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","2008","Couple + C. GT 16 ","vocational + Abi","6","","","","1"
"Daily","2008","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Daily","2008","Couple + C. GT 16 ","higher education","9","","","","1"
"Daily","2008","Couple + C. LE and GT 16","in school","15","","","","1"
"Daily","2008","Couple + C. LE and GT 16","inadequately","1","","","","1"
"Daily","2008","Couple + C. LE and GT 16","general elemantary","20","","","","1"
"Daily","2008","Couple + C. LE and GT 16","middle vocational","22","","","","1"
"Daily","2008","Couple + C. LE and GT 16","vocational + Abi","3","","","","1"
"Daily","2008","Couple + C. LE and GT 16","higher vocational","1","","","","1"
"Daily","2008","Couple + C. LE and GT 16","higher education","3","","","","1"
"Min 1x per month","2008","1-pers.-HH","inadequately","3","","","","3"
"Min 1x per month","2008","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2008","1-pers.-HH","general elemantary","96","0.197786734206569","0.159088211543762","0.236485256869377","3"
"Min 1x per month","2008","1-pers.-HH","middle vocational","367","0.247219098189243","0.22596120813338","0.268476988245105","3"
"Min 1x per month","2008","1-pers.-HH","vocational + Abi","47","0.25021490836246","0.18780016078638","0.312629655938539","3"
"Min 1x per month","2008","1-pers.-HH","higher vocational","60","0.248668710552482","0.187687541551092","0.309649879553872","3"
"Min 1x per month","2008","1-pers.-HH","higher education","178","0.286971606260935","0.251250030248306","0.322693182273564","3"
"Min 1x per month","2008","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2008","(Married) couple without C. ","inadequately","11","","","","3"
"Min 1x per month","2008","(Married) couple without C. ","general elemantary","192","0.298150543539984","0.262143121179143","0.334157965900825","3"
"Min 1x per month","2008","(Married) couple without C. ","middle vocational","1308","0.338656037756644","0.323441984982081","0.353870090531207","3"
"Min 1x per month","2008","(Married) couple without C. ","vocational + Abi","129","0.458597999222666","0.403219153098114","0.513976845347218","3"
"Min 1x per month","2008","(Married) couple without C. ","higher vocational","207","0.403667430801142","0.362400297944418","0.444934563657867","3"
"Min 1x per month","2008","(Married) couple without C. ","higher education","765","0.435376757258909","0.412343779617769","0.458409734900048","3"
"Min 1x per month","2008","Single parent ","in school","7","","","","3"
"Min 1x per month","2008","Single parent ","inadequately","2","","","","3"
"Min 1x per month","2008","Single parent ","general elemantary","32","0.152135429924055","0.100241375087673","0.204029484760438","3"
"Min 1x per month","2008","Single parent ","middle vocational","129","0.274634769612754","0.236849561111387","0.31241997811412","3"
"Min 1x per month","2008","Single parent ","vocational + Abi","14","","","","3"
"Min 1x per month","2008","Single parent ","higher vocational","15","","","","3"
"Min 1x per month","2008","Single parent ","higher education","53","0.377177170729656","0.299613666415097","0.454740675044216","3"
"Min 1x per month","2008","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","inadequately","5","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","general elemantary","49","0.189154697702048","0.136683766391137","0.241625629012959","3"
"Min 1x per month","2008","Couple + C. LE 16 ","middle vocational","516","0.326617591032942","0.303149050611741","0.350086131454143","3"
"Min 1x per month","2008","Couple + C. LE 16 ","vocational + Abi","123","0.35477941988112","0.302193697256374","0.407365142505866","3"
"Min 1x per month","2008","Couple + C. LE 16 ","higher vocational","124","0.390504150269428","0.337134571123135","0.443873729415722","3"
"Min 1x per month","2008","Couple + C. LE 16 ","higher education","343","0.429227792895023","0.394425095289104","0.464030490500942","3"
"Min 1x per month","2008","Couple + C. GT 16 ","middle vocational","553","0.320753290801753","0.298479718214781","0.343026863388724","3"
"Min 1x per month","2008","Couple + C. GT 16 ","vocational + Abi","53","0.299156528993185","0.225387003144192","0.372926054842178","3"
"Min 1x per month","2008","Couple + C. GT 16 ","higher vocational","79","0.41657385102858","0.347905843902095","0.485241858155065","3"
"Min 1x per month","2008","Couple + C. GT 16 ","higher education","274","0.452989050970637","0.413290789867315","0.492687312073959","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","in school","21","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","general elemantary","27","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","middle vocational","163","0.294958901695142","0.254581532250734","0.335336271139551","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","vocational + Abi","31","0.558734639927348","0.440717156043536","0.676752123811161","3"
"Min 1x per month","2008","Couple + C. GT 16 ","in school","23","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","inadequately","8","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","general elemantary","87","0.196984229543109","0.157204644806975","0.236763814279242","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","higher vocational","32","0.307075411075554","0.212300605485432","0.401850216665676","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","higher education","98","0.515831404627408","0.448240129218519","0.583422680036298","3"
"Min 1x per week","2008","1-pers.-HH","in school","3","","","","2"
"Min 1x per week","2008","1-pers.-HH","inadequately","8","","","","2"
"Min 1x per week","2008","1-pers.-HH","general elemantary","162","0.396403772066975","0.348881955439157","0.443925588694792","2"
"Min 1x per week","2008","1-pers.-HH","middle vocational","740","0.440888831764754","0.41642308456063","0.465354578968878","2"
"Min 1x per week","2008","1-pers.-HH","vocational + Abi","105","0.552314813411112","0.480660566704255","0.62396906011797","2"
"Min 1x per week","2008","1-pers.-HH","higher vocational","88","0.464078124278522","0.393719761094321","0.534436487462723","2"
"Min 1x per week","2008","1-pers.-HH","higher education","286","0.46707871162168","0.427679792604068","0.506477630639291","2"
"Min 1x per week","2008","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2008","(Married) couple without C. ","inadequately","22","","","","2"
"Min 1x per week","2008","(Married) couple without C. ","general elemantary","202","0.324921907473884","0.288056524438491","0.361787290509278","2"
"Min 1x per week","2008","(Married) couple without C. ","middle vocational","1161","0.303157707192414","0.288381826767203","0.317933587617624","2"
"Min 1x per week","2008","(Married) couple without C. ","vocational + Abi","111","0.309861163757887","0.258466301800052","0.361256025715723","2"
"Min 1x per week","2008","(Married) couple without C. ","higher vocational","173","0.303935378487736","0.265248509361107","0.342622247614365","2"
"Min 1x per week","2008","(Married) couple without C. ","higher education","579","0.310988965422845","0.289484746720232","0.332493184125459","2"
"Min 1x per week","2008","Single parent ","in school","31","0.576261785302876","0.449089398981839","0.703434171623912","2"
"Min 1x per week","2008","Single parent ","inadequately","8","","","","2"
"Min 1x per week","2008","Single parent ","general elemantary","87","0.481395454706106","0.409200253414756","0.553590655997457","2"
"Min 1x per week","2008","Single parent ","middle vocational","267","0.468022317696689","0.425780199816973","0.510264435576405","2"
"Min 1x per week","2008","Single parent ","vocational + Abi","24","","","","2"
"Min 1x per week","2008","Single parent ","higher vocational","13","","","","2"
"Min 1x per week","2008","Single parent ","higher education","65","0.370408485739757","0.293127552463207","0.447689419016307","2"
"Min 1x per week","2008","Couple + C. LE 16 ","in school","1","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","inadequately","12","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","general elemantary","105","0.433560875938094","0.367164730414688","0.4999570214615","2"
"Min 1x per week","2008","Couple + C. LE 16 ","middle vocational","686","0.443812598664129","0.418950041307934","0.468675156020324","2"
"Min 1x per week","2008","Couple + C. LE 16 ","vocational + Abi","125","0.423724963305995","0.369413505521799","0.478036421090191","2"
"Min 1x per week","2008","Couple + C. LE 16 ","higher vocational","123","0.363857866371744","0.311227239883754","0.416488492859734","2"
"Min 1x per week","2008","Couple + C. LE 16 ","higher education","306","0.3898480318666","0.35555512793111","0.42414093580209","2"
"Min 1x per week","2008","Couple + C. GT 16 ","in school","100","0.691984007488705","0.619536999574112","0.764431015403298","2"
"Min 1x per week","2008","Couple + C. GT 16 ","inadequately","14","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","general elemantary","168","0.386985036634062","0.338269767865688","0.435700305402435","2"
"Min 1x per week","2008","Couple + C. GT 16 ","middle vocational","644","0.391684919252113","0.368392035105944","0.414977803398281","2"
"Min 1x per week","2008","Couple + C. GT 16 ","vocational + Abi","68","0.400490220924223","0.321547638877971","0.479432802970476","2"
"Min 1x per week","2008","Couple + C. GT 16 ","higher vocational","57","0.300071662101811","0.236237262734837","0.363906061468784","2"
"Min 1x per week","2008","Couple + C. GT 16 ","higher education","179","0.320555681481856","0.283337230263043","0.35777413270067","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","in school","87","0.70894338961668","0.631156401601077","0.786730377632283","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","inadequately","8","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","general elemantary","81","0.59178019651413","0.51286108171284","0.67069931131542","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","middle vocational","171","0.397352886293621","0.354024773079642","0.440680999507599","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","vocational + Abi","20","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","higher vocational","26","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","higher education","68","0.304870519031215","0.242607666667127","0.367133371395304","2"
"Never","2008","1-pers.-HH","in school","","","","","5"
"Never","2008","1-pers.-HH","inadequately","5","","","","5"
"Never","2008","1-pers.-HH","general elemantary","25","","","","5"
"Never","2008","1-pers.-HH","middle vocational","60","0.038428299563626","0.0289558724581013","0.0479007266691507","5"
"Never","2008","1-pers.-HH","vocational + Abi","5","","","","5"
"Never","2008","1-pers.-HH","higher vocational","8","","","","5"
"Never","2008","1-pers.-HH","higher education","14","","","","5"
"Never","2008","(Married) couple without C. ","in school","","","","","5"
"Never","2008","(Married) couple without C. ","inadequately","1","","","","5"
"Never","2008","(Married) couple without C. ","general elemantary","47","0.0741472193750098","0.0535233263006178","0.0947711124494018","5"
"Never","2008","(Married) couple without C. ","middle vocational","154","0.0429680565877408","0.0364489529848045","0.0494871601906771","5"
"Never","2008","(Married) couple without C. ","vocational + Abi","7","","","","5"
"Never","2008","(Married) couple without C. ","higher vocational","18","","","","5"
"Never","2008","(Married) couple without C. ","higher education","24","","","","5"
"Never","2008","Single parent ","in school","","","","","5"
"Never","2008","Single parent ","inadequately","4","","","","5"
"Never","2008","Single parent ","general elemantary","11","","","","5"
"Never","2008","Single parent ","middle vocational","13","","","","5"
"Never","2008","Single parent ","vocational + Abi","","","","","5"
"Never","2008","Single parent ","higher vocational","","","","","5"
"Never","2008","Single parent ","higher education","","","","","5"
"Never","2008","Couple + C. LE 16 ","in school","","","","","5"
"Never","2008","Couple + C. LE 16 ","inadequately","2","","","","5"
"Never","2008","Couple + C. LE 16 ","general elemantary","4","","","","5"
"Never","2008","Couple + C. LE 16 ","middle vocational","14","","","","5"
"Never","2008","Couple + C. LE 16 ","vocational + Abi","2","","","","5"
"Never","2008","Couple + C. LE 16 ","higher vocational","5","","","","5"
"Never","2008","Couple + C. LE 16 ","higher education","5","","","","5"
"Never","2008","Couple + C. GT 16 ","in school","","","","","5"
"Never","2008","Couple + C. GT 16 ","inadequately","4","","","","5"
"Never","2008","Couple + C. GT 16 ","general elemantary","15","","","","5"
"Never","2008","Couple + C. GT 16 ","middle vocational","36","0.0245137769813975","0.0171346287386607","0.0318929252241344","5"
"Never","2008","Couple + C. GT 16 ","vocational + Abi","2","","","","5"
"Never","2008","Couple + C. GT 16 ","higher vocational","6","","","","5"
"Never","2008","Couple + C. GT 16 ","higher education","4","","","","5"
"Never","2008","Couple + C. LE and GT 16","in school","1","","","","5"
"Never","2008","Couple + C. LE and GT 16","inadequately","1","","","","5"
"Never","2008","Couple + C. LE and GT 16","general elemantary","1","","","","5"
"Never","2008","Couple + C. LE and GT 16","middle vocational","11","","","","5"
"Never","2008","Couple + C. LE and GT 16","vocational + Abi","1","","","","5"
"Never","2008","Couple + C. LE and GT 16","higher vocational","3","","","","5"
"Never","2008","Couple + C. LE and GT 16","higher education","","","","","5"
"Rarely","2008","1-pers.-HH","in school","","","","","4"
"Rarely","2008","1-pers.-HH","inadequately","5","","","","4"
"Rarely","2008","1-pers.-HH","general elemantary","95","0.258016814447407","0.215508692019527","0.300524936875287","4"
"Rarely","2008","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2008","Couple + C. LE 16 ","inadequately","5","","","","4"
"Rarely","2008","Couple + C. LE 16 ","general elemantary","41","0.247556479584889","0.189731524150066","0.305381435019712","4"
"Rarely","2008","Couple + C. LE 16 ","middle vocational","267","0.189473980197851","0.169863253782717","0.209084706612986","4"
"Rarely","2008","Couple + C. LE 16 ","higher vocational","64","0.211220289321785","0.16656825428053","0.25587232436304","4"
"Rarely","2008","Couple + C. LE 16 ","higher education","108","0.152261119101883","0.126999386052838","0.177522852150927","4"
"Rarely","2008","Couple + C. GT 16 ","in school","11","","","","4"
"Rarely","2008","Couple + C. GT 16 ","inadequately","7","","","","4"
"Rarely","2008","Couple + C. GT 16 ","general elemantary","72","0.263033825849785","0.218997400582383","0.307070251117187","4"
"Rarely","2008","Couple + C. GT 16 ","middle vocational","375","0.224274895650196","0.204371150393507","0.244178640906884","4"
"Rarely","2008","Couple + C. GT 16 ","vocational + Abi","19","","","","4"
"Rarely","2008","Couple + C. GT 16 ","higher vocational","54","0.238360315100379","0.179012155809273","0.297708474391485","4"
"Rarely","2008","Couple + C. GT 16 ","higher education","138","0.204372914853554","0.172214393564608","0.236531436142501","4"
"Rarely","2008","Couple + C. LE and GT 16","in school","7","","","","4"
"Rarely","2008","Couple + C. LE and GT 16","inadequately","3","","","","4"
"Rarely","2008","Couple + C. LE and GT 16","general elemantary","20","","","","4"
"Rarely","2008","Couple + C. LE and GT 16","middle vocational","123","0.245134729223994","0.207046814552307","0.283222643895681","4"
"Rarely","2008","Couple + C. LE and GT 16","higher vocational","29","","","","4"
"Rarely","2008","1-pers.-HH","higher education","115","0.176173025693987","0.146088342296832","0.206257709091142","4"
"Rarely","2008","(Married) couple without C. ","in school","","","","","4"
"Rarely","2008","(Married) couple without C. ","inadequately","21","","","","4"
"Rarely","2008","(Married) couple without C. ","higher education","391","0.22543206955358","0.206019827639858","0.244844311467302","4"
"Rarely","2008","Single parent ","in school","5","","","","4"
"Rarely","2008","Single parent ","inadequately","4","","","","4"
"Rarely","2008","Single parent ","general elemantary","34","0.172838535316806","0.118205589929556","0.227471480704056","4"
"Rarely","2008","Couple + C. LE and GT 16","vocational + Abi","13","","","","4"
"Rarely","2008","1-pers.-HH","middle vocational","317","0.211651500049004","0.191522849988935","0.231780150109073","4"
"Rarely","2008","1-pers.-HH","vocational + Abi","20","","","","4"
"Rarely","2008","1-pers.-HH","higher vocational","32","0.208103549203589","0.150831413513425","0.265375684893754","4"
"Rarely","2008","Single parent ","higher vocational","12","","","","4"
"Rarely","2008","Single parent ","higher education","26","","","","4"
"Rarely","2008","(Married) couple without C. ","general elemantary","162","0.274554597898605","0.239425340193813","0.309683855603397","4"
"Rarely","2008","(Married) couple without C. ","middle vocational","1032","0.294082033933779","0.279434545129746","0.308729522737813","4"
"Rarely","2008","(Married) couple without C. ","vocational + Abi","59","0.181400048174947","0.138572574883975","0.224227521465918","4"
"Rarely","2008","(Married) couple without C. ","higher vocational","141","0.257534221610675","0.220754886807237","0.294313556414112","4"
"Rarely","2008","Single parent ","middle vocational","88","0.153470018749947","0.122956053926028","0.183983983573866","4"
"Rarely","2008","Single parent ","vocational + Abi","8","","","","4"
"Rarely","2008","Couple + C. LE 16 ","vocational + Abi","54","0.179997134900356","0.137771614361506","0.222222655439207","4"
"Rarely","2008","Couple + C. LE and GT 16","higher education","41","0.143947700464835","0.0964698598125337","0.191425541117137","4"
"Daily","2009","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2009","1-pers.-HH","in school","","","","","1"
"Daily","2009","1-pers.-HH","inadequately","","","","","1"
"Daily","2009","1-pers.-HH","general elemantary","","","","","1"
"Daily","2009","1-pers.-HH","middle vocational","","","","","1"
"Daily","2009","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2009","1-pers.-HH","higher vocational","","","","","1"
"Daily","2009","1-pers.-HH","higher education","","","","","1"
"Daily","2009","(Married) couple without C. ","in school","","","","","1"
"Daily","2009","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2009","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2009","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2009","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2009","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2009","(Married) couple without C. ","higher education","","","","","1"
"Daily","2009","Single parent ","in school","","","","","1"
"Daily","2009","Single parent ","inadequately","","","","","1"
"Daily","2009","Single parent ","general elemantary","","","","","1"
"Daily","2009","Single parent ","middle vocational","","","","","1"
"Daily","2009","Single parent ","vocational + Abi","","","","","1"
"Daily","2009","Single parent ","higher vocational","","","","","1"
"Daily","2009","Single parent ","higher education","","","","","1"
"Daily","2009","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2009","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2009","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2009","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2009","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2009","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2009","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2009","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2009","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2009","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2009","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2009","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2009","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2009","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","2009","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2009","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","2009","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","2009","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","2009","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","2009","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","2009","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","2009","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","2009","Single parent ","in school","","","","","3"
"Min 1x per month","2009","Single parent ","inadequately","","","","","3"
"Min 1x per month","2009","Single parent ","general elemantary","","","","","3"
"Min 1x per month","2009","Single parent ","middle vocational","","","","","3"
"Min 1x per month","2009","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","2009","Single parent ","higher vocational","","","","","3"
"Min 1x per month","2009","Single parent ","higher education","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","2009","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","2009","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","2009","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per week","2009","1-pers.-HH","in school","","","","","2"
"Min 1x per week","2009","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","2009","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","2009","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","2009","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","2009","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","2009","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","2009","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","2009","Single parent ","in school","","","","","2"
"Min 1x per week","2009","Single parent ","inadequately","","","","","2"
"Min 1x per week","2009","Single parent ","general elemantary","","","","","2"
"Min 1x per week","2009","Single parent ","middle vocational","","","","","2"
"Min 1x per week","2009","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","2009","Single parent ","higher vocational","","","","","2"
"Min 1x per week","2009","Single parent ","higher education","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","2009","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","2009","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","2009","Couple + C. LE and GT 16","higher education","","","","","2"
"Never","2009","1-pers.-HH","in school","","","","","5"
"Never","2009","1-pers.-HH","inadequately","","","","","5"
"Never","2009","1-pers.-HH","general elemantary","","","","","5"
"Never","2009","1-pers.-HH","middle vocational","","","","","5"
"Never","2009","1-pers.-HH","vocational + Abi","","","","","5"
"Never","2009","1-pers.-HH","higher vocational","","","","","5"
"Never","2009","1-pers.-HH","higher education","","","","","5"
"Never","2009","(Married) couple without C. ","inadequately","","","","","5"
"Never","2009","(Married) couple without C. ","general elemantary","","","","","5"
"Never","2009","(Married) couple without C. ","middle vocational","","","","","5"
"Never","2009","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","2009","(Married) couple without C. ","higher vocational","","","","","5"
"Never","2009","(Married) couple without C. ","higher education","","","","","5"
"Never","2009","Single parent ","in school","","","","","5"
"Never","2009","Single parent ","inadequately","","","","","5"
"Never","2009","Single parent ","general elemantary","","","","","5"
"Never","2009","Single parent ","middle vocational","","","","","5"
"Never","2009","Single parent ","vocational + Abi","","","","","5"
"Never","2009","Single parent ","higher vocational","","","","","5"
"Never","2009","Couple + C. LE 16 ","in school","","","","","5"
"Never","2009","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","2009","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","2009","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","2009","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","2009","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","2009","Couple + C. LE 16 ","higher education","","","","","5"
"Never","2009","Couple + C. GT 16 ","in school","","","","","5"
"Never","2009","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","2009","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","2009","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","2009","Couple + C. GT 16 ","higher education","","","","","5"
"Never","2009","Couple + C. LE and GT 16","in school","","","","","5"
"Never","2009","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","2009","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Never","2009","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","2009","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","2009","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","2009","(Married) couple without C. ","in school","","","","","5"
"Never","2009","Single parent ","higher education","","","","","5"
"Never","2009","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","2009","Couple + C. GT 16 ","general elemantary","","","","","5"
"Rarely","2009","1-pers.-HH","general elemantary","","","","","4"
"Rarely","2009","1-pers.-HH","inadequately","","","","","4"
"Rarely","2009","1-pers.-HH","in school","","","","","4"
"Rarely","2009","1-pers.-HH","middle vocational","","","","","4"
"Rarely","2009","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","2009","1-pers.-HH","higher vocational","","","","","4"
"Rarely","2009","1-pers.-HH","higher education","","","","","4"
"Rarely","2009","(Married) couple without C. ","in school","","","","","4"
"Rarely","2009","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","2009","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","2009","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","2009","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","2009","(Married) couple without C. ","higher vocational","","","","","4"
"Rarely","2009","(Married) couple without C. ","higher education","","","","","4"
"Rarely","2009","Single parent ","in school","","","","","4"
"Rarely","2009","Single parent ","inadequately","","","","","4"
"Rarely","2009","Single parent ","general elemantary","","","","","4"
