"pli0080","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2003","general elemantary","West Germany","518","0.211532138407185","0.194974480227456","0.228089796586915","3"
"Min 1x per month","2003","general elemantary","East Germany","89","0.212271383453981","0.172976549106905","0.251566217801057","3"
"Min 1x per month","2003","middle vocational","West Germany","2680","0.310654256272158","0.300710656603","0.320597855941317","3"
"Min 1x per month","2003","middle vocational","East Germany","918","0.313731944113912","0.296600110059787","0.330863778168037","3"
"Min 1x per month","2003","vocational + Abi","West Germany","309","0.295793265487845","0.267743331564833","0.323843199410857","3"
"Min 1x per month","2003","vocational + Abi","East Germany","44","0.32554317946983","0.248743139135369","0.402343219804291","3"
"Min 1x per month","2003","higher vocational","East Germany","180","0.368791055256947","0.324311991681164","0.413270118832729","3"
"Min 1x per month","2003","higher education","West Germany","1182","0.359377403421407","0.342382370594579","0.376372436248234","3"
"Min 1x per month","2003","higher education","East Germany","555","0.433131385821838","0.406102010835515","0.460160760808162","3"
"Min 1x per month","2003","higher vocational","West Germany","450","0.324249925326633","0.298164601363287","0.350335249289979","3"
"Min 1x per month","2003","in school","West Germany","41","0.098269096984703","0.0708264604886533","0.125711733480753","3"
"Min 1x per week","2003","in school","West Germany","269","0.570093033648521","0.524453732887851","0.615732334409191","2"
"Min 1x per week","2003","in school","East Germany","84","0.568427872314233","0.492157659070097","0.644698085558368","2"
"Min 1x per week","2003","inadequately","West Germany","98","0.369660002607367","0.310296448188533","0.429023557026201","2"
"Min 1x per week","2003","inadequately","East Germany","5","","","","2"
"Min 1x per week","2003","general elemantary","West Germany","1065","0.442396561125434","0.42225990620012","0.462533216050748","2"
"Min 1x per week","2003","general elemantary","East Germany","166","0.401916775943281","0.354802740631886","0.449030811254675","2"
"Min 1x per week","2003","middle vocational","West Germany","3530","0.411175433953441","0.400602562112453","0.421748305794429","2"
"Min 1x per week","2003","middle vocational","East Germany","953","0.345265866822572","0.327711429605894","0.362820304039251","2"
"Min 1x per week","2003","vocational + Abi","West Germany","508","0.483928430246885","0.453214658642257","0.514642201851512","2"
"Min 1x per week","2003","vocational + Abi","East Germany","65","0.407811701904007","0.327266472154362","0.488356931653652","2"
"Min 1x per week","2003","higher vocational","West Germany","500","0.422931671283786","0.395401306543069","0.450462036024504","2"
"Min 1x per week","2003","higher vocational","East Germany","127","0.260007438065669","0.219569832026633","0.300445044104705","2"
"Min 1x per week","2003","higher education","West Germany","1341","0.445324523357504","0.427720850613946","0.462928196101062","2"
"Min 1x per week","2003","higher education","East Germany","379","0.294274994288867","0.269416237645001","0.319133750932734","2"
"Never","2003","in school","West Germany","2","","","","5"
"Never","2003","in school","East Germany","","","","","5"
"Never","2003","inadequately","West Germany","17","","","","5"
"Never","2003","inadequately","East Germany","4","","","","5"
"Never","2003","general elemantary","West Germany","126","0.0650303182643492","0.0550331859833422","0.0750274505453563","5"
"Never","2003","general elemantary","East Germany","31","0.0934746400005199","0.0655016876659407","0.121447592335099","5"
"Never","2003","middle vocational","West Germany","235","0.0337531668709366","0.0298726664677952","0.0376336672740781","5"
"Never","2003","middle vocational","East Germany","98","0.0424924837577194","0.0350450825465708","0.0499398849688681","5"
"Never","2003","vocational + Abi","West Germany","21","","","","5"
"Never","2003","vocational + Abi","East Germany","2","","","","5"
"Never","2003","higher vocational","West Germany","27","","","","5"
"Never","2003","higher vocational","East Germany","14","","","","5"
"Never","2003","higher education","West Germany","33","0.0130244136178967","0.00900856075035617","0.0170402664854373","5"
"Never","2003","higher education","East Germany","14","","","","5"
"Rarely","2003","in school","West Germany","17","","","","4"
"Rarely","2003","in school","East Germany","8","","","","4"
"Rarely","2003","inadequately","West Germany","51","0.235746330787543","0.183546094370613","0.287946567204472","4"
"Rarely","2003","inadequately","East Germany","2","","","","4"
"Rarely","2003","general elemantary","West Germany","428","0.203462394657268","0.187140748714462","0.219784040600075","4"
"Rarely","2003","general elemantary","East Germany","89","0.213262932274834","0.173901225636903","0.252624638912765","4"
"Rarely","2003","middle vocational","West Germany","1554","0.206931818928641","0.198227088457966","0.215636549399316","4"
"Rarely","2003","higher education","West Germany","433","0.156720030085422","0.143843654278022","0.169596405892822","4"
"Rarely","2003","higher education","East Germany","324","0.239665678294268","0.216379930477543","0.262951426110993","4"
"Rarely","2003","vocational + Abi","East Germany","26","","","","4"
"Rarely","2003","higher vocational","West Germany","221","0.201622057880768","0.179263873796518","0.223980241965019","4"
"Rarely","2003","middle vocational","East Germany","746","0.259431809966337","0.24324833664332","0.275615283289353","4"
"Rarely","2003","vocational + Abi","West Germany","149","0.164634600216636","0.141842391521543","0.187426808911728","4"
"Rarely","2003","higher vocational","East Germany","117","0.287127024039129","0.245418772486649","0.328835275591608","4"
"Daily","2004","in school","West Germany","","","","","1"
"Daily","2004","in school","East Germany","","","","","1"
"Daily","2004","inadequately","West Germany","","","","","1"
"Daily","2004","inadequately","East Germany","","","","","1"
"Daily","2004","general elemantary","West Germany","","","","","1"
"Daily","2004","general elemantary","East Germany","","","","","1"
"Daily","2004","middle vocational","West Germany","","","","","1"
"Daily","2004","middle vocational","East Germany","","","","","1"
"Daily","2004","vocational + Abi","West Germany","","","","","1"
"Daily","2004","vocational + Abi","East Germany","","","","","1"
"Daily","2004","higher vocational","West Germany","","","","","1"
"Daily","2004","higher vocational","East Germany","","","","","1"
"Daily","2004","higher education","West Germany","","","","","1"
"Daily","2004","higher education","East Germany","","","","","1"
"Min 1x per month","2004","in school","West Germany","","","","","3"
"Min 1x per month","2004","in school","East Germany","","","","","3"
"Min 1x per month","2004","inadequately","West Germany","","","","","3"
"Min 1x per month","2004","inadequately","East Germany","","","","","3"
"Min 1x per month","2004","general elemantary","West Germany","","","","","3"
"Min 1x per month","2004","general elemantary","East Germany","","","","","3"
"Min 1x per month","2004","middle vocational","West Germany","","","","","3"
"Min 1x per month","2004","middle vocational","East Germany","","","","","3"
"Min 1x per month","2004","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2004","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2004","higher vocational","West Germany","","","","","3"
"Min 1x per month","2004","higher vocational","East Germany","","","","","3"
"Min 1x per month","2004","higher education","West Germany","","","","","3"
"Min 1x per month","2004","higher education","East Germany","","","","","3"
"Min 1x per week","2004","in school","West Germany","","","","","2"
"Min 1x per week","2004","in school","East Germany","","","","","2"
"Min 1x per week","2004","inadequately","West Germany","","","","","2"
"Min 1x per week","2004","inadequately","East Germany","","","","","2"
"Min 1x per week","2004","general elemantary","West Germany","","","","","2"
"Min 1x per week","2004","general elemantary","East Germany","","","","","2"
"Min 1x per week","2004","middle vocational","West Germany","","","","","2"
"Min 1x per week","2004","middle vocational","East Germany","","","","","2"
"Min 1x per week","2004","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2004","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2004","higher vocational","West Germany","","","","","2"
"Min 1x per week","2004","higher vocational","East Germany","","","","","2"
"Min 1x per week","2004","higher education","West Germany","","","","","2"
"Min 1x per week","2004","higher education","East Germany","","","","","2"
"Never","2004","in school","West Germany","","","","","5"
"Never","2004","in school","East Germany","","","","","5"
"Never","2004","inadequately","West Germany","","","","","5"
"Never","2004","inadequately","East Germany","","","","","5"
"Never","2004","general elemantary","West Germany","","","","","5"
"Never","2004","general elemantary","East Germany","","","","","5"
"Never","2004","middle vocational","West Germany","","","","","5"
"Never","2004","middle vocational","East Germany","","","","","5"
"Never","2004","vocational + Abi","West Germany","","","","","5"
"Never","2004","vocational + Abi","East Germany","","","","","5"
"Never","2004","higher vocational","West Germany","","","","","5"
"Never","2004","higher vocational","East Germany","","","","","5"
"Never","2004","higher education","West Germany","","","","","5"
"Never","2004","higher education","East Germany","","","","","5"
"Rarely","2004","in school","West Germany","","","","","4"
"Rarely","2004","in school","East Germany","","","","","4"
"Rarely","2004","inadequately","West Germany","","","","","4"
"Rarely","2004","inadequately","East Germany","","","","","4"
"Rarely","2004","general elemantary","West Germany","","","","","4"
"Rarely","2004","general elemantary","East Germany","","","","","4"
"Rarely","2004","middle vocational","West Germany","","","","","4"
"Rarely","2004","middle vocational","East Germany","","","","","4"
"Rarely","2004","vocational + Abi","West Germany","","","","","4"
"Rarely","2004","vocational + Abi","East Germany","","","","","4"
"Rarely","2004","higher vocational","West Germany","","","","","4"
"Rarely","2004","higher vocational","East Germany","","","","","4"
"Rarely","2004","higher education","West Germany","","","","","4"
"Rarely","2004","higher education","East Germany","","","","","4"
"Daily","2005","in school","West Germany","","","","","1"
"Daily","2005","in school","East Germany","","","","","1"
"Daily","2005","inadequately","West Germany","","","","","1"
"Daily","2005","inadequately","East Germany","","","","","1"
"Daily","2005","general elemantary","West Germany","","","","","1"
"Daily","2005","general elemantary","East Germany","","","","","1"
"Daily","2005","middle vocational","West Germany","","","","","1"
"Daily","2005","middle vocational","East Germany","","","","","1"
"Daily","2005","vocational + Abi","West Germany","","","","","1"
"Daily","2005","vocational + Abi","East Germany","","","","","1"
"Daily","2005","higher vocational","West Germany","","","","","1"
"Daily","2005","higher vocational","East Germany","","","","","1"
"Daily","2005","higher education","West Germany","","","","","1"
"Daily","2005","higher education","East Germany","","","","","1"
"Min 1x per month","2005","in school","West Germany","","","","","3"
"Min 1x per month","2005","in school","East Germany","","","","","3"
"Min 1x per month","2005","inadequately","West Germany","","","","","3"
"Min 1x per month","2005","inadequately","East Germany","","","","","3"
"Min 1x per month","2005","general elemantary","West Germany","","","","","3"
"Min 1x per month","2005","general elemantary","East Germany","","","","","3"
"Min 1x per month","2005","middle vocational","West Germany","","","","","3"
"Min 1x per month","2005","middle vocational","East Germany","","","","","3"
"Min 1x per month","2005","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2005","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2005","higher vocational","West Germany","","","","","3"
"Min 1x per month","2005","higher vocational","East Germany","","","","","3"
"Min 1x per month","2005","higher education","West Germany","","","","","3"
"Min 1x per month","2005","higher education","East Germany","","","","","3"
"Min 1x per week","2005","in school","West Germany","","","","","2"
"Min 1x per week","2005","in school","East Germany","","","","","2"
"Min 1x per week","2005","inadequately","West Germany","","","","","2"
"Min 1x per week","2005","inadequately","East Germany","","","","","2"
"Min 1x per week","2005","general elemantary","West Germany","","","","","2"
"Min 1x per week","2005","general elemantary","East Germany","","","","","2"
"Min 1x per week","2005","middle vocational","West Germany","","","","","2"
"Min 1x per week","2005","middle vocational","East Germany","","","","","2"
"Min 1x per week","2005","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2005","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2005","higher vocational","West Germany","","","","","2"
"Min 1x per week","2005","higher vocational","East Germany","","","","","2"
"Min 1x per week","2005","higher education","West Germany","","","","","2"
"Min 1x per week","2005","higher education","East Germany","","","","","2"
"Never","2005","in school","West Germany","","","","","5"
"Never","2005","in school","East Germany","","","","","5"
"Never","2005","inadequately","West Germany","","","","","5"
"Never","2005","inadequately","East Germany","","","","","5"
"Never","2005","general elemantary","West Germany","","","","","5"
"Never","2005","general elemantary","East Germany","","","","","5"
"Never","2005","middle vocational","West Germany","","","","","5"
"Never","2005","middle vocational","East Germany","","","","","5"
"Never","2005","vocational + Abi","West Germany","","","","","5"
"Never","2005","vocational + Abi","East Germany","","","","","5"
"Never","2005","higher vocational","West Germany","","","","","5"
"Never","2005","higher vocational","East Germany","","","","","5"
"Never","2005","higher education","West Germany","","","","","5"
"Never","2005","higher education","East Germany","","","","","5"
"Rarely","2005","in school","West Germany","","","","","4"
"Rarely","2005","in school","East Germany","","","","","4"
"Rarely","2005","inadequately","West Germany","","","","","4"
"Rarely","2005","inadequately","East Germany","","","","","4"
"Rarely","2005","general elemantary","West Germany","","","","","4"
"Rarely","2005","general elemantary","East Germany","","","","","4"
"Rarely","2005","middle vocational","West Germany","","","","","4"
"Rarely","2005","middle vocational","East Germany","","","","","4"
"Rarely","2005","vocational + Abi","West Germany","","","","","4"
"Rarely","2005","vocational + Abi","East Germany","","","","","4"
"Rarely","2005","higher vocational","West Germany","","","","","4"
"Rarely","2005","higher vocational","East Germany","","","","","4"
"Rarely","2005","higher education","West Germany","","","","","4"
"Rarely","2005","higher education","East Germany","","","","","4"
"Daily","2006","in school","West Germany","","","","","1"
"Daily","2006","in school","East Germany","","","","","1"
"Daily","2006","inadequately","West Germany","","","","","1"
"Daily","2006","inadequately","East Germany","","","","","1"
"Daily","2006","general elemantary","West Germany","","","","","1"
"Daily","2006","general elemantary","East Germany","","","","","1"
"Daily","2006","middle vocational","West Germany","","","","","1"
"Daily","2006","middle vocational","East Germany","","","","","1"
"Daily","2006","vocational + Abi","West Germany","","","","","1"
"Daily","2006","vocational + Abi","East Germany","","","","","1"
"Daily","2006","higher vocational","West Germany","","","","","1"
"Daily","2006","higher vocational","East Germany","","","","","1"
"Daily","2006","higher education","West Germany","","","","","1"
"Daily","2006","higher education","East Germany","","","","","1"
"Min 1x per month","2006","higher education","East Germany","","","","","3"
"Min 1x per month","2006","inadequately","East Germany","","","","","3"
"Min 1x per month","2006","in school","West Germany","","","","","3"
"Min 1x per month","2006","in school","East Germany","","","","","3"
"Min 1x per month","2006","inadequately","West Germany","","","","","3"
"Min 1x per month","2006","general elemantary","West Germany","","","","","3"
"Min 1x per month","2006","general elemantary","East Germany","","","","","3"
"Min 1x per month","2006","middle vocational","West Germany","","","","","3"
"Min 1x per month","2006","middle vocational","East Germany","","","","","3"
"Min 1x per month","2006","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2006","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2006","higher vocational","West Germany","","","","","3"
"Min 1x per month","2006","higher vocational","East Germany","","","","","3"
"Min 1x per month","2006","higher education","West Germany","","","","","3"
"Min 1x per week","2006","inadequately","West Germany","","","","","2"
"Min 1x per week","2006","general elemantary","East Germany","","","","","2"
"Min 1x per week","2006","middle vocational","West Germany","","","","","2"
"Min 1x per week","2006","inadequately","East Germany","","","","","2"
"Min 1x per week","2006","general elemantary","West Germany","","","","","2"
"Min 1x per week","2006","in school","West Germany","","","","","2"
"Min 1x per week","2006","in school","East Germany","","","","","2"
"Min 1x per week","2006","middle vocational","East Germany","","","","","2"
"Min 1x per week","2006","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2006","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2006","higher vocational","West Germany","","","","","2"
"Min 1x per week","2006","higher vocational","East Germany","","","","","2"
"Min 1x per week","2006","higher education","West Germany","","","","","2"
"Min 1x per week","2006","higher education","East Germany","","","","","2"
"Never","2006","in school","West Germany","","","","","5"
"Never","2006","in school","East Germany","","","","","5"
"Never","2006","inadequately","West Germany","","","","","5"
"Never","2006","inadequately","East Germany","","","","","5"
"Never","2006","general elemantary","West Germany","","","","","5"
"Never","2006","general elemantary","East Germany","","","","","5"
"Never","2006","middle vocational","West Germany","","","","","5"
"Never","2006","middle vocational","East Germany","","","","","5"
"Never","2006","vocational + Abi","West Germany","","","","","5"
"Never","2006","vocational + Abi","East Germany","","","","","5"
"Never","2006","higher vocational","West Germany","","","","","5"
"Never","2006","higher vocational","East Germany","","","","","5"
"Never","2006","higher education","West Germany","","","","","5"
"Never","2006","higher education","East Germany","","","","","5"
"Rarely","2006","in school","West Germany","","","","","4"
"Rarely","2006","in school","East Germany","","","","","4"
"Rarely","2006","inadequately","West Germany","","","","","4"
"Rarely","2006","inadequately","East Germany","","","","","4"
"Rarely","2006","general elemantary","West Germany","","","","","4"
"Rarely","2006","general elemantary","East Germany","","","","","4"
"Rarely","2006","middle vocational","West Germany","","","","","4"
"Rarely","2006","middle vocational","East Germany","","","","","4"
"Rarely","2006","vocational + Abi","West Germany","","","","","4"
"Rarely","2006","vocational + Abi","East Germany","","","","","4"
"Rarely","2006","higher vocational","West Germany","","","","","4"
"Rarely","2006","higher vocational","East Germany","","","","","4"
"Rarely","2006","higher education","West Germany","","","","","4"
"Rarely","2006","higher education","East Germany","","","","","4"
"Daily","2007","in school","West Germany","","","","","1"
"Daily","2007","in school","East Germany","","","","","1"
"Daily","2007","inadequately","West Germany","","","","","1"
"Daily","2007","inadequately","East Germany","","","","","1"
"Daily","2007","general elemantary","West Germany","","","","","1"
"Daily","2007","general elemantary","East Germany","","","","","1"
"Daily","2007","middle vocational","West Germany","","","","","1"
"Daily","2007","middle vocational","East Germany","","","","","1"
"Daily","2007","vocational + Abi","West Germany","","","","","1"
"Daily","2007","vocational + Abi","East Germany","","","","","1"
"Daily","2007","higher vocational","West Germany","","","","","1"
"Daily","2007","higher vocational","East Germany","","","","","1"
"Daily","2007","higher education","West Germany","","","","","1"
"Daily","2007","higher education","East Germany","","","","","1"
"Min 1x per month","2007","in school","West Germany","","","","","3"
"Min 1x per month","2007","in school","East Germany","","","","","3"
"Min 1x per month","2007","inadequately","West Germany","","","","","3"
"Min 1x per month","2007","inadequately","East Germany","","","","","3"
"Min 1x per month","2007","higher education","East Germany","","","","","3"
"Min 1x per month","2007","general elemantary","West Germany","","","","","3"
"Min 1x per month","2007","general elemantary","East Germany","","","","","3"
"Min 1x per month","2007","middle vocational","West Germany","","","","","3"
"Min 1x per month","2007","middle vocational","East Germany","","","","","3"
"Min 1x per month","2007","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2007","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2007","higher vocational","West Germany","","","","","3"
"Min 1x per month","2007","higher vocational","East Germany","","","","","3"
"Min 1x per month","2007","higher education","West Germany","","","","","3"
"Min 1x per week","2007","in school","West Germany","","","","","2"
"Min 1x per week","2007","in school","East Germany","","","","","2"
"Min 1x per week","2007","inadequately","West Germany","","","","","2"
"Min 1x per week","2007","inadequately","East Germany","","","","","2"
"Min 1x per week","2007","general elemantary","West Germany","","","","","2"
"Min 1x per week","2007","general elemantary","East Germany","","","","","2"
"Min 1x per week","2007","middle vocational","West Germany","","","","","2"
"Min 1x per week","2007","middle vocational","East Germany","","","","","2"
"Min 1x per week","2007","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2007","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2007","higher vocational","West Germany","","","","","2"
"Min 1x per week","2007","higher vocational","East Germany","","","","","2"
"Min 1x per week","2007","higher education","West Germany","","","","","2"
"Min 1x per week","2007","higher education","East Germany","","","","","2"
"Never","2007","in school","West Germany","","","","","5"
"Never","2007","in school","East Germany","","","","","5"
"Never","2007","inadequately","West Germany","","","","","5"
"Never","2007","inadequately","East Germany","","","","","5"
"Never","2007","general elemantary","West Germany","","","","","5"
"Never","2007","general elemantary","East Germany","","","","","5"
"Never","2007","middle vocational","West Germany","","","","","5"
"Never","2007","middle vocational","East Germany","","","","","5"
"Never","2007","vocational + Abi","West Germany","","","","","5"
"Never","2007","vocational + Abi","East Germany","","","","","5"
"Never","2007","higher vocational","West Germany","","","","","5"
"Never","2007","higher vocational","East Germany","","","","","5"
"Never","2007","higher education","West Germany","","","","","5"
"Never","2007","higher education","East Germany","","","","","5"
"Rarely","2007","in school","West Germany","","","","","4"
"Rarely","2007","in school","East Germany","","","","","4"
"Rarely","2007","inadequately","West Germany","","","","","4"
"Rarely","2007","inadequately","East Germany","","","","","4"
"Rarely","2007","general elemantary","West Germany","","","","","4"
"Rarely","2007","general elemantary","East Germany","","","","","4"
"Rarely","2007","middle vocational","West Germany","","","","","4"
"Rarely","2007","middle vocational","East Germany","","","","","4"
"Rarely","2007","vocational + Abi","West Germany","","","","","4"
"Rarely","2007","vocational + Abi","East Germany","","","","","4"
"Rarely","2007","higher vocational","West Germany","","","","","4"
"Rarely","2007","higher vocational","East Germany","","","","","4"
"Rarely","2007","higher education","West Germany","","","","","4"
"Rarely","2007","higher education","East Germany","","","","","4"
"Daily","2008","in school","West Germany","43","0.164316310099243","0.120115776845426","0.208516843353061","1"
"Daily","2008","in school","East Germany","10","","","","1"
"Daily","2008","inadequately","West Germany","13","","","","1"
"Daily","2008","inadequately","East Germany","3","","","","1"
"Daily","2008","general elemantary","West Germany","115","0.0774145366867174","0.0648103018721756","0.0900187715012592","1"
"Daily","2008","general elemantary","East Germany","31","0.102486307351686","0.0683371303967956","0.136635484306576","1"
"Daily","2008","middle vocational","West Germany","263","0.0374652172372343","0.0330900853577817","0.0418403491166869","1"
"Daily","2008","middle vocational","East Germany","100","0.0473999977762211","0.0390853815191309","0.0557146140333114","1"
"Daily","2008","vocational + Abi","West Germany","33","0.0593740441274609","0.0441855956779971","0.0745624925769247","1"
"Daily","2008","vocational + Abi","East Germany","6","","","","1"
"Daily","2008","higher vocational","West Germany","13","","","","1"
"Daily","2008","higher vocational","East Germany","5","","","","1"
"Daily","2008","higher education","West Germany","55","0.0218652751273355","0.016586159636032","0.0271443906186389","1"
"Daily","2008","higher education","East Germany","24","","","","1"
"Min 1x per month","2008","in school","West Germany","41","0.10537862528111","0.0687549345078604","0.14200231605436","3"
"Min 1x per month","2008","in school","East Germany","10","","","","3"
"Min 1x per month","2008","inadequately","West Germany","28","","","","3"
"Min 1x per month","2008","inadequately","East Germany","2","","","","3"
"Min 1x per month","2008","general elemantary","West Germany","420","0.220562039721448","0.201007027871923","0.240117051570973","3"
"Min 1x per month","2008","general elemantary","East Germany","77","0.233200993337758","0.185587204060453","0.280814782615064","3"
"Min 1x per month","2008","middle vocational","West Germany","2256","0.305209698728284","0.294600200527062","0.315819196929506","3"
"Min 1x per month","2008","middle vocational","East Germany","833","0.305938972541883","0.287908214244854","0.323969730838913","3"
"Min 1x per month","2008","vocational + Abi","West Germany","338","0.353939368721988","0.323206175144244","0.384672562299732","3"
"Min 1x per month","2008","vocational + Abi","East Germany","62","0.327720424879773","0.256316717738918","0.399124132020628","3"
"Min 1x per month","2008","higher vocational","West Germany","374","0.34295304410271","0.314116828693999","0.371789259511421","3"
"Min 1x per month","2008","higher vocational","East Germany","153","0.442508147100096","0.392237745448791","0.492778548751401","3"
"Min 1x per month","2008","higher education","West Germany","1199","0.394552056515536","0.376908955880824","0.412195157150247","3"
"Min 1x per month","2008","higher education","East Germany","534","0.422945348020288","0.395470335905206","0.450420360135369","3"
"Min 1x per week","2008","in school","West Germany","173","0.671999394569729","0.615999401597715","0.727999387541742","2"
"Min 1x per week","2008","in school","East Germany","51","0.670276158300752","0.568524094557013","0.772028222044492","2"
"Min 1x per week","2008","inadequately","West Germany","65","0.386939077620254","0.31329012698155","0.460588028258958","2"
"Min 1x per week","2008","inadequately","East Germany","10","","","","2"
"Min 1x per week","2008","general elemantary","West Germany","732","0.407192915804399","0.384021171817455","0.430364659791343","2"
"Min 1x per week","2008","general elemantary","East Germany","103","0.281423722459094","0.230789567515455","0.332057877402733","2"
"Min 1x per week","2008","middle vocational","West Germany","2923","0.396953104187332","0.385680767575628","0.408225440799036","2"
"Min 1x per week","2008","middle vocational","East Germany","821","0.337160710211978","0.31866289817918","0.355658522244776","2"
"Min 1x per week","2008","vocational + Abi","West Germany","398","0.412946615938775","0.381302543471248","0.444590688406302","2"
"Min 1x per week","2008","vocational + Abi","East Germany","64","0.443456999383307","0.367883563652512","0.519030435114102","2"
"Min 1x per week","2008","higher vocational","West Germany","389","0.378285154766528","0.348825476860597","0.407744832672459","2"
"Min 1x per week","2008","higher vocational","East Germany","103","0.265163673011782","0.220486593185819","0.309840752837744","2"
"Min 1x per week","2008","higher education","West Germany","1159","0.389369180496","0.371767485225381","0.406970875766619","2"
"Min 1x per week","2008","higher education","East Germany","347","0.293130236890564","0.267814690518121","0.318445783263008","2"
"Never","2008","in school","West Germany","1","","","","5"
"Never","2008","in school","East Germany","","","","","5"
"Never","2008","inadequately","West Germany","17","","","","5"
"Never","2008","inadequately","East Germany","1","","","","5"
"Never","2008","general elemantary","West Germany","89","0.0535308401969054","0.0429149312272482","0.0641467491665627","5"
"Never","2008","general elemantary","East Germany","24","","","","5"
"Never","2008","middle vocational","West Germany","201","0.0292326462146084","0.0253514960034747","0.033113796425742","5"
"Never","2008","middle vocational","East Germany","103","0.0473487957078782","0.0390384481094485","0.0556591433063079","5"
"Never","2008","vocational + Abi","West Germany","15","","","","5"
"Never","2008","vocational + Abi","East Germany","2","","","","5"
"Never","2008","higher vocational","West Germany","28","","","","5"
"Never","2008","higher vocational","East Germany","12","","","","5"
"Never","2008","higher education","West Germany","34","0.0183945776182845","0.0135439522276957","0.0232452030088733","5"
"Never","2008","higher education","East Germany","14","","","","5"
"Rarely","2008","middle vocational","East Germany","652","0.26215152376204","0.244942448024421","0.279360599499659","4"
"Rarely","2008","vocational + Abi","West Germany","146","0.155045905799796","0.131783569746271","0.178308241853321","4"
"Rarely","2008","vocational + Abi","East Germany","32","0.182772743777832","0.123980344452904","0.24156514310276","4"
"Rarely","2008","higher vocational","West Germany","237","0.237570254480099","0.211716794478914","0.263423714481285","4"
"Rarely","2008","higher vocational","East Germany","102","0.240291229003429","0.197047315826186","0.283535142180672","4"
"Rarely","2008","higher education","West Germany","501","0.175818910242844","0.162077589834587","0.189560230651102","4"
"Rarely","2008","higher education","East Germany","323","0.24883360763751","0.224789432334545","0.272877782940475","4"
"Rarely","2008","in school","West Germany","12","","","","4"
"Rarely","2008","in school","East Germany","11","","","","4"
"Rarely","2008","inadequately","West Germany","45","0.272567073151543","0.20523428115404","0.339899865149046","4"
"Rarely","2008","inadequately","East Germany","3","","","","4"
"Rarely","2008","general elemantary","West Germany","371","0.24129966759053","0.221119934336009","0.261479400845052","4"
"Rarely","2008","general elemantary","East Germany","68","0.277119628089319","0.226723910115818","0.327515346062819","4"
"Rarely","2008","middle vocational","West Germany","1594","0.231139333632541","0.221426866659757","0.240851800605325","4"
"Daily","2009","in school","West Germany","","","","","1"
"Daily","2009","in school","East Germany","","","","","1"
"Daily","2009","inadequately","West Germany","","","","","1"
"Daily","2009","inadequately","East Germany","","","","","1"
"Daily","2009","general elemantary","West Germany","","","","","1"
"Daily","2009","general elemantary","East Germany","","","","","1"
"Daily","2009","middle vocational","West Germany","","","","","1"
"Daily","2009","middle vocational","East Germany","","","","","1"
"Daily","2009","vocational + Abi","West Germany","","","","","1"
"Daily","2009","vocational + Abi","East Germany","","","","","1"
"Daily","2009","higher vocational","West Germany","","","","","1"
"Daily","2009","higher vocational","East Germany","","","","","1"
"Daily","2009","higher education","West Germany","","","","","1"
"Daily","2009","higher education","East Germany","","","","","1"
"Min 1x per month","2009","in school","West Germany","","","","","3"
"Min 1x per month","2009","in school","East Germany","","","","","3"
"Min 1x per month","2009","inadequately","West Germany","","","","","3"
"Min 1x per month","2009","inadequately","East Germany","","","","","3"
"Min 1x per month","2009","general elemantary","West Germany","","","","","3"
"Min 1x per month","2009","general elemantary","East Germany","","","","","3"
"Min 1x per month","2009","middle vocational","West Germany","","","","","3"
"Min 1x per month","2009","middle vocational","East Germany","","","","","3"
"Min 1x per month","2009","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2009","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2009","higher vocational","West Germany","","","","","3"
"Min 1x per month","2009","higher vocational","East Germany","","","","","3"
"Min 1x per month","2009","higher education","West Germany","","","","","3"
"Min 1x per month","2009","higher education","East Germany","","","","","3"
"Min 1x per week","2009","in school","West Germany","","","","","2"
"Min 1x per week","2009","in school","East Germany","","","","","2"
"Min 1x per week","2009","inadequately","West Germany","","","","","2"
"Min 1x per week","2009","inadequately","East Germany","","","","","2"
"Min 1x per week","2009","general elemantary","West Germany","","","","","2"
"Min 1x per week","2009","general elemantary","East Germany","","","","","2"
"Min 1x per week","2009","middle vocational","West Germany","","","","","2"
"Min 1x per week","2009","middle vocational","East Germany","","","","","2"
"Min 1x per week","2009","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2009","vocational + Abi","East Germany","","","","","2"
