"ple0098_v5","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2016","direct migration background","general elemantary","735","0.94340897472691","0.927088735846936","0.959729213606885","2"
"No","2016","direct migration background","middle vocational","1446","0.894651348388452","0.879353007454587","0.909949689322317","2"
"No","2016","direct migration background","vocational + Abi","649","0.915643753469956","0.895215314436408","0.936072192503504","2"
"No","2016","direct migration background","higher vocational","75","0.866215622742758","0.793846328890471","0.938584916595044","2"
"No","2016","direct migration background","higher education","977","0.85870751426558","0.838434247820201","0.878980780710959","2"
"No","2016","indirect migration background","in school","68","0.983008935006585","0.952733659477883","1.01328421053529","2"
"No","2016","indirect migration background","inadequately","28","","","","2"
"No","2016","indirect migration background","general elemantary","277","0.960512773646395","0.938175171455805","0.982850375836984","2"
"No","2016","indirect migration background","middle vocational","514","0.81590286152963","0.785071231022983","0.846734492036277","2"
"No","2016","indirect migration background","vocational + Abi","83","0.822973947717781","0.750987979682656","0.894959915752906","2"
"No","2016","indirect migration background","higher vocational","39","0.858984893423962","0.767005121290673","0.950964665557252","2"
"No","2016","indirect migration background","higher education","140","0.699342365729827","0.633620735915152","0.765063995544501","2"
"Yes","2016","indirect migration background","general elemantary","15","","","","1"
"Yes","2016","direct migration background","vocational + Abi","62","0.084356246530044","0.0639278074964961","0.104784685563592","1"
"Yes","2016","direct migration background","higher vocational","10","","","","1"
"Yes","2016","direct migration background","higher education","157","0.14129248573442","0.121019219289041","0.161565752179799","1"
"Yes","2016","indirect migration background","in school","2","","","","1"
"Yes","2016","indirect migration background","inadequately","1","","","","1"
"Yes","2016","indirect migration background","middle vocational","93","0.18409713847037","0.153265507963723","0.214928768977016","1"
"Yes","2016","indirect migration background","vocational + Abi","25","","","","1"
"Yes","2016","indirect migration background","higher vocational","16","","","","1"
"Yes","2016","indirect migration background","higher education","47","0.300657634270174","0.234936004455499","0.366379264084848","1"
"Yes","2016","no migration background","higher education","979","0.344072601367175","0.326815020391894","0.361330182342456","1"
"Yes","2016","direct migration background","inadequately","2","","","","1"
"Yes","2016","direct migration background","middle vocational","101","0.105348651611548","0.0900503106776826","0.120646992545413","1"
"Yes","2016","direct migration background","in school","","","","","1"
"Yes","2016","direct migration background","general elemantary","35","0.0565910252730899","0.0402707863931153","0.0729112641530644","1"
"Yes","2016","no migration background","inadequately","8","","","","1"
"Yes","2016","no migration background","general elemantary","150","0.105256181751367","0.0893726646692059","0.121139698833528","1"
"Yes","2016","no migration background","in school","27","","","","1"
"Yes","2016","no migration background","higher vocational","308","0.275725761039272","0.248798297379771","0.302653224698773","1"
"Yes","2016","no migration background","vocational + Abi","402","0.345600253084709","0.317547716230611","0.373652789938808","1"
"Yes","2016","no migration background","middle vocational","1869","0.225801456636051","0.216693889405538","0.234909023866564","1"
"No","2017","no migration background","in school","","","","","2"
"No","2017","no migration background","inadequately","","","","","2"
"No","2017","no migration background","general elemantary","","","","","2"
"No","2017","no migration background","middle vocational","","","","","2"
"No","2017","no migration background","vocational + Abi","","","","","2"
"No","2017","no migration background","higher vocational","","","","","2"
"No","2017","no migration background","higher education","","","","","2"
"No","2017","direct migration background","in school","","","","","2"
"No","2017","direct migration background","inadequately","","","","","2"
"No","2017","direct migration background","general elemantary","","","","","2"
"No","2017","direct migration background","middle vocational","","","","","2"
"No","2017","direct migration background","vocational + Abi","","","","","2"
"No","2017","direct migration background","higher vocational","","","","","2"
"No","2017","direct migration background","higher education","","","","","2"
"No","2017","indirect migration background","in school","","","","","2"
"No","2017","indirect migration background","inadequately","","","","","2"
"No","2017","indirect migration background","general elemantary","","","","","2"
"No","2017","indirect migration background","middle vocational","","","","","2"
"No","2017","indirect migration background","vocational + Abi","","","","","2"
"No","2017","indirect migration background","higher vocational","","","","","2"
"No","2017","indirect migration background","higher education","","","","","2"
"Yes","2017","direct migration background","vocational + Abi","","","","","1"
"Yes","2017","indirect migration background","general elemantary","","","","","1"
"Yes","2017","indirect migration background","in school","","","","","1"
"Yes","2017","indirect migration background","higher vocational","","","","","1"
"Yes","2017","no migration background","higher education","","","","","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","direct migration background","inadequately","","","","","1"
"Yes","2017","direct migration background","general elemantary","","","","","1"
"Yes","2017","direct migration background","middle vocational","","","","","1"
"Yes","2017","direct migration background","higher vocational","","","","","1"
"Yes","2017","direct migration background","higher education","","","","","1"
"Yes","2017","indirect migration background","inadequately","","","","","1"
"Yes","2017","indirect migration background","middle vocational","","","","","1"
"Yes","2017","indirect migration background","vocational + Abi","","","","","1"
"Yes","2017","indirect migration background","higher education","","","","","1"
"Yes","2017","no migration background","general elemantary","","","","","1"
"Yes","2017","no migration background","middle vocational","","","","","1"
"Yes","2017","no migration background","higher vocational","","","","","1"
"Yes","2017","no migration background","inadequately","","","","","1"
"Yes","2017","no migration background","vocational + Abi","","","","","1"
"Yes","2017","no migration background","in school","","","","","1"
"No","2018","no migration background","in school","161","0.836219097631338","0.782155678395491","0.890282516867186","2"
"No","2018","no migration background","inadequately","157","0.985535296444714","0.967092532261823","1.0039780606276","2"
"No","2018","no migration background","general elemantary","1415","0.883706464386361","0.867934295065013","0.899478633707708","2"
"No","2018","no migration background","middle vocational","6586","0.765652618232447","0.756701149257481","0.774604087207412","2"
"No","2018","no migration background","vocational + Abi","851","0.646314640883161","0.620364493211491","0.672264788554831","2"
"No","2018","no migration background","higher vocational","777","0.705116810159083","0.678315795299263","0.731917825018903","2"
"No","2018","no migration background","higher education","2188","0.662030875623111","0.645921431216244","0.678140320029977","2"
"No","2018","direct migration background","in school","34","1","1","1","2"
"No","2018","direct migration background","inadequately","260","0.992631633555528","0.982315290125861","1.0029479769852","2"
"No","2018","direct migration background","general elemantary","681","0.926367825479009","0.907237730580996","0.945497920377021","2"
"No","2018","direct migration background","middle vocational","1289","0.882718613552862","0.865876376639076","0.899560850466648","2"
"No","2018","direct migration background","vocational + Abi","527","0.903784394622463","0.879723301057661","0.927845488187264","2"
"No","2018","direct migration background","higher vocational","59","0.783684279995189","0.689874776036218","0.877493783954159","2"
"No","2018","direct migration background","higher education","904","0.850123393398648","0.828604570728094","0.871642216069201","2"
"No","2018","indirect migration background","in school","73","0.879496323792525","0.808600158718518","0.950392488866531","2"
"No","2018","indirect migration background","inadequately","40","0.906932204167935","0.820095968384815","0.993768439951054","2"
"No","2018","indirect migration background","general elemantary","264","0.952589719225005","0.927563374918032","0.977616063531978","2"
"No","2018","indirect migration background","middle vocational","563","0.812107594498929","0.78239603480169","0.841819154196168","2"
"No","2018","indirect migration background","vocational + Abi","97","0.851319145974153","0.788699447468129","0.913938844480176","2"
"No","2018","indirect migration background","higher vocational","34","0.69081126015809","0.558684525948105","0.822937994368074","2"
"No","2018","indirect migration background","higher education","156","0.685815968853516","0.623477785828294","0.748154151878738","2"
"Yes","2018","direct migration background","vocational + Abi","50","0.0962156053775372","0.0721545118127356","0.120276698942339","1"
"Yes","2018","indirect migration background","general elemantary","13","","","","1"
"Yes","2018","direct migration background","general elemantary","35","0.0736321745209915","0.0545020796229792","0.0927622694190038","1"
"Yes","2018","direct migration background","higher vocational","15","","","","1"
"Yes","2018","indirect migration background","in school","8","","","","1"
"Yes","2018","indirect migration background","middle vocational","101","0.187892405501071","0.158180845803832","0.217603965198309","1"
"Yes","2018","indirect migration background","higher vocational","13","","","","1"
"Yes","2018","no migration background","higher education","1124","0.337969124376889","0.321859679970023","0.354078568783756","1"
"Yes","2018","direct migration background","in school","","","","","1"
"Yes","2018","direct migration background","inadequately","4","","","","1"
"Yes","2018","direct migration background","middle vocational","113","0.117281386447138","0.100439149533352","0.134123623360924","1"
"Yes","2018","direct migration background","higher education","153","0.149876606601352","0.128357783930799","0.171395429271906","1"
"Yes","2018","indirect migration background","inadequately","3","","","","1"
"Yes","2018","indirect migration background","vocational + Abi","27","","","","1"
"Yes","2018","indirect migration background","higher education","57","0.314184031146484","0.251845848121262","0.376522214171705","1"
"Yes","2018","no migration background","higher vocational","335","0.294883189840917","0.268082174981097","0.321684204700737","1"
"Yes","2018","no migration background","vocational + Abi","453","0.353685359116839","0.327735211445169","0.379635506788509","1"
"Yes","2018","no migration background","general elemantary","172","0.116293535613639","0.100521366292292","0.132065704934987","1"
"Yes","2018","no migration background","inadequately","4","","","","1"
"Yes","2018","no migration background","middle vocational","2016","0.234347381767553","0.225395912792588","0.243298850742519","1"
"Yes","2018","no migration background","in school","19","","","","1"
