"pli0098_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Daily","2017","direct migration background","West Germany","32","0.00077797970490788","0.00020399109484664","0.00135196831496912"
"Daily","2017","direct migration background","East Germany","","","",""
"Daily","2017","indirect migration background","West Germany","","","",""
"Daily","2017","indirect migration background","East Germany","","","",""
"Min 1x per week","2017","no migration background","West Germany","1180","0.0786817415273176","0.0743907606644649","0.0829727223901702"
"Min 1x per week","2017","no migration background","East Germany","182","0.0259571674281606","0.0216114898072587","0.0303028450490626"
"Min 1x per week","2017","direct migration background","West Germany","1373","0.1406386588305","0.133481701844022","0.147795615816977"
"Min 1x per week","2017","direct migration background","East Germany","158","0.0810462839554312","0.064933496945177","0.0971590709656854"
"Min 1x per week","2017","indirect migration background","West Germany","130","0.0624320782081024","0.050599467231519","0.0742646891846858"
"Min 1x per week","2017","indirect migration background","East Germany","","","",""
"Min 1x per month","2017","no migration background","West Germany","1520","0.0896824094249112","0.0851287047878682","0.0942361140619542"
"Min 1x per month","2017","no migration background","East Germany","235","0.0411878857306127","0.0357567415178456","0.0466190299433798"
"Min 1x per month","2017","direct migration background","West Germany","811","0.0986313301240468","0.0924930484020449","0.104769611846049"
"Min 1x per month","2017","direct migration background","East Germany","69","0.0350974547847421","0.024232277140754","0.0459626324287302"
"Min 1x per month","2017","indirect migration background","West Germany","154","0.0858319502478936","0.07213219431383","0.0995317061819572"
"Min 1x per month","2017","indirect migration background","East Germany","","","",""
"Rarely","2017","no migration background","West Germany","4352","0.273780429077453","0.266674024467148","0.280886833687758"
"Rarely","2017","no migration background","East Germany","733","0.141761280501959","0.132228431926621","0.151294129077297"
"Rarely","2017","direct migration background","West Germany","1894","0.229304526641642","0.220650148628758","0.237958904654527"
"Rarely","2017","direct migration background","East Germany","148","0.128017534989187","0.108291222898558","0.147743847079816"
"Rarely","2017","indirect migration background","West Germany","351","0.210869034795905","0.19091842069532","0.230819648896489"
"Rarely","2017","indirect migration background","East Germany","","","",""
"Never","2017","no migration background","West Germany","8072","0.557855419970318","0.549940295697734","0.565770544242903"
"Never","2017","no migration background","East Germany","3993","0.791093666339268","0.779983269118241","0.802204063560296"
"Never","2017","direct migration background","West Germany","4954","0.530647504698903","0.520373476075494","0.540921533322313"
"Never","2017","direct migration background","East Germany","720","0.754068261334935","0.728642737185463","0.779493785484407"
"Never","2017","indirect migration background","West Germany","971","0.640866936748099","0.61740375262697","0.664330120869229"
"Never","2017","indirect migration background","East Germany","78","0.72877745141478","0.644537799828157","0.813017103001403"
"Daily","2018","no migration background","West Germany","","","",""
"Daily","2018","no migration background","East Germany","","","",""
"Daily","2018","direct migration background","West Germany","","","",""
"Daily","2018","direct migration background","East Germany","","","",""
"Daily","2018","indirect migration background","West Germany","","","",""
"Daily","2018","indirect migration background","East Germany","","","",""
"Min 1x per week","2018","no migration background","West Germany","","","",""
"Min 1x per week","2018","no migration background","East Germany","","","",""
"Min 1x per week","2018","direct migration background","West Germany","568","0.217697125696099","0.203619184743248","0.23177506664895"
"Min 1x per week","2018","direct migration background","East Germany","103","0.186034450751912","0.153572228087645","0.218496673416179"
"Min 1x per week","2018","indirect migration background","West Germany","","","",""
"Min 1x per week","2018","indirect migration background","East Germany","","","",""
"Min 1x per month","2018","no migration background","West Germany","","","",""
"Min 1x per month","2018","no migration background","East Germany","","","",""
"Min 1x per month","2018","direct migration background","West Germany","330","0.108369855544117","0.0977658011335188","0.118973909954716"
"Min 1x per month","2018","direct migration background","East Germany","44","0.128665613194511","0.100733600804726","0.156597625584296"
"Min 1x per month","2018","indirect migration background","West Germany","","","",""
"Min 1x per month","2018","indirect migration background","East Germany","","","",""
"Rarely","2018","no migration background","West Germany","","","",""
"Rarely","2018","no migration background","East Germany","","","",""
"Rarely","2018","direct migration background","West Germany","615","0.177771421835574","0.164729169887873","0.190813673783275"
"Rarely","2018","direct migration background","East Germany","78","0.160415537409773","0.129800558549834","0.191030516269712"
"Rarely","2018","indirect migration background","West Germany","","","",""
"Rarely","2018","indirect migration background","East Germany","","","",""
"Never","2018","no migration background","West Germany","","","",""
"Never","2018","no migration background","East Germany","","","",""
"Never","2018","direct migration background","West Germany","1767","0.487670025846707","0.47061850018551","0.504721551507904"
"Never","2018","direct migration background","East Germany","325","0.518179087725587","0.476495862403863","0.559862313047311"
"Never","2018","indirect migration background","West Germany","","","",""
"Never","2018","indirect migration background","East Germany","","","",""
"Daily","2019","no migration background","West Germany","","","",""
"Daily","2019","no migration background","East Germany","","","",""
"Daily","2019","direct migration background","West Germany","34","0.00601601115466432","0.0041542086228691","0.00787781368645953"
"Daily","2019","direct migration background","East Germany","","","",""
"Daily","2019","indirect migration background","West Germany","","","",""
"Daily","2019","indirect migration background","East Germany","","","",""
"Min 1x per week","2019","no migration background","West Germany","1055","0.0706964522953044","0.0665970584114964","0.0747958461791123"
"Min 1x per week","2019","no migration background","East Germany","185","0.0252417892681119","0.0209510840522224","0.0295324944840014"
"Min 1x per week","2019","direct migration background","West Germany","864","0.133796170527597","0.125599801621333","0.14199253943386"
"Min 1x per week","2019","direct migration background","East Germany","90","0.0729527711138513","0.0545001676673356","0.0914053745603669"
"Min 1x per week","2019","indirect migration background","West Germany","109","0.0587237279459048","0.0470718726856377","0.0703755832061719"
"Min 1x per week","2019","indirect migration background","East Germany","","","",""
"Min 1x per month","2019","no migration background","West Germany","1435","0.0827267003495903","0.0783210069730723","0.0871323937261083"
"Min 1x per month","2019","no migration background","East Germany","232","0.0415629206599567","0.0361033939951036","0.0470224473248098"
"Min 1x per month","2019","direct migration background","West Germany","555","0.0816509553509372","0.0750580911504342","0.0882438195514402"
"Min 1x per month","2019","direct migration background","East Germany","45","0.0424051782471119","0.0281068203661418","0.0567035361280819"
"Min 1x per month","2019","indirect migration background","West Germany","101","0.0560372505583927","0.0446388069685824","0.0674356941482031"
"Min 1x per month","2019","indirect migration background","East Germany","","","",""
"Rarely","2019","no migration background","West Germany","4534","0.290270746472933","0.283011525292813","0.297529967653053"
"Rarely","2019","no migration background","East Germany","844","0.149858515459847","0.140094994196924","0.159622036722771"
"Rarely","2019","direct migration background","West Germany","1549","0.230870099316346","0.220724602982569","0.241015595650122"
"Rarely","2019","direct migration background","East Germany","160","0.107073138049208","0.0851332689775178","0.129013007120898"
"Rarely","2019","indirect migration background","West Germany","391","0.261552352034654","0.239771799776296","0.283332904293012"
"Rarely","2019","indirect migration background","East Germany","","","",""
"Never","2019","no migration background","West Germany","7965","0.554060958712044","0.546111115499969","0.562010801924119"
"Never","2019","no migration background","East Germany","3867","0.782461074398603","0.771175594818202","0.793746553979005"
"Never","2019","direct migration background","West Germany","3625","0.547666763650456","0.535683446639579","0.559650080661334"
"Never","2019","direct migration background","East Germany","465","0.777371284803722","0.747853031232126","0.806889538375318"
"Never","2019","indirect migration background","West Germany","963","0.623686669461049","0.599676913325068","0.64769642559703"
"Never","2019","indirect migration background","East Germany","90","0.634664004813079","0.55282875050933","0.716499259116829"
