"pli0098_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2007","Couple + C. LE 16 ","higher education","93","0.0985718736329459","0.0787870625937562","0.118356684672136","2"
"Min 1x per week","2007","Couple + C. GT 16 ","in school","8","","","","2"
"Min 1x per week","2007","Couple + C. GT 16 ","inadequately","6","","","","2"
"Min 1x per week","2007","Couple + C. GT 16 ","general elemantary","32","0.0776725392162831","0.0514099243865009","0.103935154046065","2"
"Never","2007","1-pers.-HH","in school","1","","","","5"
"Never","2007","1-pers.-HH","inadequately","15","","","","5"
"Never","2007","1-pers.-HH","general elemantary","216","0.528525242541161","0.481233175508366","0.575817309573955","5"
"Never","2007","1-pers.-HH","middle vocational","1017","0.612514786012172","0.589008069226532","0.636021502797812","5"
"Never","2007","1-pers.-HH","vocational + Abi","105","0.565929522764644","0.493922692024014","0.637936353505273","5"
"Never","2007","1-pers.-HH","higher vocational","129","0.646333516326331","0.581044553165095","0.711622479487568","5"
"Never","2007","1-pers.-HH","higher education","366","0.591491857037138","0.553015932467899","0.629967781606376","5"
"Never","2007","(Married) couple without C. ","in school","","","","","5"
"Never","2007","(Married) couple without C. ","inadequately","31","0.516360917225915","0.389913535220258","0.642808299231573","5"
"Never","2007","(Married) couple without C. ","general elemantary","309","0.48252932498017","0.444776862323108","0.520281787637232","5"
"Never","2007","(Married) couple without C. ","middle vocational","2028","0.526086262192355","0.510320073637615","0.541852450747095","5"
"Never","2007","(Married) couple without C. ","vocational + Abi","200","0.540171062482487","0.488327155692547","0.592014969272428","5"
"Never","2007","(Married) couple without C. ","higher vocational","277","0.481032887302841","0.440087274067458","0.521978500538225","5"
"Never","2007","(Married) couple without C. ","higher education","1022","0.565664867629721","0.542696242280402","0.58863349297904","5"
"Never","2007","Single parent ","in school","37","0.66088147393689","0.532209499229972","0.789553448643808","5"
"Never","2007","Single parent ","inadequately","15","","","","5"
"Never","2007","Single parent ","general elemantary","132","0.725236435306426","0.661595498005174","0.788877372607677","5"
"Never","2007","Single parent ","middle vocational","339","0.651586312155682","0.611730147967426","0.691442476343938","5"
"Never","2007","Single parent ","vocational + Abi","21","","","","5"
"Never","2007","Single parent ","higher vocational","29","","","","5"
"Never","2007","Single parent ","higher education","88","0.57055616919734","0.492377168024856","0.648735170369824","5"
"Never","2007","Couple + C. LE 16 ","in school","","","","","5"
"Never","2007","Couple + C. LE 16 ","inadequately","19","","","","5"
"Never","2007","Couple + C. LE 16 ","general elemantary","134","0.585888235045824","0.523956802288134","0.647819667803514","5"
"Never","2007","Couple + C. LE 16 ","middle vocational","883","0.496670830476649","0.473014366661775","0.520327294291523","5"
"Never","2007","Couple + C. LE 16 ","vocational + Abi","174","0.485288041891948","0.433225138465979","0.537350945317918","5"
"Never","2007","Couple + C. LE 16 ","higher vocational","163","0.4368423633228","0.385677495925135","0.488007230720464","5"
"Never","2007","Couple + C. LE 16 ","higher education","353","0.434620885091436","0.401719436065347","0.467522334117525","5"
"Never","2007","Couple + C. GT 16 ","in school","85","0.558444356496456","0.481259482060023","0.635629230932889","5"
"Never","2007","Couple + C. GT 16 ","inadequately","25","","","","5"
"Never","2007","Couple + C. GT 16 ","general elemantary","198","0.517229281662065","0.468197953759429","0.5662606095647","5"
"Never","2007","Couple + C. GT 16 ","middle vocational","951","0.532342830122136","0.509137587506362","0.55554807273791","5"
"Never","2007","Couple + C. GT 16 ","vocational + Abi","73","0.488921973782322","0.406991879449331","0.570852068115313","5"
"Never","2007","Couple + C. GT 16 ","higher vocational","105","0.469330545313161","0.401014516066967","0.537646574559356","5"
"Never","2007","Couple + C. GT 16 ","higher education","345","0.545980354222753","0.508024987491203","0.583935720954303","5"
"Never","2007","Couple + C. LE and GT 16","in school","54","0.55260401668522","0.462890032018879","0.642318001351562","5"
"Never","2007","Couple + C. LE and GT 16","inadequately","15","","","","5"
"Never","2007","Couple + C. LE and GT 16","general elemantary","85","0.477891471930902","0.406105984659871","0.549676959201934","5"
"Never","2007","Couple + C. LE and GT 16","middle vocational","228","0.429138560948677","0.38781131966093","0.470465802236424","5"
"Never","2007","Couple + C. LE and GT 16","vocational + Abi","28","","","","5"
"Never","2007","Couple + C. LE and GT 16","higher vocational","39","0.389651805939959","0.297249378411029","0.48205423346889","5"
"Never","2007","Couple + C. LE and GT 16","higher education","72","0.280173126951075","0.221098788017571","0.339247465884579","5"
"Rarely","2007","1-pers.-HH","inadequately","3","","","","4"
"Rarely","2007","1-pers.-HH","general elemantary","96","0.213597381211018","0.174769236108875","0.25242552631316","4"
"Rarely","2007","1-pers.-HH","in school","","","","","4"
"Rarely","2007","1-pers.-HH","middle vocational","393","0.243279683182248","0.222576995196473","0.263982371168023","4"
"Rarely","2007","1-pers.-HH","vocational + Abi","50","0.29957309568775","0.233023532313882","0.366122659061617","4"
"Rarely","2007","1-pers.-HH","higher vocational","47","0.205599079106736","0.150411043878118","0.260787114335355","4"
"Rarely","2007","1-pers.-HH","higher education","153","0.245745559208477","0.212046630269395","0.279444488147559","4"
"Rarely","2007","(Married) couple without C. ","in school","","","","","4"
"Rarely","2007","(Married) couple without C. ","inadequately","14","","","","4"
"Rarely","2007","(Married) couple without C. ","general elemantary","177","0.256890726266734","0.223881061580064","0.289900390953404","4"
"Rarely","2007","(Married) couple without C. ","middle vocational","1157","0.294776275259622","0.280379729332703","0.30917282118654","4"
"Rarely","2007","(Married) couple without C. ","vocational + Abi","113","0.317924837863642","0.269483931423154","0.366365744304129","4"
"Rarely","2007","(Married) couple without C. ","higher vocational","183","0.338680898698987","0.29989704482821","0.377464752569763","4"
"Rarely","2007","(Married) couple without C. ","higher education","486","0.270422305410702","0.249839718869722","0.291004891951682","4"
"Rarely","2007","Single parent ","in school","15","","","","4"
"Rarely","2007","Single parent ","inadequately","4","","","","4"
"Rarely","2007","Single parent ","general elemantary","35","0.184060279106363","0.128811044633965","0.23930951357876","4"
"Rarely","2007","Single parent ","middle vocational","142","0.238981214568081","0.203308062148083","0.274654366988079","4"
"Rarely","2007","Single parent ","vocational + Abi","21","","","","4"
"Rarely","2007","Single parent ","higher vocational","7","","","","4"
"Rarely","2007","Single parent ","higher education","40","0.273820433508373","0.203392869071281","0.344247997945466","4"
"Rarely","2007","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","inadequately","5","","","","4"
"Rarely","2007","Couple + C. LE 16 ","general elemantary","72","0.248549459018019","0.194211719688212","0.302887198347826","4"
"Rarely","2007","Couple + C. LE 16 ","middle vocational","552","0.339931384732431","0.31751943587655","0.362343333588313","4"
"Rarely","2007","Couple + C. LE 16 ","vocational + Abi","129","0.354160388897383","0.304339807436991","0.403980970357775","4"
"Rarely","2007","Couple + C. LE 16 ","higher vocational","126","0.371165005385942","0.321328641002846","0.421001369769037","4"
"Rarely","2007","Couple + C. LE 16 ","higher education","295","0.316118563128473","0.285257899853842","0.346979226403104","4"
"Rarely","2007","Couple + C. GT 16 ","in school","55","0.309909846870932","0.23802785023134","0.381791843510524","4"
"Rarely","2007","Couple + C. GT 16 ","inadequately","9","","","","4"
"Rarely","2007","Couple + C. GT 16 ","general elemantary","140","0.340470798176142","0.293974477021672","0.386967119330612","4"
"Rarely","2007","Couple + C. GT 16 ","middle vocational","551","0.317668334261465","0.296015670273531","0.3393209982494","4"
"Rarely","2007","Couple + C. GT 16 ","vocational + Abi","50","0.435314619724081","0.354053094269777","0.516576145178385","4"
"Rarely","2007","Couple + C. GT 16 ","higher vocational","66","0.350712447989382","0.285389573209993","0.41603532276877","4"
"Rarely","2007","Couple + C. GT 16 ","higher education","209","0.301128005718756","0.266155902302077","0.336100109135434","4"
"Rarely","2007","Couple + C. LE and GT 16","in school","32","0.236687553875509","0.159996276773387","0.31337883097763","4"
"Rarely","2007","Couple + C. LE and GT 16","inadequately","4","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","general elemantary","62","0.328024973168269","0.260553275154384","0.395496671182154","4"
"Rarely","2007","Couple + C. LE and GT 16","middle vocational","191","0.368365497424402","0.328089650002484","0.40864134484632","4"
"Rarely","2007","Couple + C. LE and GT 16","vocational + Abi","21","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","higher vocational","45","0.451708676048285","0.357413146200773","0.546004205895797","4"
"Rarely","2007","Couple + C. LE and GT 16","higher education","90","0.369455698601189","0.305964929035441","0.432946468166937","4"
"Daily","2008","Couple + C. GT 16 ","inadequately","2","","","","1"
"Daily","2008","1-pers.-HH","in school","","","","","1"
"Daily","2008","1-pers.-HH","inadequately","1","","","","1"
"Daily","2008","1-pers.-HH","general elemantary","2","","","","1"
"Daily","2008","1-pers.-HH","middle vocational","8","","","","1"
"Daily","2008","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2008","1-pers.-HH","higher vocational","","","","","1"
"Daily","2008","1-pers.-HH","higher education","5","","","","1"
"Daily","2008","(Married) couple without C. ","in school","","","","","1"
"Daily","2008","(Married) couple without C. ","inadequately","3","","","","1"
"Daily","2008","(Married) couple without C. ","general elemantary","5","","","","1"
"Daily","2008","(Married) couple without C. ","middle vocational","10","","","","1"
"Daily","2008","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2008","(Married) couple without C. ","higher vocational","1","","","","1"
"Daily","2008","(Married) couple without C. ","higher education","2","","","","1"
"Daily","2008","Single parent ","in school","","","","","1"
"Daily","2008","Single parent ","inadequately","","","","","1"
"Daily","2008","Single parent ","general elemantary","","","","","1"
"Daily","2008","Single parent ","middle vocational","","","","","1"
"Daily","2008","Single parent ","vocational + Abi","","","","","1"
"Daily","2008","Single parent ","higher vocational","","","","","1"
"Daily","2008","Single parent ","higher education","","","","","1"
"Daily","2008","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2008","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2008","Couple + C. LE 16 ","general elemantary","2","","","","1"
"Daily","2008","Couple + C. LE 16 ","middle vocational","3","","","","1"
"Daily","2008","Couple + C. LE 16 ","vocational + Abi","2","","","","1"
"Daily","2008","Couple + C. LE 16 ","higher vocational","1","","","","1"
"Daily","2008","Couple + C. LE 16 ","higher education","2","","","","1"
"Daily","2008","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2008","Couple + C. GT 16 ","general elemantary","3","","","","1"
"Daily","2008","Couple + C. GT 16 ","middle vocational","7","","","","1"
"Daily","2008","Couple + C. GT 16 ","vocational + Abi","3","","","","1"
"Daily","2008","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2008","Couple + C. GT 16 ","higher education","5","","","","1"
"Daily","2008","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2008","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2008","Couple + C. LE and GT 16","general elemantary","2","","","","1"
"Daily","2008","Couple + C. LE and GT 16","middle vocational","3","","","","1"
"Daily","2008","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2008","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2008","Couple + C. LE and GT 16","higher education","3","","","","1"
"Min 1x per month","2008","1-pers.-HH","inadequately","1","","","","3"
"Min 1x per month","2008","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2008","1-pers.-HH","general elemantary","53","0.128702911192926","0.0961696048118734","0.161236217573978","3"
"Min 1x per month","2008","1-pers.-HH","middle vocational","133","0.0857492696090733","0.0719345376051919","0.0995640016129548","3"
"Min 1x per month","2008","1-pers.-HH","vocational + Abi","15","","","","3"
"Min 1x per month","2008","1-pers.-HH","higher vocational","11","","","","3"
"Min 1x per month","2008","1-pers.-HH","higher education","37","0.0452955902436987","0.0289004068338243","0.0616907736535732","3"
"Min 1x per month","2008","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2008","(Married) couple without C. ","inadequately","9","","","","3"
"Min 1x per month","2008","(Married) couple without C. ","general elemantary","60","0.0773495417995247","0.0563214569941418","0.0983776266049076","3"
"Min 1x per month","2008","(Married) couple without C. ","middle vocational","307","0.0777293419455392","0.0691091472492698","0.0863495366418086","3"
"Min 1x per month","2008","(Married) couple without C. ","vocational + Abi","23","","","","3"
"Min 1x per month","2008","(Married) couple without C. ","higher vocational","54","0.101382210135659","0.0760647489403649","0.126699671330953","3"
"Min 1x per month","2008","(Married) couple without C. ","higher education","158","0.096243517222056","0.0825464500046112","0.109940584439501","3"
"Min 1x per month","2008","Single parent ","in school","3","","","","3"
"Min 1x per month","2008","Single parent ","inadequately","2","","","","3"
"Min 1x per month","2008","Single parent ","general elemantary","14","","","","3"
"Min 1x per month","2008","Single parent ","middle vocational","48","0.0836048784658106","0.060128307855662","0.107081449075959","3"
"Min 1x per month","2008","Single parent ","vocational + Abi","2","","","","3"
"Min 1x per month","2008","Single parent ","higher vocational","2","","","","3"
"Min 1x per month","2008","Single parent ","higher education","17","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","inadequately","2","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","general elemantary","26","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","middle vocational","143","0.0814765318775394","0.0677912011628943","0.0951618625921844","3"
"Min 1x per month","2008","Couple + C. LE 16 ","vocational + Abi","25","","","","3"
"Min 1x per month","2008","Couple + C. LE 16 ","higher vocational","46","0.152168451203549","0.112936739967831","0.191400162439267","3"
"Min 1x per month","2008","Couple + C. LE 16 ","higher education","121","0.160557580978044","0.134760583788893","0.186354578167194","3"
"Min 1x per month","2008","Couple + C. GT 16 ","middle vocational","140","0.083501321837823","0.0703004338368045","0.0967022098388415","3"
"Min 1x per month","2008","Couple + C. GT 16 ","vocational + Abi","15","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","higher vocational","15","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","higher education","51","0.0774193175375966","0.0561057342974143","0.0987329007777788","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","in school","14","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","inadequately","1","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","general elemantary","14","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","middle vocational","52","0.0899255542213082","0.0646216598235032","0.115229448619113","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","vocational + Abi","10","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","in school","5","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","inadequately","4","","","","3"
"Min 1x per month","2008","Couple + C. GT 16 ","general elemantary","30","0.0855018388418878","0.057533825083798","0.113469852599978","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","higher vocational","13","","","","3"
"Min 1x per month","2008","Couple + C. LE and GT 16","higher education","23","","","","3"
"Min 1x per week","2008","1-pers.-HH","in school","","","","","2"
"Min 1x per week","2008","1-pers.-HH","inadequately","2","","","","2"
"Min 1x per week","2008","1-pers.-HH","general elemantary","60","0.142325427389725","0.108382179008138","0.176268675771313","2"
"Min 1x per week","2008","1-pers.-HH","middle vocational","119","0.0766254075615271","0.0635012948803903","0.0897495202426638","2"
"Min 1x per week","2008","1-pers.-HH","vocational + Abi","8","","","","2"
"Min 1x per week","2008","1-pers.-HH","higher vocational","19","","","","2"
"Min 1x per week","2008","1-pers.-HH","higher education","46","0.0789079000644888","0.0576526790518969","0.100163121077081","2"
"Min 1x per week","2008","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2008","(Married) couple without C. ","inadequately","9","","","","2"
"Min 1x per week","2008","(Married) couple without C. ","general elemantary","93","0.141956679707802","0.114485028105911","0.169428331309693","2"
"Min 1x per week","2008","(Married) couple without C. ","middle vocational","283","0.0826238275464184","0.0737599904397466","0.0914876646530902","2"
"Min 1x per week","2008","(Married) couple without C. ","vocational + Abi","18","","","","2"
"Min 1x per week","2008","(Married) couple without C. ","higher vocational","52","0.0938284596423732","0.0693702720199694","0.118286647264777","2"
"Min 1x per week","2008","(Married) couple without C. ","higher education","115","0.0591240107133127","0.0481702243195769","0.0700777971070484","2"
"Min 1x per week","2008","Single parent ","in school","2","","","","2"
"Min 1x per week","2008","Single parent ","inadequately","","","","","2"
"Min 1x per week","2008","Single parent ","general elemantary","12","","","","2"
"Min 1x per week","2008","Single parent ","middle vocational","30","0.0614641340884407","0.0410930668060601","0.0818352013708213","2"
"Min 1x per week","2008","Single parent ","vocational + Abi","3","","","","2"
"Min 1x per week","2008","Single parent ","higher vocational","4","","","","2"
"Min 1x per week","2008","Single parent ","higher education","7","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","inadequately","2","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","general elemantary","9","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","middle vocational","89","0.0646299279570469","0.0523300027074067","0.0769298532066872","2"
"Min 1x per week","2008","Couple + C. LE 16 ","vocational + Abi","18","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","higher vocational","17","","","","2"
"Min 1x per week","2008","Couple + C. LE 16 ","higher education","68","0.0748061182038084","0.0563201063070545","0.0932921301005623","2"
"Min 1x per week","2008","Couple + C. GT 16 ","in school","13","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","inadequately","4","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","general elemantary","22","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","middle vocational","128","0.0651632121253046","0.0533855337886732","0.0769408904619359","2"
"Min 1x per week","2008","Couple + C. GT 16 ","vocational + Abi","6","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","higher vocational","9","","","","2"
"Min 1x per week","2008","Couple + C. GT 16 ","higher education","56","0.0915393458544829","0.0685415303668055","0.11453716134216","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","in school","16","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","inadequately","1","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","general elemantary","13","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","middle vocational","48","0.0676093173307106","0.0454013104752532","0.089817324186168","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","higher vocational","9","","","","2"
"Min 1x per week","2008","Couple + C. LE and GT 16","higher education","28","","","","2"
"Never","2008","1-pers.-HH","in school","","","","","5"
"Never","2008","1-pers.-HH","inadequately","14","","","","5"
"Never","2008","1-pers.-HH","general elemantary","207","0.518641781078679","0.470099650721993","0.567183911435364","5"
"Never","2008","1-pers.-HH","middle vocational","969","0.622967777683462","0.599055738292288","0.646879817074635","5"
"Never","2008","1-pers.-HH","vocational + Abi","103","0.572674087176991","0.50119605953068","0.644152114823301","5"
"Never","2008","1-pers.-HH","higher vocational","115","0.635773866971632","0.567883786368744","0.703663947574519","5"
"Never","2008","1-pers.-HH","higher education","340","0.552325138071226","0.513120936585091","0.59152933955736","5"
"Never","2008","(Married) couple without C. ","in school","","","","","5"
"Never","2008","(Married) couple without C. ","inadequately","26","","","","5"
"Never","2008","(Married) couple without C. ","general elemantary","275","0.471342015484289","0.432049691035207","0.51063433993337","5"
"Never","2008","(Married) couple without C. ","middle vocational","1962","0.523798267537237","0.507718754287106","0.539877780787368","5"
"Never","2008","(Married) couple without C. ","vocational + Abi","173","0.503987653119898","0.448240198400197","0.559735107839598","5"
"Never","2008","(Married) couple without C. ","higher vocational","276","0.474442168927157","0.432557636962162","0.516326700892151","5"
"Never","2008","(Married) couple without C. ","higher education","1038","0.567463675821709","0.544454743994485","0.590472607648932","5"
"Never","2008","Single parent ","in school","38","0.597279347143601","0.471060329924107","0.723498364363094","5"
"Never","2008","Single parent ","inadequately","13","","","","5"
"Never","2008","Single parent ","general elemantary","118","0.631981644145926","0.562298754470493","0.701664533821359","5"
"Never","2008","Single parent ","middle vocational","311","0.602200645463177","0.560688028915896","0.643713262010458","5"
"Never","2008","Single parent ","vocational + Abi","22","","","","5"
"Never","2008","Single parent ","higher vocational","24","","","","5"
"Never","2008","Single parent ","higher education","81","0.529239480695303","0.44936122079978","0.609117740590826","5"
"Never","2008","Couple + C. LE 16 ","in school","1","","","","5"
"Never","2008","Couple + C. LE 16 ","inadequately","17","","","","5"
"Never","2008","Couple + C. LE 16 ","general elemantary","122","0.565895783077674","0.499489918485788","0.63230164766956","5"
"Never","2008","Couple + C. LE 16 ","middle vocational","805","0.509070480152801","0.484061704435894","0.534079255869708","5"
"Never","2008","Couple + C. LE 16 ","vocational + Abi","149","0.441526712373921","0.386863121878984","0.496190302868858","5"
"Never","2008","Couple + C. LE 16 ","higher vocational","131","0.408972539275784","0.355272938240316","0.462672140311252","5"
"Never","2008","Couple + C. LE 16 ","higher education","334","0.449262534949514","0.414309836932502","0.484215232966526","5"
"Never","2008","Couple + C. GT 16 ","in school","82","0.474833840966012","0.396721893997423","0.5529457879346","5"
"Never","2008","Couple + C. GT 16 ","inadequately","20","","","","5"
"Never","2008","Couple + C. GT 16 ","general elemantary","216","0.563700191620485","0.51409820382136","0.61330217941961","5"
"Never","2008","Couple + C. GT 16 ","middle vocational","872","0.517266069607512","0.493420842765602","0.541111296449423","5"
"Never","2008","Couple + C. GT 16 ","vocational + Abi","73","0.471592563451281","0.391168656351281","0.552016470551281","5"
"Never","2008","Couple + C. GT 16 ","higher vocational","110","0.551663495517492","0.482566251282344","0.620760739752641","5"
"Never","2008","Couple + C. GT 16 ","higher education","295","0.474771200896251","0.434947091626433","0.514595310166069","5"
"Never","2008","Couple + C. LE and GT 16","in school","41","0.419484658436584","0.334980645144873","0.503988671728295","5"
"Never","2008","Couple + C. LE and GT 16","inadequately","8","","","","5"
"Never","2008","Couple + C. LE and GT 16","general elemantary","72","0.491519431506199","0.411247727326549","0.57179113568585","5"
"Never","2008","Couple + C. LE and GT 16","middle vocational","196","0.411701826044159","0.368170941531069","0.455232710557249","5"
"Never","2008","Couple + C. LE and GT 16","vocational + Abi","24","","","","5"
"Never","2008","Couple + C. LE and GT 16","higher vocational","32","0.352917331501126","0.254732641753296","0.451102021248956","5"
"Never","2008","Couple + C. LE and GT 16","higher education","68","0.310943408996285","0.248781203785993","0.373105614206576","5"
"Rarely","2008","1-pers.-HH","in school","3","","","","4"
"Rarely","2008","1-pers.-HH","inadequately","6","","","","4"
"Rarely","2008","1-pers.-HH","general elemantary","85","0.207544118606252","0.168144352079653","0.246943885132851","4"
"Rarely","2008","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","2008","Couple + C. LE 16 ","inadequately","6","","","","4"
"Rarely","2008","Couple + C. LE 16 ","general elemantary","55","0.238430775923927","0.181338539827534","0.295523012020321","4"
"Rarely","2008","Couple + C. LE 16 ","middle vocational","495","0.342750725094361","0.319007038560208","0.366494411628513","4"
"Rarely","2008","Couple + C. LE 16 ","higher vocational","127","0.391632661947045","0.338318504244645","0.444946819649445","4"
"Rarely","2008","Couple + C. LE 16 ","higher education","253","0.31493313619082","0.282294353535025","0.347571918846616","4"
"Rarely","2008","Couple + C. GT 16 ","in school","57","0.397437583571353","0.320889600593011","0.473985566549695","4"
"Rarely","2008","Couple + C. GT 16 ","inadequately","7","","","","4"
"Rarely","2008","Couple + C. GT 16 ","general elemantary","113","0.29286729050091","0.247350841090332","0.338383739911488","4"
"Rarely","2008","Couple + C. GT 16 ","middle vocational","540","0.330353797547643","0.307909660771636","0.35279793432365","4"
"Rarely","2008","Couple + C. GT 16 ","vocational + Abi","51","0.430255419072748","0.350488924049031","0.510021914096465","4"
"Rarely","2008","Couple + C. GT 16 ","higher vocational","65","0.330664486602475","0.265300690882974","0.396028282321975","4"
"Rarely","2008","Couple + C. GT 16 ","higher education","197","0.352860997132653","0.314751761514474","0.390970232750833","4"
"Rarely","2008","Couple + C. LE and GT 16","in school","60","0.380320062246005","0.297187574128376","0.463452550363635","4"
"Rarely","2008","Couple + C. LE and GT 16","inadequately","3","","","","4"
"Rarely","2008","Couple + C. LE and GT 16","general elemantary","48","0.353837725262889","0.277061311306875","0.430614139218902","4"
"Rarely","2008","Couple + C. LE and GT 16","middle vocational","192","0.427321396118209","0.383565141277906","0.471077650958513","4"
"Rarely","2008","Couple + C. LE and GT 16","higher vocational","37","0.482099608395034","0.379435437563654","0.584763779226415","4"
"Rarely","2008","1-pers.-HH","higher education","190","0.315964212259309","0.279310985563125","0.352617438955494","4"
"Rarely","2008","(Married) couple without C. ","in school","","","","","4"
"Rarely","2008","(Married) couple without C. ","inadequately","12","","","","4"
"Rarely","2008","(Married) couple without C. ","higher education","468","0.275354259557027","0.254608711969141","0.296099807144913","4"
"Rarely","2008","Single parent ","in school","15","","","","4"
"Rarely","2008","Single parent ","inadequately","4","","","","4"
"Rarely","2008","Single parent ","general elemantary","40","0.239721388703652","0.178036475447159","0.301406301960145","4"
"Rarely","2008","Couple + C. LE and GT 16","vocational + Abi","23","","","","4"
"Rarely","2008","1-pers.-HH","middle vocational","349","0.211676129394653","0.191521126120614","0.231831132668693","4"
"Rarely","2008","1-pers.-HH","vocational + Abi","58","0.333987006768657","0.265840230466143","0.402133783071171","4"
"Rarely","2008","1-pers.-HH","higher vocational","48","0.214779251761263","0.156841520850949","0.272716982671577","4"
"Rarely","2008","Single parent ","higher vocational","10","","","","4"
"Rarely","2008","Single parent ","higher education","45","0.274700838032041","0.203269128905903","0.346132547158179","4"
"Rarely","2008","(Married) couple without C. ","general elemantary","187","0.299347453163305","0.263298605840112","0.335396300486498","4"
"Rarely","2008","(Married) couple without C. ","middle vocational","1144","0.312381373983187","0.297459898659992","0.327302849306381","4"
"Rarely","2008","(Married) couple without C. ","vocational + Abi","95","0.313002755140415","0.26129919727115","0.364706313009679","4"
"Rarely","2008","(Married) couple without C. ","higher vocational","163","0.327216242090019","0.28786060517909","0.366571879000947","4"
"Rarely","2008","Single parent ","middle vocational","145","0.252730341982572","0.215871233273324","0.289589450691819","4"
"Rarely","2008","Single parent ","vocational + Abi","21","","","","4"
"Rarely","2008","Couple + C. LE 16 ","vocational + Abi","123","0.399601304621947","0.345681069341059","0.453521539902836","4"
"Rarely","2008","Couple + C. LE and GT 16","higher education","91","0.393761889336523","0.328147854234782","0.459375924438264","4"
"Daily","2009","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2009","1-pers.-HH","in school","","","","","1"
"Daily","2009","1-pers.-HH","inadequately","","","","","1"
"Daily","2009","1-pers.-HH","general elemantary","","","","","1"
"Daily","2009","1-pers.-HH","middle vocational","","","","","1"
"Daily","2009","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2009","1-pers.-HH","higher vocational","","","","","1"
"Daily","2009","1-pers.-HH","higher education","","","","","1"
"Daily","2009","(Married) couple without C. ","in school","","","","","1"
"Daily","2009","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2009","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2009","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2009","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2009","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2009","(Married) couple without C. ","higher education","","","","","1"
"Daily","2009","Single parent ","in school","","","","","1"
"Daily","2009","Single parent ","inadequately","","","","","1"
"Daily","2009","Single parent ","general elemantary","","","","","1"
"Daily","2009","Single parent ","middle vocational","","","","","1"
"Daily","2009","Single parent ","vocational + Abi","","","","","1"
"Daily","2009","Single parent ","higher vocational","","","","","1"
"Daily","2009","Single parent ","higher education","","","","","1"
"Daily","2009","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2009","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2009","Couple + C. LE 16 ","general elemantary","","","","","1"
