"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2015","Baden-Württemberg","Couple + C. GT 16 ","41","0.104235109714754","0.0740631157535404","0.134407103675967","3"
"Min 1x per month","2015","Baden-Württemberg","Couple + C. LE and GT 16","46","0.135269143418392","0.0978550330572954","0.172683253779489","3"
"Min 1x per month","2015","Bavaria","1-pers.-HH","55","0.0873959787242482","0.0647418251840974","0.110050132264399","3"
"Min 1x per month","2015","Bavaria","(Married) couple without C. ","142","0.104909662897617","0.0877774552429684","0.122041870552266","3"
"Min 1x per month","2015","Bavaria","Single parent ","29","","","","3"
"Min 1x per month","2015","Bavaria","Couple + C. LE 16 ","203","0.150565602183089","0.129905225575163","0.171225978791014","3"
"Min 1x per month","2015","Bavaria","Couple + C. GT 16 ","89","0.143740282720673","0.114067863780504","0.173412701660841","3"
"Min 1x per month","2015","Bavaria","Couple + C. LE and GT 16","76","0.190361448100462","0.151498105856203","0.22922479034472","3"
"Min 1x per month","2015","Berlin","1-pers.-HH","9","","","","3"
"Min 1x per month","2015","Berlin","(Married) couple without C. ","9","","","","3"
"Min 1x per month","2015","Berlin","Single parent ","2","","","","3"
"Min 1x per month","2015","Berlin","Couple + C. LE 16 ","13","","","","3"
"Min 1x per month","2015","Berlin","Couple + C. GT 16 ","2","","","","3"
"Min 1x per month","2015","Berlin","Couple + C. LE and GT 16","5","","","","3"
"Min 1x per month","2015","Brandenburg","1-pers.-HH","3","","","","3"
"Min 1x per month","2015","Brandenburg","(Married) couple without C. ","15","","","","3"
"Min 1x per month","2015","Brandenburg","Single parent ","3","","","","3"
"Min 1x per month","2015","Brandenburg","Couple + C. LE 16 ","12","","","","3"
"Min 1x per month","2015","Brandenburg","Couple + C. GT 16 ","2","","","","3"
"Min 1x per month","2015","Brandenburg","Couple + C. LE and GT 16","7","","","","3"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","1-pers.-HH","3","","","","3"
"Min 1x per month","2015","Saxony","Couple + C. LE and GT 16","7","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","1-pers.-HH","8","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","(Married) couple without C. ","12","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","1-pers.-HH","10","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","(Married) couple without C. ","20","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Single parent ","4","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Couple + C. LE 16 ","9","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Couple + C. GT 16 ","4","","","","3"
"Min 1x per month","2015","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","3"
"Min 1x per month","2015","Hamburg","1-pers.-HH","3","","","","3"
"Min 1x per month","2015","Hamburg","(Married) couple without C. ","16","","","","3"
"Min 1x per month","2015","Hamburg","Single parent ","1","","","","3"
"Min 1x per month","2015","Hamburg","Couple + C. LE 16 ","11","","","","3"
"Min 1x per month","2015","Hamburg","Couple + C. GT 16 ","6","","","","3"
"Min 1x per month","2015","Hamburg","Couple + C. LE and GT 16","5","","","","3"
"Min 1x per month","2015","Lower Saxony","1-pers.-HH","18","","","","3"
"Min 1x per month","2015","Bremen","Single parent ","","","","","3"
"Min 1x per month","2015","Bremen","Couple + C. LE 16 ","2","","","","3"
"Min 1x per month","2015","Bremen","Couple + C. GT 16 ","2","","","","3"
"Min 1x per month","2015","Bremen","Couple + C. LE and GT 16","4","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","1-pers.-HH","44","0.0613130247431416","0.0432683120924279","0.0793577373938553","3"
"Min 1x per month","2015","North Rhine-Westphalia","(Married) couple without C. ","113","0.0606482495019509","0.0484798311153034","0.0728166678885984","3"
"Min 1x per month","2015","North Rhine-Westphalia","Single parent ","51","0.0786683274957513","0.0555065240831134","0.101830130908389","3"
"Min 1x per month","2015","Lower Saxony","(Married) couple without C. ","74","0.0858634706475313","0.0661896316221624","0.1055373096729","3"
"Min 1x per month","2015","Lower Saxony","Single parent ","13","","","","3"
"Min 1x per month","2015","Lower Saxony","Couple + C. LE 16 ","51","0.0979684990049181","0.0753063317459044","0.120630666263932","3"
"Min 1x per month","2015","Lower Saxony","Couple + C. GT 16 ","22","","","","3"
"Min 1x per month","2015","Lower Saxony","Couple + C. LE and GT 16","26","","","","3"
"Min 1x per month","2015","Bremen","1-pers.-HH","1","","","","3"
"Min 1x per month","2015","Bremen","(Married) couple without C. ","4","","","","3"
"Min 1x per month","2015","North Rhine-Westphalia","Couple + C. LE 16 ","158","0.0894460438332964","0.0749989436060798","0.103893144060513","3"
"Min 1x per month","2015","North Rhine-Westphalia","Couple + C. GT 16 ","73","0.0601710603765511","0.0430025511371106","0.0773395696159917","3"
"Min 1x per month","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","59","0.132096279326165","0.102476808164647","0.161715750487683","3"
"Min 1x per month","2015","Saxony-Anhalt","Single parent ","5","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Couple + C. LE 16 ","10","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Couple + C. GT 16 ","3","","","","3"
"Min 1x per month","2015","Saxony-Anhalt","Couple + C. LE and GT 16","4","","","","3"
"Min 1x per month","2015","Thuringia","1-pers.-HH","8","","","","3"
"Min 1x per month","2015","Thuringia","(Married) couple without C. ","13","","","","3"
"Min 1x per month","2015","Thuringia","Single parent ","","","","","3"
"Min 1x per month","2015","Thuringia","Couple + C. LE 16 ","22","","","","3"
"Min 1x per month","2015","Thuringia","Couple + C. GT 16 ","4","","","","3"
"Min 1x per month","2015","Thuringia","Couple + C. LE and GT 16","9","","","","3"
"Min 1x per week","2015","Hesse","1-pers.-HH","30","0.122186020156348","0.0820679425204103","0.162304097792286","2"
"Min 1x per week","2015","Hesse","(Married) couple without C. ","35","0.0507160605772839","0.0317473699188665","0.0696847512357014","2"
"Min 1x per week","2015","Hesse","Single parent ","11","","","","2"
"Min 1x per week","2015","Hesse","Couple + C. LE 16 ","56","0.0798397764365928","0.0563850272896483","0.103294525583537","2"
"Min 1x per week","2015","Hesse","Couple + C. GT 16 ","21","","","","2"
"Min 1x per week","2015","Hesse","Couple + C. LE and GT 16","20","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Single parent ","7","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","21","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","28","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","42","0.118667508057417","0.0892101768699882","0.148124839244845","2"
"Min 1x per week","2015","Bremen","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","2015","Bremen","Couple + C. LE and GT 16","2","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","1-pers.-HH","75","0.106925213828806","0.0836819462579236","0.130168481399688","2"
"Min 1x per week","2015","North Rhine-Westphalia","(Married) couple without C. ","146","0.107613167413792","0.0918145108664587","0.123411823961125","2"
"Min 1x per week","2015","North Rhine-Westphalia","Single parent ","21","","","","2"
"Min 1x per week","2015","North Rhine-Westphalia","Couple + C. LE 16 ","165","0.103896281919864","0.0884499125040599","0.119342651335669","2"
"Min 1x per week","2015","North Rhine-Westphalia","Couple + C. GT 16 ","51","0.0573700538073903","0.0405809469983089","0.0741591606164718","2"
"Min 1x per week","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","76","0.173745317589871","0.140600948701616","0.206889686478126","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","5","","","","2"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","8","","","","2"
"Min 1x per week","2015","Baden-Württemberg","1-pers.-HH","39","0.115450991650219","0.0834466802217026","0.147455303078736","2"
"Min 1x per week","2015","Schleswig-Holstein","1-pers.-HH","4","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","(Married) couple without C. ","9","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Single parent ","3","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Couple + C. LE 16 ","14","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2015","Schleswig-Holstein","Couple + C. LE and GT 16","1","","","","2"
"Min 1x per week","2015","Hamburg","1-pers.-HH","","","","","2"
"Min 1x per week","2015","Hamburg","(Married) couple without C. ","4","","","","2"
"Min 1x per week","2015","Hamburg","Single parent ","","","","","2"
"Min 1x per week","2015","Hamburg","Couple + C. LE 16 ","7","","","","2"
"Min 1x per week","2015","Hamburg","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2015","Hamburg","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","2015","Lower Saxony","1-pers.-HH","27","","","","2"
"Min 1x per week","2015","Lower Saxony","(Married) couple without C. ","72","0.0814194925072648","0.0622150293936703","0.100623955620859","2"
"Min 1x per week","2015","Lower Saxony","Single parent ","9","","","","2"
"Min 1x per week","2015","Lower Saxony","Couple + C. LE 16 ","41","0.0445922388378516","0.0288570708974584","0.0603274067782449","2"
"Min 1x per week","2015","Lower Saxony","Couple + C. GT 16 ","13","","","","2"
"Min 1x per week","2015","Lower Saxony","Couple + C. LE and GT 16","19","","","","2"
"Min 1x per week","2015","Bremen","1-pers.-HH","2","","","","2"
"Min 1x per week","2015","Bremen","(Married) couple without C. ","1","","","","2"
"Min 1x per week","2015","Bremen","Single parent ","2","","","","2"
"Min 1x per week","2015","Bremen","Couple + C. LE 16 ","4","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","2"
"Min 1x per week","2015","Saxony","1-pers.-HH","11","","","","2"
"Min 1x per week","2015","Saxony","(Married) couple without C. ","12","","","","2"
"Min 1x per week","2015","Saxony","Single parent ","1","","","","2"
"Min 1x per week","2015","Saxony","Couple + C. LE 16 ","24","","","","2"
"Min 1x per week","2015","Saxony","Couple + C. GT 16 ","21","","","","2"
"Min 1x per week","2015","Saxony","Couple + C. LE and GT 16","18","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","1-pers.-HH","2","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","(Married) couple without C. ","8","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Single parent ","","","","","2"
"Min 1x per week","2015","Baden-Württemberg","(Married) couple without C. ","83","0.107739403781977","0.0871012101241128","0.128377597439841","2"
"Min 1x per week","2015","Baden-Württemberg","Single parent ","11","","","","2"
"Min 1x per week","2015","Baden-Württemberg","Couple + C. LE 16 ","77","0.0783056079864997","0.0609458333527018","0.0956653826202975","2"
"Min 1x per week","2015","Baden-Württemberg","Couple + C. GT 16 ","33","0.0948383983523219","0.0659079511679904","0.123768845536653","2"
"Min 1x per week","2015","Baden-Württemberg","Couple + C. LE and GT 16","45","0.0723085798233015","0.0439755994515437","0.100641560195059","2"
"Min 1x per week","2015","Bavaria","1-pers.-HH","87","0.146684893038464","0.11830515797007","0.175064628106859","2"
"Min 1x per week","2015","Bavaria","(Married) couple without C. ","137","0.119097299519707","0.100988607720103","0.137205991319311","2"
"Min 1x per week","2015","Bavaria","Single parent ","22","","","","2"
"Min 1x per week","2015","Bavaria","Couple + C. LE 16 ","109","0.0852125745728278","0.069083020312308","0.101342128833348","2"
"Min 1x per week","2015","Bavaria","Couple + C. GT 16 ","52","0.0997782590360111","0.0744296777448467","0.125126840327175","2"
"Min 1x per week","2015","Bavaria","Couple + C. LE and GT 16","41","0.103163378080434","0.0730524250153762","0.133274331145491","2"
"Min 1x per week","2015","Berlin","1-pers.-HH","13","","","","2"
"Min 1x per week","2015","Berlin","(Married) couple without C. ","25","","","","2"
"Min 1x per week","2015","Berlin","Single parent ","3","","","","2"
"Min 1x per week","2015","Berlin","Couple + C. LE 16 ","13","","","","2"
"Min 1x per week","2015","Berlin","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2015","Berlin","Couple + C. LE and GT 16","4","","","","2"
"Min 1x per week","2015","Brandenburg","1-pers.-HH","3","","","","2"
"Min 1x per week","2015","Brandenburg","(Married) couple without C. ","4","","","","2"
"Min 1x per week","2015","Brandenburg","Single parent ","4","","","","2"
"Min 1x per week","2015","Brandenburg","Couple + C. LE 16 ","1","","","","2"
"Min 1x per week","2015","Brandenburg","Couple + C. GT 16 ","3","","","","2"
"Min 1x per week","2015","Brandenburg","Couple + C. LE and GT 16","7","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","1-pers.-HH","1","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","6","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","4","","","","2"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","1","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Couple + C. LE 16 ","8","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Couple + C. GT 16 ","8","","","","2"
"Min 1x per week","2015","Saxony-Anhalt","Couple + C. LE and GT 16","2","","","","2"
"Min 1x per week","2015","Thuringia","1-pers.-HH","3","","","","2"
"Min 1x per week","2015","Thuringia","(Married) couple without C. ","18","","","","2"
"Min 1x per week","2015","Thuringia","Single parent ","1","","","","2"
"Min 1x per week","2015","Thuringia","Couple + C. LE 16 ","17","","","","2"
"Min 1x per week","2015","Thuringia","Couple + C. GT 16 ","4","","","","2"
"Min 1x per week","2015","Thuringia","Couple + C. LE and GT 16","10","","","","2"
"Never","2015","Bremen","Couple + C. LE and GT 16","11","","","","5"
"Never","2015","North Rhine-Westphalia","1-pers.-HH","407","0.607780044184015","0.571055935392025","0.644504152976005","5"
"Never","2015","North Rhine-Westphalia","(Married) couple without C. ","809","0.549761092829909","0.524396996999646","0.575125188660172","5"
"Never","2015","North Rhine-Westphalia","Single parent ","329","0.690230915979574","0.650449462038577","0.730012369920572","5"
"Never","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","167","0.805706586093656","0.751807622446029","0.859605549741283","5"
"Never","2015","Mecklenburg-Western Pomerania","Single parent ","54","0.885672409632172","0.80447649689099","0.966868322373353","5"
"Never","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","98","0.889090620539319","0.832190614538661","0.945990626539976","5"
"Never","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","24","","","","5"
"Never","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","19","","","","5"
"Never","2015","Saxony","1-pers.-HH","192","0.794357129310461","0.743747893852172","0.844966364768751","5"
"Never","2015","Saxony","(Married) couple without C. ","441","0.801277654868365","0.768138962979249","0.834416346757481","5"
"Never","2015","Saxony","Single parent ","105","0.864950087136399","0.804549909923113","0.925350264349686","5"
"Never","2015","Saxony","Couple + C. LE 16 ","241","0.749229963823959","0.702604363204566","0.795855564443352","5"
"Never","2015","Saxony","Couple + C. GT 16 ","97","0.659281579802976","0.586744604085044","0.731818555520907","5"
"Never","2015","Saxony","Couple + C. LE and GT 16","63","0.753632921223483","0.668321668154522","0.838944174292444","5"
"Never","2015","Saxony-Anhalt","1-pers.-HH","116","0.769152205889535","0.702383741952501","0.83592066982657","5"
"Never","2015","Saxony-Anhalt","(Married) couple without C. ","282","0.863982520074083","0.827327936290873","0.900637103857293","5"
"Never","2015","Saxony-Anhalt","Single parent ","65","0.859060691768832","0.783284360836618","0.934837022701045","5"
"Never","2015","Saxony-Anhalt","Couple + C. LE 16 ","137","0.837273278794209","0.782110400333252","0.892436157255167","5"
"Never","2015","Saxony-Anhalt","Couple + C. GT 16 ","58","0.820399193807811","0.734661957177236","0.906136430438386","5"
"Never","2015","Saxony-Anhalt","Couple + C. LE and GT 16","42","0.855950121417407","0.765582100452559","0.946318142382254","5"
"Never","2015","Thuringia","1-pers.-HH","129","0.777242279229141","0.71316778675599","0.841316771702292","5"
"Never","2015","Thuringia","(Married) couple without C. ","264","0.740835935828576","0.695446478654865","0.786225393002287","5"
"Never","2015","Thuringia","Single parent ","59","0.928868806360624","0.866380514933746","0.991357097787502","5"
"Never","2015","Thuringia","Couple + C. LE 16 ","122","0.614493442754831","0.548976341866285","0.680010543643376","5"
"Never","2015","Thuringia","Couple + C. GT 16 ","77","0.731763768640124","0.648591410916965","0.814936126363283","5"
"Never","2015","Thuringia","Couple + C. LE and GT 16","27","","","","5"
"Never","2015","Schleswig-Holstein","1-pers.-HH","102","0.752597315351535","0.681374018788577","0.823820611914494","5"
"Never","2015","Schleswig-Holstein","(Married) couple without C. ","163","0.658104164521131","0.599068225491686","0.717140103550575","5"
"Never","2015","Schleswig-Holstein","Single parent ","68","0.72025084602936","0.630458616754142","0.810043075304578","5"
"Never","2015","Schleswig-Holstein","Couple + C. LE 16 ","174","0.672838051014421","0.614445302727446","0.731230799301395","5"
"Never","2015","Schleswig-Holstein","Couple + C. GT 16 ","74","0.676395841935104","0.585153816924658","0.767637866945551","5"
"Never","2015","Schleswig-Holstein","Couple + C. LE and GT 16","24","","","","5"
"Never","2015","Hamburg","1-pers.-HH","54","0.773988908773488","0.676702726421885","0.871275091125092","5"
"Never","2015","Hamburg","(Married) couple without C. ","88","0.657718820083032","0.579123675374824","0.73631396479124","5"
"Never","2015","Hamburg","Single parent ","34","0.776936346006999","0.649508809242707","0.90436388277129","5"
"Never","2015","Hamburg","Couple + C. LE 16 ","72","0.666114339414705","0.5795440358034","0.752684643026011","5"
"Never","2015","Hamburg","Couple + C. GT 16 ","20","","","","5"
"Never","2015","Hamburg","Couple + C. LE and GT 16","19","","","","5"
"Never","2015","Lower Saxony","1-pers.-HH","173","0.566980483044474","0.511463588085412","0.622497378003535","5"
"Never","2015","Lower Saxony","(Married) couple without C. ","381","0.538782935489804","0.503777219742126","0.573788651237483","5"
"Never","2015","Lower Saxony","Single parent ","177","0.684669428155692","0.628513743824327","0.740825112487057","5"
"Never","2015","Lower Saxony","Couple + C. LE 16 ","327","0.518629029522421","0.480538613113886","0.556719445930956","5"
"Never","2015","Lower Saxony","Couple + C. GT 16 ","127","0.489000262723413","0.428471425647326","0.5495290997995","5"
"Never","2015","Lower Saxony","Couple + C. LE and GT 16","114","0.446012474762135","0.385240265449643","0.506784684074626","5"
"Never","2015","Bremen","1-pers.-HH","24","","","","5"
"Never","2015","Bremen","(Married) couple without C. ","30","0.731362656477809","0.597310739581578","0.86541457337404","5"
"Never","2015","Bremen","Single parent ","20","","","","5"
"Never","2015","Bremen","Couple + C. LE 16 ","32","0.731149646417133","0.598632429506485","0.86366686332778","5"
"Never","2015","Bremen","Couple + C. GT 16 ","9","","","","5"
"Never","2015","North Rhine-Westphalia","Couple + C. LE 16 ","762","0.527402383136809","0.502128959205652","0.552675807067965","5"
"Never","2015","North Rhine-Westphalia","Couple + C. GT 16 ","387","0.593013105070905","0.557545104635482","0.628481105506328","5"
"Never","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","234","0.46102058979109","0.417414968281442","0.504626211300737","5"
"Never","2015","Hesse","1-pers.-HH","135","0.581117429541209","0.520679969530965","0.641554889551454","5"
"Never","2015","Hesse","(Married) couple without C. ","271","0.508635790960836","0.465417085966822","0.55185449595485","5"
"Never","2015","Hesse","Single parent ","99","0.621192442289752","0.547399224868495","0.694985659711008","5"
"Never","2015","Hesse","Couple + C. LE 16 ","239","0.412488107951124","0.369888710572746","0.455087505329503","5"
"Never","2015","Hesse","Couple + C. GT 16 ","92","0.53378387949859","0.464473556492224","0.603094202504956","5"
"Never","2015","Hesse","Couple + C. LE and GT 16","72","0.550051709623669","0.472480134516368","0.627623284730971","5"
"Never","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","122","0.572155831861904","0.50750757716893","0.636804086554879","5"
"Never","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","205","0.479346258816228","0.433841505614746","0.52485101201771","5"
"Never","2015","Rhineland-Palatinate,Saarland","Single parent ","88","0.643217133243386","0.565776263651163","0.720658002835609","5"
"Never","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","205","0.574917142173779","0.524681027172069","0.62515325717549","5"
"Never","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","80","0.498790896272767","0.419564279581754","0.578017512963781","5"
"Never","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","74","0.386799933405694","0.311804490252869","0.461795376558518","5"
"Never","2015","Baden-Württemberg","1-pers.-HH","218","0.556153526364942","0.506395581040779","0.605911471689104","5"
"Never","2015","Baden-Württemberg","(Married) couple without C. ","446","0.481548021331302","0.448288759064619","0.514807283597985","5"
"Never","2015","Baden-Württemberg","Single parent ","147","0.666179402909037","0.60626768430529","0.726091121512783","5"
"Never","2015","Baden-Württemberg","Couple + C. LE 16 ","430","0.53565565149608","0.50342885733952","0.56788244565264","5"
"Never","2015","Baden-Württemberg","Couple + C. GT 16 ","182","0.469814899421263","0.420534169431415","0.519095629411111","5"
"Never","2015","Baden-Württemberg","Couple + C. LE and GT 16","141","0.443818633832649","0.389467756582945","0.498169511082354","5"
"Never","2015","Bavaria","1-pers.-HH","311","0.521454525580395","0.481383472805563","0.561525578355227","5"
"Never","2015","Bavaria","(Married) couple without C. ","575","0.468357003157958","0.440459154913478","0.496254851402438","5"
"Never","2015","Bavaria","Single parent ","195","0.542317538232802","0.49148475746988","0.593150318995724","5"
"Never","2015","Bavaria","Couple + C. LE 16 ","464","0.436470845745171","0.407819419617662","0.46512227187268","5"
"Never","2015","Bavaria","Couple + C. GT 16 ","218","0.410939443460402","0.369326366076241","0.452552520844563","5"
"Never","2015","Bavaria","Couple + C. LE and GT 16","157","0.413836720359954","0.365080629965535","0.462592810754374","5"
"Never","2015","Berlin","1-pers.-HH","177","0.779496481599626","0.725916937441052","0.833076025758201","5"
"Never","2015","Berlin","(Married) couple without C. ","211","0.764400060445266","0.717159484061775","0.811640636828757","5"
"Never","2015","Berlin","Single parent ","90","0.870519798661599","0.807201793668534","0.933837803654665","5"
"Never","2015","Berlin","Couple + C. LE 16 ","160","0.79896947005102","0.746131265087602","0.851807675014438","5"
"Never","2015","Berlin","Couple + C. GT 16 ","39","0.759488755294811","0.645495389170506","0.873482121419116","5"
"Never","2015","Berlin","Couple + C. LE and GT 16","27","","","","5"
"Never","2015","Brandenburg","1-pers.-HH","120","0.863541613469646","0.80647495513236","0.920608271806932","5"
"Never","2015","Brandenburg","(Married) couple without C. ","335","0.791352994288959","0.751778827240085","0.830927161337834","5"
"Never","2015","Brandenburg","Single parent ","66","0.795372407418069","0.712024597224738","0.8787202176114","5"
"Never","2015","Brandenburg","Couple + C. LE 16 ","146","0.765818604257099","0.707418777653079","0.82421843086112","5"
"Never","2015","Brandenburg","Couple + C. GT 16 ","64","0.856627877421285","0.778351415450958","0.934904339391613","5"
"Never","2015","Brandenburg","Couple + C. LE and GT 16","34","0.715907419511386","0.602734752376223","0.829080086646549","5"
"Never","2015","Mecklenburg-Western Pomerania","1-pers.-HH","86","0.868569640163143","0.803000698156977","0.93413858216931","5"
"Rarely","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","29","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Single parent ","2","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","9","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","3","","","","4"
"Rarely","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","4"
"Rarely","2015","Saxony","1-pers.-HH","34","0.142777402854538","0.0989705964787934","0.186584209230283","4"
"Rarely","2015","Thuringia","Couple + C. LE and GT 16","11","","","","4"
"Rarely","2015","Saxony","(Married) couple without C. ","80","0.129367176443855","0.101496336239124","0.157238016648586","4"
"Rarely","2015","Saxony","Single parent ","14","","","","4"
"Rarely","2015","Saxony","Couple + C. LE 16 ","46","0.128851538781864","0.0928127703877479","0.16489030717598","4"
"Rarely","2015","Saxony","Couple + C. GT 16 ","31","0.186713846217132","0.127074054388078","0.246353638046186","4"
"Rarely","2015","Thuringia","Couple + C. LE 16 ","51","0.25321660899917","0.194680536487049","0.311752681511291","4"
"Rarely","2015","Thuringia","Couple + C. GT 16 ","24","","","","4"
"Rarely","2015","Saxony","Couple + C. LE and GT 16","10","","","","4"
"Rarely","2015","Saxony-Anhalt","1-pers.-HH","27","","","","4"
"Rarely","2015","Saxony-Anhalt","(Married) couple without C. ","34","0.0973483076467396","0.0656524319026124","0.129044183390867","4"
"Rarely","2015","Saxony-Anhalt","Single parent ","11","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. LE 16 ","17","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. GT 16 ","8","","","","4"
"Rarely","2015","Saxony-Anhalt","Couple + C. LE and GT 16","10","","","","4"
"Rarely","2015","Thuringia","1-pers.-HH","22","","","","4"
"Rarely","2015","Thuringia","(Married) couple without C. ","63","0.173445859821554","0.134224359789326","0.212667359853781","4"
"Rarely","2015","Thuringia","Single parent ","5","","","","4"
"Rarely","2015","Hesse","1-pers.-HH","69","0.223161502875544","0.172157634440578","0.27416537131051","4"
"Rarely","2015","Hesse","(Married) couple without C. ","147","0.317626783945598","0.277379546481727","0.35787402140947","4"
"Rarely","2015","Hesse","Single parent ","47","0.263350296429759","0.196347726299647","0.330352866559871","4"
"Rarely","2015","Hesse","Couple + C. LE 16 ","152","0.395820012868706","0.353502371807264","0.438137653930148","4"
"Rarely","2015","Hesse","Couple + C. GT 16 ","68","0.33134485442077","0.265947110908496","0.396742597933044","4"
"Rarely","2015","Hesse","Couple + C. LE and GT 16","51","0.259684209465655","0.191316532236366","0.328051886694944","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","55","0.212814346947452","0.159333796519109","0.266294897375796","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","166","0.289653810925436","0.248336481164938","0.330971140685934","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Single parent ","40","0.253117818023201","0.18283052266536","0.323405113381043","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","112","0.325718129634059","0.27809495655064","0.373341302717478","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","51","0.360171573828467","0.28410587529586","0.436237272361074","4"
"Rarely","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","57","0.483075496942602","0.406124961190758","0.560026032694446","4"
"Rarely","2015","Baden-Württemberg","1-pers.-HH","84","0.232307803425048","0.190014250876568","0.274601355973528","4"
"Rarely","2015","Baden-Württemberg","(Married) couple without C. ","245","0.31237373822426","0.281523961358204","0.343223515090316","4"
"Rarely","2015","Baden-Württemberg","Single parent ","59","0.228331733069994","0.175003392526482","0.281660073613505","4"
"Rarely","2015","Baden-Württemberg","Couple + C. LE 16 ","287","0.270222288359006","0.241527035322745","0.298917541395266","4"
"Rarely","2015","Baden-Württemberg","Couple + C. GT 16 ","138","0.331111592511662","0.284642519636834","0.377580665386489","4"
"Rarely","2015","Baden-Württemberg","Couple + C. LE and GT 16","89","0.348603642925657","0.296474066257343","0.40073321959397","4"
"Rarely","2015","Bavaria","1-pers.-HH","144","0.244464602656892","0.209990233673999","0.278938971639786","4"
"Rarely","2015","Bavaria","(Married) couple without C. ","375","0.307636034424718","0.281833760580667","0.333438308268769","4"
"Rarely","2015","Bavaria","Single parent ","123","0.363480755174252","0.314403373097154","0.412558137251349","4"
"Rarely","2015","Bavaria","Couple + C. LE 16 ","375","0.327750977498913","0.300633610628412","0.354868344369413","4"
