"plb0218","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2019","Not Employed","lower secondary degree","25","","",""
"Rarely","2019","Not Employed","secondary school degree","32","0.177355496410814","0.119073483174736","0.235637509646891"
"Rarely","2019","Not Employed","college entrance qualification","45","0.239932354779686","0.187924523990271","0.2919401855691"
"Rarely","2019","Not Employed","Other degree","6","","",""
"Rarely","2019","Not Employed","no degree/no degree yet","3","","",""
"Rarely","2019","Employed","lower secondary degree","468","0.196468931227788","0.180370318967193","0.212567543488382"
"Rarely","2019","Employed","secondary school degree","965","0.201731598539292","0.190654956917592","0.212808240160993"
"Rarely","2019","Employed","college entrance qualification","1463","0.244252982590898","0.233574833719273","0.254931131462522"
"Rarely","2019","Employed","Other degree","288","0.181449739583397","0.162774882302972","0.200124596863821"
"Rarely","2019","Employed","no degree/no degree yet","37","0.150609992332764","0.105169808520393","0.196050176145134"
