"plb0218","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2014","66 and older","lower secondary degree","","","",""
"Yes, every week","2014","66 and older","secondary school degree","","","",""
"Yes, every week","2014","66 and older","college entrance qualification","","","",""
"Yes, every week","2014","66 and older","Other degree","","","",""
"Yes, every week","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2014","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","no degree/no degree yet","","","",""
"Rarely","2014","16-34 y.","lower secondary degree","","","",""
"Rarely","2014","16-34 y.","secondary school degree","","","",""
"Rarely","2014","16-34 y.","college entrance qualification","","","",""
"Rarely","2014","16-34 y.","Other degree","","","",""
"Rarely","2014","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2014","35-65 y.","lower secondary degree","","","",""
"Rarely","2014","35-65 y.","secondary school degree","","","",""
"Rarely","2014","35-65 y.","college entrance qualification","","","",""
"Rarely","2014","35-65 y.","Other degree","","","",""
"Rarely","2014","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2014","66 and older","lower secondary degree","","","",""
"Rarely","2014","66 and older","secondary school degree","","","",""
"Rarely","2014","66 and older","college entrance qualification","","","",""
"Rarely","2014","66 and older","Other degree","","","",""
"Rarely","2014","66 and older","no degree/no degree yet","","","",""
"No, never","2015","16-34 y.","lower secondary degree","203","0.343668049043382","0.304679056329356","0.382657041757408"
"No, never","2015","16-34 y.","secondary school degree","456","0.415057712167557","0.385395337785584","0.444720086549529"
"No, never","2015","16-34 y.","college entrance qualification","516","0.393428301917282","0.366183197115465","0.420673406719099"
"No, never","2015","16-34 y.","Other degree","109","0.368972456298638","0.310093599399914","0.427851313197361"
"No, never","2015","16-34 y.","no degree/no degree yet","30","0.30336163381509","0.2109194258218","0.395803841808379"
"No, never","2015","35-65 y.","lower secondary degree","721","0.371448732587019","0.350537238932228","0.392360226241809"
"No, never","2015","35-65 y.","secondary school degree","1516","0.378729028236777","0.363230665913278","0.394227390560276"
"No, never","2015","35-65 y.","college entrance qualification","1448","0.362503842582675","0.347136208144","0.377871477021349"
"No, never","2015","35-65 y.","Other degree","611","0.362629327694298","0.338210307016396","0.3870483483722"
"No, never","2015","35-65 y.","no degree/no degree yet","54","0.415714224136699","0.333186872853402","0.498241575419997"
"No, never","2015","66 and older","lower secondary degree","57","0.564300684390054","0.47906427586396","0.649537092916147"
"No, never","2015","66 and older","secondary school degree","34","0.488320762473875","0.370376983644065","0.606264541303685"
"No, never","2015","66 and older","college entrance qualification","34","0.419538964898511","0.32030531267843","0.518772617118593"
"No, never","2015","66 and older","Other degree","16","","",""
"No, never","2015","66 and older","no degree/no degree yet","3","","",""
"Yes, every week","2015","16-34 y.","lower secondary degree","110","0.204469867047953","0.171360289640115","0.23757944445579"
"Yes, every week","2015","16-34 y.","secondary school degree","131","0.139170909000794","0.118334260866678","0.16000755713491"
"Yes, every week","2015","16-34 y.","college entrance qualification","164","0.122340907601025","0.104065654960245","0.140616160241805"
"Yes, every week","2015","16-34 y.","Other degree","31","0.0911064857392174","0.0559933684114536","0.126219603066981"
"Yes, every week","2015","16-34 y.","no degree/no degree yet","22","","",""
"Yes, every week","2015","35-65 y.","lower secondary degree","322","0.146575715307677","0.131269113995325","0.16188231662003"
"Yes, every week","2015","35-65 y.","secondary school degree","430","0.10935653922019","0.0993851584070375","0.119327920033343"
"Yes, every week","2015","35-65 y.","college entrance qualification","465","0.143112270900601","0.131917574331976","0.154306967469226"
"Yes, every week","2015","35-65 y.","Other degree","235","0.170207935712973","0.151119282724283","0.189296588701662"
"Yes, every week","2015","35-65 y.","no degree/no degree yet","20","","",""
"Yes, every week","2015","66 and older","lower secondary degree","26","","",""
"Yes, every week","2015","66 and older","secondary school degree","9","","",""
"Yes, every week","2015","66 and older","college entrance qualification","17","","",""
"Yes, every week","2015","66 and older","Other degree","5","","",""
"Yes, every week","2015","66 and older","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2015","16-34 y.","lower secondary degree","112","0.185394958017425","0.153491837126294","0.217298078908556"
"Yes, every 2 weeks","2015","16-34 y.","secondary school degree","199","0.156569816138437","0.134693522269597","0.178446110007276"
"Yes, every 2 weeks","2015","16-34 y.","college entrance qualification","202","0.182187333679745","0.160659485672265","0.203715181687224"
"Yes, every 2 weeks","2015","16-34 y.","Other degree","46","0.214426063654749","0.16434534439375","0.264506782915749"
"Yes, every 2 weeks","2015","16-34 y.","no degree/no degree yet","22","","",""
"Yes, every 2 weeks","2015","35-65 y.","lower secondary degree","350","0.179302006533305","0.162700422750656","0.195903590315955"
"Yes, every 2 weeks","2015","35-65 y.","secondary school degree","613","0.175874839513974","0.163710755092137","0.18803892393581"
"Yes, every 2 weeks","2015","35-65 y.","college entrance qualification","408","0.10917325002364","0.0992039039424294","0.119142596104851"
"Yes, every 2 weeks","2015","35-65 y.","Other degree","262","0.175155129145072","0.155848862015931","0.194461396274213"
"Yes, every 2 weeks","2015","35-65 y.","no degree/no degree yet","32","0.205647926849365","0.13796852808378","0.273327325614951"
"Yes, every 2 weeks","2015","66 and older","lower secondary degree","10","","",""
"Yes, every 2 weeks","2015","66 and older","secondary school degree","7","","",""
"Yes, every 2 weeks","2015","66 and older","college entrance qualification","6","","",""
"Yes, every 2 weeks","2015","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2015","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","lower secondary degree","45","0.0857421043072929","0.0627572321801476","0.108726976434438"
"Yes, every 3-4 weeks","2015","16-34 y.","secondary school degree","87","0.0894234432048737","0.0722451866348401","0.106601699774907"
"Yes, every 3-4 weeks","2015","16-34 y.","college entrance qualification","101","0.0844841447364537","0.0689733106219073","0.099994978851"
"Yes, every 3-4 weeks","2015","16-34 y.","Other degree","31","0.154747594836952","0.11061663234063","0.198878557333275"
"Yes, every 3-4 weeks","2015","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2015","35-65 y.","lower secondary degree","187","0.0788052289810298","0.0671446930768082","0.0904657648852515"
"Yes, every 3-4 weeks","2015","35-65 y.","secondary school degree","315","0.0887889757168533","0.0797009407880228","0.0978770106456837"
"Yes, every 3-4 weeks","2015","35-65 y.","college entrance qualification","336","0.0835872464934967","0.0747396053409768","0.0924348876460167"
"Yes, every 3-4 weeks","2015","35-65 y.","Other degree","129","0.119997844798267","0.103492320165696","0.136503369430837"
"Yes, every 3-4 weeks","2015","35-65 y.","no degree/no degree yet","13","","",""
"Yes, every 3-4 weeks","2015","66 and older","lower secondary degree","7","","",""
"Yes, every 3-4 weeks","2015","66 and older","secondary school degree","5","","",""
"Yes, every 3-4 weeks","2015","66 and older","college entrance qualification","9","","",""
"Yes, every 3-4 weeks","2015","66 and older","Other degree","1","","",""
"Yes, every 3-4 weeks","2015","66 and older","no degree/no degree yet","","","",""
"Rarely","2015","16-34 y.","lower secondary degree","100","0.180725021583947","0.149136110788035","0.21231393237986"
"Rarely","2015","16-34 y.","secondary school degree","187","0.199778119488339","0.175708217056104","0.223848021920574"
"Rarely","2015","16-34 y.","college entrance qualification","252","0.217559312065494","0.194548647384424","0.240569976746565"
"Rarely","2015","16-34 y.","Other degree","41","0.170747399470443","0.124831963947546","0.216662834993341"
"Rarely","2015","16-34 y.","no degree/no degree yet","15","","",""
"Rarely","2015","35-65 y.","lower secondary degree","471","0.223868316590969","0.20582861771334","0.241908015468597"
"Rarely","2015","35-65 y.","secondary school degree","889","0.247250617312205","0.233466629572165","0.261034605052246"
"Rarely","2015","35-65 y.","college entrance qualification","1102","0.301623389999587","0.286951391317205","0.31629538868197"
"Rarely","2015","35-65 y.","Other degree","252","0.172009762649391","0.15284118455683","0.191178340741951"
"Rarely","2015","35-65 y.","no degree/no degree yet","18","","",""
"Rarely","2015","66 and older","lower secondary degree","30","0.182859560601701","0.11641130219181","0.249307819011593"
"Rarely","2015","66 and older","secondary school degree","14","","",""
"Rarely","2015","66 and older","college entrance qualification","29","","",""
"Rarely","2015","66 and older","Other degree","4","","",""
"Rarely","2015","66 and older","no degree/no degree yet","2","","",""
"No, never","2016","16-34 y.","lower secondary degree","","","",""
"No, never","2016","16-34 y.","secondary school degree","","","",""
"No, never","2016","16-34 y.","college entrance qualification","","","",""
"No, never","2016","16-34 y.","Other degree","","","",""
"No, never","2016","16-34 y.","no degree/no degree yet","","","",""
"No, never","2016","35-65 y.","lower secondary degree","","","",""
"No, never","2016","35-65 y.","secondary school degree","","","",""
"No, never","2016","35-65 y.","college entrance qualification","","","",""
"No, never","2016","35-65 y.","Other degree","","","",""
"No, never","2016","35-65 y.","no degree/no degree yet","","","",""
"No, never","2016","66 and older","lower secondary degree","","","",""
"No, never","2016","66 and older","secondary school degree","","","",""
"No, never","2016","66 and older","college entrance qualification","","","",""
"No, never","2016","66 and older","Other degree","","","",""
"No, never","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2016","16-34 y.","secondary school degree","","","",""
"Yes, every week","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2016","16-34 y.","Other degree","","","",""
"Yes, every week","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2016","35-65 y.","secondary school degree","","","",""
"Yes, every week","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2016","35-65 y.","Other degree","","","",""
"Yes, every week","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2016","66 and older","lower secondary degree","","","",""
"Yes, every week","2016","66 and older","secondary school degree","","","",""
"Yes, every week","2016","66 and older","college entrance qualification","","","",""
"Yes, every week","2016","66 and older","Other degree","","","",""
"Yes, every week","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2016","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","no degree/no degree yet","","","",""
"Rarely","2016","16-34 y.","lower secondary degree","","","",""
"Rarely","2016","16-34 y.","secondary school degree","","","",""
"Rarely","2016","16-34 y.","college entrance qualification","","","",""
"Rarely","2016","16-34 y.","Other degree","","","",""
"Rarely","2016","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2016","35-65 y.","lower secondary degree","","","",""
"Rarely","2016","35-65 y.","secondary school degree","","","",""
"Rarely","2016","35-65 y.","college entrance qualification","","","",""
"Rarely","2016","35-65 y.","Other degree","","","",""
"Rarely","2016","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2016","66 and older","lower secondary degree","","","",""
"Rarely","2016","66 and older","secondary school degree","","","",""
"Rarely","2016","66 and older","college entrance qualification","","","",""
"Rarely","2016","66 and older","Other degree","","","",""
"Rarely","2016","66 and older","no degree/no degree yet","","","",""
"No, never","2017","16-34 y.","lower secondary degree","220","0.429117352945258","0.388050402780432","0.470184303110084"
"No, never","2017","16-34 y.","secondary school degree","440","0.437544662663969","0.407552902850269","0.467536422477668"
"No, never","2017","16-34 y.","college entrance qualification","716","0.466782727121752","0.441693995993331","0.491871458250173"
"No, never","2017","16-34 y.","Other degree","144","0.408593185569544","0.357814019718087","0.459372351421001"
"No, never","2017","16-34 y.","no degree/no degree yet","38","0.324857177964873","0.243084752532735","0.40662960339701"
"No, never","2017","35-65 y.","lower secondary degree","819","0.373553595213927","0.353024439722544","0.39408275070531"
"No, never","2017","35-65 y.","secondary school degree","1815","0.427726237257583","0.41259697550444","0.442855499010725"
"No, never","2017","35-65 y.","college entrance qualification","1728","0.404892379510261","0.389975809082116","0.419808949938405"
"No, never","2017","35-65 y.","Other degree","704","0.389775331402024","0.366070336010291","0.413480326793757"
"No, never","2017","35-65 y.","no degree/no degree yet","65","0.363413307865803","0.291532481931358","0.435294133800249"
"No, never","2017","66 and older","lower secondary degree","73","0.576738976036768","0.494305742101675","0.65917220997186"
"No, never","2017","66 and older","secondary school degree","48","0.543028003347713","0.441785581968643","0.644270424726782"
"No, never","2017","66 and older","college entrance qualification","52","0.393362074061119","0.30738190987527","0.479342238246969"
"No, never","2017","66 and older","Other degree","20","","",""
"No, never","2017","66 and older","no degree/no degree yet","3","","",""
"Yes, every week","2017","16-34 y.","lower secondary degree","86","0.161197648042157","0.130687791767173","0.19170750431714"
"Yes, every week","2017","16-34 y.","secondary school degree","142","0.137407357715729","0.11659340316502","0.158221312266437"
"Yes, every week","2017","16-34 y.","college entrance qualification","195","0.126595706185258","0.109873778026001","0.143317634344514"
"Yes, every week","2017","16-34 y.","Other degree","50","0.14717626022236","0.110579270603868","0.183773249840852"
"Yes, every week","2017","16-34 y.","no degree/no degree yet","40","0.335249176375972","0.252820918655344","0.4176774340966"
"Yes, every week","2017","35-65 y.","lower secondary degree","313","0.144794970372582","0.129861370021573","0.159728570723592"
"Yes, every week","2017","35-65 y.","secondary school degree","474","0.11282663120183","0.103151810339269","0.122501452064392"
"Yes, every week","2017","35-65 y.","college entrance qualification","557","0.132069087076583","0.121780764037934","0.142357410115233"
"Yes, every week","2017","35-65 y.","Other degree","213","0.144478707776272","0.127390160034432","0.161567255518112"
"Yes, every week","2017","35-65 y.","no degree/no degree yet","31","0.146142786896644","0.0933511430047113","0.198934430788577"
"Yes, every week","2017","66 and older","lower secondary degree","25","","",""
"Yes, every week","2017","66 and older","secondary school degree","17","","",""
"Yes, every week","2017","66 and older","college entrance qualification","17","","",""
"Yes, every week","2017","66 and older","Other degree","7","","",""
"Yes, every week","2017","66 and older","no degree/no degree yet","2","","",""
"Yes, every 2 weeks","2017","16-34 y.","lower secondary degree","106","0.172090888188388","0.140772366018775","0.203409410358002"
"Yes, every 2 weeks","2017","16-34 y.","secondary school degree","192","0.155318428800891","0.133420414410127","0.177216443191656"
"Yes, every 2 weeks","2017","16-34 y.","college entrance qualification","211","0.136776327915634","0.119496622086132","0.154056033745137"
"Yes, every 2 weeks","2017","16-34 y.","Other degree","77","0.207134619624495","0.165272336188703","0.248996903060288"
"Yes, every 2 weeks","2017","16-34 y.","no degree/no degree yet","23","","",""
"Yes, every 2 weeks","2017","35-65 y.","lower secondary degree","369","0.174022514431614","0.157933127808571","0.190111901054657"
"Yes, every 2 weeks","2017","35-65 y.","secondary school degree","655","0.161139711227098","0.149896794813705","0.172382627640491"
"Yes, every 2 weeks","2017","35-65 y.","college entrance qualification","423","0.108822184103184","0.0993588901992149","0.118285478007153"
"Yes, every 2 weeks","2017","35-65 y.","Other degree","295","0.174461111819041","0.156014954577902","0.19290726906018"
"Yes, every 2 weeks","2017","35-65 y.","no degree/no degree yet","43","0.268683675949315","0.20243806006558","0.334929291833049"
"Yes, every 2 weeks","2017","66 and older","lower secondary degree","11","","",""
"Yes, every 2 weeks","2017","66 and older","secondary school degree","6","","",""
"Yes, every 2 weeks","2017","66 and older","college entrance qualification","10","","",""
"Yes, every 2 weeks","2017","66 and older","Other degree","2","","",""
"Yes, every 2 weeks","2017","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","lower secondary degree","48","0.0802661095884745","0.0577222540270464","0.102809965149903"
"Yes, every 3-4 weeks","2017","16-34 y.","secondary school degree","98","0.0959111203306703","0.0781083832214752","0.113713857439865"
"Yes, every 3-4 weeks","2017","16-34 y.","college entrance qualification","137","0.0883041443493394","0.0740354334833674","0.102572855215311"
"Yes, every 3-4 weeks","2017","16-34 y.","Other degree","38","0.0807292210576411","0.0525885824181453","0.108869859697137"
"Yes, every 3-4 weeks","2017","16-34 y.","no degree/no degree yet","15","","",""
"Yes, every 3-4 weeks","2017","35-65 y.","lower secondary degree","221","0.10415273212371","0.0911897481692759","0.117115716078144"
"Yes, every 3-4 weeks","2017","35-65 y.","secondary school degree","386","0.08249196563375","0.0740791061022274","0.0909048251652727"
"Yes, every 3-4 weeks","2017","35-65 y.","college entrance qualification","447","0.0917863559251954","0.0830126211723457","0.100560090678045"
"Yes, every 3-4 weeks","2017","35-65 y.","Other degree","145","0.11328888576849","0.0978835010255161","0.128694270511465"
"Yes, every 3-4 weeks","2017","35-65 y.","no degree/no degree yet","13","","",""
"Yes, every 3-4 weeks","2017","66 and older","lower secondary degree","9","","",""
"Yes, every 3-4 weeks","2017","66 and older","secondary school degree","2","","",""
"Yes, every 3-4 weeks","2017","66 and older","college entrance qualification","10","","",""
"Yes, every 3-4 weeks","2017","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2017","66 and older","no degree/no degree yet","","","",""
"Rarely","2017","16-34 y.","lower secondary degree","98","0.157328001235722","0.127117127510347","0.187538874961098"
"Rarely","2017","16-34 y.","secondary school degree","179","0.173818430488741","0.150908045019102","0.196728815958381"
"Rarely","2017","16-34 y.","college entrance qualification","260","0.181541094428016","0.162156571457464","0.200925617398569"
"Rarely","2017","16-34 y.","Other degree","51","0.156366713525959","0.118848180571104","0.193885246480814"
"Rarely","2017","16-34 y.","no degree/no degree yet","10","","",""
"Rarely","2017","35-65 y.","lower secondary degree","411","0.203476187858167","0.186391429472516","0.220560946243818"
"Rarely","2017","35-65 y.","secondary school degree","778","0.215815454679739","0.203235378129021","0.228395531230457"
"Rarely","2017","35-65 y.","college entrance qualification","1005","0.262429993384777","0.249060659042299","0.275799327727254"
"Rarely","2017","35-65 y.","Other degree","269","0.177995963234173","0.159403802210415","0.19658812425793"
"Rarely","2017","35-65 y.","no degree/no degree yet","20","","",""
"Rarely","2017","66 and older","lower secondary degree","20","","",""
"Rarely","2017","66 and older","secondary school degree","20","","",""
"Rarely","2017","66 and older","college entrance qualification","35","0.350082534603437","0.266126566328002","0.434038502878872"
"Rarely","2017","66 and older","Other degree","9","","",""
"Rarely","2017","66 and older","no degree/no degree yet","2","","",""
"No, never","2018","16-34 y.","lower secondary degree","","","",""
"No, never","2018","16-34 y.","secondary school degree","","","",""
"No, never","2018","16-34 y.","college entrance qualification","","","",""
"No, never","2018","16-34 y.","Other degree","","","",""
"No, never","2018","16-34 y.","no degree/no degree yet","","","",""
"No, never","2018","35-65 y.","lower secondary degree","","","",""
"No, never","2018","35-65 y.","secondary school degree","","","",""
"No, never","2018","35-65 y.","college entrance qualification","","","",""
"No, never","2018","35-65 y.","Other degree","","","",""
"No, never","2018","35-65 y.","no degree/no degree yet","","","",""
"No, never","2018","66 and older","lower secondary degree","","","",""
"No, never","2018","66 and older","secondary school degree","","","",""
"No, never","2018","66 and older","college entrance qualification","","","",""
"No, never","2018","66 and older","Other degree","","","",""
"No, never","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2018","16-34 y.","secondary school degree","","","",""
"Yes, every week","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2018","16-34 y.","Other degree","","","",""
"Yes, every week","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2018","35-65 y.","secondary school degree","","","",""
"Yes, every week","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2018","35-65 y.","Other degree","","","",""
"Yes, every week","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2018","66 and older","lower secondary degree","","","",""
"Yes, every week","2018","66 and older","secondary school degree","","","",""
"Yes, every week","2018","66 and older","college entrance qualification","","","",""
"Yes, every week","2018","66 and older","Other degree","","","",""
"Yes, every week","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2018","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","no degree/no degree yet","","","",""
"Rarely","2018","16-34 y.","lower secondary degree","","","",""
"Rarely","2018","16-34 y.","secondary school degree","","","",""
"Rarely","2018","16-34 y.","college entrance qualification","","","",""
"Rarely","2018","16-34 y.","Other degree","","","",""
"Rarely","2018","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2018","35-65 y.","lower secondary degree","","","",""
"Rarely","2018","35-65 y.","secondary school degree","","","",""
"Rarely","2018","35-65 y.","college entrance qualification","","","",""
"Rarely","2018","35-65 y.","Other degree","","","",""
"Rarely","2018","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2018","66 and older","lower secondary degree","","","",""
"Rarely","2018","66 and older","secondary school degree","","","",""
"Rarely","2018","66 and older","college entrance qualification","","","",""
"Rarely","2018","66 and older","Other degree","","","",""
"Rarely","2018","66 and older","no degree/no degree yet","","","",""
"No, never","2019","16-34 y.","lower secondary degree","172","0.432543583447217","0.385933012926613","0.479154153967822"
"No, never","2019","16-34 y.","secondary school degree","409","0.46675873333549","0.434092264700936","0.499425201970044"
"No, never","2019","16-34 y.","college entrance qualification","703","0.472908847654241","0.44774345110734","0.498074244201141"
"No, never","2019","16-34 y.","Other degree","107","0.361136776500711","0.299854922986456","0.422418630014966"
"No, never","2019","16-34 y.","no degree/no degree yet","34","0.31404032872184","0.226908496715178","0.401172160728502"
"No, never","2019","35-65 y.","lower secondary degree","703","0.383485455789315","0.361250328253389","0.40572058332524"
"No, never","2019","35-65 y.","secondary school degree","1755","0.427569266141698","0.412482880493747","0.44265565178965"
"No, never","2019","35-65 y.","college entrance qualification","1830","0.427566030211619","0.413502874088749","0.44162918633449"
"No, never","2019","35-65 y.","Other degree","613","0.40157925832267","0.376046048153392","0.427112468491947"
"No, never","2019","35-65 y.","no degree/no degree yet","69","0.470256137618938","0.391169597084486","0.54934267815339"
"No, never","2019","66 and older","lower secondary degree","101","0.560277852149402","0.488753633082064","0.631802071216739"
"No, never","2019","66 and older","secondary school degree","75","0.529012996650054","0.456092524675333","0.601933468624774"
"No, never","2019","66 and older","college entrance qualification","70","0.35673321979128","0.292249883478751","0.421216556103809"
"No, never","2019","66 and older","Other degree","19","","",""
