"plb0218","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No, never","2019","secondary school degree","Female","1452","0.515608608001982","0.497270459167142","0.533946756836822"
"No, never","2019","college entrance qualification","Male","1102","0.390727642337944","0.374063037052146","0.407392247623741"
"No, never","2019","college entrance qualification","Female","1498","0.495304670640407","0.477929978787541","0.512679362493273"
"No, never","2019","Other degree","Male","325","0.377313740103375","0.344337966217618","0.410289513989133"
"No, never","2019","Other degree","Female","414","0.422108659414216","0.389289784476111","0.454927534352321"
"No, never","2019","no degree/no degree yet","Male","56","0.384398845722524","0.306027377404483","0.462770314040565"
"No, never","2019","no degree/no degree yet","Female","51","0.460991755074717","0.373606659064565","0.548376851084868"
"Yes, every week","2019","lower secondary degree","Male","217","0.128042890735627","0.110868110667762","0.145217670803492"
"Yes, every week","2019","lower secondary degree","Female","148","0.153359356756106","0.131037220850084","0.175681492662128"
"Yes, every week","2019","secondary school degree","Male","364","0.124568493125837","0.11122836337627","0.137908622875403"
"Yes, every week","2019","secondary school degree","Female","328","0.118606432495883","0.106742292433896","0.130470572557871"
"Yes, every week","2019","college entrance qualification","Male","564","0.127243657826753","0.115861704380688","0.138625611272817"
"Yes, every week","2019","college entrance qualification","Female","378","0.0972016753832226","0.0869073354778808","0.107496015288564"
"Yes, every week","2019","Other degree","Male","121","0.15040990441185","0.126090553303044","0.174729255520657"
"Yes, every week","2019","Other degree","Female","114","0.164318216861056","0.139694603174397","0.188941830547714"
"Yes, every week","2019","no degree/no degree yet","Male","33","0.185272670497757","0.122679196442966","0.247866144552548"
"Yes, every week","2019","no degree/no degree yet","Female","28","","",""
"Yes, every 2 weeks","2019","lower secondary degree","Male","205","0.142349700327799","0.124389991630836","0.160309409024762"
"Yes, every 2 weeks","2019","lower secondary degree","Female","206","0.212485216016354","0.187144156469643","0.237826275563065"
"Yes, every 2 weeks","2019","secondary school degree","Male","335","0.133226284541336","0.119498745533924","0.146953823548748"
"Yes, every 2 weeks","2019","secondary school degree","Female","484","0.163069559105376","0.149513659748114","0.176625458462638"
"Yes, every 2 weeks","2019","college entrance qualification","Male","421","0.114824178184202","0.103935286694514","0.12571306967389"
"Yes, every 2 weeks","2019","college entrance qualification","Female","358","0.115583174127311","0.104472457710724","0.126693890543898"
"Yes, every 2 weeks","2019","Other degree","Male","144","0.170358674479885","0.144782454459339","0.195934894500431"
"Yes, every 2 weeks","2019","Other degree","Female","167","0.222610073305031","0.194967381899836","0.250252764710226"
"Yes, every 2 weeks","2019","no degree/no degree yet","Male","23","","",""
"Yes, every 2 weeks","2019","no degree/no degree yet","Female","31","0.242545594156373","0.167406141429255","0.317685046883491"
"Yes, every 3-4 weeks","2019","lower secondary degree","Male","141","0.0978829156110465","0.0826089858152411","0.113156845406852"
"Yes, every 3-4 weeks","2019","lower secondary degree","Female","69","0.0789091463345632","0.062208012366692","0.0956102803024344"
"Yes, every 3-4 weeks","2019","secondary school degree","Male","257","0.108188462512441","0.0956405385140813","0.120736386510802"
"Yes, every 3-4 weeks","2019","secondary school degree","Female","203","0.0733046275728318","0.0637408074742334","0.0828684476714301"
"Yes, every 3-4 weeks","2019","college entrance qualification","Male","345","0.096051257811663","0.0859871412921906","0.106115374331135"
"Yes, every 3-4 weeks","2019","college entrance qualification","Female","300","0.0780567476303929","0.0687344368429128","0.087379058417873"
"Yes, every 3-4 weeks","2019","Other degree","Male","59","0.0580074836655224","0.0421046401933686","0.0739103271376762"
"Yes, every 3-4 weeks","2019","Other degree","Female","62","0.0727192447531615","0.055464093606312","0.089974395900011"
"Yes, every 3-4 weeks","2019","no degree/no degree yet","Male","6","","",""
"Yes, every 3-4 weeks","2019","no degree/no degree yet","Female","5","","",""
"Rarely","2019","lower secondary degree","Male","367","0.244917212953332","0.222813113436193","0.267021312470471"
"Rarely","2019","lower secondary degree","Female","126","0.124889972513241","0.104410150996086","0.145369794030396"
"Rarely","2019","secondary school degree","Male","611","0.279326374756137","0.261201703071768","0.297451046440505"
"Rarely","2019","secondary school degree","Female","386","0.129410772823926","0.11709422308652","0.141727322561332"
"Rarely","2019","college entrance qualification","Male","861","0.271153263839439","0.255969559079966","0.286336968598911"
"Rarely","2019","college entrance qualification","Female","647","0.213853732218666","0.199604995824363","0.228102468612969"
"Rarely","2019","Other degree","Male","181","0.243910197339367","0.214694872869276","0.273125521809457"
"Rarely","2019","Other degree","Female","113","0.118243805666536","0.096787649383494","0.139699961949577"
"Rarely","2019","no degree/no degree yet","Male","30","0.205133954198994","0.140078609553863","0.270189298844125"
"Rarely","2019","no degree/no degree yet","Female","10","","",""
